	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034669_Blastobotrys_raffinofermentans
1661	OG0001661	YHL013C	augustus_masked-flattened_line_28-processed-gene-1.116-mRNA-1_1&gene=augustus_masked-flattened_line_28-processed-gene-1.116&CDS=1-945
1662	OG0001662	YHL015W	augustus_masked-flattened_line_21-processed-gene-1.73-mRNA-1_1&gene=augustus_masked-flattened_line_21-processed-gene-1.73&CDS=1-348
1663	OG0001663	YHL016C	augustus_masked-flattened_line_4-processed-gene-4.88-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-4.88&CDS=1-2010
1664	OG0001664	YHL018W	maker-flattened_line_28-snap-gene-1.98-mRNA-1_1&gene=maker-flattened_line_28-snap-gene-1.98&CDS=1-345
1665	OG0001665	YHL020C	augustus_masked-flattened_line_24-processed-gene-1.18-mRNA-1_1&gene=augustus_masked-flattened_line_24-processed-gene-1.18&CDS=1-1164
1666	OG0001666	YHL021C	augustus_masked-flattened_line_14-processed-gene-3.117-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-3.117&CDS=1-1230
1667	OG0001667	YHL022C	snap_masked-flattened_line_14-processed-gene-3.171-mRNA-1_1&gene=snap_masked-flattened_line_14-processed-gene-3.171&CDS=1-591
1668	OG0001668	YHL023C	augustus_masked-flattened_line_19-processed-gene-1.44-mRNA-1_1&gene=augustus_masked-flattened_line_19-processed-gene-1.44&CDS=1-2277
1669	OG0001669	YHL024W	augustus_masked-flattened_line_0-processed-gene-22.90-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-22.90&CDS=1-1929
1670	OG0001670	YHL027W	augustus_masked-flattened_line_34-processed-gene-0.58-mRNA-1_1&gene=augustus_masked-flattened_line_34-processed-gene-0.58&CDS=1-1830
1671	OG0001671	YHL029C	augustus_masked-flattened_line_38-processed-gene-0.182-mRNA-1_1&gene=augustus_masked-flattened_line_38-processed-gene-0.182&CDS=1-1572
1672	OG0001672	YHL030W	snap_masked-flattened_line_38-processed-gene-0.61-mRNA-1_1&gene=snap_masked-flattened_line_38-processed-gene-0.61&CDS=1-5379
1673	OG0001673	YHL031C	augustus_masked-flattened_line_0-processed-gene-12.78-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-12.78&CDS=1-663
1674	OG0001674	YHL032C	augustus_masked-flattened_line_0-processed-gene-13.37-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-13.37&CDS=1-1554
1675	OG0001675	YHR001W	augustus_masked-flattened_line_2-processed-gene-9.72-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-9.72&CDS=1-1374
1676	OG0001676	YHR001W-A	augustus_masked-flattened_line_21-processed-gene-1.102-mRNA-1_1&gene=augustus_masked-flattened_line_21-processed-gene-1.102&CDS=1-240
1677	OG0001677	YHR002W	augustus_masked-flattened_line_4-processed-gene-1.129-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-1.129&CDS=1-1020
1678	OG0001678	YHR004C	augustus_masked-flattened_line_10-processed-gene-2.134-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-2.134&CDS=1-1008
1679	OG0001679	YHR005C-A	augustus_masked-flattened_line_16-processed-gene-0.114-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-0.114&CDS=1-282
1680	OG0001680	YHR007C	augustus_masked-flattened_line_28-processed-gene-0.68-mRNA-1_1&gene=augustus_masked-flattened_line_28-processed-gene-0.68&CDS=1-1587
1681	OG0001681	YHR008C	augustus_masked-flattened_line_34-processed-gene-0.30-mRNA-1_1&gene=augustus_masked-flattened_line_34-processed-gene-0.30&CDS=1-672
1682	OG0001682	YHR009C	augustus_masked-flattened_line_34-processed-gene-0.29-mRNA-1_1&gene=augustus_masked-flattened_line_34-processed-gene-0.29&CDS=1-1179
1683	OG0001683	YHR011W	augustus_masked-flattened_line_34-processed-gene-0.76-mRNA-1_1&gene=augustus_masked-flattened_line_34-processed-gene-0.76&CDS=1-1332
1684	OG0001684	YHR012W	maker-flattened_line_19-augustus-gene-2.99-mRNA-1_1&gene=maker-flattened_line_19-augustus-gene-2.99&CDS=1-588
1685	OG0001685	YHR013C	augustus_masked-flattened_line_19-processed-gene-2.2-mRNA-1_1&gene=augustus_masked-flattened_line_19-processed-gene-2.2&CDS=1-555
1686	OG0001686	YHR018C	augustus_masked-flattened_line_2-processed-gene-4.91-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-4.91&CDS=1-1383
1687	OG0001687	YHR019C	augustus_masked-flattened_line_12-processed-gene-2.76-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-2.76&CDS=1-1698
1688	OG0001688	YHR020W	augustus_masked-flattened_line_12-processed-gene-2.92-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-2.92&CDS=1-2109
1689	OG0001689	YHR023W	augustus_masked-flattened_line_0-processed-gene-23.32-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-23.32&CDS=1-6555
1690	OG0001690	YHR024C	maker-flattened_line_0-augustus-gene-23.159-mRNA-1_1&gene=maker-flattened_line_0-augustus-gene-23.159&CDS=1-2145
1691	OG0001691	YHR025W	augustus_masked-flattened_line_0-processed-gene-23.5-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-23.5&CDS=1-1056
1692	OG0001692	YHR026W	augustus_masked-flattened_line_0-processed-gene-23.29-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-23.29&CDS=1-591
1693	OG0001693	YHR027C	augustus_masked-flattened_line_0-processed-gene-23.25-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-23.25&CDS=1-2778
1694	OG0001694	YHR028C	augustus_masked-flattened_line_0-processed-gene-23.27-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-23.27&CDS=1-2622
1695	OG0001695	YHR029C	augustus_masked-flattened_line_34-processed-gene-0.46-mRNA-1_1&gene=augustus_masked-flattened_line_34-processed-gene-0.46&CDS=1-891
1696	OG0001696	YHR030C	augustus_masked-flattened_line_0-processed-gene-23.28-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-23.28&CDS=1-1455
1697	OG0001697	YHR032W	augustus_masked-flattened_line_10-processed-gene-1.110-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-1.110&CDS=1-1770
1698	OG0001698	YHR037W	augustus_masked-flattened_line_2-processed-gene-1.126-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-1.126&CDS=1-1704
1699	OG0001699	YHR038W	augustus_masked-flattened_line_32-processed-gene-0.114-mRNA-1_1&gene=augustus_masked-flattened_line_32-processed-gene-0.114&CDS=1-780
1700	OG0001700	YHR039C	augustus_masked-flattened_line_32-processed-gene-0.91-mRNA-1_1&gene=augustus_masked-flattened_line_32-processed-gene-0.91&CDS=1-1806
1701	OG0001701	YHR040W	genemark-flattened_line_32-processed-gene-0.166-mRNA-1_1&gene=genemark-flattened_line_32-processed-gene-0.166&CDS=1-1050
1702	OG0001702	YHR041C	augustus_masked-flattened_line_10-processed-gene-0.162-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-0.162&CDS=1-567
1703	OG0001703	YHR042W	augustus_masked-flattened_line_46-processed-gene-0.89-mRNA-1_1&gene=augustus_masked-flattened_line_46-processed-gene-0.89&CDS=1-2112
1704	OG0001704	YHR045W	augustus_masked-flattened_line_36-processed-gene-0.153-mRNA-1_1&gene=augustus_masked-flattened_line_36-processed-gene-0.153&CDS=1-1491
1705	OG0001705	YHR047C	augustus_masked-flattened_line_16-processed-gene-3.72-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-3.72&CDS=1-2598
1706	OG0001706	YHR051W	maker-flattened_line_16-augustus-gene-0.151-mRNA-1_1&gene=maker-flattened_line_16-augustus-gene-0.151&CDS=1-429
1707	OG0001707	YHR052W	augustus_masked-flattened_line_24-processed-gene-0.63-mRNA-1_1&gene=augustus_masked-flattened_line_24-processed-gene-0.63&CDS=1-1023
1708	OG0001708	YHR058C	augustus_masked-flattened_line_14-processed-gene-0.68-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-0.68&CDS=1-786
1709	OG0001709	YHR059W	augustus_masked-flattened_line_14-processed-gene-0.94-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-0.94&CDS=1-381
1710	OG0001710	YHR060W	maker-flattened_line_0-augustus-gene-11.64-mRNA-1_1&gene=maker-flattened_line_0-augustus-gene-11.64&CDS=1-501
1711	OG0001711	YHR062C	augustus_masked-flattened_line_32-processed-gene-1.163-mRNA-1_1&gene=augustus_masked-flattened_line_32-processed-gene-1.163&CDS=1-771
1712	OG0001712	YHR063C	augustus_masked-flattened_line_2-processed-gene-0.76-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-0.76&CDS=1-1398
1713	OG0001713	YHR064C	augustus_masked-flattened_line_0-processed-gene-11.142-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-11.142&CDS=1-1665
1714	OG0001714	YHR065C	augustus_masked-flattened_line_28-processed-gene-1.144-mRNA-1_1&gene=augustus_masked-flattened_line_28-processed-gene-1.144&CDS=1-1506
1715	OG0001715	YHR067W	augustus_masked-flattened_line_46-processed-gene-0.86-mRNA-1_1&gene=augustus_masked-flattened_line_46-processed-gene-0.86&CDS=1-996
1716	OG0001716	YHR068W	augustus_masked-flattened_line_8-processed-gene-1.81-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-1.81&CDS=1-1032
1717	OG0001717	YHR069C	augustus_masked-flattened_line_46-processed-gene-0.67-mRNA-1_1&gene=augustus_masked-flattened_line_46-processed-gene-0.67&CDS=1-951
1718	OG0001718	YHR070W	augustus_masked-flattened_line_46-processed-gene-0.90-mRNA-1_1&gene=augustus_masked-flattened_line_46-processed-gene-0.90&CDS=1-1362
1719	OG0001719	YHR071W	augustus_masked-flattened_line_4-processed-gene-7.40-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-7.40&CDS=1-783
1720	OG0001720	YHR072W	augustus_masked-flattened_line_0-processed-gene-11.169-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-11.169&CDS=1-2175
1721	OG0001721	YHR072W-A	maker-flattened_line_0-snap-gene-11.60-mRNA-1_1&gene=maker-flattened_line_0-snap-gene-11.60&CDS=1-192
1722	OG0001722	YHR073W	augustus_masked-flattened_line_8-processed-gene-0.72-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-0.72&CDS=1-2853
1723	OG0001723	YHR076W	snap_masked-flattened_line_36-processed-gene-0.244-mRNA-1_1&gene=snap_masked-flattened_line_36-processed-gene-0.244&CDS=1-1263
1724	OG0001724	YHR077C	maker-flattened_line_36-snap-gene-0.171-mRNA-1_1&gene=maker-flattened_line_36-snap-gene-0.171&CDS=1-3231
1725	OG0001725	YHR078W	augustus_masked-flattened_line_36-processed-gene-0.163-mRNA-1_1&gene=augustus_masked-flattened_line_36-processed-gene-0.163&CDS=1-1434
1726	OG0001726	YHR079C	snap_masked-flattened_line_0-processed-gene-17.15-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-17.15&CDS=1-3429
1727	OG0001727	YHR081W	augustus_masked-flattened_line_0-processed-gene-23.19-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-23.19&CDS=1-555
1728	OG0001728	YHR082C	maker-flattened_line_10-augustus-gene-0.55-mRNA-1_1&gene=maker-flattened_line_10-augustus-gene-0.55&CDS=1-2043
1729	OG0001729	YHR084W	augustus_masked-flattened_line_38-processed-gene-0.194-mRNA-1_1&gene=augustus_masked-flattened_line_38-processed-gene-0.194&CDS=1-1923
1730	OG0001730	YHR086W	augustus_masked-flattened_line_8-processed-gene-5.115-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-5.115&CDS=1-1290
1731	OG0001731	YHR088W	augustus_masked-flattened_line_46-processed-gene-0.88-mRNA-1_1&gene=augustus_masked-flattened_line_46-processed-gene-0.88&CDS=1-885
1732	OG0001732	YHR089C	augustus_masked-flattened_line_28-processed-gene-1.141-mRNA-1_1&gene=augustus_masked-flattened_line_28-processed-gene-1.141&CDS=1-576
1733	OG0001733	YHR090C	augustus_masked-flattened_line_2-processed-gene-1.143-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-1.143&CDS=1-771
1734	OG0001734	YHR098C	augustus_masked-flattened_line_34-processed-gene-0.66-mRNA-1_1&gene=augustus_masked-flattened_line_34-processed-gene-0.66&CDS=1-2769
1735	OG0001735	YHR099W	maker-flattened_line_0-augustus-gene-17.45-mRNA-1_1&gene=maker-flattened_line_0-augustus-gene-17.45&CDS=1-11274
1736	OG0001736	YHR100C	maker-flattened_line_0-augustus-gene-17.43-mRNA-1_1&gene=maker-flattened_line_0-augustus-gene-17.43&CDS=1-567
1737	OG0001737	YHR102W	augustus_masked-flattened_line_2-processed-gene-6.19-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-6.19&CDS=1-2355
1738	OG0001738	YHR104W	augustus_masked-flattened_line_0-processed-gene-14.15-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-14.15&CDS=1-969
1739	OG0001739	YHR105W	snap_masked-flattened_line_10-processed-gene-4.234-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-4.234&CDS=1-465
1740	OG0001740	YHR111W	augustus_masked-flattened_line_0-processed-gene-1.81-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-1.81&CDS=1-1278
1741	OG0001741	YHR112C	augustus_masked-flattened_line_0-processed-gene-1.62-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-1.62&CDS=1-1128
1742	OG0001742	YHR113W	maker-flattened_line_4-augustus-gene-5.60-mRNA-1_1&gene=maker-flattened_line_4-augustus-gene-5.60&CDS=1-1434
1743	OG0001743	YHR114W	augustus_masked-flattened_line_14-processed-gene-0.62-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-0.62&CDS=1-1893
1744	OG0001744	YHR116W	augustus_masked-flattened_line_0-processed-gene-4.53-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-4.53&CDS=1-288
1745	OG0001745	YHR118C	augustus_masked-flattened_line_6-processed-gene-7.120-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-7.120&CDS=1-975
1746	OG0001746	YHR119W	augustus_masked-flattened_line_0-processed-gene-4.59-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-4.59&CDS=1-2751
1747	OG0001747	YHR120W	augustus_masked-flattened_line_0-processed-gene-4.60-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-4.60&CDS=1-2583
1748	OG0001748	YHR122W	augustus_masked-flattened_line_0-processed-gene-4.64-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-4.64&CDS=1-624
1749	OG0001749	YHR128W	augustus_masked-flattened_line_0-processed-gene-20.112-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-20.112&CDS=1-642
1750	OG0001750	YHR132C	augustus_masked-flattened_line_0-processed-gene-26.35-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-26.35&CDS=1-1464
1751	OG0001751	YHR134W	snap_masked-flattened_line_2-processed-gene-4.113-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-4.113&CDS=1-891
1752	OG0001752	YHR135C	augustus_masked-flattened_line_32-processed-gene-1.139-mRNA-1_1&gene=augustus_masked-flattened_line_32-processed-gene-1.139&CDS=1-1440
1753	OG0001753	YHR142W	augustus_masked-flattened_line_0-processed-gene-8.63-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-8.63&CDS=1-981
1754	OG0001754	YHR143W-A	augustus_masked-flattened_line_4-processed-gene-2.58-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-2.58&CDS=1-222
1755	OG0001755	YHR144C	augustus_masked-flattened_line_8-processed-gene-4.78-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-4.78&CDS=1-1002
1756	OG0001756	YHR147C	augustus_masked-flattened_line_2-processed-gene-9.120-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-9.120&CDS=1-690
1757	OG0001757	YHR148W	augustus_masked-flattened_line_19-processed-gene-2.16-mRNA-1_1&gene=augustus_masked-flattened_line_19-processed-gene-2.16&CDS=1-558
1758	OG0001758	YHR150W	augustus_masked-flattened_line_0-processed-gene-24.20-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-24.20&CDS=1-1266
1759	OG0001759	YHR151C	augustus_masked-flattened_line_12-processed-gene-4.90-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-4.90&CDS=1-1626
1760	OG0001760	YHR154W	snap_masked-flattened_line_10-processed-gene-3.50-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-3.50&CDS=1-2400
1761	OG0001761	YHR164C	maker-flattened_line_0-augustus-gene-28.6-mRNA-1_1&gene=maker-flattened_line_0-augustus-gene-28.6&CDS=1-4518
1762	OG0001762	YHR165C	augustus_masked-flattened_line_46-processed-gene-0.61-mRNA-1_1&gene=augustus_masked-flattened_line_46-processed-gene-0.61&CDS=1-7215
1763	OG0001763	YHR166C	augustus_masked-flattened_line_36-processed-gene-0.111-mRNA-1_1&gene=augustus_masked-flattened_line_36-processed-gene-0.111&CDS=1-1605
1764	OG0001764	YHR168W	augustus_masked-flattened_line_21-processed-gene-0.53-mRNA-1_1&gene=augustus_masked-flattened_line_21-processed-gene-0.53&CDS=1-1452
1765	OG0001765	YHR169W	augustus_masked-flattened_line_19-processed-gene-3.168-mRNA-1_1&gene=augustus_masked-flattened_line_19-processed-gene-3.168&CDS=1-1308
1766	OG0001766	YHR170W	augustus_masked-flattened_line_21-processed-gene-2.277-mRNA-1_1&gene=augustus_masked-flattened_line_21-processed-gene-2.277&CDS=1-1407
1767	OG0001767	YHR171W	augustus_masked-flattened_line_0-processed-gene-22.92-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-22.92&CDS=1-2001
1768	OG0001768	YHR172W	augustus_masked-flattened_line_0-processed-gene-22.71-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-22.71&CDS=1-2517
1769	OG0001769	YHR175W	augustus_masked-flattened_line_0-processed-gene-28.168-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-28.168&CDS=1-510
1770	OG0001770	YHR176W	augustus_masked-flattened_line_2-processed-gene-4.59-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-4.59&CDS=1-1446
1771	OG0001771	YHR178W	augustus_masked-flattened_line_8-processed-gene-3.149-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-3.149&CDS=1-1848
1772	OG0001772	YHR181W	augustus_masked-flattened_line_24-processed-gene-0.70-mRNA-1_1&gene=augustus_masked-flattened_line_24-processed-gene-0.70&CDS=1-663
1773	OG0001773	YHR183W	augustus_masked-flattened_line_10-processed-gene-3.169-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-3.169&CDS=1-1467
1774	OG0001774	YHR187W	augustus_masked-flattened_line_6-processed-gene-2.21-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-2.21&CDS=1-891
1775	OG0001775	YHR188C	augustus_masked-flattened_line_6-processed-gene-2.23-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-2.23&CDS=1-1833
1776	OG0001776	YHR190W	maker-flattened_line_0-augustus-gene-13.126-mRNA-1_1&gene=maker-flattened_line_0-augustus-gene-13.126&CDS=1-1416
1777	OG0001777	YHR193C	augustus_masked-flattened_line_6-processed-gene-3.164-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-3.164&CDS=1-651
1778	OG0001778	YHR194W	augustus_masked-flattened_line_19-processed-gene-1.3-mRNA-1_1&gene=augustus_masked-flattened_line_19-processed-gene-1.3&CDS=1-1998
1779	OG0001779	YHR200W	augustus_masked-flattened_line_32-processed-gene-1.174-mRNA-1_1&gene=augustus_masked-flattened_line_32-processed-gene-1.174&CDS=1-873
1780	OG0001780	YHR201C	augustus_masked-flattened_line_4-processed-gene-2.73-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-2.73&CDS=1-1155
1781	OG0001781	YHR202W	augustus_masked-flattened_line_4-processed-gene-3.122-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-3.122&CDS=1-1983
1782	OG0001782	YHR204W	augustus_masked-flattened_line_4-processed-gene-3.123-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-3.123&CDS=1-2196
1783	OG0001783	YHR205W	genemark-flattened_line_0-processed-gene-24.81-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-24.81&CDS=1-2106
1784	OG0001784	YHR206W	augustus_masked-flattened_line_0-processed-gene-24.12-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-24.12&CDS=1-1170
1785	OG0001785	YHR207C	augustus_masked-flattened_line_0-processed-gene-24.36-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-24.36&CDS=1-1308
1786	OG0001786	YHR208W	augustus_masked-flattened_line_0-processed-gene-24.16-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-24.16&CDS=1-1176
1787	OG0001787	YIL001W	augustus_masked-flattened_line_0-processed-gene-8.59-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-8.59&CDS=1-1770
1788	OG0001788	YIL003W	augustus_masked-flattened_line_24-processed-gene-1.40-mRNA-1_1&gene=augustus_masked-flattened_line_24-processed-gene-1.40&CDS=1-819
1789	OG0001789	YIL004C	augustus_masked-flattened_line_8-processed-gene-5.147-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-5.147&CDS=1-459
1790	OG0001790	YIL005W	snap_masked-flattened_line_10-processed-gene-2.8-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-2.8&CDS=1-1923
1791	OG0001791	YIL007C	augustus_masked-flattened_line_4-processed-gene-5.65-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-5.65&CDS=1-606
1792	OG0001792	YIL008W	augustus_masked-flattened_line_4-processed-gene-5.80-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-5.80&CDS=1-279
1793	OG0001793	YIL010W	augustus_masked-flattened_line_4-processed-gene-5.99-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-5.99&CDS=1-765
1794	OG0001794	YIL017C	augustus_masked-flattened_line_14-processed-gene-4.166-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-4.166&CDS=1-2178
1795	OG0001795	YIL019W	augustus_masked-flattened_line_24-processed-gene-0.67-mRNA-1_1&gene=augustus_masked-flattened_line_24-processed-gene-0.67&CDS=1-579
1796	OG0001796	YIL020C	augustus_masked-flattened_line_24-processed-gene-0.93-mRNA-1_1&gene=augustus_masked-flattened_line_24-processed-gene-0.93&CDS=1-759
1797	OG0001797	YIL022W	augustus_masked-flattened_line_14-processed-gene-1.118-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-1.118&CDS=1-1308
1798	OG0001798	YIL023C	augustus_masked-flattened_line_0-processed-gene-14.45-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-14.45&CDS=1-1287
1799	OG0001799	YIL026C	snap_masked-flattened_line_14-processed-gene-4.35-mRNA-1_1&gene=snap_masked-flattened_line_14-processed-gene-4.35&CDS=1-2835
1800	OG0001800	YIL030C	snap_masked-flattened_line_14-processed-gene-4.58-mRNA-1_1&gene=snap_masked-flattened_line_14-processed-gene-4.58&CDS=1-3312
1801	OG0001801	YIL031W	maker-flattened_line_6-snap-gene-4.136-mRNA-1_1&gene=maker-flattened_line_6-snap-gene-4.136&CDS=1-2226
1802	OG0001802	YIL033C	augustus_masked-flattened_line_4-processed-gene-3.165-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-3.165&CDS=1-1179
1803	OG0001803	YIL034C	augustus_masked-flattened_line_4-processed-gene-2.83-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-2.83&CDS=1-795
1804	OG0001804	YIL035C	augustus_masked-flattened_line_26-processed-gene-1.96-mRNA-1_1&gene=augustus_masked-flattened_line_26-processed-gene-1.96&CDS=1-996
1805	OG0001805	YIL039W	augustus_masked-flattened_line_2-processed-gene-3.108-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-3.108&CDS=1-1137
1806	OG0001806	YIL041W	augustus_masked-flattened_line_14-processed-gene-3.93-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-3.93&CDS=1-918
1807	OG0001807	YIL042C	augustus_masked-flattened_line_32-processed-gene-1.144-mRNA-1_1&gene=augustus_masked-flattened_line_32-processed-gene-1.144&CDS=1-1173
1808	OG0001808	YIL043C	augustus_masked-flattened_line_0-processed-gene-14.35-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-14.35&CDS=1-831
1809	OG0001809	YIL044C	augustus_masked-flattened_line_0-processed-gene-19.78-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-19.78&CDS=1-1365
1810	OG0001810	YIL046W	augustus_masked-flattened_line_24-processed-gene-1.49-mRNA-1_1&gene=augustus_masked-flattened_line_24-processed-gene-1.49&CDS=1-1851
1811	OG0001811	YIL047C	snap_masked-flattened_line_0-processed-gene-10.23-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-10.23&CDS=1-2733
1812	OG0001812	YIL048W	augustus_masked-flattened_line_0-processed-gene-11.127-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-11.127&CDS=1-3126
1813	OG0001813	YIL049W	augustus_masked-flattened_line_26-processed-gene-0.56-mRNA-1_1&gene=augustus_masked-flattened_line_26-processed-gene-0.56&CDS=1-786
1814	OG0001814	YIL050W	snap_masked-flattened_line_24-processed-gene-2.27-mRNA-1_1&gene=snap_masked-flattened_line_24-processed-gene-2.27&CDS=1-1488
1815	OG0001815	YIL061C	maker-flattened_line_4-augustus-gene-5.59-mRNA-1_1&gene=maker-flattened_line_4-augustus-gene-5.59&CDS=1-1011
1816	OG0001816	YIL062C	augustus_masked-flattened_line_4-processed-gene-0.98-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-0.98&CDS=1-462
1817	OG0001817	YIL063C	augustus_masked-flattened_line_4-processed-gene-5.71-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-5.71&CDS=1-1293
1818	OG0001818	YIL064W	augustus_masked-flattened_line_4-processed-gene-5.90-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-5.90&CDS=1-681
1819	OG0001819	YIL065C	augustus_masked-flattened_line_32-processed-gene-0.105-mRNA-1_1&gene=augustus_masked-flattened_line_32-processed-gene-0.105&CDS=1-1449
1820	OG0001820	YIL067C	augustus_masked-flattened_line_0-processed-gene-5.97-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-5.97&CDS=1-1884
1821	OG0001821	YIL068C	augustus_masked-flattened_line_0-processed-gene-5.91-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-5.91&CDS=1-2298
1822	OG0001822	YIL070C	augustus_masked-flattened_line_4-processed-gene-5.102-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-5.102&CDS=1-801
1823	OG0001823	YIL074C	augustus_masked-flattened_line_34-processed-gene-0.86-mRNA-1_1&gene=augustus_masked-flattened_line_34-processed-gene-0.86&CDS=1-1401
1824	OG0001824	YIL075C	augustus_masked-flattened_line_34-processed-gene-0.85-mRNA-1_1&gene=augustus_masked-flattened_line_34-processed-gene-0.85&CDS=1-2967
