	OrthologID	Saccharomyces_cerevisiae	yHAB159_Kazachstania_solicola
1747	OG0001747	YGL245W	genemark-scf7180000046205-processed-gene-0.74-mRNA-1_1&gene=genemark-scf7180000046205-processed-gene-0.74&CDS=1-2121
1748	OG0001748	YGL246C	genemark-scf7180000046205-processed-gene-0.90-mRNA-1_1&gene=genemark-scf7180000046205-processed-gene-0.90&CDS=1-1125
1749	OG0001749	YGL247W	augustus_masked-scf7180000046309-processed-gene-2.176-mRNA-1_1&gene=augustus_masked-scf7180000046309-processed-gene-2.176&CDS=1-546
1750	OG0001750	YGL248W	augustus_masked-scf7180000046205-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-scf7180000046205-processed-gene-0.5&CDS=1-1185
1751	OG0001751	YGL249W	snap_masked-scf7180000046205-processed-gene-0.38-mRNA-1_1&gene=snap_masked-scf7180000046205-processed-gene-0.38&CDS=1-1908
1752	OG0001752	YGL250W	genemark-scf7180000046205-processed-gene-0.70-mRNA-1_1&gene=genemark-scf7180000046205-processed-gene-0.70&CDS=1-1008
1753	OG0001753	YGL251C	snap_masked-scf7180000046205-processed-gene-0.55-mRNA-1_1&gene=snap_masked-scf7180000046205-processed-gene-0.55&CDS=1-3717
1754	OG0001754	YGL252C	genemark-scf7180000046309-processed-gene-2.103-mRNA-1_1&gene=genemark-scf7180000046309-processed-gene-2.103&CDS=1-1875
1755	OG0001755	YGL254W	genemark-scf7180000046205-processed-gene-0.68-mRNA-1_1&gene=genemark-scf7180000046205-processed-gene-0.68&CDS=1-1362
1756	OG0001756	YGR001C	genemark-scf7180000046197-processed-gene-0.23-mRNA-1_1&gene=genemark-scf7180000046197-processed-gene-0.23&CDS=1-735
1757	OG0001757	YGR002C	genemark-scf7180000046197-processed-gene-0.8-mRNA-1_1&gene=genemark-scf7180000046197-processed-gene-0.8&CDS=1-1845
1758	OG0001758	YGR003W	snap_masked-scf7180000046197-processed-gene-0.44-mRNA-1_1&gene=snap_masked-scf7180000046197-processed-gene-0.44&CDS=1-2259
1759	OG0001759	YGR005C	genemark-scf7180000046197-processed-gene-0.7-mRNA-1_1&gene=genemark-scf7180000046197-processed-gene-0.7&CDS=1-1206
1760	OG0001760	YGR007W	maker-scf7180000046197-augustus-gene-0.1-mRNA-1_1&gene=maker-scf7180000046197-augustus-gene-0.1&CDS=1-1755
1761	OG0001761	YGR009C	maker-scf7180000046220-snap-gene-0.119-mRNA-1_1&gene=maker-scf7180000046220-snap-gene-0.119&CDS=1-2247
1762	OG0001762	YGR012W	genemark-scf7180000046220-processed-gene-0.5-mRNA-1_1&gene=genemark-scf7180000046220-processed-gene-0.5&CDS=1-1176
1763	OG0001763	YGR013W	snap_masked-scf7180000046333-processed-gene-2.156-mRNA-1_1&gene=snap_masked-scf7180000046333-processed-gene-2.156&CDS=1-1914
1764	OG0001764	YGR014W	augustus_masked-scf7180000046220-processed-gene-0.86-mRNA-1_1&gene=augustus_masked-scf7180000046220-processed-gene-0.86&CDS=1-2991
1765	OG0001765	YGR015C	augustus_masked-scf7180000046220-processed-gene-0.99-mRNA-1_1&gene=augustus_masked-scf7180000046220-processed-gene-0.99&CDS=1-891
1766	OG0001766	YGR016W	genemark-scf7180000046220-processed-gene-0.7-mRNA-1_1&gene=genemark-scf7180000046220-processed-gene-0.7&CDS=1-612
1767	OG0001767	YGR017W	genemark-scf7180000046169-processed-gene-0.52-mRNA-1_1&gene=genemark-scf7180000046169-processed-gene-0.52&CDS=1-969
1768	OG0001768	YGR019W	genemark-scf7180000046169-processed-gene-0.53-mRNA-1_1&gene=genemark-scf7180000046169-processed-gene-0.53&CDS=1-1419
1769	OG0001769	YGR020C	genemark-scf7180000046169-processed-gene-0.76-mRNA-1_1&gene=genemark-scf7180000046169-processed-gene-0.76&CDS=1-354
1770	OG0001770	YGR021W	genemark-scf7180000046169-processed-gene-0.54-mRNA-1_1&gene=genemark-scf7180000046169-processed-gene-0.54&CDS=1-768
1771	OG0001771	YGR024C	genemark-scf7180000046169-processed-gene-0.77-mRNA-1_1&gene=genemark-scf7180000046169-processed-gene-0.77&CDS=1-711
1772	OG0001772	YGR026W	genemark-scf7180000046169-processed-gene-0.57-mRNA-1_1&gene=genemark-scf7180000046169-processed-gene-0.57&CDS=1-837
1773	OG0001773	YGR028W	genemark-scf7180000046169-processed-gene-0.58-mRNA-1_1&gene=genemark-scf7180000046169-processed-gene-0.58&CDS=1-1053
1774	OG0001774	YGR029W	genemark-scf7180000046169-processed-gene-0.59-mRNA-1_1&gene=genemark-scf7180000046169-processed-gene-0.59&CDS=1-582
1775	OG0001775	YGR030C	snap_masked-scf7180000046169-processed-gene-0.121-mRNA-1_1&gene=snap_masked-scf7180000046169-processed-gene-0.121&CDS=1-471
1776	OG0001776	YGR031W	snap_masked-scf7180000046169-processed-gene-0.100-mRNA-1_1&gene=snap_masked-scf7180000046169-processed-gene-0.100&CDS=1-723
1777	OG0001777	YGR037C	genemark-scf7180000046169-processed-gene-0.80-mRNA-1_1&gene=genemark-scf7180000046169-processed-gene-0.80&CDS=1-849
1778	OG0001778	YGR040W	genemark-scf7180000046169-processed-gene-0.63-mRNA-1_1&gene=genemark-scf7180000046169-processed-gene-0.63&CDS=1-1119
1779	OG0001779	YGR042W	snap_masked-scf7180000046169-processed-gene-0.106-mRNA-1_1&gene=snap_masked-scf7180000046169-processed-gene-0.106&CDS=1-747
1780	OG0001780	YGR046W	genemark-scf7180000046218-processed-gene-0.29-mRNA-1_1&gene=genemark-scf7180000046218-processed-gene-0.29&CDS=1-1116
1781	OG0001781	YGR047C	genemark-scf7180000046175-processed-gene-0.16-mRNA-1_1&gene=genemark-scf7180000046175-processed-gene-0.16&CDS=1-3285
1782	OG0001782	YGR048W	genemark-scf7180000046175-processed-gene-0.20-mRNA-1_1&gene=genemark-scf7180000046175-processed-gene-0.20&CDS=1-1092
1783	OG0001783	YGR052W	genemark-scf7180000046320-processed-gene-0.137-mRNA-1_1&gene=genemark-scf7180000046320-processed-gene-0.137&CDS=1-1413
1784	OG0001784	YGR053C	snap_masked-scf7180000046320-processed-gene-0.42-mRNA-1_1&gene=snap_masked-scf7180000046320-processed-gene-0.42&CDS=1-300
1785	OG0001785	YGR054W	genemark-scf7180000046333-processed-gene-2.57-mRNA-1_1&gene=genemark-scf7180000046333-processed-gene-2.57&CDS=1-1851
1786	OG0001786	YGR057C	genemark-scf7180000046320-processed-gene-0.107-mRNA-1_1&gene=genemark-scf7180000046320-processed-gene-0.107&CDS=1-924
1787	OG0001787	YGR058W	genemark-scf7180000046320-processed-gene-0.134-mRNA-1_1&gene=genemark-scf7180000046320-processed-gene-0.134&CDS=1-1098
1788	OG0001788	YGR060W	genemark-scf7180000046320-processed-gene-0.132-mRNA-1_1&gene=genemark-scf7180000046320-processed-gene-0.132&CDS=1-927
1789	OG0001789	YGR061C	genemark-scf7180000046320-processed-gene-0.106-mRNA-1_1&gene=genemark-scf7180000046320-processed-gene-0.106&CDS=1-4053
1790	OG0001790	YGR062C	genemark-scf7180000046320-processed-gene-0.105-mRNA-1_1&gene=genemark-scf7180000046320-processed-gene-0.105&CDS=1-684
1791	OG0001791	YGR065C	augustus_masked-scf7180000046320-processed-gene-0.161-mRNA-1_1&gene=augustus_masked-scf7180000046320-processed-gene-0.161&CDS=1-2166
1792	OG0001792	YGR072W	snap_masked-scf7180000046254-processed-gene-0.90-mRNA-1_1&gene=snap_masked-scf7180000046254-processed-gene-0.90&CDS=1-1446
1793	OG0001793	YGR074W	genemark-scf7180000046235-processed-gene-0.67-mRNA-1_1&gene=genemark-scf7180000046235-processed-gene-0.67&CDS=1-441
1794	OG0001794	YGR075C	genemark-scf7180000046254-processed-gene-0.68-mRNA-1_1&gene=genemark-scf7180000046254-processed-gene-0.68&CDS=1-720
1795	OG0001795	YGR076C	genemark-scf7180000046235-processed-gene-0.79-mRNA-1_1&gene=genemark-scf7180000046235-processed-gene-0.79&CDS=1-438
1796	OG0001796	YGR077C	augustus_masked-scf7180000046254-processed-gene-0.30-mRNA-1_1&gene=augustus_masked-scf7180000046254-processed-gene-0.30&CDS=1-1833
1797	OG0001797	YGR078C	genemark-scf7180000046235-processed-gene-0.80-mRNA-1_1&gene=genemark-scf7180000046235-processed-gene-0.80&CDS=1-570
1798	OG0001798	YGR079W	augustus_masked-scf7180000046141-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-scf7180000046141-processed-gene-0.10&CDS=1-1077
1799	OG0001799	YGR080W	genemark-scf7180000046141-processed-gene-0.88-mRNA-1_1&gene=genemark-scf7180000046141-processed-gene-0.88&CDS=1-984
1800	OG0001800	YGR081C	genemark-scf7180000046141-processed-gene-0.112-mRNA-1_1&gene=genemark-scf7180000046141-processed-gene-0.112&CDS=1-609
1801	OG0001801	YGR082W	genemark-scf7180000046189-processed-gene-0.57-mRNA-1_1&gene=genemark-scf7180000046189-processed-gene-0.57&CDS=1-675
1802	OG0001802	YGR083C	genemark-scf7180000046141-processed-gene-0.113-mRNA-1_1&gene=genemark-scf7180000046141-processed-gene-0.113&CDS=1-1974
1803	OG0001803	YGR084C	augustus_masked-scf7180000046141-processed-gene-0.34-mRNA-1_1&gene=augustus_masked-scf7180000046141-processed-gene-0.34&CDS=1-1068
1804	OG0001804	YGR086C	genemark-scf7180000046141-processed-gene-0.115-mRNA-1_1&gene=genemark-scf7180000046141-processed-gene-0.115&CDS=1-1002
1805	OG0001805	YGR089W	genemark-scf7180000046141-processed-gene-0.91-mRNA-1_1&gene=genemark-scf7180000046141-processed-gene-0.91&CDS=1-2823
1806	OG0001806	YGR094W	genemark-scf7180000046189-processed-gene-0.63-mRNA-1_1&gene=genemark-scf7180000046189-processed-gene-0.63&CDS=1-3180
1807	OG0001807	YGR095C	genemark-scf7180000046141-processed-gene-0.117-mRNA-1_1&gene=genemark-scf7180000046141-processed-gene-0.117&CDS=1-669
1808	OG0001808	YGR096W	genemark-scf7180000046141-processed-gene-0.97-mRNA-1_1&gene=genemark-scf7180000046141-processed-gene-0.97&CDS=1-906
1809	OG0001809	YGR097W	genemark-scf7180000046141-processed-gene-0.98-mRNA-1_1&gene=genemark-scf7180000046141-processed-gene-0.98&CDS=1-3168
1810	OG0001810	YGR098C	genemark-scf7180000046141-processed-gene-0.118-mRNA-1_1&gene=genemark-scf7180000046141-processed-gene-0.118&CDS=1-5436
1811	OG0001811	YGR099W	augustus_masked-scf7180000046141-processed-gene-0.21-mRNA-1_1&gene=augustus_masked-scf7180000046141-processed-gene-0.21&CDS=1-2136
1812	OG0001812	YGR100W	genemark-scf7180000046141-processed-gene-0.100-mRNA-1_1&gene=genemark-scf7180000046141-processed-gene-0.100&CDS=1-2916
1813	OG0001813	YGR101W	snap_masked-scf7180000044854-processed-gene-0.8-mRNA-1_1&gene=snap_masked-scf7180000044854-processed-gene-0.8&CDS=1-885
1814	OG0001814	YGR103W	genemark-scf7180000045832-processed-gene-0.15-mRNA-1_1&gene=genemark-scf7180000045832-processed-gene-0.15&CDS=1-1797
1815	OG0001815	YGR104C	genemark-scf7180000045832-processed-gene-0.10-mRNA-1_1&gene=genemark-scf7180000045832-processed-gene-0.10&CDS=1-795
1816	OG0001816	YGR105W	snap_masked-scf7180000045832-processed-gene-0.6-mRNA-1_1&gene=snap_masked-scf7180000045832-processed-gene-0.6&CDS=1-225
1817	OG0001817	YGR110W	genemark-scf7180000045832-processed-gene-0.12-mRNA-1_1&gene=genemark-scf7180000045832-processed-gene-0.12&CDS=1-1254
1818	OG0001818	YGR111W	augustus_masked-scf7180000046092-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-scf7180000046092-processed-gene-0.7&CDS=1-2232
1819	OG0001819	YGR113W	augustus_masked-scf7180000046092-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-scf7180000046092-processed-gene-0.6&CDS=1-1068
1820	OG0001820	YGR116W	genemark-scf7180000046171-processed-gene-0.35-mRNA-1_1&gene=genemark-scf7180000046171-processed-gene-0.35&CDS=1-4365
1821	OG0001821	YGR117C	augustus_masked-scf7180000046092-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-scf7180000046092-processed-gene-0.2&CDS=1-1344
1822	OG0001822	YGR119C	genemark-scf7180000046171-processed-gene-0.29-mRNA-1_1&gene=genemark-scf7180000046171-processed-gene-0.29&CDS=1-1740
1823	OG0001823	YGR120C	genemark-scf7180000046092-processed-gene-0.9-mRNA-1_1&gene=genemark-scf7180000046092-processed-gene-0.9&CDS=1-783
1824	OG0001824	YGR122W	genemark-scf7180000046092-processed-gene-0.12-mRNA-1_1&gene=genemark-scf7180000046092-processed-gene-0.12&CDS=1-1197
1825	OG0001825	YGR123C	genemark-scf7180000046171-processed-gene-0.26-mRNA-1_1&gene=genemark-scf7180000046171-processed-gene-0.26&CDS=1-1536
1826	OG0001826	YGR126W	genemark-scf7180000046043-processed-gene-0.22-mRNA-1_1&gene=genemark-scf7180000046043-processed-gene-0.22&CDS=1-732
1827	OG0001827	YGR127W	genemark-scf7180000046043-processed-gene-0.21-mRNA-1_1&gene=genemark-scf7180000046043-processed-gene-0.21&CDS=1-948
1828	OG0001828	YGR128C	augustus_masked-scf7180000046043-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-scf7180000046043-processed-gene-0.2&CDS=1-1818
1829	OG0001829	YGR130C	genemark-scf7180000046043-processed-gene-0.17-mRNA-1_1&gene=genemark-scf7180000046043-processed-gene-0.17&CDS=1-2115
1830	OG0001830	YGR132C	genemark-scf7180000046238-processed-gene-0.32-mRNA-1_1&gene=genemark-scf7180000046238-processed-gene-0.32&CDS=1-834
1831	OG0001831	YGR134W	augustus_masked-scf7180000046238-processed-gene-0.79-mRNA-1_1&gene=augustus_masked-scf7180000046238-processed-gene-0.79&CDS=1-3972
1832	OG0001832	YGR135W	genemark-scf7180000046238-processed-gene-0.11-mRNA-1_1&gene=genemark-scf7180000046238-processed-gene-0.11&CDS=1-777
1833	OG0001833	YGR140W	snap_masked-scf7180000046238-processed-gene-0.47-mRNA-1_1&gene=snap_masked-scf7180000046238-processed-gene-0.47&CDS=1-3021
1834	OG0001834	YGR141W	augustus_masked-scf7180000046238-processed-gene-0.83-mRNA-1_1&gene=augustus_masked-scf7180000046238-processed-gene-0.83&CDS=1-1389
1835	OG0001835	YGR142W	snap_masked-scf7180000046238-processed-gene-0.49-mRNA-1_1&gene=snap_masked-scf7180000046238-processed-gene-0.49&CDS=1-1518
1836	OG0001836	YGR144W	genemark-scf7180000046305-processed-gene-1.186-mRNA-1_1&gene=genemark-scf7180000046305-processed-gene-1.186&CDS=1-969
1837	OG0001837	YGR147C	snap_masked-scf7180000046026-processed-gene-0.10-mRNA-1_1&gene=snap_masked-scf7180000046026-processed-gene-0.10&CDS=1-396
1838	OG0001838	YGR149W	genemark-scf7180000046026-processed-gene-0.14-mRNA-1_1&gene=genemark-scf7180000046026-processed-gene-0.14&CDS=1-1125
1839	OG0001839	YGR150C	genemark-scf7180000046026-processed-gene-0.17-mRNA-1_1&gene=genemark-scf7180000046026-processed-gene-0.17&CDS=1-2397
1840	OG0001840	YGR152C	genemark-scf7180000046197-processed-gene-0.24-mRNA-1_1&gene=genemark-scf7180000046197-processed-gene-0.24&CDS=1-855
1841	OG0001841	YGR155W	genemark-scf7180000046086-processed-gene-0.12-mRNA-1_1&gene=genemark-scf7180000046086-processed-gene-0.12&CDS=1-1401
1842	OG0001842	YGR156W	snap_masked-scf7180000046086-processed-gene-0.44-mRNA-1_1&gene=snap_masked-scf7180000046086-processed-gene-0.44&CDS=1-1185
1843	OG0001843	YGR157W	genemark-scf7180000046086-processed-gene-0.14-mRNA-1_1&gene=genemark-scf7180000046086-processed-gene-0.14&CDS=1-2586
1844	OG0001844	YGR158C	augustus_masked-scf7180000045803-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-scf7180000045803-processed-gene-0.4&CDS=1-681
1845	OG0001845	YGR161C	snap_masked-scf7180000046086-processed-gene-0.62-mRNA-1_1&gene=snap_masked-scf7180000046086-processed-gene-0.62&CDS=1-477
1846	OG0001846	YGR163W	augustus_masked-scf7180000046086-processed-gene-0.81-mRNA-1_1&gene=augustus_masked-scf7180000046086-processed-gene-0.81&CDS=1-1020
1847	OG0001847	YGR165W	genemark-scf7180000046170-processed-gene-0.25-mRNA-1_1&gene=genemark-scf7180000046170-processed-gene-0.25&CDS=1-1020
1848	OG0001848	YGR166W	snap_masked-scf7180000046170-processed-gene-0.86-mRNA-1_1&gene=snap_masked-scf7180000046170-processed-gene-0.86&CDS=1-1779
1849	OG0001849	YGR167W	genemark-scf7180000046170-processed-gene-0.27-mRNA-1_1&gene=genemark-scf7180000046170-processed-gene-0.27&CDS=1-660
1850	OG0001850	YGR169C	maker-scf7180000046170-augustus-gene-0.4-mRNA-1_1&gene=maker-scf7180000046170-augustus-gene-0.4&CDS=1-1542
1851	OG0001851	YGR170W	genemark-scf7180000046170-processed-gene-0.28-mRNA-1_1&gene=genemark-scf7180000046170-processed-gene-0.28&CDS=1-3777
1852	OG0001852	YGR171C	augustus_masked-scf7180000046170-processed-gene-0.154-mRNA-1_1&gene=augustus_masked-scf7180000046170-processed-gene-0.154&CDS=1-2388
1853	OG0001853	YGR173W	genemark-scf7180000046170-processed-gene-0.61-mRNA-1_1&gene=genemark-scf7180000046170-processed-gene-0.61&CDS=1-1110
1854	OG0001854	YGR175C	maker-scf7180000046310-augustus-gene-0.255-mRNA-1_1&gene=maker-scf7180000046310-augustus-gene-0.255&CDS=1-1926
1855	OG0001855	YGR177C	genemark-scf7180000046310-processed-gene-0.181-mRNA-1_1&gene=genemark-scf7180000046310-processed-gene-0.181&CDS=1-1557
1856	OG0001856	YGR178C	genemark-scf7180000046310-processed-gene-0.180-mRNA-1_1&gene=genemark-scf7180000046310-processed-gene-0.180&CDS=1-2211
1857	OG0001857	YGR179C	augustus_masked-scf7180000046310-processed-gene-0.20-mRNA-1_1&gene=augustus_masked-scf7180000046310-processed-gene-0.20&CDS=1-942
1858	OG0001858	YGR180C	genemark-scf7180000046310-processed-gene-0.178-mRNA-1_1&gene=genemark-scf7180000046310-processed-gene-0.178&CDS=1-1047
1859	OG0001859	YGR184C	augustus_masked-scf7180000046310-processed-gene-0.18-mRNA-1_1&gene=augustus_masked-scf7180000046310-processed-gene-0.18&CDS=1-6198
1860	OG0001860	YGR185C	genemark-scf7180000046139-processed-gene-0.53-mRNA-1_1&gene=genemark-scf7180000046139-processed-gene-0.53&CDS=1-1200
1861	OG0001861	YGR186W	genemark-scf7180000046310-processed-gene-0.220-mRNA-1_1&gene=genemark-scf7180000046310-processed-gene-0.220&CDS=1-2091
1862	OG0001862	YGR187C	genemark-scf7180000046310-processed-gene-0.176-mRNA-1_1&gene=genemark-scf7180000046310-processed-gene-0.176&CDS=1-1173
1863	OG0001863	YGR188C	augustus_masked-scf7180000046170-processed-gene-0.144-mRNA-1_1&gene=augustus_masked-scf7180000046170-processed-gene-0.144&CDS=1-2790
1864	OG0001864	YGR189C	genemark-scf7180000046314-processed-gene-0.143-mRNA-1_1&gene=genemark-scf7180000046314-processed-gene-0.143&CDS=1-1395
1865	OG0001865	YGR191W	augustus_masked-scf7180000046210-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-scf7180000046210-processed-gene-0.6&CDS=1-2775
1866	OG0001866	YGR194C	genemark-scf7180000046167-processed-gene-0.22-mRNA-1_1&gene=genemark-scf7180000046167-processed-gene-0.22&CDS=1-1764
1867	OG0001867	YGR195W	maker-scf7180000046314-augustus-gene-0.1-mRNA-1_1&gene=maker-scf7180000046314-augustus-gene-0.1&CDS=1-1917
1868	OG0001868	YGR199W	augustus_masked-scf7180000046246-processed-gene-0.40-mRNA-1_1&gene=augustus_masked-scf7180000046246-processed-gene-0.40&CDS=1-4404
1869	OG0001869	YGR200C	genemark-scf7180000046246-processed-gene-0.12-mRNA-1_1&gene=genemark-scf7180000046246-processed-gene-0.12&CDS=1-2379
1870	OG0001870	YGR202C	maker-scf7180000046314-augustus-gene-0.5-mRNA-1_1&gene=maker-scf7180000046314-augustus-gene-0.5&CDS=1-1812
1871	OG0001871	YGR203W	genemark-scf7180000046246-processed-gene-0.1-mRNA-1_1&gene=genemark-scf7180000046246-processed-gene-0.1&CDS=1-426
1872	OG0001872	YGR205W	genemark-scf7180000046246-processed-gene-0.3-mRNA-1_1&gene=genemark-scf7180000046246-processed-gene-0.3&CDS=1-867
1873	OG0001873	YGR207C	genemark-scf7180000046246-processed-gene-0.14-mRNA-1_1&gene=genemark-scf7180000046246-processed-gene-0.14&CDS=1-777
1874	OG0001874	YGR208W	genemark-scf7180000046246-processed-gene-0.5-mRNA-1_1&gene=genemark-scf7180000046246-processed-gene-0.5&CDS=1-969
1875	OG0001875	YGR210C	maker-scf7180000046246-snap-gene-0.38-mRNA-1_1&gene=maker-scf7180000046246-snap-gene-0.38&CDS=1-1656
1876	OG0001876	YGR211W	genemark-scf7180000046246-processed-gene-0.6-mRNA-1_1&gene=genemark-scf7180000046246-processed-gene-0.6&CDS=1-1461
1877	OG0001877	YGR212W	augustus_masked-scf7180000046246-processed-gene-0.46-mRNA-1_1&gene=augustus_masked-scf7180000046246-processed-gene-0.46&CDS=1-1386
1878	OG0001878	YGR213C	genemark-scf7180000046246-processed-gene-0.16-mRNA-1_1&gene=genemark-scf7180000046246-processed-gene-0.16&CDS=1-2055
1879	OG0001879	YGR215W	genemark-scf7180000046246-processed-gene-0.9-mRNA-1_1&gene=genemark-scf7180000046246-processed-gene-0.9&CDS=1-324
1880	OG0001880	YGR216C	genemark-scf7180000046246-processed-gene-0.17-mRNA-1_1&gene=genemark-scf7180000046246-processed-gene-0.17&CDS=1-1809
1881	OG0001881	YGR217W	snap_masked-scf7180000046246-processed-gene-0.27-mRNA-1_1&gene=snap_masked-scf7180000046246-processed-gene-0.27&CDS=1-6144
1882	OG0001882	YGR218W	genemark-scf7180000046304-processed-gene-0.59-mRNA-1_1&gene=genemark-scf7180000046304-processed-gene-0.59&CDS=1-3270
1883	OG0001883	YGR220C	genemark-scf7180000046304-processed-gene-0.71-mRNA-1_1&gene=genemark-scf7180000046304-processed-gene-0.71&CDS=1-804
1884	OG0001884	YGR223C	snap_masked-scf7180000046304-processed-gene-0.43-mRNA-1_1&gene=snap_masked-scf7180000046304-processed-gene-0.43&CDS=1-867
1885	OG0001885	YGR227W	augustus_masked-scf7180000046304-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-scf7180000046304-processed-gene-0.5&CDS=1-3234
1886	OG0001886	YGR229C	genemark-scf7180000046304-processed-gene-0.73-mRNA-1_1&gene=genemark-scf7180000046304-processed-gene-0.73&CDS=1-1827
1887	OG0001887	YGR231C	genemark-scf7180000046304-processed-gene-0.74-mRNA-1_1&gene=genemark-scf7180000046304-processed-gene-0.74&CDS=1-924
1888	OG0001888	YGR232W	genemark-scf7180000046304-processed-gene-0.63-mRNA-1_1&gene=genemark-scf7180000046304-processed-gene-0.63&CDS=1-690
1889	OG0001889	YGR233C	genemark-scf7180000046304-processed-gene-0.75-mRNA-1_1&gene=genemark-scf7180000046304-processed-gene-0.75&CDS=1-3573
1890	OG0001890	YGR234W	genemark-scf7180000046304-processed-gene-0.65-mRNA-1_1&gene=genemark-scf7180000046304-processed-gene-0.65&CDS=1-1200
1891	OG0001891	YGR235C	snap_masked-scf7180000046304-processed-gene-0.48-mRNA-1_1&gene=snap_masked-scf7180000046304-processed-gene-0.48&CDS=1-531
1892	OG0001892	YGR236C	snap_masked-scf7180000046304-processed-gene-0.49-mRNA-1_1&gene=snap_masked-scf7180000046304-processed-gene-0.49&CDS=1-261
1893	OG0001893	YGR237C	augustus_masked-scf7180000046304-processed-gene-0.19-mRNA-1_1&gene=augustus_masked-scf7180000046304-processed-gene-0.19&CDS=1-2724
1894	OG0001894	YGR239C	snap_masked-scf7180000046166-processed-gene-0.24-mRNA-1_1&gene=snap_masked-scf7180000046166-processed-gene-0.24&CDS=1-924
1895	OG0001895	YGR240C	genemark-scf7180000046166-processed-gene-0.43-mRNA-1_1&gene=genemark-scf7180000046166-processed-gene-0.43&CDS=1-2949
1896	OG0001896	YGR244C	genemark-scf7180000046166-processed-gene-0.41-mRNA-1_1&gene=genemark-scf7180000046166-processed-gene-0.41&CDS=1-1230
1897	OG0001897	YGR246C	snap_masked-scf7180000046314-processed-gene-0.203-mRNA-1_1&gene=snap_masked-scf7180000046314-processed-gene-0.203&CDS=1-2067
1898	OG0001898	YGR247W	genemark-scf7180000046160-processed-gene-0.7-mRNA-1_1&gene=genemark-scf7180000046160-processed-gene-0.7&CDS=1-642
1899	OG0001899	YGR249W	genemark-scf7180000046160-processed-gene-0.9-mRNA-1_1&gene=genemark-scf7180000046160-processed-gene-0.9&CDS=1-1776
1900	OG0001900	YGR252W	genemark-scf7180000046160-processed-gene-0.13-mRNA-1_1&gene=genemark-scf7180000046160-processed-gene-0.13&CDS=1-1431
1901	OG0001901	YGR253C	genemark-scf7180000046160-processed-gene-0.10-mRNA-1_1&gene=genemark-scf7180000046160-processed-gene-0.10&CDS=1-819
1902	OG0001902	YGR255C	genemark-scf7180000046089-processed-gene-0.48-mRNA-1_1&gene=genemark-scf7180000046089-processed-gene-0.48&CDS=1-1659
1903	OG0001903	YGR257C	genemark-scf7180000046259-processed-gene-0.20-mRNA-1_1&gene=genemark-scf7180000046259-processed-gene-0.20&CDS=1-1101
1904	OG0001904	YGR258C	maker-scf7180000046259-snap-gene-0.89-mRNA-1_1&gene=maker-scf7180000046259-snap-gene-0.89&CDS=1-2688
1905	OG0001905	YGR260W	genemark-scf7180000046259-processed-gene-0.30-mRNA-1_1&gene=genemark-scf7180000046259-processed-gene-0.30&CDS=1-1638
1906	OG0001906	YGR261C	genemark-scf7180000046259-processed-gene-0.18-mRNA-1_1&gene=genemark-scf7180000046259-processed-gene-0.18&CDS=1-2406
1907	OG0001907	YGR262C	genemark-scf7180000046259-processed-gene-0.17-mRNA-1_1&gene=genemark-scf7180000046259-processed-gene-0.17&CDS=1-798
1908	OG0001908	YGR264C	snap_masked-scf7180000046309-processed-gene-2.53-mRNA-1_1&gene=snap_masked-scf7180000046309-processed-gene-2.53&CDS=1-2121
1909	OG0001909	YGR266W	genemark-scf7180000046259-processed-gene-0.29-mRNA-1_1&gene=genemark-scf7180000046259-processed-gene-0.29&CDS=1-2160
1910	OG0001910	YGR267C	snap_masked-scf7180000046259-processed-gene-0.43-mRNA-1_1&gene=snap_masked-scf7180000046259-processed-gene-0.43&CDS=1-1608
1911	OG0001911	YGR271C-A	genemark-scf7180000046259-processed-gene-0.14-mRNA-1_1&gene=genemark-scf7180000046259-processed-gene-0.14&CDS=1-726
1912	OG0001912	YGR271W	genemark-scf7180000046259-processed-gene-0.28-mRNA-1_1&gene=genemark-scf7180000046259-processed-gene-0.28&CDS=1-9951
1913	OG0001913	YGR274C	genemark-scf7180000046333-processed-gene-2.58-mRNA-1_1&gene=genemark-scf7180000046333-processed-gene-2.58&CDS=1-3393
1914	OG0001914	YGR275W	snap_masked-scf7180000046259-processed-gene-0.54-mRNA-1_1&gene=snap_masked-scf7180000046259-processed-gene-0.54&CDS=1-924
1915	OG0001915	YGR276C	genemark-scf7180000046259-processed-gene-0.11-mRNA-1_1&gene=genemark-scf7180000046259-processed-gene-0.11&CDS=1-2037
1916	OG0001916	YGR277C	genemark-scf7180000046259-processed-gene-0.10-mRNA-1_1&gene=genemark-scf7180000046259-processed-gene-0.10&CDS=1-915
1917	OG0001917	YGR278W	genemark-scf7180000046259-processed-gene-0.26-mRNA-1_1&gene=genemark-scf7180000046259-processed-gene-0.26&CDS=1-2082
1918	OG0001918	YGR280C	genemark-scf7180000046259-processed-gene-0.25-mRNA-1_1&gene=genemark-scf7180000046259-processed-gene-0.25&CDS=1-864
