	OrthologID	Nakaseomyces_bacillisporus	Saccharomyces_cerevisiae
2255	OG0002255	augustus_masked-NABA0S25-processed-gene-2.117-mRNA-1_1&gene=augustus_masked-NABA0S25-processed-gene-2.117&CDS=1-606	YMR264W
2256	OG0002256	augustus_masked-NABA0S25-processed-gene-3.3-mRNA-1_1&gene=augustus_masked-NABA0S25-processed-gene-3.3&CDS=1-2373	YNL161W
2257	OG0002257	augustus_masked-NABA0S25-processed-gene-3.0-mRNA-1_1&gene=augustus_masked-NABA0S25-processed-gene-3.0&CDS=1-3357	YNL163C
2258	OG0002258	augustus_masked-NABA0S25-processed-gene-3.1-mRNA-1_1&gene=augustus_masked-NABA0S25-processed-gene-3.1&CDS=1-900	YNL164C
2259	OG0002259	augustus_masked-NABA0S25-processed-gene-3.4-mRNA-1_1&gene=augustus_masked-NABA0S25-processed-gene-3.4&CDS=1-1215	YNL165W
2260	OG0002260	augustus_masked-NABA0S25-processed-gene-3.2-mRNA-1_1&gene=augustus_masked-NABA0S25-processed-gene-3.2&CDS=1-1401	YNL166C
2261	OG0002261	augustus_masked-NABA0S25-processed-gene-3.5-mRNA-1_1&gene=augustus_masked-NABA0S25-processed-gene-3.5&CDS=1-1809	YNL167C
2262	OG0002262	augustus_masked-NABA0S25-processed-gene-3.6-mRNA-1_1&gene=augustus_masked-NABA0S25-processed-gene-3.6&CDS=1-789	YNL168C
2263	OG0002263	augustus_masked-NABA0S25-processed-gene-3.7-mRNA-1_1&gene=augustus_masked-NABA0S25-processed-gene-3.7&CDS=1-1488	YNL169C
2264	OG0002264	augustus_masked-NABA0S25-processed-gene-3.32-mRNA-1_1&gene=augustus_masked-NABA0S25-processed-gene-3.32&CDS=1-5037	YNL172W
2265	OG0002265	augustus_masked-NABA0S25-processed-gene-3.8-mRNA-1_1&gene=augustus_masked-NABA0S25-processed-gene-3.8&CDS=1-3660	YPR026W
2266	OG0002266	augustus_masked-NABA0S25-processed-gene-3.11-mRNA-1_1&gene=augustus_masked-NABA0S25-processed-gene-3.11&CDS=1-543	YPR028W
2267	OG0002267	augustus_masked-NABA0S25-processed-gene-3.33-mRNA-1_1&gene=augustus_masked-NABA0S25-processed-gene-3.33&CDS=1-2460	YPR029C
2268	OG0002268	augustus_masked-NABA0S25-processed-gene-3.13-mRNA-1_1&gene=augustus_masked-NABA0S25-processed-gene-3.13&CDS=1-2253	YPR031W
2269	OG0002269	augustus_masked-NABA0S25-processed-gene-3.14-mRNA-1_1&gene=augustus_masked-NABA0S25-processed-gene-3.14&CDS=1-3027	YBL106C
2270	OG0002270	augustus_masked-NABA0S25-processed-gene-3.34-mRNA-1_1&gene=augustus_masked-NABA0S25-processed-gene-3.34&CDS=1-1563	YPR033C
2271	OG0002271	augustus_masked-NABA0S25-processed-gene-3.15-mRNA-1_1&gene=augustus_masked-NABA0S25-processed-gene-3.15&CDS=1-1545	YPR034W
2272	OG0002272	augustus_masked-NABA0S25-processed-gene-3.16-mRNA-1_1&gene=augustus_masked-NABA0S25-processed-gene-3.16&CDS=1-1110	YPR035W
2273	OG0002273	augustus_masked-NABA0S25-processed-gene-3.17-mRNA-1_1&gene=augustus_masked-NABA0S25-processed-gene-3.17&CDS=1-1437	YPR036W
2274	OG0002274	augustus_masked-NABA0S25-processed-gene-3.35-mRNA-1_1&gene=augustus_masked-NABA0S25-processed-gene-3.35&CDS=1-729	YPR037C
2275	OG0002275	augustus_masked-NABA0S25-processed-gene-3.19-mRNA-1_1&gene=augustus_masked-NABA0S25-processed-gene-3.19&CDS=1-1203	YPR040W
2276	OG0002276	augustus_masked-NABA0S25-processed-gene-3.20-mRNA-1_1&gene=augustus_masked-NABA0S25-processed-gene-3.20&CDS=1-1221	YPR041W
2277	OG0002277	augustus_masked-NABA0S25-processed-gene-3.37-mRNA-1_1&gene=augustus_masked-NABA0S25-processed-gene-3.37&CDS=1-1155	YPR045C
2278	OG0002278	augustus_masked-NABA0S25-processed-gene-3.23-mRNA-1_1&gene=augustus_masked-NABA0S25-processed-gene-3.23&CDS=1-540	YPR046W
2279	OG0002279	maker-NABA0S25-augustus-gene-3.45-mRNA-1_1&gene=maker-NABA0S25-augustus-gene-3.45&CDS=1-3303	YPR048W
2280	OG0002280	augustus_masked-NABA0S25-processed-gene-3.38-mRNA-1_1&gene=augustus_masked-NABA0S25-processed-gene-3.38&CDS=1-3630	YPR049C
2281	OG0002281	genemark-NABA0S25-processed-gene-3.116-mRNA-1_1&gene=genemark-NABA0S25-processed-gene-3.116&CDS=1-516	YPR051W
2282	OG0002282	augustus_masked-NABA0S25-processed-gene-3.26-mRNA-1_1&gene=augustus_masked-NABA0S25-processed-gene-3.26&CDS=1-2301	YBR094W
2283	OG0002283	augustus_masked-NABA0S25-processed-gene-3.40-mRNA-1_1&gene=augustus_masked-NABA0S25-processed-gene-3.40&CDS=1-1176	YBR095C
2284	OG0002284	augustus_masked-NABA0S25-processed-gene-3.27-mRNA-1_1&gene=augustus_masked-NABA0S25-processed-gene-3.27&CDS=1-699	YBR096W
2285	OG0002285	augustus_masked-NABA0S25-processed-gene-3.28-mRNA-1_1&gene=augustus_masked-NABA0S25-processed-gene-3.28&CDS=1-4278	YBR097W
2286	OG0002286	augustus_masked-NABA0S25-processed-gene-3.29-mRNA-1_1&gene=augustus_masked-NABA0S25-processed-gene-3.29&CDS=1-1959	YBR098W
2287	OG0002287	augustus_masked-NABA0S25-processed-gene-3.41-mRNA-1_1&gene=augustus_masked-NABA0S25-processed-gene-3.41&CDS=1-867	YBR101C
2288	OG0002288	augustus_masked-NABA0S25-processed-gene-3.42-mRNA-1_1&gene=augustus_masked-NABA0S25-processed-gene-3.42&CDS=1-2184	YBR102C
2289	OG0002289	augustus_masked-NABA0S25-processed-gene-3.30-mRNA-1_1&gene=augustus_masked-NABA0S25-processed-gene-3.30&CDS=1-1710	YBR103W
2290	OG0002290	maker-NABA0S25-snap-gene-4.1-mRNA-1_1&gene=maker-NABA0S25-snap-gene-4.1&CDS=1-1200	YBR105C
2291	OG0002291	augustus_masked-NABA0S25-processed-gene-4.2-mRNA-1_1&gene=augustus_masked-NABA0S25-processed-gene-4.2&CDS=1-561	YBR106W
2292	OG0002292	snap_masked-NABA0S25-processed-gene-4.40-mRNA-1_1&gene=snap_masked-NABA0S25-processed-gene-4.40&CDS=1-819	YBR107C
2293	OG0002293	maker-NABA0S25-snap-gene-4.0-mRNA-1_1&gene=maker-NABA0S25-snap-gene-4.0&CDS=1-2559	YBR108W
2294	OG0002294	augustus_masked-NABA0S25-processed-gene-4.7-mRNA-1_1&gene=augustus_masked-NABA0S25-processed-gene-4.7&CDS=1-441	YBR109C
2295	OG0002295	augustus_masked-NABA0S25-processed-gene-4.4-mRNA-1_1&gene=augustus_masked-NABA0S25-processed-gene-4.4&CDS=1-1278	YBR110W
2296	OG0002296	augustus_masked-NABA0S25-processed-gene-4.24-mRNA-1_1&gene=augustus_masked-NABA0S25-processed-gene-4.24&CDS=1-636	YBR111C
2297	OG0002297	augustus_masked-NABA0S25-processed-gene-4.8-mRNA-1_1&gene=augustus_masked-NABA0S25-processed-gene-4.8&CDS=1-285	YBR111W-A
2298	OG0002298	augustus_masked-NABA0S25-processed-gene-4.9-mRNA-1_1&gene=augustus_masked-NABA0S25-processed-gene-4.9&CDS=1-2391	YBR114W
2299	OG0002299	augustus_masked-NABA0S25-processed-gene-4.26-mRNA-1_1&gene=augustus_masked-NABA0S25-processed-gene-4.26&CDS=1-4167	YBR115C
2300	OG0002300	augustus_masked-NABA0S25-processed-gene-4.27-mRNA-1_1&gene=augustus_masked-NABA0S25-processed-gene-4.27&CDS=1-474	YBR120C
2301	OG0002301	augustus_masked-NABA0S25-processed-gene-4.28-mRNA-1_1&gene=augustus_masked-NABA0S25-processed-gene-4.28&CDS=1-1977	YBR121C
2302	OG0002302	genemark-NABA0S25-processed-gene-4.104-mRNA-1_1&gene=genemark-NABA0S25-processed-gene-4.104&CDS=1-618	YBR122C
2303	OG0002303	genemark-NABA0S25-processed-gene-4.105-mRNA-1_1&gene=genemark-NABA0S25-processed-gene-4.105&CDS=1-1854	YBR123C
2304	OG0002304	genemark-NABA0S25-processed-gene-4.106-mRNA-1_1&gene=genemark-NABA0S25-processed-gene-4.106&CDS=1-1341	YBR125C
2305	OG0002305	genemark-NABA0S25-processed-gene-4.107-mRNA-1_1&gene=genemark-NABA0S25-processed-gene-4.107&CDS=1-1548	YBR127C
2306	OG0002306	snap_masked-NABA0S25-processed-gene-4.68-mRNA-1_1&gene=snap_masked-NABA0S25-processed-gene-4.68&CDS=1-1005	YBR128C
2307	OG0002307	genemark-NABA0S25-processed-gene-4.109-mRNA-1_1&gene=genemark-NABA0S25-processed-gene-4.109&CDS=1-936	YBR129C
2308	OG0002308	augustus_masked-NABA0S25-processed-gene-4.10-mRNA-1_1&gene=augustus_masked-NABA0S25-processed-gene-4.10&CDS=1-2187	YBR131W
2309	OG0002309	augustus_masked-NABA0S25-processed-gene-4.30-mRNA-1_1&gene=augustus_masked-NABA0S25-processed-gene-4.30&CDS=1-1818	YBR132C
2310	OG0002310	augustus_masked-NABA0S25-processed-gene-4.31-mRNA-1_1&gene=augustus_masked-NABA0S25-processed-gene-4.31&CDS=1-2508	YBR133C
2311	OG0002311	augustus_masked-NABA0S25-processed-gene-4.11-mRNA-1_1&gene=augustus_masked-NABA0S25-processed-gene-4.11&CDS=1-423	YBR135W
2312	OG0002312	genemark-NABA0S25-processed-gene-4.87-mRNA-1_1&gene=genemark-NABA0S25-processed-gene-4.87&CDS=1-7842	YBR136W
2313	OG0002313	augustus_masked-NABA0S25-processed-gene-4.32-mRNA-1_1&gene=augustus_masked-NABA0S25-processed-gene-4.32&CDS=1-1527	YBR138C
2314	OG0002314	augustus_masked-NABA0S25-processed-gene-4.13-mRNA-1_1&gene=augustus_masked-NABA0S25-processed-gene-4.13&CDS=1-894	YOL077C
2315	OG0002315	augustus_masked-NABA0S25-processed-gene-4.14-mRNA-1_1&gene=augustus_masked-NABA0S25-processed-gene-4.14&CDS=1-1461	YBR139W
2316	OG0002316	snap_masked-NABA0S25-processed-gene-4.75-mRNA-1_1&gene=snap_masked-NABA0S25-processed-gene-4.75&CDS=1-1026	YBR141C
2317	OG0002317	augustus_masked-NABA0S25-processed-gene-4.15-mRNA-1_1&gene=augustus_masked-NABA0S25-processed-gene-4.15&CDS=1-2274	YBR142W
2318	OG0002318	augustus_masked-NABA0S25-processed-gene-4.34-mRNA-1_1&gene=augustus_masked-NABA0S25-processed-gene-4.34&CDS=1-1314	YBR143C
2319	OG0002319	augustus_masked-NABA0S25-processed-gene-4.17-mRNA-1_1&gene=augustus_masked-NABA0S25-processed-gene-4.17&CDS=1-876	YBR146W
2320	OG0002320	augustus_masked-NABA0S25-processed-gene-4.19-mRNA-1_1&gene=augustus_masked-NABA0S25-processed-gene-4.19&CDS=1-903	YBR151W
2321	OG0002321	augustus_masked-NABA0S25-processed-gene-4.21-mRNA-1_1&gene=augustus_masked-NABA0S25-processed-gene-4.21&CDS=1-747	YBR153W
2322	OG0002322	augustus_masked-NABA0S25-processed-gene-4.22-mRNA-1_1&gene=augustus_masked-NABA0S25-processed-gene-4.22&CDS=1-1866	YDR484W
2323	OG0002323	augustus_masked-NABA0S25-processed-gene-4.35-mRNA-1_1&gene=augustus_masked-NABA0S25-processed-gene-4.35&CDS=1-2172	YDR485C
2324	OG0002324	augustus_masked-NABA0S25-processed-gene-4.36-mRNA-1_1&gene=augustus_masked-NABA0S25-processed-gene-4.36&CDS=1-693	YDR486C
2325	OG0002325	augustus_masked-NABA0S25-processed-gene-4.23-mRNA-1_1&gene=augustus_masked-NABA0S25-processed-gene-4.23&CDS=1-912	YDR489W
2326	OG0002326	snap_masked-NABA0S25-processed-gene-5.43-mRNA-1_1&gene=snap_masked-NABA0S25-processed-gene-5.43&CDS=1-1002	YDR492W
2327	OG0002327	genemark-NABA0S25-processed-gene-5.86-mRNA-1_1&gene=genemark-NABA0S25-processed-gene-5.86&CDS=1-342	YDR493W
2328	OG0002328	snap_masked-NABA0S25-processed-gene-5.45-mRNA-1_1&gene=snap_masked-NABA0S25-processed-gene-5.45&CDS=1-1098	YDR494W
2329	OG0002329	snap_masked-NABA0S25-processed-gene-5.47-mRNA-1_1&gene=snap_masked-NABA0S25-processed-gene-5.47&CDS=1-2730	YDR495C
2330	OG0002330	augustus_masked-NABA0S25-processed-gene-5.24-mRNA-1_1&gene=augustus_masked-NABA0S25-processed-gene-5.24&CDS=1-1977	YDR496C
2331	OG0002331	snap_masked-NABA0S25-processed-gene-5.69-mRNA-1_1&gene=snap_masked-NABA0S25-processed-gene-5.69&CDS=1-1143	YDR498C
2332	OG0002332	augustus_masked-NABA0S25-processed-gene-5.5-mRNA-1_1&gene=augustus_masked-NABA0S25-processed-gene-5.5&CDS=1-1311	YNL280C
2333	OG0002333	augustus_masked-NABA0S25-processed-gene-5.27-mRNA-1_1&gene=augustus_masked-NABA0S25-processed-gene-5.27&CDS=1-438	YNL281W
2334	OG0002334	augustus_masked-NABA0S25-processed-gene-5.28-mRNA-1_1&gene=augustus_masked-NABA0S25-processed-gene-5.28&CDS=1-639	YNL282W
2335	OG0002335	augustus_masked-NABA0S25-processed-gene-5.7-mRNA-1_1&gene=augustus_masked-NABA0S25-processed-gene-5.7&CDS=1-870	YNL284C
2336	OG0002336	augustus_masked-NABA0S25-processed-gene-5.29-mRNA-1_1&gene=augustus_masked-NABA0S25-processed-gene-5.29&CDS=1-1551	YGR123C
2337	OG0002337	augustus_masked-NABA0S25-processed-gene-5.8-mRNA-1_1&gene=augustus_masked-NABA0S25-processed-gene-5.8&CDS=1-1722	YPR145W
2338	OG0002338	augustus_masked-NABA0S25-processed-gene-5.9-mRNA-1_1&gene=augustus_masked-NABA0S25-processed-gene-5.9&CDS=1-3165	YGR125W
2339	OG0002339	augustus_masked-NABA0S25-processed-gene-5.10-mRNA-1_1&gene=augustus_masked-NABA0S25-processed-gene-5.10&CDS=1-705	YGR126W
2340	OG0002340	augustus_masked-NABA0S25-processed-gene-5.11-mRNA-1_1&gene=augustus_masked-NABA0S25-processed-gene-5.11&CDS=1-942	YGR127W
2341	OG0002341	augustus_masked-NABA0S25-processed-gene-5.30-mRNA-1_1&gene=augustus_masked-NABA0S25-processed-gene-5.30&CDS=1-1971	YGR128C
2342	OG0002342	snap_masked-NABA0S25-processed-gene-5.54-mRNA-1_1&gene=snap_masked-NABA0S25-processed-gene-5.54&CDS=1-582	YGR129W
2343	OG0002343	augustus_masked-NABA0S25-processed-gene-5.31-mRNA-1_1&gene=augustus_masked-NABA0S25-processed-gene-5.31&CDS=1-2169	YGR130C
2344	OG0002344	augustus_masked-NABA0S25-processed-gene-5.32-mRNA-1_1&gene=augustus_masked-NABA0S25-processed-gene-5.32&CDS=1-906	YGR132C
2345	OG0002345	augustus_masked-NABA0S25-processed-gene-5.14-mRNA-1_1&gene=augustus_masked-NABA0S25-processed-gene-5.14&CDS=1-513	YGR133W
2346	OG0002346	snap_masked-NABA0S25-processed-gene-5.57-mRNA-1_1&gene=snap_masked-NABA0S25-processed-gene-5.57&CDS=1-3390	YGR134W
2347	OG0002347	augustus_masked-NABA0S25-processed-gene-5.16-mRNA-1_1&gene=augustus_masked-NABA0S25-processed-gene-5.16&CDS=1-771	YGR135W
2348	OG0002348	snap_masked-NABA0S25-processed-gene-5.60-mRNA-1_1&gene=snap_masked-NABA0S25-processed-gene-5.60&CDS=1-2769	YGR140W
2349	OG0002349	genemark-NABA0S25-processed-gene-5.104-mRNA-1_1&gene=genemark-NABA0S25-processed-gene-5.104&CDS=1-1359	YGR141W
2350	OG0002350	augustus_masked-NABA0S25-processed-gene-5.21-mRNA-1_1&gene=augustus_masked-NABA0S25-processed-gene-5.21&CDS=1-2991	YGL201C
2351	OG0002351	augustus_masked-NABA0S25-processed-gene-5.34-mRNA-1_1&gene=augustus_masked-NABA0S25-processed-gene-5.34&CDS=1-1506	YGL202W
2352	OG0002352	augustus_masked-NABA0S25-processed-gene-5.22-mRNA-1_1&gene=augustus_masked-NABA0S25-processed-gene-5.22&CDS=1-2238	YGL203C
2353	OG0002353	augustus_masked-NABA0S25-processed-gene-5.35-mRNA-1_1&gene=augustus_masked-NABA0S25-processed-gene-5.35&CDS=1-2244	YGL205W
2354	OG0002354	augustus_masked-NABA0S25-processed-gene-5.36-mRNA-1_1&gene=augustus_masked-NABA0S25-processed-gene-5.36&CDS=1-3129	YGL207W
2355	OG0002355	augustus_masked-NABA0S25-processed-gene-5.38-mRNA-1_1&gene=augustus_masked-NABA0S25-processed-gene-5.38&CDS=1-1128	YGL211W
2356	OG0002356	snap_masked-NABA0S25-processed-gene-5.83-mRNA-1_1&gene=snap_masked-NABA0S25-processed-gene-5.83&CDS=1-1098	YGL212W
2357	OG0002357	augustus_masked-NABA0S25-processed-gene-5.23-mRNA-1_1&gene=augustus_masked-NABA0S25-processed-gene-5.23&CDS=1-1266	YGL213C
2358	OG0002358	augustus_masked-NABA0S25-processed-gene-5.40-mRNA-1_1&gene=augustus_masked-NABA0S25-processed-gene-5.40&CDS=1-1539	YGL215W
2359	OG0002359	augustus_masked-NABA0S25-processed-gene-6.103-mRNA-1_1&gene=augustus_masked-NABA0S25-processed-gene-6.103&CDS=1-2646	YGL216W
2360	OG0002360	augustus_masked-NABA0S25-processed-gene-6.100-mRNA-1_1&gene=augustus_masked-NABA0S25-processed-gene-6.100&CDS=1-1788	YGL219C
2361	OG0002361	augustus_masked-NABA0S25-processed-gene-6.104-mRNA-1_1&gene=augustus_masked-NABA0S25-processed-gene-6.104&CDS=1-252	YGL220W
2362	OG0002362	augustus_masked-NABA0S25-processed-gene-6.101-mRNA-1_1&gene=augustus_masked-NABA0S25-processed-gene-6.101&CDS=1-882	YGL221C
2363	OG0002363	augustus_masked-NABA0S25-processed-gene-6.105-mRNA-1_1&gene=augustus_masked-NABA0S25-processed-gene-6.105&CDS=1-1125	YIL110W
2364	OG0002364	augustus_masked-NABA0S25-processed-gene-6.106-mRNA-1_1&gene=augustus_masked-NABA0S25-processed-gene-6.106&CDS=1-2085	YIL108W
2365	OG0002365	augustus_masked-NABA0S25-processed-gene-6.107-mRNA-1_1&gene=augustus_masked-NABA0S25-processed-gene-6.107&CDS=1-828	YIL106W
2366	OG0002366	augustus_masked-NABA0S25-processed-gene-6.127-mRNA-1_1&gene=augustus_masked-NABA0S25-processed-gene-6.127&CDS=1-1482	YIL104C
2367	OG0002367	augustus_masked-NABA0S25-processed-gene-6.108-mRNA-1_1&gene=augustus_masked-NABA0S25-processed-gene-6.108&CDS=1-1296	YIL103W
2368	OG0002368	augustus_masked-NABA0S25-processed-gene-6.128-mRNA-1_1&gene=augustus_masked-NABA0S25-processed-gene-6.128&CDS=1-2499	YIL101C
2369	OG0002369	augustus_masked-NABA0S25-processed-gene-6.109-mRNA-1_1&gene=augustus_masked-NABA0S25-processed-gene-6.109&CDS=1-1899	YIL099W
2370	OG0002370	augustus_masked-NABA0S25-processed-gene-6.129-mRNA-1_1&gene=augustus_masked-NABA0S25-processed-gene-6.129&CDS=1-549	YIL098C
2371	OG0002371	augustus_masked-NABA0S25-processed-gene-6.110-mRNA-1_1&gene=augustus_masked-NABA0S25-processed-gene-6.110&CDS=1-1077	YNL037C
2372	OG0002372	maker-NABA0S25-snap-gene-6.97-mRNA-1_1&gene=maker-NABA0S25-snap-gene-6.97&CDS=1-1584	YIL097W
2373	OG0002373	augustus_masked-NABA0S25-processed-gene-6.130-mRNA-1_1&gene=augustus_masked-NABA0S25-processed-gene-6.130&CDS=1-948	YIL096C
2374	OG0002374	augustus_masked-NABA0S25-processed-gene-6.131-mRNA-1_1&gene=augustus_masked-NABA0S25-processed-gene-6.131&CDS=1-1125	YIL094C
2375	OG0002375	augustus_masked-NABA0S25-processed-gene-6.132-mRNA-1_1&gene=augustus_masked-NABA0S25-processed-gene-6.132&CDS=1-792	YIL093C
2376	OG0002376	augustus_masked-NABA0S25-processed-gene-6.133-mRNA-1_1&gene=augustus_masked-NABA0S25-processed-gene-6.133&CDS=1-2148	YIL091C
2377	OG0002377	augustus_masked-NABA0S25-processed-gene-6.113-mRNA-1_1&gene=augustus_masked-NABA0S25-processed-gene-6.113&CDS=1-1482	YIL090W
2378	OG0002378	augustus_masked-NABA0S25-processed-gene-6.134-mRNA-1_1&gene=augustus_masked-NABA0S25-processed-gene-6.134&CDS=1-1449	YIL088C
2379	OG0002379	augustus_masked-NABA0S25-processed-gene-6.135-mRNA-1_1&gene=augustus_masked-NABA0S25-processed-gene-6.135&CDS=1-492	YIL087C
2380	OG0002380	augustus_masked-NABA0S25-processed-gene-6.138-mRNA-1_1&gene=augustus_masked-NABA0S25-processed-gene-6.138&CDS=1-1119	YIL083C
2381	OG0002381	augustus_masked-NABA0S25-processed-gene-6.115-mRNA-1_1&gene=augustus_masked-NABA0S25-processed-gene-6.115&CDS=1-1341	YNL016W
2382	OG0002382	augustus_masked-NABA0S25-processed-gene-6.116-mRNA-1_1&gene=augustus_masked-NABA0S25-processed-gene-6.116&CDS=1-2535	YDL122W
2383	OG0002383	augustus_masked-NABA0S25-processed-gene-6.139-mRNA-1_1&gene=augustus_masked-NABA0S25-processed-gene-6.139&CDS=1-1215	YDL119C
2384	OG0002384	augustus_masked-NABA0S25-processed-gene-6.117-mRNA-1_1&gene=augustus_masked-NABA0S25-processed-gene-6.117&CDS=1-2763	YDL117W
2385	OG0002385	augustus_masked-NABA0S25-processed-gene-6.118-mRNA-1_1&gene=augustus_masked-NABA0S25-processed-gene-6.118&CDS=1-2151	YDL116W
2386	OG0002386	augustus_masked-NABA0S25-processed-gene-6.140-mRNA-1_1&gene=augustus_masked-NABA0S25-processed-gene-6.140&CDS=1-1095	YDL115C
2387	OG0002387	augustus_masked-NABA0S25-processed-gene-6.119-mRNA-1_1&gene=augustus_masked-NABA0S25-processed-gene-6.119&CDS=1-891	YDL114W
2388	OG0002388	augustus_masked-NABA0S25-processed-gene-6.141-mRNA-1_1&gene=augustus_masked-NABA0S25-processed-gene-6.141&CDS=1-1875	YDL113C
2389	OG0002389	augustus_masked-NABA0S25-processed-gene-6.120-mRNA-1_1&gene=augustus_masked-NABA0S25-processed-gene-6.120&CDS=1-4365	YDL112W
2390	OG0002390	augustus_masked-NABA0S25-processed-gene-6.142-mRNA-1_1&gene=augustus_masked-NABA0S25-processed-gene-6.142&CDS=1-783	YDL111C
2391	OG0002391	augustus_masked-NABA0S25-processed-gene-6.143-mRNA-1_1&gene=augustus_masked-NABA0S25-processed-gene-6.143&CDS=1-462	YDL110C
2392	OG0002392	augustus_masked-NABA0S25-processed-gene-6.121-mRNA-1_1&gene=augustus_masked-NABA0S25-processed-gene-6.121&CDS=1-942	YDL108W
2393	OG0002393	augustus_masked-NABA0S25-processed-gene-6.122-mRNA-1_1&gene=augustus_masked-NABA0S25-processed-gene-6.122&CDS=1-1068	YDL107W
2394	OG0002394	maker-NABA0S25-snap-gene-6.99-mRNA-1_1&gene=maker-NABA0S25-snap-gene-6.99&CDS=1-1530	YDL106C
2395	OG0002395	augustus_masked-NABA0S25-processed-gene-6.123-mRNA-1_1&gene=augustus_masked-NABA0S25-processed-gene-6.123&CDS=1-1047	YDL105W
2396	OG0002396	augustus_masked-NABA0S25-processed-gene-6.145-mRNA-1_1&gene=augustus_masked-NABA0S25-processed-gene-6.145&CDS=1-1155	YDL104C
2397	OG0002397	augustus_masked-NABA0S25-processed-gene-7.102-mRNA-1_1&gene=augustus_masked-NABA0S25-processed-gene-7.102&CDS=1-1446	YDL103C
2398	OG0002398	augustus_masked-NABA0S25-processed-gene-7.101-mRNA-1_1&gene=augustus_masked-NABA0S25-processed-gene-7.101&CDS=1-3324	YDL102W
2399	OG0002399	maker-NABA0S25-augustus-gene-7.4-mRNA-1_1&gene=maker-NABA0S25-augustus-gene-7.4&CDS=1-2469	YDL101C
2400	OG0002400	augustus_masked-NABA0S25-processed-gene-7.105-mRNA-1_1&gene=augustus_masked-NABA0S25-processed-gene-7.105&CDS=1-870	YDL099W
2401	OG0002401	maker-NABA0S25-augustus-gene-7.5-mRNA-1_1&gene=maker-NABA0S25-augustus-gene-7.5&CDS=1-1908	YDL097C
2402	OG0002402	genemark-NABA0S25-processed-gene-7.63-mRNA-1_1&gene=genemark-NABA0S25-processed-gene-7.63&CDS=1-456	YDL092W
2403	OG0002403	augustus_masked-NABA0S25-processed-gene-7.123-mRNA-1_1&gene=augustus_masked-NABA0S25-processed-gene-7.123&CDS=1-1446	YDL091C
2404	OG0002404	augustus_masked-NABA0S25-processed-gene-7.124-mRNA-1_1&gene=augustus_masked-NABA0S25-processed-gene-7.124&CDS=1-1308	YDL090C
2405	OG0002405	augustus_masked-NABA0S25-processed-gene-7.109-mRNA-1_1&gene=augustus_masked-NABA0S25-processed-gene-7.109&CDS=1-1233	YDL089W
2406	OG0002406	augustus_masked-NABA0S25-processed-gene-7.125-mRNA-1_1&gene=augustus_masked-NABA0S25-processed-gene-7.125&CDS=1-1611	YDL088C
2407	OG0002407	augustus_masked-NABA0S25-processed-gene-7.126-mRNA-1_1&gene=augustus_masked-NABA0S25-processed-gene-7.126&CDS=1-759	YDL087C
2408	OG0002408	augustus_masked-NABA0S25-processed-gene-7.110-mRNA-1_1&gene=augustus_masked-NABA0S25-processed-gene-7.110&CDS=1-786	YPL033C
2409	OG0002409	augustus_masked-NABA0S25-processed-gene-7.127-mRNA-1_1&gene=augustus_masked-NABA0S25-processed-gene-7.127&CDS=1-840	YPL034W
2410	OG0002410	augustus_masked-NABA0S25-processed-gene-7.111-mRNA-1_1&gene=augustus_masked-NABA0S25-processed-gene-7.111&CDS=1-1869	YMR146C
2411	OG0002411	augustus_masked-NABA0S25-processed-gene-7.128-mRNA-1_1&gene=augustus_masked-NABA0S25-processed-gene-7.128&CDS=1-198	YDL085C-A
2412	OG0002412	augustus_masked-NABA0S25-processed-gene-7.112-mRNA-1_1&gene=augustus_masked-NABA0S25-processed-gene-7.112&CDS=1-1353	YDL084W
2413	OG0002413	augustus_masked-NABA0S25-processed-gene-7.130-mRNA-1_1&gene=augustus_masked-NABA0S25-processed-gene-7.130&CDS=1-321	YDL081C
2414	OG0002414	genemark-NABA0S25-processed-gene-7.89-mRNA-1_1&gene=genemark-NABA0S25-processed-gene-7.89&CDS=1-1281	YMR139W
2415	OG0002415	genemark-NABA0S25-processed-gene-7.91-mRNA-1_1&gene=genemark-NABA0S25-processed-gene-7.91&CDS=1-1056	YDL078C
2416	OG0002416	augustus_masked-NABA0S25-processed-gene-7.114-mRNA-1_1&gene=augustus_masked-NABA0S25-processed-gene-7.114&CDS=1-3084	YGR047C
2417	OG0002417	snap_masked-NABA0S25-processed-gene-7.24-mRNA-1_1&gene=snap_masked-NABA0S25-processed-gene-7.24&CDS=1-648	YLR040C
2418	OG0002418	maker-NABA0S25-augustus-gene-7.2-mRNA-1_1&gene=maker-NABA0S25-augustus-gene-7.2&CDS=1-3192	YLR039C
2419	OG0002419	augustus_masked-NABA0S25-processed-gene-7.136-mRNA-1_1&gene=augustus_masked-NABA0S25-processed-gene-7.136&CDS=1-1473	YLR033W
2420	OG0002420	augustus_masked-NABA0S25-processed-gene-7.137-mRNA-1_1&gene=augustus_masked-NABA0S25-processed-gene-7.137&CDS=1-3411	YLR032W
2421	OG0002421	augustus_masked-NABA0S25-processed-gene-7.119-mRNA-1_1&gene=augustus_masked-NABA0S25-processed-gene-7.119&CDS=1-1776	YMR120C
2422	OG0002422	augustus_masked-NABA0S25-processed-gene-7.139-mRNA-1_1&gene=augustus_masked-NABA0S25-processed-gene-7.139&CDS=1-1857	YNL008C
