	OrthologID	Saccharomyces_cerevisiae	yHMPu5000026197_Brettanomyces_custersianus
1865	OG0001865	YJL178C	genemark-flattened_line_24-processed-gene-1.272-mRNA-1_1&gene=genemark-flattened_line_24-processed-gene-1.272&CDS=1-828
1866	OG0001866	YJL179W	augustus_masked-flattened_line_24-processed-gene-1.212-mRNA-1_1&gene=augustus_masked-flattened_line_24-processed-gene-1.212&CDS=1-360
1867	OG0001867	YJL180C	genemark-flattened_line_12-processed-gene-3.144-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-3.144&CDS=1-1011
1868	OG0001868	YJL183W	genemark-flattened_line_24-processed-gene-1.273-mRNA-1_1&gene=genemark-flattened_line_24-processed-gene-1.273&CDS=1-1053
1869	OG0001869	YJL184W	genemark-flattened_line_24-processed-gene-1.336-mRNA-1_1&gene=genemark-flattened_line_24-processed-gene-1.336&CDS=1-333
1870	OG0001870	YJL187C	genemark-flattened_line_4-processed-gene-5.15-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-5.15&CDS=1-2625
1871	OG0001871	YJL189W	genemark-flattened_line_0-processed-gene-0.95-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-0.95&CDS=1-153
1872	OG0001872	YJL194W	augustus_masked-flattened_line_20-processed-gene-0.125-mRNA-1_1&gene=augustus_masked-flattened_line_20-processed-gene-0.125&CDS=1-2439
1873	OG0001873	YJL200C	genemark-flattened_line_0-processed-gene-0.96-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-0.96&CDS=1-2397
1874	OG0001874	YJL201W	genemark-flattened_line_8-processed-gene-2.83-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-2.83&CDS=1-1521
1875	OG0001875	YJL205C	genemark-flattened_line_16-processed-gene-2.156-mRNA-1_1&gene=genemark-flattened_line_16-processed-gene-2.156&CDS=1-195
1876	OG0001876	YJL207C	augustus_masked-flattened_line_42-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-flattened_line_42-processed-gene-0.2&CDS=1-6177
1877	OG0001877	YJL208C	genemark-flattened_line_8-processed-gene-2.98-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-2.98&CDS=1-960
1878	OG0001878	YJR001W	genemark-flattened_line_40-processed-gene-0.158-mRNA-1_1&gene=genemark-flattened_line_40-processed-gene-0.158&CDS=1-1743
1879	OG0001879	YJR002W	genemark-flattened_line_40-processed-gene-0.117-mRNA-1_1&gene=genemark-flattened_line_40-processed-gene-0.117&CDS=1-1587
1880	OG0001880	YJR003C	snap_masked-flattened_line_34-processed-gene-0.234-mRNA-1_1&gene=snap_masked-flattened_line_34-processed-gene-0.234&CDS=1-1632
1881	OG0001881	YJR005W	genemark-flattened_line_2-processed-gene-1.87-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-1.87&CDS=1-2052
1882	OG0001882	YJR006W	maker-flattened_line_12-augustus-gene-3.194-mRNA-1_1&gene=maker-flattened_line_12-augustus-gene-3.194&CDS=1-2598
1883	OG0001883	YJR008W	genemark-flattened_line_4-processed-gene-5.27-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-5.27&CDS=1-936
1884	OG0001884	YJR010W	genemark-flattened_line_30-processed-gene-1.127-mRNA-1_1&gene=genemark-flattened_line_30-processed-gene-1.127&CDS=1-1650
1885	OG0001885	YJR014W	genemark-flattened_line_14-processed-gene-3.115-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-3.115&CDS=1-558
1886	OG0001886	YJR016C	genemark-flattened_line_0-processed-gene-9.63-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-9.63&CDS=1-1833
1887	OG0001887	YJR017C	genemark-flattened_line_28-processed-gene-0.67-mRNA-1_1&gene=genemark-flattened_line_28-processed-gene-0.67&CDS=1-516
1888	OG0001888	YJR019C	genemark-flattened_line_16-processed-gene-0.67-mRNA-1_1&gene=genemark-flattened_line_16-processed-gene-0.67&CDS=1-1311
1889	OG0001889	YJR022W	genemark-flattened_line_12-processed-gene-2.80-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-2.80&CDS=1-297
1890	OG0001890	YJR025C	genemark-flattened_line_56-processed-gene-0.82-mRNA-1_1&gene=genemark-flattened_line_56-processed-gene-0.82&CDS=1-534
1891	OG0001891	YJR032W	genemark-flattened_line_24-processed-gene-1.250-mRNA-1_1&gene=genemark-flattened_line_24-processed-gene-1.250&CDS=1-1179
1892	OG0001892	YJR033C	genemark-flattened_line_4-processed-gene-6.215-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-6.215&CDS=1-4449
1893	OG0001893	YJR034W	genemark-flattened_line_4-processed-gene-6.173-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-6.173&CDS=1-324
1894	OG0001894	YJR035W	genemark-flattened_line_4-processed-gene-6.174-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-6.174&CDS=1-3507
1895	OG0001895	YJR036C	genemark-flattened_line_28-processed-gene-0.56-mRNA-1_1&gene=genemark-flattened_line_28-processed-gene-0.56&CDS=1-2652
1896	OG0001896	YJR040W	maker-flattened_line_2-snap-gene-5.158-mRNA-1_1&gene=maker-flattened_line_2-snap-gene-5.158&CDS=1-2412
1897	OG0001897	YJR041C	snap_masked-flattened_line_28-processed-gene-0.26-mRNA-1_1&gene=snap_masked-flattened_line_28-processed-gene-0.26&CDS=1-3537
1898	OG0001898	YJR042W	genemark-flattened_line_28-processed-gene-0.53-mRNA-1_1&gene=genemark-flattened_line_28-processed-gene-0.53&CDS=1-2406
1899	OG0001899	YJR044C	genemark-flattened_line_36-processed-gene-0.204-mRNA-1_1&gene=genemark-flattened_line_36-processed-gene-0.204&CDS=1-423
1900	OG0001900	YJR045C	genemark-flattened_line_36-processed-gene-0.205-mRNA-1_1&gene=genemark-flattened_line_36-processed-gene-0.205&CDS=1-1977
1901	OG0001901	YJR050W	genemark-flattened_line_0-processed-gene-7.10-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-7.10&CDS=1-840
1902	OG0001902	YJR052W	genemark-flattened_line_0-processed-gene-4.71-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-4.71&CDS=1-1770
1903	OG0001903	YJR053W	genemark-flattened_line_20-processed-gene-0.30-mRNA-1_1&gene=genemark-flattened_line_20-processed-gene-0.30&CDS=1-2055
1904	OG0001904	YJR056C	genemark-flattened_line_44-processed-gene-0.165-mRNA-1_1&gene=genemark-flattened_line_44-processed-gene-0.165&CDS=1-696
1905	OG0001905	YJR057W	genemark-flattened_line_14-processed-gene-1.117-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-1.117&CDS=1-621
1906	OG0001906	YJR058C	augustus_masked-flattened_line_8-processed-gene-3.15-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-3.15&CDS=1-432
1907	OG0001907	YJR060W	genemark-flattened_line_24-processed-gene-1.290-mRNA-1_1&gene=genemark-flattened_line_24-processed-gene-1.290&CDS=1-726
1908	OG0001908	YJR062C	genemark-flattened_line_24-processed-gene-1.346-mRNA-1_1&gene=genemark-flattened_line_24-processed-gene-1.346&CDS=1-1002
1909	OG0001909	YJR063W	augustus_masked-flattened_line_6-processed-gene-4.138-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-4.138&CDS=1-369
1910	OG0001910	YJR064W	augustus_masked-flattened_line_6-processed-gene-4.177-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-4.177&CDS=1-1680
1911	OG0001911	YJR065C	genemark-flattened_line_28-processed-gene-0.58-mRNA-1_1&gene=genemark-flattened_line_28-processed-gene-0.58&CDS=1-1332
1912	OG0001912	YJR068W	genemark-flattened_line_6-processed-gene-4.277-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-4.277&CDS=1-1146
1913	OG0001913	YJR069C	genemark-flattened_line_26-processed-gene-0.55-mRNA-1_1&gene=genemark-flattened_line_26-processed-gene-0.55&CDS=1-591
1914	OG0001914	YJR070C	genemark-flattened_line_6-processed-gene-4.265-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-4.265&CDS=1-975
1915	OG0001915	YJR072C	genemark-flattened_line_10-processed-gene-0.155-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-0.155&CDS=1-1317
1916	OG0001916	YJR073C	genemark-flattened_line_14-processed-gene-1.121-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-1.121&CDS=1-627
1917	OG0001917	YJR074W	genemark-flattened_line_2-processed-gene-1.91-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-1.91&CDS=1-588
1918	OG0001918	YJR075W	genemark-flattened_line_26-processed-gene-1.198-mRNA-1_1&gene=genemark-flattened_line_26-processed-gene-1.198&CDS=1-1341
1919	OG0001919	YJR076C	snap_masked-flattened_line_14-processed-gene-1.21-mRNA-1_1&gene=snap_masked-flattened_line_14-processed-gene-1.21&CDS=1-1296
1920	OG0001920	YJR078W	genemark-flattened_line_8-processed-gene-0.85-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-0.85&CDS=1-1275
1921	OG0001921	YJR085C	genemark-flattened_line_0-processed-gene-9.79-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-9.79&CDS=1-315
1922	OG0001922	YJR086W	genemark-flattened_line_36-processed-gene-0.197-mRNA-1_1&gene=genemark-flattened_line_36-processed-gene-0.197&CDS=1-333
1923	OG0001923	YJR089W	augustus_masked-flattened_line_36-processed-gene-0.288-mRNA-1_1&gene=augustus_masked-flattened_line_36-processed-gene-0.288&CDS=1-2622
1924	OG0001924	YJR090C	genemark-flattened_line_36-processed-gene-0.199-mRNA-1_1&gene=genemark-flattened_line_36-processed-gene-0.199&CDS=1-2604
1925	OG0001925	YJR092W	genemark-flattened_line_12-processed-gene-1.28-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-1.28&CDS=1-4908
1926	OG0001926	YJR093C	genemark-flattened_line_12-processed-gene-1.51-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-1.51&CDS=1-921
1927	OG0001927	YJR095W	genemark-flattened_line_102-processed-gene-0.13-mRNA-1_1&gene=genemark-flattened_line_102-processed-gene-0.13&CDS=1-996
1928	OG0001928	YJR096W	genemark-flattened_line_60-processed-gene-0.70-mRNA-1_1&gene=genemark-flattened_line_60-processed-gene-0.70&CDS=1-840
1929	OG0001929	YJR097W	genemark-flattened_line_66-processed-gene-0.10-mRNA-1_1&gene=genemark-flattened_line_66-processed-gene-0.10&CDS=1-507
1930	OG0001930	YJR098C	genemark-flattened_line_66-processed-gene-0.34-mRNA-1_1&gene=genemark-flattened_line_66-processed-gene-0.34&CDS=1-1938
1931	OG0001931	YJR099W	genemark-flattened_line_2-processed-gene-2.64-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-2.64&CDS=1-720
1932	OG0001932	YJR100C	genemark-flattened_line_84-processed-gene-0.57-mRNA-1_1&gene=genemark-flattened_line_84-processed-gene-0.57&CDS=1-987
1933	OG0001933	YJR101W	genemark-flattened_line_84-processed-gene-0.44-mRNA-1_1&gene=genemark-flattened_line_84-processed-gene-0.44&CDS=1-759
1934	OG0001934	YJR102C	genemark-flattened_line_84-processed-gene-0.45-mRNA-1_1&gene=genemark-flattened_line_84-processed-gene-0.45&CDS=1-618
1935	OG0001935	YJR104C	genemark-flattened_line_84-processed-gene-0.43-mRNA-1_1&gene=genemark-flattened_line_84-processed-gene-0.43&CDS=1-462
1936	OG0001936	YJR105W	genemark-flattened_line_0-processed-gene-7.36-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-7.36&CDS=1-1020
1937	OG0001937	YJR109C	genemark-flattened_line_20-processed-gene-0.1-mRNA-1_1&gene=genemark-flattened_line_20-processed-gene-0.1&CDS=1-3474
1938	OG0001938	YJR110W	genemark-flattened_line_32-processed-gene-0.152-mRNA-1_1&gene=genemark-flattened_line_32-processed-gene-0.152&CDS=1-2037
1939	OG0001939	YJR111C	genemark-flattened_line_32-processed-gene-0.156-mRNA-1_1&gene=genemark-flattened_line_32-processed-gene-0.156&CDS=1-795
1940	OG0001940	YJR112W	genemark-flattened_line_2-processed-gene-8.94-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-8.94&CDS=1-630
1941	OG0001941	YJR113C	genemark-flattened_line_12-processed-gene-0.51-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-0.51&CDS=1-2274
1942	OG0001942	YJR116W	genemark-flattened_line_0-processed-gene-7.12-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-7.12&CDS=1-810
1943	OG0001943	YJR117W	genemark-flattened_line_0-processed-gene-6.98-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-6.98&CDS=1-1356
1944	OG0001944	YJR118C	snap_masked-flattened_line_0-processed-gene-7.51-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-7.51&CDS=1-558
1945	OG0001945	YJR119C	genemark-flattened_line_0-processed-gene-7.1-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-7.1&CDS=1-2403
1946	OG0001946	YJR121W	genemark-flattened_line_0-processed-gene-6.99-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-6.99&CDS=1-1506
1947	OG0001947	YJR122W	genemark-flattened_line_24-processed-gene-1.335-mRNA-1_1&gene=genemark-flattened_line_24-processed-gene-1.335&CDS=1-1365
1948	OG0001948	YJR123W	genemark-flattened_line_76-processed-gene-0.75-mRNA-1_1&gene=genemark-flattened_line_76-processed-gene-0.75&CDS=1-732
1949	OG0001949	YJR124C	augustus_masked-flattened_line_76-processed-gene-0.49-mRNA-1_1&gene=augustus_masked-flattened_line_76-processed-gene-0.49&CDS=1-1461
1950	OG0001950	YJR125C	genemark-flattened_line_44-processed-gene-0.163-mRNA-1_1&gene=genemark-flattened_line_44-processed-gene-0.163&CDS=1-1215
1951	OG0001951	YJR126C	maker-flattened_line_2-snap-gene-3.100-mRNA-1_1&gene=maker-flattened_line_2-snap-gene-3.100&CDS=1-3870
1952	OG0001952	YJR131W	genemark-flattened_line_26-processed-gene-0.52-mRNA-1_1&gene=genemark-flattened_line_26-processed-gene-0.52&CDS=1-1986
1953	OG0001953	YJR132W	genemark-flattened_line_10-processed-gene-0.123-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-0.123&CDS=1-3069
1954	OG0001954	YJR138W	genemark-flattened_line_4-processed-gene-3.42-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-3.42&CDS=1-8619
1955	OG0001955	YJR139C	genemark-flattened_line_4-processed-gene-3.21-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-3.21&CDS=1-1080
1956	OG0001956	YJR140C	augustus_masked-flattened_line_12-processed-gene-3.35-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-3.35&CDS=1-5622
1957	OG0001957	YJR141W	snap_masked-flattened_line_4-processed-gene-3.115-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-3.115&CDS=1-1140
1958	OG0001958	YJR142W	genemark-flattened_line_12-processed-gene-3.127-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-3.127&CDS=1-954
1959	OG0001959	YJR143C	genemark-flattened_line_12-processed-gene-3.124-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-3.124&CDS=1-2244
1960	OG0001960	YJR144W	genemark-flattened_line_12-processed-gene-3.126-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-3.126&CDS=1-828
1961	OG0001961	YKL001C	genemark-flattened_line_34-processed-gene-0.109-mRNA-1_1&gene=genemark-flattened_line_34-processed-gene-0.109&CDS=1-597
1962	OG0001962	YKL002W	genemark-flattened_line_4-processed-gene-2.117-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-2.117&CDS=1-681
1963	OG0001963	YKL003C	genemark-flattened_line_4-processed-gene-2.142-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-2.142&CDS=1-378
1964	OG0001964	YKL005C	genemark-flattened_line_82-processed-gene-0.44-mRNA-1_1&gene=genemark-flattened_line_82-processed-gene-0.44&CDS=1-2310
1965	OG0001965	YKL006C-A	augustus_masked-flattened_line_82-processed-gene-0.70-mRNA-1_1&gene=augustus_masked-flattened_line_82-processed-gene-0.70&CDS=1-288
1966	OG0001966	YKL007W	genemark-flattened_line_82-processed-gene-0.30-mRNA-1_1&gene=genemark-flattened_line_82-processed-gene-0.30&CDS=1-807
1967	OG0001967	YKL009W	genemark-flattened_line_2-processed-gene-3.51-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-3.51&CDS=1-735
1968	OG0001968	YKL010C	genemark-flattened_line_2-processed-gene-4.46-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-4.46&CDS=1-4452
1969	OG0001969	YKL011C	genemark-flattened_line_6-processed-gene-2.12-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-2.12&CDS=1-999
1970	OG0001970	YKL012W	genemark-flattened_line_10-processed-gene-1.120-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-1.120&CDS=1-1491
1971	OG0001971	YKL013C	genemark-flattened_line_10-processed-gene-1.149-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-1.149&CDS=1-507
1972	OG0001972	YKL014C	genemark-flattened_line_12-processed-gene-2.104-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-2.104&CDS=1-5148
1973	OG0001973	YKL015W	genemark-flattened_line_10-processed-gene-3.15-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-3.15&CDS=1-2883
1974	OG0001974	YKL017C	augustus_masked-flattened_line_28-processed-gene-0.132-mRNA-1_1&gene=augustus_masked-flattened_line_28-processed-gene-0.132&CDS=1-3687
1975	OG0001975	YKL018W	genemark-flattened_line_28-processed-gene-0.61-mRNA-1_1&gene=genemark-flattened_line_28-processed-gene-0.61&CDS=1-1062
1976	OG0001976	YKL019W	genemark-flattened_line_14-processed-gene-1.137-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-1.137&CDS=1-948
1977	OG0001977	YKL021C	genemark-flattened_line_36-processed-gene-0.173-mRNA-1_1&gene=genemark-flattened_line_36-processed-gene-0.173&CDS=1-1266
1978	OG0001978	YKL022C	genemark-flattened_line_36-processed-gene-0.172-mRNA-1_1&gene=genemark-flattened_line_36-processed-gene-0.172&CDS=1-2124
1979	OG0001979	YKL024C	genemark-flattened_line_16-processed-gene-0.69-mRNA-1_1&gene=genemark-flattened_line_16-processed-gene-0.69&CDS=1-894
1980	OG0001980	YKL025C	genemark-flattened_line_12-processed-gene-0.79-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-0.79&CDS=1-2136
1981	OG0001981	YKL027W	augustus_masked-flattened_line_2-processed-gene-3.95-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-3.95&CDS=1-1302
1982	OG0001982	YKL028W	genemark-flattened_line_2-processed-gene-5.51-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-5.51&CDS=1-1554
1983	OG0001983	YKL029C	genemark-flattened_line_4-processed-gene-6.198-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-6.198&CDS=1-1776
1984	OG0001984	YKL033W	genemark-flattened_line_4-processed-gene-5.26-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-5.26&CDS=1-3186
1985	OG0001985	YKL033W-A	maker-flattened_line_40-augustus-gene-0.167-mRNA-1_1&gene=maker-flattened_line_40-augustus-gene-0.167&CDS=1-3057
1986	OG0001986	YKL035W	genemark-flattened_line_0-processed-gene-4.82-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-4.82&CDS=1-1485
1987	OG0001987	YKL040C	genemark-flattened_line_0-processed-gene-2.76-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-2.76&CDS=1-741
1988	OG0001988	YKL041W	augustus_masked-flattened_line_26-processed-gene-1.158-mRNA-1_1&gene=augustus_masked-flattened_line_26-processed-gene-1.158&CDS=1-678
1989	OG0001989	YKL045W	genemark-flattened_line_30-processed-gene-0.57-mRNA-1_1&gene=genemark-flattened_line_30-processed-gene-0.57&CDS=1-1551
1990	OG0001990	YKL047W	genemark-flattened_line_2-processed-gene-7.67-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-7.67&CDS=1-1734
1991	OG0001991	YKL051W	genemark-flattened_line_6-processed-gene-0.70-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-0.70&CDS=1-675
1992	OG0001992	YKL054C	genemark-flattened_line_32-processed-gene-0.163-mRNA-1_1&gene=genemark-flattened_line_32-processed-gene-0.163&CDS=1-2301
1993	OG0001993	YKL056C	maker-flattened_line_36-augustus-gene-0.5-mRNA-1_1&gene=maker-flattened_line_36-augustus-gene-0.5&CDS=1-1215
1994	OG0001994	YKL058W	maker-flattened_line_0-augustus-gene-3.146-mRNA-1_1&gene=maker-flattened_line_0-augustus-gene-3.146&CDS=1-333
1995	OG0001995	YKL059C	genemark-flattened_line_0-processed-gene-3.2-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-3.2&CDS=1-1239
1996	OG0001996	YKL060C	genemark-flattened_line_32-processed-gene-0.164-mRNA-1_1&gene=genemark-flattened_line_32-processed-gene-0.164&CDS=1-1083
1997	OG0001997	YKL064W	genemark-flattened_line_38-processed-gene-0.142-mRNA-1_1&gene=genemark-flattened_line_38-processed-gene-0.142&CDS=1-2685
1998	OG0001998	YKL067W	augustus_masked-flattened_line_24-processed-gene-1.163-mRNA-1_1&gene=augustus_masked-flattened_line_24-processed-gene-1.163&CDS=1-2364
1999	OG0001999	YKL069W	genemark-flattened_line_0-processed-gene-5.176-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-5.176&CDS=1-522
2000	OG0002000	YKL073W	genemark-flattened_line_8-processed-gene-3.52-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-3.52&CDS=1-2508
2001	OG0002001	YKL074C	augustus_masked-flattened_line_8-processed-gene-3.7-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-3.7&CDS=1-1374
2002	OG0002002	YKL077W	maker-flattened_line_40-snap-gene-0.6-mRNA-1_1&gene=maker-flattened_line_40-snap-gene-0.6&CDS=1-2232
2003	OG0002003	YKL078W	genemark-flattened_line_4-processed-gene-6.179-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-6.179&CDS=1-2157
2004	OG0002004	YKL080W	genemark-flattened_line_2-processed-gene-3.19-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-3.19&CDS=1-1194
2005	OG0002005	YKL082C	genemark-flattened_line_10-processed-gene-3.65-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-3.65&CDS=1-1341
2006	OG0002006	YKL085W	genemark-flattened_line_12-processed-gene-2.68-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-2.68&CDS=1-1014
2007	OG0002007	YKL086W	genemark-flattened_line_12-processed-gene-2.94-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-2.94&CDS=1-360
2008	OG0002008	YKL087C	genemark-flattened_line_12-processed-gene-3.163-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-3.163&CDS=1-900
2009	OG0002009	YKL088W	genemark-flattened_line_40-processed-gene-0.131-mRNA-1_1&gene=genemark-flattened_line_40-processed-gene-0.131&CDS=1-1857
2010	OG0002010	YKL089W	genemark-flattened_line_2-processed-gene-3.50-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-3.50&CDS=1-1791
2011	OG0002011	YKL090W	augustus_masked-flattened_line_4-processed-gene-1.127-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-1.127&CDS=1-1437
2012	OG0002012	YKL092C	genemark-flattened_line_2-processed-gene-1.66-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-1.66&CDS=1-3141
2013	OG0002013	YKL094W	genemark-flattened_line_14-processed-gene-3.75-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-3.75&CDS=1-984
2014	OG0002014	YKL095W	genemark-flattened_line_56-processed-gene-0.85-mRNA-1_1&gene=genemark-flattened_line_56-processed-gene-0.85&CDS=1-768
2015	OG0002015	YKL099C	genemark-flattened_line_48-processed-gene-0.101-mRNA-1_1&gene=genemark-flattened_line_48-processed-gene-0.101&CDS=1-771
2016	OG0002016	YKL100C	genemark-flattened_line_0-processed-gene-5.143-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-5.143&CDS=1-1524
2017	OG0002017	YKL104C	genemark-flattened_line_10-processed-gene-3.64-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-3.64&CDS=1-2109
2018	OG0002018	YKL110C	genemark-flattened_line_46-processed-gene-0.83-mRNA-1_1&gene=genemark-flattened_line_46-processed-gene-0.83&CDS=1-867
2019	OG0002019	YKL113C	genemark-flattened_line_22-processed-gene-0.41-mRNA-1_1&gene=genemark-flattened_line_22-processed-gene-0.41&CDS=1-1149
2020	OG0002020	YKL114C	genemark-flattened_line_4-processed-gene-3.39-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-3.39&CDS=1-1095
2021	OG0002021	YKL116C	genemark-flattened_line_8-processed-gene-3.95-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-3.95&CDS=1-1542
2022	OG0002022	YKL117W	genemark-flattened_line_2-processed-gene-5.5-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-5.5&CDS=1-498
2023	OG0002023	YKL120W	genemark-flattened_line_12-processed-gene-2.91-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-2.91&CDS=1-942
2024	OG0002024	YKL122C	augustus_masked-flattened_line_18-processed-gene-2.184-mRNA-1_1&gene=augustus_masked-flattened_line_18-processed-gene-2.184&CDS=1-396
2025	OG0002025	YKL125W	genemark-flattened_line_0-processed-gene-2.52-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-2.52&CDS=1-1872
2026	OG0002026	YKL128C	genemark-flattened_line_4-processed-gene-6.167-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-6.167&CDS=1-1002
2027	OG0002027	YKL134C	genemark-flattened_line_28-processed-gene-1.152-mRNA-1_1&gene=genemark-flattened_line_28-processed-gene-1.152&CDS=1-3516
2028	OG0002028	YKL135C	genemark-flattened_line_6-processed-gene-0.64-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-0.64&CDS=1-2115
2029	OG0002029	YKL137W	genemark-flattened_line_2-processed-gene-6.75-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-6.75&CDS=1-384
2030	OG0002030	YKL138C	genemark-flattened_line_2-processed-gene-6.76-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-6.76&CDS=1-330
2031	OG0002031	YKL139W	genemark-flattened_line_0-processed-gene-5.119-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-5.119&CDS=1-1458
2032	OG0002032	YKL140W	genemark-flattened_line_54-processed-gene-0.112-mRNA-1_1&gene=genemark-flattened_line_54-processed-gene-0.112&CDS=1-1548
2033	OG0002033	YKL142W	genemark-flattened_line_34-processed-gene-0.133-mRNA-1_1&gene=genemark-flattened_line_34-processed-gene-0.133&CDS=1-672
2034	OG0002034	YKL145W	genemark-flattened_line_10-processed-gene-0.111-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-0.111&CDS=1-1467
2035	OG0002035	YKL148C	augustus_masked-flattened_line_10-processed-gene-0.90-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-0.90&CDS=1-2517
2036	OG0002036	YKL149C	augustus_masked-flattened_line_10-processed-gene-0.88-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-0.88&CDS=1-1245
2037	OG0002037	YKL150W	genemark-flattened_line_34-processed-gene-0.134-mRNA-1_1&gene=genemark-flattened_line_34-processed-gene-0.134&CDS=1-870
