	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034933_Kuraishia_molischiana
1095	OG0001095	YDR321W	augustus_masked-NODE_12_length_417011_cov_18.1067_ID_23-processed-gene-0.55-mRNA-1_1&gene=augustus_masked-NODE_12_length_417011_cov_18.1067_ID_23-processed-gene-0.55&CDS=1-1080
1096	OG0001096	YDR322C-A	maker-NODE_26_length_113800_cov_16.7253_ID_51-snap-gene-0.5-mRNA-1_1&gene=maker-NODE_26_length_113800_cov_16.7253_ID_51-snap-gene-0.5&CDS=1-180
1097	OG0001097	YDR322W	augustus_masked-NODE_26_length_113800_cov_16.7253_ID_51-processed-gene-0.149-mRNA-1_1&gene=augustus_masked-NODE_26_length_113800_cov_16.7253_ID_51-processed-gene-0.149&CDS=1-1035
1098	OG0001098	YDR323C	augustus_masked-NODE_26_length_113800_cov_16.7253_ID_51-processed-gene-0.176-mRNA-1_1&gene=augustus_masked-NODE_26_length_113800_cov_16.7253_ID_51-processed-gene-0.176&CDS=1-1773
1099	OG0001099	YDR324C	augustus_masked-NODE_2_length_728764_cov_17.4395_ID_3-processed-gene-6.1-mRNA-1_1&gene=augustus_masked-NODE_2_length_728764_cov_17.4395_ID_3-processed-gene-6.1&CDS=1-2286
1100	OG0001100	YDR325W	augustus_masked-NODE_21_length_155906_cov_19.8008_ID_41-processed-gene-0.57-mRNA-1_1&gene=augustus_masked-NODE_21_length_155906_cov_19.8008_ID_41-processed-gene-0.57&CDS=1-2910
1101	OG0001101	YDR328C	augustus_masked-NODE_14_length_397692_cov_16.2609_ID_27-processed-gene-2.253-mRNA-1_1&gene=augustus_masked-NODE_14_length_397692_cov_16.2609_ID_27-processed-gene-2.253&CDS=1-543
1102	OG0001102	YDR329C	augustus_masked-NODE_14_length_397692_cov_16.2609_ID_27-processed-gene-2.308-mRNA-1_1&gene=augustus_masked-NODE_14_length_397692_cov_16.2609_ID_27-processed-gene-2.308&CDS=1-1305
1103	OG0001103	YDR330W	augustus_masked-NODE_7_length_451488_cov_17.0458_ID_13-processed-gene-2.23-mRNA-1_1&gene=augustus_masked-NODE_7_length_451488_cov_17.0458_ID_13-processed-gene-2.23&CDS=1-1452
1104	OG0001104	YDR331W	augustus_masked-NODE_14_length_397692_cov_16.2609_ID_27-processed-gene-1.29-mRNA-1_1&gene=augustus_masked-NODE_14_length_397692_cov_16.2609_ID_27-processed-gene-1.29&CDS=1-1134
1105	OG0001105	YDR332W	genemark-NODE_7_length_451488_cov_17.0458_ID_13-processed-gene-2.90-mRNA-1_1&gene=genemark-NODE_7_length_451488_cov_17.0458_ID_13-processed-gene-2.90&CDS=1-1923
1106	OG0001106	YDR333C	augustus_masked-NODE_7_length_451488_cov_17.0458_ID_13-processed-gene-3.292-mRNA-1_1&gene=augustus_masked-NODE_7_length_451488_cov_17.0458_ID_13-processed-gene-3.292&CDS=1-1881
1107	OG0001107	YDR334W	augustus_masked-NODE_7_length_451488_cov_17.0458_ID_13-processed-gene-3.242-mRNA-1_1&gene=augustus_masked-NODE_7_length_451488_cov_17.0458_ID_13-processed-gene-3.242&CDS=1-4404
1108	OG0001108	YDR335W	maker-NODE_19_length_201678_cov_21.102_ID_37-augustus-gene-1.77-mRNA-1_1&gene=maker-NODE_19_length_201678_cov_21.102_ID_37-augustus-gene-1.77&CDS=1-3681
1109	OG0001109	YDR336W	augustus_masked-NODE_14_length_397692_cov_16.2609_ID_27-processed-gene-2.258-mRNA-1_1&gene=augustus_masked-NODE_14_length_397692_cov_16.2609_ID_27-processed-gene-2.258&CDS=1-1050
1110	OG0001110	YDR337W	snap_masked-NODE_24_length_126311_cov_18.8845_ID_47-processed-gene-0.167-mRNA-1_1&gene=snap_masked-NODE_24_length_126311_cov_18.8845_ID_47-processed-gene-0.167&CDS=1-876
1111	OG0001111	YDR339C	augustus_masked-NODE_7_length_451488_cov_17.0458_ID_13-processed-gene-0.140-mRNA-1_1&gene=augustus_masked-NODE_7_length_451488_cov_17.0458_ID_13-processed-gene-0.140&CDS=1-567
1112	OG0001112	YDR341C	augustus_masked-NODE_12_length_417011_cov_18.1067_ID_23-processed-gene-2.73-mRNA-1_1&gene=augustus_masked-NODE_12_length_417011_cov_18.1067_ID_23-processed-gene-2.73&CDS=1-1908
1113	OG0001113	YDR346C	maker-NODE_14_length_397692_cov_16.2609_ID_27-augustus-gene-1.161-mRNA-1_1&gene=maker-NODE_14_length_397692_cov_16.2609_ID_27-augustus-gene-1.161&CDS=1-1140
1114	OG0001114	YDR347W	snap_masked-NODE_5_length_458826_cov_17.8614_ID_9-processed-gene-2.153-mRNA-1_1&gene=snap_masked-NODE_5_length_458826_cov_17.8614_ID_9-processed-gene-2.153&CDS=1-1020
1115	OG0001115	YDR349C	snap_masked-NODE_26_length_113800_cov_16.7253_ID_51-processed-gene-0.54-mRNA-1_1&gene=snap_masked-NODE_26_length_113800_cov_16.7253_ID_51-processed-gene-0.54&CDS=1-1740
1116	OG0001116	YDR353W	augustus_masked-NODE_1_length_742767_cov_17.4374_ID_1-processed-gene-0.77-mRNA-1_1&gene=augustus_masked-NODE_1_length_742767_cov_17.4374_ID_1-processed-gene-0.77&CDS=1-957
1117	OG0001117	YDR354W	genemark-NODE_2_length_728764_cov_17.4395_ID_3-processed-gene-3.105-mRNA-1_1&gene=genemark-NODE_2_length_728764_cov_17.4395_ID_3-processed-gene-3.105&CDS=1-2403
1118	OG0001118	YDR357C	augustus_masked-NODE_2_length_728764_cov_17.4395_ID_3-processed-gene-4.87-mRNA-1_1&gene=augustus_masked-NODE_2_length_728764_cov_17.4395_ID_3-processed-gene-4.87&CDS=1-405
1119	OG0001119	YDR359C	augustus_masked-NODE_2_length_728764_cov_17.4395_ID_3-processed-gene-2.113-mRNA-1_1&gene=augustus_masked-NODE_2_length_728764_cov_17.4395_ID_3-processed-gene-2.113&CDS=1-3036
1120	OG0001120	YDR361C	augustus_masked-NODE_8_length_441118_cov_18.4878_ID_15-processed-gene-1.110-mRNA-1_1&gene=augustus_masked-NODE_8_length_441118_cov_18.4878_ID_15-processed-gene-1.110&CDS=1-879
1121	OG0001121	YDR362C	snap_masked-NODE_7_length_451488_cov_17.0458_ID_13-processed-gene-3.73-mRNA-1_1&gene=snap_masked-NODE_7_length_451488_cov_17.0458_ID_13-processed-gene-3.73&CDS=1-2019
1122	OG0001122	YDR363W	augustus_masked-NODE_1_length_742767_cov_17.4374_ID_1-processed-gene-1.54-mRNA-1_1&gene=augustus_masked-NODE_1_length_742767_cov_17.4374_ID_1-processed-gene-1.54&CDS=1-1146
1123	OG0001123	YDR364C	augustus_masked-NODE_8_length_441118_cov_18.4878_ID_15-processed-gene-1.87-mRNA-1_1&gene=augustus_masked-NODE_8_length_441118_cov_18.4878_ID_15-processed-gene-1.87&CDS=1-1419
1124	OG0001124	YDR365C	augustus_masked-NODE_1_length_742767_cov_17.4374_ID_1-processed-gene-1.73-mRNA-1_1&gene=augustus_masked-NODE_1_length_742767_cov_17.4374_ID_1-processed-gene-1.73&CDS=1-1836
1125	OG0001125	YDR367W	augustus_masked-NODE_1_length_742767_cov_17.4374_ID_1-processed-gene-1.97-mRNA-1_1&gene=augustus_masked-NODE_1_length_742767_cov_17.4374_ID_1-processed-gene-1.97&CDS=1-744
1126	OG0001126	YDR371W	augustus_masked-NODE_17_length_317659_cov_18.2064_ID_33-processed-gene-0.98-mRNA-1_1&gene=augustus_masked-NODE_17_length_317659_cov_18.2064_ID_33-processed-gene-0.98&CDS=1-1239
1127	OG0001127	YDR372C	augustus_masked-NODE_16_length_337578_cov_19.1595_ID_31-processed-gene-2.123-mRNA-1_1&gene=augustus_masked-NODE_16_length_337578_cov_19.1595_ID_31-processed-gene-2.123&CDS=1-999
1128	OG0001128	YDR373W	augustus_masked-NODE_23_length_132344_cov_20.3063_ID_45-processed-gene-0.85-mRNA-1_1&gene=augustus_masked-NODE_23_length_132344_cov_20.3063_ID_45-processed-gene-0.85&CDS=1-570
1129	OG0001129	YDR375C	augustus_masked-NODE_16_length_337578_cov_19.1595_ID_31-processed-gene-2.158-mRNA-1_1&gene=augustus_masked-NODE_16_length_337578_cov_19.1595_ID_31-processed-gene-2.158&CDS=1-1329
1130	OG0001130	YDR376W	augustus_masked-NODE_12_length_417011_cov_18.1067_ID_23-processed-gene-0.79-mRNA-1_1&gene=augustus_masked-NODE_12_length_417011_cov_18.1067_ID_23-processed-gene-0.79&CDS=1-1449
1131	OG0001131	YDR377W	augustus_masked-NODE_12_length_417011_cov_18.1067_ID_23-processed-gene-0.59-mRNA-1_1&gene=augustus_masked-NODE_12_length_417011_cov_18.1067_ID_23-processed-gene-0.59&CDS=1-306
1132	OG0001132	YDR378C	augustus_masked-NODE_35_length_61953_cov_19.3232_ID_69-processed-gene-0.58-mRNA-1_1&gene=augustus_masked-NODE_35_length_61953_cov_19.3232_ID_69-processed-gene-0.58&CDS=1-225
1133	OG0001133	YDR379C-A	maker-NODE_12_length_417011_cov_18.1067_ID_23-augustus-gene-0.153-mRNA-1_1&gene=maker-NODE_12_length_417011_cov_18.1067_ID_23-augustus-gene-0.153&CDS=1-234
1134	OG0001134	YDR381C-A	augustus_masked-NODE_16_length_337578_cov_19.1595_ID_31-processed-gene-2.89-mRNA-1_1&gene=augustus_masked-NODE_16_length_337578_cov_19.1595_ID_31-processed-gene-2.89&CDS=1-288
1135	OG0001135	YDR381W	maker-NODE_16_length_337578_cov_19.1595_ID_31-augustus-gene-2.185-mRNA-1_1&gene=maker-NODE_16_length_337578_cov_19.1595_ID_31-augustus-gene-2.185&CDS=1-693
1136	OG0001136	YDR382W	augustus_masked-NODE_16_length_337578_cov_19.1595_ID_31-processed-gene-2.160-mRNA-1_1&gene=augustus_masked-NODE_16_length_337578_cov_19.1595_ID_31-processed-gene-2.160&CDS=1-321
1137	OG0001137	YDR386W	augustus_masked-NODE_13_length_410127_cov_17.1021_ID_25-processed-gene-3.106-mRNA-1_1&gene=augustus_masked-NODE_13_length_410127_cov_17.1021_ID_25-processed-gene-3.106&CDS=1-1575
1138	OG0001138	YDR388W	augustus_masked-NODE_14_length_397692_cov_16.2609_ID_27-processed-gene-1.23-mRNA-1_1&gene=augustus_masked-NODE_14_length_397692_cov_16.2609_ID_27-processed-gene-1.23&CDS=1-1359
1139	OG0001139	YDR389W	augustus_masked-NODE_1_length_742767_cov_17.4374_ID_1-processed-gene-5.0-mRNA-1_1&gene=augustus_masked-NODE_1_length_742767_cov_17.4374_ID_1-processed-gene-5.0&CDS=1-1830
1140	OG0001140	YDR390C	augustus_masked-NODE_1_length_742767_cov_17.4374_ID_1-processed-gene-5.5-mRNA-1_1&gene=augustus_masked-NODE_1_length_742767_cov_17.4374_ID_1-processed-gene-5.5&CDS=1-1761
1141	OG0001141	YDR392W	augustus_masked-NODE_14_length_397692_cov_16.2609_ID_27-processed-gene-0.136-mRNA-1_1&gene=augustus_masked-NODE_14_length_397692_cov_16.2609_ID_27-processed-gene-0.136&CDS=1-1008
1142	OG0001142	YDR393W	maker-NODE_7_length_451488_cov_17.0458_ID_13-augustus-gene-3.20-mRNA-1_1&gene=maker-NODE_7_length_451488_cov_17.0458_ID_13-augustus-gene-3.20&CDS=1-1143
1143	OG0001143	YDR394W	augustus_masked-NODE_7_length_451488_cov_17.0458_ID_13-processed-gene-3.254-mRNA-1_1&gene=augustus_masked-NODE_7_length_451488_cov_17.0458_ID_13-processed-gene-3.254&CDS=1-1245
1144	OG0001144	YDR397C	augustus_masked-NODE_14_length_397692_cov_16.2609_ID_27-processed-gene-0.140-mRNA-1_1&gene=augustus_masked-NODE_14_length_397692_cov_16.2609_ID_27-processed-gene-0.140&CDS=1-447
1145	OG0001145	YDR400W	augustus_masked-NODE_4_length_469448_cov_18.9383_ID_7-processed-gene-3.41-mRNA-1_1&gene=augustus_masked-NODE_4_length_469448_cov_18.9383_ID_7-processed-gene-3.41&CDS=1-969
1146	OG0001146	YDR404C	augustus_masked-NODE_14_length_397692_cov_16.2609_ID_27-processed-gene-1.5-mRNA-1_1&gene=augustus_masked-NODE_14_length_397692_cov_16.2609_ID_27-processed-gene-1.5&CDS=1-513
1147	OG0001147	YDR405W	augustus_masked-NODE_14_length_397692_cov_16.2609_ID_27-processed-gene-1.7-mRNA-1_1&gene=augustus_masked-NODE_14_length_397692_cov_16.2609_ID_27-processed-gene-1.7&CDS=1-693
1148	OG0001148	YDR407C	augustus_masked-NODE_4_length_469448_cov_18.9383_ID_7-processed-gene-3.62-mRNA-1_1&gene=augustus_masked-NODE_4_length_469448_cov_18.9383_ID_7-processed-gene-3.62&CDS=1-3642
1149	OG0001149	YDR408C	augustus_masked-NODE_1_length_742767_cov_17.4374_ID_1-processed-gene-5.3-mRNA-1_1&gene=augustus_masked-NODE_1_length_742767_cov_17.4374_ID_1-processed-gene-5.3&CDS=1-633
1150	OG0001150	YDR410C	augustus_masked-NODE_7_length_451488_cov_17.0458_ID_13-processed-gene-2.15-mRNA-1_1&gene=augustus_masked-NODE_7_length_451488_cov_17.0458_ID_13-processed-gene-2.15&CDS=1-663
1151	OG0001151	YDR411C	augustus_masked-NODE_1_length_742767_cov_17.4374_ID_1-processed-gene-6.107-mRNA-1_1&gene=augustus_masked-NODE_1_length_742767_cov_17.4374_ID_1-processed-gene-6.107&CDS=1-894
1152	OG0001152	YDR412W	augustus_masked-NODE_7_length_451488_cov_17.0458_ID_13-processed-gene-1.40-mRNA-1_1&gene=augustus_masked-NODE_7_length_451488_cov_17.0458_ID_13-processed-gene-1.40&CDS=1-777
1153	OG0001153	YDR414C	augustus_masked-NODE_7_length_451488_cov_17.0458_ID_13-processed-gene-2.30-mRNA-1_1&gene=augustus_masked-NODE_7_length_451488_cov_17.0458_ID_13-processed-gene-2.30&CDS=1-1284
1154	OG0001154	YDR416W	augustus_masked-NODE_2_length_728764_cov_17.4395_ID_3-processed-gene-6.0-mRNA-1_1&gene=augustus_masked-NODE_2_length_728764_cov_17.4395_ID_3-processed-gene-6.0&CDS=1-2508
1155	OG0001155	YDR419W	augustus_masked-NODE_7_length_451488_cov_17.0458_ID_13-processed-gene-2.44-mRNA-1_1&gene=augustus_masked-NODE_7_length_451488_cov_17.0458_ID_13-processed-gene-2.44&CDS=1-1839
1156	OG0001156	YDR421W	augustus_masked-NODE_6_length_458281_cov_18.4326_ID_11-processed-gene-3.166-mRNA-1_1&gene=augustus_masked-NODE_6_length_458281_cov_18.4326_ID_11-processed-gene-3.166&CDS=1-2073
1157	OG0001157	YDR424C	augustus_masked-NODE_20_length_197731_cov_17.8952_ID_39-processed-gene-0.146-mRNA-1_1&gene=augustus_masked-NODE_20_length_197731_cov_17.8952_ID_39-processed-gene-0.146&CDS=1-288
1158	OG0001158	YDR427W	augustus_masked-NODE_8_length_441118_cov_18.4878_ID_15-processed-gene-3.53-mRNA-1_1&gene=augustus_masked-NODE_8_length_441118_cov_18.4878_ID_15-processed-gene-3.53&CDS=1-1191
1159	OG0001159	YDR428C	augustus_masked-NODE_9_length_434364_cov_19.1112_ID_17-processed-gene-1.126-mRNA-1_1&gene=augustus_masked-NODE_9_length_434364_cov_19.1112_ID_17-processed-gene-1.126&CDS=1-747
1160	OG0001160	YDR429C	augustus_masked-NODE_9_length_434364_cov_19.1112_ID_17-processed-gene-1.147-mRNA-1_1&gene=augustus_masked-NODE_9_length_434364_cov_19.1112_ID_17-processed-gene-1.147&CDS=1-810
1161	OG0001161	YDR430C	augustus_masked-NODE_18_length_215409_cov_16.9909_ID_35-processed-gene-1.91-mRNA-1_1&gene=augustus_masked-NODE_18_length_215409_cov_16.9909_ID_35-processed-gene-1.91&CDS=1-3060
1162	OG0001162	YDR432W	augustus_masked-NODE_9_length_434364_cov_19.1112_ID_17-processed-gene-1.125-mRNA-1_1&gene=augustus_masked-NODE_9_length_434364_cov_19.1112_ID_17-processed-gene-1.125&CDS=1-765
1163	OG0001163	YDR434W	maker-NODE_1_length_742767_cov_17.4374_ID_1-augustus-gene-3.56-mRNA-1_1&gene=maker-NODE_1_length_742767_cov_17.4374_ID_1-augustus-gene-3.56&CDS=1-1398
1164	OG0001164	YDR435C	augustus_masked-NODE_5_length_458826_cov_17.8614_ID_9-processed-gene-3.29-mRNA-1_1&gene=augustus_masked-NODE_5_length_458826_cov_17.8614_ID_9-processed-gene-3.29&CDS=1-1017
1165	OG0001165	YDR437W	augustus_masked-NODE_17_length_317659_cov_18.2064_ID_33-processed-gene-2.5-mRNA-1_1&gene=augustus_masked-NODE_17_length_317659_cov_18.2064_ID_33-processed-gene-2.5&CDS=1-672
1166	OG0001166	YDR440W	augustus_masked-NODE_8_length_441118_cov_18.4878_ID_15-processed-gene-3.16-mRNA-1_1&gene=augustus_masked-NODE_8_length_441118_cov_18.4878_ID_15-processed-gene-3.16&CDS=1-1992
1167	OG0001167	YDR443C	snap_masked-NODE_9_length_434364_cov_19.1112_ID_17-processed-gene-1.35-mRNA-1_1&gene=snap_masked-NODE_9_length_434364_cov_19.1112_ID_17-processed-gene-1.35&CDS=1-4056
1168	OG0001168	YDR448W	augustus_masked-NODE_2_length_728764_cov_17.4395_ID_3-processed-gene-6.31-mRNA-1_1&gene=augustus_masked-NODE_2_length_728764_cov_17.4395_ID_3-processed-gene-6.31&CDS=1-1335
1169	OG0001169	YDR449C	augustus_masked-NODE_2_length_728764_cov_17.4395_ID_3-processed-gene-6.68-mRNA-1_1&gene=augustus_masked-NODE_2_length_728764_cov_17.4395_ID_3-processed-gene-6.68&CDS=1-1242
1170	OG0001170	YDR452W	augustus_masked-NODE_41_length_25263_cov_16.77_ID_81-processed-gene-0.26-mRNA-1_1&gene=augustus_masked-NODE_41_length_25263_cov_16.77_ID_81-processed-gene-0.26&CDS=1-1926
1171	OG0001171	YDR454C	augustus_masked-NODE_7_length_451488_cov_17.0458_ID_13-processed-gene-1.5-mRNA-1_1&gene=augustus_masked-NODE_7_length_451488_cov_17.0458_ID_13-processed-gene-1.5&CDS=1-564
1172	OG0001172	YDR456W	augustus_masked-NODE_7_length_451488_cov_17.0458_ID_13-processed-gene-1.0-mRNA-1_1&gene=augustus_masked-NODE_7_length_451488_cov_17.0458_ID_13-processed-gene-1.0&CDS=1-1857
1173	OG0001173	YDR457W	maker-NODE_7_length_451488_cov_17.0458_ID_13-augustus-gene-2.148-mRNA-1_1&gene=maker-NODE_7_length_451488_cov_17.0458_ID_13-augustus-gene-2.148&CDS=1-9996
1174	OG0001174	YDR459C	snap_masked-NODE_2_length_728764_cov_17.4395_ID_3-processed-gene-2.28-mRNA-1_1&gene=snap_masked-NODE_2_length_728764_cov_17.4395_ID_3-processed-gene-2.28&CDS=1-1074
1175	OG0001175	YDR460W	augustus_masked-NODE_2_length_728764_cov_17.4395_ID_3-processed-gene-2.112-mRNA-1_1&gene=augustus_masked-NODE_2_length_728764_cov_17.4395_ID_3-processed-gene-2.112&CDS=1-969
1176	OG0001176	YDR462W	augustus_masked-NODE_14_length_397692_cov_16.2609_ID_27-processed-gene-2.321-mRNA-1_1&gene=augustus_masked-NODE_14_length_397692_cov_16.2609_ID_27-processed-gene-2.321&CDS=1-438
1177	OG0001177	YDR464W	augustus_masked-NODE_12_length_417011_cov_18.1067_ID_23-processed-gene-1.160-mRNA-1_1&gene=augustus_masked-NODE_12_length_417011_cov_18.1067_ID_23-processed-gene-1.160&CDS=1-2934
1178	OG0001178	YDR468C	augustus_masked-NODE_14_length_397692_cov_16.2609_ID_27-processed-gene-1.33-mRNA-1_1&gene=augustus_masked-NODE_14_length_397692_cov_16.2609_ID_27-processed-gene-1.33&CDS=1-636
1179	OG0001179	YDR470C	augustus_masked-NODE_14_length_397692_cov_16.2609_ID_27-processed-gene-1.9-mRNA-1_1&gene=augustus_masked-NODE_14_length_397692_cov_16.2609_ID_27-processed-gene-1.9&CDS=1-1446
1180	OG0001180	YDR472W	snap_masked-NODE_7_length_451488_cov_17.0458_ID_13-processed-gene-2.124-mRNA-1_1&gene=snap_masked-NODE_7_length_451488_cov_17.0458_ID_13-processed-gene-2.124&CDS=1-726
1181	OG0001181	YDR473C	augustus_masked-NODE_7_length_451488_cov_17.0458_ID_13-processed-gene-2.26-mRNA-1_1&gene=augustus_masked-NODE_7_length_451488_cov_17.0458_ID_13-processed-gene-2.26&CDS=1-1392
1182	OG0001182	YDR476C	augustus_masked-NODE_2_length_728764_cov_17.4395_ID_3-processed-gene-1.110-mRNA-1_1&gene=augustus_masked-NODE_2_length_728764_cov_17.4395_ID_3-processed-gene-1.110&CDS=1-636
1183	OG0001183	YDR477W	augustus_masked-NODE_17_length_317659_cov_18.2064_ID_33-processed-gene-2.27-mRNA-1_1&gene=augustus_masked-NODE_17_length_317659_cov_18.2064_ID_33-processed-gene-2.27&CDS=1-2217
1184	OG0001184	YDR479C	augustus_masked-NODE_17_length_317659_cov_18.2064_ID_33-processed-gene-2.30-mRNA-1_1&gene=augustus_masked-NODE_17_length_317659_cov_18.2064_ID_33-processed-gene-2.30&CDS=1-1611
1185	OG0001185	YDR481C	augustus_masked-NODE_10_length_432626_cov_17.7422_ID_19-processed-gene-1.29-mRNA-1_1&gene=augustus_masked-NODE_10_length_432626_cov_17.7422_ID_19-processed-gene-1.29&CDS=1-1593
1186	OG0001186	YDR482C	augustus_masked-NODE_6_length_458281_cov_18.4326_ID_11-processed-gene-1.123-mRNA-1_1&gene=augustus_masked-NODE_6_length_458281_cov_18.4326_ID_11-processed-gene-1.123&CDS=1-510
1187	OG0001187	YDR484W	augustus_masked-NODE_20_length_197731_cov_17.8952_ID_39-processed-gene-0.141-mRNA-1_1&gene=augustus_masked-NODE_20_length_197731_cov_17.8952_ID_39-processed-gene-0.141&CDS=1-1914
1188	OG0001188	YDR485C	augustus_masked-NODE_12_length_417011_cov_18.1067_ID_23-processed-gene-2.75-mRNA-1_1&gene=augustus_masked-NODE_12_length_417011_cov_18.1067_ID_23-processed-gene-2.75&CDS=1-2097
1189	OG0001189	YDR486C	augustus_masked-NODE_12_length_417011_cov_18.1067_ID_23-processed-gene-2.74-mRNA-1_1&gene=augustus_masked-NODE_12_length_417011_cov_18.1067_ID_23-processed-gene-2.74&CDS=1-642
1190	OG0001190	YDR487C	augustus_masked-NODE_12_length_417011_cov_18.1067_ID_23-processed-gene-2.98-mRNA-1_1&gene=augustus_masked-NODE_12_length_417011_cov_18.1067_ID_23-processed-gene-2.98&CDS=1-606
1191	OG0001191	YDR489W	augustus_masked-NODE_10_length_432626_cov_17.7422_ID_19-processed-gene-3.157-mRNA-1_1&gene=augustus_masked-NODE_10_length_432626_cov_17.7422_ID_19-processed-gene-3.157&CDS=1-651
1192	OG0001192	YDR495C	augustus_masked-NODE_17_length_317659_cov_18.2064_ID_33-processed-gene-2.43-mRNA-1_1&gene=augustus_masked-NODE_17_length_317659_cov_18.2064_ID_33-processed-gene-2.43&CDS=1-3009
1193	OG0001193	YDR496C	augustus_masked-NODE_4_length_469448_cov_18.9383_ID_7-processed-gene-1.94-mRNA-1_1&gene=augustus_masked-NODE_4_length_469448_cov_18.9383_ID_7-processed-gene-1.94&CDS=1-1920
1194	OG0001194	YDR498C	augustus_masked-NODE_4_length_469448_cov_18.9383_ID_7-processed-gene-1.79-mRNA-1_1&gene=augustus_masked-NODE_4_length_469448_cov_18.9383_ID_7-processed-gene-1.79&CDS=1-972
1195	OG0001195	YDR499W	snap_masked-NODE_47_length_10767_cov_16.5172_ID_93-processed-gene-0.0-mRNA-1_1&gene=snap_masked-NODE_47_length_10767_cov_16.5172_ID_93-processed-gene-0.0&CDS=1-2247
1196	OG0001196	YDR510W	augustus_masked-NODE_47_length_10767_cov_16.5172_ID_93-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-NODE_47_length_10767_cov_16.5172_ID_93-processed-gene-0.13&CDS=1-267
1197	OG0001197	YDR511W	augustus_masked-NODE_20_length_197731_cov_17.8952_ID_39-processed-gene-0.137-mRNA-1_1&gene=augustus_masked-NODE_20_length_197731_cov_17.8952_ID_39-processed-gene-0.137&CDS=1-375
1198	OG0001198	YDR512C	maker-NODE_3_length_503722_cov_17.4391_ID_5-augustus-gene-3.187-mRNA-1_1&gene=maker-NODE_3_length_503722_cov_17.4391_ID_5-augustus-gene-3.187&CDS=1-342
1199	OG0001199	YDR517W	augustus_masked-NODE_3_length_503722_cov_17.4391_ID_5-processed-gene-2.96-mRNA-1_1&gene=augustus_masked-NODE_3_length_503722_cov_17.4391_ID_5-processed-gene-2.96&CDS=1-1191
1200	OG0001200	YDR520C	snap_masked-NODE_15_length_340529_cov_18.2287_ID_29-processed-gene-1.149-mRNA-1_1&gene=snap_masked-NODE_15_length_340529_cov_18.2287_ID_29-processed-gene-1.149&CDS=1-2058
1201	OG0001201	YDR524C	snap_masked-NODE_15_length_340529_cov_18.2287_ID_29-processed-gene-1.176-mRNA-1_1&gene=snap_masked-NODE_15_length_340529_cov_18.2287_ID_29-processed-gene-1.176&CDS=1-2310
1202	OG0001202	YDR525W-A	maker-NODE_15_length_340529_cov_18.2287_ID_29-augustus-gene-1.119-mRNA-1_1&gene=maker-NODE_15_length_340529_cov_18.2287_ID_29-augustus-gene-1.119&CDS=1-240
1203	OG0001203	YDR529C	augustus_masked-NODE_37_length_43889_cov_16.5066_ID_73-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-NODE_37_length_43889_cov_16.5066_ID_73-processed-gene-0.5&CDS=1-381
1204	OG0001204	YDR531W	augustus_masked-NODE_37_length_43889_cov_16.5066_ID_73-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-NODE_37_length_43889_cov_16.5066_ID_73-processed-gene-0.6&CDS=1-1206
1205	OG0001205	YEL001C	augustus_masked-NODE_20_length_197731_cov_17.8952_ID_39-processed-gene-0.178-mRNA-1_1&gene=augustus_masked-NODE_20_length_197731_cov_17.8952_ID_39-processed-gene-0.178&CDS=1-711
1206	OG0001206	YEL002C	augustus_masked-NODE_20_length_197731_cov_17.8952_ID_39-processed-gene-0.176-mRNA-1_1&gene=augustus_masked-NODE_20_length_197731_cov_17.8952_ID_39-processed-gene-0.176&CDS=1-1251
1207	OG0001207	YEL004W	augustus_masked-NODE_10_length_432626_cov_17.7422_ID_19-processed-gene-1.2-mRNA-1_1&gene=augustus_masked-NODE_10_length_432626_cov_17.7422_ID_19-processed-gene-1.2&CDS=1-909
1208	OG0001208	YEL009C	augustus_masked-NODE_2_length_728764_cov_17.4395_ID_3-processed-gene-2.87-mRNA-1_1&gene=augustus_masked-NODE_2_length_728764_cov_17.4395_ID_3-processed-gene-2.87&CDS=1-678
1209	OG0001209	YEL011W	augustus_masked-NODE_14_length_397692_cov_16.2609_ID_27-processed-gene-2.287-mRNA-1_1&gene=augustus_masked-NODE_14_length_397692_cov_16.2609_ID_27-processed-gene-2.287&CDS=1-2076
1210	OG0001210	YEL012W	maker-NODE_3_length_503722_cov_17.4391_ID_5-augustus-gene-4.1-mRNA-1_1&gene=maker-NODE_3_length_503722_cov_17.4391_ID_5-augustus-gene-4.1&CDS=1-570
1211	OG0001211	YEL013W	augustus_masked-NODE_13_length_410127_cov_17.1021_ID_25-processed-gene-2.47-mRNA-1_1&gene=augustus_masked-NODE_13_length_410127_cov_17.1021_ID_25-processed-gene-2.47&CDS=1-1614
1212	OG0001212	YEL015W	maker-NODE_3_length_503722_cov_17.4391_ID_5-augustus-gene-4.8-mRNA-1_1&gene=maker-NODE_3_length_503722_cov_17.4391_ID_5-augustus-gene-4.8&CDS=1-1422
1213	OG0001213	YEL019C	snap_masked-NODE_7_length_451488_cov_17.0458_ID_13-processed-gene-1.122-mRNA-1_1&gene=snap_masked-NODE_7_length_451488_cov_17.0458_ID_13-processed-gene-1.122&CDS=1-825
