	OrthologID	Saccharomyces_cerevisiae	yHMPu5000035654_Tortispora_ganteri
1311	OG0001311	YGL220W	maker-flattened_line_4-augustus-gene-5.69-mRNA-1_1&gene=maker-flattened_line_4-augustus-gene-5.69&CDS=1-261
1312	OG0001312	YGL221C	augustus_masked-flattened_line_4-processed-gene-5.80-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-5.80&CDS=1-840
1313	OG0001313	YGL225W	augustus_masked-flattened_line_14-processed-gene-2.135-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-2.135&CDS=1-999
1314	OG0001314	YGL227W	augustus_masked-flattened_line_2-processed-gene-4.151-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-4.151&CDS=1-1578
1315	OG0001315	YGL231C	maker-flattened_line_70-snap-gene-0.72-mRNA-1_1&gene=maker-flattened_line_70-snap-gene-0.72&CDS=1-507
1316	OG0001316	YGL233W	augustus_masked-flattened_line_26-processed-gene-1.51-mRNA-1_1&gene=augustus_masked-flattened_line_26-processed-gene-1.51&CDS=1-2508
1317	OG0001317	YGL234W	augustus_masked-flattened_line_40-processed-gene-0.36-mRNA-1_1&gene=augustus_masked-flattened_line_40-processed-gene-0.36&CDS=1-2343
1318	OG0001318	YGL236C	augustus_masked-flattened_line_44-processed-gene-0.172-mRNA-1_1&gene=augustus_masked-flattened_line_44-processed-gene-0.172&CDS=1-2061
1319	OG0001319	YGL237C	augustus_masked-flattened_line_36-processed-gene-0.91-mRNA-1_1&gene=augustus_masked-flattened_line_36-processed-gene-0.91&CDS=1-954
1320	OG0001320	YGL238W	augustus_masked-flattened_line_44-processed-gene-0.202-mRNA-1_1&gene=augustus_masked-flattened_line_44-processed-gene-0.202&CDS=1-2850
1321	OG0001321	YGL240W	augustus_masked-flattened_line_2-processed-gene-6.176-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-6.176&CDS=1-573
1322	OG0001322	YGL241W	augustus_masked-flattened_line_12-processed-gene-1.134-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-1.134&CDS=1-3042
1323	OG0001323	YGL242C	augustus_masked-flattened_line_28-processed-gene-1.59-mRNA-1_1&gene=augustus_masked-flattened_line_28-processed-gene-1.59&CDS=1-531
1324	OG0001324	YGL243W	augustus_masked-flattened_line_28-processed-gene-1.53-mRNA-1_1&gene=augustus_masked-flattened_line_28-processed-gene-1.53&CDS=1-1029
1325	OG0001325	YGL244W	augustus_masked-flattened_line_12-processed-gene-1.106-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-1.106&CDS=1-1587
1326	OG0001326	YGL245W	augustus_masked-flattened_line_4-processed-gene-4.27-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-4.27&CDS=1-2103
1327	OG0001327	YGL246C	augustus_masked-flattened_line_26-processed-gene-1.54-mRNA-1_1&gene=augustus_masked-flattened_line_26-processed-gene-1.54&CDS=1-1116
1328	OG0001328	YGL247W	augustus_masked-flattened_line_0-processed-gene-3.59-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-3.59&CDS=1-987
1329	OG0001329	YGL248W	augustus_masked-flattened_line_14-processed-gene-0.28-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-0.28&CDS=1-1041
1330	OG0001330	YGL252C	genemark-flattened_line_8-processed-gene-4.46-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-4.46&CDS=1-1701
1331	OG0001331	YGL253W	maker-flattened_line_8-augustus-gene-4.86-mRNA-1_1&gene=maker-flattened_line_8-augustus-gene-4.86&CDS=1-1461
1332	OG0001332	YGL256W	augustus_masked-flattened_line_16-processed-gene-0.63-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-0.63&CDS=1-1458
1333	OG0001333	YGR001C	augustus_masked-flattened_line_4-processed-gene-1.120-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-1.120&CDS=1-705
1334	OG0001334	YGR002C	augustus_masked-flattened_line_8-processed-gene-4.199-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-4.199&CDS=1-1221
1335	OG0001335	YGR005C	augustus_masked-flattened_line_90-processed-gene-0.31-mRNA-1_1&gene=augustus_masked-flattened_line_90-processed-gene-0.31&CDS=1-894
1336	OG0001336	YGR007W	augustus_masked-flattened_line_8-processed-gene-4.242-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-4.242&CDS=1-1068
1337	OG0001337	YGR009C	augustus_masked-flattened_line_24-processed-gene-0.98-mRNA-1_1&gene=augustus_masked-flattened_line_24-processed-gene-0.98&CDS=1-1263
1338	OG0001338	YGR012W	augustus_masked-flattened_line_2-processed-gene-2.74-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-2.74&CDS=1-1110
1339	OG0001339	YGR014W	snap_masked-flattened_line_38-processed-gene-0.149-mRNA-1_1&gene=snap_masked-flattened_line_38-processed-gene-0.149&CDS=1-1986
1340	OG0001340	YGR017W	augustus_masked-flattened_line_52-processed-gene-0.71-mRNA-1_1&gene=augustus_masked-flattened_line_52-processed-gene-0.71&CDS=1-834
1341	OG0001341	YGR019W	augustus_masked-flattened_line_16-processed-gene-0.73-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-0.73&CDS=1-1455
1342	OG0001342	YGR020C	augustus_masked-flattened_line_58-processed-gene-0.50-mRNA-1_1&gene=augustus_masked-flattened_line_58-processed-gene-0.50&CDS=1-366
1343	OG0001343	YGR021W	augustus_masked-flattened_line_16-processed-gene-0.76-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-0.76&CDS=1-813
1344	OG0001344	YGR024C	augustus_masked-flattened_line_10-processed-gene-0.56-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-0.56&CDS=1-792
1345	OG0001345	YGR028W	augustus_masked-flattened_line_38-processed-gene-0.24-mRNA-1_1&gene=augustus_masked-flattened_line_38-processed-gene-0.24&CDS=1-1599
1346	OG0001346	YGR029W	augustus_masked-flattened_line_6-processed-gene-4.118-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-4.118&CDS=1-564
1347	OG0001347	YGR031W	augustus_masked-flattened_line_70-processed-gene-0.98-mRNA-1_1&gene=augustus_masked-flattened_line_70-processed-gene-0.98&CDS=1-843
1348	OG0001348	YGR033C	augustus_masked-flattened_line_38-processed-gene-0.61-mRNA-1_1&gene=augustus_masked-flattened_line_38-processed-gene-0.61&CDS=1-663
1349	OG0001349	YGR036C	augustus_masked-flattened_line_8-processed-gene-1.77-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-1.77&CDS=1-633
1350	OG0001350	YGR037C	genemark-flattened_line_78-processed-gene-0.71-mRNA-1_1&gene=genemark-flattened_line_78-processed-gene-0.71&CDS=1-597
1351	OG0001351	YGR044C	augustus_masked-flattened_line_4-processed-gene-2.94-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-2.94&CDS=1-1179
1352	OG0001352	YGR046W	augustus_masked-flattened_line_0-processed-gene-6.355-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-6.355&CDS=1-1218
1353	OG0001353	YGR047C	augustus_masked-flattened_line_26-processed-gene-0.60-mRNA-1_1&gene=augustus_masked-flattened_line_26-processed-gene-0.60&CDS=1-3114
1354	OG0001354	YGR048W	snap_masked-flattened_line_64-processed-gene-0.82-mRNA-1_1&gene=snap_masked-flattened_line_64-processed-gene-0.82&CDS=1-1053
1355	OG0001355	YGR055W	augustus_masked-flattened_line_8-processed-gene-4.215-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-4.215&CDS=1-1449
1356	OG0001356	YGR058W	augustus_masked-flattened_line_2-processed-gene-5.114-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-5.114&CDS=1-867
1357	OG0001357	YGR060W	augustus_masked-flattened_line_88-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-flattened_line_88-processed-gene-0.4&CDS=1-900
1358	OG0001358	YGR061C	augustus_masked-flattened_line_64-processed-gene-0.65-mRNA-1_1&gene=augustus_masked-flattened_line_64-processed-gene-0.65&CDS=1-5355
1359	OG0001359	YGR062C	augustus_masked-flattened_line_10-processed-gene-2.140-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-2.140&CDS=1-843
1360	OG0001360	YGR063C	maker-flattened_line_28-augustus-gene-0.84-mRNA-1_1&gene=maker-flattened_line_28-augustus-gene-0.84&CDS=1-330
1361	OG0001361	YGR066C	augustus_masked-flattened_line_56-processed-gene-0.73-mRNA-1_1&gene=augustus_masked-flattened_line_56-processed-gene-0.73&CDS=1-756
1362	OG0001362	YGR078C	augustus_masked-flattened_line_2-processed-gene-6.171-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-6.171&CDS=1-609
1363	OG0001363	YGR080W	maker-flattened_line_0-augustus-gene-1.107-mRNA-1_1&gene=maker-flattened_line_0-augustus-gene-1.107&CDS=1-975
1364	OG0001364	YGR082W	augustus_masked-flattened_line_32-processed-gene-0.261-mRNA-1_1&gene=augustus_masked-flattened_line_32-processed-gene-0.261&CDS=1-486
1365	OG0001365	YGR083C	augustus_masked-flattened_line_6-processed-gene-2.50-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-2.50&CDS=1-1221
1366	OG0001366	YGR086C	augustus_masked-flattened_line_26-processed-gene-1.26-mRNA-1_1&gene=augustus_masked-flattened_line_26-processed-gene-1.26&CDS=1-957
1367	OG0001367	YGR090W	augustus_masked-flattened_line_72-processed-gene-0.56-mRNA-1_1&gene=augustus_masked-flattened_line_72-processed-gene-0.56&CDS=1-3285
1368	OG0001368	YGR091W	genemark-flattened_line_4-processed-gene-2.172-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-2.172&CDS=1-1272
1369	OG0001369	YGR093W	augustus_masked-flattened_line_8-processed-gene-4.189-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-4.189&CDS=1-1236
1370	OG0001370	YGR094W	maker-flattened_line_40-augustus-gene-0.252-mRNA-1_1&gene=maker-flattened_line_40-augustus-gene-0.252&CDS=1-4236
1371	OG0001371	YGR095C	augustus_masked-flattened_line_48-processed-gene-0.44-mRNA-1_1&gene=augustus_masked-flattened_line_48-processed-gene-0.44&CDS=1-651
1372	OG0001372	YGR096W	augustus_masked-flattened_line_8-processed-gene-1.71-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-1.71&CDS=1-906
1373	OG0001373	YGR098C	augustus_masked-flattened_line_52-processed-gene-0.67-mRNA-1_1&gene=augustus_masked-flattened_line_52-processed-gene-0.67&CDS=1-5949
1374	OG0001374	YGR099W	augustus_masked-flattened_line_14-processed-gene-1.102-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-1.102&CDS=1-2553
1375	OG0001375	YGR100W	augustus_masked-flattened_line_52-processed-gene-0.72-mRNA-1_1&gene=augustus_masked-flattened_line_52-processed-gene-0.72&CDS=1-2724
1376	OG0001376	YGR101W	augustus_masked-flattened_line_24-processed-gene-0.70-mRNA-1_1&gene=augustus_masked-flattened_line_24-processed-gene-0.70&CDS=1-990
1377	OG0001377	YGR103W	snap_masked-flattened_line_16-processed-gene-1.85-mRNA-1_1&gene=snap_masked-flattened_line_16-processed-gene-1.85&CDS=1-1929
1378	OG0001378	YGR105W	maker-flattened_line_16-augustus-gene-2.0-mRNA-1_1&gene=maker-flattened_line_16-augustus-gene-2.0&CDS=1-222
1379	OG0001379	YGR110W	augustus_masked-flattened_line_18-processed-gene-0.63-mRNA-1_1&gene=augustus_masked-flattened_line_18-processed-gene-0.63&CDS=1-1275
1380	OG0001380	YGR112W	augustus_masked-flattened_line_26-processed-gene-0.93-mRNA-1_1&gene=augustus_masked-flattened_line_26-processed-gene-0.93&CDS=1-903
1381	OG0001381	YGR113W	augustus_masked-flattened_line_22-processed-gene-1.212-mRNA-1_1&gene=augustus_masked-flattened_line_22-processed-gene-1.212&CDS=1-945
1382	OG0001382	YGR116W	augustus_masked-flattened_line_12-processed-gene-1.110-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-1.110&CDS=1-4260
1383	OG0001383	YGR119C	augustus_masked-flattened_line_4-processed-gene-5.125-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-5.125&CDS=1-1050
1384	OG0001384	YGR123C	augustus_masked-flattened_line_12-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-0.6&CDS=1-1428
1385	OG0001385	YGR125W	augustus_masked-flattened_line_4-processed-gene-5.116-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-5.116&CDS=1-3171
1386	OG0001386	YGR127W	augustus_masked-flattened_line_10-processed-gene-2.123-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-2.123&CDS=1-894
1387	OG0001387	YGR128C	augustus_masked-flattened_line_36-processed-gene-0.23-mRNA-1_1&gene=augustus_masked-flattened_line_36-processed-gene-0.23&CDS=1-2130
1388	OG0001388	YGR132C	augustus_masked-flattened_line_42-processed-gene-0.117-mRNA-1_1&gene=augustus_masked-flattened_line_42-processed-gene-0.117&CDS=1-837
1389	OG0001389	YGR135W	augustus_masked-flattened_line_12-processed-gene-2.214-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-2.214&CDS=1-750
1390	OG0001390	YGR145W	augustus_masked-flattened_line_64-processed-gene-0.53-mRNA-1_1&gene=augustus_masked-flattened_line_64-processed-gene-0.53&CDS=1-1404
1391	OG0001391	YGR147C	augustus_masked-flattened_line_18-processed-gene-1.108-mRNA-1_1&gene=augustus_masked-flattened_line_18-processed-gene-1.108&CDS=1-585
1392	OG0001392	YGR150C	augustus_masked-flattened_line_2-processed-gene-6.212-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-6.212&CDS=1-1917
1393	OG0001393	YGR155W	augustus_masked-flattened_line_22-processed-gene-1.201-mRNA-1_1&gene=augustus_masked-flattened_line_22-processed-gene-1.201&CDS=1-1473
1394	OG0001394	YGR157W	augustus_masked-flattened_line_18-processed-gene-1.83-mRNA-1_1&gene=augustus_masked-flattened_line_18-processed-gene-1.83&CDS=1-2712
1395	OG0001395	YGR159C	augustus_masked-flattened_line_10-processed-gene-2.167-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-2.167&CDS=1-1449
1396	OG0001396	YGR163W	augustus_masked-flattened_line_46-processed-gene-0.46-mRNA-1_1&gene=augustus_masked-flattened_line_46-processed-gene-0.46&CDS=1-954
1397	OG0001397	YGR165W	maker-flattened_line_52-augustus-gene-0.114-mRNA-1_1&gene=maker-flattened_line_52-augustus-gene-0.114&CDS=1-996
1398	OG0001398	YGR167W	augustus_masked-flattened_line_12-processed-gene-2.268-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-2.268&CDS=1-618
1399	OG0001399	YGR170W	augustus_masked-flattened_line_44-processed-gene-0.199-mRNA-1_1&gene=augustus_masked-flattened_line_44-processed-gene-0.199&CDS=1-3126
1400	OG0001400	YGR171C	augustus_masked-flattened_line_0-processed-gene-6.268-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-6.268&CDS=1-1623
1401	OG0001401	YGR172C	augustus_masked-flattened_line_60-processed-gene-0.118-mRNA-1_1&gene=augustus_masked-flattened_line_60-processed-gene-0.118&CDS=1-663
1402	OG0001402	YGR173W	augustus_masked-flattened_line_14-processed-gene-0.34-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-0.34&CDS=1-1101
1403	OG0001403	YGR174C	snap_masked-flattened_line_62-processed-gene-0.93-mRNA-1_1&gene=snap_masked-flattened_line_62-processed-gene-0.93&CDS=1-621
1404	OG0001404	YGR175C	augustus_masked-flattened_line_8-processed-gene-4.253-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-4.253&CDS=1-1371
1405	OG0001405	YGR178C	augustus_masked-flattened_line_8-processed-gene-4.238-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-4.238&CDS=1-1965
1406	OG0001406	YGR181W	snap_masked-flattened_line_16-processed-gene-2.16-mRNA-1_1&gene=snap_masked-flattened_line_16-processed-gene-2.16&CDS=1-276
1407	OG0001407	YGR185C	augustus_masked-flattened_line_4-processed-gene-4.31-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-4.31&CDS=1-1158
1408	OG0001408	YGR186W	augustus_masked-flattened_line_0-processed-gene-3.86-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-3.86&CDS=1-1566
1409	OG0001409	YGR187C	genemark-flattened_line_0-processed-gene-3.13-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-3.13&CDS=1-2424
1410	OG0001410	YGR188C	augustus_masked-flattened_line_32-processed-gene-0.237-mRNA-1_1&gene=augustus_masked-flattened_line_32-processed-gene-0.237&CDS=1-2457
1411	OG0001411	YGR193C	augustus_masked-flattened_line_2-processed-gene-2.93-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-2.93&CDS=1-1242
1412	OG0001412	YGR194C	augustus_masked-flattened_line_52-processed-gene-0.90-mRNA-1_1&gene=augustus_masked-flattened_line_52-processed-gene-0.90&CDS=1-1689
1413	OG0001413	YGR195W	augustus_masked-flattened_line_76-processed-gene-0.60-mRNA-1_1&gene=augustus_masked-flattened_line_76-processed-gene-0.60&CDS=1-1158
1414	OG0001414	YGR200C	augustus_masked-flattened_line_62-processed-gene-0.68-mRNA-1_1&gene=augustus_masked-flattened_line_62-processed-gene-0.68&CDS=1-2169
1415	OG0001415	YGR202C	augustus_masked-flattened_line_46-processed-gene-0.35-mRNA-1_1&gene=augustus_masked-flattened_line_46-processed-gene-0.35&CDS=1-1092
1416	OG0001416	YGR203W	augustus_masked-flattened_line_0-processed-gene-4.35-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-4.35&CDS=1-414
1417	OG0001417	YGR205W	augustus_masked-flattened_line_4-processed-gene-5.85-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-5.85&CDS=1-846
1418	OG0001418	YGR207C	augustus_masked-flattened_line_26-processed-gene-0.100-mRNA-1_1&gene=augustus_masked-flattened_line_26-processed-gene-0.100&CDS=1-771
1419	OG0001419	YGR208W	augustus_masked-flattened_line_16-processed-gene-0.61-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-0.61&CDS=1-858
1420	OG0001420	YGR210C	augustus_masked-flattened_line_34-processed-gene-0.161-mRNA-1_1&gene=augustus_masked-flattened_line_34-processed-gene-0.161&CDS=1-1230
1421	OG0001421	YGR211W	augustus_masked-flattened_line_68-processed-gene-0.44-mRNA-1_1&gene=augustus_masked-flattened_line_68-processed-gene-0.44&CDS=1-1329
1422	OG0001422	YGR215W	augustus_masked-flattened_line_4-processed-gene-5.96-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-5.96&CDS=1-294
1423	OG0001423	YGR216C	augustus_masked-flattened_line_28-processed-gene-1.94-mRNA-1_1&gene=augustus_masked-flattened_line_28-processed-gene-1.94&CDS=1-2007
1424	OG0001424	YGR217W	augustus_masked-flattened_line_4-processed-gene-5.87-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-5.87&CDS=1-6006
1425	OG0001425	YGR218W	augustus_masked-flattened_line_14-processed-gene-2.150-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-2.150&CDS=1-3243
1426	OG0001426	YGR220C	augustus_masked-flattened_line_14-processed-gene-2.113-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-2.113&CDS=1-786
1427	OG0001427	YGR223C	augustus_masked-flattened_line_16-processed-gene-1.9-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-1.9&CDS=1-1095
1428	OG0001428	YGR227W	augustus_masked-flattened_line_48-processed-gene-0.21-mRNA-1_1&gene=augustus_masked-flattened_line_48-processed-gene-0.21&CDS=1-1329
1429	OG0001429	YGR229C	maker-flattened_line_14-snap-gene-2.261-mRNA-1_1&gene=maker-flattened_line_14-snap-gene-2.261&CDS=1-1380
1430	OG0001430	YGR230W	augustus_masked-flattened_line_74-processed-gene-0.45-mRNA-1_1&gene=augustus_masked-flattened_line_74-processed-gene-0.45&CDS=1-243
1431	OG0001431	YGR231C	augustus_masked-flattened_line_32-processed-gene-0.216-mRNA-1_1&gene=augustus_masked-flattened_line_32-processed-gene-0.216&CDS=1-912
1432	OG0001432	YGR233C	augustus_masked-flattened_line_14-processed-gene-2.112-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-2.112&CDS=1-3063
1433	OG0001433	YGR235C	augustus_masked-flattened_line_14-processed-gene-2.162-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-2.162&CDS=1-618
1434	OG0001434	YGR244C	augustus_masked-flattened_line_0-processed-gene-2.157-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-2.157&CDS=1-1326
1435	OG0001435	YGR245C	augustus_masked-flattened_line_16-processed-gene-1.26-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-1.26&CDS=1-2064
1436	OG0001436	YGR246C	augustus_masked-flattened_line_58-processed-gene-0.52-mRNA-1_1&gene=augustus_masked-flattened_line_58-processed-gene-0.52&CDS=1-1578
1437	OG0001437	YGR252W	augustus_masked-flattened_line_2-processed-gene-4.150-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-4.150&CDS=1-1362
1438	OG0001438	YGR253C	augustus_masked-flattened_line_62-processed-gene-0.50-mRNA-1_1&gene=augustus_masked-flattened_line_62-processed-gene-0.50&CDS=1-750
1439	OG0001439	YGR254W	augustus_masked-flattened_line_34-processed-gene-0.150-mRNA-1_1&gene=augustus_masked-flattened_line_34-processed-gene-0.150&CDS=1-1317
1440	OG0001440	YGR255C	augustus_masked-flattened_line_40-processed-gene-0.52-mRNA-1_1&gene=augustus_masked-flattened_line_40-processed-gene-0.52&CDS=1-1380
1441	OG0001441	YGR257C	augustus_masked-flattened_line_14-processed-gene-2.120-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-2.120&CDS=1-1113
1442	OG0001442	YGR258C	maker-flattened_line_16-snap-gene-1.101-mRNA-1_1&gene=maker-flattened_line_16-snap-gene-1.101&CDS=1-2307
1443	OG0001443	YGR261C	augustus_masked-flattened_line_4-processed-gene-0.73-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-0.73&CDS=1-2442
1444	OG0001444	YGR262C	augustus_masked-flattened_line_64-processed-gene-0.70-mRNA-1_1&gene=augustus_masked-flattened_line_64-processed-gene-0.70&CDS=1-654
1445	OG0001445	YGR264C	augustus_masked-flattened_line_46-processed-gene-0.57-mRNA-1_1&gene=augustus_masked-flattened_line_46-processed-gene-0.57&CDS=1-2253
1446	OG0001446	YGR266W	augustus_masked-flattened_line_22-processed-gene-1.217-mRNA-1_1&gene=augustus_masked-flattened_line_22-processed-gene-1.217&CDS=1-1878
1447	OG0001447	YGR267C	augustus_masked-flattened_line_38-processed-gene-0.49-mRNA-1_1&gene=augustus_masked-flattened_line_38-processed-gene-0.49&CDS=1-762
1448	OG0001448	YGR270W	augustus_masked-flattened_line_28-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-flattened_line_28-processed-gene-0.1&CDS=1-5220
1449	OG0001449	YGR271C-A	augustus_masked-flattened_line_58-processed-gene-0.57-mRNA-1_1&gene=augustus_masked-flattened_line_58-processed-gene-0.57&CDS=1-558
1450	OG0001450	YGR274C	augustus_masked-flattened_line_6-processed-gene-4.160-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-4.160&CDS=1-2967
1451	OG0001451	YGR276C	augustus_masked-flattened_line_36-processed-gene-0.93-mRNA-1_1&gene=augustus_masked-flattened_line_36-processed-gene-0.93&CDS=1-1740
1452	OG0001452	YGR277C	augustus_masked-flattened_line_2-processed-gene-2.97-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-2.97&CDS=1-1089
1453	OG0001453	YGR278W	genemark-flattened_line_52-processed-gene-0.134-mRNA-1_1&gene=genemark-flattened_line_52-processed-gene-0.134&CDS=1-1794
1454	OG0001454	YGR280C	augustus_masked-flattened_line_8-processed-gene-1.92-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-1.92&CDS=1-741
1455	OG0001455	YGR282C	augustus_masked-flattened_line_14-processed-gene-0.15-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-0.15&CDS=1-921
1456	OG0001456	YGR284C	augustus_masked-flattened_line_10-processed-gene-0.76-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-0.76&CDS=1-936
1457	OG0001457	YGR285C	augustus_masked-flattened_line_0-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-0.2&CDS=1-1278
1458	OG0001458	YHL002W	augustus_masked-flattened_line_4-processed-gene-1.107-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-1.107&CDS=1-1749
1459	OG0001459	YHL004W	augustus_masked-flattened_line_28-processed-gene-1.71-mRNA-1_1&gene=augustus_masked-flattened_line_28-processed-gene-1.71&CDS=1-1128
1460	OG0001460	YHL010C	augustus_masked-flattened_line_4-processed-gene-4.37-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-4.37&CDS=1-1692
1461	OG0001461	YHL011C	augustus_masked-flattened_line_60-processed-gene-0.139-mRNA-1_1&gene=augustus_masked-flattened_line_60-processed-gene-0.139&CDS=1-954
1462	OG0001462	YHL015W	augustus_masked-flattened_line_72-processed-gene-0.57-mRNA-1_1&gene=augustus_masked-flattened_line_72-processed-gene-0.57&CDS=1-393
1463	OG0001463	YHL016C	augustus_masked-flattened_line_20-processed-gene-1.250-mRNA-1_1&gene=augustus_masked-flattened_line_20-processed-gene-1.250&CDS=1-2016
1464	OG0001464	YHL020C	augustus_masked-flattened_line_2-processed-gene-3.72-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-3.72&CDS=1-1164
1465	OG0001465	YHL021C	augustus_masked-flattened_line_32-processed-gene-0.275-mRNA-1_1&gene=augustus_masked-flattened_line_32-processed-gene-0.275&CDS=1-1209
1466	OG0001466	YHL022C	augustus_masked-flattened_line_30-processed-gene-0.147-mRNA-1_1&gene=augustus_masked-flattened_line_30-processed-gene-0.147&CDS=1-972
1467	OG0001467	YHL023C	augustus_masked-flattened_line_36-processed-gene-0.46-mRNA-1_1&gene=augustus_masked-flattened_line_36-processed-gene-0.46&CDS=1-2373
1468	OG0001468	YHL024W	augustus_masked-flattened_line_14-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-0.1&CDS=1-1980
1469	OG0001469	YHL027W	augustus_masked-flattened_line_8-processed-gene-1.90-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-1.90&CDS=1-1881
1470	OG0001470	YHL028W	augustus_masked-flattened_line_22-processed-gene-1.196-mRNA-1_1&gene=augustus_masked-flattened_line_22-processed-gene-1.196&CDS=1-1317
1471	OG0001471	YHL029C	augustus_masked-flattened_line_6-processed-gene-1.110-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-1.110&CDS=1-1374
1472	OG0001472	YHL030W	augustus_masked-flattened_line_82-processed-gene-0.18-mRNA-1_1&gene=augustus_masked-flattened_line_82-processed-gene-0.18&CDS=1-5394
1473	OG0001473	YHL031C	augustus_masked-flattened_line_6-processed-gene-4.109-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-4.109&CDS=1-636
1474	OG0001474	YHL032C	augustus_masked-flattened_line_10-processed-gene-1.105-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-1.105&CDS=1-1539
