	OrthologID	Saccharomyces_cerevisiae	yHMPu5000035667_Kurtzmaniella_cleridarum
1743	OG0001743	YHR011W	snap_masked-flattened_line_452-processed-gene-0.9-mRNA-1_1&gene=snap_masked-flattened_line_452-processed-gene-0.9&CDS=1-1422
1744	OG0001744	YHR012W	snap_masked-flattened_line_260-processed-gene-0.45-mRNA-1_1&gene=snap_masked-flattened_line_260-processed-gene-0.45&CDS=1-888
1745	OG0001745	YHR013C	augustus_masked-flattened_line_56-processed-gene-0.107-mRNA-1_1&gene=augustus_masked-flattened_line_56-processed-gene-0.107&CDS=1-495
1746	OG0001746	YHR018C	snap_masked-flattened_line_102-processed-gene-0.33-mRNA-1_1&gene=snap_masked-flattened_line_102-processed-gene-0.33&CDS=1-1392
1747	OG0001747	YHR019C	augustus_masked-flattened_line_102-processed-gene-0.101-mRNA-1_1&gene=augustus_masked-flattened_line_102-processed-gene-0.101&CDS=1-1653
1748	OG0001748	YHR020W	augustus_masked-flattened_line_376-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-flattened_line_376-processed-gene-0.0&CDS=1-2034
1749	OG0001749	YHR024C	snap_masked-flattened_line_84-processed-gene-0.95-mRNA-1_1&gene=snap_masked-flattened_line_84-processed-gene-0.95&CDS=1-1449
1750	OG0001750	YHR025W	snap_masked-flattened_line_84-processed-gene-0.96-mRNA-1_1&gene=snap_masked-flattened_line_84-processed-gene-0.96&CDS=1-1056
1751	OG0001751	YHR027C	snap_masked-flattened_line_8-processed-gene-0.106-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-0.106&CDS=1-2865
1752	OG0001752	YHR030C	snap_masked-flattened_line_2-processed-gene-1.149-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-1.149&CDS=1-1728
1753	OG0001753	YHR034C	augustus_masked-flattened_line_256-processed-gene-0.32-mRNA-1_1&gene=augustus_masked-flattened_line_256-processed-gene-0.32&CDS=1-1026
1754	OG0001754	YHR037W	snap_masked-flattened_line_354-processed-gene-0.6-mRNA-1_1&gene=snap_masked-flattened_line_354-processed-gene-0.6&CDS=1-1773
1755	OG0001755	YHR039C	snap_masked-flattened_line_182-processed-gene-0.37-mRNA-1_1&gene=snap_masked-flattened_line_182-processed-gene-0.37&CDS=1-1851
1756	OG0001756	YHR039C-A	snap_masked-flattened_line_182-processed-gene-0.31-mRNA-1_1&gene=snap_masked-flattened_line_182-processed-gene-0.31&CDS=1-330
1757	OG0001757	YHR040W	augustus_masked-flattened_line_326-processed-gene-0.32-mRNA-1_1&gene=augustus_masked-flattened_line_326-processed-gene-0.32&CDS=1-1470
1758	OG0001758	YHR041C	snap_masked-flattened_line_252-processed-gene-0.22-mRNA-1_1&gene=snap_masked-flattened_line_252-processed-gene-0.22&CDS=1-645
1759	OG0001759	YHR042W	snap_masked-flattened_line_318-processed-gene-0.5-mRNA-1_1&gene=snap_masked-flattened_line_318-processed-gene-0.5&CDS=1-2046
1760	OG0001760	YHR045W	augustus_masked-flattened_line_352-processed-gene-0.30-mRNA-1_1&gene=augustus_masked-flattened_line_352-processed-gene-0.30&CDS=1-1410
1761	OG0001761	YHR048W	snap_masked-flattened_line_8-processed-gene-1.109-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-1.109&CDS=1-1461
1762	OG0001762	YHR049W	snap_masked-flattened_line_16-processed-gene-0.192-mRNA-1_1&gene=snap_masked-flattened_line_16-processed-gene-0.192&CDS=1-789
1763	OG0001763	YHR051W	maker-flattened_line_294-snap-gene-0.24-mRNA-1_1&gene=maker-flattened_line_294-snap-gene-0.24&CDS=1-432
1764	OG0001764	YHR052W	snap_masked-flattened_line_8-processed-gene-1.113-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-1.113&CDS=1-1149
1765	OG0001765	YHR059W	snap_masked-flattened_line_222-processed-gene-0.23-mRNA-1_1&gene=snap_masked-flattened_line_222-processed-gene-0.23&CDS=1-423
1766	OG0001766	YHR062C	snap_masked-flattened_line_136-processed-gene-0.40-mRNA-1_1&gene=snap_masked-flattened_line_136-processed-gene-0.40&CDS=1-930
1767	OG0001767	YHR063C	snap_masked-flattened_line_36-processed-gene-0.106-mRNA-1_1&gene=snap_masked-flattened_line_36-processed-gene-0.106&CDS=1-1086
1768	OG0001768	YHR064C	snap_masked-flattened_line_104-processed-gene-0.36-mRNA-1_1&gene=snap_masked-flattened_line_104-processed-gene-0.36&CDS=1-1608
1769	OG0001769	YHR065C	snap_masked-flattened_line_126-processed-gene-0.59-mRNA-1_1&gene=snap_masked-flattened_line_126-processed-gene-0.59&CDS=1-1425
1770	OG0001770	YHR067W	augustus_masked-flattened_line_12-processed-gene-0.222-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-0.222&CDS=1-885
1771	OG0001771	YHR068W	snap_masked-flattened_line_96-processed-gene-0.78-mRNA-1_1&gene=snap_masked-flattened_line_96-processed-gene-0.78&CDS=1-1131
1772	OG0001772	YHR069C	snap_masked-flattened_line_338-processed-gene-0.11-mRNA-1_1&gene=snap_masked-flattened_line_338-processed-gene-0.11&CDS=1-996
1773	OG0001773	YHR070W	augustus_masked-flattened_line_338-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-flattened_line_338-processed-gene-0.7&CDS=1-1428
1774	OG0001774	YHR071W	genemark-flattened_line_352-processed-gene-0.8-mRNA-1_1&gene=genemark-flattened_line_352-processed-gene-0.8&CDS=1-903
1775	OG0001775	YHR072W	snap_masked-flattened_line_16-processed-gene-0.161-mRNA-1_1&gene=snap_masked-flattened_line_16-processed-gene-0.161&CDS=1-2256
1776	OG0001776	YHR072W-A	snap_masked-flattened_line_104-processed-gene-0.61-mRNA-1_1&gene=snap_masked-flattened_line_104-processed-gene-0.61&CDS=1-180
1777	OG0001777	YHR073W	snap_masked-flattened_line_318-processed-gene-0.7-mRNA-1_1&gene=snap_masked-flattened_line_318-processed-gene-0.7&CDS=1-2598
1778	OG0001778	YHR074W	snap_masked-flattened_line_6-processed-gene-1.178-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-1.178&CDS=1-2142
1779	OG0001779	YHR075C	snap_masked-flattened_line_6-processed-gene-1.152-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-1.152&CDS=1-1125
1780	OG0001780	YHR076W	augustus_masked-flattened_line_8-processed-gene-1.31-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-1.31&CDS=1-1065
1781	OG0001781	YHR077C	augustus_masked-flattened_line_8-processed-gene-1.57-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-1.57&CDS=1-3246
1782	OG0001782	YHR078W	snap_masked-flattened_line_78-processed-gene-0.56-mRNA-1_1&gene=snap_masked-flattened_line_78-processed-gene-0.56&CDS=1-1713
1783	OG0001783	YHR079C	snap_masked-flattened_line_28-processed-gene-0.8-mRNA-1_1&gene=snap_masked-flattened_line_28-processed-gene-0.8&CDS=1-3345
1784	OG0001784	YHR081W	snap_masked-flattened_line_28-processed-gene-0.39-mRNA-1_1&gene=snap_masked-flattened_line_28-processed-gene-0.39&CDS=1-573
1785	OG0001785	YHR084W	snap_masked-flattened_line_148-processed-gene-0.42-mRNA-1_1&gene=snap_masked-flattened_line_148-processed-gene-0.42&CDS=1-1644
1786	OG0001786	YHR085W	maker-flattened_line_10-augustus-gene-1.111-mRNA-1_1&gene=maker-flattened_line_10-augustus-gene-1.111&CDS=1-1803
1787	OG0001787	YHR086W	snap_masked-flattened_line_182-processed-gene-0.36-mRNA-1_1&gene=snap_masked-flattened_line_182-processed-gene-0.36&CDS=1-1356
1788	OG0001788	YHR087W	snap_masked-flattened_line_364-processed-gene-0.20-mRNA-1_1&gene=snap_masked-flattened_line_364-processed-gene-0.20&CDS=1-303
1789	OG0001789	YHR088W	snap_masked-flattened_line_12-processed-gene-0.167-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-0.167&CDS=1-891
1790	OG0001790	YHR089C	snap_masked-flattened_line_190-processed-gene-0.45-mRNA-1_1&gene=snap_masked-flattened_line_190-processed-gene-0.45&CDS=1-573
1791	OG0001791	YHR090C	snap_masked-flattened_line_8-processed-gene-1.94-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-1.94&CDS=1-828
1792	OG0001792	YHR098C	snap_masked-flattened_line_8-processed-gene-1.93-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-1.93&CDS=1-2892
1793	OG0001793	YHR099W	snap_masked-flattened_line_158-processed-gene-0.3-mRNA-1_1&gene=snap_masked-flattened_line_158-processed-gene-0.3&CDS=1-11418
1794	OG0001794	YHR100C	snap_masked-flattened_line_158-processed-gene-0.12-mRNA-1_1&gene=snap_masked-flattened_line_158-processed-gene-0.12&CDS=1-627
1795	OG0001795	YHR104W	snap_masked-flattened_line_166-processed-gene-0.40-mRNA-1_1&gene=snap_masked-flattened_line_166-processed-gene-0.40&CDS=1-954
1796	OG0001796	YHR105W	snap_masked-flattened_line_214-processed-gene-0.1-mRNA-1_1&gene=snap_masked-flattened_line_214-processed-gene-0.1&CDS=1-429
1797	OG0001797	YHR107C	snap_masked-flattened_line_24-processed-gene-0.126-mRNA-1_1&gene=snap_masked-flattened_line_24-processed-gene-0.126&CDS=1-1170
1798	OG0001798	YHR109W	snap_masked-flattened_line_82-processed-gene-0.41-mRNA-1_1&gene=snap_masked-flattened_line_82-processed-gene-0.41&CDS=1-1647
1799	OG0001799	YHR111W	maker-flattened_line_48-snap-gene-0.53-mRNA-1_1&gene=maker-flattened_line_48-snap-gene-0.53&CDS=1-1980
1800	OG0001800	YHR112C	snap_masked-flattened_line_126-processed-gene-0.51-mRNA-1_1&gene=snap_masked-flattened_line_126-processed-gene-0.51&CDS=1-1122
1801	OG0001801	YHR113W	snap_masked-flattened_line_50-processed-gene-0.65-mRNA-1_1&gene=snap_masked-flattened_line_50-processed-gene-0.65&CDS=1-1443
1802	OG0001802	YHR114W	snap_masked-flattened_line_136-processed-gene-0.61-mRNA-1_1&gene=snap_masked-flattened_line_136-processed-gene-0.61&CDS=1-1842
1803	OG0001803	YHR116W	snap_masked-flattened_line_100-processed-gene-0.78-mRNA-1_1&gene=snap_masked-flattened_line_100-processed-gene-0.78&CDS=1-363
1804	OG0001804	YHR120W	augustus_masked-flattened_line_392-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-flattened_line_392-processed-gene-0.14&CDS=1-5595
1805	OG0001805	YHR121W	augustus_masked-flattened_line_332-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-flattened_line_332-processed-gene-0.1&CDS=1-609
1806	OG0001806	YHR122W	snap_masked-flattened_line_332-processed-gene-0.13-mRNA-1_1&gene=snap_masked-flattened_line_332-processed-gene-0.13&CDS=1-612
1807	OG0001807	YHR123W	snap_masked-flattened_line_66-processed-gene-0.161-mRNA-1_1&gene=snap_masked-flattened_line_66-processed-gene-0.161&CDS=1-1200
1808	OG0001808	YHR128W	snap_masked-flattened_line_394-processed-gene-0.19-mRNA-1_1&gene=snap_masked-flattened_line_394-processed-gene-0.19&CDS=1-645
1809	OG0001809	YHR132C	maker-flattened_line_16-snap-gene-0.95-mRNA-1_1&gene=maker-flattened_line_16-snap-gene-0.95&CDS=1-3789
1810	OG0001810	YHR134W	snap_masked-flattened_line_16-processed-gene-0.159-mRNA-1_1&gene=snap_masked-flattened_line_16-processed-gene-0.159&CDS=1-1395
1811	OG0001811	YHR137W	snap_masked-flattened_line_306-processed-gene-0.19-mRNA-1_1&gene=snap_masked-flattened_line_306-processed-gene-0.19&CDS=1-1503
1812	OG0001812	YHR142W	augustus_masked-flattened_line_10-processed-gene-0.87-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-0.87&CDS=1-924
1813	OG0001813	YHR143W-A	snap_masked-flattened_line_6-processed-gene-0.99-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-0.99&CDS=1-219
1814	OG0001814	YHR144C	snap_masked-flattened_line_6-processed-gene-0.100-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-0.100&CDS=1-1044
1815	OG0001815	YHR147C	augustus_masked-flattened_line_230-processed-gene-0.34-mRNA-1_1&gene=augustus_masked-flattened_line_230-processed-gene-0.34&CDS=1-627
1816	OG0001816	YHR148W	augustus_masked-flattened_line_230-processed-gene-0.39-mRNA-1_1&gene=augustus_masked-flattened_line_230-processed-gene-0.39&CDS=1-549
1817	OG0001817	YHR150W	snap_masked-flattened_line_120-processed-gene-0.41-mRNA-1_1&gene=snap_masked-flattened_line_120-processed-gene-0.41&CDS=1-1512
1818	OG0001818	YHR151C	augustus_masked-flattened_line_88-processed-gene-0.96-mRNA-1_1&gene=augustus_masked-flattened_line_88-processed-gene-0.96&CDS=1-1878
1819	OG0001819	YHR154W	augustus_masked-flattened_line_6-processed-gene-1.43-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-1.43&CDS=1-2304
1820	OG0001820	YHR156C	augustus_masked-flattened_line_44-processed-gene-0.40-mRNA-1_1&gene=augustus_masked-flattened_line_44-processed-gene-0.40&CDS=1-1176
1821	OG0001821	YHR163W	snap_masked-flattened_line_64-processed-gene-0.79-mRNA-1_1&gene=snap_masked-flattened_line_64-processed-gene-0.79&CDS=1-774
1822	OG0001822	YHR164C	augustus_masked-flattened_line_266-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-flattened_line_266-processed-gene-0.3&CDS=1-4173
1823	OG0001823	YHR165C	snap_masked-flattened_line_154-processed-gene-0.55-mRNA-1_1&gene=snap_masked-flattened_line_154-processed-gene-0.55&CDS=1-7191
1824	OG0001824	YHR166C	snap_masked-flattened_line_154-processed-gene-0.56-mRNA-1_1&gene=snap_masked-flattened_line_154-processed-gene-0.56&CDS=1-1653
1825	OG0001825	YHR168W	snap_masked-flattened_line_64-processed-gene-0.89-mRNA-1_1&gene=snap_masked-flattened_line_64-processed-gene-0.89&CDS=1-1644
1826	OG0001826	YHR169W	snap_masked-flattened_line_64-processed-gene-0.69-mRNA-1_1&gene=snap_masked-flattened_line_64-processed-gene-0.69&CDS=1-1341
1827	OG0001827	YHR170W	snap_masked-flattened_line_64-processed-gene-0.94-mRNA-1_1&gene=snap_masked-flattened_line_64-processed-gene-0.94&CDS=1-1554
1828	OG0001828	YHR171W	snap_masked-flattened_line_64-processed-gene-0.93-mRNA-1_1&gene=snap_masked-flattened_line_64-processed-gene-0.93&CDS=1-1890
1829	OG0001829	YHR172W	snap_masked-flattened_line_64-processed-gene-0.92-mRNA-1_1&gene=snap_masked-flattened_line_64-processed-gene-0.92&CDS=1-2619
1830	OG0001830	YHR175W	snap_masked-flattened_line_50-processed-gene-0.97-mRNA-1_1&gene=snap_masked-flattened_line_50-processed-gene-0.97&CDS=1-474
1831	OG0001831	YHR181W	snap_masked-flattened_line_420-processed-gene-0.8-mRNA-1_1&gene=snap_masked-flattened_line_420-processed-gene-0.8&CDS=1-648
1832	OG0001832	YHR182C-A	snap_masked-flattened_line_18-processed-gene-0.27-mRNA-1_1&gene=snap_masked-flattened_line_18-processed-gene-0.27&CDS=1-705
1833	OG0001833	YHR183W	augustus_masked-flattened_line_18-processed-gene-0.225-mRNA-1_1&gene=augustus_masked-flattened_line_18-processed-gene-0.225&CDS=1-1482
1834	OG0001834	YHR186C	snap_masked-flattened_line_126-processed-gene-0.39-mRNA-1_1&gene=snap_masked-flattened_line_126-processed-gene-0.39&CDS=1-4374
1835	OG0001835	YHR187W	snap_masked-flattened_line_162-processed-gene-0.41-mRNA-1_1&gene=snap_masked-flattened_line_162-processed-gene-0.41&CDS=1-924
1836	OG0001836	YHR188C	augustus_masked-flattened_line_162-processed-gene-0.49-mRNA-1_1&gene=augustus_masked-flattened_line_162-processed-gene-0.49&CDS=1-1758
1837	OG0001837	YHR190W	augustus_masked-flattened_line_272-processed-gene-0.29-mRNA-1_1&gene=augustus_masked-flattened_line_272-processed-gene-0.29&CDS=1-1341
1838	OG0001838	YHR191C	snap_masked-flattened_line_18-processed-gene-0.59-mRNA-1_1&gene=snap_masked-flattened_line_18-processed-gene-0.59&CDS=1-396
1839	OG0001839	YHR193C	snap_masked-flattened_line_18-processed-gene-0.66-mRNA-1_1&gene=snap_masked-flattened_line_18-processed-gene-0.66&CDS=1-522
1840	OG0001840	YHR194W	snap_masked-flattened_line_20-processed-gene-0.126-mRNA-1_1&gene=snap_masked-flattened_line_20-processed-gene-0.126&CDS=1-1791
1841	OG0001841	YHR196W	augustus_masked-flattened_line_314-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-flattened_line_314-processed-gene-0.14&CDS=1-1719
1842	OG0001842	YHR197W	snap_masked-flattened_line_58-processed-gene-0.127-mRNA-1_1&gene=snap_masked-flattened_line_58-processed-gene-0.127&CDS=1-2160
1843	OG0001843	YHR200W	snap_masked-flattened_line_448-processed-gene-0.13-mRNA-1_1&gene=snap_masked-flattened_line_448-processed-gene-0.13&CDS=1-798
1844	OG0001844	YHR201C	snap_masked-flattened_line_168-processed-gene-0.15-mRNA-1_1&gene=snap_masked-flattened_line_168-processed-gene-0.15&CDS=1-1212
1845	OG0001845	YHR202W	snap_masked-flattened_line_262-processed-gene-0.22-mRNA-1_1&gene=snap_masked-flattened_line_262-processed-gene-0.22&CDS=1-1872
1846	OG0001846	YHR205W	genemark-flattened_line_282-processed-gene-0.20-mRNA-1_1&gene=genemark-flattened_line_282-processed-gene-0.20&CDS=1-2166
1847	OG0001847	YHR207C	snap_masked-flattened_line_54-processed-gene-0.61-mRNA-1_1&gene=snap_masked-flattened_line_54-processed-gene-0.61&CDS=1-1446
1848	OG0001848	YIL001W	snap_masked-flattened_line_28-processed-gene-0.31-mRNA-1_1&gene=snap_masked-flattened_line_28-processed-gene-0.31&CDS=1-1902
1849	OG0001849	YIL003W	augustus_masked-flattened_line_38-processed-gene-0.118-mRNA-1_1&gene=augustus_masked-flattened_line_38-processed-gene-0.118&CDS=1-909
1850	OG0001850	YIL004C	snap_masked-flattened_line_38-processed-gene-0.39-mRNA-1_1&gene=snap_masked-flattened_line_38-processed-gene-0.39&CDS=1-435
1851	OG0001851	YIL007C	snap_masked-flattened_line_20-processed-gene-0.113-mRNA-1_1&gene=snap_masked-flattened_line_20-processed-gene-0.113&CDS=1-696
1852	OG0001852	YIL008W	snap_masked-flattened_line_20-processed-gene-0.86-mRNA-1_1&gene=snap_masked-flattened_line_20-processed-gene-0.86&CDS=1-300
1853	OG0001853	YIL010W	snap_masked-flattened_line_4-processed-gene-0.22-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-0.22&CDS=1-663
1854	OG0001854	YIL016W	snap_masked-flattened_line_244-processed-gene-0.1-mRNA-1_1&gene=snap_masked-flattened_line_244-processed-gene-0.1&CDS=1-549
1855	OG0001855	YIL020C	augustus_masked-flattened_line_78-processed-gene-0.20-mRNA-1_1&gene=augustus_masked-flattened_line_78-processed-gene-0.20&CDS=1-807
1856	OG0001856	YIL021W	snap_masked-flattened_line_78-processed-gene-0.42-mRNA-1_1&gene=snap_masked-flattened_line_78-processed-gene-0.42&CDS=1-912
1857	OG0001857	YIL022W	snap_masked-flattened_line_238-processed-gene-0.12-mRNA-1_1&gene=snap_masked-flattened_line_238-processed-gene-0.12&CDS=1-1272
1858	OG0001858	YIL024C	snap_masked-flattened_line_54-processed-gene-0.69-mRNA-1_1&gene=snap_masked-flattened_line_54-processed-gene-0.69&CDS=1-465
1859	OG0001859	YIL026C	snap_masked-flattened_line_6-processed-gene-0.113-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-0.113&CDS=1-3207
1860	OG0001860	YIL027C	snap_masked-flattened_line_8-processed-gene-0.92-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-0.92&CDS=1-369
1861	OG0001861	YIL030C	snap_masked-flattened_line_54-processed-gene-0.87-mRNA-1_1&gene=snap_masked-flattened_line_54-processed-gene-0.87&CDS=1-3330
1862	OG0001862	YIL031W	snap_masked-flattened_line_238-processed-gene-0.2-mRNA-1_1&gene=snap_masked-flattened_line_238-processed-gene-0.2&CDS=1-2565
1863	OG0001863	YIL033C	snap_masked-flattened_line_6-processed-gene-1.183-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-1.183&CDS=1-1392
1864	OG0001864	YIL034C	snap_masked-flattened_line_252-processed-gene-0.20-mRNA-1_1&gene=snap_masked-flattened_line_252-processed-gene-0.20&CDS=1-840
1865	OG0001865	YIL039W	snap_masked-flattened_line_4-processed-gene-0.6-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-0.6&CDS=1-1473
1866	OG0001866	YIL041W	snap_masked-flattened_line_306-processed-gene-0.20-mRNA-1_1&gene=snap_masked-flattened_line_306-processed-gene-0.20&CDS=1-933
1867	OG0001867	YIL042C	snap_masked-flattened_line_96-processed-gene-0.96-mRNA-1_1&gene=snap_masked-flattened_line_96-processed-gene-0.96&CDS=1-1263
1868	OG0001868	YIL043C	snap_masked-flattened_line_306-processed-gene-0.24-mRNA-1_1&gene=snap_masked-flattened_line_306-processed-gene-0.24&CDS=1-849
1869	OG0001869	YIL044C	augustus_masked-flattened_line_38-processed-gene-0.150-mRNA-1_1&gene=augustus_masked-flattened_line_38-processed-gene-0.150&CDS=1-1065
1870	OG0001870	YIL046W	snap_masked-flattened_line_22-processed-gene-0.72-mRNA-1_1&gene=snap_masked-flattened_line_22-processed-gene-0.72&CDS=1-2013
1871	OG0001871	YIL047C	snap_masked-flattened_line_96-processed-gene-0.98-mRNA-1_1&gene=snap_masked-flattened_line_96-processed-gene-0.98&CDS=1-2955
1872	OG0001872	YIL048W	augustus_masked-flattened_line_292-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-flattened_line_292-processed-gene-0.7&CDS=1-3495
1873	OG0001873	YIL049W	maker-flattened_line_152-snap-gene-0.79-mRNA-1_1&gene=maker-flattened_line_152-snap-gene-0.79&CDS=1-2010
1874	OG0001874	YIL061C	snap_masked-flattened_line_278-processed-gene-0.0-mRNA-1_1&gene=snap_masked-flattened_line_278-processed-gene-0.0&CDS=1-969
1875	OG0001875	YIL062C	snap_masked-flattened_line_166-processed-gene-0.38-mRNA-1_1&gene=snap_masked-flattened_line_166-processed-gene-0.38&CDS=1-465
1876	OG0001876	YIL063C	snap_masked-flattened_line_278-processed-gene-0.1-mRNA-1_1&gene=snap_masked-flattened_line_278-processed-gene-0.1&CDS=1-1062
1877	OG0001877	YIL064W	snap_masked-flattened_line_278-processed-gene-0.9-mRNA-1_1&gene=snap_masked-flattened_line_278-processed-gene-0.9&CDS=1-717
1878	OG0001878	YIL065C	augustus_masked-flattened_line_16-processed-gene-0.84-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-0.84&CDS=1-459
1879	OG0001879	YIL067C	snap_masked-flattened_line_90-processed-gene-0.40-mRNA-1_1&gene=snap_masked-flattened_line_90-processed-gene-0.40&CDS=1-2151
1880	OG0001880	YIL068C	snap_masked-flattened_line_28-processed-gene-0.62-mRNA-1_1&gene=snap_masked-flattened_line_28-processed-gene-0.62&CDS=1-2463
1881	OG0001881	YIL070C	snap_masked-flattened_line_446-processed-gene-0.7-mRNA-1_1&gene=snap_masked-flattened_line_446-processed-gene-0.7&CDS=1-756
1882	OG0001882	YIL075C	snap_masked-flattened_line_378-processed-gene-0.10-mRNA-1_1&gene=snap_masked-flattened_line_378-processed-gene-0.10&CDS=1-2847
1883	OG0001883	YIL076W	snap_masked-flattened_line_46-processed-gene-0.91-mRNA-1_1&gene=snap_masked-flattened_line_46-processed-gene-0.91&CDS=1-936
1884	OG0001884	YIL078W	snap_masked-flattened_line_46-processed-gene-0.94-mRNA-1_1&gene=snap_masked-flattened_line_46-processed-gene-0.94&CDS=1-2196
1885	OG0001885	YIL083C	snap_masked-flattened_line_406-processed-gene-0.1-mRNA-1_1&gene=snap_masked-flattened_line_406-processed-gene-0.1&CDS=1-1011
1886	OG0001886	YIL084C	maker-flattened_line_218-snap-gene-0.17-mRNA-1_1&gene=maker-flattened_line_218-snap-gene-0.17&CDS=1-1029
1887	OG0001887	YIL087C	snap_masked-flattened_line_462-processed-gene-0.7-mRNA-1_1&gene=snap_masked-flattened_line_462-processed-gene-0.7&CDS=1-429
1888	OG0001888	YIL090W	snap_masked-flattened_line_462-processed-gene-0.6-mRNA-1_1&gene=snap_masked-flattened_line_462-processed-gene-0.6&CDS=1-1239
1889	OG0001889	YIL091C	snap_masked-flattened_line_462-processed-gene-0.4-mRNA-1_1&gene=snap_masked-flattened_line_462-processed-gene-0.4&CDS=1-2229
1890	OG0001890	YIL093C	snap_masked-flattened_line_502-processed-gene-0.5-mRNA-1_1&gene=snap_masked-flattened_line_502-processed-gene-0.5&CDS=1-783
1891	OG0001891	YIL094C	snap_masked-flattened_line_122-processed-gene-0.68-mRNA-1_1&gene=snap_masked-flattened_line_122-processed-gene-0.68&CDS=1-1140
1892	OG0001892	YIL096C	snap_masked-flattened_line_54-processed-gene-0.50-mRNA-1_1&gene=snap_masked-flattened_line_54-processed-gene-0.50&CDS=1-936
1893	OG0001893	YIL097W	snap_masked-flattened_line_98-processed-gene-0.13-mRNA-1_1&gene=snap_masked-flattened_line_98-processed-gene-0.13&CDS=1-1521
1894	OG0001894	YIL098C	snap_masked-flattened_line_132-processed-gene-0.53-mRNA-1_1&gene=snap_masked-flattened_line_132-processed-gene-0.53&CDS=1-435
1895	OG0001895	YIL099W	snap_masked-flattened_line_8-processed-gene-0.113-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-0.113&CDS=1-1560
1896	OG0001896	YIL101C	snap_masked-flattened_line_146-processed-gene-0.11-mRNA-1_1&gene=snap_masked-flattened_line_146-processed-gene-0.11&CDS=1-1404
1897	OG0001897	YIL103W	snap_masked-flattened_line_146-processed-gene-0.3-mRNA-1_1&gene=snap_masked-flattened_line_146-processed-gene-0.3&CDS=1-1224
1898	OG0001898	YIL104C	snap_masked-flattened_line_146-processed-gene-0.9-mRNA-1_1&gene=snap_masked-flattened_line_146-processed-gene-0.9&CDS=1-1497
1899	OG0001899	YIL106W	snap_masked-flattened_line_74-processed-gene-0.60-mRNA-1_1&gene=snap_masked-flattened_line_74-processed-gene-0.60&CDS=1-813
1900	OG0001900	YIL107C	snap_masked-flattened_line_426-processed-gene-0.5-mRNA-1_1&gene=snap_masked-flattened_line_426-processed-gene-0.5&CDS=1-2706
1901	OG0001901	YIL108W	augustus_masked-flattened_line_188-processed-gene-0.41-mRNA-1_1&gene=augustus_masked-flattened_line_188-processed-gene-0.41&CDS=1-2193
1902	OG0001902	YIL109C	snap_masked-flattened_line_310-processed-gene-0.5-mRNA-1_1&gene=snap_masked-flattened_line_310-processed-gene-0.5&CDS=1-2781
1903	OG0001903	YIL110W	snap_masked-flattened_line_426-processed-gene-0.6-mRNA-1_1&gene=snap_masked-flattened_line_426-processed-gene-0.6&CDS=1-1038
1904	OG0001904	YIL115C	snap_masked-flattened_line_2-processed-gene-0.62-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-0.62&CDS=1-4182
1905	OG0001905	YIL116W	snap_masked-flattened_line_144-processed-gene-0.4-mRNA-1_1&gene=snap_masked-flattened_line_144-processed-gene-0.4&CDS=1-1200
1906	OG0001906	YIL118W	snap_masked-flattened_line_10-processed-gene-1.63-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-1.63&CDS=1-672
1907	OG0001907	YIL125W	snap_masked-flattened_line_138-processed-gene-0.8-mRNA-1_1&gene=snap_masked-flattened_line_138-processed-gene-0.8&CDS=1-2988
1908	OG0001908	YIL127C	snap_masked-flattened_line_358-processed-gene-0.12-mRNA-1_1&gene=snap_masked-flattened_line_358-processed-gene-0.12&CDS=1-567
