	OrthologID	Saccharomyces_cerevisiae	yHMPu5000035011_Candida_pyralidae
1623	OG0001623	YGR202C	snap_masked-NODE_10_length_543506_cov_60.6878_ID_19-processed-gene-0.93-mRNA-1_1&gene=snap_masked-NODE_10_length_543506_cov_60.6878_ID_19-processed-gene-0.93&CDS=1-1272
1624	OG0001624	YGR203W	snap_masked-NODE_10_length_543506_cov_60.6878_ID_19-processed-gene-0.75-mRNA-1_1&gene=snap_masked-NODE_10_length_543506_cov_60.6878_ID_19-processed-gene-0.75&CDS=1-417
1625	OG0001625	YGR207C	snap_masked-NODE_3_length_1252809_cov_66.5931_ID_5-processed-gene-1.132-mRNA-1_1&gene=snap_masked-NODE_3_length_1252809_cov_66.5931_ID_5-processed-gene-1.132&CDS=1-765
1626	OG0001626	YGR208W	snap_masked-NODE_11_length_439183_cov_74.16_ID_21-processed-gene-2.90-mRNA-1_1&gene=snap_masked-NODE_11_length_439183_cov_74.16_ID_21-processed-gene-2.90&CDS=1-861
1627	OG0001627	YGR210C	snap_masked-NODE_12_length_432505_cov_65.7019_ID_23-processed-gene-1.105-mRNA-1_1&gene=snap_masked-NODE_12_length_432505_cov_65.7019_ID_23-processed-gene-1.105&CDS=1-1212
1628	OG0001628	YGR211W	augustus_masked-NODE_6_length_778386_cov_69.4489_ID_11-processed-gene-4.115-mRNA-1_1&gene=augustus_masked-NODE_6_length_778386_cov_69.4489_ID_11-processed-gene-4.115&CDS=1-1485
1629	OG0001629	YGR215W	snap_masked-NODE_6_length_778386_cov_69.4489_ID_11-processed-gene-4.79-mRNA-1_1&gene=snap_masked-NODE_6_length_778386_cov_69.4489_ID_11-processed-gene-4.79&CDS=1-306
1630	OG0001630	YGR216C	snap_masked-NODE_17_length_171387_cov_90.0691_ID_33-processed-gene-0.49-mRNA-1_1&gene=snap_masked-NODE_17_length_171387_cov_90.0691_ID_33-processed-gene-0.49&CDS=1-2256
1631	OG0001631	YGR217W	snap_masked-NODE_6_length_778386_cov_69.4489_ID_11-processed-gene-4.60-mRNA-1_1&gene=snap_masked-NODE_6_length_778386_cov_69.4489_ID_11-processed-gene-4.60&CDS=1-6879
1632	OG0001632	YGR218W	snap_masked-NODE_16_length_184268_cov_69.9567_ID_31-processed-gene-0.216-mRNA-1_1&gene=snap_masked-NODE_16_length_184268_cov_69.9567_ID_31-processed-gene-0.216&CDS=1-3237
1633	OG0001633	YGR220C	snap_masked-NODE_16_length_184268_cov_69.9567_ID_31-processed-gene-0.176-mRNA-1_1&gene=snap_masked-NODE_16_length_184268_cov_69.9567_ID_31-processed-gene-0.176&CDS=1-843
1634	OG0001634	YGR222W	snap_masked-NODE_5_length_1111855_cov_55.5652_ID_9-processed-gene-10.65-mRNA-1_1&gene=snap_masked-NODE_5_length_1111855_cov_55.5652_ID_9-processed-gene-10.65&CDS=1-1074
1635	OG0001635	YGR223C	snap_masked-NODE_5_length_1111855_cov_55.5652_ID_9-processed-gene-10.47-mRNA-1_1&gene=snap_masked-NODE_5_length_1111855_cov_55.5652_ID_9-processed-gene-10.47&CDS=1-1368
1636	OG0001636	YGR225W	maker-NODE_17_length_171387_cov_90.0691_ID_33-snap-gene-0.70-mRNA-1_1&gene=maker-NODE_17_length_171387_cov_90.0691_ID_33-snap-gene-0.70&CDS=1-1500
1637	OG0001637	YGR227W	snap_masked-NODE_17_length_171387_cov_90.0691_ID_33-processed-gene-0.17-mRNA-1_1&gene=snap_masked-NODE_17_length_171387_cov_90.0691_ID_33-processed-gene-0.17&CDS=1-1377
1638	OG0001638	YGR229C	snap_masked-NODE_17_length_171387_cov_90.0691_ID_33-processed-gene-0.47-mRNA-1_1&gene=snap_masked-NODE_17_length_171387_cov_90.0691_ID_33-processed-gene-0.47&CDS=1-1482
1639	OG0001639	YGR231C	snap_masked-NODE_17_length_171387_cov_90.0691_ID_33-processed-gene-0.16-mRNA-1_1&gene=snap_masked-NODE_17_length_171387_cov_90.0691_ID_33-processed-gene-0.16&CDS=1-906
1640	OG0001640	YGR232W	snap_masked-NODE_17_length_171387_cov_90.0691_ID_33-processed-gene-0.42-mRNA-1_1&gene=snap_masked-NODE_17_length_171387_cov_90.0691_ID_33-processed-gene-0.42&CDS=1-705
1641	OG0001641	YGR233C	augustus_masked-NODE_16_length_184268_cov_69.9567_ID_31-processed-gene-0.99-mRNA-1_1&gene=augustus_masked-NODE_16_length_184268_cov_69.9567_ID_31-processed-gene-0.99&CDS=1-3684
1642	OG0001642	YGR235C	snap_masked-NODE_8_length_625582_cov_72.4763_ID_15-processed-gene-1.106-mRNA-1_1&gene=snap_masked-NODE_8_length_625582_cov_72.4763_ID_15-processed-gene-1.106&CDS=1-624
1643	OG0001643	YGR237C	maker-NODE_2_length_1424870_cov_63.5951_ID_3-snap-gene-10.95-mRNA-1_1&gene=maker-NODE_2_length_1424870_cov_63.5951_ID_3-snap-gene-10.95&CDS=1-1950
1644	OG0001644	YGR244C	maker-NODE_4_length_1181949_cov_64.6666_ID_7-snap-gene-1.96-mRNA-1_1&gene=maker-NODE_4_length_1181949_cov_64.6666_ID_7-snap-gene-1.96&CDS=1-1242
1645	OG0001645	YGR245C	snap_masked-NODE_4_length_1181949_cov_64.6666_ID_7-processed-gene-1.104-mRNA-1_1&gene=snap_masked-NODE_4_length_1181949_cov_64.6666_ID_7-processed-gene-1.104&CDS=1-2253
1646	OG0001646	YGR246C	snap_masked-NODE_4_length_1181949_cov_64.6666_ID_7-processed-gene-1.103-mRNA-1_1&gene=snap_masked-NODE_4_length_1181949_cov_64.6666_ID_7-processed-gene-1.103&CDS=1-1770
1647	OG0001647	YGR247W	snap_masked-NODE_4_length_1181949_cov_64.6666_ID_7-processed-gene-1.111-mRNA-1_1&gene=snap_masked-NODE_4_length_1181949_cov_64.6666_ID_7-processed-gene-1.111&CDS=1-801
1648	OG0001648	YGR251W	snap_masked-NODE_2_length_1424870_cov_63.5951_ID_3-processed-gene-9.84-mRNA-1_1&gene=snap_masked-NODE_2_length_1424870_cov_63.5951_ID_3-processed-gene-9.84&CDS=1-564
1649	OG0001649	YGR253C	snap_masked-NODE_4_length_1181949_cov_64.6666_ID_7-processed-gene-1.108-mRNA-1_1&gene=snap_masked-NODE_4_length_1181949_cov_64.6666_ID_7-processed-gene-1.108&CDS=1-768
1650	OG0001650	YGR254W	snap_masked-NODE_6_length_778386_cov_69.4489_ID_11-processed-gene-0.82-mRNA-1_1&gene=snap_masked-NODE_6_length_778386_cov_69.4489_ID_11-processed-gene-0.82&CDS=1-1317
1651	OG0001651	YGR255C	maker-NODE_12_length_432505_cov_65.7019_ID_23-augustus-gene-2.90-mRNA-1_1&gene=maker-NODE_12_length_432505_cov_65.7019_ID_23-augustus-gene-2.90&CDS=1-2526
1652	OG0001652	YGR257C	augustus_masked-NODE_5_length_1111855_cov_55.5652_ID_9-processed-gene-9.63-mRNA-1_1&gene=augustus_masked-NODE_5_length_1111855_cov_55.5652_ID_9-processed-gene-9.63&CDS=1-1155
1653	OG0001653	YGR258C	snap_masked-NODE_7_length_693506_cov_61.0469_ID_13-processed-gene-0.118-mRNA-1_1&gene=snap_masked-NODE_7_length_693506_cov_61.0469_ID_13-processed-gene-0.118&CDS=1-3111
1654	OG0001654	YGR261C	snap_masked-NODE_7_length_693506_cov_61.0469_ID_13-processed-gene-0.117-mRNA-1_1&gene=snap_masked-NODE_7_length_693506_cov_61.0469_ID_13-processed-gene-0.117&CDS=1-2376
1655	OG0001655	YGR262C	augustus_masked-NODE_2_length_1424870_cov_63.5951_ID_3-processed-gene-9.36-mRNA-1_1&gene=augustus_masked-NODE_2_length_1424870_cov_63.5951_ID_3-processed-gene-9.36&CDS=1-786
1656	OG0001656	YGR264C	snap_masked-NODE_2_length_1424870_cov_63.5951_ID_3-processed-gene-9.100-mRNA-1_1&gene=snap_masked-NODE_2_length_1424870_cov_63.5951_ID_3-processed-gene-9.100&CDS=1-2280
1657	OG0001657	YGR266W	snap_masked-NODE_2_length_1424870_cov_63.5951_ID_3-processed-gene-10.53-mRNA-1_1&gene=snap_masked-NODE_2_length_1424870_cov_63.5951_ID_3-processed-gene-10.53&CDS=1-2082
1658	OG0001658	YGR267C	snap_masked-NODE_2_length_1424870_cov_63.5951_ID_3-processed-gene-9.101-mRNA-1_1&gene=snap_masked-NODE_2_length_1424870_cov_63.5951_ID_3-processed-gene-9.101&CDS=1-804
1659	OG0001659	YGR268C	snap_masked-NODE_2_length_1424870_cov_63.5951_ID_3-processed-gene-9.106-mRNA-1_1&gene=snap_masked-NODE_2_length_1424870_cov_63.5951_ID_3-processed-gene-9.106&CDS=1-852
1660	OG0001660	YGR270W	snap_masked-NODE_2_length_1424870_cov_63.5951_ID_3-processed-gene-9.97-mRNA-1_1&gene=snap_masked-NODE_2_length_1424870_cov_63.5951_ID_3-processed-gene-9.97&CDS=1-3861
1661	OG0001661	YGR271C-A	snap_masked-NODE_2_length_1424870_cov_63.5951_ID_3-processed-gene-9.105-mRNA-1_1&gene=snap_masked-NODE_2_length_1424870_cov_63.5951_ID_3-processed-gene-9.105&CDS=1-687
1662	OG0001662	YGR274C	snap_masked-NODE_17_length_171387_cov_90.0691_ID_33-processed-gene-0.61-mRNA-1_1&gene=snap_masked-NODE_17_length_171387_cov_90.0691_ID_33-processed-gene-0.61&CDS=1-3387
1663	OG0001663	YGR276C	snap_masked-NODE_5_length_1111855_cov_55.5652_ID_9-processed-gene-8.14-mRNA-1_1&gene=snap_masked-NODE_5_length_1111855_cov_55.5652_ID_9-processed-gene-8.14&CDS=1-1941
1664	OG0001664	YGR277C	snap_masked-NODE_6_length_778386_cov_69.4489_ID_11-processed-gene-6.125-mRNA-1_1&gene=snap_masked-NODE_6_length_778386_cov_69.4489_ID_11-processed-gene-6.125&CDS=1-876
1665	OG0001665	YGR279C	snap_masked-NODE_6_length_778386_cov_69.4489_ID_11-processed-gene-6.92-mRNA-1_1&gene=snap_masked-NODE_6_length_778386_cov_69.4489_ID_11-processed-gene-6.92&CDS=1-1125
1666	OG0001666	YGR280C	genemark-NODE_18_length_160797_cov_82.5886_ID_35-processed-gene-0.13-mRNA-1_1&gene=genemark-NODE_18_length_160797_cov_82.5886_ID_35-processed-gene-0.13&CDS=1-810
1667	OG0001667	YGR282C	maker-NODE_1_length_1482744_cov_56.9864_ID_1-augustus-gene-8.52-mRNA-1_1&gene=maker-NODE_1_length_1482744_cov_56.9864_ID_1-augustus-gene-8.52&CDS=1-2091
1668	OG0001668	YGR284C	snap_masked-NODE_4_length_1181949_cov_64.6666_ID_7-processed-gene-9.100-mRNA-1_1&gene=snap_masked-NODE_4_length_1181949_cov_64.6666_ID_7-processed-gene-9.100&CDS=1-915
1669	OG0001669	YGR285C	snap_masked-NODE_1_length_1482744_cov_56.9864_ID_1-processed-gene-8.94-mRNA-1_1&gene=snap_masked-NODE_1_length_1482744_cov_56.9864_ID_1-processed-gene-8.94&CDS=1-1284
1670	OG0001670	YGR286C	augustus_masked-NODE_1_length_1482744_cov_56.9864_ID_1-processed-gene-1.61-mRNA-1_1&gene=augustus_masked-NODE_1_length_1482744_cov_56.9864_ID_1-processed-gene-1.61&CDS=1-1230
1671	OG0001671	YHL002W	augustus_masked-NODE_5_length_1111855_cov_55.5652_ID_9-processed-gene-7.6-mRNA-1_1&gene=augustus_masked-NODE_5_length_1111855_cov_55.5652_ID_9-processed-gene-7.6&CDS=1-1569
1672	OG0001672	YHL004W	snap_masked-NODE_5_length_1111855_cov_55.5652_ID_9-processed-gene-7.42-mRNA-1_1&gene=snap_masked-NODE_5_length_1111855_cov_55.5652_ID_9-processed-gene-7.42&CDS=1-1350
1673	OG0001673	YHL007C	snap_masked-NODE_14_length_293181_cov_65.7956_ID_27-processed-gene-0.49-mRNA-1_1&gene=snap_masked-NODE_14_length_293181_cov_65.7956_ID_27-processed-gene-0.49&CDS=1-3507
1674	OG0001674	YHL008C	snap_masked-NODE_3_length_1252809_cov_66.5931_ID_5-processed-gene-9.7-mRNA-1_1&gene=snap_masked-NODE_3_length_1252809_cov_66.5931_ID_5-processed-gene-9.7&CDS=1-1518
1675	OG0001675	YHL009C	snap_masked-NODE_2_length_1424870_cov_63.5951_ID_3-processed-gene-12.122-mRNA-1_1&gene=snap_masked-NODE_2_length_1424870_cov_63.5951_ID_3-processed-gene-12.122&CDS=1-1047
1676	OG0001676	YHL010C	snap_masked-NODE_1_length_1482744_cov_56.9864_ID_1-processed-gene-6.104-mRNA-1_1&gene=snap_masked-NODE_1_length_1482744_cov_56.9864_ID_1-processed-gene-6.104&CDS=1-1683
1677	OG0001677	YHL011C	maker-NODE_1_length_1482744_cov_56.9864_ID_1-augustus-gene-6.53-mRNA-1_1&gene=maker-NODE_1_length_1482744_cov_56.9864_ID_1-augustus-gene-6.53&CDS=1-1602
1678	OG0001678	YHL013C	snap_masked-NODE_2_length_1424870_cov_63.5951_ID_3-processed-gene-13.4-mRNA-1_1&gene=snap_masked-NODE_2_length_1424870_cov_63.5951_ID_3-processed-gene-13.4&CDS=1-882
1679	OG0001679	YHL015W	snap_masked-NODE_6_length_778386_cov_69.4489_ID_11-processed-gene-2.63-mRNA-1_1&gene=snap_masked-NODE_6_length_778386_cov_69.4489_ID_11-processed-gene-2.63&CDS=1-354
1680	OG0001680	YHL016C	snap_masked-NODE_7_length_693506_cov_61.0469_ID_13-processed-gene-5.232-mRNA-1_1&gene=snap_masked-NODE_7_length_693506_cov_61.0469_ID_13-processed-gene-5.232&CDS=1-2226
1681	OG0001681	YHL020C	snap_masked-NODE_1_length_1482744_cov_56.9864_ID_1-processed-gene-6.102-mRNA-1_1&gene=snap_masked-NODE_1_length_1482744_cov_56.9864_ID_1-processed-gene-6.102&CDS=1-1245
1682	OG0001682	YHL021C	snap_masked-NODE_1_length_1482744_cov_56.9864_ID_1-processed-gene-5.42-mRNA-1_1&gene=snap_masked-NODE_1_length_1482744_cov_56.9864_ID_1-processed-gene-5.42&CDS=1-1341
1683	OG0001683	YHL023C	augustus_masked-NODE_2_length_1424870_cov_63.5951_ID_3-processed-gene-3.18-mRNA-1_1&gene=augustus_masked-NODE_2_length_1424870_cov_63.5951_ID_3-processed-gene-3.18&CDS=1-2274
1684	OG0001684	YHL024W	snap_masked-NODE_5_length_1111855_cov_55.5652_ID_9-processed-gene-0.37-mRNA-1_1&gene=snap_masked-NODE_5_length_1111855_cov_55.5652_ID_9-processed-gene-0.37&CDS=1-1821
1685	OG0001685	YHL027W	snap_masked-NODE_10_length_543506_cov_60.6878_ID_19-processed-gene-1.18-mRNA-1_1&gene=snap_masked-NODE_10_length_543506_cov_60.6878_ID_19-processed-gene-1.18&CDS=1-1776
1686	OG0001686	YHL028W	snap_masked-NODE_19_length_105211_cov_90.8719_ID_37-processed-gene-0.122-mRNA-1_1&gene=snap_masked-NODE_19_length_105211_cov_90.8719_ID_37-processed-gene-0.122&CDS=1-1392
1687	OG0001687	YHL029C	snap_masked-NODE_5_length_1111855_cov_55.5652_ID_9-processed-gene-2.68-mRNA-1_1&gene=snap_masked-NODE_5_length_1111855_cov_55.5652_ID_9-processed-gene-2.68&CDS=1-2142
1688	OG0001688	YHL030W	snap_masked-NODE_5_length_1111855_cov_55.5652_ID_9-processed-gene-2.70-mRNA-1_1&gene=snap_masked-NODE_5_length_1111855_cov_55.5652_ID_9-processed-gene-2.70&CDS=1-5775
1689	OG0001689	YHL031C	snap_masked-NODE_8_length_625582_cov_72.4763_ID_15-processed-gene-5.75-mRNA-1_1&gene=snap_masked-NODE_8_length_625582_cov_72.4763_ID_15-processed-gene-5.75&CDS=1-819
1690	OG0001690	YHL032C	snap_masked-NODE_13_length_384245_cov_775.504_ID_25-processed-gene-2.52-mRNA-1_1&gene=snap_masked-NODE_13_length_384245_cov_775.504_ID_25-processed-gene-2.52&CDS=1-1890
1691	OG0001691	YHR001W-A	augustus_masked-NODE_14_length_293181_cov_65.7956_ID_27-processed-gene-1.139-mRNA-1_1&gene=augustus_masked-NODE_14_length_293181_cov_65.7956_ID_27-processed-gene-1.139&CDS=1-552
1692	OG0001692	YHR002W	genemark-NODE_3_length_1252809_cov_66.5931_ID_5-processed-gene-2.139-mRNA-1_1&gene=genemark-NODE_3_length_1252809_cov_66.5931_ID_5-processed-gene-2.139&CDS=1-1185
1693	OG0001693	YHR004C	snap_masked-NODE_2_length_1424870_cov_63.5951_ID_3-processed-gene-8.66-mRNA-1_1&gene=snap_masked-NODE_2_length_1424870_cov_63.5951_ID_3-processed-gene-8.66&CDS=1-1236
1694	OG0001694	YHR005C	augustus_masked-NODE_4_length_1181949_cov_64.6666_ID_7-processed-gene-6.23-mRNA-1_1&gene=augustus_masked-NODE_4_length_1181949_cov_64.6666_ID_7-processed-gene-6.23&CDS=1-2613
1695	OG0001695	YHR005C-A	snap_masked-NODE_4_length_1181949_cov_64.6666_ID_7-processed-gene-9.85-mRNA-1_1&gene=snap_masked-NODE_4_length_1181949_cov_64.6666_ID_7-processed-gene-9.85&CDS=1-273
1696	OG0001696	YHR009C	snap_masked-NODE_6_length_778386_cov_69.4489_ID_11-processed-gene-0.91-mRNA-1_1&gene=snap_masked-NODE_6_length_778386_cov_69.4489_ID_11-processed-gene-0.91&CDS=1-1470
1697	OG0001697	YHR011W	snap_masked-NODE_11_length_439183_cov_74.16_ID_21-processed-gene-0.88-mRNA-1_1&gene=snap_masked-NODE_11_length_439183_cov_74.16_ID_21-processed-gene-0.88&CDS=1-1389
1698	OG0001698	YHR012W	snap_masked-NODE_9_length_577003_cov_69.8333_ID_17-processed-gene-3.49-mRNA-1_1&gene=snap_masked-NODE_9_length_577003_cov_69.8333_ID_17-processed-gene-3.49&CDS=1-903
1699	OG0001699	YHR013C	augustus_masked-NODE_3_length_1252809_cov_66.5931_ID_5-processed-gene-0.138-mRNA-1_1&gene=augustus_masked-NODE_3_length_1252809_cov_66.5931_ID_5-processed-gene-0.138&CDS=1-1341
1700	OG0001700	YHR016C	snap_masked-NODE_1_length_1482744_cov_56.9864_ID_1-processed-gene-7.66-mRNA-1_1&gene=snap_masked-NODE_1_length_1482744_cov_56.9864_ID_1-processed-gene-7.66&CDS=1-1242
1701	OG0001701	YHR018C	snap_masked-NODE_11_length_439183_cov_74.16_ID_21-processed-gene-3.96-mRNA-1_1&gene=snap_masked-NODE_11_length_439183_cov_74.16_ID_21-processed-gene-3.96&CDS=1-1392
1702	OG0001702	YHR019C	snap_masked-NODE_11_length_439183_cov_74.16_ID_21-processed-gene-3.97-mRNA-1_1&gene=snap_masked-NODE_11_length_439183_cov_74.16_ID_21-processed-gene-3.97&CDS=1-1656
1703	OG0001703	YHR020W	augustus_masked-NODE_11_length_439183_cov_74.16_ID_21-processed-gene-3.6-mRNA-1_1&gene=augustus_masked-NODE_11_length_439183_cov_74.16_ID_21-processed-gene-3.6&CDS=1-2043
1704	OG0001704	YHR024C	snap_masked-NODE_2_length_1424870_cov_63.5951_ID_3-processed-gene-12.119-mRNA-1_1&gene=snap_masked-NODE_2_length_1424870_cov_63.5951_ID_3-processed-gene-12.119&CDS=1-1527
1705	OG0001705	YHR025W	maker-NODE_2_length_1424870_cov_63.5951_ID_3-snap-gene-12.99-mRNA-1_1&gene=maker-NODE_2_length_1424870_cov_63.5951_ID_3-snap-gene-12.99&CDS=1-2463
1706	OG0001706	YHR026W	snap_masked-NODE_8_length_625582_cov_72.4763_ID_15-processed-gene-2.16-mRNA-1_1&gene=snap_masked-NODE_8_length_625582_cov_72.4763_ID_15-processed-gene-2.16&CDS=1-588
1707	OG0001707	YHR027C	snap_masked-NODE_8_length_625582_cov_72.4763_ID_15-processed-gene-2.41-mRNA-1_1&gene=snap_masked-NODE_8_length_625582_cov_72.4763_ID_15-processed-gene-2.41&CDS=1-2832
1708	OG0001708	YHR028C	snap_masked-NODE_16_length_184268_cov_69.9567_ID_31-processed-gene-0.192-mRNA-1_1&gene=snap_masked-NODE_16_length_184268_cov_69.9567_ID_31-processed-gene-0.192&CDS=1-2475
1709	OG0001709	YHR030C	snap_masked-NODE_17_length_171387_cov_90.0691_ID_33-processed-gene-0.56-mRNA-1_1&gene=snap_masked-NODE_17_length_171387_cov_90.0691_ID_33-processed-gene-0.56&CDS=1-1692
1710	OG0001710	YHR037W	snap_masked-NODE_2_length_1424870_cov_63.5951_ID_3-processed-gene-9.82-mRNA-1_1&gene=snap_masked-NODE_2_length_1424870_cov_63.5951_ID_3-processed-gene-9.82&CDS=1-1770
1711	OG0001711	YHR038W	snap_masked-NODE_13_length_384245_cov_775.504_ID_25-processed-gene-2.21-mRNA-1_1&gene=snap_masked-NODE_13_length_384245_cov_775.504_ID_25-processed-gene-2.21&CDS=1-717
1712	OG0001712	YHR039C	snap_masked-NODE_2_length_1424870_cov_63.5951_ID_3-processed-gene-5.81-mRNA-1_1&gene=snap_masked-NODE_2_length_1424870_cov_63.5951_ID_3-processed-gene-5.81&CDS=1-1842
1713	OG0001713	YHR039C-A	snap_masked-NODE_2_length_1424870_cov_63.5951_ID_3-processed-gene-5.64-mRNA-1_1&gene=snap_masked-NODE_2_length_1424870_cov_63.5951_ID_3-processed-gene-5.64&CDS=1-333
1714	OG0001714	YHR040W	snap_masked-NODE_2_length_1424870_cov_63.5951_ID_3-processed-gene-4.121-mRNA-1_1&gene=snap_masked-NODE_2_length_1424870_cov_63.5951_ID_3-processed-gene-4.121&CDS=1-1038
1715	OG0001715	YHR041C	snap_masked-NODE_1_length_1482744_cov_56.9864_ID_1-processed-gene-9.111-mRNA-1_1&gene=snap_masked-NODE_1_length_1482744_cov_56.9864_ID_1-processed-gene-9.111&CDS=1-699
1716	OG0001716	YHR042W	snap_masked-NODE_4_length_1181949_cov_64.6666_ID_7-processed-gene-8.36-mRNA-1_1&gene=snap_masked-NODE_4_length_1181949_cov_64.6666_ID_7-processed-gene-8.36&CDS=1-2031
1717	OG0001717	YHR045W	snap_masked-NODE_4_length_1181949_cov_64.6666_ID_7-processed-gene-6.57-mRNA-1_1&gene=snap_masked-NODE_4_length_1181949_cov_64.6666_ID_7-processed-gene-6.57&CDS=1-1569
1718	OG0001718	YHR049W	augustus_masked-NODE_7_length_693506_cov_61.0469_ID_13-processed-gene-1.55-mRNA-1_1&gene=augustus_masked-NODE_7_length_693506_cov_61.0469_ID_13-processed-gene-1.55&CDS=1-783
1719	OG0001719	YHR051W	snap_masked-NODE_3_length_1252809_cov_66.5931_ID_5-processed-gene-11.116-mRNA-1_1&gene=snap_masked-NODE_3_length_1252809_cov_66.5931_ID_5-processed-gene-11.116&CDS=1-441
1720	OG0001720	YHR052W	augustus_masked-NODE_3_length_1252809_cov_66.5931_ID_5-processed-gene-10.96-mRNA-1_1&gene=augustus_masked-NODE_3_length_1252809_cov_66.5931_ID_5-processed-gene-10.96&CDS=1-3108
1721	OG0001721	YHR058C	snap_masked-NODE_5_length_1111855_cov_55.5652_ID_9-processed-gene-4.68-mRNA-1_1&gene=snap_masked-NODE_5_length_1111855_cov_55.5652_ID_9-processed-gene-4.68&CDS=1-831
1722	OG0001722	YHR059W	snap_masked-NODE_11_length_439183_cov_74.16_ID_21-processed-gene-3.86-mRNA-1_1&gene=snap_masked-NODE_11_length_439183_cov_74.16_ID_21-processed-gene-3.86&CDS=1-498
1723	OG0001723	YHR062C	augustus_masked-NODE_12_length_432505_cov_65.7019_ID_23-processed-gene-3.42-mRNA-1_1&gene=augustus_masked-NODE_12_length_432505_cov_65.7019_ID_23-processed-gene-3.42&CDS=1-873
1724	OG0001724	YHR063C	genemark-NODE_4_length_1181949_cov_64.6666_ID_7-processed-gene-6.120-mRNA-1_1&gene=genemark-NODE_4_length_1181949_cov_64.6666_ID_7-processed-gene-6.120&CDS=1-921
1725	OG0001725	YHR064C	snap_masked-NODE_1_length_1482744_cov_56.9864_ID_1-processed-gene-10.19-mRNA-1_1&gene=snap_masked-NODE_1_length_1482744_cov_56.9864_ID_1-processed-gene-10.19&CDS=1-1635
1726	OG0001726	YHR065C	augustus_masked-NODE_10_length_543506_cov_60.6878_ID_19-processed-gene-2.70-mRNA-1_1&gene=augustus_masked-NODE_10_length_543506_cov_60.6878_ID_19-processed-gene-2.70&CDS=1-1410
1727	OG0001727	YHR068W	snap_masked-NODE_3_length_1252809_cov_66.5931_ID_5-processed-gene-6.2-mRNA-1_1&gene=snap_masked-NODE_3_length_1252809_cov_66.5931_ID_5-processed-gene-6.2&CDS=1-1140
1728	OG0001728	YHR069C	snap_masked-NODE_2_length_1424870_cov_63.5951_ID_3-processed-gene-7.60-mRNA-1_1&gene=snap_masked-NODE_2_length_1424870_cov_63.5951_ID_3-processed-gene-7.60&CDS=1-1029
1729	OG0001729	YHR070W	augustus_masked-NODE_2_length_1424870_cov_63.5951_ID_3-processed-gene-7.122-mRNA-1_1&gene=augustus_masked-NODE_2_length_1424870_cov_63.5951_ID_3-processed-gene-7.122&CDS=1-2490
1730	OG0001730	YHR072W	snap_masked-NODE_1_length_1482744_cov_56.9864_ID_1-processed-gene-7.50-mRNA-1_1&gene=snap_masked-NODE_1_length_1482744_cov_56.9864_ID_1-processed-gene-7.50&CDS=1-2178
1731	OG0001731	YHR072W-A	snap_masked-NODE_6_length_778386_cov_69.4489_ID_11-processed-gene-2.77-mRNA-1_1&gene=snap_masked-NODE_6_length_778386_cov_69.4489_ID_11-processed-gene-2.77&CDS=1-180
1732	OG0001732	YHR073W	snap_masked-NODE_2_length_1424870_cov_63.5951_ID_3-processed-gene-6.37-mRNA-1_1&gene=snap_masked-NODE_2_length_1424870_cov_63.5951_ID_3-processed-gene-6.37&CDS=1-2700
1733	OG0001733	YHR074W	snap_masked-NODE_3_length_1252809_cov_66.5931_ID_5-processed-gene-11.93-mRNA-1_1&gene=snap_masked-NODE_3_length_1252809_cov_66.5931_ID_5-processed-gene-11.93&CDS=1-2142
1734	OG0001734	YHR075C	snap_masked-NODE_3_length_1252809_cov_66.5931_ID_5-processed-gene-11.125-mRNA-1_1&gene=snap_masked-NODE_3_length_1252809_cov_66.5931_ID_5-processed-gene-11.125&CDS=1-1155
1735	OG0001735	YHR076W	snap_masked-NODE_21_length_101387_cov_125.043_ID_41-processed-gene-0.82-mRNA-1_1&gene=snap_masked-NODE_21_length_101387_cov_125.043_ID_41-processed-gene-0.82&CDS=1-1122
1736	OG0001736	YHR077C	snap_masked-NODE_3_length_1252809_cov_66.5931_ID_5-processed-gene-11.90-mRNA-1_1&gene=snap_masked-NODE_3_length_1252809_cov_66.5931_ID_5-processed-gene-11.90&CDS=1-3042
1737	OG0001737	YHR078W	snap_masked-NODE_7_length_693506_cov_61.0469_ID_13-processed-gene-5.217-mRNA-1_1&gene=snap_masked-NODE_7_length_693506_cov_61.0469_ID_13-processed-gene-5.217&CDS=1-1953
1738	OG0001738	YHR079C	snap_masked-NODE_5_length_1111855_cov_55.5652_ID_9-processed-gene-9.115-mRNA-1_1&gene=snap_masked-NODE_5_length_1111855_cov_55.5652_ID_9-processed-gene-9.115&CDS=1-3519
1739	OG0001739	YHR079C-A	snap_masked-NODE_5_length_1111855_cov_55.5652_ID_9-processed-gene-9.116-mRNA-1_1&gene=snap_masked-NODE_5_length_1111855_cov_55.5652_ID_9-processed-gene-9.116&CDS=1-549
1740	OG0001740	YHR081W	snap_masked-NODE_5_length_1111855_cov_55.5652_ID_9-processed-gene-9.96-mRNA-1_1&gene=snap_masked-NODE_5_length_1111855_cov_55.5652_ID_9-processed-gene-9.96&CDS=1-546
1741	OG0001741	YHR083W	augustus_masked-NODE_10_length_543506_cov_60.6878_ID_19-processed-gene-4.145-mRNA-1_1&gene=augustus_masked-NODE_10_length_543506_cov_60.6878_ID_19-processed-gene-4.145&CDS=1-801
