	OrthologID	Metschnikowia_cerradonensis	Saccharomyces_cerevisiae
1558	OG0001558	genemark-cer-_s28-processed-gene-0.53-mRNA-1_1&gene=genemark-cer-_s28-processed-gene-0.53&CDS=1-6030	YJL109C
1559	OG0001559	genemark-cer-_s28-processed-gene-0.62-mRNA-1_1&gene=genemark-cer-_s28-processed-gene-0.62&CDS=1-450	YOR298C-A
1560	OG0001560	genemark-cer-_s28-processed-gene-0.55-mRNA-1_1&gene=genemark-cer-_s28-processed-gene-0.55&CDS=1-945	YDL015C
1561	OG0001561	genemark-cer-_s28-processed-gene-0.63-mRNA-1_1&gene=genemark-cer-_s28-processed-gene-0.63&CDS=1-381	YCL033C
1562	OG0001562	genemark-cer-_s28-processed-gene-0.64-mRNA-1_1&gene=genemark-cer-_s28-processed-gene-0.64&CDS=1-1011	YBR034C
1563	OG0001563	genemark-cer-_s28-processed-gene-0.66-mRNA-1_1&gene=genemark-cer-_s28-processed-gene-0.66&CDS=1-996	YPR147C
1564	OG0001564	genemark-cer-_s28-processed-gene-0.67-mRNA-1_1&gene=genemark-cer-_s28-processed-gene-0.67&CDS=1-906	YGR127W
1565	OG0001565	genemark-cer-_s28-processed-gene-0.68-mRNA-1_1&gene=genemark-cer-_s28-processed-gene-0.68&CDS=1-1440	YJL106W
1566	OG0001566	genemark-cer-_s28-processed-gene-0.56-mRNA-1_1&gene=genemark-cer-_s28-processed-gene-0.56&CDS=1-1512	YKR023W
1567	OG0001567	genemark-cer-_s28-processed-gene-0.71-mRNA-1_1&gene=genemark-cer-_s28-processed-gene-0.71&CDS=1-1815	YMR098C
1568	OG0001568	genemark-cer-_s28-processed-gene-0.57-mRNA-1_1&gene=genemark-cer-_s28-processed-gene-0.57&CDS=1-738	YKL099C
1569	OG0001569	genemark-cer-_s28-processed-gene-0.72-mRNA-1_1&gene=genemark-cer-_s28-processed-gene-0.72&CDS=1-864	YKL110C
1570	OG0001570	snap_masked-cer-_s28-processed-gene-0.5-mRNA-1_1&gene=snap_masked-cer-_s28-processed-gene-0.5&CDS=1-1101	YMR097C
1571	OG0001571	genemark-cer-_s28-processed-gene-0.73-mRNA-1_1&gene=genemark-cer-_s28-processed-gene-0.73&CDS=1-1938	YMR106C
1572	OG0001572	genemark-cer-_s28-processed-gene-0.74-mRNA-1_1&gene=genemark-cer-_s28-processed-gene-0.74&CDS=1-2091	YEL011W
1573	OG0001573	genemark-cer-_s28-processed-gene-0.75-mRNA-1_1&gene=genemark-cer-_s28-processed-gene-0.75&CDS=1-1827	YMR092C
1574	OG0001574	genemark-cer-_s284-processed-gene-0.28-mRNA-1_1&gene=genemark-cer-_s284-processed-gene-0.28&CDS=1-3054	YPL183C
1575	OG0001575	genemark-cer-_s284-processed-gene-0.36-mRNA-1_1&gene=genemark-cer-_s284-processed-gene-0.36&CDS=1-3240	YBL076C
1576	OG0001576	genemark-cer-_s284-processed-gene-0.31-mRNA-1_1&gene=genemark-cer-_s284-processed-gene-0.31&CDS=1-4668	YCR042C
1577	OG0001577	genemark-cer-_s284-processed-gene-0.33-mRNA-1_1&gene=genemark-cer-_s284-processed-gene-0.33&CDS=1-2541	YML097C
1578	OG0001578	snap_masked-cer-_s287-processed-gene-0.33-mRNA-1_1&gene=snap_masked-cer-_s287-processed-gene-0.33&CDS=1-5511	YBR208C
1579	OG0001579	genemark-cer-_s287-processed-gene-0.14-mRNA-1_1&gene=genemark-cer-_s287-processed-gene-0.14&CDS=1-2139	YHL016C
1580	OG0001580	snap_masked-cer-_s287-processed-gene-0.35-mRNA-1_1&gene=snap_masked-cer-_s287-processed-gene-0.35&CDS=1-2139	YLR417W
1581	OG0001581	genemark-cer-_s287-processed-gene-0.5-mRNA-1_1&gene=genemark-cer-_s287-processed-gene-0.5&CDS=1-1023	YKL189W
1582	OG0001582	genemark-cer-_s287-processed-gene-0.17-mRNA-1_1&gene=genemark-cer-_s287-processed-gene-0.17&CDS=1-2364	YHR204W
1583	OG0001583	maker-cer-_s287-snap-gene-0.1-mRNA-1_1&gene=maker-cer-_s287-snap-gene-0.1&CDS=1-3519	YNL256W
1584	OG0001584	augustus_masked-cer-_s287-processed-gene-0.43-mRNA-1_1&gene=augustus_masked-cer-_s287-processed-gene-0.43&CDS=1-1569	YFR034C
1585	OG0001585	genemark-cer-_s288-processed-gene-0.23-mRNA-1_1&gene=genemark-cer-_s288-processed-gene-0.23&CDS=1-771	YIL070C
1586	OG0001586	genemark-cer-_s288-processed-gene-0.25-mRNA-1_1&gene=genemark-cer-_s288-processed-gene-0.25&CDS=1-1446	YDL155W
1587	OG0001587	maker-cer-_s288-snap-gene-0.27-mRNA-1_1&gene=maker-cer-_s288-snap-gene-0.27&CDS=1-618	YOL143C
1588	OG0001588	genemark-cer-_s290-processed-gene-0.0-mRNA-1_1&gene=genemark-cer-_s290-processed-gene-0.0&CDS=1-993	YKR025W
1589	OG0001589	genemark-cer-_s290-processed-gene-0.2-mRNA-1_1&gene=genemark-cer-_s290-processed-gene-0.2&CDS=1-2601	YKR024C
1590	OG0001590	genemark-cer-_s291-processed-gene-0.10-mRNA-1_1&gene=genemark-cer-_s291-processed-gene-0.10&CDS=1-1398	YPR133C
1591	OG0001591	genemark-cer-_s291-processed-gene-0.14-mRNA-1_1&gene=genemark-cer-_s291-processed-gene-0.14&CDS=1-1059	YPR128C
1592	OG0001592	genemark-cer-_s292-processed-gene-0.33-mRNA-1_1&gene=genemark-cer-_s292-processed-gene-0.33&CDS=1-525	YHR193C
1593	OG0001593	genemark-cer-_s292-processed-gene-0.36-mRNA-1_1&gene=genemark-cer-_s292-processed-gene-0.36&CDS=1-456	YHR191C
1594	OG0001594	genemark-cer-_s292-processed-gene-0.57-mRNA-1_1&gene=genemark-cer-_s292-processed-gene-0.57&CDS=1-1914	YDL057W
1595	OG0001595	genemark-cer-_s292-processed-gene-0.58-mRNA-1_1&gene=genemark-cer-_s292-processed-gene-0.58&CDS=1-1281	YFL001W
1596	OG0001596	genemark-cer-_s292-processed-gene-0.37-mRNA-1_1&gene=genemark-cer-_s292-processed-gene-0.37&CDS=1-1800	YFL002C
1597	OG0001597	genemark-cer-_s292-processed-gene-0.59-mRNA-1_1&gene=genemark-cer-_s292-processed-gene-0.59&CDS=1-1545	YPL003W
1598	OG0001598	genemark-cer-_s292-processed-gene-0.39-mRNA-1_1&gene=genemark-cer-_s292-processed-gene-0.39&CDS=1-1239	YDL100C
1599	OG0001599	genemark-cer-_s292-processed-gene-0.40-mRNA-1_1&gene=genemark-cer-_s292-processed-gene-0.40&CDS=1-807	YDL086W
1600	OG0001600	genemark-cer-_s292-processed-gene-0.41-mRNA-1_1&gene=genemark-cer-_s292-processed-gene-0.41&CDS=1-1053	YMR146C
1601	OG0001601	genemark-cer-_s292-processed-gene-0.43-mRNA-1_1&gene=genemark-cer-_s292-processed-gene-0.43&CDS=1-1827	YDR452W
1602	OG0001602	genemark-cer-_s292-processed-gene-0.44-mRNA-1_1&gene=genemark-cer-_s292-processed-gene-0.44&CDS=1-927	YLR340W
1603	OG0001603	genemark-cer-_s292-processed-gene-0.62-mRNA-1_1&gene=genemark-cer-_s292-processed-gene-0.62&CDS=1-402	YPL013C
1604	OG0001604	genemark-cer-_s292-processed-gene-0.63-mRNA-1_1&gene=genemark-cer-_s292-processed-gene-0.63&CDS=1-3567	YPL012W
1605	OG0001605	genemark-cer-_s292-processed-gene-0.64-mRNA-1_1&gene=genemark-cer-_s292-processed-gene-0.64&CDS=1-1302	YDR148C
1606	OG0001606	genemark-cer-_s292-processed-gene-0.65-mRNA-1_1&gene=genemark-cer-_s292-processed-gene-0.65&CDS=1-2229	YAL053W
1607	OG0001607	genemark-cer-_s294-processed-gene-0.6-mRNA-1_1&gene=genemark-cer-_s294-processed-gene-0.6&CDS=1-1878	YHL032C
1608	OG0001608	genemark-cer-_s294-processed-gene-0.7-mRNA-1_1&gene=genemark-cer-_s294-processed-gene-0.7&CDS=1-1431	YDL103C
1609	OG0001609	maker-cer-_s294-snap-gene-0.1-mRNA-1_1&gene=maker-cer-_s294-snap-gene-0.1&CDS=1-5010	YJR092W
1610	OG0001610	genemark-cer-_s294-processed-gene-0.5-mRNA-1_1&gene=genemark-cer-_s294-processed-gene-0.5&CDS=1-1020	YJR093C
1611	OG0001611	maker-cer-_s297-augustus-gene-0.12-mRNA-1_1&gene=maker-cer-_s297-augustus-gene-0.12&CDS=1-1521	YKL152C
1612	OG0001612	genemark-cer-_s297-processed-gene-0.20-mRNA-1_1&gene=genemark-cer-_s297-processed-gene-0.20&CDS=1-2121	YJL041W
1613	OG0001613	genemark-cer-_s299-processed-gene-0.37-mRNA-1_1&gene=genemark-cer-_s299-processed-gene-0.37&CDS=1-2022	YPR074C
1614	OG0001614	genemark-cer-_s299-processed-gene-0.40-mRNA-1_1&gene=genemark-cer-_s299-processed-gene-0.40&CDS=1-1959	YPR072W
1615	OG0001615	augustus_masked-cer-_s299-processed-gene-0.26-mRNA-1_1&gene=augustus_masked-cer-_s299-processed-gene-0.26&CDS=1-477	YPR073C
1616	OG0001616	genemark-cer-_s299-processed-gene-0.44-mRNA-1_1&gene=genemark-cer-_s299-processed-gene-0.44&CDS=1-2919	YLR129W
1617	OG0001617	genemark-cer-_s299-processed-gene-0.33-mRNA-1_1&gene=genemark-cer-_s299-processed-gene-0.33&CDS=1-5637	YLR422W
1618	OG0001618	genemark-cer-_s299-processed-gene-0.34-mRNA-1_1&gene=genemark-cer-_s299-processed-gene-0.34&CDS=1-342	YKL192C
1619	OG0001619	genemark-cer-_s299-processed-gene-0.35-mRNA-1_1&gene=genemark-cer-_s299-processed-gene-0.35&CDS=1-1098	YKL193C
1620	OG0001620	snap_masked-cer-_s301-processed-gene-0.147-mRNA-1_1&gene=snap_masked-cer-_s301-processed-gene-0.147&CDS=1-201	YOR045W
1621	OG0001621	genemark-cer-_s301-processed-gene-0.62-mRNA-1_1&gene=genemark-cer-_s301-processed-gene-0.62&CDS=1-1239	YMR235C
1622	OG0001622	genemark-cer-_s301-processed-gene-0.92-mRNA-1_1&gene=genemark-cer-_s301-processed-gene-0.92&CDS=1-522	YLR221C
1623	OG0001623	genemark-cer-_s301-processed-gene-0.63-mRNA-1_1&gene=genemark-cer-_s301-processed-gene-0.63&CDS=1-4392	YLR425W
1624	OG0001624	genemark-cer-_s301-processed-gene-0.65-mRNA-1_1&gene=genemark-cer-_s301-processed-gene-0.65&CDS=1-522	YKL190W
1625	OG0001625	genemark-cer-_s301-processed-gene-0.94-mRNA-1_1&gene=genemark-cer-_s301-processed-gene-0.94&CDS=1-5871	YLR430W
1626	OG0001626	genemark-cer-_s301-processed-gene-0.96-mRNA-1_1&gene=genemark-cer-_s301-processed-gene-0.96&CDS=1-1044	YML067C
1627	OG0001627	genemark-cer-_s301-processed-gene-0.97-mRNA-1_1&gene=genemark-cer-_s301-processed-gene-0.97&CDS=1-1731	YHR150W
1628	OG0001628	genemark-cer-_s301-processed-gene-0.68-mRNA-1_1&gene=genemark-cer-_s301-processed-gene-0.68&CDS=1-2091	YKL188C
1629	OG0001629	snap_masked-cer-_s301-processed-gene-0.128-mRNA-1_1&gene=snap_masked-cer-_s301-processed-gene-0.128&CDS=1-669	YHR189W
1630	OG0001630	genemark-cer-_s301-processed-gene-0.72-mRNA-1_1&gene=genemark-cer-_s301-processed-gene-0.72&CDS=1-1530	YNR012W
1631	OG0001631	genemark-cer-_s301-processed-gene-0.73-mRNA-1_1&gene=genemark-cer-_s301-processed-gene-0.73&CDS=1-1512	YDR111C
1632	OG0001632	genemark-cer-_s301-processed-gene-0.102-mRNA-1_1&gene=genemark-cer-_s301-processed-gene-0.102&CDS=1-1794	YLR088W
1633	OG0001633	augustus_masked-cer-_s301-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-cer-_s301-processed-gene-0.14&CDS=1-831	YDR116C
1634	OG0001634	genemark-cer-_s301-processed-gene-0.105-mRNA-1_1&gene=genemark-cer-_s301-processed-gene-0.105&CDS=1-1743	YDR117C
1635	OG0001635	genemark-cer-_s301-processed-gene-0.77-mRNA-1_1&gene=genemark-cer-_s301-processed-gene-0.77&CDS=1-1509	YDR434W
1636	OG0001636	genemark-cer-_s301-processed-gene-0.106-mRNA-1_1&gene=genemark-cer-_s301-processed-gene-0.106&CDS=1-3201	YER176W
1637	OG0001637	snap_masked-cer-_s301-processed-gene-0.136-mRNA-1_1&gene=snap_masked-cer-_s301-processed-gene-0.136&CDS=1-2403	YJL200C
1638	OG0001638	genemark-cer-_s301-processed-gene-0.107-mRNA-1_1&gene=genemark-cer-_s301-processed-gene-0.107&CDS=1-1527	YBR127C
1639	OG0001639	genemark-cer-_s301-processed-gene-0.109-mRNA-1_1&gene=genemark-cer-_s301-processed-gene-0.109&CDS=1-1119	YPR084W
1640	OG0001640	genemark-cer-_s301-processed-gene-0.80-mRNA-1_1&gene=genemark-cer-_s301-processed-gene-0.80&CDS=1-1515	YPR083W
1641	OG0001641	genemark-cer-_s301-processed-gene-0.111-mRNA-1_1&gene=genemark-cer-_s301-processed-gene-0.111&CDS=1-1416	YBR126C
1642	OG0001642	genemark-cer-_s301-processed-gene-0.81-mRNA-1_1&gene=genemark-cer-_s301-processed-gene-0.81&CDS=1-7722	YNL262W
1643	OG0001643	genemark-cer-_s301-processed-gene-0.82-mRNA-1_1&gene=genemark-cer-_s301-processed-gene-0.82&CDS=1-1440	YNL261W
1644	OG0001644	genemark-cer-_s301-processed-gene-0.112-mRNA-1_1&gene=genemark-cer-_s301-processed-gene-0.112&CDS=1-1089	YHR156C
1645	OG0001645	genemark-cer-_s301-processed-gene-0.83-mRNA-1_1&gene=genemark-cer-_s301-processed-gene-0.83&CDS=1-429	YNL260C
1646	OG0001646	genemark-cer-_s301-processed-gene-0.115-mRNA-1_1&gene=genemark-cer-_s301-processed-gene-0.115&CDS=1-1443	YOR155C
1647	OG0001647	augustus_masked-cer-_s301-processed-gene-0.58-mRNA-1_1&gene=augustus_masked-cer-_s301-processed-gene-0.58&CDS=1-1068	YLR017W
1648	OG0001648	genemark-cer-_s301-processed-gene-0.119-mRNA-1_1&gene=genemark-cer-_s301-processed-gene-0.119&CDS=1-1656	YOR245C
1649	OG0001649	genemark-cer-_s301-processed-gene-0.85-mRNA-1_1&gene=genemark-cer-_s301-processed-gene-0.85&CDS=1-2355	YLL004W
1650	OG0001650	genemark-cer-_s301-processed-gene-0.86-mRNA-1_1&gene=genemark-cer-_s301-processed-gene-0.86&CDS=1-753	YJR024C
1651	OG0001651	genemark-cer-_s301-processed-gene-0.121-mRNA-1_1&gene=genemark-cer-_s301-processed-gene-0.121&CDS=1-285	YJR022W
1652	OG0001652	genemark-cer-_s302-processed-gene-0.18-mRNA-1_1&gene=genemark-cer-_s302-processed-gene-0.18&CDS=1-867	YJR116W
1653	OG0001653	genemark-cer-_s302-processed-gene-0.19-mRNA-1_1&gene=genemark-cer-_s302-processed-gene-0.19&CDS=1-618	YFL038C
1654	OG0001654	genemark-cer-_s304-processed-gene-0.26-mRNA-1_1&gene=genemark-cer-_s304-processed-gene-0.26&CDS=1-465	YNL147W
1655	OG0001655	genemark-cer-_s304-processed-gene-0.0-mRNA-1_1&gene=genemark-cer-_s304-processed-gene-0.0&CDS=1-717	YNL148C
1656	OG0001656	genemark-cer-_s304-processed-gene-0.1-mRNA-1_1&gene=genemark-cer-_s304-processed-gene-0.1&CDS=1-393	YNL149C
1657	OG0001657	genemark-cer-_s304-processed-gene-0.2-mRNA-1_1&gene=genemark-cer-_s304-processed-gene-0.2&CDS=1-1548	YPR137W
1658	OG0001658	genemark-cer-_s304-processed-gene-0.27-mRNA-1_1&gene=genemark-cer-_s304-processed-gene-0.27&CDS=1-645	YNL151C
1659	OG0001659	genemark-cer-_s304-processed-gene-0.3-mRNA-1_1&gene=genemark-cer-_s304-processed-gene-0.3&CDS=1-1572	YNL152W
1660	OG0001660	genemark-cer-_s304-processed-gene-0.5-mRNA-1_1&gene=genemark-cer-_s304-processed-gene-0.5&CDS=1-552	YKR085C
1661	OG0001661	genemark-cer-_s304-processed-gene-0.28-mRNA-1_1&gene=genemark-cer-_s304-processed-gene-0.28&CDS=1-1911	YIL144W
1662	OG0001662	genemark-cer-_s304-processed-gene-0.7-mRNA-1_1&gene=genemark-cer-_s304-processed-gene-0.7&CDS=1-1059	YKR071C
1663	OG0001663	genemark-cer-_s304-processed-gene-0.29-mRNA-1_1&gene=genemark-cer-_s304-processed-gene-0.29&CDS=1-1227	YPR065W
1664	OG0001664	augustus_masked-cer-_s304-processed-gene-0.122-mRNA-1_1&gene=augustus_masked-cer-_s304-processed-gene-0.122&CDS=1-924	YIL145C
1665	OG0001665	genemark-cer-_s304-processed-gene-0.12-mRNA-1_1&gene=genemark-cer-_s304-processed-gene-0.12&CDS=1-1122	YOR084W
1666	OG0001666	genemark-cer-_s304-processed-gene-0.13-mRNA-1_1&gene=genemark-cer-_s304-processed-gene-0.13&CDS=1-1074	YKR092C
1667	OG0001667	genemark-cer-_s304-processed-gene-0.14-mRNA-1_1&gene=genemark-cer-_s304-processed-gene-0.14&CDS=1-2580	YIL143C
1668	OG0001668	snap_masked-cer-_s304-processed-gene-0.79-mRNA-1_1&gene=snap_masked-cer-_s304-processed-gene-0.79&CDS=1-516	YBL090W
1669	OG0001669	augustus_masked-cer-_s304-processed-gene-0.125-mRNA-1_1&gene=augustus_masked-cer-_s304-processed-gene-0.125&CDS=1-1269	YNR051C
1670	OG0001670	genemark-cer-_s304-processed-gene-0.34-mRNA-1_1&gene=genemark-cer-_s304-processed-gene-0.34&CDS=1-660	YDR177W
1671	OG0001671	augustus_masked-cer-_s304-processed-gene-0.127-mRNA-1_1&gene=augustus_masked-cer-_s304-processed-gene-0.127&CDS=1-6765	YCR093W
1672	OG0001672	genemark-cer-_s304-processed-gene-0.15-mRNA-1_1&gene=genemark-cer-_s304-processed-gene-0.15&CDS=1-699	YMR132C
1673	OG0001673	augustus_masked-cer-_s304-processed-gene-0.129-mRNA-1_1&gene=augustus_masked-cer-_s304-processed-gene-0.129&CDS=1-252	YLR038C
1674	OG0001674	genemark-cer-_s304-processed-gene-0.16-mRNA-1_1&gene=genemark-cer-_s304-processed-gene-0.16&CDS=1-2034	YDR026C
1675	OG0001675	genemark-cer-_s304-processed-gene-0.18-mRNA-1_1&gene=genemark-cer-_s304-processed-gene-0.18&CDS=1-6369	YJL207C
1676	OG0001676	genemark-cer-_s304-processed-gene-0.38-mRNA-1_1&gene=genemark-cer-_s304-processed-gene-0.38&CDS=1-597	YKL001C
1677	OG0001677	genemark-cer-_s304-processed-gene-0.20-mRNA-1_1&gene=genemark-cer-_s304-processed-gene-0.20&CDS=1-915	YAR015W
1678	OG0001678	genemark-cer-_s304-processed-gene-0.39-mRNA-1_1&gene=genemark-cer-_s304-processed-gene-0.39&CDS=1-1887	YAR018C
1679	OG0001679	genemark-cer-_s306-processed-gene-0.38-mRNA-1_1&gene=genemark-cer-_s306-processed-gene-0.38&CDS=1-1206	YOR358W
1680	OG0001680	genemark-cer-_s306-processed-gene-0.39-mRNA-1_1&gene=genemark-cer-_s306-processed-gene-0.39&CDS=1-627	YLR178C
1681	OG0001681	genemark-cer-_s306-processed-gene-0.47-mRNA-1_1&gene=genemark-cer-_s306-processed-gene-0.47&CDS=1-429	YPR082C
1682	OG0001682	genemark-cer-_s306-processed-gene-0.41-mRNA-1_1&gene=genemark-cer-_s306-processed-gene-0.41&CDS=1-1062	YLR420W
1683	OG0001683	genemark-cer-_s306-processed-gene-0.51-mRNA-1_1&gene=genemark-cer-_s306-processed-gene-0.51&CDS=1-2541	YAL021C
1684	OG0001684	genemark-cer-_s307-processed-gene-0.2-mRNA-1_1&gene=genemark-cer-_s307-processed-gene-0.2&CDS=1-1551	YJL153C
1685	OG0001685	augustus_masked-cer-_s307-processed-gene-0.37-mRNA-1_1&gene=augustus_masked-cer-_s307-processed-gene-0.37&CDS=1-3264	YOR349W
1686	OG0001686	augustus_masked-cer-_s307-processed-gene-0.24-mRNA-1_1&gene=augustus_masked-cer-_s307-processed-gene-0.24&CDS=1-252	YMR286W
1687	OG0001687	augustus_masked-cer-_s307-processed-gene-0.39-mRNA-1_1&gene=augustus_masked-cer-_s307-processed-gene-0.39&CDS=1-1545	YGL138C
1688	OG0001688	genemark-cer-_s307-processed-gene-0.10-mRNA-1_1&gene=genemark-cer-_s307-processed-gene-0.10&CDS=1-3540	YPL217C
1689	OG0001689	genemark-cer-_s308-processed-gene-0.0-mRNA-1_1&gene=genemark-cer-_s308-processed-gene-0.0&CDS=1-1095	YGR279C
1690	OG0001690	genemark-cer-_s310-processed-gene-0.0-mRNA-1_1&gene=genemark-cer-_s310-processed-gene-0.0&CDS=1-1314	YJR084W
1691	OG0001691	genemark-cer-_s311-processed-gene-0.49-mRNA-1_1&gene=genemark-cer-_s311-processed-gene-0.49&CDS=1-2094	YLR002C
1692	OG0001692	genemark-cer-_s311-processed-gene-0.31-mRNA-1_1&gene=genemark-cer-_s311-processed-gene-0.31&CDS=1-1566	YMR015C
1693	OG0001693	snap_masked-cer-_s311-processed-gene-0.89-mRNA-1_1&gene=snap_masked-cer-_s311-processed-gene-0.89&CDS=1-1476	YHR183W
1694	OG0001694	genemark-cer-_s311-processed-gene-0.32-mRNA-1_1&gene=genemark-cer-_s311-processed-gene-0.32&CDS=1-2631	YJR010W
1695	OG0001695	genemark-cer-_s311-processed-gene-0.34-mRNA-1_1&gene=genemark-cer-_s311-processed-gene-0.34&CDS=1-525	YER134C
1696	OG0001696	snap_masked-cer-_s311-processed-gene-0.75-mRNA-1_1&gene=snap_masked-cer-_s311-processed-gene-0.75&CDS=1-1059	YDL002C
1697	OG0001697	augustus_masked-cer-_s311-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-cer-_s311-processed-gene-0.17&CDS=1-7548	YBL004W
1698	OG0001698	genemark-cer-_s311-processed-gene-0.37-mRNA-1_1&gene=genemark-cer-_s311-processed-gene-0.37&CDS=1-861	YDL001W
1699	OG0001699	genemark-cer-_s311-processed-gene-0.54-mRNA-1_1&gene=genemark-cer-_s311-processed-gene-0.54&CDS=1-1935	YDR208W
1700	OG0001700	genemark-cer-_s311-processed-gene-0.40-mRNA-1_1&gene=genemark-cer-_s311-processed-gene-0.40&CDS=1-912	YBR151W
1701	OG0001701	genemark-cer-_s311-processed-gene-0.41-mRNA-1_1&gene=genemark-cer-_s311-processed-gene-0.41&CDS=1-867	YIL124W
1702	OG0001702	genemark-cer-_s311-processed-gene-0.60-mRNA-1_1&gene=genemark-cer-_s311-processed-gene-0.60&CDS=1-2991	YIL125W
1703	OG0001703	genemark-cer-_s311-processed-gene-0.61-mRNA-1_1&gene=genemark-cer-_s311-processed-gene-0.61&CDS=1-522	YKR065C
1704	OG0001704	maker-cer-_s311-augustus-gene-0.68-mRNA-1_1&gene=maker-cer-_s311-augustus-gene-0.68&CDS=1-1266	YNL316C
1705	OG0001705	genemark-cer-_s311-processed-gene-0.62-mRNA-1_1&gene=genemark-cer-_s311-processed-gene-0.62&CDS=1-342	YOL133W
1706	OG0001706	genemark-cer-_s311-processed-gene-0.46-mRNA-1_1&gene=genemark-cer-_s311-processed-gene-0.46&CDS=1-741	YOL135C
1707	OG0001707	genemark-cer-_s311-processed-gene-0.63-mRNA-1_1&gene=genemark-cer-_s311-processed-gene-0.63&CDS=1-2136	YKL135C
1708	OG0001708	genemark-cer-_s311-processed-gene-0.64-mRNA-1_1&gene=genemark-cer-_s311-processed-gene-0.64&CDS=1-549	YJR074W
1709	OG0001709	genemark-cer-_s312-processed-gene-0.7-mRNA-1_1&gene=genemark-cer-_s312-processed-gene-0.7&CDS=1-4371	YOR116C
1710	OG0001710	snap_masked-cer-_s312-processed-gene-0.28-mRNA-1_1&gene=snap_masked-cer-_s312-processed-gene-0.28&CDS=1-321	YDR363W-A
1711	OG0001711	genemark-cer-_s312-processed-gene-0.8-mRNA-1_1&gene=genemark-cer-_s312-processed-gene-0.8&CDS=1-1275	YOR117W
1712	OG0001712	genemark-cer-_s312-processed-gene-0.2-mRNA-1_1&gene=genemark-cer-_s312-processed-gene-0.2&CDS=1-2568	YDR205W
1713	OG0001713	genemark-cer-_s312-processed-gene-0.3-mRNA-1_1&gene=genemark-cer-_s312-processed-gene-0.3&CDS=1-828	YLR243W
1714	OG0001714	genemark-cer-_s312-processed-gene-0.6-mRNA-1_1&gene=genemark-cer-_s312-processed-gene-0.6&CDS=1-1368	YDR190C
1715	OG0001715	genemark-cer-_s312-processed-gene-0.10-mRNA-1_1&gene=genemark-cer-_s312-processed-gene-0.10&CDS=1-1908	YDR189W
1716	OG0001716	genemark-cer-_s312-processed-gene-0.13-mRNA-1_1&gene=genemark-cer-_s312-processed-gene-0.13&CDS=1-1659	YDR188W
1717	OG0001717	genemark-cer-_s313-processed-gene-0.5-mRNA-1_1&gene=genemark-cer-_s313-processed-gene-0.5&CDS=1-1368	YBR110W
1718	OG0001718	maker-cer-_s313-snap-gene-0.10-mRNA-1_1&gene=maker-cer-_s313-snap-gene-0.10&CDS=1-3465	YOR346W
1719	OG0001719	genemark-cer-_s313-processed-gene-0.6-mRNA-1_1&gene=genemark-cer-_s313-processed-gene-0.6&CDS=1-453	YBR109C
1720	OG0001720	genemark-cer-_s316-processed-gene-0.5-mRNA-1_1&gene=genemark-cer-_s316-processed-gene-0.5&CDS=1-1863	YOR273C
1721	OG0001721	genemark-cer-_s318-processed-gene-0.28-mRNA-1_1&gene=genemark-cer-_s318-processed-gene-0.28&CDS=1-1512	YER021W
1722	OG0001722	genemark-cer-_s318-processed-gene-0.29-mRNA-1_1&gene=genemark-cer-_s318-processed-gene-0.29&CDS=1-1719	YER022W
1723	OG0001723	genemark-cer-_s318-processed-gene-0.34-mRNA-1_1&gene=genemark-cer-_s318-processed-gene-0.34&CDS=1-501	YJR118C
1724	OG0001724	snap_masked-cer-_s318-processed-gene-0.17-mRNA-1_1&gene=snap_masked-cer-_s318-processed-gene-0.17&CDS=1-780	YMR149W
1725	OG0001725	genemark-cer-_s318-processed-gene-0.35-mRNA-1_1&gene=genemark-cer-_s318-processed-gene-0.35&CDS=1-558	YMR150C
1726	OG0001726	genemark-cer-_s318-processed-gene-0.31-mRNA-1_1&gene=genemark-cer-_s318-processed-gene-0.31&CDS=1-1635	YOR037W
1727	OG0001727	genemark-cer-_s318-processed-gene-0.37-mRNA-1_1&gene=genemark-cer-_s318-processed-gene-0.37&CDS=1-717	YJL065C
1728	OG0001728	genemark-cer-_s318-processed-gene-0.38-mRNA-1_1&gene=genemark-cer-_s318-processed-gene-0.38&CDS=1-495	YBR282W
1729	OG0001729	genemark-cer-_s32-processed-gene-0.1-mRNA-1_1&gene=genemark-cer-_s32-processed-gene-0.1&CDS=1-1035	YJR105W
1730	OG0001730	genemark-cer-_s320-processed-gene-0.11-mRNA-1_1&gene=genemark-cer-_s320-processed-gene-0.11&CDS=1-498	YMR022W
1731	OG0001731	genemark-cer-_s322-processed-gene-0.2-mRNA-1_1&gene=genemark-cer-_s322-processed-gene-0.2&CDS=1-897	YOR251C
1732	OG0001732	genemark-cer-_s324-processed-gene-0.28-mRNA-1_1&gene=genemark-cer-_s324-processed-gene-0.28&CDS=1-1386	YPL247C
1733	OG0001733	genemark-cer-_s324-processed-gene-0.30-mRNA-1_1&gene=genemark-cer-_s324-processed-gene-0.30&CDS=1-429	YNL185C
1734	OG0001734	snap_masked-cer-_s324-processed-gene-0.11-mRNA-1_1&gene=snap_masked-cer-_s324-processed-gene-0.11&CDS=1-1344	YNL181W
1735	OG0001735	genemark-cer-_s324-processed-gene-0.31-mRNA-1_1&gene=genemark-cer-_s324-processed-gene-0.31&CDS=1-1380	YNL182C
