	OrthologID	Ascoidea_asiatica	Saccharomyces_cerevisiae
1503	OG0001503	-processed-gene-6.63-mRNA-1_1&gene=genemark-gi|1002316728|dbj|BCKQ01000008.1|-processed-gene-6.63&CDS=1-1554	YOR334W
1504	OG0001504	-processed-gene-6.38-mRNA-1_1&gene=augustus_masked-gi|1002316728|dbj|BCKQ01000008.1|-processed-gene-6.38&CDS=1-972	YJL115W
1505	OG0001505	-processed-gene-6.24-mRNA-1_1&gene=augustus_masked-gi|1002316728|dbj|BCKQ01000008.1|-processed-gene-6.24&CDS=1-3267	YLR272C
1506	OG0001506	-processed-gene-6.114-mRNA-1_1&gene=snap_masked-gi|1002316728|dbj|BCKQ01000008.1|-processed-gene-6.114&CDS=1-3198	YBL076C
1507	OG0001507	-processed-gene-0.77-mRNA-1_1&gene=snap_masked-gi|1002316729|dbj|BCKQ01000007.1|-processed-gene-0.77&CDS=1-552	YAL033W
1508	OG0001508	-processed-gene-0.100-mRNA-1_1&gene=snap_masked-gi|1002316729|dbj|BCKQ01000007.1|-processed-gene-0.100&CDS=1-4395	YMR012W
1509	OG0001509	-processed-gene-0.19-mRNA-1_1&gene=augustus_masked-gi|1002316729|dbj|BCKQ01000007.1|-processed-gene-0.19&CDS=1-5064	YOR336W
1510	OG0001510	-processed-gene-0.80-mRNA-1_1&gene=snap_masked-gi|1002316729|dbj|BCKQ01000007.1|-processed-gene-0.80&CDS=1-1338	YPL175W
1511	OG0001511	-snap-gene-0.73-mRNA-1_1&gene=maker-gi|1002316729|dbj|BCKQ01000007.1|-snap-gene-0.73&CDS=1-894	YPL173W
1512	OG0001512	-processed-gene-0.20-mRNA-1_1&gene=augustus_masked-gi|1002316729|dbj|BCKQ01000007.1|-processed-gene-0.20&CDS=1-2004	YDR244W
1513	OG0001513	-processed-gene-0.103-mRNA-1_1&gene=snap_masked-gi|1002316729|dbj|BCKQ01000007.1|-processed-gene-0.103&CDS=1-1680	YBR003W
1514	OG0001514	-processed-gene-0.23-mRNA-1_1&gene=augustus_masked-gi|1002316729|dbj|BCKQ01000007.1|-processed-gene-0.23&CDS=1-1119	YBR257W
1515	OG0001515	-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-gi|1002316729|dbj|BCKQ01000007.1|-processed-gene-0.8&CDS=1-2094	YPL023C
1516	OG0001516	-processed-gene-0.108-mRNA-1_1&gene=snap_masked-gi|1002316729|dbj|BCKQ01000007.1|-processed-gene-0.108&CDS=1-210	YPR010C-A
1517	OG0001517	-processed-gene-0.27-mRNA-1_1&gene=augustus_masked-gi|1002316729|dbj|BCKQ01000007.1|-processed-gene-0.27&CDS=1-2040	YBR220C
1518	OG0001518	-processed-gene-0.112-mRNA-1_1&gene=snap_masked-gi|1002316729|dbj|BCKQ01000007.1|-processed-gene-0.112&CDS=1-1254	YBL055C
1519	OG0001519	-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-gi|1002316729|dbj|BCKQ01000007.1|-processed-gene-0.13&CDS=1-984	YNL232W
1520	OG0001520	-processed-gene-0.50-mRNA-1_1&gene=genemark-gi|1002316729|dbj|BCKQ01000007.1|-processed-gene-0.50&CDS=1-1749	YDR083W
1521	OG0001521	-processed-gene-0.31-mRNA-1_1&gene=augustus_masked-gi|1002316729|dbj|BCKQ01000007.1|-processed-gene-0.31&CDS=1-2751	YGR145W
1522	OG0001522	-processed-gene-0.15-mRNA-1_1&gene=augustus_masked-gi|1002316729|dbj|BCKQ01000007.1|-processed-gene-0.15&CDS=1-2322	YIL084C
1523	OG0001523	-processed-gene-0.32-mRNA-1_1&gene=augustus_masked-gi|1002316729|dbj|BCKQ01000007.1|-processed-gene-0.32&CDS=1-2418	YIL091C
1524	OG0001524	-processed-gene-1.70-mRNA-1_1&gene=augustus_masked-gi|1002316729|dbj|BCKQ01000007.1|-processed-gene-1.70&CDS=1-3783	YNL236W
1525	OG0001525	-processed-gene-1.68-mRNA-1_1&gene=augustus_masked-gi|1002316729|dbj|BCKQ01000007.1|-processed-gene-1.68&CDS=1-2007	YGL097W
1526	OG0001526	-processed-gene-1.4-mRNA-1_1&gene=snap_masked-gi|1002316729|dbj|BCKQ01000007.1|-processed-gene-1.4&CDS=1-1344	YLR303W
1527	OG0001527	-processed-gene-1.72-mRNA-1_1&gene=augustus_masked-gi|1002316729|dbj|BCKQ01000007.1|-processed-gene-1.72&CDS=1-2940	YJL087C
1528	OG0001528	-processed-gene-1.18-mRNA-1_1&gene=snap_masked-gi|1002316729|dbj|BCKQ01000007.1|-processed-gene-1.18&CDS=1-318	YBR091C
1529	OG0001529	-processed-gene-1.7-mRNA-1_1&gene=snap_masked-gi|1002316729|dbj|BCKQ01000007.1|-processed-gene-1.7&CDS=1-2301	YIL090W
1530	OG0001530	-processed-gene-1.21-mRNA-1_1&gene=snap_masked-gi|1002316729|dbj|BCKQ01000007.1|-processed-gene-1.21&CDS=1-1383	YOR123C
1531	OG0001531	-processed-gene-1.75-mRNA-1_1&gene=augustus_masked-gi|1002316729|dbj|BCKQ01000007.1|-processed-gene-1.75&CDS=1-1416	YIL088C
1532	OG0001532	-processed-gene-1.87-mRNA-1_1&gene=augustus_masked-gi|1002316729|dbj|BCKQ01000007.1|-processed-gene-1.87&CDS=1-1047	YNL025C
1533	OG0001533	-processed-gene-1.11-mRNA-1_1&gene=snap_masked-gi|1002316729|dbj|BCKQ01000007.1|-processed-gene-1.11&CDS=1-633	YDR002W
1534	OG0001534	-processed-gene-1.57-mRNA-1_1&gene=genemark-gi|1002316729|dbj|BCKQ01000007.1|-processed-gene-1.57&CDS=1-930	YBR002C
1535	OG0001535	-processed-gene-1.94-mRNA-1_1&gene=augustus_masked-gi|1002316729|dbj|BCKQ01000007.1|-processed-gene-1.94&CDS=1-969	YNL032W
1536	OG0001536	-processed-gene-1.96-mRNA-1_1&gene=augustus_masked-gi|1002316729|dbj|BCKQ01000007.1|-processed-gene-1.96&CDS=1-330	YNL024C-A
1537	OG0001537	-augustus-gene-2.118-mRNA-1_1&gene=maker-gi|1002316729|dbj|BCKQ01000007.1|-augustus-gene-2.118&CDS=1-2697	YGL045W
1538	OG0001538	-processed-gene-2.23-mRNA-1_1&gene=augustus_masked-gi|1002316729|dbj|BCKQ01000007.1|-processed-gene-2.23&CDS=1-606	YOL149W
1539	OG0001539	-processed-gene-2.5-mRNA-1_1&gene=augustus_masked-gi|1002316729|dbj|BCKQ01000007.1|-processed-gene-2.5&CDS=1-1695	YKL059C
1540	OG0001540	-processed-gene-2.44-mRNA-1_1&gene=snap_masked-gi|1002316729|dbj|BCKQ01000007.1|-processed-gene-2.44&CDS=1-561	YDL120W
1541	OG0001541	-processed-gene-2.7-mRNA-1_1&gene=augustus_masked-gi|1002316729|dbj|BCKQ01000007.1|-processed-gene-2.7&CDS=1-2964	YDL122W
1542	OG0001542	-processed-gene-2.46-mRNA-1_1&gene=snap_masked-gi|1002316729|dbj|BCKQ01000007.1|-processed-gene-2.46&CDS=1-1788	YNL016W
1543	OG0001543	-processed-gene-2.28-mRNA-1_1&gene=augustus_masked-gi|1002316729|dbj|BCKQ01000007.1|-processed-gene-2.28&CDS=1-4020	YCR077C
1544	OG0001544	-processed-gene-2.49-mRNA-1_1&gene=snap_masked-gi|1002316729|dbj|BCKQ01000007.1|-processed-gene-2.49&CDS=1-1497	YHR135C
1545	OG0001545	-processed-gene-2.29-mRNA-1_1&gene=augustus_masked-gi|1002316729|dbj|BCKQ01000007.1|-processed-gene-2.29&CDS=1-1005	YNL155W
1546	OG0001546	-processed-gene-2.12-mRNA-1_1&gene=augustus_masked-gi|1002316729|dbj|BCKQ01000007.1|-processed-gene-2.12&CDS=1-1041	YHR062C
1547	OG0001547	-processed-gene-2.31-mRNA-1_1&gene=augustus_masked-gi|1002316729|dbj|BCKQ01000007.1|-processed-gene-2.31&CDS=1-2781	YLR318W
1548	OG0001548	-processed-gene-2.76-mRNA-1_1&gene=snap_masked-gi|1002316729|dbj|BCKQ01000007.1|-processed-gene-2.76&CDS=1-1203	YKL114C
1549	OG0001549	-processed-gene-2.77-mRNA-1_1&gene=snap_masked-gi|1002316729|dbj|BCKQ01000007.1|-processed-gene-2.77&CDS=1-777	YIL010W
1550	OG0001550	-processed-gene-2.57-mRNA-1_1&gene=snap_masked-gi|1002316729|dbj|BCKQ01000007.1|-processed-gene-2.57&CDS=1-435	YPR182W
1551	OG0001551	-processed-gene-2.59-mRNA-1_1&gene=snap_masked-gi|1002316729|dbj|BCKQ01000007.1|-processed-gene-2.59&CDS=1-1698	YPR178W
1552	OG0001552	-processed-gene-2.36-mRNA-1_1&gene=augustus_masked-gi|1002316729|dbj|BCKQ01000007.1|-processed-gene-2.36&CDS=1-870	YPR143W
1553	OG0001553	-processed-gene-2.60-mRNA-1_1&gene=snap_masked-gi|1002316729|dbj|BCKQ01000007.1|-processed-gene-2.60&CDS=1-2139	YGR119C
1554	OG0001554	-processed-gene-2.21-mRNA-1_1&gene=augustus_masked-gi|1002316729|dbj|BCKQ01000007.1|-processed-gene-2.21&CDS=1-2109	YKR092C
1555	OG0001555	-processed-gene-3.1-mRNA-1_1&gene=augustus_masked-gi|1002316729|dbj|BCKQ01000007.1|-processed-gene-3.1&CDS=1-1074	YDR158W
1556	OG0001556	-snap-gene-3.63-mRNA-1_1&gene=maker-gi|1002316729|dbj|BCKQ01000007.1|-snap-gene-3.63&CDS=1-2622	YFL047W
1557	OG0001557	-processed-gene-3.16-mRNA-1_1&gene=augustus_masked-gi|1002316729|dbj|BCKQ01000007.1|-processed-gene-3.16&CDS=1-2487	YCR088W
1558	OG0001558	-processed-gene-3.94-mRNA-1_1&gene=snap_masked-gi|1002316729|dbj|BCKQ01000007.1|-processed-gene-3.94&CDS=1-741	YHR122W
1559	OG0001559	-processed-gene-3.75-mRNA-1_1&gene=snap_masked-gi|1002316729|dbj|BCKQ01000007.1|-processed-gene-3.75&CDS=1-2604	YFL027C
1560	OG0001560	-processed-gene-3.19-mRNA-1_1&gene=augustus_masked-gi|1002316729|dbj|BCKQ01000007.1|-processed-gene-3.19&CDS=1-3969	YFL008W
1561	OG0001561	-processed-gene-3.76-mRNA-1_1&gene=snap_masked-gi|1002316729|dbj|BCKQ01000007.1|-processed-gene-3.76&CDS=1-3816	YDL240W
1562	OG0001562	-processed-gene-3.8-mRNA-1_1&gene=augustus_masked-gi|1002316729|dbj|BCKQ01000007.1|-processed-gene-3.8&CDS=1-3399	YPL009C
1563	OG0001563	-processed-gene-3.99-mRNA-1_1&gene=snap_masked-gi|1002316729|dbj|BCKQ01000007.1|-processed-gene-3.99&CDS=1-1203	YFL029C
1564	OG0001564	-processed-gene-3.11-mRNA-1_1&gene=augustus_masked-gi|1002316729|dbj|BCKQ01000007.1|-processed-gene-3.11&CDS=1-1230	YPL015C
1565	OG0001565	-snap-gene-3.59-mRNA-1_1&gene=maker-gi|1002316729|dbj|BCKQ01000007.1|-snap-gene-3.59&CDS=1-2850	YFL003C
1566	OG0001566	-processed-gene-3.101-mRNA-1_1&gene=snap_masked-gi|1002316729|dbj|BCKQ01000007.1|-processed-gene-3.101&CDS=1-861	YIL021W
1567	OG0001567	-processed-gene-3.105-mRNA-1_1&gene=snap_masked-gi|1002316729|dbj|BCKQ01000007.1|-processed-gene-3.105&CDS=1-1668	YGR055W
1568	OG0001568	-processed-gene-4.45-mRNA-1_1&gene=snap_masked-gi|1002316729|dbj|BCKQ01000007.1|-processed-gene-4.45&CDS=1-1596	YNL119W
1569	OG0001569	-processed-gene-4.9-mRNA-1_1&gene=augustus_masked-gi|1002316729|dbj|BCKQ01000007.1|-processed-gene-4.9&CDS=1-777	YGR036C
1570	OG0001570	-processed-gene-4.31-mRNA-1_1&gene=augustus_masked-gi|1002316729|dbj|BCKQ01000007.1|-processed-gene-4.31&CDS=1-1905	YDR531W
1571	OG0001571	-processed-gene-4.15-mRNA-1_1&gene=augustus_masked-gi|1002316729|dbj|BCKQ01000007.1|-processed-gene-4.15&CDS=1-2097	YGR054W
1572	OG0001572	-processed-gene-4.105-mRNA-1_1&gene=genemark-gi|1002316729|dbj|BCKQ01000007.1|-processed-gene-4.105&CDS=1-897	YLR051C
1573	OG0001573	-processed-gene-4.17-mRNA-1_1&gene=augustus_masked-gi|1002316729|dbj|BCKQ01000007.1|-processed-gene-4.17&CDS=1-1647	YOR161C
1574	OG0001574	-processed-gene-4.34-mRNA-1_1&gene=augustus_masked-gi|1002316729|dbj|BCKQ01000007.1|-processed-gene-4.34&CDS=1-3351	YHR166C
1575	OG0001575	-processed-gene-4.35-mRNA-1_1&gene=augustus_masked-gi|1002316729|dbj|BCKQ01000007.1|-processed-gene-4.35&CDS=1-1149	YDR353W
1576	OG0001576	-processed-gene-4.74-mRNA-1_1&gene=snap_masked-gi|1002316729|dbj|BCKQ01000007.1|-processed-gene-4.74&CDS=1-1152	YHR076W
1577	OG0001577	-snap-gene-4.119-mRNA-1_1&gene=maker-gi|1002316729|dbj|BCKQ01000007.1|-snap-gene-4.119&CDS=1-2316	YJL171C
1578	OG0001578	-processed-gene-4.22-mRNA-1_1&gene=augustus_masked-gi|1002316729|dbj|BCKQ01000007.1|-processed-gene-4.22&CDS=1-1656	YMR319C
1579	OG0001579	-processed-gene-4.26-mRNA-1_1&gene=augustus_masked-gi|1002316729|dbj|BCKQ01000007.1|-processed-gene-4.26&CDS=1-879	YJL053W
1580	OG0001580	-processed-gene-5.68-mRNA-1_1&gene=snap_masked-gi|1002316729|dbj|BCKQ01000007.1|-processed-gene-5.68&CDS=1-1239	YMR228W
1581	OG0001581	-processed-gene-5.2-mRNA-1_1&gene=augustus_masked-gi|1002316729|dbj|BCKQ01000007.1|-processed-gene-5.2&CDS=1-2016	YBR158W
1582	OG0001582	-snap-gene-5.59-mRNA-1_1&gene=maker-gi|1002316729|dbj|BCKQ01000007.1|-snap-gene-5.59&CDS=1-5109	YER093C
1583	OG0001583	-processed-gene-5.15-mRNA-1_1&gene=augustus_masked-gi|1002316729|dbj|BCKQ01000007.1|-processed-gene-5.15&CDS=1-4041	YGR170W
1584	OG0001584	-processed-gene-5.71-mRNA-1_1&gene=snap_masked-gi|1002316729|dbj|BCKQ01000007.1|-processed-gene-5.71&CDS=1-2199	YKL125W
1585	OG0001585	-processed-gene-5.8-mRNA-1_1&gene=augustus_masked-gi|1002316729|dbj|BCKQ01000007.1|-processed-gene-5.8&CDS=1-1470	YNL040W
1586	OG0001586	-processed-gene-5.47-mRNA-1_1&gene=genemark-gi|1002316729|dbj|BCKQ01000007.1|-processed-gene-5.47&CDS=1-3237	YIL125W
1587	OG0001587	-augustus-gene-5.62-mRNA-1_1&gene=maker-gi|1002316729|dbj|BCKQ01000007.1|-augustus-gene-5.62&CDS=1-315	YMR225C
1588	OG0001588	-processed-gene-5.48-mRNA-1_1&gene=genemark-gi|1002316729|dbj|BCKQ01000007.1|-processed-gene-5.48&CDS=1-6375	YFR019W
1589	OG0001589	-processed-gene-5.12-mRNA-1_1&gene=augustus_masked-gi|1002316729|dbj|BCKQ01000007.1|-processed-gene-5.12&CDS=1-639	YNL306W
1590	OG0001590	-processed-gene-5.94-mRNA-1_1&gene=snap_masked-gi|1002316729|dbj|BCKQ01000007.1|-processed-gene-5.94&CDS=1-954	YPL111W
1591	OG0001591	-processed-gene-5.99-mRNA-1_1&gene=snap_masked-gi|1002316729|dbj|BCKQ01000007.1|-processed-gene-5.99&CDS=1-1149	YNR041C
1592	OG0001592	-processed-gene-6.46-mRNA-1_1&gene=snap_masked-gi|1002316729|dbj|BCKQ01000007.1|-processed-gene-6.46&CDS=1-1980	YNL169C
1593	OG0001593	-processed-gene-6.89-mRNA-1_1&gene=augustus_masked-gi|1002316729|dbj|BCKQ01000007.1|-processed-gene-6.89&CDS=1-1563	YJR122W
1594	OG0001594	-processed-gene-6.49-mRNA-1_1&gene=snap_masked-gi|1002316729|dbj|BCKQ01000007.1|-processed-gene-6.49&CDS=1-3033	YPL008W
1595	OG0001595	-processed-gene-6.93-mRNA-1_1&gene=augustus_masked-gi|1002316729|dbj|BCKQ01000007.1|-processed-gene-6.93&CDS=1-2082	YMR296C
1596	OG0001596	-processed-gene-6.68-mRNA-1_1&gene=snap_masked-gi|1002316729|dbj|BCKQ01000007.1|-processed-gene-6.68&CDS=1-555	YMR295C
1597	OG0001597	-processed-gene-6.96-mRNA-1_1&gene=augustus_masked-gi|1002316729|dbj|BCKQ01000007.1|-processed-gene-6.96&CDS=1-1845	YPR048W
1598	OG0001598	-processed-gene-6.57-mRNA-1_1&gene=snap_masked-gi|1002316729|dbj|BCKQ01000007.1|-processed-gene-6.57&CDS=1-1083	YBR087W
1599	OG0001599	-processed-gene-6.117-mRNA-1_1&gene=augustus_masked-gi|1002316729|dbj|BCKQ01000007.1|-processed-gene-6.117&CDS=1-672	YBL038W
1600	OG0001600	-processed-gene-6.98-mRNA-1_1&gene=augustus_masked-gi|1002316729|dbj|BCKQ01000007.1|-processed-gene-6.98&CDS=1-1290	YBR094W
1601	OG0001601	-processed-gene-6.100-mRNA-1_1&gene=augustus_masked-gi|1002316729|dbj|BCKQ01000007.1|-processed-gene-6.100&CDS=1-264	YJL189W
1602	OG0001602	-processed-gene-6.120-mRNA-1_1&gene=augustus_masked-gi|1002316729|dbj|BCKQ01000007.1|-processed-gene-6.120&CDS=1-513	YNL044W
1603	OG0001603	-snap-gene-6.4-mRNA-1_1&gene=maker-gi|1002316729|dbj|BCKQ01000007.1|-snap-gene-6.4&CDS=1-1377	YPL146C
1604	OG0001604	-processed-gene-6.102-mRNA-1_1&gene=augustus_masked-gi|1002316729|dbj|BCKQ01000007.1|-processed-gene-6.102&CDS=1-2289	YGL125W
1605	OG0001605	-processed-gene-6.63-mRNA-1_1&gene=snap_masked-gi|1002316729|dbj|BCKQ01000007.1|-processed-gene-6.63&CDS=1-2232	YBR138C
1606	OG0001606	-snap-gene-7.73-mRNA-1_1&gene=maker-gi|1002316729|dbj|BCKQ01000007.1|-snap-gene-7.73&CDS=1-294	YBL026W
1607	OG0001607	-processed-gene-7.4-mRNA-1_1&gene=augustus_masked-gi|1002316729|dbj|BCKQ01000007.1|-processed-gene-7.4&CDS=1-2358	YBL024W
1608	OG0001608	-processed-gene-7.10-mRNA-1_1&gene=augustus_masked-gi|1002316729|dbj|BCKQ01000007.1|-processed-gene-7.10&CDS=1-921	YGR262C
1609	OG0001609	-processed-gene-7.114-mRNA-1_1&gene=snap_masked-gi|1002316729|dbj|BCKQ01000007.1|-processed-gene-7.114&CDS=1-2946	YHL027W
1610	OG0001610	-processed-gene-7.88-mRNA-1_1&gene=snap_masked-gi|1002316729|dbj|BCKQ01000007.1|-processed-gene-7.88&CDS=1-1719	YHL028W
1611	OG0001611	-processed-gene-7.13-mRNA-1_1&gene=augustus_masked-gi|1002316729|dbj|BCKQ01000007.1|-processed-gene-7.13&CDS=1-2811	YNL126W
1612	OG0001612	-processed-gene-7.14-mRNA-1_1&gene=augustus_masked-gi|1002316729|dbj|BCKQ01000007.1|-processed-gene-7.14&CDS=1-6000	YNL172W
1613	OG0001613	-processed-gene-7.116-mRNA-1_1&gene=snap_masked-gi|1002316729|dbj|BCKQ01000007.1|-processed-gene-7.116&CDS=1-711	YPR113W
1614	OG0001614	-processed-gene-0.36-mRNA-1_1&gene=snap_masked-gi|1002316730|dbj|BCKQ01000006.1|-processed-gene-0.36&CDS=1-1032	YPR176C
1615	OG0001615	-processed-gene-0.56-mRNA-1_1&gene=snap_masked-gi|1002316730|dbj|BCKQ01000006.1|-processed-gene-0.56&CDS=1-1053	YIL044C
1616	OG0001616	-processed-gene-0.39-mRNA-1_1&gene=snap_masked-gi|1002316730|dbj|BCKQ01000006.1|-processed-gene-0.39&CDS=1-1188	YKL113C
1617	OG0001617	-processed-gene-0.60-mRNA-1_1&gene=snap_masked-gi|1002316730|dbj|BCKQ01000006.1|-processed-gene-0.60&CDS=1-591	YHR026W
1618	OG0001618	-processed-gene-0.40-mRNA-1_1&gene=snap_masked-gi|1002316730|dbj|BCKQ01000006.1|-processed-gene-0.40&CDS=1-189	YDR276C
1619	OG0001619	-processed-gene-0.91-mRNA-1_1&gene=augustus_masked-gi|1002316730|dbj|BCKQ01000006.1|-processed-gene-0.91&CDS=1-1740	YLL028W
1620	OG0001620	-processed-gene-0.62-mRNA-1_1&gene=snap_masked-gi|1002316730|dbj|BCKQ01000006.1|-processed-gene-0.62&CDS=1-6120	YNL325C
1621	OG0001621	-processed-gene-0.63-mRNA-1_1&gene=snap_masked-gi|1002316730|dbj|BCKQ01000006.1|-processed-gene-0.63&CDS=1-1578	YGL153W
1622	OG0001622	-processed-gene-0.65-mRNA-1_1&gene=snap_masked-gi|1002316730|dbj|BCKQ01000006.1|-processed-gene-0.65&CDS=1-2505	YKL155C
1623	OG0001623	-processed-gene-0.79-mRNA-1_1&gene=augustus_masked-gi|1002316730|dbj|BCKQ01000006.1|-processed-gene-0.79&CDS=1-858	YIL020C
1624	OG0001624	-processed-gene-0.80-mRNA-1_1&gene=augustus_masked-gi|1002316730|dbj|BCKQ01000006.1|-processed-gene-0.80&CDS=1-1752	YKL089W
1625	OG0001625	-processed-gene-0.95-mRNA-1_1&gene=augustus_masked-gi|1002316730|dbj|BCKQ01000006.1|-processed-gene-0.95&CDS=1-1419	YHR113W
1626	OG0001626	-snap-gene-0.1-mRNA-1_1&gene=maker-gi|1002316730|dbj|BCKQ01000006.1|-snap-gene-0.1&CDS=1-270	YKL053C-A
1627	OG0001627	-processed-gene-1.9-mRNA-1_1&gene=augustus_masked-gi|1002316730|dbj|BCKQ01000006.1|-processed-gene-1.9&CDS=1-2967	YOL090W
1628	OG0001628	-processed-gene-1.65-mRNA-1_1&gene=snap_masked-gi|1002316730|dbj|BCKQ01000006.1|-processed-gene-1.65&CDS=1-4914	YNL102W
1629	OG0001629	-processed-gene-1.66-mRNA-1_1&gene=snap_masked-gi|1002316730|dbj|BCKQ01000006.1|-processed-gene-1.66&CDS=1-2133	YLR427W
1630	OG0001630	-processed-gene-1.72-mRNA-1_1&gene=snap_masked-gi|1002316730|dbj|BCKQ01000006.1|-processed-gene-1.72&CDS=1-432	YEL030C-A
1631	OG0001631	-processed-gene-1.32-mRNA-1_1&gene=augustus_masked-gi|1002316730|dbj|BCKQ01000006.1|-processed-gene-1.32&CDS=1-717	YEL072W
1632	OG0001632	-snap-gene-1.115-mRNA-1_1&gene=maker-gi|1002316730|dbj|BCKQ01000006.1|-snap-gene-1.115&CDS=1-4743	YGR134W
1633	OG0001633	-processed-gene-1.58-mRNA-1_1&gene=snap_masked-gi|1002316730|dbj|BCKQ01000006.1|-processed-gene-1.58&CDS=1-3129	YAL021C
1634	OG0001634	-processed-gene-1.60-mRNA-1_1&gene=snap_masked-gi|1002316730|dbj|BCKQ01000006.1|-processed-gene-1.60&CDS=1-567	YER134C
1635	OG0001635	-processed-gene-1.75-mRNA-1_1&gene=snap_masked-gi|1002316730|dbj|BCKQ01000006.1|-processed-gene-1.75&CDS=1-2916	YDR440W
1636	OG0001636	-processed-gene-1.61-mRNA-1_1&gene=snap_masked-gi|1002316730|dbj|BCKQ01000006.1|-processed-gene-1.61&CDS=1-6753	YBR136W
1637	OG0001637	-processed-gene-1.62-mRNA-1_1&gene=snap_masked-gi|1002316730|dbj|BCKQ01000006.1|-processed-gene-1.62&CDS=1-3012	YLR001C
1638	OG0001638	-processed-gene-1.22-mRNA-1_1&gene=augustus_masked-gi|1002316730|dbj|BCKQ01000006.1|-processed-gene-1.22&CDS=1-1854	YPR068C
1639	OG0001639	-processed-gene-1.78-mRNA-1_1&gene=snap_masked-gi|1002316730|dbj|BCKQ01000006.1|-processed-gene-1.78&CDS=1-627	YBR111C
1640	OG0001640	-processed-gene-2.90-mRNA-1_1&gene=augustus_masked-gi|1002316730|dbj|BCKQ01000006.1|-processed-gene-2.90&CDS=1-282	YBR111W-A
1641	OG0001641	-processed-gene-2.0-mRNA-1_1&gene=snap_masked-gi|1002316730|dbj|BCKQ01000006.1|-processed-gene-2.0&CDS=1-1485	YOL042W
1642	OG0001642	-processed-gene-2.94-mRNA-1_1&gene=augustus_masked-gi|1002316730|dbj|BCKQ01000006.1|-processed-gene-2.94&CDS=1-2349	YDR211W
1643	OG0001643	-processed-gene-2.60-mRNA-1_1&gene=genemark-gi|1002316730|dbj|BCKQ01000006.1|-processed-gene-2.60&CDS=1-828	YNL305C
1644	OG0001644	-processed-gene-2.11-mRNA-1_1&gene=snap_masked-gi|1002316730|dbj|BCKQ01000006.1|-processed-gene-2.11&CDS=1-1305	YDL237W
1645	OG0001645	-processed-gene-2.112-mRNA-1_1&gene=augustus_masked-gi|1002316730|dbj|BCKQ01000006.1|-processed-gene-2.112&CDS=1-747	YGR001C
1646	OG0001646	-processed-gene-2.100-mRNA-1_1&gene=augustus_masked-gi|1002316730|dbj|BCKQ01000006.1|-processed-gene-2.100&CDS=1-948	YAR015W
1647	OG0001647	-processed-gene-2.114-mRNA-1_1&gene=augustus_masked-gi|1002316730|dbj|BCKQ01000006.1|-processed-gene-2.114&CDS=1-1008	YGL043W
1648	OG0001648	-processed-gene-2.31-mRNA-1_1&gene=snap_masked-gi|1002316730|dbj|BCKQ01000006.1|-processed-gene-2.31&CDS=1-1965	YKL124W
1649	OG0001649	-processed-gene-2.32-mRNA-1_1&gene=snap_masked-gi|1002316730|dbj|BCKQ01000006.1|-processed-gene-2.32&CDS=1-1218	YDR432W
1650	OG0001650	-processed-gene-2.102-mRNA-1_1&gene=augustus_masked-gi|1002316730|dbj|BCKQ01000006.1|-processed-gene-2.102&CDS=1-2115	YHR050W
1651	OG0001651	-snap-gene-2.49-mRNA-1_1&gene=maker-gi|1002316730|dbj|BCKQ01000006.1|-snap-gene-2.49&CDS=1-1362	YDL115C
1652	OG0001652	-processed-gene-2.17-mRNA-1_1&gene=snap_masked-gi|1002316730|dbj|BCKQ01000006.1|-processed-gene-2.17&CDS=1-420	YKL160W
1653	OG0001653	-processed-gene-2.34-mRNA-1_1&gene=snap_masked-gi|1002316730|dbj|BCKQ01000006.1|-processed-gene-2.34&CDS=1-549	YNL131W
1654	OG0001654	-processed-gene-2.18-mRNA-1_1&gene=snap_masked-gi|1002316730|dbj|BCKQ01000006.1|-processed-gene-2.18&CDS=1-2481	YGL003C
1655	OG0001655	-processed-gene-2.120-mRNA-1_1&gene=augustus_masked-gi|1002316730|dbj|BCKQ01000006.1|-processed-gene-2.120&CDS=1-435	YOL127W
1656	OG0001656	-processed-gene-2.121-mRNA-1_1&gene=augustus_masked-gi|1002316730|dbj|BCKQ01000006.1|-processed-gene-2.121&CDS=1-1776	YBR132C
1657	OG0001657	-processed-gene-2.106-mRNA-1_1&gene=augustus_masked-gi|1002316730|dbj|BCKQ01000006.1|-processed-gene-2.106&CDS=1-432	YCR028C-A
1658	OG0001658	-processed-gene-2.125-mRNA-1_1&gene=augustus_masked-gi|1002316730|dbj|BCKQ01000006.1|-processed-gene-2.125&CDS=1-1398	YPR075C
1659	OG0001659	-snap-gene-3.57-mRNA-1_1&gene=maker-gi|1002316730|dbj|BCKQ01000006.1|-snap-gene-3.57&CDS=1-3591	YIL130W
1660	OG0001660	-processed-gene-3.15-mRNA-1_1&gene=augustus_masked-gi|1002316730|dbj|BCKQ01000006.1|-processed-gene-3.15&CDS=1-672	YMR039C
1661	OG0001661	-processed-gene-3.6-mRNA-1_1&gene=augustus_masked-gi|1002316730|dbj|BCKQ01000006.1|-processed-gene-3.6&CDS=1-747	YKL009W
1662	OG0001662	-processed-gene-3.81-mRNA-1_1&gene=snap_masked-gi|1002316730|dbj|BCKQ01000006.1|-processed-gene-3.81&CDS=1-1059	YMR041C
