	OrthologID	Botrytis_cinerea	Saccharomyces_cerevisiae
876	OG0000876	XP_001547863.2	YDR302W
877	OG0000877	XP_001547892.1	YPL131W
878	OG0000878	XP_001547913.1	YDR234W
879	OG0000879	XP_001547926.1	YKR090W
880	OG0000880	XP_001547942.1	YDL240W
881	OG0000881	XP_001547946.1	YKL207W
882	OG0000882	XP_001547950.1	YHR028C
883	OG0000883	XP_001547953.2	YOR348C
884	OG0000884	XP_001547962.1	YGR096W
885	OG0000885	XP_001547987.2	YEL020C
886	OG0000886	XP_001547998.1	YMR308C
887	OG0000887	XP_001548004.2	YBL080C
888	OG0000888	XP_001548040.1	YLR203C
889	OG0000889	XP_001548049.1	YPL244C
890	OG0000890	XP_001548061.2	YOL102C
891	OG0000891	XP_001548073.1	YDR232W
892	OG0000892	XP_001548085.1	YJL091C
893	OG0000893	XP_001548108.2	YDL174C
894	OG0000894	XP_001548118.1	YHR005C-A
895	OG0000895	XP_001548121.1	YDR255C
896	OG0000896	XP_001548140.1	YOR323C
897	OG0000897	XP_001548146.1	YGL040C
898	OG0000898	XP_001548164.1	YMR193W
899	OG0000899	XP_001548185.1	YDR490C
900	OG0000900	XP_001548195.1	YBL076C
901	OG0000901	XP_001548219.2	YDR127W
902	OG0000902	XP_001548231.1	YDR176W
903	OG0000903	XP_001548242.2	YKL194C
904	OG0000904	XP_001548304.2	YIR022W
905	OG0000905	XP_001548318.2	YHR037W
906	OG0000906	XP_001548320.1	YDR363W-A
907	OG0000907	XP_001548321.1	YCR012W
908	OG0000908	XP_001548329.1	YJR140C
909	OG0000909	XP_001548342.1	YKL157W
910	OG0000910	XP_001548350.1	YLL041C
911	OG0000911	XP_001548355.1	YCR072C
912	OG0000912	XP_001548376.1	YER100W
913	OG0000913	XP_001548387.1	YGR103W
914	OG0000914	XP_001548398.1	YOR288C
915	OG0000915	XP_001548399.1	YGR195W
916	OG0000916	XP_001548411.1	YML056C
917	OG0000917	XP_001548435.2	YKL029C
918	OG0000918	XP_001548442.2	YOR386W
919	OG0000919	XP_001548448.2	YLR050C
920	OG0000920	XP_001548487.1	YMR227C
921	OG0000921	XP_001548507.1	YGL106W
922	OG0000922	XP_001548518.1	YDL095W
923	OG0000923	XP_001548521.2	YPL183W-A
924	OG0000924	XP_001548523.1	YMR069W
925	OG0000925	XP_001548531.1	YLR195C
926	OG0000926	XP_001548556.1	YJL041W
927	OG0000927	XP_001548578.1	YPL262W
928	OG0000928	XP_001548581.1	YNL126W
929	OG0000929	XP_001548586.1	YGL011C
930	OG0000930	XP_001548587.1	YCR016W
931	OG0000931	XP_001548593.2	YMR092C
932	OG0000932	XP_001548600.1	YPR175W
933	OG0000933	XP_001548614.2	YMR165C
934	OG0000934	XP_001548628.2	YKL162C
935	OG0000935	XP_001548629.1	YGR012W
936	OG0000936	XP_001548634.1	YPR112C
937	OG0000937	XP_001548645.1	YJL123C
938	OG0000938	XP_001548669.1	YBR276C
939	OG0000939	XP_001548672.1	YNL003C
940	OG0000940	XP_001548678.2	YOL141W
941	OG0000941	XP_001548680.1	YPL020C
942	OG0000942	XP_001548712.1	YJL026W
943	OG0000943	XP_001548717.2	YJR122W
944	OG0000944	XP_001548749.1	YNL239W
945	OG0000945	XP_001548769.1	YLL063C
946	OG0000946	XP_001548796.1	YFL033C
947	OG0000947	XP_001548808.1	YJL140W
948	OG0000948	XP_001548810.1	YHR200W
949	OG0000949	XP_001548812.1	YJR014W
950	OG0000950	XP_001548837.1	YNL153C
951	OG0000951	XP_001548863.1	YNR038W
952	OG0000952	XP_001548883.1	YKL073W
953	OG0000953	XP_001548894.2	YDR341C
954	OG0000954	XP_001548918.1	YNL084C
955	OG0000955	XP_001548924.1	YMR117C
956	OG0000956	XP_001548925.1	YIL065C
957	OG0000957	XP_001548930.2	YOR305W
958	OG0000958	XP_001548937.1	YGL097W
959	OG0000959	XP_001548947.1	YBR155W
960	OG0000960	XP_001548951.1	YNL088W
961	OG0000961	XP_001548970.1	YGL155W
962	OG0000962	XP_001548973.1	YHR116W
963	OG0000963	XP_001548980.1	YOR145C
964	OG0000964	XP_001548981.2	YHR194W
965	OG0000965	XP_001548988.2	YOR241W
966	OG0000966	XP_001548996.1	YPR167C
967	OG0000967	XP_001548999.1	YGR208W
968	OG0000968	XP_001549005.2	YIL124W
969	OG0000969	XP_001549011.1	YJR010W
970	OG0000970	XP_001549012.1	YER048W-A
971	OG0000971	XP_001549029.1	YDR311W
972	OG0000972	XP_001549031.2	YIL125W
973	OG0000973	XP_001549033.1	YKL150W
974	OG0000974	XP_001549037.1	YDL140C
975	OG0000975	XP_001549045.1	YKL099C
976	OG0000976	XP_001549059.1	YJR084W
977	OG0000977	XP_001549061.1	YPL147W
978	OG0000978	XP_001549065.1	YER019C-A
979	OG0000979	XP_001549074.1	YOL108C
980	OG0000980	XP_001549090.2	YKL134C
981	OG0000981	XP_001549097.1	YPR103W
982	OG0000982	XP_001549104.2	YPL010W
983	OG0000983	XP_001549107.1	YDR465C
984	OG0000984	XP_001549109.1	YGL253W
985	OG0000985	XP_001549110.1	YJL002C
986	OG0000986	XP_001549119.1	YDR013W
987	OG0000987	XP_001549133.2	YLR321C
988	OG0000988	XP_001549137.2	YOL057W
989	OG0000989	XP_001549138.1	YLR056W
990	OG0000990	XP_001549139.1	YCR084C
991	OG0000991	XP_001549144.1	YPL043W
992	OG0000992	XP_001549190.1	YMR203W
993	OG0000993	XP_001549197.1	YPL169C
994	OG0000994	XP_001549229.1	YDR334W
995	OG0000995	XP_001549236.1	YGR074W
996	OG0000996	XP_001549237.1	YDR140W
997	OG0000997	XP_001549238.1	YDR511W
998	OG0000998	XP_001549241.1	YOR157C
999	OG0000999	XP_001549242.1	YIL115C
1000	OG0001000	XP_001549250.2	YLR340W
1001	OG0001001	XP_001549251.1	YHR120W
1002	OG0001002	XP_001549278.2	YBL055C
1003	OG0001003	XP_001549287.1	YGR062C
1004	OG0001004	XP_001549288.1	YER070W
1005	OG0001005	XP_001549300.2	YCL047C
1006	OG0001006	XP_001549316.1	YHL036W
1007	OG0001007	XP_001549321.1	YER091C
1008	OG0001008	XP_001549323.1	YDL144C
1009	OG0001009	XP_001549330.1	YJR097W
1010	OG0001010	XP_001549338.2	YDR221W
1011	OG0001011	XP_001549387.2	YNL054W
1012	OG0001012	XP_001549406.1	YML079W
1013	OG0001013	XP_001549420.1	YJR154W
1014	OG0001014	XP_001549431.1	YBL050W
1015	OG0001015	XP_001549468.1	YDR477W
1016	OG0001016	XP_001549470.1	YPR035W
1017	OG0001017	XP_001549473.1	YML012W
1018	OG0001018	XP_001549545.1	YBR227C
1019	OG0001019	XP_001549613.1	YAL009W
1020	OG0001020	XP_001549614.1	YGR110W
1021	OG0001021	XP_001549629.1	YJR045C
1022	OG0001022	XP_001549630.1	YDR429C
1023	OG0001023	XP_001549643.1	YDL087C
1024	OG0001024	XP_001549657.1	YJL143W
1025	OG0001025	XP_001549685.1	YKR062W
1026	OG0001026	XP_001549722.2	YGR203W
1027	OG0001027	XP_001549728.1	YBR159W
1028	OG0001028	XP_001549729.1	YER044C
1029	OG0001029	XP_001549741.1	YCL005W-A
1030	OG0001030	XP_001549743.1	YJL071W
1031	OG0001031	XP_001549782.1	YAL046C
1032	OG0001032	XP_001549800.1	YLR423C
1033	OG0001033	XP_001549813.2	YIL046W
1034	OG0001034	XP_001549845.1	YOL133W
1035	OG0001035	XP_001549849.1	YOL127W
1036	OG0001036	XP_001549850.1	YBR141C
1037	OG0001037	XP_001549852.1	YJR001W
1038	OG0001038	XP_001549874.1	YDL205C
1039	OG0001039	XP_001549875.1	YAL044C
1040	OG0001040	XP_001549877.1	YML064C
1041	OG0001041	XP_001549886.1	YHR169W
1042	OG0001042	XP_001549891.1	YOR243C
1043	OG0001043	XP_001549894.1	YOR369C
1044	OG0001044	XP_001549916.2	YLR085C
1045	OG0001045	XP_001549917.2	YLR287C
1046	OG0001046	XP_001549924.1	YAL039C
1047	OG0001047	XP_001549941.1	YNR015W
1048	OG0001048	XP_001549961.1	YHR007C
1049	OG0001049	XP_001549962.1	YLR023C
1050	OG0001050	XP_001549974.1	YOR361C
1051	OG0001051	XP_001549976.1	YHR079C
1052	OG0001052	XP_001550002.1	YAL034W-A
1053	OG0001053	XP_001550007.1	YMR059W
1054	OG0001054	XP_001550008.1	YBL049W
1055	OG0001055	XP_001550012.2	YMR012W
1056	OG0001056	XP_001550018.1	YPR128C
1057	OG0001057	XP_001550019.1	YFR032C-A
1058	OG0001058	XP_001550020.1	YOR359W
1059	OG0001059	XP_001550035.1	YDR495C
1060	OG0001060	XP_001550036.1	YKL179C
1061	OG0001061	XP_001550040.1	YIL126W
1062	OG0001062	XP_001550058.2	YKR083C
1063	OG0001063	XP_001550076.1	YGR147C
1064	OG0001064	XP_001550077.1	YJR153W
1065	OG0001065	XP_001550080.1	YLR319C
1066	OG0001066	XP_001550098.2	YMR290C
1067	OG0001067	XP_001550114.2	YLR147C
1068	OG0001068	XP_001550141.1	YMR281W
1069	OG0001069	XP_001550157.1	YJL003W
1070	OG0001070	XP_001550183.1	YPR021C
1071	OG0001071	XP_001550184.1	YDL155W
1072	OG0001072	XP_001550193.2	YPL012W
1073	OG0001073	XP_001550199.1	YIL068C
1074	OG0001074	XP_001550209.1	YDR398W
1075	OG0001075	XP_001550233.1	YDL182W
1076	OG0001076	XP_001550237.1	YLL027W
1077	OG0001077	XP_001550247.1	YOL154W
1078	OG0001078	XP_001550258.2	YBR046C
1079	OG0001079	XP_001550259.1	YBR019C
1080	OG0001080	XP_001550271.1	YDL063C
1081	OG0001081	XP_001550275.1	YNL312W
1082	OG0001082	XP_001550290.1	YJL049W
1083	OG0001083	XP_001550296.2	YDR108W
1084	OG0001084	XP_001550314.1	YDR164C
1085	OG0001085	XP_001550317.1	YNL181W
1086	OG0001086	XP_001550324.1	YLR126C
1087	OG0001087	XP_001550336.1	YML022W
1088	OG0001088	XP_001550341.1	YDL103C
1089	OG0001089	XP_001550352.1	YMR276W
1090	OG0001090	XP_001550360.1	YFR048W
1091	OG0001091	XP_001550368.1	YCR042C
1092	OG0001092	XP_001550377.1	YBR135W
1093	OG0001093	XP_001550379.1	YML130C
1094	OG0001094	XP_001550380.2	YHR204W
1095	OG0001095	XP_001550389.1	YPL119C
1096	OG0001096	XP_001550391.1	YPR137W
1097	OG0001097	XP_001550403.1	YER006W
1098	OG0001098	XP_001550407.1	YBR056W
1099	OG0001099	XP_001550410.1	YBR105C
1100	OG0001100	XP_001550415.1	YDR087C
1101	OG0001101	XP_001550422.1	YAR018C
1102	OG0001102	XP_001550423.1	YIL001W
1103	OG0001103	XP_001550430.2	YDR128W
1104	OG0001104	XP_001550431.1	YDR092W
1105	OG0001105	XP_001550443.1	YDR229W
1106	OG0001106	XP_001550456.1	YPR002W
1107	OG0001107	XP_001550466.1	YBR248C
1108	OG0001108	XP_001550496.1	YOL030W
1109	OG0001109	XP_001550504.1	YER061C
1110	OG0001110	XP_001550536.1	YDL052C
1111	OG0001111	XP_001550543.1	YBL003C
1112	OG0001112	XP_001550547.1	YNL223W
1113	OG0001113	XP_001550562.1	YHR089C
1114	OG0001114	XP_001550563.1	YIL078W
1115	OG0001115	XP_001550569.1	YDL146W
1116	OG0001116	XP_001550591.1	YOL022C
1117	OG0001117	XP_001550603.1	YFL018C
1118	OG0001118	XP_001550640.1	YHR122W
1119	OG0001119	XP_001550643.1	YPL028W
1120	OG0001120	XP_001550645.1	YPR200C
1121	OG0001121	XP_001550646.1	YFL017W-A
1122	OG0001122	XP_001550713.1	YJL207C
1123	OG0001123	XP_001550715.1	YDR079W
1124	OG0001124	XP_001550717.1	YDR482C
1125	OG0001125	XP_001550737.1	YKL170W
1126	OG0001126	XP_001550743.1	YPL210C
1127	OG0001127	XP_001550747.2	YHR132C
1128	OG0001128	XP_001550759.2	YFR006W
1129	OG0001129	XP_001550764.1	YKL028W
1130	OG0001130	XP_001550765.1	YPL212C
1131	OG0001131	XP_001550776.1	YGR080W
1132	OG0001132	XP_001550836.1	YOR115C
1133	OG0001133	XP_001550857.2	YFR044C
1134	OG0001134	XP_001550869.2	YOR116C
1135	OG0001135	XP_001550885.1	YER107C
1136	OG0001136	XP_001550886.2	YGL203C
1137	OG0001137	XP_001550890.2	YER156C
1138	OG0001138	XP_001550894.1	YKR071C
1139	OG0001139	XP_001550905.1	YBR222C
1140	OG0001140	XP_001550911.2	YDR529C
1141	OG0001141	XP_001550923.1	YPR011C
1142	OG0001142	XP_001550932.2	YOR022C
1143	OG0001143	XP_001550943.1	YDL148C
1144	OG0001144	XP_001550949.1	YCL029C
1145	OG0001145	XP_001550991.1	YMR221C
1146	OG0001146	XP_001550994.1	YGL194C
1147	OG0001147	XP_001551003.1	YMR287C
1148	OG0001148	XP_001551015.2	YGL163C
1149	OG0001149	XP_001551029.2	YOR001W
1150	OG0001150	XP_001551077.2	YNL262W
1151	OG0001151	XP_001551106.2	YLR188W
1152	OG0001152	XP_001551107.1	YDR168W
1153	OG0001153	XP_001551158.1	YKL175W
1154	OG0001154	XP_001551161.1	YJL208C
1155	OG0001155	XP_001551173.1	YPL214C
1156	OG0001156	XP_001551174.1	YPR041W
1157	OG0001157	XP_001551181.2	YBR035C
1158	OG0001158	XP_001551188.1	YMR026C
1159	OG0001159	XP_001551203.1	YIL023C
1160	OG0001160	XP_001551261.1	YOR101W
1161	OG0001161	XP_001551281.1	YOR340C
1162	OG0001162	XP_001551292.1	YOR063W
1163	OG0001163	XP_001551302.1	YDR079C-A
1164	OG0001164	XP_001551303.2	YBL038W
1165	OG0001165	XP_001551311.1	YDL067C
1166	OG0001166	XP_001551313.1	YNL218W
1167	OG0001167	XP_001551314.1	YMR116C
1168	OG0001168	XP_001551325.2	YOR046C
1169	OG0001169	XP_001551326.1	YHR114W
1170	OG0001170	XP_001551360.1	YPR168W
1171	OG0001171	XP_001551361.1	YIL064W
1172	OG0001172	XP_001551363.1	YLR060W
1173	OG0001173	XP_001551364.1	YJR110W
1174	OG0001174	XP_001551365.1	YNL178W
1175	OG0001175	XP_001551369.1	YFR051C
1176	OG0001176	XP_001551374.1	YPR098C
1177	OG0001177	XP_001551384.1	YMR318C
1178	OG0001178	XP_001551426.1	YLR008C
1179	OG0001179	XP_001551449.1	YDR083W
1180	OG0001180	XP_001551451.1	YDR071C
1181	OG0001181	XP_001551460.1	YLR087C
1182	OG0001182	XP_001551477.1	YPL094C
1183	OG0001183	XP_001551507.1	YEL055C
1184	OG0001184	XP_001551508.1	YAL035W
1185	OG0001185	XP_001551510.1	YFL027C
1186	OG0001186	XP_001551514.1	YGL161C
1187	OG0001187	XP_001551516.1	YMR015C
1188	OG0001188	XP_001551530.2	YGL127C
1189	OG0001189	XP_001551539.1	YOL152W
1190	OG0001190	XP_001551540.1	YOR370C
1191	OG0001191	XP_001551558.2	YLR109W
1192	OG0001192	XP_001551596.1	YHR039C
1193	OG0001193	XP_001551608.1	YKL016C
1194	OG0001194	XP_001551633.2	YER050C
1195	OG0001195	XP_001551634.1	YHR148W
1196	OG0001196	XP_001551643.2	YHR144C
1197	OG0001197	XP_001551694.1	YMR250W
1198	OG0001198	XP_001551695.1	YDR292C
1199	OG0001199	XP_001551699.1	YBL057C
1200	OG0001200	XP_001551737.1	YIR031C
1201	OG0001201	XP_001551776.2	YJL180C
1202	OG0001202	XP_001551808.2	YNL045W
1203	OG0001203	XP_001551813.1	YGL030W
1204	OG0001204	XP_001551814.1	YLR075W
1205	OG0001205	XP_001551822.1	YBR295W
1206	OG0001206	XP_001551851.1	YJR016C
1207	OG0001207	XP_001551856.1	YDR196C
1208	OG0001208	XP_001551892.1	YLR175W
1209	OG0001209	XP_001551894.2	YDR159W
1210	OG0001210	XP_001551895.1	YKL143W
1211	OG0001211	XP_001551896.1	YGL099W
1212	OG0001212	XP_001551964.1	YOL033W
1213	OG0001213	XP_001551966.1	YOR058C
1214	OG0001214	XP_001551993.1	YNL305C
1215	OG0001215	XP_001552033.1	YPR089W
1216	OG0001216	XP_001552034.1	YIR029W
1217	OG0001217	XP_001552045.1	YGR088W
1218	OG0001218	XP_001552054.2	YDL045W-A
1219	OG0001219	XP_001552059.1	YGL116W
1220	OG0001220	XP_001552060.1	YOR194C
1221	OG0001221	XP_001552063.2	YLL040C
1222	OG0001222	XP_001552073.1	YIR006C
1223	OG0001223	XP_001552076.1	YKL021C
1224	OG0001224	XP_001552102.1	YPL211W
1225	OG0001225	XP_001552103.1	YLR002C
1226	OG0001226	XP_001552108.2	YLR106C
1227	OG0001227	XP_001552110.1	YGL068W
1228	OG0001228	XP_001552114.1	YNR021W
1229	OG0001229	XP_001552123.1	YBR109C
1230	OG0001230	XP_001552124.2	YOL018C
1231	OG0001231	XP_001552127.1	YAL022C
1232	OG0001232	XP_001552156.1	YLR290C
1233	OG0001233	XP_001552157.1	YNL107W
1234	OG0001234	XP_001552177.1	YLR259C
1235	OG0001235	XP_001552180.1	YNL061W
1236	OG0001236	XP_001552184.1	YOL077C
1237	OG0001237	XP_001552186.1	YPL235W
1238	OG0001238	XP_001552208.1	YNL185C
1239	OG0001239	XP_001552212.1	YOR020C
1240	OG0001240	XP_001552215.2	YKR054C
1241	OG0001241	XP_001552216.1	YGR082W
1242	OG0001242	XP_001552218.2	YDL134C
1243	OG0001243	XP_001552220.1	YPL207W
1244	OG0001244	XP_001552231.1	YPL146C
1245	OG0001245	XP_001552234.2	YJR137C
1246	OG0001246	XP_001552249.1	YDR173C
1247	OG0001247	XP_001552250.1	YOR250C
1248	OG0001248	XP_001552252.1	YKR025W
1249	OG0001249	XP_001552263.1	YGL091C
1250	OG0001250	XP_001552297.1	YDL105W
1251	OG0001251	XP_001552306.1	YHR202W
1252	OG0001252	XP_001552309.1	YBR026C
1253	OG0001253	XP_001552312.2	YGR165W
1254	OG0001254	XP_001552316.1	YBR221C
1255	OG0001255	XP_001552341.1	YLR377C
1256	OG0001256	XP_001552345.1	YDR487C
1257	OG0001257	XP_001552401.1	YDL119C
1258	OG0001258	XP_001552408.1	YDL201W
1259	OG0001259	XP_001552410.1	YJR139C
1260	OG0001260	XP_001552412.1	YHR154W
1261	OG0001261	XP_001552416.2	YPL103C
1262	OG0001262	XP_001552419.1	YIL144W
1263	OG0001263	XP_001552422.2	YML126C
1264	OG0001264	XP_001552435.1	YML095C
1265	OG0001265	XP_001552447.1	YKL001C
1266	OG0001266	XP_001552450.1	YDR060W
1267	OG0001267	XP_001552505.1	YGR282C
1268	OG0001268	XP_001552515.2	YGR083C
1269	OG0001269	XP_001552517.1	YNL231C
1270	OG0001270	XP_001552518.1	YDR472W
1271	OG0001271	XP_001552533.2	YKR063C
1272	OG0001272	XP_001552539.1	YLL036C
1273	OG0001273	XP_001552542.2	YMR131C
1274	OG0001274	XP_001552546.1	YNL284C
1275	OG0001275	XP_001552552.1	YOR360C
1276	OG0001276	XP_001552589.1	YOR298C-A
1277	OG0001277	XP_001552593.1	YDL100C
1278	OG0001278	XP_001552615.2	YER151C
1279	OG0001279	XP_001552616.1	YGL012W
1280	OG0001280	XP_001552617.1	YGL207W
1281	OG0001281	XP_001552658.1	YMR214W
1282	OG0001282	XP_001552681.1	YPR006C
1283	OG0001283	XP_001552687.1	YDR403W
1284	OG0001284	XP_001552696.1	YML131W
1285	OG0001285	XP_001552712.1	YIR027C
1286	OG0001286	XP_001552716.1	YNL051W
1287	OG0001287	XP_001552739.2	YBR003W
1288	OG0001288	XP_001552779.1	YOR336W
1289	OG0001289	XP_001552780.1	YDL145C
1290	OG0001290	XP_001552790.2	YOR278W
1291	OG0001291	XP_001552791.1	YPL196W
1292	OG0001292	XP_001552793.1	YDL017W
1293	OG0001293	XP_001552794.1	YGL103W
1294	OG0001294	XP_001552817.1	YMR114C
1295	OG0001295	XP_001552826.1	YOR052C
1296	OG0001296	XP_001552828.2	YNL242W
1297	OG0001297	XP_001552832.2	YDR479C
1298	OG0001298	XP_001552905.1	YNL124W
1299	OG0001299	XP_001552993.1	YKL009W
1300	OG0001300	XP_001553002.1	YPL129W
1301	OG0001301	XP_001553003.1	YDR002W
1302	OG0001302	XP_001553013.2	YJL035C
1303	OG0001303	XP_001553015.2	YMR048W
1304	OG0001304	XP_001553016.1	YLR398C
1305	OG0001305	XP_001553047.1	YIR012W
1306	OG0001306	XP_001553081.2	YNL292W
1307	OG0001307	XP_001553096.1	YLR063W
1308	OG0001308	XP_001553115.1	YGL205W
1309	OG0001309	XP_001553180.1	YML067C
1310	OG0001310	XP_001553211.1	YBR153W
1311	OG0001311	XP_001553218.1	YBR287W
1312	OG0001312	XP_001553232.1	YDL091C
1313	OG0001313	XP_001553260.1	YKL100C
1314	OG0001314	XP_001553289.1	YLR347C
1315	OG0001315	XP_001553290.1	YNL104C
1316	OG0001316	XP_001553295.1	YFR011C
1317	OG0001317	XP_001553326.1	YAL025C
1318	OG0001318	XP_001553328.1	YNL102W
1319	OG0001319	XP_001553343.1	YJL055W
1320	OG0001320	XP_001553344.2	YMR314W
1321	OG0001321	XP_001553346.1	YNR033W
1322	OG0001322	XP_001553355.1	YFL028C
1323	OG0001323	XP_001553356.1	YGR200C
1324	OG0001324	XP_001553357.1	YIL008W
1325	OG0001325	XP_001553365.1	YHR187W
1326	OG0001326	XP_001553366.1	YPR055W
1327	OG0001327	XP_001553370.1	YBR101C
1328	OG0001328	XP_001553373.1	YOL129W
1329	OG0001329	XP_001553374.1	YLL031C
1330	OG0001330	XP_001553377.1	YGL027C
1331	OG0001331	XP_001553481.1	YDR049W
1332	OG0001332	XP_001553496.1	YML008C
1333	OG0001333	XP_001553497.1	YBR065C
1334	OG0001334	XP_001553500.1	YGR285C
1335	OG0001335	XP_001553503.1	YGR119C
1336	OG0001336	XP_001553504.1	YIR042C
1337	OG0001337	XP_001553507.2	YMR189W
1338	OG0001338	XP_001553547.1	YOR362C
1339	OG0001339	XP_001553553.1	YJL001W
1340	OG0001340	XP_001553569.2	YHL030W
1341	OG0001341	XP_001553600.1	YBL041W
1342	OG0001342	XP_001553607.1	YKL024C
1343	OG0001343	XP_001553647.1	YOR008C
1344	OG0001344	XP_001553653.2	YMR301C
1345	OG0001345	XP_001553658.1	YDR188W
1346	OG0001346	XP_001553683.1	YBR286W
1347	OG0001347	XP_001553716.1	YGL190C
1348	OG0001348	XP_001553717.1	YHR072W-A
1349	OG0001349	XP_001553718.1	YOR056C
1350	OG0001350	XP_001553724.1	YGR276C
1351	OG0001351	XP_001553728.1	YOR165W
1352	OG0001352	XP_001553735.1	YJL096W
1353	OG0001353	XP_001553738.1	YPL078C
1354	OG0001354	XP_001553739.2	YPR144C
1355	OG0001355	XP_001553748.1	YGR005C
1356	OG0001356	XP_001553749.1	YHR076W
1357	OG0001357	XP_001553759.1	YDR245W
1358	OG0001358	XP_001553762.1	YDL028C
1359	OG0001359	XP_001553770.1	YBL058W
1360	OG0001360	XP_001553771.1	YOL026C
1361	OG0001361	XP_001553777.1	YDL030W
1362	OG0001362	XP_001553784.1	YGL112C
1363	OG0001363	XP_001553785.1	YJR057W
1364	OG0001364	XP_001553786.1	YGR267C
1365	OG0001365	XP_001553811.1	YAL043C
1366	OG0001366	XP_001553814.1	YOL041C
1367	OG0001367	XP_001553815.1	YIL110W
1368	OG0001368	XP_001553822.1	YOL040C
1369	OG0001369	XP_001553828.1	YAL012W
1370	OG0001370	XP_001553831.1	YKL144C
1371	OG0001371	XP_001553833.2	YOL031C
1372	OG0001372	XP_001553835.2	YMR137C
1373	OG0001373	XP_001553849.1	YKL085W
1374	OG0001374	XP_001553859.1	YHR201C
1375	OG0001375	XP_001553867.2	YDR416W
1376	OG0001376	XP_001553879.2	YPR060C
1377	OG0001377	XP_001553899.1	YJL130C
1378	OG0001378	XP_001553918.1	YBL105C
1379	OG0001379	XP_001553920.1	YDR212W
1380	OG0001380	XP_001553921.1	YEL024W
1381	OG0001381	XP_001553931.1	YMR220W
1382	OG0001382	XP_001553932.1	YGL105W
1383	OG0001383	XP_001553941.2	YNL294C
1384	OG0001384	XP_001553945.1	YCL032W
1385	OG0001385	XP_001553950.1	YDL126C
1386	OG0001386	XP_001553952.1	YMR145C
1387	OG0001387	XP_001553964.2	YLR371W
1388	OG0001388	XP_001553965.1	YJL097W
1389	OG0001389	XP_001553998.2	YJR075W
1390	OG0001390	XP_001554026.2	YMR229C
1391	OG0001391	XP_001554031.1	YML001W
1392	OG0001392	XP_001554063.1	YAL032C
1393	OG0001393	XP_001554067.2	YJL145W
1394	OG0001394	XP_001554074.2	YER014W
1395	OG0001395	XP_001554093.1	YGR255C
1396	OG0001396	XP_001554094.1	YOL006C
1397	OG0001397	XP_001554096.1	YBR039W
1398	OG0001398	XP_001554098.1	YER074W-A
1399	OG0001399	XP_001554109.1	YLR396C
1400	OG0001400	XP_001554114.1	YPL162C
1401	OG0001401	XP_001554124.1	YMR319C
1402	OG0001402	XP_001554145.1	YER183C
1403	OG0001403	XP_001554146.2	YMR200W
1404	OG0001404	XP_001554147.1, XP_024549848.1	
1405	OG0001405	XP_001554148.1	YOR136W
1406	OG0001406	XP_001554149.1	YDR166C
1407	OG0001407	XP_001554171.1	YBR122C
1408	OG0001408	XP_001554185.1	YMR171C
1409	OG0001409	XP_001554192.2	YNL308C
1410	OG0001410	XP_001554197.1	YGL248W
1411	OG0001411	XP_001554198.1	YOR093C
1412	OG0001412	XP_001554222.1	YPL051W
1413	OG0001413	XP_001554227.1	YOL049W
1414	OG0001414	XP_001554229.1	YCR028C-A
1415	OG0001415	XP_001554261.1	YPL154C
1416	OG0001416	XP_001554263.1	YLR058C
1417	OG0001417	XP_001554266.1	YMR265C
1418	OG0001418	XP_001554270.1	YDR211W
1419	OG0001419	XP_001554275.1	YOL093W
1420	OG0001420	XP_001554294.1	YEL063C
1421	OG0001421	XP_001554333.1	YOR006C
1422	OG0001422	XP_001554337.1	YJL010C
1423	OG0001423	XP_001554347.1	YOR289W
1424	OG0001424	XP_001554379.1	YDR129C
1425	OG0001425	XP_001554380.1	YKL215C
1426	OG0001426	XP_001554424.1	YLR303W
1427	OG0001427	XP_001554426.1	YGL008C
1428	OG0001428	XP_001554452.1	YIL010W
1429	OG0001429	XP_001554457.1	YGL195W
1430	OG0001430	XP_001554467.1	YER125W
1431	OG0001431	XP_001554477.2	YOR023C
1432	OG0001432	XP_001554492.1	YDR190C
1433	OG0001433	XP_001554494.2	YNL213C
1434	OG0001434	XP_001554499.1	YIL021W
1435	OG0001435	XP_001554506.1	YPR047W
1436	OG0001436	XP_001554518.1	YDR298C
1437	OG0001437	XP_001554520.2	YDR137W
1438	OG0001438	XP_001554527.2	YOR232W
1439	OG0001439	XP_001554529.1	YDR030C
1440	OG0001440	XP_001554558.2	YOL097C
1441	OG0001441	XP_001554559.2	YLR193C
1442	OG0001442	XP_001554573.1	YMR315W
1443	OG0001443	XP_001554580.1	YER082C
1444	OG0001444	XP_001554581.1	YDL060W
1445	OG0001445	XP_001554582.2	YPL266W
1446	OG0001446	XP_001554594.1	YOR327C
1447	OG0001447	XP_001554597.1	YKL046C
1448	OG0001448	XP_001554600.1	YGL187C
1449	OG0001449	XP_001554614.1	YDR481C
1450	OG0001450	XP_001554616.1	YLR032W
1451	OG0001451	XP_001554617.2	YOR322C
1452	OG0001452	XP_001554621.1	YCL045C
1453	OG0001453	XP_001554654.1	YDR322W
1454	OG0001454	XP_001554659.2	YDR036C
1455	OG0001455	XP_001554661.1	YML070W
1456	OG0001456	XP_001554662.1	YNL232W
1457	OG0001457	XP_001554674.1	YKR035W-A
1458	OG0001458	XP_001554679.1	YGL247W
1459	OG0001459	XP_001554680.2	YMR216C
1460	OG0001460	XP_001554686.2	YLR309C
1461	OG0001461	XP_001554714.1	YER073W
