	OrthologID	Lachancea_thermotolerans	Saccharomyces_cerevisiae
1700	OG0001700	augustus_masked-CU928168-processed-gene-13.121-mRNA-1_1&gene=augustus_masked-CU928168-processed-gene-13.121&CDS=1-3612	YLR436C
1701	OG0001701	augustus_masked-CU928168-processed-gene-13.122-mRNA-1_1&gene=augustus_masked-CU928168-processed-gene-13.122&CDS=1-384	YML058W
1702	OG0001702	augustus_masked-CU928168-processed-gene-13.105-mRNA-1_1&gene=augustus_masked-CU928168-processed-gene-13.105&CDS=1-4641	YML059C
1703	OG0001703	augustus_masked-CU928168-processed-gene-13.123-mRNA-1_1&gene=augustus_masked-CU928168-processed-gene-13.123&CDS=1-249	YLR438C-A
1704	OG0001704	augustus_masked-CU928168-processed-gene-13.106-mRNA-1_1&gene=augustus_masked-CU928168-processed-gene-13.106&CDS=1-948	YLR439W
1705	OG0001705	augustus_masked-CU928168-processed-gene-13.124-mRNA-1_1&gene=augustus_masked-CU928168-processed-gene-13.124&CDS=1-1038	YML060W
1706	OG0001706	augustus_masked-CU928168-processed-gene-13.125-mRNA-1_1&gene=augustus_masked-CU928168-processed-gene-13.125&CDS=1-2070	YLR440C
1707	OG0001707	augustus_masked-CU928168-processed-gene-13.108-mRNA-1_1&gene=augustus_masked-CU928168-processed-gene-13.108&CDS=1-888	YML062C
1708	OG0001708	augustus_masked-CU928168-processed-gene-13.126-mRNA-1_1&gene=augustus_masked-CU928168-processed-gene-13.126&CDS=1-768	YLR441C
1709	OG0001709	augustus_masked-CU928168-processed-gene-13.109-mRNA-1_1&gene=augustus_masked-CU928168-processed-gene-13.109&CDS=1-675	YML064C
1710	OG0001710	augustus_masked-CU928168-processed-gene-13.127-mRNA-1_1&gene=augustus_masked-CU928168-processed-gene-13.127&CDS=1-2817	YML065W
1711	OG0001711	snap_masked-CU928168-processed-gene-13.16-mRNA-1_1&gene=snap_masked-CU928168-processed-gene-13.16&CDS=1-1206	YLR443W
1712	OG0001712	snap_masked-CU928168-processed-gene-13.17-mRNA-1_1&gene=snap_masked-CU928168-processed-gene-13.17&CDS=1-1143	YML066C
1713	OG0001713	snap_masked-CU928168-processed-gene-13.18-mRNA-1_1&gene=snap_masked-CU928168-processed-gene-13.18&CDS=1-1020	YML067C
1714	OG0001714	snap_masked-CU928168-processed-gene-13.19-mRNA-1_1&gene=snap_masked-CU928168-processed-gene-13.19&CDS=1-246	YLR445W
1715	OG0001715	augustus_masked-CU928168-processed-gene-13.128-mRNA-1_1&gene=augustus_masked-CU928168-processed-gene-13.128&CDS=1-1392	YML068W
1716	OG0001716	augustus_masked-CU928168-processed-gene-13.129-mRNA-1_1&gene=augustus_masked-CU928168-processed-gene-13.129&CDS=1-1608	YML069W
1717	OG0001717	augustus_masked-CU928168-processed-gene-13.130-mRNA-1_1&gene=augustus_masked-CU928168-processed-gene-13.130&CDS=1-1758	YML070W
1718	OG0001718	snap_masked-CU928168-processed-gene-13.20-mRNA-1_1&gene=snap_masked-CU928168-processed-gene-13.20&CDS=1-1290	YLR446W
1719	OG0001719	augustus_masked-CU928168-processed-gene-13.133-mRNA-1_1&gene=augustus_masked-CU928168-processed-gene-13.133&CDS=1-1878	YKR093W
1720	OG0001720	augustus_masked-CU928168-processed-gene-13.134-mRNA-1_1&gene=augustus_masked-CU928168-processed-gene-13.134&CDS=1-1041	YLR447C
1721	OG0001721	augustus_masked-CU928168-processed-gene-13.114-mRNA-1_1&gene=augustus_masked-CU928168-processed-gene-13.114&CDS=1-1251	YML071C
1722	OG0001722	augustus_masked-CU928168-processed-gene-13.115-mRNA-1_1&gene=augustus_masked-CU928168-processed-gene-13.115&CDS=1-5001	YML072C
1723	OG0001723	augustus_masked-CU928168-processed-gene-13.116-mRNA-1_1&gene=augustus_masked-CU928168-processed-gene-13.116&CDS=1-1257	YLR449W
1724	OG0001724	augustus_masked-CU928168-processed-gene-13.117-mRNA-1_1&gene=augustus_masked-CU928168-processed-gene-13.117&CDS=1-3138	YML075C
1725	OG0001725	augustus_masked-CU928168-processed-gene-14.71-mRNA-1_1&gene=augustus_masked-CU928168-processed-gene-14.71&CDS=1-2433	YML076C
1726	OG0001726	maker-CU928168-snap-gene-14.2-mRNA-1_1&gene=maker-CU928168-snap-gene-14.2&CDS=1-477	YML077W
1727	OG0001727	augustus_masked-CU928168-processed-gene-14.96-mRNA-1_1&gene=augustus_masked-CU928168-processed-gene-14.96&CDS=1-1119	YJR148W
1728	OG0001728	augustus_masked-CU928168-processed-gene-14.77-mRNA-1_1&gene=augustus_masked-CU928168-processed-gene-14.77&CDS=1-639	YER183C
1729	OG0001729	augustus_masked-CU928168-processed-gene-14.97-mRNA-1_1&gene=augustus_masked-CU928168-processed-gene-14.97&CDS=1-711	YER182W
1730	OG0001730	augustus_masked-CU928168-processed-gene-14.78-mRNA-1_1&gene=augustus_masked-CU928168-processed-gene-14.78&CDS=1-1455	YHR207C
1731	OG0001731	genemark-CU928168-processed-gene-14.147-mRNA-1_1&gene=genemark-CU928168-processed-gene-14.147&CDS=1-2265	YHR205W
1732	OG0001732	genemark-CU928168-processed-gene-14.148-mRNA-1_1&gene=genemark-CU928168-processed-gene-14.148&CDS=1-2436	YHR204W
1733	OG0001733	augustus_masked-CU928168-processed-gene-14.101-mRNA-1_1&gene=augustus_masked-CU928168-processed-gene-14.101&CDS=1-1782	YHR202W
1734	OG0001734	augustus_masked-CU928168-processed-gene-14.102-mRNA-1_1&gene=augustus_masked-CU928168-processed-gene-14.102&CDS=1-786	YJR144W
1735	OG0001735	augustus_masked-CU928168-processed-gene-14.80-mRNA-1_1&gene=augustus_masked-CU928168-processed-gene-14.80&CDS=1-2271	YJR143C
1736	OG0001736	augustus_masked-CU928168-processed-gene-14.103-mRNA-1_1&gene=augustus_masked-CU928168-processed-gene-14.103&CDS=1-1017	YJR142W
1737	OG0001737	snap_masked-CU928168-processed-gene-14.26-mRNA-1_1&gene=snap_masked-CU928168-processed-gene-14.26&CDS=1-1140	YHR201C
1738	OG0001738	augustus_masked-CU928168-processed-gene-14.104-mRNA-1_1&gene=augustus_masked-CU928168-processed-gene-14.104&CDS=1-1056	YJR141W
1739	OG0001739	augustus_masked-CU928168-processed-gene-14.82-mRNA-1_1&gene=augustus_masked-CU928168-processed-gene-14.82&CDS=1-5931	YJR140C
1740	OG0001740	augustus_masked-CU928168-processed-gene-14.105-mRNA-1_1&gene=augustus_masked-CU928168-processed-gene-14.105&CDS=1-5415	YJR138W
1741	OG0001741	maker-CU928168-augustus-gene-14.6-mRNA-1_1&gene=maker-CU928168-augustus-gene-14.6&CDS=1-5214	YJR137C
1742	OG0001742	augustus_masked-CU928168-processed-gene-14.85-mRNA-1_1&gene=augustus_masked-CU928168-processed-gene-14.85&CDS=1-1260	YJR136C
1743	OG0001743	augustus_masked-CU928168-processed-gene-14.107-mRNA-1_1&gene=augustus_masked-CU928168-processed-gene-14.107&CDS=1-261	YJR135W-A
1744	OG0001744	augustus_masked-CU928168-processed-gene-14.86-mRNA-1_1&gene=augustus_masked-CU928168-processed-gene-14.86&CDS=1-675	YJR135C
1745	OG0001745	augustus_masked-CU928168-processed-gene-14.108-mRNA-1_1&gene=augustus_masked-CU928168-processed-gene-14.108&CDS=1-2292	YHR197W
1746	OG0001746	augustus_masked-CU928168-processed-gene-14.87-mRNA-1_1&gene=augustus_masked-CU928168-processed-gene-14.87&CDS=1-1935	YJR134C
1747	OG0001747	augustus_masked-CU928168-processed-gene-14.109-mRNA-1_1&gene=augustus_masked-CU928168-processed-gene-14.109&CDS=1-639	YJR133W
1748	OG0001748	augustus_masked-CU928168-processed-gene-14.110-mRNA-1_1&gene=augustus_masked-CU928168-processed-gene-14.110&CDS=1-1653	YHR196W
1749	OG0001749	augustus_masked-CU928168-processed-gene-14.111-mRNA-1_1&gene=augustus_masked-CU928168-processed-gene-14.111&CDS=1-3132	YJR132W
1750	OG0001750	genemark-CU928168-processed-gene-14.160-mRNA-1_1&gene=genemark-CU928168-processed-gene-14.160&CDS=1-1794	YHR194W
1751	OG0001751	augustus_masked-CU928168-processed-gene-14.88-mRNA-1_1&gene=augustus_masked-CU928168-processed-gene-14.88&CDS=1-528	YHR193C
1752	OG0001752	augustus_masked-CU928168-processed-gene-14.113-mRNA-1_1&gene=augustus_masked-CU928168-processed-gene-14.113&CDS=1-813	YHR192W
1753	OG0001753	genemark-CU928168-processed-gene-14.133-mRNA-1_1&gene=genemark-CU928168-processed-gene-14.133&CDS=1-387	YHR191C
1754	OG0001754	augustus_masked-CU928168-processed-gene-14.114-mRNA-1_1&gene=augustus_masked-CU928168-processed-gene-14.114&CDS=1-1629	YJR131W
1755	OG0001755	augustus_masked-CU928168-processed-gene-14.89-mRNA-1_1&gene=augustus_masked-CU928168-processed-gene-14.89&CDS=1-1956	YJR130C
1756	OG0001756	snap_masked-CU928168-processed-gene-14.69-mRNA-1_1&gene=snap_masked-CU928168-processed-gene-14.69&CDS=1-177	YML081C-A
1757	OG0001757	augustus_masked-CU928168-processed-gene-14.90-mRNA-1_1&gene=augustus_masked-CU928168-processed-gene-14.90&CDS=1-6375	YML080W
1758	OG0001758	genemark-CU928169-processed-gene-0.59-mRNA-1_1&gene=genemark-CU928169-processed-gene-0.59&CDS=1-966	YIL164C
1759	OG0001759	maker-CU928169-snap-gene-0.37-mRNA-1_1&gene=maker-CU928169-snap-gene-0.37&CDS=1-1632	YNR056C
1760	OG0001760	augustus_masked-CU928169-processed-gene-0.96-mRNA-1_1&gene=augustus_masked-CU928169-processed-gene-0.96&CDS=1-663	YNR057C
1761	OG0001761	augustus_masked-CU928169-processed-gene-0.78-mRNA-1_1&gene=augustus_masked-CU928169-processed-gene-0.78&CDS=1-1476	YNR058W
1762	OG0001762	augustus_masked-CU928169-processed-gene-0.80-mRNA-1_1&gene=augustus_masked-CU928169-processed-gene-0.80&CDS=1-675	YIL161W
1763	OG0001763	augustus_masked-CU928169-processed-gene-0.97-mRNA-1_1&gene=augustus_masked-CU928169-processed-gene-0.97&CDS=1-1221	YIL160C
1764	OG0001764	augustus_masked-CU928169-processed-gene-0.82-mRNA-1_1&gene=augustus_masked-CU928169-processed-gene-0.82&CDS=1-942	YKR100C
1765	OG0001765	augustus_masked-CU928169-processed-gene-0.98-mRNA-1_1&gene=augustus_masked-CU928169-processed-gene-0.98&CDS=1-546	YIL157C
1766	OG0001766	augustus_masked-CU928169-processed-gene-0.83-mRNA-1_1&gene=augustus_masked-CU928169-processed-gene-0.83&CDS=1-219	YIL156W-B
1767	OG0001767	maker-CU928169-augustus-gene-0.35-mRNA-1_1&gene=maker-CU928169-augustus-gene-0.35&CDS=1-2280	YKR099W
1768	OG0001768	augustus_masked-CU928169-processed-gene-0.84-mRNA-1_1&gene=augustus_masked-CU928169-processed-gene-0.84&CDS=1-2922	YIL156W
1769	OG0001769	augustus_masked-CU928169-processed-gene-0.100-mRNA-1_1&gene=augustus_masked-CU928169-processed-gene-0.100&CDS=1-1923	YIL155C
1770	OG0001770	augustus_masked-CU928169-processed-gene-0.101-mRNA-1_1&gene=augustus_masked-CU928169-processed-gene-0.101&CDS=1-972	YIL154C
1771	OG0001771	augustus_masked-CU928169-processed-gene-0.85-mRNA-1_1&gene=augustus_masked-CU928169-processed-gene-0.85&CDS=1-1113	YIL153W
1772	OG0001772	augustus_masked-CU928169-processed-gene-1.103-mRNA-1_1&gene=augustus_masked-CU928169-processed-gene-1.103&CDS=1-1632	YKR097W
1773	OG0001773	augustus_masked-CU928169-processed-gene-1.104-mRNA-1_1&gene=augustus_masked-CU928169-processed-gene-1.104&CDS=1-3345	YKR096W
1774	OG0001774	augustus_masked-CU928169-processed-gene-1.105-mRNA-1_1&gene=augustus_masked-CU928169-processed-gene-1.105&CDS=1-267	YKR095W-A
1775	OG0001775	snap_masked-CU928169-processed-gene-1.8-mRNA-1_1&gene=snap_masked-CU928169-processed-gene-1.8&CDS=1-1710	YIL150C
1776	OG0001776	snap_masked-CU928169-processed-gene-1.9-mRNA-1_1&gene=snap_masked-CU928169-processed-gene-1.9&CDS=1-5313	YKR095W
1777	OG0001777	augustus_masked-CU928169-processed-gene-1.125-mRNA-1_1&gene=augustus_masked-CU928169-processed-gene-1.125&CDS=1-3531	YIL147C
1778	OG0001778	augustus_masked-CU928169-processed-gene-1.126-mRNA-1_1&gene=augustus_masked-CU928169-processed-gene-1.126&CDS=1-1416	YIL146C
1779	OG0001779	augustus_masked-CU928169-processed-gene-1.128-mRNA-1_1&gene=augustus_masked-CU928169-processed-gene-1.128&CDS=1-933	YIL145C
1780	OG0001780	augustus_masked-CU928169-processed-gene-1.108-mRNA-1_1&gene=augustus_masked-CU928169-processed-gene-1.108&CDS=1-2028	YIL144W
1781	OG0001781	snap_masked-CU928169-processed-gene-1.33-mRNA-1_1&gene=snap_masked-CU928169-processed-gene-1.33&CDS=1-2517	YIL143C
1782	OG0001782	snap_masked-CU928169-processed-gene-1.35-mRNA-1_1&gene=snap_masked-CU928169-processed-gene-1.35&CDS=1-957	YOR083W
1783	OG0001783	augustus_masked-CU928169-processed-gene-1.130-mRNA-1_1&gene=augustus_masked-CU928169-processed-gene-1.130&CDS=1-2511	YKR090W
1784	OG0001784	genemark-CU928169-processed-gene-1.85-mRNA-1_1&gene=genemark-CU928169-processed-gene-1.85&CDS=1-1365	YJR117W
1785	OG0001785	augustus_masked-CU928169-processed-gene-1.132-mRNA-1_1&gene=augustus_masked-CU928169-processed-gene-1.132&CDS=1-807	YJR116W
1786	OG0001786	augustus_masked-CU928169-processed-gene-1.109-mRNA-1_1&gene=augustus_masked-CU928169-processed-gene-1.109&CDS=1-1023	YJR105W
1787	OG0001787	snap_masked-CU928169-processed-gene-1.12-mRNA-1_1&gene=snap_masked-CU928169-processed-gene-1.12&CDS=1-2016	YJR106W
1788	OG0001788	augustus_masked-CU928169-processed-gene-1.111-mRNA-1_1&gene=augustus_masked-CU928169-processed-gene-1.111&CDS=1-1218	YJR107W
1789	OG0001789	augustus_masked-CU928169-processed-gene-1.133-mRNA-1_1&gene=augustus_masked-CU928169-processed-gene-1.133&CDS=1-1350	YER020W
1790	OG0001790	augustus_masked-CU928169-processed-gene-1.112-mRNA-1_1&gene=augustus_masked-CU928169-processed-gene-1.112&CDS=1-876	YBL050W
1791	OG0001791	augustus_masked-CU928169-processed-gene-1.114-mRNA-1_1&gene=augustus_masked-CU928169-processed-gene-1.114&CDS=1-2292	YJR110W
1792	OG0001792	augustus_masked-CU928169-processed-gene-1.137-mRNA-1_1&gene=augustus_masked-CU928169-processed-gene-1.137&CDS=1-813	YJR111C
1793	OG0001793	augustus_masked-CU928169-processed-gene-1.115-mRNA-1_1&gene=augustus_masked-CU928169-processed-gene-1.115&CDS=1-606	YJR112W
1794	OG0001794	augustus_masked-CU928169-processed-gene-1.138-mRNA-1_1&gene=augustus_masked-CU928169-processed-gene-1.138&CDS=1-4188	YBL047C
1795	OG0001795	snap_masked-CU928169-processed-gene-1.19-mRNA-1_1&gene=snap_masked-CU928169-processed-gene-1.19&CDS=1-384	YJR112W-A
1796	OG0001796	augustus_masked-CU928169-processed-gene-1.139-mRNA-1_1&gene=augustus_masked-CU928169-processed-gene-1.139&CDS=1-801	YJR113C
1797	OG0001797	augustus_masked-CU928169-processed-gene-1.116-mRNA-1_1&gene=augustus_masked-CU928169-processed-gene-1.116&CDS=1-1134	YBL046W
1798	OG0001798	augustus_masked-CU928169-processed-gene-1.140-mRNA-1_1&gene=augustus_masked-CU928169-processed-gene-1.140&CDS=1-1344	YBL045C
1799	OG0001799	augustus_masked-CU928169-processed-gene-1.141-mRNA-1_1&gene=augustus_masked-CU928169-processed-gene-1.141&CDS=1-660	YBL040C
1800	OG0001800	augustus_masked-CU928169-processed-gene-1.120-mRNA-1_1&gene=augustus_masked-CU928169-processed-gene-1.120&CDS=1-462	YJR104C
1801	OG0001801	augustus_masked-CU928169-processed-gene-1.143-mRNA-1_1&gene=augustus_masked-CU928169-processed-gene-1.143&CDS=1-1728	YBL039C
1802	OG0001802	snap_masked-CU928169-processed-gene-1.51-mRNA-1_1&gene=snap_masked-CU928169-processed-gene-1.51&CDS=1-606	YPR046W
1803	OG0001803	genemark-CU928169-processed-gene-1.75-mRNA-1_1&gene=genemark-CU928169-processed-gene-1.75&CDS=1-540	YJR102C
1804	OG0001804	augustus_masked-CU928169-processed-gene-1.145-mRNA-1_1&gene=augustus_masked-CU928169-processed-gene-1.145&CDS=1-756	YJR101W
1805	OG0001805	maker-CU928169-augustus-gene-1.1-mRNA-1_1&gene=maker-CU928169-augustus-gene-1.1&CDS=1-1992	YJR100C
1806	OG0001806	augustus_masked-CU928169-processed-gene-1.124-mRNA-1_1&gene=augustus_masked-CU928169-processed-gene-1.124&CDS=1-1608	YPR045C
1807	OG0001807	augustus_masked-CU928169-processed-gene-1.146-mRNA-1_1&gene=augustus_masked-CU928169-processed-gene-1.146&CDS=1-699	YJR099W
1808	OG0001808	snap_masked-CU928169-processed-gene-2.6-mRNA-1_1&gene=snap_masked-CU928169-processed-gene-2.6&CDS=1-543	YDR478W
1809	OG0001809	augustus_masked-CU928169-processed-gene-2.60-mRNA-1_1&gene=augustus_masked-CU928169-processed-gene-2.60&CDS=1-1626	YDR479C
1810	OG0001810	augustus_masked-CU928169-processed-gene-2.58-mRNA-1_1&gene=augustus_masked-CU928169-processed-gene-2.58&CDS=1-933	YOR026W
1811	OG0001811	augustus_masked-CU928169-processed-gene-2.61-mRNA-1_1&gene=augustus_masked-CU928169-processed-gene-2.61&CDS=1-1494	YDR257C
1812	OG0001812	augustus_masked-CU928169-processed-gene-2.59-mRNA-1_1&gene=augustus_masked-CU928169-processed-gene-2.59&CDS=1-1779	YOR027W
1813	OG0001813	augustus_masked-CU928169-processed-gene-2.62-mRNA-1_1&gene=augustus_masked-CU928169-processed-gene-2.62&CDS=1-2340	YDR258C
1814	OG0001814	maker-CU928169-snap-gene-2.52-mRNA-1_1&gene=maker-CU928169-snap-gene-2.52&CDS=1-591	YOR028C
1815	OG0001815	snap_masked-CU928169-processed-gene-2.32-mRNA-1_1&gene=snap_masked-CU928169-processed-gene-2.32&CDS=1-387	YDR260C
1816	OG0001816	snap_masked-CU928169-processed-gene-2.13-mRNA-1_1&gene=snap_masked-CU928169-processed-gene-2.13&CDS=1-1533	YOR030W
1817	OG0001817	snap_masked-CU928169-processed-gene-2.14-mRNA-1_1&gene=snap_masked-CU928169-processed-gene-2.14&CDS=1-831	YDR262W
1818	OG0001818	genemark-CU928169-processed-gene-2.122-mRNA-1_1&gene=genemark-CU928169-processed-gene-2.122&CDS=1-2286	YOR032C
1819	OG0001819	genemark-CU928169-processed-gene-2.123-mRNA-1_1&gene=genemark-CU928169-processed-gene-2.123&CDS=1-1995	YDR263C
1820	OG0001820	augustus_masked-CU928169-processed-gene-2.82-mRNA-1_1&gene=augustus_masked-CU928169-processed-gene-2.82&CDS=1-2202	YDR264C
1821	OG0001821	snap_masked-CU928169-processed-gene-2.36-mRNA-1_1&gene=snap_masked-CU928169-processed-gene-2.36&CDS=1-2184	YOR035C
1822	OG0001822	snap_masked-CU928169-processed-gene-2.15-mRNA-1_1&gene=snap_masked-CU928169-processed-gene-2.15&CDS=1-1017	YDR265W
1823	OG0001823	augustus_masked-CU928169-processed-gene-2.84-mRNA-1_1&gene=augustus_masked-CU928169-processed-gene-2.84&CDS=1-1857	YDR266C
1824	OG0001824	maker-CU928169-augustus-gene-2.54-mRNA-1_1&gene=maker-CU928169-augustus-gene-2.54&CDS=1-543	YHR100C
1825	OG0001825	augustus_masked-CU928169-processed-gene-2.85-mRNA-1_1&gene=augustus_masked-CU928169-processed-gene-2.85&CDS=1-11163	YHR099W
1826	OG0001826	augustus_masked-CU928169-processed-gene-2.86-mRNA-1_1&gene=augustus_masked-CU928169-processed-gene-2.86&CDS=1-1500	YCR098C
1827	OG0001827	snap_masked-CU928169-processed-gene-2.17-mRNA-1_1&gene=snap_masked-CU928169-processed-gene-2.17&CDS=1-1788	YDR349C
1828	OG0001828	genemark-CU928169-processed-gene-2.108-mRNA-1_1&gene=genemark-CU928169-processed-gene-2.108&CDS=1-2706	YHR098C
1829	OG0001829	maker-CU928169-augustus-gene-2.55-mRNA-1_1&gene=maker-CU928169-augustus-gene-2.55&CDS=1-1467	YHR097C
1830	OG0001830	augustus_masked-CU928169-processed-gene-2.87-mRNA-1_1&gene=augustus_masked-CU928169-processed-gene-2.87&CDS=1-918	YDR347W
1831	OG0001831	augustus_masked-CU928169-processed-gene-2.69-mRNA-1_1&gene=augustus_masked-CU928169-processed-gene-2.69&CDS=1-1242	YDR346C
1832	OG0001832	augustus_masked-CU928169-processed-gene-2.72-mRNA-1_1&gene=augustus_masked-CU928169-processed-gene-2.72&CDS=1-1818	YDR341C
1833	OG0001833	augustus_masked-CU928169-processed-gene-2.73-mRNA-1_1&gene=augustus_masked-CU928169-processed-gene-2.73&CDS=1-567	YDR339C
1834	OG0001834	augustus_masked-CU928169-processed-gene-2.74-mRNA-1_1&gene=augustus_masked-CU928169-processed-gene-2.74&CDS=1-795	YHR090C
1835	OG0001835	augustus_masked-CU928169-processed-gene-2.75-mRNA-1_1&gene=augustus_masked-CU928169-processed-gene-2.75&CDS=1-2079	YDR338C
1836	OG0001836	augustus_masked-CU928169-processed-gene-2.90-mRNA-1_1&gene=augustus_masked-CU928169-processed-gene-2.90&CDS=1-873	YDR337W
1837	OG0001837	augustus_masked-CU928169-processed-gene-2.77-mRNA-1_1&gene=augustus_masked-CU928169-processed-gene-2.77&CDS=1-633	YHR089C
1838	OG0001838	augustus_masked-CU928169-processed-gene-2.92-mRNA-1_1&gene=augustus_masked-CU928169-processed-gene-2.92&CDS=1-1059	YDR336W
1839	OG0001839	augustus_masked-CU928169-processed-gene-2.93-mRNA-1_1&gene=augustus_masked-CU928169-processed-gene-2.93&CDS=1-3660	YDR335W
1840	OG0001840	maker-CU928169-snap-gene-2.53-mRNA-1_1&gene=maker-CU928169-snap-gene-2.53&CDS=1-2337	YPR022C
1841	OG0001841	augustus_masked-CU928169-processed-gene-3.108-mRNA-1_1&gene=augustus_masked-CU928169-processed-gene-3.108&CDS=1-879	YHR088W
1842	OG0001842	augustus_masked-CU928169-processed-gene-3.109-mRNA-1_1&gene=augustus_masked-CU928169-processed-gene-3.109&CDS=1-324	YHR087W
1843	OG0001843	augustus_masked-CU928169-processed-gene-3.110-mRNA-1_1&gene=augustus_masked-CU928169-processed-gene-3.110&CDS=1-4422	YDR334W
1844	OG0001844	augustus_masked-CU928169-processed-gene-3.111-mRNA-1_1&gene=augustus_masked-CU928169-processed-gene-3.111&CDS=1-1548	YHR086W
1845	OG0001845	augustus_masked-CU928169-processed-gene-3.112-mRNA-1_1&gene=augustus_masked-CU928169-processed-gene-3.112&CDS=1-1080	YHR085W
1846	OG0001846	augustus_masked-CU928169-processed-gene-3.94-mRNA-1_1&gene=augustus_masked-CU928169-processed-gene-3.94&CDS=1-2130	YDR333C
1847	OG0001847	augustus_masked-CU928169-processed-gene-3.113-mRNA-1_1&gene=augustus_masked-CU928169-processed-gene-3.113&CDS=1-2103	YHR084W
1848	OG0001848	genemark-CU928169-processed-gene-3.75-mRNA-1_1&gene=genemark-CU928169-processed-gene-3.75&CDS=1-972	YHR083W
1849	OG0001849	genemark-CU928169-processed-gene-3.76-mRNA-1_1&gene=genemark-CU928169-processed-gene-3.76&CDS=1-2016	YDR332W
1850	OG0001850	augustus_masked-CU928169-processed-gene-3.95-mRNA-1_1&gene=augustus_masked-CU928169-processed-gene-3.95&CDS=1-2442	YHR082C
1851	OG0001851	genemark-CU928169-processed-gene-3.77-mRNA-1_1&gene=genemark-CU928169-processed-gene-3.77&CDS=1-1200	YDR331W
1852	OG0001852	maker-CU928169-augustus-gene-3.43-mRNA-1_1&gene=maker-CU928169-augustus-gene-3.43&CDS=1-1953	YDR330W
1853	OG0001853	augustus_masked-CU928169-processed-gene-3.96-mRNA-1_1&gene=augustus_masked-CU928169-processed-gene-3.96&CDS=1-2001	YDR329C
1854	OG0001854	maker-CU928169-augustus-gene-3.42-mRNA-1_1&gene=maker-CU928169-augustus-gene-3.42&CDS=1-252	YHR079C-A
1855	OG0001855	augustus_masked-CU928169-processed-gene-3.98-mRNA-1_1&gene=augustus_masked-CU928169-processed-gene-3.98&CDS=1-3354	YHR079C
1856	OG0001856	augustus_masked-CU928169-processed-gene-3.117-mRNA-1_1&gene=augustus_masked-CU928169-processed-gene-3.117&CDS=1-3009	YDR325W
1857	OG0001857	augustus_masked-CU928169-processed-gene-3.99-mRNA-1_1&gene=augustus_masked-CU928169-processed-gene-3.99&CDS=1-2238	YDR324C
1858	OG0001858	genemark-CU928169-processed-gene-3.81-mRNA-1_1&gene=genemark-CU928169-processed-gene-3.81&CDS=1-1599	YHR078W
1859	OG0001859	augustus_masked-CU928169-processed-gene-3.100-mRNA-1_1&gene=augustus_masked-CU928169-processed-gene-3.100&CDS=1-1557	YDR323C
1860	OG0001860	augustus_masked-CU928169-processed-gene-3.101-mRNA-1_1&gene=augustus_masked-CU928169-processed-gene-3.101&CDS=1-3204	YHR077C
1861	OG0001861	genemark-CU928169-processed-gene-3.82-mRNA-1_1&gene=genemark-CU928169-processed-gene-3.82&CDS=1-936	YHR076W
1862	OG0001862	augustus_masked-CU928169-processed-gene-3.102-mRNA-1_1&gene=augustus_masked-CU928169-processed-gene-3.102&CDS=1-276	YDR322C-A
1863	OG0001863	augustus_masked-CU928169-processed-gene-3.120-mRNA-1_1&gene=augustus_masked-CU928169-processed-gene-3.120&CDS=1-1071	YDR322W
1864	OG0001864	augustus_masked-CU928169-processed-gene-3.104-mRNA-1_1&gene=augustus_masked-CU928169-processed-gene-3.104&CDS=1-453	YOR298C-A
1865	OG0001865	augustus_masked-CU928169-processed-gene-3.105-mRNA-1_1&gene=augustus_masked-CU928169-processed-gene-3.105&CDS=1-1230	YMR235C
1866	OG0001866	augustus_masked-CU928169-processed-gene-3.123-mRNA-1_1&gene=augustus_masked-CU928169-processed-gene-3.123&CDS=1-1407	YOR298W
1867	OG0001867	augustus_masked-CU928169-processed-gene-3.106-mRNA-1_1&gene=augustus_masked-CU928169-processed-gene-3.106&CDS=1-465	YOR297C
1868	OG0001868	augustus_masked-CU928169-processed-gene-3.124-mRNA-1_1&gene=augustus_masked-CU928169-processed-gene-3.124&CDS=1-1143	YMR234W
1869	OG0001869	augustus_masked-CU928169-processed-gene-4.72-mRNA-1_1&gene=augustus_masked-CU928169-processed-gene-4.72&CDS=1-3924	YOR296W
1870	OG0001870	maker-CU928169-augustus-gene-4.67-mRNA-1_1&gene=maker-CU928169-augustus-gene-4.67&CDS=1-627	YMR233W
1871	OG0001871	augustus_masked-CU928169-processed-gene-4.74-mRNA-1_1&gene=augustus_masked-CU928169-processed-gene-4.74&CDS=1-615	YOR294W
1872	OG0001872	augustus_masked-CU928169-processed-gene-4.75-mRNA-1_1&gene=augustus_masked-CU928169-processed-gene-4.75&CDS=1-1971	YMR232W
1873	OG0001873	genemark-CU928169-processed-gene-4.126-mRNA-1_1&gene=genemark-CU928169-processed-gene-4.126&CDS=1-5247	YLR362W
1874	OG0001874	augustus_masked-CU928169-processed-gene-4.78-mRNA-1_1&gene=augustus_masked-CU928169-processed-gene-4.78&CDS=1-1200	YLR360W
1875	OG0001875	augustus_masked-CU928169-processed-gene-4.69-mRNA-1_1&gene=augustus_masked-CU928169-processed-gene-4.69&CDS=1-1311	YIL023C
1876	OG0001876	augustus_masked-CU928169-processed-gene-4.71-mRNA-1_1&gene=augustus_masked-CU928169-processed-gene-4.71&CDS=1-603	YIL024C
1877	OG0001877	augustus_masked-CU928169-processed-gene-4.79-mRNA-1_1&gene=augustus_masked-CU928169-processed-gene-4.79&CDS=1-3246	YIL026C
