	OrthologID	Saccharomyces_cerevisiae	yHMPu5000035640_Yamadazyma_philogaea
1354	OG0001354	YGL156W	maker-NODE_34_length_92202_cov_29.9049_ID_67-augustus-gene-0.130-mRNA-1_1&gene=maker-NODE_34_length_92202_cov_29.9049_ID_67-augustus-gene-0.130&CDS=1-3570
1355	OG0001355	YGL159W	augustus_masked-NODE_31_length_112976_cov_35.8483_ID_61-processed-gene-0.44-mRNA-1_1&gene=augustus_masked-NODE_31_length_112976_cov_35.8483_ID_61-processed-gene-0.44&CDS=1-1011
1356	OG0001356	YGL161C	snap_masked-NODE_3_length_574896_cov_30.1526_ID_5-processed-gene-4.227-mRNA-1_1&gene=snap_masked-NODE_3_length_574896_cov_30.1526_ID_5-processed-gene-4.227&CDS=1-699
1357	OG0001357	YGL164C	augustus_masked-NODE_25_length_160743_cov_28.9188_ID_49-processed-gene-0.114-mRNA-1_1&gene=augustus_masked-NODE_25_length_160743_cov_28.9188_ID_49-processed-gene-0.114&CDS=1-1152
1358	OG0001358	YGL167C	augustus_masked-NODE_35_length_89803_cov_32.5795_ID_69-processed-gene-0.78-mRNA-1_1&gene=augustus_masked-NODE_35_length_89803_cov_32.5795_ID_69-processed-gene-0.78&CDS=1-2769
1359	OG0001359	YGL169W	augustus_masked-NODE_35_length_89803_cov_32.5795_ID_69-processed-gene-0.79-mRNA-1_1&gene=augustus_masked-NODE_35_length_89803_cov_32.5795_ID_69-processed-gene-0.79&CDS=1-1137
1360	OG0001360	YGL171W	augustus_masked-NODE_20_length_215016_cov_30.8952_ID_39-processed-gene-1.25-mRNA-1_1&gene=augustus_masked-NODE_20_length_215016_cov_30.8952_ID_39-processed-gene-1.25&CDS=1-1635
1361	OG0001361	YGL172W	augustus_masked-NODE_19_length_222602_cov_29.8229_ID_37-processed-gene-0.117-mRNA-1_1&gene=augustus_masked-NODE_19_length_222602_cov_29.8229_ID_37-processed-gene-0.117&CDS=1-1446
1362	OG0001362	YGL173C	augustus_masked-NODE_19_length_222602_cov_29.8229_ID_37-processed-gene-0.100-mRNA-1_1&gene=augustus_masked-NODE_19_length_222602_cov_29.8229_ID_37-processed-gene-0.100&CDS=1-5754
1363	OG0001363	YGL178W	genemark-NODE_19_length_222602_cov_29.8229_ID_37-processed-gene-0.63-mRNA-1_1&gene=genemark-NODE_19_length_222602_cov_29.8229_ID_37-processed-gene-0.63&CDS=1-2298
1364	OG0001364	YGL180W	augustus_masked-NODE_12_length_314767_cov_28.8002_ID_23-processed-gene-2.6-mRNA-1_1&gene=augustus_masked-NODE_12_length_314767_cov_28.8002_ID_23-processed-gene-2.6&CDS=1-2688
1365	OG0001365	YGL181W	genemark-NODE_3_length_574896_cov_30.1526_ID_5-processed-gene-4.15-mRNA-1_1&gene=genemark-NODE_3_length_574896_cov_30.1526_ID_5-processed-gene-4.15&CDS=1-1281
1366	OG0001366	YGL184C	augustus_masked-NODE_30_length_114726_cov_33.6541_ID_59-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-NODE_30_length_114726_cov_33.6541_ID_59-processed-gene-0.13&CDS=1-1218
1367	OG0001367	YGL187C	augustus_masked-NODE_6_length_485873_cov_30.1022_ID_11-processed-gene-3.179-mRNA-1_1&gene=augustus_masked-NODE_6_length_485873_cov_30.1022_ID_11-processed-gene-3.179&CDS=1-474
1368	OG0001368	YGL190C	augustus_masked-NODE_6_length_485873_cov_30.1022_ID_11-processed-gene-3.143-mRNA-1_1&gene=augustus_masked-NODE_6_length_485873_cov_30.1022_ID_11-processed-gene-3.143&CDS=1-1545
1369	OG0001369	YGL191W	augustus_masked-NODE_6_length_485873_cov_30.1022_ID_11-processed-gene-3.180-mRNA-1_1&gene=augustus_masked-NODE_6_length_485873_cov_30.1022_ID_11-processed-gene-3.180&CDS=1-420
1370	OG0001370	YGL192W	augustus_masked-NODE_6_length_485873_cov_30.1022_ID_11-processed-gene-3.176-mRNA-1_1&gene=augustus_masked-NODE_6_length_485873_cov_30.1022_ID_11-processed-gene-3.176&CDS=1-1620
1371	OG0001371	YGL194C	augustus_masked-NODE_8_length_359490_cov_28.9294_ID_15-processed-gene-0.146-mRNA-1_1&gene=augustus_masked-NODE_8_length_359490_cov_28.9294_ID_15-processed-gene-0.146&CDS=1-1485
1372	OG0001372	YGL195W	augustus_masked-NODE_40_length_64544_cov_36.0662_ID_79-processed-gene-0.53-mRNA-1_1&gene=augustus_masked-NODE_40_length_64544_cov_36.0662_ID_79-processed-gene-0.53&CDS=1-7731
1373	OG0001373	YGL196W	genemark-NODE_12_length_314767_cov_28.8002_ID_23-processed-gene-1.55-mRNA-1_1&gene=genemark-NODE_12_length_314767_cov_28.8002_ID_23-processed-gene-1.55&CDS=1-1263
1374	OG0001374	YGL198W	augustus_masked-NODE_24_length_168944_cov_30.0467_ID_47-processed-gene-0.83-mRNA-1_1&gene=augustus_masked-NODE_24_length_168944_cov_30.0467_ID_47-processed-gene-0.83&CDS=1-936
1375	OG0001375	YGL201C	augustus_masked-NODE_1_length_1146432_cov_29.4029_ID_1-processed-gene-3.81-mRNA-1_1&gene=augustus_masked-NODE_1_length_1146432_cov_29.4029_ID_1-processed-gene-3.81&CDS=1-2727
1376	OG0001376	YGL202W	augustus_masked-NODE_30_length_114726_cov_33.6541_ID_59-processed-gene-0.35-mRNA-1_1&gene=augustus_masked-NODE_30_length_114726_cov_33.6541_ID_59-processed-gene-0.35&CDS=1-1464
1377	OG0001377	YGL203C	augustus_masked-NODE_31_length_112976_cov_35.8483_ID_61-processed-gene-0.29-mRNA-1_1&gene=augustus_masked-NODE_31_length_112976_cov_35.8483_ID_61-processed-gene-0.29&CDS=1-2040
1378	OG0001378	YGL206C	augustus_masked-NODE_11_length_320613_cov_31.9964_ID_21-processed-gene-2.122-mRNA-1_1&gene=augustus_masked-NODE_11_length_320613_cov_31.9964_ID_21-processed-gene-2.122&CDS=1-5004
1379	OG0001379	YGL207W	maker-NODE_30_length_114726_cov_33.6541_ID_59-augustus-gene-0.150-mRNA-1_1&gene=maker-NODE_30_length_114726_cov_33.6541_ID_59-augustus-gene-0.150&CDS=1-3723
1380	OG0001380	YGL211W	augustus_masked-NODE_22_length_176022_cov_30.2748_ID_43-processed-gene-0.112-mRNA-1_1&gene=augustus_masked-NODE_22_length_176022_cov_30.2748_ID_43-processed-gene-0.112&CDS=1-1131
1381	OG0001381	YGL212W	augustus_masked-NODE_1_length_1146432_cov_29.4029_ID_1-processed-gene-7.53-mRNA-1_1&gene=augustus_masked-NODE_1_length_1146432_cov_29.4029_ID_1-processed-gene-7.53&CDS=1-1014
1382	OG0001382	YGL213C	genemark-NODE_10_length_332822_cov_29.6476_ID_19-processed-gene-1.48-mRNA-1_1&gene=genemark-NODE_10_length_332822_cov_29.6476_ID_19-processed-gene-1.48&CDS=1-1155
1383	OG0001383	YGL215W	augustus_masked-NODE_30_length_114726_cov_33.6541_ID_59-processed-gene-0.28-mRNA-1_1&gene=augustus_masked-NODE_30_length_114726_cov_33.6541_ID_59-processed-gene-0.28&CDS=1-1230
1384	OG0001384	YGL216W	augustus_masked-NODE_11_length_320613_cov_31.9964_ID_21-processed-gene-1.53-mRNA-1_1&gene=augustus_masked-NODE_11_length_320613_cov_31.9964_ID_21-processed-gene-1.53&CDS=1-2598
1385	OG0001385	YGL221C	genemark-NODE_32_length_101458_cov_32.2867_ID_63-processed-gene-0.89-mRNA-1_1&gene=genemark-NODE_32_length_101458_cov_32.2867_ID_63-processed-gene-0.89&CDS=1-822
1386	OG0001386	YGL224C	genemark-NODE_18_length_255309_cov_31.6668_ID_35-processed-gene-1.164-mRNA-1_1&gene=genemark-NODE_18_length_255309_cov_31.6668_ID_35-processed-gene-1.164&CDS=1-804
1387	OG0001387	YGL225W	augustus_masked-NODE_1_length_1146432_cov_29.4029_ID_1-processed-gene-1.62-mRNA-1_1&gene=augustus_masked-NODE_1_length_1146432_cov_29.4029_ID_1-processed-gene-1.62&CDS=1-1065
1388	OG0001388	YGL231C	augustus_masked-NODE_5_length_517651_cov_49.9611_ID_9-processed-gene-1.73-mRNA-1_1&gene=augustus_masked-NODE_5_length_517651_cov_49.9611_ID_9-processed-gene-1.73&CDS=1-519
1389	OG0001389	YGL232W	augustus_masked-NODE_5_length_517651_cov_49.9611_ID_9-processed-gene-2.44-mRNA-1_1&gene=augustus_masked-NODE_5_length_517651_cov_49.9611_ID_9-processed-gene-2.44&CDS=1-759
1390	OG0001390	YGL233W	genemark-NODE_5_length_517651_cov_49.9611_ID_9-processed-gene-2.77-mRNA-1_1&gene=genemark-NODE_5_length_517651_cov_49.9611_ID_9-processed-gene-2.77&CDS=1-2604
1391	OG0001391	YGL234W	genemark-NODE_1_length_1146432_cov_29.4029_ID_1-processed-gene-1.128-mRNA-1_1&gene=genemark-NODE_1_length_1146432_cov_29.4029_ID_1-processed-gene-1.128&CDS=1-2394
1392	OG0001392	YGL236C	augustus_masked-NODE_1_length_1146432_cov_29.4029_ID_1-processed-gene-1.65-mRNA-1_1&gene=augustus_masked-NODE_1_length_1146432_cov_29.4029_ID_1-processed-gene-1.65&CDS=1-1995
1393	OG0001393	YGL237C	augustus_masked-NODE_1_length_1146432_cov_29.4029_ID_1-processed-gene-1.77-mRNA-1_1&gene=augustus_masked-NODE_1_length_1146432_cov_29.4029_ID_1-processed-gene-1.77&CDS=1-774
1394	OG0001394	YGL238W	augustus_masked-NODE_1_length_1146432_cov_29.4029_ID_1-processed-gene-1.63-mRNA-1_1&gene=augustus_masked-NODE_1_length_1146432_cov_29.4029_ID_1-processed-gene-1.63&CDS=1-2940
1395	OG0001395	YGL241W	augustus_masked-NODE_35_length_89803_cov_32.5795_ID_69-processed-gene-0.80-mRNA-1_1&gene=augustus_masked-NODE_35_length_89803_cov_32.5795_ID_69-processed-gene-0.80&CDS=1-3192
1396	OG0001396	YGL242C	augustus_masked-NODE_35_length_89803_cov_32.5795_ID_69-processed-gene-0.81-mRNA-1_1&gene=augustus_masked-NODE_35_length_89803_cov_32.5795_ID_69-processed-gene-0.81&CDS=1-516
1397	OG0001397	YGL244W	augustus_masked-NODE_5_length_517651_cov_49.9611_ID_9-processed-gene-3.64-mRNA-1_1&gene=augustus_masked-NODE_5_length_517651_cov_49.9611_ID_9-processed-gene-3.64&CDS=1-1551
1398	OG0001398	YGL245W	genemark-NODE_29_length_118492_cov_32.443_ID_57-processed-gene-0.109-mRNA-1_1&gene=genemark-NODE_29_length_118492_cov_32.443_ID_57-processed-gene-0.109&CDS=1-2154
1399	OG0001399	YGL246C	genemark-NODE_1_length_1146432_cov_29.4029_ID_1-processed-gene-4.135-mRNA-1_1&gene=genemark-NODE_1_length_1146432_cov_29.4029_ID_1-processed-gene-4.135&CDS=1-1086
1400	OG0001400	YGL248W	genemark-NODE_20_length_215016_cov_30.8952_ID_39-processed-gene-1.99-mRNA-1_1&gene=genemark-NODE_20_length_215016_cov_30.8952_ID_39-processed-gene-1.99&CDS=1-1128
1401	OG0001401	YGL250W	augustus_masked-NODE_12_length_314767_cov_28.8002_ID_23-processed-gene-1.39-mRNA-1_1&gene=augustus_masked-NODE_12_length_314767_cov_28.8002_ID_23-processed-gene-1.39&CDS=1-771
1402	OG0001402	YGR001C	augustus_masked-NODE_1_length_1146432_cov_29.4029_ID_1-processed-gene-0.59-mRNA-1_1&gene=augustus_masked-NODE_1_length_1146432_cov_29.4029_ID_1-processed-gene-0.59&CDS=1-729
1403	OG0001403	YGR002C	genemark-NODE_1_length_1146432_cov_29.4029_ID_1-processed-gene-0.99-mRNA-1_1&gene=genemark-NODE_1_length_1146432_cov_29.4029_ID_1-processed-gene-0.99&CDS=1-1698
1404	OG0001404	YGR005C	augustus_masked-NODE_13_length_302840_cov_30.3933_ID_25-processed-gene-1.109-mRNA-1_1&gene=augustus_masked-NODE_13_length_302840_cov_30.3933_ID_25-processed-gene-1.109&CDS=1-1071
1405	OG0001405	YGR006W	snap_masked-NODE_13_length_302840_cov_30.3933_ID_25-processed-gene-1.12-mRNA-1_1&gene=snap_masked-NODE_13_length_302840_cov_30.3933_ID_25-processed-gene-1.12&CDS=1-783
1406	OG0001406	YGR007W	augustus_masked-NODE_9_length_359155_cov_29.4677_ID_17-processed-gene-2.66-mRNA-1_1&gene=augustus_masked-NODE_9_length_359155_cov_29.4677_ID_17-processed-gene-2.66&CDS=1-2376
1407	OG0001407	YGR012W	augustus_masked-NODE_6_length_485873_cov_30.1022_ID_11-processed-gene-3.168-mRNA-1_1&gene=augustus_masked-NODE_6_length_485873_cov_30.1022_ID_11-processed-gene-3.168&CDS=1-1173
1408	OG0001408	YGR014W	augustus_masked-NODE_6_length_485873_cov_30.1022_ID_11-processed-gene-3.173-mRNA-1_1&gene=augustus_masked-NODE_6_length_485873_cov_30.1022_ID_11-processed-gene-3.173&CDS=1-3213
1409	OG0001409	YGR017W	snap_masked-NODE_1_length_1146432_cov_29.4029_ID_1-processed-gene-3.125-mRNA-1_1&gene=snap_masked-NODE_1_length_1146432_cov_29.4029_ID_1-processed-gene-3.125&CDS=1-915
1410	OG0001410	YGR020C	augustus_masked-NODE_4_length_571300_cov_30.7617_ID_7-processed-gene-2.26-mRNA-1_1&gene=augustus_masked-NODE_4_length_571300_cov_30.7617_ID_7-processed-gene-2.26&CDS=1-372
1411	OG0001411	YGR021W	augustus_masked-NODE_4_length_571300_cov_30.7617_ID_7-processed-gene-2.45-mRNA-1_1&gene=augustus_masked-NODE_4_length_571300_cov_30.7617_ID_7-processed-gene-2.45&CDS=1-828
1412	OG0001412	YGR024C	augustus_masked-NODE_29_length_118492_cov_32.443_ID_57-processed-gene-0.140-mRNA-1_1&gene=augustus_masked-NODE_29_length_118492_cov_32.443_ID_57-processed-gene-0.140&CDS=1-732
1413	OG0001413	YGR026W	augustus_masked-NODE_7_length_373803_cov_30.4817_ID_13-processed-gene-2.230-mRNA-1_1&gene=augustus_masked-NODE_7_length_373803_cov_30.4817_ID_13-processed-gene-2.230&CDS=1-789
1414	OG0001414	YGR031W	augustus_masked-NODE_13_length_302840_cov_30.3933_ID_25-processed-gene-0.109-mRNA-1_1&gene=augustus_masked-NODE_13_length_302840_cov_30.3933_ID_25-processed-gene-0.109&CDS=1-960
1415	OG0001415	YGR033C	augustus_masked-NODE_26_length_137620_cov_32.8613_ID_51-processed-gene-0.33-mRNA-1_1&gene=augustus_masked-NODE_26_length_137620_cov_32.8613_ID_51-processed-gene-0.33&CDS=1-804
1416	OG0001416	YGR036C	augustus_masked-NODE_6_length_485873_cov_30.1022_ID_11-processed-gene-2.17-mRNA-1_1&gene=augustus_masked-NODE_6_length_485873_cov_30.1022_ID_11-processed-gene-2.17&CDS=1-711
1417	OG0001417	YGR037C	snap_masked-NODE_5_length_517651_cov_49.9611_ID_9-processed-gene-3.20-mRNA-1_1&gene=snap_masked-NODE_5_length_517651_cov_49.9611_ID_9-processed-gene-3.20&CDS=1-258
1418	OG0001418	YGR046W	augustus_masked-NODE_23_length_173057_cov_29.2639_ID_45-processed-gene-0.60-mRNA-1_1&gene=augustus_masked-NODE_23_length_173057_cov_29.2639_ID_45-processed-gene-0.60&CDS=1-1146
1419	OG0001419	YGR047C	genemark-NODE_27_length_135834_cov_30.1618_ID_53-processed-gene-0.91-mRNA-1_1&gene=genemark-NODE_27_length_135834_cov_30.1618_ID_53-processed-gene-0.91&CDS=1-2937
1420	OG0001420	YGR048W	genemark-NODE_9_length_359155_cov_29.4677_ID_17-processed-gene-2.126-mRNA-1_1&gene=genemark-NODE_9_length_359155_cov_29.4677_ID_17-processed-gene-2.126&CDS=1-1065
1421	OG0001421	YGR054W	maker-NODE_26_length_137620_cov_32.8613_ID_51-snap-gene-0.207-mRNA-1_1&gene=maker-NODE_26_length_137620_cov_32.8613_ID_51-snap-gene-0.207&CDS=1-2808
1422	OG0001422	YGR055W	augustus_masked-NODE_1_length_1146432_cov_29.4029_ID_1-processed-gene-10.81-mRNA-1_1&gene=augustus_masked-NODE_1_length_1146432_cov_29.4029_ID_1-processed-gene-10.81&CDS=1-1638
1423	OG0001423	YGR058W	augustus_masked-NODE_1_length_1146432_cov_29.4029_ID_1-processed-gene-3.58-mRNA-1_1&gene=augustus_masked-NODE_1_length_1146432_cov_29.4029_ID_1-processed-gene-3.58&CDS=1-1167
1424	OG0001424	YGR061C	augustus_masked-NODE_23_length_173057_cov_29.2639_ID_45-processed-gene-0.54-mRNA-1_1&gene=augustus_masked-NODE_23_length_173057_cov_29.2639_ID_45-processed-gene-0.54&CDS=1-4035
1425	OG0001425	YGR062C	augustus_masked-NODE_12_length_314767_cov_28.8002_ID_23-processed-gene-1.36-mRNA-1_1&gene=augustus_masked-NODE_12_length_314767_cov_28.8002_ID_23-processed-gene-1.36&CDS=1-1005
1426	OG0001426	YGR063C	augustus_masked-NODE_12_length_314767_cov_28.8002_ID_23-processed-gene-1.13-mRNA-1_1&gene=augustus_masked-NODE_12_length_314767_cov_28.8002_ID_23-processed-gene-1.13&CDS=1-336
1427	OG0001427	YGR074W	augustus_masked-NODE_39_length_75211_cov_36.8898_ID_77-processed-gene-0.50-mRNA-1_1&gene=augustus_masked-NODE_39_length_75211_cov_36.8898_ID_77-processed-gene-0.50&CDS=1-330
1428	OG0001428	YGR080W	augustus_masked-NODE_10_length_332822_cov_29.6476_ID_19-processed-gene-1.41-mRNA-1_1&gene=augustus_masked-NODE_10_length_332822_cov_29.6476_ID_19-processed-gene-1.41&CDS=1-993
1429	OG0001429	YGR083C	augustus_masked-NODE_24_length_168944_cov_30.0467_ID_47-processed-gene-0.111-mRNA-1_1&gene=augustus_masked-NODE_24_length_168944_cov_30.0467_ID_47-processed-gene-0.111&CDS=1-1584
1430	OG0001430	YGR090W	augustus_masked-NODE_10_length_332822_cov_29.6476_ID_19-processed-gene-1.18-mRNA-1_1&gene=augustus_masked-NODE_10_length_332822_cov_29.6476_ID_19-processed-gene-1.18&CDS=1-3543
1431	OG0001431	YGR093W	augustus_masked-NODE_5_length_517651_cov_49.9611_ID_9-processed-gene-3.88-mRNA-1_1&gene=augustus_masked-NODE_5_length_517651_cov_49.9611_ID_9-processed-gene-3.88&CDS=1-1299
1432	OG0001432	YGR094W	augustus_masked-NODE_1_length_1146432_cov_29.4029_ID_1-processed-gene-6.108-mRNA-1_1&gene=augustus_masked-NODE_1_length_1146432_cov_29.4029_ID_1-processed-gene-6.108&CDS=1-4953
1433	OG0001433	YGR095C	augustus_masked-NODE_1_length_1146432_cov_29.4029_ID_1-processed-gene-6.125-mRNA-1_1&gene=augustus_masked-NODE_1_length_1146432_cov_29.4029_ID_1-processed-gene-6.125&CDS=1-699
1434	OG0001434	YGR096W	maker-NODE_1_length_1146432_cov_29.4029_ID_1-augustus-gene-6.0-mRNA-1_1&gene=maker-NODE_1_length_1146432_cov_29.4029_ID_1-augustus-gene-6.0&CDS=1-909
1435	OG0001435	YGR098C	genemark-NODE_16_length_273302_cov_29.6828_ID_31-processed-gene-0.98-mRNA-1_1&gene=genemark-NODE_16_length_273302_cov_29.6828_ID_31-processed-gene-0.98&CDS=1-4947
1436	OG0001436	YGR099W	augustus_masked-NODE_20_length_215016_cov_30.8952_ID_39-processed-gene-1.36-mRNA-1_1&gene=augustus_masked-NODE_20_length_215016_cov_30.8952_ID_39-processed-gene-1.36&CDS=1-2514
1437	OG0001437	YGR102C	augustus_masked-NODE_6_length_485873_cov_30.1022_ID_11-processed-gene-3.188-mRNA-1_1&gene=augustus_masked-NODE_6_length_485873_cov_30.1022_ID_11-processed-gene-3.188&CDS=1-414
1438	OG0001438	YGR103W	genemark-NODE_6_length_485873_cov_30.1022_ID_11-processed-gene-3.102-mRNA-1_1&gene=genemark-NODE_6_length_485873_cov_30.1022_ID_11-processed-gene-3.102&CDS=1-1770
1439	OG0001439	YGR104C	augustus_masked-NODE_6_length_485873_cov_30.1022_ID_11-processed-gene-3.150-mRNA-1_1&gene=augustus_masked-NODE_6_length_485873_cov_30.1022_ID_11-processed-gene-3.150&CDS=1-810
1440	OG0001440	YGR105W	maker-NODE_6_length_485873_cov_30.1022_ID_11-augustus-gene-3.308-mRNA-1_1&gene=maker-NODE_6_length_485873_cov_30.1022_ID_11-augustus-gene-3.308&CDS=1-216
1441	OG0001441	YGR106C	augustus_masked-NODE_6_length_485873_cov_30.1022_ID_11-processed-gene-3.187-mRNA-1_1&gene=augustus_masked-NODE_6_length_485873_cov_30.1022_ID_11-processed-gene-3.187&CDS=1-681
1442	OG0001442	YGR110W	augustus_masked-NODE_11_length_320613_cov_31.9964_ID_21-processed-gene-0.87-mRNA-1_1&gene=augustus_masked-NODE_11_length_320613_cov_31.9964_ID_21-processed-gene-0.87&CDS=1-1215
1443	OG0001443	YGR111W	augustus_masked-NODE_33_length_101399_cov_32.264_ID_65-processed-gene-0.142-mRNA-1_1&gene=augustus_masked-NODE_33_length_101399_cov_32.264_ID_65-processed-gene-0.142&CDS=1-1206
1444	OG0001444	YGR112W	augustus_masked-NODE_2_length_752566_cov_29.4242_ID_3-processed-gene-3.75-mRNA-1_1&gene=augustus_masked-NODE_2_length_752566_cov_29.4242_ID_3-processed-gene-3.75&CDS=1-1026
1445	OG0001445	YGR116W	maker-NODE_5_length_517651_cov_49.9611_ID_9-augustus-gene-0.4-mRNA-1_1&gene=maker-NODE_5_length_517651_cov_49.9611_ID_9-augustus-gene-0.4&CDS=1-4908
1446	OG0001446	YGR119C	augustus_masked-NODE_17_length_272631_cov_28.4445_ID_33-processed-gene-0.38-mRNA-1_1&gene=augustus_masked-NODE_17_length_272631_cov_28.4445_ID_33-processed-gene-0.38&CDS=1-1560
1447	OG0001447	YGR125W	augustus_masked-NODE_3_length_574896_cov_30.1526_ID_5-processed-gene-1.96-mRNA-1_1&gene=augustus_masked-NODE_3_length_574896_cov_30.1526_ID_5-processed-gene-1.96&CDS=1-3000
1448	OG0001448	YGR128C	augustus_masked-NODE_11_length_320613_cov_31.9964_ID_21-processed-gene-2.116-mRNA-1_1&gene=augustus_masked-NODE_11_length_320613_cov_31.9964_ID_21-processed-gene-2.116&CDS=1-1785
1449	OG0001449	YGR132C	augustus_masked-NODE_9_length_359155_cov_29.4677_ID_17-processed-gene-1.72-mRNA-1_1&gene=augustus_masked-NODE_9_length_359155_cov_29.4677_ID_17-processed-gene-1.72&CDS=1-828
1450	OG0001450	YGR134W	snap_masked-NODE_2_length_752566_cov_29.4242_ID_3-processed-gene-5.22-mRNA-1_1&gene=snap_masked-NODE_2_length_752566_cov_29.4242_ID_3-processed-gene-5.22&CDS=1-2442
1451	OG0001451	YGR135W	augustus_masked-NODE_9_length_359155_cov_29.4677_ID_17-processed-gene-1.75-mRNA-1_1&gene=augustus_masked-NODE_9_length_359155_cov_29.4677_ID_17-processed-gene-1.75&CDS=1-747
1452	OG0001452	YGR144W	augustus_masked-NODE_20_length_215016_cov_30.8952_ID_39-processed-gene-0.115-mRNA-1_1&gene=augustus_masked-NODE_20_length_215016_cov_30.8952_ID_39-processed-gene-0.115&CDS=1-978
1453	OG0001453	YGR145W	maker-NODE_1_length_1146432_cov_29.4029_ID_1-snap-gene-9.156-mRNA-1_1&gene=maker-NODE_1_length_1146432_cov_29.4029_ID_1-snap-gene-9.156&CDS=1-2928
1454	OG0001454	YGR147C	augustus_masked-NODE_13_length_302840_cov_30.3933_ID_25-processed-gene-1.113-mRNA-1_1&gene=augustus_masked-NODE_13_length_302840_cov_30.3933_ID_25-processed-gene-1.113&CDS=1-675
1455	OG0001455	YGR149W	snap_masked-NODE_7_length_373803_cov_30.4817_ID_13-processed-gene-1.52-mRNA-1_1&gene=snap_masked-NODE_7_length_373803_cov_30.4817_ID_13-processed-gene-1.52&CDS=1-1464
1456	OG0001456	YGR150C	augustus_masked-NODE_8_length_359490_cov_28.9294_ID_15-processed-gene-1.59-mRNA-1_1&gene=augustus_masked-NODE_8_length_359490_cov_28.9294_ID_15-processed-gene-1.59&CDS=1-2169
1457	OG0001457	YGR155W	augustus_masked-NODE_3_length_574896_cov_30.1526_ID_5-processed-gene-2.59-mRNA-1_1&gene=augustus_masked-NODE_3_length_574896_cov_30.1526_ID_5-processed-gene-2.59&CDS=1-1482
1458	OG0001458	YGR157W	genemark-NODE_3_length_574896_cov_30.1526_ID_5-processed-gene-2.47-mRNA-1_1&gene=genemark-NODE_3_length_574896_cov_30.1526_ID_5-processed-gene-2.47&CDS=1-2598
1459	OG0001459	YGR158C	augustus_masked-NODE_3_length_574896_cov_30.1526_ID_5-processed-gene-2.73-mRNA-1_1&gene=augustus_masked-NODE_3_length_574896_cov_30.1526_ID_5-processed-gene-2.73&CDS=1-786
1460	OG0001460	YGR159C	augustus_masked-NODE_11_length_320613_cov_31.9964_ID_21-processed-gene-2.114-mRNA-1_1&gene=augustus_masked-NODE_11_length_320613_cov_31.9964_ID_21-processed-gene-2.114&CDS=1-1476
1461	OG0001461	YGR163W	augustus_masked-NODE_4_length_571300_cov_30.7617_ID_7-processed-gene-4.151-mRNA-1_1&gene=augustus_masked-NODE_4_length_571300_cov_30.7617_ID_7-processed-gene-4.151&CDS=1-1008
1462	OG0001462	YGR165W	maker-NODE_10_length_332822_cov_29.6476_ID_19-augustus-gene-2.8-mRNA-1_1&gene=maker-NODE_10_length_332822_cov_29.6476_ID_19-augustus-gene-2.8&CDS=1-954
1463	OG0001463	YGR170W	genemark-NODE_7_length_373803_cov_30.4817_ID_13-processed-gene-2.178-mRNA-1_1&gene=genemark-NODE_7_length_373803_cov_30.4817_ID_13-processed-gene-2.178&CDS=1-3480
1464	OG0001464	YGR171C	augustus_masked-NODE_12_length_314767_cov_28.8002_ID_23-processed-gene-1.38-mRNA-1_1&gene=augustus_masked-NODE_12_length_314767_cov_28.8002_ID_23-processed-gene-1.38&CDS=1-1689
1465	OG0001465	YGR172C	augustus_masked-NODE_7_length_373803_cov_30.4817_ID_13-processed-gene-2.219-mRNA-1_1&gene=augustus_masked-NODE_7_length_373803_cov_30.4817_ID_13-processed-gene-2.219&CDS=1-759
1466	OG0001466	YGR173W	augustus_masked-NODE_3_length_574896_cov_30.1526_ID_5-processed-gene-3.68-mRNA-1_1&gene=augustus_masked-NODE_3_length_574896_cov_30.1526_ID_5-processed-gene-3.68&CDS=1-1104
1467	OG0001467	YGR174C	augustus_masked-NODE_3_length_574896_cov_30.1526_ID_5-processed-gene-4.189-mRNA-1_1&gene=augustus_masked-NODE_3_length_574896_cov_30.1526_ID_5-processed-gene-4.189&CDS=1-423
1468	OG0001468	YGR177C, YOR377W	
1469	OG0001469	YGR178C	genemark-NODE_9_length_359155_cov_29.4677_ID_17-processed-gene-2.133-mRNA-1_1&gene=genemark-NODE_9_length_359155_cov_29.4677_ID_17-processed-gene-2.133&CDS=1-1782
1470	OG0001470	YGR185C	genemark-NODE_13_length_302840_cov_30.3933_ID_25-processed-gene-2.50-mRNA-1_1&gene=genemark-NODE_13_length_302840_cov_30.3933_ID_25-processed-gene-2.50&CDS=1-1353
1471	OG0001471	YGR186W	augustus_masked-NODE_5_length_517651_cov_49.9611_ID_9-processed-gene-4.107-mRNA-1_1&gene=augustus_masked-NODE_5_length_517651_cov_49.9611_ID_9-processed-gene-4.107&CDS=1-1749
1472	OG0001472	YGR187C	augustus_masked-NODE_13_length_302840_cov_30.3933_ID_25-processed-gene-2.12-mRNA-1_1&gene=augustus_masked-NODE_13_length_302840_cov_30.3933_ID_25-processed-gene-2.12&CDS=1-3528
1473	OG0001473	YGR188C	augustus_masked-NODE_1_length_1146432_cov_29.4029_ID_1-processed-gene-6.105-mRNA-1_1&gene=augustus_masked-NODE_1_length_1146432_cov_29.4029_ID_1-processed-gene-6.105&CDS=1-2625
