	OrthologID	Saccharomyces_cerevisiae	yHMPu5000041862_Candida_golubevii
1200	OG0001200	YEL051W	augustus_masked-flattened_line_14-processed-gene-1.72-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-1.72&CDS=1-948
1201	OG0001201	YEL052W	snap_masked-flattened_line_98-processed-gene-0.1-mRNA-1_1&gene=snap_masked-flattened_line_98-processed-gene-0.1&CDS=1-1473
1202	OG0001202	YEL053C	genemark-flattened_line_122-processed-gene-0.98-mRNA-1_1&gene=genemark-flattened_line_122-processed-gene-0.98&CDS=1-2301
1203	OG0001203	YEL055C	augustus_masked-flattened_line_102-processed-gene-0.19-mRNA-1_1&gene=augustus_masked-flattened_line_102-processed-gene-0.19&CDS=1-3180
1204	OG0001204	YEL056W	augustus_masked-flattened_line_18-processed-gene-1.167-mRNA-1_1&gene=augustus_masked-flattened_line_18-processed-gene-1.167&CDS=1-1164
1205	OG0001205	YEL058W	augustus_masked-flattened_line_22-processed-gene-1.188-mRNA-1_1&gene=augustus_masked-flattened_line_22-processed-gene-1.188&CDS=1-1596
1206	OG0001206	YEL062W	augustus_masked-flattened_line_8-processed-gene-1.107-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-1.107&CDS=1-2004
1207	OG0001207	YEL063C	augustus_masked-flattened_line_4-processed-gene-2.247-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-2.247&CDS=1-1650
1208	OG0001208	YEL064C	augustus_masked-flattened_line_228-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-flattened_line_228-processed-gene-0.14&CDS=1-1539
1209	OG0001209	YEL065W	augustus_masked-flattened_line_186-processed-gene-0.47-mRNA-1_1&gene=augustus_masked-flattened_line_186-processed-gene-0.47&CDS=1-2001
1210	OG0001210	YER002W	augustus_masked-flattened_line_32-processed-gene-0.55-mRNA-1_1&gene=augustus_masked-flattened_line_32-processed-gene-0.55&CDS=1-831
1211	OG0001211	YER003C	augustus_masked-flattened_line_32-processed-gene-0.57-mRNA-1_1&gene=augustus_masked-flattened_line_32-processed-gene-0.57&CDS=1-1320
1212	OG0001212	YER004W	augustus_masked-flattened_line_124-processed-gene-0.80-mRNA-1_1&gene=augustus_masked-flattened_line_124-processed-gene-0.80&CDS=1-672
1213	OG0001213	YER005W	augustus_masked-flattened_line_98-processed-gene-0.92-mRNA-1_1&gene=augustus_masked-flattened_line_98-processed-gene-0.92&CDS=1-1938
1214	OG0001214	YER006W	augustus_masked-flattened_line_98-processed-gene-0.94-mRNA-1_1&gene=augustus_masked-flattened_line_98-processed-gene-0.94&CDS=1-1539
1215	OG0001215	YER007C-A	augustus_masked-flattened_line_98-processed-gene-0.113-mRNA-1_1&gene=augustus_masked-flattened_line_98-processed-gene-0.113&CDS=1-543
1216	OG0001216	YER007W	augustus_masked-flattened_line_98-processed-gene-0.95-mRNA-1_1&gene=augustus_masked-flattened_line_98-processed-gene-0.95&CDS=1-1584
1217	OG0001217	YER008C	snap_masked-flattened_line_0-processed-gene-2.108-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-2.108&CDS=1-4032
1218	OG0001218	YER009W	augustus_masked-flattened_line_8-processed-gene-2.165-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-2.165&CDS=1-372
1219	OG0001219	YER010C	augustus_masked-flattened_line_8-processed-gene-2.171-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-2.171&CDS=1-750
1220	OG0001220	YER012W	augustus_masked-flattened_line_22-processed-gene-1.155-mRNA-1_1&gene=augustus_masked-flattened_line_22-processed-gene-1.155&CDS=1-585
1221	OG0001221	YER014W	augustus_masked-flattened_line_0-processed-gene-2.34-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-2.34&CDS=1-4569
1222	OG0001222	YER016W	augustus_masked-flattened_line_2-processed-gene-0.62-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-0.62&CDS=1-951
1223	OG0001223	YER019C-A	maker-flattened_line_16-augustus-gene-0.36-mRNA-1_1&gene=maker-flattened_line_16-augustus-gene-0.36&CDS=1-270
1224	OG0001224	YER019W	augustus_masked-flattened_line_245-processed-gene-0.21-mRNA-1_1&gene=augustus_masked-flattened_line_245-processed-gene-0.21&CDS=1-1248
1225	OG0001225	YER020W	augustus_masked-flattened_line_122-processed-gene-0.44-mRNA-1_1&gene=augustus_masked-flattened_line_122-processed-gene-0.44&CDS=1-1275
1226	OG0001226	YER021W	genemark-flattened_line_102-processed-gene-0.39-mRNA-1_1&gene=genemark-flattened_line_102-processed-gene-0.39&CDS=1-1446
1227	OG0001227	YER022W	augustus_masked-flattened_line_102-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-flattened_line_102-processed-gene-0.6&CDS=1-1824
1228	OG0001228	YER023W	augustus_masked-flattened_line_16-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-0.11&CDS=1-831
1229	OG0001229	YER025W	augustus_masked-flattened_line_14-processed-gene-1.27-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-1.27&CDS=1-1581
1230	OG0001230	YER026C	genemark-flattened_line_253-processed-gene-0.11-mRNA-1_1&gene=genemark-flattened_line_253-processed-gene-0.11&CDS=1-804
1231	OG0001231	YER029C	augustus_masked-flattened_line_44-processed-gene-0.157-mRNA-1_1&gene=augustus_masked-flattened_line_44-processed-gene-0.157&CDS=1-417
1232	OG0001232	YER036C	augustus_masked-flattened_line_336-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-flattened_line_336-processed-gene-0.0&CDS=1-1827
1233	OG0001233	YER041W	augustus_masked-flattened_line_58-processed-gene-0.87-mRNA-1_1&gene=augustus_masked-flattened_line_58-processed-gene-0.87&CDS=1-2262
1234	OG0001234	YER042W	maker-flattened_line_10-augustus-gene-1.42-mRNA-1_1&gene=maker-flattened_line_10-augustus-gene-1.42&CDS=1-2766
1235	OG0001235	YER043C	augustus_masked-flattened_line_10-processed-gene-0.55-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-0.55&CDS=1-1347
1236	OG0001236	YER046W	genemark-flattened_line_76-processed-gene-0.10-mRNA-1_1&gene=genemark-flattened_line_76-processed-gene-0.10&CDS=1-489
1237	OG0001237	YER048W-A	augustus_masked-flattened_line_6-processed-gene-2.126-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-2.126&CDS=1-294
1238	OG0001238	YER049W	maker-flattened_line_0-augustus-gene-0.85-mRNA-1_1&gene=maker-flattened_line_0-augustus-gene-0.85&CDS=1-2646
1239	OG0001239	YER050C	snap_masked-flattened_line_2-processed-gene-0.101-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-0.101&CDS=1-609
1240	OG0001240	YER051W	augustus_masked-flattened_line_10-processed-gene-1.67-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-1.67&CDS=1-1737
1241	OG0001241	YER052C	augustus_masked-flattened_line_0-processed-gene-1.5-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-1.5&CDS=1-1599
1242	OG0001242	YER053C	augustus_masked-flattened_line_2-processed-gene-3.138-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-3.138&CDS=1-915
1243	OG0001243	YER055C	augustus_masked-flattened_line_36-processed-gene-0.187-mRNA-1_1&gene=augustus_masked-flattened_line_36-processed-gene-0.187&CDS=1-912
1244	OG0001244	YER058W	augustus_masked-flattened_line_2-processed-gene-0.45-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-0.45&CDS=1-255
1245	OG0001245	YER061C	augustus_masked-flattened_line_257-processed-gene-0.18-mRNA-1_1&gene=augustus_masked-flattened_line_257-processed-gene-0.18&CDS=1-1314
1246	OG0001246	YER065C	augustus_masked-flattened_line_2-processed-gene-0.68-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-0.68&CDS=1-1653
1247	OG0001247	YER068W	augustus_masked-flattened_line_4-processed-gene-2.221-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-2.221&CDS=1-1782
1248	OG0001248	YER069W	augustus_masked-flattened_line_56-processed-gene-0.20-mRNA-1_1&gene=augustus_masked-flattened_line_56-processed-gene-0.20&CDS=1-2577
1249	OG0001249	YER071C	augustus_masked-flattened_line_0-processed-gene-0.102-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-0.102&CDS=1-342
1250	OG0001250	YER072W	augustus_masked-flattened_line_8-processed-gene-1.94-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-1.94&CDS=1-342
1251	OG0001251	YER074W-A	snap_masked-flattened_line_0-processed-gene-0.6-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-0.6&CDS=1-273
1252	OG0001252	YER077C	genemark-flattened_line_26-processed-gene-1.34-mRNA-1_1&gene=genemark-flattened_line_26-processed-gene-1.34&CDS=1-2301
1253	OG0001253	YER078C	augustus_masked-flattened_line_28-processed-gene-1.85-mRNA-1_1&gene=augustus_masked-flattened_line_28-processed-gene-1.85&CDS=1-1545
1254	OG0001254	YER080W	augustus_masked-flattened_line_239-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-flattened_line_239-processed-gene-0.0&CDS=1-1842
1255	OG0001255	YER081W	augustus_masked-flattened_line_0-processed-gene-2.37-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-2.37&CDS=1-1395
1256	OG0001256	YER082C	maker-flattened_line_18-snap-gene-0.97-mRNA-1_1&gene=maker-flattened_line_18-snap-gene-0.97&CDS=1-2052
1257	OG0001257	YER083C	augustus_masked-flattened_line_18-processed-gene-0.18-mRNA-1_1&gene=augustus_masked-flattened_line_18-processed-gene-0.18&CDS=1-888
1258	OG0001258	YER086W	augustus_masked-flattened_line_64-processed-gene-0.87-mRNA-1_1&gene=augustus_masked-flattened_line_64-processed-gene-0.87&CDS=1-1686
1259	OG0001259	YER087W	maker-flattened_line_16-augustus-gene-0.34-mRNA-1_1&gene=maker-flattened_line_16-augustus-gene-0.34&CDS=1-2883
1260	OG0001260	YER090W	augustus_masked-flattened_line_124-processed-gene-0.88-mRNA-1_1&gene=augustus_masked-flattened_line_124-processed-gene-0.88&CDS=1-4722
1261	OG0001261	YER091C	augustus_masked-flattened_line_124-processed-gene-0.90-mRNA-1_1&gene=augustus_masked-flattened_line_124-processed-gene-0.90&CDS=1-2301
1262	OG0001262	YER093C	maker-flattened_line_86-snap-gene-0.44-mRNA-1_1&gene=maker-flattened_line_86-snap-gene-0.44&CDS=1-3690
1263	OG0001263	YER093C-A	augustus_masked-flattened_line_72-processed-gene-0.15-mRNA-1_1&gene=augustus_masked-flattened_line_72-processed-gene-0.15&CDS=1-495
1264	OG0001264	YER094C	snap_masked-flattened_line_74-processed-gene-0.85-mRNA-1_1&gene=snap_masked-flattened_line_74-processed-gene-0.85&CDS=1-618
1265	OG0001265	YER095W	augustus_masked-flattened_line_4-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-0.7&CDS=1-1014
1266	OG0001266	YER100W	augustus_masked-flattened_line_12-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-0.9&CDS=1-720
1267	OG0001267	YER107C	augustus_masked-flattened_line_20-processed-gene-0.84-mRNA-1_1&gene=augustus_masked-flattened_line_20-processed-gene-0.84&CDS=1-1101
1268	OG0001268	YER110C	augustus_masked-flattened_line_269-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-flattened_line_269-processed-gene-0.3&CDS=1-3312
1269	OG0001269	YER113C	augustus_masked-flattened_line_4-processed-gene-2.252-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-2.252&CDS=1-1962
1270	OG0001270	YER116C	augustus_masked-flattened_line_202-processed-gene-0.44-mRNA-1_1&gene=augustus_masked-flattened_line_202-processed-gene-0.44&CDS=1-441
1271	OG0001271	YER118C	augustus_masked-flattened_line_2-processed-gene-1.35-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-1.35&CDS=1-894
1272	OG0001272	YER122C	augustus_masked-flattened_line_176-processed-gene-0.52-mRNA-1_1&gene=augustus_masked-flattened_line_176-processed-gene-0.52&CDS=1-1377
1273	OG0001273	YER125W	augustus_masked-flattened_line_108-processed-gene-0.48-mRNA-1_1&gene=augustus_masked-flattened_line_108-processed-gene-0.48&CDS=1-2325
1274	OG0001274	YER126C	augustus_masked-flattened_line_208-processed-gene-0.36-mRNA-1_1&gene=augustus_masked-flattened_line_208-processed-gene-0.36&CDS=1-783
1275	OG0001275	YER127W	augustus_masked-flattened_line_208-processed-gene-0.43-mRNA-1_1&gene=augustus_masked-flattened_line_208-processed-gene-0.43&CDS=1-1044
1276	OG0001276	YER128W	genemark-flattened_line_14-processed-gene-1.141-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-1.141&CDS=1-621
1277	OG0001277	YER134C	augustus_masked-flattened_line_42-processed-gene-0.97-mRNA-1_1&gene=augustus_masked-flattened_line_42-processed-gene-0.97&CDS=1-525
1278	OG0001278	YER136W	augustus_masked-flattened_line_18-processed-gene-1.170-mRNA-1_1&gene=augustus_masked-flattened_line_18-processed-gene-1.170&CDS=1-1338
1279	OG0001279	YER140W	augustus_masked-flattened_line_154-processed-gene-0.52-mRNA-1_1&gene=augustus_masked-flattened_line_154-processed-gene-0.52&CDS=1-2037
1280	OG0001280	YER141W	augustus_masked-flattened_line_154-processed-gene-0.69-mRNA-1_1&gene=augustus_masked-flattened_line_154-processed-gene-0.69&CDS=1-1239
1281	OG0001281	YER142C	augustus_masked-flattened_line_108-processed-gene-0.44-mRNA-1_1&gene=augustus_masked-flattened_line_108-processed-gene-0.44&CDS=1-1089
1282	OG0001282	YER143W	augustus_masked-flattened_line_18-processed-gene-1.198-mRNA-1_1&gene=augustus_masked-flattened_line_18-processed-gene-1.198&CDS=1-1140
1283	OG0001283	YER146W	snap_masked-flattened_line_18-processed-gene-1.53-mRNA-1_1&gene=snap_masked-flattened_line_18-processed-gene-1.53&CDS=1-294
1284	OG0001284	YER148W	augustus_masked-flattened_line_4-processed-gene-1.118-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-1.118&CDS=1-711
1285	OG0001285	YER151C	augustus_masked-flattened_line_16-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-0.4&CDS=1-2886
1286	OG0001286	YER152C	augustus_masked-flattened_line_16-processed-gene-0.19-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-0.19&CDS=1-1311
1287	OG0001287	YER154W	augustus_masked-flattened_line_482-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-flattened_line_482-processed-gene-0.0&CDS=1-741
1288	OG0001288	YER155C	snap_masked-flattened_line_214-processed-gene-0.7-mRNA-1_1&gene=snap_masked-flattened_line_214-processed-gene-0.7&CDS=1-5364
1289	OG0001289	YER156C	augustus_masked-flattened_line_234-processed-gene-0.27-mRNA-1_1&gene=augustus_masked-flattened_line_234-processed-gene-0.27&CDS=1-1008
1290	OG0001290	YER157W	augustus_masked-flattened_line_234-processed-gene-0.24-mRNA-1_1&gene=augustus_masked-flattened_line_234-processed-gene-0.24&CDS=1-2547
1291	OG0001291	YER159C	genemark-flattened_line_150-processed-gene-0.8-mRNA-1_1&gene=genemark-flattened_line_150-processed-gene-0.8&CDS=1-543
1292	OG0001292	YER161C	augustus_masked-flattened_line_2-processed-gene-2.107-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-2.107&CDS=1-1158
1293	OG0001293	YER162C	augustus_masked-flattened_line_130-processed-gene-0.24-mRNA-1_1&gene=augustus_masked-flattened_line_130-processed-gene-0.24&CDS=1-2796
1294	OG0001294	YER163C	augustus_masked-flattened_line_16-processed-gene-1.70-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-1.70&CDS=1-720
1295	OG0001295	YER164W	augustus_masked-flattened_line_56-processed-gene-0.32-mRNA-1_1&gene=augustus_masked-flattened_line_56-processed-gene-0.32&CDS=1-4248
1296	OG0001296	YER165W	augustus_masked-flattened_line_56-processed-gene-0.31-mRNA-1_1&gene=augustus_masked-flattened_line_56-processed-gene-0.31&CDS=1-1869
1297	OG0001297	YER168C	augustus_masked-flattened_line_68-processed-gene-0.126-mRNA-1_1&gene=augustus_masked-flattened_line_68-processed-gene-0.126&CDS=1-1641
1298	OG0001298	YER169W	augustus_masked-flattened_line_68-processed-gene-0.152-mRNA-1_1&gene=augustus_masked-flattened_line_68-processed-gene-0.152&CDS=1-2169
1299	OG0001299	YER171W	maker-flattened_line_4-snap-gene-1.46-mRNA-1_1&gene=maker-flattened_line_4-snap-gene-1.46&CDS=1-3156
1300	OG0001300	YER173W	augustus_masked-flattened_line_68-processed-gene-0.151-mRNA-1_1&gene=augustus_masked-flattened_line_68-processed-gene-0.151&CDS=1-1779
1301	OG0001301	YER178W	genemark-flattened_line_74-processed-gene-0.45-mRNA-1_1&gene=genemark-flattened_line_74-processed-gene-0.45&CDS=1-1197
1302	OG0001302	YER183C	augustus_masked-flattened_line_14-processed-gene-1.45-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-1.45&CDS=1-612
1303	OG0001303	YFL001W	augustus_masked-flattened_line_42-processed-gene-0.108-mRNA-1_1&gene=augustus_masked-flattened_line_42-processed-gene-0.108&CDS=1-1359
1304	OG0001304	YFL002C	augustus_masked-flattened_line_42-processed-gene-0.77-mRNA-1_1&gene=augustus_masked-flattened_line_42-processed-gene-0.77&CDS=1-1821
1305	OG0001305	YFL005W	augustus_masked-flattened_line_64-processed-gene-0.81-mRNA-1_1&gene=augustus_masked-flattened_line_64-processed-gene-0.81&CDS=1-609
1306	OG0001306	YFL007W	augustus_masked-flattened_line_138-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-flattened_line_138-processed-gene-0.8&CDS=1-6687
1307	OG0001307	YFL008W	maker-flattened_line_2-augustus-gene-3.196-mRNA-1_1&gene=maker-flattened_line_2-augustus-gene-3.196&CDS=1-5319
1308	OG0001308	YFL010C	augustus_masked-flattened_line_64-processed-gene-0.103-mRNA-1_1&gene=augustus_masked-flattened_line_64-processed-gene-0.103&CDS=1-672
1309	OG0001309	YFL013C	augustus_masked-flattened_line_122-processed-gene-0.68-mRNA-1_1&gene=augustus_masked-flattened_line_122-processed-gene-0.68&CDS=1-2442
1310	OG0001310	YFL014W	augustus_masked-flattened_line_2-processed-gene-1.29-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-1.29&CDS=1-357
1311	OG0001311	YFL017C	augustus_masked-flattened_line_122-processed-gene-0.52-mRNA-1_1&gene=augustus_masked-flattened_line_122-processed-gene-0.52&CDS=1-447
1312	OG0001312	YFL017W-A	augustus_masked-flattened_line_122-processed-gene-0.67-mRNA-1_1&gene=augustus_masked-flattened_line_122-processed-gene-0.67&CDS=1-222
1313	OG0001313	YFL018C	augustus_masked-flattened_line_296-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-flattened_line_296-processed-gene-0.9&CDS=1-1452
1314	OG0001314	YFL022C	augustus_masked-flattened_line_330-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-flattened_line_330-processed-gene-0.5&CDS=1-1488
1315	OG0001315	YFL024C	augustus_masked-flattened_line_58-processed-gene-0.113-mRNA-1_1&gene=augustus_masked-flattened_line_58-processed-gene-0.113&CDS=1-2871
1316	OG0001316	YFL025C	augustus_masked-flattened_line_6-processed-gene-2.104-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-2.104&CDS=1-3084
1317	OG0001317	YFL026W	augustus_masked-flattened_line_68-processed-gene-0.136-mRNA-1_1&gene=augustus_masked-flattened_line_68-processed-gene-0.136&CDS=1-1104
1318	OG0001318	YFL027C	augustus_masked-flattened_line_10-processed-gene-2.164-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-2.164&CDS=1-1911
1319	OG0001319	YFL028C	augustus_masked-flattened_line_10-processed-gene-2.134-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-2.134&CDS=1-963
1320	OG0001320	YFL030W	augustus_masked-flattened_line_22-processed-gene-1.185-mRNA-1_1&gene=augustus_masked-flattened_line_22-processed-gene-1.185&CDS=1-1143
1321	OG0001321	YFL031W	snap_masked-flattened_line_106-processed-gene-0.67-mRNA-1_1&gene=snap_masked-flattened_line_106-processed-gene-0.67&CDS=1-708
1322	OG0001322	YFL033C	augustus_masked-flattened_line_50-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-flattened_line_50-processed-gene-0.5&CDS=1-5226
1323	OG0001323	YFL034C-B	augustus_masked-flattened_line_0-processed-gene-1.20-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-1.20&CDS=1-855
1324	OG0001324	YFL034W	augustus_masked-flattened_line_64-processed-gene-0.79-mRNA-1_1&gene=augustus_masked-flattened_line_64-processed-gene-0.79&CDS=1-2817
1325	OG0001325	YFL036W	genemark-flattened_line_0-processed-gene-1.98-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-1.98&CDS=1-3921
1326	OG0001326	YFL037W	augustus_masked-flattened_line_32-processed-gene-1.13-mRNA-1_1&gene=augustus_masked-flattened_line_32-processed-gene-1.13&CDS=1-1350
1327	OG0001327	YFL038C	augustus_masked-flattened_line_102-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-flattened_line_102-processed-gene-0.4&CDS=1-618
1328	OG0001328	YFL039C	augustus_masked-flattened_line_22-processed-gene-1.173-mRNA-1_1&gene=augustus_masked-flattened_line_22-processed-gene-1.173&CDS=1-1128
1329	OG0001329	YFL045C	augustus_masked-flattened_line_182-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-flattened_line_182-processed-gene-0.14&CDS=1-753
1330	OG0001330	YFL046W	augustus_masked-flattened_line_182-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-flattened_line_182-processed-gene-0.13&CDS=1-576
1331	OG0001331	YFL047W	augustus_masked-flattened_line_12-processed-gene-2.16-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-2.16&CDS=1-2592
1332	OG0001332	YFL055W	augustus_masked-flattened_line_4-processed-gene-1.115-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-1.115&CDS=1-1545
1333	OG0001333	YFR001W	augustus_masked-flattened_line_26-processed-gene-1.89-mRNA-1_1&gene=augustus_masked-flattened_line_26-processed-gene-1.89&CDS=1-615
1334	OG0001334	YFR002W	augustus_masked-flattened_line_34-processed-gene-1.100-mRNA-1_1&gene=augustus_masked-flattened_line_34-processed-gene-1.100&CDS=1-2979
1335	OG0001335	YFR006W	augustus_masked-flattened_line_90-processed-gene-0.22-mRNA-1_1&gene=augustus_masked-flattened_line_90-processed-gene-0.22&CDS=1-1392
1336	OG0001336	YFR007W	augustus_masked-flattened_line_64-processed-gene-0.71-mRNA-1_1&gene=augustus_masked-flattened_line_64-processed-gene-0.71&CDS=1-648
1337	OG0001337	YFR009W	augustus_masked-flattened_line_36-processed-gene-0.235-mRNA-1_1&gene=augustus_masked-flattened_line_36-processed-gene-0.235&CDS=1-2253
1338	OG0001338	YFR010W	augustus_masked-flattened_line_36-processed-gene-0.203-mRNA-1_1&gene=augustus_masked-flattened_line_36-processed-gene-0.203&CDS=1-1425
1339	OG0001339	YFR011C	augustus_masked-flattened_line_36-processed-gene-0.233-mRNA-1_1&gene=augustus_masked-flattened_line_36-processed-gene-0.233&CDS=1-444
1340	OG0001340	YFR015C	augustus_masked-flattened_line_96-processed-gene-0.36-mRNA-1_1&gene=augustus_masked-flattened_line_96-processed-gene-0.36&CDS=1-2493
1341	OG0001341	YFR016C	augustus_masked-flattened_line_172-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-flattened_line_172-processed-gene-0.14&CDS=1-2835
1342	OG0001342	YFR019W	augustus_masked-flattened_line_44-processed-gene-0.149-mRNA-1_1&gene=augustus_masked-flattened_line_44-processed-gene-0.149&CDS=1-7062
1343	OG0001343	YFR021W	genemark-flattened_line_36-processed-gene-0.154-mRNA-1_1&gene=genemark-flattened_line_36-processed-gene-0.154&CDS=1-1761
1344	OG0001344	YFR025C	augustus_masked-flattened_line_136-processed-gene-0.21-mRNA-1_1&gene=augustus_masked-flattened_line_136-processed-gene-0.21&CDS=1-960
1345	OG0001345	YFR028C	augustus_masked-flattened_line_154-processed-gene-0.49-mRNA-1_1&gene=augustus_masked-flattened_line_154-processed-gene-0.49&CDS=1-1659
1346	OG0001346	YFR030W	augustus_masked-flattened_line_16-processed-gene-1.119-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-1.119&CDS=1-3312
1347	OG0001347	YFR031C	augustus_masked-flattened_line_24-processed-gene-0.77-mRNA-1_1&gene=augustus_masked-flattened_line_24-processed-gene-0.77&CDS=1-3510
1348	OG0001348	YFR032C-A	snap_masked-flattened_line_6-processed-gene-2.21-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-2.21&CDS=1-186
1349	OG0001349	YFR033C	augustus_masked-flattened_line_52-processed-gene-0.45-mRNA-1_1&gene=augustus_masked-flattened_line_52-processed-gene-0.45&CDS=1-444
1350	OG0001350	YFR034C	augustus_masked-flattened_line_2-processed-gene-3.185-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-3.185&CDS=1-1782
1351	OG0001351	YFR037C	augustus_masked-flattened_line_34-processed-gene-1.97-mRNA-1_1&gene=augustus_masked-flattened_line_34-processed-gene-1.97&CDS=1-1863
1352	OG0001352	YFR041C	augustus_masked-flattened_line_152-processed-gene-0.66-mRNA-1_1&gene=augustus_masked-flattened_line_152-processed-gene-0.66&CDS=1-954
1353	OG0001353	YFR042W	augustus_masked-flattened_line_152-processed-gene-0.54-mRNA-1_1&gene=augustus_masked-flattened_line_152-processed-gene-0.54&CDS=1-729
1354	OG0001354	YFR043C	augustus_masked-flattened_line_0-processed-gene-2.4-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-2.4&CDS=1-813
1355	OG0001355	YFR044C	augustus_masked-flattened_line_10-processed-gene-0.58-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-0.58&CDS=1-1443
1356	OG0001356	YFR047C	augustus_masked-flattened_line_78-processed-gene-0.158-mRNA-1_1&gene=augustus_masked-flattened_line_78-processed-gene-0.158&CDS=1-894
1357	OG0001357	YFR048W	maker-flattened_line_64-augustus-gene-0.62-mRNA-1_1&gene=maker-flattened_line_64-augustus-gene-0.62&CDS=1-3105
1358	OG0001358	YFR050C	augustus_masked-flattened_line_12-processed-gene-0.16-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-0.16&CDS=1-816
1359	OG0001359	YFR051C	augustus_masked-flattened_line_12-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-0.4&CDS=1-1677
1360	OG0001360	YFR052W	augustus_masked-flattened_line_243-processed-gene-0.26-mRNA-1_1&gene=augustus_masked-flattened_line_243-processed-gene-0.26&CDS=1-828
1361	OG0001361	YGL001C	augustus_masked-flattened_line_98-processed-gene-0.88-mRNA-1_1&gene=augustus_masked-flattened_line_98-processed-gene-0.88&CDS=1-1050
1362	OG0001362	YGL004C	augustus_masked-flattened_line_8-processed-gene-2.160-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-2.160&CDS=1-1242
1363	OG0001363	YGL005C	augustus_masked-flattened_line_8-processed-gene-2.194-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-2.194&CDS=1-741
1364	OG0001364	YGL006W	augustus_masked-flattened_line_8-processed-gene-2.159-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-2.159&CDS=1-3399
