	OrthologID	Metschnikowia_lockheadii	Saccharomyces_cerevisiae
1389	OG0001389	snap_masked-loc-_s244-processed-gene-0.78-mRNA-1_1&gene=snap_masked-loc-_s244-processed-gene-0.78&CDS=1-1107	YNR015W
1390	OG0001390	snap_masked-loc-_s244-processed-gene-0.103-mRNA-1_1&gene=snap_masked-loc-_s244-processed-gene-0.103&CDS=1-621	YNR017W
1391	OG0001391	snap_masked-loc-_s244-processed-gene-1.0-mRNA-1_1&gene=snap_masked-loc-_s244-processed-gene-1.0&CDS=1-6633	YNR016C
1392	OG0001392	snap_masked-loc-_s244-processed-gene-1.3-mRNA-1_1&gene=snap_masked-loc-_s244-processed-gene-1.3&CDS=1-843	YCR059C
1393	OG0001393	snap_masked-loc-_s244-processed-gene-1.4-mRNA-1_1&gene=snap_masked-loc-_s244-processed-gene-1.4&CDS=1-2808	YCR057C
1394	OG0001394	snap_masked-loc-_s244-processed-gene-1.35-mRNA-1_1&gene=snap_masked-loc-_s244-processed-gene-1.35&CDS=1-1161	YBL086C
1395	OG0001395	snap_masked-loc-_s244-processed-gene-1.36-mRNA-1_1&gene=snap_masked-loc-_s244-processed-gene-1.36&CDS=1-636	YHR122W
1396	OG0001396	genemark-loc-_s244-processed-gene-1.140-mRNA-1_1&gene=genemark-loc-_s244-processed-gene-1.140&CDS=1-336	YNL135C
1397	OG0001397	genemark-loc-_s244-processed-gene-1.117-mRNA-1_1&gene=genemark-loc-_s244-processed-gene-1.117&CDS=1-1740	YLR392C
1398	OG0001398	snap_masked-loc-_s244-processed-gene-1.13-mRNA-1_1&gene=snap_masked-loc-_s244-processed-gene-1.13&CDS=1-1080	YNL128W
1399	OG0001399	snap_masked-loc-_s244-processed-gene-1.37-mRNA-1_1&gene=snap_masked-loc-_s244-processed-gene-1.37&CDS=1-618	YHR121W
1400	OG0001400	snap_masked-loc-_s244-processed-gene-1.38-mRNA-1_1&gene=snap_masked-loc-_s244-processed-gene-1.38&CDS=1-435	YNL131W
1401	OG0001401	snap_masked-loc-_s244-processed-gene-1.39-mRNA-1_1&gene=snap_masked-loc-_s244-processed-gene-1.39&CDS=1-2550	YNL127W
1402	OG0001402	snap_masked-loc-_s244-processed-gene-1.18-mRNA-1_1&gene=snap_masked-loc-_s244-processed-gene-1.18&CDS=1-2247	YNL258C
1403	OG0001403	snap_masked-loc-_s244-processed-gene-1.40-mRNA-1_1&gene=snap_masked-loc-_s244-processed-gene-1.40&CDS=1-219	YNL259C
1404	OG0001404	snap_masked-loc-_s244-processed-gene-1.41-mRNA-1_1&gene=snap_masked-loc-_s244-processed-gene-1.41&CDS=1-858	YDR405W
1405	OG0001405	snap_masked-loc-_s244-processed-gene-1.20-mRNA-1_1&gene=snap_masked-loc-_s244-processed-gene-1.20&CDS=1-3705	YOR151C
1406	OG0001406	snap_masked-loc-_s244-processed-gene-1.42-mRNA-1_1&gene=snap_masked-loc-_s244-processed-gene-1.42&CDS=1-519	YOR150W
1407	OG0001407	snap_masked-loc-_s244-processed-gene-1.21-mRNA-1_1&gene=snap_masked-loc-_s244-processed-gene-1.21&CDS=1-519	YDR404C
1408	OG0001408	snap_masked-loc-_s244-processed-gene-1.44-mRNA-1_1&gene=snap_masked-loc-_s244-processed-gene-1.44&CDS=1-1812	YDR341C
1409	OG0001409	snap_masked-loc-_s244-processed-gene-1.24-mRNA-1_1&gene=snap_masked-loc-_s244-processed-gene-1.24&CDS=1-558	YDR339C
1410	OG0001410	genemark-loc-_s244-processed-gene-1.150-mRNA-1_1&gene=genemark-loc-_s244-processed-gene-1.150&CDS=1-597	YJR069C
1411	OG0001411	snap_masked-loc-_s244-processed-gene-1.48-mRNA-1_1&gene=snap_masked-loc-_s244-processed-gene-1.48&CDS=1-912	YOR143C
1412	OG0001412	snap_masked-loc-_s244-processed-gene-1.49-mRNA-1_1&gene=snap_masked-loc-_s244-processed-gene-1.49&CDS=1-486	YML030W
1413	OG0001413	snap_masked-loc-_s244-processed-gene-1.50-mRNA-1_1&gene=snap_masked-loc-_s244-processed-gene-1.50&CDS=1-2241	YDR006C
1414	OG0001414	snap_masked-loc-_s244-processed-gene-1.51-mRNA-1_1&gene=snap_masked-loc-_s244-processed-gene-1.51&CDS=1-1386	YDR375C
1415	OG0001415	augustus_masked-loc-_s244-processed-gene-1.84-mRNA-1_1&gene=augustus_masked-loc-_s244-processed-gene-1.84&CDS=1-6711	YCR011C
1416	OG0001416	snap_masked-loc-_s244-processed-gene-1.53-mRNA-1_1&gene=snap_masked-loc-_s244-processed-gene-1.53&CDS=1-1128	YDR346C
1417	OG0001417	snap_masked-loc-_s244-processed-gene-2.99-mRNA-1_1&gene=snap_masked-loc-_s244-processed-gene-2.99&CDS=1-2451	YOR141C
1418	OG0001418	maker-loc-_s244-augustus-gene-2.147-mRNA-1_1&gene=maker-loc-_s244-augustus-gene-2.147&CDS=1-1425	YOR142W
1419	OG0001419	snap_masked-loc-_s244-processed-gene-2.103-mRNA-1_1&gene=snap_masked-loc-_s244-processed-gene-2.103&CDS=1-801	YHR058C
1420	OG0001420	snap_masked-loc-_s244-processed-gene-2.104-mRNA-1_1&gene=snap_masked-loc-_s244-processed-gene-2.104&CDS=1-540	YDR305C
1421	OG0001421	snap_masked-loc-_s244-processed-gene-2.105-mRNA-1_1&gene=snap_masked-loc-_s244-processed-gene-2.105&CDS=1-2349	YBR080C
1422	OG0001422	snap_masked-loc-_s244-processed-gene-2.108-mRNA-1_1&gene=snap_masked-loc-_s244-processed-gene-2.108&CDS=1-918	YDR175C
1423	OG0001423	snap_masked-loc-_s244-processed-gene-2.109-mRNA-1_1&gene=snap_masked-loc-_s244-processed-gene-2.109&CDS=1-1875	YDR176W
1424	OG0001424	snap_masked-loc-_s244-processed-gene-2.130-mRNA-1_1&gene=snap_masked-loc-_s244-processed-gene-2.130&CDS=1-1413	YLR163C
1425	OG0001425	snap_masked-loc-_s244-processed-gene-2.113-mRNA-1_1&gene=snap_masked-loc-_s244-processed-gene-2.113&CDS=1-654	YDR183W
1426	OG0001426	maker-loc-_s244-snap-gene-2.2-mRNA-1_1&gene=maker-loc-_s244-snap-gene-2.2&CDS=1-2604	YLR166C
1427	OG0001427	augustus_masked-loc-_s244-processed-gene-2.83-mRNA-1_1&gene=augustus_masked-loc-_s244-processed-gene-2.83&CDS=1-4488	YDR180W
1428	OG0001428	snap_masked-loc-_s244-processed-gene-2.133-mRNA-1_1&gene=snap_masked-loc-_s244-processed-gene-2.133&CDS=1-1074	YLR246W
1429	OG0001429	snap_masked-loc-_s244-processed-gene-2.118-mRNA-1_1&gene=snap_masked-loc-_s244-processed-gene-2.118&CDS=1-897	YLR239C
1430	OG0001430	snap_masked-loc-_s244-processed-gene-2.136-mRNA-1_1&gene=snap_masked-loc-_s244-processed-gene-2.136&CDS=1-495	YDR201W
1431	OG0001431	genemark-loc-_s244-processed-gene-2.29-mRNA-1_1&gene=genemark-loc-_s244-processed-gene-2.29&CDS=1-3027	YDR204W
1432	OG0001432	snap_masked-loc-_s244-processed-gene-2.137-mRNA-1_1&gene=snap_masked-loc-_s244-processed-gene-2.137&CDS=1-324	YDR357C
1433	OG0001433	snap_masked-loc-_s244-processed-gene-2.138-mRNA-1_1&gene=snap_masked-loc-_s244-processed-gene-2.138&CDS=1-699	YDR262W
1434	OG0001434	snap_masked-loc-_s244-processed-gene-2.140-mRNA-1_1&gene=snap_masked-loc-_s244-processed-gene-2.140&CDS=1-6363	YDL171C
1435	OG0001435	snap_masked-loc-_s244-processed-gene-2.123-mRNA-1_1&gene=snap_masked-loc-_s244-processed-gene-2.123&CDS=1-1056	YCR035C
1436	OG0001436	augustus_masked-loc-_s244-processed-gene-2.77-mRNA-1_1&gene=augustus_masked-loc-_s244-processed-gene-2.77&CDS=1-8235	YCR032W
1437	OG0001437	snap_masked-loc-_s244-processed-gene-2.142-mRNA-1_1&gene=snap_masked-loc-_s244-processed-gene-2.142&CDS=1-396	YCR031C
1438	OG0001438	genemark-loc-_s244-processed-gene-2.34-mRNA-1_1&gene=genemark-loc-_s244-processed-gene-2.34&CDS=1-192	YJL189W
1439	OG0001439	maker-loc-_s244-augustus-gene-2.152-mRNA-1_1&gene=maker-loc-_s244-augustus-gene-2.152&CDS=1-528	YNL044W
1440	OG0001440	snap_masked-loc-_s244-processed-gene-2.144-mRNA-1_1&gene=snap_masked-loc-_s244-processed-gene-2.144&CDS=1-1857	YNL045W
1441	OG0001441	snap_masked-loc-_s244-processed-gene-2.128-mRNA-1_1&gene=snap_masked-loc-_s244-processed-gene-2.128&CDS=1-1638	YBR007C
1442	OG0001442	snap_masked-loc-_s244-processed-gene-3.79-mRNA-1_1&gene=snap_masked-loc-_s244-processed-gene-3.79&CDS=1-1560	YPR045C
1443	OG0001443	snap_masked-loc-_s244-processed-gene-3.81-mRNA-1_1&gene=snap_masked-loc-_s244-processed-gene-3.81&CDS=1-708	YJR099W
1444	OG0001444	snap_masked-loc-_s244-processed-gene-3.86-mRNA-1_1&gene=snap_masked-loc-_s244-processed-gene-3.86&CDS=1-1983	YDL167C
1445	OG0001445	snap_masked-loc-_s244-processed-gene-3.87-mRNA-1_1&gene=snap_masked-loc-_s244-processed-gene-3.87&CDS=1-714	YPR183W
1446	OG0001446	snap_masked-loc-_s244-processed-gene-3.88-mRNA-1_1&gene=snap_masked-loc-_s244-processed-gene-3.88&CDS=1-1752	YDR390C
1447	OG0001447	snap_masked-loc-_s244-processed-gene-3.89-mRNA-1_1&gene=snap_masked-loc-_s244-processed-gene-3.89&CDS=1-378	YOR122C
1448	OG0001448	snap_masked-loc-_s244-processed-gene-3.109-mRNA-1_1&gene=snap_masked-loc-_s244-processed-gene-3.109&CDS=1-2478	YDL126C
1449	OG0001449	maker-loc-_s244-augustus-gene-3.0-mRNA-1_1&gene=maker-loc-_s244-augustus-gene-3.0&CDS=1-1095	YDL125C
1450	OG0001450	snap_masked-loc-_s244-processed-gene-3.110-mRNA-1_1&gene=snap_masked-loc-_s244-processed-gene-3.110&CDS=1-1236	YDR363W
1451	OG0001451	snap_masked-loc-_s244-processed-gene-3.111-mRNA-1_1&gene=snap_masked-loc-_s244-processed-gene-3.111&CDS=1-1425	YHR111W
1452	OG0001452	snap_masked-loc-_s244-processed-gene-3.115-mRNA-1_1&gene=snap_masked-loc-_s244-processed-gene-3.115&CDS=1-954	YHR134W
1453	OG0001453	snap_masked-loc-_s244-processed-gene-3.116-mRNA-1_1&gene=snap_masked-loc-_s244-processed-gene-3.116&CDS=1-1560	YPL214C
1454	OG0001454	snap_masked-loc-_s244-processed-gene-3.117-mRNA-1_1&gene=snap_masked-loc-_s244-processed-gene-3.117&CDS=1-1485	YPL262W
1455	OG0001455	snap_masked-loc-_s244-processed-gene-3.100-mRNA-1_1&gene=snap_masked-loc-_s244-processed-gene-3.100&CDS=1-3108	YER162C
1456	OG0001456	genemark-loc-_s244-processed-gene-3.24-mRNA-1_1&gene=genemark-loc-_s244-processed-gene-3.24&CDS=1-762	YDR090C
1457	OG0001457	snap_masked-loc-_s244-processed-gene-3.105-mRNA-1_1&gene=snap_masked-loc-_s244-processed-gene-3.105&CDS=1-2244	YJR143C
1458	OG0001458	snap_masked-loc-_s244-processed-gene-3.106-mRNA-1_1&gene=snap_masked-loc-_s244-processed-gene-3.106&CDS=1-1176	YHR201C
1459	OG0001459	snap_masked-loc-_s244-processed-gene-4.3-mRNA-1_1&gene=snap_masked-loc-_s244-processed-gene-4.3&CDS=1-867	YMR048W
1460	OG0001460	snap_masked-loc-_s244-processed-gene-4.8-mRNA-1_1&gene=snap_masked-loc-_s244-processed-gene-4.8&CDS=1-783	YHR200W
1461	OG0001461	snap_masked-loc-_s244-processed-gene-4.9-mRNA-1_1&gene=snap_masked-loc-_s244-processed-gene-4.9&CDS=1-4254	YJR137C
1462	OG0001462	snap_masked-loc-_s244-processed-gene-4.10-mRNA-1_1&gene=snap_masked-loc-_s244-processed-gene-4.10&CDS=1-2529	YDR089W
1463	OG0001463	snap_masked-loc-_s244-processed-gene-4.35-mRNA-1_1&gene=snap_masked-loc-_s244-processed-gene-4.35&CDS=1-516	YJR025C
1464	OG0001464	snap_masked-loc-_s244-processed-gene-4.12-mRNA-1_1&gene=snap_masked-loc-_s244-processed-gene-4.12&CDS=1-873	YOR223W
1465	OG0001465	genemark-loc-_s244-processed-gene-4.132-mRNA-1_1&gene=genemark-loc-_s244-processed-gene-4.132&CDS=1-852	YPL134C
1466	OG0001466	snap_masked-loc-_s244-processed-gene-4.14-mRNA-1_1&gene=snap_masked-loc-_s244-processed-gene-4.14&CDS=1-2217	YOR206W
1467	OG0001467	genemark-loc-_s244-processed-gene-4.157-mRNA-1_1&gene=genemark-loc-_s244-processed-gene-4.157&CDS=1-3162	YPL133C
1468	OG0001468	snap_masked-loc-_s244-processed-gene-4.39-mRNA-1_1&gene=snap_masked-loc-_s244-processed-gene-4.39&CDS=1-3477	YOR207C
1469	OG0001469	snap_masked-loc-_s244-processed-gene-4.40-mRNA-1_1&gene=snap_masked-loc-_s244-processed-gene-4.40&CDS=1-1521	YPL122C
1470	OG0001470	snap_masked-loc-_s244-processed-gene-4.17-mRNA-1_1&gene=snap_masked-loc-_s244-processed-gene-4.17&CDS=1-1302	YHR169W
1471	OG0001471	maker-loc-_s244-snap-gene-4.119-mRNA-1_1&gene=maker-loc-_s244-snap-gene-4.119&CDS=1-1941	YGR246C
1472	OG0001472	snap_masked-loc-_s244-processed-gene-4.19-mRNA-1_1&gene=snap_masked-loc-_s244-processed-gene-4.19&CDS=1-2304	YGR245C
1473	OG0001473	snap_masked-loc-_s244-processed-gene-4.43-mRNA-1_1&gene=snap_masked-loc-_s244-processed-gene-4.43&CDS=1-909	YDR174W
1474	OG0001474	snap_masked-loc-_s244-processed-gene-4.20-mRNA-1_1&gene=snap_masked-loc-_s244-processed-gene-4.20&CDS=1-939	YOR221C
1475	OG0001475	snap_masked-loc-_s244-processed-gene-4.22-mRNA-1_1&gene=snap_masked-loc-_s244-processed-gene-4.22&CDS=1-546	YOR285W
1476	OG0001476	snap_masked-loc-_s244-processed-gene-4.44-mRNA-1_1&gene=snap_masked-loc-_s244-processed-gene-4.44&CDS=1-936	YOR287C
1477	OG0001477	snap_masked-loc-_s244-processed-gene-4.23-mRNA-1_1&gene=snap_masked-loc-_s244-processed-gene-4.23&CDS=1-1236	YGR244C
1478	OG0001478	snap_masked-loc-_s244-processed-gene-4.24-mRNA-1_1&gene=snap_masked-loc-_s244-processed-gene-4.24&CDS=1-756	YGR253C
1479	OG0001479	snap_masked-loc-_s244-processed-gene-4.46-mRNA-1_1&gene=snap_masked-loc-_s244-processed-gene-4.46&CDS=1-1893	YHR171W
1480	OG0001480	snap_masked-loc-_s244-processed-gene-4.47-mRNA-1_1&gene=snap_masked-loc-_s244-processed-gene-4.47&CDS=1-1521	YHR170W
1481	OG0001481	snap_masked-loc-_s244-processed-gene-4.25-mRNA-1_1&gene=snap_masked-loc-_s244-processed-gene-4.25&CDS=1-1476	YGR252W
1482	OG0001482	snap_masked-loc-_s244-processed-gene-4.28-mRNA-1_1&gene=snap_masked-loc-_s244-processed-gene-4.28&CDS=1-618	YJL030W
1483	OG0001483	snap_masked-loc-_s244-processed-gene-4.48-mRNA-1_1&gene=snap_masked-loc-_s244-processed-gene-4.48&CDS=1-1215	YJL006C
1484	OG0001484	snap_masked-loc-_s244-processed-gene-4.49-mRNA-1_1&gene=snap_masked-loc-_s244-processed-gene-4.49&CDS=1-846	YNL055C
1485	OG0001485	snap_masked-loc-_s244-processed-gene-4.50-mRNA-1_1&gene=snap_masked-loc-_s244-processed-gene-4.50&CDS=1-2430	YMR049C
1486	OG0001486	snap_masked-loc-_s244-processed-gene-4.51-mRNA-1_1&gene=snap_masked-loc-_s244-processed-gene-4.51&CDS=1-876	YPR139C
1487	OG0001487	augustus_masked-loc-_s244-processed-gene-4.113-mRNA-1_1&gene=augustus_masked-loc-_s244-processed-gene-4.113&CDS=1-3030	YFL025C
1488	OG0001488	snap_masked-loc-_s244-processed-gene-4.57-mRNA-1_1&gene=snap_masked-loc-_s244-processed-gene-4.57&CDS=1-180	YFR032C-A
1489	OG0001489	snap_masked-loc-_s250-processed-gene-0.7-mRNA-1_1&gene=snap_masked-loc-_s250-processed-gene-0.7&CDS=1-2955	YBR289W
1490	OG0001490	snap_masked-loc-_s250-processed-gene-0.11-mRNA-1_1&gene=snap_masked-loc-_s250-processed-gene-0.11&CDS=1-4353	YNL102W
1491	OG0001491	augustus_masked-loc-_s250-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-loc-_s250-processed-gene-0.17&CDS=1-2331	YJR040W
1492	OG0001492	augustus_masked-loc-_s254-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-loc-_s254-processed-gene-0.6&CDS=1-426	YNL328C
1493	OG0001493	snap_masked-loc-_s254-processed-gene-0.13-mRNA-1_1&gene=snap_masked-loc-_s254-processed-gene-0.13&CDS=1-1512	YAL038W
1494	OG0001494	snap_masked-loc-_s254-processed-gene-0.14-mRNA-1_1&gene=snap_masked-loc-_s254-processed-gene-0.14&CDS=1-960	YML110C
1495	OG0001495	augustus_masked-loc-_s254-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-loc-_s254-processed-gene-0.2&CDS=1-1077	YLR291C
1496	OG0001496	genemark-loc-_s254-processed-gene-0.39-mRNA-1_1&gene=genemark-loc-_s254-processed-gene-0.39&CDS=1-1098	YKL193C
1497	OG0001497	augustus_masked-loc-_s254-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-loc-_s254-processed-gene-0.10&CDS=1-342	YKL192C
1498	OG0001498	genemark-loc-_s254-processed-gene-0.41-mRNA-1_1&gene=genemark-loc-_s254-processed-gene-0.41&CDS=1-5637	YLR422W
1499	OG0001499	augustus_masked-loc-_s254-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-loc-_s254-processed-gene-0.5&CDS=1-2919	YLR129W
1500	OG0001500	snap_masked-loc-_s257-processed-gene-0.21-mRNA-1_1&gene=snap_masked-loc-_s257-processed-gene-0.21&CDS=1-375	YEL026W
1501	OG0001501	augustus_masked-loc-_s257-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-loc-_s257-processed-gene-0.0&CDS=1-480	YEL027W
1502	OG0001502	snap_masked-loc-_s257-processed-gene-0.22-mRNA-1_1&gene=snap_masked-loc-_s257-processed-gene-0.22&CDS=1-2232	YJR042W
1503	OG0001503	genemark-loc-_s257-processed-gene-0.34-mRNA-1_1&gene=genemark-loc-_s257-processed-gene-0.34&CDS=1-2607	YJR036C
1504	OG0001504	snap_masked-loc-_s257-processed-gene-0.20-mRNA-1_1&gene=snap_masked-loc-_s257-processed-gene-0.20&CDS=1-636	YEL024W
1505	OG0001505	genemark-loc-_s258-processed-gene-0.0-mRNA-1_1&gene=genemark-loc-_s258-processed-gene-0.0&CDS=1-1155	YLR151C
1506	OG0001506	snap_masked-loc-_s261-processed-gene-0.2-mRNA-1_1&gene=snap_masked-loc-_s261-processed-gene-0.2&CDS=1-774	YDL213C
1507	OG0001507	genemark-loc-_s268-processed-gene-0.3-mRNA-1_1&gene=genemark-loc-_s268-processed-gene-0.3&CDS=1-666	YMR197C
1508	OG0001508	snap_masked-loc-_s268-processed-gene-0.10-mRNA-1_1&gene=snap_masked-loc-_s268-processed-gene-0.10&CDS=1-3165	YMR196W
1509	OG0001509	genemark-loc-_s27-processed-gene-0.0-mRNA-1_1&gene=genemark-loc-_s27-processed-gene-0.0&CDS=1-2004	YOR322C
1510	OG0001510	snap_masked-loc-_s271-processed-gene-0.12-mRNA-1_1&gene=snap_masked-loc-_s271-processed-gene-0.12&CDS=1-2415	YER130C
1511	OG0001511	snap_masked-loc-_s271-processed-gene-0.21-mRNA-1_1&gene=snap_masked-loc-_s271-processed-gene-0.21&CDS=1-2607	YKR024C
1512	OG0001512	genemark-loc-_s271-processed-gene-0.9-mRNA-1_1&gene=genemark-loc-_s271-processed-gene-0.9&CDS=1-1062	YKR025W
1513	OG0001513	snap_masked-loc-_s274-processed-gene-0.0-mRNA-1_1&gene=snap_masked-loc-_s274-processed-gene-0.0&CDS=1-1356	YHR011W
1514	OG0001514	snap_masked-loc-_s274-processed-gene-0.13-mRNA-1_1&gene=snap_masked-loc-_s274-processed-gene-0.13&CDS=1-1524	YBR288C
1515	OG0001515	augustus_masked-loc-_s274-processed-gene-0.29-mRNA-1_1&gene=augustus_masked-loc-_s274-processed-gene-0.29&CDS=1-1248	YGR110W
1516	OG0001516	maker-loc-_s274-snap-gene-0.71-mRNA-1_1&gene=maker-loc-_s274-snap-gene-0.71&CDS=1-2751	YPR066W
1517	OG0001517	genemark-loc-_s274-processed-gene-0.62-mRNA-1_1&gene=genemark-loc-_s274-processed-gene-0.62&CDS=1-237	YOR159C
1518	OG0001518	snap_masked-loc-_s274-processed-gene-0.4-mRNA-1_1&gene=snap_masked-loc-_s274-processed-gene-0.4&CDS=1-9726	YDR457W
1519	OG0001519	genemark-loc-_s274-processed-gene-0.63-mRNA-1_1&gene=genemark-loc-_s274-processed-gene-0.63&CDS=1-720	YBR096W
1520	OG0001520	snap_masked-loc-_s274-processed-gene-0.8-mRNA-1_1&gene=snap_masked-loc-_s274-processed-gene-0.8&CDS=1-525	YLR370C
1521	OG0001521	snap_masked-loc-_s277-processed-gene-0.11-mRNA-1_1&gene=snap_masked-loc-_s277-processed-gene-0.11&CDS=1-3195	YBR276C
1522	OG0001522	snap_masked-loc-_s277-processed-gene-0.7-mRNA-1_1&gene=snap_masked-loc-_s277-processed-gene-0.7&CDS=1-2178	YAL043C
1523	OG0001523	snap_masked-loc-_s277-processed-gene-0.12-mRNA-1_1&gene=snap_masked-loc-_s277-processed-gene-0.12&CDS=1-258	YJL062W-A
1524	OG0001524	genemark-loc-_s28-processed-gene-0.4-mRNA-1_1&gene=genemark-loc-_s28-processed-gene-0.4&CDS=1-1389	YMR140W
1525	OG0001525	snap_masked-loc-_s28-processed-gene-0.34-mRNA-1_1&gene=snap_masked-loc-_s28-processed-gene-0.34&CDS=1-273	YDL157C
1526	OG0001526	snap_masked-loc-_s28-processed-gene-0.27-mRNA-1_1&gene=snap_masked-loc-_s28-processed-gene-0.27&CDS=1-1815	YFR051C
1527	OG0001527	genemark-loc-_s28-processed-gene-0.13-mRNA-1_1&gene=genemark-loc-_s28-processed-gene-0.13&CDS=1-1086	YGL248W
1528	OG0001528	snap_masked-loc-_s28-processed-gene-0.35-mRNA-1_1&gene=snap_masked-loc-_s28-processed-gene-0.35&CDS=1-831	YFR050C
1529	OG0001529	snap_masked-loc-_s281-processed-gene-0.2-mRNA-1_1&gene=snap_masked-loc-_s281-processed-gene-0.2&CDS=1-4296	YHR186C
1530	OG0001530	snap_masked-loc-_s281-processed-gene-0.3-mRNA-1_1&gene=snap_masked-loc-_s281-processed-gene-0.3&CDS=1-1320	YGR257C
1531	OG0001531	snap_masked-loc-_s281-processed-gene-0.16-mRNA-1_1&gene=snap_masked-loc-_s281-processed-gene-0.16&CDS=1-657	YGR235C
1532	OG0001532	snap_masked-loc-_s281-processed-gene-0.4-mRNA-1_1&gene=snap_masked-loc-_s281-processed-gene-0.4&CDS=1-2436	YKL155C
1533	OG0001533	snap_masked-loc-_s281-processed-gene-0.5-mRNA-1_1&gene=snap_masked-loc-_s281-processed-gene-0.5&CDS=1-1392	YDR306C
1534	OG0001534	snap_masked-loc-_s281-processed-gene-0.19-mRNA-1_1&gene=snap_masked-loc-_s281-processed-gene-0.19&CDS=1-480	YDR308C
1535	OG0001535	snap_masked-loc-_s281-processed-gene-0.7-mRNA-1_1&gene=snap_masked-loc-_s281-processed-gene-0.7&CDS=1-681	YDR313C
1536	OG0001536	snap_masked-loc-_s281-processed-gene-0.20-mRNA-1_1&gene=snap_masked-loc-_s281-processed-gene-0.20&CDS=1-1413	YHR065C
1537	OG0001537	augustus_masked-loc-_s282-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-loc-_s282-processed-gene-0.10&CDS=1-624	YJR102C
1538	OG0001538	snap_masked-loc-_s282-processed-gene-0.20-mRNA-1_1&gene=snap_masked-loc-_s282-processed-gene-0.20&CDS=1-1725	YBL039C
1539	OG0001539	snap_masked-loc-_s282-processed-gene-0.25-mRNA-1_1&gene=snap_masked-loc-_s282-processed-gene-0.25&CDS=1-927	YJR088C
1540	OG0001540	genemark-loc-_s282-processed-gene-0.5-mRNA-1_1&gene=genemark-loc-_s282-processed-gene-0.5&CDS=1-774	YJR101W
1541	OG0001541	snap_masked-loc-_s282-processed-gene-0.27-mRNA-1_1&gene=snap_masked-loc-_s282-processed-gene-0.27&CDS=1-1638	YPR040W
1542	OG0001542	genemark-loc-_s282-processed-gene-0.7-mRNA-1_1&gene=genemark-loc-_s282-processed-gene-0.7&CDS=1-3843	YPL110C
1543	OG0001543	snap_masked-loc-_s284-processed-gene-0.1-mRNA-1_1&gene=snap_masked-loc-_s284-processed-gene-0.1&CDS=1-1662	YOR119C
1544	OG0001544	snap_masked-loc-_s285-processed-gene-0.132-mRNA-1_1&gene=snap_masked-loc-_s285-processed-gene-0.132&CDS=1-408	YBL092W
1545	OG0001545	genemark-loc-_s285-processed-gene-0.36-mRNA-1_1&gene=genemark-loc-_s285-processed-gene-0.36&CDS=1-825	YML052W
1546	OG0001546	maker-loc-_s285-snap-gene-0.67-mRNA-1_1&gene=maker-loc-_s285-snap-gene-0.67&CDS=1-2493	YCR068W
1547	OG0001547	snap_masked-loc-_s285-processed-gene-0.134-mRNA-1_1&gene=snap_masked-loc-_s285-processed-gene-0.134&CDS=1-1383	YCR066W
1548	OG0001548	snap_masked-loc-_s285-processed-gene-0.135-mRNA-1_1&gene=snap_masked-loc-_s285-processed-gene-0.135&CDS=1-1470	YHL008C
1549	OG0001549	genemark-loc-_s285-processed-gene-0.14-mRNA-1_1&gene=genemark-loc-_s285-processed-gene-0.14&CDS=1-1848	YLR276C
1550	OG0001550	snap_masked-loc-_s285-processed-gene-0.160-mRNA-1_1&gene=snap_masked-loc-_s285-processed-gene-0.160&CDS=1-2361	YDR485C
1551	OG0001551	snap_masked-loc-_s285-processed-gene-0.138-mRNA-1_1&gene=snap_masked-loc-_s285-processed-gene-0.138&CDS=1-942	YOL096C
1552	OG0001552	snap_masked-loc-_s285-processed-gene-0.162-mRNA-1_1&gene=snap_masked-loc-_s285-processed-gene-0.162&CDS=1-1587	YNL138W
1553	OG0001553	snap_masked-loc-_s285-processed-gene-0.139-mRNA-1_1&gene=snap_masked-loc-_s285-processed-gene-0.139&CDS=1-2322	YNL059C
1554	OG0001554	snap_masked-loc-_s285-processed-gene-0.163-mRNA-1_1&gene=snap_masked-loc-_s285-processed-gene-0.163&CDS=1-1791	YNL061W
1555	OG0001555	snap_masked-loc-_s285-processed-gene-0.140-mRNA-1_1&gene=snap_masked-loc-_s285-processed-gene-0.140&CDS=1-1431	YNL062C
1556	OG0001556	augustus_masked-loc-_s285-processed-gene-0.108-mRNA-1_1&gene=augustus_masked-loc-_s285-processed-gene-0.108&CDS=1-2250	YNL137C
1557	OG0001557	snap_masked-loc-_s285-processed-gene-0.141-mRNA-1_1&gene=snap_masked-loc-_s285-processed-gene-0.141&CDS=1-801	YNL136W
1558	OG0001558	snap_masked-loc-_s285-processed-gene-0.167-mRNA-1_1&gene=snap_masked-loc-_s285-processed-gene-0.167&CDS=1-1650	YEL063C
1559	OG0001559	snap_masked-loc-_s285-processed-gene-0.142-mRNA-1_1&gene=snap_masked-loc-_s285-processed-gene-0.142&CDS=1-2118	YNL124W
1560	OG0001560	genemark-loc-_s285-processed-gene-0.48-mRNA-1_1&gene=genemark-loc-_s285-processed-gene-0.48&CDS=1-5817	YHR120W
