	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034636_Ogataea_nitratoaversa
1656	OG0001656	YGR202C	augustus_masked-flattened_line_34-processed-gene-1.153-mRNA-1_1&gene=augustus_masked-flattened_line_34-processed-gene-1.153&CDS=1-1512
1657	OG0001657	YGR203W	augustus_masked-flattened_line_34-processed-gene-1.154-mRNA-1_1&gene=augustus_masked-flattened_line_34-processed-gene-1.154&CDS=1-480
1658	OG0001658	YGR205W	augustus_masked-flattened_line_206-processed-gene-0.19-mRNA-1_1&gene=augustus_masked-flattened_line_206-processed-gene-0.19&CDS=1-876
1659	OG0001659	YGR207C	augustus_masked-flattened_line_206-processed-gene-0.18-mRNA-1_1&gene=augustus_masked-flattened_line_206-processed-gene-0.18&CDS=1-768
1660	OG0001660	YGR208W	augustus_masked-flattened_line_10-processed-gene-1.121-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-1.121&CDS=1-996
1661	OG0001661	YGR210C	augustus_masked-flattened_line_70-processed-gene-0.89-mRNA-1_1&gene=augustus_masked-flattened_line_70-processed-gene-0.89&CDS=1-1269
1662	OG0001662	YGR211W	augustus_masked-flattened_line_120-processed-gene-0.71-mRNA-1_1&gene=augustus_masked-flattened_line_120-processed-gene-0.71&CDS=1-1554
1663	OG0001663	YGR215W	augustus_masked-flattened_line_114-processed-gene-0.50-mRNA-1_1&gene=augustus_masked-flattened_line_114-processed-gene-0.50&CDS=1-354
1664	OG0001664	YGR216C	augustus_masked-flattened_line_114-processed-gene-0.66-mRNA-1_1&gene=augustus_masked-flattened_line_114-processed-gene-0.66&CDS=1-1842
1665	OG0001665	YGR217W	augustus_masked-flattened_line_120-processed-gene-0.82-mRNA-1_1&gene=augustus_masked-flattened_line_120-processed-gene-0.82&CDS=1-6933
1666	OG0001666	YGR218W	augustus_masked-flattened_line_84-processed-gene-0.101-mRNA-1_1&gene=augustus_masked-flattened_line_84-processed-gene-0.101&CDS=1-3225
1667	OG0001667	YGR220C	augustus_masked-flattened_line_20-processed-gene-1.25-mRNA-1_1&gene=augustus_masked-flattened_line_20-processed-gene-1.25&CDS=1-870
1668	OG0001668	YGR223C	augustus_masked-flattened_line_124-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-flattened_line_124-processed-gene-0.2&CDS=1-1185
1669	OG0001669	YGR225W	augustus_masked-flattened_line_114-processed-gene-0.51-mRNA-1_1&gene=augustus_masked-flattened_line_114-processed-gene-0.51&CDS=1-4215
1670	OG0001670	YGR227W	genemark-flattened_line_114-processed-gene-0.87-mRNA-1_1&gene=genemark-flattened_line_114-processed-gene-0.87&CDS=1-1413
1671	OG0001671	YGR229C	augustus_masked-flattened_line_36-processed-gene-0.63-mRNA-1_1&gene=augustus_masked-flattened_line_36-processed-gene-0.63&CDS=1-1329
1672	OG0001672	YGR231C	augustus_masked-flattened_line_120-processed-gene-0.81-mRNA-1_1&gene=augustus_masked-flattened_line_120-processed-gene-0.81&CDS=1-936
1673	OG0001673	YGR232W	augustus_masked-flattened_line_120-processed-gene-0.70-mRNA-1_1&gene=augustus_masked-flattened_line_120-processed-gene-0.70&CDS=1-783
1674	OG0001674	YGR233C	snap_masked-flattened_line_136-processed-gene-0.50-mRNA-1_1&gene=snap_masked-flattened_line_136-processed-gene-0.50&CDS=1-3759
1675	OG0001675	YGR235C	augustus_masked-flattened_line_12-processed-gene-2.29-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-2.29&CDS=1-765
1676	OG0001676	YGR244C	augustus_masked-flattened_line_32-processed-gene-1.1-mRNA-1_1&gene=augustus_masked-flattened_line_32-processed-gene-1.1&CDS=1-1242
1677	OG0001677	YGR245C	augustus_masked-flattened_line_2-processed-gene-3.88-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-3.88&CDS=1-2277
1678	OG0001678	YGR246C	augustus_masked-flattened_line_104-processed-gene-0.109-mRNA-1_1&gene=augustus_masked-flattened_line_104-processed-gene-0.109&CDS=1-1644
1679	OG0001679	YGR252W	augustus_masked-flattened_line_164-processed-gene-0.24-mRNA-1_1&gene=augustus_masked-flattened_line_164-processed-gene-0.24&CDS=1-1476
1680	OG0001680	YGR253C	augustus_masked-flattened_line_164-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-flattened_line_164-processed-gene-0.17&CDS=1-768
1681	OG0001681	YGR255C	augustus_masked-flattened_line_0-processed-gene-4.97-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-4.97&CDS=1-1386
1682	OG0001682	YGR257C	genemark-flattened_line_12-processed-gene-2.108-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-2.108&CDS=1-1296
1683	OG0001683	YGR258C	augustus_masked-flattened_line_34-processed-gene-1.184-mRNA-1_1&gene=augustus_masked-flattened_line_34-processed-gene-1.184&CDS=1-3330
1684	OG0001684	YGR260W	augustus_masked-flattened_line_42-processed-gene-0.31-mRNA-1_1&gene=augustus_masked-flattened_line_42-processed-gene-0.31&CDS=1-1515
1685	OG0001685	YGR261C	augustus_masked-flattened_line_34-processed-gene-1.183-mRNA-1_1&gene=augustus_masked-flattened_line_34-processed-gene-1.183&CDS=1-2691
1686	OG0001686	YGR264C	augustus_masked-flattened_line_2-processed-gene-2.61-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-2.61&CDS=1-2274
1687	OG0001687	YGR266W	augustus_masked-flattened_line_104-processed-gene-0.88-mRNA-1_1&gene=augustus_masked-flattened_line_104-processed-gene-0.88&CDS=1-2082
1688	OG0001688	YGR267C	augustus_masked-flattened_line_130-processed-gene-0.75-mRNA-1_1&gene=augustus_masked-flattened_line_130-processed-gene-0.75&CDS=1-1047
1689	OG0001689	YGR268C	augustus_masked-flattened_line_104-processed-gene-0.91-mRNA-1_1&gene=augustus_masked-flattened_line_104-processed-gene-0.91&CDS=1-747
1690	OG0001690	YGR270W	augustus_masked-flattened_line_54-processed-gene-0.152-mRNA-1_1&gene=augustus_masked-flattened_line_54-processed-gene-0.152&CDS=1-3738
1691	OG0001691	YGR271C-A	augustus_masked-flattened_line_58-processed-gene-0.26-mRNA-1_1&gene=augustus_masked-flattened_line_58-processed-gene-0.26&CDS=1-747
1692	OG0001692	YGR271W	snap_masked-flattened_line_32-processed-gene-0.93-mRNA-1_1&gene=snap_masked-flattened_line_32-processed-gene-0.93&CDS=1-5943
1693	OG0001693	YGR274C	maker-flattened_line_34-snap-gene-0.124-mRNA-1_1&gene=maker-flattened_line_34-snap-gene-0.124&CDS=1-3963
1694	OG0001694	YGR276C	augustus_masked-flattened_line_6-processed-gene-1.61-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-1.61&CDS=1-1938
1695	OG0001695	YGR277C	augustus_masked-flattened_line_26-processed-gene-0.48-mRNA-1_1&gene=augustus_masked-flattened_line_26-processed-gene-0.48&CDS=1-906
1696	OG0001696	YGR278W	snap_masked-flattened_line_26-processed-gene-0.100-mRNA-1_1&gene=snap_masked-flattened_line_26-processed-gene-0.100&CDS=1-2454
1697	OG0001697	YGR279C	augustus_masked-flattened_line_96-processed-gene-0.86-mRNA-1_1&gene=augustus_masked-flattened_line_96-processed-gene-0.86&CDS=1-1116
1698	OG0001698	YGR280C	augustus_masked-flattened_line_142-processed-gene-0.30-mRNA-1_1&gene=augustus_masked-flattened_line_142-processed-gene-0.30&CDS=1-885
1699	OG0001699	YGR282C	augustus_masked-flattened_line_2-processed-gene-2.54-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-2.54&CDS=1-927
1700	OG0001700	YGR284C	augustus_masked-flattened_line_2-processed-gene-2.70-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-2.70&CDS=1-1005
1701	OG0001701	YGR285C	augustus_masked-flattened_line_30-processed-gene-0.70-mRNA-1_1&gene=augustus_masked-flattened_line_30-processed-gene-0.70&CDS=1-1281
1702	OG0001702	YGR286C	snap_masked-flattened_line_22-processed-gene-1.180-mRNA-1_1&gene=snap_masked-flattened_line_22-processed-gene-1.180&CDS=1-1320
1703	OG0001703	YHL002W	augustus_masked-flattened_line_12-processed-gene-1.53-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-1.53&CDS=1-1317
1704	OG0001704	YHL004W	augustus_masked-flattened_line_12-processed-gene-1.75-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-1.75&CDS=1-1296
1705	OG0001705	YHL007C	augustus_masked-flattened_line_128-processed-gene-0.36-mRNA-1_1&gene=augustus_masked-flattened_line_128-processed-gene-0.36&CDS=1-3870
1706	OG0001706	YHL008C	augustus_masked-flattened_line_26-processed-gene-0.61-mRNA-1_1&gene=augustus_masked-flattened_line_26-processed-gene-0.61&CDS=1-1983
1707	OG0001707	YHL009C	augustus_masked-flattened_line_20-processed-gene-1.61-mRNA-1_1&gene=augustus_masked-flattened_line_20-processed-gene-1.61&CDS=1-1242
1708	OG0001708	YHL010C	augustus_masked-flattened_line_0-processed-gene-1.13-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-1.13&CDS=1-3396
1709	OG0001709	YHL013C	augustus_masked-flattened_line_0-processed-gene-5.114-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-5.114&CDS=1-984
1710	OG0001710	YHL015W	augustus_masked-flattened_line_14-processed-gene-0.53-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-0.53&CDS=1-342
1711	OG0001711	YHL018W	augustus_masked-flattened_line_100-processed-gene-0.80-mRNA-1_1&gene=augustus_masked-flattened_line_100-processed-gene-0.80&CDS=1-393
1712	OG0001712	YHL020C	augustus_masked-flattened_line_154-processed-gene-0.20-mRNA-1_1&gene=augustus_masked-flattened_line_154-processed-gene-0.20&CDS=1-2232
1713	OG0001713	YHL023C	augustus_masked-flattened_line_58-processed-gene-0.28-mRNA-1_1&gene=augustus_masked-flattened_line_58-processed-gene-0.28&CDS=1-2703
1714	OG0001714	YHL024W	augustus_masked-flattened_line_132-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-flattened_line_132-processed-gene-0.17&CDS=1-2100
1715	OG0001715	YHL027W	augustus_masked-flattened_line_20-processed-gene-1.48-mRNA-1_1&gene=augustus_masked-flattened_line_20-processed-gene-1.48&CDS=1-2091
1716	OG0001716	YHL028W	augustus_masked-flattened_line_20-processed-gene-1.49-mRNA-1_1&gene=augustus_masked-flattened_line_20-processed-gene-1.49&CDS=1-1488
1717	OG0001717	YHL029C	maker-flattened_line_106-snap-gene-0.0-mRNA-1_1&gene=maker-flattened_line_106-snap-gene-0.0&CDS=1-2007
1718	OG0001718	YHL030W	augustus_masked-flattened_line_244-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-flattened_line_244-processed-gene-0.2&CDS=1-5565
1719	OG0001719	YHL031C	augustus_masked-flattened_line_4-processed-gene-2.2-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-2.2&CDS=1-684
1720	OG0001720	YHL032C	augustus_masked-flattened_line_8-processed-gene-0.97-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-0.97&CDS=1-1917
1721	OG0001721	YHR001W-A	augustus_masked-flattened_line_68-processed-gene-0.18-mRNA-1_1&gene=augustus_masked-flattened_line_68-processed-gene-0.18&CDS=1-234
1722	OG0001722	YHR002W	augustus_masked-flattened_line_196-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-flattened_line_196-processed-gene-0.11&CDS=1-1350
1723	OG0001723	YHR004C	augustus_masked-flattened_line_0-processed-gene-0.70-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-0.70&CDS=1-1707
1724	OG0001724	YHR005C	genemark-flattened_line_4-processed-gene-3.139-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-3.139&CDS=1-1383
1725	OG0001725	YHR005C-A	augustus_masked-flattened_line_16-processed-gene-1.99-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-1.99&CDS=1-279
1726	OG0001726	YHR007C	augustus_masked-flattened_line_38-processed-gene-1.11-mRNA-1_1&gene=augustus_masked-flattened_line_38-processed-gene-1.11&CDS=1-1554
1727	OG0001727	YHR008C	augustus_masked-flattened_line_8-processed-gene-2.134-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-2.134&CDS=1-678
1728	OG0001728	YHR009C	augustus_masked-flattened_line_64-processed-gene-0.99-mRNA-1_1&gene=augustus_masked-flattened_line_64-processed-gene-0.99&CDS=1-1776
1729	OG0001729	YHR011W	augustus_masked-flattened_line_30-processed-gene-0.47-mRNA-1_1&gene=augustus_masked-flattened_line_30-processed-gene-0.47&CDS=1-1461
1730	OG0001730	YHR012W	augustus_masked-flattened_line_72-processed-gene-0.101-mRNA-1_1&gene=augustus_masked-flattened_line_72-processed-gene-0.101&CDS=1-996
1731	OG0001731	YHR013C	genemark-flattened_line_72-processed-gene-0.14-mRNA-1_1&gene=genemark-flattened_line_72-processed-gene-0.14&CDS=1-651
1732	OG0001732	YHR018C	augustus_masked-flattened_line_8-processed-gene-2.137-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-2.137&CDS=1-1395
1733	OG0001733	YHR019C	augustus_masked-flattened_line_2-processed-gene-4.64-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-4.64&CDS=1-1662
1734	OG0001734	YHR020W	maker-flattened_line_2-augustus-gene-4.1-mRNA-1_1&gene=maker-flattened_line_2-augustus-gene-4.1&CDS=1-3627
1735	OG0001735	YHR024C	augustus_masked-flattened_line_0-processed-gene-2.62-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-2.62&CDS=1-1506
1736	OG0001736	YHR025W	augustus_masked-flattened_line_46-processed-gene-0.157-mRNA-1_1&gene=augustus_masked-flattened_line_46-processed-gene-0.157&CDS=1-1077
1737	OG0001737	YHR026W	augustus_masked-flattened_line_46-processed-gene-0.123-mRNA-1_1&gene=augustus_masked-flattened_line_46-processed-gene-0.123&CDS=1-582
1738	OG0001738	YHR027C	augustus_masked-flattened_line_46-processed-gene-0.122-mRNA-1_1&gene=augustus_masked-flattened_line_46-processed-gene-0.122&CDS=1-2805
1739	OG0001739	YHR029C	genemark-flattened_line_76-processed-gene-0.65-mRNA-1_1&gene=genemark-flattened_line_76-processed-gene-0.65&CDS=1-951
1740	OG0001740	YHR030C	augustus_masked-flattened_line_46-processed-gene-0.156-mRNA-1_1&gene=augustus_masked-flattened_line_46-processed-gene-0.156&CDS=1-1527
1741	OG0001741	YHR034C	augustus_masked-flattened_line_82-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-flattened_line_82-processed-gene-0.17&CDS=1-1233
1742	OG0001742	YHR036W	augustus_masked-flattened_line_154-processed-gene-0.23-mRNA-1_1&gene=augustus_masked-flattened_line_154-processed-gene-0.23&CDS=1-1335
1743	OG0001743	YHR037W	augustus_masked-flattened_line_148-processed-gene-0.15-mRNA-1_1&gene=augustus_masked-flattened_line_148-processed-gene-0.15&CDS=1-1812
1744	OG0001744	YHR038W	snap_masked-flattened_line_16-processed-gene-1.200-mRNA-1_1&gene=snap_masked-flattened_line_16-processed-gene-1.200&CDS=1-675
1745	OG0001745	YHR039C	augustus_masked-flattened_line_120-processed-gene-0.65-mRNA-1_1&gene=augustus_masked-flattened_line_120-processed-gene-0.65&CDS=1-1926
1746	OG0001746	YHR040W	augustus_masked-flattened_line_154-processed-gene-0.22-mRNA-1_1&gene=augustus_masked-flattened_line_154-processed-gene-0.22&CDS=1-1503
1747	OG0001747	YHR041C	augustus_masked-flattened_line_108-processed-gene-0.62-mRNA-1_1&gene=augustus_masked-flattened_line_108-processed-gene-0.62&CDS=1-909
1748	OG0001748	YHR042W	augustus_masked-flattened_line_32-processed-gene-1.45-mRNA-1_1&gene=augustus_masked-flattened_line_32-processed-gene-1.45&CDS=1-2064
1749	OG0001749	YHR045W	augustus_masked-flattened_line_10-processed-gene-0.41-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-0.41&CDS=1-1527
1750	OG0001750	YHR048W	augustus_masked-flattened_line_232-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-flattened_line_232-processed-gene-0.9&CDS=1-1785
1751	OG0001751	YHR051W	maker-flattened_line_56-augustus-gene-0.0-mRNA-1_1&gene=maker-flattened_line_56-augustus-gene-0.0&CDS=1-441
1752	OG0001752	YHR052W	genemark-flattened_line_70-processed-gene-0.24-mRNA-1_1&gene=genemark-flattened_line_70-processed-gene-0.24&CDS=1-1251
1753	OG0001753	YHR058C	maker-flattened_line_14-snap-gene-1.104-mRNA-1_1&gene=maker-flattened_line_14-snap-gene-1.104&CDS=1-1164
1754	OG0001754	YHR059W	augustus_masked-flattened_line_14-processed-gene-1.170-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-1.170&CDS=1-549
1755	OG0001755	YHR062C	augustus_masked-flattened_line_10-processed-gene-2.23-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-2.23&CDS=1-900
1756	OG0001756	YHR063C	augustus_masked-flattened_line_92-processed-gene-0.94-mRNA-1_1&gene=augustus_masked-flattened_line_92-processed-gene-0.94&CDS=1-1077
1757	OG0001757	YHR064C	augustus_masked-flattened_line_148-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-flattened_line_148-processed-gene-0.5&CDS=1-1608
1758	OG0001758	YHR065C	maker-flattened_line_16-snap-gene-0.64-mRNA-1_1&gene=maker-flattened_line_16-snap-gene-0.64&CDS=1-3228
1759	OG0001759	YHR067W	augustus_masked-flattened_line_46-processed-gene-0.99-mRNA-1_1&gene=augustus_masked-flattened_line_46-processed-gene-0.99&CDS=1-1050
1760	OG0001760	YHR068W	augustus_masked-flattened_line_82-processed-gene-0.35-mRNA-1_1&gene=augustus_masked-flattened_line_82-processed-gene-0.35&CDS=1-1116
1761	OG0001761	YHR069C	augustus_masked-flattened_line_148-processed-gene-0.12-mRNA-1_1&gene=augustus_masked-flattened_line_148-processed-gene-0.12&CDS=1-1089
1762	OG0001762	YHR070W	augustus_masked-flattened_line_180-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-flattened_line_180-processed-gene-0.8&CDS=1-1485
1763	OG0001763	YHR071W	genemark-flattened_line_10-processed-gene-0.72-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-0.72&CDS=1-954
1764	OG0001764	YHR072W	augustus_masked-flattened_line_14-processed-gene-0.56-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-0.56&CDS=1-2178
1765	OG0001765	YHR073W	maker-flattened_line_20-snap-gene-0.72-mRNA-1_1&gene=maker-flattened_line_20-snap-gene-0.72&CDS=1-3222
1766	OG0001766	YHR074W	augustus_masked-flattened_line_6-processed-gene-2.72-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-2.72&CDS=1-2130
1767	OG0001767	YHR075C	augustus_masked-flattened_line_6-processed-gene-2.33-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-2.33&CDS=1-1365
1768	OG0001768	YHR076W	augustus_masked-flattened_line_50-processed-gene-0.106-mRNA-1_1&gene=augustus_masked-flattened_line_50-processed-gene-0.106&CDS=1-1251
1769	OG0001769	YHR077C	augustus_masked-flattened_line_50-processed-gene-0.107-mRNA-1_1&gene=augustus_masked-flattened_line_50-processed-gene-0.107&CDS=1-3213
1770	OG0001770	YHR078W	augustus_masked-flattened_line_48-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-flattened_line_48-processed-gene-0.11&CDS=1-1764
1771	OG0001771	YHR079C	augustus_masked-flattened_line_0-processed-gene-2.51-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-2.51&CDS=1-3897
1772	OG0001772	YHR079C-A	genemark-flattened_line_2-processed-gene-2.86-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-2.86&CDS=1-423
1773	OG0001773	YHR081W	augustus_masked-flattened_line_32-processed-gene-1.47-mRNA-1_1&gene=augustus_masked-flattened_line_32-processed-gene-1.47&CDS=1-696
1774	OG0001774	YHR084W	augustus_masked-flattened_line_10-processed-gene-1.107-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-1.107&CDS=1-2205
1775	OG0001775	YHR085W	augustus_masked-flattened_line_154-processed-gene-0.31-mRNA-1_1&gene=augustus_masked-flattened_line_154-processed-gene-0.31&CDS=1-1212
1776	OG0001776	YHR087W	augustus_masked-flattened_line_120-processed-gene-0.76-mRNA-1_1&gene=augustus_masked-flattened_line_120-processed-gene-0.76&CDS=1-342
1777	OG0001777	YHR088W	augustus_masked-flattened_line_32-processed-gene-1.44-mRNA-1_1&gene=augustus_masked-flattened_line_32-processed-gene-1.44&CDS=1-888
1778	OG0001778	YHR089C	augustus_masked-flattened_line_16-processed-gene-1.109-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-1.109&CDS=1-651
1779	OG0001779	YHR098C	augustus_masked-flattened_line_50-processed-gene-0.84-mRNA-1_1&gene=augustus_masked-flattened_line_50-processed-gene-0.84&CDS=1-2847
1780	OG0001780	YHR099W	maker-flattened_line_2-augustus-gene-1.3-mRNA-1_1&gene=maker-flattened_line_2-augustus-gene-1.3&CDS=1-12552
1781	OG0001781	YHR100C	augustus_masked-flattened_line_2-processed-gene-1.48-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-1.48&CDS=1-609
1782	OG0001782	YHR102W	maker-flattened_line_84-snap-gene-0.135-mRNA-1_1&gene=maker-flattened_line_84-snap-gene-0.135&CDS=1-3324
1783	OG0001783	YHR104W	augustus_masked-flattened_line_60-processed-gene-0.122-mRNA-1_1&gene=augustus_masked-flattened_line_60-processed-gene-0.122&CDS=1-957
1784	OG0001784	YHR109W	augustus_masked-flattened_line_94-processed-gene-0.55-mRNA-1_1&gene=augustus_masked-flattened_line_94-processed-gene-0.55&CDS=1-1683
1785	OG0001785	YHR110W	augustus_masked-flattened_line_8-processed-gene-1.15-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-1.15&CDS=1-642
1786	OG0001786	YHR111W	augustus_masked-flattened_line_8-processed-gene-1.16-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-1.16&CDS=1-1386
1787	OG0001787	YHR112C	augustus_masked-flattened_line_8-processed-gene-1.36-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-1.36&CDS=1-1137
1788	OG0001788	YHR113W	maker-flattened_line_44-snap-gene-0.92-mRNA-1_1&gene=maker-flattened_line_44-snap-gene-0.92&CDS=1-5886
1789	OG0001789	YHR114W	augustus_masked-flattened_line_50-processed-gene-0.137-mRNA-1_1&gene=augustus_masked-flattened_line_50-processed-gene-0.137&CDS=1-1857
1790	OG0001790	YHR116W	augustus_masked-flattened_line_58-processed-gene-0.15-mRNA-1_1&gene=augustus_masked-flattened_line_58-processed-gene-0.15&CDS=1-426
1791	OG0001791	YHR118C	augustus_masked-flattened_line_144-processed-gene-0.38-mRNA-1_1&gene=augustus_masked-flattened_line_144-processed-gene-0.38&CDS=1-1221
1792	OG0001792	YHR119W	augustus_masked-flattened_line_144-processed-gene-0.36-mRNA-1_1&gene=augustus_masked-flattened_line_144-processed-gene-0.36&CDS=1-3408
1793	OG0001793	YHR120W	augustus_masked-flattened_line_144-processed-gene-0.34-mRNA-1_1&gene=augustus_masked-flattened_line_144-processed-gene-0.34&CDS=1-2940
1794	OG0001794	YHR121W	augustus_masked-flattened_line_82-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-flattened_line_82-processed-gene-0.3&CDS=1-681
1795	OG0001795	YHR122W	augustus_masked-flattened_line_82-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-flattened_line_82-processed-gene-0.1&CDS=1-717
1796	OG0001796	YHR132C	augustus_masked-flattened_line_78-processed-gene-0.71-mRNA-1_1&gene=augustus_masked-flattened_line_78-processed-gene-0.71&CDS=1-1554
1797	OG0001797	YHR134W	augustus_masked-flattened_line_6-processed-gene-0.50-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-0.50&CDS=1-1086
1798	OG0001798	YHR135C	augustus_masked-flattened_line_16-processed-gene-1.80-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-1.80&CDS=1-1827
1799	OG0001799	YHR137W	augustus_masked-flattened_line_18-processed-gene-1.110-mRNA-1_1&gene=augustus_masked-flattened_line_18-processed-gene-1.110&CDS=1-1479
1800	OG0001800	YHR140W	genemark-flattened_line_78-processed-gene-0.130-mRNA-1_1&gene=genemark-flattened_line_78-processed-gene-0.130&CDS=1-339
1801	OG0001801	YHR143W-A	augustus_masked-flattened_line_42-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-flattened_line_42-processed-gene-0.10&CDS=1-216
1802	OG0001802	YHR144C	augustus_masked-flattened_line_176-processed-gene-0.30-mRNA-1_1&gene=augustus_masked-flattened_line_176-processed-gene-0.30&CDS=1-972
1803	OG0001803	YHR147C	augustus_masked-flattened_line_20-processed-gene-1.63-mRNA-1_1&gene=augustus_masked-flattened_line_20-processed-gene-1.63&CDS=1-672
1804	OG0001804	YHR148W	augustus_masked-flattened_line_20-processed-gene-1.27-mRNA-1_1&gene=augustus_masked-flattened_line_20-processed-gene-1.27&CDS=1-549
1805	OG0001805	YHR151C	augustus_masked-flattened_line_114-processed-gene-0.68-mRNA-1_1&gene=augustus_masked-flattened_line_114-processed-gene-0.68&CDS=1-1620
1806	OG0001806	YHR154W	augustus_masked-flattened_line_28-processed-gene-1.67-mRNA-1_1&gene=augustus_masked-flattened_line_28-processed-gene-1.67&CDS=1-2547
1807	OG0001807	YHR164C	augustus_masked-flattened_line_18-processed-gene-1.97-mRNA-1_1&gene=augustus_masked-flattened_line_18-processed-gene-1.97&CDS=1-4860
1808	OG0001808	YHR165C	maker-flattened_line_0-snap-gene-3.2-mRNA-1_1&gene=maker-flattened_line_0-snap-gene-3.2&CDS=1-9111
1809	OG0001809	YHR169W	augustus_masked-flattened_line_2-processed-gene-3.91-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-3.91&CDS=1-1341
1810	OG0001810	YHR170W	augustus_masked-flattened_line_2-processed-gene-3.109-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-3.109&CDS=1-1539
1811	OG0001811	YHR171W	maker-flattened_line_2-augustus-gene-3.46-mRNA-1_1&gene=maker-flattened_line_2-augustus-gene-3.46&CDS=1-1917
1812	OG0001812	YHR172W	augustus_masked-flattened_line_2-processed-gene-3.90-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-3.90&CDS=1-2361
1813	OG0001813	YHR175W	augustus_masked-flattened_line_26-processed-gene-0.57-mRNA-1_1&gene=augustus_masked-flattened_line_26-processed-gene-0.57&CDS=1-462
1814	OG0001814	YHR178W	augustus_masked-flattened_line_10-processed-gene-2.46-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-2.46&CDS=1-2706
1815	OG0001815	YHR181W	augustus_masked-flattened_line_8-processed-gene-2.133-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-2.133&CDS=1-690
1816	OG0001816	YHR183W	augustus_masked-flattened_line_42-processed-gene-0.70-mRNA-1_1&gene=augustus_masked-flattened_line_42-processed-gene-0.70&CDS=1-1473
1817	OG0001817	YHR186C	augustus_masked-flattened_line_12-processed-gene-2.53-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-2.53&CDS=1-4272
1818	OG0001818	YHR187W	augustus_masked-flattened_line_34-processed-gene-1.156-mRNA-1_1&gene=augustus_masked-flattened_line_34-processed-gene-1.156&CDS=1-897
1819	OG0001819	YHR188C	augustus_masked-flattened_line_56-processed-gene-0.136-mRNA-1_1&gene=augustus_masked-flattened_line_56-processed-gene-0.136&CDS=1-1851
