	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034932_Kuraishia_ogatae
1196	OG0001196	YDR372C	genemark-NODE_11_length_434127_cov_13.0365_ID_21-processed-gene-1.30-mRNA-1_1&gene=genemark-NODE_11_length_434127_cov_13.0365_ID_21-processed-gene-1.30&CDS=1-1023
1197	OG0001197	YDR373W	augustus_masked-NODE_1_length_1514969_cov_12.2952_ID_1-processed-gene-8.73-mRNA-1_1&gene=augustus_masked-NODE_1_length_1514969_cov_12.2952_ID_1-processed-gene-8.73&CDS=1-570
1198	OG0001198	YDR375C	genemark-NODE_11_length_434127_cov_13.0365_ID_21-processed-gene-1.11-mRNA-1_1&gene=genemark-NODE_11_length_434127_cov_13.0365_ID_21-processed-gene-1.11&CDS=1-1413
1199	OG0001199	YDR376W	genemark-NODE_20_length_328297_cov_11.5211_ID_39-processed-gene-1.72-mRNA-1_1&gene=genemark-NODE_20_length_328297_cov_11.5211_ID_39-processed-gene-1.72&CDS=1-1626
1200	OG0001200	YDR377W	genemark-NODE_20_length_328297_cov_11.5211_ID_39-processed-gene-1.58-mRNA-1_1&gene=genemark-NODE_20_length_328297_cov_11.5211_ID_39-processed-gene-1.58&CDS=1-300
1201	OG0001201	YDR378C	genemark-NODE_20_length_328297_cov_11.5211_ID_39-processed-gene-1.57-mRNA-1_1&gene=genemark-NODE_20_length_328297_cov_11.5211_ID_39-processed-gene-1.57&CDS=1-228
1202	OG0001202	YDR379C-A	maker-NODE_20_length_328297_cov_11.5211_ID_39-snap-gene-1.2-mRNA-1_1&gene=maker-NODE_20_length_328297_cov_11.5211_ID_39-snap-gene-1.2&CDS=1-234
1203	OG0001203	YDR380W	genemark-NODE_11_length_434127_cov_13.0365_ID_21-processed-gene-1.3-mRNA-1_1&gene=genemark-NODE_11_length_434127_cov_13.0365_ID_21-processed-gene-1.3&CDS=1-1815
1204	OG0001204	YDR381W	genemark-NODE_11_length_434127_cov_13.0365_ID_21-processed-gene-1.5-mRNA-1_1&gene=genemark-NODE_11_length_434127_cov_13.0365_ID_21-processed-gene-1.5&CDS=1-693
1205	OG0001205	YDR382W	genemark-NODE_11_length_434127_cov_13.0365_ID_21-processed-gene-1.7-mRNA-1_1&gene=genemark-NODE_11_length_434127_cov_13.0365_ID_21-processed-gene-1.7&CDS=1-330
1206	OG0001206	YDR386W	genemark-NODE_5_length_595991_cov_12.8905_ID_9-processed-gene-0.13-mRNA-1_1&gene=genemark-NODE_5_length_595991_cov_12.8905_ID_9-processed-gene-0.13&CDS=1-1746
1207	OG0001207	YDR388W	genemark-NODE_11_length_434127_cov_13.0365_ID_21-processed-gene-0.52-mRNA-1_1&gene=genemark-NODE_11_length_434127_cov_13.0365_ID_21-processed-gene-0.52&CDS=1-1464
1208	OG0001208	YDR390C	genemark-NODE_11_length_434127_cov_13.0365_ID_21-processed-gene-0.53-mRNA-1_1&gene=genemark-NODE_11_length_434127_cov_13.0365_ID_21-processed-gene-0.53&CDS=1-1929
1209	OG0001209	YDR392W	genemark-NODE_5_length_595991_cov_12.8905_ID_9-processed-gene-1.60-mRNA-1_1&gene=genemark-NODE_5_length_595991_cov_12.8905_ID_9-processed-gene-1.60&CDS=1-1050
1210	OG0001210	YDR393W	genemark-NODE_11_length_434127_cov_13.0365_ID_21-processed-gene-1.37-mRNA-1_1&gene=genemark-NODE_11_length_434127_cov_13.0365_ID_21-processed-gene-1.37&CDS=1-1419
1211	OG0001211	YDR394W	genemark-NODE_11_length_434127_cov_13.0365_ID_21-processed-gene-1.36-mRNA-1_1&gene=genemark-NODE_11_length_434127_cov_13.0365_ID_21-processed-gene-1.36&CDS=1-1248
1212	OG0001212	YDR397C	genemark-NODE_5_length_595991_cov_12.8905_ID_9-processed-gene-0.5-mRNA-1_1&gene=genemark-NODE_5_length_595991_cov_12.8905_ID_9-processed-gene-0.5&CDS=1-441
1213	OG0001213	YDR398W	genemark-NODE_5_length_595991_cov_12.8905_ID_9-processed-gene-0.21-mRNA-1_1&gene=genemark-NODE_5_length_595991_cov_12.8905_ID_9-processed-gene-0.21&CDS=1-2124
1214	OG0001214	YDR404C	maker-NODE_5_length_595991_cov_12.8905_ID_9-snap-gene-0.102-mRNA-1_1&gene=maker-NODE_5_length_595991_cov_12.8905_ID_9-snap-gene-0.102&CDS=1-660
1215	OG0001215	YDR405W	genemark-NODE_14_length_375947_cov_14.1806_ID_27-processed-gene-2.100-mRNA-1_1&gene=genemark-NODE_14_length_375947_cov_14.1806_ID_27-processed-gene-2.100&CDS=1-711
1216	OG0001216	YDR407C	genemark-NODE_11_length_434127_cov_13.0365_ID_21-processed-gene-0.42-mRNA-1_1&gene=genemark-NODE_11_length_434127_cov_13.0365_ID_21-processed-gene-0.42&CDS=1-4035
1217	OG0001217	YDR408C	genemark-NODE_11_length_434127_cov_13.0365_ID_21-processed-gene-0.41-mRNA-1_1&gene=genemark-NODE_11_length_434127_cov_13.0365_ID_21-processed-gene-0.41&CDS=1-648
1218	OG0001218	YDR410C	genemark-NODE_26_length_249273_cov_11.2895_ID_51-processed-gene-1.56-mRNA-1_1&gene=genemark-NODE_26_length_249273_cov_11.2895_ID_51-processed-gene-1.56&CDS=1-762
1219	OG0001219	YDR411C	genemark-NODE_16_length_348894_cov_13.2096_ID_31-processed-gene-2.76-mRNA-1_1&gene=genemark-NODE_16_length_348894_cov_13.2096_ID_31-processed-gene-2.76&CDS=1-906
1220	OG0001220	YDR412W	snap_masked-NODE_26_length_249273_cov_11.2895_ID_51-processed-gene-1.160-mRNA-1_1&gene=snap_masked-NODE_26_length_249273_cov_11.2895_ID_51-processed-gene-1.160&CDS=1-813
1221	OG0001221	YDR414C	augustus_masked-NODE_26_length_249273_cov_11.2895_ID_51-processed-gene-1.108-mRNA-1_1&gene=augustus_masked-NODE_26_length_249273_cov_11.2895_ID_51-processed-gene-1.108&CDS=1-1275
1222	OG0001222	YDR415C	augustus_masked-NODE_27_length_243254_cov_11.9412_ID_53-processed-gene-1.111-mRNA-1_1&gene=augustus_masked-NODE_27_length_243254_cov_11.9412_ID_53-processed-gene-1.111&CDS=1-1977
1223	OG0001223	YDR416W	augustus_masked-NODE_27_length_243254_cov_11.9412_ID_53-processed-gene-1.85-mRNA-1_1&gene=augustus_masked-NODE_27_length_243254_cov_11.9412_ID_53-processed-gene-1.85&CDS=1-2733
1224	OG0001224	YDR419W	genemark-NODE_26_length_249273_cov_11.2895_ID_51-processed-gene-1.26-mRNA-1_1&gene=genemark-NODE_26_length_249273_cov_11.2895_ID_51-processed-gene-1.26&CDS=1-2253
1225	OG0001225	YDR421W	genemark-NODE_5_length_595991_cov_12.8905_ID_9-processed-gene-4.10-mRNA-1_1&gene=genemark-NODE_5_length_595991_cov_12.8905_ID_9-processed-gene-4.10&CDS=1-3522
1226	OG0001226	YDR424C	maker-NODE_2_length_1005779_cov_12.3914_ID_3-augustus-gene-3.141-mRNA-1_1&gene=maker-NODE_2_length_1005779_cov_12.3914_ID_3-augustus-gene-3.141&CDS=1-228
1227	OG0001227	YDR427W	genemark-NODE_32_length_168628_cov_12.5934_ID_63-processed-gene-0.124-mRNA-1_1&gene=genemark-NODE_32_length_168628_cov_12.5934_ID_63-processed-gene-0.124&CDS=1-1248
1228	OG0001228	YDR428C	augustus_masked-NODE_7_length_544973_cov_11.384_ID_13-processed-gene-3.68-mRNA-1_1&gene=augustus_masked-NODE_7_length_544973_cov_11.384_ID_13-processed-gene-3.68&CDS=1-939
1229	OG0001229	YDR429C	genemark-NODE_7_length_544973_cov_11.384_ID_13-processed-gene-3.4-mRNA-1_1&gene=genemark-NODE_7_length_544973_cov_11.384_ID_13-processed-gene-3.4&CDS=1-858
1230	OG0001230	YDR430C	genemark-NODE_32_length_168628_cov_12.5934_ID_63-processed-gene-0.149-mRNA-1_1&gene=genemark-NODE_32_length_168628_cov_12.5934_ID_63-processed-gene-0.149&CDS=1-3087
1231	OG0001231	YDR432W	genemark-NODE_7_length_544973_cov_11.384_ID_13-processed-gene-3.5-mRNA-1_1&gene=genemark-NODE_7_length_544973_cov_11.384_ID_13-processed-gene-3.5&CDS=1-819
1232	OG0001232	YDR434W	genemark-NODE_31_length_182223_cov_11.246_ID_61-processed-gene-0.191-mRNA-1_1&gene=genemark-NODE_31_length_182223_cov_11.246_ID_61-processed-gene-0.191&CDS=1-1530
1233	OG0001233	YDR435C	genemark-NODE_21_length_320124_cov_11.5025_ID_41-processed-gene-2.72-mRNA-1_1&gene=genemark-NODE_21_length_320124_cov_11.5025_ID_41-processed-gene-2.72&CDS=1-1122
1234	OG0001234	YDR437W	genemark-NODE_3_length_726065_cov_12.1226_ID_5-processed-gene-0.58-mRNA-1_1&gene=genemark-NODE_3_length_726065_cov_12.1226_ID_5-processed-gene-0.58&CDS=1-1083
1235	OG0001235	YDR440W	genemark-NODE_32_length_168628_cov_12.5934_ID_63-processed-gene-0.153-mRNA-1_1&gene=genemark-NODE_32_length_168628_cov_12.5934_ID_63-processed-gene-0.153&CDS=1-2892
1236	OG0001236	YDR443C	augustus_masked-NODE_32_length_168628_cov_12.5934_ID_63-processed-gene-0.75-mRNA-1_1&gene=augustus_masked-NODE_32_length_168628_cov_12.5934_ID_63-processed-gene-0.75&CDS=1-5685
1237	OG0001237	YDR448W	genemark-NODE_37_length_88288_cov_10.9534_ID_73-processed-gene-0.62-mRNA-1_1&gene=genemark-NODE_37_length_88288_cov_10.9534_ID_73-processed-gene-0.62&CDS=1-1332
1238	OG0001238	YDR449C	genemark-NODE_37_length_88288_cov_10.9534_ID_73-processed-gene-0.83-mRNA-1_1&gene=genemark-NODE_37_length_88288_cov_10.9534_ID_73-processed-gene-0.83&CDS=1-1278
1239	OG0001239	YDR452W	genemark-NODE_37_length_88288_cov_10.9534_ID_73-processed-gene-0.68-mRNA-1_1&gene=genemark-NODE_37_length_88288_cov_10.9534_ID_73-processed-gene-0.68&CDS=1-2529
1240	OG0001240	YDR454C	genemark-NODE_5_length_595991_cov_12.8905_ID_9-processed-gene-1.53-mRNA-1_1&gene=genemark-NODE_5_length_595991_cov_12.8905_ID_9-processed-gene-1.53&CDS=1-564
1241	OG0001241	YDR456W	genemark-NODE_5_length_595991_cov_12.8905_ID_9-processed-gene-1.67-mRNA-1_1&gene=genemark-NODE_5_length_595991_cov_12.8905_ID_9-processed-gene-1.67&CDS=1-1998
1242	OG0001242	YDR459C	snap_masked-NODE_1_length_1514969_cov_12.2952_ID_1-processed-gene-7.94-mRNA-1_1&gene=snap_masked-NODE_1_length_1514969_cov_12.2952_ID_1-processed-gene-7.94&CDS=1-1254
1243	OG0001243	YDR460W	genemark-NODE_1_length_1514969_cov_12.2952_ID_1-processed-gene-7.32-mRNA-1_1&gene=genemark-NODE_1_length_1514969_cov_12.2952_ID_1-processed-gene-7.32&CDS=1-984
1244	OG0001244	YDR462W	genemark-NODE_1_length_1514969_cov_12.2952_ID_1-processed-gene-7.29-mRNA-1_1&gene=genemark-NODE_1_length_1514969_cov_12.2952_ID_1-processed-gene-7.29&CDS=1-486
1245	OG0001245	YDR468C	genemark-NODE_11_length_434127_cov_13.0365_ID_21-processed-gene-2.42-mRNA-1_1&gene=genemark-NODE_11_length_434127_cov_13.0365_ID_21-processed-gene-2.42&CDS=1-738
1246	OG0001246	YDR469W	genemark-NODE_11_length_434127_cov_13.0365_ID_21-processed-gene-1.20-mRNA-1_1&gene=genemark-NODE_11_length_434127_cov_13.0365_ID_21-processed-gene-1.20&CDS=1-693
1247	OG0001247	YDR470C	genemark-NODE_11_length_434127_cov_13.0365_ID_21-processed-gene-1.39-mRNA-1_1&gene=genemark-NODE_11_length_434127_cov_13.0365_ID_21-processed-gene-1.39&CDS=1-1671
1248	OG0001248	YDR472W	genemark-NODE_5_length_595991_cov_12.8905_ID_9-processed-gene-1.71-mRNA-1_1&gene=genemark-NODE_5_length_595991_cov_12.8905_ID_9-processed-gene-1.71&CDS=1-729
1249	OG0001249	YDR473C	genemark-NODE_5_length_595991_cov_12.8905_ID_9-processed-gene-1.74-mRNA-1_1&gene=genemark-NODE_5_length_595991_cov_12.8905_ID_9-processed-gene-1.74&CDS=1-1677
1250	OG0001250	YDR476C	genemark-NODE_23_length_264436_cov_11.7261_ID_45-processed-gene-1.24-mRNA-1_1&gene=genemark-NODE_23_length_264436_cov_11.7261_ID_45-processed-gene-1.24&CDS=1-642
1251	OG0001251	YDR479C	maker-NODE_1_length_1514969_cov_12.2952_ID_1-snap-gene-7.120-mRNA-1_1&gene=maker-NODE_1_length_1514969_cov_12.2952_ID_1-snap-gene-7.120&CDS=1-1728
1252	OG0001252	YDR481C	genemark-NODE_1_length_1514969_cov_12.2952_ID_1-processed-gene-5.53-mRNA-1_1&gene=genemark-NODE_1_length_1514969_cov_12.2952_ID_1-processed-gene-5.53&CDS=1-1701
1253	OG0001253	YDR482C	genemark-NODE_8_length_530029_cov_13.7433_ID_15-processed-gene-3.99-mRNA-1_1&gene=genemark-NODE_8_length_530029_cov_13.7433_ID_15-processed-gene-3.99&CDS=1-804
1254	OG0001254	YDR484W	genemark-NODE_10_length_452332_cov_11.3725_ID_19-processed-gene-0.43-mRNA-1_1&gene=genemark-NODE_10_length_452332_cov_11.3725_ID_19-processed-gene-0.43&CDS=1-1980
1255	OG0001255	YDR485C	genemark-NODE_7_length_544973_cov_11.384_ID_13-processed-gene-2.58-mRNA-1_1&gene=genemark-NODE_7_length_544973_cov_11.384_ID_13-processed-gene-2.58&CDS=1-2301
1256	OG0001256	YDR486C	genemark-NODE_7_length_544973_cov_11.384_ID_13-processed-gene-2.57-mRNA-1_1&gene=genemark-NODE_7_length_544973_cov_11.384_ID_13-processed-gene-2.57&CDS=1-651
1257	OG0001257	YDR487C	genemark-NODE_7_length_544973_cov_11.384_ID_13-processed-gene-2.73-mRNA-1_1&gene=genemark-NODE_7_length_544973_cov_11.384_ID_13-processed-gene-2.73&CDS=1-621
1258	OG0001258	YDR489W	genemark-NODE_1_length_1514969_cov_12.2952_ID_1-processed-gene-0.46-mRNA-1_1&gene=genemark-NODE_1_length_1514969_cov_12.2952_ID_1-processed-gene-0.46&CDS=1-678
1259	OG0001259	YDR495C	genemark-NODE_16_length_348894_cov_13.2096_ID_31-processed-gene-1.109-mRNA-1_1&gene=genemark-NODE_16_length_348894_cov_13.2096_ID_31-processed-gene-1.109&CDS=1-3870
1260	OG0001260	YDR496C	genemark-NODE_6_length_592426_cov_11.8006_ID_11-processed-gene-4.116-mRNA-1_1&gene=genemark-NODE_6_length_592426_cov_11.8006_ID_11-processed-gene-4.116&CDS=1-2046
1261	OG0001261	YDR498C	snap_masked-NODE_1_length_1514969_cov_12.2952_ID_1-processed-gene-11.103-mRNA-1_1&gene=snap_masked-NODE_1_length_1514969_cov_12.2952_ID_1-processed-gene-11.103&CDS=1-1185
1262	OG0001262	YDR510W	augustus_masked-NODE_2_length_1005779_cov_12.3914_ID_3-processed-gene-6.53-mRNA-1_1&gene=augustus_masked-NODE_2_length_1005779_cov_12.3914_ID_3-processed-gene-6.53&CDS=1-288
1263	OG0001263	YDR511W	genemark-NODE_11_length_434127_cov_13.0365_ID_21-processed-gene-3.101-mRNA-1_1&gene=genemark-NODE_11_length_434127_cov_13.0365_ID_21-processed-gene-3.101&CDS=1-537
1264	OG0001264	YDR512C	genemark-NODE_11_length_434127_cov_13.0365_ID_21-processed-gene-3.75-mRNA-1_1&gene=genemark-NODE_11_length_434127_cov_13.0365_ID_21-processed-gene-3.75&CDS=1-414
1265	OG0001265	YDR517W	genemark-NODE_11_length_434127_cov_13.0365_ID_21-processed-gene-3.81-mRNA-1_1&gene=genemark-NODE_11_length_434127_cov_13.0365_ID_21-processed-gene-3.81&CDS=1-1269
1266	OG0001266	YDR519W	snap_masked-NODE_4_length_633363_cov_13.7207_ID_7-processed-gene-2.30-mRNA-1_1&gene=snap_masked-NODE_4_length_633363_cov_13.7207_ID_7-processed-gene-2.30&CDS=1-480
1267	OG0001267	YDR520C	genemark-NODE_4_length_633363_cov_13.7207_ID_7-processed-gene-2.99-mRNA-1_1&gene=genemark-NODE_4_length_633363_cov_13.7207_ID_7-processed-gene-2.99&CDS=1-2460
1268	OG0001268	YDR527W	maker-NODE_4_length_633363_cov_13.7207_ID_7-snap-gene-3.33-mRNA-1_1&gene=maker-NODE_4_length_633363_cov_13.7207_ID_7-snap-gene-3.33&CDS=1-1455
1269	OG0001269	YDR529C	genemark-NODE_2_length_1005779_cov_12.3914_ID_3-processed-gene-6.21-mRNA-1_1&gene=genemark-NODE_2_length_1005779_cov_12.3914_ID_3-processed-gene-6.21&CDS=1-378
1270	OG0001270	YDR531W	genemark-NODE_2_length_1005779_cov_12.3914_ID_3-processed-gene-6.7-mRNA-1_1&gene=genemark-NODE_2_length_1005779_cov_12.3914_ID_3-processed-gene-6.7&CDS=1-1401
1271	OG0001271	YDR536W	genemark-NODE_45_length_32115_cov_19.2612_ID_89-processed-gene-0.5-mRNA-1_1&gene=genemark-NODE_45_length_32115_cov_19.2612_ID_89-processed-gene-0.5&CDS=1-1659
1272	OG0001272	YEL001C	genemark-NODE_27_length_243254_cov_11.9412_ID_53-processed-gene-0.61-mRNA-1_1&gene=genemark-NODE_27_length_243254_cov_11.9412_ID_53-processed-gene-0.61&CDS=1-747
1273	OG0001273	YEL002C	genemark-NODE_27_length_243254_cov_11.9412_ID_53-processed-gene-1.115-mRNA-1_1&gene=genemark-NODE_27_length_243254_cov_11.9412_ID_53-processed-gene-1.115&CDS=1-1317
1274	OG0001274	YEL004W	genemark-NODE_34_length_99183_cov_13.1758_ID_67-processed-gene-0.8-mRNA-1_1&gene=genemark-NODE_34_length_99183_cov_13.1758_ID_67-processed-gene-0.8&CDS=1-1032
1275	OG0001275	YEL007W	genemark-NODE_27_length_243254_cov_11.9412_ID_53-processed-gene-1.138-mRNA-1_1&gene=genemark-NODE_27_length_243254_cov_11.9412_ID_53-processed-gene-1.138&CDS=1-2175
1276	OG0001276	YEL009C	augustus_masked-NODE_32_length_168628_cov_12.5934_ID_63-processed-gene-0.85-mRNA-1_1&gene=augustus_masked-NODE_32_length_168628_cov_12.5934_ID_63-processed-gene-0.85&CDS=1-816
1277	OG0001277	YEL011W	genemark-NODE_30_length_200628_cov_11.5194_ID_59-processed-gene-1.69-mRNA-1_1&gene=genemark-NODE_30_length_200628_cov_11.5194_ID_59-processed-gene-1.69&CDS=1-2124
1278	OG0001278	YEL012W	genemark-NODE_41_length_48424_cov_11.631_ID_81-processed-gene-0.6-mRNA-1_1&gene=genemark-NODE_41_length_48424_cov_11.631_ID_81-processed-gene-0.6&CDS=1-579
1279	OG0001279	YEL013W	genemark-NODE_30_length_200628_cov_11.5194_ID_59-processed-gene-0.82-mRNA-1_1&gene=genemark-NODE_30_length_200628_cov_11.5194_ID_59-processed-gene-0.82&CDS=1-1605
1280	OG0001280	YEL015W	genemark-NODE_30_length_200628_cov_11.5194_ID_59-processed-gene-0.83-mRNA-1_1&gene=genemark-NODE_30_length_200628_cov_11.5194_ID_59-processed-gene-0.83&CDS=1-1791
1281	OG0001281	YEL019C	snap_masked-NODE_1_length_1514969_cov_12.2952_ID_1-processed-gene-12.8-mRNA-1_1&gene=snap_masked-NODE_1_length_1514969_cov_12.2952_ID_1-processed-gene-12.8&CDS=1-909
1282	OG0001282	YEL020C	genemark-NODE_1_length_1514969_cov_12.2952_ID_1-processed-gene-12.113-mRNA-1_1&gene=genemark-NODE_1_length_1514969_cov_12.2952_ID_1-processed-gene-12.113&CDS=1-1716
1283	OG0001283	YEL020W-A	genemark-NODE_1_length_1514969_cov_12.2952_ID_1-processed-gene-12.93-mRNA-1_1&gene=genemark-NODE_1_length_1514969_cov_12.2952_ID_1-processed-gene-12.93&CDS=1-261
1284	OG0001284	YEL021W	genemark-NODE_1_length_1514969_cov_12.2952_ID_1-processed-gene-12.109-mRNA-1_1&gene=genemark-NODE_1_length_1514969_cov_12.2952_ID_1-processed-gene-12.109&CDS=1-798
1285	OG0001285	YEL023C	snap_masked-NODE_37_length_88288_cov_10.9534_ID_73-processed-gene-0.31-mRNA-1_1&gene=snap_masked-NODE_37_length_88288_cov_10.9534_ID_73-processed-gene-0.31&CDS=1-1554
1286	OG0001286	YEL024W	genemark-NODE_37_length_88288_cov_10.9534_ID_73-processed-gene-0.76-mRNA-1_1&gene=genemark-NODE_37_length_88288_cov_10.9534_ID_73-processed-gene-0.76&CDS=1-642
1287	OG0001287	YEL026W	genemark-NODE_13_length_399403_cov_11.7827_ID_25-processed-gene-0.83-mRNA-1_1&gene=genemark-NODE_13_length_399403_cov_11.7827_ID_25-processed-gene-0.83&CDS=1-378
1288	OG0001288	YEL027W	genemark-NODE_13_length_399403_cov_11.7827_ID_25-processed-gene-0.71-mRNA-1_1&gene=genemark-NODE_13_length_399403_cov_11.7827_ID_25-processed-gene-0.71&CDS=1-480
1289	OG0001289	YEL031W	genemark-NODE_7_length_544973_cov_11.384_ID_13-processed-gene-0.103-mRNA-1_1&gene=genemark-NODE_7_length_544973_cov_11.384_ID_13-processed-gene-0.103&CDS=1-3636
1290	OG0001290	YEL032W	genemark-NODE_1_length_1514969_cov_12.2952_ID_1-processed-gene-6.87-mRNA-1_1&gene=genemark-NODE_1_length_1514969_cov_12.2952_ID_1-processed-gene-6.87&CDS=1-2688
1291	OG0001291	YEL037C	genemark-NODE_30_length_200628_cov_11.5194_ID_59-processed-gene-0.92-mRNA-1_1&gene=genemark-NODE_30_length_200628_cov_11.5194_ID_59-processed-gene-0.92&CDS=1-1104
1292	OG0001292	YEL038W	genemark-NODE_30_length_200628_cov_11.5194_ID_59-processed-gene-0.75-mRNA-1_1&gene=genemark-NODE_30_length_200628_cov_11.5194_ID_59-processed-gene-0.75&CDS=1-753
1293	OG0001293	YEL042W	genemark-NODE_23_length_264436_cov_11.7261_ID_45-processed-gene-1.40-mRNA-1_1&gene=genemark-NODE_23_length_264436_cov_11.7261_ID_45-processed-gene-1.40&CDS=1-1653
1294	OG0001294	YEL043W	genemark-NODE_19_length_328470_cov_11.3744_ID_37-processed-gene-0.122-mRNA-1_1&gene=genemark-NODE_19_length_328470_cov_11.3744_ID_37-processed-gene-0.122&CDS=1-3465
1295	OG0001295	YEL044W	genemark-NODE_19_length_328470_cov_11.3744_ID_37-processed-gene-0.127-mRNA-1_1&gene=genemark-NODE_19_length_328470_cov_11.3744_ID_37-processed-gene-0.127&CDS=1-378
1296	OG0001296	YEL048C	genemark-NODE_19_length_328470_cov_11.3744_ID_37-processed-gene-0.108-mRNA-1_1&gene=genemark-NODE_19_length_328470_cov_11.3744_ID_37-processed-gene-0.108&CDS=1-612
1297	OG0001297	YEL050C	genemark-NODE_27_length_243254_cov_11.9412_ID_53-processed-gene-1.135-mRNA-1_1&gene=genemark-NODE_27_length_243254_cov_11.9412_ID_53-processed-gene-1.135&CDS=1-1173
1298	OG0001298	YEL051W	genemark-NODE_27_length_243254_cov_11.9412_ID_53-processed-gene-1.165-mRNA-1_1&gene=genemark-NODE_27_length_243254_cov_11.9412_ID_53-processed-gene-1.165&CDS=1-780
1299	OG0001299	YEL052W	genemark-NODE_27_length_243254_cov_11.9412_ID_53-processed-gene-1.166-mRNA-1_1&gene=genemark-NODE_27_length_243254_cov_11.9412_ID_53-processed-gene-1.166&CDS=1-1509
1300	OG0001300	YEL053C	snap_masked-NODE_27_length_243254_cov_11.9412_ID_53-processed-gene-1.48-mRNA-1_1&gene=snap_masked-NODE_27_length_243254_cov_11.9412_ID_53-processed-gene-1.48&CDS=1-2553
1301	OG0001301	YEL055C	genemark-NODE_4_length_633363_cov_13.7207_ID_7-processed-gene-5.40-mRNA-1_1&gene=genemark-NODE_4_length_633363_cov_13.7207_ID_7-processed-gene-5.40&CDS=1-3162
1302	OG0001302	YEL058W	genemark-NODE_36_length_89125_cov_17.9037_ID_71-processed-gene-0.62-mRNA-1_1&gene=genemark-NODE_36_length_89125_cov_17.9037_ID_71-processed-gene-0.62&CDS=1-1674
1303	OG0001303	YEL060C	genemark-NODE_24_length_260337_cov_11.7136_ID_47-processed-gene-0.50-mRNA-1_1&gene=genemark-NODE_24_length_260337_cov_11.7136_ID_47-processed-gene-0.50&CDS=1-1644
1304	OG0001304	YEL062W	genemark-NODE_1_length_1514969_cov_12.2952_ID_1-processed-gene-2.32-mRNA-1_1&gene=genemark-NODE_1_length_1514969_cov_12.2952_ID_1-processed-gene-2.32&CDS=1-1857
1305	OG0001305	YEL064C	genemark-NODE_2_length_1005779_cov_12.3914_ID_3-processed-gene-7.65-mRNA-1_1&gene=genemark-NODE_2_length_1005779_cov_12.3914_ID_3-processed-gene-7.65&CDS=1-1794
1306	OG0001306	YER002W	genemark-NODE_27_length_243254_cov_11.9412_ID_53-processed-gene-1.144-mRNA-1_1&gene=genemark-NODE_27_length_243254_cov_11.9412_ID_53-processed-gene-1.144&CDS=1-630
1307	OG0001307	YER003C	genemark-NODE_27_length_243254_cov_11.9412_ID_53-processed-gene-1.122-mRNA-1_1&gene=genemark-NODE_27_length_243254_cov_11.9412_ID_53-processed-gene-1.122&CDS=1-1308
1308	OG0001308	YER005W	genemark-NODE_23_length_264436_cov_11.7261_ID_45-processed-gene-0.70-mRNA-1_1&gene=genemark-NODE_23_length_264436_cov_11.7261_ID_45-processed-gene-0.70&CDS=1-2262
1309	OG0001309	YER006W	genemark-NODE_23_length_264436_cov_11.7261_ID_45-processed-gene-0.69-mRNA-1_1&gene=genemark-NODE_23_length_264436_cov_11.7261_ID_45-processed-gene-0.69&CDS=1-1506
1310	OG0001310	YER007C-A	genemark-NODE_23_length_264436_cov_11.7261_ID_45-processed-gene-0.72-mRNA-1_1&gene=genemark-NODE_23_length_264436_cov_11.7261_ID_45-processed-gene-0.72&CDS=1-540
1311	OG0001311	YER007W	snap_masked-NODE_23_length_264436_cov_11.7261_ID_45-processed-gene-0.8-mRNA-1_1&gene=snap_masked-NODE_23_length_264436_cov_11.7261_ID_45-processed-gene-0.8&CDS=1-1662
1312	OG0001312	YER008C	augustus_masked-NODE_23_length_264436_cov_11.7261_ID_45-processed-gene-0.113-mRNA-1_1&gene=augustus_masked-NODE_23_length_264436_cov_11.7261_ID_45-processed-gene-0.113&CDS=1-4215
1313	OG0001313	YER009W	maker-NODE_27_length_243254_cov_11.9412_ID_53-augustus-gene-1.60-mRNA-1_1&gene=maker-NODE_27_length_243254_cov_11.9412_ID_53-augustus-gene-1.60&CDS=1-372
1314	OG0001314	YER012W	genemark-NODE_1_length_1514969_cov_12.2952_ID_1-processed-gene-14.71-mRNA-1_1&gene=genemark-NODE_1_length_1514969_cov_12.2952_ID_1-processed-gene-14.71&CDS=1-582
1315	OG0001315	YER014W	genemark-NODE_1_length_1514969_cov_12.2952_ID_1-processed-gene-14.50-mRNA-1_1&gene=genemark-NODE_1_length_1514969_cov_12.2952_ID_1-processed-gene-14.50&CDS=1-1632
1316	OG0001316	YER015W	genemark-NODE_17_length_343940_cov_11.2238_ID_33-processed-gene-2.78-mRNA-1_1&gene=genemark-NODE_17_length_343940_cov_11.2238_ID_33-processed-gene-2.78&CDS=1-2145
1317	OG0001317	YER016W	genemark-NODE_8_length_530029_cov_13.7433_ID_15-processed-gene-1.82-mRNA-1_1&gene=genemark-NODE_8_length_530029_cov_13.7433_ID_15-processed-gene-1.82&CDS=1-1029
1318	OG0001318	YER019W	genemark-NODE_11_length_434127_cov_13.0365_ID_21-processed-gene-3.82-mRNA-1_1&gene=genemark-NODE_11_length_434127_cov_13.0365_ID_21-processed-gene-3.82&CDS=1-1377
1319	OG0001319	YER020W	genemark-NODE_13_length_399403_cov_11.7827_ID_25-processed-gene-2.218-mRNA-1_1&gene=genemark-NODE_13_length_399403_cov_11.7827_ID_25-processed-gene-2.218&CDS=1-1371
