	OrthologID	Candida_arabinofermentans	Saccharomyces_cerevisiae
1438	OG0001438	augustus_masked-scaffold_17-processed-gene-1.112-mRNA-1_1&gene=augustus_masked-scaffold_17-processed-gene-1.112&CDS=1-1206	YMR158W
1439	OG0001439	snap_masked-scaffold_17-processed-gene-1.215-mRNA-1_1&gene=snap_masked-scaffold_17-processed-gene-1.215&CDS=1-195	YFL014W
1440	OG0001440	augustus_masked-scaffold_17-processed-gene-1.113-mRNA-1_1&gene=augustus_masked-scaffold_17-processed-gene-1.113&CDS=1-2151	YDR211W
1441	OG0001441	augustus_masked-scaffold_17-processed-gene-1.115-mRNA-1_1&gene=augustus_masked-scaffold_17-processed-gene-1.115&CDS=1-573	YLR229C
1442	OG0001442	augustus_masked-scaffold_17-processed-gene-1.116-mRNA-1_1&gene=augustus_masked-scaffold_17-processed-gene-1.116&CDS=1-1662	YDR212W
1443	OG0001443	snap_masked-scaffold_17-processed-gene-1.217-mRNA-1_1&gene=snap_masked-scaffold_17-processed-gene-1.217&CDS=1-1326	YDR388W
1444	OG0001444	augustus_masked-scaffold_18-processed-gene-0.83-mRNA-1_1&gene=augustus_masked-scaffold_18-processed-gene-0.83&CDS=1-1713	YML054C
1445	OG0001445	augustus_masked-scaffold_18-processed-gene-0.84-mRNA-1_1&gene=augustus_masked-scaffold_18-processed-gene-0.84&CDS=1-1485	YFL022C
1446	OG0001446	genemark-scaffold_18-processed-gene-0.49-mRNA-1_1&gene=genemark-scaffold_18-processed-gene-0.49&CDS=1-5439	YMR176W
1447	OG0001447	augustus_masked-scaffold_18-processed-gene-0.102-mRNA-1_1&gene=augustus_masked-scaffold_18-processed-gene-0.102&CDS=1-912	YMR178W
1448	OG0001448	genemark-scaffold_18-processed-gene-0.69-mRNA-1_1&gene=genemark-scaffold_18-processed-gene-0.69&CDS=1-330	YKL160W
1449	OG0001449	augustus_masked-scaffold_18-processed-gene-0.88-mRNA-1_1&gene=augustus_masked-scaffold_18-processed-gene-0.88&CDS=1-1644	YER065C
1450	OG0001450	augustus_masked-scaffold_18-processed-gene-0.90-mRNA-1_1&gene=augustus_masked-scaffold_18-processed-gene-0.90&CDS=1-576	YJR014W
1451	OG0001451	maker-scaffold_18-augustus-gene-0.42-mRNA-1_1&gene=maker-scaffold_18-augustus-gene-0.42&CDS=1-3717	YPR140W
1452	OG0001452	augustus_masked-scaffold_18-processed-gene-0.105-mRNA-1_1&gene=augustus_masked-scaffold_18-processed-gene-0.105&CDS=1-1995	YPR141C
1453	OG0001453	maker-scaffold_18-snap-gene-0.37-mRNA-1_1&gene=maker-scaffold_18-snap-gene-0.37&CDS=1-3315	YLR051C
1454	OG0001454	augustus_masked-scaffold_18-processed-gene-0.110-mRNA-1_1&gene=augustus_masked-scaffold_18-processed-gene-0.110&CDS=1-1248	YGR223C
1455	OG0001455	genemark-scaffold_18-processed-gene-0.63-mRNA-1_1&gene=genemark-scaffold_18-processed-gene-0.63&CDS=1-4710	YCR081W
1456	OG0001456	snap_masked-scaffold_18-processed-gene-0.29-mRNA-1_1&gene=snap_masked-scaffold_18-processed-gene-0.29&CDS=1-1149	YLR063W
1457	OG0001457	augustus_masked-scaffold_18-processed-gene-0.112-mRNA-1_1&gene=augustus_masked-scaffold_18-processed-gene-0.112&CDS=1-612	YFL005W
1458	OG0001458	augustus_masked-scaffold_18-processed-gene-0.100-mRNA-1_1&gene=augustus_masked-scaffold_18-processed-gene-0.100&CDS=1-1779	YLR060W
1459	OG0001459	maker-scaffold_18-snap-gene-1.81-mRNA-1_1&gene=maker-scaffold_18-snap-gene-1.81&CDS=1-4122	YFL034W
1460	OG0001460	augustus_masked-scaffold_18-processed-gene-1.4-mRNA-1_1&gene=augustus_masked-scaffold_18-processed-gene-1.4&CDS=1-1257	YGR210C
1461	OG0001461	augustus_masked-scaffold_18-processed-gene-1.19-mRNA-1_1&gene=augustus_masked-scaffold_18-processed-gene-1.19&CDS=1-2031	YKL022C
1462	OG0001462	augustus_masked-scaffold_18-processed-gene-1.5-mRNA-1_1&gene=augustus_masked-scaffold_18-processed-gene-1.5&CDS=1-1107	YIR034C
1463	OG0001463	augustus_masked-scaffold_18-processed-gene-1.20-mRNA-1_1&gene=augustus_masked-scaffold_18-processed-gene-1.20&CDS=1-1317	YKL021C
1464	OG0001464	snap_masked-scaffold_18-processed-gene-1.44-mRNA-1_1&gene=snap_masked-scaffold_18-processed-gene-1.44&CDS=1-294	YBR268W
1465	OG0001465	augustus_masked-scaffold_18-processed-gene-1.11-mRNA-1_1&gene=augustus_masked-scaffold_18-processed-gene-1.11&CDS=1-2187	YGL073W
1466	OG0001466	augustus_masked-scaffold_18-processed-gene-1.12-mRNA-1_1&gene=augustus_masked-scaffold_18-processed-gene-1.12&CDS=1-4161	YGL083W
1467	OG0001467	augustus_masked-scaffold_18-processed-gene-1.13-mRNA-1_1&gene=augustus_masked-scaffold_18-processed-gene-1.13&CDS=1-420	YML098W
1468	OG0001468	augustus_masked-scaffold_18-processed-gene-1.23-mRNA-1_1&gene=augustus_masked-scaffold_18-processed-gene-1.23&CDS=1-1725	YML130C
1469	OG0001469	maker-scaffold_18-snap-gene-1.82-mRNA-1_1&gene=maker-scaffold_18-snap-gene-1.82&CDS=1-3429	YML099C
1470	OG0001470	augustus_masked-scaffold_18-processed-gene-1.25-mRNA-1_1&gene=augustus_masked-scaffold_18-processed-gene-1.25&CDS=1-387	YBR269C
1471	OG0001471	augustus_masked-scaffold_18-processed-gene-1.15-mRNA-1_1&gene=augustus_masked-scaffold_18-processed-gene-1.15&CDS=1-2592	YJL062W
1472	OG0001472	augustus_masked-scaffold_18-processed-gene-1.26-mRNA-1_1&gene=augustus_masked-scaffold_18-processed-gene-1.26&CDS=1-3492	YPL226W
1473	OG0001473	augustus_masked-scaffold_18-processed-gene-1.27-mRNA-1_1&gene=augustus_masked-scaffold_18-processed-gene-1.27&CDS=1-2676	YMR066W
1474	OG0001474	augustus_masked-scaffold_19-processed-gene-0.105-mRNA-1_1&gene=augustus_masked-scaffold_19-processed-gene-0.105&CDS=1-1665	YER086W
1475	OG0001475	augustus_masked-scaffold_19-processed-gene-0.90-mRNA-1_1&gene=augustus_masked-scaffold_19-processed-gene-0.90&CDS=1-285	YDR424C
1476	OG0001476	augustus_masked-scaffold_19-processed-gene-0.109-mRNA-1_1&gene=augustus_masked-scaffold_19-processed-gene-0.109&CDS=1-3159	YDL233W
1477	OG0001477	augustus_masked-scaffold_19-processed-gene-0.110-mRNA-1_1&gene=augustus_masked-scaffold_19-processed-gene-0.110&CDS=1-1806	YGR103W
1478	OG0001478	augustus_masked-scaffold_19-processed-gene-0.91-mRNA-1_1&gene=augustus_masked-scaffold_19-processed-gene-0.91&CDS=1-549	YGR102C
1479	OG0001479	augustus_masked-scaffold_19-processed-gene-0.111-mRNA-1_1&gene=augustus_masked-scaffold_19-processed-gene-0.111&CDS=1-2571	YPR112C
1480	OG0001480	maker-scaffold_19-snap-gene-0.0-mRNA-1_1&gene=maker-scaffold_19-snap-gene-0.0&CDS=1-1041	YOR298W
1481	OG0001481	augustus_masked-scaffold_19-processed-gene-0.112-mRNA-1_1&gene=augustus_masked-scaffold_19-processed-gene-0.112&CDS=1-1200	YMR235C
1482	OG0001482	augustus_masked-scaffold_19-processed-gene-0.113-mRNA-1_1&gene=augustus_masked-scaffold_19-processed-gene-0.113&CDS=1-450	YOR298C-A
1483	OG0001483	maker-scaffold_19-augustus-gene-0.85-mRNA-1_1&gene=maker-scaffold_19-augustus-gene-0.85&CDS=1-2382	YML123C
1484	OG0001484	augustus_masked-scaffold_19-processed-gene-0.114-mRNA-1_1&gene=augustus_masked-scaffold_19-processed-gene-0.114&CDS=1-2643	YLR382C
1485	OG0001485	genemark-scaffold_19-processed-gene-0.50-mRNA-1_1&gene=genemark-scaffold_19-processed-gene-0.50&CDS=1-3405	YLR383W
1486	OG0001486	augustus_masked-scaffold_19-processed-gene-0.115-mRNA-1_1&gene=augustus_masked-scaffold_19-processed-gene-0.115&CDS=1-198	YDR086C
1487	OG0001487	augustus_masked-scaffold_19-processed-gene-0.116-mRNA-1_1&gene=augustus_masked-scaffold_19-processed-gene-0.116&CDS=1-873	YDR087C
1488	OG0001488	augustus_masked-scaffold_19-processed-gene-0.96-mRNA-1_1&gene=augustus_masked-scaffold_19-processed-gene-0.96&CDS=1-2037	YNL326C
1489	OG0001489	maker-scaffold_19-augustus-gene-0.86-mRNA-1_1&gene=maker-scaffold_19-augustus-gene-0.86&CDS=1-1608	YNL330C
1490	OG0001490	augustus_masked-scaffold_19-processed-gene-0.117-mRNA-1_1&gene=augustus_masked-scaffold_19-processed-gene-0.117&CDS=1-1374	YPL188W
1491	OG0001491	augustus_masked-scaffold_19-processed-gene-0.98-mRNA-1_1&gene=augustus_masked-scaffold_19-processed-gene-0.98&CDS=1-1569	YER078C
1492	OG0001492	augustus_masked-scaffold_19-processed-gene-0.99-mRNA-1_1&gene=augustus_masked-scaffold_19-processed-gene-0.99&CDS=1-1395	YER077C
1493	OG0001493	augustus_masked-scaffold_19-processed-gene-0.120-mRNA-1_1&gene=augustus_masked-scaffold_19-processed-gene-0.120&CDS=1-1191	YDR415C
1494	OG0001494	augustus_masked-scaffold_19-processed-gene-0.122-mRNA-1_1&gene=augustus_masked-scaffold_19-processed-gene-0.122&CDS=1-2520	YOR144C
1495	OG0001495	augustus_masked-scaffold_19-processed-gene-0.123-mRNA-1_1&gene=augustus_masked-scaffold_19-processed-gene-0.123&CDS=1-1161	YKL193C
1496	OG0001496	augustus_masked-scaffold_19-processed-gene-0.102-mRNA-1_1&gene=augustus_masked-scaffold_19-processed-gene-0.102&CDS=1-2094	YMR186W
1497	OG0001497	augustus_masked-scaffold_19-processed-gene-0.103-mRNA-1_1&gene=augustus_masked-scaffold_19-processed-gene-0.103&CDS=1-2391	YPL072W
1498	OG0001498	augustus_masked-scaffold_19-processed-gene-0.126-mRNA-1_1&gene=augustus_masked-scaffold_19-processed-gene-0.126&CDS=1-5466	YBR208C
1499	OG0001499	augustus_masked-scaffold_19-processed-gene-1.125-mRNA-1_1&gene=augustus_masked-scaffold_19-processed-gene-1.125&CDS=1-2037	YDL074C
1500	OG0001500	augustus_masked-scaffold_19-processed-gene-1.127-mRNA-1_1&gene=augustus_masked-scaffold_19-processed-gene-1.127&CDS=1-4068	YER162C
1501	OG0001501	maker-scaffold_19-augustus-gene-1.2-mRNA-1_1&gene=maker-scaffold_19-augustus-gene-1.2&CDS=1-1566	YML056C
1502	OG0001502	augustus_masked-scaffold_19-processed-gene-1.150-mRNA-1_1&gene=augustus_masked-scaffold_19-processed-gene-1.150&CDS=1-768	YLR441C
1503	OG0001503	augustus_masked-scaffold_19-processed-gene-1.129-mRNA-1_1&gene=augustus_masked-scaffold_19-processed-gene-1.129&CDS=1-594	YML064C
1504	OG0001504	augustus_masked-scaffold_19-processed-gene-1.151-mRNA-1_1&gene=augustus_masked-scaffold_19-processed-gene-1.151&CDS=1-2337	YML065W
1505	OG0001505	augustus_masked-scaffold_19-processed-gene-1.130-mRNA-1_1&gene=augustus_masked-scaffold_19-processed-gene-1.130&CDS=1-1419	YLR443W
1506	OG0001506	augustus_masked-scaffold_19-processed-gene-1.131-mRNA-1_1&gene=augustus_masked-scaffold_19-processed-gene-1.131&CDS=1-1683	YML066C
1507	OG0001507	genemark-scaffold_19-processed-gene-1.42-mRNA-1_1&gene=genemark-scaffold_19-processed-gene-1.42&CDS=1-576	YKL186C
1508	OG0001508	augustus_masked-scaffold_19-processed-gene-1.154-mRNA-1_1&gene=augustus_masked-scaffold_19-processed-gene-1.154&CDS=1-1935	YKL185W
1509	OG0001509	augustus_masked-scaffold_19-processed-gene-1.133-mRNA-1_1&gene=augustus_masked-scaffold_19-processed-gene-1.133&CDS=1-1434	YKL184W
1510	OG0001510	augustus_masked-scaffold_19-processed-gene-1.134-mRNA-1_1&gene=augustus_masked-scaffold_19-processed-gene-1.134&CDS=1-2022	YLR427W
1511	OG0001511	augustus_masked-scaffold_19-processed-gene-1.156-mRNA-1_1&gene=augustus_masked-scaffold_19-processed-gene-1.156&CDS=1-924	YOR077W
1512	OG0001512	maker-scaffold_19-augustus-gene-1.6-mRNA-1_1&gene=maker-scaffold_19-augustus-gene-1.6&CDS=1-414	YDR308C
1513	OG0001513	augustus_masked-scaffold_19-processed-gene-1.136-mRNA-1_1&gene=augustus_masked-scaffold_19-processed-gene-1.136&CDS=1-1197	YMR026C
1514	OG0001514	genemark-scaffold_19-processed-gene-1.48-mRNA-1_1&gene=genemark-scaffold_19-processed-gene-1.48&CDS=1-2016	YKL125W
1515	OG0001515	maker-scaffold_19-augustus-gene-1.10-mRNA-1_1&gene=maker-scaffold_19-augustus-gene-1.10&CDS=1-3240	YEL058W
1516	OG0001516	genemark-scaffold_19-processed-gene-1.52-mRNA-1_1&gene=genemark-scaffold_19-processed-gene-1.52&CDS=1-417	YGL087C
1517	OG0001517	augustus_masked-scaffold_19-processed-gene-1.140-mRNA-1_1&gene=augustus_masked-scaffold_19-processed-gene-1.140&CDS=1-2112	YGL086W
1518	OG0001518	maker-scaffold_19-augustus-gene-1.4-mRNA-1_1&gene=maker-scaffold_19-augustus-gene-1.4&CDS=1-1398	YNR001C
1519	OG0001519	augustus_masked-scaffold_19-processed-gene-1.142-mRNA-1_1&gene=augustus_masked-scaffold_19-processed-gene-1.142&CDS=1-1716	YLR259C
1520	OG0001520	genemark-scaffold_19-processed-gene-1.33-mRNA-1_1&gene=genemark-scaffold_19-processed-gene-1.33&CDS=1-1899	YPL263C
1521	OG0001521	augustus_masked-scaffold_19-processed-gene-1.163-mRNA-1_1&gene=augustus_masked-scaffold_19-processed-gene-1.163&CDS=1-963	YPL266W
1522	OG0001522	augustus_masked-scaffold_19-processed-gene-1.164-mRNA-1_1&gene=augustus_masked-scaffold_19-processed-gene-1.164&CDS=1-2265	YPL269W
1523	OG0001523	augustus_masked-scaffold_19-processed-gene-1.145-mRNA-1_1&gene=augustus_masked-scaffold_19-processed-gene-1.145&CDS=1-513	YML055W
1524	OG0001524	maker-scaffold_19-snap-gene-1.121-mRNA-1_1&gene=maker-scaffold_19-snap-gene-1.121&CDS=1-2634	YDR145W
1525	OG0001525	maker-scaffold_19-snap-gene-1.116-mRNA-1_1&gene=maker-scaffold_19-snap-gene-1.116&CDS=1-3615	YLR129W
1526	OG0001526	augustus_masked-scaffold_2-processed-gene-0.92-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-0.92&CDS=1-546	YKL069W
1527	OG0001527	augustus_masked-scaffold_2-processed-gene-0.95-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-0.95&CDS=1-3969	YBR127C
1528	OG0001528	maker-scaffold_2-snap-gene-0.47-mRNA-1_1&gene=maker-scaffold_2-snap-gene-0.47&CDS=1-2514	YBL032W
1529	OG0001529	augustus_masked-scaffold_2-processed-gene-0.98-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-0.98&CDS=1-1770	YHR048W
1530	OG0001530	augustus_masked-scaffold_2-processed-gene-0.113-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-0.113&CDS=1-744	YNL178W
1531	OG0001531	genemark-scaffold_2-processed-gene-0.23-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-0.23&CDS=1-1008	YGR062C
1532	OG0001532	augustus_masked-scaffold_2-processed-gene-0.100-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-0.100&CDS=1-354	YGR063C
1533	OG0001533	augustus_masked-scaffold_2-processed-gene-0.101-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-0.101&CDS=1-1347	YER043C
1534	OG0001534	augustus_masked-scaffold_2-processed-gene-0.102-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-0.102&CDS=1-1905	YGL227W
1535	OG0001535	augustus_masked-scaffold_2-processed-gene-0.103-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-0.103&CDS=1-2547	YGL233W
1536	OG0001536	augustus_masked-scaffold_2-processed-gene-0.116-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-0.116&CDS=1-564	YGL231C
1537	OG0001537	augustus_masked-scaffold_2-processed-gene-0.104-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-0.104&CDS=1-495	YBR167C
1538	OG0001538	genemark-scaffold_2-processed-gene-0.26-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-0.26&CDS=1-531	YPL108W
1539	OG0001539	augustus_masked-scaffold_2-processed-gene-0.119-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-0.119&CDS=1-1554	YKL100C
1540	OG0001540	augustus_masked-scaffold_2-processed-gene-0.106-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-0.106&CDS=1-1134	YCL055W
1541	OG0001541	augustus_masked-scaffold_2-processed-gene-0.122-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-0.122&CDS=1-810	YCL047C
1542	OG0001542	augustus_masked-scaffold_2-processed-gene-0.124-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-0.124&CDS=1-1395	YNL181W
1543	OG0001543	augustus_masked-scaffold_2-processed-gene-0.107-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-0.107&CDS=1-1434	YNL182C
1544	OG0001544	augustus_masked-scaffold_2-processed-gene-0.108-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-0.108&CDS=1-621	YDL213C
1545	OG0001545	snap_masked-scaffold_2-processed-gene-1.125-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-1.125&CDS=1-240	YDR525W-A
1546	OG0001546	maker-scaffold_2-snap-gene-1.114-mRNA-1_1&gene=maker-scaffold_2-snap-gene-1.114&CDS=1-3066	YCR053W
1547	OG0001547	maker-scaffold_2-augustus-gene-1.107-mRNA-1_1&gene=maker-scaffold_2-augustus-gene-1.107&CDS=1-1692	YEL056W
1548	OG0001548	augustus_masked-scaffold_2-processed-gene-1.8-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-1.8&CDS=1-1125	YNR021W
1549	OG0001549	genemark-scaffold_2-processed-gene-1.84-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-1.84&CDS=1-726	YNR022C
1550	OG0001550	augustus_masked-scaffold_2-processed-gene-1.30-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-1.30&CDS=1-816	YCR047C
1551	OG0001551	augustus_masked-scaffold_2-processed-gene-1.9-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-1.9&CDS=1-1527	YNR019W
1552	OG0001552	augustus_masked-scaffold_2-processed-gene-1.31-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-1.31&CDS=1-711	YNR020C
1553	OG0001553	augustus_masked-scaffold_2-processed-gene-1.10-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-1.10&CDS=1-645	YCR051W
1554	OG0001554	augustus_masked-scaffold_2-processed-gene-1.33-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-1.33&CDS=1-1041	YDR432W
1555	OG0001555	augustus_masked-scaffold_2-processed-gene-1.12-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-1.12&CDS=1-801	YDR428C
1556	OG0001556	augustus_masked-scaffold_2-processed-gene-1.34-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-1.34&CDS=1-825	YDR429C
1557	OG0001557	augustus_masked-scaffold_2-processed-gene-1.14-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-1.14&CDS=1-1035	YLR026C
1558	OG0001558	augustus_masked-scaffold_2-processed-gene-1.35-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-1.35&CDS=1-750	YNL010W
1559	OG0001559	genemark-scaffold_2-processed-gene-1.69-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-1.69&CDS=1-2649	YNL238W
1560	OG0001560	augustus_masked-scaffold_2-processed-gene-1.36-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-1.36&CDS=1-1515	YPL101W
1561	OG0001561	augustus_masked-scaffold_2-processed-gene-1.16-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-1.16&CDS=1-2592	YBR179C
1562	OG0001562	augustus_masked-scaffold_2-processed-gene-1.17-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-1.17&CDS=1-1005	YGR284C
1563	OG0001563	maker-scaffold_2-augustus-gene-1.110-mRNA-1_1&gene=maker-scaffold_2-augustus-gene-1.110&CDS=1-927	YGR282C
1564	OG0001564	augustus_masked-scaffold_2-processed-gene-1.39-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-1.39&CDS=1-2511	YPL190C
1565	OG0001565	augustus_masked-scaffold_2-processed-gene-1.19-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-1.19&CDS=1-1599	YBR103W
1566	OG0001566	augustus_masked-scaffold_2-processed-gene-1.42-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-1.42&CDS=1-1620	YGR046W
1567	OG0001567	genemark-scaffold_2-processed-gene-1.74-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-1.74&CDS=1-2175	YIL144W
1568	OG0001568	augustus_masked-scaffold_2-processed-gene-1.43-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-1.43&CDS=1-2607	YIL143C
1569	OG0001569	augustus_masked-scaffold_2-processed-gene-1.44-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-1.44&CDS=1-1245	YKR092C
1570	OG0001570	augustus_masked-scaffold_2-processed-gene-1.21-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-1.21&CDS=1-528	YDR328C
1571	OG0001571	augustus_masked-scaffold_2-processed-gene-1.23-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-1.23&CDS=1-549	YHR079C-A
1572	OG0001572	augustus_masked-scaffold_2-processed-gene-1.24-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-1.24&CDS=1-1272	YDR414C
1573	OG0001573	augustus_masked-scaffold_2-processed-gene-1.45-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-1.45&CDS=1-885	YDR412W
1574	OG0001574	augustus_masked-scaffold_2-processed-gene-1.25-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-1.25&CDS=1-1932	YDR419W
1575	OG0001575	maker-scaffold_2-snap-gene-1.121-mRNA-1_1&gene=maker-scaffold_2-snap-gene-1.121&CDS=1-5079	YOR187W
1576	OG0001576	augustus_masked-scaffold_2-processed-gene-1.50-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-1.50&CDS=1-567	YDR339C
1577	OG0001577	augustus_masked-scaffold_2-processed-gene-2.40-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-2.40&CDS=1-11271	YHR099W
1578	OG0001578	augustus_masked-scaffold_2-processed-gene-2.55-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-2.55&CDS=1-606	YHR100C
1579	OG0001579	genemark-scaffold_2-processed-gene-2.75-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-2.75&CDS=1-2811	YDR266C
1580	OG0001580	augustus_masked-scaffold_2-processed-gene-2.57-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-2.57&CDS=1-3384	YOR188W
1581	OG0001581	genemark-scaffold_2-processed-gene-2.93-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-2.93&CDS=1-2328	YER171W
1582	OG0001582	augustus_masked-scaffold_2-processed-gene-2.42-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-2.42&CDS=1-1188	YER178W
1583	OG0001583	genemark-scaffold_2-processed-gene-2.97-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-2.97&CDS=1-3747	YPL110C
1584	OG0001584	maker-scaffold_2-augustus-gene-2.37-mRNA-1_1&gene=maker-scaffold_2-augustus-gene-2.37&CDS=1-2061	YPL109C
1585	OG0001585	augustus_masked-scaffold_2-processed-gene-2.63-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-2.63&CDS=1-549	YBR164C
1586	OG0001586	augustus_masked-scaffold_2-processed-gene-2.64-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-2.64&CDS=1-1344	YBR166C
1587	OG0001587	augustus_masked-scaffold_2-processed-gene-2.43-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-2.43&CDS=1-1191	YPL028W
1588	OG0001588	augustus_masked-scaffold_2-processed-gene-2.44-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-2.44&CDS=1-894	YBL050W
1589	OG0001589	augustus_masked-scaffold_2-processed-gene-2.65-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-2.65&CDS=1-612	YHR089C
1590	OG0001590	augustus_masked-scaffold_2-processed-gene-2.66-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-2.66&CDS=1-2397	YML017W
1591	OG0001591	augustus_masked-scaffold_2-processed-gene-2.46-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-2.46&CDS=1-750	YDR437W
1592	OG0001592	augustus_masked-scaffold_2-processed-gene-2.47-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-2.47&CDS=1-1611	YPR088C
1593	OG0001593	augustus_masked-scaffold_2-processed-gene-2.48-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-2.48&CDS=1-615	YOR285W
1594	OG0001594	augustus_masked-scaffold_2-processed-gene-2.69-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-2.69&CDS=1-264	YNL138W-A
1595	OG0001595	augustus_masked-scaffold_2-processed-gene-2.50-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-2.50&CDS=1-5094	YNL139C
1596	OG0001596	augustus_masked-scaffold_2-processed-gene-2.70-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-2.70&CDS=1-1458	YOR059C
1597	OG0001597	augustus_masked-scaffold_2-processed-gene-2.52-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-2.52&CDS=1-1362	YMR220W
1598	OG0001598	augustus_masked-scaffold_2-processed-gene-2.53-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-2.53&CDS=1-1986	YBR203W
1599	OG0001599	augustus_masked-scaffold_2-processed-gene-2.71-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-2.71&CDS=1-432	YJR058C
1600	OG0001600	augustus_masked-scaffold_2-processed-gene-3.0-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-3.0&CDS=1-2499	YNL186W
1601	OG0001601	augustus_masked-scaffold_2-processed-gene-3.3-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-3.3&CDS=1-447	YNL185C
1602	OG0001602	augustus_masked-scaffold_2-processed-gene-3.4-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-3.4&CDS=1-1914	YCR088W
1603	OG0001603	augustus_masked-scaffold_2-processed-gene-3.2-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-3.2&CDS=1-1536	YJR006W
1604	OG0001604	augustus_masked-scaffold_2-processed-gene-3.5-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-3.5&CDS=1-2007	YGR171C
1605	OG0001605	augustus_masked-scaffold_2-processed-gene-3.6-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-3.6&CDS=1-2679	YNL218W
1606	OG0001606	augustus_masked-scaffold_2-processed-gene-3.8-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-3.8&CDS=1-990	YKL087C
