	OrthologID	Saccharomyces_cerevisiae	yHMPu5000035022_Candida_emberorum
1720	OG0001720	YHR038W	genemark-NODE_19_length_310056_cov_16.1103_ID_37-processed-gene-0.47-mRNA-1_1&gene=genemark-NODE_19_length_310056_cov_16.1103_ID_37-processed-gene-0.47&CDS=1-738
1721	OG0001721	YHR039C	augustus_masked-NODE_5_length_904875_cov_16.44_ID_9-processed-gene-4.104-mRNA-1_1&gene=augustus_masked-NODE_5_length_904875_cov_16.44_ID_9-processed-gene-4.104&CDS=1-1842
1722	OG0001722	YHR039C-A	genemark-NODE_5_length_904875_cov_16.44_ID_9-processed-gene-4.30-mRNA-1_1&gene=genemark-NODE_5_length_904875_cov_16.44_ID_9-processed-gene-4.30&CDS=1-339
1723	OG0001723	YHR041C	genemark-NODE_9_length_515618_cov_16.019_ID_17-processed-gene-3.57-mRNA-1_1&gene=genemark-NODE_9_length_515618_cov_16.019_ID_17-processed-gene-3.57&CDS=1-690
1724	OG0001724	YHR042W	genemark-NODE_2_length_1087163_cov_17.8293_ID_3-processed-gene-2.88-mRNA-1_1&gene=genemark-NODE_2_length_1087163_cov_17.8293_ID_3-processed-gene-2.88&CDS=1-2034
1725	OG0001725	YHR045W	genemark-NODE_2_length_1087163_cov_17.8293_ID_3-processed-gene-4.0-mRNA-1_1&gene=genemark-NODE_2_length_1087163_cov_17.8293_ID_3-processed-gene-4.0&CDS=1-1605
1726	OG0001726	YHR049W	genemark-NODE_7_length_860677_cov_18.1149_ID_13-processed-gene-5.99-mRNA-1_1&gene=genemark-NODE_7_length_860677_cov_18.1149_ID_13-processed-gene-5.99&CDS=1-753
1727	OG0001727	YHR051W	genemark-NODE_2_length_1087163_cov_17.8293_ID_3-processed-gene-9.140-mRNA-1_1&gene=genemark-NODE_2_length_1087163_cov_17.8293_ID_3-processed-gene-9.140&CDS=1-432
1728	OG0001728	YHR052W	genemark-NODE_10_length_510655_cov_18.7954_ID_19-processed-gene-1.110-mRNA-1_1&gene=genemark-NODE_10_length_510655_cov_18.7954_ID_19-processed-gene-1.110&CDS=1-1128
1729	OG0001729	YHR058C	genemark-NODE_13_length_452004_cov_15.9803_ID_25-processed-gene-1.90-mRNA-1_1&gene=genemark-NODE_13_length_452004_cov_15.9803_ID_25-processed-gene-1.90&CDS=1-801
1730	OG0001730	YHR059W	genemark-NODE_1_length_1097105_cov_18.1395_ID_1-processed-gene-8.42-mRNA-1_1&gene=genemark-NODE_1_length_1097105_cov_18.1395_ID_1-processed-gene-8.42&CDS=1-507
1731	OG0001731	YHR062C	genemark-NODE_15_length_426850_cov_21.9543_ID_29-processed-gene-1.48-mRNA-1_1&gene=genemark-NODE_15_length_426850_cov_21.9543_ID_29-processed-gene-1.48&CDS=1-879
1732	OG0001732	YHR063C	genemark-NODE_2_length_1087163_cov_17.8293_ID_3-processed-gene-4.21-mRNA-1_1&gene=genemark-NODE_2_length_1087163_cov_17.8293_ID_3-processed-gene-4.21&CDS=1-1041
1733	OG0001733	YHR064C	genemark-NODE_9_length_515618_cov_16.019_ID_17-processed-gene-2.72-mRNA-1_1&gene=genemark-NODE_9_length_515618_cov_16.019_ID_17-processed-gene-2.72&CDS=1-1638
1734	OG0001734	YHR065C	genemark-NODE_22_length_175075_cov_17.2294_ID_43-processed-gene-0.51-mRNA-1_1&gene=genemark-NODE_22_length_175075_cov_17.2294_ID_43-processed-gene-0.51&CDS=1-1434
1735	OG0001735	YHR068W	genemark-NODE_18_length_340110_cov_19.9439_ID_35-processed-gene-1.96-mRNA-1_1&gene=genemark-NODE_18_length_340110_cov_19.9439_ID_35-processed-gene-1.96&CDS=1-1128
1736	OG0001736	YHR069C	genemark-NODE_11_length_491709_cov_15.873_ID_21-processed-gene-2.12-mRNA-1_1&gene=genemark-NODE_11_length_491709_cov_15.873_ID_21-processed-gene-2.12&CDS=1-1005
1737	OG0001737	YHR070W	snap_masked-NODE_11_length_491709_cov_15.873_ID_21-processed-gene-2.84-mRNA-1_1&gene=snap_masked-NODE_11_length_491709_cov_15.873_ID_21-processed-gene-2.84&CDS=1-1428
1738	OG0001738	YHR072W	genemark-NODE_11_length_491709_cov_15.873_ID_21-processed-gene-1.79-mRNA-1_1&gene=genemark-NODE_11_length_491709_cov_15.873_ID_21-processed-gene-1.79&CDS=1-2178
1739	OG0001739	YHR072W-A	snap_masked-NODE_15_length_426850_cov_21.9543_ID_29-processed-gene-3.82-mRNA-1_1&gene=snap_masked-NODE_15_length_426850_cov_21.9543_ID_29-processed-gene-3.82&CDS=1-177
1740	OG0001740	YHR073W	genemark-NODE_5_length_904875_cov_16.44_ID_9-processed-gene-3.63-mRNA-1_1&gene=genemark-NODE_5_length_904875_cov_16.44_ID_9-processed-gene-3.63&CDS=1-2607
1741	OG0001741	YHR074W	genemark-NODE_17_length_370782_cov_16.0799_ID_33-processed-gene-2.68-mRNA-1_1&gene=genemark-NODE_17_length_370782_cov_16.0799_ID_33-processed-gene-2.68&CDS=1-2139
1742	OG0001742	YHR075C	genemark-NODE_17_length_370782_cov_16.0799_ID_33-processed-gene-2.30-mRNA-1_1&gene=genemark-NODE_17_length_370782_cov_16.0799_ID_33-processed-gene-2.30&CDS=1-1161
1743	OG0001743	YHR076W	augustus_masked-NODE_12_length_467700_cov_19.8081_ID_23-processed-gene-0.94-mRNA-1_1&gene=augustus_masked-NODE_12_length_467700_cov_19.8081_ID_23-processed-gene-0.94&CDS=1-1119
1744	OG0001744	YHR077C	genemark-NODE_2_length_1087163_cov_17.8293_ID_3-processed-gene-9.104-mRNA-1_1&gene=genemark-NODE_2_length_1087163_cov_17.8293_ID_3-processed-gene-9.104&CDS=1-3123
1745	OG0001745	YHR078W	genemark-NODE_2_length_1087163_cov_17.8293_ID_3-processed-gene-8.76-mRNA-1_1&gene=genemark-NODE_2_length_1087163_cov_17.8293_ID_3-processed-gene-8.76&CDS=1-1962
1746	OG0001746	YHR079C	augustus_masked-NODE_1_length_1097105_cov_18.1395_ID_1-processed-gene-9.207-mRNA-1_1&gene=augustus_masked-NODE_1_length_1097105_cov_18.1395_ID_1-processed-gene-9.207&CDS=1-3426
1747	OG0001747	YHR079C-A	genemark-NODE_1_length_1097105_cov_18.1395_ID_1-processed-gene-9.126-mRNA-1_1&gene=genemark-NODE_1_length_1097105_cov_18.1395_ID_1-processed-gene-9.126&CDS=1-540
1748	OG0001748	YHR081W	genemark-NODE_1_length_1097105_cov_18.1395_ID_1-processed-gene-9.89-mRNA-1_1&gene=genemark-NODE_1_length_1097105_cov_18.1395_ID_1-processed-gene-9.89&CDS=1-558
1749	OG0001749	YHR083W	genemark-NODE_1_length_1097105_cov_18.1395_ID_1-processed-gene-9.156-mRNA-1_1&gene=genemark-NODE_1_length_1097105_cov_18.1395_ID_1-processed-gene-9.156&CDS=1-831
1750	OG0001750	YHR084W	genemark-NODE_1_length_1097105_cov_18.1395_ID_1-processed-gene-9.94-mRNA-1_1&gene=genemark-NODE_1_length_1097105_cov_18.1395_ID_1-processed-gene-9.94&CDS=1-1710
1751	OG0001751	YHR085W	genemark-NODE_19_length_310056_cov_16.1103_ID_37-processed-gene-0.46-mRNA-1_1&gene=genemark-NODE_19_length_310056_cov_16.1103_ID_37-processed-gene-0.46&CDS=1-1086
1752	OG0001752	YHR086W	snap_masked-NODE_5_length_904875_cov_16.44_ID_9-processed-gene-4.58-mRNA-1_1&gene=snap_masked-NODE_5_length_904875_cov_16.44_ID_9-processed-gene-4.58&CDS=1-1395
1753	OG0001753	YHR087W	genemark-NODE_5_length_904875_cov_16.44_ID_9-processed-gene-4.10-mRNA-1_1&gene=genemark-NODE_5_length_904875_cov_16.44_ID_9-processed-gene-4.10&CDS=1-342
1754	OG0001754	YHR088W	genemark-NODE_2_length_1087163_cov_17.8293_ID_3-processed-gene-1.69-mRNA-1_1&gene=genemark-NODE_2_length_1087163_cov_17.8293_ID_3-processed-gene-1.69&CDS=1-888
1755	OG0001755	YHR089C	genemark-NODE_8_length_602038_cov_19.6922_ID_15-processed-gene-3.88-mRNA-1_1&gene=genemark-NODE_8_length_602038_cov_19.6922_ID_15-processed-gene-3.88&CDS=1-609
1756	OG0001756	YHR098C	genemark-NODE_10_length_510655_cov_18.7954_ID_19-processed-gene-2.12-mRNA-1_1&gene=genemark-NODE_10_length_510655_cov_18.7954_ID_19-processed-gene-2.12&CDS=1-3063
1757	OG0001757	YHR099W	snap_masked-NODE_10_length_510655_cov_18.7954_ID_19-processed-gene-0.24-mRNA-1_1&gene=snap_masked-NODE_10_length_510655_cov_18.7954_ID_19-processed-gene-0.24&CDS=1-11283
1758	OG0001758	YHR100C	genemark-NODE_5_length_904875_cov_16.44_ID_9-processed-gene-2.97-mRNA-1_1&gene=genemark-NODE_5_length_904875_cov_16.44_ID_9-processed-gene-2.97&CDS=1-633
1759	OG0001759	YHR101C	genemark-NODE_21_length_224016_cov_16.4866_ID_41-processed-gene-0.36-mRNA-1_1&gene=genemark-NODE_21_length_224016_cov_16.4866_ID_41-processed-gene-0.36&CDS=1-966
1760	OG0001760	YHR104W	genemark-NODE_4_length_917787_cov_18.057_ID_7-processed-gene-1.56-mRNA-1_1&gene=genemark-NODE_4_length_917787_cov_18.057_ID_7-processed-gene-1.56&CDS=1-951
1761	OG0001761	YHR107C	genemark-NODE_15_length_426850_cov_21.9543_ID_29-processed-gene-1.84-mRNA-1_1&gene=genemark-NODE_15_length_426850_cov_21.9543_ID_29-processed-gene-1.84&CDS=1-1179
1762	OG0001762	YHR108W	maker-NODE_15_length_426850_cov_21.9543_ID_29-augustus-gene-1.145-mRNA-1_1&gene=maker-NODE_15_length_426850_cov_21.9543_ID_29-augustus-gene-1.145&CDS=1-1710
1763	OG0001763	YHR111W	genemark-NODE_21_length_224016_cov_16.4866_ID_41-processed-gene-0.39-mRNA-1_1&gene=genemark-NODE_21_length_224016_cov_16.4866_ID_41-processed-gene-0.39&CDS=1-1947
1764	OG0001764	YHR112C	augustus_masked-NODE_10_length_510655_cov_18.7954_ID_19-processed-gene-4.117-mRNA-1_1&gene=augustus_masked-NODE_10_length_510655_cov_18.7954_ID_19-processed-gene-4.117&CDS=1-2124
1765	OG0001765	YHR113W	augustus_masked-NODE_21_length_224016_cov_16.4866_ID_41-processed-gene-0.107-mRNA-1_1&gene=augustus_masked-NODE_21_length_224016_cov_16.4866_ID_41-processed-gene-0.107&CDS=1-1467
1766	OG0001766	YHR114W	genemark-NODE_3_length_1003618_cov_17.3652_ID_5-processed-gene-0.45-mRNA-1_1&gene=genemark-NODE_3_length_1003618_cov_17.3652_ID_5-processed-gene-0.45&CDS=1-1788
1767	OG0001767	YHR116W	genemark-NODE_24_length_102578_cov_15.4617_ID_47-processed-gene-0.104-mRNA-1_1&gene=genemark-NODE_24_length_102578_cov_15.4617_ID_47-processed-gene-0.104&CDS=1-396
1768	OG0001768	YHR117W	genemark-NODE_7_length_860677_cov_18.1149_ID_13-processed-gene-7.30-mRNA-1_1&gene=genemark-NODE_7_length_860677_cov_18.1149_ID_13-processed-gene-7.30&CDS=1-1794
1769	OG0001769	YHR118C	genemark-NODE_6_length_870134_cov_17.5615_ID_11-processed-gene-1.49-mRNA-1_1&gene=genemark-NODE_6_length_870134_cov_17.5615_ID_11-processed-gene-1.49&CDS=1-1167
1770	OG0001770	YHR119W	genemark-NODE_6_length_870134_cov_17.5615_ID_11-processed-gene-1.30-mRNA-1_1&gene=genemark-NODE_6_length_870134_cov_17.5615_ID_11-processed-gene-1.30&CDS=1-3183
1771	OG0001771	YHR120W	genemark-NODE_19_length_310056_cov_16.1103_ID_37-processed-gene-0.79-mRNA-1_1&gene=genemark-NODE_19_length_310056_cov_16.1103_ID_37-processed-gene-0.79&CDS=1-2898
1772	OG0001772	YHR122W	genemark-NODE_7_length_860677_cov_18.1149_ID_13-processed-gene-7.62-mRNA-1_1&gene=genemark-NODE_7_length_860677_cov_18.1149_ID_13-processed-gene-7.62&CDS=1-663
1773	OG0001773	YHR123W	genemark-NODE_7_length_860677_cov_18.1149_ID_13-processed-gene-7.65-mRNA-1_1&gene=genemark-NODE_7_length_860677_cov_18.1149_ID_13-processed-gene-7.65&CDS=1-1182
1774	OG0001774	YHR128W	genemark-NODE_12_length_467700_cov_19.8081_ID_23-processed-gene-3.241-mRNA-1_1&gene=genemark-NODE_12_length_467700_cov_19.8081_ID_23-processed-gene-3.241&CDS=1-654
1775	OG0001775	YHR132C	genemark-NODE_18_length_340110_cov_19.9439_ID_35-processed-gene-2.119-mRNA-1_1&gene=genemark-NODE_18_length_340110_cov_19.9439_ID_35-processed-gene-2.119&CDS=1-1440
1776	OG0001776	YHR134W	genemark-NODE_18_length_340110_cov_19.9439_ID_35-processed-gene-2.113-mRNA-1_1&gene=genemark-NODE_18_length_340110_cov_19.9439_ID_35-processed-gene-2.113&CDS=1-1371
1777	OG0001777	YHR137W	genemark-NODE_23_length_112151_cov_16.352_ID_45-processed-gene-0.56-mRNA-1_1&gene=genemark-NODE_23_length_112151_cov_16.352_ID_45-processed-gene-0.56&CDS=1-1473
1778	OG0001778	YHR140W	maker-NODE_4_length_917787_cov_18.057_ID_7-augustus-gene-8.5-mRNA-1_1&gene=maker-NODE_4_length_917787_cov_18.057_ID_7-augustus-gene-8.5&CDS=1-2049
1779	OG0001779	YHR142W	genemark-NODE_3_length_1003618_cov_17.3652_ID_5-processed-gene-4.121-mRNA-1_1&gene=genemark-NODE_3_length_1003618_cov_17.3652_ID_5-processed-gene-4.121&CDS=1-924
1780	OG0001780	YHR143W-A	snap_masked-NODE_8_length_602038_cov_19.6922_ID_15-processed-gene-2.90-mRNA-1_1&gene=snap_masked-NODE_8_length_602038_cov_19.6922_ID_15-processed-gene-2.90&CDS=1-219
1781	OG0001781	YHR144C	genemark-NODE_8_length_602038_cov_19.6922_ID_15-processed-gene-2.124-mRNA-1_1&gene=genemark-NODE_8_length_602038_cov_19.6922_ID_15-processed-gene-2.124&CDS=1-1002
1782	OG0001782	YHR147C	genemark-NODE_11_length_491709_cov_15.873_ID_21-processed-gene-3.78-mRNA-1_1&gene=genemark-NODE_11_length_491709_cov_15.873_ID_21-processed-gene-3.78&CDS=1-660
1783	OG0001783	YHR148W	genemark-NODE_11_length_491709_cov_15.873_ID_21-processed-gene-3.115-mRNA-1_1&gene=genemark-NODE_11_length_491709_cov_15.873_ID_21-processed-gene-3.115&CDS=1-549
1784	OG0001784	YHR150W	genemark-NODE_2_length_1087163_cov_17.8293_ID_3-processed-gene-4.17-mRNA-1_1&gene=genemark-NODE_2_length_1087163_cov_17.8293_ID_3-processed-gene-4.17&CDS=1-1611
1785	OG0001785	YHR151C	genemark-NODE_2_length_1087163_cov_17.8293_ID_3-processed-gene-9.96-mRNA-1_1&gene=genemark-NODE_2_length_1087163_cov_17.8293_ID_3-processed-gene-9.96&CDS=1-1704
1786	OG0001786	YHR154W	genemark-NODE_17_length_370782_cov_16.0799_ID_33-processed-gene-2.60-mRNA-1_1&gene=genemark-NODE_17_length_370782_cov_16.0799_ID_33-processed-gene-2.60&CDS=1-2517
1787	OG0001787	YHR156C	genemark-NODE_14_length_432756_cov_16.3425_ID_27-processed-gene-3.41-mRNA-1_1&gene=genemark-NODE_14_length_432756_cov_16.3425_ID_27-processed-gene-3.41&CDS=1-1320
1788	OG0001788	YHR159W	snap_masked-NODE_9_length_515618_cov_16.019_ID_17-processed-gene-3.114-mRNA-1_1&gene=snap_masked-NODE_9_length_515618_cov_16.019_ID_17-processed-gene-3.114&CDS=1-1401
1789	OG0001789	YHR164C	snap_masked-NODE_1_length_1097105_cov_18.1395_ID_1-processed-gene-0.50-mRNA-1_1&gene=snap_masked-NODE_1_length_1097105_cov_18.1395_ID_1-processed-gene-0.50&CDS=1-4299
1790	OG0001790	YHR165C	maker-NODE_5_length_904875_cov_16.44_ID_9-snap-gene-6.107-mRNA-1_1&gene=maker-NODE_5_length_904875_cov_16.44_ID_9-snap-gene-6.107&CDS=1-7194
1791	OG0001791	YHR166C	genemark-NODE_5_length_904875_cov_16.44_ID_9-processed-gene-6.22-mRNA-1_1&gene=genemark-NODE_5_length_904875_cov_16.44_ID_9-processed-gene-6.22&CDS=1-1581
1792	OG0001792	YHR168W	genemark-NODE_19_length_310056_cov_16.1103_ID_37-processed-gene-2.48-mRNA-1_1&gene=genemark-NODE_19_length_310056_cov_16.1103_ID_37-processed-gene-2.48&CDS=1-1659
1793	OG0001793	YHR169W	genemark-NODE_19_length_310056_cov_16.1103_ID_37-processed-gene-2.25-mRNA-1_1&gene=genemark-NODE_19_length_310056_cov_16.1103_ID_37-processed-gene-2.25&CDS=1-1344
1794	OG0001794	YHR170W	genemark-NODE_14_length_432756_cov_16.3425_ID_27-processed-gene-3.24-mRNA-1_1&gene=genemark-NODE_14_length_432756_cov_16.3425_ID_27-processed-gene-3.24&CDS=1-1539
1795	OG0001795	YHR171W	genemark-NODE_14_length_432756_cov_16.3425_ID_27-processed-gene-3.25-mRNA-1_1&gene=genemark-NODE_14_length_432756_cov_16.3425_ID_27-processed-gene-3.25&CDS=1-1887
1796	OG0001796	YHR172W	genemark-NODE_14_length_432756_cov_16.3425_ID_27-processed-gene-3.26-mRNA-1_1&gene=genemark-NODE_14_length_432756_cov_16.3425_ID_27-processed-gene-3.26&CDS=1-2592
1797	OG0001797	YHR183W	genemark-NODE_1_length_1097105_cov_18.1395_ID_1-processed-gene-4.65-mRNA-1_1&gene=genemark-NODE_1_length_1097105_cov_18.1395_ID_1-processed-gene-4.65&CDS=1-1533
1798	OG0001798	YHR186C	snap_masked-NODE_23_length_112151_cov_16.352_ID_45-processed-gene-0.43-mRNA-1_1&gene=snap_masked-NODE_23_length_112151_cov_16.352_ID_45-processed-gene-0.43&CDS=1-4398
1799	OG0001799	YHR187W	genemark-NODE_2_length_1087163_cov_17.8293_ID_3-processed-gene-2.87-mRNA-1_1&gene=genemark-NODE_2_length_1087163_cov_17.8293_ID_3-processed-gene-2.87&CDS=1-882
1800	OG0001800	YHR188C	genemark-NODE_2_length_1087163_cov_17.8293_ID_3-processed-gene-2.91-mRNA-1_1&gene=genemark-NODE_2_length_1087163_cov_17.8293_ID_3-processed-gene-2.91&CDS=1-1809
1801	OG0001801	YHR189W	augustus_masked-NODE_5_length_904875_cov_16.44_ID_9-processed-gene-5.39-mRNA-1_1&gene=augustus_masked-NODE_5_length_904875_cov_16.44_ID_9-processed-gene-5.39&CDS=1-1191
1802	OG0001802	YHR190W	genemark-NODE_22_length_175075_cov_17.2294_ID_43-processed-gene-0.32-mRNA-1_1&gene=genemark-NODE_22_length_175075_cov_17.2294_ID_43-processed-gene-0.32&CDS=1-1341
1803	OG0001803	YHR191C	genemark-NODE_7_length_860677_cov_18.1149_ID_13-processed-gene-2.55-mRNA-1_1&gene=genemark-NODE_7_length_860677_cov_18.1149_ID_13-processed-gene-2.55&CDS=1-444
1804	OG0001804	YHR193C	genemark-NODE_21_length_224016_cov_16.4866_ID_41-processed-gene-1.152-mRNA-1_1&gene=genemark-NODE_21_length_224016_cov_16.4866_ID_41-processed-gene-1.152&CDS=1-525
1805	OG0001805	YHR194W	genemark-NODE_7_length_860677_cov_18.1149_ID_13-processed-gene-3.111-mRNA-1_1&gene=genemark-NODE_7_length_860677_cov_18.1149_ID_13-processed-gene-3.111&CDS=1-1878
1806	OG0001806	YHR196W	genemark-NODE_7_length_860677_cov_18.1149_ID_13-processed-gene-5.95-mRNA-1_1&gene=genemark-NODE_7_length_860677_cov_18.1149_ID_13-processed-gene-5.95&CDS=1-1758
1807	OG0001807	YHR200W	genemark-NODE_7_length_860677_cov_18.1149_ID_13-processed-gene-6.46-mRNA-1_1&gene=genemark-NODE_7_length_860677_cov_18.1149_ID_13-processed-gene-6.46&CDS=1-828
1808	OG0001808	YHR201C	genemark-NODE_7_length_860677_cov_18.1149_ID_13-processed-gene-6.71-mRNA-1_1&gene=genemark-NODE_7_length_860677_cov_18.1149_ID_13-processed-gene-6.71&CDS=1-1212
1809	OG0001809	YHR205W	genemark-NODE_14_length_432756_cov_16.3425_ID_27-processed-gene-0.90-mRNA-1_1&gene=genemark-NODE_14_length_432756_cov_16.3425_ID_27-processed-gene-0.90&CDS=1-2412
1810	OG0001810	YHR206W	genemark-NODE_4_length_917787_cov_18.057_ID_7-processed-gene-8.116-mRNA-1_1&gene=genemark-NODE_4_length_917787_cov_18.057_ID_7-processed-gene-8.116&CDS=1-1569
1811	OG0001811	YHR207C	genemark-NODE_12_length_467700_cov_19.8081_ID_23-processed-gene-2.84-mRNA-1_1&gene=genemark-NODE_12_length_467700_cov_19.8081_ID_23-processed-gene-2.84&CDS=1-1428
1812	OG0001812	YIL001W	genemark-NODE_14_length_432756_cov_16.3425_ID_27-processed-gene-1.153-mRNA-1_1&gene=genemark-NODE_14_length_432756_cov_16.3425_ID_27-processed-gene-1.153&CDS=1-1833
1813	OG0001813	YIL003W	genemark-NODE_20_length_277875_cov_15.9968_ID_39-processed-gene-1.68-mRNA-1_1&gene=genemark-NODE_20_length_277875_cov_15.9968_ID_39-processed-gene-1.68&CDS=1-885
1814	OG0001814	YIL004C	genemark-NODE_20_length_277875_cov_15.9968_ID_39-processed-gene-1.32-mRNA-1_1&gene=genemark-NODE_20_length_277875_cov_15.9968_ID_39-processed-gene-1.32&CDS=1-426
1815	OG0001815	YIL007C	genemark-NODE_3_length_1003618_cov_17.3652_ID_5-processed-gene-6.50-mRNA-1_1&gene=genemark-NODE_3_length_1003618_cov_17.3652_ID_5-processed-gene-6.50&CDS=1-693
1816	OG0001816	YIL008W	genemark-NODE_3_length_1003618_cov_17.3652_ID_5-processed-gene-6.56-mRNA-1_1&gene=genemark-NODE_3_length_1003618_cov_17.3652_ID_5-processed-gene-6.56&CDS=1-303
1817	OG0001817	YIL010W	genemark-NODE_3_length_1003618_cov_17.3652_ID_5-processed-gene-2.54-mRNA-1_1&gene=genemark-NODE_3_length_1003618_cov_17.3652_ID_5-processed-gene-2.54&CDS=1-669
1818	OG0001818	YIL019W	genemark-NODE_23_length_112151_cov_16.352_ID_45-processed-gene-0.72-mRNA-1_1&gene=genemark-NODE_23_length_112151_cov_16.352_ID_45-processed-gene-0.72&CDS=1-1032
1819	OG0001819	YIL020C	genemark-NODE_23_length_112151_cov_16.352_ID_45-processed-gene-0.51-mRNA-1_1&gene=genemark-NODE_23_length_112151_cov_16.352_ID_45-processed-gene-0.51&CDS=1-831
1820	OG0001820	YIL021W	genemark-NODE_23_length_112151_cov_16.352_ID_45-processed-gene-0.73-mRNA-1_1&gene=genemark-NODE_23_length_112151_cov_16.352_ID_45-processed-gene-0.73&CDS=1-930
1821	OG0001821	YIL026C	snap_masked-NODE_8_length_602038_cov_19.6922_ID_15-processed-gene-2.76-mRNA-1_1&gene=snap_masked-NODE_8_length_602038_cov_19.6922_ID_15-processed-gene-2.76&CDS=1-3639
1822	OG0001822	YIL027C	genemark-NODE_7_length_860677_cov_18.1149_ID_13-processed-gene-7.18-mRNA-1_1&gene=genemark-NODE_7_length_860677_cov_18.1149_ID_13-processed-gene-7.18&CDS=1-426
1823	OG0001823	YIL030C	snap_masked-NODE_12_length_467700_cov_19.8081_ID_23-processed-gene-2.134-mRNA-1_1&gene=snap_masked-NODE_12_length_467700_cov_19.8081_ID_23-processed-gene-2.134&CDS=1-3408
1824	OG0001824	YIL031W	genemark-NODE_3_length_1003618_cov_17.3652_ID_5-processed-gene-2.60-mRNA-1_1&gene=genemark-NODE_3_length_1003618_cov_17.3652_ID_5-processed-gene-2.60&CDS=1-2619
1825	OG0001825	YIL033C	genemark-NODE_16_length_412327_cov_20.647_ID_31-processed-gene-3.95-mRNA-1_1&gene=genemark-NODE_16_length_412327_cov_20.647_ID_31-processed-gene-3.95&CDS=1-1401
1826	OG0001826	YIL034C	genemark-NODE_9_length_515618_cov_16.019_ID_17-processed-gene-3.55-mRNA-1_1&gene=genemark-NODE_9_length_515618_cov_16.019_ID_17-processed-gene-3.55&CDS=1-855
1827	OG0001827	YIL039W	genemark-NODE_3_length_1003618_cov_17.3652_ID_5-processed-gene-2.74-mRNA-1_1&gene=genemark-NODE_3_length_1003618_cov_17.3652_ID_5-processed-gene-2.74&CDS=1-1425
1828	OG0001828	YIL041W	genemark-NODE_23_length_112151_cov_16.352_ID_45-processed-gene-0.57-mRNA-1_1&gene=genemark-NODE_23_length_112151_cov_16.352_ID_45-processed-gene-0.57&CDS=1-963
1829	OG0001829	YIL042C	genemark-NODE_11_length_491709_cov_15.873_ID_21-processed-gene-3.119-mRNA-1_1&gene=genemark-NODE_11_length_491709_cov_15.873_ID_21-processed-gene-3.119&CDS=1-1326
1830	OG0001830	YIL043C	genemark-NODE_23_length_112151_cov_16.352_ID_45-processed-gene-0.59-mRNA-1_1&gene=genemark-NODE_23_length_112151_cov_16.352_ID_45-processed-gene-0.59&CDS=1-852
1831	OG0001831	YIL044C	genemark-NODE_20_length_277875_cov_15.9968_ID_39-processed-gene-1.26-mRNA-1_1&gene=genemark-NODE_20_length_277875_cov_15.9968_ID_39-processed-gene-1.26&CDS=1-1182
1832	OG0001832	YIL046W	genemark-NODE_1_length_1097105_cov_18.1395_ID_1-processed-gene-6.63-mRNA-1_1&gene=genemark-NODE_1_length_1097105_cov_18.1395_ID_1-processed-gene-6.63&CDS=1-2103
1833	OG0001833	YIL047C	genemark-NODE_7_length_860677_cov_18.1149_ID_13-processed-gene-1.56-mRNA-1_1&gene=genemark-NODE_7_length_860677_cov_18.1149_ID_13-processed-gene-1.56&CDS=1-2670
1834	OG0001834	YIL048W	genemark-NODE_7_length_860677_cov_18.1149_ID_13-processed-gene-1.71-mRNA-1_1&gene=genemark-NODE_7_length_860677_cov_18.1149_ID_13-processed-gene-1.71&CDS=1-3498
1835	OG0001835	YIL049W	maker-NODE_31_length_26603_cov_15.9554_ID_61-snap-gene-0.35-mRNA-1_1&gene=maker-NODE_31_length_26603_cov_15.9554_ID_61-snap-gene-0.35&CDS=1-2148
1836	OG0001836	YIL061C	genemark-NODE_17_length_370782_cov_16.0799_ID_33-processed-gene-1.99-mRNA-1_1&gene=genemark-NODE_17_length_370782_cov_16.0799_ID_33-processed-gene-1.99&CDS=1-813
1837	OG0001837	YIL062C	genemark-NODE_5_length_904875_cov_16.44_ID_9-processed-gene-7.63-mRNA-1_1&gene=genemark-NODE_5_length_904875_cov_16.44_ID_9-processed-gene-7.63&CDS=1-456
1838	OG0001838	YIL063C	genemark-NODE_17_length_370782_cov_16.0799_ID_33-processed-gene-1.98-mRNA-1_1&gene=genemark-NODE_17_length_370782_cov_16.0799_ID_33-processed-gene-1.98&CDS=1-1173
1839	OG0001839	YIL064W	maker-NODE_17_length_370782_cov_16.0799_ID_33-snap-gene-1.0-mRNA-1_1&gene=maker-NODE_17_length_370782_cov_16.0799_ID_33-snap-gene-1.0&CDS=1-747
1840	OG0001840	YIL065C	genemark-NODE_5_length_904875_cov_16.44_ID_9-processed-gene-8.105-mRNA-1_1&gene=genemark-NODE_5_length_904875_cov_16.44_ID_9-processed-gene-8.105&CDS=1-459
1841	OG0001841	YIL067C	augustus_masked-NODE_1_length_1097105_cov_18.1395_ID_1-processed-gene-1.24-mRNA-1_1&gene=augustus_masked-NODE_1_length_1097105_cov_18.1395_ID_1-processed-gene-1.24&CDS=1-4308
1842	OG0001842	YIL068C	genemark-NODE_1_length_1097105_cov_18.1395_ID_1-processed-gene-2.89-mRNA-1_1&gene=genemark-NODE_1_length_1097105_cov_18.1395_ID_1-processed-gene-2.89&CDS=1-2547
1843	OG0001843	YIL070C	maker-NODE_16_length_412327_cov_20.647_ID_31-snap-gene-3.125-mRNA-1_1&gene=maker-NODE_16_length_412327_cov_20.647_ID_31-snap-gene-3.125&CDS=1-1020
