	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034673_Blastobotrys_nivea
1084	OG0001084	YDR434W	genemark-NODE_1119_length_3886_cov_3.31663_ID_2237-processed-gene-0.10-mRNA-1_1&gene=genemark-NODE_1119_length_3886_cov_3.31663_ID_2237-processed-gene-0.10&CDS=1-1026
1085	OG0001085	YDR435C	augustus_masked-NODE_948_length_4235_cov_3.11746_ID_1895-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-NODE_948_length_4235_cov_3.11746_ID_1895-processed-gene-0.0&CDS=1-960
1086	OG0001086	YDR440W	augustus_masked-NODE_1118_length_3887_cov_3.57777_ID_2235-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-NODE_1118_length_3887_cov_3.57777_ID_2235-processed-gene-0.8&CDS=1-1395
1087	OG0001087	YDR443C	augustus_masked-NODE_725_length_4679_cov_3.2686_ID_1449-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-NODE_725_length_4679_cov_3.2686_ID_1449-processed-gene-0.1&CDS=1-3453
1088	OG0001088	YDR448W	maker-NODE_1047_length_4025_cov_3.68564_ID_2093-augustus-gene-0.7-mRNA-1_1&gene=maker-NODE_1047_length_4025_cov_3.68564_ID_2093-augustus-gene-0.7&CDS=1-1476
1089	OG0001089	YDR449C	maker-NODE_4755_length_1014_cov_2.71429_ID_9509-augustus-gene-0.0-mRNA-1_1&gene=maker-NODE_4755_length_1014_cov_2.71429_ID_9509-augustus-gene-0.0&CDS=1-696
1090	OG0001090	YDR454C	maker-NODE_11_length_14599_cov_3.91178_ID_21-augustus-gene-0.11-mRNA-1_1&gene=maker-NODE_11_length_14599_cov_3.91178_ID_21-augustus-gene-0.11&CDS=1-561
1091	OG0001091	YDR456W	augustus_masked-NODE_197_length_7497_cov_3.58479_ID_393-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-NODE_197_length_7497_cov_3.58479_ID_393-processed-gene-0.6&CDS=1-1818
1092	OG0001092	YDR457W	maker-NODE_2097_length_2597_cov_3.78875_ID_4193-augustus-gene-0.3-mRNA-1_1&gene=maker-NODE_2097_length_2597_cov_3.78875_ID_4193-augustus-gene-0.3&CDS=1-2514
1093	OG0001093	YDR459C	augustus_masked-NODE_2116_length_2571_cov_3.49603_ID_4231-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-NODE_2116_length_2571_cov_3.49603_ID_4231-processed-gene-0.5&CDS=1-1029
1094	OG0001094	YDR460W	augustus_masked-NODE_2116_length_2571_cov_3.49603_ID_4231-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-NODE_2116_length_2571_cov_3.49603_ID_4231-processed-gene-0.4&CDS=1-399
1095	OG0001095	YDR462W	augustus_masked-NODE_418_length_5848_cov_3.24461_ID_835-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-NODE_418_length_5848_cov_3.24461_ID_835-processed-gene-0.7&CDS=1-330
1096	OG0001096	YDR465C	augustus_masked-NODE_1282_length_3568_cov_3.13692_ID_2563-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-NODE_1282_length_3568_cov_3.13692_ID_2563-processed-gene-0.3&CDS=1-1233
1097	OG0001097	YDR468C	augustus_masked-NODE_1496_length_3249_cov_3.74202_ID_2991-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-NODE_1496_length_3249_cov_3.74202_ID_2991-processed-gene-0.8&CDS=1-666
1098	OG0001098	YDR470C	genemark-NODE_2335_length_2370_cov_3.14514_ID_4669-processed-gene-0.2-mRNA-1_1&gene=genemark-NODE_2335_length_2370_cov_3.14514_ID_4669-processed-gene-0.2&CDS=1-957
1099	OG0001099	YDR472W	augustus_masked-NODE_514_length_5343_cov_2.84682_ID_1027-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-NODE_514_length_5343_cov_2.84682_ID_1027-processed-gene-0.14&CDS=1-696
1100	OG0001100	YDR473C	augustus_masked-NODE_138_length_8231_cov_3.62867_ID_275-processed-gene-0.12-mRNA-1_1&gene=augustus_masked-NODE_138_length_8231_cov_3.62867_ID_275-processed-gene-0.12&CDS=1-1482
1101	OG0001101	YDR477W	augustus_masked-NODE_776_length_4571_cov_2.76661_ID_1551-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-NODE_776_length_4571_cov_2.76661_ID_1551-processed-gene-0.3&CDS=1-1470
1102	OG0001102	YDR479C	genemark-NODE_2277_length_2413_cov_2.98601_ID_4553-processed-gene-0.0-mRNA-1_1&gene=genemark-NODE_2277_length_2413_cov_2.98601_ID_4553-processed-gene-0.0&CDS=1-1368
1103	OG0001103	YDR481C	augustus_masked-NODE_2294_length_2401_cov_3.59378_ID_4587-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-NODE_2294_length_2401_cov_3.59378_ID_4587-processed-gene-0.2&CDS=1-1629
1104	OG0001104	YDR482C	snap_masked-NODE_3116_length_1816_cov_1.81034_ID_6231-processed-gene-0.2-mRNA-1_1&gene=snap_masked-NODE_3116_length_1816_cov_1.81034_ID_6231-processed-gene-0.2&CDS=1-378
1105	OG0001105	YDR484W	maker-NODE_3279_length_1729_cov_2.94504_ID_6557-snap-gene-0.1-mRNA-1_1&gene=maker-NODE_3279_length_1729_cov_2.94504_ID_6557-snap-gene-0.1&CDS=1-1467
1106	OG0001106	YDR486C	augustus_masked-NODE_2155_length_2533_cov_4.34463_ID_4309-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-NODE_2155_length_2533_cov_4.34463_ID_4309-processed-gene-0.1&CDS=1-651
1107	OG0001107	YDR487C	augustus_masked-NODE_2269_length_2420_cov_2.34715_ID_4537-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-NODE_2269_length_2420_cov_2.34715_ID_4537-processed-gene-0.2&CDS=1-432
1108	OG0001108	YDR489W	maker-NODE_976_length_4166_cov_3.28095_ID_1951-augustus-gene-0.9-mRNA-1_1&gene=maker-NODE_976_length_4166_cov_3.28095_ID_1951-augustus-gene-0.9&CDS=1-2817
1109	OG0001109	YDR490C	augustus_masked-NODE_77_length_9615_cov_3.32238_ID_153-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-NODE_77_length_9615_cov_3.32238_ID_153-processed-gene-0.0&CDS=1-2505
1110	OG0001110	YDR493W	augustus_masked-NODE_3_length_20881_cov_3.53899_ID_5-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-NODE_3_length_20881_cov_3.53899_ID_5-processed-gene-0.13&CDS=1-396
1111	OG0001111	YDR495C	augustus_masked-NODE_4598_length_1075_cov_3.86863_ID_9195-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-NODE_4598_length_1075_cov_3.86863_ID_9195-processed-gene-0.2&CDS=1-624
1112	OG0001112	YDR496C	augustus_masked-NODE_2636_length_2136_cov_2.73138_ID_5271-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-NODE_2636_length_2136_cov_2.73138_ID_5271-processed-gene-0.3&CDS=1-1293
1113	OG0001113	YDR498C	augustus_masked-NODE_1790_length_2904_cov_3.6827_ID_3579-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-NODE_1790_length_2904_cov_3.6827_ID_3579-processed-gene-0.3&CDS=1-486
1114	OG0001114	YDR502C	augustus_masked-NODE_1681_length_3007_cov_3.47053_ID_3361-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-NODE_1681_length_3007_cov_3.47053_ID_3361-processed-gene-0.3&CDS=1-1155
1115	OG0001115	YDR507C	maker-NODE_1699_length_2987_cov_3.94611_ID_3397-augustus-gene-0.3-mRNA-1_1&gene=maker-NODE_1699_length_2987_cov_3.94611_ID_3397-augustus-gene-0.3&CDS=1-2022
1116	OG0001116	YDR510W	genemark-NODE_47_length_10542_cov_3.55335_ID_93-processed-gene-0.3-mRNA-1_1&gene=genemark-NODE_47_length_10542_cov_3.55335_ID_93-processed-gene-0.3&CDS=1-270
1117	OG0001117	YDR511W	maker-NODE_3375_length_1673_cov_3.1335_ID_6749-augustus-gene-0.1-mRNA-1_1&gene=maker-NODE_3375_length_1673_cov_3.1335_ID_6749-augustus-gene-0.1&CDS=1-366
1118	OG0001118	YDR512C	augustus_masked-NODE_3349_length_1687_cov_3.33517_ID_6697-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-NODE_3349_length_1687_cov_3.33517_ID_6697-processed-gene-0.1&CDS=1-387
1119	OG0001119	YDR517W	augustus_masked-NODE_4530_length_1115_cov_2.74151_ID_9059-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-NODE_4530_length_1115_cov_2.74151_ID_9059-processed-gene-0.1&CDS=1-1023
1120	OG0001120	YDR520C	snap_masked-NODE_471_length_5543_cov_3.32125_ID_941-processed-gene-0.3-mRNA-1_1&gene=snap_masked-NODE_471_length_5543_cov_3.32125_ID_941-processed-gene-0.3&CDS=1-1467
1121	OG0001121	YDR525W-A	genemark-NODE_3107_length_1825_cov_3.21073_ID_6213-processed-gene-0.0-mRNA-1_1&gene=genemark-NODE_3107_length_1825_cov_3.21073_ID_6213-processed-gene-0.0&CDS=1-165
1122	OG0001122	YDR527W	augustus_masked-NODE_3892_length_1400_cov_3.19628_ID_7783-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-NODE_3892_length_1400_cov_3.19628_ID_7783-processed-gene-0.1&CDS=1-1158
1123	OG0001123	YDR529C	augustus_masked-NODE_244_length_7013_cov_3.41291_ID_487-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-NODE_244_length_7013_cov_3.41291_ID_487-processed-gene-0.4&CDS=1-378
1124	OG0001124	YDR531W	augustus_masked-NODE_2582_length_2179_cov_3.30179_ID_5163-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-NODE_2582_length_2179_cov_3.30179_ID_5163-processed-gene-0.3&CDS=1-1155
1125	OG0001125	YEL001C	augustus_masked-NODE_1138_length_3844_cov_2.61203_ID_2275-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-NODE_1138_length_3844_cov_2.61203_ID_2275-processed-gene-0.3&CDS=1-744
1126	OG0001126	YEL002C	augustus_masked-NODE_4711_length_1030_cov_2.87179_ID_9421-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-NODE_4711_length_1030_cov_2.87179_ID_9421-processed-gene-0.3&CDS=1-639
1127	OG0001127	YEL003W	augustus_masked-NODE_4711_length_1030_cov_2.87179_ID_9421-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-NODE_4711_length_1030_cov_2.87179_ID_9421-processed-gene-0.2&CDS=1-285
1128	OG0001128	YEL004W	genemark-NODE_727_length_4677_cov_3.0595_ID_1453-processed-gene-0.8-mRNA-1_1&gene=genemark-NODE_727_length_4677_cov_3.0595_ID_1453-processed-gene-0.8&CDS=1-603
1129	OG0001129	YEL009C	augustus_masked-NODE_1572_length_3156_cov_2.26088_ID_3143-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-NODE_1572_length_3156_cov_2.26088_ID_3143-processed-gene-0.4&CDS=1-918
1130	OG0001130	YEL011W	augustus_masked-NODE_795_length_4519_cov_2.89427_ID_1589-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-NODE_795_length_4519_cov_2.89427_ID_1589-processed-gene-0.3&CDS=1-1350
1131	OG0001131	YEL012W	augustus_masked-NODE_2239_length_2448_cov_3.25742_ID_4477-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-NODE_2239_length_2448_cov_3.25742_ID_4477-processed-gene-0.3&CDS=1-549
1132	OG0001132	YEL013W	augustus_masked-NODE_2844_length_2000_cov_3.60463_ID_5687-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-NODE_2844_length_2000_cov_3.60463_ID_5687-processed-gene-0.1&CDS=1-579
1133	OG0001133	YEL015W	augustus_masked-NODE_2844_length_2000_cov_3.60463_ID_5687-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-NODE_2844_length_2000_cov_3.60463_ID_5687-processed-gene-0.0&CDS=1-915
1134	OG0001134	YEL020C	augustus_masked-NODE_1835_length_2857_cov_3.73162_ID_3669-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-NODE_1835_length_2857_cov_3.73162_ID_3669-processed-gene-0.8&CDS=1-1158
1135	OG0001135	YEL020W-A	maker-NODE_911_length_4313_cov_3.56177_ID_1821-augustus-gene-0.10-mRNA-1_1&gene=maker-NODE_911_length_4313_cov_3.56177_ID_1821-augustus-gene-0.10&CDS=1-264
1136	OG0001136	YEL021W	augustus_masked-NODE_698_length_4770_cov_3.10053_ID_1395-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-NODE_698_length_4770_cov_3.10053_ID_1395-processed-gene-0.7&CDS=1-234
1137	OG0001137	YEL023C	snap_masked-NODE_3984_length_1356_cov_1.54958_ID_7967-processed-gene-0.2-mRNA-1_1&gene=snap_masked-NODE_3984_length_1356_cov_1.54958_ID_7967-processed-gene-0.2&CDS=1-582
1138	OG0001138	YEL024W	augustus_masked-NODE_1437_length_3343_cov_3.31934_ID_2873-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-NODE_1437_length_3343_cov_3.31934_ID_2873-processed-gene-0.5&CDS=1-498
1139	OG0001139	YEL026W	augustus_masked-NODE_607_length_5030_cov_3.61166_ID_1213-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-NODE_607_length_5030_cov_3.61166_ID_1213-processed-gene-0.9&CDS=1-372
1140	OG0001140	YEL027W	maker-NODE_607_length_5030_cov_3.61166_ID_1213-snap-gene-0.10-mRNA-1_1&gene=maker-NODE_607_length_5030_cov_3.61166_ID_1213-snap-gene-0.10&CDS=1-444
1141	OG0001141	YEL029C	augustus_masked-NODE_1286_length_3560_cov_4.002_ID_2571-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-NODE_1286_length_3560_cov_4.002_ID_2571-processed-gene-0.1&CDS=1-945
1142	OG0001142	YEL031W	augustus_masked-NODE_1558_length_3176_cov_2.60974_ID_3115-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-NODE_1558_length_3176_cov_2.60974_ID_3115-processed-gene-0.1&CDS=1-2988
1143	OG0001143	YEL032W	augustus_masked-NODE_1821_length_2873_cov_2.57381_ID_3641-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-NODE_1821_length_2873_cov_2.57381_ID_3641-processed-gene-0.1&CDS=1-1566
1144	OG0001144	YEL034W	maker-NODE_4231_length_1253_cov_3.22955_ID_8461-augustus-gene-0.0-mRNA-1_1&gene=maker-NODE_4231_length_1253_cov_3.22955_ID_8461-augustus-gene-0.0&CDS=1-474
1145	OG0001145	YEL036C	augustus_masked-NODE_638_length_4961_cov_2.41113_ID_1275-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-NODE_638_length_4961_cov_2.41113_ID_1275-processed-gene-0.7&CDS=1-1386
1146	OG0001146	YEL037C	maker-NODE_971_length_4178_cov_2.98181_ID_1941-augustus-gene-0.3-mRNA-1_1&gene=maker-NODE_971_length_4178_cov_2.98181_ID_1941-augustus-gene-0.3&CDS=1-1239
1147	OG0001147	YEL038W	augustus_masked-NODE_971_length_4178_cov_2.98181_ID_1941-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-NODE_971_length_4178_cov_2.98181_ID_1941-processed-gene-0.9&CDS=1-711
1148	OG0001148	YEL040W	augustus_masked-NODE_17_length_12685_cov_3.45994_ID_33-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-NODE_17_length_12685_cov_3.45994_ID_33-processed-gene-0.9&CDS=1-1404
1149	OG0001149	YEL042W	augustus_masked-NODE_3166_length_1786_cov_2.49971_ID_6331-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-NODE_3166_length_1786_cov_2.49971_ID_6331-processed-gene-0.1&CDS=1-1266
1150	OG0001150	YEL043W	snap_masked-NODE_5281_length_812_cov_2.15059_ID_10561-processed-gene-0.1-mRNA-1_1&gene=snap_masked-NODE_5281_length_812_cov_2.15059_ID_10561-processed-gene-0.1&CDS=1-399
1151	OG0001151	YEL044W	augustus_masked-NODE_212_length_7383_cov_3.07383_ID_423-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-NODE_212_length_7383_cov_3.07383_ID_423-processed-gene-0.1&CDS=1-366
1152	OG0001152	YEL048C	maker-NODE_4495_length_1132_cov_1.48932_ID_8989-augustus-gene-0.2-mRNA-1_1&gene=maker-NODE_4495_length_1132_cov_1.48932_ID_8989-augustus-gene-0.2&CDS=1-456
1153	OG0001153	YEL050C	augustus_masked-NODE_1400_length_3397_cov_3.19928_ID_2799-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-NODE_1400_length_3397_cov_3.19928_ID_2799-processed-gene-0.0&CDS=1-624
1154	OG0001154	YEL051W	augustus_masked-NODE_5807_length_607_cov_2.74819_ID_11613-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-NODE_5807_length_607_cov_2.74819_ID_11613-processed-gene-0.0&CDS=1-393
1155	OG0001155	YEL052W	maker-NODE_3527_length_1578_cov_2.36704_ID_7053-augustus-gene-0.2-mRNA-1_1&gene=maker-NODE_3527_length_1578_cov_2.36704_ID_7053-augustus-gene-0.2&CDS=1-1278
1156	OG0001156	YEL053C	augustus_masked-NODE_1719_length_2969_cov_2.93651_ID_3437-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-NODE_1719_length_2969_cov_2.93651_ID_3437-processed-gene-0.2&CDS=1-684
1157	OG0001157	YEL055C	augustus_masked-NODE_137_length_8241_cov_4.07696_ID_273-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-NODE_137_length_8241_cov_4.07696_ID_273-processed-gene-0.8&CDS=1-3066
1158	OG0001158	YEL056W	augustus_masked-NODE_1030_length_4054_cov_3.52163_ID_2059-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-NODE_1030_length_4054_cov_3.52163_ID_2059-processed-gene-0.5&CDS=1-1236
1159	OG0001159	YEL058W	maker-NODE_1607_length_3103_cov_2.8107_ID_3213-augustus-gene-0.6-mRNA-1_1&gene=maker-NODE_1607_length_3103_cov_2.8107_ID_3213-augustus-gene-0.6&CDS=1-1548
1160	OG0001160	YEL060C	augustus_masked-NODE_133_length_8290_cov_3.2697_ID_265-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-NODE_133_length_8290_cov_3.2697_ID_265-processed-gene-0.2&CDS=1-1545
1161	OG0001161	YEL062W	augustus_masked-NODE_517_length_5332_cov_2.90184_ID_1033-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-NODE_517_length_5332_cov_2.90184_ID_1033-processed-gene-0.5&CDS=1-1332
1162	OG0001162	YEL063C	augustus_masked-NODE_829_length_4451_cov_3.30687_ID_1657-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-NODE_829_length_4451_cov_3.30687_ID_1657-processed-gene-0.9&CDS=1-1740
1163	OG0001163	YEL064C	maker-NODE_103_length_8895_cov_3.64593_ID_205-snap-gene-0.11-mRNA-1_1&gene=maker-NODE_103_length_8895_cov_3.64593_ID_205-snap-gene-0.11&CDS=1-2190
1164	OG0001164	YER002W	augustus_masked-NODE_303_length_6576_cov_3.30517_ID_605-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-NODE_303_length_6576_cov_3.30517_ID_605-processed-gene-0.9&CDS=1-624
1165	OG0001165	YER003C	augustus_masked-NODE_303_length_6576_cov_3.30517_ID_605-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-NODE_303_length_6576_cov_3.30517_ID_605-processed-gene-0.8&CDS=1-954
1166	OG0001166	YER005W	augustus_masked-NODE_3930_length_1383_cov_2.70557_ID_7859-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-NODE_3930_length_1383_cov_2.70557_ID_7859-processed-gene-0.2&CDS=1-858
1167	OG0001167	YER006W	augustus_masked-NODE_201_length_7493_cov_2.89903_ID_401-processed-gene-0.16-mRNA-1_1&gene=augustus_masked-NODE_201_length_7493_cov_2.89903_ID_401-processed-gene-0.16&CDS=1-1524
1168	OG0001168	YER007C-A	maker-NODE_3851_length_1417_cov_2.61087_ID_7701-augustus-gene-0.4-mRNA-1_1&gene=maker-NODE_3851_length_1417_cov_2.61087_ID_7701-augustus-gene-0.4&CDS=1-534
1169	OG0001169	YER007W	augustus_masked-NODE_3081_length_1843_cov_3.32942_ID_6161-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-NODE_3081_length_1843_cov_3.32942_ID_6161-processed-gene-0.4&CDS=1-780
1170	OG0001170	YER008C	snap_masked-NODE_5362_length_776_cov_2.80028_ID_10723-processed-gene-0.0-mRNA-1_1&gene=snap_masked-NODE_5362_length_776_cov_2.80028_ID_10723-processed-gene-0.0&CDS=1-702
1171	OG0001171	YER009W	maker-NODE_1202_length_3714_cov_3.10249_ID_2403-augustus-gene-0.8-mRNA-1_1&gene=maker-NODE_1202_length_3714_cov_3.10249_ID_2403-augustus-gene-0.8&CDS=1-210
1172	OG0001172	YER010C	augustus_masked-NODE_1407_length_3387_cov_3.39916_ID_2813-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-NODE_1407_length_3387_cov_3.39916_ID_2813-processed-gene-0.4&CDS=1-693
1173	OG0001173	YER012W	augustus_masked-NODE_1207_length_3708_cov_2.77361_ID_2413-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-NODE_1207_length_3708_cov_2.77361_ID_2413-processed-gene-0.2&CDS=1-585
1174	OG0001174	YER013W	snap_masked-NODE_2693_length_2099_cov_2.72358_ID_5385-processed-gene-0.1-mRNA-1_1&gene=snap_masked-NODE_2693_length_2099_cov_2.72358_ID_5385-processed-gene-0.1&CDS=1-2067
1175	OG0001175	YER014W	augustus_masked-NODE_1329_length_3492_cov_4.33779_ID_2657-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-NODE_1329_length_3492_cov_4.33779_ID_2657-processed-gene-0.3&CDS=1-1935
1176	OG0001176	YER015W	augustus_masked-NODE_2627_length_2142_cov_3.39818_ID_5253-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-NODE_2627_length_2142_cov_3.39818_ID_5253-processed-gene-0.1&CDS=1-1980
1177	OG0001177	YER016W	augustus_masked-NODE_5289_length_805_cov_3.208_ID_10577-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-NODE_5289_length_805_cov_3.208_ID_10577-processed-gene-0.1&CDS=1-411
1178	OG0001178	YER017C	augustus_masked-NODE_991_length_4130_cov_3.12564_ID_1981-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-NODE_991_length_4130_cov_3.12564_ID_1981-processed-gene-0.5&CDS=1-1869
1179	OG0001179	YER019C-A	maker-NODE_3913_length_1390_cov_2.90637_ID_7825-augustus-gene-0.4-mRNA-1_1&gene=maker-NODE_3913_length_1390_cov_2.90637_ID_7825-augustus-gene-0.4&CDS=1-291
1180	OG0001180	YER019W	augustus_masked-NODE_6292_length_441_cov_2.42487_ID_12583-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-NODE_6292_length_441_cov_2.42487_ID_12583-processed-gene-0.0&CDS=1-441
1181	OG0001181	YER020W	augustus_masked-NODE_124_length_8414_cov_3.06149_ID_247-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-NODE_124_length_8414_cov_3.06149_ID_247-processed-gene-0.3&CDS=1-1629
1182	OG0001182	YER021W	augustus_masked-NODE_833_length_4446_cov_2.92006_ID_1665-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-NODE_833_length_4446_cov_2.92006_ID_1665-processed-gene-0.0&CDS=1-1461
1183	OG0001183	YER022W	maker-NODE_833_length_4446_cov_2.92006_ID_1665-augustus-gene-0.2-mRNA-1_1&gene=maker-NODE_833_length_4446_cov_2.92006_ID_1665-augustus-gene-0.2&CDS=1-1635
1184	OG0001184	YER023W	augustus_masked-NODE_2051_length_2640_cov_2.94855_ID_4101-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-NODE_2051_length_2640_cov_2.94855_ID_4101-processed-gene-0.0&CDS=1-864
1185	OG0001185	YER025W	augustus_masked-NODE_211_length_7392_cov_3.25814_ID_421-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-NODE_211_length_7392_cov_3.25814_ID_421-processed-gene-0.8&CDS=1-1590
1186	OG0001186	YER026C	augustus_masked-NODE_716_length_4710_cov_2.79742_ID_1431-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-NODE_716_length_4710_cov_2.79742_ID_1431-processed-gene-0.1&CDS=1-708
1187	OG0001187	YER030W	augustus_masked-NODE_1590_length_3134_cov_3.21371_ID_3179-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-NODE_1590_length_3134_cov_3.21371_ID_3179-processed-gene-0.6&CDS=1-567
1188	OG0001188	YER036C	snap_masked-NODE_2252_length_2437_cov_2.89924_ID_4503-processed-gene-0.1-mRNA-1_1&gene=snap_masked-NODE_2252_length_2437_cov_2.89924_ID_4503-processed-gene-0.1&CDS=1-1650
1189	OG0001189	YER041W	genemark-NODE_1371_length_3439_cov_2.56974_ID_2741-processed-gene-0.0-mRNA-1_1&gene=genemark-NODE_1371_length_3439_cov_2.56974_ID_2741-processed-gene-0.0&CDS=1-1317
1190	OG0001190	YER042W	augustus_masked-NODE_5050_length_904_cov_2.39576_ID_10099-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-NODE_5050_length_904_cov_2.39576_ID_10099-processed-gene-0.1&CDS=1-423
1191	OG0001191	YER043C	augustus_masked-NODE_1968_length_2711_cov_3.14081_ID_3935-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-NODE_1968_length_2711_cov_3.14081_ID_3935-processed-gene-0.1&CDS=1-1233
1192	OG0001192	YER044C	augustus_masked-NODE_2124_length_2562_cov_2.96211_ID_4247-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-NODE_2124_length_2562_cov_2.96211_ID_4247-processed-gene-0.5&CDS=1-414
1193	OG0001193	YER046W	augustus_masked-NODE_1820_length_2875_cov_3.09574_ID_3639-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-NODE_1820_length_2875_cov_3.09574_ID_3639-processed-gene-0.0&CDS=1-1425
1194	OG0001194	YER048W-A	augustus_masked-NODE_483_length_5487_cov_3.31167_ID_965-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-NODE_483_length_5487_cov_3.31167_ID_965-processed-gene-0.4&CDS=1-237
1195	OG0001195	YER049W	augustus_masked-NODE_483_length_5487_cov_3.31167_ID_965-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-NODE_483_length_5487_cov_3.31167_ID_965-processed-gene-0.2&CDS=1-693
1196	OG0001196	YER050C	snap_masked-NODE_190_length_7565_cov_3.33981_ID_379-processed-gene-0.5-mRNA-1_1&gene=snap_masked-NODE_190_length_7565_cov_3.33981_ID_379-processed-gene-0.5&CDS=1-561
1197	OG0001197	YER051W	augustus_masked-NODE_818_length_4472_cov_4.28504_ID_1635-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-NODE_818_length_4472_cov_4.28504_ID_1635-processed-gene-0.4&CDS=1-1536
1198	OG0001198	YER052C	augustus_masked-NODE_1983_length_2690_cov_2.47021_ID_3965-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-NODE_1983_length_2690_cov_2.47021_ID_3965-processed-gene-0.5&CDS=1-1488
1199	OG0001199	YER053C	augustus_masked-NODE_3675_length_1504_cov_3.5804_ID_7349-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-NODE_3675_length_1504_cov_3.5804_ID_7349-processed-gene-0.1&CDS=1-753
1200	OG0001200	YER055C	augustus_masked-NODE_5647_length_669_cov_1.97557_ID_11293-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-NODE_5647_length_669_cov_1.97557_ID_11293-processed-gene-0.1&CDS=1-666
