	OrthologID	Saccharomyces_cerevisiae	yHMPu5000035639_Wickerhamomyces_canadensis
1722	OG0001722	YGR188C	genemark-NODE_24_length_239806_cov_27.8773_ID_2434-processed-gene-1.182-mRNA-1_1&gene=genemark-NODE_24_length_239806_cov_27.8773_ID_2434-processed-gene-1.182&CDS=1-2481
1723	OG0001723	YGR189C	maker-NODE_20_length_294571_cov_27.0711_ID_1949-augustus-gene-1.8-mRNA-1_1&gene=maker-NODE_20_length_294571_cov_27.0711_ID_1949-augustus-gene-1.8&CDS=1-1617
1724	OG0001724	YGR193C	genemark-NODE_5_length_415768_cov_29.9136_ID_5361-processed-gene-0.26-mRNA-1_1&gene=genemark-NODE_5_length_415768_cov_29.9136_ID_5361-processed-gene-0.26&CDS=1-1239
1725	OG0001725	YGR194C	maker-NODE_5_length_415768_cov_29.9136_ID_5361-augustus-gene-1.0-mRNA-1_1&gene=maker-NODE_5_length_415768_cov_29.9136_ID_5361-augustus-gene-1.0&CDS=1-2082
1726	OG0001726	YGR195W	augustus_masked-NODE_5_length_415768_cov_29.9136_ID_5361-processed-gene-1.57-mRNA-1_1&gene=augustus_masked-NODE_5_length_415768_cov_29.9136_ID_5361-processed-gene-1.57&CDS=1-2181
1727	OG0001727	YGR198W	genemark-NODE_17_length_306990_cov_26.8027_ID_4999-processed-gene-0.124-mRNA-1_1&gene=genemark-NODE_17_length_306990_cov_26.8027_ID_4999-processed-gene-0.124&CDS=1-2406
1728	OG0001728	YGR200C	genemark-NODE_28_length_184384_cov_26.2919_ID_2487-processed-gene-0.13-mRNA-1_1&gene=genemark-NODE_28_length_184384_cov_26.2919_ID_2487-processed-gene-0.13&CDS=1-2379
1729	OG0001729	YGR202C	genemark-NODE_15_length_307642_cov_26.8093_ID_2397-processed-gene-0.17-mRNA-1_1&gene=genemark-NODE_15_length_307642_cov_26.8093_ID_2397-processed-gene-0.17&CDS=1-1263
1730	OG0001730	YGR203W	genemark-NODE_15_length_307642_cov_26.8093_ID_2397-processed-gene-0.18-mRNA-1_1&gene=genemark-NODE_15_length_307642_cov_26.8093_ID_2397-processed-gene-0.18&CDS=1-420
1731	OG0001731	YGR205W	genemark-NODE_12_length_324642_cov_27.6806_ID_3716-processed-gene-1.2-mRNA-1_1&gene=genemark-NODE_12_length_324642_cov_27.6806_ID_3716-processed-gene-1.2&CDS=1-858
1732	OG0001732	YGR207C	maker-NODE_12_length_324642_cov_27.6806_ID_3716-augustus-gene-1.156-mRNA-1_1&gene=maker-NODE_12_length_324642_cov_27.6806_ID_3716-augustus-gene-1.156&CDS=1-1377
1733	OG0001733	YGR208W	genemark-NODE_20_length_294571_cov_27.0711_ID_1949-processed-gene-0.114-mRNA-1_1&gene=genemark-NODE_20_length_294571_cov_27.0711_ID_1949-processed-gene-0.114&CDS=1-951
1734	OG0001734	YGR210C	genemark-NODE_3_length_456944_cov_26.3675_ID_2053-processed-gene-2.147-mRNA-1_1&gene=genemark-NODE_3_length_456944_cov_26.3675_ID_2053-processed-gene-2.147&CDS=1-1242
1735	OG0001735	YGR211W	genemark-NODE_16_length_307170_cov_26.9969_ID_3217-processed-gene-1.150-mRNA-1_1&gene=genemark-NODE_16_length_307170_cov_26.9969_ID_3217-processed-gene-1.150&CDS=1-1443
1736	OG0001736	YGR212W	snap_masked-NODE_5_length_415768_cov_29.9136_ID_5361-processed-gene-0.142-mRNA-1_1&gene=snap_masked-NODE_5_length_415768_cov_29.9136_ID_5361-processed-gene-0.142&CDS=1-1257
1737	OG0001737	YGR215W	genemark-NODE_16_length_307170_cov_26.9969_ID_3217-processed-gene-1.175-mRNA-1_1&gene=genemark-NODE_16_length_307170_cov_26.9969_ID_3217-processed-gene-1.175&CDS=1-321
1738	OG0001738	YGR216C	genemark-NODE_16_length_307170_cov_26.9969_ID_3217-processed-gene-1.151-mRNA-1_1&gene=genemark-NODE_16_length_307170_cov_26.9969_ID_3217-processed-gene-1.151&CDS=1-1872
1739	OG0001739	YGR217W	genemark-NODE_16_length_307170_cov_26.9969_ID_3217-processed-gene-1.174-mRNA-1_1&gene=genemark-NODE_16_length_307170_cov_26.9969_ID_3217-processed-gene-1.174&CDS=1-6102
1740	OG0001740	YGR218W	genemark-NODE_3_length_456944_cov_26.3675_ID_2053-processed-gene-2.149-mRNA-1_1&gene=genemark-NODE_3_length_456944_cov_26.3675_ID_2053-processed-gene-2.149&CDS=1-3243
1741	OG0001741	YGR220C	genemark-NODE_3_length_456944_cov_26.3675_ID_2053-processed-gene-2.129-mRNA-1_1&gene=genemark-NODE_3_length_456944_cov_26.3675_ID_2053-processed-gene-2.129&CDS=1-810
1742	OG0001742	YGR223C	augustus_masked-NODE_16_length_307170_cov_26.9969_ID_3217-processed-gene-1.118-mRNA-1_1&gene=augustus_masked-NODE_16_length_307170_cov_26.9969_ID_3217-processed-gene-1.118&CDS=1-1137
1743	OG0001743	YGR225W	genemark-NODE_16_length_307170_cov_26.9969_ID_3217-processed-gene-1.153-mRNA-1_1&gene=genemark-NODE_16_length_307170_cov_26.9969_ID_3217-processed-gene-1.153&CDS=1-1443
1744	OG0001744	YGR227W	genemark-NODE_16_length_307170_cov_26.9969_ID_3217-processed-gene-2.59-mRNA-1_1&gene=genemark-NODE_16_length_307170_cov_26.9969_ID_3217-processed-gene-2.59&CDS=1-1515
1745	OG0001745	YGR229C	genemark-NODE_16_length_307170_cov_26.9969_ID_3217-processed-gene-2.64-mRNA-1_1&gene=genemark-NODE_16_length_307170_cov_26.9969_ID_3217-processed-gene-2.64&CDS=1-1482
1746	OG0001746	YGR230W	genemark-NODE_16_length_307170_cov_26.9969_ID_3217-processed-gene-2.60-mRNA-1_1&gene=genemark-NODE_16_length_307170_cov_26.9969_ID_3217-processed-gene-2.60&CDS=1-243
1747	OG0001747	YGR231C	genemark-NODE_16_length_307170_cov_26.9969_ID_3217-processed-gene-2.65-mRNA-1_1&gene=genemark-NODE_16_length_307170_cov_26.9969_ID_3217-processed-gene-2.65&CDS=1-924
1748	OG0001748	YGR232W	genemark-NODE_16_length_307170_cov_26.9969_ID_3217-processed-gene-2.61-mRNA-1_1&gene=genemark-NODE_16_length_307170_cov_26.9969_ID_3217-processed-gene-2.61&CDS=1-759
1749	OG0001749	YGR233C	genemark-NODE_3_length_456944_cov_26.3675_ID_2053-processed-gene-3.0-mRNA-1_1&gene=genemark-NODE_3_length_456944_cov_26.3675_ID_2053-processed-gene-3.0&CDS=1-3261
1750	OG0001750	YGR234W	genemark-NODE_12_length_324642_cov_27.6806_ID_3716-processed-gene-1.47-mRNA-1_1&gene=genemark-NODE_12_length_324642_cov_27.6806_ID_3716-processed-gene-1.47&CDS=1-1257
1751	OG0001751	YGR235C	maker-NODE_8_length_370894_cov_26.6736_ID_4498-augustus-gene-2.300-mRNA-1_1&gene=maker-NODE_8_length_370894_cov_26.6736_ID_4498-augustus-gene-2.300&CDS=1-2064
1752	OG0001752	YGR244C	genemark-NODE_27_length_196956_cov_27.3112_ID_3548-processed-gene-0.194-mRNA-1_1&gene=genemark-NODE_27_length_196956_cov_27.3112_ID_3548-processed-gene-0.194&CDS=1-1299
1753	OG0001753	YGR245C	genemark-NODE_27_length_196956_cov_27.3112_ID_3548-processed-gene-0.143-mRNA-1_1&gene=genemark-NODE_27_length_196956_cov_27.3112_ID_3548-processed-gene-0.143&CDS=1-2229
1754	OG0001754	YGR246C	genemark-NODE_27_length_196956_cov_27.3112_ID_3548-processed-gene-0.203-mRNA-1_1&gene=genemark-NODE_27_length_196956_cov_27.3112_ID_3548-processed-gene-0.203&CDS=1-1749
1755	OG0001755	YGR247W	genemark-NODE_26_length_203028_cov_26.4146_ID_2343-processed-gene-1.133-mRNA-1_1&gene=genemark-NODE_26_length_203028_cov_26.4146_ID_2343-processed-gene-1.133&CDS=1-633
1756	OG0001756	YGR251W	genemark-NODE_27_length_196956_cov_27.3112_ID_3548-processed-gene-0.144-mRNA-1_1&gene=genemark-NODE_27_length_196956_cov_27.3112_ID_3548-processed-gene-0.144&CDS=1-564
1757	OG0001757	YGR253C	genemark-NODE_27_length_196956_cov_27.3112_ID_3548-processed-gene-0.204-mRNA-1_1&gene=genemark-NODE_27_length_196956_cov_27.3112_ID_3548-processed-gene-0.204&CDS=1-762
1758	OG0001758	YGR254W	genemark-NODE_16_length_307170_cov_26.9969_ID_3217-processed-gene-1.154-mRNA-1_1&gene=genemark-NODE_16_length_307170_cov_26.9969_ID_3217-processed-gene-1.154&CDS=1-1308
1759	OG0001759	YGR255C	augustus_masked-NODE_1_length_612986_cov_28.1025_ID_2117-processed-gene-3.55-mRNA-1_1&gene=augustus_masked-NODE_1_length_612986_cov_28.1025_ID_2117-processed-gene-3.55&CDS=1-2505
1760	OG0001760	YGR257C	genemark-NODE_8_length_370894_cov_26.6736_ID_4498-processed-gene-2.132-mRNA-1_1&gene=genemark-NODE_8_length_370894_cov_26.6736_ID_4498-processed-gene-2.132&CDS=1-1122
1761	OG0001761	YGR258C	genemark-NODE_17_length_306990_cov_26.8027_ID_4999-processed-gene-0.108-mRNA-1_1&gene=genemark-NODE_17_length_306990_cov_26.8027_ID_4999-processed-gene-0.108&CDS=1-3048
1762	OG0001762	YGR261C	genemark-NODE_24_length_239806_cov_27.8773_ID_2434-processed-gene-1.213-mRNA-1_1&gene=genemark-NODE_24_length_239806_cov_27.8773_ID_2434-processed-gene-1.213&CDS=1-2328
1763	OG0001763	YGR262C	genemark-NODE_7_length_386955_cov_27.8819_ID_1857-processed-gene-2.224-mRNA-1_1&gene=genemark-NODE_7_length_386955_cov_27.8819_ID_1857-processed-gene-2.224&CDS=1-798
1764	OG0001764	YGR263C	snap_masked-NODE_52_length_53239_cov_27.2071_ID_5849-processed-gene-0.64-mRNA-1_1&gene=snap_masked-NODE_52_length_53239_cov_27.2071_ID_5849-processed-gene-0.64&CDS=1-1113
1765	OG0001765	YGR264C	genemark-NODE_7_length_386955_cov_27.8819_ID_1857-processed-gene-2.225-mRNA-1_1&gene=genemark-NODE_7_length_386955_cov_27.8819_ID_1857-processed-gene-2.225&CDS=1-2199
1766	OG0001766	YGR266W	genemark-NODE_26_length_203028_cov_26.4146_ID_2343-processed-gene-1.155-mRNA-1_1&gene=genemark-NODE_26_length_203028_cov_26.4146_ID_2343-processed-gene-1.155&CDS=1-2058
1767	OG0001767	YGR267C	genemark-NODE_26_length_203028_cov_26.4146_ID_2343-processed-gene-1.132-mRNA-1_1&gene=genemark-NODE_26_length_203028_cov_26.4146_ID_2343-processed-gene-1.132&CDS=1-867
1768	OG0001768	YGR270W	genemark-NODE_26_length_203028_cov_26.4146_ID_2343-processed-gene-1.125-mRNA-1_1&gene=genemark-NODE_26_length_203028_cov_26.4146_ID_2343-processed-gene-1.125&CDS=1-3789
1769	OG0001769	YGR271C-A	genemark-NODE_26_length_203028_cov_26.4146_ID_2343-processed-gene-1.152-mRNA-1_1&gene=genemark-NODE_26_length_203028_cov_26.4146_ID_2343-processed-gene-1.152&CDS=1-729
1770	OG0001770	YGR271W	genemark-NODE_26_length_203028_cov_26.4146_ID_2343-processed-gene-1.124-mRNA-1_1&gene=genemark-NODE_26_length_203028_cov_26.4146_ID_2343-processed-gene-1.124&CDS=1-8565
1771	OG0001771	YGR274C	genemark-NODE_14_length_315331_cov_26.7591_ID_8109-processed-gene-1.16-mRNA-1_1&gene=genemark-NODE_14_length_315331_cov_26.7591_ID_8109-processed-gene-1.16&CDS=1-2766
1772	OG0001772	YGR276C	genemark-NODE_33_length_163460_cov_29.9326_ID_2934-processed-gene-0.155-mRNA-1_1&gene=genemark-NODE_33_length_163460_cov_29.9326_ID_2934-processed-gene-0.155&CDS=1-1824
1773	OG0001773	YGR277C	genemark-NODE_2_length_480179_cov_29.7846_ID_3050-processed-gene-3.41-mRNA-1_1&gene=genemark-NODE_2_length_480179_cov_29.7846_ID_3050-processed-gene-3.41&CDS=1-903
1774	OG0001774	YGR278W	genemark-NODE_2_length_480179_cov_29.7846_ID_3050-processed-gene-3.79-mRNA-1_1&gene=genemark-NODE_2_length_480179_cov_29.7846_ID_3050-processed-gene-3.79&CDS=1-2250
1775	OG0001775	YGR280C	genemark-NODE_2_length_480179_cov_29.7846_ID_3050-processed-gene-3.39-mRNA-1_1&gene=genemark-NODE_2_length_480179_cov_29.7846_ID_3050-processed-gene-3.39&CDS=1-843
1776	OG0001776	YGR282C	genemark-NODE_15_length_307642_cov_26.8093_ID_2397-processed-gene-0.27-mRNA-1_1&gene=genemark-NODE_15_length_307642_cov_26.8093_ID_2397-processed-gene-0.27&CDS=1-930
1777	OG0001777	YGR285C	genemark-NODE_2_length_480179_cov_29.7846_ID_3050-processed-gene-3.35-mRNA-1_1&gene=genemark-NODE_2_length_480179_cov_29.7846_ID_3050-processed-gene-3.35&CDS=1-1287
1778	OG0001778	YGR286C	genemark-NODE_12_length_324642_cov_27.6806_ID_3716-processed-gene-1.52-mRNA-1_1&gene=genemark-NODE_12_length_324642_cov_27.6806_ID_3716-processed-gene-1.52&CDS=1-1167
1779	OG0001779	YHL002W	genemark-NODE_31_length_165873_cov_33.8282_ID_5571-processed-gene-0.232-mRNA-1_1&gene=genemark-NODE_31_length_165873_cov_33.8282_ID_5571-processed-gene-0.232&CDS=1-1668
1780	OG0001780	YHL003C	genemark-NODE_31_length_165873_cov_33.8282_ID_5571-processed-gene-0.200-mRNA-1_1&gene=genemark-NODE_31_length_165873_cov_33.8282_ID_5571-processed-gene-0.200&CDS=1-1209
1781	OG0001781	YHL004W	genemark-NODE_31_length_165873_cov_33.8282_ID_5571-processed-gene-0.233-mRNA-1_1&gene=genemark-NODE_31_length_165873_cov_33.8282_ID_5571-processed-gene-0.233&CDS=1-1272
1782	OG0001782	YHL007C	genemark-NODE_31_length_165873_cov_33.8282_ID_5571-processed-gene-0.203-mRNA-1_1&gene=genemark-NODE_31_length_165873_cov_33.8282_ID_5571-processed-gene-0.203&CDS=1-3354
1783	OG0001783	YHL008C	genemark-NODE_13_length_322948_cov_28.8158_ID_7294-processed-gene-1.72-mRNA-1_1&gene=genemark-NODE_13_length_322948_cov_28.8158_ID_7294-processed-gene-1.72&CDS=1-1788
1784	OG0001784	YHL009C	genemark-NODE_27_length_196956_cov_27.3112_ID_3548-processed-gene-0.206-mRNA-1_1&gene=genemark-NODE_27_length_196956_cov_27.3112_ID_3548-processed-gene-0.206&CDS=1-891
1785	OG0001785	YHL010C	genemark-NODE_6_length_405598_cov_26.5625_ID_1891-processed-gene-0.29-mRNA-1_1&gene=genemark-NODE_6_length_405598_cov_26.5625_ID_1891-processed-gene-0.29&CDS=1-1446
1786	OG0001786	YHL011C	genemark-NODE_6_length_405598_cov_26.5625_ID_1891-processed-gene-0.28-mRNA-1_1&gene=genemark-NODE_6_length_405598_cov_26.5625_ID_1891-processed-gene-0.28&CDS=1-960
1787	OG0001787	YHL015W	genemark-NODE_2_length_480179_cov_29.7846_ID_3050-processed-gene-3.86-mRNA-1_1&gene=genemark-NODE_2_length_480179_cov_29.7846_ID_3050-processed-gene-3.86&CDS=1-351
1788	OG0001788	YHL016C	genemark-NODE_31_length_165873_cov_33.8282_ID_5571-processed-gene-0.196-mRNA-1_1&gene=genemark-NODE_31_length_165873_cov_33.8282_ID_5571-processed-gene-0.196&CDS=1-2127
1789	OG0001789	YHL018W	genemark-NODE_1_length_612986_cov_28.1025_ID_2117-processed-gene-3.28-mRNA-1_1&gene=genemark-NODE_1_length_612986_cov_28.1025_ID_2117-processed-gene-3.28&CDS=1-330
1790	OG0001790	YHL020C	genemark-NODE_1_length_612986_cov_28.1025_ID_2117-processed-gene-3.47-mRNA-1_1&gene=genemark-NODE_1_length_612986_cov_28.1025_ID_2117-processed-gene-3.47&CDS=1-1362
1791	OG0001791	YHL021C	genemark-NODE_21_length_275166_cov_27.381_ID_3270-processed-gene-1.187-mRNA-1_1&gene=genemark-NODE_21_length_275166_cov_27.381_ID_3270-processed-gene-1.187&CDS=1-1374
1792	OG0001792	YHL023C	genemark-NODE_7_length_386955_cov_27.8819_ID_1857-processed-gene-2.199-mRNA-1_1&gene=genemark-NODE_7_length_386955_cov_27.8819_ID_1857-processed-gene-2.199&CDS=1-2109
1793	OG0001793	YHL024W	genemark-NODE_50_length_60779_cov_26.1486_ID_10406-processed-gene-0.27-mRNA-1_1&gene=genemark-NODE_50_length_60779_cov_26.1486_ID_10406-processed-gene-0.27&CDS=1-1917
1794	OG0001794	YHL027W	genemark-NODE_5_length_415768_cov_29.9136_ID_5361-processed-gene-1.125-mRNA-1_1&gene=genemark-NODE_5_length_415768_cov_29.9136_ID_5361-processed-gene-1.125&CDS=1-1896
1795	OG0001795	YHL029C	genemark-NODE_3_length_456944_cov_26.3675_ID_2053-processed-gene-3.10-mRNA-1_1&gene=genemark-NODE_3_length_456944_cov_26.3675_ID_2053-processed-gene-3.10&CDS=1-1557
1796	OG0001796	YHL030W	genemark-NODE_15_length_307642_cov_26.8093_ID_2397-processed-gene-2.64-mRNA-1_1&gene=genemark-NODE_15_length_307642_cov_26.8093_ID_2397-processed-gene-2.64&CDS=1-5511
1797	OG0001797	YHL031C	genemark-NODE_55_length_41377_cov_26.4858_ID_6189-processed-gene-0.45-mRNA-1_1&gene=genemark-NODE_55_length_41377_cov_26.4858_ID_6189-processed-gene-0.45&CDS=1-660
1798	OG0001798	YHL032C	genemark-NODE_13_length_322948_cov_28.8158_ID_7294-processed-gene-0.83-mRNA-1_1&gene=genemark-NODE_13_length_322948_cov_28.8158_ID_7294-processed-gene-0.83&CDS=1-1812
1799	OG0001799	YHR001W-A	genemark-NODE_2_length_480179_cov_29.7846_ID_3050-processed-gene-3.81-mRNA-1_1&gene=genemark-NODE_2_length_480179_cov_29.7846_ID_3050-processed-gene-3.81&CDS=1-234
1800	OG0001800	YHR002W	genemark-NODE_41_length_112543_cov_27.3519_ID_4028-processed-gene-0.81-mRNA-1_1&gene=genemark-NODE_41_length_112543_cov_27.3519_ID_4028-processed-gene-0.81&CDS=1-1158
1801	OG0001801	YHR004C	genemark-NODE_14_length_315331_cov_26.7591_ID_8109-processed-gene-1.50-mRNA-1_1&gene=genemark-NODE_14_length_315331_cov_26.7591_ID_8109-processed-gene-1.50&CDS=1-1134
1802	OG0001802	YHR005C	genemark-NODE_46_length_70024_cov_26.7936_ID_5648-processed-gene-0.7-mRNA-1_1&gene=genemark-NODE_46_length_70024_cov_26.7936_ID_5648-processed-gene-0.7&CDS=1-1383
1803	OG0001803	YHR005C-A	augustus_masked-NODE_11_length_339300_cov_28.1809_ID_2658-processed-gene-0.83-mRNA-1_1&gene=augustus_masked-NODE_11_length_339300_cov_28.1809_ID_2658-processed-gene-0.83&CDS=1-276
1804	OG0001804	YHR007C	genemark-NODE_22_length_258992_cov_29.6238_ID_4382-processed-gene-1.154-mRNA-1_1&gene=genemark-NODE_22_length_258992_cov_29.6238_ID_4382-processed-gene-1.154&CDS=1-1569
1805	OG0001805	YHR008C	genemark-NODE_4_length_439725_cov_27.3288_ID_2529-processed-gene-3.115-mRNA-1_1&gene=genemark-NODE_4_length_439725_cov_27.3288_ID_2529-processed-gene-3.115&CDS=1-657
1806	OG0001806	YHR009C	genemark-NODE_4_length_439725_cov_27.3288_ID_2529-processed-gene-3.116-mRNA-1_1&gene=genemark-NODE_4_length_439725_cov_27.3288_ID_2529-processed-gene-3.116&CDS=1-1443
1807	OG0001807	YHR012W	maker-NODE_4_length_439725_cov_27.3288_ID_2529-augustus-gene-3.214-mRNA-1_1&gene=maker-NODE_4_length_439725_cov_27.3288_ID_2529-augustus-gene-3.214&CDS=1-726
1808	OG0001808	YHR013C	genemark-NODE_4_length_439725_cov_27.3288_ID_2529-processed-gene-3.94-mRNA-1_1&gene=genemark-NODE_4_length_439725_cov_27.3288_ID_2529-processed-gene-3.94&CDS=1-654
1809	OG0001809	YHR017W	augustus_masked-NODE_8_length_370894_cov_26.6736_ID_4498-processed-gene-0.64-mRNA-1_1&gene=augustus_masked-NODE_8_length_370894_cov_26.6736_ID_4498-processed-gene-0.64&CDS=1-1185
1810	OG0001810	YHR018C	maker-NODE_8_length_370894_cov_26.6736_ID_4498-augustus-gene-0.157-mRNA-1_1&gene=maker-NODE_8_length_370894_cov_26.6736_ID_4498-augustus-gene-0.157&CDS=1-3021
1811	OG0001811	YHR020W	genemark-NODE_8_length_370894_cov_26.6736_ID_4498-processed-gene-0.42-mRNA-1_1&gene=genemark-NODE_8_length_370894_cov_26.6736_ID_4498-processed-gene-0.42&CDS=1-2037
1812	OG0001812	YHR024C	genemark-NODE_16_length_307170_cov_26.9969_ID_3217-processed-gene-2.93-mRNA-1_1&gene=genemark-NODE_16_length_307170_cov_26.9969_ID_3217-processed-gene-2.93&CDS=1-1419
1813	OG0001813	YHR025W	genemark-NODE_16_length_307170_cov_26.9969_ID_3217-processed-gene-2.69-mRNA-1_1&gene=genemark-NODE_16_length_307170_cov_26.9969_ID_3217-processed-gene-2.69&CDS=1-1071
1814	OG0001814	YHR026W	snap_masked-NODE_16_length_307170_cov_26.9969_ID_3217-processed-gene-2.14-mRNA-1_1&gene=snap_masked-NODE_16_length_307170_cov_26.9969_ID_3217-processed-gene-2.14&CDS=1-618
1815	OG0001815	YHR027C	genemark-NODE_16_length_307170_cov_26.9969_ID_3217-processed-gene-2.94-mRNA-1_1&gene=genemark-NODE_16_length_307170_cov_26.9969_ID_3217-processed-gene-2.94&CDS=1-2817
1816	OG0001816	YHR028C	genemark-NODE_16_length_307170_cov_26.9969_ID_3217-processed-gene-2.95-mRNA-1_1&gene=genemark-NODE_16_length_307170_cov_26.9969_ID_3217-processed-gene-2.95&CDS=1-2388
1817	OG0001817	YHR030C	maker-NODE_16_length_307170_cov_26.9969_ID_3217-augustus-gene-2.2-mRNA-1_1&gene=maker-NODE_16_length_307170_cov_26.9969_ID_3217-augustus-gene-2.2&CDS=1-3744
1818	OG0001818	YHR034C	genemark-NODE_26_length_203028_cov_26.4146_ID_2343-processed-gene-1.160-mRNA-1_1&gene=genemark-NODE_26_length_203028_cov_26.4146_ID_2343-processed-gene-1.160&CDS=1-996
1819	OG0001819	YHR037W	maker-NODE_24_length_239806_cov_27.8773_ID_2434-augustus-gene-1.6-mRNA-1_1&gene=maker-NODE_24_length_239806_cov_27.8773_ID_2434-augustus-gene-1.6&CDS=1-3507
1820	OG0001820	YHR038W	genemark-NODE_18_length_300324_cov_33.0673_ID_3349-processed-gene-1.113-mRNA-1_1&gene=genemark-NODE_18_length_300324_cov_33.0673_ID_3349-processed-gene-1.113&CDS=1-753
1821	OG0001821	YHR039C	genemark-NODE_18_length_300324_cov_33.0673_ID_3349-processed-gene-1.134-mRNA-1_1&gene=genemark-NODE_18_length_300324_cov_33.0673_ID_3349-processed-gene-1.134&CDS=1-1887
1822	OG0001822	YHR039C-A	genemark-NODE_18_length_300324_cov_33.0673_ID_3349-processed-gene-2.123-mRNA-1_1&gene=genemark-NODE_18_length_300324_cov_33.0673_ID_3349-processed-gene-2.123&CDS=1-339
1823	OG0001823	YHR040W	genemark-NODE_18_length_300324_cov_33.0673_ID_3349-processed-gene-1.133-mRNA-1_1&gene=genemark-NODE_18_length_300324_cov_33.0673_ID_3349-processed-gene-1.133&CDS=1-1011
1824	OG0001824	YHR041C	genemark-NODE_28_length_184384_cov_26.2919_ID_2487-processed-gene-0.65-mRNA-1_1&gene=genemark-NODE_28_length_184384_cov_26.2919_ID_2487-processed-gene-0.65&CDS=1-609
1825	OG0001825	YHR042W	augustus_masked-NODE_15_length_307642_cov_26.8093_ID_2397-processed-gene-1.90-mRNA-1_1&gene=augustus_masked-NODE_15_length_307642_cov_26.8093_ID_2397-processed-gene-1.90&CDS=1-2871
1826	OG0001826	YHR048W	genemark-NODE_16_length_307170_cov_26.9969_ID_3217-processed-gene-2.98-mRNA-1_1&gene=genemark-NODE_16_length_307170_cov_26.9969_ID_3217-processed-gene-2.98&CDS=1-1587
1827	OG0001827	YHR049W	genemark-NODE_5_length_415768_cov_29.9136_ID_5361-processed-gene-1.110-mRNA-1_1&gene=genemark-NODE_5_length_415768_cov_29.9136_ID_5361-processed-gene-1.110&CDS=1-696
1828	OG0001828	YHR051W	genemark-NODE_16_length_307170_cov_26.9969_ID_3217-processed-gene-2.73-mRNA-1_1&gene=genemark-NODE_16_length_307170_cov_26.9969_ID_3217-processed-gene-2.73&CDS=1-456
1829	OG0001829	YHR052W	genemark-NODE_16_length_307170_cov_26.9969_ID_3217-processed-gene-2.74-mRNA-1_1&gene=genemark-NODE_16_length_307170_cov_26.9969_ID_3217-processed-gene-2.74&CDS=1-1290
1830	OG0001830	YHR058C	genemark-NODE_4_length_439725_cov_27.3288_ID_2529-processed-gene-3.130-mRNA-1_1&gene=genemark-NODE_4_length_439725_cov_27.3288_ID_2529-processed-gene-3.130&CDS=1-789
1831	OG0001831	YHR059W	genemark-NODE_4_length_439725_cov_27.3288_ID_2529-processed-gene-3.98-mRNA-1_1&gene=genemark-NODE_4_length_439725_cov_27.3288_ID_2529-processed-gene-3.98&CDS=1-390
1832	OG0001832	YHR060W	genemark-NODE_8_length_370894_cov_26.6736_ID_4498-processed-gene-2.141-mRNA-1_1&gene=genemark-NODE_8_length_370894_cov_26.6736_ID_4498-processed-gene-2.141&CDS=1-645
1833	OG0001833	YHR062C	genemark-NODE_8_length_370894_cov_26.6736_ID_4498-processed-gene-2.184-mRNA-1_1&gene=genemark-NODE_8_length_370894_cov_26.6736_ID_4498-processed-gene-2.184&CDS=1-843
1834	OG0001834	YHR064C	genemark-NODE_51_length_55849_cov_26.098_ID_5479-processed-gene-0.51-mRNA-1_1&gene=genemark-NODE_51_length_55849_cov_26.098_ID_5479-processed-gene-0.51&CDS=1-1623
1835	OG0001835	YHR065C	genemark-NODE_15_length_307642_cov_26.8093_ID_2397-processed-gene-1.148-mRNA-1_1&gene=genemark-NODE_15_length_307642_cov_26.8093_ID_2397-processed-gene-1.148&CDS=1-1464
1836	OG0001836	YHR068W	genemark-NODE_15_length_307642_cov_26.8093_ID_2397-processed-gene-1.112-mRNA-1_1&gene=genemark-NODE_15_length_307642_cov_26.8093_ID_2397-processed-gene-1.112&CDS=1-1149
1837	OG0001837	YHR069C	genemark-NODE_15_length_307642_cov_26.8093_ID_2397-processed-gene-1.137-mRNA-1_1&gene=genemark-NODE_15_length_307642_cov_26.8093_ID_2397-processed-gene-1.137&CDS=1-1062
1838	OG0001838	YHR070W	genemark-NODE_15_length_307642_cov_26.8093_ID_2397-processed-gene-1.140-mRNA-1_1&gene=genemark-NODE_15_length_307642_cov_26.8093_ID_2397-processed-gene-1.140&CDS=1-1347
1839	OG0001839	YHR072W	genemark-NODE_15_length_307642_cov_26.8093_ID_2397-processed-gene-1.113-mRNA-1_1&gene=genemark-NODE_15_length_307642_cov_26.8093_ID_2397-processed-gene-1.113&CDS=1-2181
1840	OG0001840	YHR072W-A	genemark-NODE_51_length_55849_cov_26.098_ID_5479-processed-gene-0.42-mRNA-1_1&gene=genemark-NODE_51_length_55849_cov_26.098_ID_5479-processed-gene-0.42&CDS=1-192
1841	OG0001841	YHR073W	genemark-NODE_31_length_165873_cov_33.8282_ID_5571-processed-gene-0.222-mRNA-1_1&gene=genemark-NODE_31_length_165873_cov_33.8282_ID_5571-processed-gene-0.222&CDS=1-2490
1842	OG0001842	YHR074W	genemark-NODE_26_length_203028_cov_26.4146_ID_2343-processed-gene-1.134-mRNA-1_1&gene=genemark-NODE_26_length_203028_cov_26.4146_ID_2343-processed-gene-1.134&CDS=1-2139
1843	OG0001843	YHR075C	genemark-NODE_26_length_203028_cov_26.4146_ID_2343-processed-gene-1.159-mRNA-1_1&gene=genemark-NODE_26_length_203028_cov_26.4146_ID_2343-processed-gene-1.159&CDS=1-978
