	OrthologID	Saccharomyces_cerevisiae	yHMPu5000035643_Yarrowia_bubula
1356	OG0001356	YGL023C	augustus_masked-flattened_line_221-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-flattened_line_221-processed-gene-0.14&CDS=1-2241
1357	OG0001357	YGL026C	snap_masked-flattened_line_59-processed-gene-0.144-mRNA-1_1&gene=snap_masked-flattened_line_59-processed-gene-0.144&CDS=1-2076
1358	OG0001358	YGL027C	snap_masked-flattened_line_135-processed-gene-0.44-mRNA-1_1&gene=snap_masked-flattened_line_135-processed-gene-0.44&CDS=1-2370
1359	OG0001359	YGL028C	snap_masked-flattened_line_23-processed-gene-1.139-mRNA-1_1&gene=snap_masked-flattened_line_23-processed-gene-1.139&CDS=1-1314
1360	OG0001360	YGL030W	genemark-flattened_line_53-processed-gene-0.223-mRNA-1_1&gene=genemark-flattened_line_53-processed-gene-0.223&CDS=1-324
1361	OG0001361	YGL031C	genemark-flattened_line_53-processed-gene-0.183-mRNA-1_1&gene=genemark-flattened_line_53-processed-gene-0.183&CDS=1-465
1362	OG0001362	YGL035C	maker-flattened_line_327-snap-gene-0.21-mRNA-1_1&gene=maker-flattened_line_327-snap-gene-0.21&CDS=1-1383
1363	OG0001363	YGL037C	snap_masked-flattened_line_143-processed-gene-0.63-mRNA-1_1&gene=snap_masked-flattened_line_143-processed-gene-0.63&CDS=1-612
1364	OG0001364	YGL040C	snap_masked-flattened_line_2-processed-gene-0.57-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-0.57&CDS=1-1026
1365	OG0001365	YGL043W	snap_masked-flattened_line_11-processed-gene-1.29-mRNA-1_1&gene=snap_masked-flattened_line_11-processed-gene-1.29&CDS=1-864
1366	OG0001366	YGL044C	snap_masked-flattened_line_11-processed-gene-1.41-mRNA-1_1&gene=snap_masked-flattened_line_11-processed-gene-1.41&CDS=1-750
1367	OG0001367	YGL045W	augustus_masked-flattened_line_25-processed-gene-1.17-mRNA-1_1&gene=augustus_masked-flattened_line_25-processed-gene-1.17&CDS=1-2154
1368	OG0001368	YGL047W	snap_masked-flattened_line_51-processed-gene-0.74-mRNA-1_1&gene=snap_masked-flattened_line_51-processed-gene-0.74&CDS=1-504
1369	OG0001369	YGL048C	snap_masked-flattened_line_25-processed-gene-1.74-mRNA-1_1&gene=snap_masked-flattened_line_25-processed-gene-1.74&CDS=1-1215
1370	OG0001370	YGL050W	snap_masked-flattened_line_25-processed-gene-1.45-mRNA-1_1&gene=snap_masked-flattened_line_25-processed-gene-1.45&CDS=1-789
1371	OG0001371	YGL054C	snap_masked-flattened_line_197-processed-gene-0.66-mRNA-1_1&gene=snap_masked-flattened_line_197-processed-gene-0.66&CDS=1-408
1372	OG0001372	YGL055W	snap_masked-flattened_line_29-processed-gene-1.60-mRNA-1_1&gene=snap_masked-flattened_line_29-processed-gene-1.60&CDS=1-1446
1373	OG0001373	YGL058W	snap_masked-flattened_line_297-processed-gene-0.41-mRNA-1_1&gene=snap_masked-flattened_line_297-processed-gene-0.41&CDS=1-453
1374	OG0001374	YGL059W	augustus_masked-flattened_line_363-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-flattened_line_363-processed-gene-0.3&CDS=1-1407
1375	OG0001375	YGL062W	snap_masked-flattened_line_61-processed-gene-0.109-mRNA-1_1&gene=snap_masked-flattened_line_61-processed-gene-0.109&CDS=1-3573
1376	OG0001376	YGL064C	snap_masked-flattened_line_47-processed-gene-0.218-mRNA-1_1&gene=snap_masked-flattened_line_47-processed-gene-0.218&CDS=1-1542
1377	OG0001377	YGL065C	maker-flattened_line_47-snap-gene-0.1-mRNA-1_1&gene=maker-flattened_line_47-snap-gene-0.1&CDS=1-1380
1378	OG0001378	YGL067W	snap_masked-flattened_line_39-processed-gene-1.67-mRNA-1_1&gene=snap_masked-flattened_line_39-processed-gene-1.67&CDS=1-1260
1379	OG0001379	YGL068W	snap_masked-flattened_line_2-processed-gene-4.87-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-4.87&CDS=1-489
1380	OG0001380	YGL070C	maker-flattened_line_2-snap-gene-4.64-mRNA-1_1&gene=maker-flattened_line_2-snap-gene-4.64&CDS=1-333
1381	OG0001381	YGL077C	snap_masked-flattened_line_231-processed-gene-0.22-mRNA-1_1&gene=snap_masked-flattened_line_231-processed-gene-0.22&CDS=1-1629
1382	OG0001382	YGL078C	snap_masked-flattened_line_13-processed-gene-2.87-mRNA-1_1&gene=snap_masked-flattened_line_13-processed-gene-2.87&CDS=1-1539
1383	OG0001383	YGL080W	snap_masked-flattened_line_181-processed-gene-0.17-mRNA-1_1&gene=snap_masked-flattened_line_181-processed-gene-0.17&CDS=1-372
1384	OG0001384	YGL083W	snap_masked-flattened_line_101-processed-gene-0.69-mRNA-1_1&gene=snap_masked-flattened_line_101-processed-gene-0.69&CDS=1-2550
1385	OG0001385	YGL084C	snap_masked-flattened_line_23-processed-gene-1.148-mRNA-1_1&gene=snap_masked-flattened_line_23-processed-gene-1.148&CDS=1-1704
1386	OG0001386	YGL085W	snap_masked-flattened_line_23-processed-gene-1.174-mRNA-1_1&gene=snap_masked-flattened_line_23-processed-gene-1.174&CDS=1-678
1387	OG0001387	YGL086W	snap_masked-flattened_line_33-processed-gene-0.66-mRNA-1_1&gene=snap_masked-flattened_line_33-processed-gene-0.66&CDS=1-2094
1388	OG0001388	YGL087C	snap_masked-flattened_line_33-processed-gene-0.44-mRNA-1_1&gene=snap_masked-flattened_line_33-processed-gene-0.44&CDS=1-417
1389	OG0001389	YGL091C	snap_masked-flattened_line_77-processed-gene-0.30-mRNA-1_1&gene=snap_masked-flattened_line_77-processed-gene-0.30&CDS=1-1011
1390	OG0001390	YGL092W	snap_masked-flattened_line_17-processed-gene-1.176-mRNA-1_1&gene=snap_masked-flattened_line_17-processed-gene-1.176&CDS=1-3327
1391	OG0001391	YGL094C	snap_masked-flattened_line_33-processed-gene-0.50-mRNA-1_1&gene=snap_masked-flattened_line_33-processed-gene-0.50&CDS=1-3000
1392	OG0001392	YGL095C	snap_masked-flattened_line_33-processed-gene-0.52-mRNA-1_1&gene=snap_masked-flattened_line_33-processed-gene-0.52&CDS=1-1737
1393	OG0001393	YGL097W	snap_masked-flattened_line_125-processed-gene-0.103-mRNA-1_1&gene=snap_masked-flattened_line_125-processed-gene-0.103&CDS=1-1479
1394	OG0001394	YGL098W	snap_masked-flattened_line_19-processed-gene-1.46-mRNA-1_1&gene=snap_masked-flattened_line_19-processed-gene-1.46&CDS=1-795
1395	OG0001395	YGL099W	snap_masked-flattened_line_19-processed-gene-1.54-mRNA-1_1&gene=snap_masked-flattened_line_19-processed-gene-1.54&CDS=1-2121
1396	OG0001396	YGL100W	snap_masked-flattened_line_49-processed-gene-0.105-mRNA-1_1&gene=snap_masked-flattened_line_49-processed-gene-0.105&CDS=1-957
1397	OG0001397	YGL103W	snap_masked-flattened_line_0-processed-gene-0.63-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-0.63&CDS=1-447
1398	OG0001398	YGL105W	snap_masked-flattened_line_43-processed-gene-0.10-mRNA-1_1&gene=snap_masked-flattened_line_43-processed-gene-0.10&CDS=1-1182
1399	OG0001399	YGL106W	maker-flattened_line_43-snap-gene-0.96-mRNA-1_1&gene=maker-flattened_line_43-snap-gene-0.96&CDS=1-441
1400	OG0001400	YGL110C	snap_masked-flattened_line_139-processed-gene-0.62-mRNA-1_1&gene=snap_masked-flattened_line_139-processed-gene-0.62&CDS=1-1788
1401	OG0001401	YGL111W	snap_masked-flattened_line_49-processed-gene-0.107-mRNA-1_1&gene=snap_masked-flattened_line_49-processed-gene-0.107&CDS=1-1227
1402	OG0001402	YGL112C	snap_masked-flattened_line_131-processed-gene-0.72-mRNA-1_1&gene=snap_masked-flattened_line_131-processed-gene-0.72&CDS=1-1446
1403	OG0001403	YGL114W	snap_masked-flattened_line_159-processed-gene-0.41-mRNA-1_1&gene=snap_masked-flattened_line_159-processed-gene-0.41&CDS=1-1881
1404	OG0001404	YGL115W	snap_masked-flattened_line_157-processed-gene-0.14-mRNA-1_1&gene=snap_masked-flattened_line_157-processed-gene-0.14&CDS=1-1161
1405	OG0001405	YGL116W	snap_masked-flattened_line_157-processed-gene-0.13-mRNA-1_1&gene=snap_masked-flattened_line_157-processed-gene-0.13&CDS=1-1536
1406	OG0001406	YGL119W	maker-flattened_line_113-snap-gene-0.144-mRNA-1_1&gene=maker-flattened_line_113-snap-gene-0.144&CDS=1-1740
1407	OG0001407	YGL120C	snap_masked-flattened_line_113-processed-gene-0.0-mRNA-1_1&gene=snap_masked-flattened_line_113-processed-gene-0.0&CDS=1-2193
1408	OG0001408	YGL122C	snap_masked-flattened_line_4-processed-gene-0.65-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-0.65&CDS=1-1455
1409	OG0001409	YGL124C	genemark-flattened_line_29-processed-gene-1.139-mRNA-1_1&gene=genemark-flattened_line_29-processed-gene-1.139&CDS=1-2190
1410	OG0001410	YGL125W	snap_masked-flattened_line_267-processed-gene-0.8-mRNA-1_1&gene=snap_masked-flattened_line_267-processed-gene-0.8&CDS=1-1755
1411	OG0001411	YGL130W	snap_masked-flattened_line_77-processed-gene-0.41-mRNA-1_1&gene=snap_masked-flattened_line_77-processed-gene-0.41&CDS=1-1170
1412	OG0001412	YGL131C	genemark-flattened_line_23-processed-gene-1.29-mRNA-1_1&gene=genemark-flattened_line_23-processed-gene-1.29&CDS=1-3939
1413	OG0001413	YGL136C	maker-flattened_line_47-snap-gene-0.5-mRNA-1_1&gene=maker-flattened_line_47-snap-gene-0.5&CDS=1-903
1414	OG0001414	YGL137W	snap_masked-flattened_line_19-processed-gene-1.51-mRNA-1_1&gene=snap_masked-flattened_line_19-processed-gene-1.51&CDS=1-2628
1415	OG0001415	YGL140C	snap_masked-flattened_line_85-processed-gene-0.31-mRNA-1_1&gene=snap_masked-flattened_line_85-processed-gene-0.31&CDS=1-3930
1416	OG0001416	YGL141W	maker-flattened_line_63-augustus-gene-0.0-mRNA-1_1&gene=maker-flattened_line_63-augustus-gene-0.0&CDS=1-2292
1417	OG0001417	YGL142C	snap_masked-flattened_line_167-processed-gene-0.74-mRNA-1_1&gene=snap_masked-flattened_line_167-processed-gene-0.74&CDS=1-1530
1418	OG0001418	YGL143C	snap_masked-flattened_line_193-processed-gene-0.74-mRNA-1_1&gene=snap_masked-flattened_line_193-processed-gene-0.74&CDS=1-1167
1419	OG0001419	YGL148W	snap_masked-flattened_line_31-processed-gene-1.40-mRNA-1_1&gene=snap_masked-flattened_line_31-processed-gene-1.40&CDS=1-1125
1420	OG0001420	YGL150C	snap_masked-flattened_line_11-processed-gene-0.33-mRNA-1_1&gene=snap_masked-flattened_line_11-processed-gene-0.33&CDS=1-4293
1421	OG0001421	YGL153W	snap_masked-flattened_line_11-processed-gene-1.32-mRNA-1_1&gene=snap_masked-flattened_line_11-processed-gene-1.32&CDS=1-1044
1422	OG0001422	YGL154C	genemark-flattened_line_11-processed-gene-1.72-mRNA-1_1&gene=genemark-flattened_line_11-processed-gene-1.72&CDS=1-1421
1423	OG0001423	YGL155W	maker-flattened_line_11-snap-gene-1.50-mRNA-1_1&gene=maker-flattened_line_11-snap-gene-1.50&CDS=1-1224
1424	OG0001424	YGL156W	snap_masked-flattened_line_17-processed-gene-0.39-mRNA-1_1&gene=snap_masked-flattened_line_17-processed-gene-0.39&CDS=1-3237
1425	OG0001425	YGL159W	snap_masked-flattened_line_179-processed-gene-0.53-mRNA-1_1&gene=snap_masked-flattened_line_179-processed-gene-0.53&CDS=1-996
1426	OG0001426	YGL160W	snap_masked-flattened_line_71-processed-gene-0.162-mRNA-1_1&gene=snap_masked-flattened_line_71-processed-gene-0.162&CDS=1-1581
1427	OG0001427	YGL161C	augustus_masked-flattened_line_209-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-flattened_line_209-processed-gene-0.6&CDS=1-903
1428	OG0001428	YGL163C	snap_masked-flattened_line_147-processed-gene-0.48-mRNA-1_1&gene=snap_masked-flattened_line_147-processed-gene-0.48&CDS=1-2391
1429	OG0001429	YGL164C	maker-flattened_line_0-augustus-gene-5.45-mRNA-1_1&gene=maker-flattened_line_0-augustus-gene-5.45&CDS=1-1638
1430	OG0001430	YGL166W	snap_masked-flattened_line_0-processed-gene-5.56-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-5.56&CDS=1-1137
1431	OG0001431	YGL167C	snap_masked-flattened_line_11-processed-gene-1.47-mRNA-1_1&gene=snap_masked-flattened_line_11-processed-gene-1.47&CDS=1-2784
1432	OG0001432	YGL169W	augustus_masked-flattened_line_11-processed-gene-1.7-mRNA-1_1&gene=augustus_masked-flattened_line_11-processed-gene-1.7&CDS=1-1134
1433	OG0001433	YGL171W	snap_masked-flattened_line_199-processed-gene-0.28-mRNA-1_1&gene=snap_masked-flattened_line_199-processed-gene-0.28&CDS=1-1641
1434	OG0001434	YGL172W	snap_masked-flattened_line_61-processed-gene-0.130-mRNA-1_1&gene=snap_masked-flattened_line_61-processed-gene-0.130&CDS=1-1305
1435	OG0001435	YGL173C	maker-flattened_line_61-snap-gene-0.135-mRNA-1_1&gene=maker-flattened_line_61-snap-gene-0.135&CDS=1-4479
1436	OG0001436	YGL178W	snap_masked-flattened_line_11-processed-gene-2.101-mRNA-1_1&gene=snap_masked-flattened_line_11-processed-gene-2.101&CDS=1-1587
1437	OG0001437	YGL180W	snap_masked-flattened_line_161-processed-gene-0.57-mRNA-1_1&gene=snap_masked-flattened_line_161-processed-gene-0.57&CDS=1-2076
1438	OG0001438	YGL184C	snap_masked-flattened_line_65-processed-gene-0.82-mRNA-1_1&gene=snap_masked-flattened_line_65-processed-gene-0.82&CDS=1-1302
1439	OG0001439	YGL186C	snap_masked-flattened_line_151-processed-gene-0.46-mRNA-1_1&gene=snap_masked-flattened_line_151-processed-gene-0.46&CDS=1-1638
1440	OG0001440	YGL187C	augustus_masked-flattened_line_169-processed-gene-0.77-mRNA-1_1&gene=augustus_masked-flattened_line_169-processed-gene-0.77&CDS=1-486
1441	OG0001441	YGL190C	snap_masked-flattened_line_219-processed-gene-0.46-mRNA-1_1&gene=snap_masked-flattened_line_219-processed-gene-0.46&CDS=1-1419
1442	OG0001442	YGL191W	maker-flattened_line_219-snap-gene-0.0-mRNA-1_1&gene=maker-flattened_line_219-snap-gene-0.0&CDS=1-432
1443	OG0001443	YGL192W	snap_masked-flattened_line_75-processed-gene-0.97-mRNA-1_1&gene=snap_masked-flattened_line_75-processed-gene-0.97&CDS=1-1620
1444	OG0001444	YGL194C	snap_masked-flattened_line_29-processed-gene-1.63-mRNA-1_1&gene=snap_masked-flattened_line_29-processed-gene-1.63&CDS=1-1299
1445	OG0001445	YGL195W	augustus_masked-flattened_line_25-processed-gene-1.18-mRNA-1_1&gene=augustus_masked-flattened_line_25-processed-gene-1.18&CDS=1-7473
1446	OG0001446	YGL196W	snap_masked-flattened_line_189-processed-gene-0.37-mRNA-1_1&gene=snap_masked-flattened_line_189-processed-gene-0.37&CDS=1-1164
1447	OG0001447	YGL198W	snap_masked-flattened_line_67-processed-gene-0.170-mRNA-1_1&gene=snap_masked-flattened_line_67-processed-gene-0.170&CDS=1-678
1448	OG0001448	YGL200C	maker-flattened_line_243-snap-gene-0.0-mRNA-1_1&gene=maker-flattened_line_243-snap-gene-0.0&CDS=1-600
1449	OG0001449	YGL201C	snap_masked-flattened_line_49-processed-gene-0.103-mRNA-1_1&gene=snap_masked-flattened_line_49-processed-gene-0.103&CDS=1-2760
1450	OG0001450	YGL202W	snap_masked-flattened_line_107-processed-gene-0.133-mRNA-1_1&gene=snap_masked-flattened_line_107-processed-gene-0.133&CDS=1-1485
1451	OG0001451	YGL203C	snap_masked-flattened_line_27-processed-gene-0.68-mRNA-1_1&gene=snap_masked-flattened_line_27-processed-gene-0.68&CDS=1-1854
1452	OG0001452	YGL206C	maker-flattened_line_211-augustus-gene-0.0-mRNA-1_1&gene=maker-flattened_line_211-augustus-gene-0.0&CDS=1-4929
1453	OG0001453	YGL207W	snap_masked-flattened_line_233-processed-gene-0.29-mRNA-1_1&gene=snap_masked-flattened_line_233-processed-gene-0.29&CDS=1-3003
1454	OG0001454	YGL211W	snap_masked-flattened_line_17-processed-gene-1.144-mRNA-1_1&gene=snap_masked-flattened_line_17-processed-gene-1.144&CDS=1-1101
1455	OG0001455	YGL212W	augustus_masked-flattened_line_19-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-flattened_line_19-processed-gene-0.17&CDS=1-945
1456	OG0001456	YGL213C	snap_masked-flattened_line_19-processed-gene-0.28-mRNA-1_1&gene=snap_masked-flattened_line_19-processed-gene-0.28&CDS=1-936
1457	OG0001457	YGL215W	snap_masked-flattened_line_195-processed-gene-0.33-mRNA-1_1&gene=snap_masked-flattened_line_195-processed-gene-0.33&CDS=1-1164
1458	OG0001458	YGL216W	snap_masked-flattened_line_195-processed-gene-0.22-mRNA-1_1&gene=snap_masked-flattened_line_195-processed-gene-0.22&CDS=1-2310
1459	OG0001459	YGL219C	snap_masked-flattened_line_239-processed-gene-0.21-mRNA-1_1&gene=snap_masked-flattened_line_239-processed-gene-0.21&CDS=1-1341
1460	OG0001460	YGL220W	snap_masked-flattened_line_17-processed-gene-1.122-mRNA-1_1&gene=snap_masked-flattened_line_17-processed-gene-1.122&CDS=1-249
1461	OG0001461	YGL224C	snap_masked-flattened_line_363-processed-gene-0.13-mRNA-1_1&gene=snap_masked-flattened_line_363-processed-gene-0.13&CDS=1-777
1462	OG0001462	YGL225W	snap_masked-flattened_line_67-processed-gene-0.146-mRNA-1_1&gene=snap_masked-flattened_line_67-processed-gene-0.146&CDS=1-978
1463	OG0001463	YGL231C	snap_masked-flattened_line_163-processed-gene-0.36-mRNA-1_1&gene=snap_masked-flattened_line_163-processed-gene-0.36&CDS=1-501
1464	OG0001464	YGL232W	snap_masked-flattened_line_2-processed-gene-3.18-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-3.18&CDS=1-969
1465	OG0001465	YGL233W	snap_masked-flattened_line_55-processed-gene-0.97-mRNA-1_1&gene=snap_masked-flattened_line_55-processed-gene-0.97&CDS=1-3129
1466	OG0001466	YGL234W	snap_masked-flattened_line_2-processed-gene-0.50-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-0.50&CDS=1-2364
1467	OG0001467	YGL236C	snap_masked-flattened_line_101-processed-gene-0.54-mRNA-1_1&gene=snap_masked-flattened_line_101-processed-gene-0.54&CDS=1-2082
1468	OG0001468	YGL237C	snap_masked-flattened_line_73-processed-gene-0.103-mRNA-1_1&gene=snap_masked-flattened_line_73-processed-gene-0.103&CDS=1-480
1469	OG0001469	YGL238W	snap_masked-flattened_line_101-processed-gene-0.73-mRNA-1_1&gene=snap_masked-flattened_line_101-processed-gene-0.73&CDS=1-2856
1470	OG0001470	YGL240W	snap_masked-flattened_line_101-processed-gene-0.74-mRNA-1_1&gene=snap_masked-flattened_line_101-processed-gene-0.74&CDS=1-552
1471	OG0001471	YGL241W	snap_masked-flattened_line_139-processed-gene-0.44-mRNA-1_1&gene=snap_masked-flattened_line_139-processed-gene-0.44&CDS=1-2703
1472	OG0001472	YGL242C	snap_masked-flattened_line_139-processed-gene-0.60-mRNA-1_1&gene=snap_masked-flattened_line_139-processed-gene-0.60&CDS=1-489
1473	OG0001473	YGL243W	genemark-flattened_line_139-processed-gene-0.8-mRNA-1_1&gene=genemark-flattened_line_139-processed-gene-0.8&CDS=1-1077
1474	OG0001474	YGL244W	snap_masked-flattened_line_273-processed-gene-0.17-mRNA-1_1&gene=snap_masked-flattened_line_273-processed-gene-0.17&CDS=1-1503
1475	OG0001475	YGL245W	snap_masked-flattened_line_33-processed-gene-1.19-mRNA-1_1&gene=snap_masked-flattened_line_33-processed-gene-1.19&CDS=1-2100
1476	OG0001476	YGL246C	snap_masked-flattened_line_33-processed-gene-1.46-mRNA-1_1&gene=snap_masked-flattened_line_33-processed-gene-1.46&CDS=1-1044
1477	OG0001477	YGL247W	snap_masked-flattened_line_33-processed-gene-1.18-mRNA-1_1&gene=snap_masked-flattened_line_33-processed-gene-1.18&CDS=1-1821
1478	OG0001478	YGL248W	maker-flattened_line_47-snap-gene-0.3-mRNA-1_1&gene=maker-flattened_line_47-snap-gene-0.3&CDS=1-1284
1479	OG0001479	YGL252C	snap_masked-flattened_line_97-processed-gene-0.72-mRNA-1_1&gene=snap_masked-flattened_line_97-processed-gene-0.72&CDS=1-1866
1480	OG0001480	YGL256W	augustus_masked-flattened_line_23-processed-gene-0.55-mRNA-1_1&gene=augustus_masked-flattened_line_23-processed-gene-0.55&CDS=1-1476
1481	OG0001481	YGL262W	snap_masked-flattened_line_67-processed-gene-0.164-mRNA-1_1&gene=snap_masked-flattened_line_67-processed-gene-0.164&CDS=1-726
1482	OG0001482	YGR001C	snap_masked-flattened_line_19-processed-gene-1.36-mRNA-1_1&gene=snap_masked-flattened_line_19-processed-gene-1.36&CDS=1-777
1483	OG0001483	YGR002C	snap_masked-flattened_line_13-processed-gene-2.93-mRNA-1_1&gene=snap_masked-flattened_line_13-processed-gene-2.93&CDS=1-1437
1484	OG0001484	YGR003W	augustus_masked-flattened_line_75-processed-gene-0.154-mRNA-1_1&gene=augustus_masked-flattened_line_75-processed-gene-0.154&CDS=1-2334
1485	OG0001485	YGR005C	snap_masked-flattened_line_59-processed-gene-0.123-mRNA-1_1&gene=snap_masked-flattened_line_59-processed-gene-0.123&CDS=1-993
1486	OG0001486	YGR006W	snap_masked-flattened_line_59-processed-gene-0.87-mRNA-1_1&gene=snap_masked-flattened_line_59-processed-gene-0.87&CDS=1-999
1487	OG0001487	YGR007W	snap_masked-flattened_line_29-processed-gene-1.89-mRNA-1_1&gene=snap_masked-flattened_line_29-processed-gene-1.89&CDS=1-1164
1488	OG0001488	YGR009C	snap_masked-flattened_line_93-processed-gene-0.135-mRNA-1_1&gene=snap_masked-flattened_line_93-processed-gene-0.135&CDS=1-1818
1489	OG0001489	YGR012W	snap_masked-flattened_line_11-processed-gene-0.31-mRNA-1_1&gene=snap_masked-flattened_line_11-processed-gene-0.31&CDS=1-1161
1490	OG0001490	YGR013W	augustus_masked-flattened_line_65-processed-gene-0.54-mRNA-1_1&gene=augustus_masked-flattened_line_65-processed-gene-0.54&CDS=1-1632
1491	OG0001491	YGR014W	snap_masked-flattened_line_65-processed-gene-0.81-mRNA-1_1&gene=snap_masked-flattened_line_65-processed-gene-0.81&CDS=1-3621
1492	OG0001492	YGR017W	snap_masked-flattened_line_41-processed-gene-0.33-mRNA-1_1&gene=snap_masked-flattened_line_41-processed-gene-0.33&CDS=1-873
1493	OG0001493	YGR019W	snap_masked-flattened_line_93-processed-gene-0.131-mRNA-1_1&gene=snap_masked-flattened_line_93-processed-gene-0.131&CDS=1-1482
1494	OG0001494	YGR020C	genemark-flattened_line_53-processed-gene-0.163-mRNA-1_1&gene=genemark-flattened_line_53-processed-gene-0.163&CDS=1-369
1495	OG0001495	YGR021W	snap_masked-flattened_line_53-processed-gene-0.52-mRNA-1_1&gene=snap_masked-flattened_line_53-processed-gene-0.52&CDS=1-867
1496	OG0001496	YGR024C	maker-flattened_line_11-snap-gene-2.1-mRNA-1_1&gene=maker-flattened_line_11-snap-gene-2.1&CDS=1-816
1497	OG0001497	YGR028W	snap_masked-flattened_line_61-processed-gene-0.83-mRNA-1_1&gene=snap_masked-flattened_line_61-processed-gene-0.83&CDS=1-1131
1498	OG0001498	YGR029W	snap_masked-flattened_line_161-processed-gene-0.50-mRNA-1_1&gene=snap_masked-flattened_line_161-processed-gene-0.50&CDS=1-546
1499	OG0001499	YGR031W	snap_masked-flattened_line_117-processed-gene-0.86-mRNA-1_1&gene=snap_masked-flattened_line_117-processed-gene-0.86&CDS=1-996
1500	OG0001500	YGR033C	snap_masked-flattened_line_65-processed-gene-0.113-mRNA-1_1&gene=snap_masked-flattened_line_65-processed-gene-0.113&CDS=1-786
1501	OG0001501	YGR036C	snap_masked-flattened_line_17-processed-gene-1.161-mRNA-1_1&gene=snap_masked-flattened_line_17-processed-gene-1.161&CDS=1-648
1502	OG0001502	YGR037C	maker-flattened_line_193-snap-gene-0.37-mRNA-1_1&gene=maker-flattened_line_193-snap-gene-0.37&CDS=1-258
1503	OG0001503	YGR042W	augustus_masked-flattened_line_0-processed-gene-8.10-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-8.10&CDS=1-1161
1504	OG0001504	YGR046W	snap_masked-flattened_line_99-processed-gene-0.78-mRNA-1_1&gene=snap_masked-flattened_line_99-processed-gene-0.78&CDS=1-1530
1505	OG0001505	YGR047C	snap_masked-flattened_line_267-processed-gene-0.7-mRNA-1_1&gene=snap_masked-flattened_line_267-processed-gene-0.7&CDS=1-2760
1506	OG0001506	YGR048W	snap_masked-flattened_line_85-processed-gene-0.63-mRNA-1_1&gene=snap_masked-flattened_line_85-processed-gene-0.63&CDS=1-1125
1507	OG0001507	YGR054W	snap_masked-flattened_line_279-processed-gene-0.15-mRNA-1_1&gene=snap_masked-flattened_line_279-processed-gene-0.15&CDS=1-1680
1508	OG0001508	YGR055W	snap_masked-flattened_line_71-processed-gene-0.148-mRNA-1_1&gene=snap_masked-flattened_line_71-processed-gene-0.148&CDS=1-1722
1509	OG0001509	YGR058W	snap_masked-flattened_line_0-processed-gene-2.35-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-2.35&CDS=1-1071
1510	OG0001510	YGR060W	snap_masked-flattened_line_173-processed-gene-0.41-mRNA-1_1&gene=snap_masked-flattened_line_173-processed-gene-0.41&CDS=1-927
1511	OG0001511	YGR061C	snap_masked-flattened_line_141-processed-gene-0.52-mRNA-1_1&gene=snap_masked-flattened_line_141-processed-gene-0.52&CDS=1-3951
1512	OG0001512	YGR062C	snap_masked-flattened_line_57-processed-gene-0.109-mRNA-1_1&gene=snap_masked-flattened_line_57-processed-gene-0.109&CDS=1-912
1513	OG0001513	YGR063C	snap_masked-flattened_line_57-processed-gene-0.78-mRNA-1_1&gene=snap_masked-flattened_line_57-processed-gene-0.78&CDS=1-330
1514	OG0001514	YGR074W	snap_masked-flattened_line_21-processed-gene-1.143-mRNA-1_1&gene=snap_masked-flattened_line_21-processed-gene-1.143&CDS=1-405
1515	OG0001515	YGR076C	snap_masked-flattened_line_87-processed-gene-0.77-mRNA-1_1&gene=snap_masked-flattened_line_87-processed-gene-0.77&CDS=1-549
1516	OG0001516	YGR078C	snap_masked-flattened_line_113-processed-gene-0.18-mRNA-1_1&gene=snap_masked-flattened_line_113-processed-gene-0.18&CDS=1-549
1517	OG0001517	YGR080W	snap_masked-flattened_line_47-processed-gene-0.168-mRNA-1_1&gene=snap_masked-flattened_line_47-processed-gene-0.168&CDS=1-918
1518	OG0001518	YGR081C	genemark-flattened_line_75-processed-gene-0.53-mRNA-1_1&gene=genemark-flattened_line_75-processed-gene-0.53&CDS=1-609
1519	OG0001519	YGR082W	snap_masked-flattened_line_291-processed-gene-0.15-mRNA-1_1&gene=snap_masked-flattened_line_291-processed-gene-0.15&CDS=1-492
1520	OG0001520	YGR083C	snap_masked-flattened_line_175-processed-gene-0.48-mRNA-1_1&gene=snap_masked-flattened_line_175-processed-gene-0.48&CDS=1-1296
1521	OG0001521	YGR086C	maker-flattened_line_29-snap-gene-1.93-mRNA-1_1&gene=maker-flattened_line_29-snap-gene-1.93&CDS=1-930
1522	OG0001522	YGR090W	augustus_masked-flattened_line_51-processed-gene-0.92-mRNA-1_1&gene=augustus_masked-flattened_line_51-processed-gene-0.92&CDS=1-3423
1523	OG0001523	YGR091W	snap_masked-flattened_line_45-processed-gene-0.38-mRNA-1_1&gene=snap_masked-flattened_line_45-processed-gene-0.38&CDS=1-1554
