	OrthologID	Saccharomyces_cerevisiae	yHMPu5000035652_Torulaspora_maleeae
2293	OG0002293	YKL203C	genemark-NODE_16_length_214003_cov_71.8808_ID_2032-processed-gene-0.111-mRNA-1_1&gene=genemark-NODE_16_length_214003_cov_71.8808_ID_2032-processed-gene-0.111&CDS=1-7392
2294	OG0002294	YKL204W	snap_masked-NODE_16_length_214003_cov_71.8808_ID_2032-processed-gene-0.59-mRNA-1_1&gene=snap_masked-NODE_16_length_214003_cov_71.8808_ID_2032-processed-gene-0.59&CDS=1-1776
2295	OG0002295	YKL205W	genemark-NODE_16_length_214003_cov_71.8808_ID_2032-processed-gene-0.96-mRNA-1_1&gene=genemark-NODE_16_length_214003_cov_71.8808_ID_2032-processed-gene-0.96&CDS=1-3174
2296	OG0002296	YKL206C	snap_masked-NODE_16_length_214003_cov_71.8808_ID_2032-processed-gene-0.71-mRNA-1_1&gene=snap_masked-NODE_16_length_214003_cov_71.8808_ID_2032-processed-gene-0.71&CDS=1-843
2297	OG0002297	YKL207W	genemark-NODE_16_length_214003_cov_71.8808_ID_2032-processed-gene-0.92-mRNA-1_1&gene=genemark-NODE_16_length_214003_cov_71.8808_ID_2032-processed-gene-0.92&CDS=1-801
2298	OG0002298	YKL208W	snap_masked-NODE_16_length_214003_cov_71.8808_ID_2032-processed-gene-0.53-mRNA-1_1&gene=snap_masked-NODE_16_length_214003_cov_71.8808_ID_2032-processed-gene-0.53&CDS=1-723
2299	OG0002299	YKL209C	genemark-NODE_16_length_214003_cov_71.8808_ID_2032-processed-gene-0.108-mRNA-1_1&gene=genemark-NODE_16_length_214003_cov_71.8808_ID_2032-processed-gene-0.108&CDS=1-3711
2300	OG0002300	YKL210W	genemark-NODE_16_length_214003_cov_71.8808_ID_2032-processed-gene-0.89-mRNA-1_1&gene=genemark-NODE_16_length_214003_cov_71.8808_ID_2032-processed-gene-0.89&CDS=1-3042
2301	OG0002301	YKL211C	genemark-NODE_16_length_214003_cov_71.8808_ID_2032-processed-gene-0.105-mRNA-1_1&gene=genemark-NODE_16_length_214003_cov_71.8808_ID_2032-processed-gene-0.105&CDS=1-1461
2302	OG0002302	YKL212W	genemark-NODE_16_length_214003_cov_71.8808_ID_2032-processed-gene-0.87-mRNA-1_1&gene=genemark-NODE_16_length_214003_cov_71.8808_ID_2032-processed-gene-0.87&CDS=1-1869
2303	OG0002303	YKL213C	genemark-NODE_16_length_214003_cov_71.8808_ID_2032-processed-gene-0.104-mRNA-1_1&gene=genemark-NODE_16_length_214003_cov_71.8808_ID_2032-processed-gene-0.104&CDS=1-2130
2304	OG0002304	YKL214C	genemark-NODE_16_length_214003_cov_71.8808_ID_2032-processed-gene-0.103-mRNA-1_1&gene=genemark-NODE_16_length_214003_cov_71.8808_ID_2032-processed-gene-0.103&CDS=1-489
2305	OG0002305	YKL216W	genemark-NODE_4_length_856739_cov_59.0822_ID_2094-processed-gene-7.232-mRNA-1_1&gene=genemark-NODE_4_length_856739_cov_59.0822_ID_2094-processed-gene-7.232&CDS=1-942
2306	OG0002306	YKL217W	genemark-NODE_3_length_908381_cov_61.3483_ID_1566-processed-gene-8.61-mRNA-1_1&gene=genemark-NODE_3_length_908381_cov_61.3483_ID_1566-processed-gene-8.61&CDS=1-1707
2307	OG0002307	YKL221W	genemark-NODE_1_length_1102252_cov_58.3912_ID_1431-processed-gene-5.128-mRNA-1_1&gene=genemark-NODE_1_length_1102252_cov_58.3912_ID_1431-processed-gene-5.128&CDS=1-1368
2308	OG0002308	YKR002W	augustus_masked-NODE_5_length_764704_cov_59.617_ID_1253-processed-gene-1.124-mRNA-1_1&gene=augustus_masked-NODE_5_length_764704_cov_59.617_ID_1253-processed-gene-1.124&CDS=1-2937
2309	OG0002309	YKR006C	augustus_masked-NODE_5_length_764704_cov_59.617_ID_1253-processed-gene-1.142-mRNA-1_1&gene=augustus_masked-NODE_5_length_764704_cov_59.617_ID_1253-processed-gene-1.142&CDS=1-780
2310	OG0002310	YKR009C	maker-NODE_5_length_764704_cov_59.617_ID_1253-augustus-gene-1.59-mRNA-1_1&gene=maker-NODE_5_length_764704_cov_59.617_ID_1253-augustus-gene-1.59&CDS=1-2757
2311	OG0002311	YKR011C	snap_masked-NODE_4_length_856739_cov_59.0822_ID_2094-processed-gene-0.85-mRNA-1_1&gene=snap_masked-NODE_4_length_856739_cov_59.0822_ID_2094-processed-gene-0.85&CDS=1-897
2312	OG0002312	YKR017C	genemark-NODE_4_length_856739_cov_59.0822_ID_2094-processed-gene-0.16-mRNA-1_1&gene=genemark-NODE_4_length_856739_cov_59.0822_ID_2094-processed-gene-0.16&CDS=1-1650
2313	OG0002313	YKR020W	genemark-NODE_4_length_856739_cov_59.0822_ID_2094-processed-gene-0.29-mRNA-1_1&gene=genemark-NODE_4_length_856739_cov_59.0822_ID_2094-processed-gene-0.29&CDS=1-408
2314	OG0002314	YKR022C	snap_masked-NODE_4_length_856739_cov_59.0822_ID_2094-processed-gene-0.78-mRNA-1_1&gene=snap_masked-NODE_4_length_856739_cov_59.0822_ID_2094-processed-gene-0.78&CDS=1-903
2315	OG0002315	YKR023W	genemark-NODE_24_length_36499_cov_55.256_ID_2611-processed-gene-0.9-mRNA-1_1&gene=genemark-NODE_24_length_36499_cov_55.256_ID_2611-processed-gene-0.9&CDS=1-1536
2316	OG0002316	YKR024C	genemark-NODE_24_length_36499_cov_55.256_ID_2611-processed-gene-0.3-mRNA-1_1&gene=genemark-NODE_24_length_36499_cov_55.256_ID_2611-processed-gene-0.3&CDS=1-2154
2317	OG0002317	YKR025W	genemark-NODE_24_length_36499_cov_55.256_ID_2611-processed-gene-0.8-mRNA-1_1&gene=genemark-NODE_24_length_36499_cov_55.256_ID_2611-processed-gene-0.8&CDS=1-786
2318	OG0002318	YKR026C	genemark-NODE_24_length_36499_cov_55.256_ID_2611-processed-gene-0.2-mRNA-1_1&gene=genemark-NODE_24_length_36499_cov_55.256_ID_2611-processed-gene-0.2&CDS=1-921
2319	OG0002319	YKR029C	maker-NODE_24_length_36499_cov_55.256_ID_2611-augustus-gene-0.30-mRNA-1_1&gene=maker-NODE_24_length_36499_cov_55.256_ID_2611-augustus-gene-0.30&CDS=1-2757
2320	OG0002320	YKR031C	snap_masked-NODE_24_length_36499_cov_55.256_ID_2611-processed-gene-0.29-mRNA-1_1&gene=snap_masked-NODE_24_length_36499_cov_55.256_ID_2611-processed-gene-0.29&CDS=1-4059
2321	OG0002321	YKR043C	genemark-NODE_18_length_125337_cov_58.0426_ID_2127-processed-gene-0.154-mRNA-1_1&gene=genemark-NODE_18_length_125337_cov_58.0426_ID_2127-processed-gene-0.154&CDS=1-816
2322	OG0002322	YKR044W	augustus_masked-NODE_18_length_125337_cov_58.0426_ID_2127-processed-gene-0.124-mRNA-1_1&gene=augustus_masked-NODE_18_length_125337_cov_58.0426_ID_2127-processed-gene-0.124&CDS=1-1269
2323	OG0002323	YKR045C	snap_masked-NODE_18_length_125337_cov_58.0426_ID_2127-processed-gene-0.27-mRNA-1_1&gene=snap_masked-NODE_18_length_125337_cov_58.0426_ID_2127-processed-gene-0.27&CDS=1-654
2324	OG0002324	YKR048C	augustus_masked-NODE_18_length_125337_cov_58.0426_ID_2127-processed-gene-0.95-mRNA-1_1&gene=augustus_masked-NODE_18_length_125337_cov_58.0426_ID_2127-processed-gene-0.95&CDS=1-2292
2325	OG0002325	YKR049C	genemark-NODE_18_length_125337_cov_58.0426_ID_2127-processed-gene-0.148-mRNA-1_1&gene=genemark-NODE_18_length_125337_cov_58.0426_ID_2127-processed-gene-0.148&CDS=1-399
2326	OG0002326	YKR051W	genemark-NODE_18_length_125337_cov_58.0426_ID_2127-processed-gene-0.180-mRNA-1_1&gene=genemark-NODE_18_length_125337_cov_58.0426_ID_2127-processed-gene-0.180&CDS=1-1269
2327	OG0002327	YKR052C	genemark-NODE_18_length_125337_cov_58.0426_ID_2127-processed-gene-0.145-mRNA-1_1&gene=genemark-NODE_18_length_125337_cov_58.0426_ID_2127-processed-gene-0.145&CDS=1-912
2328	OG0002328	YKR054C	snap_masked-NODE_18_length_125337_cov_58.0426_ID_2127-processed-gene-0.18-mRNA-1_1&gene=snap_masked-NODE_18_length_125337_cov_58.0426_ID_2127-processed-gene-0.18&CDS=1-12231
2329	OG0002329	YKR055W	genemark-NODE_18_length_125337_cov_58.0426_ID_2127-processed-gene-0.179-mRNA-1_1&gene=genemark-NODE_18_length_125337_cov_58.0426_ID_2127-processed-gene-0.179&CDS=1-894
2330	OG0002330	YKR056W	snap_masked-NODE_18_length_125337_cov_58.0426_ID_2127-processed-gene-0.54-mRNA-1_1&gene=snap_masked-NODE_18_length_125337_cov_58.0426_ID_2127-processed-gene-0.54&CDS=1-1998
2331	OG0002331	YKR062W	augustus_masked-NODE_18_length_125337_cov_58.0426_ID_2127-processed-gene-0.112-mRNA-1_1&gene=augustus_masked-NODE_18_length_125337_cov_58.0426_ID_2127-processed-gene-0.112&CDS=1-930
2332	OG0002332	YKR063C	genemark-NODE_18_length_125337_cov_58.0426_ID_2127-processed-gene-0.137-mRNA-1_1&gene=genemark-NODE_18_length_125337_cov_58.0426_ID_2127-processed-gene-0.137&CDS=1-1434
2333	OG0002333	YKR064W	genemark-NODE_18_length_125337_cov_58.0426_ID_2127-processed-gene-0.169-mRNA-1_1&gene=genemark-NODE_18_length_125337_cov_58.0426_ID_2127-processed-gene-0.169&CDS=1-2487
2334	OG0002334	YKR065C	augustus_masked-NODE_18_length_125337_cov_58.0426_ID_2127-processed-gene-0.82-mRNA-1_1&gene=augustus_masked-NODE_18_length_125337_cov_58.0426_ID_2127-processed-gene-0.82&CDS=1-573
2335	OG0002335	YKR068C	genemark-NODE_3_length_908381_cov_61.3483_ID_1566-processed-gene-5.99-mRNA-1_1&gene=genemark-NODE_3_length_908381_cov_61.3483_ID_1566-processed-gene-5.99&CDS=1-588
2336	OG0002336	YKR069W	genemark-NODE_3_length_908381_cov_61.3483_ID_1566-processed-gene-5.116-mRNA-1_1&gene=genemark-NODE_3_length_908381_cov_61.3483_ID_1566-processed-gene-5.116&CDS=1-1740
2337	OG0002337	YKR070W	genemark-NODE_3_length_908381_cov_61.3483_ID_1566-processed-gene-5.115-mRNA-1_1&gene=genemark-NODE_3_length_908381_cov_61.3483_ID_1566-processed-gene-5.115&CDS=1-1059
2338	OG0002338	YKR074W	genemark-NODE_3_length_908381_cov_61.3483_ID_1566-processed-gene-5.94-mRNA-1_1&gene=genemark-NODE_3_length_908381_cov_61.3483_ID_1566-processed-gene-5.94&CDS=1-432
2339	OG0002339	YKR075C	augustus_masked-NODE_3_length_908381_cov_61.3483_ID_1566-processed-gene-4.128-mRNA-1_1&gene=augustus_masked-NODE_3_length_908381_cov_61.3483_ID_1566-processed-gene-4.128&CDS=1-858
2340	OG0002340	YKR076W	genemark-NODE_3_length_908381_cov_61.3483_ID_1566-processed-gene-4.49-mRNA-1_1&gene=genemark-NODE_3_length_908381_cov_61.3483_ID_1566-processed-gene-4.49&CDS=1-1104
2341	OG0002341	YKR079C	snap_masked-NODE_3_length_908381_cov_61.3483_ID_1566-processed-gene-4.72-mRNA-1_1&gene=snap_masked-NODE_3_length_908381_cov_61.3483_ID_1566-processed-gene-4.72&CDS=1-2451
2342	OG0002342	YKR080W	genemark-NODE_3_length_908381_cov_61.3483_ID_1566-processed-gene-4.46-mRNA-1_1&gene=genemark-NODE_3_length_908381_cov_61.3483_ID_1566-processed-gene-4.46&CDS=1-969
2343	OG0002343	YKR081C	genemark-NODE_3_length_908381_cov_61.3483_ID_1566-processed-gene-4.19-mRNA-1_1&gene=genemark-NODE_3_length_908381_cov_61.3483_ID_1566-processed-gene-4.19&CDS=1-1053
2344	OG0002344	YKR082W	genemark-NODE_3_length_908381_cov_61.3483_ID_1566-processed-gene-4.45-mRNA-1_1&gene=genemark-NODE_3_length_908381_cov_61.3483_ID_1566-processed-gene-4.45&CDS=1-3450
2345	OG0002345	YKR083C	genemark-NODE_3_length_908381_cov_61.3483_ID_1566-processed-gene-4.18-mRNA-1_1&gene=genemark-NODE_3_length_908381_cov_61.3483_ID_1566-processed-gene-4.18&CDS=1-354
2346	OG0002346	YKR084C	maker-NODE_3_length_908381_cov_61.3483_ID_1566-snap-gene-4.105-mRNA-1_1&gene=maker-NODE_3_length_908381_cov_61.3483_ID_1566-snap-gene-4.105&CDS=1-1944
2347	OG0002347	YKR085C	genemark-NODE_3_length_908381_cov_61.3483_ID_1566-processed-gene-4.14-mRNA-1_1&gene=genemark-NODE_3_length_908381_cov_61.3483_ID_1566-processed-gene-4.14&CDS=1-612
2348	OG0002348	YKR087C	genemark-NODE_3_length_908381_cov_61.3483_ID_1566-processed-gene-4.13-mRNA-1_1&gene=genemark-NODE_3_length_908381_cov_61.3483_ID_1566-processed-gene-4.13&CDS=1-1008
2349	OG0002349	YKR088C	genemark-NODE_3_length_908381_cov_61.3483_ID_1566-processed-gene-4.12-mRNA-1_1&gene=genemark-NODE_3_length_908381_cov_61.3483_ID_1566-processed-gene-4.12&CDS=1-963
2350	OG0002350	YKR089C	genemark-NODE_3_length_908381_cov_61.3483_ID_1566-processed-gene-4.10-mRNA-1_1&gene=genemark-NODE_3_length_908381_cov_61.3483_ID_1566-processed-gene-4.10&CDS=1-2688
2351	OG0002351	YKR090W	genemark-NODE_3_length_908381_cov_61.3483_ID_1566-processed-gene-4.36-mRNA-1_1&gene=genemark-NODE_3_length_908381_cov_61.3483_ID_1566-processed-gene-4.36&CDS=1-1899
2352	OG0002352	YKR092C	genemark-NODE_3_length_908381_cov_61.3483_ID_1566-processed-gene-4.9-mRNA-1_1&gene=genemark-NODE_3_length_908381_cov_61.3483_ID_1566-processed-gene-4.9&CDS=1-1140
2353	OG0002353	YKR093W	genemark-NODE_3_length_908381_cov_61.3483_ID_1566-processed-gene-4.29-mRNA-1_1&gene=genemark-NODE_3_length_908381_cov_61.3483_ID_1566-processed-gene-4.29&CDS=1-1734
2354	OG0002354	YKR095W	augustus_masked-NODE_3_length_908381_cov_61.3483_ID_1566-processed-gene-4.131-mRNA-1_1&gene=augustus_masked-NODE_3_length_908381_cov_61.3483_ID_1566-processed-gene-4.131&CDS=1-5424
2355	OG0002355	YKR095W-A	augustus_masked-NODE_3_length_908381_cov_61.3483_ID_1566-processed-gene-4.129-mRNA-1_1&gene=augustus_masked-NODE_3_length_908381_cov_61.3483_ID_1566-processed-gene-4.129&CDS=1-246
2356	OG0002356	YKR096W	genemark-NODE_3_length_908381_cov_61.3483_ID_1566-processed-gene-4.4-mRNA-1_1&gene=genemark-NODE_3_length_908381_cov_61.3483_ID_1566-processed-gene-4.4&CDS=1-3519
2357	OG0002357	YKR097W	genemark-NODE_3_length_908381_cov_61.3483_ID_1566-processed-gene-4.3-mRNA-1_1&gene=genemark-NODE_3_length_908381_cov_61.3483_ID_1566-processed-gene-4.3&CDS=1-1644
2358	OG0002358	YKR099W	genemark-NODE_4_length_856739_cov_59.0822_ID_2094-processed-gene-7.197-mRNA-1_1&gene=genemark-NODE_4_length_856739_cov_59.0822_ID_2094-processed-gene-7.197&CDS=1-2478
2359	OG0002359	YKR101W	snap_masked-NODE_7_length_482624_cov_60.8826_ID_1816-processed-gene-0.103-mRNA-1_1&gene=snap_masked-NODE_7_length_482624_cov_60.8826_ID_1816-processed-gene-0.103&CDS=1-1419
2360	OG0002360	YLL002W	genemark-NODE_2_length_1019301_cov_58.9423_ID_1327-processed-gene-4.13-mRNA-1_1&gene=genemark-NODE_2_length_1019301_cov_58.9423_ID_1327-processed-gene-4.13&CDS=1-1308
2361	OG0002361	YLL003W	snap_masked-NODE_2_length_1019301_cov_58.9423_ID_1327-processed-gene-4.65-mRNA-1_1&gene=snap_masked-NODE_2_length_1019301_cov_58.9423_ID_1327-processed-gene-4.65&CDS=1-2877
2362	OG0002362	YLL004W	maker-NODE_2_length_1019301_cov_58.9423_ID_1327-snap-gene-4.7-mRNA-1_1&gene=maker-NODE_2_length_1019301_cov_58.9423_ID_1327-snap-gene-4.7&CDS=1-2283
2363	OG0002363	YLL005C	snap_masked-NODE_2_length_1019301_cov_58.9423_ID_1327-processed-gene-4.61-mRNA-1_1&gene=snap_masked-NODE_2_length_1019301_cov_58.9423_ID_1327-processed-gene-4.61&CDS=1-2646
2364	OG0002364	YLL006W	genemark-NODE_2_length_1019301_cov_58.9423_ID_1327-processed-gene-4.33-mRNA-1_1&gene=genemark-NODE_2_length_1019301_cov_58.9423_ID_1327-processed-gene-4.33&CDS=1-1332
2365	OG0002365	YLL007C	snap_masked-NODE_2_length_1019301_cov_58.9423_ID_1327-processed-gene-4.67-mRNA-1_1&gene=snap_masked-NODE_2_length_1019301_cov_58.9423_ID_1327-processed-gene-4.67&CDS=1-1728
2366	OG0002366	YLL008W	genemark-NODE_2_length_1019301_cov_58.9423_ID_1327-processed-gene-4.34-mRNA-1_1&gene=genemark-NODE_2_length_1019301_cov_58.9423_ID_1327-processed-gene-4.34&CDS=1-2265
2367	OG0002367	YLL011W	genemark-NODE_2_length_1019301_cov_58.9423_ID_1327-processed-gene-4.37-mRNA-1_1&gene=genemark-NODE_2_length_1019301_cov_58.9423_ID_1327-processed-gene-4.37&CDS=1-1452
2368	OG0002368	YLL013C	genemark-NODE_2_length_1019301_cov_58.9423_ID_1327-processed-gene-4.22-mRNA-1_1&gene=genemark-NODE_2_length_1019301_cov_58.9423_ID_1327-processed-gene-4.22&CDS=1-1923
2369	OG0002369	YLL014W	genemark-NODE_2_length_1019301_cov_58.9423_ID_1327-processed-gene-4.41-mRNA-1_1&gene=genemark-NODE_2_length_1019301_cov_58.9423_ID_1327-processed-gene-4.41&CDS=1-312
2370	OG0002370	YLL018C	genemark-NODE_12_length_283993_cov_55.3027_ID_1785-processed-gene-1.2-mRNA-1_1&gene=genemark-NODE_12_length_283993_cov_55.3027_ID_1785-processed-gene-1.2&CDS=1-1992
2371	OG0002371	YLL019C	genemark-NODE_12_length_283993_cov_55.3027_ID_1785-processed-gene-0.46-mRNA-1_1&gene=genemark-NODE_12_length_283993_cov_55.3027_ID_1785-processed-gene-0.46&CDS=1-2151
2372	OG0002372	YLL022C	augustus_masked-NODE_12_length_283993_cov_55.3027_ID_1785-processed-gene-0.129-mRNA-1_1&gene=augustus_masked-NODE_12_length_283993_cov_55.3027_ID_1785-processed-gene-0.129&CDS=1-1077
2373	OG0002373	YLL029W	augustus_masked-NODE_12_length_283993_cov_55.3027_ID_1785-processed-gene-0.108-mRNA-1_1&gene=augustus_masked-NODE_12_length_283993_cov_55.3027_ID_1785-processed-gene-0.108&CDS=1-3855
2374	OG0002374	YLL031C	genemark-NODE_12_length_283993_cov_55.3027_ID_1785-processed-gene-0.40-mRNA-1_1&gene=genemark-NODE_12_length_283993_cov_55.3027_ID_1785-processed-gene-0.40&CDS=1-3015
2375	OG0002375	YLL032C	genemark-NODE_12_length_283993_cov_55.3027_ID_1785-processed-gene-0.39-mRNA-1_1&gene=genemark-NODE_12_length_283993_cov_55.3027_ID_1785-processed-gene-0.39&CDS=1-2184
2376	OG0002376	YLL033W	augustus_masked-NODE_12_length_283993_cov_55.3027_ID_1785-processed-gene-0.106-mRNA-1_1&gene=augustus_masked-NODE_12_length_283993_cov_55.3027_ID_1785-processed-gene-0.106&CDS=1-690
2377	OG0002377	YLL034C	genemark-NODE_6_length_541168_cov_59.8263_ID_1634-processed-gene-2.15-mRNA-1_1&gene=genemark-NODE_6_length_541168_cov_59.8263_ID_1634-processed-gene-2.15&CDS=1-2466
2378	OG0002378	YLL035W	genemark-NODE_6_length_541168_cov_59.8263_ID_1634-processed-gene-2.39-mRNA-1_1&gene=genemark-NODE_6_length_541168_cov_59.8263_ID_1634-processed-gene-2.39&CDS=1-1875
2379	OG0002379	YLL036C	genemark-NODE_6_length_541168_cov_59.8263_ID_1634-processed-gene-2.37-mRNA-1_1&gene=genemark-NODE_6_length_541168_cov_59.8263_ID_1634-processed-gene-2.37&CDS=1-1530
2380	OG0002380	YLL038C	genemark-NODE_6_length_541168_cov_59.8263_ID_1634-processed-gene-2.36-mRNA-1_1&gene=genemark-NODE_6_length_541168_cov_59.8263_ID_1634-processed-gene-2.36&CDS=1-765
2381	OG0002381	YLL040C	genemark-NODE_6_length_541168_cov_59.8263_ID_1634-processed-gene-2.34-mRNA-1_1&gene=genemark-NODE_6_length_541168_cov_59.8263_ID_1634-processed-gene-2.34&CDS=1-10170
2382	OG0002382	YLL043W	genemark-NODE_6_length_541168_cov_59.8263_ID_1634-processed-gene-2.10-mRNA-1_1&gene=genemark-NODE_6_length_541168_cov_59.8263_ID_1634-processed-gene-2.10&CDS=1-2034
2383	OG0002383	YLL048C	augustus_masked-NODE_6_length_541168_cov_59.8263_ID_1634-processed-gene-2.126-mRNA-1_1&gene=augustus_masked-NODE_6_length_541168_cov_59.8263_ID_1634-processed-gene-2.126&CDS=1-5688
2384	OG0002384	YLL049W	snap_masked-NODE_6_length_541168_cov_59.8263_ID_1634-processed-gene-2.58-mRNA-1_1&gene=snap_masked-NODE_6_length_541168_cov_59.8263_ID_1634-processed-gene-2.58&CDS=1-525
2385	OG0002385	YLL050C	genemark-NODE_6_length_541168_cov_59.8263_ID_1634-processed-gene-2.7-mRNA-1_1&gene=genemark-NODE_6_length_541168_cov_59.8263_ID_1634-processed-gene-2.7&CDS=1-429
2386	OG0002386	YLL056C	genemark-NODE_4_length_856739_cov_59.0822_ID_2094-processed-gene-7.235-mRNA-1_1&gene=genemark-NODE_4_length_856739_cov_59.0822_ID_2094-processed-gene-7.235&CDS=1-873
2387	OG0002387	YLR001C	genemark-NODE_2_length_1019301_cov_58.9423_ID_1327-processed-gene-3.27-mRNA-1_1&gene=genemark-NODE_2_length_1019301_cov_58.9423_ID_1327-processed-gene-3.27&CDS=1-2424
2388	OG0002388	YLR002C	genemark-NODE_2_length_1019301_cov_58.9423_ID_1327-processed-gene-3.26-mRNA-1_1&gene=genemark-NODE_2_length_1019301_cov_58.9423_ID_1327-processed-gene-3.26&CDS=1-1992
2389	OG0002389	YLR003C	genemark-NODE_2_length_1019301_cov_58.9423_ID_1327-processed-gene-3.23-mRNA-1_1&gene=genemark-NODE_2_length_1019301_cov_58.9423_ID_1327-processed-gene-3.23&CDS=1-858
2390	OG0002390	YLR004C	genemark-NODE_2_length_1019301_cov_58.9423_ID_1327-processed-gene-3.22-mRNA-1_1&gene=genemark-NODE_2_length_1019301_cov_58.9423_ID_1327-processed-gene-3.22&CDS=1-1623
2391	OG0002391	YLR005W	genemark-NODE_2_length_1019301_cov_58.9423_ID_1327-processed-gene-3.46-mRNA-1_1&gene=genemark-NODE_2_length_1019301_cov_58.9423_ID_1327-processed-gene-3.46&CDS=1-1398
2392	OG0002392	YLR006C	genemark-NODE_2_length_1019301_cov_58.9423_ID_1327-processed-gene-3.21-mRNA-1_1&gene=genemark-NODE_2_length_1019301_cov_58.9423_ID_1327-processed-gene-3.21&CDS=1-2031
2393	OG0002393	YLR007W	snap_masked-NODE_2_length_1019301_cov_58.9423_ID_1327-processed-gene-3.144-mRNA-1_1&gene=snap_masked-NODE_2_length_1019301_cov_58.9423_ID_1327-processed-gene-3.144&CDS=1-918
2394	OG0002394	YLR008C	genemark-NODE_2_length_1019301_cov_58.9423_ID_1327-processed-gene-3.20-mRNA-1_1&gene=genemark-NODE_2_length_1019301_cov_58.9423_ID_1327-processed-gene-3.20&CDS=1-507
2395	OG0002395	YLR009W	genemark-NODE_2_length_1019301_cov_58.9423_ID_1327-processed-gene-3.44-mRNA-1_1&gene=genemark-NODE_2_length_1019301_cov_58.9423_ID_1327-processed-gene-3.44&CDS=1-594
2396	OG0002396	YLR014C	maker-NODE_2_length_1019301_cov_58.9423_ID_1327-snap-gene-3.157-mRNA-1_1&gene=maker-NODE_2_length_1019301_cov_58.9423_ID_1327-snap-gene-3.157&CDS=1-2727
2397	OG0002397	YLR016C	genemark-NODE_2_length_1019301_cov_58.9423_ID_1327-processed-gene-3.15-mRNA-1_1&gene=genemark-NODE_2_length_1019301_cov_58.9423_ID_1327-processed-gene-3.15&CDS=1-600
2398	OG0002398	YLR017W	augustus_masked-NODE_2_length_1019301_cov_58.9423_ID_1327-processed-gene-4.123-mRNA-1_1&gene=augustus_masked-NODE_2_length_1019301_cov_58.9423_ID_1327-processed-gene-4.123&CDS=1-1086
2399	OG0002399	YLR018C	augustus_masked-NODE_2_length_1019301_cov_58.9423_ID_1327-processed-gene-4.140-mRNA-1_1&gene=augustus_masked-NODE_2_length_1019301_cov_58.9423_ID_1327-processed-gene-4.140&CDS=1-1110
2400	OG0002400	YLR020C	genemark-NODE_2_length_1019301_cov_58.9423_ID_1327-processed-gene-4.38-mRNA-1_1&gene=genemark-NODE_2_length_1019301_cov_58.9423_ID_1327-processed-gene-4.38&CDS=1-1608
2401	OG0002401	YLR021W	augustus_masked-NODE_2_length_1019301_cov_58.9423_ID_1327-processed-gene-4.125-mRNA-1_1&gene=augustus_masked-NODE_2_length_1019301_cov_58.9423_ID_1327-processed-gene-4.125&CDS=1-483
2402	OG0002402	YLR022C	genemark-NODE_2_length_1019301_cov_58.9423_ID_1327-processed-gene-4.39-mRNA-1_1&gene=genemark-NODE_2_length_1019301_cov_58.9423_ID_1327-processed-gene-4.39&CDS=1-729
2403	OG0002403	YLR023C	genemark-NODE_2_length_1019301_cov_58.9423_ID_1327-processed-gene-4.40-mRNA-1_1&gene=genemark-NODE_2_length_1019301_cov_58.9423_ID_1327-processed-gene-4.40&CDS=1-1407
2404	OG0002404	YLR024C	augustus_masked-NODE_2_length_1019301_cov_58.9423_ID_1327-processed-gene-4.146-mRNA-1_1&gene=augustus_masked-NODE_2_length_1019301_cov_58.9423_ID_1327-processed-gene-4.146&CDS=1-5496
2405	OG0002405	YLR025W	genemark-NODE_12_length_283993_cov_55.3027_ID_1785-processed-gene-1.30-mRNA-1_1&gene=genemark-NODE_12_length_283993_cov_55.3027_ID_1785-processed-gene-1.30&CDS=1-675
2406	OG0002406	YLR027C	maker-NODE_12_length_283993_cov_55.3027_ID_1785-augustus-gene-1.205-mRNA-1_1&gene=maker-NODE_12_length_283993_cov_55.3027_ID_1785-augustus-gene-1.205&CDS=1-2235
2407	OG0002407	YLR032W	genemark-NODE_12_length_283993_cov_55.3027_ID_1785-processed-gene-1.35-mRNA-1_1&gene=genemark-NODE_12_length_283993_cov_55.3027_ID_1785-processed-gene-1.35&CDS=1-3408
2408	OG0002408	YLR035C	genemark-NODE_12_length_283993_cov_55.3027_ID_1785-processed-gene-1.90-mRNA-1_1&gene=genemark-NODE_12_length_283993_cov_55.3027_ID_1785-processed-gene-1.90&CDS=1-2052
2409	OG0002409	YLR039C	snap_masked-NODE_12_length_283993_cov_55.3027_ID_1785-processed-gene-1.298-mRNA-1_1&gene=snap_masked-NODE_12_length_283993_cov_55.3027_ID_1785-processed-gene-1.298&CDS=1-2991
2410	OG0002410	YLR040C	snap_masked-NODE_12_length_283993_cov_55.3027_ID_1785-processed-gene-1.301-mRNA-1_1&gene=snap_masked-NODE_12_length_283993_cov_55.3027_ID_1785-processed-gene-1.301&CDS=1-558
2411	OG0002411	YLR045C	genemark-NODE_2_length_1019301_cov_58.9423_ID_1327-processed-gene-5.149-mRNA-1_1&gene=genemark-NODE_2_length_1019301_cov_58.9423_ID_1327-processed-gene-5.149&CDS=1-2385
2412	OG0002412	YLR047C	genemark-NODE_2_length_1019301_cov_58.9423_ID_1327-processed-gene-5.183-mRNA-1_1&gene=genemark-NODE_2_length_1019301_cov_58.9423_ID_1327-processed-gene-5.183&CDS=1-2142
