	OrthologID	Saccharomyces_cerevisiae	Saprochaete_clavata
1294	OG0001294	YFL003C	-processed-gene-0.70-mRNA-1_1&gene=snap_masked-gi|736520362|emb|CBXB010000049.1|-processed-gene-0.70&CDS=1-1800
1295	OG0001295	YFL004W	-processed-gene-0.24-mRNA-1_1&gene=snap_masked-gi|736520194|emb|CBXB010000184.1|-processed-gene-0.24&CDS=1-2424
1296	OG0001296	YFL005W	-processed-gene-0.70-mRNA-1_1&gene=snap_masked-gi|736520441|emb|CBXB010000001.1|-processed-gene-0.70&CDS=1-603
1297	OG0001297	YFL007W	-snap-gene-0.42-mRNA-1_1&gene=maker-gi|736520316|emb|CBXB010000080.1|-snap-gene-0.42&CDS=1-6018
1298	OG0001298	YFL008W	-snap-gene-0.77-mRNA-1_1&gene=maker-gi|736520422|emb|CBXB010000012.1|-snap-gene-0.77&CDS=1-3972
1299	OG0001299	YFL010C	-processed-gene-0.18-mRNA-1_1&gene=snap_masked-gi|736520288|emb|CBXB010000108.1|-processed-gene-0.18&CDS=1-663
1300	OG0001300	YFL013C	-processed-gene-0.25-mRNA-1_1&gene=snap_masked-gi|736520194|emb|CBXB010000184.1|-processed-gene-0.25&CDS=1-2760
1301	OG0001301	YFL016C	-processed-gene-0.12-mRNA-1_1&gene=snap_masked-gi|736520261|emb|CBXB010000135.1|-processed-gene-0.12&CDS=1-1692
1302	OG0001302	YFL017C	-processed-gene-0.122-mRNA-1_1&gene=snap_masked-gi|736520329|emb|CBXB010000067.1|-processed-gene-0.122&CDS=1-564
1303	OG0001303	YFL017W-A	-processed-gene-0.20-mRNA-1_1&gene=snap_masked-gi|736520194|emb|CBXB010000184.1|-processed-gene-0.20&CDS=1-231
1304	OG0001304	YFL022C	-processed-gene-0.43-mRNA-1_1&gene=snap_masked-gi|736520285|emb|CBXB010000111.1|-processed-gene-0.43&CDS=1-1488
1305	OG0001305	YFL024C	-snap-gene-0.3-mRNA-1_1&gene=maker-gi|736520424|emb|CBXB010000011.1|-snap-gene-0.3&CDS=1-3096
1306	OG0001306	YFL026W	-processed-gene-0.27-mRNA-1_1&gene=snap_masked-gi|736520368|emb|CBXB010000045.1|-processed-gene-0.27&CDS=1-1107
1307	OG0001307	YFL027C	-augustus-gene-0.0-mRNA-1_1&gene=maker-gi|736520401|emb|CBXB010000024.1|-augustus-gene-0.0&CDS=1-2673
1308	OG0001308	YFL028C	-processed-gene-0.77-mRNA-1_1&gene=snap_masked-gi|736520308|emb|CBXB010000088.1|-processed-gene-0.77&CDS=1-885
1309	OG0001309	YFL029C	-processed-gene-0.11-mRNA-1_1&gene=snap_masked-gi|736520401|emb|CBXB010000024.1|-processed-gene-0.11&CDS=1-1158
1310	OG0001310	YFL030W	-processed-gene-0.21-mRNA-1_1&gene=snap_masked-gi|736520222|emb|CBXB010000160.1|-processed-gene-0.21&CDS=1-1344
1311	OG0001311	YFL031W	-processed-gene-1.204-mRNA-1_1&gene=snap_masked-gi|736520322|emb|CBXB010000074.1|-processed-gene-1.204&CDS=1-1176
1312	OG0001312	YFL033C	-snap-gene-0.95-mRNA-1_1&gene=maker-gi|736520370|emb|CBXB010000044.1|-snap-gene-0.95&CDS=1-5985
1313	OG0001313	YFL034C-B	-processed-gene-1.110-mRNA-1_1&gene=snap_masked-gi|736520320|emb|CBXB010000076.1|-processed-gene-1.110&CDS=1-885
1314	OG0001314	YFL034W	-processed-gene-1.83-mRNA-1_1&gene=snap_masked-gi|736520376|emb|CBXB010000040.1|-processed-gene-1.83&CDS=1-3900
1315	OG0001315	YFL036W	-snap-gene-0.2-mRNA-1_1&gene=maker-gi|736520285|emb|CBXB010000111.1|-snap-gene-0.2&CDS=1-4230
1316	OG0001316	YFL038C	-processed-gene-0.37-mRNA-1_1&gene=snap_masked-gi|736520202|emb|CBXB010000177.1|-processed-gene-0.37&CDS=1-630
1317	OG0001317	YFL039C	-processed-gene-0.95-mRNA-1_1&gene=snap_masked-gi|736520407|emb|CBXB010000020.1|-processed-gene-0.95&CDS=1-1125
1318	OG0001318	YFL044C	-processed-gene-1.126-mRNA-1_1&gene=snap_masked-gi|736520390|emb|CBXB010000031.1|-processed-gene-1.126&CDS=1-984
1319	OG0001319	YFL045C	-processed-gene-0.131-mRNA-1_1&gene=snap_masked-gi|736520277|emb|CBXB010000119.1|-processed-gene-0.131&CDS=1-762
1320	OG0001320	YFL046W	-processed-gene-0.108-mRNA-1_1&gene=snap_masked-gi|736520277|emb|CBXB010000119.1|-processed-gene-0.108&CDS=1-612
1321	OG0001321	YFL047W	-processed-gene-0.58-mRNA-1_1&gene=snap_masked-gi|736520378|emb|CBXB010000039.1|-processed-gene-0.58&CDS=1-2490
1322	OG0001322	YFL053W	-processed-gene-0.122-mRNA-1_1&gene=snap_masked-gi|736520283|emb|CBXB010000113.1|-processed-gene-0.122&CDS=1-1917
1323	OG0001323	YFL054C	-processed-gene-0.51-mRNA-1_1&gene=snap_masked-gi|736520438|emb|CBXB010000003.1|-processed-gene-0.51&CDS=1-1014
1324	OG0001324	YFR001W	-snap-gene-0.1-mRNA-1_1&gene=maker-gi|736520191|emb|CBXB010000187.1|-snap-gene-0.1&CDS=1-651
1325	OG0001325	YFR002W	-processed-gene-1.63-mRNA-1_1&gene=snap_masked-gi|736520405|emb|CBXB010000021.1|-processed-gene-1.63&CDS=1-2802
1326	OG0001326	YFR004W	-processed-gene-0.57-mRNA-1_1&gene=snap_masked-gi|736520393|emb|CBXB010000029.1|-processed-gene-0.57&CDS=1-2880
1327	OG0001327	YFR005C	-processed-gene-0.80-mRNA-1_1&gene=snap_masked-gi|736520393|emb|CBXB010000029.1|-processed-gene-0.80&CDS=1-1530
1328	OG0001328	YFR006W	-processed-gene-0.118-mRNA-1_1&gene=snap_masked-gi|736520278|emb|CBXB010000118.1|-processed-gene-0.118&CDS=1-1440
1329	OG0001329	YFR007W	-processed-gene-0.73-mRNA-1_1&gene=augustus_masked-gi|736520385|emb|CBXB010000034.1|-processed-gene-0.73&CDS=1-1152
1330	OG0001330	YFR009W	-processed-gene-0.63-mRNA-1_1&gene=snap_masked-gi|736520323|emb|CBXB010000073.1|-processed-gene-0.63&CDS=1-2295
1331	OG0001331	YFR010W	-processed-gene-0.92-mRNA-1_1&gene=snap_masked-gi|736520358|emb|CBXB010000050.1|-processed-gene-0.92&CDS=1-1461
1332	OG0001332	YFR011C	-processed-gene-0.29-mRNA-1_1&gene=snap_masked-gi|736520320|emb|CBXB010000076.1|-processed-gene-0.29&CDS=1-480
1333	OG0001333	YFR015C	-processed-gene-0.37-mRNA-1_1&gene=snap_masked-gi|736520275|emb|CBXB010000121.1|-processed-gene-0.37&CDS=1-2079
1334	OG0001334	YFR016C	-processed-gene-1.115-mRNA-1_1&gene=snap_masked-gi|736520242|emb|CBXB010000147.1|-processed-gene-1.115&CDS=1-3354
1335	OG0001335	YFR018C	-processed-gene-0.54-mRNA-1_1&gene=snap_masked-gi|736520242|emb|CBXB010000147.1|-processed-gene-0.54&CDS=1-1116
1336	OG0001336	YFR019W	-processed-gene-0.40-mRNA-1_1&gene=snap_masked-gi|736520242|emb|CBXB010000147.1|-processed-gene-0.40&CDS=1-5628
1337	OG0001337	YFR021W	-snap-gene-0.84-mRNA-1_1&gene=maker-gi|736520306|emb|CBXB010000090.1|-snap-gene-0.84&CDS=1-1629
1338	OG0001338	YFR025C	-processed-gene-1.111-mRNA-1_1&gene=snap_masked-gi|736520378|emb|CBXB010000039.1|-processed-gene-1.111&CDS=1-1020
1339	OG0001339	YFR027W	-snap-gene-3.106-mRNA-1_1&gene=maker-gi|736520379|emb|CBXB010000038.1|-snap-gene-3.106&CDS=1-1536
1340	OG0001340	YFR028C	-processed-gene-0.97-mRNA-1_1&gene=snap_masked-gi|736520373|emb|CBXB010000042.1|-processed-gene-0.97&CDS=1-3381
1341	OG0001341	YFR029W	-processed-gene-0.20-mRNA-1_1&gene=snap_masked-gi|736520197|emb|CBXB010000181.1|-processed-gene-0.20&CDS=1-4299
1342	OG0001342	YFR030W	-processed-gene-0.20-mRNA-1_1&gene=snap_masked-gi|736520291|emb|CBXB010000105.1|-processed-gene-0.20&CDS=1-3153
1343	OG0001343	YFR031C	-processed-gene-0.51-mRNA-1_1&gene=snap_masked-gi|736520289|emb|CBXB010000107.1|-processed-gene-0.51&CDS=1-3579
1344	OG0001344	YFR032C-A	-snap-gene-3.31-mRNA-1_1&gene=maker-gi|736520429|emb|CBXB010000009.1|-snap-gene-3.31&CDS=1-516
1345	OG0001345	YFR034C	-processed-gene-1.22-mRNA-1_1&gene=snap_masked-gi|736520420|emb|CBXB010000014.1|-processed-gene-1.22&CDS=1-3045
1346	OG0001346	YFR041C	-processed-gene-0.85-mRNA-1_1&gene=snap_masked-gi|736520221|emb|CBXB010000161.1|-processed-gene-0.85&CDS=1-1182
1347	OG0001347	YFR047C	-processed-gene-0.33-mRNA-1_1&gene=snap_masked-gi|736520431|emb|CBXB010000008.1|-processed-gene-0.33&CDS=1-894
1348	OG0001348	YFR048W	-processed-gene-0.9-mRNA-1_1&gene=snap_masked-gi|736520432|emb|CBXB010000007.1|-processed-gene-0.9&CDS=1-2388
1349	OG0001349	YFR049W	-processed-gene-1.101-mRNA-1_1&gene=snap_masked-gi|736520383|emb|CBXB010000036.1|-processed-gene-1.101&CDS=1-309
1350	OG0001350	YFR050C	-processed-gene-1.102-mRNA-1_1&gene=snap_masked-gi|736520383|emb|CBXB010000036.1|-processed-gene-1.102&CDS=1-840
1351	OG0001351	YFR051C	-processed-gene-0.82-mRNA-1_1&gene=augustus_masked-gi|736520392|emb|CBXB010000030.1|-processed-gene-0.82&CDS=1-1614
1352	OG0001352	YFR052W	-processed-gene-0.14-mRNA-1_1&gene=snap_masked-gi|736520268|emb|CBXB010000128.1|-processed-gene-0.14&CDS=1-948
1353	OG0001353	YGL001C	-processed-gene-1.74-mRNA-1_1&gene=snap_masked-gi|736520410|emb|CBXB010000019.1|-processed-gene-1.74&CDS=1-1200
1354	OG0001354	YGL004C	-processed-gene-0.115-mRNA-1_1&gene=augustus_masked-gi|736520290|emb|CBXB010000106.1|-processed-gene-0.115&CDS=1-2157
1355	OG0001355	YGL006W	-processed-gene-0.152-mRNA-1_1&gene=snap_masked-gi|736520278|emb|CBXB010000118.1|-processed-gene-0.152&CDS=1-4068
1356	OG0001356	YGL008C	-processed-gene-0.67-mRNA-1_1&gene=snap_masked-gi|736520421|emb|CBXB010000013.1|-processed-gene-0.67&CDS=1-2739
1357	OG0001357	YGL009C	-processed-gene-0.45-mRNA-1_1&gene=snap_masked-gi|736520339|emb|CBXB010000059.1|-processed-gene-0.45&CDS=1-2325
1358	OG0001358	YGL010W	-processed-gene-0.50-mRNA-1_1&gene=augustus_masked-gi|736520432|emb|CBXB010000007.1|-processed-gene-0.50&CDS=1-636
1359	OG0001359	YGL011C	-snap-gene-0.223-mRNA-1_1&gene=maker-gi|736520329|emb|CBXB010000067.1|-snap-gene-0.223&CDS=1-741
1360	OG0001360	YGL012W	-processed-gene-0.144-mRNA-1_1&gene=snap_masked-gi|736520385|emb|CBXB010000034.1|-processed-gene-0.144&CDS=1-1512
1361	OG0001361	YGL016W	-processed-gene-0.60-mRNA-1_1&gene=augustus_masked-gi|736520422|emb|CBXB010000012.1|-processed-gene-0.60&CDS=1-3363
1362	OG0001362	YGL017W	-processed-gene-0.54-mRNA-1_1&gene=snap_masked-gi|736520229|emb|CBXB010000155.1|-processed-gene-0.54&CDS=1-2019
1363	OG0001363	YGL019W	-processed-gene-1.82-mRNA-1_1&gene=snap_masked-gi|736520422|emb|CBXB010000012.1|-processed-gene-1.82&CDS=1-885
1364	OG0001364	YGL020C	-processed-gene-0.30-mRNA-1_1&gene=snap_masked-gi|736520204|emb|CBXB010000175.1|-processed-gene-0.30&CDS=1-618
1365	OG0001365	YGL022W	-processed-gene-5.66-mRNA-1_1&gene=augustus_masked-gi|736520429|emb|CBXB010000009.1|-processed-gene-5.66&CDS=1-2274
1366	OG0001366	YGL026C	-processed-gene-2.135-mRNA-1_1&gene=snap_masked-gi|736520420|emb|CBXB010000014.1|-processed-gene-2.135&CDS=1-2097
1367	OG0001367	YGL027C	-processed-gene-3.90-mRNA-1_1&gene=snap_masked-gi|736520429|emb|CBXB010000009.1|-processed-gene-3.90&CDS=1-2619
1368	OG0001368	YGL028C	-processed-gene-1.81-mRNA-1_1&gene=snap_masked-gi|736520410|emb|CBXB010000019.1|-processed-gene-1.81&CDS=1-1443
1369	OG0001369	YGL030W	-processed-gene-0.166-mRNA-1_1&gene=augustus_masked-gi|736520277|emb|CBXB010000119.1|-processed-gene-0.166&CDS=1-318
1370	OG0001370	YGL033W	-augustus-gene-3.41-mRNA-1_1&gene=maker-gi|736520429|emb|CBXB010000009.1|-augustus-gene-3.41&CDS=1-618
1371	OG0001371	YGL035C	-processed-gene-0.36-mRNA-1_1&gene=snap_masked-gi|736520344|emb|CBXB010000057.1|-processed-gene-0.36&CDS=1-2487
1372	OG0001372	YGL037C	-processed-gene-0.63-mRNA-1_1&gene=snap_masked-gi|736520379|emb|CBXB010000038.1|-processed-gene-0.63&CDS=1-684
1373	OG0001373	YGL040C	-processed-gene-0.75-mRNA-1_1&gene=snap_masked-gi|736520284|emb|CBXB010000112.1|-processed-gene-0.75&CDS=1-1029
1374	OG0001374	YGL043W	-processed-gene-0.50-mRNA-1_1&gene=snap_masked-gi|736520322|emb|CBXB010000074.1|-processed-gene-0.50&CDS=1-918
1375	OG0001375	YGL044C	-processed-gene-0.36-mRNA-1_1&gene=snap_masked-gi|736520322|emb|CBXB010000074.1|-processed-gene-0.36&CDS=1-1029
1376	OG0001376	YGL045W	-processed-gene-0.111-mRNA-1_1&gene=snap_masked-gi|736520277|emb|CBXB010000119.1|-processed-gene-0.111&CDS=1-2193
1377	OG0001377	YGL047W	-snap-gene-0.33-mRNA-1_1&gene=maker-gi|736520197|emb|CBXB010000181.1|-snap-gene-0.33&CDS=1-534
1378	OG0001378	YGL048C	-processed-gene-1.42-mRNA-1_1&gene=augustus_masked-gi|736520320|emb|CBXB010000076.1|-processed-gene-1.42&CDS=1-1197
1379	OG0001379	YGL050W	-processed-gene-0.79-mRNA-1_1&gene=snap_masked-gi|736520323|emb|CBXB010000073.1|-processed-gene-0.79&CDS=1-732
1380	OG0001380	YGL054C	-processed-gene-1.57-mRNA-1_1&gene=snap_masked-gi|736520300|emb|CBXB010000096.1|-processed-gene-1.57&CDS=1-408
1381	OG0001381	YGL055W	-processed-gene-0.222-mRNA-1_1&gene=snap_masked-gi|736520310|emb|CBXB010000086.1|-processed-gene-0.222&CDS=1-1533
1382	OG0001382	YGL058W	-processed-gene-1.113-mRNA-1_1&gene=snap_masked-gi|736520320|emb|CBXB010000076.1|-processed-gene-1.113&CDS=1-591
1383	OG0001383	YGL059W	-processed-gene-0.57-mRNA-1_1&gene=snap_masked-gi|736520299|emb|CBXB010000097.1|-processed-gene-0.57&CDS=1-1572
1384	OG0001384	YGL064C	-processed-gene-0.101-mRNA-1_1&gene=snap_masked-gi|736520424|emb|CBXB010000011.1|-processed-gene-0.101&CDS=1-1716
1385	OG0001385	YGL065C	-processed-gene-0.45-mRNA-1_1&gene=snap_masked-gi|736520387|emb|CBXB010000033.1|-processed-gene-0.45&CDS=1-1383
1386	OG0001386	YGL067W	-processed-gene-0.14-mRNA-1_1&gene=snap_masked-gi|736520436|emb|CBXB010000004.1|-processed-gene-0.14&CDS=1-1392
1387	OG0001387	YGL068W	-processed-gene-0.25-mRNA-1_1&gene=snap_masked-gi|736520327|emb|CBXB010000069.1|-processed-gene-0.25&CDS=1-534
1388	OG0001388	YGL070C	-augustus-gene-0.30-mRNA-1_1&gene=maker-gi|736520327|emb|CBXB010000069.1|-augustus-gene-0.30&CDS=1-354
1389	OG0001389	YGL073W	-processed-gene-0.47-mRNA-1_1&gene=augustus_masked-gi|736520345|emb|CBXB010000056.1|-processed-gene-0.47&CDS=1-2118
1390	OG0001390	YGL077C	-processed-gene-0.59-mRNA-1_1&gene=augustus_masked-gi|736520420|emb|CBXB010000014.1|-processed-gene-0.59&CDS=1-1671
1391	OG0001391	YGL078C	-processed-gene-2.107-mRNA-1_1&gene=snap_masked-gi|736520420|emb|CBXB010000014.1|-processed-gene-2.107&CDS=1-1635
1392	OG0001392	YGL079W	-processed-gene-2.140-mRNA-1_1&gene=snap_masked-gi|736520420|emb|CBXB010000014.1|-processed-gene-2.140&CDS=1-1020
1393	OG0001393	YGL080W	-augustus-gene-1.37-mRNA-1_1&gene=maker-gi|736520376|emb|CBXB010000040.1|-augustus-gene-1.37&CDS=1-300
1394	OG0001394	YGL083W	-snap-gene-0.75-mRNA-1_1&gene=maker-gi|736520345|emb|CBXB010000056.1|-snap-gene-0.75&CDS=1-2697
1395	OG0001395	YGL084C	-snap-gene-3.28-mRNA-1_1&gene=maker-gi|736520429|emb|CBXB010000009.1|-snap-gene-3.28&CDS=1-1689
1396	OG0001396	YGL085W	-processed-gene-3.63-mRNA-1_1&gene=augustus_masked-gi|736520429|emb|CBXB010000009.1|-processed-gene-3.63&CDS=1-750
1397	OG0001397	YGL087C	-processed-gene-0.54-mRNA-1_1&gene=snap_masked-gi|736520237|emb|CBXB010000150.1|-processed-gene-0.54&CDS=1-423
1398	OG0001398	YGL091C	-processed-gene-2.111-mRNA-1_1&gene=snap_masked-gi|736520316|emb|CBXB010000080.1|-processed-gene-2.111&CDS=1-1056
1399	OG0001399	YGL094C	-snap-gene-2.115-mRNA-1_1&gene=maker-gi|736520335|emb|CBXB010000062.1|-snap-gene-2.115&CDS=1-4956
1400	OG0001400	YGL095C	-augustus-gene-0.0-mRNA-1_1&gene=maker-gi|736520324|emb|CBXB010000072.1|-augustus-gene-0.0&CDS=1-1905
1401	OG0001401	YGL097W	-processed-gene-0.39-mRNA-1_1&gene=snap_masked-gi|736520320|emb|CBXB010000076.1|-processed-gene-0.39&CDS=1-2136
1402	OG0001402	YGL098W	-processed-gene-0.33-mRNA-1_1&gene=snap_masked-gi|736520297|emb|CBXB010000099.1|-processed-gene-0.33&CDS=1-1398
1403	OG0001403	YGL099W	-snap-gene-1.0-mRNA-1_1&gene=maker-gi|736520405|emb|CBXB010000021.1|-snap-gene-1.0&CDS=1-2415
1404	OG0001404	YGL100W	-processed-gene-1.182-mRNA-1_1&gene=snap_masked-gi|736520387|emb|CBXB010000033.1|-processed-gene-1.182&CDS=1-1146
1405	OG0001405	YGL103W	-snap-gene-1.215-mRNA-1_1&gene=maker-gi|736520387|emb|CBXB010000033.1|-snap-gene-1.215&CDS=1-447
1406	OG0001406	YGL105W	-augustus-gene-1.232-mRNA-1_1&gene=maker-gi|736520387|emb|CBXB010000033.1|-augustus-gene-1.232&CDS=1-1296
1407	OG0001407	YGL106W	-processed-gene-1.80-mRNA-1_1&gene=augustus_masked-gi|736520387|emb|CBXB010000033.1|-processed-gene-1.80&CDS=1-426
1408	OG0001408	YGL110C	-processed-gene-0.65-mRNA-1_1&gene=augustus_masked-gi|736520269|emb|CBXB010000127.1|-processed-gene-0.65&CDS=1-2034
1409	OG0001409	YGL111W	-processed-gene-1.114-mRNA-1_1&gene=augustus_masked-gi|736520387|emb|CBXB010000033.1|-processed-gene-1.114&CDS=1-1755
1410	OG0001410	YGL112C	-processed-gene-2.92-mRNA-1_1&gene=snap_masked-gi|736520420|emb|CBXB010000014.1|-processed-gene-2.92&CDS=1-1530
1411	OG0001411	YGL113W	-processed-gene-2.187-mRNA-1_1&gene=augustus_masked-gi|736520420|emb|CBXB010000014.1|-processed-gene-2.187&CDS=1-3039
1412	OG0001412	YGL114W	-snap-gene-0.56-mRNA-1_1&gene=maker-gi|736520335|emb|CBXB010000062.1|-snap-gene-0.56&CDS=1-2544
1413	OG0001413	YGL115W	-augustus-gene-0.122-mRNA-1_1&gene=maker-gi|736520333|emb|CBXB010000063.1|-augustus-gene-0.122&CDS=1-1206
1414	OG0001414	YGL119W	-processed-gene-0.86-mRNA-1_1&gene=snap_masked-gi|736520413|emb|CBXB010000017.1|-processed-gene-0.86&CDS=1-1761
1415	OG0001415	YGL123W	-processed-gene-0.96-mRNA-1_1&gene=augustus_masked-gi|736520374|emb|CBXB010000041.1|-processed-gene-0.96&CDS=1-777
1416	OG0001416	YGL124C	-processed-gene-0.1-mRNA-1_1&gene=snap_masked-gi|736520405|emb|CBXB010000021.1|-processed-gene-0.1&CDS=1-3381
1417	OG0001417	YGL125W	-processed-gene-3.98-mRNA-1_1&gene=snap_masked-gi|736520379|emb|CBXB010000038.1|-processed-gene-3.98&CDS=1-1830
1418	OG0001418	YGL126W	-processed-gene-0.36-mRNA-1_1&gene=snap_masked-gi|736520175|emb|CBXB010000203.1|-processed-gene-0.36&CDS=1-912
1419	OG0001419	YGL127C	-snap-gene-0.86-mRNA-1_1&gene=maker-gi|736520310|emb|CBXB010000086.1|-snap-gene-0.86&CDS=1-411
1420	OG0001420	YGL129C	-processed-gene-1.21-mRNA-1_1&gene=snap_masked-gi|736520379|emb|CBXB010000038.1|-processed-gene-1.21&CDS=1-1377
1421	OG0001421	YGL130W	-processed-gene-0.196-mRNA-1_1&gene=genemark-gi|736520321|emb|CBXB010000075.1|-processed-gene-0.196&CDS=1-1410
1422	OG0001422	YGL131C	-snap-gene-0.50-mRNA-1_1&gene=maker-gi|736520302|emb|CBXB010000094.1|-snap-gene-0.50&CDS=1-5898
1423	OG0001423	YGL136C	-processed-gene-1.61-mRNA-1_1&gene=snap_masked-gi|736520339|emb|CBXB010000059.1|-processed-gene-1.61&CDS=1-1311
1424	OG0001424	YGL137W	-processed-gene-1.88-mRNA-1_1&gene=snap_masked-gi|736520339|emb|CBXB010000059.1|-processed-gene-1.88&CDS=1-2619
1425	OG0001425	YGL140C	-processed-gene-1.112-mRNA-1_1&gene=snap_masked-gi|736520383|emb|CBXB010000036.1|-processed-gene-1.112&CDS=1-3957
1426	OG0001426	YGL141W	-processed-gene-0.13-mRNA-1_1&gene=snap_masked-gi|736520432|emb|CBXB010000007.1|-processed-gene-0.13&CDS=1-3183
1427	OG0001427	YGL142C	-augustus-gene-1.154-mRNA-1_1&gene=maker-gi|736520370|emb|CBXB010000044.1|-augustus-gene-1.154&CDS=1-1776
1428	OG0001428	YGL143C	-processed-gene-1.129-mRNA-1_1&gene=augustus_masked-gi|736520370|emb|CBXB010000044.1|-processed-gene-1.129&CDS=1-1413
1429	OG0001429	YGL148W	-processed-gene-0.141-mRNA-1_1&gene=snap_masked-gi|736520250|emb|CBXB010000142.1|-processed-gene-0.141&CDS=1-1155
1430	OG0001430	YGL150C	-snap-gene-0.117-mRNA-1_1&gene=maker-gi|736520390|emb|CBXB010000031.1|-snap-gene-0.117&CDS=1-4353
1431	OG0001431	YGL151W	-processed-gene-0.56-mRNA-1_1&gene=snap_masked-gi|736520441|emb|CBXB010000001.1|-processed-gene-0.56&CDS=1-3297
1432	OG0001432	YGL153W	-processed-gene-0.47-mRNA-1_1&gene=snap_masked-gi|736520368|emb|CBXB010000045.1|-processed-gene-0.47&CDS=1-1302
1433	OG0001433	YGL155W	-processed-gene-2.166-mRNA-1_1&gene=augustus_masked-gi|736520316|emb|CBXB010000080.1|-processed-gene-2.166&CDS=1-1404
1434	OG0001434	YGL156W	-processed-gene-1.76-mRNA-1_1&gene=snap_masked-gi|736520422|emb|CBXB010000012.1|-processed-gene-1.76&CDS=1-3360
1435	OG0001435	YGL161C	-processed-gene-0.76-mRNA-1_1&gene=snap_masked-gi|736520316|emb|CBXB010000080.1|-processed-gene-0.76&CDS=1-831
1436	OG0001436	YGL164C	-processed-gene-0.46-mRNA-1_1&gene=snap_masked-gi|736520363|emb|CBXB010000048.1|-processed-gene-0.46&CDS=1-2190
1437	OG0001437	YGL167C	-processed-gene-2.118-mRNA-1_1&gene=genemark-gi|736520356|emb|CBXB010000051.1|-processed-gene-2.118&CDS=1-2898
1438	OG0001438	YGL169W	-processed-gene-1.45-mRNA-1_1&gene=snap_masked-gi|736520300|emb|CBXB010000096.1|-processed-gene-1.45&CDS=1-1272
1439	OG0001439	YGL171W	-processed-gene-3.96-mRNA-1_1&gene=snap_masked-gi|736520379|emb|CBXB010000038.1|-processed-gene-3.96&CDS=1-1725
1440	OG0001440	YGL172W	-processed-gene-1.223-mRNA-1_1&gene=snap_masked-gi|736520322|emb|CBXB010000074.1|-processed-gene-1.223&CDS=1-1752
1441	OG0001441	YGL173C	-processed-gene-1.259-mRNA-1_1&gene=snap_masked-gi|736520322|emb|CBXB010000074.1|-processed-gene-1.259&CDS=1-4728
1442	OG0001442	YGL174W	-processed-gene-1.222-mRNA-1_1&gene=snap_masked-gi|736520322|emb|CBXB010000074.1|-processed-gene-1.222&CDS=1-1245
1443	OG0001443	YGL180W	-snap-gene-0.6-mRNA-1_1&gene=maker-gi|736520362|emb|CBXB010000049.1|-snap-gene-0.6&CDS=1-2733
1444	OG0001444	YGL183C	-processed-gene-0.37-mRNA-1_1&gene=augustus_masked-gi|736520308|emb|CBXB010000088.1|-processed-gene-0.37&CDS=1-618
1445	OG0001445	YGL184C	-processed-gene-0.7-mRNA-1_1&gene=snap_masked-gi|736520303|emb|CBXB010000093.1|-processed-gene-0.7&CDS=1-1302
1446	OG0001446	YGL186C	-processed-gene-0.39-mRNA-1_1&gene=snap_masked-gi|736520269|emb|CBXB010000127.1|-processed-gene-0.39&CDS=1-1782
1447	OG0001447	YGL187C	-processed-gene-0.81-mRNA-1_1&gene=snap_masked-gi|736520300|emb|CBXB010000096.1|-processed-gene-0.81&CDS=1-483
1448	OG0001448	YGL190C	-processed-gene-0.78-mRNA-1_1&gene=snap_masked-gi|736520308|emb|CBXB010000088.1|-processed-gene-0.78&CDS=1-1407
1449	OG0001449	YGL191W	-processed-gene-0.55-mRNA-1_1&gene=snap_masked-gi|736520308|emb|CBXB010000088.1|-processed-gene-0.55&CDS=1-426
1450	OG0001450	YGL192W	-snap-gene-0.22-mRNA-1_1&gene=maker-gi|736520347|emb|CBXB010000055.1|-snap-gene-0.22&CDS=1-990
1451	OG0001451	YGL194C	-processed-gene-0.136-mRNA-1_1&gene=snap_masked-gi|736520329|emb|CBXB010000067.1|-processed-gene-0.136&CDS=1-1365
1452	OG0001452	YGL195W	-processed-gene-0.11-mRNA-1_1&gene=snap_masked-gi|736520351|emb|CBXB010000053.1|-processed-gene-0.11&CDS=1-8217
1453	OG0001453	YGL196W	-processed-gene-0.39-mRNA-1_1&gene=snap_masked-gi|736520309|emb|CBXB010000087.1|-processed-gene-0.39&CDS=1-1527
1454	OG0001454	YGL198W	-processed-gene-2.47-mRNA-1_1&gene=snap_masked-gi|736520379|emb|CBXB010000038.1|-processed-gene-2.47&CDS=1-921
1455	OG0001455	YGL200C	-processed-gene-2.12-mRNA-1_1&gene=snap_masked-gi|736520429|emb|CBXB010000009.1|-processed-gene-2.12&CDS=1-627
1456	OG0001456	YGL201C	-processed-gene-0.33-mRNA-1_1&gene=snap_masked-gi|736520175|emb|CBXB010000203.1|-processed-gene-0.33&CDS=1-2886
1457	OG0001457	YGL202W	-processed-gene-1.56-mRNA-1_1&gene=augustus_masked-gi|736520242|emb|CBXB010000147.1|-processed-gene-1.56&CDS=1-1470
1458	OG0001458	YGL203C	-snap-gene-0.71-mRNA-1_1&gene=maker-gi|736520341|emb|CBXB010000058.1|-snap-gene-0.71&CDS=1-2361
1459	OG0001459	YGL206C	-snap-gene-0.116-mRNA-1_1&gene=maker-gi|736520390|emb|CBXB010000031.1|-snap-gene-0.116&CDS=1-5010
1460	OG0001460	YGL207W	-processed-gene-1.46-mRNA-1_1&gene=snap_masked-gi|736520379|emb|CBXB010000038.1|-processed-gene-1.46&CDS=1-3024
