	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034632_Candida_athensensis
1761	OG0001761	YJL163C	maker-NODE_1_length_1722945_cov_13.4341_ID_1-snap-gene-1.128-mRNA-1_1&gene=maker-NODE_1_length_1722945_cov_13.4341_ID_1-snap-gene-1.128&CDS=1-3498
1762	OG0001762	YJL167W	genemark-NODE_1_length_1722945_cov_13.4341_ID_1-processed-gene-11.158-mRNA-1_1&gene=genemark-NODE_1_length_1722945_cov_13.4341_ID_1-processed-gene-11.158&CDS=1-1047
1763	OG0001763	YJL168C	genemark-NODE_1_length_1722945_cov_13.4341_ID_1-processed-gene-10.74-mRNA-1_1&gene=genemark-NODE_1_length_1722945_cov_13.4341_ID_1-processed-gene-10.74&CDS=1-2112
1764	OG0001764	YJL171C	augustus_masked-NODE_9_length_677365_cov_14.4922_ID_17-processed-gene-5.228-mRNA-1_1&gene=augustus_masked-NODE_9_length_677365_cov_14.4922_ID_17-processed-gene-5.228&CDS=1-2253
1765	OG0001765	YJL176C	genemark-NODE_1_length_1722945_cov_13.4341_ID_1-processed-gene-11.159-mRNA-1_1&gene=genemark-NODE_1_length_1722945_cov_13.4341_ID_1-processed-gene-11.159&CDS=1-1986
1766	OG0001766	YJL179W	genemark-NODE_11_length_252262_cov_15.7886_ID_21-processed-gene-1.32-mRNA-1_1&gene=genemark-NODE_11_length_252262_cov_15.7886_ID_21-processed-gene-1.32&CDS=1-357
1767	OG0001767	YJL183W	augustus_masked-NODE_11_length_252262_cov_15.7886_ID_21-processed-gene-1.263-mRNA-1_1&gene=augustus_masked-NODE_11_length_252262_cov_15.7886_ID_21-processed-gene-1.263&CDS=1-2175
1768	OG0001768	YJL184W	genemark-NODE_11_length_252262_cov_15.7886_ID_21-processed-gene-1.73-mRNA-1_1&gene=genemark-NODE_11_length_252262_cov_15.7886_ID_21-processed-gene-1.73&CDS=1-303
1769	OG0001769	YJL187C	genemark-NODE_1_length_1722945_cov_13.4341_ID_1-processed-gene-16.219-mRNA-1_1&gene=genemark-NODE_1_length_1722945_cov_13.4341_ID_1-processed-gene-16.219&CDS=1-2811
1770	OG0001770	YJL189W	genemark-NODE_4_length_843707_cov_17.0791_ID_7-processed-gene-6.61-mRNA-1_1&gene=genemark-NODE_4_length_843707_cov_17.0791_ID_7-processed-gene-6.61&CDS=1-174
1771	OG0001771	YJL190C	genemark-NODE_4_length_843707_cov_17.0791_ID_7-processed-gene-6.57-mRNA-1_1&gene=genemark-NODE_4_length_843707_cov_17.0791_ID_7-processed-gene-6.57&CDS=1-390
1772	OG0001772	YJL194W	genemark-NODE_8_length_678611_cov_12.7469_ID_15-processed-gene-5.151-mRNA-1_1&gene=genemark-NODE_8_length_678611_cov_12.7469_ID_15-processed-gene-5.151&CDS=1-1824
1773	OG0001773	YJL197W	genemark-NODE_4_length_843707_cov_17.0791_ID_7-processed-gene-6.63-mRNA-1_1&gene=genemark-NODE_4_length_843707_cov_17.0791_ID_7-processed-gene-6.63&CDS=1-3495
1774	OG0001774	YJL201W	genemark-NODE_6_length_775093_cov_13.7984_ID_11-processed-gene-0.146-mRNA-1_1&gene=genemark-NODE_6_length_775093_cov_13.7984_ID_11-processed-gene-0.146&CDS=1-1545
1775	OG0001775	YJL203W	genemark-NODE_6_length_775093_cov_13.7984_ID_11-processed-gene-5.146-mRNA-1_1&gene=genemark-NODE_6_length_775093_cov_13.7984_ID_11-processed-gene-5.146&CDS=1-1113
1776	OG0001776	YJL204C	snap_masked-NODE_9_length_677365_cov_14.4922_ID_17-processed-gene-1.73-mRNA-1_1&gene=snap_masked-NODE_9_length_677365_cov_14.4922_ID_17-processed-gene-1.73&CDS=1-2376
1777	OG0001777	YJL208C	genemark-NODE_3_length_1063087_cov_13.4636_ID_5-processed-gene-8.60-mRNA-1_1&gene=genemark-NODE_3_length_1063087_cov_13.4636_ID_5-processed-gene-8.60&CDS=1-972
1778	OG0001778	YJL212C	genemark-NODE_2_length_1403861_cov_14.2447_ID_3-processed-gene-3.136-mRNA-1_1&gene=genemark-NODE_2_length_1403861_cov_14.2447_ID_3-processed-gene-3.136&CDS=1-2262
1779	OG0001779	YJR001W	genemark-NODE_9_length_677365_cov_14.4922_ID_17-processed-gene-5.134-mRNA-1_1&gene=genemark-NODE_9_length_677365_cov_14.4922_ID_17-processed-gene-5.134&CDS=1-1776
1780	OG0001780	YJR002W	genemark-NODE_9_length_677365_cov_14.4922_ID_17-processed-gene-5.124-mRNA-1_1&gene=genemark-NODE_9_length_677365_cov_14.4922_ID_17-processed-gene-5.124&CDS=1-1767
1781	OG0001781	YJR003C	snap_masked-NODE_3_length_1063087_cov_13.4636_ID_5-processed-gene-3.43-mRNA-1_1&gene=snap_masked-NODE_3_length_1063087_cov_13.4636_ID_5-processed-gene-3.43&CDS=1-1545
1782	OG0001782	YJR007W	genemark-NODE_2_length_1403861_cov_14.2447_ID_3-processed-gene-7.170-mRNA-1_1&gene=genemark-NODE_2_length_1403861_cov_14.2447_ID_3-processed-gene-7.170&CDS=1-903
1783	OG0001783	YJR010W	genemark-NODE_1_length_1722945_cov_13.4341_ID_1-processed-gene-16.208-mRNA-1_1&gene=genemark-NODE_1_length_1722945_cov_13.4341_ID_1-processed-gene-16.208&CDS=1-1581
1784	OG0001784	YJR016C	genemark-NODE_2_length_1403861_cov_14.2447_ID_3-processed-gene-8.41-mRNA-1_1&gene=genemark-NODE_2_length_1403861_cov_14.2447_ID_3-processed-gene-8.41&CDS=1-1755
1785	OG0001785	YJR024C	genemark-NODE_8_length_678611_cov_12.7469_ID_15-processed-gene-4.13-mRNA-1_1&gene=genemark-NODE_8_length_678611_cov_12.7469_ID_15-processed-gene-4.13&CDS=1-786
1786	OG0001786	YJR025C	genemark-NODE_5_length_808207_cov_12.9991_ID_9-processed-gene-5.69-mRNA-1_1&gene=genemark-NODE_5_length_808207_cov_12.9991_ID_9-processed-gene-5.69&CDS=1-504
1787	OG0001787	YJR033C	genemark-NODE_3_length_1063087_cov_13.4636_ID_5-processed-gene-6.36-mRNA-1_1&gene=genemark-NODE_3_length_1063087_cov_13.4636_ID_5-processed-gene-6.36&CDS=1-4317
1788	OG0001788	YJR034W	maker-NODE_3_length_1063087_cov_13.4636_ID_5-augustus-gene-6.50-mRNA-1_1&gene=maker-NODE_3_length_1063087_cov_13.4636_ID_5-augustus-gene-6.50&CDS=1-339
1789	OG0001789	YJR035W	maker-NODE_1_length_1722945_cov_13.4341_ID_1-augustus-gene-14.43-mRNA-1_1&gene=maker-NODE_1_length_1722945_cov_13.4341_ID_1-augustus-gene-14.43&CDS=1-4041
1790	OG0001790	YJR036C	genemark-NODE_7_length_686466_cov_12.8236_ID_13-processed-gene-5.182-mRNA-1_1&gene=genemark-NODE_7_length_686466_cov_12.8236_ID_13-processed-gene-5.182&CDS=1-2598
1791	OG0001791	YJR040W	genemark-NODE_7_length_686466_cov_12.8236_ID_13-processed-gene-5.184-mRNA-1_1&gene=genemark-NODE_7_length_686466_cov_12.8236_ID_13-processed-gene-5.184&CDS=1-2250
1792	OG0001792	YJR041C	snap_masked-NODE_7_length_686466_cov_12.8236_ID_13-processed-gene-5.257-mRNA-1_1&gene=snap_masked-NODE_7_length_686466_cov_12.8236_ID_13-processed-gene-5.257&CDS=1-3309
1793	OG0001793	YJR042W	genemark-NODE_7_length_686466_cov_12.8236_ID_13-processed-gene-5.136-mRNA-1_1&gene=genemark-NODE_7_length_686466_cov_12.8236_ID_13-processed-gene-5.136&CDS=1-2223
1794	OG0001794	YJR044C	genemark-NODE_4_length_843707_cov_17.0791_ID_7-processed-gene-7.43-mRNA-1_1&gene=genemark-NODE_4_length_843707_cov_17.0791_ID_7-processed-gene-7.43&CDS=1-456
1795	OG0001795	YJR045C	genemark-NODE_5_length_808207_cov_12.9991_ID_9-processed-gene-2.27-mRNA-1_1&gene=genemark-NODE_5_length_808207_cov_12.9991_ID_9-processed-gene-2.27&CDS=1-1944
1796	OG0001796	YJR050W	genemark-NODE_7_length_686466_cov_12.8236_ID_13-processed-gene-5.149-mRNA-1_1&gene=genemark-NODE_7_length_686466_cov_12.8236_ID_13-processed-gene-5.149&CDS=1-789
1797	OG0001797	YJR052W	augustus_masked-NODE_6_length_775093_cov_13.7984_ID_11-processed-gene-1.19-mRNA-1_1&gene=augustus_masked-NODE_6_length_775093_cov_13.7984_ID_11-processed-gene-1.19&CDS=1-1725
1798	OG0001798	YJR053W	snap_masked-NODE_3_length_1063087_cov_13.4636_ID_5-processed-gene-7.17-mRNA-1_1&gene=snap_masked-NODE_3_length_1063087_cov_13.4636_ID_5-processed-gene-7.17&CDS=1-2001
1799	OG0001799	YJR055W	genemark-NODE_5_length_808207_cov_12.9991_ID_9-processed-gene-2.33-mRNA-1_1&gene=genemark-NODE_5_length_808207_cov_12.9991_ID_9-processed-gene-2.33&CDS=1-432
1800	OG0001800	YJR057W	augustus_masked-NODE_1_length_1722945_cov_13.4341_ID_1-processed-gene-4.45-mRNA-1_1&gene=augustus_masked-NODE_1_length_1722945_cov_13.4341_ID_1-processed-gene-4.45&CDS=1-555
1801	OG0001801	YJR058C	genemark-NODE_1_length_1722945_cov_13.4341_ID_1-processed-gene-4.77-mRNA-1_1&gene=genemark-NODE_1_length_1722945_cov_13.4341_ID_1-processed-gene-4.77&CDS=1-435
1802	OG0001802	YJR060W	genemark-NODE_6_length_775093_cov_13.7984_ID_11-processed-gene-1.92-mRNA-1_1&gene=genemark-NODE_6_length_775093_cov_13.7984_ID_11-processed-gene-1.92&CDS=1-714
1803	OG0001803	YJR062C	genemark-NODE_10_length_477794_cov_14.1593_ID_19-processed-gene-1.6-mRNA-1_1&gene=genemark-NODE_10_length_477794_cov_14.1593_ID_19-processed-gene-1.6&CDS=1-924
1804	OG0001804	YJR063W	maker-NODE_2_length_1403861_cov_14.2447_ID_3-augustus-gene-7.51-mRNA-1_1&gene=maker-NODE_2_length_1403861_cov_14.2447_ID_3-augustus-gene-7.51&CDS=1-1065
1805	OG0001805	YJR064W	genemark-NODE_2_length_1403861_cov_14.2447_ID_3-processed-gene-6.59-mRNA-1_1&gene=genemark-NODE_2_length_1403861_cov_14.2447_ID_3-processed-gene-6.59&CDS=1-1653
1806	OG0001806	YJR068W	genemark-NODE_5_length_808207_cov_12.9991_ID_9-processed-gene-3.40-mRNA-1_1&gene=genemark-NODE_5_length_808207_cov_12.9991_ID_9-processed-gene-3.40&CDS=1-1041
1807	OG0001807	YJR069C	genemark-NODE_6_length_775093_cov_13.7984_ID_11-processed-gene-6.234-mRNA-1_1&gene=genemark-NODE_6_length_775093_cov_13.7984_ID_11-processed-gene-6.234&CDS=1-582
1808	OG0001808	YJR070C	genemark-NODE_2_length_1403861_cov_14.2447_ID_3-processed-gene-6.35-mRNA-1_1&gene=genemark-NODE_2_length_1403861_cov_14.2447_ID_3-processed-gene-6.35&CDS=1-948
1809	OG0001809	YJR072C	maker-NODE_2_length_1403861_cov_14.2447_ID_3-augustus-gene-5.9-mRNA-1_1&gene=maker-NODE_2_length_1403861_cov_14.2447_ID_3-augustus-gene-5.9&CDS=1-1785
1810	OG0001810	YJR073C	genemark-NODE_5_length_808207_cov_12.9991_ID_9-processed-gene-4.147-mRNA-1_1&gene=genemark-NODE_5_length_808207_cov_12.9991_ID_9-processed-gene-4.147&CDS=1-687
1811	OG0001811	YJR075W	genemark-NODE_6_length_775093_cov_13.7984_ID_11-processed-gene-6.172-mRNA-1_1&gene=genemark-NODE_6_length_775093_cov_13.7984_ID_11-processed-gene-6.172&CDS=1-1158
1812	OG0001812	YJR076C	genemark-NODE_1_length_1722945_cov_13.4341_ID_1-processed-gene-7.70-mRNA-1_1&gene=genemark-NODE_1_length_1722945_cov_13.4341_ID_1-processed-gene-7.70&CDS=1-1227
1813	OG0001813	YJR077C	genemark-NODE_1_length_1722945_cov_13.4341_ID_1-processed-gene-6.142-mRNA-1_1&gene=genemark-NODE_1_length_1722945_cov_13.4341_ID_1-processed-gene-6.142&CDS=1-921
1814	OG0001814	YJR078W	genemark-NODE_4_length_843707_cov_17.0791_ID_7-processed-gene-3.83-mRNA-1_1&gene=genemark-NODE_4_length_843707_cov_17.0791_ID_7-processed-gene-3.83&CDS=1-1332
1815	OG0001815	YJR084W	genemark-NODE_6_length_775093_cov_13.7984_ID_11-processed-gene-3.99-mRNA-1_1&gene=genemark-NODE_6_length_775093_cov_13.7984_ID_11-processed-gene-3.99&CDS=1-1362
1816	OG0001816	YJR085C	genemark-NODE_1_length_1722945_cov_13.4341_ID_1-processed-gene-4.74-mRNA-1_1&gene=genemark-NODE_1_length_1722945_cov_13.4341_ID_1-processed-gene-4.74&CDS=1-321
1817	OG0001817	YJR086W	genemark-NODE_5_length_808207_cov_12.9991_ID_9-processed-gene-1.106-mRNA-1_1&gene=genemark-NODE_5_length_808207_cov_12.9991_ID_9-processed-gene-1.106&CDS=1-249
1818	OG0001818	YJR090C	snap_masked-NODE_6_length_775093_cov_13.7984_ID_11-processed-gene-3.10-mRNA-1_1&gene=snap_masked-NODE_6_length_775093_cov_13.7984_ID_11-processed-gene-3.10&CDS=1-2007
1819	OG0001819	YJR092W	genemark-NODE_7_length_686466_cov_12.8236_ID_13-processed-gene-2.40-mRNA-1_1&gene=genemark-NODE_7_length_686466_cov_12.8236_ID_13-processed-gene-2.40&CDS=1-4386
1820	OG0001820	YJR093C	genemark-NODE_7_length_686466_cov_12.8236_ID_13-processed-gene-2.41-mRNA-1_1&gene=genemark-NODE_7_length_686466_cov_12.8236_ID_13-processed-gene-2.41&CDS=1-741
1821	OG0001821	YJR095W	augustus_masked-NODE_6_length_775093_cov_13.7984_ID_11-processed-gene-3.140-mRNA-1_1&gene=augustus_masked-NODE_6_length_775093_cov_13.7984_ID_11-processed-gene-3.140&CDS=1-1860
1822	OG0001822	YJR096W	genemark-NODE_5_length_808207_cov_12.9991_ID_9-processed-gene-7.172-mRNA-1_1&gene=genemark-NODE_5_length_808207_cov_12.9991_ID_9-processed-gene-7.172&CDS=1-837
1823	OG0001823	YJR097W	snap_masked-NODE_2_length_1403861_cov_14.2447_ID_3-processed-gene-13.69-mRNA-1_1&gene=snap_masked-NODE_2_length_1403861_cov_14.2447_ID_3-processed-gene-13.69&CDS=1-555
1824	OG0001824	YJR098C	genemark-NODE_2_length_1403861_cov_14.2447_ID_3-processed-gene-13.96-mRNA-1_1&gene=genemark-NODE_2_length_1403861_cov_14.2447_ID_3-processed-gene-13.96&CDS=1-2031
1825	OG0001825	YJR099W	genemark-NODE_4_length_843707_cov_17.0791_ID_7-processed-gene-5.85-mRNA-1_1&gene=genemark-NODE_4_length_843707_cov_17.0791_ID_7-processed-gene-5.85&CDS=1-714
1826	OG0001826	YJR104C	augustus_masked-NODE_4_length_843707_cov_17.0791_ID_7-processed-gene-7.236-mRNA-1_1&gene=augustus_masked-NODE_4_length_843707_cov_17.0791_ID_7-processed-gene-7.236&CDS=1-462
1827	OG0001827	YJR105W	genemark-NODE_2_length_1403861_cov_14.2447_ID_3-processed-gene-12.42-mRNA-1_1&gene=genemark-NODE_2_length_1403861_cov_14.2447_ID_3-processed-gene-12.42&CDS=1-1041
1828	OG0001828	YJR110W	maker-NODE_1_length_1722945_cov_13.4341_ID_1-augustus-gene-7.159-mRNA-1_1&gene=maker-NODE_1_length_1722945_cov_13.4341_ID_1-augustus-gene-7.159&CDS=1-3534
1829	OG0001829	YJR111C	genemark-NODE_1_length_1722945_cov_13.4341_ID_1-processed-gene-7.64-mRNA-1_1&gene=genemark-NODE_1_length_1722945_cov_13.4341_ID_1-processed-gene-7.64&CDS=1-1011
1830	OG0001830	YJR112W	genemark-NODE_3_length_1063087_cov_13.4636_ID_5-processed-gene-4.101-mRNA-1_1&gene=genemark-NODE_3_length_1063087_cov_13.4636_ID_5-processed-gene-4.101&CDS=1-576
1831	OG0001831	YJR113C	genemark-NODE_2_length_1403861_cov_14.2447_ID_3-processed-gene-7.177-mRNA-1_1&gene=genemark-NODE_2_length_1403861_cov_14.2447_ID_3-processed-gene-7.177&CDS=1-771
1832	OG0001832	YJR116W	genemark-NODE_2_length_1403861_cov_14.2447_ID_3-processed-gene-12.17-mRNA-1_1&gene=genemark-NODE_2_length_1403861_cov_14.2447_ID_3-processed-gene-12.17&CDS=1-861
1833	OG0001833	YJR118C	genemark-NODE_2_length_1403861_cov_14.2447_ID_3-processed-gene-12.43-mRNA-1_1&gene=genemark-NODE_2_length_1403861_cov_14.2447_ID_3-processed-gene-12.43&CDS=1-501
1834	OG0001834	YJR119C	genemark-NODE_1_length_1722945_cov_13.4341_ID_1-processed-gene-12.105-mRNA-1_1&gene=genemark-NODE_1_length_1722945_cov_13.4341_ID_1-processed-gene-12.105&CDS=1-2316
1835	OG0001835	YJR121W	genemark-NODE_1_length_1722945_cov_13.4341_ID_1-processed-gene-12.104-mRNA-1_1&gene=genemark-NODE_1_length_1722945_cov_13.4341_ID_1-processed-gene-12.104&CDS=1-2781
1836	OG0001836	YJR123W	genemark-NODE_3_length_1063087_cov_13.4636_ID_5-processed-gene-3.62-mRNA-1_1&gene=genemark-NODE_3_length_1063087_cov_13.4636_ID_5-processed-gene-3.62&CDS=1-672
1837	OG0001837	YJR124C	genemark-NODE_3_length_1063087_cov_13.4636_ID_5-processed-gene-3.64-mRNA-1_1&gene=genemark-NODE_3_length_1063087_cov_13.4636_ID_5-processed-gene-3.64&CDS=1-1302
1838	OG0001838	YJR126C	genemark-NODE_7_length_686466_cov_12.8236_ID_13-processed-gene-4.108-mRNA-1_1&gene=genemark-NODE_7_length_686466_cov_12.8236_ID_13-processed-gene-4.108&CDS=1-2391
1839	OG0001839	YJR131W	augustus_masked-NODE_4_length_843707_cov_17.0791_ID_7-processed-gene-1.52-mRNA-1_1&gene=augustus_masked-NODE_4_length_843707_cov_17.0791_ID_7-processed-gene-1.52&CDS=1-1734
1840	OG0001840	YJR135W-A	augustus_masked-NODE_14_length_36272_cov_15.7489_ID_27-processed-gene-0.38-mRNA-1_1&gene=augustus_masked-NODE_14_length_36272_cov_15.7489_ID_27-processed-gene-0.38&CDS=1-270
1841	OG0001841	YJR137C	genemark-NODE_1_length_1722945_cov_13.4341_ID_1-processed-gene-13.84-mRNA-1_1&gene=genemark-NODE_1_length_1722945_cov_13.4341_ID_1-processed-gene-13.84&CDS=1-4278
1842	OG0001842	YJR138W	augustus_masked-NODE_16_length_17662_cov_15.7944_ID_31-processed-gene-0.28-mRNA-1_1&gene=augustus_masked-NODE_16_length_17662_cov_15.7944_ID_31-processed-gene-0.28&CDS=1-4965
1843	OG0001843	YJR139C	genemark-NODE_16_length_17662_cov_15.7944_ID_31-processed-gene-0.4-mRNA-1_1&gene=genemark-NODE_16_length_17662_cov_15.7944_ID_31-processed-gene-0.4&CDS=1-1077
1844	OG0001844	YJR141W	augustus_masked-NODE_1_length_1722945_cov_13.4341_ID_1-processed-gene-13.28-mRNA-1_1&gene=augustus_masked-NODE_1_length_1722945_cov_13.4341_ID_1-processed-gene-13.28&CDS=1-1068
1845	OG0001845	YJR142W	augustus_masked-NODE_1_length_1722945_cov_13.4341_ID_1-processed-gene-13.27-mRNA-1_1&gene=augustus_masked-NODE_1_length_1722945_cov_13.4341_ID_1-processed-gene-13.27&CDS=1-3180
1846	OG0001846	YJR143C	genemark-NODE_1_length_1722945_cov_13.4341_ID_1-processed-gene-13.57-mRNA-1_1&gene=genemark-NODE_1_length_1722945_cov_13.4341_ID_1-processed-gene-13.57&CDS=1-2232
1847	OG0001847	YJR149W	genemark-NODE_9_length_677365_cov_14.4922_ID_17-processed-gene-2.25-mRNA-1_1&gene=genemark-NODE_9_length_677365_cov_14.4922_ID_17-processed-gene-2.25&CDS=1-1089
1848	OG0001848	YJR152W	genemark-NODE_5_length_808207_cov_12.9991_ID_9-processed-gene-6.59-mRNA-1_1&gene=genemark-NODE_5_length_808207_cov_12.9991_ID_9-processed-gene-6.59&CDS=1-1575
1849	OG0001849	YKL001C	genemark-NODE_7_length_686466_cov_12.8236_ID_13-processed-gene-1.115-mRNA-1_1&gene=genemark-NODE_7_length_686466_cov_12.8236_ID_13-processed-gene-1.115&CDS=1-597
1850	OG0001850	YKL002W	genemark-NODE_7_length_686466_cov_12.8236_ID_13-processed-gene-1.130-mRNA-1_1&gene=genemark-NODE_7_length_686466_cov_12.8236_ID_13-processed-gene-1.130&CDS=1-672
1851	OG0001851	YKL003C	genemark-NODE_7_length_686466_cov_12.8236_ID_13-processed-gene-1.129-mRNA-1_1&gene=genemark-NODE_7_length_686466_cov_12.8236_ID_13-processed-gene-1.129&CDS=1-366
1852	OG0001852	YKL004W	genemark-NODE_7_length_686466_cov_12.8236_ID_13-processed-gene-1.114-mRNA-1_1&gene=genemark-NODE_7_length_686466_cov_12.8236_ID_13-processed-gene-1.114&CDS=1-1401
1853	OG0001853	YKL007W	genemark-NODE_1_length_1722945_cov_13.4341_ID_1-processed-gene-16.167-mRNA-1_1&gene=genemark-NODE_1_length_1722945_cov_13.4341_ID_1-processed-gene-16.167&CDS=1-789
1854	OG0001854	YKL009W	genemark-NODE_9_length_677365_cov_14.4922_ID_17-processed-gene-1.46-mRNA-1_1&gene=genemark-NODE_9_length_677365_cov_14.4922_ID_17-processed-gene-1.46&CDS=1-702
1855	OG0001855	YKL010C	genemark-NODE_1_length_1722945_cov_13.4341_ID_1-processed-gene-16.166-mRNA-1_1&gene=genemark-NODE_1_length_1722945_cov_13.4341_ID_1-processed-gene-16.166&CDS=1-4938
1856	OG0001856	YKL013C	maker-NODE_6_length_775093_cov_13.7984_ID_11-augustus-gene-0.48-mRNA-1_1&gene=maker-NODE_6_length_775093_cov_13.7984_ID_11-augustus-gene-0.48&CDS=1-2271
1857	OG0001857	YKL014C	snap_masked-NODE_6_length_775093_cov_13.7984_ID_11-processed-gene-3.5-mRNA-1_1&gene=snap_masked-NODE_6_length_775093_cov_13.7984_ID_11-processed-gene-3.5&CDS=1-4995
1858	OG0001858	YKL015W	augustus_masked-NODE_7_length_686466_cov_12.8236_ID_13-processed-gene-2.106-mRNA-1_1&gene=augustus_masked-NODE_7_length_686466_cov_12.8236_ID_13-processed-gene-2.106&CDS=1-2553
1859	OG0001859	YKL016C	genemark-NODE_6_length_775093_cov_13.7984_ID_11-processed-gene-2.28-mRNA-1_1&gene=genemark-NODE_6_length_775093_cov_13.7984_ID_11-processed-gene-2.28&CDS=1-525
1860	OG0001860	YKL017C	genemark-NODE_7_length_686466_cov_12.8236_ID_13-processed-gene-2.42-mRNA-1_1&gene=genemark-NODE_7_length_686466_cov_12.8236_ID_13-processed-gene-2.42&CDS=1-2082
1861	OG0001861	YKL018W	genemark-NODE_6_length_775093_cov_13.7984_ID_11-processed-gene-2.26-mRNA-1_1&gene=genemark-NODE_6_length_775093_cov_13.7984_ID_11-processed-gene-2.26&CDS=1-1086
1862	OG0001862	YKL019W	genemark-NODE_5_length_808207_cov_12.9991_ID_9-processed-gene-1.76-mRNA-1_1&gene=genemark-NODE_5_length_808207_cov_12.9991_ID_9-processed-gene-1.76&CDS=1-861
1863	OG0001863	YKL021C	genemark-NODE_3_length_1063087_cov_13.4636_ID_5-processed-gene-3.83-mRNA-1_1&gene=genemark-NODE_3_length_1063087_cov_13.4636_ID_5-processed-gene-3.83&CDS=1-1137
1864	OG0001864	YKL022C	genemark-NODE_3_length_1063087_cov_13.4636_ID_5-processed-gene-3.96-mRNA-1_1&gene=genemark-NODE_3_length_1063087_cov_13.4636_ID_5-processed-gene-3.96&CDS=1-1914
1865	OG0001865	YKL024C	augustus_masked-NODE_9_length_677365_cov_14.4922_ID_17-processed-gene-4.159-mRNA-1_1&gene=augustus_masked-NODE_9_length_677365_cov_14.4922_ID_17-processed-gene-4.159&CDS=1-2064
1866	OG0001866	YKL025C	maker-NODE_7_length_686466_cov_12.8236_ID_13-augustus-gene-3.103-mRNA-1_1&gene=maker-NODE_7_length_686466_cov_12.8236_ID_13-augustus-gene-3.103&CDS=1-3924
1867	OG0001867	YKL027W	maker-NODE_3_length_1063087_cov_13.4636_ID_5-augustus-gene-7.55-mRNA-1_1&gene=maker-NODE_3_length_1063087_cov_13.4636_ID_5-augustus-gene-7.55&CDS=1-2184
1868	OG0001868	YKL028W	genemark-NODE_9_length_677365_cov_14.4922_ID_17-processed-gene-4.47-mRNA-1_1&gene=genemark-NODE_9_length_677365_cov_14.4922_ID_17-processed-gene-4.47&CDS=1-1038
1869	OG0001869	YKL029C	snap_masked-NODE_7_length_686466_cov_12.8236_ID_13-processed-gene-5.249-mRNA-1_1&gene=snap_masked-NODE_7_length_686466_cov_12.8236_ID_13-processed-gene-5.249&CDS=1-1875
1870	OG0001870	YKL033W	snap_masked-NODE_2_length_1403861_cov_14.2447_ID_3-processed-gene-12.84-mRNA-1_1&gene=snap_masked-NODE_2_length_1403861_cov_14.2447_ID_3-processed-gene-12.84&CDS=1-3270
1871	OG0001871	YKL033W-A	augustus_masked-NODE_1_length_1722945_cov_13.4341_ID_1-processed-gene-16.27-mRNA-1_1&gene=augustus_masked-NODE_1_length_1722945_cov_13.4341_ID_1-processed-gene-16.27&CDS=1-1887
1872	OG0001872	YKL034W	genemark-NODE_8_length_678611_cov_12.7469_ID_15-processed-gene-4.7-mRNA-1_1&gene=genemark-NODE_8_length_678611_cov_12.7469_ID_15-processed-gene-4.7&CDS=1-2382
1873	OG0001873	YKL035W	augustus_masked-NODE_5_length_808207_cov_12.9991_ID_9-processed-gene-5.130-mRNA-1_1&gene=augustus_masked-NODE_5_length_808207_cov_12.9991_ID_9-processed-gene-5.130&CDS=1-1500
1874	OG0001874	YKL040C	augustus_masked-NODE_7_length_686466_cov_12.8236_ID_13-processed-gene-4.13-mRNA-1_1&gene=augustus_masked-NODE_7_length_686466_cov_12.8236_ID_13-processed-gene-4.13&CDS=1-714
1875	OG0001875	YKL041W	genemark-NODE_8_length_678611_cov_12.7469_ID_15-processed-gene-0.8-mRNA-1_1&gene=genemark-NODE_8_length_678611_cov_12.7469_ID_15-processed-gene-0.8&CDS=1-651
1876	OG0001876	YKL045W	genemark-NODE_5_length_808207_cov_12.9991_ID_9-processed-gene-2.16-mRNA-1_1&gene=genemark-NODE_5_length_808207_cov_12.9991_ID_9-processed-gene-2.16&CDS=1-1473
1877	OG0001877	YKL046C	genemark-NODE_9_length_677365_cov_14.4922_ID_17-processed-gene-5.157-mRNA-1_1&gene=genemark-NODE_9_length_677365_cov_14.4922_ID_17-processed-gene-5.157&CDS=1-1380
1878	OG0001878	YKL047W	genemark-NODE_8_length_678611_cov_12.7469_ID_15-processed-gene-1.81-mRNA-1_1&gene=genemark-NODE_8_length_678611_cov_12.7469_ID_15-processed-gene-1.81&CDS=1-1578
1879	OG0001879	YKL051W	genemark-NODE_5_length_808207_cov_12.9991_ID_9-processed-gene-2.11-mRNA-1_1&gene=genemark-NODE_5_length_808207_cov_12.9991_ID_9-processed-gene-2.11&CDS=1-1158
1880	OG0001880	YKL052C	snap_masked-NODE_8_length_678611_cov_12.7469_ID_15-processed-gene-0.72-mRNA-1_1&gene=snap_masked-NODE_8_length_678611_cov_12.7469_ID_15-processed-gene-0.72&CDS=1-1605
1881	OG0001881	YKL053C-A	maker-NODE_8_length_678611_cov_12.7469_ID_15-augustus-gene-0.56-mRNA-1_1&gene=maker-NODE_8_length_678611_cov_12.7469_ID_15-augustus-gene-0.56&CDS=1-1794
1882	OG0001882	YKL056C	genemark-NODE_6_length_775093_cov_13.7984_ID_11-processed-gene-0.102-mRNA-1_1&gene=genemark-NODE_6_length_775093_cov_13.7984_ID_11-processed-gene-0.102&CDS=1-501
