	OrthologID	Arxula_adeninivorans	Saccharomyces_cerevisiae
1459	OG0001459	augustus_masked-Arad1C-processed-gene-5.71-mRNA-1_1&gene=augustus_masked-Arad1C-processed-gene-5.71&CDS=1-2523	YJL062W
1460	OG0001460	augustus_masked-Arad1C-processed-gene-5.94-mRNA-1_1&gene=augustus_masked-Arad1C-processed-gene-5.94&CDS=1-1914	YDL063C
1461	OG0001461	augustus_masked-Arad1C-processed-gene-5.73-mRNA-1_1&gene=augustus_masked-Arad1C-processed-gene-5.73&CDS=1-1044	YCL059C
1462	OG0001462	augustus_masked-Arad1C-processed-gene-5.96-mRNA-1_1&gene=augustus_masked-Arad1C-processed-gene-5.96&CDS=1-1260	YJL059W
1463	OG0001463	augustus_masked-Arad1C-processed-gene-5.74-mRNA-1_1&gene=augustus_masked-Arad1C-processed-gene-5.74&CDS=1-1554	YPL003W
1464	OG0001464	augustus_masked-Arad1C-processed-gene-5.97-mRNA-1_1&gene=augustus_masked-Arad1C-processed-gene-5.97&CDS=1-1821	YFL002C
1465	OG0001465	augustus_masked-Arad1C-processed-gene-5.75-mRNA-1_1&gene=augustus_masked-Arad1C-processed-gene-5.75&CDS=1-1248	YFL001W
1466	OG0001466	maker-Arad1C-augustus-gene-5.114-mRNA-1_1&gene=maker-Arad1C-augustus-gene-5.114&CDS=1-588	YNL222W
1467	OG0001467	augustus_masked-Arad1C-processed-gene-5.99-mRNA-1_1&gene=augustus_masked-Arad1C-processed-gene-5.99&CDS=1-1356	YAL013W
1468	OG0001468	augustus_masked-Arad1C-processed-gene-5.101-mRNA-1_1&gene=augustus_masked-Arad1C-processed-gene-5.101&CDS=1-1308	YIL022W
1469	OG0001469	maker-Arad1C-augustus-gene-5.112-mRNA-1_1&gene=maker-Arad1C-augustus-gene-5.112&CDS=1-3201	YKL205W
1470	OG0001470	augustus_masked-Arad1C-processed-gene-5.102-mRNA-1_1&gene=augustus_masked-Arad1C-processed-gene-5.102&CDS=1-894	YPL173W
1471	OG0001471	maker-Arad1C-augustus-gene-5.115-mRNA-1_1&gene=maker-Arad1C-augustus-gene-5.115&CDS=1-525	YOR257W
1472	OG0001472	augustus_masked-Arad1C-processed-gene-5.104-mRNA-1_1&gene=augustus_masked-Arad1C-processed-gene-5.104&CDS=1-1293	YPL175W
1473	OG0001473	augustus_masked-Arad1C-processed-gene-5.82-mRNA-1_1&gene=augustus_masked-Arad1C-processed-gene-5.82&CDS=1-453	YPL170W
1474	OG0001474	augustus_masked-Arad1C-processed-gene-5.105-mRNA-1_1&gene=augustus_masked-Arad1C-processed-gene-5.105&CDS=1-2994	YPR026W
1475	OG0001475	augustus_masked-Arad1C-processed-gene-5.106-mRNA-1_1&gene=augustus_masked-Arad1C-processed-gene-5.106&CDS=1-5169	YER166W
1476	OG0001476	augustus_masked-Arad1C-processed-gene-5.109-mRNA-1_1&gene=augustus_masked-Arad1C-processed-gene-5.109&CDS=1-2796	YJR036C
1477	OG0001477	augustus_masked-Arad1C-processed-gene-6.4-mRNA-1_1&gene=augustus_masked-Arad1C-processed-gene-6.4&CDS=1-3288	YKL197C
1478	OG0001478	augustus_masked-Arad1C-processed-gene-6.2-mRNA-1_1&gene=augustus_masked-Arad1C-processed-gene-6.2&CDS=1-2760	YGL201C
1479	OG0001479	augustus_masked-Arad1C-processed-gene-6.5-mRNA-1_1&gene=augustus_masked-Arad1C-processed-gene-6.5&CDS=1-783	YBR088C
1480	OG0001480	genemark-Arad1C-processed-gene-6.103-mRNA-1_1&gene=genemark-Arad1C-processed-gene-6.103&CDS=1-3180	YBR156C
1481	OG0001481	augustus_masked-Arad1C-processed-gene-6.26-mRNA-1_1&gene=augustus_masked-Arad1C-processed-gene-6.26&CDS=1-1119	YBR155W
1482	OG0001482	augustus_masked-Arad1C-processed-gene-6.27-mRNA-1_1&gene=augustus_masked-Arad1C-processed-gene-6.27&CDS=1-3972	YCR081W
1483	OG0001483	augustus_masked-Arad1C-processed-gene-6.28-mRNA-1_1&gene=augustus_masked-Arad1C-processed-gene-6.28&CDS=1-807	YCR075C
1484	OG0001484	augustus_masked-Arad1C-processed-gene-6.29-mRNA-1_1&gene=augustus_masked-Arad1C-processed-gene-6.29&CDS=1-618	YDL010W
1485	OG0001485	augustus_masked-Arad1C-processed-gene-6.30-mRNA-1_1&gene=augustus_masked-Arad1C-processed-gene-6.30&CDS=1-1539	YML096W
1486	OG0001486	augustus_masked-Arad1C-processed-gene-6.7-mRNA-1_1&gene=augustus_masked-Arad1C-processed-gene-6.7&CDS=1-1953	YML097C
1487	OG0001487	augustus_masked-Arad1C-processed-gene-6.8-mRNA-1_1&gene=augustus_masked-Arad1C-processed-gene-6.8&CDS=1-1635	YFR051C
1488	OG0001488	augustus_masked-Arad1C-processed-gene-6.32-mRNA-1_1&gene=augustus_masked-Arad1C-processed-gene-6.32&CDS=1-927	YGL248W
1489	OG0001489	augustus_masked-Arad1C-processed-gene-6.33-mRNA-1_1&gene=augustus_masked-Arad1C-processed-gene-6.33&CDS=1-801	YFR050C
1490	OG0001490	genemark-Arad1C-processed-gene-6.138-mRNA-1_1&gene=genemark-Arad1C-processed-gene-6.138&CDS=1-1335	YLR203C
1491	OG0001491	genemark-Arad1C-processed-gene-6.141-mRNA-1_1&gene=genemark-Arad1C-processed-gene-6.141&CDS=1-2469	YJL204C
1492	OG0001492	augustus_masked-Arad1C-processed-gene-6.18-mRNA-1_1&gene=augustus_masked-Arad1C-processed-gene-6.18&CDS=1-1518	YJL201W
1493	OG0001493	augustus_masked-Arad1C-processed-gene-6.19-mRNA-1_1&gene=augustus_masked-Arad1C-processed-gene-6.19&CDS=1-2301	YER091C
1494	OG0001494	augustus_masked-Arad1C-processed-gene-6.41-mRNA-1_1&gene=augustus_masked-Arad1C-processed-gene-6.41&CDS=1-780	YHR058C
1495	OG0001495	augustus_masked-Arad1C-processed-gene-6.20-mRNA-1_1&gene=augustus_masked-Arad1C-processed-gene-6.20&CDS=1-3081	YOL098C
1496	OG0001496	augustus_masked-Arad1C-processed-gene-6.42-mRNA-1_1&gene=augustus_masked-Arad1C-processed-gene-6.42&CDS=1-1164	YOR245C
1497	OG0001497	augustus_masked-Arad1C-processed-gene-6.21-mRNA-1_1&gene=augustus_masked-Arad1C-processed-gene-6.21&CDS=1-381	YHR059W
1498	OG0001498	augustus_masked-Arad1C-processed-gene-6.43-mRNA-1_1&gene=augustus_masked-Arad1C-processed-gene-6.43&CDS=1-525	YDR305C
1499	OG0001499	augustus_masked-Arad1C-processed-gene-6.44-mRNA-1_1&gene=augustus_masked-Arad1C-processed-gene-6.44&CDS=1-549	YDL217C
1500	OG0001500	augustus_masked-Arad1C-processed-gene-6.23-mRNA-1_1&gene=augustus_masked-Arad1C-processed-gene-6.23&CDS=1-1467	YGR123C
1501	OG0001501	augustus_masked-Arad1C-processed-gene-6.24-mRNA-1_1&gene=augustus_masked-Arad1C-processed-gene-6.24&CDS=1-606	YER002W
1502	OG0001502	augustus_masked-Arad1C-processed-gene-6.45-mRNA-1_1&gene=augustus_masked-Arad1C-processed-gene-6.45&CDS=1-1290	YER003C
1503	OG0001503	augustus_masked-Arad1C-processed-gene-6.47-mRNA-1_1&gene=augustus_masked-Arad1C-processed-gene-6.47&CDS=1-1872	YHR114W
1504	OG0001504	augustus_masked-Arad1C-processed-gene-7.61-mRNA-1_1&gene=augustus_masked-Arad1C-processed-gene-7.61&CDS=1-351	YER009W
1505	OG0001505	augustus_masked-Arad1C-processed-gene-7.63-mRNA-1_1&gene=augustus_masked-Arad1C-processed-gene-7.63&CDS=1-1395	YOL030W
1506	OG0001506	augustus_masked-Arad1C-processed-gene-7.90-mRNA-1_1&gene=augustus_masked-Arad1C-processed-gene-7.90&CDS=1-855	YER016W
1507	OG0001507	augustus_masked-Arad1C-processed-gene-7.69-mRNA-1_1&gene=augustus_masked-Arad1C-processed-gene-7.69&CDS=1-480	YCR090C
1508	OG0001508	augustus_masked-Arad1C-processed-gene-7.92-mRNA-1_1&gene=augustus_masked-Arad1C-processed-gene-7.92&CDS=1-1638	YGR194C
1509	OG0001509	maker-Arad1C-snap-gene-7.56-mRNA-1_1&gene=maker-Arad1C-snap-gene-7.56&CDS=1-243	YJR010C-A
1510	OG0001510	maker-Arad1C-augustus-gene-7.116-mRNA-1_1&gene=maker-Arad1C-augustus-gene-7.116&CDS=1-1503	YNR053C
1511	OG0001511	augustus_masked-Arad1C-processed-gene-7.71-mRNA-1_1&gene=augustus_masked-Arad1C-processed-gene-7.71&CDS=1-4758	YGR098C
1512	OG0001512	augustus_masked-Arad1C-processed-gene-7.73-mRNA-1_1&gene=augustus_masked-Arad1C-processed-gene-7.73&CDS=1-1080	YPR118W
1513	OG0001513	augustus_masked-Arad1C-processed-gene-7.95-mRNA-1_1&gene=augustus_masked-Arad1C-processed-gene-7.95&CDS=1-1587	YBR015C
1514	OG0001514	augustus_masked-Arad1C-processed-gene-7.74-mRNA-1_1&gene=augustus_masked-Arad1C-processed-gene-7.74&CDS=1-2127	YGL205W
1515	OG0001515	augustus_masked-Arad1C-processed-gene-7.97-mRNA-1_1&gene=augustus_masked-Arad1C-processed-gene-7.97&CDS=1-363	YOL026C
1516	OG0001516	snap_masked-Arad1C-processed-gene-7.38-mRNA-1_1&gene=snap_masked-Arad1C-processed-gene-7.38&CDS=1-1608	YGR091W
1517	OG0001517	genemark-Arad1C-processed-gene-7.136-mRNA-1_1&gene=genemark-Arad1C-processed-gene-7.136&CDS=1-225	YDR016C
1518	OG0001518	augustus_masked-Arad1C-processed-gene-7.101-mRNA-1_1&gene=augustus_masked-Arad1C-processed-gene-7.101&CDS=1-399	YNR046W
1519	OG0001519	augustus_masked-Arad1C-processed-gene-7.103-mRNA-1_1&gene=augustus_masked-Arad1C-processed-gene-7.103&CDS=1-1893	YNL045W
1520	OG0001520	augustus_masked-Arad1C-processed-gene-7.104-mRNA-1_1&gene=augustus_masked-Arad1C-processed-gene-7.104&CDS=1-3585	YIL147C
1521	OG0001521	augustus_masked-Arad1C-processed-gene-7.81-mRNA-1_1&gene=augustus_masked-Arad1C-processed-gene-7.81&CDS=1-558	YER063W
1522	OG0001522	maker-Arad1C-augustus-gene-7.117-mRNA-1_1&gene=maker-Arad1C-augustus-gene-7.117&CDS=1-3417	YLR272C
1523	OG0001523	augustus_masked-Arad1C-processed-gene-7.108-mRNA-1_1&gene=augustus_masked-Arad1C-processed-gene-7.108&CDS=1-1047	YMR005W
1524	OG0001524	augustus_masked-Arad1C-processed-gene-7.83-mRNA-1_1&gene=augustus_masked-Arad1C-processed-gene-7.83&CDS=1-1083	YOL010W
1525	OG0001525	augustus_masked-Arad1C-processed-gene-7.109-mRNA-1_1&gene=augustus_masked-Arad1C-processed-gene-7.109&CDS=1-1320	YMR004W
1526	OG0001526	augustus_masked-Arad1C-processed-gene-7.111-mRNA-1_1&gene=augustus_masked-Arad1C-processed-gene-7.111&CDS=1-1554	YMR131C
1527	OG0001527	augustus_masked-Arad1C-processed-gene-7.86-mRNA-1_1&gene=augustus_masked-Arad1C-processed-gene-7.86&CDS=1-2691	YBR055C
1528	OG0001528	augustus_masked-Arad1C-processed-gene-7.112-mRNA-1_1&gene=augustus_masked-Arad1C-processed-gene-7.112&CDS=1-930	YGL213C
1529	OG0001529	maker-Arad1C-augustus-gene-7.118-mRNA-1_1&gene=maker-Arad1C-augustus-gene-7.118&CDS=1-474	YML030W
1530	OG0001530	maker-Arad1C-augustus-gene-7.119-mRNA-1_1&gene=maker-Arad1C-augustus-gene-7.119&CDS=1-567	YDR454C
1531	OG0001531	augustus_masked-Arad1C-processed-gene-8.0-mRNA-1_1&gene=augustus_masked-Arad1C-processed-gene-8.0&CDS=1-1287	YLR380W
1532	OG0001532	augustus_masked-Arad1C-processed-gene-8.3-mRNA-1_1&gene=augustus_masked-Arad1C-processed-gene-8.3&CDS=1-2616	YLR382C
1533	OG0001533	augustus_masked-Arad1C-processed-gene-8.1-mRNA-1_1&gene=augustus_masked-Arad1C-processed-gene-8.1&CDS=1-1851	YDR456W
1534	OG0001534	augustus_masked-Arad1C-processed-gene-8.4-mRNA-1_1&gene=augustus_masked-Arad1C-processed-gene-8.4&CDS=1-1032	YML131W
1535	OG0001535	augustus_masked-Arad1C-processed-gene-8.5-mRNA-1_1&gene=augustus_masked-Arad1C-processed-gene-8.5&CDS=1-3330	YLR383W
1536	OG0001536	augustus_masked-Arad1C-processed-gene-8.24-mRNA-1_1&gene=augustus_masked-Arad1C-processed-gene-8.24&CDS=1-5175	YDL058W
1537	OG0001537	augustus_masked-Arad1C-processed-gene-8.26-mRNA-1_1&gene=augustus_masked-Arad1C-processed-gene-8.26&CDS=1-1386	YJL203W
1538	OG0001538	augustus_masked-Arad1C-processed-gene-8.28-mRNA-1_1&gene=augustus_masked-Arad1C-processed-gene-8.28&CDS=1-5025	YGL206C
1539	OG0001539	maker-Arad1C-augustus-gene-8.143-mRNA-1_1&gene=maker-Arad1C-augustus-gene-8.143&CDS=1-945	YGR165W
1540	OG0001540	maker-Arad1C-augustus-gene-8.144-mRNA-1_1&gene=maker-Arad1C-augustus-gene-8.144&CDS=1-471	YJL124C
1541	OG0001541	augustus_masked-Arad1C-processed-gene-8.31-mRNA-1_1&gene=augustus_masked-Arad1C-processed-gene-8.31&CDS=1-1824	YOR069W
1542	OG0001542	augustus_masked-Arad1C-processed-gene-8.32-mRNA-1_1&gene=augustus_masked-Arad1C-processed-gene-8.32&CDS=1-2085	YDL164C
1543	OG0001543	maker-Arad1C-augustus-gene-8.145-mRNA-1_1&gene=maker-Arad1C-augustus-gene-8.145&CDS=1-3807	YER093C
1544	OG0001544	snap_masked-Arad1C-processed-gene-8.59-mRNA-1_1&gene=snap_masked-Arad1C-processed-gene-8.59&CDS=1-1791	YJL209W
1545	OG0001545	augustus_masked-Arad1C-processed-gene-8.34-mRNA-1_1&gene=augustus_masked-Arad1C-processed-gene-8.34&CDS=1-390	YER093C-A
1546	OG0001546	augustus_masked-Arad1C-processed-gene-8.15-mRNA-1_1&gene=augustus_masked-Arad1C-processed-gene-8.15&CDS=1-291	YBL059C-A
1547	OG0001547	augustus_masked-Arad1C-processed-gene-8.16-mRNA-1_1&gene=augustus_masked-Arad1C-processed-gene-8.16&CDS=1-1140	YER095W
1548	OG0001548	augustus_masked-Arad1C-processed-gene-8.37-mRNA-1_1&gene=augustus_masked-Arad1C-processed-gene-8.37&CDS=1-957	YJL208C
1549	OG0001549	maker-Arad1C-augustus-gene-8.148-mRNA-1_1&gene=maker-Arad1C-augustus-gene-8.148&CDS=1-6213	YJL207C
1550	OG0001550	augustus_masked-Arad1C-processed-gene-8.39-mRNA-1_1&gene=augustus_masked-Arad1C-processed-gene-8.39&CDS=1-2802	YBL066C
1551	OG0001551	augustus_masked-Arad1C-processed-gene-8.20-mRNA-1_1&gene=augustus_masked-Arad1C-processed-gene-8.20&CDS=1-1458	YGR019W
1552	OG0001552	augustus_masked-Arad1C-processed-gene-8.40-mRNA-1_1&gene=augustus_masked-Arad1C-processed-gene-8.40&CDS=1-390	YCR028C-A
1553	OG0001553	snap_masked-Arad1C-processed-gene-8.68-mRNA-1_1&gene=snap_masked-Arad1C-processed-gene-8.68&CDS=1-1629	YLR330W
1554	OG0001554	maker-Arad1C-augustus-gene-8.149-mRNA-1_1&gene=maker-Arad1C-augustus-gene-8.149&CDS=1-354	YGR020C
1555	OG0001555	snap_masked-Arad1C-processed-gene-8.69-mRNA-1_1&gene=snap_masked-Arad1C-processed-gene-8.69&CDS=1-801	YGR021W
1556	OG0001556	augustus_masked-Arad1C-processed-gene-8.42-mRNA-1_1&gene=augustus_masked-Arad1C-processed-gene-8.42&CDS=1-1893	YHR084W
1557	OG0001557	augustus_masked-Arad1C-processed-gene-9.58-mRNA-1_1&gene=augustus_masked-Arad1C-processed-gene-9.58&CDS=1-657	YJR111C
1558	OG0001558	augustus_masked-Arad1C-processed-gene-9.62-mRNA-1_1&gene=augustus_masked-Arad1C-processed-gene-9.62&CDS=1-759	YNL178W
1559	OG0001559	augustus_masked-Arad1C-processed-gene-9.63-mRNA-1_1&gene=augustus_masked-Arad1C-processed-gene-9.63&CDS=1-552	YDL212W
1560	OG0001560	augustus_masked-Arad1C-processed-gene-9.86-mRNA-1_1&gene=augustus_masked-Arad1C-processed-gene-9.86&CDS=1-2097	YJR110W
1561	OG0001561	augustus_masked-Arad1C-processed-gene-9.87-mRNA-1_1&gene=augustus_masked-Arad1C-processed-gene-9.87&CDS=1-897	YNL177C
1562	OG0001562	augustus_masked-Arad1C-processed-gene-9.65-mRNA-1_1&gene=augustus_masked-Arad1C-processed-gene-9.65&CDS=1-330	YBL049W
1563	OG0001563	augustus_masked-Arad1C-processed-gene-9.88-mRNA-1_1&gene=augustus_masked-Arad1C-processed-gene-9.88&CDS=1-1530	YLL036C
1564	OG0001564	augustus_masked-Arad1C-processed-gene-9.67-mRNA-1_1&gene=augustus_masked-Arad1C-processed-gene-9.67&CDS=1-1509	YEL036C
1565	OG0001565	augustus_masked-Arad1C-processed-gene-9.89-mRNA-1_1&gene=augustus_masked-Arad1C-processed-gene-9.89&CDS=1-1533	YHL029C
1566	OG0001566	augustus_masked-Arad1C-processed-gene-9.68-mRNA-1_1&gene=augustus_masked-Arad1C-processed-gene-9.68&CDS=1-5379	YHL030W
1567	OG0001567	augustus_masked-Arad1C-processed-gene-9.91-mRNA-1_1&gene=augustus_masked-Arad1C-processed-gene-9.91&CDS=1-2802	YMR268C
1568	OG0001568	augustus_masked-Arad1C-processed-gene-9.69-mRNA-1_1&gene=augustus_masked-Arad1C-processed-gene-9.69&CDS=1-528	YMR269W
1569	OG0001569	augustus_masked-Arad1C-processed-gene-9.70-mRNA-1_1&gene=augustus_masked-Arad1C-processed-gene-9.70&CDS=1-3300	YML104C
1570	OG0001570	augustus_masked-Arad1C-processed-gene-9.73-mRNA-1_1&gene=augustus_masked-Arad1C-processed-gene-9.73&CDS=1-1290	YPL146C
1571	OG0001571	augustus_masked-Arad1C-processed-gene-9.74-mRNA-1_1&gene=augustus_masked-Arad1C-processed-gene-9.74&CDS=1-297	YJL062W-A
1572	OG0001572	augustus_masked-Arad1C-processed-gene-9.94-mRNA-1_1&gene=augustus_masked-Arad1C-processed-gene-9.94&CDS=1-1650	YJR064W
1573	OG0001573	maker-Arad1C-augustus-gene-9.107-mRNA-1_1&gene=maker-Arad1C-augustus-gene-9.107&CDS=1-372	YJR063W
1574	OG0001574	augustus_masked-Arad1C-processed-gene-9.95-mRNA-1_1&gene=augustus_masked-Arad1C-processed-gene-9.95&CDS=1-951	YJR070C
1575	OG0001575	augustus_masked-Arad1C-processed-gene-9.77-mRNA-1_1&gene=augustus_masked-Arad1C-processed-gene-9.77&CDS=1-1560	YCR072C
1576	OG0001576	augustus_masked-Arad1C-processed-gene-9.79-mRNA-1_1&gene=augustus_masked-Arad1C-processed-gene-9.79&CDS=1-2241	YKR079C
1577	OG0001577	augustus_masked-Arad1C-processed-gene-9.98-mRNA-1_1&gene=augustus_masked-Arad1C-processed-gene-9.98&CDS=1-1203	YGR234W
1578	OG0001578	augustus_masked-Arad1C-processed-gene-9.80-mRNA-1_1&gene=augustus_masked-Arad1C-processed-gene-9.80&CDS=1-1266	YJR065C
1579	OG0001579	augustus_masked-Arad1C-processed-gene-9.100-mRNA-1_1&gene=augustus_masked-Arad1C-processed-gene-9.100&CDS=1-417	YCR071C
1580	OG0001580	augustus_masked-Arad1C-processed-gene-9.81-mRNA-1_1&gene=augustus_masked-Arad1C-processed-gene-9.81&CDS=1-1533	YOR067C
1581	OG0001581	genemark-Arad1C-processed-gene-9.138-mRNA-1_1&gene=genemark-Arad1C-processed-gene-9.138&CDS=1-867	YOR065W
1582	OG0001582	augustus_masked-Arad1C-processed-gene-9.104-mRNA-1_1&gene=augustus_masked-Arad1C-processed-gene-9.104&CDS=1-1251	YNL317W
1583	OG0001583	augustus_masked-Arad1C-processed-gene-9.83-mRNA-1_1&gene=augustus_masked-Arad1C-processed-gene-9.83&CDS=1-546	YER007C-A
1584	OG0001584	augustus_masked-Arad1C-processed-gene-9.105-mRNA-1_1&gene=augustus_masked-Arad1C-processed-gene-9.105&CDS=1-1419	YER007W
1585	OG0001585	augustus_masked-Arad1C-processed-gene-10.63-mRNA-1_1&gene=augustus_masked-Arad1C-processed-gene-10.63&CDS=1-1464	YMR215W
1586	OG0001586	augustus_masked-Arad1C-processed-gene-10.64-mRNA-1_1&gene=augustus_masked-Arad1C-processed-gene-10.64&CDS=1-759	YPL065W
1587	OG0001587	augustus_masked-Arad1C-processed-gene-10.65-mRNA-1_1&gene=augustus_masked-Arad1C-processed-gene-10.65&CDS=1-666	YPL107W
1588	OG0001588	augustus_masked-Arad1C-processed-gene-10.70-mRNA-1_1&gene=augustus_masked-Arad1C-processed-gene-10.70&CDS=1-816	YFR052W
1589	OG0001589	augustus_masked-Arad1C-processed-gene-10.67-mRNA-1_1&gene=augustus_masked-Arad1C-processed-gene-10.67&CDS=1-1827	YMR216C
1590	OG0001590	augustus_masked-Arad1C-processed-gene-10.71-mRNA-1_1&gene=augustus_masked-Arad1C-processed-gene-10.71&CDS=1-2025	YNL094W
1591	OG0001591	augustus_masked-Arad1C-processed-gene-10.72-mRNA-1_1&gene=augustus_masked-Arad1C-processed-gene-10.72&CDS=1-2304	YOL063C
1592	OG0001592	augustus_masked-Arad1C-processed-gene-10.73-mRNA-1_1&gene=augustus_masked-Arad1C-processed-gene-10.73&CDS=1-594	YKL117W
1593	OG0001593	augustus_masked-Arad1C-processed-gene-10.98-mRNA-1_1&gene=augustus_masked-Arad1C-processed-gene-10.98&CDS=1-1017	YOR091W
1594	OG0001594	augustus_masked-Arad1C-processed-gene-10.77-mRNA-1_1&gene=augustus_masked-Arad1C-processed-gene-10.77&CDS=1-2592	YLR115W
1595	OG0001595	maker-Arad1C-augustus-gene-10.9-mRNA-1_1&gene=maker-Arad1C-augustus-gene-10.9&CDS=1-1629	YKL207W
1596	OG0001596	augustus_masked-Arad1C-processed-gene-10.78-mRNA-1_1&gene=augustus_masked-Arad1C-processed-gene-10.78&CDS=1-726	YOR095C
1597	OG0001597	genemark-Arad1C-processed-gene-10.27-mRNA-1_1&gene=genemark-Arad1C-processed-gene-10.27&CDS=1-2208	YOR017W
1598	OG0001598	augustus_masked-Arad1C-processed-gene-10.105-mRNA-1_1&gene=augustus_masked-Arad1C-processed-gene-10.105&CDS=1-657	YAL003W
1599	OG0001599	augustus_masked-Arad1C-processed-gene-10.82-mRNA-1_1&gene=augustus_masked-Arad1C-processed-gene-10.82&CDS=1-1209	YOL009C
1600	OG0001600	augustus_masked-Arad1C-processed-gene-10.87-mRNA-1_1&gene=augustus_masked-Arad1C-processed-gene-10.87&CDS=1-1458	YGL116W
1601	OG0001601	augustus_masked-Arad1C-processed-gene-10.108-mRNA-1_1&gene=augustus_masked-Arad1C-processed-gene-10.108&CDS=1-948	YGL115W
1602	OG0001602	augustus_masked-Arad1C-processed-gene-10.89-mRNA-1_1&gene=augustus_masked-Arad1C-processed-gene-10.89&CDS=1-1500	YCL043C
1603	OG0001603	augustus_masked-Arad1C-processed-gene-10.109-mRNA-1_1&gene=augustus_masked-Arad1C-processed-gene-10.109&CDS=1-1161	YDR517W
1604	OG0001604	augustus_masked-Arad1C-processed-gene-10.91-mRNA-1_1&gene=augustus_masked-Arad1C-processed-gene-10.91&CDS=1-1950	YGL114W
1605	OG0001605	augustus_masked-Arad1C-processed-gene-10.111-mRNA-1_1&gene=augustus_masked-Arad1C-processed-gene-10.111&CDS=1-810	YBR231C
1606	OG0001606	augustus_masked-Arad1C-processed-gene-10.92-mRNA-1_1&gene=augustus_masked-Arad1C-processed-gene-10.92&CDS=1-1224	YBR233W
1607	OG0001607	augustus_masked-Arad1C-processed-gene-10.112-mRNA-1_1&gene=augustus_masked-Arad1C-processed-gene-10.112&CDS=1-2925	YEL055C
1608	OG0001608	genemark-Arad1C-processed-gene-10.41-mRNA-1_1&gene=genemark-Arad1C-processed-gene-10.41&CDS=1-2247	YLR188W
1609	OG0001609	augustus_masked-Arad1C-processed-gene-10.94-mRNA-1_1&gene=augustus_masked-Arad1C-processed-gene-10.94&CDS=1-1419	YNL277W
1610	OG0001610	augustus_masked-Arad1C-processed-gene-11.6-mRNA-1_1&gene=augustus_masked-Arad1C-processed-gene-11.6&CDS=1-1029	YPL266W
1611	OG0001611	augustus_masked-Arad1C-processed-gene-11.8-mRNA-1_1&gene=augustus_masked-Arad1C-processed-gene-11.8&CDS=1-3864	YLR189C
1612	OG0001612	augustus_masked-Arad1C-processed-gene-11.29-mRNA-1_1&gene=augustus_masked-Arad1C-processed-gene-11.29&CDS=1-4245	YAL001C
1613	OG0001613	augustus_masked-Arad1C-processed-gene-11.10-mRNA-1_1&gene=augustus_masked-Arad1C-processed-gene-11.10&CDS=1-1974	YAR002W
1614	OG0001614	augustus_masked-Arad1C-processed-gene-11.11-mRNA-1_1&gene=augustus_masked-Arad1C-processed-gene-11.11&CDS=1-1035	YGL001C
1615	OG0001615	augustus_masked-Arad1C-processed-gene-11.12-mRNA-1_1&gene=augustus_masked-Arad1C-processed-gene-11.12&CDS=1-1128	YHR112C
1616	OG0001616	augustus_masked-Arad1C-processed-gene-11.31-mRNA-1_1&gene=augustus_masked-Arad1C-processed-gene-11.31&CDS=1-4512	YAL002W
1617	OG0001617	augustus_masked-Arad1C-processed-gene-11.13-mRNA-1_1&gene=augustus_masked-Arad1C-processed-gene-11.13&CDS=1-1935	YDR362C
1618	OG0001618	augustus_masked-Arad1C-processed-gene-11.32-mRNA-1_1&gene=augustus_masked-Arad1C-processed-gene-11.32&CDS=1-1293	YHR111W
1619	OG0001619	genemark-Arad1C-processed-gene-11.130-mRNA-1_1&gene=genemark-Arad1C-processed-gene-11.130&CDS=1-1854	YDR365C
1620	OG0001620	augustus_masked-Arad1C-processed-gene-11.14-mRNA-1_1&gene=augustus_masked-Arad1C-processed-gene-11.14&CDS=1-1206	YAR003W
1621	OG0001621	augustus_masked-Arad1C-processed-gene-11.39-mRNA-1_1&gene=augustus_masked-Arad1C-processed-gene-11.39&CDS=1-1053	YDR267C
1622	OG0001622	augustus_masked-Arad1C-processed-gene-11.15-mRNA-1_1&gene=augustus_masked-Arad1C-processed-gene-11.15&CDS=1-1620	YOR037W
1623	OG0001623	augustus_masked-Arad1C-processed-gene-11.16-mRNA-1_1&gene=augustus_masked-Arad1C-processed-gene-11.16&CDS=1-1113	YDR268W
1624	OG0001624	genemark-Arad1C-processed-gene-11.113-mRNA-1_1&gene=genemark-Arad1C-processed-gene-11.113&CDS=1-1665	YGL003C
1625	OG0001625	augustus_masked-Arad1C-processed-gene-11.18-mRNA-1_1&gene=augustus_masked-Arad1C-processed-gene-11.18&CDS=1-1464	YGL202W
1626	OG0001626	augustus_masked-Arad1C-processed-gene-11.42-mRNA-1_1&gene=augustus_masked-Arad1C-processed-gene-11.42&CDS=1-717	YOR039W
1627	OG0001627	maker-Arad1C-augustus-gene-11.2-mRNA-1_1&gene=maker-Arad1C-augustus-gene-11.2&CDS=1-2922	YBL008W
1628	OG0001628	augustus_masked-Arad1C-processed-gene-11.43-mRNA-1_1&gene=augustus_masked-Arad1C-processed-gene-11.43&CDS=1-4326	YOR116C
1629	OG0001629	augustus_masked-Arad1C-processed-gene-11.21-mRNA-1_1&gene=augustus_masked-Arad1C-processed-gene-11.21&CDS=1-225	YDR363W-A
1630	OG0001630	augustus_masked-Arad1C-processed-gene-11.24-mRNA-1_1&gene=augustus_masked-Arad1C-processed-gene-11.24&CDS=1-1272	YBR143C
