	OrthologID	Metschnikowia_arizonensis	Saccharomyces_cerevisiae
1656	OG0001656	augustus_masked-ari-_s277-processed-gene-0.60-mRNA-1_1&gene=augustus_masked-ari-_s277-processed-gene-0.60&CDS=1-4638	YKL014C
1657	OG0001657	augustus_masked-ari-_s277-processed-gene-0.62-mRNA-1_1&gene=augustus_masked-ari-_s277-processed-gene-0.62&CDS=1-2238	YKL017C
1658	OG0001658	augustus_masked-ari-_s277-processed-gene-0.64-mRNA-1_1&gene=augustus_masked-ari-_s277-processed-gene-0.64&CDS=1-2943	YKL015W
1659	OG0001659	augustus_masked-ari-_s277-processed-gene-0.87-mRNA-1_1&gene=augustus_masked-ari-_s277-processed-gene-0.87&CDS=1-990	YPR004C
1660	OG0001660	augustus_masked-ari-_s277-processed-gene-0.66-mRNA-1_1&gene=augustus_masked-ari-_s277-processed-gene-0.66&CDS=1-1167	YEL056W
1661	OG0001661	augustus_masked-ari-_s277-processed-gene-0.67-mRNA-1_1&gene=augustus_masked-ari-_s277-processed-gene-0.67&CDS=1-690	YDR071C
1662	OG0001662	augustus_masked-ari-_s277-processed-gene-0.68-mRNA-1_1&gene=augustus_masked-ari-_s277-processed-gene-0.68&CDS=1-966	YHR083W
1663	OG0001663	maker-ari-_s277-augustus-gene-0.0-mRNA-1_1&gene=maker-ari-_s277-augustus-gene-0.0&CDS=1-2763	YER136W
1664	OG0001664	augustus_masked-ari-_s277-processed-gene-0.89-mRNA-1_1&gene=augustus_masked-ari-_s277-processed-gene-0.89&CDS=1-1197	YER143W
1665	OG0001665	snap_masked-ari-_s277-processed-gene-0.36-mRNA-1_1&gene=snap_masked-ari-_s277-processed-gene-0.36&CDS=1-294	YER146W
1666	OG0001666	genemark-ari-_s277-processed-gene-0.140-mRNA-1_1&gene=genemark-ari-_s277-processed-gene-0.140&CDS=1-1698	YLR006C
1667	OG0001667	maker-ari-_s277-snap-gene-0.57-mRNA-1_1&gene=maker-ari-_s277-snap-gene-0.57&CDS=1-879	YDR068W
1668	OG0001668	augustus_masked-ari-_s277-processed-gene-0.70-mRNA-1_1&gene=augustus_masked-ari-_s277-processed-gene-0.70&CDS=1-1575	YDR061W
1669	OG0001669	augustus_masked-ari-_s277-processed-gene-0.71-mRNA-1_1&gene=augustus_masked-ari-_s277-processed-gene-0.71&CDS=1-1665	YDR062W
1670	OG0001670	genemark-ari-_s277-processed-gene-0.120-mRNA-1_1&gene=genemark-ari-_s277-processed-gene-0.120&CDS=1-996	YNL011C
1671	OG0001671	augustus_masked-ari-_s277-processed-gene-0.93-mRNA-1_1&gene=augustus_masked-ari-_s277-processed-gene-0.93&CDS=1-921	YKR026C
1672	OG0001672	augustus_masked-ari-_s277-processed-gene-0.72-mRNA-1_1&gene=augustus_masked-ari-_s277-processed-gene-0.72&CDS=1-951	YMR116C
1673	OG0001673	augustus_masked-ari-_s277-processed-gene-0.73-mRNA-1_1&gene=augustus_masked-ari-_s277-processed-gene-0.73&CDS=1-360	YMR112C
1674	OG0001674	augustus_masked-ari-_s277-processed-gene-0.95-mRNA-1_1&gene=augustus_masked-ari-_s277-processed-gene-0.95&CDS=1-660	YDR013W
1675	OG0001675	augustus_masked-ari-_s277-processed-gene-0.74-mRNA-1_1&gene=augustus_masked-ari-_s277-processed-gene-0.74&CDS=1-1050	YOL009C
1676	OG0001676	augustus_masked-ari-_s277-processed-gene-0.97-mRNA-1_1&gene=augustus_masked-ari-_s277-processed-gene-0.97&CDS=1-3627	YKL197C
1677	OG0001677	genemark-ari-_s277-processed-gene-0.124-mRNA-1_1&gene=genemark-ari-_s277-processed-gene-0.124&CDS=1-1767	YJR072C
1678	OG0001678	augustus_masked-ari-_s277-processed-gene-0.76-mRNA-1_1&gene=augustus_masked-ari-_s277-processed-gene-0.76&CDS=1-870	YJR116W
1679	OG0001679	augustus_masked-ari-_s277-processed-gene-0.78-mRNA-1_1&gene=augustus_masked-ari-_s277-processed-gene-0.78&CDS=1-1440	YER021W
1680	OG0001680	augustus_masked-ari-_s277-processed-gene-0.79-mRNA-1_1&gene=augustus_masked-ari-_s277-processed-gene-0.79&CDS=1-1719	YER022W
1681	OG0001681	augustus_masked-ari-_s277-processed-gene-0.101-mRNA-1_1&gene=augustus_masked-ari-_s277-processed-gene-0.101&CDS=1-501	YJR118C
1682	OG0001682	augustus_masked-ari-_s277-processed-gene-0.81-mRNA-1_1&gene=augustus_masked-ari-_s277-processed-gene-0.81&CDS=1-780	YMR149W
1683	OG0001683	augustus_masked-ari-_s277-processed-gene-0.102-mRNA-1_1&gene=augustus_masked-ari-_s277-processed-gene-0.102&CDS=1-582	YMR150C
1684	OG0001684	augustus_masked-ari-_s277-processed-gene-0.82-mRNA-1_1&gene=augustus_masked-ari-_s277-processed-gene-0.82&CDS=1-1647	YOR037W
1685	OG0001685	augustus_masked-ari-_s277-processed-gene-0.83-mRNA-1_1&gene=augustus_masked-ari-_s277-processed-gene-0.83&CDS=1-3330	YKL033W
1686	OG0001686	augustus_masked-ari-_s277-processed-gene-0.105-mRNA-1_1&gene=augustus_masked-ari-_s277-processed-gene-0.105&CDS=1-492	YBR282W
1687	OG0001687	augustus_masked-ari-_s278-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-ari-_s278-processed-gene-0.4&CDS=1-1413	YMR283C
1688	OG0001688	genemark-ari-_s278-processed-gene-0.13-mRNA-1_1&gene=genemark-ari-_s278-processed-gene-0.13&CDS=1-1077	YOL065C
1689	OG0001689	augustus_masked-ari-_s278-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-ari-_s278-processed-gene-0.7&CDS=1-1515	YDL030W
1690	OG0001690	augustus_masked-ari-_s279-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-ari-_s279-processed-gene-0.2&CDS=1-11466	YHR099W
1691	OG0001691	snap_masked-ari-_s279-processed-gene-0.18-mRNA-1_1&gene=snap_masked-ari-_s279-processed-gene-0.18&CDS=1-702	YBR040W
1692	OG0001692	augustus_masked-ari-_s279-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-ari-_s279-processed-gene-0.4&CDS=1-1236	YBR042C
1693	OG0001693	augustus_masked-ari-_s279-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-ari-_s279-processed-gene-0.0&CDS=1-1935	YBR043C
1694	OG0001694	augustus_masked-ari-_s279-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-ari-_s279-processed-gene-0.5&CDS=1-2274	YBR102C
1695	OG0001695	augustus_masked-ari-_s279-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-ari-_s279-processed-gene-0.1&CDS=1-1638	YBR103W
1696	OG0001696	snap_masked-ari-_s279-processed-gene-0.21-mRNA-1_1&gene=snap_masked-ari-_s279-processed-gene-0.21&CDS=1-333	YPR063C
1697	OG0001697	augustus_masked-ari-_s281-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-ari-_s281-processed-gene-0.1&CDS=1-4131	YJR033C
1698	OG0001698	maker-ari-_s281-snap-gene-0.16-mRNA-1_1&gene=maker-ari-_s281-snap-gene-0.16&CDS=1-1017	YJR062C
1699	OG0001699	augustus_masked-ari-_s283-processed-gene-0.70-mRNA-1_1&gene=augustus_masked-ari-_s283-processed-gene-0.70&CDS=1-1452	YGL055W
1700	OG0001700	augustus_masked-ari-_s283-processed-gene-0.61-mRNA-1_1&gene=augustus_masked-ari-_s283-processed-gene-0.61&CDS=1-1335	YPL247C
1701	OG0001701	augustus_masked-ari-_s283-processed-gene-0.63-mRNA-1_1&gene=augustus_masked-ari-_s283-processed-gene-0.63&CDS=1-429	YNL185C
1702	OG0001702	augustus_masked-ari-_s283-processed-gene-0.65-mRNA-1_1&gene=augustus_masked-ari-_s283-processed-gene-0.65&CDS=1-651	YJL001W
1703	OG0001703	augustus_masked-ari-_s283-processed-gene-0.71-mRNA-1_1&gene=augustus_masked-ari-_s283-processed-gene-0.71&CDS=1-855	YGR205W
1704	OG0001704	maker-ari-_s283-augustus-gene-0.1-mRNA-1_1&gene=maker-ari-_s283-augustus-gene-0.1&CDS=1-3612	YGR207C
1705	OG0001705	augustus_masked-ari-_s283-processed-gene-0.66-mRNA-1_1&gene=augustus_masked-ari-_s283-processed-gene-0.66&CDS=1-1029	YOR292C
1706	OG0001706	augustus_masked-ari-_s283-processed-gene-0.67-mRNA-1_1&gene=augustus_masked-ari-_s283-processed-gene-0.67&CDS=1-816	YLR201C
1707	OG0001707	augustus_masked-ari-_s283-processed-gene-0.75-mRNA-1_1&gene=augustus_masked-ari-_s283-processed-gene-0.75&CDS=1-348	YLR200W
1708	OG0001708	augustus_masked-ari-_s283-processed-gene-0.77-mRNA-1_1&gene=augustus_masked-ari-_s283-processed-gene-0.77&CDS=1-519	YLR193C
1709	OG0001709	maker-ari-_s284-snap-gene-0.14-mRNA-1_1&gene=maker-ari-_s284-snap-gene-0.14&CDS=1-750	YML092C
1710	OG0001710	augustus_masked-ari-_s284-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-ari-_s284-processed-gene-0.2&CDS=1-2724	YML093W
1711	OG0001711	augustus_masked-ari-_s284-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-ari-_s284-processed-gene-0.3&CDS=1-1671	YML086C
1712	OG0001712	augustus_masked-ari-_s285-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-ari-_s285-processed-gene-0.7&CDS=1-2190	YDL164C
1713	OG0001713	augustus_masked-ari-_s285-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-ari-_s285-processed-gene-0.6&CDS=1-1356	YMR033W
1714	OG0001714	maker-ari-_s286-snap-gene-0.9-mRNA-1_1&gene=maker-ari-_s286-snap-gene-0.9&CDS=1-1599	YKL185W
1715	OG0001715	snap_masked-ari-_s286-processed-gene-0.6-mRNA-1_1&gene=snap_masked-ari-_s286-processed-gene-0.6&CDS=1-543	YKL186C
1716	OG0001716	snap_masked-ari-_s286-processed-gene-0.8-mRNA-1_1&gene=snap_masked-ari-_s286-processed-gene-0.8&CDS=1-1842	YHR202W
1717	OG0001717	augustus_masked-ari-_s288-processed-gene-0.50-mRNA-1_1&gene=augustus_masked-ari-_s288-processed-gene-0.50&CDS=1-267	YDR510W
1718	OG0001718	snap_masked-ari-_s288-processed-gene-0.3-mRNA-1_1&gene=snap_masked-ari-_s288-processed-gene-0.3&CDS=1-2148	YNL279W
1719	OG0001719	augustus_masked-ari-_s288-processed-gene-0.51-mRNA-1_1&gene=augustus_masked-ari-_s288-processed-gene-0.51&CDS=1-2199	YNL218W
1720	OG0001720	augustus_masked-ari-_s288-processed-gene-0.42-mRNA-1_1&gene=augustus_masked-ari-_s288-processed-gene-0.42&CDS=1-1110	YML060W
1721	OG0001721	augustus_masked-ari-_s288-processed-gene-0.45-mRNA-1_1&gene=augustus_masked-ari-_s288-processed-gene-0.45&CDS=1-798	YLR186W
1722	OG0001722	augustus_masked-ari-_s288-processed-gene-0.46-mRNA-1_1&gene=augustus_masked-ari-_s288-processed-gene-0.46&CDS=1-1224	YPR025C
1723	OG0001723	augustus_masked-ari-_s288-processed-gene-0.48-mRNA-1_1&gene=augustus_masked-ari-_s288-processed-gene-0.48&CDS=1-2340	YER055C
1724	OG0001724	augustus_masked-ari-_s29-processed-gene-0.12-mRNA-1_1&gene=augustus_masked-ari-_s29-processed-gene-0.12&CDS=1-1650	YDR188W
1725	OG0001725	augustus_masked-ari-_s29-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-ari-_s29-processed-gene-0.14&CDS=1-1911	YDR189W
1726	OG0001726	augustus_masked-ari-_s29-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-ari-_s29-processed-gene-0.17&CDS=1-1368	YDR190C
1727	OG0001727	genemark-ari-_s290-processed-gene-0.1-mRNA-1_1&gene=genemark-ari-_s290-processed-gene-0.1&CDS=1-4542	YLR419W
1728	OG0001728	snap_masked-ari-_s293-processed-gene-0.11-mRNA-1_1&gene=snap_masked-ari-_s293-processed-gene-0.11&CDS=1-2124	YBR289W
1729	OG0001729	augustus_masked-ari-_s297-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-ari-_s297-processed-gene-0.2&CDS=1-795	YOL067C
1730	OG0001730	augustus_masked-ari-_s297-processed-gene-0.23-mRNA-1_1&gene=augustus_masked-ari-_s297-processed-gene-0.23&CDS=1-1512	YDL045C
1731	OG0001731	augustus_masked-ari-_s297-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-ari-_s297-processed-gene-0.3&CDS=1-2208	YLR182W
1732	OG0001732	augustus_masked-ari-_s297-processed-gene-0.24-mRNA-1_1&gene=augustus_masked-ari-_s297-processed-gene-0.24&CDS=1-573	YDR373W
1733	OG0001733	augustus_masked-ari-_s297-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-ari-_s297-processed-gene-0.4&CDS=1-417	YOL071W
1734	OG0001734	augustus_masked-ari-_s297-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-ari-_s297-processed-gene-0.5&CDS=1-1107	YLR181C
1735	OG0001735	augustus_masked-ari-_s297-processed-gene-0.25-mRNA-1_1&gene=augustus_masked-ari-_s297-processed-gene-0.25&CDS=1-816	YDR088C
1736	OG0001736	augustus_masked-ari-_s297-processed-gene-0.26-mRNA-1_1&gene=augustus_masked-ari-_s297-processed-gene-0.26&CDS=1-891	YDR087C
1737	OG0001737	maker-ari-_s297-snap-gene-0.159-mRNA-1_1&gene=maker-ari-_s297-snap-gene-0.159&CDS=1-201	YDR086C
1738	OG0001738	snap_masked-ari-_s297-processed-gene-0.108-mRNA-1_1&gene=snap_masked-ari-_s297-processed-gene-0.108&CDS=1-1143	YBR234C
1739	OG0001739	augustus_masked-ari-_s297-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-ari-_s297-processed-gene-0.9&CDS=1-1659	YBR196C
1740	OG0001740	augustus_masked-ari-_s297-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-ari-_s297-processed-gene-0.10&CDS=1-492	YML108W
1741	OG0001741	augustus_masked-ari-_s297-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-ari-_s297-processed-gene-0.11&CDS=1-465	YIL062C
1742	OG0001742	augustus_masked-ari-_s297-processed-gene-0.12-mRNA-1_1&gene=augustus_masked-ari-_s297-processed-gene-0.12&CDS=1-954	YHR104W
1743	OG0001743	augustus_masked-ari-_s297-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-ari-_s297-processed-gene-0.13&CDS=1-1956	YFL027C
1744	OG0001744	augustus_masked-ari-_s297-processed-gene-0.33-mRNA-1_1&gene=augustus_masked-ari-_s297-processed-gene-0.33&CDS=1-1890	YLR055C
1745	OG0001745	augustus_masked-ari-_s297-processed-gene-0.34-mRNA-1_1&gene=augustus_masked-ari-_s297-processed-gene-0.34&CDS=1-456	YKL067W
1746	OG0001746	maker-ari-_s297-augustus-gene-0.164-mRNA-1_1&gene=maker-ari-_s297-augustus-gene-0.164&CDS=1-3867	YFL028C
1747	OG0001747	augustus_masked-ari-_s297-processed-gene-0.36-mRNA-1_1&gene=augustus_masked-ari-_s297-processed-gene-0.36&CDS=1-1803	YCR061W
1748	OG0001748	genemark-ari-_s297-processed-gene-0.89-mRNA-1_1&gene=genemark-ari-_s297-processed-gene-0.89&CDS=1-2805	YNL161W
1749	OG0001749	augustus_masked-ari-_s297-processed-gene-0.15-mRNA-1_1&gene=augustus_masked-ari-_s297-processed-gene-0.15&CDS=1-1476	YDR470C
1750	OG0001750	augustus_masked-ari-_s297-processed-gene-0.16-mRNA-1_1&gene=augustus_masked-ari-_s297-processed-gene-0.16&CDS=1-1599	YOR132W
1751	OG0001751	augustus_masked-ari-_s297-processed-gene-0.38-mRNA-1_1&gene=augustus_masked-ari-_s297-processed-gene-0.38&CDS=1-675	YHR008C
1752	OG0001752	augustus_masked-ari-_s297-processed-gene-0.39-mRNA-1_1&gene=augustus_masked-ari-_s297-processed-gene-0.39&CDS=1-597	YKR035W-A
1753	OG0001753	augustus_masked-ari-_s297-processed-gene-0.18-mRNA-1_1&gene=augustus_masked-ari-_s297-processed-gene-0.18&CDS=1-2316	YKL134C
1754	OG0001754	augustus_masked-ari-_s297-processed-gene-0.19-mRNA-1_1&gene=augustus_masked-ari-_s297-processed-gene-0.19&CDS=1-1353	YHR011W
1755	OG0001755	augustus_masked-ari-_s297-processed-gene-0.45-mRNA-1_1&gene=augustus_masked-ari-_s297-processed-gene-0.45&CDS=1-1518	YBR288C
1756	OG0001756	augustus_masked-ari-_s297-processed-gene-0.20-mRNA-1_1&gene=augustus_masked-ari-_s297-processed-gene-0.20&CDS=1-1302	YGR110W
1757	OG0001757	augustus_masked-ari-_s297-processed-gene-0.47-mRNA-1_1&gene=augustus_masked-ari-_s297-processed-gene-0.47&CDS=1-2931	YPR066W
1758	OG0001758	augustus_masked-ari-_s297-processed-gene-0.48-mRNA-1_1&gene=augustus_masked-ari-_s297-processed-gene-0.48&CDS=1-264	YOR159C
1759	OG0001759	augustus_masked-ari-_s297-processed-gene-0.22-mRNA-1_1&gene=augustus_masked-ari-_s297-processed-gene-0.22&CDS=1-9645	YDR457W
1760	OG0001760	augustus_masked-ari-_s298-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-ari-_s298-processed-gene-0.0&CDS=1-3393	YMR287C
1761	OG0001761	augustus_masked-ari-_s299-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-ari-_s299-processed-gene-0.4&CDS=1-1131	YLL057C
1762	OG0001762	augustus_masked-ari-_s3-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-ari-_s3-processed-gene-0.1&CDS=1-1674	YOR386W
1763	OG0001763	snap_masked-ari-_s3-processed-gene-0.67-mRNA-1_1&gene=snap_masked-ari-_s3-processed-gene-0.67&CDS=1-1149	YLR403W
1764	OG0001764	augustus_masked-ari-_s3-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-ari-_s3-processed-gene-0.3&CDS=1-1623	YLR133W
1765	OG0001765	augustus_masked-ari-_s3-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-ari-_s3-processed-gene-0.4&CDS=1-1131	YDR142C
1766	OG0001766	augustus_masked-ari-_s3-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-ari-_s3-processed-gene-0.5&CDS=1-2625	YLL032C
1767	OG0001767	augustus_masked-ari-_s3-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-ari-_s3-processed-gene-0.10&CDS=1-432	YFR033C
1768	OG0001768	augustus_masked-ari-_s3-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-ari-_s3-processed-gene-0.13&CDS=1-4875	YLL048C
1769	OG0001769	augustus_masked-ari-_s3-processed-gene-0.15-mRNA-1_1&gene=augustus_masked-ari-_s3-processed-gene-0.15&CDS=1-1611	YHL036W
1770	OG0001770	augustus_masked-ari-_s3-processed-gene-0.28-mRNA-1_1&gene=augustus_masked-ari-_s3-processed-gene-0.28&CDS=1-1059	YMR166C
1771	OG0001771	augustus_masked-ari-_s3-processed-gene-0.16-mRNA-1_1&gene=augustus_masked-ari-_s3-processed-gene-0.16&CDS=1-1269	YDL104C
1772	OG0001772	augustus_masked-ari-_s3-processed-gene-0.29-mRNA-1_1&gene=augustus_masked-ari-_s3-processed-gene-0.29&CDS=1-1029	YDL105W
1773	OG0001773	augustus_masked-ari-_s3-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-ari-_s3-processed-gene-0.17&CDS=1-2118	YMR167W
1774	OG0001774	augustus_masked-ari-_s3-processed-gene-0.18-mRNA-1_1&gene=augustus_masked-ari-_s3-processed-gene-0.18&CDS=1-2817	YGR198W
1775	OG0001775	augustus_masked-ari-_s3-processed-gene-0.19-mRNA-1_1&gene=augustus_masked-ari-_s3-processed-gene-0.19&CDS=1-609	YJR014W
1776	OG0001776	augustus_masked-ari-_s3-processed-gene-1.51-mRNA-1_1&gene=augustus_masked-ari-_s3-processed-gene-1.51&CDS=1-426	YBR167C
1777	OG0001777	augustus_masked-ari-_s3-processed-gene-1.52-mRNA-1_1&gene=augustus_masked-ari-_s3-processed-gene-1.52&CDS=1-528	YLR009W
1778	OG0001778	augustus_masked-ari-_s3-processed-gene-1.47-mRNA-1_1&gene=augustus_masked-ari-_s3-processed-gene-1.47&CDS=1-462	YLR008C
1779	OG0001779	augustus_masked-ari-_s3-processed-gene-1.70-mRNA-1_1&gene=augustus_masked-ari-_s3-processed-gene-1.70&CDS=1-423	YGR203W
1780	OG0001780	augustus_masked-ari-_s3-processed-gene-1.53-mRNA-1_1&gene=augustus_masked-ari-_s3-processed-gene-1.53&CDS=1-1287	YGR202C
1781	OG0001781	augustus_masked-ari-_s3-processed-gene-1.54-mRNA-1_1&gene=augustus_masked-ari-_s3-processed-gene-1.54&CDS=1-1182	YLL006W
1782	OG0001782	snap_masked-ari-_s3-processed-gene-1.122-mRNA-1_1&gene=snap_masked-ari-_s3-processed-gene-1.122&CDS=1-759	YGR262C
1783	OG0001783	augustus_masked-ari-_s3-processed-gene-1.55-mRNA-1_1&gene=augustus_masked-ari-_s3-processed-gene-1.55&CDS=1-2547	YGL227W
1784	OG0001784	maker-ari-_s3-augustus-gene-1.142-mRNA-1_1&gene=maker-ari-_s3-augustus-gene-1.142&CDS=1-1782	YGR062C
1785	OG0001785	augustus_masked-ari-_s3-processed-gene-1.56-mRNA-1_1&gene=augustus_masked-ari-_s3-processed-gene-1.56&CDS=1-336	YGR063C
1786	OG0001786	maker-ari-_s3-snap-gene-1.91-mRNA-1_1&gene=maker-ari-_s3-snap-gene-1.91&CDS=1-5571	YGR270W
1787	OG0001787	augustus_masked-ari-_s3-processed-gene-1.74-mRNA-1_1&gene=augustus_masked-ari-_s3-processed-gene-1.74&CDS=1-753	YGR172C
1788	OG0001788	augustus_masked-ari-_s3-processed-gene-1.57-mRNA-1_1&gene=augustus_masked-ari-_s3-processed-gene-1.57&CDS=1-4980	YGR170W
1789	OG0001789	augustus_masked-ari-_s3-processed-gene-1.75-mRNA-1_1&gene=augustus_masked-ari-_s3-processed-gene-1.75&CDS=1-2244	YGR264C
1790	OG0001790	augustus_masked-ari-_s3-processed-gene-1.58-mRNA-1_1&gene=augustus_masked-ari-_s3-processed-gene-1.58&CDS=1-1449	YMR293C
1791	OG0001791	augustus_masked-ari-_s3-processed-gene-1.76-mRNA-1_1&gene=augustus_masked-ari-_s3-processed-gene-1.76&CDS=1-831	YGR267C
1792	OG0001792	augustus_masked-ari-_s3-processed-gene-1.77-mRNA-1_1&gene=augustus_masked-ari-_s3-processed-gene-1.77&CDS=1-3558	YDR293C
1793	OG0001793	augustus_masked-ari-_s3-processed-gene-1.78-mRNA-1_1&gene=augustus_masked-ari-_s3-processed-gene-1.78&CDS=1-1410	YJR006W
1794	OG0001794	augustus_masked-ari-_s3-processed-gene-1.79-mRNA-1_1&gene=augustus_masked-ari-_s3-processed-gene-1.79&CDS=1-2844	YLR014C
1795	OG0001795	augustus_masked-ari-_s3-processed-gene-1.80-mRNA-1_1&gene=augustus_masked-ari-_s3-processed-gene-1.80&CDS=1-2070	YGR266W
1796	OG0001796	augustus_masked-ari-_s3-processed-gene-1.61-mRNA-1_1&gene=augustus_masked-ari-_s3-processed-gene-1.61&CDS=1-1485	YLR015W
1797	OG0001797	maker-ari-_s3-snap-gene-1.92-mRNA-1_1&gene=maker-ari-_s3-snap-gene-1.92&CDS=1-432	YMR292W
1798	OG0001798	augustus_masked-ari-_s3-processed-gene-1.66-mRNA-1_1&gene=augustus_masked-ari-_s3-processed-gene-1.66&CDS=1-714	YGR268C
1799	OG0001799	augustus_masked-ari-_s3-processed-gene-1.84-mRNA-1_1&gene=augustus_masked-ari-_s3-processed-gene-1.84&CDS=1-1770	YHR037W
1800	OG0001800	snap_masked-ari-_s3-processed-gene-1.137-mRNA-1_1&gene=snap_masked-ari-_s3-processed-gene-1.137&CDS=1-1095	YMR294W
1801	OG0001801	augustus_masked-ari-_s3-processed-gene-1.69-mRNA-1_1&gene=augustus_masked-ari-_s3-processed-gene-1.69&CDS=1-477	YJL011C
1802	OG0001802	maker-ari-_s3-augustus-gene-2.3-mRNA-1_1&gene=maker-ari-_s3-augustus-gene-2.3&CDS=1-3366	YMR154C
1803	OG0001803	augustus_masked-ari-_s3-processed-gene-2.56-mRNA-1_1&gene=augustus_masked-ari-_s3-processed-gene-2.56&CDS=1-1563	YDL106C
1804	OG0001804	genemark-ari-_s3-processed-gene-2.12-mRNA-1_1&gene=genemark-ari-_s3-processed-gene-2.12&CDS=1-1230	YDL107W
1805	OG0001805	augustus_masked-ari-_s3-processed-gene-2.77-mRNA-1_1&gene=augustus_masked-ari-_s3-processed-gene-2.77&CDS=1-2481	YER157W
1806	OG0001806	augustus_masked-ari-_s3-processed-gene-2.58-mRNA-1_1&gene=augustus_masked-ari-_s3-processed-gene-2.58&CDS=1-1761	YIL150C
1807	OG0001807	augustus_masked-ari-_s3-processed-gene-2.60-mRNA-1_1&gene=augustus_masked-ari-_s3-processed-gene-2.60&CDS=1-1008	YER156C
1808	OG0001808	augustus_masked-ari-_s3-processed-gene-2.61-mRNA-1_1&gene=augustus_masked-ari-_s3-processed-gene-2.61&CDS=1-1002	YGL225W
1809	OG0001809	augustus_masked-ari-_s3-processed-gene-2.62-mRNA-1_1&gene=augustus_masked-ari-_s3-processed-gene-2.62&CDS=1-2955	YGL238W
1810	OG0001810	snap_masked-ari-_s3-processed-gene-2.133-mRNA-1_1&gene=snap_masked-ari-_s3-processed-gene-2.133&CDS=1-711	YGL237C
1811	OG0001811	augustus_masked-ari-_s3-processed-gene-2.80-mRNA-1_1&gene=augustus_masked-ari-_s3-processed-gene-2.80&CDS=1-870	YLR003C
1812	OG0001812	augustus_masked-ari-_s3-processed-gene-2.64-mRNA-1_1&gene=augustus_masked-ari-_s3-processed-gene-2.64&CDS=1-2019	YGL236C
1813	OG0001813	augustus_masked-ari-_s3-processed-gene-2.82-mRNA-1_1&gene=augustus_masked-ari-_s3-processed-gene-2.82&CDS=1-711	YFR027W
1814	OG0001814	augustus_masked-ari-_s3-processed-gene-2.66-mRNA-1_1&gene=augustus_masked-ari-_s3-processed-gene-2.66&CDS=1-894	YFR047C
1815	OG0001815	augustus_masked-ari-_s3-processed-gene-2.83-mRNA-1_1&gene=augustus_masked-ari-_s3-processed-gene-2.83&CDS=1-897	YGL240W
1816	OG0001816	augustus_masked-ari-_s3-processed-gene-2.85-mRNA-1_1&gene=augustus_masked-ari-_s3-processed-gene-2.85&CDS=1-2277	YJL101C
1817	OG0001817	augustus_masked-ari-_s3-processed-gene-2.86-mRNA-1_1&gene=augustus_masked-ari-_s3-processed-gene-2.86&CDS=1-2379	YGL234W
1818	OG0001818	augustus_masked-ari-_s3-processed-gene-2.87-mRNA-1_1&gene=augustus_masked-ari-_s3-processed-gene-2.87&CDS=1-1101	YMR024W
1819	OG0001819	maker-ari-_s3-augustus-gene-2.1-mRNA-1_1&gene=maker-ari-_s3-augustus-gene-2.1&CDS=1-1287	YDR354W
1820	OG0001820	augustus_masked-ari-_s3-processed-gene-2.89-mRNA-1_1&gene=augustus_masked-ari-_s3-processed-gene-2.89&CDS=1-744	YDR412W
1821	OG0001821	snap_masked-ari-_s3-processed-gene-2.121-mRNA-1_1&gene=snap_masked-ari-_s3-processed-gene-2.121&CDS=1-627	YHR081W
1822	OG0001822	augustus_masked-ari-_s3-processed-gene-2.90-mRNA-1_1&gene=augustus_masked-ari-_s3-processed-gene-2.90&CDS=1-3426	YHR079C
1823	OG0001823	maker-ari-_s3-augustus-gene-2.2-mRNA-1_1&gene=maker-ari-_s3-augustus-gene-2.2&CDS=1-1773	YDR328C
1824	OG0001824	augustus_masked-ari-_s3-processed-gene-2.93-mRNA-1_1&gene=augustus_masked-ari-_s3-processed-gene-2.93&CDS=1-1410	YDR330W
