	OrthologID	Saccharomyces_cerevisiae	yHMPu5000035675_Kregervanrija_fluxuum
1305	OG0001305	YER150W	snap_masked-NODE_30_length_133359_cov_41.3905_ID_13478-processed-gene-0.126-mRNA-1_1&gene=snap_masked-NODE_30_length_133359_cov_41.3905_ID_13478-processed-gene-0.126&CDS=1-351
1306	OG0001306	YER151C	maker-NODE_30_length_133359_cov_41.3905_ID_13478-snap-gene-0.68-mRNA-1_1&gene=maker-NODE_30_length_133359_cov_41.3905_ID_13478-snap-gene-0.68&CDS=1-2145
1307	OG0001307	YER152C	augustus_masked-NODE_12_length_250894_cov_39.8622_ID_41140-processed-gene-0.46-mRNA-1_1&gene=augustus_masked-NODE_12_length_250894_cov_39.8622_ID_41140-processed-gene-0.46&CDS=1-1326
1308	OG0001308	YER154W	augustus_masked-NODE_6_length_299385_cov_38.0087_ID_9641-processed-gene-0.125-mRNA-1_1&gene=augustus_masked-NODE_6_length_299385_cov_38.0087_ID_9641-processed-gene-0.125&CDS=1-1188
1309	OG0001309	YER155C	snap_masked-NODE_29_length_143840_cov_40.7451_ID_12393-processed-gene-0.54-mRNA-1_1&gene=snap_masked-NODE_29_length_143840_cov_40.7451_ID_12393-processed-gene-0.54&CDS=1-6330
1310	OG0001310	YER156C	snap_masked-NODE_29_length_143840_cov_40.7451_ID_12393-processed-gene-0.55-mRNA-1_1&gene=snap_masked-NODE_29_length_143840_cov_40.7451_ID_12393-processed-gene-0.55&CDS=1-987
1311	OG0001311	YER157W	augustus_masked-NODE_49_length_76713_cov_41.354_ID_15326-processed-gene-0.105-mRNA-1_1&gene=augustus_masked-NODE_49_length_76713_cov_41.354_ID_15326-processed-gene-0.105&CDS=1-2604
1312	OG0001312	YER159C	augustus_masked-NODE_3_length_400669_cov_39.5315_ID_28686-processed-gene-1.128-mRNA-1_1&gene=augustus_masked-NODE_3_length_400669_cov_39.5315_ID_28686-processed-gene-1.128&CDS=1-384
1313	OG0001313	YER161C	augustus_masked-NODE_2_length_544514_cov_38.891_ID_36300-processed-gene-4.8-mRNA-1_1&gene=augustus_masked-NODE_2_length_544514_cov_38.891_ID_36300-processed-gene-4.8&CDS=1-1359
1314	OG0001314	YER163C	augustus_masked-NODE_2_length_544514_cov_38.891_ID_36300-processed-gene-4.41-mRNA-1_1&gene=augustus_masked-NODE_2_length_544514_cov_38.891_ID_36300-processed-gene-4.41&CDS=1-726
1315	OG0001315	YER164W	augustus_masked-NODE_13_length_240629_cov_39.7979_ID_36636-processed-gene-0.97-mRNA-1_1&gene=augustus_masked-NODE_13_length_240629_cov_39.7979_ID_36636-processed-gene-0.97&CDS=1-4254
1316	OG0001316	YER165W	augustus_masked-NODE_13_length_240629_cov_39.7979_ID_36636-processed-gene-0.98-mRNA-1_1&gene=augustus_masked-NODE_13_length_240629_cov_39.7979_ID_36636-processed-gene-0.98&CDS=1-1905
1317	OG0001317	YER168C	augustus_masked-NODE_8_length_291183_cov_38.6591_ID_11116-processed-gene-1.306-mRNA-1_1&gene=augustus_masked-NODE_8_length_291183_cov_38.6591_ID_11116-processed-gene-1.306&CDS=1-1554
1318	OG0001318	YER170W	augustus_masked-NODE_38_length_119021_cov_39.2331_ID_13124-processed-gene-0.56-mRNA-1_1&gene=augustus_masked-NODE_38_length_119021_cov_39.2331_ID_13124-processed-gene-0.56&CDS=1-678
1319	OG0001319	YER172C	genemark-NODE_7_length_295593_cov_39.4802_ID_11207-processed-gene-1.232-mRNA-1_1&gene=genemark-NODE_7_length_295593_cov_39.4802_ID_11207-processed-gene-1.232&CDS=1-8712
1320	OG0001320	YER176W	augustus_masked-NODE_1_length_545607_cov_39.0795_ID_37410-processed-gene-2.94-mRNA-1_1&gene=augustus_masked-NODE_1_length_545607_cov_39.0795_ID_37410-processed-gene-2.94&CDS=1-2748
1321	OG0001321	YER177W	augustus_masked-NODE_14_length_221329_cov_39.3294_ID_10776-processed-gene-0.91-mRNA-1_1&gene=augustus_masked-NODE_14_length_221329_cov_39.3294_ID_10776-processed-gene-0.91&CDS=1-759
1322	OG0001322	YER178W	augustus_masked-NODE_7_length_295593_cov_39.4802_ID_11207-processed-gene-1.77-mRNA-1_1&gene=augustus_masked-NODE_7_length_295593_cov_39.4802_ID_11207-processed-gene-1.77&CDS=1-1221
1323	OG0001323	YER179W	maker-NODE_3_length_400669_cov_39.5315_ID_28686-augustus-gene-1.45-mRNA-1_1&gene=maker-NODE_3_length_400669_cov_39.5315_ID_28686-augustus-gene-1.45&CDS=1-1005
1324	OG0001324	YER182W	augustus_masked-NODE_29_length_143840_cov_40.7451_ID_12393-processed-gene-0.182-mRNA-1_1&gene=augustus_masked-NODE_29_length_143840_cov_40.7451_ID_12393-processed-gene-0.182&CDS=1-798
1325	OG0001325	YER183C	snap_masked-NODE_29_length_143840_cov_40.7451_ID_12393-processed-gene-0.49-mRNA-1_1&gene=snap_masked-NODE_29_length_143840_cov_40.7451_ID_12393-processed-gene-0.49&CDS=1-705
1326	OG0001326	YER188W	snap_masked-NODE_2_length_544514_cov_38.891_ID_36300-processed-gene-4.135-mRNA-1_1&gene=snap_masked-NODE_2_length_544514_cov_38.891_ID_36300-processed-gene-4.135&CDS=1-366
1327	OG0001327	YFL001W	maker-NODE_107_length_15051_cov_58.9796_ID_23139-augustus-gene-0.22-mRNA-1_1&gene=maker-NODE_107_length_15051_cov_58.9796_ID_23139-augustus-gene-0.22&CDS=1-2649
1328	OG0001328	YFL002C	augustus_masked-NODE_107_length_15051_cov_58.9796_ID_23139-processed-gene-0.30-mRNA-1_1&gene=augustus_masked-NODE_107_length_15051_cov_58.9796_ID_23139-processed-gene-0.30&CDS=1-1836
1329	OG0001329	YFL005W	augustus_masked-NODE_58_length_59207_cov_38.8906_ID_16098-processed-gene-0.18-mRNA-1_1&gene=augustus_masked-NODE_58_length_59207_cov_38.8906_ID_16098-processed-gene-0.18&CDS=1-618
1330	OG0001330	YFL007W	augustus_masked-NODE_2_length_544514_cov_38.891_ID_36300-processed-gene-2.38-mRNA-1_1&gene=augustus_masked-NODE_2_length_544514_cov_38.891_ID_36300-processed-gene-2.38&CDS=1-6555
1331	OG0001331	YFL008W	augustus_masked-NODE_36_length_122900_cov_38.302_ID_12940-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-NODE_36_length_122900_cov_38.302_ID_12940-processed-gene-0.17&CDS=1-3714
1332	OG0001332	YFL010C	maker-NODE_53_length_74688_cov_39.8702_ID_37054-augustus-gene-0.71-mRNA-1_1&gene=maker-NODE_53_length_74688_cov_39.8702_ID_37054-augustus-gene-0.71&CDS=1-567
1333	OG0001333	YFL013C	augustus_masked-NODE_36_length_122900_cov_38.302_ID_12940-processed-gene-0.19-mRNA-1_1&gene=augustus_masked-NODE_36_length_122900_cov_38.302_ID_12940-processed-gene-0.19&CDS=1-2430
1334	OG0001334	YFL014W	augustus_masked-NODE_12_length_250894_cov_39.8622_ID_41140-processed-gene-0.38-mRNA-1_1&gene=augustus_masked-NODE_12_length_250894_cov_39.8622_ID_41140-processed-gene-0.38&CDS=1-351
1335	OG0001335	YFL016C	augustus_masked-NODE_62_length_54142_cov_39.1378_ID_17739-processed-gene-0.65-mRNA-1_1&gene=augustus_masked-NODE_62_length_54142_cov_39.1378_ID_17739-processed-gene-0.65&CDS=1-1542
1336	OG0001336	YFL017C	augustus_masked-NODE_36_length_122900_cov_38.302_ID_12940-processed-gene-0.49-mRNA-1_1&gene=augustus_masked-NODE_36_length_122900_cov_38.302_ID_12940-processed-gene-0.49&CDS=1-462
1337	OG0001337	YFL017W-A	snap_masked-NODE_36_length_122900_cov_38.302_ID_12940-processed-gene-0.180-mRNA-1_1&gene=snap_masked-NODE_36_length_122900_cov_38.302_ID_12940-processed-gene-0.180&CDS=1-291
1338	OG0001338	YFL018C	maker-NODE_20_length_199813_cov_39.3871_ID_10920-augustus-gene-0.97-mRNA-1_1&gene=maker-NODE_20_length_199813_cov_39.3871_ID_10920-augustus-gene-0.97&CDS=1-1464
1339	OG0001339	YFL022C	augustus_masked-NODE_11_length_257823_cov_39.7523_ID_10145-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-NODE_11_length_257823_cov_39.7523_ID_10145-processed-gene-0.4&CDS=1-1485
1340	OG0001340	YFL023W	augustus_masked-NODE_75_length_39620_cov_40.4956_ID_18983-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-NODE_75_length_39620_cov_40.4956_ID_18983-processed-gene-0.5&CDS=1-2784
1341	OG0001341	YFL024C	augustus_masked-NODE_31_length_131929_cov_41.0666_ID_14960-processed-gene-0.18-mRNA-1_1&gene=augustus_masked-NODE_31_length_131929_cov_41.0666_ID_14960-processed-gene-0.18&CDS=1-2565
1342	OG0001342	YFL025C	augustus_masked-NODE_51_length_75891_cov_40.8082_ID_15468-processed-gene-0.110-mRNA-1_1&gene=augustus_masked-NODE_51_length_75891_cov_40.8082_ID_15468-processed-gene-0.110&CDS=1-3123
1343	OG0001343	YFL027C	augustus_masked-NODE_10_length_259899_cov_37.9377_ID_10059-processed-gene-0.135-mRNA-1_1&gene=augustus_masked-NODE_10_length_259899_cov_37.9377_ID_10059-processed-gene-0.135&CDS=1-1326
1344	OG0001344	YFL028C	augustus_masked-NODE_50_length_76320_cov_41.0968_ID_20076-processed-gene-0.27-mRNA-1_1&gene=augustus_masked-NODE_50_length_76320_cov_41.0968_ID_20076-processed-gene-0.27&CDS=1-906
1345	OG0001345	YFL030W	augustus_masked-NODE_33_length_128489_cov_37.6364_ID_12872-processed-gene-0.141-mRNA-1_1&gene=augustus_masked-NODE_33_length_128489_cov_37.6364_ID_12872-processed-gene-0.141&CDS=1-1143
1346	OG0001346	YFL033C	genemark-NODE_54_length_72431_cov_41.2795_ID_16302-processed-gene-0.14-mRNA-1_1&gene=genemark-NODE_54_length_72431_cov_41.2795_ID_16302-processed-gene-0.14&CDS=1-5349
1347	OG0001347	YFL034C-B	augustus_masked-NODE_33_length_128489_cov_37.6364_ID_12872-processed-gene-0.153-mRNA-1_1&gene=augustus_masked-NODE_33_length_128489_cov_37.6364_ID_12872-processed-gene-0.153&CDS=1-951
1348	OG0001348	YFL034W	maker-NODE_58_length_59207_cov_38.8906_ID_16098-snap-gene-0.55-mRNA-1_1&gene=maker-NODE_58_length_59207_cov_38.8906_ID_16098-snap-gene-0.55&CDS=1-3888
1349	OG0001349	YFL036W	augustus_masked-NODE_33_length_128489_cov_37.6364_ID_12872-processed-gene-0.189-mRNA-1_1&gene=augustus_masked-NODE_33_length_128489_cov_37.6364_ID_12872-processed-gene-0.189&CDS=1-3945
1350	OG0001350	YFL037W	snap_masked-NODE_7_length_295593_cov_39.4802_ID_11207-processed-gene-0.18-mRNA-1_1&gene=snap_masked-NODE_7_length_295593_cov_39.4802_ID_11207-processed-gene-0.18&CDS=1-1344
1351	OG0001351	YFL038C	augustus_masked-NODE_22_length_196581_cov_37.2978_ID_11317-processed-gene-0.302-mRNA-1_1&gene=augustus_masked-NODE_22_length_196581_cov_37.2978_ID_11317-processed-gene-0.302&CDS=1-606
1352	OG0001352	YFL044C	genemark-NODE_1254_length_382_cov_0.689655_ID_37665-processed-gene-0.0-mRNA-1_1&gene=genemark-NODE_1254_length_382_cov_0.689655_ID_37665-processed-gene-0.0&CDS=1-288
1353	OG0001353	YFL045C	augustus_masked-NODE_42_length_96774_cov_44.1452_ID_24743-processed-gene-0.39-mRNA-1_1&gene=augustus_masked-NODE_42_length_96774_cov_44.1452_ID_24743-processed-gene-0.39&CDS=1-753
1354	OG0001354	YFL053W	augustus_masked-NODE_2_length_544514_cov_38.891_ID_36300-processed-gene-0.20-mRNA-1_1&gene=augustus_masked-NODE_2_length_544514_cov_38.891_ID_36300-processed-gene-0.20&CDS=1-2580
1355	OG0001355	YFL054C	augustus_masked-NODE_579_length_470_cov_0.713467_ID_34438-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-NODE_579_length_470_cov_0.713467_ID_34438-processed-gene-0.2&CDS=1-465
1356	OG0001356	YFL055W	augustus_masked-NODE_94_length_22582_cov_42.9497_ID_22844-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-NODE_94_length_22582_cov_42.9497_ID_22844-processed-gene-0.7&CDS=1-1620
1357	OG0001357	YFR001W	augustus_masked-NODE_10_length_259899_cov_37.9377_ID_10059-processed-gene-1.193-mRNA-1_1&gene=augustus_masked-NODE_10_length_259899_cov_37.9377_ID_10059-processed-gene-1.193&CDS=1-621
1358	OG0001358	YFR002W	augustus_masked-NODE_13_length_240629_cov_39.7979_ID_36636-processed-gene-1.188-mRNA-1_1&gene=augustus_masked-NODE_13_length_240629_cov_39.7979_ID_36636-processed-gene-1.188&CDS=1-2874
1359	OG0001359	YFR005C	augustus_masked-NODE_49_length_76713_cov_41.354_ID_15326-processed-gene-0.95-mRNA-1_1&gene=augustus_masked-NODE_49_length_76713_cov_41.354_ID_15326-processed-gene-0.95&CDS=1-1281
1360	OG0001360	YFR006W	augustus_masked-NODE_49_length_76713_cov_41.354_ID_15326-processed-gene-0.113-mRNA-1_1&gene=augustus_masked-NODE_49_length_76713_cov_41.354_ID_15326-processed-gene-0.113&CDS=1-1428
1361	OG0001361	YFR007W	snap_masked-NODE_66_length_51463_cov_41.9441_ID_17365-processed-gene-0.77-mRNA-1_1&gene=snap_masked-NODE_66_length_51463_cov_41.9441_ID_17365-processed-gene-0.77&CDS=1-786
1362	OG0001362	YFR009W	augustus_masked-NODE_24_length_176600_cov_41.8587_ID_12679-processed-gene-0.44-mRNA-1_1&gene=augustus_masked-NODE_24_length_176600_cov_41.8587_ID_12679-processed-gene-0.44&CDS=1-2247
1363	OG0001363	YFR010W	augustus_masked-NODE_55_length_68941_cov_42.2836_ID_15658-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-NODE_55_length_68941_cov_42.2836_ID_15658-processed-gene-0.11&CDS=1-1458
1364	OG0001364	YFR011C	augustus_masked-NODE_55_length_68941_cov_42.2836_ID_15658-processed-gene-0.26-mRNA-1_1&gene=augustus_masked-NODE_55_length_68941_cov_42.2836_ID_15658-processed-gene-0.26&CDS=1-438
1365	OG0001365	YFR016C	augustus_masked-NODE_5_length_303051_cov_38.0798_ID_9543-processed-gene-2.147-mRNA-1_1&gene=augustus_masked-NODE_5_length_303051_cov_38.0798_ID_9543-processed-gene-2.147&CDS=1-2532
1366	OG0001366	YFR019W	augustus_masked-NODE_31_length_131929_cov_41.0666_ID_14960-processed-gene-0.27-mRNA-1_1&gene=augustus_masked-NODE_31_length_131929_cov_41.0666_ID_14960-processed-gene-0.27&CDS=1-7386
1367	OG0001367	YFR021W	augustus_masked-NODE_43_length_94247_cov_38.8994_ID_14182-processed-gene-0.123-mRNA-1_1&gene=augustus_masked-NODE_43_length_94247_cov_38.8994_ID_14182-processed-gene-0.123&CDS=1-7149
1368	OG0001368	YFR024C-A	maker-NODE_12_length_250894_cov_39.8622_ID_41140-augustus-gene-0.96-mRNA-1_1&gene=maker-NODE_12_length_250894_cov_39.8622_ID_41140-augustus-gene-0.96&CDS=1-1221
1369	OG0001369	YFR025C	augustus_masked-NODE_98_length_19491_cov_38.4457_ID_21648-processed-gene-0.36-mRNA-1_1&gene=augustus_masked-NODE_98_length_19491_cov_38.4457_ID_21648-processed-gene-0.36&CDS=1-939
1370	OG0001370	YFR028C	augustus_masked-NODE_10_length_259899_cov_37.9377_ID_10059-processed-gene-1.173-mRNA-1_1&gene=augustus_masked-NODE_10_length_259899_cov_37.9377_ID_10059-processed-gene-1.173&CDS=1-1623
1371	OG0001371	YFR029W	augustus_masked-NODE_23_length_194901_cov_37.8474_ID_45764-processed-gene-0.211-mRNA-1_1&gene=augustus_masked-NODE_23_length_194901_cov_37.8474_ID_45764-processed-gene-0.211&CDS=1-1968
1372	OG0001372	YFR030W	augustus_masked-NODE_6_length_299385_cov_38.0087_ID_9641-processed-gene-1.237-mRNA-1_1&gene=augustus_masked-NODE_6_length_299385_cov_38.0087_ID_9641-processed-gene-1.237&CDS=1-3135
1373	OG0001373	YFR031C	augustus_masked-NODE_16_length_214599_cov_38.2211_ID_10423-processed-gene-0.87-mRNA-1_1&gene=augustus_masked-NODE_16_length_214599_cov_38.2211_ID_10423-processed-gene-0.87&CDS=1-3513
1374	OG0001374	YFR032C-A	snap_masked-NODE_13_length_240629_cov_39.7979_ID_36636-processed-gene-1.21-mRNA-1_1&gene=snap_masked-NODE_13_length_240629_cov_39.7979_ID_36636-processed-gene-1.21&CDS=1-186
1375	OG0001375	YFR033C	augustus_masked-NODE_34_length_128199_cov_43.1447_ID_15142-processed-gene-0.163-mRNA-1_1&gene=augustus_masked-NODE_34_length_128199_cov_43.1447_ID_15142-processed-gene-0.163&CDS=1-393
1376	OG0001376	YFR034C	augustus_masked-NODE_21_length_199737_cov_39.4463_ID_14280-processed-gene-0.59-mRNA-1_1&gene=augustus_masked-NODE_21_length_199737_cov_39.4463_ID_14280-processed-gene-0.59&CDS=1-1809
1377	OG0001377	YFR037C	augustus_masked-NODE_2_length_544514_cov_38.891_ID_36300-processed-gene-3.141-mRNA-1_1&gene=augustus_masked-NODE_2_length_544514_cov_38.891_ID_36300-processed-gene-3.141&CDS=1-1602
1378	OG0001378	YFR038W	augustus_masked-NODE_2_length_544514_cov_38.891_ID_36300-processed-gene-3.121-mRNA-1_1&gene=augustus_masked-NODE_2_length_544514_cov_38.891_ID_36300-processed-gene-3.121&CDS=1-2094
1379	OG0001379	YFR041C	genemark-NODE_31_length_131929_cov_41.0666_ID_14960-processed-gene-0.107-mRNA-1_1&gene=genemark-NODE_31_length_131929_cov_41.0666_ID_14960-processed-gene-0.107&CDS=1-1104
1380	OG0001380	YFR043C	maker-NODE_64_length_52425_cov_41.8268_ID_17105-augustus-gene-0.0-mRNA-1_1&gene=maker-NODE_64_length_52425_cov_41.8268_ID_17105-augustus-gene-0.0&CDS=1-1425
1381	OG0001381	YFR044C	snap_masked-NODE_37_length_120017_cov_41.1689_ID_25789-processed-gene-0.60-mRNA-1_1&gene=snap_masked-NODE_37_length_120017_cov_41.1689_ID_25789-processed-gene-0.60&CDS=1-1437
1382	OG0001382	YFR047C	augustus_masked-NODE_15_length_219373_cov_38.4414_ID_13220-processed-gene-0.15-mRNA-1_1&gene=augustus_masked-NODE_15_length_219373_cov_38.4414_ID_13220-processed-gene-0.15&CDS=1-894
1383	OG0001383	YFR048W	augustus_masked-NODE_24_length_176600_cov_41.8587_ID_12679-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-NODE_24_length_176600_cov_41.8587_ID_12679-processed-gene-0.7&CDS=1-2049
1384	OG0001384	YFR050C	augustus_masked-NODE_14_length_221329_cov_39.3294_ID_10776-processed-gene-1.20-mRNA-1_1&gene=augustus_masked-NODE_14_length_221329_cov_39.3294_ID_10776-processed-gene-1.20&CDS=1-819
1385	OG0001385	YFR051C	augustus_masked-NODE_24_length_176600_cov_41.8587_ID_12679-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-NODE_24_length_176600_cov_41.8587_ID_12679-processed-gene-0.0&CDS=1-1605
1386	OG0001386	YFR052W	augustus_masked-NODE_1_length_545607_cov_39.0795_ID_37410-processed-gene-2.98-mRNA-1_1&gene=augustus_masked-NODE_1_length_545607_cov_39.0795_ID_37410-processed-gene-2.98&CDS=1-819
1387	OG0001387	YGL001C	augustus_masked-NODE_43_length_94247_cov_38.8994_ID_14182-processed-gene-0.124-mRNA-1_1&gene=augustus_masked-NODE_43_length_94247_cov_38.8994_ID_14182-processed-gene-0.124&CDS=1-1047
1388	OG0001388	YGL003C	augustus_masked-NODE_87_length_26144_cov_45.975_ID_20414-processed-gene-0.38-mRNA-1_1&gene=augustus_masked-NODE_87_length_26144_cov_45.975_ID_20414-processed-gene-0.38&CDS=1-1593
1389	OG0001389	YGL004C	augustus_masked-NODE_18_length_210819_cov_39.5738_ID_14898-processed-gene-0.34-mRNA-1_1&gene=augustus_masked-NODE_18_length_210819_cov_39.5738_ID_14898-processed-gene-0.34&CDS=1-1194
1390	OG0001390	YGL005C	augustus_masked-NODE_18_length_210819_cov_39.5738_ID_14898-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-NODE_18_length_210819_cov_39.5738_ID_14898-processed-gene-0.17&CDS=1-930
1391	OG0001391	YGL006W	augustus_masked-NODE_18_length_210819_cov_39.5738_ID_14898-processed-gene-0.35-mRNA-1_1&gene=augustus_masked-NODE_18_length_210819_cov_39.5738_ID_14898-processed-gene-0.35&CDS=1-3540
1392	OG0001392	YGL009C	augustus_masked-NODE_36_length_122900_cov_38.302_ID_12940-processed-gene-0.42-mRNA-1_1&gene=augustus_masked-NODE_36_length_122900_cov_38.302_ID_12940-processed-gene-0.42&CDS=1-2319
1393	OG0001393	YGL010W	snap_masked-NODE_31_length_131929_cov_41.0666_ID_14960-processed-gene-0.169-mRNA-1_1&gene=snap_masked-NODE_31_length_131929_cov_41.0666_ID_14960-processed-gene-0.169&CDS=1-516
1394	OG0001394	YGL011C	augustus_masked-NODE_6_length_299385_cov_38.0087_ID_9641-processed-gene-0.100-mRNA-1_1&gene=augustus_masked-NODE_6_length_299385_cov_38.0087_ID_9641-processed-gene-0.100&CDS=1-771
1395	OG0001395	YGL012W	augustus_masked-NODE_6_length_299385_cov_38.0087_ID_9641-processed-gene-0.122-mRNA-1_1&gene=augustus_masked-NODE_6_length_299385_cov_38.0087_ID_9641-processed-gene-0.122&CDS=1-1371
1396	OG0001396	YGL014W	snap_masked-NODE_6_length_299385_cov_38.0087_ID_9641-processed-gene-0.10-mRNA-1_1&gene=snap_masked-NODE_6_length_299385_cov_38.0087_ID_9641-processed-gene-0.10&CDS=1-2967
1397	OG0001397	YGL017W	maker-NODE_92_length_23961_cov_41.3238_ID_21262-augustus-gene-0.42-mRNA-1_1&gene=maker-NODE_92_length_23961_cov_41.3238_ID_21262-augustus-gene-0.42&CDS=1-1680
1398	OG0001398	YGL018C	augustus_masked-NODE_35_length_123801_cov_38.4065_ID_13066-processed-gene-0.46-mRNA-1_1&gene=augustus_masked-NODE_35_length_123801_cov_38.4065_ID_13066-processed-gene-0.46&CDS=1-630
1399	OG0001399	YGL019W	augustus_masked-NODE_28_length_147730_cov_39.2264_ID_12273-processed-gene-0.148-mRNA-1_1&gene=augustus_masked-NODE_28_length_147730_cov_39.2264_ID_12273-processed-gene-0.148&CDS=1-987
1400	OG0001400	YGL020C	augustus_masked-NODE_28_length_147730_cov_39.2264_ID_12273-processed-gene-0.183-mRNA-1_1&gene=augustus_masked-NODE_28_length_147730_cov_39.2264_ID_12273-processed-gene-0.183&CDS=1-594
1401	OG0001401	YGL022W	augustus_masked-NODE_12_length_250894_cov_39.8622_ID_41140-processed-gene-0.19-mRNA-1_1&gene=augustus_masked-NODE_12_length_250894_cov_39.8622_ID_41140-processed-gene-0.19&CDS=1-2232
1402	OG0001402	YGL026C	augustus_masked-NODE_34_length_128199_cov_43.1447_ID_15142-processed-gene-0.137-mRNA-1_1&gene=augustus_masked-NODE_34_length_128199_cov_43.1447_ID_15142-processed-gene-0.137&CDS=1-2103
1403	OG0001403	YGL027C	genemark-NODE_34_length_128199_cov_43.1447_ID_15142-processed-gene-0.17-mRNA-1_1&gene=genemark-NODE_34_length_128199_cov_43.1447_ID_15142-processed-gene-0.17&CDS=1-2430
1404	OG0001404	YGL028C	augustus_masked-NODE_24_length_176600_cov_41.8587_ID_12679-processed-gene-0.36-mRNA-1_1&gene=augustus_masked-NODE_24_length_176600_cov_41.8587_ID_12679-processed-gene-0.36&CDS=1-2025
1405	OG0001405	YGL030W	maker-NODE_24_length_176600_cov_41.8587_ID_12679-snap-gene-0.154-mRNA-1_1&gene=maker-NODE_24_length_176600_cov_41.8587_ID_12679-snap-gene-0.154&CDS=1-1377
1406	OG0001406	YGL033W	maker-NODE_34_length_128199_cov_43.1447_ID_15142-augustus-gene-0.120-mRNA-1_1&gene=maker-NODE_34_length_128199_cov_43.1447_ID_15142-augustus-gene-0.120&CDS=1-621
1407	OG0001407	YGL037C	augustus_masked-NODE_70_length_45645_cov_39.2794_ID_19815-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-NODE_70_length_45645_cov_39.2794_ID_19815-processed-gene-0.8&CDS=1-690
1408	OG0001408	YGL038C	genemark-NODE_69_length_47934_cov_37.0505_ID_17811-processed-gene-0.40-mRNA-1_1&gene=genemark-NODE_69_length_47934_cov_37.0505_ID_17811-processed-gene-0.40&CDS=1-1395
1409	OG0001409	YGL040C	augustus_masked-NODE_12_length_250894_cov_39.8622_ID_41140-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-NODE_12_length_250894_cov_39.8622_ID_41140-processed-gene-0.13&CDS=1-1041
1410	OG0001410	YGL043W	augustus_masked-NODE_22_length_196581_cov_37.2978_ID_11317-processed-gene-0.236-mRNA-1_1&gene=augustus_masked-NODE_22_length_196581_cov_37.2978_ID_11317-processed-gene-0.236&CDS=1-849
1411	OG0001411	YGL044C	augustus_masked-NODE_22_length_196581_cov_37.2978_ID_11317-processed-gene-0.281-mRNA-1_1&gene=augustus_masked-NODE_22_length_196581_cov_37.2978_ID_11317-processed-gene-0.281&CDS=1-1044
1412	OG0001412	YGL045W	augustus_masked-NODE_16_length_214599_cov_38.2211_ID_10423-processed-gene-1.142-mRNA-1_1&gene=augustus_masked-NODE_16_length_214599_cov_38.2211_ID_10423-processed-gene-1.142&CDS=1-1866
1413	OG0001413	YGL047W	augustus_masked-NODE_10_length_259899_cov_37.9377_ID_10059-processed-gene-1.200-mRNA-1_1&gene=augustus_masked-NODE_10_length_259899_cov_37.9377_ID_10059-processed-gene-1.200&CDS=1-594
1414	OG0001414	YGL048C	snap_masked-NODE_12_length_250894_cov_39.8622_ID_41140-processed-gene-1.106-mRNA-1_1&gene=snap_masked-NODE_12_length_250894_cov_39.8622_ID_41140-processed-gene-1.106&CDS=1-1194
1415	OG0001415	YGL050W	augustus_masked-NODE_59_length_58862_cov_45.2993_ID_17635-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-NODE_59_length_58862_cov_45.2993_ID_17635-processed-gene-0.4&CDS=1-831
1416	OG0001416	YGL054C	augustus_masked-NODE_93_length_23172_cov_45.2745_ID_23536-processed-gene-0.33-mRNA-1_1&gene=augustus_masked-NODE_93_length_23172_cov_45.2745_ID_23536-processed-gene-0.33&CDS=1-414
1417	OG0001417	YGL055W	augustus_masked-NODE_21_length_199737_cov_39.4463_ID_14280-processed-gene-0.12-mRNA-1_1&gene=augustus_masked-NODE_21_length_199737_cov_39.4463_ID_14280-processed-gene-0.12&CDS=1-1464
1418	OG0001418	YGL058W	augustus_masked-NODE_32_length_131835_cov_39.2395_ID_12605-processed-gene-0.230-mRNA-1_1&gene=augustus_masked-NODE_32_length_131835_cov_39.2395_ID_12605-processed-gene-0.230&CDS=1-522
1419	OG0001419	YGL064C	augustus_masked-NODE_57_length_61462_cov_46.266_ID_20586-processed-gene-0.91-mRNA-1_1&gene=augustus_masked-NODE_57_length_61462_cov_46.266_ID_20586-processed-gene-0.91&CDS=1-1635
1420	OG0001420	YGL065C	augustus_masked-NODE_54_length_72431_cov_41.2795_ID_16302-processed-gene-0.108-mRNA-1_1&gene=augustus_masked-NODE_54_length_72431_cov_41.2795_ID_16302-processed-gene-0.108&CDS=1-1404
1421	OG0001421	YGL067W	snap_masked-NODE_41_length_99009_cov_41.2695_ID_23704-processed-gene-0.91-mRNA-1_1&gene=snap_masked-NODE_41_length_99009_cov_41.2695_ID_23704-processed-gene-0.91&CDS=1-1158
1422	OG0001422	YGL068W	augustus_masked-NODE_31_length_131929_cov_41.0666_ID_14960-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-NODE_31_length_131929_cov_41.0666_ID_14960-processed-gene-0.3&CDS=1-525
