	OrthologID	Saccharomyces_cerevisiae	yHMPu5000035651_Torulaspora_microellipsoides
1900	OG0001900	YGR280C	genemark-flattened_line_56-processed-gene-0.78-mRNA-1_1&gene=genemark-flattened_line_56-processed-gene-0.78&CDS=1-846
1901	OG0001901	YGR282C	genemark-flattened_line_56-processed-gene-0.81-mRNA-1_1&gene=genemark-flattened_line_56-processed-gene-0.81&CDS=1-930
1902	OG0001902	YGR285C	maker-flattened_line_56-augustus-gene-0.0-mRNA-1_1&gene=maker-flattened_line_56-augustus-gene-0.0&CDS=1-2244
1903	OG0001903	YGR286C	snap_masked-flattened_line_46-processed-gene-0.97-mRNA-1_1&gene=snap_masked-flattened_line_46-processed-gene-0.97&CDS=1-1182
1904	OG0001904	YHL004W	genemark-flattened_line_15-processed-gene-3.123-mRNA-1_1&gene=genemark-flattened_line_15-processed-gene-3.123&CDS=1-1242
1905	OG0001905	YHL006C	snap_masked-flattened_line_15-processed-gene-3.91-mRNA-1_1&gene=snap_masked-flattened_line_15-processed-gene-3.91&CDS=1-498
1906	OG0001906	YHL007C	genemark-flattened_line_15-processed-gene-3.143-mRNA-1_1&gene=genemark-flattened_line_15-processed-gene-3.143&CDS=1-2805
1907	OG0001907	YHL008C	genemark-flattened_line_15-processed-gene-4.65-mRNA-1_1&gene=genemark-flattened_line_15-processed-gene-4.65&CDS=1-1989
1908	OG0001908	YHL009C	genemark-flattened_line_15-processed-gene-3.119-mRNA-1_1&gene=genemark-flattened_line_15-processed-gene-3.119&CDS=1-879
1909	OG0001909	YHL010C	genemark-flattened_line_15-processed-gene-4.62-mRNA-1_1&gene=genemark-flattened_line_15-processed-gene-4.62&CDS=1-1734
1910	OG0001910	YHL011C	genemark-flattened_line_15-processed-gene-4.63-mRNA-1_1&gene=genemark-flattened_line_15-processed-gene-4.63&CDS=1-960
1911	OG0001911	YHL013C	genemark-flattened_line_7-processed-gene-3.107-mRNA-1_1&gene=genemark-flattened_line_7-processed-gene-3.107&CDS=1-879
1912	OG0001912	YHL014C	genemark-flattened_line_7-processed-gene-3.108-mRNA-1_1&gene=genemark-flattened_line_7-processed-gene-3.108&CDS=1-1230
1913	OG0001913	YHL015W	genemark-flattened_line_7-processed-gene-3.128-mRNA-1_1&gene=genemark-flattened_line_7-processed-gene-3.128&CDS=1-357
1914	OG0001914	YHL016C	genemark-flattened_line_7-processed-gene-3.110-mRNA-1_1&gene=genemark-flattened_line_7-processed-gene-3.110&CDS=1-2196
1915	OG0001915	YHL018W	genemark-flattened_line_7-processed-gene-3.130-mRNA-1_1&gene=genemark-flattened_line_7-processed-gene-3.130&CDS=1-324
1916	OG0001916	YHL019C	genemark-flattened_line_7-processed-gene-3.112-mRNA-1_1&gene=genemark-flattened_line_7-processed-gene-3.112&CDS=1-1629
1917	OG0001917	YHL020C	genemark-flattened_line_7-processed-gene-3.113-mRNA-1_1&gene=genemark-flattened_line_7-processed-gene-3.113&CDS=1-1122
1918	OG0001918	YHL021C	genemark-flattened_line_31-processed-gene-0.82-mRNA-1_1&gene=genemark-flattened_line_31-processed-gene-0.82&CDS=1-1392
1919	OG0001919	YHL022C	snap_masked-flattened_line_31-processed-gene-0.123-mRNA-1_1&gene=snap_masked-flattened_line_31-processed-gene-0.123&CDS=1-1080
1920	OG0001920	YHL023C	genemark-flattened_line_64-processed-gene-0.38-mRNA-1_1&gene=genemark-flattened_line_64-processed-gene-0.38&CDS=1-3570
1921	OG0001921	YHL024W	genemark-flattened_line_64-processed-gene-0.30-mRNA-1_1&gene=genemark-flattened_line_64-processed-gene-0.30&CDS=1-2055
1922	OG0001922	YHL025W	genemark-flattened_line_66-processed-gene-0.31-mRNA-1_1&gene=genemark-flattened_line_66-processed-gene-0.31&CDS=1-1053
1923	OG0001923	YHL026C	genemark-flattened_line_23-processed-gene-0.112-mRNA-1_1&gene=genemark-flattened_line_23-processed-gene-0.112&CDS=1-837
1924	OG0001924	YHL027W	genemark-flattened_line_23-processed-gene-0.89-mRNA-1_1&gene=genemark-flattened_line_23-processed-gene-0.89&CDS=1-1539
1925	OG0001925	YHL028W	genemark-flattened_line_23-processed-gene-0.88-mRNA-1_1&gene=genemark-flattened_line_23-processed-gene-0.88&CDS=1-1377
1926	OG0001926	YHL029C	genemark-flattened_line_23-processed-gene-0.110-mRNA-1_1&gene=genemark-flattened_line_23-processed-gene-0.110&CDS=1-1827
1927	OG0001927	YHL030W	genemark-flattened_line_1-processed-gene-0.26-mRNA-1_1&gene=genemark-flattened_line_1-processed-gene-0.26&CDS=1-5571
1928	OG0001928	YHL031C	genemark-flattened_line_1-processed-gene-0.4-mRNA-1_1&gene=genemark-flattened_line_1-processed-gene-0.4&CDS=1-678
1929	OG0001929	YHL032C	genemark-flattened_line_1-processed-gene-0.5-mRNA-1_1&gene=genemark-flattened_line_1-processed-gene-0.5&CDS=1-1983
1930	OG0001930	YHL034C	genemark-flattened_line_1-processed-gene-0.7-mRNA-1_1&gene=genemark-flattened_line_1-processed-gene-0.7&CDS=1-816
1931	OG0001931	YHL036W	genemark-flattened_line_1-processed-gene-0.28-mRNA-1_1&gene=genemark-flattened_line_1-processed-gene-0.28&CDS=1-1647
1932	OG0001932	YHL038C	augustus_masked-flattened_line_1-processed-gene-0.94-mRNA-1_1&gene=augustus_masked-flattened_line_1-processed-gene-0.94&CDS=1-1887
1933	OG0001933	YHL039W	genemark-flattened_line_1-processed-gene-0.30-mRNA-1_1&gene=genemark-flattened_line_1-processed-gene-0.30&CDS=1-1725
1934	OG0001934	YHL047C	genemark-flattened_line_11-processed-gene-4.173-mRNA-1_1&gene=genemark-flattened_line_11-processed-gene-4.173&CDS=1-1860
1935	OG0001935	YHR001W	augustus_masked-flattened_line_15-processed-gene-3.17-mRNA-1_1&gene=augustus_masked-flattened_line_15-processed-gene-3.17&CDS=1-1302
1936	OG0001936	YHR001W-A	snap_masked-flattened_line_15-processed-gene-3.79-mRNA-1_1&gene=snap_masked-flattened_line_15-processed-gene-3.79&CDS=1-234
1937	OG0001937	YHR002W	genemark-flattened_line_15-processed-gene-3.136-mRNA-1_1&gene=genemark-flattened_line_15-processed-gene-3.136&CDS=1-1080
1938	OG0001938	YHR004C	genemark-flattened_line_15-processed-gene-3.160-mRNA-1_1&gene=genemark-flattened_line_15-processed-gene-3.160&CDS=1-1392
1939	OG0001939	YHR005C	genemark-flattened_line_7-processed-gene-4.314-mRNA-1_1&gene=genemark-flattened_line_7-processed-gene-4.314&CDS=1-1401
1940	OG0001940	YHR007C	genemark-flattened_line_5-processed-gene-1.87-mRNA-1_1&gene=genemark-flattened_line_5-processed-gene-1.87&CDS=1-1590
1941	OG0001941	YHR008C	genemark-flattened_line_98-processed-gene-0.1-mRNA-1_1&gene=genemark-flattened_line_98-processed-gene-0.1&CDS=1-696
1942	OG0001942	YHR009C	genemark-flattened_line_5-processed-gene-1.90-mRNA-1_1&gene=genemark-flattened_line_5-processed-gene-1.90&CDS=1-1704
1943	OG0001943	YHR011W	genemark-flattened_line_5-processed-gene-1.70-mRNA-1_1&gene=genemark-flattened_line_5-processed-gene-1.70&CDS=1-2379
1944	OG0001944	YHR013C	genemark-flattened_line_5-processed-gene-1.93-mRNA-1_1&gene=genemark-flattened_line_5-processed-gene-1.93&CDS=1-750
1945	OG0001945	YHR014W	snap_masked-flattened_line_5-processed-gene-1.127-mRNA-1_1&gene=snap_masked-flattened_line_5-processed-gene-1.127&CDS=1-909
1946	OG0001946	YHR017W	genemark-flattened_line_25-processed-gene-1.160-mRNA-1_1&gene=genemark-flattened_line_25-processed-gene-1.160&CDS=1-1089
1947	OG0001947	YHR018C	augustus_masked-flattened_line_25-processed-gene-1.212-mRNA-1_1&gene=augustus_masked-flattened_line_25-processed-gene-1.212&CDS=1-3078
1948	OG0001948	YHR020W	genemark-flattened_line_25-processed-gene-1.159-mRNA-1_1&gene=genemark-flattened_line_25-processed-gene-1.159&CDS=1-2025
1949	OG0001949	YHR022C	snap_masked-flattened_line_17-processed-gene-3.151-mRNA-1_1&gene=snap_masked-flattened_line_17-processed-gene-3.151&CDS=1-1005
1950	OG0001950	YHR023W	genemark-flattened_line_17-processed-gene-3.110-mRNA-1_1&gene=genemark-flattened_line_17-processed-gene-3.110&CDS=1-5580
1951	OG0001951	YHR024C	genemark-flattened_line_17-processed-gene-3.83-mRNA-1_1&gene=genemark-flattened_line_17-processed-gene-3.83&CDS=1-1455
1952	OG0001952	YHR025W	genemark-flattened_line_17-processed-gene-3.109-mRNA-1_1&gene=genemark-flattened_line_17-processed-gene-3.109&CDS=1-1071
1953	OG0001953	YHR026W	genemark-flattened_line_17-processed-gene-3.108-mRNA-1_1&gene=genemark-flattened_line_17-processed-gene-3.108&CDS=1-642
1954	OG0001954	YHR027C	augustus_masked-flattened_line_17-processed-gene-3.15-mRNA-1_1&gene=augustus_masked-flattened_line_17-processed-gene-3.15&CDS=1-6162
1955	OG0001955	YHR030C	genemark-flattened_line_17-processed-gene-3.80-mRNA-1_1&gene=genemark-flattened_line_17-processed-gene-3.80&CDS=1-1455
1956	OG0001956	YHR031C	genemark-flattened_line_17-processed-gene-3.79-mRNA-1_1&gene=genemark-flattened_line_17-processed-gene-3.79&CDS=1-2103
1957	OG0001957	YHR032W	genemark-flattened_line_17-processed-gene-3.107-mRNA-1_1&gene=genemark-flattened_line_17-processed-gene-3.107&CDS=1-1884
1958	OG0001958	YHR035W	augustus_masked-flattened_line_17-processed-gene-2.134-mRNA-1_1&gene=augustus_masked-flattened_line_17-processed-gene-2.134&CDS=1-2190
1959	OG0001959	YHR036W	genemark-flattened_line_17-processed-gene-2.32-mRNA-1_1&gene=genemark-flattened_line_17-processed-gene-2.32&CDS=1-1401
1960	OG0001960	YHR037W	genemark-flattened_line_17-processed-gene-2.33-mRNA-1_1&gene=genemark-flattened_line_17-processed-gene-2.33&CDS=1-1734
1961	OG0001961	YHR038W	genemark-flattened_line_17-processed-gene-2.35-mRNA-1_1&gene=genemark-flattened_line_17-processed-gene-2.35&CDS=1-693
1962	OG0001962	YHR039C	genemark-flattened_line_17-processed-gene-2.52-mRNA-1_1&gene=genemark-flattened_line_17-processed-gene-2.52&CDS=1-1848
1963	OG0001963	YHR039C-A	genemark-flattened_line_17-processed-gene-2.53-mRNA-1_1&gene=genemark-flattened_line_17-processed-gene-2.53&CDS=1-342
1964	OG0001964	YHR040W	genemark-flattened_line_17-processed-gene-2.36-mRNA-1_1&gene=genemark-flattened_line_17-processed-gene-2.36&CDS=1-1101
1965	OG0001965	YHR042W	genemark-flattened_line_17-processed-gene-2.42-mRNA-1_1&gene=genemark-flattened_line_17-processed-gene-2.42&CDS=1-2058
1966	OG0001966	YHR045W	genemark-flattened_line_17-processed-gene-3.67-mRNA-1_1&gene=genemark-flattened_line_17-processed-gene-3.67&CDS=1-1683
1967	OG0001967	YHR046C	genemark-flattened_line_17-processed-gene-3.72-mRNA-1_1&gene=genemark-flattened_line_17-processed-gene-3.72&CDS=1-885
1968	OG0001968	YHR048W	genemark-flattened_line_17-processed-gene-3.68-mRNA-1_1&gene=genemark-flattened_line_17-processed-gene-3.68&CDS=1-1581
1969	OG0001969	YHR050W	augustus_masked-flattened_line_17-processed-gene-3.5-mRNA-1_1&gene=augustus_masked-flattened_line_17-processed-gene-3.5&CDS=1-2877
1970	OG0001970	YHR051W	genemark-flattened_line_17-processed-gene-3.76-mRNA-1_1&gene=genemark-flattened_line_17-processed-gene-3.76&CDS=1-456
1971	OG0001971	YHR052W	genemark-flattened_line_17-processed-gene-3.77-mRNA-1_1&gene=genemark-flattened_line_17-processed-gene-3.77&CDS=1-1245
1972	OG0001972	YHR059W	genemark-flattened_line_17-processed-gene-2.46-mRNA-1_1&gene=genemark-flattened_line_17-processed-gene-2.46&CDS=1-375
1973	OG0001973	YHR060W	genemark-flattened_line_17-processed-gene-2.44-mRNA-1_1&gene=genemark-flattened_line_17-processed-gene-2.44&CDS=1-513
1974	OG0001974	YHR062C	genemark-flattened_line_17-processed-gene-2.18-mRNA-1_1&gene=genemark-flattened_line_17-processed-gene-2.18&CDS=1-873
1975	OG0001975	YHR063C	genemark-flattened_line_17-processed-gene-2.16-mRNA-1_1&gene=genemark-flattened_line_17-processed-gene-2.16&CDS=1-1128
1976	OG0001976	YHR064C	genemark-flattened_line_17-processed-gene-2.15-mRNA-1_1&gene=genemark-flattened_line_17-processed-gene-2.15&CDS=1-1626
1977	OG0001977	YHR065C	genemark-flattened_line_17-processed-gene-2.9-mRNA-1_1&gene=genemark-flattened_line_17-processed-gene-2.9&CDS=1-1512
1978	OG0001978	YHR067W	augustus_masked-flattened_line_17-processed-gene-2.118-mRNA-1_1&gene=augustus_masked-flattened_line_17-processed-gene-2.118&CDS=1-810
1979	OG0001979	YHR068W	maker-flattened_line_17-augustus-gene-2.2-mRNA-1_1&gene=maker-flattened_line_17-augustus-gene-2.2&CDS=1-2490
1980	OG0001980	YHR069C	snap_masked-flattened_line_17-processed-gene-1.88-mRNA-1_1&gene=snap_masked-flattened_line_17-processed-gene-1.88&CDS=1-1185
1981	OG0001981	YHR070W	genemark-flattened_line_17-processed-gene-1.167-mRNA-1_1&gene=genemark-flattened_line_17-processed-gene-1.167&CDS=1-1449
1982	OG0001982	YHR071W	genemark-flattened_line_17-processed-gene-1.166-mRNA-1_1&gene=genemark-flattened_line_17-processed-gene-1.166&CDS=1-675
1983	OG0001983	YHR072W	genemark-flattened_line_17-processed-gene-1.163-mRNA-1_1&gene=genemark-flattened_line_17-processed-gene-1.163&CDS=1-2193
1984	OG0001984	YHR073W	genemark-flattened_line_17-processed-gene-1.162-mRNA-1_1&gene=genemark-flattened_line_17-processed-gene-1.162&CDS=1-2859
1985	OG0001985	YHR074W	genemark-flattened_line_17-processed-gene-1.159-mRNA-1_1&gene=genemark-flattened_line_17-processed-gene-1.159&CDS=1-2142
1986	OG0001986	YHR075C	genemark-flattened_line_17-processed-gene-1.138-mRNA-1_1&gene=genemark-flattened_line_17-processed-gene-1.138&CDS=1-1131
1987	OG0001987	YHR076W	augustus_masked-flattened_line_15-processed-gene-2.129-mRNA-1_1&gene=augustus_masked-flattened_line_15-processed-gene-2.129&CDS=1-1101
1988	OG0001988	YHR077C	genemark-flattened_line_15-processed-gene-2.59-mRNA-1_1&gene=genemark-flattened_line_15-processed-gene-2.59&CDS=1-4680
1989	OG0001989	YHR078W	genemark-flattened_line_15-processed-gene-2.79-mRNA-1_1&gene=genemark-flattened_line_15-processed-gene-2.79&CDS=1-1602
1990	OG0001990	YHR079C	snap_masked-flattened_line_15-processed-gene-2.13-mRNA-1_1&gene=snap_masked-flattened_line_15-processed-gene-2.13&CDS=1-3420
1991	OG0001991	YHR079C-A	snap_masked-flattened_line_15-processed-gene-2.12-mRNA-1_1&gene=snap_masked-flattened_line_15-processed-gene-2.12&CDS=1-291
1992	OG0001992	YHR081W	genemark-flattened_line_15-processed-gene-2.76-mRNA-1_1&gene=genemark-flattened_line_15-processed-gene-2.76&CDS=1-567
1993	OG0001993	YHR082C	genemark-flattened_line_15-processed-gene-2.53-mRNA-1_1&gene=genemark-flattened_line_15-processed-gene-2.53&CDS=1-2817
1994	OG0001994	YHR083W	genemark-flattened_line_15-processed-gene-2.72-mRNA-1_1&gene=genemark-flattened_line_15-processed-gene-2.72&CDS=1-990
1995	OG0001995	YHR084W	genemark-flattened_line_15-processed-gene-2.71-mRNA-1_1&gene=genemark-flattened_line_15-processed-gene-2.71&CDS=1-2127
1996	OG0001996	YHR085W	genemark-flattened_line_15-processed-gene-2.70-mRNA-1_1&gene=genemark-flattened_line_15-processed-gene-2.70&CDS=1-1005
1997	OG0001997	YHR086W	genemark-flattened_line_15-processed-gene-2.69-mRNA-1_1&gene=genemark-flattened_line_15-processed-gene-2.69&CDS=1-1572
1998	OG0001998	YHR087W	snap_masked-flattened_line_15-processed-gene-2.4-mRNA-1_1&gene=snap_masked-flattened_line_15-processed-gene-2.4&CDS=1-294
1999	OG0001999	YHR088W	genemark-flattened_line_15-processed-gene-2.50-mRNA-1_1&gene=genemark-flattened_line_15-processed-gene-2.50&CDS=1-882
2000	OG0002000	YHR089C	genemark-flattened_line_15-processed-gene-1.75-mRNA-1_1&gene=genemark-flattened_line_15-processed-gene-1.75&CDS=1-651
2001	OG0002001	YHR090C	genemark-flattened_line_15-processed-gene-1.72-mRNA-1_1&gene=genemark-flattened_line_15-processed-gene-1.72&CDS=1-876
2002	OG0002002	YHR098C	genemark-flattened_line_15-processed-gene-1.62-mRNA-1_1&gene=genemark-flattened_line_15-processed-gene-1.62&CDS=1-2772
2003	OG0002003	YHR099W	snap_masked-flattened_line_15-processed-gene-1.131-mRNA-1_1&gene=snap_masked-flattened_line_15-processed-gene-1.131&CDS=1-11193
2004	OG0002004	YHR100C	genemark-flattened_line_15-processed-gene-1.60-mRNA-1_1&gene=genemark-flattened_line_15-processed-gene-1.60&CDS=1-555
2005	OG0002005	YHR101C	maker-flattened_line_15-snap-gene-1.0-mRNA-1_1&gene=maker-flattened_line_15-snap-gene-1.0&CDS=1-1023
2006	OG0002006	YHR102W	snap_masked-flattened_line_15-processed-gene-1.130-mRNA-1_1&gene=snap_masked-flattened_line_15-processed-gene-1.130&CDS=1-3072
2007	OG0002007	YHR103W	genemark-flattened_line_15-processed-gene-1.84-mRNA-1_1&gene=genemark-flattened_line_15-processed-gene-1.84&CDS=1-2568
2008	OG0002008	YHR104W	genemark-flattened_line_15-processed-gene-1.82-mRNA-1_1&gene=genemark-flattened_line_15-processed-gene-1.82&CDS=1-987
2009	OG0002009	YHR105W	genemark-flattened_line_15-processed-gene-1.81-mRNA-1_1&gene=genemark-flattened_line_15-processed-gene-1.81&CDS=1-561
2010	OG0002010	YHR107C	genemark-flattened_line_15-processed-gene-1.58-mRNA-1_1&gene=genemark-flattened_line_15-processed-gene-1.58&CDS=1-1230
2011	OG0002011	YHR108W	genemark-flattened_line_15-processed-gene-1.77-mRNA-1_1&gene=genemark-flattened_line_15-processed-gene-1.77&CDS=1-1713
2012	OG0002012	YHR109W	snap_masked-flattened_line_15-processed-gene-1.121-mRNA-1_1&gene=snap_masked-flattened_line_15-processed-gene-1.121&CDS=1-1743
2013	OG0002013	YHR110W	snap_masked-flattened_line_15-processed-gene-1.120-mRNA-1_1&gene=snap_masked-flattened_line_15-processed-gene-1.120&CDS=1-561
2014	OG0002014	YHR111W	snap_masked-flattened_line_15-processed-gene-1.119-mRNA-1_1&gene=snap_masked-flattened_line_15-processed-gene-1.119&CDS=1-1311
2015	OG0002015	YHR112C	genemark-flattened_line_15-processed-gene-1.52-mRNA-1_1&gene=genemark-flattened_line_15-processed-gene-1.52&CDS=1-1137
2016	OG0002016	YHR113W	maker-flattened_line_15-augustus-gene-1.142-mRNA-1_1&gene=maker-flattened_line_15-augustus-gene-1.142&CDS=1-2652
2017	OG0002017	YHR114W	genemark-flattened_line_33-processed-gene-1.37-mRNA-1_1&gene=genemark-flattened_line_33-processed-gene-1.37&CDS=1-1857
2018	OG0002018	YHR116W	augustus_masked-flattened_line_33-processed-gene-1.162-mRNA-1_1&gene=augustus_masked-flattened_line_33-processed-gene-1.162&CDS=1-390
2019	OG0002019	YHR118C	genemark-flattened_line_33-processed-gene-1.5-mRNA-1_1&gene=genemark-flattened_line_33-processed-gene-1.5&CDS=1-1311
2020	OG0002020	YHR120W	augustus_masked-flattened_line_33-processed-gene-1.135-mRNA-1_1&gene=augustus_masked-flattened_line_33-processed-gene-1.135&CDS=1-5904
2021	OG0002021	YHR121W	genemark-flattened_line_33-processed-gene-0.108-mRNA-1_1&gene=genemark-flattened_line_33-processed-gene-0.108&CDS=1-696
2022	OG0002022	YHR124W	genemark-flattened_line_33-processed-gene-0.105-mRNA-1_1&gene=genemark-flattened_line_33-processed-gene-0.105&CDS=1-1980
2023	OG0002023	YHR127W	genemark-flattened_line_33-processed-gene-0.99-mRNA-1_1&gene=genemark-flattened_line_33-processed-gene-0.99&CDS=1-657
2024	OG0002024	YHR128W	genemark-flattened_line_33-processed-gene-0.96-mRNA-1_1&gene=genemark-flattened_line_33-processed-gene-0.96&CDS=1-648
2025	OG0002025	YHR131C	maker-flattened_line_33-snap-gene-0.49-mRNA-1_1&gene=maker-flattened_line_33-snap-gene-0.49&CDS=1-1887
2026	OG0002026	YHR132C	genemark-flattened_line_33-processed-gene-0.67-mRNA-1_1&gene=genemark-flattened_line_33-processed-gene-0.67&CDS=1-1317
2027	OG0002027	YHR132W-A	genemark-flattened_line_33-processed-gene-0.94-mRNA-1_1&gene=genemark-flattened_line_33-processed-gene-0.94&CDS=1-369
2028	OG0002028	YHR134W	genemark-flattened_line_33-processed-gene-0.93-mRNA-1_1&gene=genemark-flattened_line_33-processed-gene-0.93&CDS=1-738
2029	OG0002029	YHR135C	genemark-flattened_line_33-processed-gene-0.65-mRNA-1_1&gene=genemark-flattened_line_33-processed-gene-0.65&CDS=1-1782
2030	OG0002030	YHR137W	genemark-flattened_line_33-processed-gene-0.89-mRNA-1_1&gene=genemark-flattened_line_33-processed-gene-0.89&CDS=1-1524
2031	OG0002031	YHR138C	snap_masked-flattened_line_33-processed-gene-0.115-mRNA-1_1&gene=snap_masked-flattened_line_33-processed-gene-0.115&CDS=1-330
2032	OG0002032	YHR140W	genemark-flattened_line_33-processed-gene-0.87-mRNA-1_1&gene=genemark-flattened_line_33-processed-gene-0.87&CDS=1-708
2033	OG0002033	YHR142W	genemark-flattened_line_33-processed-gene-0.86-mRNA-1_1&gene=genemark-flattened_line_33-processed-gene-0.86&CDS=1-948
2034	OG0002034	YHR143W	augustus_masked-flattened_line_33-processed-gene-0.23-mRNA-1_1&gene=augustus_masked-flattened_line_33-processed-gene-0.23&CDS=1-657
2035	OG0002035	YHR143W-A	snap_masked-flattened_line_48-processed-gene-0.192-mRNA-1_1&gene=snap_masked-flattened_line_48-processed-gene-0.192&CDS=1-210
2036	OG0002036	YHR144C	genemark-flattened_line_48-processed-gene-0.92-mRNA-1_1&gene=genemark-flattened_line_48-processed-gene-0.92&CDS=1-948
2037	OG0002037	YHR147C	genemark-flattened_line_23-processed-gene-0.127-mRNA-1_1&gene=genemark-flattened_line_23-processed-gene-0.127&CDS=1-543
2038	OG0002038	YHR148W	genemark-flattened_line_23-processed-gene-0.106-mRNA-1_1&gene=genemark-flattened_line_23-processed-gene-0.106&CDS=1-549
2039	OG0002039	YHR149C	augustus_masked-flattened_line_23-processed-gene-0.38-mRNA-1_1&gene=augustus_masked-flattened_line_23-processed-gene-0.38&CDS=1-2082
2040	OG0002040	YHR150W	snap_masked-flattened_line_23-processed-gene-0.66-mRNA-1_1&gene=snap_masked-flattened_line_23-processed-gene-0.66&CDS=1-1605
2041	OG0002041	YHR151C	genemark-flattened_line_23-processed-gene-0.130-mRNA-1_1&gene=genemark-flattened_line_23-processed-gene-0.130&CDS=1-1533
2042	OG0002042	YHR153C	snap_masked-flattened_line_23-processed-gene-1.45-mRNA-1_1&gene=snap_masked-flattened_line_23-processed-gene-1.45&CDS=1-579
2043	OG0002043	YHR154W	snap_masked-flattened_line_23-processed-gene-1.7-mRNA-1_1&gene=snap_masked-flattened_line_23-processed-gene-1.7&CDS=1-3024
2044	OG0002044	YHR156C	augustus_masked-flattened_line_29-processed-gene-1.158-mRNA-1_1&gene=augustus_masked-flattened_line_29-processed-gene-1.158&CDS=1-1137
2045	OG0002045	YHR158C	genemark-flattened_line_23-processed-gene-1.126-mRNA-1_1&gene=genemark-flattened_line_23-processed-gene-1.126&CDS=1-3105
2046	OG0002046	YHR159W	snap_masked-flattened_line_23-processed-gene-1.10-mRNA-1_1&gene=snap_masked-flattened_line_23-processed-gene-1.10&CDS=1-1365
2047	OG0002047	YHR161C	genemark-flattened_line_23-processed-gene-1.129-mRNA-1_1&gene=genemark-flattened_line_23-processed-gene-1.129&CDS=1-1818
2048	OG0002048	YHR163W	genemark-flattened_line_23-processed-gene-1.92-mRNA-1_1&gene=genemark-flattened_line_23-processed-gene-1.92&CDS=1-783
2049	OG0002049	YHR164C	snap_masked-flattened_line_23-processed-gene-1.58-mRNA-1_1&gene=snap_masked-flattened_line_23-processed-gene-1.58&CDS=1-4422
2050	OG0002050	YHR165C	maker-flattened_line_23-snap-gene-1.161-mRNA-1_1&gene=maker-flattened_line_23-snap-gene-1.161&CDS=1-9018
2051	OG0002051	YHR168W	augustus_masked-flattened_line_23-processed-gene-1.177-mRNA-1_1&gene=augustus_masked-flattened_line_23-processed-gene-1.177&CDS=1-2376
2052	OG0002052	YHR169W	genemark-flattened_line_23-processed-gene-1.96-mRNA-1_1&gene=genemark-flattened_line_23-processed-gene-1.96&CDS=1-1308
2053	OG0002053	YHR170W	maker-flattened_line_23-augustus-gene-1.155-mRNA-1_1&gene=maker-flattened_line_23-augustus-gene-1.155&CDS=1-3459
2054	OG0002054	YHR172W	genemark-flattened_line_23-processed-gene-1.101-mRNA-1_1&gene=genemark-flattened_line_23-processed-gene-1.101&CDS=1-2433
2055	OG0002055	YHR176W	genemark-flattened_line_23-processed-gene-1.103-mRNA-1_1&gene=genemark-flattened_line_23-processed-gene-1.103&CDS=1-1332
2056	OG0002056	YHR178W	genemark-flattened_line_23-processed-gene-1.104-mRNA-1_1&gene=genemark-flattened_line_23-processed-gene-1.104&CDS=1-2109
2057	OG0002057	YHR181W	genemark-flattened_line_23-processed-gene-1.106-mRNA-1_1&gene=genemark-flattened_line_23-processed-gene-1.106&CDS=1-681
2058	OG0002058	YHR182W	snap_masked-flattened_line_23-processed-gene-1.29-mRNA-1_1&gene=snap_masked-flattened_line_23-processed-gene-1.29&CDS=1-2040
2059	OG0002059	YHR184W	snap_masked-flattened_line_23-processed-gene-1.31-mRNA-1_1&gene=snap_masked-flattened_line_23-processed-gene-1.31&CDS=1-1761
2060	OG0002060	YHR185C	snap_masked-flattened_line_23-processed-gene-1.64-mRNA-1_1&gene=snap_masked-flattened_line_23-processed-gene-1.64&CDS=1-852
2061	OG0002061	YHR186C	genemark-flattened_line_23-processed-gene-1.140-mRNA-1_1&gene=genemark-flattened_line_23-processed-gene-1.140&CDS=1-4605
2062	OG0002062	YHR187W	genemark-flattened_line_23-processed-gene-1.111-mRNA-1_1&gene=genemark-flattened_line_23-processed-gene-1.111&CDS=1-903
2063	OG0002063	YHR188C	genemark-flattened_line_23-processed-gene-1.141-mRNA-1_1&gene=genemark-flattened_line_23-processed-gene-1.141&CDS=1-2031
2064	OG0002064	YHR189W	genemark-flattened_line_19-processed-gene-2.110-mRNA-1_1&gene=genemark-flattened_line_19-processed-gene-2.110&CDS=1-612
2065	OG0002065	YHR190W	genemark-flattened_line_19-processed-gene-2.111-mRNA-1_1&gene=genemark-flattened_line_19-processed-gene-2.111&CDS=1-1326
2066	OG0002066	YHR191C	genemark-flattened_line_52-processed-gene-0.36-mRNA-1_1&gene=genemark-flattened_line_52-processed-gene-0.36&CDS=1-381
2067	OG0002067	YHR192W	genemark-flattened_line_52-processed-gene-0.2-mRNA-1_1&gene=genemark-flattened_line_52-processed-gene-0.2&CDS=1-825
2068	OG0002068	YHR193C	genemark-flattened_line_52-processed-gene-0.37-mRNA-1_1&gene=genemark-flattened_line_52-processed-gene-0.37&CDS=1-510
2069	OG0002069	YHR194W	augustus_masked-flattened_line_52-processed-gene-0.131-mRNA-1_1&gene=augustus_masked-flattened_line_52-processed-gene-0.131&CDS=1-1701
2070	OG0002070	YHR195W	augustus_masked-flattened_line_52-processed-gene-0.132-mRNA-1_1&gene=augustus_masked-flattened_line_52-processed-gene-0.132&CDS=1-1032
2071	OG0002071	YHR197W	genemark-flattened_line_52-processed-gene-0.8-mRNA-1_1&gene=genemark-flattened_line_52-processed-gene-0.8&CDS=1-2349
