	OrthologID	Lachancea_kluyveri	Saccharomyces_cerevisiae
2052	OG0002052	augustus_masked-SAKL0E-processed-gene-6.133-mRNA-1_1&gene=augustus_masked-SAKL0E-processed-gene-6.133&CDS=1-1470	YIL104C
2053	OG0002053	augustus_masked-SAKL0E-processed-gene-6.150-mRNA-1_1&gene=augustus_masked-SAKL0E-processed-gene-6.150&CDS=1-1005	YNL042W
2054	OG0002054	augustus_masked-SAKL0E-processed-gene-6.151-mRNA-1_1&gene=augustus_masked-SAKL0E-processed-gene-6.151&CDS=1-2370	YNL045W
2055	OG0002055	snap_masked-SAKL0E-processed-gene-6.71-mRNA-1_1&gene=snap_masked-SAKL0E-processed-gene-6.71&CDS=1-2115	YIL105C
2056	OG0002056	augustus_masked-SAKL0E-processed-gene-6.152-mRNA-1_1&gene=augustus_masked-SAKL0E-processed-gene-6.152&CDS=1-1743	YNL048W
2057	OG0002057	augustus_masked-SAKL0E-processed-gene-6.153-mRNA-1_1&gene=augustus_masked-SAKL0E-processed-gene-6.153&CDS=1-822	YIL106W
2058	OG0002058	augustus_masked-SAKL0E-processed-gene-6.135-mRNA-1_1&gene=augustus_masked-SAKL0E-processed-gene-6.135&CDS=1-2292	YIL107C
2059	OG0002059	augustus_masked-SAKL0E-processed-gene-6.154-mRNA-1_1&gene=augustus_masked-SAKL0E-processed-gene-6.154&CDS=1-2061	YIL108W
2060	OG0002060	augustus_masked-SAKL0E-processed-gene-6.136-mRNA-1_1&gene=augustus_masked-SAKL0E-processed-gene-6.136&CDS=1-2712	YIL109C
2061	OG0002061	augustus_masked-SAKL0E-processed-gene-6.137-mRNA-1_1&gene=augustus_masked-SAKL0E-processed-gene-6.137&CDS=1-753	YNL050C
2062	OG0002062	augustus_masked-SAKL0E-processed-gene-6.155-mRNA-1_1&gene=augustus_masked-SAKL0E-processed-gene-6.155&CDS=1-1158	YNL051W
2063	OG0002063	augustus_masked-SAKL0E-processed-gene-6.156-mRNA-1_1&gene=augustus_masked-SAKL0E-processed-gene-6.156&CDS=1-1113	YIL110W
2064	OG0002064	augustus_masked-SAKL0E-processed-gene-6.159-mRNA-1_1&gene=augustus_masked-SAKL0E-processed-gene-6.159&CDS=1-2538	YNL054W
2065	OG0002065	augustus_masked-SAKL0E-processed-gene-6.138-mRNA-1_1&gene=augustus_masked-SAKL0E-processed-gene-6.138&CDS=1-843	YNL055C
2066	OG0002066	snap_masked-SAKL0E-processed-gene-7.45-mRNA-1_1&gene=snap_masked-SAKL0E-processed-gene-7.45&CDS=1-4257	YIL115C
2067	OG0002067	augustus_masked-SAKL0E-processed-gene-7.3-mRNA-1_1&gene=augustus_masked-SAKL0E-processed-gene-7.3&CDS=1-1596	YIL116W
2068	OG0002068	augustus_masked-SAKL0E-processed-gene-7.1-mRNA-1_1&gene=augustus_masked-SAKL0E-processed-gene-7.1&CDS=1-840	YIL117C
2069	OG0002069	augustus_masked-SAKL0E-processed-gene-7.4-mRNA-1_1&gene=augustus_masked-SAKL0E-processed-gene-7.4&CDS=1-675	YIL118W
2070	OG0002070	augustus_masked-SAKL0E-processed-gene-7.16-mRNA-1_1&gene=augustus_masked-SAKL0E-processed-gene-7.16&CDS=1-1833	YNL061W
2071	OG0002071	augustus_masked-SAKL0E-processed-gene-7.5-mRNA-1_1&gene=augustus_masked-SAKL0E-processed-gene-7.5&CDS=1-1416	YNL062C
2072	OG0002072	augustus_masked-SAKL0E-processed-gene-7.17-mRNA-1_1&gene=augustus_masked-SAKL0E-processed-gene-7.17&CDS=1-762	YNL063W
2073	OG0002073	snap_masked-SAKL0E-processed-gene-7.52-mRNA-1_1&gene=snap_masked-SAKL0E-processed-gene-7.52&CDS=1-663	YIL119C
2074	OG0002074	augustus_masked-SAKL0E-processed-gene-7.7-mRNA-1_1&gene=augustus_masked-SAKL0E-processed-gene-7.7&CDS=1-1233	YNL064C
2075	OG0002075	augustus_masked-SAKL0E-processed-gene-7.18-mRNA-1_1&gene=augustus_masked-SAKL0E-processed-gene-7.18&CDS=1-3327	YNL065W
2076	OG0002076	augustus_masked-SAKL0E-processed-gene-7.21-mRNA-1_1&gene=augustus_masked-SAKL0E-processed-gene-7.21&CDS=1-867	YIL124W
2077	OG0002077	augustus_masked-SAKL0E-processed-gene-7.22-mRNA-1_1&gene=augustus_masked-SAKL0E-processed-gene-7.22&CDS=1-3033	YIL125W
2078	OG0002078	augustus_masked-SAKL0E-processed-gene-7.8-mRNA-1_1&gene=augustus_masked-SAKL0E-processed-gene-7.8&CDS=1-609	YIL127C
2079	OG0002079	augustus_masked-SAKL0E-processed-gene-7.25-mRNA-1_1&gene=augustus_masked-SAKL0E-processed-gene-7.25&CDS=1-3057	YIL128W
2080	OG0002080	augustus_masked-SAKL0E-processed-gene-7.9-mRNA-1_1&gene=augustus_masked-SAKL0E-processed-gene-7.9&CDS=1-7821	YIL129C
2081	OG0002081	maker-SAKL0E-snap-gene-7.42-mRNA-1_1&gene=maker-SAKL0E-snap-gene-7.42&CDS=1-1920	YIL131C
2082	OG0002082	snap_masked-SAKL0E-processed-gene-7.57-mRNA-1_1&gene=snap_masked-SAKL0E-processed-gene-7.57&CDS=1-612	YIL132C
2083	OG0002083	snap_masked-SAKL0E-processed-gene-7.75-mRNA-1_1&gene=snap_masked-SAKL0E-processed-gene-7.75&CDS=1-930	YIL134W
2084	OG0002084	snap_masked-SAKL0E-processed-gene-7.76-mRNA-1_1&gene=snap_masked-SAKL0E-processed-gene-7.76&CDS=1-180	YNL070W
2085	OG0002085	augustus_masked-SAKL0E-processed-gene-7.28-mRNA-1_1&gene=augustus_masked-SAKL0E-processed-gene-7.28&CDS=1-1413	YNL071W
2086	OG0002086	augustus_masked-SAKL0E-processed-gene-7.29-mRNA-1_1&gene=augustus_masked-SAKL0E-processed-gene-7.29&CDS=1-891	YNL072W
2087	OG0002087	genemark-SAKL0E-processed-gene-7.121-mRNA-1_1&gene=genemark-SAKL0E-processed-gene-7.121&CDS=1-1611	YNL073W
2088	OG0002088	augustus_masked-SAKL0E-processed-gene-7.31-mRNA-1_1&gene=augustus_masked-SAKL0E-processed-gene-7.31&CDS=1-849	YNL075W
2089	OG0002089	augustus_masked-SAKL0E-processed-gene-7.32-mRNA-1_1&gene=augustus_masked-SAKL0E-processed-gene-7.32&CDS=1-1974	YNL076W
2090	OG0002090	snap_masked-SAKL0E-processed-gene-7.82-mRNA-1_1&gene=snap_masked-SAKL0E-processed-gene-7.82&CDS=1-1692	YIL136W
2091	OG0002091	augustus_masked-SAKL0E-processed-gene-7.34-mRNA-1_1&gene=augustus_masked-SAKL0E-processed-gene-7.34&CDS=1-1383	YNL077W
2092	OG0002092	augustus_masked-SAKL0E-processed-gene-7.35-mRNA-1_1&gene=augustus_masked-SAKL0E-processed-gene-7.35&CDS=1-708	YNL080C
2093	OG0002093	augustus_masked-SAKL0E-processed-gene-7.14-mRNA-1_1&gene=augustus_masked-SAKL0E-processed-gene-7.14&CDS=1-1818	YNL078W
2094	OG0002094	augustus_masked-SAKL0E-processed-gene-7.37-mRNA-1_1&gene=augustus_masked-SAKL0E-processed-gene-7.37&CDS=1-2694	YIL137C
2095	OG0002095	augustus_masked-SAKL0E-processed-gene-7.15-mRNA-1_1&gene=augustus_masked-SAKL0E-processed-gene-7.15&CDS=1-435	YNL081C
2096	OG0002096	augustus_masked-SAKL0E-processed-gene-7.38-mRNA-1_1&gene=augustus_masked-SAKL0E-processed-gene-7.38&CDS=1-2634	YNL082W
2097	OG0002097	augustus_masked-SAKL0E-processed-gene-8.105-mRNA-1_1&gene=augustus_masked-SAKL0E-processed-gene-8.105&CDS=1-708	YIL139C
2098	OG0002098	augustus_masked-SAKL0E-processed-gene-8.108-mRNA-1_1&gene=augustus_masked-SAKL0E-processed-gene-8.108&CDS=1-1539	YNL083W
2099	OG0002099	augustus_masked-SAKL0E-processed-gene-8.109-mRNA-1_1&gene=augustus_masked-SAKL0E-processed-gene-8.109&CDS=1-2466	YIL140W
2100	OG0002100	augustus_masked-SAKL0E-processed-gene-8.107-mRNA-1_1&gene=augustus_masked-SAKL0E-processed-gene-8.107&CDS=1-1137	YNL084C
2101	OG0002101	augustus_masked-SAKL0E-processed-gene-8.129-mRNA-1_1&gene=augustus_masked-SAKL0E-processed-gene-8.129&CDS=1-1581	YIL142W
2102	OG0002102	augustus_masked-SAKL0E-processed-gene-8.130-mRNA-1_1&gene=augustus_masked-SAKL0E-processed-gene-8.130&CDS=1-2409	YNL085W
2103	OG0002103	augustus_masked-SAKL0E-processed-gene-8.111-mRNA-1_1&gene=augustus_masked-SAKL0E-processed-gene-8.111&CDS=1-1050	YOR085W
2104	OG0002104	snap_masked-SAKL0E-processed-gene-8.73-mRNA-1_1&gene=snap_masked-SAKL0E-processed-gene-8.73&CDS=1-309	YNL086W
2105	OG0002105	augustus_masked-SAKL0E-processed-gene-8.131-mRNA-1_1&gene=augustus_masked-SAKL0E-processed-gene-8.131&CDS=1-3516	YOR086C
2106	OG0002106	augustus_masked-SAKL0E-processed-gene-8.132-mRNA-1_1&gene=augustus_masked-SAKL0E-processed-gene-8.132&CDS=1-4344	YNL088W
2107	OG0002107	snap_masked-SAKL0E-processed-gene-8.76-mRNA-1_1&gene=snap_masked-SAKL0E-processed-gene-8.76&CDS=1-564	YNL090W
2108	OG0002108	snap_masked-SAKL0E-processed-gene-8.77-mRNA-1_1&gene=snap_masked-SAKL0E-processed-gene-8.77&CDS=1-3807	YNL091W
2109	OG0002109	augustus_masked-SAKL0E-processed-gene-8.112-mRNA-1_1&gene=augustus_masked-SAKL0E-processed-gene-8.112&CDS=1-2028	YOR087W
2110	OG0002110	augustus_masked-SAKL0E-processed-gene-8.134-mRNA-1_1&gene=augustus_masked-SAKL0E-processed-gene-8.134&CDS=1-1191	YNL092W
2111	OG0002111	augustus_masked-SAKL0E-processed-gene-8.135-mRNA-1_1&gene=augustus_masked-SAKL0E-processed-gene-8.135&CDS=1-639	YOR089C
2112	OG0002112	augustus_masked-SAKL0E-processed-gene-8.136-mRNA-1_1&gene=augustus_masked-SAKL0E-processed-gene-8.136&CDS=1-1665	YOR090C
2113	OG0002113	augustus_masked-SAKL0E-processed-gene-8.113-mRNA-1_1&gene=augustus_masked-SAKL0E-processed-gene-8.113&CDS=1-1035	YOR091W
2114	OG0002114	augustus_masked-SAKL0E-processed-gene-8.137-mRNA-1_1&gene=augustus_masked-SAKL0E-processed-gene-8.137&CDS=1-1839	YNL094W
2115	OG0002115	augustus_masked-SAKL0E-processed-gene-8.114-mRNA-1_1&gene=augustus_masked-SAKL0E-processed-gene-8.114&CDS=1-1629	YOR092W
2116	OG0002116	augustus_masked-SAKL0E-processed-gene-8.138-mRNA-1_1&gene=augustus_masked-SAKL0E-processed-gene-8.138&CDS=1-4878	YOR093C
2117	OG0002117	augustus_masked-SAKL0E-processed-gene-8.115-mRNA-1_1&gene=augustus_masked-SAKL0E-processed-gene-8.115&CDS=1-543	YOR094W
2118	OG0002118	augustus_masked-SAKL0E-processed-gene-8.139-mRNA-1_1&gene=augustus_masked-SAKL0E-processed-gene-8.139&CDS=1-762	YOR095C
2119	OG0002119	maker-SAKL0E-augustus-gene-8.100-mRNA-1_1&gene=maker-SAKL0E-augustus-gene-8.100&CDS=1-570	YOR096W
2120	OG0002120	augustus_masked-SAKL0E-processed-gene-8.141-mRNA-1_1&gene=augustus_masked-SAKL0E-processed-gene-8.141&CDS=1-951	YOR100C
2121	OG0002121	maker-SAKL0E-augustus-gene-8.101-mRNA-1_1&gene=maker-SAKL0E-augustus-gene-8.101&CDS=1-2478	YNL099C
2122	OG0002122	augustus_masked-SAKL0E-processed-gene-8.142-mRNA-1_1&gene=augustus_masked-SAKL0E-processed-gene-8.142&CDS=1-384	YOR103C
2123	OG0002123	augustus_masked-SAKL0E-processed-gene-8.120-mRNA-1_1&gene=augustus_masked-SAKL0E-processed-gene-8.120&CDS=1-729	YOR104W
2124	OG0002124	augustus_masked-SAKL0E-processed-gene-8.143-mRNA-1_1&gene=augustus_masked-SAKL0E-processed-gene-8.143&CDS=1-717	YNL100W
2125	OG0002125	augustus_masked-SAKL0E-processed-gene-8.144-mRNA-1_1&gene=augustus_masked-SAKL0E-processed-gene-8.144&CDS=1-6573	YNL102W
2126	OG0002126	augustus_masked-SAKL0E-processed-gene-8.121-mRNA-1_1&gene=augustus_masked-SAKL0E-processed-gene-8.121&CDS=1-828	YOR106W
2127	OG0002127	augustus_masked-SAKL0E-processed-gene-8.145-mRNA-1_1&gene=augustus_masked-SAKL0E-processed-gene-8.145&CDS=1-1788	YNL103W
2128	OG0002128	augustus_masked-SAKL0E-processed-gene-8.122-mRNA-1_1&gene=augustus_masked-SAKL0E-processed-gene-8.122&CDS=1-774	YOR107W
2129	OG0002129	augustus_masked-SAKL0E-processed-gene-8.124-mRNA-1_1&gene=augustus_masked-SAKL0E-processed-gene-8.124&CDS=1-3345	YOR109W
2130	OG0002130	augustus_masked-SAKL0E-processed-gene-8.146-mRNA-1_1&gene=augustus_masked-SAKL0E-processed-gene-8.146&CDS=1-660	YNL107W
2131	OG0002131	augustus_masked-SAKL0E-processed-gene-8.125-mRNA-1_1&gene=augustus_masked-SAKL0E-processed-gene-8.125&CDS=1-1857	YNL108C
2132	OG0002132	augustus_masked-SAKL0E-processed-gene-8.126-mRNA-1_1&gene=augustus_masked-SAKL0E-processed-gene-8.126&CDS=1-639	YNL110C
2133	OG0002133	augustus_masked-SAKL0E-processed-gene-8.127-mRNA-1_1&gene=augustus_masked-SAKL0E-processed-gene-8.127&CDS=1-369	YNL111C
2134	OG0002134	augustus_masked-SAKL0E-processed-gene-8.128-mRNA-1_1&gene=augustus_masked-SAKL0E-processed-gene-8.128&CDS=1-2250	YOR112W
2135	OG0002135	maker-SAKL0E-augustus-gene-9.52-mRNA-1_1&gene=maker-SAKL0E-augustus-gene-9.52&CDS=1-1647	YNL112W
2136	OG0002136	augustus_masked-SAKL0E-processed-gene-9.3-mRNA-1_1&gene=augustus_masked-SAKL0E-processed-gene-9.3&CDS=1-393	YNL113W
2137	OG0002137	snap_masked-SAKL0E-processed-gene-9.56-mRNA-1_1&gene=snap_masked-SAKL0E-processed-gene-9.56&CDS=1-2457	YOR113W
2138	OG0002138	snap_masked-SAKL0E-processed-gene-9.57-mRNA-1_1&gene=snap_masked-SAKL0E-processed-gene-9.57&CDS=1-804	YOR114W
2139	OG0002139	augustus_masked-SAKL0E-processed-gene-9.4-mRNA-1_1&gene=augustus_masked-SAKL0E-processed-gene-9.4&CDS=1-783	YOR115C
2140	OG0002140	snap_masked-SAKL0E-processed-gene-9.58-mRNA-1_1&gene=snap_masked-SAKL0E-processed-gene-9.58&CDS=1-1875	YHR114W
2141	OG0002141	snap_masked-SAKL0E-processed-gene-9.62-mRNA-1_1&gene=snap_masked-SAKL0E-processed-gene-9.62&CDS=1-1905	YNL115C
2142	OG0002142	augustus_masked-SAKL0E-processed-gene-9.28-mRNA-1_1&gene=augustus_masked-SAKL0E-processed-gene-9.28&CDS=1-1425	YHR115C
2143	OG0002143	augustus_masked-SAKL0E-processed-gene-9.29-mRNA-1_1&gene=augustus_masked-SAKL0E-processed-gene-9.29&CDS=1-1662	YNL117W
2144	OG0002144	augustus_masked-SAKL0E-processed-gene-9.5-mRNA-1_1&gene=augustus_masked-SAKL0E-processed-gene-9.5&CDS=1-2553	YNL118C
2145	OG0002145	augustus_masked-SAKL0E-processed-gene-9.31-mRNA-1_1&gene=augustus_masked-SAKL0E-processed-gene-9.31&CDS=1-1293	YNL119W
2146	OG0002146	augustus_masked-SAKL0E-processed-gene-9.6-mRNA-1_1&gene=augustus_masked-SAKL0E-processed-gene-9.6&CDS=1-339	YHR116W
2147	OG0002147	augustus_masked-SAKL0E-processed-gene-9.7-mRNA-1_1&gene=augustus_masked-SAKL0E-processed-gene-9.7&CDS=1-1800	YNL121C
2148	OG0002148	augustus_masked-SAKL0E-processed-gene-9.8-mRNA-1_1&gene=augustus_masked-SAKL0E-processed-gene-9.8&CDS=1-285	YNL122C
2149	OG0002149	augustus_masked-SAKL0E-processed-gene-9.32-mRNA-1_1&gene=augustus_masked-SAKL0E-processed-gene-9.32&CDS=1-2946	YNL123W
2150	OG0002150	augustus_masked-SAKL0E-processed-gene-9.33-mRNA-1_1&gene=augustus_masked-SAKL0E-processed-gene-9.33&CDS=1-1359	YHR118C
2151	OG0002151	augustus_masked-SAKL0E-processed-gene-9.9-mRNA-1_1&gene=augustus_masked-SAKL0E-processed-gene-9.9&CDS=1-5886	YHR120W
2152	OG0002152	augustus_masked-SAKL0E-processed-gene-9.34-mRNA-1_1&gene=augustus_masked-SAKL0E-processed-gene-9.34&CDS=1-1542	YNL124W
2153	OG0002153	augustus_masked-SAKL0E-processed-gene-9.35-mRNA-1_1&gene=augustus_masked-SAKL0E-processed-gene-9.35&CDS=1-4800	YNL126W
2154	OG0002154	augustus_masked-SAKL0E-processed-gene-9.11-mRNA-1_1&gene=augustus_masked-SAKL0E-processed-gene-9.11&CDS=1-552	YHR121W
2155	OG0002155	augustus_masked-SAKL0E-processed-gene-9.36-mRNA-1_1&gene=augustus_masked-SAKL0E-processed-gene-9.36&CDS=1-1380	YNL128W
2156	OG0002156	augustus_masked-SAKL0E-processed-gene-9.37-mRNA-1_1&gene=augustus_masked-SAKL0E-processed-gene-9.37&CDS=1-711	YNL129W
2157	OG0002157	augustus_masked-SAKL0E-processed-gene-9.12-mRNA-1_1&gene=augustus_masked-SAKL0E-processed-gene-9.12&CDS=1-669	YHR122W
2158	OG0002158	maker-SAKL0E-augustus-gene-9.51-mRNA-1_1&gene=maker-SAKL0E-augustus-gene-9.51&CDS=1-1170	YNL130C
2159	OG0002159	augustus_masked-SAKL0E-processed-gene-9.38-mRNA-1_1&gene=augustus_masked-SAKL0E-processed-gene-9.38&CDS=1-468	YNL131W
2160	OG0002160	augustus_masked-SAKL0E-processed-gene-9.39-mRNA-1_1&gene=augustus_masked-SAKL0E-processed-gene-9.39&CDS=1-3165	YNL132W
2161	OG0002161	augustus_masked-SAKL0E-processed-gene-9.14-mRNA-1_1&gene=augustus_masked-SAKL0E-processed-gene-9.14&CDS=1-2109	YHR124W
2162	OG0002162	augustus_masked-SAKL0E-processed-gene-9.15-mRNA-1_1&gene=augustus_masked-SAKL0E-processed-gene-9.15&CDS=1-501	YNL133C
2163	OG0002163	augustus_masked-SAKL0E-processed-gene-9.18-mRNA-1_1&gene=augustus_masked-SAKL0E-processed-gene-9.18&CDS=1-342	YNL135C
2164	OG0002164	snap_masked-SAKL0E-processed-gene-9.103-mRNA-1_1&gene=snap_masked-SAKL0E-processed-gene-9.103&CDS=1-1032	YNL136W
2165	OG0002165	augustus_masked-SAKL0E-processed-gene-9.19-mRNA-1_1&gene=augustus_masked-SAKL0E-processed-gene-9.19&CDS=1-1443	YNL137C
2166	OG0002166	augustus_masked-SAKL0E-processed-gene-9.43-mRNA-1_1&gene=augustus_masked-SAKL0E-processed-gene-9.43&CDS=1-1569	YNL138W
2167	OG0002167	augustus_masked-SAKL0E-processed-gene-9.20-mRNA-1_1&gene=augustus_masked-SAKL0E-processed-gene-9.20&CDS=1-660	YHR127W
2168	OG0002168	snap_masked-SAKL0E-processed-gene-9.105-mRNA-1_1&gene=snap_masked-SAKL0E-processed-gene-9.105&CDS=1-267	YNL138W-A
2169	OG0002169	augustus_masked-SAKL0E-processed-gene-9.22-mRNA-1_1&gene=augustus_masked-SAKL0E-processed-gene-9.22&CDS=1-4962	YNL139C
2170	OG0002170	augustus_masked-SAKL0E-processed-gene-9.23-mRNA-1_1&gene=augustus_masked-SAKL0E-processed-gene-9.23&CDS=1-1134	YNL152W
2171	OG0002171	augustus_masked-SAKL0E-processed-gene-9.45-mRNA-1_1&gene=augustus_masked-SAKL0E-processed-gene-9.45&CDS=1-708	YNL151C
2172	OG0002172	augustus_masked-SAKL0E-processed-gene-9.46-mRNA-1_1&gene=augustus_masked-SAKL0E-processed-gene-9.46&CDS=1-378	YNL149C
2173	OG0002173	augustus_masked-SAKL0E-processed-gene-9.47-mRNA-1_1&gene=augustus_masked-SAKL0E-processed-gene-9.47&CDS=1-732	YNL148C
2174	OG0002174	augustus_masked-SAKL0E-processed-gene-9.25-mRNA-1_1&gene=augustus_masked-SAKL0E-processed-gene-9.25&CDS=1-399	YNL147W
2175	OG0002175	augustus_masked-SAKL0E-processed-gene-9.26-mRNA-1_1&gene=augustus_masked-SAKL0E-processed-gene-9.26&CDS=1-648	YHR128W
2176	OG0002176	augustus_masked-SAKL0E-processed-gene-10.2-mRNA-1_1&gene=augustus_masked-SAKL0E-processed-gene-10.2&CDS=1-2289	YHR131C
2177	OG0002177	snap_masked-SAKL0E-processed-gene-10.55-mRNA-1_1&gene=snap_masked-SAKL0E-processed-gene-10.55&CDS=1-408	YNL158W
2178	OG0002178	snap_masked-SAKL0E-processed-gene-10.60-mRNA-1_1&gene=snap_masked-SAKL0E-processed-gene-10.60&CDS=1-1266	YHR132C
2179	OG0002179	augustus_masked-SAKL0E-processed-gene-10.0-mRNA-1_1&gene=augustus_masked-SAKL0E-processed-gene-10.0&CDS=1-390	YHR132W-A
2180	OG0002180	augustus_masked-SAKL0E-processed-gene-10.5-mRNA-1_1&gene=augustus_masked-SAKL0E-processed-gene-10.5&CDS=1-762	YNL156C
2181	OG0002181	augustus_masked-SAKL0E-processed-gene-10.1-mRNA-1_1&gene=augustus_masked-SAKL0E-processed-gene-10.1&CDS=1-768	YHR134W
2182	OG0002182	augustus_masked-SAKL0E-processed-gene-10.6-mRNA-1_1&gene=augustus_masked-SAKL0E-processed-gene-10.6&CDS=1-750	YNL155W
2183	OG0002183	augustus_masked-SAKL0E-processed-gene-10.8-mRNA-1_1&gene=augustus_masked-SAKL0E-processed-gene-10.8&CDS=1-1065	YNL141W
2184	OG0002184	augustus_masked-SAKL0E-processed-gene-10.33-mRNA-1_1&gene=augustus_masked-SAKL0E-processed-gene-10.33&CDS=1-723	YHR136C
2185	OG0002185	genemark-SAKL0E-processed-gene-10.119-mRNA-1_1&gene=genemark-SAKL0E-processed-gene-10.119&CDS=1-1944	YHR137W
2186	OG0002186	augustus_masked-SAKL0E-processed-gene-10.35-mRNA-1_1&gene=augustus_masked-SAKL0E-processed-gene-10.35&CDS=1-1506	YNL142W
2187	OG0002187	augustus_masked-SAKL0E-processed-gene-10.10-mRNA-1_1&gene=augustus_masked-SAKL0E-processed-gene-10.10&CDS=1-660	YHR140W
2188	OG0002188	genemark-SAKL0E-processed-gene-10.148-mRNA-1_1&gene=genemark-SAKL0E-processed-gene-10.148&CDS=1-2424	YNL161W
2189	OG0002189	augustus_masked-SAKL0E-processed-gene-10.11-mRNA-1_1&gene=augustus_masked-SAKL0E-processed-gene-10.11&CDS=1-951	YHR142W
2190	OG0002190	snap_masked-SAKL0E-processed-gene-10.96-mRNA-1_1&gene=snap_masked-SAKL0E-processed-gene-10.96&CDS=1-210	YNL162W-A
2191	OG0002191	augustus_masked-SAKL0E-processed-gene-10.12-mRNA-1_1&gene=augustus_masked-SAKL0E-processed-gene-10.12&CDS=1-3321	YNL163C
2192	OG0002192	augustus_masked-SAKL0E-processed-gene-10.13-mRNA-1_1&gene=augustus_masked-SAKL0E-processed-gene-10.13&CDS=1-981	YNL164C
2193	OG0002193	augustus_masked-SAKL0E-processed-gene-10.14-mRNA-1_1&gene=augustus_masked-SAKL0E-processed-gene-10.14&CDS=1-786	YHR143W
2194	OG0002194	augustus_masked-SAKL0E-processed-gene-10.15-mRNA-1_1&gene=augustus_masked-SAKL0E-processed-gene-10.15&CDS=1-1182	YNL166C
2195	OG0002195	augustus_masked-SAKL0E-processed-gene-10.16-mRNA-1_1&gene=augustus_masked-SAKL0E-processed-gene-10.16&CDS=1-210	YHR143W-A
2196	OG0002196	snap_masked-SAKL0E-processed-gene-10.74-mRNA-1_1&gene=snap_masked-SAKL0E-processed-gene-10.74&CDS=1-1668	YNL167C
2197	OG0002197	genemark-SAKL0E-processed-gene-10.127-mRNA-1_1&gene=genemark-SAKL0E-processed-gene-10.127&CDS=1-780	YNL168C
2198	OG0002198	augustus_masked-SAKL0E-processed-gene-10.40-mRNA-1_1&gene=augustus_masked-SAKL0E-processed-gene-10.40&CDS=1-987	YHR144C
2199	OG0002199	augustus_masked-SAKL0E-processed-gene-10.18-mRNA-1_1&gene=augustus_masked-SAKL0E-processed-gene-10.18&CDS=1-1467	YNL169C
2200	OG0002200	augustus_masked-SAKL0E-processed-gene-10.41-mRNA-1_1&gene=augustus_masked-SAKL0E-processed-gene-10.41&CDS=1-5019	YNL172W
2201	OG0002201	augustus_masked-SAKL0E-processed-gene-10.20-mRNA-1_1&gene=augustus_masked-SAKL0E-processed-gene-10.20&CDS=1-1188	YNL175C
2202	OG0002202	augustus_masked-SAKL0E-processed-gene-10.22-mRNA-1_1&gene=augustus_masked-SAKL0E-processed-gene-10.22&CDS=1-912	YNL177C
2203	OG0002203	augustus_masked-SAKL0E-processed-gene-10.42-mRNA-1_1&gene=augustus_masked-SAKL0E-processed-gene-10.42&CDS=1-594	YDL212W
2204	OG0002204	augustus_masked-SAKL0E-processed-gene-10.43-mRNA-1_1&gene=augustus_masked-SAKL0E-processed-gene-10.43&CDS=1-744	YNL178W
2205	OG0002205	augustus_masked-SAKL0E-processed-gene-10.23-mRNA-1_1&gene=augustus_masked-SAKL0E-processed-gene-10.23&CDS=1-783	YNL180C
2206	OG0002206	augustus_masked-SAKL0E-processed-gene-10.44-mRNA-1_1&gene=augustus_masked-SAKL0E-processed-gene-10.44&CDS=1-1170	YNL181W
2207	OG0002207	augustus_masked-SAKL0E-processed-gene-10.24-mRNA-1_1&gene=augustus_masked-SAKL0E-processed-gene-10.24&CDS=1-1578	YNL182C
2208	OG0002208	augustus_masked-SAKL0E-processed-gene-10.25-mRNA-1_1&gene=augustus_masked-SAKL0E-processed-gene-10.25&CDS=1-636	YDL213C
2209	OG0002209	augustus_masked-SAKL0E-processed-gene-10.26-mRNA-1_1&gene=augustus_masked-SAKL0E-processed-gene-10.26&CDS=1-2217	YNL183C
2210	OG0002210	augustus_masked-SAKL0E-processed-gene-10.27-mRNA-1_1&gene=augustus_masked-SAKL0E-processed-gene-10.27&CDS=1-447	YNL185C
2211	OG0002211	augustus_masked-SAKL0E-processed-gene-10.45-mRNA-1_1&gene=augustus_masked-SAKL0E-processed-gene-10.45&CDS=1-2217	YNL186W
2212	OG0002212	augustus_masked-SAKL0E-processed-gene-10.28-mRNA-1_1&gene=augustus_masked-SAKL0E-processed-gene-10.28&CDS=1-3108	YDL215C
2213	OG0002213	snap_masked-SAKL0E-processed-gene-10.85-mRNA-1_1&gene=snap_masked-SAKL0E-processed-gene-10.85&CDS=1-1239	YDL216C
2214	OG0002214	augustus_masked-SAKL0E-processed-gene-10.46-mRNA-1_1&gene=augustus_masked-SAKL0E-processed-gene-10.46&CDS=1-1236	YNL187W
2215	OG0002215	augustus_masked-SAKL0E-processed-gene-10.30-mRNA-1_1&gene=augustus_masked-SAKL0E-processed-gene-10.30&CDS=1-588	YDL217C
2216	OG0002216	snap_masked-SAKL0E-processed-gene-10.105-mRNA-1_1&gene=snap_masked-SAKL0E-processed-gene-10.105&CDS=1-714	YNL188W
2217	OG0002217	augustus_masked-SAKL0E-processed-gene-10.47-mRNA-1_1&gene=augustus_masked-SAKL0E-processed-gene-10.47&CDS=1-1623	YNL189W
2218	OG0002218	augustus_masked-SAKL0E-processed-gene-11.186-mRNA-1_1&gene=augustus_masked-SAKL0E-processed-gene-11.186&CDS=1-1068	YNL191W
2219	OG0002219	maker-SAKL0E-augustus-gene-11.274-mRNA-1_1&gene=maker-SAKL0E-augustus-gene-11.274&CDS=1-456	YDL219W
