	OrthologID	Saccharomyces_cerevisiae	yHMPu5000035046_Barnettozyma_populi
1394	OG0001394	YFL038C	snap_masked-NODE_2_length_837960_cov_13.6015_ID_4467-processed-gene-2.114-mRNA-1_1&gene=snap_masked-NODE_2_length_837960_cov_13.6015_ID_4467-processed-gene-2.114&CDS=1-615
1395	OG0001395	YFL039C	snap_masked-NODE_1_length_973885_cov_13.6909_ID_9548-processed-gene-7.88-mRNA-1_1&gene=snap_masked-NODE_1_length_973885_cov_13.6909_ID_9548-processed-gene-7.88&CDS=1-1128
1396	OG0001396	YFL040W	genemark-NODE_22_length_135631_cov_14.9371_ID_10957-processed-gene-0.47-mRNA-1_1&gene=genemark-NODE_22_length_135631_cov_14.9371_ID_10957-processed-gene-0.47&CDS=1-1992
1397	OG0001397	YFL042C	snap_masked-NODE_5_length_542823_cov_13.5992_ID_6818-processed-gene-4.129-mRNA-1_1&gene=snap_masked-NODE_5_length_542823_cov_13.5992_ID_6818-processed-gene-4.129&CDS=1-2502
1398	OG0001398	YFL044C	snap_masked-NODE_7_length_436048_cov_13.5576_ID_3675-processed-gene-1.155-mRNA-1_1&gene=snap_masked-NODE_7_length_436048_cov_13.5576_ID_3675-processed-gene-1.155&CDS=1-990
1399	OG0001399	YFL045C	snap_masked-NODE_7_length_436048_cov_13.5576_ID_3675-processed-gene-1.125-mRNA-1_1&gene=snap_masked-NODE_7_length_436048_cov_13.5576_ID_3675-processed-gene-1.125&CDS=1-750
1400	OG0001400	YFL046W	snap_masked-NODE_7_length_436048_cov_13.5576_ID_3675-processed-gene-1.124-mRNA-1_1&gene=snap_masked-NODE_7_length_436048_cov_13.5576_ID_3675-processed-gene-1.124&CDS=1-561
1401	OG0001401	YFL049W	augustus_masked-NODE_12_length_355611_cov_14.0207_ID_12396-processed-gene-2.196-mRNA-1_1&gene=augustus_masked-NODE_12_length_355611_cov_14.0207_ID_12396-processed-gene-2.196&CDS=1-1983
1402	OG0001402	YFL055W	maker-NODE_5_length_542823_cov_13.5992_ID_6818-augustus-gene-4.4-mRNA-1_1&gene=maker-NODE_5_length_542823_cov_13.5992_ID_6818-augustus-gene-4.4&CDS=1-2880
1403	OG0001403	YFR001W	snap_masked-NODE_25_length_128994_cov_14.253_ID_6542-processed-gene-0.110-mRNA-1_1&gene=snap_masked-NODE_25_length_128994_cov_14.253_ID_6542-processed-gene-0.110&CDS=1-615
1404	OG0001404	YFR002W	snap_masked-NODE_16_length_246544_cov_13.5549_ID_4550-processed-gene-0.64-mRNA-1_1&gene=snap_masked-NODE_16_length_246544_cov_13.5549_ID_4550-processed-gene-0.64&CDS=1-2526
1405	OG0001405	YFR005C	snap_masked-NODE_4_length_548769_cov_13.6504_ID_5975-processed-gene-0.58-mRNA-1_1&gene=snap_masked-NODE_4_length_548769_cov_13.6504_ID_5975-processed-gene-0.58&CDS=1-1392
1406	OG0001406	YFR006W	snap_masked-NODE_15_length_296595_cov_15.8974_ID_8048-processed-gene-1.175-mRNA-1_1&gene=snap_masked-NODE_15_length_296595_cov_15.8974_ID_8048-processed-gene-1.175&CDS=1-1404
1407	OG0001407	YFR007W	genemark-NODE_10_length_390696_cov_13.4103_ID_14589-processed-gene-1.161-mRNA-1_1&gene=genemark-NODE_10_length_390696_cov_13.4103_ID_14589-processed-gene-1.161&CDS=1-1098
1408	OG0001408	YFR009W	snap_masked-NODE_18_length_175216_cov_17.4278_ID_3642-processed-gene-0.196-mRNA-1_1&gene=snap_masked-NODE_18_length_175216_cov_17.4278_ID_3642-processed-gene-0.196&CDS=1-2259
1409	OG0001409	YFR010W	snap_masked-NODE_1_length_973885_cov_13.6909_ID_9548-processed-gene-3.9-mRNA-1_1&gene=snap_masked-NODE_1_length_973885_cov_13.6909_ID_9548-processed-gene-3.9&CDS=1-1419
1410	OG0001410	YFR011C	snap_masked-NODE_1_length_973885_cov_13.6909_ID_9548-processed-gene-3.25-mRNA-1_1&gene=snap_masked-NODE_1_length_973885_cov_13.6909_ID_9548-processed-gene-3.25&CDS=1-453
1411	OG0001411	YFR015C	snap_masked-NODE_3_length_802383_cov_13.3796_ID_5639-processed-gene-4.135-mRNA-1_1&gene=snap_masked-NODE_3_length_802383_cov_13.3796_ID_5639-processed-gene-4.135&CDS=1-2052
1412	OG0001412	YFR016C	snap_masked-NODE_2_length_837960_cov_13.6015_ID_4467-processed-gene-6.135-mRNA-1_1&gene=snap_masked-NODE_2_length_837960_cov_13.6015_ID_4467-processed-gene-6.135&CDS=1-2376
1413	OG0001413	YFR018C	snap_masked-NODE_38_length_74825_cov_21.3641_ID_15611-processed-gene-0.73-mRNA-1_1&gene=snap_masked-NODE_38_length_74825_cov_21.3641_ID_15611-processed-gene-0.73&CDS=1-891
1414	OG0001414	YFR019W	snap_masked-NODE_38_length_74825_cov_21.3641_ID_15611-processed-gene-0.71-mRNA-1_1&gene=snap_masked-NODE_38_length_74825_cov_21.3641_ID_15611-processed-gene-0.71&CDS=1-5796
1415	OG0001415	YFR021W	snap_masked-NODE_1_length_973885_cov_13.6909_ID_9548-processed-gene-3.7-mRNA-1_1&gene=snap_masked-NODE_1_length_973885_cov_13.6909_ID_9548-processed-gene-3.7&CDS=1-1563
1416	OG0001416	YFR024C-A	snap_masked-NODE_42_length_63641_cov_12.3529_ID_6879-processed-gene-0.73-mRNA-1_1&gene=snap_masked-NODE_42_length_63641_cov_12.3529_ID_6879-processed-gene-0.73&CDS=1-1287
1417	OG0001417	YFR025C	snap_masked-NODE_1_length_973885_cov_13.6909_ID_9548-processed-gene-2.79-mRNA-1_1&gene=snap_masked-NODE_1_length_973885_cov_13.6909_ID_9548-processed-gene-2.79&CDS=1-963
1418	OG0001418	YFR027W	genemark-NODE_38_length_74825_cov_21.3641_ID_15611-processed-gene-0.94-mRNA-1_1&gene=genemark-NODE_38_length_74825_cov_21.3641_ID_15611-processed-gene-0.94&CDS=1-804
1419	OG0001419	YFR028C	snap_masked-NODE_28_length_121155_cov_19.7107_ID_7522-processed-gene-0.31-mRNA-1_1&gene=snap_masked-NODE_28_length_121155_cov_19.7107_ID_7522-processed-gene-0.31&CDS=1-1581
1420	OG0001420	YFR029W	snap_masked-NODE_21_length_141519_cov_13.6719_ID_5944-processed-gene-0.89-mRNA-1_1&gene=snap_masked-NODE_21_length_141519_cov_13.6719_ID_5944-processed-gene-0.89&CDS=1-2340
1421	OG0001421	YFR030W	snap_masked-NODE_33_length_98008_cov_13.4306_ID_6337-processed-gene-0.33-mRNA-1_1&gene=snap_masked-NODE_33_length_98008_cov_13.4306_ID_6337-processed-gene-0.33&CDS=1-3183
1422	OG0001422	YFR031C	augustus_masked-NODE_33_length_98008_cov_13.4306_ID_6337-processed-gene-0.59-mRNA-1_1&gene=augustus_masked-NODE_33_length_98008_cov_13.4306_ID_6337-processed-gene-0.59&CDS=1-5157
1423	OG0001423	YFR032C	snap_masked-NODE_33_length_98008_cov_13.4306_ID_6337-processed-gene-0.3-mRNA-1_1&gene=snap_masked-NODE_33_length_98008_cov_13.4306_ID_6337-processed-gene-0.3&CDS=1-1008
1424	OG0001424	YFR034C	snap_masked-NODE_7_length_436048_cov_13.5576_ID_3675-processed-gene-3.121-mRNA-1_1&gene=snap_masked-NODE_7_length_436048_cov_13.5576_ID_3675-processed-gene-3.121&CDS=1-1641
1425	OG0001425	YFR038W	augustus_masked-NODE_17_length_197664_cov_17.9682_ID_4252-processed-gene-0.95-mRNA-1_1&gene=augustus_masked-NODE_17_length_197664_cov_17.9682_ID_4252-processed-gene-0.95&CDS=1-2604
1426	OG0001426	YFR041C	snap_masked-NODE_1_length_973885_cov_13.6909_ID_9548-processed-gene-0.93-mRNA-1_1&gene=snap_masked-NODE_1_length_973885_cov_13.6909_ID_9548-processed-gene-0.93&CDS=1-855
1427	OG0001427	YFR044C	snap_masked-NODE_1_length_973885_cov_13.6909_ID_9548-processed-gene-0.86-mRNA-1_1&gene=snap_masked-NODE_1_length_973885_cov_13.6909_ID_9548-processed-gene-0.86&CDS=1-1434
1428	OG0001428	YFR045W	snap_masked-NODE_2_length_837960_cov_13.6015_ID_4467-processed-gene-1.44-mRNA-1_1&gene=snap_masked-NODE_2_length_837960_cov_13.6015_ID_4467-processed-gene-1.44&CDS=1-1062
1429	OG0001429	YFR047C	snap_masked-NODE_38_length_74825_cov_21.3641_ID_15611-processed-gene-0.41-mRNA-1_1&gene=snap_masked-NODE_38_length_74825_cov_21.3641_ID_15611-processed-gene-0.41&CDS=1-891
1430	OG0001430	YFR048W	genemark-NODE_6_length_529108_cov_14.9201_ID_7630-processed-gene-3.48-mRNA-1_1&gene=genemark-NODE_6_length_529108_cov_14.9201_ID_7630-processed-gene-3.48&CDS=1-1641
1431	OG0001431	YFR049W	snap_masked-NODE_4_length_548769_cov_13.6504_ID_5975-processed-gene-4.152-mRNA-1_1&gene=snap_masked-NODE_4_length_548769_cov_13.6504_ID_5975-processed-gene-4.152&CDS=1-330
1432	OG0001432	YFR050C	snap_masked-NODE_4_length_548769_cov_13.6504_ID_5975-processed-gene-4.151-mRNA-1_1&gene=snap_masked-NODE_4_length_548769_cov_13.6504_ID_5975-processed-gene-4.151&CDS=1-798
1433	OG0001433	YFR051C	snap_masked-NODE_4_length_548769_cov_13.6504_ID_5975-processed-gene-4.118-mRNA-1_1&gene=snap_masked-NODE_4_length_548769_cov_13.6504_ID_5975-processed-gene-4.118&CDS=1-1566
1434	OG0001434	YFR052W	snap_masked-NODE_3_length_802383_cov_13.3796_ID_5639-processed-gene-0.129-mRNA-1_1&gene=snap_masked-NODE_3_length_802383_cov_13.3796_ID_5639-processed-gene-0.129&CDS=1-861
1435	OG0001435	YGL001C	snap_masked-NODE_7_length_436048_cov_13.5576_ID_3675-processed-gene-0.57-mRNA-1_1&gene=snap_masked-NODE_7_length_436048_cov_13.5576_ID_3675-processed-gene-0.57&CDS=1-1056
1436	OG0001436	YGL003C	augustus_masked-NODE_21_length_141519_cov_13.6719_ID_5944-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-NODE_21_length_141519_cov_13.6719_ID_5944-processed-gene-0.11&CDS=1-2739
1437	OG0001437	YGL004C	snap_masked-NODE_7_length_436048_cov_13.5576_ID_3675-processed-gene-0.60-mRNA-1_1&gene=snap_masked-NODE_7_length_436048_cov_13.5576_ID_3675-processed-gene-0.60&CDS=1-1191
1438	OG0001438	YGL005C	augustus_masked-NODE_7_length_436048_cov_13.5576_ID_3675-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-NODE_7_length_436048_cov_13.5576_ID_3675-processed-gene-0.17&CDS=1-924
1439	OG0001439	YGL006W	snap_masked-NODE_7_length_436048_cov_13.5576_ID_3675-processed-gene-0.44-mRNA-1_1&gene=snap_masked-NODE_7_length_436048_cov_13.5576_ID_3675-processed-gene-0.44&CDS=1-3606
1440	OG0001440	YGL008C	snap_masked-NODE_27_length_122749_cov_14.1654_ID_4933-processed-gene-0.143-mRNA-1_1&gene=snap_masked-NODE_27_length_122749_cov_14.1654_ID_4933-processed-gene-0.143&CDS=1-2694
1441	OG0001441	YGL009C	snap_masked-NODE_10_length_390696_cov_13.4103_ID_14589-processed-gene-1.8-mRNA-1_1&gene=snap_masked-NODE_10_length_390696_cov_13.4103_ID_14589-processed-gene-1.8&CDS=1-2352
1442	OG0001442	YGL010W	snap_masked-NODE_5_length_542823_cov_13.5992_ID_6818-processed-gene-2.80-mRNA-1_1&gene=snap_masked-NODE_5_length_542823_cov_13.5992_ID_6818-processed-gene-2.80&CDS=1-522
1443	OG0001443	YGL011C	snap_masked-NODE_12_length_355611_cov_14.0207_ID_12396-processed-gene-0.61-mRNA-1_1&gene=snap_masked-NODE_12_length_355611_cov_14.0207_ID_12396-processed-gene-0.61&CDS=1-732
1444	OG0001444	YGL012W	snap_masked-NODE_5_length_542823_cov_13.5992_ID_6818-processed-gene-1.91-mRNA-1_1&gene=snap_masked-NODE_5_length_542823_cov_13.5992_ID_6818-processed-gene-1.91&CDS=1-1359
1445	OG0001445	YGL014W	snap_masked-NODE_27_length_122749_cov_14.1654_ID_4933-processed-gene-0.144-mRNA-1_1&gene=snap_masked-NODE_27_length_122749_cov_14.1654_ID_4933-processed-gene-0.144&CDS=1-2139
1446	OG0001446	YGL016W	genemark-NODE_7_length_436048_cov_13.5576_ID_3675-processed-gene-0.105-mRNA-1_1&gene=genemark-NODE_7_length_436048_cov_13.5576_ID_3675-processed-gene-0.105&CDS=1-3069
1447	OG0001447	YGL017W	augustus_masked-NODE_5_length_542823_cov_13.5992_ID_6818-processed-gene-2.27-mRNA-1_1&gene=augustus_masked-NODE_5_length_542823_cov_13.5992_ID_6818-processed-gene-2.27&CDS=1-1284
1448	OG0001448	YGL018C	snap_masked-NODE_5_length_542823_cov_13.5992_ID_6818-processed-gene-2.113-mRNA-1_1&gene=snap_masked-NODE_5_length_542823_cov_13.5992_ID_6818-processed-gene-2.113&CDS=1-591
1449	OG0001449	YGL019W	snap_masked-NODE_5_length_542823_cov_13.5992_ID_6818-processed-gene-2.83-mRNA-1_1&gene=snap_masked-NODE_5_length_542823_cov_13.5992_ID_6818-processed-gene-2.83&CDS=1-726
1450	OG0001450	YGL020C	snap_masked-NODE_5_length_542823_cov_13.5992_ID_6818-processed-gene-2.112-mRNA-1_1&gene=snap_masked-NODE_5_length_542823_cov_13.5992_ID_6818-processed-gene-2.112&CDS=1-606
1451	OG0001451	YGL022W	snap_masked-NODE_12_length_355611_cov_14.0207_ID_12396-processed-gene-0.80-mRNA-1_1&gene=snap_masked-NODE_12_length_355611_cov_14.0207_ID_12396-processed-gene-0.80&CDS=1-2187
1452	OG0001452	YGL026C	snap_masked-NODE_34_length_93528_cov_12.5073_ID_5348-processed-gene-0.18-mRNA-1_1&gene=snap_masked-NODE_34_length_93528_cov_12.5073_ID_5348-processed-gene-0.18&CDS=1-2085
1453	OG0001453	YGL027C	snap_masked-NODE_11_length_366296_cov_13.8376_ID_4100-processed-gene-0.34-mRNA-1_1&gene=snap_masked-NODE_11_length_366296_cov_13.8376_ID_4100-processed-gene-0.34&CDS=1-2439
1454	OG0001454	YGL028C	snap_masked-NODE_11_length_366296_cov_13.8376_ID_4100-processed-gene-0.32-mRNA-1_1&gene=snap_masked-NODE_11_length_366296_cov_13.8376_ID_4100-processed-gene-0.32&CDS=1-1488
1455	OG0001455	YGL030W	genemark-NODE_11_length_366296_cov_13.8376_ID_4100-processed-gene-0.108-mRNA-1_1&gene=genemark-NODE_11_length_366296_cov_13.8376_ID_4100-processed-gene-0.108&CDS=1-315
1456	OG0001456	YGL033W	maker-NODE_11_length_366296_cov_13.8376_ID_4100-snap-gene-0.55-mRNA-1_1&gene=maker-NODE_11_length_366296_cov_13.8376_ID_4100-snap-gene-0.55&CDS=1-654
1457	OG0001457	YGL036W	augustus_masked-NODE_7_length_436048_cov_13.5576_ID_3675-processed-gene-0.22-mRNA-1_1&gene=augustus_masked-NODE_7_length_436048_cov_13.5576_ID_3675-processed-gene-0.22&CDS=1-2844
1458	OG0001458	YGL037C	snap_masked-NODE_7_length_436048_cov_13.5576_ID_3675-processed-gene-0.50-mRNA-1_1&gene=snap_masked-NODE_7_length_436048_cov_13.5576_ID_3675-processed-gene-0.50&CDS=1-681
1459	OG0001459	YGL040C	snap_masked-NODE_13_length_355277_cov_14.0586_ID_7157-processed-gene-2.262-mRNA-1_1&gene=snap_masked-NODE_13_length_355277_cov_14.0586_ID_7157-processed-gene-2.262&CDS=1-1020
1460	OG0001460	YGL043W	maker-NODE_30_length_117652_cov_15.2091_ID_5561-snap-gene-0.60-mRNA-1_1&gene=maker-NODE_30_length_117652_cov_15.2091_ID_5561-snap-gene-0.60&CDS=1-891
1461	OG0001461	YGL044C	snap_masked-NODE_14_length_343773_cov_16.2165_ID_3838-processed-gene-0.81-mRNA-1_1&gene=snap_masked-NODE_14_length_343773_cov_16.2165_ID_3838-processed-gene-0.81&CDS=1-786
1462	OG0001462	YGL045W	snap_masked-NODE_7_length_436048_cov_13.5576_ID_3675-processed-gene-0.72-mRNA-1_1&gene=snap_masked-NODE_7_length_436048_cov_13.5576_ID_3675-processed-gene-0.72&CDS=1-2148
1463	OG0001463	YGL047W	snap_masked-NODE_8_length_421371_cov_15.4557_ID_6383-processed-gene-3.98-mRNA-1_1&gene=snap_masked-NODE_8_length_421371_cov_15.4557_ID_6383-processed-gene-3.98&CDS=1-546
1464	OG0001464	YGL048C	snap_masked-NODE_8_length_421371_cov_15.4557_ID_6383-processed-gene-3.128-mRNA-1_1&gene=snap_masked-NODE_8_length_421371_cov_15.4557_ID_6383-processed-gene-3.128&CDS=1-1188
1465	OG0001465	YGL050W	snap_masked-NODE_21_length_141519_cov_13.6719_ID_5944-processed-gene-0.82-mRNA-1_1&gene=snap_masked-NODE_21_length_141519_cov_13.6719_ID_5944-processed-gene-0.82&CDS=1-783
1466	OG0001466	YGL055W	snap_masked-NODE_14_length_343773_cov_16.2165_ID_3838-processed-gene-2.207-mRNA-1_1&gene=snap_masked-NODE_14_length_343773_cov_16.2165_ID_3838-processed-gene-2.207&CDS=1-1446
1467	OG0001467	YGL058W	maker-NODE_7_length_436048_cov_13.5576_ID_3675-snap-gene-3.0-mRNA-1_1&gene=maker-NODE_7_length_436048_cov_13.5576_ID_3675-snap-gene-3.0&CDS=1-498
1468	OG0001468	YGL059W	snap_masked-NODE_7_length_436048_cov_13.5576_ID_3675-processed-gene-3.132-mRNA-1_1&gene=snap_masked-NODE_7_length_436048_cov_13.5576_ID_3675-processed-gene-3.132&CDS=1-1425
1469	OG0001469	YGL064C	snap_masked-NODE_15_length_296595_cov_15.8974_ID_8048-processed-gene-1.126-mRNA-1_1&gene=snap_masked-NODE_15_length_296595_cov_15.8974_ID_8048-processed-gene-1.126&CDS=1-1674
1470	OG0001470	YGL065C	snap_masked-NODE_15_length_296595_cov_15.8974_ID_8048-processed-gene-1.120-mRNA-1_1&gene=snap_masked-NODE_15_length_296595_cov_15.8974_ID_8048-processed-gene-1.120&CDS=1-1476
1471	OG0001471	YGL066W	snap_masked-NODE_15_length_296595_cov_15.8974_ID_8048-processed-gene-1.162-mRNA-1_1&gene=snap_masked-NODE_15_length_296595_cov_15.8974_ID_8048-processed-gene-1.162&CDS=1-1626
1472	OG0001472	YGL068W	snap_masked-NODE_5_length_542823_cov_13.5992_ID_6818-processed-gene-3.155-mRNA-1_1&gene=snap_masked-NODE_5_length_542823_cov_13.5992_ID_6818-processed-gene-3.155&CDS=1-471
1473	OG0001473	YGL070C	snap_masked-NODE_5_length_542823_cov_13.5992_ID_6818-processed-gene-3.131-mRNA-1_1&gene=snap_masked-NODE_5_length_542823_cov_13.5992_ID_6818-processed-gene-3.131&CDS=1-357
1474	OG0001474	YGL075C	snap_masked-NODE_10_length_390696_cov_13.4103_ID_14589-processed-gene-2.209-mRNA-1_1&gene=snap_masked-NODE_10_length_390696_cov_13.4103_ID_14589-processed-gene-2.209&CDS=1-1017
1475	OG0001475	YGL078C	snap_masked-NODE_10_length_390696_cov_13.4103_ID_14589-processed-gene-1.25-mRNA-1_1&gene=snap_masked-NODE_10_length_390696_cov_13.4103_ID_14589-processed-gene-1.25&CDS=1-1563
1476	OG0001476	YGL079W	snap_masked-NODE_10_length_390696_cov_13.4103_ID_14589-processed-gene-1.53-mRNA-1_1&gene=snap_masked-NODE_10_length_390696_cov_13.4103_ID_14589-processed-gene-1.53&CDS=1-546
1477	OG0001477	YGL080W	snap_masked-NODE_10_length_390696_cov_13.4103_ID_14589-processed-gene-1.54-mRNA-1_1&gene=snap_masked-NODE_10_length_390696_cov_13.4103_ID_14589-processed-gene-1.54&CDS=1-390
1478	OG0001478	YGL083W	snap_masked-NODE_21_length_141519_cov_13.6719_ID_5944-processed-gene-0.103-mRNA-1_1&gene=snap_masked-NODE_21_length_141519_cov_13.6719_ID_5944-processed-gene-0.103&CDS=1-2514
1479	OG0001479	YGL084C	snap_masked-NODE_9_length_416299_cov_13.227_ID_6419-processed-gene-0.136-mRNA-1_1&gene=snap_masked-NODE_9_length_416299_cov_13.227_ID_6419-processed-gene-0.136&CDS=1-1737
1480	OG0001480	YGL085W	snap_masked-NODE_9_length_416299_cov_13.227_ID_6419-processed-gene-0.113-mRNA-1_1&gene=snap_masked-NODE_9_length_416299_cov_13.227_ID_6419-processed-gene-0.113&CDS=1-699
1481	OG0001481	YGL086W	snap_masked-NODE_9_length_416299_cov_13.227_ID_6419-processed-gene-0.112-mRNA-1_1&gene=snap_masked-NODE_9_length_416299_cov_13.227_ID_6419-processed-gene-0.112&CDS=1-2007
1482	OG0001482	YGL087C	snap_masked-NODE_9_length_416299_cov_13.227_ID_6419-processed-gene-0.135-mRNA-1_1&gene=snap_masked-NODE_9_length_416299_cov_13.227_ID_6419-processed-gene-0.135&CDS=1-417
1483	OG0001483	YGL091C	snap_masked-NODE_9_length_416299_cov_13.227_ID_6419-processed-gene-1.56-mRNA-1_1&gene=snap_masked-NODE_9_length_416299_cov_13.227_ID_6419-processed-gene-1.56&CDS=1-981
1484	OG0001484	YGL092W	snap_masked-NODE_9_length_416299_cov_13.227_ID_6419-processed-gene-1.75-mRNA-1_1&gene=snap_masked-NODE_9_length_416299_cov_13.227_ID_6419-processed-gene-1.75&CDS=1-4359
1485	OG0001485	YGL094C	maker-NODE_6_length_529108_cov_14.9201_ID_7630-snap-gene-4.227-mRNA-1_1&gene=maker-NODE_6_length_529108_cov_14.9201_ID_7630-snap-gene-4.227&CDS=1-3279
1486	OG0001486	YGL095C	snap_masked-NODE_6_length_529108_cov_14.9201_ID_7630-processed-gene-4.143-mRNA-1_1&gene=snap_masked-NODE_6_length_529108_cov_14.9201_ID_7630-processed-gene-4.143&CDS=1-1851
1487	OG0001487	YGL097W	snap_masked-NODE_8_length_421371_cov_15.4557_ID_6383-processed-gene-1.30-mRNA-1_1&gene=snap_masked-NODE_8_length_421371_cov_15.4557_ID_6383-processed-gene-1.30&CDS=1-1431
1488	OG0001488	YGL098W	snap_masked-NODE_30_length_117652_cov_15.2091_ID_5561-processed-gene-0.134-mRNA-1_1&gene=snap_masked-NODE_30_length_117652_cov_15.2091_ID_5561-processed-gene-0.134&CDS=1-642
1489	OG0001489	YGL099W	genemark-NODE_9_length_416299_cov_13.227_ID_6419-processed-gene-0.11-mRNA-1_1&gene=genemark-NODE_9_length_416299_cov_13.227_ID_6419-processed-gene-0.11&CDS=1-1869
1490	OG0001490	YGL100W	maker-NODE_3_length_802383_cov_13.3796_ID_5639-augustus-gene-7.65-mRNA-1_1&gene=maker-NODE_3_length_802383_cov_13.3796_ID_5639-augustus-gene-7.65&CDS=1-2178
1491	OG0001491	YGL106W	genemark-NODE_3_length_802383_cov_13.3796_ID_5639-processed-gene-7.13-mRNA-1_1&gene=genemark-NODE_3_length_802383_cov_13.3796_ID_5639-processed-gene-7.13&CDS=1-429
1492	OG0001492	YGL110C	snap_masked-NODE_3_length_802383_cov_13.3796_ID_5639-processed-gene-7.152-mRNA-1_1&gene=snap_masked-NODE_3_length_802383_cov_13.3796_ID_5639-processed-gene-7.152&CDS=1-1785
1493	OG0001493	YGL112C	snap_masked-NODE_11_length_366296_cov_13.8376_ID_4100-processed-gene-0.23-mRNA-1_1&gene=snap_masked-NODE_11_length_366296_cov_13.8376_ID_4100-processed-gene-0.23&CDS=1-1518
1494	OG0001494	YGL113W	snap_masked-NODE_11_length_366296_cov_13.8376_ID_4100-processed-gene-0.46-mRNA-1_1&gene=snap_masked-NODE_11_length_366296_cov_13.8376_ID_4100-processed-gene-0.46&CDS=1-2034
1495	OG0001495	YGL114W	augustus_masked-NODE_11_length_366296_cov_13.8376_ID_4100-processed-gene-1.13-mRNA-1_1&gene=augustus_masked-NODE_11_length_366296_cov_13.8376_ID_4100-processed-gene-1.13&CDS=1-1995
1496	OG0001496	YGL115W	snap_masked-NODE_11_length_366296_cov_13.8376_ID_4100-processed-gene-1.58-mRNA-1_1&gene=snap_masked-NODE_11_length_366296_cov_13.8376_ID_4100-processed-gene-1.58&CDS=1-1008
1497	OG0001497	YGL116W	snap_masked-NODE_11_length_366296_cov_13.8376_ID_4100-processed-gene-1.57-mRNA-1_1&gene=snap_masked-NODE_11_length_366296_cov_13.8376_ID_4100-processed-gene-1.57&CDS=1-1461
1498	OG0001498	YGL119W	snap_masked-NODE_5_length_542823_cov_13.5992_ID_6818-processed-gene-0.86-mRNA-1_1&gene=snap_masked-NODE_5_length_542823_cov_13.5992_ID_6818-processed-gene-0.86&CDS=1-1629
1499	OG0001499	YGL122C	snap_masked-NODE_5_length_542823_cov_13.5992_ID_6818-processed-gene-2.116-mRNA-1_1&gene=snap_masked-NODE_5_length_542823_cov_13.5992_ID_6818-processed-gene-2.116&CDS=1-1344
1500	OG0001500	YGL123W	snap_masked-NODE_5_length_542823_cov_13.5992_ID_6818-processed-gene-2.90-mRNA-1_1&gene=snap_masked-NODE_5_length_542823_cov_13.5992_ID_6818-processed-gene-2.90&CDS=1-777
1501	OG0001501	YGL124C	snap_masked-NODE_6_length_529108_cov_14.9201_ID_7630-processed-gene-4.149-mRNA-1_1&gene=snap_masked-NODE_6_length_529108_cov_14.9201_ID_7630-processed-gene-4.149&CDS=1-1605
1502	OG0001502	YGL125W	genemark-NODE_2_length_837960_cov_13.6015_ID_4467-processed-gene-0.106-mRNA-1_1&gene=genemark-NODE_2_length_837960_cov_13.6015_ID_4467-processed-gene-0.106&CDS=1-5946
1503	OG0001503	YGL126W	snap_masked-NODE_4_length_548769_cov_13.6504_ID_5975-processed-gene-2.24-mRNA-1_1&gene=snap_masked-NODE_4_length_548769_cov_13.6504_ID_5975-processed-gene-2.24&CDS=1-897
1504	OG0001504	YGL127C	snap_masked-NODE_4_length_548769_cov_13.6504_ID_5975-processed-gene-2.47-mRNA-1_1&gene=snap_masked-NODE_4_length_548769_cov_13.6504_ID_5975-processed-gene-2.47&CDS=1-438
1505	OG0001505	YGL129C	snap_masked-NODE_15_length_296595_cov_15.8974_ID_8048-processed-gene-1.164-mRNA-1_1&gene=snap_masked-NODE_15_length_296595_cov_15.8974_ID_8048-processed-gene-1.164&CDS=1-1272
1506	OG0001506	YGL130W	snap_masked-NODE_15_length_296595_cov_15.8974_ID_8048-processed-gene-1.123-mRNA-1_1&gene=snap_masked-NODE_15_length_296595_cov_15.8974_ID_8048-processed-gene-1.123&CDS=1-1386
1507	OG0001507	YGL131C	snap_masked-NODE_15_length_296595_cov_15.8974_ID_8048-processed-gene-1.166-mRNA-1_1&gene=snap_masked-NODE_15_length_296595_cov_15.8974_ID_8048-processed-gene-1.166&CDS=1-4035
1508	OG0001508	YGL133W	genemark-NODE_15_length_296595_cov_15.8974_ID_8048-processed-gene-1.22-mRNA-1_1&gene=genemark-NODE_15_length_296595_cov_15.8974_ID_8048-processed-gene-1.22&CDS=1-3264
1509	OG0001509	YGL136C	maker-NODE_15_length_296595_cov_15.8974_ID_8048-augustus-gene-1.284-mRNA-1_1&gene=maker-NODE_15_length_296595_cov_15.8974_ID_8048-augustus-gene-1.284&CDS=1-864
1510	OG0001510	YGL137W	maker-NODE_15_length_296595_cov_15.8974_ID_8048-snap-gene-1.278-mRNA-1_1&gene=maker-NODE_15_length_296595_cov_15.8974_ID_8048-snap-gene-1.278&CDS=1-2553
1511	OG0001511	YGL140C	snap_masked-NODE_18_length_175216_cov_17.4278_ID_3642-processed-gene-0.174-mRNA-1_1&gene=snap_masked-NODE_18_length_175216_cov_17.4278_ID_3642-processed-gene-0.174&CDS=1-3138
1512	OG0001512	YGL141W	genemark-NODE_15_length_296595_cov_15.8974_ID_8048-processed-gene-1.13-mRNA-1_1&gene=genemark-NODE_15_length_296595_cov_15.8974_ID_8048-processed-gene-1.13&CDS=1-2898
