	OrthologID	Nakaseomyces_delphensis	Saccharomyces_cerevisiae
2295	OG0002295	snap_masked-NADE0S09-processed-gene-7.39-mRNA-1_1&gene=snap_masked-NADE0S09-processed-gene-7.39&CDS=1-1413	YGL172W
2296	OG0002296	snap_masked-NADE0S09-processed-gene-7.23-mRNA-1_1&gene=snap_masked-NADE0S09-processed-gene-7.23&CDS=1-4506	YGL173C
2297	OG0002297	snap_masked-NADE0S09-processed-gene-7.40-mRNA-1_1&gene=snap_masked-NADE0S09-processed-gene-7.40&CDS=1-696	YGL174W
2298	OG0002298	augustus_masked-NADE0S09-processed-gene-7.108-mRNA-1_1&gene=augustus_masked-NADE0S09-processed-gene-7.108&CDS=1-834	YGL175C
2299	OG0002299	augustus_masked-NADE0S09-processed-gene-7.109-mRNA-1_1&gene=augustus_masked-NADE0S09-processed-gene-7.109&CDS=1-1455	YGL176C
2300	OG0002300	snap_masked-NADE0S09-processed-gene-8.91-mRNA-1_1&gene=snap_masked-NADE0S09-processed-gene-8.91&CDS=1-2715	YGL178W
2301	OG0002301	snap_masked-NADE0S09-processed-gene-8.92-mRNA-1_1&gene=snap_masked-NADE0S09-processed-gene-8.92&CDS=1-2904	YGL180W
2302	OG0002302	snap_masked-NADE0S09-processed-gene-8.93-mRNA-1_1&gene=snap_masked-NADE0S09-processed-gene-8.93&CDS=1-1371	YGL181W
2303	OG0002303	augustus_masked-NADE0S09-processed-gene-8.0-mRNA-1_1&gene=augustus_masked-NADE0S09-processed-gene-8.0&CDS=1-672	YGL183C
2304	OG0002304	snap_masked-NADE0S09-processed-gene-8.94-mRNA-1_1&gene=snap_masked-NADE0S09-processed-gene-8.94&CDS=1-1356	YGL184C
2305	OG0002305	snap_masked-NADE0S09-processed-gene-8.95-mRNA-1_1&gene=snap_masked-NADE0S09-processed-gene-8.95&CDS=1-1179	YGL185C
2306	OG0002306	snap_masked-NADE0S09-processed-gene-8.96-mRNA-1_1&gene=snap_masked-NADE0S09-processed-gene-8.96&CDS=1-1848	YGL186C
2307	OG0002307	snap_masked-NADE0S09-processed-gene-8.97-mRNA-1_1&gene=snap_masked-NADE0S09-processed-gene-8.97&CDS=1-474	YGL187C
2308	OG0002308	snap_masked-NADE0S09-processed-gene-8.98-mRNA-1_1&gene=snap_masked-NADE0S09-processed-gene-8.98&CDS=1-1491	YGL190C
2309	OG0002309	snap_masked-NADE0S09-processed-gene-8.115-mRNA-1_1&gene=snap_masked-NADE0S09-processed-gene-8.115&CDS=1-384	YGL191W
2310	OG0002310	snap_masked-NADE0S09-processed-gene-8.117-mRNA-1_1&gene=snap_masked-NADE0S09-processed-gene-8.117&CDS=1-351	YBR085C-A
2311	OG0002311	snap_masked-NADE0S09-processed-gene-8.100-mRNA-1_1&gene=snap_masked-NADE0S09-processed-gene-8.100&CDS=1-423	YDR100W
2312	OG0002312	snap_masked-NADE0S09-processed-gene-8.118-mRNA-1_1&gene=snap_masked-NADE0S09-processed-gene-8.118&CDS=1-1764	YDR101C
2313	OG0002313	augustus_masked-NADE0S09-processed-gene-8.11-mRNA-1_1&gene=augustus_masked-NADE0S09-processed-gene-8.11&CDS=1-1875	YDR103W
2314	OG0002314	snap_masked-NADE0S09-processed-gene-8.119-mRNA-1_1&gene=snap_masked-NADE0S09-processed-gene-8.119&CDS=1-1431	YDR105C
2315	OG0002315	snap_masked-NADE0S09-processed-gene-8.120-mRNA-1_1&gene=snap_masked-NADE0S09-processed-gene-8.120&CDS=1-198	YER180C-A
2316	OG0002316	snap_masked-NADE0S09-processed-gene-8.121-mRNA-1_1&gene=snap_masked-NADE0S09-processed-gene-8.121&CDS=1-1425	YHR113W
2317	OG0002317	snap_masked-NADE0S09-processed-gene-8.122-mRNA-1_1&gene=snap_masked-NADE0S09-processed-gene-8.122&CDS=1-672	YML106W
2318	OG0002318	snap_masked-NADE0S09-processed-gene-8.105-mRNA-1_1&gene=snap_masked-NADE0S09-processed-gene-8.105&CDS=1-957	YML107C
2319	OG0002319	genemark-NADE0S09-processed-gene-8.77-mRNA-1_1&gene=genemark-NADE0S09-processed-gene-8.77&CDS=1-354	YML108W
2320	OG0002320	snap_masked-NADE0S09-processed-gene-8.106-mRNA-1_1&gene=snap_masked-NADE0S09-processed-gene-8.106&CDS=1-2061	YHR042W
2321	OG0002321	snap_masked-NADE0S09-processed-gene-8.125-mRNA-1_1&gene=snap_masked-NADE0S09-processed-gene-8.125&CDS=1-813	YGR021W
2322	OG0002322	snap_masked-NADE0S09-processed-gene-8.107-mRNA-1_1&gene=snap_masked-NADE0S09-processed-gene-8.107&CDS=1-354	YGR020C
2323	OG0002323	snap_masked-NADE0S09-processed-gene-8.108-mRNA-1_1&gene=snap_masked-NADE0S09-processed-gene-8.108&CDS=1-1005	YFR045W
2324	OG0002324	augustus_masked-NADE0S09-processed-gene-8.18-mRNA-1_1&gene=augustus_masked-NADE0S09-processed-gene-8.18&CDS=1-1842	YFR048W
2325	OG0002325	snap_masked-NADE0S09-processed-gene-8.128-mRNA-1_1&gene=snap_masked-NADE0S09-processed-gene-8.128&CDS=1-2118	YGL245W
2326	OG0002326	snap_masked-NADE0S09-processed-gene-8.109-mRNA-1_1&gene=snap_masked-NADE0S09-processed-gene-8.109&CDS=1-1152	YGL246C
2327	OG0002327	maker-NADE0S09-snap-gene-8.89-mRNA-1_1&gene=maker-NADE0S09-snap-gene-8.89&CDS=1-2010	YBL084C
2328	OG0002328	snap_masked-NADE0S09-processed-gene-8.111-mRNA-1_1&gene=snap_masked-NADE0S09-processed-gene-8.111&CDS=1-1458	YBL086C
2329	OG0002329	snap_masked-NADE0S09-processed-gene-8.112-mRNA-1_1&gene=snap_masked-NADE0S09-processed-gene-8.112&CDS=1-8331	YBL088C
2330	OG0002330	augustus_masked-NADE0S09-processed-gene-8.41-mRNA-1_1&gene=augustus_masked-NADE0S09-processed-gene-8.41&CDS=1-453	YBL090W
2331	OG0002331	snap_masked-NADE0S09-processed-gene-8.132-mRNA-1_1&gene=snap_masked-NADE0S09-processed-gene-8.132&CDS=1-393	YBL092W
2332	OG0002332	snap_masked-NADE0S09-processed-gene-8.113-mRNA-1_1&gene=snap_masked-NADE0S09-processed-gene-8.113&CDS=1-702	YMR161W
2333	OG0002333	snap_masked-NADE0S09-processed-gene-8.134-mRNA-1_1&gene=snap_masked-NADE0S09-processed-gene-8.134&CDS=1-4914	YMR162C
2334	OG0002334	snap_masked-NADE0S09-processed-gene-9.129-mRNA-1_1&gene=snap_masked-NADE0S09-processed-gene-9.129&CDS=1-777	YLR126C
2335	OG0002335	augustus_masked-NADE0S09-processed-gene-9.3-mRNA-1_1&gene=augustus_masked-NADE0S09-processed-gene-9.3&CDS=1-2367	YLR127C
2336	OG0002336	maker-NADE0S09-augustus-gene-9.59-mRNA-1_1&gene=maker-NADE0S09-augustus-gene-9.59&CDS=1-3648	YLR129W
2337	OG0002337	snap_masked-NADE0S09-processed-gene-9.161-mRNA-1_1&gene=snap_masked-NADE0S09-processed-gene-9.161&CDS=1-2094	YLR131C
2338	OG0002338	augustus_masked-NADE0S09-processed-gene-9.34-mRNA-1_1&gene=augustus_masked-NADE0S09-processed-gene-9.34&CDS=1-843	YLR132C
2339	OG0002339	snap_masked-NADE0S09-processed-gene-9.131-mRNA-1_1&gene=snap_masked-NADE0S09-processed-gene-9.131&CDS=1-1800	YLR133W
2340	OG0002340	augustus_masked-NADE0S09-processed-gene-9.5-mRNA-1_1&gene=augustus_masked-NADE0S09-processed-gene-9.5&CDS=1-2097	YLR135W
2341	OG0002341	snap_masked-NADE0S09-processed-gene-9.133-mRNA-1_1&gene=snap_masked-NADE0S09-processed-gene-9.133&CDS=1-1065	YLR137W
2342	OG0002342	snap_masked-NADE0S09-processed-gene-9.134-mRNA-1_1&gene=snap_masked-NADE0S09-processed-gene-9.134&CDS=1-2760	YLR138W
2343	OG0002343	augustus_masked-NADE0S09-processed-gene-9.35-mRNA-1_1&gene=augustus_masked-NADE0S09-processed-gene-9.35&CDS=1-2037	YLR139C
2344	OG0002344	augustus_masked-NADE0S09-processed-gene-9.7-mRNA-1_1&gene=augustus_masked-NADE0S09-processed-gene-9.7&CDS=1-1608	YLR141W
2345	OG0002345	snap_masked-NADE0S09-processed-gene-9.136-mRNA-1_1&gene=snap_masked-NADE0S09-processed-gene-9.136&CDS=1-1410	YLR142W
2346	OG0002346	snap_masked-NADE0S09-processed-gene-9.137-mRNA-1_1&gene=snap_masked-NADE0S09-processed-gene-9.137&CDS=1-2097	YLR143W
2347	OG0002347	snap_masked-NADE0S09-processed-gene-9.164-mRNA-1_1&gene=snap_masked-NADE0S09-processed-gene-9.164&CDS=1-2292	YLR144C
2348	OG0002348	snap_masked-NADE0S09-processed-gene-9.139-mRNA-1_1&gene=snap_masked-NADE0S09-processed-gene-9.139&CDS=1-609	YLR145W
2349	OG0002349	snap_masked-NADE0S09-processed-gene-9.166-mRNA-1_1&gene=snap_masked-NADE0S09-processed-gene-9.166&CDS=1-294	YLR147C
2350	OG0002350	augustus_masked-NADE0S09-processed-gene-9.12-mRNA-1_1&gene=augustus_masked-NADE0S09-processed-gene-9.12&CDS=1-2829	YLR148W
2351	OG0002351	maker-NADE0S09-augustus-gene-9.60-mRNA-1_1&gene=maker-NADE0S09-augustus-gene-9.60&CDS=1-882	YOR285W
2352	OG0002352	maker-NADE0S09-augustus-gene-9.61-mRNA-1_1&gene=maker-NADE0S09-augustus-gene-9.61&CDS=1-1731	YOR288C
2353	OG0002353	snap_masked-NADE0S09-processed-gene-9.143-mRNA-1_1&gene=snap_masked-NADE0S09-processed-gene-9.143&CDS=1-696	YOR289W
2354	OG0002354	snap_masked-NADE0S09-processed-gene-9.144-mRNA-1_1&gene=snap_masked-NADE0S09-processed-gene-9.144&CDS=1-2148	YDR499W
2355	OG0002355	snap_masked-NADE0S09-processed-gene-9.170-mRNA-1_1&gene=snap_masked-NADE0S09-processed-gene-9.170&CDS=1-810	YDR503C
2356	OG0002356	snap_masked-NADE0S09-processed-gene-9.172-mRNA-1_1&gene=snap_masked-NADE0S09-processed-gene-9.172&CDS=1-1740	YDR506C
2357	OG0002357	snap_masked-NADE0S09-processed-gene-9.174-mRNA-1_1&gene=snap_masked-NADE0S09-processed-gene-9.174&CDS=1-3318	YDR507C
2358	OG0002358	snap_masked-NADE0S09-processed-gene-9.175-mRNA-1_1&gene=snap_masked-NADE0S09-processed-gene-9.175&CDS=1-309	YDR510W
2359	OG0002359	snap_masked-NADE0S09-processed-gene-9.148-mRNA-1_1&gene=snap_masked-NADE0S09-processed-gene-9.148&CDS=1-387	YDR511W
2360	OG0002360	snap_masked-NADE0S09-processed-gene-9.176-mRNA-1_1&gene=snap_masked-NADE0S09-processed-gene-9.176&CDS=1-258	YDR512C
2361	OG0002361	snap_masked-NADE0S09-processed-gene-9.177-mRNA-1_1&gene=snap_masked-NADE0S09-processed-gene-9.177&CDS=1-1512	YDR514C
2362	OG0002362	snap_masked-NADE0S09-processed-gene-9.178-mRNA-1_1&gene=snap_masked-NADE0S09-processed-gene-9.178&CDS=1-1485	YCL040W
2363	OG0002363	snap_masked-NADE0S09-processed-gene-9.151-mRNA-1_1&gene=snap_masked-NADE0S09-processed-gene-9.151&CDS=1-1071	YDR517W
2364	OG0002364	snap_masked-NADE0S09-processed-gene-9.152-mRNA-1_1&gene=snap_masked-NADE0S09-processed-gene-9.152&CDS=1-384	YJR063W
2365	OG0002365	snap_masked-NADE0S09-processed-gene-9.153-mRNA-1_1&gene=snap_masked-NADE0S09-processed-gene-9.153&CDS=1-1695	YJR064W
2366	OG0002366	snap_masked-NADE0S09-processed-gene-9.179-mRNA-1_1&gene=snap_masked-NADE0S09-processed-gene-9.179&CDS=1-1353	YJR065C
2367	OG0002367	snap_masked-NADE0S09-processed-gene-9.180-mRNA-1_1&gene=snap_masked-NADE0S09-processed-gene-9.180&CDS=1-459	YJR067C
2368	OG0002368	snap_masked-NADE0S09-processed-gene-9.155-mRNA-1_1&gene=snap_masked-NADE0S09-processed-gene-9.155&CDS=1-1047	YJR068W
2369	OG0002369	snap_masked-NADE0S09-processed-gene-9.181-mRNA-1_1&gene=snap_masked-NADE0S09-processed-gene-9.181&CDS=1-573	YJR069C
2370	OG0002370	snap_masked-NADE0S09-processed-gene-9.182-mRNA-1_1&gene=snap_masked-NADE0S09-processed-gene-9.182&CDS=1-957	YJR070C
2371	OG0002371	snap_masked-NADE0S09-processed-gene-9.183-mRNA-1_1&gene=snap_masked-NADE0S09-processed-gene-9.183&CDS=1-651	YJR073C
2372	OG0002372	snap_masked-NADE0S09-processed-gene-9.156-mRNA-1_1&gene=snap_masked-NADE0S09-processed-gene-9.156&CDS=1-552	YJR074W
2373	OG0002373	snap_masked-NADE0S09-processed-gene-9.157-mRNA-1_1&gene=snap_masked-NADE0S09-processed-gene-9.157&CDS=1-1182	YJR075W
2374	OG0002374	snap_masked-NADE0S09-processed-gene-9.158-mRNA-1_1&gene=snap_masked-NADE0S09-processed-gene-9.158&CDS=1-1476	YKL211C
2375	OG0002375	snap_masked-NADE0S09-processed-gene-9.186-mRNA-1_1&gene=snap_masked-NADE0S09-processed-gene-9.186&CDS=1-927	YJR077C
2376	OG0002376	snap_masked-NADE0S09-processed-gene-9.187-mRNA-1_1&gene=snap_masked-NADE0S09-processed-gene-9.187&CDS=1-1752	YMR319C
2377	OG0002377	maker-NADE0S10-snap-gene-0.1-mRNA-1_1&gene=maker-NADE0S10-snap-gene-0.1&CDS=1-1023	Q0060
2378	OG0002378	maker-NADE0S10-snap-gene-0.7-mRNA-1_1&gene=maker-NADE0S10-snap-gene-0.7&CDS=1-504	Q0085
2379	OG0002379	genemark-NADE0S10-processed-gene-0.10-mRNA-1_1&gene=genemark-NADE0S10-processed-gene-0.10&CDS=1-225	Q0130
2380	OG0002380	augustus_masked-NADE0S11-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-NADE0S11-processed-gene-0.3&CDS=1-1608	YOL144W
2381	OG0002381	snap_masked-NADE0S11-processed-gene-0.16-mRNA-1_1&gene=snap_masked-NADE0S11-processed-gene-0.16&CDS=1-3372	YOL145C
2382	OG0002382	snap_masked-NADE0S11-processed-gene-0.19-mRNA-1_1&gene=snap_masked-NADE0S11-processed-gene-0.19&CDS=1-798	YOL146W
2383	OG0002383	snap_masked-NADE0S11-processed-gene-0.17-mRNA-1_1&gene=snap_masked-NADE0S11-processed-gene-0.17&CDS=1-723	YOL147C
2384	OG0002384	maker-NADE0S11-snap-gene-0.7-mRNA-1_1&gene=maker-NADE0S11-snap-gene-0.7&CDS=1-1698	YOL148C
2385	OG0002385	snap_masked-NADE0S11-processed-gene-0.20-mRNA-1_1&gene=snap_masked-NADE0S11-processed-gene-0.20&CDS=1-618	YOL149W
2386	OG0002386	snap_masked-NADE0S12-processed-gene-0.25-mRNA-1_1&gene=snap_masked-NADE0S12-processed-gene-0.25&CDS=1-834	YGR026W
2387	OG0002387	augustus_masked-NADE0S12-processed-gene-0.85-mRNA-1_1&gene=augustus_masked-NADE0S12-processed-gene-0.85&CDS=1-711	YGR024C
2388	OG0002388	snap_masked-NADE0S12-processed-gene-0.26-mRNA-1_1&gene=snap_masked-NADE0S12-processed-gene-0.26&CDS=1-909	YDR280W
2389	OG0002389	snap_masked-NADE0S12-processed-gene-0.8-mRNA-1_1&gene=snap_masked-NADE0S12-processed-gene-0.8&CDS=1-1701	YHR045W
2390	OG0002390	snap_masked-NADE0S12-processed-gene-0.27-mRNA-1_1&gene=snap_masked-NADE0S12-processed-gene-0.27&CDS=1-888	YHR046C
2391	OG0002391	augustus_masked-NADE0S12-processed-gene-0.88-mRNA-1_1&gene=augustus_masked-NADE0S12-processed-gene-0.88&CDS=1-1470	YHR048W
2392	OG0002392	snap_masked-NADE0S12-processed-gene-0.9-mRNA-1_1&gene=snap_masked-NADE0S12-processed-gene-0.9&CDS=1-723	YHR049W
2393	OG0002393	snap_masked-NADE0S12-processed-gene-0.11-mRNA-1_1&gene=snap_masked-NADE0S12-processed-gene-0.11&CDS=1-444	YHR051W
2394	OG0002394	snap_masked-NADE0S12-processed-gene-0.12-mRNA-1_1&gene=snap_masked-NADE0S12-processed-gene-0.12&CDS=1-1206	YHR052W
2395	OG0002395	snap_masked-NADE0S12-processed-gene-0.33-mRNA-1_1&gene=snap_masked-NADE0S12-processed-gene-0.33&CDS=1-2001	YHR032W
2396	OG0002396	snap_masked-NADE0S12-processed-gene-0.13-mRNA-1_1&gene=snap_masked-NADE0S12-processed-gene-0.13&CDS=1-2100	YHR031C
2397	OG0002397	snap_masked-NADE0S12-processed-gene-0.14-mRNA-1_1&gene=snap_masked-NADE0S12-processed-gene-0.14&CDS=1-1464	YHR030C
2398	OG0002398	maker-NADE0S12-snap-gene-0.0-mRNA-1_1&gene=maker-NADE0S12-snap-gene-0.0&CDS=1-3351	YHR028C
2399	OG0002399	snap_masked-NADE0S12-processed-gene-0.16-mRNA-1_1&gene=snap_masked-NADE0S12-processed-gene-0.16&CDS=1-2931	YHR027C
2400	OG0002400	augustus_masked-NADE0S12-processed-gene-0.114-mRNA-1_1&gene=augustus_masked-NADE0S12-processed-gene-0.114&CDS=1-630	YHR026W
2401	OG0002401	augustus_masked-NADE0S12-processed-gene-0.115-mRNA-1_1&gene=augustus_masked-NADE0S12-processed-gene-0.115&CDS=1-1071	YHR025W
2402	OG0002402	augustus_masked-NADE0S12-processed-gene-0.97-mRNA-1_1&gene=augustus_masked-NADE0S12-processed-gene-0.97&CDS=1-1422	YHR024C
2403	OG0002403	snap_masked-NADE0S12-processed-gene-0.36-mRNA-1_1&gene=snap_masked-NADE0S12-processed-gene-0.36&CDS=1-5649	YHR023W
2404	OG0002404	augustus_masked-NADE0S12-processed-gene-0.100-mRNA-1_1&gene=augustus_masked-NADE0S12-processed-gene-0.100&CDS=1-5178	YJL039C
2405	OG0002405	snap_masked-NADE0S12-processed-gene-0.37-mRNA-1_1&gene=snap_masked-NADE0S12-processed-gene-0.37&CDS=1-2472	YJL041W
2406	OG0002406	snap_masked-NADE0S12-processed-gene-0.38-mRNA-1_1&gene=snap_masked-NADE0S12-processed-gene-0.38&CDS=1-4086	YJL042W
2407	OG0002407	snap_masked-NADE0S12-processed-gene-0.20-mRNA-1_1&gene=snap_masked-NADE0S12-processed-gene-0.20&CDS=1-1257	YJL044C
2408	OG0002408	snap_masked-NADE0S12-processed-gene-0.39-mRNA-1_1&gene=snap_masked-NADE0S12-processed-gene-0.39&CDS=1-1878	YKL148C
2409	OG0002409	snap_masked-NADE0S12-processed-gene-0.40-mRNA-1_1&gene=snap_masked-NADE0S12-processed-gene-0.40&CDS=1-618	YKL144C
2410	OG0002410	snap_masked-NADE0S12-processed-gene-0.21-mRNA-1_1&gene=snap_masked-NADE0S12-processed-gene-0.21&CDS=1-1395	YKL143W
2411	OG0002411	snap_masked-NADE0S12-processed-gene-0.22-mRNA-1_1&gene=snap_masked-NADE0S12-processed-gene-0.22&CDS=1-1002	YLR007W
2412	OG0002412	snap_masked-NADE0S12-processed-gene-0.41-mRNA-1_1&gene=snap_masked-NADE0S12-processed-gene-0.41&CDS=1-444	YLR008C
2413	OG0002413	augustus_masked-NADE0S12-processed-gene-0.104-mRNA-1_1&gene=augustus_masked-NADE0S12-processed-gene-0.104&CDS=1-582	YLR009W
2414	OG0002414	snap_masked-NADE0S12-processed-gene-0.24-mRNA-1_1&gene=snap_masked-NADE0S12-processed-gene-0.24&CDS=1-1239	YJL036W
2415	OG0002415	snap_masked-NADE0S12-processed-gene-1.4-mRNA-1_1&gene=snap_masked-NADE0S12-processed-gene-1.4&CDS=1-774	YJL035C
2416	OG0002416	snap_masked-NADE0S12-processed-gene-1.0-mRNA-1_1&gene=snap_masked-NADE0S12-processed-gene-1.0&CDS=1-2301	YJL033W
2417	OG0002417	snap_masked-NADE0S12-processed-gene-1.5-mRNA-1_1&gene=snap_masked-NADE0S12-processed-gene-1.5&CDS=1-990	YJL031C
2418	OG0002418	snap_masked-NADE0S12-processed-gene-1.1-mRNA-1_1&gene=snap_masked-NADE0S12-processed-gene-1.1&CDS=1-588	YJL030W
2419	OG0002419	snap_masked-NADE0S12-processed-gene-1.6-mRNA-1_1&gene=snap_masked-NADE0S12-processed-gene-1.6&CDS=1-2472	YJL029C
2420	OG0002420	snap_masked-NADE0S12-processed-gene-1.2-mRNA-1_1&gene=snap_masked-NADE0S12-processed-gene-1.2&CDS=1-840	YLR003C
2421	OG0002421	snap_masked-NADE0S12-processed-gene-1.3-mRNA-1_1&gene=snap_masked-NADE0S12-processed-gene-1.3&CDS=1-1545	YJR003C
2422	OG0002422	snap_masked-NADE0S12-processed-gene-1.7-mRNA-1_1&gene=snap_masked-NADE0S12-processed-gene-1.7&CDS=1-2007	YLR002C
2423	OG0002423	snap_masked-NADE0S12-processed-gene-1.24-mRNA-1_1&gene=snap_masked-NADE0S12-processed-gene-1.24&CDS=1-1791	YJR002W
2424	OG0002424	snap_masked-NADE0S12-processed-gene-1.8-mRNA-1_1&gene=snap_masked-NADE0S12-processed-gene-1.8&CDS=1-2541	YLR001C
2425	OG0002425	snap_masked-NADE0S12-processed-gene-1.25-mRNA-1_1&gene=snap_masked-NADE0S12-processed-gene-1.25&CDS=1-2337	YLL001W
2426	OG0002426	snap_masked-NADE0S12-processed-gene-1.26-mRNA-1_1&gene=snap_masked-NADE0S12-processed-gene-1.26&CDS=1-1260	YLL002W
2427	OG0002427	augustus_masked-NADE0S12-processed-gene-1.139-mRNA-1_1&gene=augustus_masked-NADE0S12-processed-gene-1.139&CDS=1-2679	YLL003W
2428	OG0002428	snap_masked-NADE0S12-processed-gene-1.9-mRNA-1_1&gene=snap_masked-NADE0S12-processed-gene-1.9&CDS=1-1515	YJL002C
2429	OG0002429	genemark-NADE0S12-processed-gene-1.64-mRNA-1_1&gene=genemark-NADE0S12-processed-gene-1.64&CDS=1-2313	YLL005C
2430	OG0002430	snap_masked-NADE0S12-processed-gene-1.29-mRNA-1_1&gene=snap_masked-NADE0S12-processed-gene-1.29&CDS=1-1296	YLL006W
2431	OG0002431	snap_masked-NADE0S12-processed-gene-1.10-mRNA-1_1&gene=snap_masked-NADE0S12-processed-gene-1.10&CDS=1-1956	YLL007C
2432	OG0002432	snap_masked-NADE0S12-processed-gene-1.31-mRNA-1_1&gene=snap_masked-NADE0S12-processed-gene-1.31&CDS=1-1419	YLL011W
2433	OG0002433	snap_masked-NADE0S12-processed-gene-1.12-mRNA-1_1&gene=snap_masked-NADE0S12-processed-gene-1.12&CDS=1-2670	YLL013C
2434	OG0002434	snap_masked-NADE0S12-processed-gene-1.33-mRNA-1_1&gene=snap_masked-NADE0S12-processed-gene-1.33&CDS=1-321	YLL014W
2435	OG0002435	snap_masked-NADE0S12-processed-gene-1.13-mRNA-1_1&gene=snap_masked-NADE0S12-processed-gene-1.13&CDS=1-1149	YGR187C
2436	OG0002436	snap_masked-NADE0S12-processed-gene-1.34-mRNA-1_1&gene=snap_masked-NADE0S12-processed-gene-1.34&CDS=1-2100	YGR186W
2437	OG0002437	snap_masked-NADE0S12-processed-gene-1.14-mRNA-1_1&gene=snap_masked-NADE0S12-processed-gene-1.14&CDS=1-936	YBR251W
2438	OG0002438	augustus_masked-NADE0S12-processed-gene-1.124-mRNA-1_1&gene=augustus_masked-NADE0S12-processed-gene-1.124&CDS=1-345	YBR253W
2439	OG0002439	snap_masked-NADE0S12-processed-gene-1.36-mRNA-1_1&gene=snap_masked-NADE0S12-processed-gene-1.36&CDS=1-495	YBR254C
2440	OG0002440	snap_masked-NADE0S12-processed-gene-1.15-mRNA-1_1&gene=snap_masked-NADE0S12-processed-gene-1.15&CDS=1-2343	YBR255W
2441	OG0002441	augustus_masked-NADE0S12-processed-gene-1.146-mRNA-1_1&gene=augustus_masked-NADE0S12-processed-gene-1.146&CDS=1-942	YBR256C
2442	OG0002442	snap_masked-NADE0S12-processed-gene-1.16-mRNA-1_1&gene=snap_masked-NADE0S12-processed-gene-1.16&CDS=1-3060	YFR030W
2443	OG0002443	snap_masked-NADE0S12-processed-gene-1.39-mRNA-1_1&gene=snap_masked-NADE0S12-processed-gene-1.39&CDS=1-3510	YFR031C
2444	OG0002444	snap_masked-NADE0S12-processed-gene-1.40-mRNA-1_1&gene=snap_masked-NADE0S12-processed-gene-1.40&CDS=1-1197	YFR032C
2445	OG0002445	maker-NADE0S12-snap-gene-1.53-mRNA-1_1&gene=maker-NADE0S12-snap-gene-1.53&CDS=1-543	YFR032C-A
2446	OG0002446	genemark-NADE0S12-processed-gene-1.98-mRNA-1_1&gene=genemark-NADE0S12-processed-gene-1.98&CDS=1-1392	YFR034C
2447	OG0002447	snap_masked-NADE0S12-processed-gene-1.18-mRNA-1_1&gene=snap_masked-NADE0S12-processed-gene-1.18&CDS=1-1533	YGR123C
2448	OG0002448	snap_masked-NADE0S12-processed-gene-1.44-mRNA-1_1&gene=snap_masked-NADE0S12-processed-gene-1.44&CDS=1-687	YPR143W
2449	OG0002449	snap_masked-NADE0S12-processed-gene-1.19-mRNA-1_1&gene=snap_masked-NADE0S12-processed-gene-1.19&CDS=1-2109	YPR141C
2450	OG0002450	snap_masked-NADE0S12-processed-gene-1.45-mRNA-1_1&gene=snap_masked-NADE0S12-processed-gene-1.45&CDS=1-1107	YPR140W
2451	OG0002451	snap_masked-NADE0S12-processed-gene-1.48-mRNA-1_1&gene=snap_masked-NADE0S12-processed-gene-1.48&CDS=1-1689	YPR137W
2452	OG0002452	snap_masked-NADE0S12-processed-gene-1.49-mRNA-1_1&gene=snap_masked-NADE0S12-processed-gene-1.49&CDS=1-2754	YPR135W
2453	OG0002453	snap_masked-NADE0S12-processed-gene-1.50-mRNA-1_1&gene=snap_masked-NADE0S12-processed-gene-1.50&CDS=1-657	YPR133W-A
2454	OG0002454	snap_masked-NADE0S12-processed-gene-1.20-mRNA-1_1&gene=snap_masked-NADE0S12-processed-gene-1.20&CDS=1-1167	YPR133C
2455	OG0002455	snap_masked-NADE0S12-processed-gene-1.21-mRNA-1_1&gene=snap_masked-NADE0S12-processed-gene-1.21&CDS=1-567	YPR131C
2456	OG0002456	snap_masked-NADE0S12-processed-gene-1.22-mRNA-1_1&gene=snap_masked-NADE0S12-processed-gene-1.22&CDS=1-984	YPR128C
2457	OG0002457	augustus_masked-NADE0S12-processed-gene-1.134-mRNA-1_1&gene=augustus_masked-NADE0S12-processed-gene-1.134&CDS=1-816	YKR055W
2458	OG0002458	genemark-NADE0S12-processed-gene-2.41-mRNA-1_1&gene=genemark-NADE0S12-processed-gene-2.41&CDS=1-1872	YKR056W
2459	OG0002459	snap_masked-NADE0S12-processed-gene-2.86-mRNA-1_1&gene=snap_masked-NADE0S12-processed-gene-2.86&CDS=1-1554	YJL137C
2460	OG0002460	snap_masked-NADE0S12-processed-gene-2.87-mRNA-1_1&gene=snap_masked-NADE0S12-processed-gene-2.87&CDS=1-804	YKR060W
2461	OG0002461	snap_masked-NADE0S12-processed-gene-2.89-mRNA-1_1&gene=snap_masked-NADE0S12-processed-gene-2.89&CDS=1-4668	YMR247C
2462	OG0002462	snap_masked-NADE0S12-processed-gene-2.91-mRNA-1_1&gene=snap_masked-NADE0S12-processed-gene-2.91&CDS=1-951	YDR352W
2463	OG0002463	snap_masked-NADE0S12-processed-gene-2.93-mRNA-1_1&gene=snap_masked-NADE0S12-processed-gene-2.93&CDS=1-1131	YDR354W
2464	OG0002464	snap_masked-NADE0S12-processed-gene-2.94-mRNA-1_1&gene=snap_masked-NADE0S12-processed-gene-2.94&CDS=1-2646	YDR356W
2465	OG0002465	augustus_masked-NADE0S12-processed-gene-2.23-mRNA-1_1&gene=augustus_masked-NADE0S12-processed-gene-2.23&CDS=1-303	YDR357C
