	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034886_Ogataea_trehalophila
1905	OG0001905	YIR006C	genemark-NODE_20_length_238563_cov_12.5791_ID_39-processed-gene-1.87-mRNA-1_1&gene=genemark-NODE_20_length_238563_cov_12.5791_ID_39-processed-gene-1.87&CDS=1-4569
1906	OG0001906	YIR007W	genemark-NODE_59_length_73137_cov_13.0456_ID_117-processed-gene-0.24-mRNA-1_1&gene=genemark-NODE_59_length_73137_cov_13.0456_ID_117-processed-gene-0.24&CDS=1-2451
1907	OG0001907	YIR008C	genemark-NODE_28_length_177010_cov_14.6467_ID_55-processed-gene-0.139-mRNA-1_1&gene=genemark-NODE_28_length_177010_cov_14.6467_ID_55-processed-gene-0.139&CDS=1-1440
1908	OG0001908	YIR009W	genemark-NODE_1_length_559938_cov_12.5074_ID_1-processed-gene-0.59-mRNA-1_1&gene=genemark-NODE_1_length_559938_cov_12.5074_ID_1-processed-gene-0.59&CDS=1-750
1909	OG0001909	YIR011C	genemark-NODE_3_length_487415_cov_12.5697_ID_5-processed-gene-1.54-mRNA-1_1&gene=genemark-NODE_3_length_487415_cov_12.5697_ID_5-processed-gene-1.54&CDS=1-1032
1910	OG0001910	YIR012W	genemark-NODE_33_length_168827_cov_13.3165_ID_65-processed-gene-0.93-mRNA-1_1&gene=genemark-NODE_33_length_168827_cov_13.3165_ID_65-processed-gene-0.93&CDS=1-1296
1911	OG0001911	YIR015W	genemark-NODE_27_length_178000_cov_13.0861_ID_53-processed-gene-0.52-mRNA-1_1&gene=genemark-NODE_27_length_178000_cov_13.0861_ID_53-processed-gene-0.52&CDS=1-534
1912	OG0001912	YIR022W	genemark-NODE_32_length_172194_cov_12.9673_ID_63-processed-gene-0.26-mRNA-1_1&gene=genemark-NODE_32_length_172194_cov_12.9673_ID_63-processed-gene-0.26&CDS=1-558
1913	OG0001913	YIR023W	genemark-NODE_17_length_257632_cov_12.7806_ID_33-processed-gene-0.72-mRNA-1_1&gene=genemark-NODE_17_length_257632_cov_12.7806_ID_33-processed-gene-0.72&CDS=1-3318
1914	OG0001914	YIR026C	genemark-NODE_36_length_148855_cov_16.1715_ID_71-processed-gene-0.10-mRNA-1_1&gene=genemark-NODE_36_length_148855_cov_16.1715_ID_71-processed-gene-0.10&CDS=1-1065
1915	OG0001915	YIR027C	genemark-NODE_69_length_62977_cov_13.5489_ID_137-processed-gene-0.35-mRNA-1_1&gene=genemark-NODE_69_length_62977_cov_13.5489_ID_137-processed-gene-0.35&CDS=1-1461
1916	OG0001916	YIR029W	maker-NODE_19_length_246779_cov_15.2859_ID_37-augustus-gene-1.138-mRNA-1_1&gene=maker-NODE_19_length_246779_cov_15.2859_ID_37-augustus-gene-1.138&CDS=1-2256
1917	OG0001917	YIR030C	genemark-NODE_25_length_183651_cov_12.6735_ID_49-processed-gene-0.130-mRNA-1_1&gene=genemark-NODE_25_length_183651_cov_12.6735_ID_49-processed-gene-0.130&CDS=1-807
1918	OG0001918	YIR032C	genemark-NODE_49_length_90231_cov_11.5931_ID_97-processed-gene-0.115-mRNA-1_1&gene=genemark-NODE_49_length_90231_cov_11.5931_ID_97-processed-gene-0.115&CDS=1-657
1919	OG0001919	YIR034C	genemark-NODE_87_length_42962_cov_12.9754_ID_173-processed-gene-0.24-mRNA-1_1&gene=genemark-NODE_87_length_42962_cov_12.9754_ID_173-processed-gene-0.24&CDS=1-1107
1920	OG0001920	YIR035C	genemark-NODE_25_length_183651_cov_12.6735_ID_49-processed-gene-0.113-mRNA-1_1&gene=genemark-NODE_25_length_183651_cov_12.6735_ID_49-processed-gene-0.113&CDS=1-765
1921	OG0001921	YJL001W	genemark-NODE_14_length_283870_cov_12.4382_ID_27-processed-gene-1.18-mRNA-1_1&gene=genemark-NODE_14_length_283870_cov_12.4382_ID_27-processed-gene-1.18&CDS=1-648
1922	OG0001922	YJL002C	genemark-NODE_3_length_487415_cov_12.5697_ID_5-processed-gene-0.45-mRNA-1_1&gene=genemark-NODE_3_length_487415_cov_12.5697_ID_5-processed-gene-0.45&CDS=1-1500
1923	OG0001923	YJL003W	maker-NODE_18_length_248355_cov_19.3599_ID_35-snap-gene-0.39-mRNA-1_1&gene=maker-NODE_18_length_248355_cov_19.3599_ID_35-snap-gene-0.39&CDS=1-849
1924	OG0001924	YJL004C	genemark-NODE_2_length_488514_cov_13.1886_ID_3-processed-gene-1.83-mRNA-1_1&gene=genemark-NODE_2_length_488514_cov_13.1886_ID_3-processed-gene-1.83&CDS=1-612
1925	OG0001925	YJL005W	snap_masked-NODE_6_length_344752_cov_12.4815_ID_11-processed-gene-1.48-mRNA-1_1&gene=snap_masked-NODE_6_length_344752_cov_12.4815_ID_11-processed-gene-1.48&CDS=1-6144
1926	OG0001926	YJL006C	genemark-NODE_89_length_38732_cov_25.7741_ID_177-processed-gene-0.16-mRNA-1_1&gene=genemark-NODE_89_length_38732_cov_25.7741_ID_177-processed-gene-0.16&CDS=1-1434
1927	OG0001927	YJL008C	genemark-NODE_26_length_180113_cov_12.8975_ID_51-processed-gene-0.83-mRNA-1_1&gene=genemark-NODE_26_length_180113_cov_12.8975_ID_51-processed-gene-0.83&CDS=1-1665
1928	OG0001928	YJL010C	genemark-NODE_12_length_299633_cov_12.6299_ID_23-processed-gene-1.157-mRNA-1_1&gene=genemark-NODE_12_length_299633_cov_12.6299_ID_23-processed-gene-1.157&CDS=1-2109
1929	OG0001929	YJL011C	genemark-NODE_1_length_559938_cov_12.5074_ID_1-processed-gene-1.110-mRNA-1_1&gene=genemark-NODE_1_length_559938_cov_12.5074_ID_1-processed-gene-1.110&CDS=1-615
1930	OG0001930	YJL012C	genemark-NODE_26_length_180113_cov_12.8975_ID_51-processed-gene-0.107-mRNA-1_1&gene=genemark-NODE_26_length_180113_cov_12.8975_ID_51-processed-gene-0.107&CDS=1-2112
1931	OG0001931	YJL014W	maker-NODE_31_length_174203_cov_12.9361_ID_61-augustus-gene-0.73-mRNA-1_1&gene=maker-NODE_31_length_174203_cov_12.9361_ID_61-augustus-gene-0.73&CDS=1-2865
1932	OG0001932	YJL020C	genemark-NODE_16_length_259366_cov_13.0174_ID_31-processed-gene-0.65-mRNA-1_1&gene=genemark-NODE_16_length_259366_cov_13.0174_ID_31-processed-gene-0.65&CDS=1-3174
1933	OG0001933	YJL024C	genemark-NODE_16_length_259366_cov_13.0174_ID_31-processed-gene-1.14-mRNA-1_1&gene=genemark-NODE_16_length_259366_cov_13.0174_ID_31-processed-gene-1.14&CDS=1-561
1934	OG0001934	YJL025W	augustus_masked-NODE_15_length_262862_cov_12.7655_ID_29-processed-gene-1.208-mRNA-1_1&gene=augustus_masked-NODE_15_length_262862_cov_12.7655_ID_29-processed-gene-1.208&CDS=1-1656
1935	OG0001935	YJL026W	genemark-NODE_97_length_22961_cov_18.77_ID_193-processed-gene-0.8-mRNA-1_1&gene=genemark-NODE_97_length_22961_cov_18.77_ID_193-processed-gene-0.8&CDS=1-1236
1936	OG0001936	YJL029C	genemark-NODE_62_length_68169_cov_19.4093_ID_123-processed-gene-0.42-mRNA-1_1&gene=genemark-NODE_62_length_68169_cov_19.4093_ID_123-processed-gene-0.42&CDS=1-2643
1937	OG0001937	YJL030W	genemark-NODE_89_length_38732_cov_25.7741_ID_177-processed-gene-0.15-mRNA-1_1&gene=genemark-NODE_89_length_38732_cov_25.7741_ID_177-processed-gene-0.15&CDS=1-642
1938	OG0001938	YJL031C	snap_masked-NODE_89_length_38732_cov_25.7741_ID_177-processed-gene-0.19-mRNA-1_1&gene=snap_masked-NODE_89_length_38732_cov_25.7741_ID_177-processed-gene-0.19&CDS=1-1128
1939	OG0001939	YJL033W	genemark-NODE_17_length_257632_cov_12.7806_ID_33-processed-gene-1.121-mRNA-1_1&gene=genemark-NODE_17_length_257632_cov_12.7806_ID_33-processed-gene-1.121&CDS=1-2379
1940	OG0001940	YJL035C	genemark-NODE_13_length_297526_cov_12.7474_ID_25-processed-gene-1.118-mRNA-1_1&gene=genemark-NODE_13_length_297526_cov_12.7474_ID_25-processed-gene-1.118&CDS=1-720
1941	OG0001941	YJL036W	genemark-NODE_13_length_297526_cov_12.7474_ID_25-processed-gene-1.165-mRNA-1_1&gene=genemark-NODE_13_length_297526_cov_12.7474_ID_25-processed-gene-1.165&CDS=1-2004
1942	OG0001942	YJL039C	genemark-NODE_12_length_299633_cov_12.6299_ID_23-processed-gene-0.76-mRNA-1_1&gene=genemark-NODE_12_length_299633_cov_12.6299_ID_23-processed-gene-0.76&CDS=1-7434
1943	OG0001943	YJL044C	genemark-NODE_18_length_248355_cov_19.3599_ID_35-processed-gene-1.52-mRNA-1_1&gene=genemark-NODE_18_length_248355_cov_19.3599_ID_35-processed-gene-1.52&CDS=1-1887
1944	OG0001944	YJL046W	augustus_masked-NODE_39_length_130376_cov_20.4769_ID_77-processed-gene-0.115-mRNA-1_1&gene=augustus_masked-NODE_39_length_130376_cov_20.4769_ID_77-processed-gene-0.115&CDS=1-1752
1945	OG0001945	YJL049W	genemark-NODE_48_length_90375_cov_13.3603_ID_95-processed-gene-0.51-mRNA-1_1&gene=genemark-NODE_48_length_90375_cov_13.3603_ID_95-processed-gene-0.51&CDS=1-1392
1946	OG0001946	YJL050W	genemark-NODE_48_length_90375_cov_13.3603_ID_95-processed-gene-0.52-mRNA-1_1&gene=genemark-NODE_48_length_90375_cov_13.3603_ID_95-processed-gene-0.52&CDS=1-3228
1947	OG0001947	YJL053W	genemark-NODE_50_length_87668_cov_15.6136_ID_99-processed-gene-0.64-mRNA-1_1&gene=genemark-NODE_50_length_87668_cov_15.6136_ID_99-processed-gene-0.64&CDS=1-951
1948	OG0001948	YJL054W	genemark-NODE_9_length_318866_cov_12.6395_ID_17-processed-gene-0.14-mRNA-1_1&gene=genemark-NODE_9_length_318866_cov_12.6395_ID_17-processed-gene-0.14&CDS=1-1386
1949	OG0001949	YJL055W	genemark-NODE_42_length_110448_cov_14.655_ID_83-processed-gene-0.72-mRNA-1_1&gene=genemark-NODE_42_length_110448_cov_14.655_ID_83-processed-gene-0.72&CDS=1-681
1950	OG0001950	YJL056C	snap_masked-NODE_10_length_312712_cov_12.8606_ID_19-processed-gene-2.122-mRNA-1_1&gene=snap_masked-NODE_10_length_312712_cov_12.8606_ID_19-processed-gene-2.122&CDS=1-2223
1951	OG0001951	YJL057C	genemark-NODE_10_length_312712_cov_12.8606_ID_19-processed-gene-0.21-mRNA-1_1&gene=genemark-NODE_10_length_312712_cov_12.8606_ID_19-processed-gene-0.21&CDS=1-1920
1952	OG0001952	YJL059W	genemark-NODE_35_length_153980_cov_18.4772_ID_69-processed-gene-0.113-mRNA-1_1&gene=genemark-NODE_35_length_153980_cov_18.4772_ID_69-processed-gene-0.113&CDS=1-1257
1953	OG0001953	YJL060W	genemark-NODE_46_length_95177_cov_16.3073_ID_91-processed-gene-0.48-mRNA-1_1&gene=genemark-NODE_46_length_95177_cov_16.3073_ID_91-processed-gene-0.48&CDS=1-1278
1954	OG0001954	YJL062W	genemark-NODE_98_length_22020_cov_17.0627_ID_195-processed-gene-0.2-mRNA-1_1&gene=genemark-NODE_98_length_22020_cov_17.0627_ID_195-processed-gene-0.2&CDS=1-2427
1955	OG0001955	YJL062W-A	genemark-NODE_26_length_180113_cov_12.8975_ID_51-processed-gene-0.85-mRNA-1_1&gene=genemark-NODE_26_length_180113_cov_12.8975_ID_51-processed-gene-0.85&CDS=1-279
1956	OG0001956	YJL063C	genemark-NODE_4_length_439119_cov_16.2925_ID_7-processed-gene-2.79-mRNA-1_1&gene=genemark-NODE_4_length_439119_cov_16.2925_ID_7-processed-gene-2.79&CDS=1-657
1957	OG0001957	YJL065C	genemark-NODE_15_length_262862_cov_12.7655_ID_29-processed-gene-1.122-mRNA-1_1&gene=genemark-NODE_15_length_262862_cov_12.7655_ID_29-processed-gene-1.122&CDS=1-636
1958	OG0001958	YJL066C	genemark-NODE_73_length_57673_cov_12.9071_ID_145-processed-gene-0.50-mRNA-1_1&gene=genemark-NODE_73_length_57673_cov_12.9071_ID_145-processed-gene-0.50&CDS=1-993
1959	OG0001959	YJL068C	genemark-NODE_44_length_104249_cov_23.1018_ID_87-processed-gene-0.32-mRNA-1_1&gene=genemark-NODE_44_length_104249_cov_23.1018_ID_87-processed-gene-0.32&CDS=1-885
1960	OG0001960	YJL069C	genemark-NODE_26_length_180113_cov_12.8975_ID_51-processed-gene-0.128-mRNA-1_1&gene=genemark-NODE_26_length_180113_cov_12.8975_ID_51-processed-gene-0.128&CDS=1-1794
1961	OG0001961	YJL071W	snap_masked-NODE_12_length_299633_cov_12.6299_ID_23-processed-gene-1.240-mRNA-1_1&gene=snap_masked-NODE_12_length_299633_cov_12.6299_ID_23-processed-gene-1.240&CDS=1-1893
1962	OG0001962	YJL072C	augustus_masked-NODE_12_length_299633_cov_12.6299_ID_23-processed-gene-1.58-mRNA-1_1&gene=augustus_masked-NODE_12_length_299633_cov_12.6299_ID_23-processed-gene-1.58&CDS=1-708
1963	OG0001963	YJL074C	maker-NODE_33_length_168827_cov_13.3165_ID_65-snap-gene-0.132-mRNA-1_1&gene=maker-NODE_33_length_168827_cov_13.3165_ID_65-snap-gene-0.132&CDS=1-4782
1964	OG0001964	YJL085W	genemark-NODE_39_length_130376_cov_20.4769_ID_77-processed-gene-0.7-mRNA-1_1&gene=genemark-NODE_39_length_130376_cov_20.4769_ID_77-processed-gene-0.7&CDS=1-1881
1965	OG0001965	YJL087C	genemark-NODE_4_length_439119_cov_16.2925_ID_7-processed-gene-2.52-mRNA-1_1&gene=genemark-NODE_4_length_439119_cov_16.2925_ID_7-processed-gene-2.52&CDS=1-3399
1966	OG0001966	YJL088W	genemark-NODE_21_length_214908_cov_18.2348_ID_41-processed-gene-0.53-mRNA-1_1&gene=genemark-NODE_21_length_214908_cov_18.2348_ID_41-processed-gene-0.53&CDS=1-966
1967	OG0001967	YJL091C	genemark-NODE_43_length_108954_cov_12.3396_ID_85-processed-gene-0.104-mRNA-1_1&gene=genemark-NODE_43_length_108954_cov_12.3396_ID_85-processed-gene-0.104&CDS=1-1548
1968	OG0001968	YJL092W	genemark-NODE_22_length_195135_cov_21.5797_ID_43-processed-gene-0.55-mRNA-1_1&gene=genemark-NODE_22_length_195135_cov_21.5797_ID_43-processed-gene-0.55&CDS=1-2706
1969	OG0001969	YJL094C	genemark-NODE_74_length_57065_cov_22.7306_ID_147-processed-gene-0.30-mRNA-1_1&gene=genemark-NODE_74_length_57065_cov_22.7306_ID_147-processed-gene-0.30&CDS=1-2376
1970	OG0001970	YJL096W	genemark-NODE_17_length_257632_cov_12.7806_ID_33-processed-gene-1.124-mRNA-1_1&gene=genemark-NODE_17_length_257632_cov_12.7806_ID_33-processed-gene-1.124&CDS=1-564
1971	OG0001971	YJL097W	genemark-NODE_17_length_257632_cov_12.7806_ID_33-processed-gene-1.125-mRNA-1_1&gene=genemark-NODE_17_length_257632_cov_12.7806_ID_33-processed-gene-1.125&CDS=1-708
1972	OG0001972	YJL100W	genemark-NODE_9_length_318866_cov_12.6395_ID_17-processed-gene-1.39-mRNA-1_1&gene=genemark-NODE_9_length_318866_cov_12.6395_ID_17-processed-gene-1.39&CDS=1-2013
1973	OG0001973	YJL101C	genemark-NODE_18_length_248355_cov_19.3599_ID_35-processed-gene-1.2-mRNA-1_1&gene=genemark-NODE_18_length_248355_cov_19.3599_ID_35-processed-gene-1.2&CDS=1-1962
1974	OG0001974	YJL102W	genemark-NODE_47_length_94609_cov_23.3353_ID_93-processed-gene-0.62-mRNA-1_1&gene=genemark-NODE_47_length_94609_cov_23.3353_ID_93-processed-gene-0.62&CDS=1-2556
1975	OG0001975	YJL104W	genemark-NODE_86_length_43082_cov_12.4802_ID_171-processed-gene-0.26-mRNA-1_1&gene=genemark-NODE_86_length_43082_cov_12.4802_ID_171-processed-gene-0.26&CDS=1-435
1976	OG0001976	YJL106W	genemark-NODE_86_length_43082_cov_12.4802_ID_171-processed-gene-0.20-mRNA-1_1&gene=genemark-NODE_86_length_43082_cov_12.4802_ID_171-processed-gene-0.20&CDS=1-2013
1977	OG0001977	YJL109C	genemark-NODE_27_length_178000_cov_13.0861_ID_53-processed-gene-0.31-mRNA-1_1&gene=genemark-NODE_27_length_178000_cov_13.0861_ID_53-processed-gene-0.31&CDS=1-5379
1978	OG0001978	YJL111W	genemark-NODE_1_length_559938_cov_12.5074_ID_1-processed-gene-3.65-mRNA-1_1&gene=genemark-NODE_1_length_559938_cov_12.5074_ID_1-processed-gene-3.65&CDS=1-1656
1979	OG0001979	YJL112W	genemark-NODE_1_length_559938_cov_12.5074_ID_1-processed-gene-3.66-mRNA-1_1&gene=genemark-NODE_1_length_559938_cov_12.5074_ID_1-processed-gene-3.66&CDS=1-2100
1980	OG0001980	YJL117W	genemark-NODE_8_length_322607_cov_12.9308_ID_15-processed-gene-2.110-mRNA-1_1&gene=genemark-NODE_8_length_322607_cov_12.9308_ID_15-processed-gene-2.110&CDS=1-906
1981	OG0001981	YJL121C	genemark-NODE_31_length_174203_cov_12.9361_ID_61-processed-gene-0.174-mRNA-1_1&gene=genemark-NODE_31_length_174203_cov_12.9361_ID_61-processed-gene-0.174&CDS=1-705
1982	OG0001982	YJL122W	genemark-NODE_31_length_174203_cov_12.9361_ID_61-processed-gene-0.205-mRNA-1_1&gene=genemark-NODE_31_length_174203_cov_12.9361_ID_61-processed-gene-0.205&CDS=1-462
1983	OG0001983	YJL123C	genemark-NODE_37_length_147543_cov_13.8681_ID_73-processed-gene-0.63-mRNA-1_1&gene=genemark-NODE_37_length_147543_cov_13.8681_ID_73-processed-gene-0.63&CDS=1-1365
1984	OG0001984	YJL124C	snap_masked-NODE_27_length_178000_cov_13.0861_ID_53-processed-gene-0.169-mRNA-1_1&gene=snap_masked-NODE_27_length_178000_cov_13.0861_ID_53-processed-gene-0.169&CDS=1-489
1985	OG0001985	YJL125C	genemark-NODE_27_length_178000_cov_13.0861_ID_53-processed-gene-0.54-mRNA-1_1&gene=genemark-NODE_27_length_178000_cov_13.0861_ID_53-processed-gene-0.54&CDS=1-1221
1986	OG0001986	YJL126W	genemark-NODE_37_length_147543_cov_13.8681_ID_73-processed-gene-0.95-mRNA-1_1&gene=genemark-NODE_37_length_147543_cov_13.8681_ID_73-processed-gene-0.95&CDS=1-885
1987	OG0001987	YJL127C	genemark-NODE_17_length_257632_cov_12.7806_ID_33-processed-gene-1.91-mRNA-1_1&gene=genemark-NODE_17_length_257632_cov_12.7806_ID_33-processed-gene-1.91&CDS=1-1707
1988	OG0001988	YJL127C-B	maker-NODE_14_length_283870_cov_12.4382_ID_27-snap-gene-1.182-mRNA-1_1&gene=maker-NODE_14_length_283870_cov_12.4382_ID_27-snap-gene-1.182&CDS=1-189
1989	OG0001989	YJL128C	genemark-NODE_37_length_147543_cov_13.8681_ID_73-processed-gene-0.100-mRNA-1_1&gene=genemark-NODE_37_length_147543_cov_13.8681_ID_73-processed-gene-0.100&CDS=1-2337
1990	OG0001990	YJL131C	augustus_masked-NODE_14_length_283870_cov_12.4382_ID_27-processed-gene-1.174-mRNA-1_1&gene=augustus_masked-NODE_14_length_283870_cov_12.4382_ID_27-processed-gene-1.174&CDS=1-1380
1991	OG0001991	YJL132W	genemark-NODE_42_length_110448_cov_14.655_ID_83-processed-gene-0.71-mRNA-1_1&gene=genemark-NODE_42_length_110448_cov_14.655_ID_83-processed-gene-0.71&CDS=1-2538
1992	OG0001992	YJL140W	genemark-NODE_14_length_283870_cov_12.4382_ID_27-processed-gene-1.72-mRNA-1_1&gene=genemark-NODE_14_length_283870_cov_12.4382_ID_27-processed-gene-1.72&CDS=1-567
1993	OG0001993	YJL141C	maker-NODE_14_length_283870_cov_12.4382_ID_27-snap-gene-1.185-mRNA-1_1&gene=maker-NODE_14_length_283870_cov_12.4382_ID_27-snap-gene-1.185&CDS=1-3981
1994	OG0001994	YJL143W	genemark-NODE_14_length_283870_cov_12.4382_ID_27-processed-gene-1.73-mRNA-1_1&gene=genemark-NODE_14_length_283870_cov_12.4382_ID_27-processed-gene-1.73&CDS=1-483
1995	OG0001995	YJL148W	genemark-NODE_30_length_174647_cov_23.7437_ID_59-processed-gene-0.206-mRNA-1_1&gene=genemark-NODE_30_length_174647_cov_23.7437_ID_59-processed-gene-0.206&CDS=1-681
1996	OG0001996	YJL153C	genemark-NODE_21_length_214908_cov_18.2348_ID_41-processed-gene-0.58-mRNA-1_1&gene=genemark-NODE_21_length_214908_cov_18.2348_ID_41-processed-gene-0.58&CDS=1-1575
1997	OG0001997	YJL154C	genemark-NODE_78_length_50721_cov_13.3598_ID_155-processed-gene-0.29-mRNA-1_1&gene=genemark-NODE_78_length_50721_cov_13.3598_ID_155-processed-gene-0.29&CDS=1-2529
1998	OG0001998	YJL155C	genemark-NODE_60_length_72684_cov_14.121_ID_119-processed-gene-0.81-mRNA-1_1&gene=genemark-NODE_60_length_72684_cov_14.121_ID_119-processed-gene-0.81&CDS=1-1365
1999	OG0001999	YJL156C	genemark-NODE_52_length_86934_cov_22.2393_ID_103-processed-gene-0.70-mRNA-1_1&gene=genemark-NODE_52_length_86934_cov_22.2393_ID_103-processed-gene-0.70&CDS=1-2808
2000	OG0002000	YJL163C	genemark-NODE_53_length_86924_cov_11.76_ID_105-processed-gene-0.57-mRNA-1_1&gene=genemark-NODE_53_length_86924_cov_11.76_ID_105-processed-gene-0.57&CDS=1-1677
2001	OG0002001	YJL166W	genemark-NODE_18_length_248355_cov_19.3599_ID_35-processed-gene-1.50-mRNA-1_1&gene=genemark-NODE_18_length_248355_cov_19.3599_ID_35-processed-gene-1.50&CDS=1-279
2002	OG0002002	YJL167W	genemark-NODE_4_length_439119_cov_16.2925_ID_7-processed-gene-2.58-mRNA-1_1&gene=genemark-NODE_4_length_439119_cov_16.2925_ID_7-processed-gene-2.58&CDS=1-1053
2003	OG0002003	YJL168C	genemark-NODE_4_length_439119_cov_16.2925_ID_7-processed-gene-2.82-mRNA-1_1&gene=genemark-NODE_4_length_439119_cov_16.2925_ID_7-processed-gene-2.82&CDS=1-2412
2004	OG0002004	YJL171C	genemark-NODE_8_length_322607_cov_12.9308_ID_15-processed-gene-2.117-mRNA-1_1&gene=genemark-NODE_8_length_322607_cov_12.9308_ID_15-processed-gene-2.117&CDS=1-1335
2005	OG0002005	YJL174W	genemark-NODE_64_length_66220_cov_12.4351_ID_127-processed-gene-0.8-mRNA-1_1&gene=genemark-NODE_64_length_66220_cov_12.4351_ID_127-processed-gene-0.8&CDS=1-804
2006	OG0002006	YJL176C	genemark-NODE_17_length_257632_cov_12.7806_ID_33-processed-gene-1.104-mRNA-1_1&gene=genemark-NODE_17_length_257632_cov_12.7806_ID_33-processed-gene-1.104&CDS=1-2829
2007	OG0002007	YJL178C	genemark-NODE_14_length_283870_cov_12.4382_ID_27-processed-gene-1.69-mRNA-1_1&gene=genemark-NODE_14_length_283870_cov_12.4382_ID_27-processed-gene-1.69&CDS=1-801
2008	OG0002008	YJL179W	genemark-NODE_14_length_283870_cov_12.4382_ID_27-processed-gene-1.30-mRNA-1_1&gene=genemark-NODE_14_length_283870_cov_12.4382_ID_27-processed-gene-1.30&CDS=1-363
2009	OG0002009	YJL180C	genemark-NODE_12_length_299633_cov_12.6299_ID_23-processed-gene-1.150-mRNA-1_1&gene=genemark-NODE_12_length_299633_cov_12.6299_ID_23-processed-gene-1.150&CDS=1-1008
2010	OG0002010	YJL183W	genemark-NODE_14_length_283870_cov_12.4382_ID_27-processed-gene-1.68-mRNA-1_1&gene=genemark-NODE_14_length_283870_cov_12.4382_ID_27-processed-gene-1.68&CDS=1-1293
2011	OG0002011	YJL184W	genemark-NODE_14_length_283870_cov_12.4382_ID_27-processed-gene-1.27-mRNA-1_1&gene=genemark-NODE_14_length_283870_cov_12.4382_ID_27-processed-gene-1.27&CDS=1-333
2012	OG0002012	YJL187C	genemark-NODE_4_length_439119_cov_16.2925_ID_7-processed-gene-3.86-mRNA-1_1&gene=genemark-NODE_4_length_439119_cov_16.2925_ID_7-processed-gene-3.86&CDS=1-3744
2013	OG0002013	YJL189W	genemark-NODE_79_length_50612_cov_13.6254_ID_157-processed-gene-0.62-mRNA-1_1&gene=genemark-NODE_79_length_50612_cov_13.6254_ID_157-processed-gene-0.62&CDS=1-153
2014	OG0002014	YJL190C	genemark-NODE_60_length_72684_cov_14.121_ID_119-processed-gene-0.78-mRNA-1_1&gene=genemark-NODE_60_length_72684_cov_14.121_ID_119-processed-gene-0.78&CDS=1-390
2015	OG0002015	YJL194W	genemark-NODE_17_length_257632_cov_12.7806_ID_33-processed-gene-1.61-mRNA-1_1&gene=genemark-NODE_17_length_257632_cov_12.7806_ID_33-processed-gene-1.61&CDS=1-1812
2016	OG0002016	YJL197W	genemark-NODE_73_length_57673_cov_12.9071_ID_145-processed-gene-0.53-mRNA-1_1&gene=genemark-NODE_73_length_57673_cov_12.9071_ID_145-processed-gene-0.53&CDS=1-3933
2017	OG0002017	YJL201W	genemark-NODE_1_length_559938_cov_12.5074_ID_1-processed-gene-1.107-mRNA-1_1&gene=genemark-NODE_1_length_559938_cov_12.5074_ID_1-processed-gene-1.107&CDS=1-1872
2018	OG0002018	YJL203W	genemark-NODE_12_length_299633_cov_12.6299_ID_23-processed-gene-1.152-mRNA-1_1&gene=genemark-NODE_12_length_299633_cov_12.6299_ID_23-processed-gene-1.152&CDS=1-1536
2019	OG0002019	YJL204C	genemark-NODE_36_length_148855_cov_16.1715_ID_71-processed-gene-0.16-mRNA-1_1&gene=genemark-NODE_36_length_148855_cov_16.1715_ID_71-processed-gene-0.16&CDS=1-2748
2020	OG0002020	YJL205C	augustus_masked-NODE_10_length_312712_cov_12.8606_ID_19-processed-gene-2.47-mRNA-1_1&gene=augustus_masked-NODE_10_length_312712_cov_12.8606_ID_19-processed-gene-2.47&CDS=1-204
2021	OG0002021	YJL207C	genemark-NODE_10_length_312712_cov_12.8606_ID_19-processed-gene-2.57-mRNA-1_1&gene=genemark-NODE_10_length_312712_cov_12.8606_ID_19-processed-gene-2.57&CDS=1-6825
2022	OG0002022	YJL208C	genemark-NODE_1_length_559938_cov_12.5074_ID_1-processed-gene-1.92-mRNA-1_1&gene=genemark-NODE_1_length_559938_cov_12.5074_ID_1-processed-gene-1.92&CDS=1-1053
2023	OG0002023	YJL213W	genemark-NODE_23_length_189896_cov_14.9581_ID_45-processed-gene-0.16-mRNA-1_1&gene=genemark-NODE_23_length_189896_cov_14.9581_ID_45-processed-gene-0.16&CDS=1-1377
2024	OG0002024	YJR001W	genemark-NODE_9_length_318866_cov_12.6395_ID_17-processed-gene-2.99-mRNA-1_1&gene=genemark-NODE_9_length_318866_cov_12.6395_ID_17-processed-gene-2.99&CDS=1-1740
2025	OG0002025	YJR002W	genemark-NODE_9_length_318866_cov_12.6395_ID_17-processed-gene-2.74-mRNA-1_1&gene=genemark-NODE_9_length_318866_cov_12.6395_ID_17-processed-gene-2.74&CDS=1-1878
2026	OG0002026	YJR003C	genemark-NODE_27_length_178000_cov_13.0861_ID_53-processed-gene-0.43-mRNA-1_1&gene=genemark-NODE_27_length_178000_cov_13.0861_ID_53-processed-gene-0.43&CDS=1-1644
2027	OG0002027	YJR006W	genemark-NODE_23_length_189896_cov_14.9581_ID_45-processed-gene-0.73-mRNA-1_1&gene=genemark-NODE_23_length_189896_cov_14.9581_ID_45-processed-gene-0.73&CDS=1-1479
2028	OG0002028	YJR007W	genemark-NODE_16_length_259366_cov_13.0174_ID_31-processed-gene-1.45-mRNA-1_1&gene=genemark-NODE_16_length_259366_cov_13.0174_ID_31-processed-gene-1.45&CDS=1-909
