	OrthologID	Saccharomyces_cerevisiae	yHMPu5000026256_Zygotorulaspora_mrakii
2253	OG0002253	YJR078W	genemark-NODE_10_length_344192_cov_17.9972_ID_4796-processed-gene-1.28-mRNA-1_1&gene=genemark-NODE_10_length_344192_cov_17.9972_ID_4796-processed-gene-1.28&CDS=1-1482
2254	OG0002254	YJR080C	genemark-NODE_10_length_344192_cov_17.9972_ID_4796-processed-gene-1.50-mRNA-1_1&gene=genemark-NODE_10_length_344192_cov_17.9972_ID_4796-processed-gene-1.50&CDS=1-1200
2255	OG0002255	YJR082C	genemark-NODE_10_length_344192_cov_17.9972_ID_4796-processed-gene-1.51-mRNA-1_1&gene=genemark-NODE_10_length_344192_cov_17.9972_ID_4796-processed-gene-1.51&CDS=1-321
2256	OG0002256	YJR083C	augustus_masked-NODE_10_length_344192_cov_17.9972_ID_4796-processed-gene-2.85-mRNA-1_1&gene=augustus_masked-NODE_10_length_344192_cov_17.9972_ID_4796-processed-gene-2.85&CDS=1-819
2257	OG0002257	YJR084W	augustus_masked-NODE_10_length_344192_cov_17.9972_ID_4796-processed-gene-2.80-mRNA-1_1&gene=augustus_masked-NODE_10_length_344192_cov_17.9972_ID_4796-processed-gene-2.80&CDS=1-1149
2258	OG0002258	YJR085C	genemark-NODE_10_length_344192_cov_17.9972_ID_4796-processed-gene-2.6-mRNA-1_1&gene=genemark-NODE_10_length_344192_cov_17.9972_ID_4796-processed-gene-2.6&CDS=1-315
2259	OG0002259	YJR086W	genemark-NODE_10_length_344192_cov_17.9972_ID_4796-processed-gene-2.1-mRNA-1_1&gene=genemark-NODE_10_length_344192_cov_17.9972_ID_4796-processed-gene-2.1&CDS=1-297
2260	OG0002260	YJR088C	genemark-NODE_10_length_344192_cov_17.9972_ID_4796-processed-gene-2.8-mRNA-1_1&gene=genemark-NODE_10_length_344192_cov_17.9972_ID_4796-processed-gene-2.8&CDS=1-873
2261	OG0002261	YJR089W	augustus_masked-NODE_10_length_344192_cov_17.9972_ID_4796-processed-gene-2.84-mRNA-1_1&gene=augustus_masked-NODE_10_length_344192_cov_17.9972_ID_4796-processed-gene-2.84&CDS=1-2016
2262	OG0002262	YJR090C	augustus_masked-NODE_10_length_344192_cov_17.9972_ID_4796-processed-gene-2.126-mRNA-1_1&gene=augustus_masked-NODE_10_length_344192_cov_17.9972_ID_4796-processed-gene-2.126&CDS=1-3300
2263	OG0002263	YJR091C	augustus_masked-NODE_10_length_344192_cov_17.9972_ID_4796-processed-gene-2.127-mRNA-1_1&gene=augustus_masked-NODE_10_length_344192_cov_17.9972_ID_4796-processed-gene-2.127&CDS=1-3339
2264	OG0002264	YJR092W	augustus_masked-NODE_10_length_344192_cov_17.9972_ID_4796-processed-gene-2.89-mRNA-1_1&gene=augustus_masked-NODE_10_length_344192_cov_17.9972_ID_4796-processed-gene-2.89&CDS=1-4245
2265	OG0002265	YJR093C	genemark-NODE_10_length_344192_cov_17.9972_ID_4796-processed-gene-2.51-mRNA-1_1&gene=genemark-NODE_10_length_344192_cov_17.9972_ID_4796-processed-gene-2.51&CDS=1-912
2266	OG0002266	YJR094C	augustus_masked-NODE_10_length_344192_cov_17.9972_ID_4796-processed-gene-2.129-mRNA-1_1&gene=augustus_masked-NODE_10_length_344192_cov_17.9972_ID_4796-processed-gene-2.129&CDS=1-834
2267	OG0002267	YJR095W	genemark-NODE_10_length_344192_cov_17.9972_ID_4796-processed-gene-2.11-mRNA-1_1&gene=genemark-NODE_10_length_344192_cov_17.9972_ID_4796-processed-gene-2.11&CDS=1-951
2268	OG0002268	YJR096W	genemark-NODE_10_length_344192_cov_17.9972_ID_4796-processed-gene-2.12-mRNA-1_1&gene=genemark-NODE_10_length_344192_cov_17.9972_ID_4796-processed-gene-2.12&CDS=1-852
2269	OG0002269	YJR097W	genemark-NODE_24_length_144926_cov_18.6856_ID_4282-processed-gene-0.149-mRNA-1_1&gene=genemark-NODE_24_length_144926_cov_18.6856_ID_4282-processed-gene-0.149&CDS=1-474
2270	OG0002270	YJR098C	genemark-NODE_24_length_144926_cov_18.6856_ID_4282-processed-gene-0.180-mRNA-1_1&gene=genemark-NODE_24_length_144926_cov_18.6856_ID_4282-processed-gene-0.180&CDS=1-2130
2271	OG0002271	YJR099W	genemark-NODE_10_length_344192_cov_17.9972_ID_4796-processed-gene-2.13-mRNA-1_1&gene=genemark-NODE_10_length_344192_cov_17.9972_ID_4796-processed-gene-2.13&CDS=1-735
2272	OG0002272	YJR100C	genemark-NODE_10_length_344192_cov_17.9972_ID_4796-processed-gene-2.54-mRNA-1_1&gene=genemark-NODE_10_length_344192_cov_17.9972_ID_4796-processed-gene-2.54&CDS=1-1014
2273	OG0002273	YJR101W	genemark-NODE_10_length_344192_cov_17.9972_ID_4796-processed-gene-2.14-mRNA-1_1&gene=genemark-NODE_10_length_344192_cov_17.9972_ID_4796-processed-gene-2.14&CDS=1-771
2274	OG0002274	YJR102C	genemark-NODE_10_length_344192_cov_17.9972_ID_4796-processed-gene-2.55-mRNA-1_1&gene=genemark-NODE_10_length_344192_cov_17.9972_ID_4796-processed-gene-2.55&CDS=1-594
2275	OG0002275	YJR104C	genemark-NODE_10_length_344192_cov_17.9972_ID_4796-processed-gene-2.56-mRNA-1_1&gene=genemark-NODE_10_length_344192_cov_17.9972_ID_4796-processed-gene-2.56&CDS=1-462
2276	OG0002276	YJR105W	genemark-NODE_20_length_176722_cov_18.3094_ID_4060-processed-gene-0.72-mRNA-1_1&gene=genemark-NODE_20_length_176722_cov_18.3094_ID_4060-processed-gene-0.72&CDS=1-1023
2277	OG0002277	YJR107W	genemark-NODE_20_length_176722_cov_18.3094_ID_4060-processed-gene-0.71-mRNA-1_1&gene=genemark-NODE_20_length_176722_cov_18.3094_ID_4060-processed-gene-0.71&CDS=1-2997
2278	OG0002278	YJR110W	genemark-NODE_10_length_344192_cov_17.9972_ID_4796-processed-gene-2.62-mRNA-1_1&gene=genemark-NODE_10_length_344192_cov_17.9972_ID_4796-processed-gene-2.62&CDS=1-2028
2279	OG0002279	YJR111C	genemark-NODE_10_length_344192_cov_17.9972_ID_4796-processed-gene-2.23-mRNA-1_1&gene=genemark-NODE_10_length_344192_cov_17.9972_ID_4796-processed-gene-2.23&CDS=1-849
2280	OG0002280	YJR112W	genemark-NODE_10_length_344192_cov_17.9972_ID_4796-processed-gene-2.61-mRNA-1_1&gene=genemark-NODE_10_length_344192_cov_17.9972_ID_4796-processed-gene-2.61&CDS=1-600
2281	OG0002281	YJR113C	genemark-NODE_10_length_344192_cov_17.9972_ID_4796-processed-gene-2.21-mRNA-1_1&gene=genemark-NODE_10_length_344192_cov_17.9972_ID_4796-processed-gene-2.21&CDS=1-792
2282	OG0002282	YJR116W	genemark-NODE_20_length_176722_cov_18.3094_ID_4060-processed-gene-0.29-mRNA-1_1&gene=genemark-NODE_20_length_176722_cov_18.3094_ID_4060-processed-gene-0.29&CDS=1-822
2283	OG0002283	YJR117W	genemark-NODE_20_length_176722_cov_18.3094_ID_4060-processed-gene-0.30-mRNA-1_1&gene=genemark-NODE_20_length_176722_cov_18.3094_ID_4060-processed-gene-0.30&CDS=1-1377
2284	OG0002284	YJR119C	maker-NODE_20_length_176722_cov_18.3094_ID_4060-augustus-gene-0.179-mRNA-1_1&gene=maker-NODE_20_length_176722_cov_18.3094_ID_4060-augustus-gene-0.179&CDS=1-2835
2285	OG0002285	YJR121W	genemark-NODE_20_length_176722_cov_18.3094_ID_4060-processed-gene-0.34-mRNA-1_1&gene=genemark-NODE_20_length_176722_cov_18.3094_ID_4060-processed-gene-0.34&CDS=1-1497
2286	OG0002286	YJR122W	genemark-NODE_20_length_176722_cov_18.3094_ID_4060-processed-gene-0.35-mRNA-1_1&gene=genemark-NODE_20_length_176722_cov_18.3094_ID_4060-processed-gene-0.35&CDS=1-1494
2287	OG0002287	YJR123W	genemark-NODE_20_length_176722_cov_18.3094_ID_4060-processed-gene-0.36-mRNA-1_1&gene=genemark-NODE_20_length_176722_cov_18.3094_ID_4060-processed-gene-0.36&CDS=1-675
2288	OG0002288	YJR124C	genemark-NODE_42_length_37761_cov_19.8012_ID_7537-processed-gene-0.39-mRNA-1_1&gene=genemark-NODE_42_length_37761_cov_19.8012_ID_7537-processed-gene-0.39&CDS=1-1329
2289	OG0002289	YJR125C	genemark-NODE_2_length_708340_cov_18.0358_ID_2767-processed-gene-3.125-mRNA-1_1&gene=genemark-NODE_2_length_708340_cov_18.0358_ID_2767-processed-gene-3.125&CDS=1-1182
2290	OG0002290	YJR126C	genemark-NODE_2_length_708340_cov_18.0358_ID_2767-processed-gene-3.127-mRNA-1_1&gene=genemark-NODE_2_length_708340_cov_18.0358_ID_2767-processed-gene-3.127&CDS=1-2361
2291	OG0002291	YJR129C	genemark-NODE_2_length_708340_cov_18.0358_ID_2767-processed-gene-3.130-mRNA-1_1&gene=genemark-NODE_2_length_708340_cov_18.0358_ID_2767-processed-gene-3.130&CDS=1-990
2292	OG0002292	YJR131W	genemark-NODE_2_length_708340_cov_18.0358_ID_2767-processed-gene-4.0-mRNA-1_1&gene=genemark-NODE_2_length_708340_cov_18.0358_ID_2767-processed-gene-4.0&CDS=1-1668
2293	OG0002293	YJR132W	genemark-NODE_2_length_708340_cov_18.0358_ID_2767-processed-gene-4.4-mRNA-1_1&gene=genemark-NODE_2_length_708340_cov_18.0358_ID_2767-processed-gene-4.4&CDS=1-3144
2294	OG0002294	YJR134C	snap_masked-NODE_2_length_708340_cov_18.0358_ID_2767-processed-gene-4.128-mRNA-1_1&gene=snap_masked-NODE_2_length_708340_cov_18.0358_ID_2767-processed-gene-4.128&CDS=1-2046
2295	OG0002295	YJR135C	snap_masked-NODE_2_length_708340_cov_18.0358_ID_2767-processed-gene-4.129-mRNA-1_1&gene=snap_masked-NODE_2_length_708340_cov_18.0358_ID_2767-processed-gene-4.129&CDS=1-717
2296	OG0002296	YJR135W-A	snap_masked-NODE_2_length_708340_cov_18.0358_ID_2767-processed-gene-4.111-mRNA-1_1&gene=snap_masked-NODE_2_length_708340_cov_18.0358_ID_2767-processed-gene-4.111&CDS=1-261
2297	OG0002297	YJR136C	genemark-NODE_2_length_708340_cov_18.0358_ID_2767-processed-gene-4.27-mRNA-1_1&gene=genemark-NODE_2_length_708340_cov_18.0358_ID_2767-processed-gene-4.27&CDS=1-1221
2298	OG0002298	YJR137C	genemark-NODE_4_length_587279_cov_18.5498_ID_5513-processed-gene-0.10-mRNA-1_1&gene=genemark-NODE_4_length_587279_cov_18.5498_ID_5513-processed-gene-0.10&CDS=1-4269
2299	OG0002299	YJR138W	genemark-NODE_4_length_587279_cov_18.5498_ID_5513-processed-gene-0.29-mRNA-1_1&gene=genemark-NODE_4_length_587279_cov_18.5498_ID_5513-processed-gene-0.29&CDS=1-4590
2300	OG0002300	YJR139C	genemark-NODE_4_length_587279_cov_18.5498_ID_5513-processed-gene-0.9-mRNA-1_1&gene=genemark-NODE_4_length_587279_cov_18.5498_ID_5513-processed-gene-0.9&CDS=1-1077
2301	OG0002301	YJR140C	genemark-NODE_4_length_587279_cov_18.5498_ID_5513-processed-gene-0.8-mRNA-1_1&gene=genemark-NODE_4_length_587279_cov_18.5498_ID_5513-processed-gene-0.8&CDS=1-4974
2302	OG0002302	YJR141W	augustus_masked-NODE_4_length_587279_cov_18.5498_ID_5513-processed-gene-0.69-mRNA-1_1&gene=augustus_masked-NODE_4_length_587279_cov_18.5498_ID_5513-processed-gene-0.69&CDS=1-825
2303	OG0002303	YJR142W	augustus_masked-NODE_4_length_587279_cov_18.5498_ID_5513-processed-gene-0.68-mRNA-1_1&gene=augustus_masked-NODE_4_length_587279_cov_18.5498_ID_5513-processed-gene-0.68&CDS=1-1029
2304	OG0002304	YJR143C	genemark-NODE_4_length_587279_cov_18.5498_ID_5513-processed-gene-0.6-mRNA-1_1&gene=genemark-NODE_4_length_587279_cov_18.5498_ID_5513-processed-gene-0.6&CDS=1-2289
2305	OG0002305	YJR144W	genemark-NODE_4_length_587279_cov_18.5498_ID_5513-processed-gene-0.26-mRNA-1_1&gene=genemark-NODE_4_length_587279_cov_18.5498_ID_5513-processed-gene-0.26&CDS=1-798
2306	OG0002306	YJR152W	genemark-NODE_22_length_160053_cov_18.8378_ID_4430-processed-gene-0.45-mRNA-1_1&gene=genemark-NODE_22_length_160053_cov_18.8378_ID_4430-processed-gene-0.45&CDS=1-1653
2307	OG0002307	YJR154W	genemark-NODE_16_length_242885_cov_18.2149_ID_3109-processed-gene-1.141-mRNA-1_1&gene=genemark-NODE_16_length_242885_cov_18.2149_ID_3109-processed-gene-1.141&CDS=1-1029
2308	OG0002308	YKL001C	genemark-NODE_5_length_530276_cov_18.07_ID_7041-processed-gene-4.175-mRNA-1_1&gene=genemark-NODE_5_length_530276_cov_18.07_ID_7041-processed-gene-4.175&CDS=1-606
2309	OG0002309	YKL002W	genemark-NODE_5_length_530276_cov_18.07_ID_7041-processed-gene-4.205-mRNA-1_1&gene=genemark-NODE_5_length_530276_cov_18.07_ID_7041-processed-gene-4.205&CDS=1-699
2310	OG0002310	YKL003C	genemark-NODE_5_length_530276_cov_18.07_ID_7041-processed-gene-4.176-mRNA-1_1&gene=genemark-NODE_5_length_530276_cov_18.07_ID_7041-processed-gene-4.176&CDS=1-387
2311	OG0002311	YKL004W	genemark-NODE_5_length_530276_cov_18.07_ID_7041-processed-gene-4.206-mRNA-1_1&gene=genemark-NODE_5_length_530276_cov_18.07_ID_7041-processed-gene-4.206&CDS=1-1248
2312	OG0002312	YKL005C	snap_masked-NODE_5_length_530276_cov_18.07_ID_7041-processed-gene-4.30-mRNA-1_1&gene=snap_masked-NODE_5_length_530276_cov_18.07_ID_7041-processed-gene-4.30&CDS=1-1464
2313	OG0002313	YKL006C-A	snap_masked-NODE_5_length_530276_cov_18.07_ID_7041-processed-gene-4.31-mRNA-1_1&gene=snap_masked-NODE_5_length_530276_cov_18.07_ID_7041-processed-gene-4.31&CDS=1-291
2314	OG0002314	YKL007W	genemark-NODE_5_length_530276_cov_18.07_ID_7041-processed-gene-4.208-mRNA-1_1&gene=genemark-NODE_5_length_530276_cov_18.07_ID_7041-processed-gene-4.208&CDS=1-795
2315	OG0002315	YKL009W	genemark-NODE_5_length_530276_cov_18.07_ID_7041-processed-gene-4.211-mRNA-1_1&gene=genemark-NODE_5_length_530276_cov_18.07_ID_7041-processed-gene-4.211&CDS=1-711
2316	OG0002316	YKL010C	genemark-NODE_5_length_530276_cov_18.07_ID_7041-processed-gene-4.180-mRNA-1_1&gene=genemark-NODE_5_length_530276_cov_18.07_ID_7041-processed-gene-4.180&CDS=1-4476
2317	OG0002317	YKL012W	genemark-NODE_13_length_271224_cov_18.1621_ID_4967-processed-gene-0.65-mRNA-1_1&gene=genemark-NODE_13_length_271224_cov_18.1621_ID_4967-processed-gene-0.65&CDS=1-1755
2318	OG0002318	YKL013C	genemark-NODE_13_length_271224_cov_18.1621_ID_4967-processed-gene-0.89-mRNA-1_1&gene=genemark-NODE_13_length_271224_cov_18.1621_ID_4967-processed-gene-0.89&CDS=1-513
2319	OG0002319	YKL014C	augustus_masked-NODE_13_length_271224_cov_18.1621_ID_4967-processed-gene-0.130-mRNA-1_1&gene=augustus_masked-NODE_13_length_271224_cov_18.1621_ID_4967-processed-gene-0.130&CDS=1-5082
2320	OG0002320	YKL015W	genemark-NODE_13_length_271224_cov_18.1621_ID_4967-processed-gene-0.63-mRNA-1_1&gene=genemark-NODE_13_length_271224_cov_18.1621_ID_4967-processed-gene-0.63&CDS=1-2664
2321	OG0002321	YKL016C	genemark-NODE_13_length_271224_cov_18.1621_ID_4967-processed-gene-0.86-mRNA-1_1&gene=genemark-NODE_13_length_271224_cov_18.1621_ID_4967-processed-gene-0.86&CDS=1-522
2322	OG0002322	YKL017C	genemark-NODE_13_length_271224_cov_18.1621_ID_4967-processed-gene-0.85-mRNA-1_1&gene=genemark-NODE_13_length_271224_cov_18.1621_ID_4967-processed-gene-0.85&CDS=1-2043
2323	OG0002323	YKL018C-A	snap_masked-NODE_13_length_271224_cov_18.1621_ID_4967-processed-gene-0.38-mRNA-1_1&gene=snap_masked-NODE_13_length_271224_cov_18.1621_ID_4967-processed-gene-0.38&CDS=1-273
2324	OG0002324	YKL018W	augustus_masked-NODE_13_length_271224_cov_18.1621_ID_4967-processed-gene-0.109-mRNA-1_1&gene=augustus_masked-NODE_13_length_271224_cov_18.1621_ID_4967-processed-gene-0.109&CDS=1-1056
2325	OG0002325	YKL019W	genemark-NODE_13_length_271224_cov_18.1621_ID_4967-processed-gene-0.60-mRNA-1_1&gene=genemark-NODE_13_length_271224_cov_18.1621_ID_4967-processed-gene-0.60&CDS=1-954
2326	OG0002326	YKL022C	genemark-NODE_13_length_271224_cov_18.1621_ID_4967-processed-gene-0.81-mRNA-1_1&gene=genemark-NODE_13_length_271224_cov_18.1621_ID_4967-processed-gene-0.81&CDS=1-2286
2327	OG0002327	YKL024C	genemark-NODE_13_length_271224_cov_18.1621_ID_4967-processed-gene-0.80-mRNA-1_1&gene=genemark-NODE_13_length_271224_cov_18.1621_ID_4967-processed-gene-0.80&CDS=1-930
2328	OG0002328	YKL025C	genemark-NODE_13_length_271224_cov_18.1621_ID_4967-processed-gene-0.79-mRNA-1_1&gene=genemark-NODE_13_length_271224_cov_18.1621_ID_4967-processed-gene-0.79&CDS=1-1965
2329	OG0002329	YKL027W	genemark-NODE_5_length_530276_cov_18.07_ID_7041-processed-gene-4.168-mRNA-1_1&gene=genemark-NODE_5_length_530276_cov_18.07_ID_7041-processed-gene-4.168&CDS=1-1311
2330	OG0002330	YKL028W	genemark-NODE_5_length_530276_cov_18.07_ID_7041-processed-gene-4.167-mRNA-1_1&gene=genemark-NODE_5_length_530276_cov_18.07_ID_7041-processed-gene-4.167&CDS=1-1422
2331	OG0002331	YKL029C	genemark-NODE_5_length_530276_cov_18.07_ID_7041-processed-gene-4.196-mRNA-1_1&gene=genemark-NODE_5_length_530276_cov_18.07_ID_7041-processed-gene-4.196&CDS=1-1962
2332	OG0002332	YKL032C	snap_masked-NODE_5_length_530276_cov_18.07_ID_7041-processed-gene-4.48-mRNA-1_1&gene=snap_masked-NODE_5_length_530276_cov_18.07_ID_7041-processed-gene-4.48&CDS=1-1317
2333	OG0002333	YKL033W	genemark-NODE_5_length_530276_cov_18.07_ID_7041-processed-gene-4.159-mRNA-1_1&gene=genemark-NODE_5_length_530276_cov_18.07_ID_7041-processed-gene-4.159&CDS=1-3126
2334	OG0002334	YKL033W-A	genemark-NODE_5_length_530276_cov_18.07_ID_7041-processed-gene-4.158-mRNA-1_1&gene=genemark-NODE_5_length_530276_cov_18.07_ID_7041-processed-gene-4.158&CDS=1-669
2335	OG0002335	YKL034W	genemark-NODE_14_length_266788_cov_18.0247_ID_4167-processed-gene-0.15-mRNA-1_1&gene=genemark-NODE_14_length_266788_cov_18.0247_ID_4167-processed-gene-0.15&CDS=1-2289
2336	OG0002336	YKL035W	genemark-NODE_14_length_266788_cov_18.0247_ID_4167-processed-gene-0.14-mRNA-1_1&gene=genemark-NODE_14_length_266788_cov_18.0247_ID_4167-processed-gene-0.14&CDS=1-1503
2337	OG0002337	YKL038W	genemark-NODE_14_length_266788_cov_18.0247_ID_4167-processed-gene-0.13-mRNA-1_1&gene=genemark-NODE_14_length_266788_cov_18.0247_ID_4167-processed-gene-0.13&CDS=1-3366
2338	OG0002338	YKL039W	genemark-NODE_3_length_705464_cov_18.5159_ID_3568-processed-gene-6.111-mRNA-1_1&gene=genemark-NODE_3_length_705464_cov_18.5159_ID_3568-processed-gene-6.111&CDS=1-1536
2339	OG0002339	YKL040C	genemark-NODE_3_length_705464_cov_18.5159_ID_3568-processed-gene-6.134-mRNA-1_1&gene=genemark-NODE_3_length_705464_cov_18.5159_ID_3568-processed-gene-6.134&CDS=1-855
2340	OG0002340	YKL041W	genemark-NODE_3_length_705464_cov_18.5159_ID_3568-processed-gene-6.108-mRNA-1_1&gene=genemark-NODE_3_length_705464_cov_18.5159_ID_3568-processed-gene-6.108&CDS=1-672
2341	OG0002341	YKL042W	genemark-NODE_3_length_705464_cov_18.5159_ID_3568-processed-gene-6.104-mRNA-1_1&gene=genemark-NODE_3_length_705464_cov_18.5159_ID_3568-processed-gene-6.104&CDS=1-1098
2342	OG0002342	YKL045W	genemark-NODE_3_length_705464_cov_18.5159_ID_3568-processed-gene-5.117-mRNA-1_1&gene=genemark-NODE_3_length_705464_cov_18.5159_ID_3568-processed-gene-5.117&CDS=1-1554
2343	OG0002343	YKL046C	genemark-NODE_3_length_705464_cov_18.5159_ID_3568-processed-gene-5.130-mRNA-1_1&gene=genemark-NODE_3_length_705464_cov_18.5159_ID_3568-processed-gene-5.130&CDS=1-1350
2344	OG0002344	YKL047W	augustus_masked-NODE_3_length_705464_cov_18.5159_ID_3568-processed-gene-5.25-mRNA-1_1&gene=augustus_masked-NODE_3_length_705464_cov_18.5159_ID_3568-processed-gene-5.25&CDS=1-1611
2345	OG0002345	YKL048C	genemark-NODE_7_length_402487_cov_18.3106_ID_7148-processed-gene-3.149-mRNA-1_1&gene=genemark-NODE_7_length_402487_cov_18.3106_ID_7148-processed-gene-3.149&CDS=1-1926
2346	OG0002346	YKL049C	genemark-NODE_7_length_402487_cov_18.3106_ID_7148-processed-gene-3.146-mRNA-1_1&gene=genemark-NODE_7_length_402487_cov_18.3106_ID_7148-processed-gene-3.146&CDS=1-615
2347	OG0002347	YKL051W	genemark-NODE_7_length_402487_cov_18.3106_ID_7148-processed-gene-3.120-mRNA-1_1&gene=genemark-NODE_7_length_402487_cov_18.3106_ID_7148-processed-gene-3.120&CDS=1-999
2348	OG0002348	YKL053C-A	maker-NODE_7_length_402487_cov_18.3106_ID_7148-augustus-gene-3.0-mRNA-1_1&gene=maker-NODE_7_length_402487_cov_18.3106_ID_7148-augustus-gene-3.0&CDS=1-1035
2349	OG0002349	YKL054C	genemark-NODE_7_length_402487_cov_18.3106_ID_7148-processed-gene-3.143-mRNA-1_1&gene=genemark-NODE_7_length_402487_cov_18.3106_ID_7148-processed-gene-3.143&CDS=1-2214
2350	OG0002350	YKL055C	genemark-NODE_7_length_402487_cov_18.3106_ID_7148-processed-gene-3.142-mRNA-1_1&gene=genemark-NODE_7_length_402487_cov_18.3106_ID_7148-processed-gene-3.142&CDS=1-801
2351	OG0002351	YKL056C	genemark-NODE_7_length_402487_cov_18.3106_ID_7148-processed-gene-3.141-mRNA-1_1&gene=genemark-NODE_7_length_402487_cov_18.3106_ID_7148-processed-gene-3.141&CDS=1-501
2352	OG0002352	YKL057C	genemark-NODE_7_length_402487_cov_18.3106_ID_7148-processed-gene-3.139-mRNA-1_1&gene=genemark-NODE_7_length_402487_cov_18.3106_ID_7148-processed-gene-3.139&CDS=1-3078
2353	OG0002353	YKL058W	genemark-NODE_7_length_402487_cov_18.3106_ID_7148-processed-gene-3.118-mRNA-1_1&gene=genemark-NODE_7_length_402487_cov_18.3106_ID_7148-processed-gene-3.118&CDS=1-357
2354	OG0002354	YKL059C	genemark-NODE_7_length_402487_cov_18.3106_ID_7148-processed-gene-3.138-mRNA-1_1&gene=genemark-NODE_7_length_402487_cov_18.3106_ID_7148-processed-gene-3.138&CDS=1-1317
2355	OG0002355	YKL060C	genemark-NODE_7_length_402487_cov_18.3106_ID_7148-processed-gene-3.137-mRNA-1_1&gene=genemark-NODE_7_length_402487_cov_18.3106_ID_7148-processed-gene-3.137&CDS=1-1080
2356	OG0002356	YKL061W	augustus_masked-NODE_3_length_705464_cov_18.5159_ID_3568-processed-gene-5.37-mRNA-1_1&gene=augustus_masked-NODE_3_length_705464_cov_18.5159_ID_3568-processed-gene-5.37&CDS=1-345
2357	OG0002357	YKL062W	genemark-NODE_7_length_402487_cov_18.3106_ID_7148-processed-gene-3.150-mRNA-1_1&gene=genemark-NODE_7_length_402487_cov_18.3106_ID_7148-processed-gene-3.150&CDS=1-804
2358	OG0002358	YKL063C	snap_masked-NODE_7_length_402487_cov_18.3106_ID_7148-processed-gene-3.14-mRNA-1_1&gene=snap_masked-NODE_7_length_402487_cov_18.3106_ID_7148-processed-gene-3.14&CDS=1-510
2359	OG0002359	YKL064W	maker-NODE_7_length_402487_cov_18.3106_ID_7148-augustus-gene-3.1-mRNA-1_1&gene=maker-NODE_7_length_402487_cov_18.3106_ID_7148-augustus-gene-3.1&CDS=1-3432
2360	OG0002360	YKL065C	genemark-NODE_7_length_402487_cov_18.3106_ID_7148-processed-gene-3.125-mRNA-1_1&gene=genemark-NODE_7_length_402487_cov_18.3106_ID_7148-processed-gene-3.125&CDS=1-621
2361	OG0002361	YKL067W	genemark-NODE_34_length_54318_cov_17.7253_ID_6616-processed-gene-0.3-mRNA-1_1&gene=genemark-NODE_34_length_54318_cov_17.7253_ID_6616-processed-gene-0.3&CDS=1-462
2362	OG0002362	YKL068W-A	snap_masked-NODE_20_length_176722_cov_18.3094_ID_4060-processed-gene-0.135-mRNA-1_1&gene=snap_masked-NODE_20_length_176722_cov_18.3094_ID_4060-processed-gene-0.135&CDS=1-312
2363	OG0002363	YKL069W	genemark-NODE_20_length_176722_cov_18.3094_ID_4060-processed-gene-0.51-mRNA-1_1&gene=genemark-NODE_20_length_176722_cov_18.3094_ID_4060-processed-gene-0.51&CDS=1-525
2364	OG0002364	YKL070W	genemark-NODE_4_length_587279_cov_18.5498_ID_5513-processed-gene-4.244-mRNA-1_1&gene=genemark-NODE_4_length_587279_cov_18.5498_ID_5513-processed-gene-4.244&CDS=1-714
2365	OG0002365	YKL071W	genemark-NODE_32_length_66654_cov_19.2289_ID_6427-processed-gene-0.65-mRNA-1_1&gene=genemark-NODE_32_length_66654_cov_19.2289_ID_6427-processed-gene-0.65&CDS=1-768
2366	OG0002366	YKL072W	genemark-NODE_20_length_176722_cov_18.3094_ID_4060-processed-gene-0.52-mRNA-1_1&gene=genemark-NODE_20_length_176722_cov_18.3094_ID_4060-processed-gene-0.52&CDS=1-2325
2367	OG0002367	YKL073W	genemark-NODE_20_length_176722_cov_18.3094_ID_4060-processed-gene-0.53-mRNA-1_1&gene=genemark-NODE_20_length_176722_cov_18.3094_ID_4060-processed-gene-0.53&CDS=1-2679
2368	OG0002368	YKL074C	augustus_masked-NODE_20_length_176722_cov_18.3094_ID_4060-processed-gene-0.185-mRNA-1_1&gene=augustus_masked-NODE_20_length_176722_cov_18.3094_ID_4060-processed-gene-0.185&CDS=1-1554
2369	OG0002369	YKL075C	maker-NODE_20_length_176722_cov_18.3094_ID_4060-snap-gene-0.0-mRNA-1_1&gene=maker-NODE_20_length_176722_cov_18.3094_ID_4060-snap-gene-0.0&CDS=1-1101
2370	OG0002370	YKL077W	genemark-NODE_20_length_176722_cov_18.3094_ID_4060-processed-gene-0.54-mRNA-1_1&gene=genemark-NODE_20_length_176722_cov_18.3094_ID_4060-processed-gene-0.54&CDS=1-1167
2371	OG0002371	YKL078W	genemark-NODE_20_length_176722_cov_18.3094_ID_4060-processed-gene-0.58-mRNA-1_1&gene=genemark-NODE_20_length_176722_cov_18.3094_ID_4060-processed-gene-0.58&CDS=1-2211
2372	OG0002372	YKL082C	genemark-NODE_13_length_271224_cov_18.1621_ID_4967-processed-gene-0.95-mRNA-1_1&gene=genemark-NODE_13_length_271224_cov_18.1621_ID_4967-processed-gene-0.95&CDS=1-1305
2373	OG0002373	YKL084W	genemark-NODE_13_length_271224_cov_18.1621_ID_4967-processed-gene-0.70-mRNA-1_1&gene=genemark-NODE_13_length_271224_cov_18.1621_ID_4967-processed-gene-0.70&CDS=1-330
