	OrthologID	Lodderomyces_elongisporus	Saccharomyces_cerevisiae
1630	OG0001630	snap_masked-NW_001813682.1-processed-gene-3.45-mRNA-1_1&gene=snap_masked-NW_001813682.1-processed-gene-3.45&CDS=1-3150	YCR011C
1631	OG0001631	snap_masked-NW_001813682.1-processed-gene-3.46-mRNA-1_1&gene=snap_masked-NW_001813682.1-processed-gene-3.46&CDS=1-1332	YDR375C
1632	OG0001632	snap_masked-NW_001813682.1-processed-gene-3.37-mRNA-1_1&gene=snap_masked-NW_001813682.1-processed-gene-3.37&CDS=1-4131	YOR124C
1633	OG0001633	snap_masked-NW_001813682.1-processed-gene-3.38-mRNA-1_1&gene=snap_masked-NW_001813682.1-processed-gene-3.38&CDS=1-3015	YDR006C
1634	OG0001634	maker-NW_001813682.1-augustus-gene-4.0-mRNA-1_1&gene=maker-NW_001813682.1-augustus-gene-4.0&CDS=1-2082	YCR008W
1635	OG0001635	snap_masked-NW_001813682.1-processed-gene-4.8-mRNA-1_1&gene=snap_masked-NW_001813682.1-processed-gene-4.8&CDS=1-1026	YBR160W
1636	OG0001636	snap_masked-NW_001813682.1-processed-gene-4.9-mRNA-1_1&gene=snap_masked-NW_001813682.1-processed-gene-4.9&CDS=1-1050	YBR159W
1637	OG0001637	snap_masked-NW_001813682.1-processed-gene-4.10-mRNA-1_1&gene=snap_masked-NW_001813682.1-processed-gene-4.10&CDS=1-1071	YNL007C
1638	OG0001638	snap_masked-NW_001813682.1-processed-gene-4.11-mRNA-1_1&gene=snap_masked-NW_001813682.1-processed-gene-4.11&CDS=1-1032	YNL006W
1639	OG0001639	augustus_masked-NW_001813682.1-processed-gene-4.103-mRNA-1_1&gene=augustus_masked-NW_001813682.1-processed-gene-4.103&CDS=1-3054	YLR176C
1640	OG0001640	snap_masked-NW_001813682.1-processed-gene-4.15-mRNA-1_1&gene=snap_masked-NW_001813682.1-processed-gene-4.15&CDS=1-852	YNL002C
1641	OG0001641	snap_masked-NW_001813682.1-processed-gene-4.30-mRNA-1_1&gene=snap_masked-NW_001813682.1-processed-gene-4.30&CDS=1-1446	YLR359W
1642	OG0001642	snap_masked-NW_001813682.1-processed-gene-4.32-mRNA-1_1&gene=snap_masked-NW_001813682.1-processed-gene-4.32&CDS=1-1170	YBR234C
1643	OG0001643	snap_masked-NW_001813682.1-processed-gene-4.33-mRNA-1_1&gene=snap_masked-NW_001813682.1-processed-gene-4.33&CDS=1-810	YGR026W
1644	OG0001644	snap_masked-NW_001813682.1-processed-gene-4.20-mRNA-1_1&gene=snap_masked-NW_001813682.1-processed-gene-4.20&CDS=1-1653	YBR196C
1645	OG0001645	snap_masked-NW_001813682.1-processed-gene-4.21-mRNA-1_1&gene=snap_masked-NW_001813682.1-processed-gene-4.21&CDS=1-411	YML108W
1646	OG0001646	augustus_masked-NW_001813682.1-processed-gene-4.97-mRNA-1_1&gene=augustus_masked-NW_001813682.1-processed-gene-4.97&CDS=1-483	YIL062C
1647	OG0001647	snap_masked-NW_001813682.1-processed-gene-4.23-mRNA-1_1&gene=snap_masked-NW_001813682.1-processed-gene-4.23&CDS=1-1413	YGL215W
1648	OG0001648	snap_masked-NW_001813682.1-processed-gene-4.37-mRNA-1_1&gene=snap_masked-NW_001813682.1-processed-gene-4.37&CDS=1-3528	YER176W
1649	OG0001649	augustus_masked-NW_001813682.1-processed-gene-4.113-mRNA-1_1&gene=augustus_masked-NW_001813682.1-processed-gene-4.113&CDS=1-1506	YGR252W
1650	OG0001650	maker-NW_001813682.1-augustus-gene-4.1-mRNA-1_1&gene=maker-NW_001813682.1-augustus-gene-4.1&CDS=1-3558	YHR170W
1651	OG0001651	snap_masked-NW_001813682.1-processed-gene-4.25-mRNA-1_1&gene=snap_masked-NW_001813682.1-processed-gene-4.25&CDS=1-3024	YHR172W
1652	OG0001652	snap_masked-NW_001813682.1-processed-gene-4.40-mRNA-1_1&gene=snap_masked-NW_001813682.1-processed-gene-4.40&CDS=1-864	YGR253C
1653	OG0001653	snap_masked-NW_001813682.1-processed-gene-4.41-mRNA-1_1&gene=snap_masked-NW_001813682.1-processed-gene-4.41&CDS=1-1242	YGR244C
1654	OG0001654	snap_masked-NW_001813682.1-processed-gene-4.26-mRNA-1_1&gene=snap_masked-NW_001813682.1-processed-gene-4.26&CDS=1-876	YOR287C
1655	OG0001655	snap_masked-NW_001813682.1-processed-gene-4.44-mRNA-1_1&gene=snap_masked-NW_001813682.1-processed-gene-4.44&CDS=1-966	YOR221C
1656	OG0001656	snap_masked-NW_001813682.1-processed-gene-4.27-mRNA-1_1&gene=snap_masked-NW_001813682.1-processed-gene-4.27&CDS=1-705	YDR174W
1657	OG0001657	augustus_masked-NW_001813682.1-processed-gene-5.8-mRNA-1_1&gene=augustus_masked-NW_001813682.1-processed-gene-5.8&CDS=1-2241	YGR245C
1658	OG0001658	snap_masked-NW_001813682.1-processed-gene-5.95-mRNA-1_1&gene=snap_masked-NW_001813682.1-processed-gene-5.95&CDS=1-1650	YGR246C
1659	OG0001659	snap_masked-NW_001813682.1-processed-gene-5.96-mRNA-1_1&gene=snap_masked-NW_001813682.1-processed-gene-5.96&CDS=1-1332	YHR169W
1660	OG0001660	genemark-NW_001813682.1-processed-gene-5.76-mRNA-1_1&gene=genemark-NW_001813682.1-processed-gene-5.76&CDS=1-1305	YGL153W
1661	OG0001661	genemark-NW_001813682.1-processed-gene-5.77-mRNA-1_1&gene=genemark-NW_001813682.1-processed-gene-5.77&CDS=1-1257	YDL119C
1662	OG0001662	snap_masked-NW_001813682.1-processed-gene-5.102-mRNA-1_1&gene=snap_masked-NW_001813682.1-processed-gene-5.102&CDS=1-537	YDL118W
1663	OG0001663	snap_masked-NW_001813682.1-processed-gene-5.122-mRNA-1_1&gene=snap_masked-NW_001813682.1-processed-gene-5.122&CDS=1-1254	YGL155W
1664	OG0001664	snap_masked-NW_001813682.1-processed-gene-5.123-mRNA-1_1&gene=snap_masked-NW_001813682.1-processed-gene-5.123&CDS=1-1074	YGL154C
1665	OG0001665	augustus_masked-NW_001813682.1-processed-gene-5.37-mRNA-1_1&gene=augustus_masked-NW_001813682.1-processed-gene-5.37&CDS=1-4725	YGL150C
1666	OG0001666	snap_masked-NW_001813682.1-processed-gene-5.106-mRNA-1_1&gene=snap_masked-NW_001813682.1-processed-gene-5.106&CDS=1-330	YJR085C
1667	OG0001667	snap_masked-NW_001813682.1-processed-gene-5.107-mRNA-1_1&gene=snap_masked-NW_001813682.1-processed-gene-5.107&CDS=1-741	YNL178W
1668	OG0001668	snap_masked-NW_001813682.1-processed-gene-5.127-mRNA-1_1&gene=snap_masked-NW_001813682.1-processed-gene-5.127&CDS=1-4005	YGR061C
1669	OG0001669	snap_masked-NW_001813682.1-processed-gene-5.110-mRNA-1_1&gene=snap_masked-NW_001813682.1-processed-gene-5.110&CDS=1-444	YOR224C
1670	OG0001670	snap_masked-NW_001813682.1-processed-gene-5.113-mRNA-1_1&gene=snap_masked-NW_001813682.1-processed-gene-5.113&CDS=1-1479	YKL035W
1671	OG0001671	augustus_masked-NW_001813682.1-processed-gene-5.42-mRNA-1_1&gene=augustus_masked-NW_001813682.1-processed-gene-5.42&CDS=1-1677	YDR403W
1672	OG0001672	maker-NW_001813682.1-augustus-gene-5.0-mRNA-1_1&gene=maker-NW_001813682.1-augustus-gene-5.0&CDS=1-2841	YDR402C
1673	OG0001673	snap_masked-NW_001813682.1-processed-gene-5.117-mRNA-1_1&gene=snap_masked-NW_001813682.1-processed-gene-5.117&CDS=1-759	YNL305C
1674	OG0001674	snap_masked-NW_001813682.1-processed-gene-5.133-mRNA-1_1&gene=snap_masked-NW_001813682.1-processed-gene-5.133&CDS=1-1527	YLR004C
1675	OG0001675	snap_masked-NW_001813682.1-processed-gene-5.135-mRNA-1_1&gene=snap_masked-NW_001813682.1-processed-gene-5.135&CDS=1-783	YLL041C
1676	OG0001676	snap_masked-NW_001813682.1-processed-gene-5.119-mRNA-1_1&gene=snap_masked-NW_001813682.1-processed-gene-5.119&CDS=1-2178	YOR206W
1677	OG0001677	augustus_masked-NW_001813682.1-processed-gene-5.46-mRNA-1_1&gene=augustus_masked-NW_001813682.1-processed-gene-5.46&CDS=1-1758	YPL133C
1678	OG0001678	snap_masked-NW_001813682.1-processed-gene-6.34-mRNA-1_1&gene=snap_masked-NW_001813682.1-processed-gene-6.34&CDS=1-3471	YOR207C
1679	OG0001679	augustus_masked-NW_001813682.1-processed-gene-6.68-mRNA-1_1&gene=augustus_masked-NW_001813682.1-processed-gene-6.68&CDS=1-1509	YPL122C
1680	OG0001680	snap_masked-NW_001813682.1-processed-gene-6.53-mRNA-1_1&gene=snap_masked-NW_001813682.1-processed-gene-6.53&CDS=1-861	YPL134C
1681	OG0001681	augustus_masked-NW_001813682.1-processed-gene-6.87-mRNA-1_1&gene=augustus_masked-NW_001813682.1-processed-gene-6.87&CDS=1-1092	YOR223W
1682	OG0001682	snap_masked-NW_001813682.1-processed-gene-6.55-mRNA-1_1&gene=snap_masked-NW_001813682.1-processed-gene-6.55&CDS=1-525	YJR025C
1683	OG0001683	snap_masked-NW_001813682.1-processed-gene-6.39-mRNA-1_1&gene=snap_masked-NW_001813682.1-processed-gene-6.39&CDS=1-1335	YGL181W
1684	OG0001684	snap_masked-NW_001813682.1-processed-gene-6.57-mRNA-1_1&gene=snap_masked-NW_001813682.1-processed-gene-6.57&CDS=1-612	YGL183C
1685	OG0001685	snap_masked-NW_001813682.1-processed-gene-6.58-mRNA-1_1&gene=snap_masked-NW_001813682.1-processed-gene-6.58&CDS=1-477	YPR017C
1686	OG0001686	snap_masked-NW_001813682.1-processed-gene-6.41-mRNA-1_1&gene=snap_masked-NW_001813682.1-processed-gene-6.41&CDS=1-1605	YER130C
1687	OG0001687	snap_masked-NW_001813682.1-processed-gene-6.60-mRNA-1_1&gene=snap_masked-NW_001813682.1-processed-gene-6.60&CDS=1-1398	YDR148C
1688	OG0001688	snap_masked-NW_001813682.1-processed-gene-6.61-mRNA-1_1&gene=snap_masked-NW_001813682.1-processed-gene-6.61&CDS=1-2724	YLL026W
1689	OG0001689	snap_masked-NW_001813682.1-processed-gene-6.44-mRNA-1_1&gene=snap_masked-NW_001813682.1-processed-gene-6.44&CDS=1-735	YPR016C
1690	OG0001690	snap_masked-NW_001813682.1-processed-gene-6.45-mRNA-1_1&gene=snap_masked-NW_001813682.1-processed-gene-6.45&CDS=1-5805	YLR305C
1691	OG0001691	snap_masked-NW_001813682.1-processed-gene-6.46-mRNA-1_1&gene=snap_masked-NW_001813682.1-processed-gene-6.46&CDS=1-2427	YAL053W
1692	OG0001692	augustus_masked-NW_001813682.1-processed-gene-6.97-mRNA-1_1&gene=augustus_masked-NW_001813682.1-processed-gene-6.97&CDS=1-495	YIR015W
1693	OG0001693	snap_masked-NW_001813682.1-processed-gene-6.49-mRNA-1_1&gene=snap_masked-NW_001813682.1-processed-gene-6.49&CDS=1-753	YOL038W
1694	OG0001694	snap_masked-NW_001813682.1-processed-gene-6.64-mRNA-1_1&gene=snap_masked-NW_001813682.1-processed-gene-6.64&CDS=1-1152	YKL113C
1695	OG0001695	snap_masked-NW_001813682.1-processed-gene-6.65-mRNA-1_1&gene=snap_masked-NW_001813682.1-processed-gene-6.65&CDS=1-981	YCR002C
1696	OG0001696	augustus_masked-NW_001813682.1-processed-gene-7.65-mRNA-1_1&gene=augustus_masked-NW_001813682.1-processed-gene-7.65&CDS=1-606	YDR032C
1697	OG0001697	snap_masked-NW_001813682.1-processed-gene-7.33-mRNA-1_1&gene=snap_masked-NW_001813682.1-processed-gene-7.33&CDS=1-798	YBR035C
1698	OG0001698	snap_masked-NW_001813682.1-processed-gene-7.36-mRNA-1_1&gene=snap_masked-NW_001813682.1-processed-gene-7.36&CDS=1-645	YCR003W
1699	OG0001699	snap_masked-NW_001813682.1-processed-gene-7.37-mRNA-1_1&gene=snap_masked-NW_001813682.1-processed-gene-7.37&CDS=1-4374	YER093C
1700	OG0001700	snap_masked-NW_001813682.1-processed-gene-7.38-mRNA-1_1&gene=snap_masked-NW_001813682.1-processed-gene-7.38&CDS=1-798	YJL115W
1701	OG0001701	augustus_masked-NW_001813682.1-processed-gene-7.71-mRNA-1_1&gene=augustus_masked-NW_001813682.1-processed-gene-7.71&CDS=1-1530	YBR287W
1702	OG0001702	augustus_masked-NW_001813682.1-processed-gene-7.86-mRNA-1_1&gene=augustus_masked-NW_001813682.1-processed-gene-7.86&CDS=1-492	YER029C
1703	OG0001703	snap_masked-NW_001813682.1-processed-gene-7.44-mRNA-1_1&gene=snap_masked-NW_001813682.1-processed-gene-7.44&CDS=1-600	YER030W
1704	OG0001704	snap_masked-NW_001813682.1-processed-gene-7.55-mRNA-1_1&gene=snap_masked-NW_001813682.1-processed-gene-7.55&CDS=1-705	YBL021C
1705	OG0001705	snap_masked-NW_001813682.1-processed-gene-7.45-mRNA-1_1&gene=snap_masked-NW_001813682.1-processed-gene-7.45&CDS=1-1776	YBL020W
1706	OG0001706	snap_masked-NW_001813682.1-processed-gene-7.56-mRNA-1_1&gene=snap_masked-NW_001813682.1-processed-gene-7.56&CDS=1-273	YBL026W
1707	OG0001707	snap_masked-NW_001813682.1-processed-gene-7.47-mRNA-1_1&gene=snap_masked-NW_001813682.1-processed-gene-7.47&CDS=1-3180	YNL132W
1708	OG0001708	snap_masked-NW_001813682.1-processed-gene-7.58-mRNA-1_1&gene=snap_masked-NW_001813682.1-processed-gene-7.58&CDS=1-732	YNL129W
1709	OG0001709	snap_masked-NW_001813682.1-processed-gene-7.60-mRNA-1_1&gene=snap_masked-NW_001813682.1-processed-gene-7.60&CDS=1-1224	YNL064C
1710	OG0001710	snap_masked-NW_001813682.1-processed-gene-7.61-mRNA-1_1&gene=snap_masked-NW_001813682.1-processed-gene-7.61&CDS=1-1785	YNL138W
1711	OG0001711	snap_masked-NW_001813682.1-processed-gene-7.49-mRNA-1_1&gene=snap_masked-NW_001813682.1-processed-gene-7.49&CDS=1-2337	YNL059C
1712	OG0001712	snap_masked-NW_001813682.1-processed-gene-7.62-mRNA-1_1&gene=snap_masked-NW_001813682.1-processed-gene-7.62&CDS=1-1911	YNL061W
1713	OG0001713	snap_masked-NW_001813682.1-processed-gene-7.50-mRNA-1_1&gene=snap_masked-NW_001813682.1-processed-gene-7.50&CDS=1-1350	YNL062C
1714	OG0001714	augustus_masked-NW_001813682.1-processed-gene-7.94-mRNA-1_1&gene=augustus_masked-NW_001813682.1-processed-gene-7.94&CDS=1-924	YNL063W
1715	OG0001715	snap_masked-NW_001813682.1-processed-gene-7.64-mRNA-1_1&gene=snap_masked-NW_001813682.1-processed-gene-7.64&CDS=1-1380	YNL137C
1716	OG0001716	snap_masked-NW_001813682.1-processed-gene-8.83-mRNA-1_1&gene=snap_masked-NW_001813682.1-processed-gene-8.83&CDS=1-1470	YNL136W
1717	OG0001717	snap_masked-NW_001813682.1-processed-gene-8.84-mRNA-1_1&gene=snap_masked-NW_001813682.1-processed-gene-8.84&CDS=1-3051	YHR120W
1718	OG0001718	snap_masked-NW_001813682.1-processed-gene-8.87-mRNA-1_1&gene=snap_masked-NW_001813682.1-processed-gene-8.87&CDS=1-2079	YNL124W
1719	OG0001719	snap_masked-NW_001813682.1-processed-gene-8.86-mRNA-1_1&gene=snap_masked-NW_001813682.1-processed-gene-8.86&CDS=1-1770	YMR120C
1720	OG0001720	snap_masked-NW_001813682.1-processed-gene-8.89-mRNA-1_1&gene=snap_masked-NW_001813682.1-processed-gene-8.89&CDS=1-2106	YOR254C
1721	OG0001721	snap_masked-NW_001813682.1-processed-gene-8.112-mRNA-1_1&gene=snap_masked-NW_001813682.1-processed-gene-8.112&CDS=1-525	YOR253W
1722	OG0001722	snap_masked-NW_001813682.1-processed-gene-8.90-mRNA-1_1&gene=snap_masked-NW_001813682.1-processed-gene-8.90&CDS=1-480	YPL170W
1723	OG0001723	snap_masked-NW_001813682.1-processed-gene-8.91-mRNA-1_1&gene=snap_masked-NW_001813682.1-processed-gene-8.91&CDS=1-1953	YPL169C
1724	OG0001724	snap_masked-NW_001813682.1-processed-gene-8.92-mRNA-1_1&gene=snap_masked-NW_001813682.1-processed-gene-8.92&CDS=1-1410	YPL175W
1725	OG0001725	snap_masked-NW_001813682.1-processed-gene-8.113-mRNA-1_1&gene=snap_masked-NW_001813682.1-processed-gene-8.113&CDS=1-2760	YPL174C
1726	OG0001726	augustus_masked-NW_001813682.1-processed-gene-8.11-mRNA-1_1&gene=augustus_masked-NW_001813682.1-processed-gene-8.11&CDS=1-576	YOR257W
1727	OG0001727	snap_masked-NW_001813682.1-processed-gene-8.94-mRNA-1_1&gene=snap_masked-NW_001813682.1-processed-gene-8.94&CDS=1-1014	YPL173W
1728	OG0001728	snap_masked-NW_001813682.1-processed-gene-8.114-mRNA-1_1&gene=snap_masked-NW_001813682.1-processed-gene-8.114&CDS=1-1302	YOR259C
1729	OG0001729	augustus_masked-NW_001813682.1-processed-gene-8.13-mRNA-1_1&gene=augustus_masked-NW_001813682.1-processed-gene-8.13&CDS=1-1506	YOR260W
1730	OG0001730	snap_masked-NW_001813682.1-processed-gene-8.97-mRNA-1_1&gene=snap_masked-NW_001813682.1-processed-gene-8.97&CDS=1-651	YLR268W
1731	OG0001731	snap_masked-NW_001813682.1-processed-gene-8.98-mRNA-1_1&gene=snap_masked-NW_001813682.1-processed-gene-8.98&CDS=1-1623	YGL124C
1732	OG0001732	augustus_masked-NW_001813682.1-processed-gene-8.32-mRNA-1_1&gene=augustus_masked-NW_001813682.1-processed-gene-8.32&CDS=1-813	YHR038W
1733	OG0001733	snap_masked-NW_001813682.1-processed-gene-8.116-mRNA-1_1&gene=snap_masked-NW_001813682.1-processed-gene-8.116&CDS=1-1020	YHR085W
1734	OG0001734	snap_masked-NW_001813682.1-processed-gene-8.99-mRNA-1_1&gene=snap_masked-NW_001813682.1-processed-gene-8.99&CDS=1-1503	YHR036W
1735	OG0001735	genemark-NW_001813682.1-processed-gene-8.58-mRNA-1_1&gene=genemark-NW_001813682.1-processed-gene-8.58&CDS=1-1656	YOR273C
1736	OG0001736	maker-NW_001813682.1-snap-gene-8.0-mRNA-1_1&gene=maker-NW_001813682.1-snap-gene-8.0&CDS=1-1707	YDR145W
1737	OG0001737	snap_masked-NW_001813682.1-processed-gene-8.117-mRNA-1_1&gene=snap_masked-NW_001813682.1-processed-gene-8.117&CDS=1-1374	YDL159W
1738	OG0001738	augustus_masked-NW_001813682.1-processed-gene-8.37-mRNA-1_1&gene=augustus_masked-NW_001813682.1-processed-gene-8.37&CDS=1-297	YDL157C
1739	OG0001739	snap_masked-NW_001813682.1-processed-gene-8.103-mRNA-1_1&gene=snap_masked-NW_001813682.1-processed-gene-8.103&CDS=1-1617	YMR115W
1740	OG0001740	augustus_masked-NW_001813682.1-processed-gene-8.21-mRNA-1_1&gene=augustus_masked-NW_001813682.1-processed-gene-8.21&CDS=1-3918	YBL023C
1741	OG0001741	augustus_masked-NW_001813682.1-processed-gene-8.39-mRNA-1_1&gene=augustus_masked-NW_001813682.1-processed-gene-8.39&CDS=1-777	YLR285W
1742	OG0001742	augustus_masked-NW_001813682.1-processed-gene-8.25-mRNA-1_1&gene=augustus_masked-NW_001813682.1-processed-gene-8.25&CDS=1-1323	YDR235W
1743	OG0001743	snap_masked-NW_001813682.1-processed-gene-8.121-mRNA-1_1&gene=snap_masked-NW_001813682.1-processed-gene-8.121&CDS=1-2034	YDL206W
1744	OG0001744	snap_masked-NW_001813682.1-processed-gene-8.122-mRNA-1_1&gene=snap_masked-NW_001813682.1-processed-gene-8.122&CDS=1-546	YDR236C
1745	OG0001745	snap_masked-NW_001813682.1-processed-gene-8.123-mRNA-1_1&gene=snap_masked-NW_001813682.1-processed-gene-8.123&CDS=1-966	YLR354C
1746	OG0001746	augustus_masked-NW_001813682.1-processed-gene-9.77-mRNA-1_1&gene=augustus_masked-NW_001813682.1-processed-gene-9.77&CDS=1-879	YCL047C
1747	OG0001747	snap_masked-NW_001813682.1-processed-gene-9.9-mRNA-1_1&gene=snap_masked-NW_001813682.1-processed-gene-9.9&CDS=1-591	YHR026W
1748	OG0001748	snap_masked-NW_001813682.1-processed-gene-9.11-mRNA-1_1&gene=snap_masked-NW_001813682.1-processed-gene-9.11&CDS=1-2985	YHR027C
1749	OG0001749	maker-NW_001813682.1-snap-gene-9.3-mRNA-1_1&gene=maker-NW_001813682.1-snap-gene-9.3&CDS=1-2061	YJL201W
1750	OG0001750	snap_masked-NW_001813682.1-processed-gene-9.27-mRNA-1_1&gene=snap_masked-NW_001813682.1-processed-gene-9.27&CDS=1-990	YLR145W
1751	OG0001751	snap_masked-NW_001813682.1-processed-gene-9.15-mRNA-1_1&gene=snap_masked-NW_001813682.1-processed-gene-9.15&CDS=1-1224	YDR161W
1752	OG0001752	snap_masked-NW_001813682.1-processed-gene-9.28-mRNA-1_1&gene=snap_masked-NW_001813682.1-processed-gene-9.28&CDS=1-4140	YLL021W
1753	OG0001753	maker-NW_001813682.1-snap-gene-9.4-mRNA-1_1&gene=maker-NW_001813682.1-snap-gene-9.4&CDS=1-1740	YPL222W
1754	OG0001754	genemark-NW_001813682.1-processed-gene-9.63-mRNA-1_1&gene=genemark-NW_001813682.1-processed-gene-9.63&CDS=1-2394	YBR080C
1755	OG0001755	snap_masked-NW_001813682.1-processed-gene-9.32-mRNA-1_1&gene=snap_masked-NW_001813682.1-processed-gene-9.32&CDS=1-3489	YGL178W
1756	OG0001756	snap_masked-NW_001813682.1-processed-gene-9.33-mRNA-1_1&gene=snap_masked-NW_001813682.1-processed-gene-9.33&CDS=1-1494	YGL175C
1757	OG0001757	snap_masked-NW_001813682.1-processed-gene-9.18-mRNA-1_1&gene=snap_masked-NW_001813682.1-processed-gene-9.18&CDS=1-1299	YGL172W
1758	OG0001758	snap_masked-NW_001813682.1-processed-gene-9.34-mRNA-1_1&gene=snap_masked-NW_001813682.1-processed-gene-9.34&CDS=1-2172	YPR021C
1759	OG0001759	snap_masked-NW_001813682.1-processed-gene-9.22-mRNA-1_1&gene=snap_masked-NW_001813682.1-processed-gene-9.22&CDS=1-327	YLL018C-A
1760	OG0001760	snap_masked-NW_001813682.1-processed-gene-9.35-mRNA-1_1&gene=snap_masked-NW_001813682.1-processed-gene-9.35&CDS=1-4641	YGL173C
1761	OG0001761	augustus_masked-NW_001813682.1-processed-gene-9.93-mRNA-1_1&gene=augustus_masked-NW_001813682.1-processed-gene-9.93&CDS=1-2385	YLL019C
1762	OG0001762	snap_masked-NW_001813682.1-processed-gene-9.39-mRNA-1_1&gene=snap_masked-NW_001813682.1-processed-gene-9.39&CDS=1-1818	YAL067C
1763	OG0001763	genemark-NW_001813682.1-processed-gene-10.70-mRNA-1_1&gene=genemark-NW_001813682.1-processed-gene-10.70&CDS=1-1986	YIL090W
1764	OG0001764	snap_masked-NW_001813682.1-processed-gene-10.37-mRNA-1_1&gene=snap_masked-NW_001813682.1-processed-gene-10.37&CDS=1-1305	YFL026W
1765	OG0001765	snap_masked-NW_001813682.1-processed-gene-10.39-mRNA-1_1&gene=snap_masked-NW_001813682.1-processed-gene-10.39&CDS=1-1587	YLR259C
1766	OG0001766	snap_masked-NW_001813682.1-processed-gene-10.40-mRNA-1_1&gene=snap_masked-NW_001813682.1-processed-gene-10.40&CDS=1-1704	YML043C
1767	OG0001767	snap_masked-NW_001813682.1-processed-gene-10.57-mRNA-1_1&gene=snap_masked-NW_001813682.1-processed-gene-10.57&CDS=1-2007	YOL013C
1768	OG0001768	snap_masked-NW_001813682.1-processed-gene-10.58-mRNA-1_1&gene=snap_masked-NW_001813682.1-processed-gene-10.58&CDS=1-2670	YEL061C
1769	OG0001769	snap_masked-NW_001813682.1-processed-gene-10.59-mRNA-1_1&gene=snap_masked-NW_001813682.1-processed-gene-10.59&CDS=1-435	YMR074C
1770	OG0001770	snap_masked-NW_001813682.1-processed-gene-10.42-mRNA-1_1&gene=snap_masked-NW_001813682.1-processed-gene-10.42&CDS=1-660	YLR262C
1771	OG0001771	snap_masked-NW_001813682.1-processed-gene-10.43-mRNA-1_1&gene=snap_masked-NW_001813682.1-processed-gene-10.43&CDS=1-1887	YBR215W
1772	OG0001772	genemark-NW_001813682.1-processed-gene-10.79-mRNA-1_1&gene=genemark-NW_001813682.1-processed-gene-10.79&CDS=1-630	YBR217W
1773	OG0001773	augustus_masked-NW_001813682.1-processed-gene-10.24-mRNA-1_1&gene=augustus_masked-NW_001813682.1-processed-gene-10.24&CDS=1-2256	YIL091C
1774	OG0001774	snap_masked-NW_001813682.1-processed-gene-10.45-mRNA-1_1&gene=snap_masked-NW_001813682.1-processed-gene-10.45&CDS=1-1107	YNL032W
1775	OG0001775	maker-NW_001813682.1-augustus-gene-10.108-mRNA-1_1&gene=maker-NW_001813682.1-augustus-gene-10.108&CDS=1-1161	YIL084C
1776	OG0001776	maker-NW_001813682.1-augustus-gene-10.105-mRNA-1_1&gene=maker-NW_001813682.1-augustus-gene-10.105&CDS=1-2145	YJL127C
1777	OG0001777	augustus_masked-NW_001813682.1-processed-gene-10.28-mRNA-1_1&gene=augustus_masked-NW_001813682.1-processed-gene-10.28&CDS=1-6480	YJL130C
1778	OG0001778	genemark-NW_001813682.1-processed-gene-10.101-mRNA-1_1&gene=genemark-NW_001813682.1-processed-gene-10.101&CDS=1-861	YNL075W
1779	OG0001779	genemark-NW_001813682.1-processed-gene-10.102-mRNA-1_1&gene=genemark-NW_001813682.1-processed-gene-10.102&CDS=1-459	YLR170C
1780	OG0001780	maker-NW_001813682.1-snap-gene-10.111-mRNA-1_1&gene=maker-NW_001813682.1-snap-gene-10.111&CDS=1-2940	YDR017C
1781	OG0001781	snap_masked-NW_001813682.1-processed-gene-10.53-mRNA-1_1&gene=snap_masked-NW_001813682.1-processed-gene-10.53&CDS=1-1893	YHL032C
1782	OG0001782	snap_masked-NW_001813682.1-processed-gene-11.70-mRNA-1_1&gene=snap_masked-NW_001813682.1-processed-gene-11.70&CDS=1-1116	YPR035W
1783	OG0001783	snap_masked-NW_001813682.1-processed-gene-11.71-mRNA-1_1&gene=snap_masked-NW_001813682.1-processed-gene-11.71&CDS=1-1395	YPR036W
1784	OG0001784	augustus_masked-NW_001813682.1-processed-gene-11.7-mRNA-1_1&gene=augustus_masked-NW_001813682.1-processed-gene-11.7&CDS=1-4563	YJR089W
1785	OG0001785	augustus_masked-NW_001813682.1-processed-gene-11.23-mRNA-1_1&gene=augustus_masked-NW_001813682.1-processed-gene-11.23&CDS=1-909	YFR041C
1786	OG0001786	genemark-NW_001813682.1-processed-gene-11.41-mRNA-1_1&gene=genemark-NW_001813682.1-processed-gene-11.41&CDS=1-879	YMR225C
1787	OG0001787	snap_masked-NW_001813682.1-processed-gene-11.91-mRNA-1_1&gene=snap_masked-NW_001813682.1-processed-gene-11.91&CDS=1-1167	YOR388C
1788	OG0001788	augustus_masked-NW_001813682.1-processed-gene-11.26-mRNA-1_1&gene=augustus_masked-NW_001813682.1-processed-gene-11.26&CDS=1-1476	YGL059W
1789	OG0001789	snap_masked-NW_001813682.1-processed-gene-11.96-mRNA-1_1&gene=snap_masked-NW_001813682.1-processed-gene-11.96&CDS=1-1284	YGR193C
1790	OG0001790	snap_masked-NW_001813682.1-processed-gene-11.97-mRNA-1_1&gene=snap_masked-NW_001813682.1-processed-gene-11.97&CDS=1-1560	YHR183W
1791	OG0001791	snap_masked-NW_001813682.1-processed-gene-11.81-mRNA-1_1&gene=snap_masked-NW_001813682.1-processed-gene-11.81&CDS=1-1569	YJR010W
1792	OG0001792	snap_masked-NW_001813682.1-processed-gene-11.83-mRNA-1_1&gene=snap_masked-NW_001813682.1-processed-gene-11.83&CDS=1-3327	YJL080C
