	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034612_Saturnispora_saitoi
1481	OG0001481	YGR175C	augustus_masked-flattened_line_18-processed-gene-0.82-mRNA-1_1&gene=augustus_masked-flattened_line_18-processed-gene-0.82&CDS=1-1485
1482	OG0001482	YGR178C	augustus_masked-flattened_line_14-processed-gene-0.77-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-0.77&CDS=1-2067
1483	OG0001483	YGR181W	augustus_masked-flattened_line_4-processed-gene-7.25-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-7.25&CDS=1-288
1484	OG0001484	YGR184C	maker-flattened_line_31-augustus-gene-0.129-mRNA-1_1&gene=maker-flattened_line_31-augustus-gene-0.129&CDS=1-6387
1485	OG0001485	YGR185C	augustus_masked-flattened_line_0-processed-gene-0.29-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-0.29&CDS=1-1173
1486	OG0001486	YGR186W	augustus_masked-flattened_line_31-processed-gene-0.24-mRNA-1_1&gene=augustus_masked-flattened_line_31-processed-gene-0.24&CDS=1-1755
1487	OG0001487	YGR187C	augustus_masked-flattened_line_31-processed-gene-0.25-mRNA-1_1&gene=augustus_masked-flattened_line_31-processed-gene-0.25&CDS=1-1200
1488	OG0001488	YGR193C	augustus_masked-flattened_line_10-processed-gene-3.29-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-3.29&CDS=1-1056
1489	OG0001489	YGR194C	augustus_masked-flattened_line_20-processed-gene-1.121-mRNA-1_1&gene=augustus_masked-flattened_line_20-processed-gene-1.121&CDS=1-1755
1490	OG0001490	YGR195W	augustus_masked-flattened_line_0-processed-gene-0.25-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-0.25&CDS=1-741
1491	OG0001491	YGR200C	augustus_masked-flattened_line_0-processed-gene-6.30-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-6.30&CDS=1-2418
1492	OG0001492	YGR202C	augustus_masked-flattened_line_4-processed-gene-7.27-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-7.27&CDS=1-1119
1493	OG0001493	YGR203W	snap_masked-flattened_line_4-processed-gene-7.106-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-7.106&CDS=1-414
1494	OG0001494	YGR205W	snap_masked-flattened_line_27-processed-gene-1.100-mRNA-1_1&gene=snap_masked-flattened_line_27-processed-gene-1.100&CDS=1-840
1495	OG0001495	YGR207C	augustus_masked-flattened_line_27-processed-gene-1.45-mRNA-1_1&gene=augustus_masked-flattened_line_27-processed-gene-1.45&CDS=1-762
1496	OG0001496	YGR210C	augustus_masked-flattened_line_10-processed-gene-0.40-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-0.40&CDS=1-1245
1497	OG0001497	YGR211W	augustus_masked-flattened_line_4-processed-gene-5.18-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-5.18&CDS=1-1518
1498	OG0001498	YGR215W	augustus_masked-flattened_line_6-processed-gene-1.29-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-1.29&CDS=1-342
1499	OG0001499	YGR216C	augustus_masked-flattened_line_6-processed-gene-1.56-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-1.56&CDS=1-1950
1500	OG0001500	YGR217W	augustus_masked-flattened_line_4-processed-gene-5.38-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-5.38&CDS=1-6621
1501	OG0001501	YGR218W	augustus_masked-flattened_line_10-processed-gene-2.62-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-2.62&CDS=1-3225
1502	OG0001502	YGR220C	augustus_masked-flattened_line_4-processed-gene-3.28-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-3.28&CDS=1-819
1503	OG0001503	YGR223C	augustus_masked-flattened_line_14-processed-gene-1.24-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-1.24&CDS=1-1230
1504	OG0001504	YGR225W	augustus_masked-flattened_line_6-processed-gene-1.31-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-1.31&CDS=1-1593
1505	OG0001505	YGR227W	augustus_masked-flattened_line_6-processed-gene-1.32-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-1.32&CDS=1-1404
1506	OG0001506	YGR231C	augustus_masked-flattened_line_4-processed-gene-5.37-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-5.37&CDS=1-912
1507	OG0001507	YGR233C	augustus_masked-flattened_line_12-processed-gene-0.20-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-0.20&CDS=1-3327
1508	OG0001508	YGR234W	augustus_masked-flattened_line_0-processed-gene-3.50-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-3.50&CDS=1-1212
1509	OG0001509	YGR244C	augustus_masked-flattened_line_6-processed-gene-5.60-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-5.60&CDS=1-1230
1510	OG0001510	YGR245C	augustus_masked-flattened_line_61-processed-gene-0.45-mRNA-1_1&gene=augustus_masked-flattened_line_61-processed-gene-0.45&CDS=1-2328
1511	OG0001511	YGR246C	augustus_masked-flattened_line_43-processed-gene-0.124-mRNA-1_1&gene=augustus_masked-flattened_line_43-processed-gene-0.124&CDS=1-1668
1512	OG0001512	YGR252W	augustus_masked-flattened_line_23-processed-gene-1.287-mRNA-1_1&gene=augustus_masked-flattened_line_23-processed-gene-1.287&CDS=1-1233
1513	OG0001513	YGR253C	augustus_masked-flattened_line_23-processed-gene-1.238-mRNA-1_1&gene=augustus_masked-flattened_line_23-processed-gene-1.238&CDS=1-774
1514	OG0001514	YGR255C	augustus_masked-flattened_line_8-processed-gene-2.74-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-2.74&CDS=1-1398
1515	OG0001515	YGR257C	augustus_masked-flattened_line_0-processed-gene-5.124-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-5.124&CDS=1-1221
1516	OG0001516	YGR258C	maker-flattened_line_4-snap-gene-7.12-mRNA-1_1&gene=maker-flattened_line_4-snap-gene-7.12&CDS=1-2628
1517	OG0001517	YGR261C	augustus_masked-flattened_line_4-processed-gene-7.23-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-7.23&CDS=1-2385
1518	OG0001518	YGR264C	augustus_masked-flattened_line_31-processed-gene-0.39-mRNA-1_1&gene=augustus_masked-flattened_line_31-processed-gene-0.39&CDS=1-2178
1519	OG0001519	YGR266W	augustus_masked-flattened_line_43-processed-gene-0.94-mRNA-1_1&gene=augustus_masked-flattened_line_43-processed-gene-0.94&CDS=1-1983
1520	OG0001520	YGR267C	augustus_masked-flattened_line_23-processed-gene-1.293-mRNA-1_1&gene=augustus_masked-flattened_line_23-processed-gene-1.293&CDS=1-771
1521	OG0001521	YGR268C	augustus_masked-flattened_line_43-processed-gene-0.97-mRNA-1_1&gene=augustus_masked-flattened_line_43-processed-gene-0.97&CDS=1-732
1522	OG0001522	YGR270W	augustus_masked-flattened_line_14-processed-gene-3.68-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-3.68&CDS=1-3579
1523	OG0001523	YGR271W	augustus_masked-flattened_line_8-processed-gene-3.151-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-3.151&CDS=1-5931
1524	OG0001524	YGR274C	augustus_masked-flattened_line_2-processed-gene-8.162-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-8.162&CDS=1-3195
1525	OG0001525	YGR277C	snap_masked-flattened_line_6-processed-gene-5.136-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-5.136&CDS=1-717
1526	OG0001526	YGR278W	augustus_masked-flattened_line_6-processed-gene-5.83-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-5.83&CDS=1-2070
1527	OG0001527	YGR280C	augustus_masked-flattened_line_0-processed-gene-6.17-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-6.17&CDS=1-843
1528	OG0001528	YGR282C	augustus_masked-flattened_line_16-processed-gene-0.99-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-0.99&CDS=1-927
1529	OG0001529	YGR284C	augustus_masked-flattened_line_16-processed-gene-0.97-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-0.97&CDS=1-951
1530	OG0001530	YGR285C	augustus_masked-flattened_line_43-processed-gene-0.115-mRNA-1_1&gene=augustus_masked-flattened_line_43-processed-gene-0.115&CDS=1-1272
1531	OG0001531	YGR286C	augustus_masked-flattened_line_65-processed-gene-0.31-mRNA-1_1&gene=augustus_masked-flattened_line_65-processed-gene-0.31&CDS=1-1167
1532	OG0001532	YHL002W	augustus_masked-flattened_line_2-processed-gene-4.149-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-4.149&CDS=1-1503
1533	OG0001533	YHL004W	augustus_masked-flattened_line_22-processed-gene-2.206-mRNA-1_1&gene=augustus_masked-flattened_line_22-processed-gene-2.206&CDS=1-1197
1534	OG0001534	YHL008C	maker-flattened_line_6-augustus-gene-5.21-mRNA-1_1&gene=maker-flattened_line_6-augustus-gene-5.21&CDS=1-2769
1535	OG0001535	YHL010C	augustus_masked-flattened_line_14-processed-gene-3.49-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-3.49&CDS=1-1680
1536	OG0001536	YHL013C	augustus_masked-flattened_line_20-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-flattened_line_20-processed-gene-0.13&CDS=1-858
1537	OG0001537	YHL014C	augustus_masked-flattened_line_20-processed-gene-0.34-mRNA-1_1&gene=augustus_masked-flattened_line_20-processed-gene-0.34&CDS=1-1200
1538	OG0001538	YHL015W	augustus_masked-flattened_line_12-processed-gene-3.71-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-3.71&CDS=1-351
1539	OG0001539	YHL016C	augustus_masked-flattened_line_6-processed-gene-5.43-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-5.43&CDS=1-2136
1540	OG0001540	YHL018W	snap_masked-flattened_line_0-processed-gene-3.154-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-3.154&CDS=1-321
1541	OG0001541	YHL020C	augustus_masked-flattened_line_2-processed-gene-4.140-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-4.140&CDS=1-1332
1542	OG0001542	YHL022C	augustus_masked-flattened_line_0-processed-gene-0.15-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-0.15&CDS=1-855
1543	OG0001543	YHL024W	augustus_masked-flattened_line_4-processed-gene-5.29-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-5.29&CDS=1-1941
1544	OG0001544	YHL027W	augustus_masked-flattened_line_10-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-0.7&CDS=1-1050
1545	OG0001545	YHL029C	augustus_masked-flattened_line_41-processed-gene-0.130-mRNA-1_1&gene=augustus_masked-flattened_line_41-processed-gene-0.130&CDS=1-2307
1546	OG0001546	YHL030W	augustus_masked-flattened_line_41-processed-gene-0.109-mRNA-1_1&gene=augustus_masked-flattened_line_41-processed-gene-0.109&CDS=1-5502
1547	OG0001547	YHL031C	augustus_masked-flattened_line_20-processed-gene-1.118-mRNA-1_1&gene=augustus_masked-flattened_line_20-processed-gene-1.118&CDS=1-678
1548	OG0001548	YHL036W	snap_masked-flattened_line_8-processed-gene-0.101-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-0.101&CDS=1-1683
1549	OG0001549	YHL039W	augustus_masked-flattened_line_0-processed-gene-3.11-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-3.11&CDS=1-1752
1550	OG0001550	YHR001W-A	augustus_masked-flattened_line_12-processed-gene-1.93-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-1.93&CDS=1-231
1551	OG0001551	YHR002W	snap_masked-flattened_line_0-processed-gene-6.104-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-6.104&CDS=1-1077
1552	OG0001552	YHR005C	augustus_masked-flattened_line_8-processed-gene-4.219-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-4.219&CDS=1-1758
1553	OG0001553	YHR005C-A	augustus_masked-flattened_line_55-processed-gene-0.81-mRNA-1_1&gene=augustus_masked-flattened_line_55-processed-gene-0.81&CDS=1-273
1554	OG0001554	YHR007C	augustus_masked-flattened_line_2-processed-gene-3.128-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-3.128&CDS=1-1563
1555	OG0001555	YHR008C	augustus_masked-flattened_line_2-processed-gene-8.144-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-8.144&CDS=1-657
1556	OG0001556	YHR009C	augustus_masked-flattened_line_6-processed-gene-5.53-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-5.53&CDS=1-1467
1557	OG0001557	YHR011W	augustus_masked-flattened_line_16-processed-gene-1.63-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-1.63&CDS=1-1431
1558	OG0001558	YHR012W	augustus_masked-flattened_line_18-processed-gene-2.90-mRNA-1_1&gene=augustus_masked-flattened_line_18-processed-gene-2.90&CDS=1-786
1559	OG0001559	YHR013C	augustus_masked-flattened_line_18-processed-gene-2.43-mRNA-1_1&gene=augustus_masked-flattened_line_18-processed-gene-2.43&CDS=1-651
1560	OG0001560	YHR018C	augustus_masked-flattened_line_18-processed-gene-2.49-mRNA-1_1&gene=augustus_masked-flattened_line_18-processed-gene-2.49&CDS=1-1395
1561	OG0001561	YHR019C	snap_masked-flattened_line_47-processed-gene-0.139-mRNA-1_1&gene=snap_masked-flattened_line_47-processed-gene-0.139&CDS=1-1653
1562	OG0001562	YHR020W	snap_masked-flattened_line_4-processed-gene-5.115-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-5.115&CDS=1-3531
1563	OG0001563	YHR023W	maker-flattened_line_35-snap-gene-0.164-mRNA-1_1&gene=maker-flattened_line_35-snap-gene-0.164&CDS=1-4956
1564	OG0001564	YHR024C	augustus_masked-flattened_line_10-processed-gene-2.52-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-2.52&CDS=1-1389
1565	OG0001565	YHR025W	augustus_masked-flattened_line_0-processed-gene-8.149-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-8.149&CDS=1-1080
1566	OG0001566	YHR026W	augustus_masked-flattened_line_0-processed-gene-8.127-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-8.127&CDS=1-579
1567	OG0001567	YHR027C	maker-flattened_line_0-augustus-gene-8.53-mRNA-1_1&gene=maker-flattened_line_0-augustus-gene-8.53&CDS=1-4077
1568	OG0001568	YHR029C	augustus_masked-flattened_line_57-processed-gene-0.27-mRNA-1_1&gene=augustus_masked-flattened_line_57-processed-gene-0.27&CDS=1-867
1569	OG0001569	YHR030C	augustus_masked-flattened_line_0-processed-gene-8.148-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-8.148&CDS=1-1464
1570	OG0001570	YHR032W	augustus_masked-flattened_line_31-processed-gene-0.22-mRNA-1_1&gene=augustus_masked-flattened_line_31-processed-gene-0.22&CDS=1-1845
1571	OG0001571	YHR037W	augustus_masked-flattened_line_0-processed-gene-3.1-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-3.1&CDS=1-1749
1572	OG0001572	YHR038W	augustus_masked-flattened_line_10-processed-gene-3.12-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-3.12&CDS=1-705
1573	OG0001573	YHR039C	snap_masked-flattened_line_10-processed-gene-3.109-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-3.109&CDS=1-1854
1574	OG0001574	YHR039C-A	maker-flattened_line_10-augustus-gene-0.83-mRNA-1_1&gene=maker-flattened_line_10-augustus-gene-0.83&CDS=1-1083
1575	OG0001575	YHR040W	snap_masked-flattened_line_31-processed-gene-0.143-mRNA-1_1&gene=snap_masked-flattened_line_31-processed-gene-0.143&CDS=1-1221
1576	OG0001576	YHR041C	augustus_masked-flattened_line_29-processed-gene-0.25-mRNA-1_1&gene=augustus_masked-flattened_line_29-processed-gene-0.25&CDS=1-714
1577	OG0001577	YHR042W	augustus_masked-flattened_line_2-processed-gene-3.138-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-3.138&CDS=1-2055
1578	OG0001578	YHR045W	augustus_masked-flattened_line_8-processed-gene-2.86-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-2.86&CDS=1-1554
1579	OG0001579	YHR051W	maker-flattened_line_35-augustus-gene-0.160-mRNA-1_1&gene=maker-flattened_line_35-augustus-gene-0.160&CDS=1-429
1580	OG0001580	YHR052W	augustus_masked-flattened_line_20-processed-gene-2.220-mRNA-1_1&gene=augustus_masked-flattened_line_20-processed-gene-2.220&CDS=1-1029
1581	OG0001581	YHR058C	maker-flattened_line_14-augustus-gene-3.90-mRNA-1_1&gene=maker-flattened_line_14-augustus-gene-3.90&CDS=1-723
1582	OG0001582	YHR059W	augustus_masked-flattened_line_14-processed-gene-3.63-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-3.63&CDS=1-447
1583	OG0001583	YHR062C	snap_masked-flattened_line_14-processed-gene-0.133-mRNA-1_1&gene=snap_masked-flattened_line_14-processed-gene-0.133&CDS=1-885
1584	OG0001584	YHR063C	augustus_masked-flattened_line_4-processed-gene-0.163-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-0.163&CDS=1-1038
1585	OG0001585	YHR064C	augustus_masked-flattened_line_4-processed-gene-6.27-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-6.27&CDS=1-1590
1586	OG0001586	YHR065C	genemark-flattened_line_12-processed-gene-2.158-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-2.158&CDS=1-1794
1587	OG0001587	YHR067W	genemark-flattened_line_39-processed-gene-0.178-mRNA-1_1&gene=genemark-flattened_line_39-processed-gene-0.178&CDS=1-2409
1588	OG0001588	YHR068W	augustus_masked-flattened_line_18-processed-gene-1.120-mRNA-1_1&gene=augustus_masked-flattened_line_18-processed-gene-1.120&CDS=1-1125
1589	OG0001589	YHR069C	augustus_masked-flattened_line_4-processed-gene-7.74-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-7.74&CDS=1-1086
1590	OG0001590	YHR071W	augustus_masked-flattened_line_8-processed-gene-2.87-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-2.87&CDS=1-699
1591	OG0001591	YHR072W	augustus_masked-flattened_line_2-processed-gene-5.8-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-5.8&CDS=1-4788
1592	OG0001592	YHR073W	augustus_masked-flattened_line_8-processed-gene-4.194-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-4.194&CDS=1-3033
1593	OG0001593	YHR074W	augustus_masked-flattened_line_12-processed-gene-4.153-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-4.153&CDS=1-2133
1594	OG0001594	YHR075C	augustus_masked-flattened_line_12-processed-gene-4.177-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-4.177&CDS=1-1158
1595	OG0001595	YHR076W	augustus_masked-flattened_line_29-processed-gene-0.71-mRNA-1_1&gene=augustus_masked-flattened_line_29-processed-gene-0.71&CDS=1-1167
1596	OG0001596	YHR077C	augustus_masked-flattened_line_29-processed-gene-0.73-mRNA-1_1&gene=augustus_masked-flattened_line_29-processed-gene-0.73&CDS=1-3099
1597	OG0001597	YHR079C	augustus_masked-flattened_line_2-processed-gene-2.40-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-2.40&CDS=1-3351
1598	OG0001598	YHR081W	augustus_masked-flattened_line_2-processed-gene-3.140-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-3.140&CDS=1-537
1599	OG0001599	YHR084W	augustus_masked-flattened_line_10-processed-gene-3.20-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-3.20&CDS=1-1962
1600	OG0001600	YHR085W	augustus_masked-flattened_line_4-processed-gene-1.33-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-1.33&CDS=1-1050
1601	OG0001601	YHR087W	augustus_masked-flattened_line_10-processed-gene-3.11-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-3.11&CDS=1-342
1602	OG0001602	YHR088W	augustus_masked-flattened_line_2-processed-gene-3.137-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-3.137&CDS=1-885
1603	OG0001603	YHR089C	augustus_masked-flattened_line_10-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-0.1&CDS=1-600
1604	OG0001604	YHR090C	augustus_masked-flattened_line_18-processed-gene-1.104-mRNA-1_1&gene=augustus_masked-flattened_line_18-processed-gene-1.104&CDS=1-843
1605	OG0001605	YHR098C	augustus_masked-flattened_line_29-processed-gene-0.44-mRNA-1_1&gene=augustus_masked-flattened_line_29-processed-gene-0.44&CDS=1-2763
1606	OG0001606	YHR099W	augustus_masked-flattened_line_10-processed-gene-4.49-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-4.49&CDS=1-11262
1607	OG0001607	YHR100C	augustus_masked-flattened_line_10-processed-gene-4.9-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-4.9&CDS=1-1344
1608	OG0001608	YHR102W	augustus_masked-flattened_line_2-processed-gene-8.165-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-8.165&CDS=1-2526
1609	OG0001609	YHR104W	augustus_masked-flattened_line_12-processed-gene-0.37-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-0.37&CDS=1-954
1610	OG0001610	YHR107C	maker-flattened_line_0-snap-gene-7.54-mRNA-1_1&gene=maker-flattened_line_0-snap-gene-7.54&CDS=1-1422
1611	OG0001611	YHR109W	snap_masked-flattened_line_29-processed-gene-0.106-mRNA-1_1&gene=snap_masked-flattened_line_29-processed-gene-0.106&CDS=1-1551
1612	OG0001612	YHR110W	augustus_masked-flattened_line_27-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-flattened_line_27-processed-gene-0.13&CDS=1-639
1613	OG0001613	YHR111W	augustus_masked-flattened_line_27-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-flattened_line_27-processed-gene-0.14&CDS=1-1176
1614	OG0001614	YHR112C	augustus_masked-flattened_line_27-processed-gene-0.38-mRNA-1_1&gene=augustus_masked-flattened_line_27-processed-gene-0.38&CDS=1-1122
1615	OG0001615	YHR113W	augustus_masked-flattened_line_6-processed-gene-3.19-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-3.19&CDS=1-2433
1616	OG0001616	YHR114W	augustus_masked-flattened_line_8-processed-gene-1.156-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-1.156&CDS=1-1890
1617	OG0001617	YHR116W	augustus_masked-flattened_line_0-processed-gene-5.133-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-5.133&CDS=1-369
1618	OG0001618	YHR119W	augustus_masked-flattened_line_18-processed-gene-2.80-mRNA-1_1&gene=augustus_masked-flattened_line_18-processed-gene-2.80&CDS=1-2811
1619	OG0001619	YHR120W	augustus_masked-flattened_line_18-processed-gene-2.78-mRNA-1_1&gene=augustus_masked-flattened_line_18-processed-gene-2.78&CDS=1-2781
1620	OG0001620	YHR122W	genemark-flattened_line_18-processed-gene-2.232-mRNA-1_1&gene=genemark-flattened_line_18-processed-gene-2.232&CDS=1-1089
1621	OG0001621	YHR132C	snap_masked-flattened_line_0-processed-gene-9.104-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-9.104&CDS=1-1509
1622	OG0001622	YHR134W	augustus_masked-flattened_line_22-processed-gene-2.207-mRNA-1_1&gene=augustus_masked-flattened_line_22-processed-gene-2.207&CDS=1-819
1623	OG0001623	YHR135C	augustus_masked-flattened_line_31-processed-gene-0.29-mRNA-1_1&gene=augustus_masked-flattened_line_31-processed-gene-0.29&CDS=1-1560
1624	OG0001624	YHR142W	augustus_masked-flattened_line_2-processed-gene-8.193-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-8.193&CDS=1-924
1625	OG0001625	YHR143W-A	augustus_masked-flattened_line_2-processed-gene-6.53-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-6.53&CDS=1-216
1626	OG0001626	YHR144C	augustus_masked-flattened_line_20-processed-gene-1.148-mRNA-1_1&gene=augustus_masked-flattened_line_20-processed-gene-1.148&CDS=1-945
1627	OG0001627	YHR147C	augustus_masked-flattened_line_16-processed-gene-3.148-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-3.148&CDS=1-696
1628	OG0001628	YHR148W	augustus_masked-flattened_line_16-processed-gene-3.146-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-3.146&CDS=1-552
1629	OG0001629	YHR151C	augustus_masked-flattened_line_6-processed-gene-1.58-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-1.58&CDS=1-1776
1630	OG0001630	YHR164C	snap_masked-flattened_line_23-processed-gene-1.208-mRNA-1_1&gene=snap_masked-flattened_line_23-processed-gene-1.208&CDS=1-4191
1631	OG0001631	YHR165C	maker-flattened_line_8-snap-gene-2.155-mRNA-1_1&gene=maker-flattened_line_8-snap-gene-2.155&CDS=1-8799
1632	OG0001632	YHR168W	augustus_masked-flattened_line_61-processed-gene-0.46-mRNA-1_1&gene=augustus_masked-flattened_line_61-processed-gene-0.46&CDS=1-1482
1633	OG0001633	YHR169W	augustus_masked-flattened_line_61-processed-gene-0.36-mRNA-1_1&gene=augustus_masked-flattened_line_61-processed-gene-0.36&CDS=1-1326
1634	OG0001634	YHR170W	augustus_masked-flattened_line_51-processed-gene-0.117-mRNA-1_1&gene=augustus_masked-flattened_line_51-processed-gene-0.117&CDS=1-3579
1635	OG0001635	YHR171W	augustus_masked-flattened_line_20-processed-gene-2.250-mRNA-1_1&gene=augustus_masked-flattened_line_20-processed-gene-2.250&CDS=1-1689
1636	OG0001636	YHR172W	augustus_masked-flattened_line_61-processed-gene-0.37-mRNA-1_1&gene=augustus_masked-flattened_line_61-processed-gene-0.37&CDS=1-2079
1637	OG0001637	YHR175W	augustus_masked-flattened_line_6-processed-gene-5.100-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-5.100&CDS=1-1653
1638	OG0001638	YHR176W	augustus_masked-flattened_line_27-processed-gene-1.56-mRNA-1_1&gene=augustus_masked-flattened_line_27-processed-gene-1.56&CDS=1-1362
1639	OG0001639	YHR181W	augustus_masked-flattened_line_12-processed-gene-4.155-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-4.155&CDS=1-681
1640	OG0001640	YHR183W	augustus_masked-flattened_line_18-processed-gene-0.54-mRNA-1_1&gene=augustus_masked-flattened_line_18-processed-gene-0.54&CDS=1-1476
1641	OG0001641	YHR186C	augustus_masked-flattened_line_0-processed-gene-5.123-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-5.123&CDS=1-4251
1642	OG0001642	YHR187W	augustus_masked-flattened_line_4-processed-gene-7.29-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-7.29&CDS=1-894
1643	OG0001643	YHR189W	augustus_masked-flattened_line_39-processed-gene-0.46-mRNA-1_1&gene=augustus_masked-flattened_line_39-processed-gene-0.46&CDS=1-693
1644	OG0001644	YHR190W	augustus_masked-flattened_line_2-processed-gene-1.44-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-1.44&CDS=1-1338
