	OrthologID	Lachancea_mirantina	Saccharomyces_cerevisiae
2094	OG0002094	genemark-LAMI0E-processed-gene-10.109-mRNA-1_1&gene=genemark-LAMI0E-processed-gene-10.109&CDS=1-1620	YDR481C
2095	OG0002095	genemark-LAMI0E-processed-gene-10.128-mRNA-1_1&gene=genemark-LAMI0E-processed-gene-10.128&CDS=1-1182	YPL050C
2096	OG0002096	genemark-LAMI0E-processed-gene-10.129-mRNA-1_1&gene=genemark-LAMI0E-processed-gene-10.129&CDS=1-828	YLR192C
2097	OG0002097	genemark-LAMI0E-processed-gene-10.110-mRNA-1_1&gene=genemark-LAMI0E-processed-gene-10.110&CDS=1-468	YDL173W
2098	OG0002098	genemark-LAMI0E-processed-gene-10.130-mRNA-1_1&gene=genemark-LAMI0E-processed-gene-10.130&CDS=1-6474	YDL171C
2099	OG0002099	snap_masked-LAMI0E-processed-gene-10.58-mRNA-1_1&gene=snap_masked-LAMI0E-processed-gene-10.58&CDS=1-2586	YOR058C
2100	OG0002100	genemark-LAMI0E-processed-gene-10.131-mRNA-1_1&gene=genemark-LAMI0E-processed-gene-10.131&CDS=1-1149	YOR057W
2101	OG0002101	maker-LAMI0E-augustus-gene-10.86-mRNA-1_1&gene=maker-LAMI0E-augustus-gene-10.86&CDS=1-3246	YOR056C
2102	OG0002102	genemark-LAMI0E-processed-gene-10.114-mRNA-1_1&gene=genemark-LAMI0E-processed-gene-10.114&CDS=1-993	YKR071C
2103	OG0002103	genemark-LAMI0E-processed-gene-10.115-mRNA-1_1&gene=genemark-LAMI0E-processed-gene-10.115&CDS=1-330	YOR052C
2104	OG0002104	genemark-LAMI0E-processed-gene-10.132-mRNA-1_1&gene=genemark-LAMI0E-processed-gene-10.132&CDS=1-1083	YKR070W
2105	OG0002105	genemark-LAMI0E-processed-gene-10.133-mRNA-1_1&gene=genemark-LAMI0E-processed-gene-10.133&CDS=1-1794	YKR069W
2106	OG0002106	genemark-LAMI0E-processed-gene-11.102-mRNA-1_1&gene=genemark-LAMI0E-processed-gene-11.102&CDS=1-1248	YOR051C
2107	OG0002107	genemark-LAMI0E-processed-gene-11.103-mRNA-1_1&gene=genemark-LAMI0E-processed-gene-11.103&CDS=1-615	YKR068C
2108	OG0002108	genemark-LAMI0E-processed-gene-11.106-mRNA-1_1&gene=genemark-LAMI0E-processed-gene-11.106&CDS=1-2097	YKR067W
2109	OG0002109	genemark-LAMI0E-processed-gene-11.104-mRNA-1_1&gene=genemark-LAMI0E-processed-gene-11.104&CDS=1-1053	YOR049C
2110	OG0002110	augustus_masked-LAMI0E-processed-gene-11.52-mRNA-1_1&gene=augustus_masked-LAMI0E-processed-gene-11.52&CDS=1-1140	YKL162C
2111	OG0002111	snap_masked-LAMI0E-processed-gene-11.3-mRNA-1_1&gene=snap_masked-LAMI0E-processed-gene-11.3&CDS=1-1722	YBR223C
2112	OG0002112	snap_masked-LAMI0E-processed-gene-11.6-mRNA-1_1&gene=snap_masked-LAMI0E-processed-gene-11.6&CDS=1-2982	YOR048C
2113	OG0002113	genemark-LAMI0E-processed-gene-11.108-mRNA-1_1&gene=genemark-LAMI0E-processed-gene-11.108&CDS=1-2586	YOR046C
2114	OG0002114	genemark-LAMI0E-processed-gene-11.129-mRNA-1_1&gene=genemark-LAMI0E-processed-gene-11.129&CDS=1-1338	YOR043W
2115	OG0002115	genemark-LAMI0E-processed-gene-11.130-mRNA-1_1&gene=genemark-LAMI0E-processed-gene-11.130&CDS=1-1287	YOR042W
2116	OG0002116	genemark-LAMI0E-processed-gene-11.131-mRNA-1_1&gene=genemark-LAMI0E-processed-gene-11.131&CDS=1-822	YOR040W
2117	OG0002117	snap_masked-LAMI0E-processed-gene-11.32-mRNA-1_1&gene=snap_masked-LAMI0E-processed-gene-11.32&CDS=1-2970	YDR270W
2118	OG0002118	genemark-LAMI0E-processed-gene-11.133-mRNA-1_1&gene=genemark-LAMI0E-processed-gene-11.133&CDS=1-765	YOR039W
2119	OG0002119	genemark-LAMI0E-processed-gene-11.109-mRNA-1_1&gene=genemark-LAMI0E-processed-gene-11.109&CDS=1-2541	YOR038C
2120	OG0002120	snap_masked-LAMI0E-processed-gene-11.34-mRNA-1_1&gene=snap_masked-LAMI0E-processed-gene-11.34&CDS=1-2088	YDR268W
2121	OG0002121	genemark-LAMI0E-processed-gene-11.110-mRNA-1_1&gene=genemark-LAMI0E-processed-gene-11.110&CDS=1-999	YDR267C
2122	OG0002122	genemark-LAMI0E-processed-gene-11.136-mRNA-1_1&gene=genemark-LAMI0E-processed-gene-11.136&CDS=1-870	YOR036W
2123	OG0002123	snap_masked-LAMI0E-processed-gene-11.36-mRNA-1_1&gene=snap_masked-LAMI0E-processed-gene-11.36&CDS=1-1095	YHR101C
2124	OG0002124	augustus_masked-LAMI0E-processed-gene-11.80-mRNA-1_1&gene=augustus_masked-LAMI0E-processed-gene-11.80&CDS=1-2052	YDR350C
2125	OG0002125	genemark-LAMI0E-processed-gene-11.111-mRNA-1_1&gene=genemark-LAMI0E-processed-gene-11.111&CDS=1-2598	YHR102W
2126	OG0002126	genemark-LAMI0E-processed-gene-11.112-mRNA-1_1&gene=genemark-LAMI0E-processed-gene-11.112&CDS=1-2310	YHR103W
2127	OG0002127	genemark-LAMI0E-processed-gene-11.113-mRNA-1_1&gene=genemark-LAMI0E-processed-gene-11.113&CDS=1-891	YDR352W
2128	OG0002128	genemark-LAMI0E-processed-gene-11.114-mRNA-1_1&gene=genemark-LAMI0E-processed-gene-11.114&CDS=1-987	YHR104W
2129	OG0002129	genemark-LAMI0E-processed-gene-11.138-mRNA-1_1&gene=genemark-LAMI0E-processed-gene-11.138&CDS=1-1155	YHR107C
2130	OG0002130	maker-LAMI0E-augustus-gene-11.96-mRNA-1_1&gene=maker-LAMI0E-augustus-gene-11.96&CDS=1-3648	YDR354W
2131	OG0002131	genemark-LAMI0E-processed-gene-11.139-mRNA-1_1&gene=genemark-LAMI0E-processed-gene-11.139&CDS=1-435	YDR357C
2132	OG0002132	genemark-LAMI0E-processed-gene-11.121-mRNA-1_1&gene=genemark-LAMI0E-processed-gene-11.121&CDS=1-1728	YHR108W
2133	OG0002133	genemark-LAMI0E-processed-gene-11.141-mRNA-1_1&gene=genemark-LAMI0E-processed-gene-11.141&CDS=1-2724	YDR359C
2134	OG0002134	genemark-LAMI0E-processed-gene-11.142-mRNA-1_1&gene=genemark-LAMI0E-processed-gene-11.142&CDS=1-810	YDR361C
2135	OG0002135	augustus_masked-LAMI0E-processed-gene-11.64-mRNA-1_1&gene=augustus_masked-LAMI0E-processed-gene-11.64&CDS=1-1752	YHR109W
2136	OG0002136	augustus_masked-LAMI0E-processed-gene-11.65-mRNA-1_1&gene=augustus_masked-LAMI0E-processed-gene-11.65&CDS=1-1794	YHR111W
2137	OG0002137	genemark-LAMI0E-processed-gene-11.143-mRNA-1_1&gene=genemark-LAMI0E-processed-gene-11.143&CDS=1-2031	YDR362C
2138	OG0002138	genemark-LAMI0E-processed-gene-11.125-mRNA-1_1&gene=genemark-LAMI0E-processed-gene-11.125&CDS=1-1422	YHR113W
2139	OG0002139	augustus_masked-LAMI0E-processed-gene-11.67-mRNA-1_1&gene=augustus_masked-LAMI0E-processed-gene-11.67&CDS=1-1395	YDR363W
2140	OG0002140	genemark-LAMI0E-processed-gene-11.144-mRNA-1_1&gene=genemark-LAMI0E-processed-gene-11.144&CDS=1-4377	YOR116C
2141	OG0002141	augustus_masked-LAMI0E-processed-gene-11.68-mRNA-1_1&gene=augustus_masked-LAMI0E-processed-gene-11.68&CDS=1-207	YDR363W-A
2142	OG0002142	snap_masked-LAMI0E-processed-gene-11.27-mRNA-1_1&gene=snap_masked-LAMI0E-processed-gene-11.27&CDS=1-1302	YOR117W
2143	OG0002143	genemark-LAMI0E-processed-gene-11.145-mRNA-1_1&gene=genemark-LAMI0E-processed-gene-11.145&CDS=1-1455	YDR364C
2144	OG0002144	genemark-LAMI0E-processed-gene-11.146-mRNA-1_1&gene=genemark-LAMI0E-processed-gene-11.146&CDS=1-1917	YDR365C
2145	OG0002145	genemark-LAMI0E-processed-gene-12.123-mRNA-1_1&gene=genemark-LAMI0E-processed-gene-12.123&CDS=1-1686	YOR118W
2146	OG0002146	genemark-LAMI0E-processed-gene-12.125-mRNA-1_1&gene=genemark-LAMI0E-processed-gene-12.125&CDS=1-1428	YOR119C
2147	OG0002147	snap_masked-LAMI0E-processed-gene-12.63-mRNA-1_1&gene=snap_masked-LAMI0E-processed-gene-12.63&CDS=1-657	YDR367W
2148	OG0002148	snap_masked-LAMI0E-processed-gene-12.64-mRNA-1_1&gene=snap_masked-LAMI0E-processed-gene-12.64&CDS=1-936	YDR368W
2149	OG0002149	augustus_masked-LAMI0E-processed-gene-12.10-mRNA-1_1&gene=augustus_masked-LAMI0E-processed-gene-12.10&CDS=1-2409	YDR369C
2150	OG0002150	snap_masked-LAMI0E-processed-gene-12.92-mRNA-1_1&gene=snap_masked-LAMI0E-processed-gene-12.92&CDS=1-1173	YDR370C
2151	OG0002151	snap_masked-LAMI0E-processed-gene-12.93-mRNA-1_1&gene=snap_masked-LAMI0E-processed-gene-12.93&CDS=1-378	YOR122C
2152	OG0002152	genemark-LAMI0E-processed-gene-12.152-mRNA-1_1&gene=genemark-LAMI0E-processed-gene-12.152&CDS=1-1293	YOR123C
2153	OG0002153	augustus_masked-LAMI0E-processed-gene-12.13-mRNA-1_1&gene=augustus_masked-LAMI0E-processed-gene-12.13&CDS=1-1503	YDR371W
2154	OG0002154	augustus_masked-LAMI0E-processed-gene-12.38-mRNA-1_1&gene=augustus_masked-LAMI0E-processed-gene-12.38&CDS=1-4566	YOR124C
2155	OG0002155	genemark-LAMI0E-processed-gene-12.129-mRNA-1_1&gene=genemark-LAMI0E-processed-gene-12.129&CDS=1-570	YDR373W
2156	OG0002156	genemark-LAMI0E-processed-gene-12.155-mRNA-1_1&gene=genemark-LAMI0E-processed-gene-12.155&CDS=1-687	YOR125C
2157	OG0002157	genemark-LAMI0E-processed-gene-12.156-mRNA-1_1&gene=genemark-LAMI0E-processed-gene-12.156&CDS=1-1347	YDR375C
2158	OG0002158	genemark-LAMI0E-processed-gene-12.157-mRNA-1_1&gene=genemark-LAMI0E-processed-gene-12.157&CDS=1-729	YOR126C
2159	OG0002159	augustus_masked-LAMI0E-processed-gene-12.16-mRNA-1_1&gene=augustus_masked-LAMI0E-processed-gene-12.16&CDS=1-1824	YDR376W
2160	OG0002160	snap_masked-LAMI0E-processed-gene-12.100-mRNA-1_1&gene=snap_masked-LAMI0E-processed-gene-12.100&CDS=1-252	YDR378C
2161	OG0002161	genemark-LAMI0E-processed-gene-12.160-mRNA-1_1&gene=genemark-LAMI0E-processed-gene-12.160&CDS=1-1722	YOR128C
2162	OG0002162	augustus_masked-LAMI0E-processed-gene-12.45-mRNA-1_1&gene=augustus_masked-LAMI0E-processed-gene-12.45&CDS=1-2565	YOR129C
2163	OG0002163	genemark-LAMI0E-processed-gene-12.135-mRNA-1_1&gene=genemark-LAMI0E-processed-gene-12.135&CDS=1-645	YDR381W
2164	OG0002164	genemark-LAMI0E-processed-gene-12.162-mRNA-1_1&gene=genemark-LAMI0E-processed-gene-12.162&CDS=1-309	YDR381C-A
2165	OG0002165	genemark-LAMI0E-processed-gene-12.163-mRNA-1_1&gene=genemark-LAMI0E-processed-gene-12.163&CDS=1-846	YOR130C
2166	OG0002166	genemark-LAMI0E-processed-gene-12.137-mRNA-1_1&gene=genemark-LAMI0E-processed-gene-12.137&CDS=1-333	YDR382W
2167	OG0002167	snap_masked-LAMI0E-processed-gene-12.105-mRNA-1_1&gene=snap_masked-LAMI0E-processed-gene-12.105&CDS=1-822	YDR383C
2168	OG0002168	genemark-LAMI0E-processed-gene-12.165-mRNA-1_1&gene=genemark-LAMI0E-processed-gene-12.165&CDS=1-852	YDR384C
2169	OG0002169	genemark-LAMI0E-processed-gene-12.166-mRNA-1_1&gene=genemark-LAMI0E-processed-gene-12.166&CDS=1-747	YOR131C
2170	OG0002170	genemark-LAMI0E-processed-gene-12.138-mRNA-1_1&gene=genemark-LAMI0E-processed-gene-12.138&CDS=1-1593	YOR132W
2171	OG0002171	snap_masked-LAMI0E-processed-gene-12.81-mRNA-1_1&gene=snap_masked-LAMI0E-processed-gene-12.81&CDS=1-1863	YDR386W
2172	OG0002172	genemark-LAMI0E-processed-gene-12.167-mRNA-1_1&gene=genemark-LAMI0E-processed-gene-12.167&CDS=1-1611	YDR387C
2173	OG0002173	genemark-LAMI0E-processed-gene-12.141-mRNA-1_1&gene=genemark-LAMI0E-processed-gene-12.141&CDS=1-1896	YDL170W
2174	OG0002174	genemark-LAMI0E-processed-gene-12.168-mRNA-1_1&gene=genemark-LAMI0E-processed-gene-12.168&CDS=1-531	YLR193C
2175	OG0002175	genemark-LAMI0E-processed-gene-12.170-mRNA-1_1&gene=genemark-LAMI0E-processed-gene-12.170&CDS=1-1344	YLR195C
2176	OG0002176	genemark-LAMI0E-processed-gene-12.142-mRNA-1_1&gene=genemark-LAMI0E-processed-gene-12.142&CDS=1-1701	YLR196W
2177	OG0002177	snap_masked-LAMI0E-processed-gene-12.111-mRNA-1_1&gene=snap_masked-LAMI0E-processed-gene-12.111&CDS=1-492	YDL169C
2178	OG0002178	genemark-LAMI0E-processed-gene-12.143-mRNA-1_1&gene=genemark-LAMI0E-processed-gene-12.143&CDS=1-1527	YLR197W
2179	OG0002179	snap_masked-LAMI0E-processed-gene-12.112-mRNA-1_1&gene=snap_masked-LAMI0E-processed-gene-12.112&CDS=1-798	YLR199C
2180	OG0002180	genemark-LAMI0E-processed-gene-12.144-mRNA-1_1&gene=genemark-LAMI0E-processed-gene-12.144&CDS=1-345	YLR200W
2181	OG0002181	genemark-LAMI0E-processed-gene-12.173-mRNA-1_1&gene=genemark-LAMI0E-processed-gene-12.173&CDS=1-753	YLR201C
2182	OG0002182	genemark-LAMI0E-processed-gene-12.145-mRNA-1_1&gene=genemark-LAMI0E-processed-gene-12.145&CDS=1-1146	YDL168W
2183	OG0002183	maker-LAMI0E-augustus-gene-12.5-mRNA-1_1&gene=maker-LAMI0E-augustus-gene-12.5&CDS=1-2259	YDL167C
2184	OG0002184	genemark-LAMI0E-processed-gene-12.146-mRNA-1_1&gene=genemark-LAMI0E-processed-gene-12.146&CDS=1-576	YDL165W
2185	OG0002185	genemark-LAMI0E-processed-gene-12.176-mRNA-1_1&gene=genemark-LAMI0E-processed-gene-12.176&CDS=1-1197	YLR203C
2186	OG0002186	genemark-LAMI0E-processed-gene-12.177-mRNA-1_1&gene=genemark-LAMI0E-processed-gene-12.177&CDS=1-930	YLR205C
2187	OG0002187	genemark-LAMI0E-processed-gene-12.178-mRNA-1_1&gene=genemark-LAMI0E-processed-gene-12.178&CDS=1-2049	YDL164C
2188	OG0002188	genemark-LAMI0E-processed-gene-12.148-mRNA-1_1&gene=genemark-LAMI0E-processed-gene-12.148&CDS=1-1404	YDL161W
2189	OG0002189	snap_masked-LAMI0E-processed-gene-12.119-mRNA-1_1&gene=snap_masked-LAMI0E-processed-gene-12.119&CDS=1-261	YDL160C-A
2190	OG0002190	genemark-LAMI0E-processed-gene-12.149-mRNA-1_1&gene=genemark-LAMI0E-processed-gene-12.149&CDS=1-2337	YLR207W
2191	OG0002191	genemark-LAMI0E-processed-gene-13.124-mRNA-1_1&gene=genemark-LAMI0E-processed-gene-13.124&CDS=1-888	YLR208W
2192	OG0002192	genemark-LAMI0E-processed-gene-13.127-mRNA-1_1&gene=genemark-LAMI0E-processed-gene-13.127&CDS=1-915	YLR209C
2193	OG0002193	genemark-LAMI0E-processed-gene-13.128-mRNA-1_1&gene=genemark-LAMI0E-processed-gene-13.128&CDS=1-1464	YDL160C
2194	OG0002194	genemark-LAMI0E-processed-gene-13.125-mRNA-1_1&gene=genemark-LAMI0E-processed-gene-13.125&CDS=1-1341	YDL159W
2195	OG0002195	snap_masked-LAMI0E-processed-gene-13.5-mRNA-1_1&gene=snap_masked-LAMI0E-processed-gene-13.5&CDS=1-324	YDL157C
2196	OG0002196	genemark-LAMI0E-processed-gene-13.126-mRNA-1_1&gene=genemark-LAMI0E-processed-gene-13.126&CDS=1-1527	YDL156W
2197	OG0002197	genemark-LAMI0E-processed-gene-13.129-mRNA-1_1&gene=genemark-LAMI0E-processed-gene-13.129&CDS=1-729	YDR391C
2198	OG0002198	genemark-LAMI0E-processed-gene-13.131-mRNA-1_1&gene=genemark-LAMI0E-processed-gene-13.131&CDS=1-1320	YDL155W
2199	OG0002199	genemark-LAMI0E-processed-gene-13.157-mRNA-1_1&gene=genemark-LAMI0E-processed-gene-13.157&CDS=1-1779	YDL153C
2200	OG0002200	genemark-LAMI0E-processed-gene-13.132-mRNA-1_1&gene=genemark-LAMI0E-processed-gene-13.132&CDS=1-1215	YDL150W
2201	OG0002201	genemark-LAMI0E-processed-gene-13.133-mRNA-1_1&gene=genemark-LAMI0E-processed-gene-13.133&CDS=1-2805	YDL149W
2202	OG0002202	genemark-LAMI0E-processed-gene-13.158-mRNA-1_1&gene=genemark-LAMI0E-processed-gene-13.158&CDS=1-2469	YDL148C
2203	OG0002203	genemark-LAMI0E-processed-gene-13.134-mRNA-1_1&gene=genemark-LAMI0E-processed-gene-13.134&CDS=1-1323	YDL147W
2204	OG0002204	augustus_masked-LAMI0E-processed-gene-13.92-mRNA-1_1&gene=augustus_masked-LAMI0E-processed-gene-13.92&CDS=1-531	YLR211C
2205	OG0002205	genemark-LAMI0E-processed-gene-13.135-mRNA-1_1&gene=genemark-LAMI0E-processed-gene-13.135&CDS=1-1413	YDL146W
2206	OG0002206	genemark-LAMI0E-processed-gene-13.160-mRNA-1_1&gene=genemark-LAMI0E-processed-gene-13.160&CDS=1-1404	YLR212C
2207	OG0002207	maker-LAMI0E-augustus-gene-13.119-mRNA-1_1&gene=maker-LAMI0E-augustus-gene-13.119&CDS=1-4584	YDL145C
2208	OG0002208	augustus_masked-LAMI0E-processed-gene-13.96-mRNA-1_1&gene=augustus_masked-LAMI0E-processed-gene-13.96&CDS=1-1554	YGR077C
2209	OG0002209	genemark-LAMI0E-processed-gene-13.136-mRNA-1_1&gene=genemark-LAMI0E-processed-gene-13.136&CDS=1-825	YOL073C
2210	OG0002210	genemark-LAMI0E-processed-gene-13.164-mRNA-1_1&gene=genemark-LAMI0E-processed-gene-13.164&CDS=1-576	YGR078C
2211	OG0002211	genemark-LAMI0E-processed-gene-13.137-mRNA-1_1&gene=genemark-LAMI0E-processed-gene-13.137&CDS=1-3726	YOL075C
2212	OG0002212	augustus_masked-LAMI0E-processed-gene-13.98-mRNA-1_1&gene=augustus_masked-LAMI0E-processed-gene-13.98&CDS=1-1317	YBR138C
2213	OG0002213	genemark-LAMI0E-processed-gene-13.138-mRNA-1_1&gene=genemark-LAMI0E-processed-gene-13.138&CDS=1-354	YDL012C
2214	OG0002214	augustus_masked-LAMI0E-processed-gene-13.99-mRNA-1_1&gene=augustus_masked-LAMI0E-processed-gene-13.99&CDS=1-1683	YDL013W
2215	OG0002215	genemark-LAMI0E-processed-gene-13.167-mRNA-1_1&gene=genemark-LAMI0E-processed-gene-13.167&CDS=1-939	YDL014W
2216	OG0002216	genemark-LAMI0E-processed-gene-13.139-mRNA-1_1&gene=genemark-LAMI0E-processed-gene-13.139&CDS=1-915	YDL015C
2217	OG0002217	genemark-LAMI0E-processed-gene-13.168-mRNA-1_1&gene=genemark-LAMI0E-processed-gene-13.168&CDS=1-1452	YDL017W
2218	OG0002218	genemark-LAMI0E-processed-gene-13.140-mRNA-1_1&gene=genemark-LAMI0E-processed-gene-13.140&CDS=1-645	YDL018C
2219	OG0002219	genemark-LAMI0E-processed-gene-13.169-mRNA-1_1&gene=genemark-LAMI0E-processed-gene-13.169&CDS=1-1620	YIR027C
2220	OG0002220	genemark-LAMI0E-processed-gene-13.170-mRNA-1_1&gene=genemark-LAMI0E-processed-gene-13.170&CDS=1-2724	YBR017C
2221	OG0002221	genemark-LAMI0E-processed-gene-13.171-mRNA-1_1&gene=genemark-LAMI0E-processed-gene-13.171&CDS=1-1776	YAR014C
2222	OG0002222	genemark-LAMI0E-processed-gene-13.141-mRNA-1_1&gene=genemark-LAMI0E-processed-gene-13.141&CDS=1-912	YAR015W
2223	OG0002223	genemark-LAMI0E-processed-gene-13.172-mRNA-1_1&gene=genemark-LAMI0E-processed-gene-13.172&CDS=1-1221	YAR018C
2224	OG0002224	genemark-LAMI0E-processed-gene-13.173-mRNA-1_1&gene=genemark-LAMI0E-processed-gene-13.173&CDS=1-2640	YAR019C
2225	OG0002225	genemark-LAMI0E-processed-gene-13.144-mRNA-1_1&gene=genemark-LAMI0E-processed-gene-13.144&CDS=1-1392	YML126C
2226	OG0002226	augustus_masked-LAMI0E-processed-gene-13.80-mRNA-1_1&gene=augustus_masked-LAMI0E-processed-gene-13.80&CDS=1-3591	YML091C
2227	OG0002227	genemark-LAMI0E-processed-gene-13.174-mRNA-1_1&gene=genemark-LAMI0E-processed-gene-13.174&CDS=1-1713	YML127W
2228	OG0002228	genemark-LAMI0E-processed-gene-13.146-mRNA-1_1&gene=genemark-LAMI0E-processed-gene-13.146&CDS=1-1731	YML128C
2229	OG0002229	snap_masked-LAMI0E-processed-gene-13.24-mRNA-1_1&gene=snap_masked-LAMI0E-processed-gene-13.24&CDS=1-186	YML129C
2230	OG0002230	augustus_masked-LAMI0E-processed-gene-13.82-mRNA-1_1&gene=augustus_masked-LAMI0E-processed-gene-13.82&CDS=1-1278	YML092C
2231	OG0002231	maker-LAMI0E-augustus-gene-13.120-mRNA-1_1&gene=maker-LAMI0E-augustus-gene-13.120&CDS=1-3009	YML093W
2232	OG0002232	snap_masked-LAMI0E-processed-gene-13.54-mRNA-1_1&gene=snap_masked-LAMI0E-processed-gene-13.54&CDS=1-1542	YML096W
2233	OG0002233	augustus_masked-LAMI0E-processed-gene-13.83-mRNA-1_1&gene=augustus_masked-LAMI0E-processed-gene-13.83&CDS=1-3051	YML130C
2234	OG0002234	genemark-LAMI0E-processed-gene-13.177-mRNA-1_1&gene=genemark-LAMI0E-processed-gene-13.177&CDS=1-462	YML098W
2235	OG0002235	augustus_masked-LAMI0E-processed-gene-13.84-mRNA-1_1&gene=augustus_masked-LAMI0E-processed-gene-13.84&CDS=1-2517	YML099C
2236	OG0002236	genemark-LAMI0E-processed-gene-13.151-mRNA-1_1&gene=genemark-LAMI0E-processed-gene-13.151&CDS=1-1050	YMR315W
2237	OG0002237	genemark-LAMI0E-processed-gene-13.152-mRNA-1_1&gene=genemark-LAMI0E-processed-gene-13.152&CDS=1-1773	YFL053W
2238	OG0002238	genemark-LAMI0F-processed-gene-0.39-mRNA-1_1&gene=genemark-LAMI0F-processed-gene-0.39&CDS=1-1155	YGL256W
2239	OG0002239	augustus_masked-LAMI0F-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-LAMI0F-processed-gene-0.2&CDS=1-903	YCL063W
2240	OG0002240	augustus_masked-LAMI0F-processed-gene-0.21-mRNA-1_1&gene=augustus_masked-LAMI0F-processed-gene-0.21&CDS=1-2805	YCL061C
2241	OG0002241	genemark-LAMI0F-processed-gene-0.62-mRNA-1_1&gene=genemark-LAMI0F-processed-gene-0.62&CDS=1-1002	YCL059C
2242	OG0002242	snap_masked-LAMI0F-processed-gene-0.111-mRNA-1_1&gene=snap_masked-LAMI0F-processed-gene-0.111&CDS=1-246	YCL057C-A
2243	OG0002243	genemark-LAMI0F-processed-gene-0.44-mRNA-1_1&gene=genemark-LAMI0F-processed-gene-0.44&CDS=1-945	YCL055W
2244	OG0002244	genemark-LAMI0F-processed-gene-0.45-mRNA-1_1&gene=genemark-LAMI0F-processed-gene-0.45&CDS=1-2508	YCL054W
2245	OG0002245	augustus_masked-LAMI0F-processed-gene-0.25-mRNA-1_1&gene=augustus_masked-LAMI0F-processed-gene-0.25&CDS=1-1215	YCL052C
2246	OG0002246	snap_masked-LAMI0F-processed-gene-0.89-mRNA-1_1&gene=snap_masked-LAMI0F-processed-gene-0.89&CDS=1-1173	YDR528W
2247	OG0002247	genemark-LAMI0F-processed-gene-0.67-mRNA-1_1&gene=genemark-LAMI0F-processed-gene-0.67&CDS=1-381	YDR529C
2248	OG0002248	genemark-LAMI0F-processed-gene-0.47-mRNA-1_1&gene=genemark-LAMI0F-processed-gene-0.47&CDS=1-1098	YDR531W
2249	OG0002249	augustus_masked-LAMI0F-processed-gene-0.28-mRNA-1_1&gene=augustus_masked-LAMI0F-processed-gene-0.28&CDS=1-1059	YDR532C
2250	OG0002250	genemark-LAMI0F-processed-gene-0.70-mRNA-1_1&gene=genemark-LAMI0F-processed-gene-0.70&CDS=1-1374	YDR527W
2251	OG0002251	augustus_masked-LAMI0F-processed-gene-0.30-mRNA-1_1&gene=augustus_masked-LAMI0F-processed-gene-0.30&CDS=1-714	YIR030C
2252	OG0002252	augustus_masked-LAMI0F-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-LAMI0F-processed-gene-0.10&CDS=1-7620	YDR520C
2253	OG0002253	maker-LAMI0F-augustus-gene-0.131-mRNA-1_1&gene=maker-LAMI0F-augustus-gene-0.131&CDS=1-1266	YCL047C
2254	OG0002254	genemark-LAMI0F-processed-gene-0.74-mRNA-1_1&gene=genemark-LAMI0F-processed-gene-0.74&CDS=1-2169	YCL045C
2255	OG0002255	maker-LAMI0F-augustus-gene-0.132-mRNA-1_1&gene=maker-LAMI0F-augustus-gene-0.132&CDS=1-2769	YCL043C
2256	OG0002256	genemark-LAMI0F-processed-gene-0.77-mRNA-1_1&gene=genemark-LAMI0F-processed-gene-0.77&CDS=1-1047	YDR517W
2257	OG0002257	genemark-LAMI0F-processed-gene-0.51-mRNA-1_1&gene=genemark-LAMI0F-processed-gene-0.51&CDS=1-1482	YCL040W
2258	OG0002258	augustus_masked-LAMI0F-processed-gene-0.12-mRNA-1_1&gene=augustus_masked-LAMI0F-processed-gene-0.12&CDS=1-2151	YCL039W
2259	OG0002259	genemark-LAMI0F-processed-gene-0.78-mRNA-1_1&gene=genemark-LAMI0F-processed-gene-0.78&CDS=1-1503	YCL038C
2260	OG0002260	genemark-LAMI0F-processed-gene-0.79-mRNA-1_1&gene=genemark-LAMI0F-processed-gene-0.79&CDS=1-1443	YCL037C
2261	OG0002261	genemark-LAMI0F-processed-gene-0.53-mRNA-1_1&gene=genemark-LAMI0F-processed-gene-0.53&CDS=1-1380	YDR514C
2262	OG0002262	genemark-LAMI0F-processed-gene-0.55-mRNA-1_1&gene=genemark-LAMI0F-processed-gene-0.55&CDS=1-1080	YCL034W
2263	OG0002263	genemark-LAMI0F-processed-gene-0.81-mRNA-1_1&gene=genemark-LAMI0F-processed-gene-0.81&CDS=1-390	YCL033C
2264	OG0002264	snap_masked-LAMI0F-processed-gene-0.103-mRNA-1_1&gene=snap_masked-LAMI0F-processed-gene-0.103&CDS=1-270	YDR512C
2265	OG0002265	genemark-LAMI0F-processed-gene-0.56-mRNA-1_1&gene=genemark-LAMI0F-processed-gene-0.56&CDS=1-957	YCL032W
2266	OG0002266	genemark-LAMI0F-processed-gene-1.45-mRNA-1_1&gene=genemark-LAMI0F-processed-gene-1.45&CDS=1-879	YCL031C
2267	OG0002267	augustus_masked-LAMI0F-processed-gene-1.92-mRNA-1_1&gene=augustus_masked-LAMI0F-processed-gene-1.92&CDS=1-2721	YCL030C
2268	OG0002268	genemark-LAMI0F-processed-gene-1.48-mRNA-1_1&gene=genemark-LAMI0F-processed-gene-1.48&CDS=1-783	YCL029C
2269	OG0002269	augustus_masked-LAMI0F-processed-gene-1.89-mRNA-1_1&gene=augustus_masked-LAMI0F-processed-gene-1.89&CDS=1-1149	YCL028W
