	OrthologID	Metschnikowia_santaceciliae	Saccharomyces_cerevisiae
1705	OG0001705	genemark-sce_s323-processed-gene-1.176-mRNA-1_1&gene=genemark-sce_s323-processed-gene-1.176&CDS=1-2151	YPR021C
1706	OG0001706	genemark-sce_s323-processed-gene-1.206-mRNA-1_1&gene=genemark-sce_s323-processed-gene-1.206&CDS=1-846	YGL174W
1707	OG0001707	genemark-sce_s323-processed-gene-1.207-mRNA-1_1&gene=genemark-sce_s323-processed-gene-1.207&CDS=1-1350	YGL172W
1708	OG0001708	genemark-sce_s323-processed-gene-1.177-mRNA-1_1&gene=genemark-sce_s323-processed-gene-1.177&CDS=1-1356	YGL175C
1709	OG0001709	genemark-sce_s323-processed-gene-1.208-mRNA-1_1&gene=genemark-sce_s323-processed-gene-1.208&CDS=1-1038	YER127W
1710	OG0001710	genemark-sce_s323-processed-gene-1.179-mRNA-1_1&gene=genemark-sce_s323-processed-gene-1.179&CDS=1-783	YER126C
1711	OG0001711	genemark-sce_s323-processed-gene-1.209-mRNA-1_1&gene=genemark-sce_s323-processed-gene-1.209&CDS=1-3543	YPR022C
1712	OG0001712	genemark-sce_s323-processed-gene-1.213-mRNA-1_1&gene=genemark-sce_s323-processed-gene-1.213&CDS=1-714	YGL044C
1713	OG0001713	genemark-sce_s323-processed-gene-1.180-mRNA-1_1&gene=genemark-sce_s323-processed-gene-1.180&CDS=1-867	YGL043W
1714	OG0001714	genemark-sce_s323-processed-gene-1.214-mRNA-1_1&gene=genemark-sce_s323-processed-gene-1.214&CDS=1-1479	YGR155W
1715	OG0001715	genemark-sce_s323-processed-gene-1.215-mRNA-1_1&gene=genemark-sce_s323-processed-gene-1.215&CDS=1-2112	YFR029W
1716	OG0001716	genemark-sce_s323-processed-gene-1.182-mRNA-1_1&gene=genemark-sce_s323-processed-gene-1.182&CDS=1-1464	YEL015W
1717	OG0001717	maker-sce_s323-augustus-gene-1.85-mRNA-1_1&gene=maker-sce_s323-augustus-gene-1.85&CDS=1-5244	YGL091C
1718	OG0001718	genemark-sce_s323-processed-gene-1.217-mRNA-1_1&gene=genemark-sce_s323-processed-gene-1.217&CDS=1-1671	YEL013W
1719	OG0001719	genemark-sce_s323-processed-gene-1.219-mRNA-1_1&gene=genemark-sce_s323-processed-gene-1.219&CDS=1-1215	YOR201C
1720	OG0001720	genemark-sce_s323-processed-gene-1.220-mRNA-1_1&gene=genemark-sce_s323-processed-gene-1.220&CDS=1-660	YOR202W
1721	OG0001721	genemark-sce_s323-processed-gene-1.188-mRNA-1_1&gene=genemark-sce_s323-processed-gene-1.188&CDS=1-2499	YAL011W
1722	OG0001722	maker-sce_s323-augustus-gene-1.89-mRNA-1_1&gene=maker-sce_s323-augustus-gene-1.89&CDS=1-2517	YAL010C
1723	OG0001723	snap_masked-sce_s323-processed-gene-1.24-mRNA-1_1&gene=snap_masked-sce_s323-processed-gene-1.24&CDS=1-1110	YKR063C
1724	OG0001724	snap_masked-sce_s323-processed-gene-1.25-mRNA-1_1&gene=snap_masked-sce_s323-processed-gene-1.25&CDS=1-5535	YNL242W
1725	OG0001725	augustus_masked-sce_s323-processed-gene-1.147-mRNA-1_1&gene=augustus_masked-sce_s323-processed-gene-1.147&CDS=1-690	YAR008W
1726	OG0001726	augustus_masked-sce_s323-processed-gene-1.149-mRNA-1_1&gene=augustus_masked-sce_s323-processed-gene-1.149&CDS=1-210	YBL071W-A
1727	OG0001727	genemark-sce_s323-processed-gene-1.195-mRNA-1_1&gene=genemark-sce_s323-processed-gene-1.195&CDS=1-6027	YJL109C
1728	OG0001728	genemark-sce_s323-processed-gene-1.228-mRNA-1_1&gene=genemark-sce_s323-processed-gene-1.228&CDS=1-450	YOR298C-A
1729	OG0001729	genemark-sce_s323-processed-gene-1.197-mRNA-1_1&gene=genemark-sce_s323-processed-gene-1.197&CDS=1-945	YDL015C
1730	OG0001730	augustus_masked-sce_s323-processed-gene-1.152-mRNA-1_1&gene=augustus_masked-sce_s323-processed-gene-1.152&CDS=1-1461	YBR034C
1731	OG0001731	genemark-sce_s323-processed-gene-1.232-mRNA-1_1&gene=genemark-sce_s323-processed-gene-1.232&CDS=1-996	YPR147C
1732	OG0001732	genemark-sce_s323-processed-gene-1.233-mRNA-1_1&gene=genemark-sce_s323-processed-gene-1.233&CDS=1-906	YGR127W
1733	OG0001733	genemark-sce_s323-processed-gene-1.234-mRNA-1_1&gene=genemark-sce_s323-processed-gene-1.234&CDS=1-1440	YJL106W
1734	OG0001734	genemark-sce_s323-processed-gene-1.198-mRNA-1_1&gene=genemark-sce_s323-processed-gene-1.198&CDS=1-1512	YKR023W
1735	OG0001735	genemark-sce_s323-processed-gene-1.237-mRNA-1_1&gene=genemark-sce_s323-processed-gene-1.237&CDS=1-1815	YMR098C
1736	OG0001736	genemark-sce_s323-processed-gene-1.199-mRNA-1_1&gene=genemark-sce_s323-processed-gene-1.199&CDS=1-738	YKL099C
1737	OG0001737	genemark-sce_s323-processed-gene-1.238-mRNA-1_1&gene=genemark-sce_s323-processed-gene-1.238&CDS=1-864	YKL110C
1738	OG0001738	augustus_masked-sce_s323-processed-gene-1.124-mRNA-1_1&gene=augustus_masked-sce_s323-processed-gene-1.124&CDS=1-1101	YMR097C
1739	OG0001739	genemark-sce_s323-processed-gene-1.239-mRNA-1_1&gene=genemark-sce_s323-processed-gene-1.239&CDS=1-1938	YMR106C
1740	OG0001740	genemark-sce_s323-processed-gene-1.240-mRNA-1_1&gene=genemark-sce_s323-processed-gene-1.240&CDS=1-2091	YEL011W
1741	OG0001741	genemark-sce_s323-processed-gene-1.241-mRNA-1_1&gene=genemark-sce_s323-processed-gene-1.241&CDS=1-1830	YMR092C
1742	OG0001742	genemark-sce_s327-processed-gene-0.9-mRNA-1_1&gene=genemark-sce_s327-processed-gene-0.9&CDS=1-444	YIL004C
1743	OG0001743	genemark-sce_s327-processed-gene-0.7-mRNA-1_1&gene=genemark-sce_s327-processed-gene-0.7&CDS=1-897	YIL003W
1744	OG0001744	genemark-sce_s327-processed-gene-0.10-mRNA-1_1&gene=genemark-sce_s327-processed-gene-0.10&CDS=1-630	YER002W
1745	OG0001745	maker-sce_s327-augustus-gene-0.0-mRNA-1_1&gene=maker-sce_s327-augustus-gene-0.0&CDS=1-1728	YER003C
1746	OG0001746	augustus_masked-sce_s328-processed-gene-0.12-mRNA-1_1&gene=augustus_masked-sce_s328-processed-gene-0.12&CDS=1-3432	YMR287C
1747	OG0001747	genemark-sce_s33-processed-gene-0.42-mRNA-1_1&gene=genemark-sce_s33-processed-gene-0.42&CDS=1-1164	YHR002W
1748	OG0001748	genemark-sce_s33-processed-gene-0.60-mRNA-1_1&gene=genemark-sce_s33-processed-gene-0.60&CDS=1-747	YGR147C
1749	OG0001749	genemark-sce_s33-processed-gene-0.61-mRNA-1_1&gene=genemark-sce_s33-processed-gene-0.61&CDS=1-1296	YKL027W
1750	OG0001750	genemark-sce_s33-processed-gene-0.62-mRNA-1_1&gene=genemark-sce_s33-processed-gene-0.62&CDS=1-732	YBR261C
1751	OG0001751	genemark-sce_s33-processed-gene-0.44-mRNA-1_1&gene=genemark-sce_s33-processed-gene-0.44&CDS=1-522	YOL146W
1752	OG0001752	genemark-sce_s33-processed-gene-0.63-mRNA-1_1&gene=genemark-sce_s33-processed-gene-0.63&CDS=1-3150	YOL145C
1753	OG0001753	genemark-sce_s33-processed-gene-0.45-mRNA-1_1&gene=genemark-sce_s33-processed-gene-0.45&CDS=1-1305	YBR143C
1754	OG0001754	genemark-sce_s33-processed-gene-0.66-mRNA-1_1&gene=genemark-sce_s33-processed-gene-0.66&CDS=1-2502	YBR142W
1755	OG0001755	augustus_masked-sce_s33-processed-gene-0.83-mRNA-1_1&gene=augustus_masked-sce_s33-processed-gene-0.83&CDS=1-966	YBR141C
1756	OG0001756	genemark-sce_s33-processed-gene-0.50-mRNA-1_1&gene=genemark-sce_s33-processed-gene-0.50&CDS=1-927	YDR337W
1757	OG0001757	genemark-sce_s33-processed-gene-0.70-mRNA-1_1&gene=genemark-sce_s33-processed-gene-0.70&CDS=1-576	YJR112W
1758	OG0001758	genemark-sce_s33-processed-gene-0.51-mRNA-1_1&gene=genemark-sce_s33-processed-gene-0.51&CDS=1-876	YBL050W
1759	OG0001759	genemark-sce_s33-processed-gene-0.72-mRNA-1_1&gene=genemark-sce_s33-processed-gene-0.72&CDS=1-2784	YBR017C
1760	OG0001760	genemark-sce_s33-processed-gene-0.74-mRNA-1_1&gene=genemark-sce_s33-processed-gene-0.74&CDS=1-1011	YBR046C
1761	OG0001761	genemark-sce_s33-processed-gene-0.55-mRNA-1_1&gene=genemark-sce_s33-processed-gene-0.55&CDS=1-2865	YGR125W
1762	OG0001762	augustus_masked-sce_s33-processed-gene-0.112-mRNA-1_1&gene=augustus_masked-sce_s33-processed-gene-0.112&CDS=1-672	YDL046W
1763	OG0001763	genemark-sce_s33-processed-gene-0.79-mRNA-1_1&gene=genemark-sce_s33-processed-gene-0.79&CDS=1-1308	YPL001W
1764	OG0001764	genemark-sce_s331-processed-gene-0.5-mRNA-1_1&gene=genemark-sce_s331-processed-gene-0.5&CDS=1-4902	YDR283C
1765	OG0001765	augustus_masked-sce_s332-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-sce_s332-processed-gene-0.7&CDS=1-2352	YIL075C
1766	OG0001766	maker-sce_s332-augustus-gene-0.0-mRNA-1_1&gene=maker-sce_s332-augustus-gene-0.0&CDS=1-4875	YER014W
1767	OG0001767	genemark-sce_s332-processed-gene-0.94-mRNA-1_1&gene=genemark-sce_s332-processed-gene-0.94&CDS=1-348	YIR009W
1768	OG0001768	augustus_masked-sce_s332-processed-gene-0.36-mRNA-1_1&gene=augustus_masked-sce_s332-processed-gene-0.36&CDS=1-1158	YGL143C
1769	OG0001769	genemark-sce_s332-processed-gene-0.96-mRNA-1_1&gene=genemark-sce_s332-processed-gene-0.96&CDS=1-1380	YDR316W
1770	OG0001770	genemark-sce_s332-processed-gene-0.69-mRNA-1_1&gene=genemark-sce_s332-processed-gene-0.69&CDS=1-1272	YDL097C
1771	OG0001771	genemark-sce_s332-processed-gene-0.97-mRNA-1_1&gene=genemark-sce_s332-processed-gene-0.97&CDS=1-2352	YDL116W
1772	OG0001772	genemark-sce_s332-processed-gene-0.70-mRNA-1_1&gene=genemark-sce_s332-processed-gene-0.70&CDS=1-2091	YDL113C
1773	OG0001773	genemark-sce_s332-processed-gene-0.71-mRNA-1_1&gene=genemark-sce_s332-processed-gene-0.71&CDS=1-4230	YDL112W
1774	OG0001774	genemark-sce_s332-processed-gene-0.99-mRNA-1_1&gene=genemark-sce_s332-processed-gene-0.99&CDS=1-867	YDL111C
1775	OG0001775	genemark-sce_s332-processed-gene-0.101-mRNA-1_1&gene=genemark-sce_s332-processed-gene-0.101&CDS=1-372	YDL092W
1776	OG0001776	genemark-sce_s332-processed-gene-0.77-mRNA-1_1&gene=genemark-sce_s332-processed-gene-0.77&CDS=1-1554	YMR155W
1777	OG0001777	augustus_masked-sce_s332-processed-gene-0.43-mRNA-1_1&gene=augustus_masked-sce_s332-processed-gene-0.43&CDS=1-2613	YBR179C
1778	OG0001778	augustus_masked-sce_s332-processed-gene-0.18-mRNA-1_1&gene=augustus_masked-sce_s332-processed-gene-0.18&CDS=1-642	YIR032C
1779	OG0001779	augustus_masked-sce_s332-processed-gene-0.20-mRNA-1_1&gene=augustus_masked-sce_s332-processed-gene-0.20&CDS=1-2583	YGL233W
1780	OG0001780	genemark-sce_s332-processed-gene-0.80-mRNA-1_1&gene=genemark-sce_s332-processed-gene-0.80&CDS=1-870	YMR314W
1781	OG0001781	genemark-sce_s332-processed-gene-0.81-mRNA-1_1&gene=genemark-sce_s332-processed-gene-0.81&CDS=1-858	YGL232W
1782	OG0001782	augustus_masked-sce_s332-processed-gene-0.48-mRNA-1_1&gene=augustus_masked-sce_s332-processed-gene-0.48&CDS=1-504	YGL231C
1783	OG0001783	genemark-sce_s332-processed-gene-0.84-mRNA-1_1&gene=genemark-sce_s332-processed-gene-0.84&CDS=1-1113	YPL138C
1784	OG0001784	genemark-sce_s332-processed-gene-0.109-mRNA-1_1&gene=genemark-sce_s332-processed-gene-0.109&CDS=1-1422	YDR403W
1785	OG0001785	augustus_masked-sce_s332-processed-gene-0.26-mRNA-1_1&gene=augustus_masked-sce_s332-processed-gene-0.26&CDS=1-3201	YDR060W
1786	OG0001786	augustus_masked-sce_s332-processed-gene-0.50-mRNA-1_1&gene=augustus_masked-sce_s332-processed-gene-0.50&CDS=1-5415	YBL104C
1787	OG0001787	snap_masked-sce_s332-processed-gene-0.150-mRNA-1_1&gene=snap_masked-sce_s332-processed-gene-0.150&CDS=1-3918	YFL036W
1788	OG0001788	genemark-sce_s332-processed-gene-0.113-mRNA-1_1&gene=genemark-sce_s332-processed-gene-0.113&CDS=1-855	YFL034C-B
1789	OG0001789	genemark-sce_s332-processed-gene-0.114-mRNA-1_1&gene=genemark-sce_s332-processed-gene-0.114&CDS=1-1812	YNL169C
1790	OG0001790	genemark-sce_s332-processed-gene-0.115-mRNA-1_1&gene=genemark-sce_s332-processed-gene-0.115&CDS=1-5886	YOR187W
1791	OG0001791	maker-sce_s332-augustus-gene-0.4-mRNA-1_1&gene=maker-sce_s332-augustus-gene-0.4&CDS=1-3216	YBR155W
1792	OG0001792	genemark-sce_s332-processed-gene-0.89-mRNA-1_1&gene=genemark-sce_s332-processed-gene-0.89&CDS=1-1908	YLR299W
1793	OG0001793	maker-sce_s332-augustus-gene-0.5-mRNA-1_1&gene=maker-sce_s332-augustus-gene-0.5&CDS=1-3486	YOR188W
1794	OG0001794	genemark-sce_s332-processed-gene-0.123-mRNA-1_1&gene=genemark-sce_s332-processed-gene-0.123&CDS=1-1959	YJR131W
1795	OG0001795	genemark-sce_s332-processed-gene-0.91-mRNA-1_1&gene=genemark-sce_s332-processed-gene-0.91&CDS=1-2451	YML076C
1796	OG0001796	genemark-sce_s34-processed-gene-0.6-mRNA-1_1&gene=genemark-sce_s34-processed-gene-0.6&CDS=1-1491	YLR197W
1797	OG0001797	genemark-sce_s34-processed-gene-0.3-mRNA-1_1&gene=genemark-sce_s34-processed-gene-0.3&CDS=1-1038	YGR112W
1798	OG0001798	genemark-sce_s34-processed-gene-0.9-mRNA-1_1&gene=genemark-sce_s34-processed-gene-0.9&CDS=1-1281	YKL216W
1799	OG0001799	genemark-sce_s342-processed-gene-0.6-mRNA-1_1&gene=genemark-sce_s342-processed-gene-0.6&CDS=1-378	YNL113W
1800	OG0001800	augustus_masked-sce_s351-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-sce_s351-processed-gene-0.1&CDS=1-2967	YPL190C
1801	OG0001801	genemark-sce_s351-processed-gene-0.3-mRNA-1_1&gene=genemark-sce_s351-processed-gene-0.3&CDS=1-1035	YMR315W
1802	OG0001802	genemark-sce_s351-processed-gene-0.5-mRNA-1_1&gene=genemark-sce_s351-processed-gene-0.5&CDS=1-1872	YDR498C
1803	OG0001803	genemark-sce_s355-processed-gene-0.44-mRNA-1_1&gene=genemark-sce_s355-processed-gene-0.44&CDS=1-900	YJR007W
1804	OG0001804	genemark-sce_s355-processed-gene-0.28-mRNA-1_1&gene=genemark-sce_s355-processed-gene-0.28&CDS=1-1074	YPR054W
1805	OG0001805	genemark-sce_s355-processed-gene-0.30-mRNA-1_1&gene=genemark-sce_s355-processed-gene-0.30&CDS=1-912	YJR008W
1806	OG0001806	genemark-sce_s355-processed-gene-0.31-mRNA-1_1&gene=genemark-sce_s355-processed-gene-0.31&CDS=1-2055	YJR005W
1807	OG0001807	genemark-sce_s355-processed-gene-0.45-mRNA-1_1&gene=genemark-sce_s355-processed-gene-0.45&CDS=1-3615	YDR291W
1808	OG0001808	genemark-sce_s355-processed-gene-0.32-mRNA-1_1&gene=genemark-sce_s355-processed-gene-0.32&CDS=1-1506	YBR056W
1809	OG0001809	genemark-sce_s355-processed-gene-0.33-mRNA-1_1&gene=genemark-sce_s355-processed-gene-0.33&CDS=1-1221	YPL154C
1810	OG0001810	maker-sce_s355-snap-gene-0.54-mRNA-1_1&gene=maker-sce_s355-snap-gene-0.54&CDS=1-732	YOL116W
1811	OG0001811	genemark-sce_s355-processed-gene-0.37-mRNA-1_1&gene=genemark-sce_s355-processed-gene-0.37&CDS=1-1179	YPL165C
1812	OG0001812	genemark-sce_s355-processed-gene-0.49-mRNA-1_1&gene=genemark-sce_s355-processed-gene-0.49&CDS=1-1407	YGR093W
1813	OG0001813	genemark-sce_s355-processed-gene-0.39-mRNA-1_1&gene=genemark-sce_s355-processed-gene-0.39&CDS=1-1668	YPR144C
1814	OG0001814	genemark-sce_s355-processed-gene-0.40-mRNA-1_1&gene=genemark-sce_s355-processed-gene-0.40&CDS=1-2481	YEL032W
1815	OG0001815	genemark-sce_s355-processed-gene-0.41-mRNA-1_1&gene=genemark-sce_s355-processed-gene-0.41&CDS=1-747	YPL157W
1816	OG0001816	genemark-sce_s355-processed-gene-0.52-mRNA-1_1&gene=genemark-sce_s355-processed-gene-0.52&CDS=1-1929	YNR038W
1817	OG0001817	augustus_masked-sce_s355-processed-gene-0.16-mRNA-1_1&gene=augustus_masked-sce_s355-processed-gene-0.16&CDS=1-273	YNR037C
1818	OG0001818	genemark-sce_s357-processed-gene-0.3-mRNA-1_1&gene=genemark-sce_s357-processed-gene-0.3&CDS=1-1659	YDR188W
1819	OG0001819	genemark-sce_s359-processed-gene-0.8-mRNA-1_1&gene=genemark-sce_s359-processed-gene-0.8&CDS=1-1200	YPL123C
1820	OG0001820	genemark-sce_s359-processed-gene-0.9-mRNA-1_1&gene=genemark-sce_s359-processed-gene-0.9&CDS=1-1341	YER043C
1821	OG0001821	genemark-sce_s359-processed-gene-0.14-mRNA-1_1&gene=genemark-sce_s359-processed-gene-0.14&CDS=1-1443	YFR044C
1822	OG0001822	maker-sce_s359-snap-gene-0.43-mRNA-1_1&gene=maker-sce_s359-snap-gene-0.43&CDS=1-1104	YOR288C
1823	OG0001823	genemark-sce_s359-processed-gene-0.18-mRNA-1_1&gene=genemark-sce_s359-processed-gene-0.18&CDS=1-1038	YJR100C
1824	OG0001824	genemark-sce_s359-processed-gene-0.19-mRNA-1_1&gene=genemark-sce_s359-processed-gene-0.19&CDS=1-933	YJR095W
1825	OG0001825	genemark-sce_s359-processed-gene-0.20-mRNA-1_1&gene=genemark-sce_s359-processed-gene-0.20&CDS=1-1356	YNL237W
1826	OG0001826	genemark-sce_s36-processed-gene-0.7-mRNA-1_1&gene=genemark-sce_s36-processed-gene-0.7&CDS=1-3093	YBR081C
1827	OG0001827	genemark-sce_s360-processed-gene-0.1-mRNA-1_1&gene=genemark-sce_s360-processed-gene-0.1&CDS=1-2319	YJR090C
1828	OG0001828	genemark-sce_s363-processed-gene-0.3-mRNA-1_1&gene=genemark-sce_s363-processed-gene-0.3&CDS=1-1581	YER025W
1829	OG0001829	genemark-sce_s363-processed-gene-0.5-mRNA-1_1&gene=genemark-sce_s363-processed-gene-0.5&CDS=1-2289	YKL213C
1830	OG0001830	maker-sce_s363-snap-gene-0.11-mRNA-1_1&gene=maker-sce_s363-snap-gene-0.11&CDS=1-1188	YJR122W
1831	OG0001831	genemark-sce_s367-processed-gene-0.12-mRNA-1_1&gene=genemark-sce_s367-processed-gene-0.12&CDS=1-2967	YKL205W
1832	OG0001832	genemark-sce_s373-processed-gene-0.10-mRNA-1_1&gene=genemark-sce_s373-processed-gene-0.10&CDS=1-846	YGR158C
1833	OG0001833	snap_masked-sce_s374-processed-gene-0.17-mRNA-1_1&gene=snap_masked-sce_s374-processed-gene-0.17&CDS=1-1089	YHR034C
1834	OG0001834	genemark-sce_s374-processed-gene-0.58-mRNA-1_1&gene=genemark-sce_s374-processed-gene-0.58&CDS=1-2124	YDL141W
1835	OG0001835	genemark-sce_s374-processed-gene-0.59-mRNA-1_1&gene=genemark-sce_s374-processed-gene-0.59&CDS=1-381	YDL008W
1836	OG0001836	genemark-sce_s374-processed-gene-0.60-mRNA-1_1&gene=genemark-sce_s374-processed-gene-0.60&CDS=1-1047	YNR041C
1837	OG0001837	augustus_masked-sce_s374-processed-gene-0.46-mRNA-1_1&gene=augustus_masked-sce_s374-processed-gene-0.46&CDS=1-4017	YDR495C
1838	OG0001838	genemark-sce_s374-processed-gene-0.62-mRNA-1_1&gene=genemark-sce_s374-processed-gene-0.62&CDS=1-1938	YDR143C
1839	OG0001839	genemark-sce_s374-processed-gene-0.78-mRNA-1_1&gene=genemark-sce_s374-processed-gene-0.78&CDS=1-825	YGL050W
1840	OG0001840	augustus_masked-sce_s374-processed-gene-0.48-mRNA-1_1&gene=augustus_masked-sce_s374-processed-gene-0.48&CDS=1-3768	YLR309C
1841	OG0001841	genemark-sce_s374-processed-gene-0.63-mRNA-1_1&gene=genemark-sce_s374-processed-gene-0.63&CDS=1-1104	YJL053W
1842	OG0001842	augustus_masked-sce_s374-processed-gene-0.50-mRNA-1_1&gene=augustus_masked-sce_s374-processed-gene-0.50&CDS=1-789	YEL021W
1843	OG0001843	genemark-sce_s374-processed-gene-0.66-mRNA-1_1&gene=genemark-sce_s374-processed-gene-0.66&CDS=1-2310	YMR075W
1844	OG0001844	genemark-sce_s374-processed-gene-0.67-mRNA-1_1&gene=genemark-sce_s374-processed-gene-0.67&CDS=1-1290	YMR062C
1845	OG0001845	genemark-sce_s374-processed-gene-0.84-mRNA-1_1&gene=genemark-sce_s374-processed-gene-0.84&CDS=1-825	YDL114W
1846	OG0001846	genemark-sce_s374-processed-gene-0.86-mRNA-1_1&gene=genemark-sce_s374-processed-gene-0.86&CDS=1-639	YOR115C
1847	OG0001847	genemark-sce_s379-processed-gene-0.2-mRNA-1_1&gene=genemark-sce_s379-processed-gene-0.2&CDS=1-1221	YDR427W
1848	OG0001848	genemark-sce_s38-processed-gene-0.20-mRNA-1_1&gene=genemark-sce_s38-processed-gene-0.20&CDS=1-1311	YDR148C
1849	OG0001849	genemark-sce_s385-processed-gene-0.12-mRNA-1_1&gene=genemark-sce_s385-processed-gene-0.12&CDS=1-891	YCL009C
1850	OG0001850	maker-sce_s385-augustus-gene-0.63-mRNA-1_1&gene=maker-sce_s385-augustus-gene-0.63&CDS=1-2718	YGR231C
1851	OG0001851	genemark-sce_s385-processed-gene-0.2-mRNA-1_1&gene=genemark-sce_s385-processed-gene-0.2&CDS=1-2670	YJL092W
1852	OG0001852	genemark-sce_s385-processed-gene-0.15-mRNA-1_1&gene=genemark-sce_s385-processed-gene-0.15&CDS=1-594	YDL135C
1853	OG0001853	snap_masked-sce_s385-processed-gene-0.36-mRNA-1_1&gene=snap_masked-sce_s385-processed-gene-0.36&CDS=1-3123	YDL190C
1854	OG0001854	genemark-sce_s385-processed-gene-0.18-mRNA-1_1&gene=genemark-sce_s385-processed-gene-0.18&CDS=1-825	YDL193W
1855	OG0001855	genemark-sce_s385-processed-gene-0.19-mRNA-1_1&gene=genemark-sce_s385-processed-gene-0.19&CDS=1-2397	YDL148C
1856	OG0001856	genemark-sce_s385-processed-gene-0.20-mRNA-1_1&gene=genemark-sce_s385-processed-gene-0.20&CDS=1-2697	YDL149W
1857	OG0001857	genemark-sce_s385-processed-gene-0.21-mRNA-1_1&gene=genemark-sce_s385-processed-gene-0.21&CDS=1-1305	YER061C
1858	OG0001858	genemark-sce_s385-processed-gene-0.9-mRNA-1_1&gene=genemark-sce_s385-processed-gene-0.9&CDS=1-1662	YDR212W
1859	OG0001859	genemark-sce_s385-processed-gene-0.23-mRNA-1_1&gene=genemark-sce_s385-processed-gene-0.23&CDS=1-1236	YDL128W
1860	OG0001860	maker-sce_s385-snap-gene-0.31-mRNA-1_1&gene=maker-sce_s385-snap-gene-0.31&CDS=1-3210	YGR175C
1861	OG0001861	augustus_masked-sce_s385-processed-gene-0.91-mRNA-1_1&gene=augustus_masked-sce_s385-processed-gene-0.91&CDS=1-4245	YGL156W
1862	OG0001862	genemark-sce_s393-processed-gene-0.6-mRNA-1_1&gene=genemark-sce_s393-processed-gene-0.6&CDS=1-3534	YPL217C
1863	OG0001863	augustus_masked-sce_s393-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-sce_s393-processed-gene-0.14&CDS=1-1548	YGL138C
1864	OG0001864	augustus_masked-sce_s393-processed-gene-0.25-mRNA-1_1&gene=augustus_masked-sce_s393-processed-gene-0.25&CDS=1-252	YMR286W
1865	OG0001865	snap_masked-sce_s393-processed-gene-0.31-mRNA-1_1&gene=snap_masked-sce_s393-processed-gene-0.31&CDS=1-3252	YOR349W
1866	OG0001866	genemark-sce_s393-processed-gene-0.13-mRNA-1_1&gene=genemark-sce_s393-processed-gene-0.13&CDS=1-1551	YJL153C
1867	OG0001867	genemark-sce_s394-processed-gene-0.6-mRNA-1_1&gene=genemark-sce_s394-processed-gene-0.6&CDS=1-2661	YLL026W
1868	OG0001868	genemark-sce_s394-processed-gene-0.7-mRNA-1_1&gene=genemark-sce_s394-processed-gene-0.7&CDS=1-735	YPR016C
1869	OG0001869	augustus_masked-sce_s394-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-sce_s394-processed-gene-0.4&CDS=1-5967	YLR305C
1870	OG0001870	genemark-sce_s398-processed-gene-0.7-mRNA-1_1&gene=genemark-sce_s398-processed-gene-0.7&CDS=1-1431	YDL103C
1871	OG0001871	genemark-sce_s398-processed-gene-0.8-mRNA-1_1&gene=genemark-sce_s398-processed-gene-0.8&CDS=1-1878	YHL032C
1872	OG0001872	genemark-sce_s399-processed-gene-0.39-mRNA-1_1&gene=genemark-sce_s399-processed-gene-0.39&CDS=1-957	YOR287C
1873	OG0001873	genemark-sce_s399-processed-gene-0.57-mRNA-1_1&gene=genemark-sce_s399-processed-gene-0.57&CDS=1-546	YOR285W
1874	OG0001874	genemark-sce_s399-processed-gene-0.59-mRNA-1_1&gene=genemark-sce_s399-processed-gene-0.59&CDS=1-957	YOR221C
1875	OG0001875	genemark-sce_s399-processed-gene-0.40-mRNA-1_1&gene=genemark-sce_s399-processed-gene-0.40&CDS=1-906	YDR174W
1876	OG0001876	genemark-sce_s399-processed-gene-0.60-mRNA-1_1&gene=genemark-sce_s399-processed-gene-0.60&CDS=1-2295	YGR245C
1877	OG0001877	maker-sce_s399-snap-gene-0.77-mRNA-1_1&gene=maker-sce_s399-snap-gene-0.77&CDS=1-1197	YGR246C
1878	OG0001878	genemark-sce_s399-processed-gene-0.62-mRNA-1_1&gene=genemark-sce_s399-processed-gene-0.62&CDS=1-1302	YHR169W
1879	OG0001879	genemark-sce_s399-processed-gene-0.42-mRNA-1_1&gene=genemark-sce_s399-processed-gene-0.42&CDS=1-1575	YHR168W
1880	OG0001880	genemark-sce_s399-processed-gene-0.43-mRNA-1_1&gene=genemark-sce_s399-processed-gene-0.43&CDS=1-1521	YPL122C
1881	OG0001881	genemark-sce_s399-processed-gene-0.44-mRNA-1_1&gene=genemark-sce_s399-processed-gene-0.44&CDS=1-3477	YOR207C
1882	OG0001882	genemark-sce_s399-processed-gene-0.46-mRNA-1_1&gene=genemark-sce_s399-processed-gene-0.46&CDS=1-1545	YPL133C
1883	OG0001883	genemark-sce_s399-processed-gene-0.65-mRNA-1_1&gene=genemark-sce_s399-processed-gene-0.65&CDS=1-2166	YOR206W
1884	OG0001884	genemark-sce_s399-processed-gene-0.67-mRNA-1_1&gene=genemark-sce_s399-processed-gene-0.67&CDS=1-852	YPL134C
1885	OG0001885	genemark-sce_s399-processed-gene-0.68-mRNA-1_1&gene=genemark-sce_s399-processed-gene-0.68&CDS=1-873	YOR223W
1886	OG0001886	genemark-sce_s399-processed-gene-0.48-mRNA-1_1&gene=genemark-sce_s399-processed-gene-0.48&CDS=1-516	YJR025C
