	OrthologID	Saccharomyces_cerevisiae	Stagonospora_nodorum
811	OG0000811	YCR031C	XP_001792705.1
812	OG0000812	YCR032W	XP_001805023.1
813	OG0000813	YCR033W	XP_001799695.1
814	OG0000814	YCR034W	XP_001801198.1
815	OG0000815	YCR035C	XP_001797765.1
816	OG0000816	YCR036W	XP_001801127.1
817	OG0000817	YCR042C	XP_001794988.1
818	OG0000818	YCR044C	XP_001793102.1
819	OG0000819	YCR046C	XP_001805645.1
820	OG0000820	YCR047C	XP_001794012.1
821	OG0000821	YCR051W	XP_001797335.1
822	OG0000822	YCR053W	XP_001797247.1
823	OG0000823	YCR054C	XP_001803469.1
824	OG0000824	YCR057C	XP_001801487.1
825	OG0000825	YCR059C	XP_001801361.1
826	OG0000826	YCR061W	XP_001802273.1
827	OG0000827	YCR063W	XP_001799667.1
828	OG0000828	YCR071C	XP_001804670.1
829	OG0000829	YCR072C	XP_001794259.1
830	OG0000830	YCR075C	XP_001791501.1
831	OG0000831	YCR077C	XP_001799004.1
832	OG0000832	YCR079W	XP_001793076.1
833	OG0000833	YCR081W	XP_001791074.1
834	OG0000834	YCR084C	XP_001799635.1
835	OG0000835	YCR090C	XP_001797051.1
836	OG0000836	YCR091W	XP_001805153.1
837	OG0000837	YCR092C	XP_001794057.1
838	OG0000838	YCR093W	XP_001798362.1
839	OG0000839	YDL001W	XP_001803997.1
840	OG0000840	YDL004W	XP_001791009.1
841	OG0000841	YDL006W	XP_001801047.1
842	OG0000842	YDL007W	XP_001799374.1
843	OG0000843	YDL008W	XP_001791541.1
844	OG0000844	YDL014W	XP_001792922.1
845	OG0000845	YDL015C	XP_001797728.1
846	OG0000846	YDL017W	XP_001793662.1
847	OG0000847	YDL020C	XP_001795835.1
848	OG0000848	YDL028C	XP_001794898.1
849	OG0000849	YDL029W	XP_001800679.1
850	OG0000850	YDL030W	XP_001801384.1
851	OG0000851	YDL031W	XP_001797451.1
852	OG0000852	YDL035C	XP_001804245.1
853	OG0000853	YDL036C	XP_001800466.1
854	OG0000854	YDL040C	XP_001797369.1
855	OG0000855	YDL045C	XP_001799009.1
856	OG0000856	YDL045W-A	XP_001796749.1
857	OG0000857	YDL046W	XP_001802775.1
858	OG0000858	YDL047W	XP_001797075.1
859	OG0000859	YDL052C	XP_001799973.1
860	OG0000860	YDL054C	XP_001797411.1
861	OG0000861	YDL055C	XP_001797034.1
862	OG0000862	YDL058W	XP_001796642.1
863	OG0000863	YDL060W	XP_001798138.1
864	OG0000864	YDL064W	XP_001795539.1
865	OG0000865	YDL065C	XP_001795540.1
866	OG0000866	YDL072C	XP_001801866.1
867	OG0000867	YDL074C	XP_001806566.1
868	OG0000868	YDL077C	XP_001805746.1
869	OG0000869	YDL084W	XP_001805767.1
870	OG0000870	YDL086W	XP_001790850.1
871	OG0000871	YDL087C	XP_001802704.1
872	OG0000872	YDL090C	XP_001797026.1
873	OG0000873	YDL091C	XP_001793096.1
874	OG0000874	YDL095W	XP_001790881.1
875	OG0000875	YDL097C	XP_001805118.1
876	OG0000876	YDL098C	XP_001796735.1
877	OG0000877	YDL100C	XP_001796873.1
878	OG0000878	YDL101C	XP_001794252.1
879	OG0000879	YDL102W	XP_001801013.1
880	OG0000880	YDL103C	XP_001801842.1
881	OG0000881	YDL104C	XP_001791586.1
882	OG0000882	YDL105W	XP_001803104.1
883	OG0000883	YDL111C	XP_001797412.1
884	OG0000884	YDL112W	XP_001800641.1
885	OG0000885	YDL113C	XP_001804065.1
886	OG0000886	YDL119C	XP_001797356.1
887	OG0000887	YDL120W	XP_001805722.1
888	OG0000888	YDL125C	XP_001802431.1
889	OG0000889	YDL126C	XP_001800609.1
890	OG0000890	YDL128W	XP_001804633.1
891	OG0000891	YDL133W	XP_001803514.1
892	OG0000892	YDL135C	XP_001798806.1
893	OG0000893	YDL140C	XP_001801796.1
894	OG0000894	YDL141W	XP_001798739.1
895	OG0000895	YDL142C	XP_001799587.1
896	OG0000896	YDL143W	XP_001806652.1
897	OG0000897	YDL144C	XP_001793202.1
898	OG0000898	YDL145C	XP_001793672.1
899	OG0000899	YDL147W	XP_001791423.1
900	OG0000900	YDL148C	XP_001795085.1
901	OG0000901	YDL149W	XP_001793733.1
902	OG0000902	YDL153C	XP_001797124.1
903	OG0000903	YDL154W	XP_001797403.1
904	OG0000904	YDL160C	XP_001802414.1
905	OG0000905	YDL164C	XP_001797300.1
906	OG0000906	YDL165W	XP_001802985.1
907	OG0000907	YDL166C	XP_001799714.1
908	OG0000908	YDL167C	XP_001805669.1
909	OG0000909	YDL168W	XP_001800741.1
910	OG0000910	YDL171C	XP_001792115.1
911	OG0000911	YDL178W	XP_001801377.1
912	OG0000912	YDL183C	XP_001803516.1
913	OG0000913	YDL185W	XP_001801273.1
914	OG0000914	YDL189W	XP_001795816.1
915	OG0000915	YDL190C	XP_001795248.1
916	OG0000916	YDL193W	XP_001795138.1
917	OG0000917	YDL195W	XP_001797743.1
918	OG0000918	YDL198C	XP_001796014.1
919	OG0000919	YDL201W	XP_001805250.1
920	OG0000920	YDL205C	XP_001800474.1
921	OG0000921	YDL206W	XP_001794005.1
922	OG0000922	YDL207W	XP_001797135.1
923	OG0000923	YDL209C	XP_001799293.1
924	OG0000924	YDL212W	XP_001794298.1
925	OG0000925	YDL213C	XP_001790889.1
926	OG0000926	YDL215C	XP_001800009.1
927	OG0000927	YDL217C	XP_001801191.1
928	OG0000928	YDL219W	XP_001796045.1
929	OG0000929	YDL226C	XP_001806496.1
930	OG0000930	YDL230W	XP_001802325.1
931	OG0000931	YDL234C	XP_001791917.1
932	OG0000932	YDL235C	XP_001797847.1
933	OG0000933	YDL236W	XP_001790789.1
934	OG0000934	YDL238C	XP_001798546.1
935	OG0000935	YDL240W	XP_001794594.1
936	OG0000936	YDR001C	XP_001792228.1
937	OG0000937	YDR002W	XP_001800916.1
938	OG0000938	YDR004W	XP_001791884.1
939	OG0000939	YDR005C	XP_001800898.1
940	OG0000940	YDR006C	XP_001795786.1
941	OG0000941	YDR013W	XP_001797168.1
942	OG0000942	YDR016C	XP_001798941.1
943	OG0000943	YDR017C	XP_001797436.1
944	OG0000944	YDR019C	XP_001797580.1
945	OG0000945	YDR023W	XP_001799724.1
946	OG0000946	YDR027C	XP_001801235.1
947	OG0000947	YDR028C	XP_001794803.1
948	OG0000948	YDR030C	XP_001794235.1
949	OG0000949	YDR032C	XP_001794673.1
950	OG0000950	YDR036C	XP_001800531.1
951	OG0000951	YDR037W	XP_001799828.1
952	OG0000952	YDR041W	XP_001799326.1
953	OG0000953	YDR044W	XP_001791922.1
954	OG0000954	YDR045C	XP_001802001.1
955	OG0000955	YDR047W	XP_001795024.1
956	OG0000956	YDR049W	XP_001804022.1
957	OG0000957	YDR050C	XP_001806125.1
958	OG0000958	YDR051C	XP_001796030.1
959	OG0000959	YDR052C	XP_001796920.1
960	OG0000960	YDR058C	XP_001804344.1
961	OG0000961	YDR060W	XP_001797426.1
962	OG0000962	YDR061W	XP_001804252.1
963	OG0000963	YDR063W	XP_001804178.1
964	OG0000964	YDR064W	XP_001794818.1
965	OG0000965	YDR071C	XP_001803735.1
966	OG0000966	YDR074W	XP_001793344.1
967	OG0000967	YDR076W	XP_001803823.1
968	OG0000968	YDR079C-A	XP_001804571.1
969	OG0000969	YDR079W	XP_001792314.1
970	OG0000970	YDR080W	XP_001802237.1
971	OG0000971	YDR083W	XP_001803737.1
972	OG0000972	YDR084C	XP_001794789.1
973	OG0000973	YDR086C	XP_001791442.1
974	OG0000974	YDR087C	XP_001805137.1
975	OG0000975	YDR091C	XP_001797220.1
976	OG0000976	YDR097C	XP_001791504.1
977	OG0000977	YDR100W	XP_001804213.1
978	OG0000978	YDR101C	XP_001793312.1
979	OG0000979	YDR104C	XP_001803490.1
980	OG0000980	YDR105C	XP_001803629.1
981	OG0000981	YDR108W	XP_001799262.1
982	OG0000982	YDR109C	XP_001793162.1
983	OG0000983	YDR111C	XP_001802664.1
984	OG0000984	YDR115W	XP_001794290.1
985	OG0000985	YDR116C	XP_001805675.1
986	OG0000986	YDR117C	XP_001792170.1
987	OG0000987	YDR120C	XP_001798253.1
988	OG0000988	YDR124W	XP_001799578.1
989	OG0000989	YDR126W	XP_001802716.1
990	OG0000990	YDR127W	XP_001792082.1
991	OG0000991	YDR128W	XP_001798157.1
992	OG0000992	YDR129C	XP_001805108.1
993	OG0000993	YDR135C	XP_001799576.1
994	OG0000994	YDR137W	XP_001797887.1
995	OG0000995	YDR140W	XP_001802177.1
996	OG0000996	YDR141C	XP_001802289.1
997	OG0000997	YDR142C	XP_001806008.1
998	OG0000998	YDR145W	XP_001793623.1
999	OG0000999	YDR148C	XP_001804790.1
1000	OG0001000	YDR152W	XP_001797498.1
1001	OG0001001	YDR158W	XP_001790931.1
1002	OG0001002	YDR159W	XP_001799579.1
1003	OG0001003	YDR162C	XP_001791230.1
1004	OG0001004	YDR164C	XP_001798970.1
1005	OG0001005	YDR165W	XP_001805395.1
1006	OG0001006	YDR166C	XP_001803563.1
1007	OG0001007	YDR167W	XP_001805147.1
1008	OG0001008	YDR168W	XP_001793526.1
1009	OG0001009	YDR169C	XP_001804861.1
1010	OG0001010	YDR170C	XP_001796449.1
1011	OG0001011	YDR171W	XP_001793082.1
1012	OG0001012	YDR172W	XP_001803260.1
1013	OG0001013	YDR173C	XP_001804269.1
1014	OG0001014	YDR175C	XP_001796984.1
1015	OG0001015	YDR176W	XP_001801577.1
1016	OG0001016	YDR179W-A	XP_001802051.1
1017	OG0001017	YDR180W	XP_001799052.1
1018	OG0001018	YDR182W	XP_001795125.1
1019	OG0001019	YDR183W	XP_001799523.1
1020	OG0001020	YDR188W	XP_001802493.1
1021	OG0001021	YDR189W	XP_001796929.1
1022	OG0001022	YDR190C	XP_001805734.1
1023	OG0001023	YDR191W	XP_001797278.1
1024	OG0001024	YDR196C	XP_001801223.1
1025	OG0001025	YDR197W	XP_001790864.1
1026	OG0001026	YDR198C	XP_001790995.1
1027	OG0001027	YDR204W	XP_001790994.1
1028	OG0001028	YDR205W	XP_001799945.1
1029	OG0001029	YDR208W	XP_001802455.1
1030	OG0001030	YDR211W	XP_001793295.1
1031	OG0001031	YDR212W	XP_001804258.1
1032	OG0001032	YDR214W	XP_001804500.1
1033	OG0001033	YDR217C	XP_001801405.1
1034	OG0001034	YDR221W	XP_001792775.1
1035	OG0001035	YDR226W	XP_001792117.1
1036	OG0001036	YDR228C	XP_001791945.1
1037	OG0001037	YDR232W	XP_001799652.1
1038	OG0001038	YDR234W	XP_001791786.1
1039	OG0001039	YDR236C	XP_001802559.1
1040	OG0001040	YDR237W	XP_001805466.1
1041	OG0001041	YDR238C	XP_001805247.1
1042	OG0001042	YDR243C	XP_001794480.1
1043	OG0001043	YDR244W	XP_001806644.1
1044	OG0001044	YDR245W	XP_001794713.1
1045	OG0001045	YDR246W	XP_001805419.1
1046	OG0001046	YDR248C	XP_001805242.1
1047	OG0001047	YDR254W	XP_001795375.1
1048	OG0001048	YDR255C	XP_001801555.1
1049	OG0001049	YDR256C	XP_001805033.1
1050	OG0001050	YDR265W	XP_001794244.1
1051	OG0001051	YDR266C	XP_001794234.1
1052	OG0001052	YDR267C	XP_001795709.1
1053	OG0001053	YDR268W	XP_001799402.1
1054	OG0001054	YDR270W	XP_001801649.1
1055	OG0001055	YDR273W	XP_001798927.1
1056	OG0001056	YDR280W	XP_001804001.1
1057	OG0001057	YDR282C	XP_001802236.1
1058	OG0001058	YDR283C	XP_001799510.1
1059	OG0001059	YDR284C	XP_001799444.1
1060	OG0001060	YDR286C	XP_001805163.1
1061	OG0001061	YDR289C	XP_001793528.1
1062	OG0001062	YDR291W	XP_001802800.1
1063	OG0001063	YDR292C	XP_001798141.1
1064	OG0001064	YDR293C	XP_001797133.1
1065	OG0001065	YDR294C	XP_001797977.1
1066	OG0001066	YDR297W	XP_001792605.1
1067	OG0001067	YDR298C	XP_001805803.1
1068	OG0001068	YDR299W	XP_001803308.1
1069	OG0001069	YDR301W	XP_001795036.1
1070	OG0001070	YDR305C	XP_001802807.1
1071	OG0001071	YDR308C	XP_001803627.1
1072	OG0001072	YDR311W	XP_001804536.1
1073	OG0001073	YDR313C	XP_001791281.1
1074	OG0001074	YDR316W	XP_001798508.1
1075	OG0001075	YDR320C	XP_001801366.1
1076	OG0001076	YDR322C-A	XP_001805340.1
1077	OG0001077	YDR322W	XP_001806242.1
1078	OG0001078	YDR323C	XP_001796244.1
1079	OG0001079	YDR324C	XP_001791440.1
1080	OG0001080	YDR325W	XP_001805671.1
1081	OG0001081	YDR328C	XP_001799627.1
1082	OG0001082	YDR329C	XP_001805510.1
1083	OG0001083	YDR330W	XP_001794179.1
1084	OG0001084	YDR331W	XP_001796697.1
1085	OG0001085	YDR332W	XP_001796409.1
1086	OG0001086	YDR333C	XP_001795330.1
1087	OG0001087	YDR334W	XP_001801809.1
1088	OG0001088	YDR335W	XP_001805935.1
1089	OG0001089	YDR337W	XP_001796114.1
1090	OG0001090	YDR339C	XP_001794429.1
1091	OG0001091	YDR341C	XP_001805024.1
1092	OG0001092	YDR346C	XP_001799062.1
1093	OG0001093	YDR354W	XP_001797425.1
1094	OG0001094	YDR359C	XP_001794338.1
1095	OG0001095	YDR361C	XP_001799146.1
1096	OG0001096	YDR362C	XP_001798522.1
1097	OG0001097	YDR363W-A	XP_001797488.1
1098	OG0001098	YDR364C	XP_001791393.1
1099	OG0001099	YDR365C	XP_001804152.1
1100	OG0001100	YDR367W	XP_001798967.1
1101	OG0001101	YDR372C	XP_001793315.1
1102	OG0001102	YDR373W	XP_001793178.1
1103	OG0001103	YDR375C	XP_001798642.1
1104	OG0001104	YDR376W	XP_001796273.1
1105	OG0001105	YDR377W	XP_001799268.1
1106	OG0001106	YDR379C-A	XP_001794435.1
1107	OG0001107	YDR382W	XP_001795140.1
1108	OG0001108	YDR388W	XP_001806288.1
1109	OG0001109	YDR390C	XP_001797609.1
1110	OG0001110	YDR392W	XP_001793721.1
1111	OG0001111	YDR393W	XP_001798798.1
1112	OG0001112	YDR394W	XP_001802448.1
1113	OG0001113	YDR397C	XP_001798732.1
1114	OG0001114	YDR398W	XP_001805732.1
1115	OG0001115	YDR400W	XP_001801981.1
1116	OG0001116	YDR402C	XP_001804911.1
1117	OG0001117	YDR403W	XP_001804909.1
1118	OG0001118	YDR404C	XP_001794632.1
1119	OG0001119	YDR405W	XP_001805181.1
1120	OG0001120	YDR407C	XP_001795989.1
1121	OG0001121	YDR408C	XP_001803945.1
1122	OG0001122	YDR410C	XP_001803015.1
1123	OG0001123	YDR414C	XP_001794337.1
1124	OG0001124	YDR416W	XP_001799233.1
1125	OG0001125	YDR419W	XP_001805059.1
1126	OG0001126	YDR427W	XP_001802234.1
1127	OG0001127	YDR429C	XP_001802888.1
1128	OG0001128	YDR430C	XP_001794092.1
1129	OG0001129	YDR434W	XP_001791386.1
1130	OG0001130	YDR435C	XP_001793497.1
1131	OG0001131	YDR440W	XP_001806140.1
1132	OG0001132	YDR443C	XP_001802717.1
1133	OG0001133	YDR448W	XP_001803815.1
1134	OG0001134	YDR449C	XP_001804673.1
1135	OG0001135	YDR452W	XP_001797217.1
1136	OG0001136	YDR454C	XP_001795557.1
1137	OG0001137	YDR456W	XP_001806561.1
1138	OG0001138	YDR457W	XP_001805797.1
1139	OG0001139	YDR460W	XP_001803467.1
1140	OG0001140	YDR472W	XP_001800479.1
1141	OG0001141	YDR473C	XP_001805121.1
1142	OG0001142	YDR479C	XP_001800843.1
1143	OG0001143	YDR481C	XP_001791138.1
1144	OG0001144	YDR482C	XP_001792212.1
1145	OG0001145	YDR484W	XP_001796263.1
1146	OG0001146	YDR486C	XP_001796889.1
1147	OG0001147	YDR487C	XP_001804493.1
1148	OG0001148	YDR488C	XP_001805339.1
1149	OG0001149	YDR489W	XP_001793471.1
1150	OG0001150	YDR490C	XP_001796740.1
1151	OG0001151	YDR493W	XP_001798756.1
1152	OG0001152	YDR495C	XP_001792630.1
1153	OG0001153	YDR496C	XP_001797333.1
1154	OG0001154	YDR502C	XP_001800007.1
1155	OG0001155	YDR510W	XP_001798802.1
1156	OG0001156	YDR511W	XP_001802176.1
1157	OG0001157	YDR517W	XP_001802450.1
1158	OG0001158	YDR527W	XP_001802197.1
1159	OG0001159	YDR529C	XP_001795730.1
1160	OG0001160	YDR531W	XP_001798417.1
1161	OG0001161	YEL002C	XP_001805077.1
1162	OG0001162	YEL003W	XP_001794862.1
1163	OG0001163	YEL011W	XP_001791942.1
1164	OG0001164	YEL012W	XP_001797007.1
1165	OG0001165	YEL013W	XP_001800287.1
1166	OG0001166	YEL015W	XP_001800712.1
1167	OG0001167	YEL020C	XP_001805399.1
1168	OG0001168	YEL020W-A	XP_001806137.1
1169	OG0001169	YEL021W	XP_001792903.1
1170	OG0001170	YEL023C	XP_001794464.1
1171	OG0001171	YEL024W	XP_001799147.1
1172	OG0001172	YEL027W	XP_001800953.1
1173	OG0001173	YEL031W	XP_001796234.1
1174	OG0001174	YEL032W	XP_001796429.1
1175	OG0001175	YEL034W	XP_001796264.1
1176	OG0001176	YEL037C	XP_001791979.1
1177	OG0001177	YEL038W	XP_001792262.1
1178	OG0001178	YEL040W	XP_001800068.1
1179	OG0001179	YEL042W	XP_001806164.1
1180	OG0001180	YEL046C	XP_001805425.1
1181	OG0001181	YEL050C	XP_001797459.1
1182	OG0001182	YEL051W	XP_001799234.1
1183	OG0001183	YEL052W	XP_001803793.1
1184	OG0001184	YEL053C	XP_001792328.1
1185	OG0001185	YEL055C	XP_001793476.1
1186	OG0001186	YEL056W	XP_001801224.1
1187	OG0001187	YEL058W	XP_001798392.1
1188	OG0001188	YEL060C	XP_001805022.1
1189	OG0001189	YEL062W	XP_001801671.1
1190	OG0001190	YEL064C	XP_001795679.1
1191	OG0001191	YER002W	XP_001801068.1
1192	OG0001192	YER003C	XP_001797852.1
1193	OG0001193	YER004W	XP_001803371.1
1194	OG0001194	YER005W	XP_001799179.1
1195	OG0001195	YER006W	XP_001797089.1
1196	OG0001196	YER007C-A	XP_001797296.1
1197	OG0001197	YER008C	XP_001796793.1
1198	OG0001198	YER009W	XP_001798316.1
1199	OG0001199	YER012W	XP_001794129.1
1200	OG0001200	YER014W	XP_001799773.1
1201	OG0001201	YER015W	XP_001792438.1
1202	OG0001202	YER019C-A	XP_001803035.1
1203	OG0001203	YER019W	XP_001806012.1
1204	OG0001204	YER021W	XP_001806061.1
1205	OG0001205	YER025W	XP_001794071.1
1206	OG0001206	YER026C	XP_001802249.1
1207	OG0001207	YER029C	XP_001794113.1
1208	OG0001208	YER036C	XP_001805531.1
1209	OG0001209	YER042W	XP_001790771.1
1210	OG0001210	YER043C	XP_001797470.1
1211	OG0001211	YER044C	XP_001803830.1
1212	OG0001212	YER046W	XP_001802068.1
1213	OG0001213	YER047C	XP_001804699.1
1214	OG0001214	YER048W-A	XP_001790879.1
1215	OG0001215	YER049W	XP_001795041.1
1216	OG0001216	YER051W	XP_001806005.1
1217	OG0001217	YER052C	XP_001799699.1
1218	OG0001218	YER055C	XP_001794433.1
1219	OG0001219	YER056C-A	XP_001791136.1
1220	OG0001220	YER061C	XP_001803006.1
1221	OG0001221	YER068W	XP_001796754.1
1222	OG0001222	YER069W	XP_001805689.1
1223	OG0001223	YER070W	XP_001795228.1
1224	OG0001224	YER072W	XP_001795378.1
1225	OG0001225	YER074W-A	XP_001794660.1
1226	OG0001226	YER078C	XP_001796672.1
1227	OG0001227	YER082C	XP_001798137.1
1228	OG0001228	YER086W	XP_001791776.1
1229	OG0001229	YER087W	XP_001797351.1
1230	OG0001230	YER090W	XP_001797813.1
1231	OG0001231	YER091C	XP_001795216.1
1232	OG0001232	YER093C	XP_001798650.1
1233	OG0001233	YER094C	XP_001794481.1
1234	OG0001234	YER095W	XP_001805127.1
1235	OG0001235	YER100W	XP_001798374.1
1236	OG0001236	YER107C	XP_001795556.1
1237	OG0001237	YER110C	XP_001803400.1
1238	OG0001238	YER118C	XP_001793434.1
1239	OG0001239	YER122C	XP_001802912.1
1240	OG0001240	YER125W	XP_001795508.1
1241	OG0001241	YER126C	XP_001794737.1
1242	OG0001242	YER127W	XP_001793694.1
1243	OG0001243	YER130C	XP_001794326.1
1244	OG0001244	YER132C, YGL197W	
1245	OG0001245	YER133W	XP_001790868.1
1246	OG0001246	YER134C	XP_001796987.1
1247	OG0001247	YER136W	XP_001802838.1
1248	OG0001248	YER140W	XP_001796800.1
1249	OG0001249	YER141W	XP_001802600.1
1250	OG0001250	YER142C	XP_001795729.1
1251	OG0001251	YER143W	XP_001803736.1
1252	OG0001252	YER145C	XP_001792900.1
1253	OG0001253	YER146W	XP_001794231.1
1254	OG0001254	YER148W	XP_001796519.1
1255	OG0001255	YER151C	XP_001790851.1
1256	OG0001256	YER152C	XP_001793061.1
1257	OG0001257	YER154W	XP_001801446.1
1258	OG0001258	YER156C	XP_001795257.1
1259	OG0001259	YER157W	XP_001802209.1
1260	OG0001260	YER159C	XP_001803077.1
1261	OG0001261	YER162C	XP_001796569.1
1262	OG0001262	YER163C	XP_001795172.1
1263	OG0001263	YER164W	XP_001797218.1
1264	OG0001264	YER165W	XP_001804541.1
1265	OG0001265	YER166W	XP_001798087.1
1266	OG0001266	YER168C	XP_001799264.1
1267	OG0001267	YER169W	XP_001791860.1
1268	OG0001268	YER170W	XP_001795082.1
1269	OG0001269	YER171W	XP_001799767.1
1270	OG0001270	YER172C	XP_001794856.1
1271	OG0001271	YER173W	XP_001794718.1
1272	OG0001272	YER178W	XP_001803228.1
1273	OG0001273	YER179W	XP_001801853.1
1274	OG0001274	YER183C	XP_001803873.1
1275	OG0001275	YFL001W	XP_001795915.1
1276	OG0001276	YFL002C	XP_001796839.1
1277	OG0001277	YFL003C	XP_001794260.1
1278	OG0001278	YFL007W	XP_001796594.1
1279	OG0001279	YFL008W	XP_001791407.1
1280	OG0001280	YFL010C	XP_001796020.1
1281	OG0001281	YFL013C	XP_001794500.1
1282	OG0001282	YFL014W	XP_001802342.1
1283	OG0001283	YFL016C	XP_001802943.1
1284	OG0001284	YFL017C	XP_001798084.1
1285	OG0001285	YFL017W-A	XP_001794859.1
1286	OG0001286	YFL018C	XP_001793304.1
1287	OG0001287	YFL022C	XP_001791272.1
1288	OG0001288	YFL024C	XP_001806577.1
1289	OG0001289	YFL025C	XP_001796254.1
1290	OG0001290	YFL027C	XP_001803552.1
1291	OG0001291	YFL028C	XP_001806271.1
1292	OG0001292	YFL030W	XP_001795461.1
1293	OG0001293	YFL031W	XP_001798770.1
1294	OG0001294	YFL033C	XP_001794627.1
1295	OG0001295	YFL034C-B	XP_001797239.1
1296	OG0001296	YFL034W	XP_001795052.1
1297	OG0001297	YFL036W	XP_001804112.1
1298	OG0001298	YFL037W	XP_001797153.1
1299	OG0001299	YFL038C	XP_001796013.1
1300	OG0001300	YFL044C	XP_001802227.1
1301	OG0001301	YFL045C	XP_001794246.1
1302	OG0001302	YFL047W	XP_001794222.1
1303	OG0001303	YFL054C	XP_001796696.1
1304	OG0001304	YFL055W	XP_001792246.1
1305	OG0001305	YFR001W	XP_001792333.1
1306	OG0001306	YFR002W	XP_001793143.1
1307	OG0001307	YFR004W	XP_001791193.1
1308	OG0001308	YFR005C	XP_001794138.1
1309	OG0001309	YFR009W	XP_001797468.1
1310	OG0001310	YFR010W	XP_001797920.1
1311	OG0001311	YFR015C	XP_001805660.1
1312	OG0001312	YFR016C	XP_001794809.1
1313	OG0001313	YFR019W	XP_001791374.1
1314	OG0001314	YFR021W	XP_001804234.1
1315	OG0001315	YFR025C	XP_001802895.1
1316	OG0001316	YFR027W	XP_001805926.1
1317	OG0001317	YFR028C	XP_001801029.1
1318	OG0001318	YFR030W	XP_001803389.1
1319	OG0001319	YFR031C	XP_001802873.1
1320	OG0001320	YFR032C-A	XP_001805871.1
1321	OG0001321	YFR033C	XP_001796717.1
1322	OG0001322	YFR037C	XP_001796347.1
1323	OG0001323	YFR038W	XP_001803683.1
1324	OG0001324	YFR044C	XP_001801915.1
1325	OG0001325	YFR047C	XP_001802400.1
1326	OG0001326	YFR048W	XP_001804463.1
1327	OG0001327	YFR050C	XP_001794310.1
1328	OG0001328	YFR051C	XP_001792554.1
1329	OG0001329	YFR052W	XP_001793303.1
1330	OG0001330	YGL008C	XP_001792399.1
1331	OG0001331	YGL009C	XP_001803879.1
1332	OG0001332	YGL011C	XP_001796064.1
1333	OG0001333	YGL012W	XP_001791603.1
1334	OG0001334	YGL014W	XP_001791873.1
1335	OG0001335	YGL016W	XP_001799624.1
1336	OG0001336	YGL019W	XP_001797509.1
1337	OG0001337	YGL022W	XP_001805372.1
1338	OG0001338	YGL026C	XP_001797696.1
1339	OG0001339	YGL030W	XP_001793735.1
1340	OG0001340	YGL033W	XP_001804698.1
1341	OG0001341	YGL035C	XP_001803824.1
1342	OG0001342	YGL037C	XP_001800076.1
1343	OG0001343	YGL038C	XP_001793513.1
1344	OG0001344	YGL040C	XP_001795400.1
1345	OG0001345	YGL043W	XP_001794653.1
1346	OG0001346	YGL044C	XP_001793284.1
1347	OG0001347	YGL045W	XP_001794451.1
1348	OG0001348	YGL047W	XP_001796985.1
1349	OG0001349	YGL048C	XP_001793114.1
1350	OG0001350	YGL050W	XP_001798019.1
1351	OG0001351	YGL054C	XP_001791392.1
1352	OG0001352	YGL058W	XP_001796916.1
1353	OG0001353	YGL064C	XP_001803973.1
1354	OG0001354	YGL065C	XP_001804287.1
1355	OG0001355	YGL066W	XP_001804075.1
1356	OG0001356	YGL067W	XP_001805673.1
1357	OG0001357	YGL068W	XP_001804092.1
1358	OG0001358	YGL070C	XP_001803968.1
1359	OG0001359	YGL077C	XP_001798092.1
1360	OG0001360	YGL078C	XP_001793872.1
1361	OG0001361	YGL080W	XP_001794112.1
1362	OG0001362	YGL083W	XP_001797149.1
1363	OG0001363	YGL085W	XP_001794663.1
1364	OG0001364	YGL087C	XP_001797496.1
1365	OG0001365	YGL091C	XP_001798868.1
1366	OG0001366	YGL094C	XP_001796676.1
1367	OG0001367	YGL095C	XP_001805450.1
1368	OG0001368	YGL097W	XP_001798657.1
1369	OG0001369	YGL099W	XP_001799496.1
1370	OG0001370	YGL100W	XP_001803877.1
1371	OG0001371	YGL103W	XP_001793847.1
1372	OG0001372	YGL105W	XP_001804243.1
1373	OG0001373	YGL106W	XP_001802809.1
1374	OG0001374	YGL110C	XP_001802298.1
1375	OG0001375	YGL112C	XP_001801201.1
1376	OG0001376	YGL114W	XP_001796698.1
1377	OG0001377	YGL115W	XP_001801048.1
1378	OG0001378	YGL119W	XP_001799585.1
1379	OG0001379	YGL123W	XP_001791351.1
1380	OG0001380	YGL124C	XP_001802326.1
1381	OG0001381	YGL125W	XP_001802911.1
1382	OG0001382	YGL126W	XP_001804897.1
1383	OG0001383	YGL130W	XP_001803956.1
1384	OG0001384	YGL131C	XP_001795112.1
1385	OG0001385	YGL136C	XP_001793482.1
1386	OG0001386	YGL137W	XP_001802844.1
1387	OG0001387	YGL141W	XP_001796909.1
1388	OG0001388	YGL142C	XP_001795394.1
1389	OG0001389	YGL143C	XP_001796989.1
1390	OG0001390	YGL148W	XP_001795334.1
1391	OG0001391	YGL150C	XP_001799531.1
1392	OG0001392	YGL153W	XP_001798431.1
1393	OG0001393	YGL156W	XP_001794887.1
1394	OG0001394	YGL159W	XP_001796595.1
1395	OG0001395	YGL164C	XP_001803261.1
1396	OG0001396	YGL166W	XP_001804510.1
1397	OG0001397	YGL167C	XP_001793504.1
1398	OG0001398	YGL169W	XP_001793506.1
1399	OG0001399	YGL173C	XP_001801225.1
1400	OG0001400	YGL174W	XP_001792747.1
1401	OG0001401	YGL180W	XP_001793912.1
1402	OG0001402	YGL184C	XP_001803788.1
