	OrthologID	Saccharomyces_cerevisiae	Saccharomyces_kudriavzevii
1798	OG0001798	YGR191W	augustus_masked-Skud_7-processed-gene-8.72-mRNA-1_1&gene=augustus_masked-Skud_7-processed-gene-8.72&CDS=1-1809
1799	OG0001799	YGR193C	augustus_masked-Skud_7-processed-gene-8.90-mRNA-1_1&gene=augustus_masked-Skud_7-processed-gene-8.90&CDS=1-1233
1800	OG0001800	YGR194C	augustus_masked-Skud_7-processed-gene-8.91-mRNA-1_1&gene=augustus_masked-Skud_7-processed-gene-8.91&CDS=1-1752
1801	OG0001801	YGR195W	augustus_masked-Skud_7-processed-gene-8.73-mRNA-1_1&gene=augustus_masked-Skud_7-processed-gene-8.73&CDS=1-738
1802	OG0001802	YGR196C	augustus_masked-Skud_7-processed-gene-8.92-mRNA-1_1&gene=augustus_masked-Skud_7-processed-gene-8.92&CDS=1-2457
1803	OG0001803	YGR197C	augustus_masked-Skud_7-processed-gene-8.93-mRNA-1_1&gene=augustus_masked-Skud_7-processed-gene-8.93&CDS=1-1602
1804	OG0001804	YGR200C	augustus_masked-Skud_7-processed-gene-8.94-mRNA-1_1&gene=augustus_masked-Skud_7-processed-gene-8.94&CDS=1-2364
1805	OG0001805	YGR201C	augustus_masked-Skud_7-processed-gene-8.95-mRNA-1_1&gene=augustus_masked-Skud_7-processed-gene-8.95&CDS=1-675
1806	OG0001806	YGR202C	augustus_masked-Skud_7-processed-gene-8.96-mRNA-1_1&gene=augustus_masked-Skud_7-processed-gene-8.96&CDS=1-1269
1807	OG0001807	YGR205W	augustus_masked-Skud_7-processed-gene-8.76-mRNA-1_1&gene=augustus_masked-Skud_7-processed-gene-8.76&CDS=1-1182
1808	OG0001808	YGR207C	augustus_masked-Skud_7-processed-gene-8.97-mRNA-1_1&gene=augustus_masked-Skud_7-processed-gene-8.97&CDS=1-783
1809	OG0001809	YGR208W	augustus_masked-Skud_7-processed-gene-8.77-mRNA-1_1&gene=augustus_masked-Skud_7-processed-gene-8.77&CDS=1-927
1810	OG0001810	YGR210C	maker-Skud_7-snap-gene-8.146-mRNA-1_1&gene=maker-Skud_7-snap-gene-8.146&CDS=1-1668
1811	OG0001811	YGR211W	maker-Skud_7-augustus-gene-9.240-mRNA-1_1&gene=maker-Skud_7-augustus-gene-9.240&CDS=1-2859
1812	OG0001812	YGR213C	augustus_masked-Skud_7-processed-gene-9.180-mRNA-1_1&gene=augustus_masked-Skud_7-processed-gene-9.180&CDS=1-948
1813	OG0001813	YGR216C	augustus_masked-Skud_7-processed-gene-9.181-mRNA-1_1&gene=augustus_masked-Skud_7-processed-gene-9.181&CDS=1-1845
1814	OG0001814	YGR217W	augustus_masked-Skud_7-processed-gene-9.179-mRNA-1_1&gene=augustus_masked-Skud_7-processed-gene-9.179&CDS=1-6087
1815	OG0001815	YGR218W	augustus_masked-Skud_7-processed-gene-9.182-mRNA-1_1&gene=augustus_masked-Skud_7-processed-gene-9.182&CDS=1-3252
1816	OG0001816	YGR220C	augustus_masked-Skud_7-processed-gene-9.206-mRNA-1_1&gene=augustus_masked-Skud_7-processed-gene-9.206&CDS=1-2427
1817	OG0001817	YGR222W	augustus_masked-Skud_7-processed-gene-9.183-mRNA-1_1&gene=augustus_masked-Skud_7-processed-gene-9.183&CDS=1-891
1818	OG0001818	YGR223C	augustus_masked-Skud_7-processed-gene-9.207-mRNA-1_1&gene=augustus_masked-Skud_7-processed-gene-9.207&CDS=1-1350
1819	OG0001819	YGR224W	snap_masked-Skud_7-processed-gene-9.22-mRNA-1_1&gene=snap_masked-Skud_7-processed-gene-9.22&CDS=1-1926
1820	OG0001820	YGR225W	snap_masked-Skud_7-processed-gene-9.23-mRNA-1_1&gene=snap_masked-Skud_7-processed-gene-9.23&CDS=1-1779
1821	OG0001821	YGR227W	snap_masked-Skud_7-processed-gene-9.24-mRNA-1_1&gene=snap_masked-Skud_7-processed-gene-9.24&CDS=1-1575
1822	OG0001822	YGR229C	augustus_masked-Skud_7-processed-gene-9.208-mRNA-1_1&gene=augustus_masked-Skud_7-processed-gene-9.208&CDS=1-1500
1823	OG0001823	YGR230W	augustus_masked-Skud_7-processed-gene-9.185-mRNA-1_1&gene=augustus_masked-Skud_7-processed-gene-9.185&CDS=1-453
1824	OG0001824	YGR231C	augustus_masked-Skud_7-processed-gene-9.209-mRNA-1_1&gene=augustus_masked-Skud_7-processed-gene-9.209&CDS=1-930
1825	OG0001825	YGR232W	genemark-Skud_7-processed-gene-9.108-mRNA-1_1&gene=genemark-Skud_7-processed-gene-9.108&CDS=1-684
1826	OG0001826	YGR233C	augustus_masked-Skud_7-processed-gene-9.210-mRNA-1_1&gene=augustus_masked-Skud_7-processed-gene-9.210&CDS=1-3468
1827	OG0001827	YGR234W	augustus_masked-Skud_7-processed-gene-9.187-mRNA-1_1&gene=augustus_masked-Skud_7-processed-gene-9.187&CDS=1-636
1828	OG0001828	YGR235C	augustus_masked-Skud_7-processed-gene-9.211-mRNA-1_1&gene=augustus_masked-Skud_7-processed-gene-9.211&CDS=1-699
1829	OG0001829	YGR236C	snap_masked-Skud_7-processed-gene-9.57-mRNA-1_1&gene=snap_masked-Skud_7-processed-gene-9.57&CDS=1-285
1830	OG0001830	YGR237C	snap_masked-Skud_7-processed-gene-9.58-mRNA-1_1&gene=snap_masked-Skud_7-processed-gene-9.58&CDS=1-2367
1831	OG0001831	YGR238C	genemark-Skud_7-processed-gene-9.138-mRNA-1_1&gene=genemark-Skud_7-processed-gene-9.138&CDS=1-2649
1832	OG0001832	YGR239C	genemark-Skud_7-processed-gene-9.139-mRNA-1_1&gene=genemark-Skud_7-processed-gene-9.139&CDS=1-858
1833	OG0001833	YGR240C	augustus_masked-Skud_7-processed-gene-9.214-mRNA-1_1&gene=augustus_masked-Skud_7-processed-gene-9.214&CDS=1-2961
1834	OG0001834	YGR241C	augustus_masked-Skud_7-processed-gene-9.215-mRNA-1_1&gene=augustus_masked-Skud_7-processed-gene-9.215&CDS=1-1698
1835	OG0001835	YGR243W	augustus_masked-Skud_7-processed-gene-9.188-mRNA-1_1&gene=augustus_masked-Skud_7-processed-gene-9.188&CDS=1-438
1836	OG0001836	YGR244C	snap_masked-Skud_7-processed-gene-9.63-mRNA-1_1&gene=snap_masked-Skud_7-processed-gene-9.63&CDS=1-1284
1837	OG0001837	YGR245C	snap_masked-Skud_7-processed-gene-9.64-mRNA-1_1&gene=snap_masked-Skud_7-processed-gene-9.64&CDS=1-2307
1838	OG0001838	YGR246C	augustus_masked-Skud_7-processed-gene-9.217-mRNA-1_1&gene=augustus_masked-Skud_7-processed-gene-9.217&CDS=1-1791
1839	OG0001839	YGR247W	genemark-Skud_7-processed-gene-9.111-mRNA-1_1&gene=genemark-Skud_7-processed-gene-9.111&CDS=1-720
1840	OG0001840	YGR248W	genemark-Skud_7-processed-gene-9.112-mRNA-1_1&gene=genemark-Skud_7-processed-gene-9.112&CDS=1-765
1841	OG0001841	YGR249W	genemark-Skud_7-processed-gene-9.113-mRNA-1_1&gene=genemark-Skud_7-processed-gene-9.113&CDS=1-1356
1842	OG0001842	YGR250C	augustus_masked-Skud_7-processed-gene-9.218-mRNA-1_1&gene=augustus_masked-Skud_7-processed-gene-9.218&CDS=1-2337
1843	OG0001843	YGR251W	augustus_masked-Skud_7-processed-gene-9.190-mRNA-1_1&gene=augustus_masked-Skud_7-processed-gene-9.190&CDS=1-573
1844	OG0001844	YGR252W	augustus_masked-Skud_7-processed-gene-9.191-mRNA-1_1&gene=augustus_masked-Skud_7-processed-gene-9.191&CDS=1-1317
1845	OG0001845	YGR253C	augustus_masked-Skud_7-processed-gene-9.219-mRNA-1_1&gene=augustus_masked-Skud_7-processed-gene-9.219&CDS=1-780
1846	OG0001846	YGR255C	augustus_masked-Skud_7-processed-gene-9.220-mRNA-1_1&gene=augustus_masked-Skud_7-processed-gene-9.220&CDS=1-1437
1847	OG0001847	YGR258C	augustus_masked-Skud_7-processed-gene-9.221-mRNA-1_1&gene=augustus_masked-Skud_7-processed-gene-9.221&CDS=1-4206
1848	OG0001848	YGR260W	augustus_masked-Skud_7-processed-gene-9.194-mRNA-1_1&gene=augustus_masked-Skud_7-processed-gene-9.194&CDS=1-1602
1849	OG0001849	YGR264C	augustus_masked-Skud_7-processed-gene-9.222-mRNA-1_1&gene=augustus_masked-Skud_7-processed-gene-9.222&CDS=1-6639
1850	OG0001850	YGR266W	augustus_masked-Skud_7-processed-gene-9.195-mRNA-1_1&gene=augustus_masked-Skud_7-processed-gene-9.195&CDS=1-2103
1851	OG0001851	YGR267C	augustus_masked-Skud_7-processed-gene-9.223-mRNA-1_1&gene=augustus_masked-Skud_7-processed-gene-9.223&CDS=1-1116
1852	OG0001852	YGR271C-A	augustus_masked-Skud_7-processed-gene-9.224-mRNA-1_1&gene=augustus_masked-Skud_7-processed-gene-9.224&CDS=1-1173
1853	OG0001853	YGR271W	augustus_masked-Skud_7-processed-gene-9.196-mRNA-1_1&gene=augustus_masked-Skud_7-processed-gene-9.196&CDS=1-10173
1854	OG0001854	YGR274C	augustus_masked-Skud_7-processed-gene-9.225-mRNA-1_1&gene=augustus_masked-Skud_7-processed-gene-9.225&CDS=1-3198
1855	OG0001855	YGR275W	augustus_masked-Skud_7-processed-gene-9.197-mRNA-1_1&gene=augustus_masked-Skud_7-processed-gene-9.197&CDS=1-465
1856	OG0001856	YGR276C	augustus_masked-Skud_7-processed-gene-9.226-mRNA-1_1&gene=augustus_masked-Skud_7-processed-gene-9.226&CDS=1-2493
1857	OG0001857	YGR278W	augustus_masked-Skud_7-processed-gene-9.198-mRNA-1_1&gene=augustus_masked-Skud_7-processed-gene-9.198&CDS=1-1731
1858	OG0001858	YGR280C	augustus_masked-Skud_7-processed-gene-9.228-mRNA-1_1&gene=augustus_masked-Skud_7-processed-gene-9.228&CDS=1-789
1859	OG0001859	YGR281W	augustus_masked-Skud_7-processed-gene-9.199-mRNA-1_1&gene=augustus_masked-Skud_7-processed-gene-9.199&CDS=1-4431
1860	OG0001860	YGR282C	augustus_masked-Skud_7-processed-gene-9.229-mRNA-1_1&gene=augustus_masked-Skud_7-processed-gene-9.229&CDS=1-939
1861	OG0001861	YGR283C	augustus_masked-Skud_7-processed-gene-9.230-mRNA-1_1&gene=augustus_masked-Skud_7-processed-gene-9.230&CDS=1-1023
1862	OG0001862	YGR284C	maker-Skud_7-augustus-gene-9.248-mRNA-1_1&gene=maker-Skud_7-augustus-gene-9.248&CDS=1-2247
1863	OG0001863	YGR286C	augustus_masked-Skud_7-processed-gene-9.232-mRNA-1_1&gene=augustus_masked-Skud_7-processed-gene-9.232&CDS=1-1125
1864	OG0001864	YHL002W	augustus_masked-Skud_8-processed-gene-0.59-mRNA-1_1&gene=augustus_masked-Skud_8-processed-gene-0.59&CDS=1-1362
1865	OG0001865	YHL004W	augustus_masked-Skud_8-processed-gene-0.58-mRNA-1_1&gene=augustus_masked-Skud_8-processed-gene-0.58&CDS=1-1185
1866	OG0001866	YHL007C	augustus_masked-Skud_8-processed-gene-0.77-mRNA-1_1&gene=augustus_masked-Skud_8-processed-gene-0.77&CDS=1-2769
1867	OG0001867	YHL008C	augustus_masked-Skud_8-processed-gene-0.76-mRNA-1_1&gene=augustus_masked-Skud_8-processed-gene-0.76&CDS=1-1881
1868	OG0001868	YHL009C	augustus_masked-Skud_8-processed-gene-0.75-mRNA-1_1&gene=augustus_masked-Skud_8-processed-gene-0.75&CDS=1-996
1869	OG0001869	YHL010C	augustus_masked-Skud_8-processed-gene-0.74-mRNA-1_1&gene=augustus_masked-Skud_8-processed-gene-0.74&CDS=1-1755
1870	OG0001870	YHL011C	augustus_masked-Skud_8-processed-gene-0.73-mRNA-1_1&gene=augustus_masked-Skud_8-processed-gene-0.73&CDS=1-960
1871	OG0001871	YHL012W	augustus_masked-Skud_8-processed-gene-0.57-mRNA-1_1&gene=augustus_masked-Skud_8-processed-gene-0.57&CDS=1-1479
1872	OG0001872	YHL013C	genemark-Skud_8-processed-gene-0.109-mRNA-1_1&gene=genemark-Skud_8-processed-gene-0.109&CDS=1-930
1873	OG0001873	YHL014C	augustus_masked-Skud_8-processed-gene-0.71-mRNA-1_1&gene=augustus_masked-Skud_8-processed-gene-0.71&CDS=1-1212
1874	OG0001874	YHL015W	augustus_masked-Skud_8-processed-gene-0.56-mRNA-1_1&gene=augustus_masked-Skud_8-processed-gene-0.56&CDS=1-360
1875	OG0001875	YHL016C	augustus_masked-Skud_8-processed-gene-0.70-mRNA-1_1&gene=augustus_masked-Skud_8-processed-gene-0.70&CDS=1-2205
1876	OG0001876	YHL017W	maker-Skud_8-augustus-gene-0.1-mRNA-1_1&gene=maker-Skud_8-augustus-gene-0.1&CDS=1-1983
1877	OG0001877	YHL023C	augustus_masked-Skud_8-processed-gene-0.69-mRNA-1_1&gene=augustus_masked-Skud_8-processed-gene-0.69&CDS=1-8877
1878	OG0001878	YHL024W	augustus_masked-Skud_8-processed-gene-0.54-mRNA-1_1&gene=augustus_masked-Skud_8-processed-gene-0.54&CDS=1-2088
1879	OG0001879	YHL025W	augustus_masked-Skud_8-processed-gene-0.53-mRNA-1_1&gene=augustus_masked-Skud_8-processed-gene-0.53&CDS=1-1011
1880	OG0001880	YHL026C	augustus_masked-Skud_8-processed-gene-0.68-mRNA-1_1&gene=augustus_masked-Skud_8-processed-gene-0.68&CDS=1-936
1881	OG0001881	YHL027W	genemark-Skud_8-processed-gene-0.84-mRNA-1_1&gene=genemark-Skud_8-processed-gene-0.84&CDS=1-1881
1882	OG0001882	YHL028W	maker-Skud_8-augustus-gene-0.0-mRNA-1_1&gene=maker-Skud_8-augustus-gene-0.0&CDS=1-1875
1883	OG0001883	YHL029C	augustus_masked-Skud_8-processed-gene-0.67-mRNA-1_1&gene=augustus_masked-Skud_8-processed-gene-0.67&CDS=1-2031
1884	OG0001884	YHL030W	augustus_masked-Skud_8-processed-gene-0.51-mRNA-1_1&gene=augustus_masked-Skud_8-processed-gene-0.51&CDS=1-5604
1885	OG0001885	YHL032C	maker-Skud_8-augustus-gene-0.3-mRNA-1_1&gene=maker-Skud_8-augustus-gene-0.3&CDS=1-3576
1886	OG0001886	YHL034C	augustus_masked-Skud_8-processed-gene-0.65-mRNA-1_1&gene=augustus_masked-Skud_8-processed-gene-0.65&CDS=1-870
1887	OG0001887	YHL036W	augustus_masked-Skud_8-processed-gene-0.50-mRNA-1_1&gene=augustus_masked-Skud_8-processed-gene-0.50&CDS=1-1638
1888	OG0001888	YHL038C	augustus_masked-Skud_8-processed-gene-0.63-mRNA-1_1&gene=augustus_masked-Skud_8-processed-gene-0.63&CDS=1-1893
1889	OG0001889	YHL039W	augustus_masked-Skud_8-processed-gene-0.49-mRNA-1_1&gene=augustus_masked-Skud_8-processed-gene-0.49&CDS=1-1755
1890	OG0001890	YHL040C	augustus_masked-Skud_8-processed-gene-0.62-mRNA-1_1&gene=augustus_masked-Skud_8-processed-gene-0.62&CDS=1-1893
1891	OG0001891	YHL044W	genemark-Skud_13-processed-gene-0.41-mRNA-1_1&gene=genemark-Skud_13-processed-gene-0.41&CDS=1-369
1892	OG0001892	YHR001W-A	snap_masked-Skud_8-processed-gene-1.89-mRNA-1_1&gene=snap_masked-Skud_8-processed-gene-1.89&CDS=1-234
1893	OG0001893	YHR002W	augustus_masked-Skud_8-processed-gene-1.5-mRNA-1_1&gene=augustus_masked-Skud_8-processed-gene-1.5&CDS=1-1071
1894	OG0001894	YHR003C	snap_masked-Skud_8-processed-gene-1.92-mRNA-1_1&gene=snap_masked-Skud_8-processed-gene-1.92&CDS=1-1287
1895	OG0001895	YHR004C	snap_masked-Skud_8-processed-gene-1.93-mRNA-1_1&gene=snap_masked-Skud_8-processed-gene-1.93&CDS=1-1341
1896	OG0001896	YHR005C	snap_masked-Skud_8-processed-gene-1.94-mRNA-1_1&gene=snap_masked-Skud_8-processed-gene-1.94&CDS=1-1416
1897	OG0001897	YHR005C-A	augustus_masked-Skud_8-processed-gene-1.7-mRNA-1_1&gene=augustus_masked-Skud_8-processed-gene-1.7&CDS=1-279
1898	OG0001898	YHR006W	augustus_masked-Skud_8-processed-gene-1.8-mRNA-1_1&gene=augustus_masked-Skud_8-processed-gene-1.8&CDS=1-1605
1899	OG0001899	YHR007C	augustus_masked-Skud_8-processed-gene-1.24-mRNA-1_1&gene=augustus_masked-Skud_8-processed-gene-1.24&CDS=1-1590
1900	OG0001900	YHR008C	augustus_masked-Skud_8-processed-gene-1.25-mRNA-1_1&gene=augustus_masked-Skud_8-processed-gene-1.25&CDS=1-699
1901	OG0001901	YHR009C	augustus_masked-Skud_8-processed-gene-1.26-mRNA-1_1&gene=augustus_masked-Skud_8-processed-gene-1.26&CDS=1-1569
1902	OG0001902	YHR011W	augustus_masked-Skud_8-processed-gene-1.9-mRNA-1_1&gene=augustus_masked-Skud_8-processed-gene-1.9&CDS=1-2406
1903	OG0001903	YHR013C	augustus_masked-Skud_8-processed-gene-1.27-mRNA-1_1&gene=augustus_masked-Skud_8-processed-gene-1.27&CDS=1-714
1904	OG0001904	YHR014W	augustus_masked-Skud_8-processed-gene-1.10-mRNA-1_1&gene=augustus_masked-Skud_8-processed-gene-1.10&CDS=1-873
1905	OG0001905	YHR015W	augustus_masked-Skud_8-processed-gene-1.11-mRNA-1_1&gene=augustus_masked-Skud_8-processed-gene-1.11&CDS=1-1956
1906	OG0001906	YHR017W	augustus_masked-Skud_8-processed-gene-1.12-mRNA-1_1&gene=augustus_masked-Skud_8-processed-gene-1.12&CDS=1-1152
1907	OG0001907	YHR018C	augustus_masked-Skud_8-processed-gene-1.29-mRNA-1_1&gene=augustus_masked-Skud_8-processed-gene-1.29&CDS=1-1389
1908	OG0001908	YHR019C	augustus_masked-Skud_8-processed-gene-1.30-mRNA-1_1&gene=augustus_masked-Skud_8-processed-gene-1.30&CDS=1-1662
1909	OG0001909	YHR020W	augustus_masked-Skud_8-processed-gene-1.13-mRNA-1_1&gene=augustus_masked-Skud_8-processed-gene-1.13&CDS=1-1989
1910	OG0001910	YHR022C	genemark-Skud_8-processed-gene-1.76-mRNA-1_1&gene=genemark-Skud_8-processed-gene-1.76&CDS=1-1074
1911	OG0001911	YHR023W	augustus_masked-Skud_8-processed-gene-1.14-mRNA-1_1&gene=augustus_masked-Skud_8-processed-gene-1.14&CDS=1-5781
1912	OG0001912	YHR024C	augustus_masked-Skud_8-processed-gene-1.32-mRNA-1_1&gene=augustus_masked-Skud_8-processed-gene-1.32&CDS=1-1446
1913	OG0001913	YHR025W	augustus_masked-Skud_8-processed-gene-1.15-mRNA-1_1&gene=augustus_masked-Skud_8-processed-gene-1.15&CDS=1-1701
1914	OG0001914	YHR027C	augustus_masked-Skud_8-processed-gene-1.33-mRNA-1_1&gene=augustus_masked-Skud_8-processed-gene-1.33&CDS=1-2991
1915	OG0001915	YHR028C	augustus_masked-Skud_8-processed-gene-1.34-mRNA-1_1&gene=augustus_masked-Skud_8-processed-gene-1.34&CDS=1-4671
1916	OG0001916	YHR031C	augustus_masked-Skud_8-processed-gene-1.35-mRNA-1_1&gene=augustus_masked-Skud_8-processed-gene-1.35&CDS=1-2163
1917	OG0001917	YHR032W	genemark-Skud_8-processed-gene-1.54-mRNA-1_1&gene=genemark-Skud_8-processed-gene-1.54&CDS=1-1851
1918	OG0001918	YHR034C	augustus_masked-Skud_8-processed-gene-1.36-mRNA-1_1&gene=augustus_masked-Skud_8-processed-gene-1.36&CDS=1-1014
1919	OG0001919	YHR037W	augustus_masked-Skud_8-processed-gene-1.17-mRNA-1_1&gene=augustus_masked-Skud_8-processed-gene-1.17&CDS=1-5442
1920	OG0001920	YHR039C	augustus_masked-Skud_8-processed-gene-1.37-mRNA-1_1&gene=augustus_masked-Skud_8-processed-gene-1.37&CDS=1-1932
1921	OG0001921	YHR039C-A	maker-Skud_8-augustus-gene-1.148-mRNA-1_1&gene=maker-Skud_8-augustus-gene-1.148&CDS=1-342
1922	OG0001922	YHR040W	augustus_masked-Skud_8-processed-gene-1.18-mRNA-1_1&gene=augustus_masked-Skud_8-processed-gene-1.18&CDS=1-1095
1923	OG0001923	YHR041C	snap_masked-Skud_8-processed-gene-1.139-mRNA-1_1&gene=snap_masked-Skud_8-processed-gene-1.139&CDS=1-633
1924	OG0001924	YHR042W	augustus_masked-Skud_8-processed-gene-1.19-mRNA-1_1&gene=augustus_masked-Skud_8-processed-gene-1.19&CDS=1-2073
1925	OG0001925	YHR045W	augustus_masked-Skud_8-processed-gene-1.20-mRNA-1_1&gene=augustus_masked-Skud_8-processed-gene-1.20&CDS=1-1683
1926	OG0001926	YHR046C	augustus_masked-Skud_8-processed-gene-1.41-mRNA-1_1&gene=augustus_masked-Skud_8-processed-gene-1.41&CDS=1-885
1927	OG0001927	YHR048W	augustus_masked-Skud_8-processed-gene-1.21-mRNA-1_1&gene=augustus_masked-Skud_8-processed-gene-1.21&CDS=1-2283
1928	OG0001928	YHR050W	augustus_masked-Skud_8-processed-gene-1.22-mRNA-1_1&gene=augustus_masked-Skud_8-processed-gene-1.22&CDS=1-2136
1929	OG0001929	YHR052W	augustus_masked-Skud_8-processed-gene-1.23-mRNA-1_1&gene=augustus_masked-Skud_8-processed-gene-1.23&CDS=1-1125
1930	OG0001930	YHR056C	snap_masked-Skud_8-processed-gene-2.7-mRNA-1_1&gene=snap_masked-Skud_8-processed-gene-2.7&CDS=1-2643
1931	OG0001931	YHR057C	genemark-Skud_8-processed-gene-2.81-mRNA-1_1&gene=genemark-Skud_8-processed-gene-2.81&CDS=1-615
1932	OG0001932	YHR058C	augustus_masked-Skud_8-processed-gene-2.50-mRNA-1_1&gene=augustus_masked-Skud_8-processed-gene-2.50&CDS=1-885
1933	OG0001933	YHR060W	augustus_masked-Skud_8-processed-gene-2.48-mRNA-1_1&gene=augustus_masked-Skud_8-processed-gene-2.48&CDS=1-885
1934	OG0001934	YHR061C	augustus_masked-Skud_8-processed-gene-2.51-mRNA-1_1&gene=augustus_masked-Skud_8-processed-gene-2.51&CDS=1-951
1935	OG0001935	YHR063C	augustus_masked-Skud_8-processed-gene-2.52-mRNA-1_1&gene=augustus_masked-Skud_8-processed-gene-2.52&CDS=1-2016
1936	OG0001936	YHR064C	genemark-Skud_8-processed-gene-2.86-mRNA-1_1&gene=genemark-Skud_8-processed-gene-2.86&CDS=1-1614
1937	OG0001937	YHR065C	genemark-Skud_8-processed-gene-2.105-mRNA-1_1&gene=genemark-Skud_8-processed-gene-2.105&CDS=1-1509
1938	OG0001938	YHR069C	augustus_masked-Skud_8-processed-gene-2.67-mRNA-1_1&gene=augustus_masked-Skud_8-processed-gene-2.67&CDS=1-1077
1939	OG0001939	YHR070W	augustus_masked-Skud_8-processed-gene-2.55-mRNA-1_1&gene=augustus_masked-Skud_8-processed-gene-2.55&CDS=1-1440
1940	OG0001940	YHR071W	augustus_masked-Skud_8-processed-gene-2.56-mRNA-1_1&gene=augustus_masked-Skud_8-processed-gene-2.56&CDS=1-660
1941	OG0001941	YHR072W	augustus_masked-Skud_8-processed-gene-2.57-mRNA-1_1&gene=augustus_masked-Skud_8-processed-gene-2.57&CDS=1-2310
1942	OG0001942	YHR073W	augustus_masked-Skud_8-processed-gene-2.58-mRNA-1_1&gene=augustus_masked-Skud_8-processed-gene-2.58&CDS=1-2982
1943	OG0001943	YHR074W	augustus_masked-Skud_8-processed-gene-2.59-mRNA-1_1&gene=augustus_masked-Skud_8-processed-gene-2.59&CDS=1-2142
1944	OG0001944	YHR075C	augustus_masked-Skud_8-processed-gene-2.68-mRNA-1_1&gene=augustus_masked-Skud_8-processed-gene-2.68&CDS=1-1326
1945	OG0001945	YHR076W	augustus_masked-Skud_8-processed-gene-2.60-mRNA-1_1&gene=augustus_masked-Skud_8-processed-gene-2.60&CDS=1-1122
1946	OG0001946	YHR077C	augustus_masked-Skud_8-processed-gene-2.69-mRNA-1_1&gene=augustus_masked-Skud_8-processed-gene-2.69&CDS=1-3294
1947	OG0001947	YHR078W	augustus_masked-Skud_8-processed-gene-2.61-mRNA-1_1&gene=augustus_masked-Skud_8-processed-gene-2.61&CDS=1-1656
1948	OG0001948	YHR079C	augustus_masked-Skud_8-processed-gene-2.70-mRNA-1_1&gene=augustus_masked-Skud_8-processed-gene-2.70&CDS=1-3354
1949	OG0001949	YHR080C	augustus_masked-Skud_8-processed-gene-2.71-mRNA-1_1&gene=augustus_masked-Skud_8-processed-gene-2.71&CDS=1-4245
1950	OG0001950	YHR081W	augustus_masked-Skud_8-processed-gene-2.62-mRNA-1_1&gene=augustus_masked-Skud_8-processed-gene-2.62&CDS=1-549
1951	OG0001951	YHR082C	augustus_masked-Skud_8-processed-gene-2.72-mRNA-1_1&gene=augustus_masked-Skud_8-processed-gene-2.72&CDS=1-3111
1952	OG0001952	YHR083W	snap_masked-Skud_8-processed-gene-2.25-mRNA-1_1&gene=snap_masked-Skud_8-processed-gene-2.25&CDS=1-948
1953	OG0001953	YHR084W	genemark-Skud_8-processed-gene-2.99-mRNA-1_1&gene=genemark-Skud_8-processed-gene-2.99&CDS=1-2064
1954	OG0001954	YHR085W	augustus_masked-Skud_8-processed-gene-2.64-mRNA-1_1&gene=augustus_masked-Skud_8-processed-gene-2.64&CDS=1-1002
1955	OG0001955	YHR086W	genemark-Skud_8-processed-gene-2.101-mRNA-1_1&gene=genemark-Skud_8-processed-gene-2.101&CDS=1-1539
1956	OG0001956	YHR087W	genemark-Skud_8-processed-gene-2.102-mRNA-1_1&gene=genemark-Skud_8-processed-gene-2.102&CDS=1-333
1957	OG0001957	YHR088W	genemark-Skud_8-processed-gene-2.103-mRNA-1_1&gene=genemark-Skud_8-processed-gene-2.103&CDS=1-885
1958	OG0001958	YHR089C	genemark-Skud_8-processed-gene-2.112-mRNA-1_1&gene=genemark-Skud_8-processed-gene-2.112&CDS=1-633
1959	OG0001959	YHR090C	genemark-Skud_8-processed-gene-2.113-mRNA-1_1&gene=genemark-Skud_8-processed-gene-2.113&CDS=1-846
1960	OG0001960	YHR097C	maker-Skud_8-augustus-gene-2.2-mRNA-1_1&gene=maker-Skud_8-augustus-gene-2.2&CDS=1-1095
1961	OG0001961	YHR098C	augustus_masked-Skud_8-processed-gene-2.76-mRNA-1_1&gene=augustus_masked-Skud_8-processed-gene-2.76&CDS=1-2793
1962	OG0001962	YHR099W	augustus_masked-Skud_8-processed-gene-2.66-mRNA-1_1&gene=augustus_masked-Skud_8-processed-gene-2.66&CDS=1-11229
1963	OG0001963	YHR100C	augustus_masked-Skud_8-processed-gene-3.117-mRNA-1_1&gene=augustus_masked-Skud_8-processed-gene-3.117&CDS=1-555
1964	OG0001964	YHR101C	maker-Skud_8-augustus-gene-3.309-mRNA-1_1&gene=maker-Skud_8-augustus-gene-3.309&CDS=1-1008
1965	OG0001965	YHR102W	augustus_masked-Skud_8-processed-gene-3.113-mRNA-1_1&gene=augustus_masked-Skud_8-processed-gene-3.113&CDS=1-3228
1966	OG0001966	YHR103W	augustus_masked-Skud_8-processed-gene-3.114-mRNA-1_1&gene=augustus_masked-Skud_8-processed-gene-3.114&CDS=1-2562
1967	OG0001967	YHR104W	augustus_masked-Skud_8-processed-gene-3.115-mRNA-1_1&gene=augustus_masked-Skud_8-processed-gene-3.115&CDS=1-981
1968	OG0001968	YHR107C	augustus_masked-Skud_8-processed-gene-3.167-mRNA-1_1&gene=augustus_masked-Skud_8-processed-gene-3.167&CDS=1-1221
1969	OG0001969	YHR112C	augustus_masked-Skud_8-processed-gene-3.168-mRNA-1_1&gene=augustus_masked-Skud_8-processed-gene-3.168&CDS=1-1134
1970	OG0001970	YHR113W	augustus_masked-Skud_8-processed-gene-3.120-mRNA-1_1&gene=augustus_masked-Skud_8-processed-gene-3.120&CDS=1-1446
