	OrthologID	Cyberlindnera_jadinii	Saccharomyces_cerevisiae
1457	OG0001457	genemark-scaffold_13-processed-gene-2.146-mRNA-1_1&gene=genemark-scaffold_13-processed-gene-2.146&CDS=1-1971	YOR017W
1458	OG0001458	genemark-scaffold_13-processed-gene-2.147-mRNA-1_1&gene=genemark-scaffold_13-processed-gene-2.147&CDS=1-1434	YOL030W
1459	OG0001459	genemark-scaffold_13-processed-gene-2.148-mRNA-1_1&gene=genemark-scaffold_13-processed-gene-2.148&CDS=1-2334	YIR003W
1460	OG0001460	genemark-scaffold_13-processed-gene-2.149-mRNA-1_1&gene=genemark-scaffold_13-processed-gene-2.149&CDS=1-375	YER009W
1461	OG0001461	genemark-scaffold_13-processed-gene-2.128-mRNA-1_1&gene=genemark-scaffold_13-processed-gene-2.128&CDS=1-1287	YER003C
1462	OG0001462	genemark-scaffold_13-processed-gene-2.151-mRNA-1_1&gene=genemark-scaffold_13-processed-gene-2.151&CDS=1-654	YER002W
1463	OG0001463	snap_masked-scaffold_13-processed-gene-3.2-mRNA-1_1&gene=snap_masked-scaffold_13-processed-gene-3.2&CDS=1-2559	YER151C
1464	OG0001464	genemark-scaffold_13-processed-gene-3.117-mRNA-1_1&gene=genemark-scaffold_13-processed-gene-3.117&CDS=1-327	YEL003W
1465	OG0001465	genemark-scaffold_13-processed-gene-3.115-mRNA-1_1&gene=genemark-scaffold_13-processed-gene-3.115&CDS=1-708	YER148W
1466	OG0001466	genemark-scaffold_13-processed-gene-3.118-mRNA-1_1&gene=genemark-scaffold_13-processed-gene-3.118&CDS=1-1248	YEL002C
1467	OG0001467	genemark-scaffold_13-processed-gene-3.119-mRNA-1_1&gene=genemark-scaffold_13-processed-gene-3.119&CDS=1-2763	YIL002C
1468	OG0001468	maker-scaffold_13-augustus-gene-3.174-mRNA-1_1&gene=maker-scaffold_13-augustus-gene-3.174&CDS=1-1554	YIL001W
1469	OG0001469	genemark-scaffold_13-processed-gene-3.152-mRNA-1_1&gene=genemark-scaffold_13-processed-gene-3.152&CDS=1-723	YEL001C
1470	OG0001470	genemark-scaffold_13-processed-gene-3.153-mRNA-1_1&gene=genemark-scaffold_13-processed-gene-3.153&CDS=1-1497	YDR061W
1471	OG0001471	augustus_masked-scaffold_13-processed-gene-3.67-mRNA-1_1&gene=augustus_masked-scaffold_13-processed-gene-3.67&CDS=1-1815	YDR064W
1472	OG0001472	genemark-scaffold_13-processed-gene-3.155-mRNA-1_1&gene=genemark-scaffold_13-processed-gene-3.155&CDS=1-711	YER139C
1473	OG0001473	genemark-scaffold_13-processed-gene-3.125-mRNA-1_1&gene=genemark-scaffold_13-processed-gene-3.125&CDS=1-1542	YER140W
1474	OG0001474	augustus_masked-scaffold_13-processed-gene-3.70-mRNA-1_1&gene=augustus_masked-scaffold_13-processed-gene-3.70&CDS=1-2013	YER141W
1475	OG0001475	genemark-scaffold_13-processed-gene-3.156-mRNA-1_1&gene=genemark-scaffold_13-processed-gene-3.156&CDS=1-771	YKL071W
1476	OG0001476	genemark-scaffold_13-processed-gene-3.128-mRNA-1_1&gene=genemark-scaffold_13-processed-gene-3.128&CDS=1-1992	YBL024W
1477	OG0001477	genemark-scaffold_13-processed-gene-3.158-mRNA-1_1&gene=genemark-scaffold_13-processed-gene-3.158&CDS=1-711	YGR024C
1478	OG0001478	genemark-scaffold_13-processed-gene-3.130-mRNA-1_1&gene=genemark-scaffold_13-processed-gene-3.130&CDS=1-3507	YPR010C
1479	OG0001479	genemark-scaffold_13-processed-gene-3.131-mRNA-1_1&gene=genemark-scaffold_13-processed-gene-3.131&CDS=1-2745	YGL167C
1480	OG0001480	genemark-scaffold_13-processed-gene-3.159-mRNA-1_1&gene=genemark-scaffold_13-processed-gene-3.159&CDS=1-1089	YGL169W
1481	OG0001481	genemark-scaffold_13-processed-gene-3.161-mRNA-1_1&gene=genemark-scaffold_13-processed-gene-3.161&CDS=1-360	YFL014W
1482	OG0001482	genemark-scaffold_13-processed-gene-3.162-mRNA-1_1&gene=genemark-scaffold_13-processed-gene-3.162&CDS=1-336	YHR116W
1483	OG0001483	genemark-scaffold_13-processed-gene-3.133-mRNA-1_1&gene=genemark-scaffold_13-processed-gene-3.133&CDS=1-1287	YNL119W
1484	OG0001484	genemark-scaffold_13-processed-gene-3.134-mRNA-1_1&gene=genemark-scaffold_13-processed-gene-3.134&CDS=1-633	YNL122C
1485	OG0001485	genemark-scaffold_13-processed-gene-3.163-mRNA-1_1&gene=genemark-scaffold_13-processed-gene-3.163&CDS=1-2997	YNL123W
1486	OG0001486	genemark-scaffold_13-processed-gene-3.164-mRNA-1_1&gene=genemark-scaffold_13-processed-gene-3.164&CDS=1-1074	YHR118C
1487	OG0001487	genemark-scaffold_13-processed-gene-3.136-mRNA-1_1&gene=genemark-scaffold_13-processed-gene-3.136&CDS=1-3066	YHR119W
1488	OG0001488	maker-scaffold_13-augustus-gene-3.179-mRNA-1_1&gene=maker-scaffold_13-augustus-gene-3.179&CDS=1-2790	YHR120W
1489	OG0001489	genemark-scaffold_13-processed-gene-3.165-mRNA-1_1&gene=genemark-scaffold_13-processed-gene-3.165&CDS=1-1479	YNL124W
1490	OG0001490	genemark-scaffold_13-processed-gene-3.166-mRNA-1_1&gene=genemark-scaffold_13-processed-gene-3.166&CDS=1-1710	YHR124W
1491	OG0001491	genemark-scaffold_13-processed-gene-3.138-mRNA-1_1&gene=genemark-scaffold_13-processed-gene-3.138&CDS=1-3117	YNL132W
1492	OG0001492	genemark-scaffold_13-processed-gene-3.167-mRNA-1_1&gene=genemark-scaffold_13-processed-gene-3.167&CDS=1-720	YNL129W
1493	OG0001493	genemark-scaffold_13-processed-gene-3.139-mRNA-1_1&gene=genemark-scaffold_13-processed-gene-3.139&CDS=1-585	YHR122W
1494	OG0001494	genemark-scaffold_13-processed-gene-3.140-mRNA-1_1&gene=genemark-scaffold_13-processed-gene-3.140&CDS=1-1161	YNL130C
1495	OG0001495	genemark-scaffold_13-processed-gene-3.168-mRNA-1_1&gene=genemark-scaffold_13-processed-gene-3.168&CDS=1-444	YNL131W
1496	OG0001496	genemark-scaffold_13-processed-gene-3.141-mRNA-1_1&gene=genemark-scaffold_13-processed-gene-3.141&CDS=1-804	YNL128W
1497	OG0001497	genemark-scaffold_13-processed-gene-3.169-mRNA-1_1&gene=genemark-scaffold_13-processed-gene-3.169&CDS=1-570	YHR121W
1498	OG0001498	genemark-scaffold_13-processed-gene-3.170-mRNA-1_1&gene=genemark-scaffold_13-processed-gene-3.170&CDS=1-966	YFL029C
1499	OG0001499	genemark-scaffold_13-processed-gene-3.147-mRNA-1_1&gene=genemark-scaffold_13-processed-gene-3.147&CDS=1-1245	YFL027C
1500	OG0001500	genemark-scaffold_13-processed-gene-3.171-mRNA-1_1&gene=genemark-scaffold_13-processed-gene-3.171&CDS=1-1608	YLR055C
1501	OG0001501	genemark-scaffold_13-processed-gene-3.148-mRNA-1_1&gene=genemark-scaffold_13-processed-gene-3.148&CDS=1-954	YFL028C
1502	OG0001502	genemark-scaffold_13-processed-gene-3.149-mRNA-1_1&gene=genemark-scaffold_13-processed-gene-3.149&CDS=1-1125	YLR056W
1503	OG0001503	augustus_masked-scaffold_14-processed-gene-0.94-mRNA-1_1&gene=augustus_masked-scaffold_14-processed-gene-0.94&CDS=1-1605	YML086C
1504	OG0001504	genemark-scaffold_14-processed-gene-0.6-mRNA-1_1&gene=genemark-scaffold_14-processed-gene-0.6&CDS=1-915	YML125C
1505	OG0001505	genemark-scaffold_14-processed-gene-0.23-mRNA-1_1&gene=genemark-scaffold_14-processed-gene-0.23&CDS=1-1431	YMR285C
1506	OG0001506	genemark-scaffold_14-processed-gene-0.24-mRNA-1_1&gene=genemark-scaffold_14-processed-gene-0.24&CDS=1-1515	YNL167C
1507	OG0001507	genemark-scaffold_14-processed-gene-0.26-mRNA-1_1&gene=genemark-scaffold_14-processed-gene-0.26&CDS=1-1347	YFL037W
1508	OG0001508	genemark-scaffold_14-processed-gene-0.7-mRNA-1_1&gene=genemark-scaffold_14-processed-gene-0.7&CDS=1-804	YLR064W
1509	OG0001509	genemark-scaffold_14-processed-gene-0.8-mRNA-1_1&gene=genemark-scaffold_14-processed-gene-0.8&CDS=1-612	YFL038C
1510	OG0001510	genemark-scaffold_14-processed-gene-0.27-mRNA-1_1&gene=genemark-scaffold_14-processed-gene-0.27&CDS=1-546	YLR065C
1511	OG0001511	snap_masked-scaffold_14-processed-gene-0.56-mRNA-1_1&gene=snap_masked-scaffold_14-processed-gene-0.56&CDS=1-210	YHR143W-A
1512	OG0001512	genemark-scaffold_14-processed-gene-0.10-mRNA-1_1&gene=genemark-scaffold_14-processed-gene-0.10&CDS=1-702	YNL168C
1513	OG0001513	genemark-scaffold_14-processed-gene-0.28-mRNA-1_1&gene=genemark-scaffold_14-processed-gene-0.28&CDS=1-1650	YNL169C
1514	OG0001514	genemark-scaffold_14-processed-gene-0.11-mRNA-1_1&gene=genemark-scaffold_14-processed-gene-0.11&CDS=1-972	YHR144C
1515	OG0001515	augustus_masked-scaffold_14-processed-gene-0.117-mRNA-1_1&gene=augustus_masked-scaffold_14-processed-gene-0.117&CDS=1-5229	YNL172W
1516	OG0001516	augustus_masked-scaffold_14-processed-gene-0.100-mRNA-1_1&gene=augustus_masked-scaffold_14-processed-gene-0.100&CDS=1-2472	YLR278C
1517	OG0001517	genemark-scaffold_14-processed-gene-0.31-mRNA-1_1&gene=genemark-scaffold_14-processed-gene-0.31&CDS=1-984	YKL051W
1518	OG0001518	genemark-scaffold_14-processed-gene-0.14-mRNA-1_1&gene=genemark-scaffold_14-processed-gene-0.14&CDS=1-264	YKL053C-A
1519	OG0001519	genemark-scaffold_14-processed-gene-0.32-mRNA-1_1&gene=genemark-scaffold_14-processed-gene-0.32&CDS=1-1458	YKL045W
1520	OG0001520	snap_masked-scaffold_14-processed-gene-0.62-mRNA-1_1&gene=snap_masked-scaffold_14-processed-gene-0.62&CDS=1-3945	YGL150C
1521	OG0001521	genemark-scaffold_14-processed-gene-0.33-mRNA-1_1&gene=genemark-scaffold_14-processed-gene-0.33&CDS=1-2727	YGL151W
1522	OG0001522	genemark-scaffold_14-processed-gene-0.16-mRNA-1_1&gene=genemark-scaffold_14-processed-gene-0.16&CDS=1-1887	YNR021W
1523	OG0001523	genemark-scaffold_14-processed-gene-0.35-mRNA-1_1&gene=genemark-scaffold_14-processed-gene-0.35&CDS=1-654	YLR283W
1524	OG0001524	genemark-scaffold_14-processed-gene-0.36-mRNA-1_1&gene=genemark-scaffold_14-processed-gene-0.36&CDS=1-1035	YGL035C
1525	OG0001525	genemark-scaffold_14-processed-gene-0.37-mRNA-1_1&gene=genemark-scaffold_14-processed-gene-0.37&CDS=1-483	YER029C
1526	OG0001526	genemark-scaffold_14-processed-gene-0.19-mRNA-1_1&gene=genemark-scaffold_14-processed-gene-0.19&CDS=1-468	YER030W
1527	OG0001527	augustus_masked-scaffold_14-processed-gene-0.126-mRNA-1_1&gene=augustus_masked-scaffold_14-processed-gene-0.126&CDS=1-1482	YER149C
1528	OG0001528	genemark-scaffold_14-processed-gene-0.20-mRNA-1_1&gene=genemark-scaffold_14-processed-gene-0.20&CDS=1-1569	YBL019W
1529	OG0001529	genemark-scaffold_14-processed-gene-0.21-mRNA-1_1&gene=genemark-scaffold_14-processed-gene-0.21&CDS=1-717	YJL192C
1530	OG0001530	genemark-scaffold_14-processed-gene-0.41-mRNA-1_1&gene=genemark-scaffold_14-processed-gene-0.41&CDS=1-6411	YCR032W
1531	OG0001531	genemark-scaffold_14-processed-gene-1.96-mRNA-1_1&gene=genemark-scaffold_14-processed-gene-1.96&CDS=1-153	YJL189W
1532	OG0001532	genemark-scaffold_14-processed-gene-1.97-mRNA-1_1&gene=genemark-scaffold_14-processed-gene-1.97&CDS=1-2475	YJL187C
1533	OG0001533	genemark-scaffold_14-processed-gene-1.98-mRNA-1_1&gene=genemark-scaffold_14-processed-gene-1.98&CDS=1-2685	YCR030C
1534	OG0001534	genemark-scaffold_14-processed-gene-1.100-mRNA-1_1&gene=genemark-scaffold_14-processed-gene-1.100&CDS=1-387	YCR028C-A
1535	OG0001535	genemark-scaffold_14-processed-gene-1.121-mRNA-1_1&gene=genemark-scaffold_14-processed-gene-1.121&CDS=1-1476	YKL178C
1536	OG0001536	maker-scaffold_14-snap-gene-1.144-mRNA-1_1&gene=maker-scaffold_14-snap-gene-1.144&CDS=1-2250	YJL171C
1537	OG0001537	genemark-scaffold_14-processed-gene-1.125-mRNA-1_1&gene=genemark-scaffold_14-processed-gene-1.125&CDS=1-2220	YJL168C
1538	OG0001538	genemark-scaffold_14-processed-gene-1.126-mRNA-1_1&gene=genemark-scaffold_14-processed-gene-1.126&CDS=1-2184	YKL176C
1539	OG0001539	genemark-scaffold_14-processed-gene-1.102-mRNA-1_1&gene=genemark-scaffold_14-processed-gene-1.102&CDS=1-1293	YKL028W
1540	OG0001540	genemark-scaffold_14-processed-gene-1.128-mRNA-1_1&gene=genemark-scaffold_14-processed-gene-1.128&CDS=1-936	YLR026C
1541	OG0001541	genemark-scaffold_14-processed-gene-1.103-mRNA-1_1&gene=genemark-scaffold_14-processed-gene-1.103&CDS=1-1527	YMR131C
1542	OG0001542	genemark-scaffold_14-processed-gene-1.104-mRNA-1_1&gene=genemark-scaffold_14-processed-gene-1.104&CDS=1-894	YLR209C
1543	OG0001543	snap_masked-scaffold_14-processed-gene-1.30-mRNA-1_1&gene=snap_masked-scaffold_14-processed-gene-1.30&CDS=1-927	YLR208W
1544	OG0001544	genemark-scaffold_14-processed-gene-1.130-mRNA-1_1&gene=genemark-scaffold_14-processed-gene-1.130&CDS=1-783	YLL041C
1545	OG0001545	genemark-scaffold_14-processed-gene-1.106-mRNA-1_1&gene=genemark-scaffold_14-processed-gene-1.106&CDS=1-1560	YGL166W
1546	OG0001546	genemark-scaffold_14-processed-gene-1.131-mRNA-1_1&gene=genemark-scaffold_14-processed-gene-1.131&CDS=1-2502	YGL163C
1547	OG0001547	maker-scaffold_14-augustus-gene-1.94-mRNA-1_1&gene=maker-scaffold_14-augustus-gene-1.94&CDS=1-1536	YFL034C-B
1548	OG0001548	genemark-scaffold_14-processed-gene-1.134-mRNA-1_1&gene=genemark-scaffold_14-processed-gene-1.134&CDS=1-666	YLR025W
1549	OG0001549	genemark-scaffold_14-processed-gene-1.109-mRNA-1_1&gene=genemark-scaffold_14-processed-gene-1.109&CDS=1-3855	YFL036W
1550	OG0001550	genemark-scaffold_14-processed-gene-1.112-mRNA-1_1&gene=genemark-scaffold_14-processed-gene-1.112&CDS=1-1749	YKL191W
1551	OG0001551	genemark-scaffold_14-processed-gene-1.136-mRNA-1_1&gene=genemark-scaffold_14-processed-gene-1.136&CDS=1-2244	YLR207W
1552	OG0001552	genemark-scaffold_14-processed-gene-1.114-mRNA-1_1&gene=genemark-scaffold_14-processed-gene-1.114&CDS=1-648	YHL031C
1553	OG0001553	genemark-scaffold_14-processed-gene-1.137-mRNA-1_1&gene=genemark-scaffold_14-processed-gene-1.137&CDS=1-2496	YKR086W
1554	OG0001554	genemark-scaffold_14-processed-gene-1.118-mRNA-1_1&gene=genemark-scaffold_14-processed-gene-1.118&CDS=1-2343	YIL068C
1555	OG0001555	genemark-scaffold_14-processed-gene-1.119-mRNA-1_1&gene=genemark-scaffold_14-processed-gene-1.119&CDS=1-2622	YER070W
1556	OG0001556	genemark-scaffold_14-processed-gene-1.120-mRNA-1_1&gene=genemark-scaffold_14-processed-gene-1.120&CDS=1-1761	YIL067C
1557	OG0001557	snap_masked-scaffold_14-processed-gene-2.66-mRNA-1_1&gene=snap_masked-scaffold_14-processed-gene-2.66&CDS=1-1830	YBR043C
1558	OG0001558	genemark-scaffold_14-processed-gene-2.122-mRNA-1_1&gene=genemark-scaffold_14-processed-gene-2.122&CDS=1-1218	YDR321W
1559	OG0001559	genemark-scaffold_14-processed-gene-2.123-mRNA-1_1&gene=genemark-scaffold_14-processed-gene-2.123&CDS=1-1914	YPL093W
1560	OG0001560	genemark-scaffold_14-processed-gene-2.153-mRNA-1_1&gene=genemark-scaffold_14-processed-gene-2.153&CDS=1-1377	YDR023W
1561	OG0001561	genemark-scaffold_14-processed-gene-2.127-mRNA-1_1&gene=genemark-scaffold_14-processed-gene-2.127&CDS=1-552	YDL166C
1562	OG0001562	snap_masked-scaffold_14-processed-gene-2.97-mRNA-1_1&gene=snap_masked-scaffold_14-processed-gene-2.97&CDS=1-564	YJR069C
1563	OG0001563	genemark-scaffold_14-processed-gene-2.128-mRNA-1_1&gene=genemark-scaffold_14-processed-gene-2.128&CDS=1-1824	YDL167C
1564	OG0001564	genemark-scaffold_14-processed-gene-2.156-mRNA-1_1&gene=genemark-scaffold_14-processed-gene-2.156&CDS=1-1152	YDL168W
1565	OG0001565	genemark-scaffold_14-processed-gene-2.129-mRNA-1_1&gene=genemark-scaffold_14-processed-gene-2.129&CDS=1-822	YDL169C
1566	OG0001566	genemark-scaffold_14-processed-gene-2.130-mRNA-1_1&gene=genemark-scaffold_14-processed-gene-2.130&CDS=1-342	YLR200W
1567	OG0001567	genemark-scaffold_14-processed-gene-2.158-mRNA-1_1&gene=genemark-scaffold_14-processed-gene-2.158&CDS=1-771	YLR201C
1568	OG0001568	genemark-scaffold_14-processed-gene-2.131-mRNA-1_1&gene=genemark-scaffold_14-processed-gene-2.131&CDS=1-1533	YLR197W
1569	OG0001569	genemark-scaffold_14-processed-gene-2.159-mRNA-1_1&gene=genemark-scaffold_14-processed-gene-2.159&CDS=1-1695	YLR196W
1570	OG0001570	snap_masked-scaffold_14-processed-gene-2.74-mRNA-1_1&gene=snap_masked-scaffold_14-processed-gene-2.74&CDS=1-1326	YLR195C
1571	OG0001571	snap_masked-scaffold_14-processed-gene-2.75-mRNA-1_1&gene=snap_masked-scaffold_14-processed-gene-2.75&CDS=1-1437	YLR378C
1572	OG0001572	genemark-scaffold_14-processed-gene-2.160-mRNA-1_1&gene=genemark-scaffold_14-processed-gene-2.160&CDS=1-1812	YDR034C
1573	OG0001573	genemark-scaffold_14-processed-gene-2.134-mRNA-1_1&gene=genemark-scaffold_14-processed-gene-2.134&CDS=1-1344	YPR045C
1574	OG0001574	genemark-scaffold_14-processed-gene-2.165-mRNA-1_1&gene=genemark-scaffold_14-processed-gene-2.165&CDS=1-1074	YDL107W
1575	OG0001575	augustus_masked-scaffold_14-processed-gene-2.52-mRNA-1_1&gene=augustus_masked-scaffold_14-processed-gene-2.52&CDS=1-909	YDL108W
1576	OG0001576	maker-scaffold_14-snap-gene-2.2-mRNA-1_1&gene=maker-scaffold_14-snap-gene-2.2&CDS=1-2808	YGL143C
1577	OG0001577	genemark-scaffold_14-processed-gene-2.167-mRNA-1_1&gene=genemark-scaffold_14-processed-gene-2.167&CDS=1-2109	YGL145W
1578	OG0001578	genemark-scaffold_14-processed-gene-2.141-mRNA-1_1&gene=genemark-scaffold_14-processed-gene-2.141&CDS=1-453	YDL110C
1579	OG0001579	snap_masked-scaffold_14-processed-gene-2.84-mRNA-1_1&gene=snap_masked-scaffold_14-processed-gene-2.84&CDS=1-2808	YDL111C
1580	OG0001580	snap_masked-scaffold_14-processed-gene-2.85-mRNA-1_1&gene=snap_masked-scaffold_14-processed-gene-2.85&CDS=1-11049	YHR099W
1581	OG0001581	genemark-scaffold_14-processed-gene-2.147-mRNA-1_1&gene=genemark-scaffold_14-processed-gene-2.147&CDS=1-405	YDR374C
1582	OG0001582	genemark-scaffold_14-processed-gene-2.148-mRNA-1_1&gene=genemark-scaffold_14-processed-gene-2.148&CDS=1-723	YOR125C
1583	OG0001583	genemark-scaffold_14-processed-gene-2.170-mRNA-1_1&gene=genemark-scaffold_14-processed-gene-2.170&CDS=1-570	YDR373W
1584	OG0001584	genemark-scaffold_14-processed-gene-2.172-mRNA-1_1&gene=genemark-scaffold_14-processed-gene-2.172&CDS=1-969	YDR410C
1585	OG0001585	genemark-scaffold_14-processed-gene-2.149-mRNA-1_1&gene=genemark-scaffold_14-processed-gene-2.149&CDS=1-3309	YDL102W
1586	OG0001586	snap_masked-scaffold_14-processed-gene-2.118-mRNA-1_1&gene=snap_masked-scaffold_14-processed-gene-2.118&CDS=1-2493	YDR339C
1587	OG0001587	genemark-scaffold_15-processed-gene-0.26-mRNA-1_1&gene=genemark-scaffold_15-processed-gene-0.26&CDS=1-636	YNR020C
1588	OG0001588	genemark-scaffold_15-processed-gene-0.3-mRNA-1_1&gene=genemark-scaffold_15-processed-gene-0.3&CDS=1-606	YCR051W
1589	OG0001589	maker-scaffold_15-augustus-gene-0.51-mRNA-1_1&gene=maker-scaffold_15-augustus-gene-0.51&CDS=1-1059	YIL145C
1590	OG0001590	genemark-scaffold_15-processed-gene-0.6-mRNA-1_1&gene=genemark-scaffold_15-processed-gene-0.6&CDS=1-1308	YNL330C
1591	OG0001591	genemark-scaffold_15-processed-gene-0.29-mRNA-1_1&gene=genemark-scaffold_15-processed-gene-0.29&CDS=1-915	YIL164C
1592	OG0001592	genemark-scaffold_15-processed-gene-0.32-mRNA-1_1&gene=genemark-scaffold_15-processed-gene-0.32&CDS=1-639	YDR183W
1593	OG0001593	snap_masked-scaffold_15-processed-gene-0.118-mRNA-1_1&gene=snap_masked-scaffold_15-processed-gene-0.118&CDS=1-1491	YHR183W
1594	OG0001594	genemark-scaffold_15-processed-gene-0.12-mRNA-1_1&gene=genemark-scaffold_15-processed-gene-0.12&CDS=1-2415	YLR166C
1595	OG0001595	genemark-scaffold_15-processed-gene-0.35-mRNA-1_1&gene=genemark-scaffold_15-processed-gene-0.35&CDS=1-1410	YDR182W
1596	OG0001596	genemark-scaffold_15-processed-gene-0.36-mRNA-1_1&gene=genemark-scaffold_15-processed-gene-0.36&CDS=1-711	YLR059C
1597	OG0001597	snap_masked-scaffold_15-processed-gene-0.124-mRNA-1_1&gene=snap_masked-scaffold_15-processed-gene-0.124&CDS=1-1194	YLR050C
1598	OG0001598	genemark-scaffold_15-processed-gene-0.37-mRNA-1_1&gene=genemark-scaffold_15-processed-gene-0.37&CDS=1-1428	YOL144W
1599	OG0001599	genemark-scaffold_15-processed-gene-0.14-mRNA-1_1&gene=genemark-scaffold_15-processed-gene-0.14&CDS=1-3222	YOL145C
1600	OG0001600	genemark-scaffold_15-processed-gene-0.38-mRNA-1_1&gene=genemark-scaffold_15-processed-gene-0.38&CDS=1-534	YOL146W
1601	OG0001601	genemark-scaffold_15-processed-gene-0.15-mRNA-1_1&gene=genemark-scaffold_15-processed-gene-0.15&CDS=1-903	YOR074C
1602	OG0001602	genemark-scaffold_15-processed-gene-0.39-mRNA-1_1&gene=genemark-scaffold_15-processed-gene-0.39&CDS=1-1650	YOR073W
1603	OG0001603	genemark-scaffold_15-processed-gene-0.40-mRNA-1_1&gene=genemark-scaffold_15-processed-gene-0.40&CDS=1-1131	YJR149W
1604	OG0001604	genemark-scaffold_15-processed-gene-0.16-mRNA-1_1&gene=genemark-scaffold_15-processed-gene-0.16&CDS=1-909	YOR075W
1605	OG0001605	genemark-scaffold_15-processed-gene-0.41-mRNA-1_1&gene=genemark-scaffold_15-processed-gene-0.41&CDS=1-2109	YKR084C
1606	OG0001606	genemark-scaffold_15-processed-gene-0.42-mRNA-1_1&gene=genemark-scaffold_15-processed-gene-0.42&CDS=1-537	YKR085C
1607	OG0001607	maker-scaffold_15-snap-gene-0.159-mRNA-1_1&gene=maker-scaffold_15-snap-gene-0.159&CDS=1-408	YNL328C
1608	OG0001608	genemark-scaffold_15-processed-gene-0.19-mRNA-1_1&gene=genemark-scaffold_15-processed-gene-0.19&CDS=1-3057	YNL329C
1609	OG0001609	genemark-scaffold_15-processed-gene-0.44-mRNA-1_1&gene=genemark-scaffold_15-processed-gene-0.44&CDS=1-1596	YML120C
1610	OG0001610	genemark-scaffold_15-processed-gene-0.45-mRNA-1_1&gene=genemark-scaffold_15-processed-gene-0.45&CDS=1-714	YDR071C
1611	OG0001611	snap_masked-scaffold_15-processed-gene-0.130-mRNA-1_1&gene=snap_masked-scaffold_15-processed-gene-0.130&CDS=1-255	YER146W
1612	OG0001612	genemark-scaffold_15-processed-gene-0.46-mRNA-1_1&gene=genemark-scaffold_15-processed-gene-0.46&CDS=1-906	YER142C
1613	OG0001613	genemark-scaffold_15-processed-gene-0.23-mRNA-1_1&gene=genemark-scaffold_15-processed-gene-0.23&CDS=1-1287	YER143W
1614	OG0001614	genemark-scaffold_15-processed-gene-0.47-mRNA-1_1&gene=genemark-scaffold_15-processed-gene-0.47&CDS=1-615	YDR067C
1615	OG0001615	genemark-scaffold_15-processed-gene-0.24-mRNA-1_1&gene=genemark-scaffold_15-processed-gene-0.24&CDS=1-1137	YDR068W
1616	OG0001616	genemark-scaffold_15-processed-gene-1.2-mRNA-1_1&gene=genemark-scaffold_15-processed-gene-1.2&CDS=1-747	YOL038W
1617	OG0001617	genemark-scaffold_15-processed-gene-1.0-mRNA-1_1&gene=genemark-scaffold_15-processed-gene-1.0&CDS=1-369	YIR015W
1618	OG0001618	genemark-scaffold_15-processed-gene-1.3-mRNA-1_1&gene=genemark-scaffold_15-processed-gene-1.3&CDS=1-504	YOL026C
1619	OG0001619	genemark-scaffold_15-processed-gene-1.1-mRNA-1_1&gene=genemark-scaffold_15-processed-gene-1.1&CDS=1-1704	YGL252C
1620	OG0001620	genemark-scaffold_15-processed-gene-1.5-mRNA-1_1&gene=genemark-scaffold_15-processed-gene-1.5&CDS=1-429	YIL098C
1621	OG0001621	genemark-scaffold_15-processed-gene-1.6-mRNA-1_1&gene=genemark-scaffold_15-processed-gene-1.6&CDS=1-378	YLR099W-A
1622	OG0001622	genemark-scaffold_15-processed-gene-1.7-mRNA-1_1&gene=genemark-scaffold_15-processed-gene-1.7&CDS=1-1209	YPR108W
1623	OG0001623	augustus_masked-scaffold_15-processed-gene-1.232-mRNA-1_1&gene=augustus_masked-scaffold_15-processed-gene-1.232&CDS=1-5289	YPL242C
1624	OG0001624	augustus_masked-scaffold_15-processed-gene-1.193-mRNA-1_1&gene=augustus_masked-scaffold_15-processed-gene-1.193&CDS=1-4458	YOR191W
1625	OG0001625	genemark-scaffold_15-processed-gene-1.51-mRNA-1_1&gene=genemark-scaffold_15-processed-gene-1.51&CDS=1-687	YDR007W
1626	OG0001626	genemark-scaffold_15-processed-gene-1.11-mRNA-1_1&gene=genemark-scaffold_15-processed-gene-1.11&CDS=1-1359	YDL030W
1627	OG0001627	genemark-scaffold_15-processed-gene-1.12-mRNA-1_1&gene=genemark-scaffold_15-processed-gene-1.12&CDS=1-405	YGL054C
1628	OG0001628	augustus_masked-scaffold_15-processed-gene-1.235-mRNA-1_1&gene=augustus_masked-scaffold_15-processed-gene-1.235&CDS=1-1770	YBR011C
1629	OG0001629	augustus_masked-scaffold_15-processed-gene-1.236-mRNA-1_1&gene=augustus_masked-scaffold_15-processed-gene-1.236&CDS=1-2304	YHR190W
1630	OG0001630	snap_masked-scaffold_15-processed-gene-1.155-mRNA-1_1&gene=snap_masked-scaffold_15-processed-gene-1.155&CDS=1-1002	YNL326C
1631	OG0001631	augustus_masked-scaffold_15-processed-gene-1.238-mRNA-1_1&gene=augustus_masked-scaffold_15-processed-gene-1.238&CDS=1-936	YPL244C
1632	OG0001632	genemark-scaffold_15-processed-gene-1.15-mRNA-1_1&gene=genemark-scaffold_15-processed-gene-1.15&CDS=1-1581	YPL243W
1633	OG0001633	genemark-scaffold_15-processed-gene-1.16-mRNA-1_1&gene=genemark-scaffold_15-processed-gene-1.16&CDS=1-1251	YHL021C
1634	OG0001634	maker-scaffold_15-snap-gene-1.272-mRNA-1_1&gene=maker-scaffold_15-snap-gene-1.272&CDS=1-3975	YLL021W
