	OrthologID	Candida_tanzawaensis	Saccharomyces_cerevisiae
1942	OG0001942	augustus_masked-scaffold_3-processed-gene-14.120-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-14.120&CDS=1-1200	YLR439W
1943	OG0001943	augustus_masked-scaffold_3-processed-gene-14.104-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-14.104&CDS=1-270	YLR438C-A
1944	OG0001944	snap_masked-scaffold_3-processed-gene-14.62-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-14.62&CDS=1-2379	YLR440C
1945	OG0001945	augustus_masked-scaffold_3-processed-gene-14.123-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-14.123&CDS=1-6330	YML059C
1946	OG0001946	augustus_masked-scaffold_3-processed-gene-14.106-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-14.106&CDS=1-2217	YLR352W
1947	OG0001947	augustus_masked-scaffold_3-processed-gene-14.109-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-14.109&CDS=1-1131	YGL148W
1948	OG0001948	augustus_masked-scaffold_3-processed-gene-15.98-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-15.98&CDS=1-600	YGL200C
1949	OG0001949	augustus_masked-scaffold_3-processed-gene-15.99-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-15.99&CDS=1-1263	YLR027C
1950	OG0001950	genemark-scaffold_3-processed-gene-15.5-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-15.5&CDS=1-834	YKL154W
1951	OG0001951	snap_masked-scaffold_3-processed-gene-15.60-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-15.60&CDS=1-177	YHR072W-A
1952	OG0001952	augustus_masked-scaffold_3-processed-gene-15.104-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-15.104&CDS=1-3525	YNL092W
1953	OG0001953	augustus_masked-scaffold_3-processed-gene-15.124-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-15.124&CDS=1-642	YOR089C
1954	OG0001954	augustus_masked-scaffold_3-processed-gene-15.105-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-15.105&CDS=1-996	YDL230W
1955	OG0001955	snap_masked-scaffold_3-processed-gene-15.82-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-15.82&CDS=1-2229	YNL207W
1956	OG0001956	augustus_masked-scaffold_3-processed-gene-15.126-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-15.126&CDS=1-2505	YNL118C
1957	OG0001957	genemark-scaffold_3-processed-gene-15.12-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-15.12&CDS=1-834	YLR393W
1958	OG0001958	genemark-scaffold_3-processed-gene-15.13-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-15.13&CDS=1-354	YHL015W
1959	OG0001959	genemark-scaffold_3-processed-gene-15.14-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-15.14&CDS=1-1719	YOR090C
1960	OG0001960	augustus_masked-scaffold_3-processed-gene-15.127-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-15.127&CDS=1-2319	YLR397C
1961	OG0001961	augustus_masked-scaffold_3-processed-gene-15.128-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-15.128&CDS=1-3615	YLR398C
1962	OG0001962	augustus_masked-scaffold_3-processed-gene-15.111-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-15.111&CDS=1-474	YDL064W
1963	OG0001963	augustus_masked-scaffold_3-processed-gene-15.129-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-15.129&CDS=1-1386	YJL155C
1964	OG0001964	augustus_masked-scaffold_3-processed-gene-15.112-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-15.112&CDS=1-2655	YJL156C
1965	OG0001965	augustus_masked-scaffold_3-processed-gene-15.113-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-15.113&CDS=1-1848	YDL063C
1966	OG0001966	augustus_masked-scaffold_3-processed-gene-15.130-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-15.130&CDS=1-2271	YDL060W
1967	OG0001967	augustus_masked-scaffold_3-processed-gene-15.131-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-15.131&CDS=1-984	YNL080C
1968	OG0001968	genemark-scaffold_3-processed-gene-15.40-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-15.40&CDS=1-2748	YLR386W
1969	OG0001969	genemark-scaffold_3-processed-gene-15.42-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-15.42&CDS=1-1338	YLR387C
1970	OG0001970	augustus_masked-scaffold_3-processed-gene-15.117-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-15.117&CDS=1-366	YNL081C
1971	OG0001971	genemark-scaffold_3-processed-gene-15.43-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-15.43&CDS=1-1479	YOL049W
1972	OG0001972	augustus_masked-scaffold_3-processed-gene-15.137-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-15.137&CDS=1-1281	YOL031C
1973	OG0001973	augustus_masked-scaffold_3-processed-gene-15.138-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-15.138&CDS=1-1194	YAL012W
1974	OG0001974	maker-scaffold_3-augustus-gene-15.54-mRNA-1_1&gene=maker-scaffold_3-augustus-gene-15.54&CDS=1-1713	YOL032W
1975	OG0001975	augustus_masked-scaffold_3-processed-gene-15.121-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-15.121&CDS=1-1251	YIR012W
1976	OG0001976	augustus_masked-scaffold_3-processed-gene-15.122-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-15.122&CDS=1-1380	YIR008C
1977	OG0001977	augustus_masked-scaffold_3-processed-gene-15.141-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-15.141&CDS=1-2748	YIR007W
1978	OG0001978	augustus_masked-scaffold_3-processed-gene-16.82-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-16.82&CDS=1-1464	YDL147W
1979	OG0001979	augustus_masked-scaffold_3-processed-gene-16.86-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-16.86&CDS=1-1368	YOL030W
1980	OG0001980	augustus_masked-scaffold_3-processed-gene-16.83-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-16.83&CDS=1-1344	YPL259C
1981	OG0001981	augustus_masked-scaffold_3-processed-gene-16.102-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-16.102&CDS=1-1824	YJR016C
1982	OG0001982	augustus_masked-scaffold_3-processed-gene-16.88-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-16.88&CDS=1-1041	YPR086W
1983	OG0001983	augustus_masked-scaffold_3-processed-gene-16.89-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-16.89&CDS=1-1443	YGR255C
1984	OG0001984	augustus_masked-scaffold_3-processed-gene-16.90-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-16.90&CDS=1-1161	YDR058C
1985	OG0001985	augustus_masked-scaffold_3-processed-gene-16.109-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-16.109&CDS=1-2580	YDR074W
1986	OG0001986	augustus_masked-scaffold_3-processed-gene-16.110-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-16.110&CDS=1-1869	YER165W
1987	OG0001987	augustus_masked-scaffold_3-processed-gene-16.112-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-16.112&CDS=1-4137	YER164W
1988	OG0001988	augustus_masked-scaffold_3-processed-gene-16.92-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-16.92&CDS=1-1827	YDR091C
1989	OG0001989	augustus_masked-scaffold_3-processed-gene-16.93-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-16.93&CDS=1-849	YPL094C
1990	OG0001990	genemark-scaffold_3-processed-gene-16.49-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-16.49&CDS=1-1506	YDR036C
1991	OG0001991	augustus_masked-scaffold_3-processed-gene-16.113-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-16.113&CDS=1-1272	YPR034W
1992	OG0001992	augustus_masked-scaffold_3-processed-gene-16.96-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-16.96&CDS=1-1395	YLR163C
1993	OG0001993	augustus_masked-scaffold_3-processed-gene-16.114-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-16.114&CDS=1-1878	YDR176W
1994	OG0001994	augustus_masked-scaffold_3-processed-gene-16.115-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-16.115&CDS=1-900	YDR175C
1995	OG0001995	augustus_masked-scaffold_3-processed-gene-16.116-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-16.116&CDS=1-1212	YPL138C
1996	OG0001996	augustus_masked-scaffold_3-processed-gene-16.98-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-16.98&CDS=1-3399	YNL218W
1997	OG0001997	augustus_masked-scaffold_3-processed-gene-16.99-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-16.99&CDS=1-1662	YDR101C
1998	OG0001998	genemark-scaffold_3-processed-gene-16.55-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-16.55&CDS=1-1188	YHR107C
1999	OG0001999	augustus_masked-scaffold_3-processed-gene-17.146-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-17.146&CDS=1-2799	YDR421W
2000	OG0002000	augustus_masked-scaffold_3-processed-gene-17.151-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-17.151&CDS=1-861	YLR239C
2001	OG0002001	augustus_masked-scaffold_3-processed-gene-17.149-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-17.149&CDS=1-960	YDR204W
2002	OG0002002	augustus_masked-scaffold_3-processed-gene-17.182-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-17.182&CDS=1-585	YDR357C
2003	OG0002003	augustus_masked-scaffold_3-processed-gene-17.152-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-17.152&CDS=1-1749	YHR108W
2004	OG0002004	genemark-scaffold_3-processed-gene-17.43-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-17.43&CDS=1-1278	YDR262W
2005	OG0002005	genemark-scaffold_3-processed-gene-17.44-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-17.44&CDS=1-459	YDR201W
2006	OG0002006	augustus_masked-scaffold_3-processed-gene-17.156-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-17.156&CDS=1-2163	YMR126C
2007	OG0002007	augustus_masked-scaffold_3-processed-gene-17.186-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-17.186&CDS=1-336	YMR059W
2008	OG0002008	augustus_masked-scaffold_3-processed-gene-17.157-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-17.157&CDS=1-1227	YNL234W
2009	OG0002009	augustus_masked-scaffold_3-processed-gene-17.158-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-17.158&CDS=1-3648	YNL233W
2010	OG0002010	augustus_masked-scaffold_3-processed-gene-17.159-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-17.159&CDS=1-822	YNL232W
2011	OG0002011	augustus_masked-scaffold_3-processed-gene-17.188-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-17.188&CDS=1-1044	YNL231C
2012	OG0002012	augustus_masked-scaffold_3-processed-gene-17.160-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-17.160&CDS=1-1128	YNL230C
2013	OG0002013	genemark-scaffold_3-processed-gene-17.50-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-17.50&CDS=1-882	YHR062C
2014	OG0002014	augustus_masked-scaffold_3-processed-gene-17.161-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-17.161&CDS=1-900	YNL155W
2015	OG0002015	augustus_masked-scaffold_3-processed-gene-17.190-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-17.190&CDS=1-1386	YBR199W
2016	OG0002016	augustus_masked-scaffold_3-processed-gene-17.162-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-17.162&CDS=1-2034	YPL104W
2017	OG0002017	augustus_masked-scaffold_3-processed-gene-17.191-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-17.191&CDS=1-2127	YJL010C
2018	OG0002018	augustus_masked-scaffold_3-processed-gene-17.192-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-17.192&CDS=1-1116	YJL031C
2019	OG0002019	augustus_masked-scaffold_3-processed-gene-17.163-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-17.163&CDS=1-609	YJL030W
2020	OG0002020	augustus_masked-scaffold_3-processed-gene-17.166-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-17.166&CDS=1-1788	YFR021W
2021	OG0002021	augustus_masked-scaffold_3-processed-gene-17.167-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-17.167&CDS=1-1458	YFR010W
2022	OG0002022	maker-scaffold_3-augustus-gene-17.4-mRNA-1_1&gene=maker-scaffold_3-augustus-gene-17.4&CDS=1-444	YFR011C
2023	OG0002023	augustus_masked-scaffold_3-processed-gene-17.168-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-17.168&CDS=1-318	YPL098C
2024	OG0002024	maker-scaffold_3-augustus-gene-17.5-mRNA-1_1&gene=maker-scaffold_3-augustus-gene-17.5&CDS=1-3549	YFR009W
2025	OG0002025	augustus_masked-scaffold_3-processed-gene-17.198-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-17.198&CDS=1-948	YML004C
2026	OG0002026	augustus_masked-scaffold_3-processed-gene-17.169-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-17.169&CDS=1-918	YBR176W
2027	OG0002027	augustus_masked-scaffold_3-processed-gene-17.170-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-17.170&CDS=1-666	YOR283W
2028	OG0002028	augustus_masked-scaffold_3-processed-gene-17.171-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-17.171&CDS=1-987	YGR031W
2029	OG0002029	augustus_masked-scaffold_3-processed-gene-17.199-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-17.199&CDS=1-912	YLR351C
2030	OG0002030	augustus_masked-scaffold_3-processed-gene-17.172-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-17.172&CDS=1-1872	YPL222W
2031	OG0002031	genemark-scaffold_3-processed-gene-17.66-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-17.66&CDS=1-1644	YGL186C
2032	OG0002032	augustus_masked-scaffold_3-processed-gene-17.203-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-17.203&CDS=1-1851	YIL150C
2033	OG0002033	augustus_masked-scaffold_3-processed-gene-17.174-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-17.174&CDS=1-2448	YER157W
2034	OG0002034	augustus_masked-scaffold_3-processed-gene-17.204-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-17.204&CDS=1-213	YDR079C-A
2035	OG0002035	augustus_masked-scaffold_3-processed-gene-17.175-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-17.175&CDS=1-2829	YDR080W
2036	OG0002036	augustus_masked-scaffold_3-processed-gene-17.205-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-17.205&CDS=1-711	YDR084C
2037	OG0002037	augustus_masked-scaffold_3-processed-gene-17.178-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-17.178&CDS=1-306	YDR079W
2038	OG0002038	augustus_masked-scaffold_3-processed-gene-17.206-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-17.206&CDS=1-2325	YDR081C
2039	OG0002039	augustus_masked-scaffold_3-processed-gene-17.208-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-17.208&CDS=1-900	YKL094W
2040	OG0002040	augustus_masked-scaffold_3-processed-gene-17.179-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-17.179&CDS=1-990	YDL006W
2041	OG0002041	augustus_masked-scaffold_3-processed-gene-17.211-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-17.211&CDS=1-642	YHR181W
2042	OG0002042	augustus_masked-scaffold_3-processed-gene-17.212-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-17.212&CDS=1-5442	YKR031C
2043	OG0002043	augustus_masked-scaffold_4-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-0.17&CDS=1-1686	YNL115C
2044	OG0002044	augustus_masked-scaffold_4-processed-gene-0.18-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-0.18&CDS=1-1296	YER152C
2045	OG0002045	augustus_masked-scaffold_4-processed-gene-0.19-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-0.19&CDS=1-1422	YNL206C
2046	OG0002046	augustus_masked-scaffold_4-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-0.3&CDS=1-2340	YER151C
2047	OG0002047	genemark-scaffold_4-processed-gene-0.35-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-0.35&CDS=1-591	YNL212W
2048	OG0002048	snap_masked-scaffold_4-processed-gene-0.85-mRNA-1_1&gene=snap_masked-scaffold_4-processed-gene-0.85&CDS=1-219	YNL211C
2049	OG0002049	augustus_masked-scaffold_4-processed-gene-0.23-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-0.23&CDS=1-366	YDR511W
2050	OG0002050	genemark-scaffold_4-processed-gene-0.40-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-0.40&CDS=1-2472	YKL034W
2051	OG0002051	augustus_masked-scaffold_4-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-0.10&CDS=1-2574	YOR032C
2052	OG0002052	augustus_masked-scaffold_4-processed-gene-0.12-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-0.12&CDS=1-2601	YLR207W
2053	OG0002053	augustus_masked-scaffold_4-processed-gene-0.25-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-0.25&CDS=1-4452	YHR164C
2054	OG0002054	augustus_masked-scaffold_4-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-0.13&CDS=1-1551	YOR310C
2055	OG0002055	augustus_masked-scaffold_4-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-0.14&CDS=1-537	YBL107C
2056	OG0002056	augustus_masked-scaffold_4-processed-gene-1.34-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-1.34&CDS=1-2412	YKL134C
2057	OG0002057	augustus_masked-scaffold_4-processed-gene-1.36-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-1.36&CDS=1-1359	YHR011W
2058	OG0002058	augustus_masked-scaffold_4-processed-gene-1.56-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-1.56&CDS=1-1479	YBR288C
2059	OG0002059	augustus_masked-scaffold_4-processed-gene-1.39-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-1.39&CDS=1-1290	YGR110W
2060	OG0002060	augustus_masked-scaffold_4-processed-gene-1.58-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-1.58&CDS=1-2496	YPR066W
2061	OG0002061	augustus_masked-scaffold_4-processed-gene-1.59-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-1.59&CDS=1-261	YOR159C
2062	OG0002062	augustus_masked-scaffold_4-processed-gene-1.40-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-1.40&CDS=1-1674	YDR386W
2063	OG0002063	augustus_masked-scaffold_4-processed-gene-1.41-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-1.41&CDS=1-894	YOR158W
2064	OG0002064	augustus_masked-scaffold_4-processed-gene-1.42-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-1.42&CDS=1-1887	YML031W
2065	OG0002065	augustus_masked-scaffold_4-processed-gene-1.60-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-1.60&CDS=1-1959	YDR456W
2066	OG0002066	augustus_masked-scaffold_4-processed-gene-1.61-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-1.61&CDS=1-897	YMR241W
2067	OG0002067	genemark-scaffold_4-processed-gene-1.11-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-1.11&CDS=1-1422	YGR009C
2068	OG0002068	augustus_masked-scaffold_4-processed-gene-1.62-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-1.62&CDS=1-693	YDR410C
2069	OG0002069	genemark-scaffold_4-processed-gene-1.31-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-1.31&CDS=1-525	YLR370C
2070	OG0002070	augustus_masked-scaffold_4-processed-gene-1.48-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-1.48&CDS=1-957	YLR372W
2071	OG0002071	augustus_masked-scaffold_4-processed-gene-1.50-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-1.50&CDS=1-711	YBR096W
2072	OG0002072	augustus_masked-scaffold_4-processed-gene-1.64-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-1.64&CDS=1-9912	YDR457W
2073	OG0002073	augustus_masked-scaffold_4-processed-gene-1.51-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-1.51&CDS=1-1296	YDR473C
2074	OG0002074	augustus_masked-scaffold_4-processed-gene-1.52-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-1.52&CDS=1-207	YOR020W-A
2075	OG0002075	snap_masked-scaffold_4-processed-gene-1.85-mRNA-1_1&gene=snap_masked-scaffold_4-processed-gene-1.85&CDS=1-2112	YIL067C
2076	OG0002076	augustus_masked-scaffold_4-processed-gene-1.54-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-1.54&CDS=1-2202	YOR022C
2077	OG0002077	augustus_masked-scaffold_4-processed-gene-1.65-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-1.65&CDS=1-609	YOR021C
2078	OG0002078	augustus_masked-scaffold_4-processed-gene-2.84-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-2.84&CDS=1-762	YDR408C
2079	OG0002079	augustus_masked-scaffold_4-processed-gene-2.100-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-2.100&CDS=1-1092	YOR136W
2080	OG0002080	augustus_masked-scaffold_4-processed-gene-2.85-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-2.85&CDS=1-1659	YOR149C
2081	OG0002081	augustus_masked-scaffold_4-processed-gene-2.101-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-2.101&CDS=1-1206	YDR394W
2082	OG0002082	augustus_masked-scaffold_4-processed-gene-2.102-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-2.102&CDS=1-1308	YDR393W
2083	OG0002083	genemark-scaffold_4-processed-gene-2.67-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-2.67&CDS=1-2790	YOR005C
2084	OG0002084	augustus_masked-scaffold_4-processed-gene-2.87-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-2.87&CDS=1-1260	YJL026W
2085	OG0002085	augustus_masked-scaffold_4-processed-gene-2.88-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-2.88&CDS=1-1074	YOR006C
2086	OG0002086	augustus_masked-scaffold_4-processed-gene-2.89-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-2.89&CDS=1-3906	YKL215C
2087	OG0002087	augustus_masked-scaffold_4-processed-gene-2.90-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-2.90&CDS=1-3582	YML002W
2088	OG0002088	augustus_masked-scaffold_4-processed-gene-2.91-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-2.91&CDS=1-1014	YOR007C
2089	OG0002089	augustus_masked-scaffold_4-processed-gene-2.93-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-2.93&CDS=1-450	YDR397C
2090	OG0002090	augustus_masked-scaffold_4-processed-gene-2.104-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-2.104&CDS=1-258	YER074W-A
2091	OG0002091	augustus_masked-scaffold_4-processed-gene-2.94-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-2.94&CDS=1-942	YMR055C
2092	OG0002092	augustus_masked-scaffold_4-processed-gene-2.105-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-2.105&CDS=1-1989	YKL074C
2093	OG0002093	augustus_masked-scaffold_4-processed-gene-2.106-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-2.106&CDS=1-2766	YKL073W
2094	OG0002094	augustus_masked-scaffold_4-processed-gene-2.95-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-2.95&CDS=1-636	YDR399W
2095	OG0002095	augustus_masked-scaffold_4-processed-gene-2.107-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-2.107&CDS=1-1062	YGR048W
2096	OG0002096	augustus_masked-scaffold_4-processed-gene-2.108-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-2.108&CDS=1-3015	YDR395W
2097	OG0002097	genemark-scaffold_4-processed-gene-2.57-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-2.57&CDS=1-1491	YPL120W
2098	OG0002098	augustus_masked-scaffold_4-processed-gene-2.113-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-2.113&CDS=1-933	YKL051W
2099	OG0002099	augustus_masked-scaffold_4-processed-gene-2.99-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-2.99&CDS=1-498	YJR055W
2100	OG0002100	augustus_masked-scaffold_4-processed-gene-2.114-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-2.114&CDS=1-978	YBR053C
2101	OG0002101	augustus_masked-scaffold_4-processed-gene-3.93-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-3.93&CDS=1-1020	YLR215C
2102	OG0002102	augustus_masked-scaffold_4-processed-gene-3.91-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-3.91&CDS=1-1599	YDL143W
2103	OG0002103	augustus_masked-scaffold_4-processed-gene-3.94-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-3.94&CDS=1-1680	YDL153C
2104	OG0002104	augustus_masked-scaffold_4-processed-gene-3.92-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-3.92&CDS=1-1167	YDL150W
2105	OG0002105	augustus_masked-scaffold_4-processed-gene-3.95-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-3.95&CDS=1-2280	YJL033W
2106	OG0002106	augustus_masked-scaffold_4-processed-gene-3.113-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-3.113&CDS=1-690	YHR041C
2107	OG0002107	augustus_masked-scaffold_4-processed-gene-3.96-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-3.96&CDS=1-2331	YGR200C
2108	OG0002108	augustus_masked-scaffold_4-processed-gene-3.97-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-3.97&CDS=1-642	YGR167W
2109	OG0002109	augustus_masked-scaffold_4-processed-gene-3.115-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-3.115&CDS=1-861	YIL034C
