	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034637_Ogataea_populiabae
2002	OG0002002	YJR098C	augustus_masked-NODE_4_length_820312_cov_17.3491_ID_7-processed-gene-3.62-mRNA-1_1&gene=augustus_masked-NODE_4_length_820312_cov_17.3491_ID_7-processed-gene-3.62&CDS=1-2217
2003	OG0002003	YJR099W	augustus_masked-NODE_2_length_1008495_cov_14.5864_ID_3-processed-gene-2.96-mRNA-1_1&gene=augustus_masked-NODE_2_length_1008495_cov_14.5864_ID_3-processed-gene-2.96&CDS=1-753
2004	OG0002004	YJR100C	augustus_masked-NODE_1_length_1154972_cov_14.4185_ID_1-processed-gene-7.38-mRNA-1_1&gene=augustus_masked-NODE_1_length_1154972_cov_14.4185_ID_1-processed-gene-7.38&CDS=1-987
2005	OG0002005	YJR101W	augustus_masked-NODE_1_length_1154972_cov_14.4185_ID_1-processed-gene-7.20-mRNA-1_1&gene=augustus_masked-NODE_1_length_1154972_cov_14.4185_ID_1-processed-gene-7.20&CDS=1-768
2006	OG0002006	YJR102C	maker-NODE_1_length_1154972_cov_14.4185_ID_1-augustus-gene-7.164-mRNA-1_1&gene=maker-NODE_1_length_1154972_cov_14.4185_ID_1-augustus-gene-7.164&CDS=1-636
2007	OG0002007	YJR104C	augustus_masked-NODE_1_length_1154972_cov_14.4185_ID_1-processed-gene-7.19-mRNA-1_1&gene=augustus_masked-NODE_1_length_1154972_cov_14.4185_ID_1-processed-gene-7.19&CDS=1-462
2008	OG0002008	YJR105W	augustus_masked-NODE_1_length_1154972_cov_14.4185_ID_1-processed-gene-3.70-mRNA-1_1&gene=augustus_masked-NODE_1_length_1154972_cov_14.4185_ID_1-processed-gene-3.70&CDS=1-1035
2009	OG0002009	YJR107W	genemark-NODE_13_length_253365_cov_20.0969_ID_25-processed-gene-1.53-mRNA-1_1&gene=genemark-NODE_13_length_253365_cov_20.0969_ID_25-processed-gene-1.53&CDS=1-1098
2010	OG0002010	YJR109C	augustus_masked-NODE_6_length_754867_cov_17.4786_ID_11-processed-gene-3.35-mRNA-1_1&gene=augustus_masked-NODE_6_length_754867_cov_17.4786_ID_11-processed-gene-3.35&CDS=1-3441
2011	OG0002011	YJR110W	snap_masked-NODE_2_length_1008495_cov_14.5864_ID_3-processed-gene-6.106-mRNA-1_1&gene=snap_masked-NODE_2_length_1008495_cov_14.5864_ID_3-processed-gene-6.106&CDS=1-1899
2012	OG0002012	YJR111C	augustus_masked-NODE_2_length_1008495_cov_14.5864_ID_3-processed-gene-6.29-mRNA-1_1&gene=augustus_masked-NODE_2_length_1008495_cov_14.5864_ID_3-processed-gene-6.29&CDS=1-786
2013	OG0002013	YJR112W	snap_masked-NODE_24_length_128582_cov_13.8564_ID_47-processed-gene-0.151-mRNA-1_1&gene=snap_masked-NODE_24_length_128582_cov_13.8564_ID_47-processed-gene-0.151&CDS=1-615
2014	OG0002014	YJR113C	augustus_masked-NODE_2_length_1008495_cov_14.5864_ID_3-processed-gene-1.133-mRNA-1_1&gene=augustus_masked-NODE_2_length_1008495_cov_14.5864_ID_3-processed-gene-1.133&CDS=1-2319
2015	OG0002015	YJR116W	augustus_masked-NODE_1_length_1154972_cov_14.4185_ID_1-processed-gene-3.92-mRNA-1_1&gene=augustus_masked-NODE_1_length_1154972_cov_14.4185_ID_1-processed-gene-3.92&CDS=1-819
2016	OG0002016	YJR117W	augustus_masked-NODE_4_length_820312_cov_17.3491_ID_7-processed-gene-1.42-mRNA-1_1&gene=augustus_masked-NODE_4_length_820312_cov_17.3491_ID_7-processed-gene-1.42&CDS=1-1344
2017	OG0002017	YJR119C	snap_masked-NODE_4_length_820312_cov_17.3491_ID_7-processed-gene-1.97-mRNA-1_1&gene=snap_masked-NODE_4_length_820312_cov_17.3491_ID_7-processed-gene-1.97&CDS=1-2499
2018	OG0002018	YJR121W	maker-NODE_4_length_820312_cov_17.3491_ID_7-augustus-gene-1.109-mRNA-1_1&gene=maker-NODE_4_length_820312_cov_17.3491_ID_7-augustus-gene-1.109&CDS=1-1521
2019	OG0002019	YJR122W	augustus_masked-NODE_10_length_408946_cov_13.6332_ID_19-processed-gene-2.70-mRNA-1_1&gene=augustus_masked-NODE_10_length_408946_cov_13.6332_ID_19-processed-gene-2.70&CDS=1-1473
2020	OG0002020	YJR123W	augustus_masked-NODE_26_length_116567_cov_18.2761_ID_51-processed-gene-0.101-mRNA-1_1&gene=augustus_masked-NODE_26_length_116567_cov_18.2761_ID_51-processed-gene-0.101&CDS=1-675
2021	OG0002021	YJR124C	augustus_masked-NODE_26_length_116567_cov_18.2761_ID_51-processed-gene-0.102-mRNA-1_1&gene=augustus_masked-NODE_26_length_116567_cov_18.2761_ID_51-processed-gene-0.102&CDS=1-1377
2022	OG0002022	YJR125C	augustus_masked-NODE_9_length_486071_cov_15.0348_ID_17-processed-gene-3.83-mRNA-1_1&gene=augustus_masked-NODE_9_length_486071_cov_15.0348_ID_17-processed-gene-3.83&CDS=1-1272
2023	OG0002023	YJR130C	augustus_masked-NODE_2_length_1008495_cov_14.5864_ID_3-processed-gene-5.65-mRNA-1_1&gene=augustus_masked-NODE_2_length_1008495_cov_14.5864_ID_3-processed-gene-5.65&CDS=1-1719
2024	OG0002024	YJR131W	snap_masked-NODE_2_length_1008495_cov_14.5864_ID_3-processed-gene-5.108-mRNA-1_1&gene=snap_masked-NODE_2_length_1008495_cov_14.5864_ID_3-processed-gene-5.108&CDS=1-2139
2025	OG0002025	YJR132W	augustus_masked-NODE_1_length_1154972_cov_14.4185_ID_1-processed-gene-0.77-mRNA-1_1&gene=augustus_masked-NODE_1_length_1154972_cov_14.4185_ID_1-processed-gene-0.77&CDS=1-3102
2026	OG0002026	YJR133W	augustus_masked-NODE_3_length_894456_cov_15.2133_ID_5-processed-gene-1.78-mRNA-1_1&gene=augustus_masked-NODE_3_length_894456_cov_15.2133_ID_5-processed-gene-1.78&CDS=1-615
2027	OG0002027	YJR134C	augustus_masked-NODE_3_length_894456_cov_15.2133_ID_5-processed-gene-1.93-mRNA-1_1&gene=augustus_masked-NODE_3_length_894456_cov_15.2133_ID_5-processed-gene-1.93&CDS=1-2436
2028	OG0002028	YJR137C	augustus_masked-NODE_1_length_1154972_cov_14.4185_ID_1-processed-gene-0.57-mRNA-1_1&gene=augustus_masked-NODE_1_length_1154972_cov_14.4185_ID_1-processed-gene-0.57&CDS=1-4119
2029	OG0002029	YJR138W	augustus_masked-NODE_6_length_754867_cov_17.4786_ID_11-processed-gene-6.123-mRNA-1_1&gene=augustus_masked-NODE_6_length_754867_cov_17.4786_ID_11-processed-gene-6.123&CDS=1-4743
2030	OG0002030	YJR139C	augustus_masked-NODE_6_length_754867_cov_17.4786_ID_11-processed-gene-6.93-mRNA-1_1&gene=augustus_masked-NODE_6_length_754867_cov_17.4786_ID_11-processed-gene-6.93&CDS=1-1101
2031	OG0002031	YJR140C	maker-NODE_4_length_820312_cov_17.3491_ID_7-augustus-gene-2.133-mRNA-1_1&gene=maker-NODE_4_length_820312_cov_17.3491_ID_7-augustus-gene-2.133&CDS=1-5802
2032	OG0002032	YJR141W	augustus_masked-NODE_6_length_754867_cov_17.4786_ID_11-processed-gene-6.91-mRNA-1_1&gene=augustus_masked-NODE_6_length_754867_cov_17.4786_ID_11-processed-gene-6.91&CDS=1-1113
2033	OG0002033	YJR142W	augustus_masked-NODE_4_length_820312_cov_17.3491_ID_7-processed-gene-2.68-mRNA-1_1&gene=augustus_masked-NODE_4_length_820312_cov_17.3491_ID_7-processed-gene-2.68&CDS=1-954
2034	OG0002034	YJR143C	augustus_masked-NODE_4_length_820312_cov_17.3491_ID_7-processed-gene-2.89-mRNA-1_1&gene=augustus_masked-NODE_4_length_820312_cov_17.3491_ID_7-processed-gene-2.89&CDS=1-2241
2035	OG0002035	YJR144W	genemark-NODE_4_length_820312_cov_17.3491_ID_7-processed-gene-2.20-mRNA-1_1&gene=genemark-NODE_4_length_820312_cov_17.3491_ID_7-processed-gene-2.20&CDS=1-798
2036	OG0002036	YJR148W	augustus_masked-NODE_8_length_626879_cov_16.4982_ID_15-processed-gene-5.141-mRNA-1_1&gene=augustus_masked-NODE_8_length_626879_cov_16.4982_ID_15-processed-gene-5.141&CDS=1-1122
2037	OG0002037	YJR154W	maker-NODE_20_length_170422_cov_25.4208_ID_39-snap-gene-0.1-mRNA-1_1&gene=maker-NODE_20_length_170422_cov_25.4208_ID_39-snap-gene-0.1&CDS=1-1875
2038	OG0002038	YKL001C	augustus_masked-NODE_9_length_486071_cov_15.0348_ID_17-processed-gene-1.91-mRNA-1_1&gene=augustus_masked-NODE_9_length_486071_cov_15.0348_ID_17-processed-gene-1.91&CDS=1-615
2039	OG0002039	YKL002W	augustus_masked-NODE_30_length_60598_cov_15.6208_ID_59-processed-gene-0.39-mRNA-1_1&gene=augustus_masked-NODE_30_length_60598_cov_15.6208_ID_59-processed-gene-0.39&CDS=1-687
2040	OG0002040	YKL003C	maker-NODE_30_length_60598_cov_15.6208_ID_59-augustus-gene-0.52-mRNA-1_1&gene=maker-NODE_30_length_60598_cov_15.6208_ID_59-augustus-gene-0.52&CDS=1-387
2041	OG0002041	YKL005C	snap_masked-NODE_2_length_1008495_cov_14.5864_ID_3-processed-gene-2.23-mRNA-1_1&gene=snap_masked-NODE_2_length_1008495_cov_14.5864_ID_3-processed-gene-2.23&CDS=1-2121
2042	OG0002042	YKL006C-A	augustus_masked-NODE_2_length_1008495_cov_14.5864_ID_3-processed-gene-2.80-mRNA-1_1&gene=augustus_masked-NODE_2_length_1008495_cov_14.5864_ID_3-processed-gene-2.80&CDS=1-285
2043	OG0002043	YKL007W	augustus_masked-NODE_2_length_1008495_cov_14.5864_ID_3-processed-gene-2.99-mRNA-1_1&gene=augustus_masked-NODE_2_length_1008495_cov_14.5864_ID_3-processed-gene-2.99&CDS=1-813
2044	OG0002044	YKL009W	augustus_masked-NODE_1_length_1154972_cov_14.4185_ID_1-processed-gene-2.62-mRNA-1_1&gene=augustus_masked-NODE_1_length_1154972_cov_14.4185_ID_1-processed-gene-2.62&CDS=1-705
2045	OG0002045	YKL010C	augustus_masked-NODE_1_length_1154972_cov_14.4185_ID_1-processed-gene-2.60-mRNA-1_1&gene=augustus_masked-NODE_1_length_1154972_cov_14.4185_ID_1-processed-gene-2.60&CDS=1-5196
2046	OG0002046	YKL011C	genemark-NODE_5_length_761125_cov_17.9616_ID_9-processed-gene-0.67-mRNA-1_1&gene=genemark-NODE_5_length_761125_cov_17.9616_ID_9-processed-gene-0.67&CDS=1-681
2047	OG0002047	YKL012W	augustus_masked-NODE_11_length_357998_cov_19.4779_ID_21-processed-gene-1.120-mRNA-1_1&gene=augustus_masked-NODE_11_length_357998_cov_19.4779_ID_21-processed-gene-1.120&CDS=1-1518
2048	OG0002048	YKL013C	augustus_masked-NODE_11_length_357998_cov_19.4779_ID_21-processed-gene-1.123-mRNA-1_1&gene=augustus_masked-NODE_11_length_357998_cov_19.4779_ID_21-processed-gene-1.123&CDS=1-510
2049	OG0002049	YKL014C	augustus_masked-NODE_4_length_820312_cov_17.3491_ID_7-processed-gene-0.74-mRNA-1_1&gene=augustus_masked-NODE_4_length_820312_cov_17.3491_ID_7-processed-gene-0.74&CDS=1-5265
2050	OG0002050	YKL016C	snap_masked-NODE_14_length_243586_cov_13.9326_ID_27-processed-gene-1.199-mRNA-1_1&gene=snap_masked-NODE_14_length_243586_cov_13.9326_ID_27-processed-gene-1.199&CDS=1-525
2051	OG0002051	YKL017C	augustus_masked-NODE_14_length_243586_cov_13.9326_ID_27-processed-gene-1.119-mRNA-1_1&gene=augustus_masked-NODE_14_length_243586_cov_13.9326_ID_27-processed-gene-1.119&CDS=1-2193
2052	OG0002052	YKL018W	genemark-NODE_14_length_243586_cov_13.9326_ID_27-processed-gene-1.21-mRNA-1_1&gene=genemark-NODE_14_length_243586_cov_13.9326_ID_27-processed-gene-1.21&CDS=1-1188
2053	OG0002053	YKL019W	maker-NODE_10_length_408946_cov_13.6332_ID_19-snap-gene-2.126-mRNA-1_1&gene=maker-NODE_10_length_408946_cov_13.6332_ID_19-snap-gene-2.126&CDS=1-927
2054	OG0002054	YKL021C	augustus_masked-NODE_23_length_158099_cov_13.2561_ID_45-processed-gene-0.134-mRNA-1_1&gene=augustus_masked-NODE_23_length_158099_cov_13.2561_ID_45-processed-gene-0.134&CDS=1-1251
2055	OG0002055	YKL022C	augustus_masked-NODE_23_length_158099_cov_13.2561_ID_45-processed-gene-0.133-mRNA-1_1&gene=augustus_masked-NODE_23_length_158099_cov_13.2561_ID_45-processed-gene-0.133&CDS=1-2037
2056	OG0002056	YKL024C	augustus_masked-NODE_8_length_626879_cov_16.4982_ID_15-processed-gene-0.23-mRNA-1_1&gene=augustus_masked-NODE_8_length_626879_cov_16.4982_ID_15-processed-gene-0.23&CDS=1-2193
2057	OG0002057	YKL025C	snap_masked-NODE_2_length_1008495_cov_14.5864_ID_3-processed-gene-1.17-mRNA-1_1&gene=snap_masked-NODE_2_length_1008495_cov_14.5864_ID_3-processed-gene-1.17&CDS=1-2079
2058	OG0002058	YKL027W	augustus_masked-NODE_20_length_170422_cov_25.4208_ID_39-processed-gene-0.217-mRNA-1_1&gene=augustus_masked-NODE_20_length_170422_cov_25.4208_ID_39-processed-gene-0.217&CDS=1-1311
2059	OG0002059	YKL028W	augustus_masked-NODE_24_length_128582_cov_13.8564_ID_47-processed-gene-0.83-mRNA-1_1&gene=augustus_masked-NODE_24_length_128582_cov_13.8564_ID_47-processed-gene-0.83&CDS=1-1368
2060	OG0002060	YKL029C	augustus_masked-NODE_12_length_279616_cov_13.7717_ID_23-processed-gene-0.99-mRNA-1_1&gene=augustus_masked-NODE_12_length_279616_cov_13.7717_ID_23-processed-gene-0.99&CDS=1-1896
2061	OG0002061	YKL033W	augustus_masked-NODE_3_length_894456_cov_15.2133_ID_5-processed-gene-4.81-mRNA-1_1&gene=augustus_masked-NODE_3_length_894456_cov_15.2133_ID_5-processed-gene-4.81&CDS=1-3270
2062	OG0002062	YKL034W	maker-NODE_8_length_626879_cov_16.4982_ID_15-augustus-gene-3.106-mRNA-1_1&gene=maker-NODE_8_length_626879_cov_16.4982_ID_15-augustus-gene-3.106&CDS=1-3282
2063	OG0002063	YKL035W	augustus_masked-NODE_3_length_894456_cov_15.2133_ID_5-processed-gene-7.150-mRNA-1_1&gene=augustus_masked-NODE_3_length_894456_cov_15.2133_ID_5-processed-gene-7.150&CDS=1-1482
2064	OG0002064	YKL040C	augustus_masked-NODE_9_length_486071_cov_15.0348_ID_17-processed-gene-3.88-mRNA-1_1&gene=augustus_masked-NODE_9_length_486071_cov_15.0348_ID_17-processed-gene-3.88&CDS=1-774
2065	OG0002065	YKL041W	augustus_masked-NODE_17_length_220167_cov_16.221_ID_33-processed-gene-0.88-mRNA-1_1&gene=augustus_masked-NODE_17_length_220167_cov_16.221_ID_33-processed-gene-0.88&CDS=1-669
2066	OG0002066	YKL047W	augustus_masked-NODE_3_length_894456_cov_15.2133_ID_5-processed-gene-5.57-mRNA-1_1&gene=augustus_masked-NODE_3_length_894456_cov_15.2133_ID_5-processed-gene-5.57&CDS=1-2016
2067	OG0002067	YKL051W	augustus_masked-NODE_25_length_117397_cov_24.7587_ID_49-processed-gene-0.86-mRNA-1_1&gene=augustus_masked-NODE_25_length_117397_cov_24.7587_ID_49-processed-gene-0.86&CDS=1-813
2068	OG0002068	YKL053C-A	augustus_masked-NODE_2_length_1008495_cov_14.5864_ID_3-processed-gene-6.21-mRNA-1_1&gene=augustus_masked-NODE_2_length_1008495_cov_14.5864_ID_3-processed-gene-6.21&CDS=1-264
2069	OG0002069	YKL056C	augustus_masked-NODE_36_length_32372_cov_14.2593_ID_71-processed-gene-0.12-mRNA-1_1&gene=augustus_masked-NODE_36_length_32372_cov_14.2593_ID_71-processed-gene-0.12&CDS=1-2517
2070	OG0002070	YKL058W	augustus_masked-NODE_9_length_486071_cov_15.0348_ID_17-processed-gene-3.41-mRNA-1_1&gene=augustus_masked-NODE_9_length_486071_cov_15.0348_ID_17-processed-gene-3.41&CDS=1-333
2071	OG0002071	YKL059C	augustus_masked-NODE_9_length_486071_cov_15.0348_ID_17-processed-gene-3.85-mRNA-1_1&gene=augustus_masked-NODE_9_length_486071_cov_15.0348_ID_17-processed-gene-3.85&CDS=1-1236
2072	OG0002072	YKL060C	augustus_masked-NODE_9_length_486071_cov_15.0348_ID_17-processed-gene-3.48-mRNA-1_1&gene=augustus_masked-NODE_9_length_486071_cov_15.0348_ID_17-processed-gene-3.48&CDS=1-1077
2073	OG0002073	YKL064W	augustus_masked-NODE_1_length_1154972_cov_14.4185_ID_1-processed-gene-0.75-mRNA-1_1&gene=augustus_masked-NODE_1_length_1154972_cov_14.4185_ID_1-processed-gene-0.75&CDS=1-2952
2074	OG0002074	YKL067W	augustus_masked-NODE_4_length_820312_cov_17.3491_ID_7-processed-gene-4.75-mRNA-1_1&gene=augustus_masked-NODE_4_length_820312_cov_17.3491_ID_7-processed-gene-4.75&CDS=1-459
2075	OG0002075	YKL069W	augustus_masked-NODE_11_length_357998_cov_19.4779_ID_21-processed-gene-2.249-mRNA-1_1&gene=augustus_masked-NODE_11_length_357998_cov_19.4779_ID_21-processed-gene-2.249&CDS=1-543
2076	OG0002076	YKL070W	maker-NODE_41_length_23431_cov_29.7748_ID_81-augustus-gene-0.1-mRNA-1_1&gene=maker-NODE_41_length_23431_cov_29.7748_ID_81-augustus-gene-0.1&CDS=1-429
2077	OG0002077	YKL073W	augustus_masked-NODE_1_length_1154972_cov_14.4185_ID_1-processed-gene-4.143-mRNA-1_1&gene=augustus_masked-NODE_1_length_1154972_cov_14.4185_ID_1-processed-gene-4.143&CDS=1-2511
2078	OG0002078	YKL074C	augustus_masked-NODE_1_length_1154972_cov_14.4185_ID_1-processed-gene-4.162-mRNA-1_1&gene=augustus_masked-NODE_1_length_1154972_cov_14.4185_ID_1-processed-gene-4.162&CDS=1-1620
2079	OG0002079	YKL077W	maker-NODE_8_length_626879_cov_16.4982_ID_15-snap-gene-3.3-mRNA-1_1&gene=maker-NODE_8_length_626879_cov_16.4982_ID_15-snap-gene-3.3&CDS=1-2244
2080	OG0002080	YKL078W	augustus_masked-NODE_3_length_894456_cov_15.2133_ID_5-processed-gene-1.66-mRNA-1_1&gene=augustus_masked-NODE_3_length_894456_cov_15.2133_ID_5-processed-gene-1.66&CDS=1-2256
2081	OG0002081	YKL080W	augustus_masked-NODE_3_length_894456_cov_15.2133_ID_5-processed-gene-7.119-mRNA-1_1&gene=augustus_masked-NODE_3_length_894456_cov_15.2133_ID_5-processed-gene-7.119&CDS=1-1167
2082	OG0002082	YKL082C	snap_masked-NODE_22_length_160228_cov_24.8447_ID_43-processed-gene-0.67-mRNA-1_1&gene=snap_masked-NODE_22_length_160228_cov_24.8447_ID_43-processed-gene-0.67&CDS=1-1368
2083	OG0002083	YKL085W	augustus_masked-NODE_1_length_1154972_cov_14.4185_ID_1-processed-gene-10.111-mRNA-1_1&gene=augustus_masked-NODE_1_length_1154972_cov_14.4185_ID_1-processed-gene-10.111&CDS=1-1002
2084	OG0002084	YKL086W	augustus_masked-NODE_1_length_1154972_cov_14.4185_ID_1-processed-gene-10.115-mRNA-1_1&gene=augustus_masked-NODE_1_length_1154972_cov_14.4185_ID_1-processed-gene-10.115&CDS=1-363
2085	OG0002085	YKL087C	maker-NODE_5_length_761125_cov_17.9616_ID_9-snap-gene-1.50-mRNA-1_1&gene=maker-NODE_5_length_761125_cov_17.9616_ID_9-snap-gene-1.50&CDS=1-1929
2086	OG0002086	YKL088W	augustus_masked-NODE_1_length_1154972_cov_14.4185_ID_1-processed-gene-2.82-mRNA-1_1&gene=augustus_masked-NODE_1_length_1154972_cov_14.4185_ID_1-processed-gene-2.82&CDS=1-2160
2087	OG0002087	YKL089W	augustus_masked-NODE_1_length_1154972_cov_14.4185_ID_1-processed-gene-2.61-mRNA-1_1&gene=augustus_masked-NODE_1_length_1154972_cov_14.4185_ID_1-processed-gene-2.61&CDS=1-1599
2088	OG0002088	YKL090W	augustus_masked-NODE_30_length_60598_cov_15.6208_ID_59-processed-gene-0.37-mRNA-1_1&gene=augustus_masked-NODE_30_length_60598_cov_15.6208_ID_59-processed-gene-0.37&CDS=1-1224
2089	OG0002089	YKL092C	augustus_masked-NODE_6_length_754867_cov_17.4786_ID_11-processed-gene-5.122-mRNA-1_1&gene=augustus_masked-NODE_6_length_754867_cov_17.4786_ID_11-processed-gene-5.122&CDS=1-2880
2090	OG0002090	YKL094W	snap_masked-NODE_3_length_894456_cov_15.2133_ID_5-processed-gene-4.153-mRNA-1_1&gene=snap_masked-NODE_3_length_894456_cov_15.2133_ID_5-processed-gene-4.153&CDS=1-1164
2091	OG0002091	YKL095W	augustus_masked-NODE_13_length_253365_cov_20.0969_ID_25-processed-gene-0.81-mRNA-1_1&gene=augustus_masked-NODE_13_length_253365_cov_20.0969_ID_25-processed-gene-0.81&CDS=1-849
2092	OG0002092	YKL098W	augustus_masked-NODE_1_length_1154972_cov_14.4185_ID_1-processed-gene-5.33-mRNA-1_1&gene=augustus_masked-NODE_1_length_1154972_cov_14.4185_ID_1-processed-gene-5.33&CDS=1-942
2093	OG0002093	YKL099C	augustus_masked-NODE_1_length_1154972_cov_14.4185_ID_1-processed-gene-5.11-mRNA-1_1&gene=augustus_masked-NODE_1_length_1154972_cov_14.4185_ID_1-processed-gene-5.11&CDS=1-789
2094	OG0002094	YKL100C	augustus_masked-NODE_8_length_626879_cov_16.4982_ID_15-processed-gene-5.136-mRNA-1_1&gene=augustus_masked-NODE_8_length_626879_cov_16.4982_ID_15-processed-gene-5.136&CDS=1-1458
2095	OG0002095	YKL104C	maker-NODE_22_length_160228_cov_24.8447_ID_43-augustus-gene-0.105-mRNA-1_1&gene=maker-NODE_22_length_160228_cov_24.8447_ID_43-augustus-gene-0.105&CDS=1-2094
2096	OG0002096	YKL108W	augustus_masked-NODE_2_length_1008495_cov_14.5864_ID_3-processed-gene-8.83-mRNA-1_1&gene=augustus_masked-NODE_2_length_1008495_cov_14.5864_ID_3-processed-gene-8.83&CDS=1-1332
2097	OG0002097	YKL110C	augustus_masked-NODE_5_length_761125_cov_17.9616_ID_9-processed-gene-6.167-mRNA-1_1&gene=augustus_masked-NODE_5_length_761125_cov_17.9616_ID_9-processed-gene-6.167&CDS=1-870
2098	OG0002098	YKL113C	snap_masked-NODE_1_length_1154972_cov_14.4185_ID_1-processed-gene-3.15-mRNA-1_1&gene=snap_masked-NODE_1_length_1154972_cov_14.4185_ID_1-processed-gene-3.15&CDS=1-1128
2099	OG0002099	YKL114C	augustus_masked-NODE_2_length_1008495_cov_14.5864_ID_3-processed-gene-5.66-mRNA-1_1&gene=augustus_masked-NODE_2_length_1008495_cov_14.5864_ID_3-processed-gene-5.66&CDS=1-1104
2100	OG0002100	YKL116C	snap_masked-NODE_1_length_1154972_cov_14.4185_ID_1-processed-gene-6.20-mRNA-1_1&gene=snap_masked-NODE_1_length_1154972_cov_14.4185_ID_1-processed-gene-6.20&CDS=1-1485
2101	OG0002101	YKL117W	snap_masked-NODE_2_length_1008495_cov_14.5864_ID_3-processed-gene-3.106-mRNA-1_1&gene=snap_masked-NODE_2_length_1008495_cov_14.5864_ID_3-processed-gene-3.106&CDS=1-612
2102	OG0002102	YKL119C	augustus_masked-NODE_8_length_626879_cov_16.4982_ID_15-processed-gene-1.57-mRNA-1_1&gene=augustus_masked-NODE_8_length_626879_cov_16.4982_ID_15-processed-gene-1.57&CDS=1-705
2103	OG0002103	YKL120W	augustus_masked-NODE_1_length_1154972_cov_14.4185_ID_1-processed-gene-10.124-mRNA-1_1&gene=augustus_masked-NODE_1_length_1154972_cov_14.4185_ID_1-processed-gene-10.124&CDS=1-2799
2104	OG0002104	YKL122C	augustus_masked-NODE_22_length_160228_cov_24.8447_ID_43-processed-gene-0.180-mRNA-1_1&gene=augustus_masked-NODE_22_length_160228_cov_24.8447_ID_43-processed-gene-0.180&CDS=1-447
2105	OG0002105	YKL125W	maker-NODE_1_length_1154972_cov_14.4185_ID_1-snap-gene-9.101-mRNA-1_1&gene=maker-NODE_1_length_1154972_cov_14.4185_ID_1-snap-gene-9.101&CDS=1-1881
2106	OG0002106	YKL128C	augustus_masked-NODE_40_length_25270_cov_17.9571_ID_79-processed-gene-0.37-mRNA-1_1&gene=augustus_masked-NODE_40_length_25270_cov_17.9571_ID_79-processed-gene-0.37&CDS=1-1014
2107	OG0002107	YKL129C	augustus_masked-NODE_8_length_626879_cov_16.4982_ID_15-processed-gene-5.124-mRNA-1_1&gene=augustus_masked-NODE_8_length_626879_cov_16.4982_ID_15-processed-gene-5.124&CDS=1-3786
2108	OG0002108	YKL134C	maker-NODE_25_length_117397_cov_24.7587_ID_49-augustus-gene-0.106-mRNA-1_1&gene=maker-NODE_25_length_117397_cov_24.7587_ID_49-augustus-gene-0.106&CDS=1-4335
2109	OG0002109	YKL137W	maker-NODE_10_length_408946_cov_13.6332_ID_19-augustus-gene-3.175-mRNA-1_1&gene=maker-NODE_10_length_408946_cov_13.6332_ID_19-augustus-gene-3.175&CDS=1-363
2110	OG0002110	YKL138C	augustus_masked-NODE_10_length_408946_cov_13.6332_ID_19-processed-gene-3.93-mRNA-1_1&gene=augustus_masked-NODE_10_length_408946_cov_13.6332_ID_19-processed-gene-3.93&CDS=1-330
2111	OG0002111	YKL139W	snap_masked-NODE_12_length_279616_cov_13.7717_ID_23-processed-gene-1.261-mRNA-1_1&gene=snap_masked-NODE_12_length_279616_cov_13.7717_ID_23-processed-gene-1.261&CDS=1-1626
2112	OG0002112	YKL140W	snap_masked-NODE_2_length_1008495_cov_14.5864_ID_3-processed-gene-6.103-mRNA-1_1&gene=snap_masked-NODE_2_length_1008495_cov_14.5864_ID_3-processed-gene-6.103&CDS=1-1473
2113	OG0002113	YKL142W	augustus_masked-NODE_2_length_1008495_cov_14.5864_ID_3-processed-gene-4.115-mRNA-1_1&gene=augustus_masked-NODE_2_length_1008495_cov_14.5864_ID_3-processed-gene-4.115&CDS=1-615
2114	OG0002114	YKL145W	augustus_masked-NODE_3_length_894456_cov_15.2133_ID_5-processed-gene-0.32-mRNA-1_1&gene=augustus_masked-NODE_3_length_894456_cov_15.2133_ID_5-processed-gene-0.32&CDS=1-1341
2115	OG0002115	YKL148C	augustus_masked-NODE_3_length_894456_cov_15.2133_ID_5-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-NODE_3_length_894456_cov_15.2133_ID_5-processed-gene-0.10&CDS=1-2505
2116	OG0002116	YKL149C	augustus_masked-NODE_3_length_894456_cov_15.2133_ID_5-processed-gene-0.34-mRNA-1_1&gene=augustus_masked-NODE_3_length_894456_cov_15.2133_ID_5-processed-gene-0.34&CDS=1-1323
2117	OG0002117	YKL150W	augustus_masked-NODE_2_length_1008495_cov_14.5864_ID_3-processed-gene-4.116-mRNA-1_1&gene=augustus_masked-NODE_2_length_1008495_cov_14.5864_ID_3-processed-gene-4.116&CDS=1-966
2118	OG0002118	YKL151C	augustus_masked-NODE_2_length_1008495_cov_14.5864_ID_3-processed-gene-4.143-mRNA-1_1&gene=augustus_masked-NODE_2_length_1008495_cov_14.5864_ID_3-processed-gene-4.143&CDS=1-1011
2119	OG0002119	YKL152C	augustus_masked-NODE_7_length_745218_cov_17.2354_ID_13-processed-gene-4.30-mRNA-1_1&gene=augustus_masked-NODE_7_length_745218_cov_17.2354_ID_13-processed-gene-4.30&CDS=1-750
2120	OG0002120	YKL154W	augustus_masked-NODE_10_length_408946_cov_13.6332_ID_19-processed-gene-3.85-mRNA-1_1&gene=augustus_masked-NODE_10_length_408946_cov_13.6332_ID_19-processed-gene-3.85&CDS=1-807
