	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034892_Ogataea_pilisensis
1323	OG0001323	YER162C	genemark-NODE_26_length_183408_cov_14.1505_ID_51-processed-gene-0.171-mRNA-1_1&gene=genemark-NODE_26_length_183408_cov_14.1505_ID_51-processed-gene-0.171&CDS=1-4338
1324	OG0001324	YER163C	genemark-NODE_26_length_183408_cov_14.1505_ID_51-processed-gene-0.169-mRNA-1_1&gene=genemark-NODE_26_length_183408_cov_14.1505_ID_51-processed-gene-0.169&CDS=1-801
1325	OG0001325	YER164W	genemark-NODE_1_length_513538_cov_14.8722_ID_1-processed-gene-1.0-mRNA-1_1&gene=genemark-NODE_1_length_513538_cov_14.8722_ID_1-processed-gene-1.0&CDS=1-4413
1326	OG0001326	YER165W	genemark-NODE_1_length_513538_cov_14.8722_ID_1-processed-gene-1.1-mRNA-1_1&gene=genemark-NODE_1_length_513538_cov_14.8722_ID_1-processed-gene-1.1&CDS=1-1911
1327	OG0001327	YER168C	genemark-NODE_56_length_91527_cov_14.5165_ID_111-processed-gene-0.58-mRNA-1_1&gene=genemark-NODE_56_length_91527_cov_14.5165_ID_111-processed-gene-0.58&CDS=1-1677
1328	OG0001328	YER171W	augustus_masked-NODE_3_length_403670_cov_14.6937_ID_5-processed-gene-0.84-mRNA-1_1&gene=augustus_masked-NODE_3_length_403670_cov_14.6937_ID_5-processed-gene-0.84&CDS=1-2244
1329	OG0001329	YER172C	genemark-NODE_3_length_403670_cov_14.6937_ID_5-processed-gene-0.51-mRNA-1_1&gene=genemark-NODE_3_length_403670_cov_14.6937_ID_5-processed-gene-0.51&CDS=1-6543
1330	OG0001330	YER176W	genemark-NODE_50_length_98245_cov_14.8318_ID_99-processed-gene-0.76-mRNA-1_1&gene=genemark-NODE_50_length_98245_cov_14.8318_ID_99-processed-gene-0.76&CDS=1-2787
1331	OG0001331	YER177W	genemark-NODE_29_length_159323_cov_14.5535_ID_57-processed-gene-0.50-mRNA-1_1&gene=genemark-NODE_29_length_159323_cov_14.5535_ID_57-processed-gene-0.50&CDS=1-768
1332	OG0001332	YER178W	genemark-NODE_3_length_403670_cov_14.6937_ID_5-processed-gene-0.67-mRNA-1_1&gene=genemark-NODE_3_length_403670_cov_14.6937_ID_5-processed-gene-0.67&CDS=1-1188
1333	OG0001333	YER179W	genemark-NODE_2_length_407174_cov_14.0731_ID_3-processed-gene-1.136-mRNA-1_1&gene=genemark-NODE_2_length_407174_cov_14.0731_ID_3-processed-gene-1.136&CDS=1-1014
1334	OG0001334	YER182W	genemark-NODE_17_length_221594_cov_14.1682_ID_33-processed-gene-1.96-mRNA-1_1&gene=genemark-NODE_17_length_221594_cov_14.1682_ID_33-processed-gene-1.96&CDS=1-942
1335	OG0001335	YER183C	genemark-NODE_17_length_221594_cov_14.1682_ID_33-processed-gene-1.98-mRNA-1_1&gene=genemark-NODE_17_length_221594_cov_14.1682_ID_33-processed-gene-1.98&CDS=1-762
1336	OG0001336	YFL001W	genemark-NODE_90_length_42952_cov_16.1107_ID_179-processed-gene-0.35-mRNA-1_1&gene=genemark-NODE_90_length_42952_cov_16.1107_ID_179-processed-gene-0.35&CDS=1-2553
1337	OG0001337	YFL002C	genemark-NODE_90_length_42952_cov_16.1107_ID_179-processed-gene-0.45-mRNA-1_1&gene=genemark-NODE_90_length_42952_cov_16.1107_ID_179-processed-gene-0.45&CDS=1-1845
1338	OG0001338	YFL003C	genemark-NODE_1_length_513538_cov_14.8722_ID_1-processed-gene-1.28-mRNA-1_1&gene=genemark-NODE_1_length_513538_cov_14.8722_ID_1-processed-gene-1.28&CDS=1-2739
1339	OG0001339	YFL005W	genemark-NODE_61_length_78573_cov_15.1304_ID_121-processed-gene-0.21-mRNA-1_1&gene=genemark-NODE_61_length_78573_cov_15.1304_ID_121-processed-gene-0.21&CDS=1-618
1340	OG0001340	YFL007W	snap_masked-NODE_48_length_105303_cov_14.6058_ID_95-processed-gene-0.59-mRNA-1_1&gene=snap_masked-NODE_48_length_105303_cov_14.6058_ID_95-processed-gene-0.59&CDS=1-6576
1341	OG0001341	YFL008W	genemark-NODE_12_length_237061_cov_14.2503_ID_23-processed-gene-1.26-mRNA-1_1&gene=genemark-NODE_12_length_237061_cov_14.2503_ID_23-processed-gene-1.26&CDS=1-3687
1342	OG0001342	YFL010C	genemark-NODE_21_length_202435_cov_14.3085_ID_41-processed-gene-0.61-mRNA-1_1&gene=genemark-NODE_21_length_202435_cov_14.3085_ID_41-processed-gene-0.61&CDS=1-630
1343	OG0001343	YFL013C	genemark-NODE_12_length_237061_cov_14.2503_ID_23-processed-gene-1.28-mRNA-1_1&gene=genemark-NODE_12_length_237061_cov_14.2503_ID_23-processed-gene-1.28&CDS=1-3189
1344	OG0001344	YFL014W	genemark-NODE_5_length_350234_cov_14.3543_ID_9-processed-gene-0.59-mRNA-1_1&gene=genemark-NODE_5_length_350234_cov_14.3543_ID_9-processed-gene-0.59&CDS=1-351
1345	OG0001345	YFL016C	maker-NODE_41_length_124887_cov_20.9297_ID_81-snap-gene-0.58-mRNA-1_1&gene=maker-NODE_41_length_124887_cov_20.9297_ID_81-snap-gene-0.58&CDS=1-4371
1346	OG0001346	YFL017C	genemark-NODE_12_length_237061_cov_14.2503_ID_23-processed-gene-1.54-mRNA-1_1&gene=genemark-NODE_12_length_237061_cov_14.2503_ID_23-processed-gene-1.54&CDS=1-465
1347	OG0001347	YFL017W-A	snap_masked-NODE_12_length_237061_cov_14.2503_ID_23-processed-gene-1.116-mRNA-1_1&gene=snap_masked-NODE_12_length_237061_cov_14.2503_ID_23-processed-gene-1.116&CDS=1-252
1348	OG0001348	YFL018C	genemark-NODE_30_length_156807_cov_14.6393_ID_59-processed-gene-0.128-mRNA-1_1&gene=genemark-NODE_30_length_156807_cov_14.6393_ID_59-processed-gene-0.128&CDS=1-1467
1349	OG0001349	YFL022C	genemark-NODE_20_length_203651_cov_14.1089_ID_39-processed-gene-0.77-mRNA-1_1&gene=genemark-NODE_20_length_203651_cov_14.1089_ID_39-processed-gene-0.77&CDS=1-1485
1350	OG0001350	YFL023W	genemark-NODE_46_length_114098_cov_14.6674_ID_91-processed-gene-0.74-mRNA-1_1&gene=genemark-NODE_46_length_114098_cov_14.6674_ID_91-processed-gene-0.74&CDS=1-3066
1351	OG0001351	YFL024C	genemark-NODE_8_length_298097_cov_17.6183_ID_15-processed-gene-1.202-mRNA-1_1&gene=genemark-NODE_8_length_298097_cov_17.6183_ID_15-processed-gene-1.202&CDS=1-2688
1352	OG0001352	YFL025C	snap_masked-NODE_10_length_268378_cov_14.3927_ID_19-processed-gene-1.119-mRNA-1_1&gene=snap_masked-NODE_10_length_268378_cov_14.3927_ID_19-processed-gene-1.119&CDS=1-3213
1353	OG0001353	YFL026W	genemark-NODE_10_length_268378_cov_14.3927_ID_19-processed-gene-1.46-mRNA-1_1&gene=genemark-NODE_10_length_268378_cov_14.3927_ID_19-processed-gene-1.46&CDS=1-1275
1354	OG0001354	YFL027C	genemark-NODE_31_length_152511_cov_13.74_ID_61-processed-gene-0.184-mRNA-1_1&gene=genemark-NODE_31_length_152511_cov_13.74_ID_61-processed-gene-0.184&CDS=1-1797
1355	OG0001355	YFL028C	genemark-NODE_10_length_268378_cov_14.3927_ID_19-processed-gene-1.71-mRNA-1_1&gene=genemark-NODE_10_length_268378_cov_14.3927_ID_19-processed-gene-1.71&CDS=1-942
1356	OG0001356	YFL029C	genemark-NODE_31_length_152511_cov_13.74_ID_61-processed-gene-0.156-mRNA-1_1&gene=genemark-NODE_31_length_152511_cov_13.74_ID_61-processed-gene-0.156&CDS=1-1008
1357	OG0001357	YFL030W	genemark-NODE_58_length_84579_cov_14.4686_ID_115-processed-gene-0.40-mRNA-1_1&gene=genemark-NODE_58_length_84579_cov_14.4686_ID_115-processed-gene-0.40&CDS=1-1161
1358	OG0001358	YFL031W	genemark-NODE_15_length_229439_cov_14.4548_ID_29-processed-gene-0.95-mRNA-1_1&gene=genemark-NODE_15_length_229439_cov_14.4548_ID_29-processed-gene-0.95&CDS=1-1029
1359	OG0001359	YFL033C	genemark-NODE_4_length_354329_cov_14.5222_ID_7-processed-gene-0.39-mRNA-1_1&gene=genemark-NODE_4_length_354329_cov_14.5222_ID_7-processed-gene-0.39&CDS=1-5358
1360	OG0001360	YFL034C-B	genemark-NODE_120_length_17386_cov_14.3133_ID_239-processed-gene-0.1-mRNA-1_1&gene=genemark-NODE_120_length_17386_cov_14.3133_ID_239-processed-gene-0.1&CDS=1-900
1361	OG0001361	YFL034W	genemark-NODE_61_length_78573_cov_15.1304_ID_121-processed-gene-0.4-mRNA-1_1&gene=genemark-NODE_61_length_78573_cov_15.1304_ID_121-processed-gene-0.4&CDS=1-3873
1362	OG0001362	YFL036W	genemark-NODE_120_length_17386_cov_14.3133_ID_239-processed-gene-0.4-mRNA-1_1&gene=genemark-NODE_120_length_17386_cov_14.3133_ID_239-processed-gene-0.4&CDS=1-4032
1363	OG0001363	YFL037W	genemark-NODE_82_length_46013_cov_14.6193_ID_163-processed-gene-0.44-mRNA-1_1&gene=genemark-NODE_82_length_46013_cov_14.6193_ID_163-processed-gene-0.44&CDS=1-3468
1364	OG0001364	YFL038C	genemark-NODE_18_length_215947_cov_14.4674_ID_35-processed-gene-0.81-mRNA-1_1&gene=genemark-NODE_18_length_215947_cov_14.4674_ID_35-processed-gene-0.81&CDS=1-609
1365	OG0001365	YFL042C	genemark-NODE_1_length_513538_cov_14.8722_ID_1-processed-gene-3.56-mRNA-1_1&gene=genemark-NODE_1_length_513538_cov_14.8722_ID_1-processed-gene-3.56&CDS=1-2499
1366	OG0001366	YFL045C	genemark-NODE_4_length_354329_cov_14.5222_ID_7-processed-gene-0.58-mRNA-1_1&gene=genemark-NODE_4_length_354329_cov_14.5222_ID_7-processed-gene-0.58&CDS=1-753
1367	OG0001367	YFL046W	genemark-NODE_4_length_354329_cov_14.5222_ID_7-processed-gene-0.36-mRNA-1_1&gene=genemark-NODE_4_length_354329_cov_14.5222_ID_7-processed-gene-0.36&CDS=1-684
1368	OG0001368	YFL047W	genemark-NODE_14_length_229610_cov_17.0221_ID_27-processed-gene-1.124-mRNA-1_1&gene=genemark-NODE_14_length_229610_cov_17.0221_ID_27-processed-gene-1.124&CDS=1-2493
1369	OG0001369	YFL053W	genemark-NODE_22_length_200920_cov_14.465_ID_43-processed-gene-0.19-mRNA-1_1&gene=genemark-NODE_22_length_200920_cov_14.465_ID_43-processed-gene-0.19&CDS=1-1845
1370	OG0001370	YFL055W	maker-NODE_41_length_124887_cov_20.9297_ID_81-snap-gene-0.56-mRNA-1_1&gene=maker-NODE_41_length_124887_cov_20.9297_ID_81-snap-gene-0.56&CDS=1-1218
1371	OG0001371	YFR001W	genemark-NODE_47_length_110957_cov_14.1512_ID_93-processed-gene-0.102-mRNA-1_1&gene=genemark-NODE_47_length_110957_cov_14.1512_ID_93-processed-gene-0.102&CDS=1-612
1372	OG0001372	YFR002W	genemark-NODE_46_length_114098_cov_14.6674_ID_91-processed-gene-0.90-mRNA-1_1&gene=genemark-NODE_46_length_114098_cov_14.6674_ID_91-processed-gene-0.90&CDS=1-2889
1373	OG0001373	YFR004W	genemark-NODE_41_length_124887_cov_20.9297_ID_81-processed-gene-0.77-mRNA-1_1&gene=genemark-NODE_41_length_124887_cov_20.9297_ID_81-processed-gene-0.77&CDS=1-939
1374	OG0001374	YFR005C	genemark-NODE_41_length_124887_cov_20.9297_ID_81-processed-gene-0.110-mRNA-1_1&gene=genemark-NODE_41_length_124887_cov_20.9297_ID_81-processed-gene-0.110&CDS=1-1428
1375	OG0001375	YFR006W	genemark-NODE_41_length_124887_cov_20.9297_ID_81-processed-gene-0.78-mRNA-1_1&gene=genemark-NODE_41_length_124887_cov_20.9297_ID_81-processed-gene-0.78&CDS=1-1422
1376	OG0001376	YFR007W	maker-NODE_1_length_513538_cov_14.8722_ID_1-snap-gene-2.54-mRNA-1_1&gene=maker-NODE_1_length_513538_cov_14.8722_ID_1-snap-gene-2.54&CDS=1-924
1377	OG0001377	YFR009W	genemark-NODE_26_length_183408_cov_14.1505_ID_51-processed-gene-0.201-mRNA-1_1&gene=genemark-NODE_26_length_183408_cov_14.1505_ID_51-processed-gene-0.201&CDS=1-2250
1378	OG0001378	YFR010W	genemark-NODE_4_length_354329_cov_14.5222_ID_7-processed-gene-1.84-mRNA-1_1&gene=genemark-NODE_4_length_354329_cov_14.5222_ID_7-processed-gene-1.84&CDS=1-1461
1379	OG0001379	YFR011C	genemark-NODE_4_length_354329_cov_14.5222_ID_7-processed-gene-1.66-mRNA-1_1&gene=genemark-NODE_4_length_354329_cov_14.5222_ID_7-processed-gene-1.66&CDS=1-447
1380	OG0001380	YFR015C	genemark-NODE_60_length_78788_cov_14.4425_ID_119-processed-gene-0.74-mRNA-1_1&gene=genemark-NODE_60_length_78788_cov_14.4425_ID_119-processed-gene-0.74&CDS=1-2079
1381	OG0001381	YFR016C	genemark-NODE_13_length_234245_cov_17.1676_ID_25-processed-gene-1.38-mRNA-1_1&gene=genemark-NODE_13_length_234245_cov_17.1676_ID_25-processed-gene-1.38&CDS=1-2121
1382	OG0001382	YFR019W	maker-NODE_114_length_23374_cov_18.2674_ID_227-augustus-gene-0.17-mRNA-1_1&gene=maker-NODE_114_length_23374_cov_18.2674_ID_227-augustus-gene-0.17&CDS=1-7818
1383	OG0001383	YFR021W	genemark-NODE_15_length_229439_cov_14.4548_ID_29-processed-gene-0.108-mRNA-1_1&gene=genemark-NODE_15_length_229439_cov_14.4548_ID_29-processed-gene-0.108&CDS=1-1746
1384	OG0001384	YFR025C	augustus_masked-NODE_33_length_151141_cov_14.8166_ID_65-processed-gene-0.91-mRNA-1_1&gene=augustus_masked-NODE_33_length_151141_cov_14.8166_ID_65-processed-gene-0.91&CDS=1-1884
1385	OG0001385	YFR027W	genemark-NODE_2_length_407174_cov_14.0731_ID_3-processed-gene-2.50-mRNA-1_1&gene=genemark-NODE_2_length_407174_cov_14.0731_ID_3-processed-gene-2.50&CDS=1-1125
1386	OG0001386	YFR028C	genemark-NODE_3_length_403670_cov_14.6937_ID_5-processed-gene-2.42-mRNA-1_1&gene=genemark-NODE_3_length_403670_cov_14.6937_ID_5-processed-gene-2.42&CDS=1-1701
1387	OG0001387	YFR029W	augustus_masked-NODE_33_length_151141_cov_14.8166_ID_65-processed-gene-0.101-mRNA-1_1&gene=augustus_masked-NODE_33_length_151141_cov_14.8166_ID_65-processed-gene-0.101&CDS=1-2238
1388	OG0001388	YFR030W	genemark-NODE_74_length_56317_cov_14.3643_ID_147-processed-gene-0.55-mRNA-1_1&gene=genemark-NODE_74_length_56317_cov_14.3643_ID_147-processed-gene-0.55&CDS=1-3189
1389	OG0001389	YFR031C	genemark-NODE_2_length_407174_cov_14.0731_ID_3-processed-gene-0.74-mRNA-1_1&gene=genemark-NODE_2_length_407174_cov_14.0731_ID_3-processed-gene-0.74&CDS=1-3513
1390	OG0001390	YFR032C-A	snap_masked-NODE_72_length_59528_cov_15.4124_ID_143-processed-gene-0.13-mRNA-1_1&gene=snap_masked-NODE_72_length_59528_cov_15.4124_ID_143-processed-gene-0.13&CDS=1-180
1391	OG0001391	YFR033C	genemark-NODE_17_length_221594_cov_14.1682_ID_33-processed-gene-1.142-mRNA-1_1&gene=genemark-NODE_17_length_221594_cov_14.1682_ID_33-processed-gene-1.142&CDS=1-375
1392	OG0001392	YFR034C	genemark-NODE_1_length_513538_cov_14.8722_ID_1-processed-gene-0.77-mRNA-1_1&gene=genemark-NODE_1_length_513538_cov_14.8722_ID_1-processed-gene-0.77&CDS=1-2655
1393	OG0001393	YFR037C	genemark-NODE_20_length_203651_cov_14.1089_ID_39-processed-gene-1.56-mRNA-1_1&gene=genemark-NODE_20_length_203651_cov_14.1089_ID_39-processed-gene-1.56&CDS=1-1881
1394	OG0001394	YFR038W	genemark-NODE_20_length_203651_cov_14.1089_ID_39-processed-gene-1.53-mRNA-1_1&gene=genemark-NODE_20_length_203651_cov_14.1089_ID_39-processed-gene-1.53&CDS=1-2469
1395	OG0001395	YFR041C	genemark-NODE_47_length_110957_cov_14.1512_ID_93-processed-gene-0.107-mRNA-1_1&gene=genemark-NODE_47_length_110957_cov_14.1512_ID_93-processed-gene-0.107&CDS=1-1191
1396	OG0001396	YFR042W	genemark-NODE_47_length_110957_cov_14.1512_ID_93-processed-gene-0.127-mRNA-1_1&gene=genemark-NODE_47_length_110957_cov_14.1512_ID_93-processed-gene-0.127&CDS=1-741
1397	OG0001397	YFR044C	snap_masked-NODE_92_length_41173_cov_14.4185_ID_183-processed-gene-0.5-mRNA-1_1&gene=snap_masked-NODE_92_length_41173_cov_14.4185_ID_183-processed-gene-0.5&CDS=1-1446
1398	OG0001398	YFR045W	genemark-NODE_2_length_407174_cov_14.0731_ID_3-processed-gene-2.77-mRNA-1_1&gene=genemark-NODE_2_length_407174_cov_14.0731_ID_3-processed-gene-2.77&CDS=1-1005
1399	OG0001399	YFR047C	genemark-NODE_2_length_407174_cov_14.0731_ID_3-processed-gene-2.53-mRNA-1_1&gene=genemark-NODE_2_length_407174_cov_14.0731_ID_3-processed-gene-2.53&CDS=1-921
1400	OG0001400	YFR048W	genemark-NODE_72_length_59528_cov_15.4124_ID_143-processed-gene-0.50-mRNA-1_1&gene=genemark-NODE_72_length_59528_cov_15.4124_ID_143-processed-gene-0.50&CDS=1-2292
1401	OG0001401	YFR049W	genemark-NODE_87_length_43453_cov_14.2277_ID_173-processed-gene-0.14-mRNA-1_1&gene=genemark-NODE_87_length_43453_cov_14.2277_ID_173-processed-gene-0.14&CDS=1-297
1402	OG0001402	YFR050C	genemark-NODE_87_length_43453_cov_14.2277_ID_173-processed-gene-0.5-mRNA-1_1&gene=genemark-NODE_87_length_43453_cov_14.2277_ID_173-processed-gene-0.5&CDS=1-843
1403	OG0001403	YFR051C	genemark-NODE_95_length_39995_cov_14.2756_ID_189-processed-gene-0.4-mRNA-1_1&gene=genemark-NODE_95_length_39995_cov_14.2756_ID_189-processed-gene-0.4&CDS=1-1599
1404	OG0001404	YFR052W	augustus_masked-NODE_25_length_186291_cov_14.9916_ID_49-processed-gene-0.70-mRNA-1_1&gene=augustus_masked-NODE_25_length_186291_cov_14.9916_ID_49-processed-gene-0.70&CDS=1-1857
1405	OG0001405	YGL001C	genemark-NODE_15_length_229439_cov_14.4548_ID_29-processed-gene-1.5-mRNA-1_1&gene=genemark-NODE_15_length_229439_cov_14.4548_ID_29-processed-gene-1.5&CDS=1-1047
1406	OG0001406	YGL003C	genemark-NODE_88_length_43415_cov_16.9044_ID_175-processed-gene-0.22-mRNA-1_1&gene=genemark-NODE_88_length_43415_cov_16.9044_ID_175-processed-gene-0.22&CDS=1-1725
1407	OG0001407	YGL005C	genemark-NODE_3_length_403670_cov_14.6937_ID_5-processed-gene-3.90-mRNA-1_1&gene=genemark-NODE_3_length_403670_cov_14.6937_ID_5-processed-gene-3.90&CDS=1-966
1408	OG0001408	YGL006W	genemark-NODE_3_length_403670_cov_14.6937_ID_5-processed-gene-3.66-mRNA-1_1&gene=genemark-NODE_3_length_403670_cov_14.6937_ID_5-processed-gene-3.66&CDS=1-3627
1409	OG0001409	YGL009C	genemark-NODE_6_length_344941_cov_13.9826_ID_11-processed-gene-2.105-mRNA-1_1&gene=genemark-NODE_6_length_344941_cov_13.9826_ID_11-processed-gene-2.105&CDS=1-2364
1410	OG0001410	YGL010W	augustus_masked-NODE_10_length_268378_cov_14.3927_ID_19-processed-gene-0.84-mRNA-1_1&gene=augustus_masked-NODE_10_length_268378_cov_14.3927_ID_19-processed-gene-0.84&CDS=1-582
1411	OG0001411	YGL011C	genemark-NODE_21_length_202435_cov_14.3085_ID_41-processed-gene-1.70-mRNA-1_1&gene=genemark-NODE_21_length_202435_cov_14.3085_ID_41-processed-gene-1.70&CDS=1-1749
1412	OG0001412	YGL012W	genemark-NODE_21_length_202435_cov_14.3085_ID_41-processed-gene-1.85-mRNA-1_1&gene=genemark-NODE_21_length_202435_cov_14.3085_ID_41-processed-gene-1.85&CDS=1-1449
1413	OG0001413	YGL016W	genemark-NODE_3_length_403670_cov_14.6937_ID_5-processed-gene-3.91-mRNA-1_1&gene=genemark-NODE_3_length_403670_cov_14.6937_ID_5-processed-gene-3.91&CDS=1-3096
1414	OG0001414	YGL017W	genemark-NODE_62_length_76176_cov_13.7781_ID_123-processed-gene-0.21-mRNA-1_1&gene=genemark-NODE_62_length_76176_cov_13.7781_ID_123-processed-gene-0.21&CDS=1-1833
1415	OG0001415	YGL018C	genemark-NODE_66_length_72620_cov_17.7422_ID_131-processed-gene-0.62-mRNA-1_1&gene=genemark-NODE_66_length_72620_cov_17.7422_ID_131-processed-gene-0.62&CDS=1-489
1416	OG0001416	YGL019W	genemark-NODE_9_length_282344_cov_14.2153_ID_17-processed-gene-0.52-mRNA-1_1&gene=genemark-NODE_9_length_282344_cov_14.2153_ID_17-processed-gene-0.52&CDS=1-945
1417	OG0001417	YGL020C	genemark-NODE_9_length_282344_cov_14.2153_ID_17-processed-gene-0.66-mRNA-1_1&gene=genemark-NODE_9_length_282344_cov_14.2153_ID_17-processed-gene-0.66&CDS=1-624
1418	OG0001418	YGL022W	genemark-NODE_5_length_350234_cov_14.3543_ID_9-processed-gene-0.55-mRNA-1_1&gene=genemark-NODE_5_length_350234_cov_14.3543_ID_9-processed-gene-0.55&CDS=1-2280
1419	OG0001419	YGL026C	genemark-NODE_17_length_221594_cov_14.1682_ID_33-processed-gene-1.122-mRNA-1_1&gene=genemark-NODE_17_length_221594_cov_14.1682_ID_33-processed-gene-1.122&CDS=1-2103
1420	OG0001420	YGL027C	genemark-NODE_17_length_221594_cov_14.1682_ID_33-processed-gene-1.124-mRNA-1_1&gene=genemark-NODE_17_length_221594_cov_14.1682_ID_33-processed-gene-1.124&CDS=1-2448
1421	OG0001421	YGL028C	genemark-NODE_15_length_229439_cov_14.4548_ID_29-processed-gene-1.45-mRNA-1_1&gene=genemark-NODE_15_length_229439_cov_14.4548_ID_29-processed-gene-1.45&CDS=1-1857
1422	OG0001422	YGL030W	genemark-NODE_15_length_229439_cov_14.4548_ID_29-processed-gene-1.23-mRNA-1_1&gene=genemark-NODE_15_length_229439_cov_14.4548_ID_29-processed-gene-1.23&CDS=1-336
1423	OG0001423	YGL033W	maker-NODE_17_length_221594_cov_14.1682_ID_33-snap-gene-1.146-mRNA-1_1&gene=maker-NODE_17_length_221594_cov_14.1682_ID_33-snap-gene-1.146&CDS=1-612
1424	OG0001424	YGL037C	genemark-NODE_67_length_72192_cov_22.8398_ID_133-processed-gene-0.27-mRNA-1_1&gene=genemark-NODE_67_length_72192_cov_22.8398_ID_133-processed-gene-0.27&CDS=1-699
1425	OG0001425	YGL038C	genemark-NODE_99_length_35761_cov_13.9641_ID_197-processed-gene-0.13-mRNA-1_1&gene=genemark-NODE_99_length_35761_cov_13.9641_ID_197-processed-gene-0.13&CDS=1-1302
1426	OG0001426	YGL040C	genemark-NODE_5_length_350234_cov_14.3543_ID_9-processed-gene-0.69-mRNA-1_1&gene=genemark-NODE_5_length_350234_cov_14.3543_ID_9-processed-gene-0.69&CDS=1-1038
1427	OG0001427	YGL043W	genemark-NODE_3_length_403670_cov_14.6937_ID_5-processed-gene-2.6-mRNA-1_1&gene=genemark-NODE_3_length_403670_cov_14.6937_ID_5-processed-gene-2.6&CDS=1-954
1428	OG0001428	YGL044C	augustus_masked-NODE_3_length_403670_cov_14.6937_ID_5-processed-gene-2.90-mRNA-1_1&gene=augustus_masked-NODE_3_length_403670_cov_14.6937_ID_5-processed-gene-2.90&CDS=1-2421
1429	OG0001429	YGL045W	genemark-NODE_64_length_73419_cov_15.8669_ID_127-processed-gene-0.6-mRNA-1_1&gene=genemark-NODE_64_length_73419_cov_15.8669_ID_127-processed-gene-0.6&CDS=1-2628
1430	OG0001430	YGL047W	genemark-NODE_6_length_344941_cov_13.9826_ID_11-processed-gene-1.98-mRNA-1_1&gene=genemark-NODE_6_length_344941_cov_13.9826_ID_11-processed-gene-1.98&CDS=1-576
1431	OG0001431	YGL054C	genemark-NODE_11_length_237806_cov_15.2749_ID_21-processed-gene-0.95-mRNA-1_1&gene=genemark-NODE_11_length_237806_cov_15.2749_ID_21-processed-gene-0.95&CDS=1-408
1432	OG0001432	YGL055W	genemark-NODE_57_length_87379_cov_14.2283_ID_113-processed-gene-0.10-mRNA-1_1&gene=genemark-NODE_57_length_87379_cov_14.2283_ID_113-processed-gene-0.10&CDS=1-1452
1433	OG0001433	YGL058W	genemark-NODE_28_length_170189_cov_14.5606_ID_55-processed-gene-0.22-mRNA-1_1&gene=genemark-NODE_28_length_170189_cov_14.5606_ID_55-processed-gene-0.22&CDS=1-564
1434	OG0001434	YGL059W	genemark-NODE_128_length_13372_cov_21.123_ID_255-processed-gene-0.11-mRNA-1_1&gene=genemark-NODE_128_length_13372_cov_21.123_ID_255-processed-gene-0.11&CDS=1-1413
1435	OG0001435	YGL064C	genemark-NODE_10_length_268378_cov_14.3927_ID_19-processed-gene-1.17-mRNA-1_1&gene=genemark-NODE_10_length_268378_cov_14.3927_ID_19-processed-gene-1.17&CDS=1-1689
1436	OG0001436	YGL065C	genemark-NODE_4_length_354329_cov_14.5222_ID_7-processed-gene-0.60-mRNA-1_1&gene=genemark-NODE_4_length_354329_cov_14.5222_ID_7-processed-gene-0.60&CDS=1-1389
1437	OG0001437	YGL066W	genemark-NODE_4_length_354329_cov_14.5222_ID_7-processed-gene-1.48-mRNA-1_1&gene=genemark-NODE_4_length_354329_cov_14.5222_ID_7-processed-gene-1.48&CDS=1-1716
1438	OG0001438	YGL067W	snap_masked-NODE_5_length_350234_cov_14.3543_ID_9-processed-gene-1.80-mRNA-1_1&gene=snap_masked-NODE_5_length_350234_cov_14.3543_ID_9-processed-gene-1.80&CDS=1-1245
1439	OG0001439	YGL068W	genemark-NODE_4_length_354329_cov_14.5222_ID_7-processed-gene-2.150-mRNA-1_1&gene=genemark-NODE_4_length_354329_cov_14.5222_ID_7-processed-gene-2.150&CDS=1-525
1440	OG0001440	YGL070C	genemark-NODE_4_length_354329_cov_14.5222_ID_7-processed-gene-2.118-mRNA-1_1&gene=genemark-NODE_4_length_354329_cov_14.5222_ID_7-processed-gene-2.118&CDS=1-333
1441	OG0001441	YGL073W	genemark-NODE_9_length_282344_cov_14.2153_ID_17-processed-gene-0.42-mRNA-1_1&gene=genemark-NODE_9_length_282344_cov_14.2153_ID_17-processed-gene-0.42&CDS=1-2670
1442	OG0001442	YGL077C	genemark-NODE_18_length_215947_cov_14.4674_ID_35-processed-gene-0.67-mRNA-1_1&gene=genemark-NODE_18_length_215947_cov_14.4674_ID_35-processed-gene-0.67&CDS=1-1680
1443	OG0001443	YGL078C	maker-NODE_27_length_175026_cov_18.7202_ID_53-snap-gene-0.3-mRNA-1_1&gene=maker-NODE_27_length_175026_cov_18.7202_ID_53-snap-gene-0.3&CDS=1-2892
1444	OG0001444	YGL079W	genemark-NODE_20_length_203651_cov_14.1089_ID_39-processed-gene-1.79-mRNA-1_1&gene=genemark-NODE_20_length_203651_cov_14.1089_ID_39-processed-gene-1.79&CDS=1-639
1445	OG0001445	YGL080W	genemark-NODE_20_length_203651_cov_14.1089_ID_39-processed-gene-1.62-mRNA-1_1&gene=genemark-NODE_20_length_203651_cov_14.1089_ID_39-processed-gene-1.62&CDS=1-351
1446	OG0001446	YGL083W	genemark-NODE_16_length_227173_cov_14.3993_ID_31-processed-gene-0.88-mRNA-1_1&gene=genemark-NODE_16_length_227173_cov_14.3993_ID_31-processed-gene-0.88&CDS=1-2847
