	OrthologID	Ogataea_methanolica	Saccharomyces_cerevisiae
1530	OG0001530	-processed-gene-4.4-mRNA-1_1&gene=augustus_masked-gi|1002316333|dbj|BCKW01000004.1|-processed-gene-4.4&CDS=1-270	YDL045W-A
1531	OG0001531	-processed-gene-4.82-mRNA-1_1&gene=genemark-gi|1002316333|dbj|BCKW01000004.1|-processed-gene-4.82&CDS=1-4224	YER008C
1532	OG0001532	-processed-gene-4.83-mRNA-1_1&gene=genemark-gi|1002316333|dbj|BCKW01000004.1|-processed-gene-4.83&CDS=1-4080	YIR002C
1533	OG0001533	-processed-gene-4.6-mRNA-1_1&gene=augustus_masked-gi|1002316333|dbj|BCKW01000004.1|-processed-gene-4.6&CDS=1-1740	YEL020C
1534	OG0001534	-processed-gene-4.89-mRNA-1_1&gene=genemark-gi|1002316333|dbj|BCKW01000004.1|-processed-gene-4.89&CDS=1-1848	YPL222W
1535	OG0001535	-augustus-gene-4.79-mRNA-1_1&gene=maker-gi|1002316333|dbj|BCKW01000004.1|-augustus-gene-4.79&CDS=1-6123	YDR465C
1536	OG0001536	-processed-gene-4.93-mRNA-1_1&gene=genemark-gi|1002316333|dbj|BCKW01000004.1|-processed-gene-4.93&CDS=1-3576	YLR309C
1537	OG0001537	-processed-gene-4.108-mRNA-1_1&gene=genemark-gi|1002316333|dbj|BCKW01000004.1|-processed-gene-4.108&CDS=1-1458	YHR011W
1538	OG0001538	-processed-gene-4.94-mRNA-1_1&gene=genemark-gi|1002316333|dbj|BCKW01000004.1|-processed-gene-4.94&CDS=1-1752	YJR052W
1539	OG0001539	-processed-gene-4.109-mRNA-1_1&gene=genemark-gi|1002316333|dbj|BCKW01000004.1|-processed-gene-4.109&CDS=1-1971	YML046W
1540	OG0001540	-processed-gene-4.110-mRNA-1_1&gene=genemark-gi|1002316333|dbj|BCKW01000004.1|-processed-gene-4.110&CDS=1-2628	YFL024C
1541	OG0001541	-processed-gene-4.111-mRNA-1_1&gene=genemark-gi|1002316333|dbj|BCKW01000004.1|-processed-gene-4.111&CDS=1-2058	YPL104W
1542	OG0001542	-processed-gene-4.112-mRNA-1_1&gene=genemark-gi|1002316333|dbj|BCKW01000004.1|-processed-gene-4.112&CDS=1-858	YBR185C
1543	OG0001543	-processed-gene-4.95-mRNA-1_1&gene=genemark-gi|1002316333|dbj|BCKW01000004.1|-processed-gene-4.95&CDS=1-816	YDL086W
1544	OG0001544	-processed-gene-4.30-mRNA-1_1&gene=augustus_masked-gi|1002316333|dbj|BCKW01000004.1|-processed-gene-4.30&CDS=1-612	YJL072C
1545	OG0001545	-processed-gene-4.96-mRNA-1_1&gene=genemark-gi|1002316333|dbj|BCKW01000004.1|-processed-gene-4.96&CDS=1-1239	YBR271W
1546	OG0001546	-processed-gene-4.55-mRNA-1_1&gene=snap_masked-gi|1002316333|dbj|BCKW01000004.1|-processed-gene-4.55&CDS=1-1941	YJL071W
1547	OG0001547	-processed-gene-4.116-mRNA-1_1&gene=genemark-gi|1002316333|dbj|BCKW01000004.1|-processed-gene-4.116&CDS=1-1662	YPL086C
1548	OG0001548	-processed-gene-4.98-mRNA-1_1&gene=genemark-gi|1002316333|dbj|BCKW01000004.1|-processed-gene-4.98&CDS=1-7329	YPL085W
1549	OG0001549	-snap-gene-4.126-mRNA-1_1&gene=maker-gi|1002316333|dbj|BCKW01000004.1|-snap-gene-4.126&CDS=1-1620	YBR182C
1550	OG0001550	-processed-gene-5.75-mRNA-1_1&gene=genemark-gi|1002316333|dbj|BCKW01000004.1|-processed-gene-5.75&CDS=1-999	YJL180C
1551	OG0001551	-processed-gene-5.78-mRNA-1_1&gene=genemark-gi|1002316333|dbj|BCKW01000004.1|-processed-gene-5.78&CDS=1-2139	YML097C
1552	OG0001552	-processed-gene-5.79-mRNA-1_1&gene=genemark-gi|1002316333|dbj|BCKW01000004.1|-processed-gene-5.79&CDS=1-1701	YML123C
1553	OG0001553	-processed-gene-5.81-mRNA-1_1&gene=genemark-gi|1002316333|dbj|BCKW01000004.1|-processed-gene-5.81&CDS=1-468	YCR063W
1554	OG0001554	-processed-gene-5.96-mRNA-1_1&gene=genemark-gi|1002316333|dbj|BCKW01000004.1|-processed-gene-5.96&CDS=1-3483	YHR119W
1555	OG0001555	-processed-gene-5.45-mRNA-1_1&gene=augustus_masked-gi|1002316333|dbj|BCKW01000004.1|-processed-gene-5.45&CDS=1-285	YNL122C
1556	OG0001556	-processed-gene-5.97-mRNA-1_1&gene=genemark-gi|1002316333|dbj|BCKW01000004.1|-processed-gene-5.97&CDS=1-2955	YNL123W
1557	OG0001557	-processed-gene-5.85-mRNA-1_1&gene=genemark-gi|1002316333|dbj|BCKW01000004.1|-processed-gene-5.85&CDS=1-1293	YGR110W
1558	OG0001558	-processed-gene-5.87-mRNA-1_1&gene=genemark-gi|1002316333|dbj|BCKW01000004.1|-processed-gene-5.87&CDS=1-693	YOR283W
1559	OG0001559	-processed-gene-5.103-mRNA-1_1&gene=genemark-gi|1002316333|dbj|BCKW01000004.1|-processed-gene-5.103&CDS=1-1152	YDR346C
1560	OG0001560	-processed-gene-5.104-mRNA-1_1&gene=genemark-gi|1002316333|dbj|BCKW01000004.1|-processed-gene-5.104&CDS=1-1638	YHR009C
1561	OG0001561	-processed-gene-5.105-mRNA-1_1&gene=genemark-gi|1002316333|dbj|BCKW01000004.1|-processed-gene-5.105&CDS=1-2082	YDR398W
1562	OG0001562	-processed-gene-5.90-mRNA-1_1&gene=genemark-gi|1002316333|dbj|BCKW01000004.1|-processed-gene-5.90&CDS=1-441	YDR397C
1563	OG0001563	-processed-gene-5.53-mRNA-1_1&gene=augustus_masked-gi|1002316333|dbj|BCKW01000004.1|-processed-gene-5.53&CDS=1-3465	YFL053W
1564	OG0001564	-processed-gene-5.111-mRNA-1_1&gene=genemark-gi|1002316333|dbj|BCKW01000004.1|-processed-gene-5.111&CDS=1-2535	YGL166W
1565	OG0001565	-processed-gene-5.112-mRNA-1_1&gene=genemark-gi|1002316333|dbj|BCKW01000004.1|-processed-gene-5.112&CDS=1-1443	YMR010W
1566	OG0001566	-processed-gene-5.94-mRNA-1_1&gene=genemark-gi|1002316333|dbj|BCKW01000004.1|-processed-gene-5.94&CDS=1-1014	YKL011C
1567	OG0001567	-processed-gene-6.5-mRNA-1_1&gene=genemark-gi|1002316333|dbj|BCKW01000004.1|-processed-gene-6.5&CDS=1-837	YIL003W
1568	OG0001568	-augustus-gene-6.96-mRNA-1_1&gene=maker-gi|1002316333|dbj|BCKW01000004.1|-augustus-gene-6.96&CDS=1-987	YLR316C
1569	OG0001569	-processed-gene-6.51-mRNA-1_1&gene=snap_masked-gi|1002316333|dbj|BCKW01000004.1|-processed-gene-6.51&CDS=1-2484	YLR318W
1570	OG0001570	-processed-gene-6.29-mRNA-1_1&gene=genemark-gi|1002316333|dbj|BCKW01000004.1|-processed-gene-6.29&CDS=1-2226	YLR319C
1571	OG0001571	-processed-gene-6.10-mRNA-1_1&gene=genemark-gi|1002316333|dbj|BCKW01000004.1|-processed-gene-6.10&CDS=1-1332	YOL124C
1572	OG0001572	-processed-gene-6.11-mRNA-1_1&gene=genemark-gi|1002316333|dbj|BCKW01000004.1|-processed-gene-6.11&CDS=1-621	YGR078C
1573	OG0001573	-processed-gene-6.32-mRNA-1_1&gene=genemark-gi|1002316333|dbj|BCKW01000004.1|-processed-gene-6.32&CDS=1-927	YOL073C
1574	OG0001574	-processed-gene-6.33-mRNA-1_1&gene=genemark-gi|1002316333|dbj|BCKW01000004.1|-processed-gene-6.33&CDS=1-2364	YJR053W
1575	OG0001575	-processed-gene-6.34-mRNA-1_1&gene=genemark-gi|1002316333|dbj|BCKW01000004.1|-processed-gene-6.34&CDS=1-633	YGL020C
1576	OG0001576	-processed-gene-6.13-mRNA-1_1&gene=genemark-gi|1002316333|dbj|BCKW01000004.1|-processed-gene-6.13&CDS=1-906	YGL019W
1577	OG0001577	-processed-gene-6.35-mRNA-1_1&gene=genemark-gi|1002316333|dbj|BCKW01000004.1|-processed-gene-6.35&CDS=1-474	YOR103C
1578	OG0001578	-processed-gene-6.14-mRNA-1_1&gene=genemark-gi|1002316333|dbj|BCKW01000004.1|-processed-gene-6.14&CDS=1-645	YNL099C
1579	OG0001579	-processed-gene-6.36-mRNA-1_1&gene=genemark-gi|1002316333|dbj|BCKW01000004.1|-processed-gene-6.36&CDS=1-570	YDR231C
1580	OG0001580	-augustus-gene-6.95-mRNA-1_1&gene=maker-gi|1002316333|dbj|BCKW01000004.1|-augustus-gene-6.95&CDS=1-2655	YNL101W
1581	OG0001581	-processed-gene-6.37-mRNA-1_1&gene=genemark-gi|1002316333|dbj|BCKW01000004.1|-processed-gene-6.37&CDS=1-4590	YNL102W
1582	OG0001582	-processed-gene-6.18-mRNA-1_1&gene=genemark-gi|1002316333|dbj|BCKW01000004.1|-processed-gene-6.18&CDS=1-1230	YJR076C
1583	OG0001583	-processed-gene-6.115-mRNA-1_1&gene=augustus_masked-gi|1002316333|dbj|BCKW01000004.1|-processed-gene-6.115&CDS=1-624	YJR073C
1584	OG0001584	-processed-gene-6.38-mRNA-1_1&gene=genemark-gi|1002316333|dbj|BCKW01000004.1|-processed-gene-6.38&CDS=1-2499	YNL201C
1585	OG0001585	-processed-gene-6.39-mRNA-1_1&gene=genemark-gi|1002316333|dbj|BCKW01000004.1|-processed-gene-6.39&CDS=1-1896	YDL225W
1586	OG0001586	-processed-gene-6.20-mRNA-1_1&gene=genemark-gi|1002316333|dbj|BCKW01000004.1|-processed-gene-6.20&CDS=1-714	YNL200C
1587	OG0001587	-processed-gene-6.68-mRNA-1_1&gene=snap_masked-gi|1002316333|dbj|BCKW01000004.1|-processed-gene-6.68&CDS=1-1344	YFL037W
1588	OG0001588	-processed-gene-6.43-mRNA-1_1&gene=genemark-gi|1002316333|dbj|BCKW01000004.1|-processed-gene-6.43&CDS=1-1554	YMR131C
1589	OG0001589	-processed-gene-6.25-mRNA-1_1&gene=genemark-gi|1002316333|dbj|BCKW01000004.1|-processed-gene-6.25&CDS=1-2784	YBR055C
1590	OG0001590	-processed-gene-6.27-mRNA-1_1&gene=genemark-gi|1002316333|dbj|BCKW01000004.1|-processed-gene-6.27&CDS=1-1815	YLR116W
1591	OG0001591	-processed-gene-6.46-mRNA-1_1&gene=genemark-gi|1002316333|dbj|BCKW01000004.1|-processed-gene-6.46&CDS=1-2295	YNL247W
1592	OG0001592	-processed-gene-6.28-mRNA-1_1&gene=genemark-gi|1002316333|dbj|BCKW01000004.1|-processed-gene-6.28&CDS=1-3894	YNL250W
1593	OG0001593	-processed-gene-6.47-mRNA-1_1&gene=genemark-gi|1002316333|dbj|BCKW01000004.1|-processed-gene-6.47&CDS=1-1656	YDR527W
1594	OG0001594	-processed-gene-7.50-mRNA-1_1&gene=genemark-gi|1002316333|dbj|BCKW01000004.1|-processed-gene-7.50&CDS=1-1287	YLR027C
1595	OG0001595	-processed-gene-7.51-mRNA-1_1&gene=genemark-gi|1002316333|dbj|BCKW01000004.1|-processed-gene-7.51&CDS=1-786	YER026C
1596	OG0001596	-processed-gene-7.6-mRNA-1_1&gene=augustus_masked-gi|1002316333|dbj|BCKW01000004.1|-processed-gene-7.6&CDS=1-1068	YGR113W
1597	OG0001597	-processed-gene-7.54-mRNA-1_1&gene=genemark-gi|1002316333|dbj|BCKW01000004.1|-processed-gene-7.54&CDS=1-1152	YGR112W
1598	OG0001598	-processed-gene-7.55-mRNA-1_1&gene=genemark-gi|1002316333|dbj|BCKW01000004.1|-processed-gene-7.55&CDS=1-1581	YPL260W
1599	OG0001599	-processed-gene-7.56-mRNA-1_1&gene=genemark-gi|1002316333|dbj|BCKW01000004.1|-processed-gene-7.56&CDS=1-1125	YOR008C
1600	OG0001600	-processed-gene-7.10-mRNA-1_1&gene=augustus_masked-gi|1002316333|dbj|BCKW01000004.1|-processed-gene-7.10&CDS=1-2610	YDL178W
1601	OG0001601	-processed-gene-7.59-mRNA-1_1&gene=genemark-gi|1002316333|dbj|BCKW01000004.1|-processed-gene-7.59&CDS=1-963	YIL145C
1602	OG0001602	-processed-gene-7.61-mRNA-1_1&gene=genemark-gi|1002316333|dbj|BCKW01000004.1|-processed-gene-7.61&CDS=1-1713	YDR120C
1603	OG0001603	-processed-gene-7.83-mRNA-1_1&gene=genemark-gi|1002316333|dbj|BCKW01000004.1|-processed-gene-7.83&CDS=1-309	YLR099W-A
1604	OG0001604	-processed-gene-7.63-mRNA-1_1&gene=genemark-gi|1002316333|dbj|BCKW01000004.1|-processed-gene-7.63&CDS=1-1260	YPL123C
1605	OG0001605	-processed-gene-7.16-mRNA-1_1&gene=augustus_masked-gi|1002316333|dbj|BCKW01000004.1|-processed-gene-7.16&CDS=1-903	YOR228C
1606	OG0001606	-processed-gene-7.65-mRNA-1_1&gene=genemark-gi|1002316333|dbj|BCKW01000004.1|-processed-gene-7.65&CDS=1-714	YDR410C
1607	OG0001607	-processed-gene-7.67-mRNA-1_1&gene=genemark-gi|1002316333|dbj|BCKW01000004.1|-processed-gene-7.67&CDS=1-1080	YLR291C
1608	OG0001608	-processed-gene-7.68-mRNA-1_1&gene=genemark-gi|1002316333|dbj|BCKW01000004.1|-processed-gene-7.68&CDS=1-465	YPL170W
1609	OG0001609	-processed-gene-7.69-mRNA-1_1&gene=genemark-gi|1002316333|dbj|BCKW01000004.1|-processed-gene-7.69&CDS=1-534	YOR253W
1610	OG0001610	-processed-gene-7.88-mRNA-1_1&gene=genemark-gi|1002316333|dbj|BCKW01000004.1|-processed-gene-7.88&CDS=1-2163	YIL078W
1611	OG0001611	-processed-gene-7.75-mRNA-1_1&gene=genemark-gi|1002316333|dbj|BCKW01000004.1|-processed-gene-7.75&CDS=1-1272	YGL243W
1612	OG0001612	-processed-gene-7.92-mRNA-1_1&gene=genemark-gi|1002316333|dbj|BCKW01000004.1|-processed-gene-7.92&CDS=1-525	YGL242C
1613	OG0001613	-processed-gene-7.76-mRNA-1_1&gene=genemark-gi|1002316333|dbj|BCKW01000004.1|-processed-gene-7.76&CDS=1-2595	YER069W
1614	OG0001614	-processed-gene-7.121-mRNA-1_1&gene=snap_masked-gi|1002316333|dbj|BCKW01000004.1|-processed-gene-7.121&CDS=1-1332	YJL131C
1615	OG0001615	-processed-gene-7.28-mRNA-1_1&gene=augustus_masked-gi|1002316333|dbj|BCKW01000004.1|-processed-gene-7.28&CDS=1-1152	YBL049W
1616	OG0001616	-processed-gene-7.94-mRNA-1_1&gene=genemark-gi|1002316333|dbj|BCKW01000004.1|-processed-gene-7.94&CDS=1-1230	YFL026W
1617	OG0001617	-processed-gene-7.95-mRNA-1_1&gene=genemark-gi|1002316333|dbj|BCKW01000004.1|-processed-gene-7.95&CDS=1-2691	YNL082W
1618	OG0001618	-processed-gene-8.89-mRNA-1_1&gene=genemark-gi|1002316333|dbj|BCKW01000004.1|-processed-gene-8.89&CDS=1-3243	YFL025C
1619	OG0001619	-processed-gene-8.90-mRNA-1_1&gene=genemark-gi|1002316333|dbj|BCKW01000004.1|-processed-gene-8.90&CDS=1-1596	YIL153W
1620	OG0001620	-processed-gene-8.91-mRNA-1_1&gene=genemark-gi|1002316333|dbj|BCKW01000004.1|-processed-gene-8.91&CDS=1-651	YDL043C
1621	OG0001621	-processed-gene-8.108-mRNA-1_1&gene=genemark-gi|1002316333|dbj|BCKW01000004.1|-processed-gene-8.108&CDS=1-1383	YOL069W
1622	OG0001622	-processed-gene-8.92-mRNA-1_1&gene=genemark-gi|1002316333|dbj|BCKW01000004.1|-processed-gene-8.92&CDS=1-978	YBR228W
1623	OG0001623	-processed-gene-8.109-mRNA-1_1&gene=genemark-gi|1002316333|dbj|BCKW01000004.1|-processed-gene-8.109&CDS=1-1713	YAL058W
1624	OG0001624	-processed-gene-8.93-mRNA-1_1&gene=genemark-gi|1002316333|dbj|BCKW01000004.1|-processed-gene-8.93&CDS=1-1404	YIL033C
1625	OG0001625	-processed-gene-8.111-mRNA-1_1&gene=genemark-gi|1002316333|dbj|BCKW01000004.1|-processed-gene-8.111&CDS=1-423	YER044C
1626	OG0001626	-processed-gene-8.94-mRNA-1_1&gene=genemark-gi|1002316333|dbj|BCKW01000004.1|-processed-gene-8.94&CDS=1-855	YIL034C
1627	OG0001627	-processed-gene-8.95-mRNA-1_1&gene=genemark-gi|1002316333|dbj|BCKW01000004.1|-processed-gene-8.95&CDS=1-999	YIL035C
1628	OG0001628	-processed-gene-8.10-mRNA-1_1&gene=augustus_masked-gi|1002316333|dbj|BCKW01000004.1|-processed-gene-8.10&CDS=1-2460	YJL141C
1629	OG0001629	-processed-gene-8.98-mRNA-1_1&gene=genemark-gi|1002316333|dbj|BCKW01000004.1|-processed-gene-8.98&CDS=1-483	YJL143W
1630	OG0001630	-processed-gene-8.99-mRNA-1_1&gene=genemark-gi|1002316333|dbj|BCKW01000004.1|-processed-gene-8.99&CDS=1-567	YJL140W
1631	OG0001631	-processed-gene-8.114-mRNA-1_1&gene=genemark-gi|1002316333|dbj|BCKW01000004.1|-processed-gene-8.114&CDS=1-879	YKR060W
1632	OG0001632	-processed-gene-8.73-mRNA-1_1&gene=snap_masked-gi|1002316333|dbj|BCKW01000004.1|-processed-gene-8.73&CDS=1-3942	YGL251C
1633	OG0001633	-processed-gene-8.101-mRNA-1_1&gene=genemark-gi|1002316333|dbj|BCKW01000004.1|-processed-gene-8.101&CDS=1-1578	YGL250W
1634	OG0001634	-processed-gene-8.117-mRNA-1_1&gene=genemark-gi|1002316333|dbj|BCKW01000004.1|-processed-gene-8.117&CDS=1-366	YJL179W
1635	OG0001635	-processed-gene-8.103-mRNA-1_1&gene=genemark-gi|1002316333|dbj|BCKW01000004.1|-processed-gene-8.103&CDS=1-1296	YJL183W
1636	OG0001636	-processed-gene-8.118-mRNA-1_1&gene=genemark-gi|1002316333|dbj|BCKW01000004.1|-processed-gene-8.118&CDS=1-1113	YOL107W
1637	OG0001637	-processed-gene-8.104-mRNA-1_1&gene=genemark-gi|1002316333|dbj|BCKW01000004.1|-processed-gene-8.104&CDS=1-369	YOL108C
1638	OG0001638	-processed-gene-8.119-mRNA-1_1&gene=genemark-gi|1002316333|dbj|BCKW01000004.1|-processed-gene-8.119&CDS=1-1548	YJR122W
1639	OG0001639	-processed-gene-8.120-mRNA-1_1&gene=genemark-gi|1002316333|dbj|BCKW01000004.1|-processed-gene-8.120&CDS=1-339	YJL184W
1640	OG0001640	-processed-gene-8.106-mRNA-1_1&gene=genemark-gi|1002316333|dbj|BCKW01000004.1|-processed-gene-8.106&CDS=1-1005	YGR101W
1641	OG0001641	-processed-gene-8.107-mRNA-1_1&gene=genemark-gi|1002316333|dbj|BCKW01000004.1|-processed-gene-8.107&CDS=1-957	YFR025C
1642	OG0001642	-processed-gene-8.124-mRNA-1_1&gene=genemark-gi|1002316333|dbj|BCKW01000004.1|-processed-gene-8.124&CDS=1-957	YDR044W
1643	OG0001643	-processed-gene-8.125-mRNA-1_1&gene=genemark-gi|1002316333|dbj|BCKW01000004.1|-processed-gene-8.125&CDS=1-720	YDR043C
1644	OG0001644	-processed-gene-8.127-mRNA-1_1&gene=genemark-gi|1002316333|dbj|BCKW01000004.1|-processed-gene-8.127&CDS=1-2679	YER041W
1645	OG0001645	-processed-gene-9.44-mRNA-1_1&gene=genemark-gi|1002316333|dbj|BCKW01000004.1|-processed-gene-9.44&CDS=1-2340	YLL001W
1646	OG0001646	-processed-gene-9.45-mRNA-1_1&gene=genemark-gi|1002316333|dbj|BCKW01000004.1|-processed-gene-9.45&CDS=1-1440	YLL002W
1647	OG0001647	-processed-gene-9.46-mRNA-1_1&gene=genemark-gi|1002316333|dbj|BCKW01000004.1|-processed-gene-9.46&CDS=1-648	YJL001W
1648	OG0001648	-processed-gene-9.48-mRNA-1_1&gene=genemark-gi|1002316333|dbj|BCKW01000004.1|-processed-gene-9.48&CDS=1-3549	YNL329C
1649	OG0001649	-processed-gene-9.49-mRNA-1_1&gene=genemark-gi|1002316333|dbj|BCKW01000004.1|-processed-gene-9.49&CDS=1-1773	YPL243W
1650	OG0001650	-processed-gene-9.71-mRNA-1_1&gene=genemark-gi|1002316333|dbj|BCKW01000004.1|-processed-gene-9.71&CDS=1-822	YPL237W
1651	OG0001651	-processed-gene-9.72-mRNA-1_1&gene=genemark-gi|1002316333|dbj|BCKW01000004.1|-processed-gene-9.72&CDS=1-576	YPL239W
1652	OG0001652	-processed-gene-9.51-mRNA-1_1&gene=genemark-gi|1002316333|dbj|BCKW01000004.1|-processed-gene-9.51&CDS=1-2955	YMR185W
1653	OG0001653	-processed-gene-9.73-mRNA-1_1&gene=genemark-gi|1002316333|dbj|BCKW01000004.1|-processed-gene-9.73&CDS=1-609	YAL059W
1654	OG0001654	-augustus-gene-9.2-mRNA-1_1&gene=maker-gi|1002316333|dbj|BCKW01000004.1|-augustus-gene-9.2&CDS=1-1323	YDL205C
1655	OG0001655	-processed-gene-9.54-mRNA-1_1&gene=genemark-gi|1002316333|dbj|BCKW01000004.1|-processed-gene-9.54&CDS=1-1014	YOR079C
1656	OG0001656	-snap-gene-9.86-mRNA-1_1&gene=maker-gi|1002316333|dbj|BCKW01000004.1|-snap-gene-9.86&CDS=1-5535	YDR097C
1657	OG0001657	-processed-gene-9.58-mRNA-1_1&gene=genemark-gi|1002316333|dbj|BCKW01000004.1|-processed-gene-9.58&CDS=1-687	YHR181W
1658	OG0001658	-processed-gene-9.60-mRNA-1_1&gene=genemark-gi|1002316333|dbj|BCKW01000004.1|-processed-gene-9.60&CDS=1-2868	YER114C
1659	OG0001659	-processed-gene-9.61-mRNA-1_1&gene=genemark-gi|1002316333|dbj|BCKW01000004.1|-processed-gene-9.61&CDS=1-2130	YHR074W
1660	OG0001660	-processed-gene-9.80-mRNA-1_1&gene=genemark-gi|1002316333|dbj|BCKW01000004.1|-processed-gene-9.80&CDS=1-1320	YHR075C
1661	OG0001661	-processed-gene-9.63-mRNA-1_1&gene=genemark-gi|1002316333|dbj|BCKW01000004.1|-processed-gene-9.63&CDS=1-5286	YJL039C
1662	OG0001662	-processed-gene-9.65-mRNA-1_1&gene=genemark-gi|1002316333|dbj|BCKW01000004.1|-processed-gene-9.65&CDS=1-867	YBR039W
1663	OG0001663	-processed-gene-9.82-mRNA-1_1&gene=genemark-gi|1002316333|dbj|BCKW01000004.1|-processed-gene-9.82&CDS=1-1815	YBR045C
1664	OG0001664	-processed-gene-9.66-mRNA-1_1&gene=genemark-gi|1002316333|dbj|BCKW01000004.1|-processed-gene-9.66&CDS=1-1386	YDR023W
1665	OG0001665	-processed-gene-9.83-mRNA-1_1&gene=genemark-gi|1002316333|dbj|BCKW01000004.1|-processed-gene-9.83&CDS=1-1293	YDR021W
1666	OG0001666	-snap-gene-9.87-mRNA-1_1&gene=maker-gi|1002316333|dbj|BCKW01000004.1|-snap-gene-9.87&CDS=1-2112	YDR371W
1667	OG0001667	-processed-gene-10.92-mRNA-1_1&gene=genemark-gi|1002316333|dbj|BCKW01000004.1|-processed-gene-10.92&CDS=1-735	YGR001C
1668	OG0001668	-processed-gene-10.89-mRNA-1_1&gene=genemark-gi|1002316333|dbj|BCKW01000004.1|-processed-gene-10.89&CDS=1-1698	YML127W
1669	OG0001669	-processed-gene-10.94-mRNA-1_1&gene=genemark-gi|1002316333|dbj|BCKW01000004.1|-processed-gene-10.94&CDS=1-465	YML094W
1670	OG0001670	-processed-gene-10.90-mRNA-1_1&gene=genemark-gi|1002316333|dbj|BCKW01000004.1|-processed-gene-10.90&CDS=1-963	YML095C
1671	OG0001671	-processed-gene-10.91-mRNA-1_1&gene=genemark-gi|1002316333|dbj|BCKW01000004.1|-processed-gene-10.91&CDS=1-1641	YML086C
1672	OG0001672	-processed-gene-10.96-mRNA-1_1&gene=genemark-gi|1002316333|dbj|BCKW01000004.1|-processed-gene-10.96&CDS=1-921	YML125C
1673	OG0001673	-processed-gene-10.116-mRNA-1_1&gene=genemark-gi|1002316333|dbj|BCKW01000004.1|-processed-gene-10.116&CDS=1-1929	YOR273C
1674	OG0001674	-processed-gene-10.97-mRNA-1_1&gene=genemark-gi|1002316333|dbj|BCKW01000004.1|-processed-gene-10.97&CDS=1-912	YMR079W
1675	OG0001675	-processed-gene-10.98-mRNA-1_1&gene=genemark-gi|1002316333|dbj|BCKW01000004.1|-processed-gene-10.98&CDS=1-3108	YKL092C
1676	OG0001676	-processed-gene-10.100-mRNA-1_1&gene=genemark-gi|1002316333|dbj|BCKW01000004.1|-processed-gene-10.100&CDS=1-639	YOR125C
1677	OG0001677	-processed-gene-10.121-mRNA-1_1&gene=genemark-gi|1002316333|dbj|BCKW01000004.1|-processed-gene-10.121&CDS=1-576	YDR373W
1678	OG0001678	-processed-gene-10.122-mRNA-1_1&gene=genemark-gi|1002316333|dbj|BCKW01000004.1|-processed-gene-10.122&CDS=1-1398	YKL175W
1679	OG0001679	-processed-gene-10.124-mRNA-1_1&gene=genemark-gi|1002316333|dbj|BCKW01000004.1|-processed-gene-10.124&CDS=1-2913	YOR160W
1680	OG0001680	-processed-gene-10.11-mRNA-1_1&gene=augustus_masked-gi|1002316333|dbj|BCKW01000004.1|-processed-gene-10.11&CDS=1-264	YOR159C
1681	OG0001681	-processed-gene-10.125-mRNA-1_1&gene=genemark-gi|1002316333|dbj|BCKW01000004.1|-processed-gene-10.125&CDS=1-1533	YOR161C
1682	OG0001682	-processed-gene-10.101-mRNA-1_1&gene=genemark-gi|1002316333|dbj|BCKW01000004.1|-processed-gene-10.101&CDS=1-1923	YDR338C
1683	OG0001683	-processed-gene-10.102-mRNA-1_1&gene=genemark-gi|1002316333|dbj|BCKW01000004.1|-processed-gene-10.102&CDS=1-3906	YDR027C
1684	OG0001684	-processed-gene-10.103-mRNA-1_1&gene=genemark-gi|1002316333|dbj|BCKW01000004.1|-processed-gene-10.103&CDS=1-1866	YLL007C
1685	OG0001685	-processed-gene-10.127-mRNA-1_1&gene=genemark-gi|1002316333|dbj|BCKW01000004.1|-processed-gene-10.127&CDS=1-2274	YLL008W
1686	OG0001686	-processed-gene-10.104-mRNA-1_1&gene=genemark-gi|1002316333|dbj|BCKW01000004.1|-processed-gene-10.104&CDS=1-2004	YJL034W
1687	OG0001687	-processed-gene-10.106-mRNA-1_1&gene=genemark-gi|1002316333|dbj|BCKW01000004.1|-processed-gene-10.106&CDS=1-2061	YNR063W
1688	OG0001688	-processed-gene-10.107-mRNA-1_1&gene=genemark-gi|1002316333|dbj|BCKW01000004.1|-processed-gene-10.107&CDS=1-2214	YDR324C
1689	OG0001689	-processed-gene-10.109-mRNA-1_1&gene=genemark-gi|1002316333|dbj|BCKW01000004.1|-processed-gene-10.109&CDS=1-1578	YBL029W
1690	OG0001690	-processed-gene-11.49-mRNA-1_1&gene=augustus_masked-gi|1002316333|dbj|BCKW01000004.1|-processed-gene-11.49&CDS=1-1260	YHL004W
1691	OG0001691	-processed-gene-11.1-mRNA-1_1&gene=genemark-gi|1002316333|dbj|BCKW01000004.1|-processed-gene-11.1&CDS=1-1725	YNL073W
1692	OG0001692	-processed-gene-11.3-mRNA-1_1&gene=genemark-gi|1002316333|dbj|BCKW01000004.1|-processed-gene-11.3&CDS=1-699	YER004W
1693	OG0001693	-processed-gene-11.5-mRNA-1_1&gene=genemark-gi|1002316333|dbj|BCKW01000004.1|-processed-gene-11.5&CDS=1-2337	YDL060W
1694	OG0001694	-processed-gene-11.6-mRNA-1_1&gene=genemark-gi|1002316333|dbj|BCKW01000004.1|-processed-gene-11.6&CDS=1-1359	YLR387C
1695	OG0001695	-snap-gene-11.45-mRNA-1_1&gene=maker-gi|1002316333|dbj|BCKW01000004.1|-snap-gene-11.45&CDS=1-3324	YLR386W
