	OrthologID	Saccharomyces_cerevisiae	yHAB166_Kazachstania_yakushimaensis
1576	OG0001576	YGL127C	maker-scf7180000044600-augustus-gene-0.24-mRNA-1_1&gene=maker-scf7180000044600-augustus-gene-0.24&CDS=1-288
1577	OG0001577	YGL129C	maker-scf7180000044575-augustus-gene-0.92-mRNA-1_1&gene=maker-scf7180000044575-augustus-gene-0.92&CDS=1-2451
1578	OG0001578	YGL130W	augustus_masked-scf7180000044575-processed-gene-0.130-mRNA-1_1&gene=augustus_masked-scf7180000044575-processed-gene-0.130&CDS=1-1374
1579	OG0001579	YGL131C	augustus_masked-scf7180000044575-processed-gene-0.111-mRNA-1_1&gene=augustus_masked-scf7180000044575-processed-gene-0.111&CDS=1-4293
1580	OG0001580	YGL133W	augustus_masked-scf7180000044575-processed-gene-0.131-mRNA-1_1&gene=augustus_masked-scf7180000044575-processed-gene-0.131&CDS=1-3792
1581	OG0001581	YGL134W	augustus_masked-scf7180000044575-processed-gene-0.132-mRNA-1_1&gene=augustus_masked-scf7180000044575-processed-gene-0.132&CDS=1-1302
1582	OG0001582	YGL136C	augustus_masked-scf7180000044575-processed-gene-0.112-mRNA-1_1&gene=augustus_masked-scf7180000044575-processed-gene-0.112&CDS=1-990
1583	OG0001583	YGL137W	augustus_masked-scf7180000044575-processed-gene-0.133-mRNA-1_1&gene=augustus_masked-scf7180000044575-processed-gene-0.133&CDS=1-2667
1584	OG0001584	YGL138C	augustus_masked-scf7180000044575-processed-gene-0.113-mRNA-1_1&gene=augustus_masked-scf7180000044575-processed-gene-0.113&CDS=1-744
1585	OG0001585	YGL144C	augustus_masked-scf7180000044597-processed-gene-1.56-mRNA-1_1&gene=augustus_masked-scf7180000044597-processed-gene-1.56&CDS=1-4728
1586	OG0001586	YGL145W	augustus_masked-scf7180000044597-processed-gene-1.27-mRNA-1_1&gene=augustus_masked-scf7180000044597-processed-gene-1.27&CDS=1-2007
1587	OG0001587	YGL148W	augustus_masked-scf7180000044597-processed-gene-1.26-mRNA-1_1&gene=augustus_masked-scf7180000044597-processed-gene-1.26&CDS=1-1131
1588	OG0001588	YGL150C	augustus_masked-scf7180000044597-processed-gene-1.53-mRNA-1_1&gene=augustus_masked-scf7180000044597-processed-gene-1.53&CDS=1-4488
1589	OG0001589	YGL151W	snap_masked-scf7180000044597-processed-gene-1.161-mRNA-1_1&gene=snap_masked-scf7180000044597-processed-gene-1.161&CDS=1-4926
1590	OG0001590	YGL154C	augustus_masked-scf7180000044597-processed-gene-1.52-mRNA-1_1&gene=augustus_masked-scf7180000044597-processed-gene-1.52&CDS=1-774
1591	OG0001591	YGL156W	augustus_masked-scf7180000044597-processed-gene-1.23-mRNA-1_1&gene=augustus_masked-scf7180000044597-processed-gene-1.23&CDS=1-4209
1592	OG0001592	YGL161C	augustus_masked-scf7180000044559-processed-gene-0.51-mRNA-1_1&gene=augustus_masked-scf7180000044559-processed-gene-0.51&CDS=1-996
1593	OG0001593	YGL163C	snap_masked-scf7180000044559-processed-gene-0.14-mRNA-1_1&gene=snap_masked-scf7180000044559-processed-gene-0.14&CDS=1-4044
1594	OG0001594	YGL166W	augustus_masked-scf7180000044559-processed-gene-0.43-mRNA-1_1&gene=augustus_masked-scf7180000044559-processed-gene-0.43&CDS=1-915
1595	OG0001595	YGL167C	genemark-scf7180000044616-processed-gene-0.65-mRNA-1_1&gene=genemark-scf7180000044616-processed-gene-0.65&CDS=1-2835
1596	OG0001596	YGL169W	augustus_masked-scf7180000044616-processed-gene-0.38-mRNA-1_1&gene=augustus_masked-scf7180000044616-processed-gene-0.38&CDS=1-1323
1597	OG0001597	YGL172W	augustus_masked-scf7180000044596-processed-gene-1.13-mRNA-1_1&gene=augustus_masked-scf7180000044596-processed-gene-1.13&CDS=1-1446
1598	OG0001598	YGL173C	augustus_masked-scf7180000044596-processed-gene-1.27-mRNA-1_1&gene=augustus_masked-scf7180000044596-processed-gene-1.27&CDS=1-4827
1599	OG0001599	YGL174W	augustus_masked-scf7180000044596-processed-gene-1.12-mRNA-1_1&gene=augustus_masked-scf7180000044596-processed-gene-1.12&CDS=1-750
1600	OG0001600	YGL175C	augustus_masked-scf7180000044596-processed-gene-1.26-mRNA-1_1&gene=augustus_masked-scf7180000044596-processed-gene-1.26&CDS=1-2649
1601	OG0001601	YGL178W	augustus_masked-scf7180000044596-processed-gene-1.11-mRNA-1_1&gene=augustus_masked-scf7180000044596-processed-gene-1.11&CDS=1-2709
1602	OG0001602	YGL180W	genemark-scf7180000044596-processed-gene-1.47-mRNA-1_1&gene=genemark-scf7180000044596-processed-gene-1.47&CDS=1-2829
1603	OG0001603	YGL181W	genemark-scf7180000044596-processed-gene-1.46-mRNA-1_1&gene=genemark-scf7180000044596-processed-gene-1.46&CDS=1-1101
1604	OG0001604	YGL183C	snap_masked-scf7180000044596-processed-gene-1.111-mRNA-1_1&gene=snap_masked-scf7180000044596-processed-gene-1.111&CDS=1-621
1605	OG0001605	YGL185C	genemark-scf7180000044596-processed-gene-1.65-mRNA-1_1&gene=genemark-scf7180000044596-processed-gene-1.65&CDS=1-1140
1606	OG0001606	YGL186C	maker-scf7180000044596-augustus-gene-1.123-mRNA-1_1&gene=maker-scf7180000044596-augustus-gene-1.123&CDS=1-1695
1607	OG0001607	YGL190C	maker-scf7180000044596-snap-gene-1.34-mRNA-1_1&gene=maker-scf7180000044596-snap-gene-1.34&CDS=1-2079
1608	OG0001608	YGL192W	maker-scf7180000044596-augustus-gene-1.121-mRNA-1_1&gene=maker-scf7180000044596-augustus-gene-1.121&CDS=1-1986
1609	OG0001609	YGL194C	augustus_masked-scf7180000044596-processed-gene-1.22-mRNA-1_1&gene=augustus_masked-scf7180000044596-processed-gene-1.22&CDS=1-1371
1610	OG0001610	YGL195W	augustus_masked-scf7180000044596-processed-gene-1.6-mRNA-1_1&gene=augustus_masked-scf7180000044596-processed-gene-1.6&CDS=1-8004
1611	OG0001611	YGL197W	augustus_masked-scf7180000044596-processed-gene-1.5-mRNA-1_1&gene=augustus_masked-scf7180000044596-processed-gene-1.5&CDS=1-4497
1612	OG0001612	YGL198W	augustus_masked-scf7180000044596-processed-gene-1.4-mRNA-1_1&gene=augustus_masked-scf7180000044596-processed-gene-1.4&CDS=1-894
1613	OG0001613	YGL200C	augustus_masked-scf7180000044596-processed-gene-1.21-mRNA-1_1&gene=augustus_masked-scf7180000044596-processed-gene-1.21&CDS=1-609
1614	OG0001614	YGL201C	augustus_masked-scf7180000044644-processed-gene-3.36-mRNA-1_1&gene=augustus_masked-scf7180000044644-processed-gene-3.36&CDS=1-3024
1615	OG0001615	YGL202W	augustus_masked-scf7180000044644-processed-gene-3.55-mRNA-1_1&gene=augustus_masked-scf7180000044644-processed-gene-3.55&CDS=1-1488
1616	OG0001616	YGL203C	augustus_masked-scf7180000044644-processed-gene-3.37-mRNA-1_1&gene=augustus_masked-scf7180000044644-processed-gene-3.37&CDS=1-2112
1617	OG0001617	YGL205W	augustus_masked-scf7180000044644-processed-gene-3.60-mRNA-1_1&gene=augustus_masked-scf7180000044644-processed-gene-3.60&CDS=1-3111
1618	OG0001618	YGL206C	augustus_masked-scf7180000044644-processed-gene-3.38-mRNA-1_1&gene=augustus_masked-scf7180000044644-processed-gene-3.38&CDS=1-4965
1619	OG0001619	YGL207W	augustus_masked-scf7180000044644-processed-gene-3.61-mRNA-1_1&gene=augustus_masked-scf7180000044644-processed-gene-3.61&CDS=1-3048
1620	OG0001620	YGL209W	augustus_masked-scf7180000044644-processed-gene-3.62-mRNA-1_1&gene=augustus_masked-scf7180000044644-processed-gene-3.62&CDS=1-1866
1621	OG0001621	YGL210W	augustus_masked-scf7180000044568-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-scf7180000044568-processed-gene-0.2&CDS=1-672
1622	OG0001622	YGL211W	snap_masked-scf7180000044568-processed-gene-0.6-mRNA-1_1&gene=snap_masked-scf7180000044568-processed-gene-0.6&CDS=1-1113
1623	OG0001623	YGL212W	snap_masked-scf7180000044568-processed-gene-0.5-mRNA-1_1&gene=snap_masked-scf7180000044568-processed-gene-0.5&CDS=1-1062
1624	OG0001624	YGL213C	augustus_masked-scf7180000044568-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-scf7180000044568-processed-gene-0.3&CDS=1-1299
1625	OG0001625	YGL215W	augustus_masked-scf7180000044568-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-scf7180000044568-processed-gene-0.0&CDS=1-1668
1626	OG0001626	YGL216W	augustus_masked-scf7180000044595-processed-gene-0.16-mRNA-1_1&gene=augustus_masked-scf7180000044595-processed-gene-0.16&CDS=1-2430
1627	OG0001627	YGL219C	augustus_masked-scf7180000044595-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-scf7180000044595-processed-gene-0.0&CDS=1-2016
1628	OG0001628	YGL221C	genemark-scf7180000044595-processed-gene-0.80-mRNA-1_1&gene=genemark-scf7180000044595-processed-gene-0.80&CDS=1-885
1629	OG0001629	YGL223C	snap_masked-scf7180000044595-processed-gene-0.38-mRNA-1_1&gene=snap_masked-scf7180000044595-processed-gene-0.38&CDS=1-1317
1630	OG0001630	YGL224C	snap_masked-scf7180000044595-processed-gene-0.39-mRNA-1_1&gene=snap_masked-scf7180000044595-processed-gene-0.39&CDS=1-849
1631	OG0001631	YGL225W	augustus_masked-scf7180000044595-processed-gene-0.19-mRNA-1_1&gene=augustus_masked-scf7180000044595-processed-gene-0.19&CDS=1-996
1632	OG0001632	YGL226C-A	snap_masked-scf7180000044595-processed-gene-0.40-mRNA-1_1&gene=snap_masked-scf7180000044595-processed-gene-0.40&CDS=1-261
1633	OG0001633	YGL227W	genemark-scf7180000044595-processed-gene-0.103-mRNA-1_1&gene=genemark-scf7180000044595-processed-gene-0.103&CDS=1-3111
1634	OG0001634	YGL228W	snap_masked-scf7180000044595-processed-gene-0.61-mRNA-1_1&gene=snap_masked-scf7180000044595-processed-gene-0.61&CDS=1-2112
1635	OG0001635	YGL231C	augustus_masked-scf7180000044595-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-scf7180000044595-processed-gene-0.4&CDS=1-573
1636	OG0001636	YGL233W	augustus_masked-scf7180000044595-processed-gene-0.22-mRNA-1_1&gene=augustus_masked-scf7180000044595-processed-gene-0.22&CDS=1-3447
1637	OG0001637	YGL234W	augustus_masked-scf7180000044595-processed-gene-0.23-mRNA-1_1&gene=augustus_masked-scf7180000044595-processed-gene-0.23&CDS=1-2376
1638	OG0001638	YGL236C	augustus_masked-scf7180000044595-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-scf7180000044595-processed-gene-0.5&CDS=1-1941
1639	OG0001639	YGL237C	augustus_masked-scf7180000044597-processed-gene-0.71-mRNA-1_1&gene=augustus_masked-scf7180000044597-processed-gene-0.71&CDS=1-1302
1640	OG0001640	YGL238W	augustus_masked-scf7180000044597-processed-gene-0.56-mRNA-1_1&gene=augustus_masked-scf7180000044597-processed-gene-0.56&CDS=1-2877
1641	OG0001641	YGL241W	maker-scf7180000044648-augustus-gene-4.87-mRNA-1_1&gene=maker-scf7180000044648-augustus-gene-4.87&CDS=1-3006
1642	OG0001642	YGL242C	augustus_masked-scf7180000044648-processed-gene-4.200-mRNA-1_1&gene=augustus_masked-scf7180000044648-processed-gene-4.200&CDS=1-519
1643	OG0001643	YGL243W	augustus_masked-scf7180000044597-processed-gene-0.55-mRNA-1_1&gene=augustus_masked-scf7180000044597-processed-gene-0.55&CDS=1-2019
1644	OG0001644	YGL244W	augustus_masked-scf7180000044597-processed-gene-0.54-mRNA-1_1&gene=augustus_masked-scf7180000044597-processed-gene-0.54&CDS=1-1773
1645	OG0001645	YGL245W	augustus_masked-scf7180000044597-processed-gene-0.53-mRNA-1_1&gene=augustus_masked-scf7180000044597-processed-gene-0.53&CDS=1-2124
1646	OG0001646	YGL246C	augustus_masked-scf7180000044597-processed-gene-0.70-mRNA-1_1&gene=augustus_masked-scf7180000044597-processed-gene-0.70&CDS=1-753
1647	OG0001647	YGL247W	snap_masked-scf7180000044648-processed-gene-4.74-mRNA-1_1&gene=snap_masked-scf7180000044648-processed-gene-4.74&CDS=1-501
1648	OG0001648	YGL248W	snap_masked-scf7180000044597-processed-gene-0.92-mRNA-1_1&gene=snap_masked-scf7180000044597-processed-gene-0.92&CDS=1-1329
1649	OG0001649	YGL249W	snap_masked-scf7180000044597-processed-gene-0.90-mRNA-1_1&gene=snap_masked-scf7180000044597-processed-gene-0.90&CDS=1-2121
1650	OG0001650	YGL250W	genemark-scf7180000044597-processed-gene-0.5-mRNA-1_1&gene=genemark-scf7180000044597-processed-gene-0.5&CDS=1-912
1651	OG0001651	YGL251C	augustus_masked-scf7180000044597-processed-gene-0.69-mRNA-1_1&gene=augustus_masked-scf7180000044597-processed-gene-0.69&CDS=1-3726
1652	OG0001652	YGL252C	maker-scf7180000044648-snap-gene-4.241-mRNA-1_1&gene=maker-scf7180000044648-snap-gene-4.241&CDS=1-1902
1653	OG0001653	YGL254W	augustus_masked-scf7180000044597-processed-gene-0.49-mRNA-1_1&gene=augustus_masked-scf7180000044597-processed-gene-0.49&CDS=1-1374
1654	OG0001654	YGL262W	snap_masked-scf7180000044579-processed-gene-0.91-mRNA-1_1&gene=snap_masked-scf7180000044579-processed-gene-0.91&CDS=1-279
1655	OG0001655	YGR002C	augustus_masked-scf7180000044616-processed-gene-0.47-mRNA-1_1&gene=augustus_masked-scf7180000044616-processed-gene-0.47&CDS=1-1596
1656	OG0001656	YGR005C	snap_masked-scf7180000044616-processed-gene-0.170-mRNA-1_1&gene=snap_masked-scf7180000044616-processed-gene-0.170&CDS=1-1080
1657	OG0001657	YGR006W	snap_masked-scf7180000044616-processed-gene-0.145-mRNA-1_1&gene=snap_masked-scf7180000044616-processed-gene-0.145&CDS=1-453
1658	OG0001658	YGR007W	augustus_masked-scf7180000044648-processed-gene-3.134-mRNA-1_1&gene=augustus_masked-scf7180000044648-processed-gene-3.134&CDS=1-963
1659	OG0001659	YGR009C	augustus_masked-scf7180000044631-processed-gene-1.148-mRNA-1_1&gene=augustus_masked-scf7180000044631-processed-gene-1.148&CDS=1-2280
1660	OG0001660	YGR012W	augustus_masked-scf7180000044631-processed-gene-1.181-mRNA-1_1&gene=augustus_masked-scf7180000044631-processed-gene-1.181&CDS=1-1158
1661	OG0001661	YGR013W	snap_masked-scf7180000044611-processed-gene-2.123-mRNA-1_1&gene=snap_masked-scf7180000044611-processed-gene-2.123&CDS=1-1539
1662	OG0001662	YGR015C	augustus_masked-scf7180000044631-processed-gene-1.154-mRNA-1_1&gene=augustus_masked-scf7180000044631-processed-gene-1.154&CDS=1-843
1663	OG0001663	YGR017W	augustus_masked-scf7180000044631-processed-gene-1.172-mRNA-1_1&gene=augustus_masked-scf7180000044631-processed-gene-1.172&CDS=1-759
1664	OG0001664	YGR019W	augustus_masked-scf7180000044631-processed-gene-1.171-mRNA-1_1&gene=augustus_masked-scf7180000044631-processed-gene-1.171&CDS=1-1371
1665	OG0001665	YGR020C	augustus_masked-scf7180000044631-processed-gene-1.143-mRNA-1_1&gene=augustus_masked-scf7180000044631-processed-gene-1.143&CDS=1-354
1666	OG0001666	YGR024C	augustus_masked-scf7180000044631-processed-gene-1.142-mRNA-1_1&gene=augustus_masked-scf7180000044631-processed-gene-1.142&CDS=1-711
1667	OG0001667	YGR026W	genemark-scf7180000044631-processed-gene-1.107-mRNA-1_1&gene=genemark-scf7180000044631-processed-gene-1.107&CDS=1-819
1668	OG0001668	YGR028W	augustus_masked-scf7180000044631-processed-gene-1.168-mRNA-1_1&gene=augustus_masked-scf7180000044631-processed-gene-1.168&CDS=1-1038
1669	OG0001669	YGR029W	augustus_masked-scf7180000044631-processed-gene-1.167-mRNA-1_1&gene=augustus_masked-scf7180000044631-processed-gene-1.167&CDS=1-576
1670	OG0001670	YGR030C	snap_masked-scf7180000044631-processed-gene-1.10-mRNA-1_1&gene=snap_masked-scf7180000044631-processed-gene-1.10&CDS=1-453
1671	OG0001671	YGR031W	snap_masked-scf7180000044631-processed-gene-1.37-mRNA-1_1&gene=snap_masked-scf7180000044631-processed-gene-1.37&CDS=1-822
1672	OG0001672	YGR033C	augustus_masked-scf7180000044631-processed-gene-1.139-mRNA-1_1&gene=augustus_masked-scf7180000044631-processed-gene-1.139&CDS=1-807
1673	OG0001673	YGR036C	snap_masked-scf7180000044631-processed-gene-1.9-mRNA-1_1&gene=snap_masked-scf7180000044631-processed-gene-1.9&CDS=1-435
1674	OG0001674	YGR037C	snap_masked-scf7180000044631-processed-gene-1.8-mRNA-1_1&gene=snap_masked-scf7180000044631-processed-gene-1.8&CDS=1-273
1675	OG0001675	YGR040W	augustus_masked-scf7180000044631-processed-gene-1.163-mRNA-1_1&gene=augustus_masked-scf7180000044631-processed-gene-1.163&CDS=1-1116
1676	OG0001676	YGR042W	snap_masked-scf7180000044631-processed-gene-1.31-mRNA-1_1&gene=snap_masked-scf7180000044631-processed-gene-1.31&CDS=1-1077
1677	OG0001677	YGR044C	augustus_masked-scf7180000044631-processed-gene-1.136-mRNA-1_1&gene=augustus_masked-scf7180000044631-processed-gene-1.136&CDS=1-2109
1678	OG0001678	YGR046W	augustus_masked-scf7180000044638-processed-gene-1.210-mRNA-1_1&gene=augustus_masked-scf7180000044638-processed-gene-1.210&CDS=1-930
1679	OG0001679	YGR047C	augustus_masked-scf7180000044637-processed-gene-0.21-mRNA-1_1&gene=augustus_masked-scf7180000044637-processed-gene-0.21&CDS=1-3150
1680	OG0001680	YGR048W	augustus_masked-scf7180000044637-processed-gene-0.15-mRNA-1_1&gene=augustus_masked-scf7180000044637-processed-gene-0.15&CDS=1-1071
1681	OG0001681	YGR052W	augustus_masked-scf7180000044631-processed-gene-1.160-mRNA-1_1&gene=augustus_masked-scf7180000044631-processed-gene-1.160&CDS=1-1389
1682	OG0001682	YGR054W	augustus_masked-scf7180000044611-processed-gene-3.5-mRNA-1_1&gene=augustus_masked-scf7180000044611-processed-gene-3.5&CDS=1-1986
1683	OG0001683	YGR055W	maker-scf7180000044631-snap-gene-1.129-mRNA-1_1&gene=maker-scf7180000044631-snap-gene-1.129&CDS=1-4866
1684	OG0001684	YGR057C	augustus_masked-scf7180000044631-processed-gene-1.131-mRNA-1_1&gene=augustus_masked-scf7180000044631-processed-gene-1.131&CDS=1-723
1685	OG0001685	YGR058W	genemark-scf7180000044631-processed-gene-1.70-mRNA-1_1&gene=genemark-scf7180000044631-processed-gene-1.70&CDS=1-975
1686	OG0001686	YGR060W	augustus_masked-scf7180000044631-processed-gene-1.132-mRNA-1_1&gene=augustus_masked-scf7180000044631-processed-gene-1.132&CDS=1-927
1687	OG0001687	YGR061C	augustus_masked-scf7180000044631-processed-gene-0.95-mRNA-1_1&gene=augustus_masked-scf7180000044631-processed-gene-0.95&CDS=1-4065
1688	OG0001688	YGR065C	maker-scf7180000044631-augustus-gene-0.75-mRNA-1_1&gene=maker-scf7180000044631-augustus-gene-0.75&CDS=1-2742
1689	OG0001689	YGR067C	maker-scf7180000044631-snap-gene-0.115-mRNA-1_1&gene=maker-scf7180000044631-snap-gene-0.115&CDS=1-4137
1690	OG0001690	YGR072W	snap_masked-scf7180000044570-processed-gene-0.41-mRNA-1_1&gene=snap_masked-scf7180000044570-processed-gene-0.41&CDS=1-1224
1691	OG0001691	YGR074W	augustus_masked-scf7180000044574-processed-gene-0.90-mRNA-1_1&gene=augustus_masked-scf7180000044574-processed-gene-0.90&CDS=1-351
1692	OG0001692	YGR075C	genemark-scf7180000044570-processed-gene-0.22-mRNA-1_1&gene=genemark-scf7180000044570-processed-gene-0.22&CDS=1-708
1693	OG0001693	YGR078C	augustus_masked-scf7180000044574-processed-gene-0.99-mRNA-1_1&gene=augustus_masked-scf7180000044574-processed-gene-0.99&CDS=1-945
1694	OG0001694	YGR080W	augustus_masked-scf7180000044644-processed-gene-3.13-mRNA-1_1&gene=augustus_masked-scf7180000044644-processed-gene-3.13&CDS=1-1008
1695	OG0001695	YGR081C	augustus_masked-scf7180000044644-processed-gene-3.39-mRNA-1_1&gene=augustus_masked-scf7180000044644-processed-gene-3.39&CDS=1-618
1696	OG0001696	YGR083C	snap_masked-scf7180000044644-processed-gene-3.174-mRNA-1_1&gene=snap_masked-scf7180000044644-processed-gene-3.174&CDS=1-2076
1697	OG0001697	YGR084C	snap_masked-scf7180000044644-processed-gene-3.175-mRNA-1_1&gene=snap_masked-scf7180000044644-processed-gene-3.175&CDS=1-1038
1698	OG0001698	YGR086C	augustus_masked-scf7180000044644-processed-gene-3.41-mRNA-1_1&gene=augustus_masked-scf7180000044644-processed-gene-3.41&CDS=1-1017
1699	OG0001699	YGR089W	augustus_masked-scf7180000044644-processed-gene-3.14-mRNA-1_1&gene=augustus_masked-scf7180000044644-processed-gene-3.14&CDS=1-3153
1700	OG0001700	YGR090W	augustus_masked-scf7180000044644-processed-gene-3.15-mRNA-1_1&gene=augustus_masked-scf7180000044644-processed-gene-3.15&CDS=1-5115
1701	OG0001701	YGR093W	augustus_masked-scf7180000044644-processed-gene-3.17-mRNA-1_1&gene=augustus_masked-scf7180000044644-processed-gene-3.17&CDS=1-1557
1702	OG0001702	YGR094W	genemark-scf7180000044623-processed-gene-0.137-mRNA-1_1&gene=genemark-scf7180000044623-processed-gene-0.137&CDS=1-3789
1703	OG0001703	YGR095C	augustus_masked-scf7180000044644-processed-gene-3.42-mRNA-1_1&gene=augustus_masked-scf7180000044644-processed-gene-3.42&CDS=1-660
1704	OG0001704	YGR096W	maker-scf7180000044644-snap-gene-3.0-mRNA-1_1&gene=maker-scf7180000044644-snap-gene-3.0&CDS=1-1092
1705	OG0001705	YGR097W	augustus_masked-scf7180000044644-processed-gene-3.19-mRNA-1_1&gene=augustus_masked-scf7180000044644-processed-gene-3.19&CDS=1-3603
1706	OG0001706	YGR098C	snap_masked-scf7180000044644-processed-gene-3.178-mRNA-1_1&gene=snap_masked-scf7180000044644-processed-gene-3.178&CDS=1-4860
1707	OG0001707	YGR099W	snap_masked-scf7180000044644-processed-gene-3.150-mRNA-1_1&gene=snap_masked-scf7180000044644-processed-gene-3.150&CDS=1-1872
1708	OG0001708	YGR100W	genemark-scf7180000044644-processed-gene-3.87-mRNA-1_1&gene=genemark-scf7180000044644-processed-gene-3.87&CDS=1-3819
1709	OG0001709	YGR102C	augustus_masked-scf7180000044644-processed-gene-3.44-mRNA-1_1&gene=augustus_masked-scf7180000044644-processed-gene-3.44&CDS=1-228
1710	OG0001710	YGR103W	augustus_masked-scf7180000044644-processed-gene-3.22-mRNA-1_1&gene=augustus_masked-scf7180000044644-processed-gene-3.22&CDS=1-1797
1711	OG0001711	YGR104C	augustus_masked-scf7180000044644-processed-gene-3.45-mRNA-1_1&gene=augustus_masked-scf7180000044644-processed-gene-3.45&CDS=1-1107
1712	OG0001712	YGR105W	augustus_masked-scf7180000044644-processed-gene-3.23-mRNA-1_1&gene=augustus_masked-scf7180000044644-processed-gene-3.23&CDS=1-234
1713	OG0001713	YGR106C	augustus_masked-scf7180000044644-processed-gene-3.46-mRNA-1_1&gene=augustus_masked-scf7180000044644-processed-gene-3.46&CDS=1-825
1714	OG0001714	YGR110W	augustus_masked-scf7180000044644-processed-gene-3.48-mRNA-1_1&gene=augustus_masked-scf7180000044644-processed-gene-3.48&CDS=1-1311
1715	OG0001715	YGR111W	augustus_masked-scf7180000044644-processed-gene-3.25-mRNA-1_1&gene=augustus_masked-scf7180000044644-processed-gene-3.25&CDS=1-4122
1716	OG0001716	YGR116W	augustus_masked-scf7180000044623-processed-gene-0.171-mRNA-1_1&gene=augustus_masked-scf7180000044623-processed-gene-0.171&CDS=1-5646
1717	OG0001717	YGR119C	augustus_masked-scf7180000044623-processed-gene-0.166-mRNA-1_1&gene=augustus_masked-scf7180000044623-processed-gene-0.166&CDS=1-1623
1718	OG0001718	YGR120C	augustus_masked-scf7180000044644-processed-gene-3.50-mRNA-1_1&gene=augustus_masked-scf7180000044644-processed-gene-3.50&CDS=1-795
1719	OG0001719	YGR122W	augustus_masked-scf7180000044644-processed-gene-3.27-mRNA-1_1&gene=augustus_masked-scf7180000044644-processed-gene-3.27&CDS=1-1230
1720	OG0001720	YGR123C	augustus_masked-scf7180000044623-processed-gene-0.163-mRNA-1_1&gene=augustus_masked-scf7180000044623-processed-gene-0.163&CDS=1-1536
1721	OG0001721	YGR125W	maker-scf7180000044644-augustus-gene-3.199-mRNA-1_1&gene=maker-scf7180000044644-augustus-gene-3.199&CDS=1-3834
1722	OG0001722	YGR127W	augustus_masked-scf7180000044644-processed-gene-3.29-mRNA-1_1&gene=augustus_masked-scf7180000044644-processed-gene-3.29&CDS=1-933
1723	OG0001723	YGR128C	augustus_masked-scf7180000044644-processed-gene-3.51-mRNA-1_1&gene=augustus_masked-scf7180000044644-processed-gene-3.51&CDS=1-1815
1724	OG0001724	YGR132C	augustus_masked-scf7180000044644-processed-gene-3.53-mRNA-1_1&gene=augustus_masked-scf7180000044644-processed-gene-3.53&CDS=1-858
1725	OG0001725	YGR133W	genemark-scf7180000044644-processed-gene-3.101-mRNA-1_1&gene=genemark-scf7180000044644-processed-gene-3.101&CDS=1-468
1726	OG0001726	YGR134W	genemark-scf7180000044644-processed-gene-3.102-mRNA-1_1&gene=genemark-scf7180000044644-processed-gene-3.102&CDS=1-3537
1727	OG0001727	YGR135W	snap_masked-scf7180000044644-processed-gene-3.165-mRNA-1_1&gene=snap_masked-scf7180000044644-processed-gene-3.165&CDS=1-774
1728	OG0001728	YGR140W	augustus_masked-scf7180000044644-processed-gene-3.33-mRNA-1_1&gene=augustus_masked-scf7180000044644-processed-gene-3.33&CDS=1-2760
1729	OG0001729	YGR141W	genemark-scf7180000044644-processed-gene-3.105-mRNA-1_1&gene=genemark-scf7180000044644-processed-gene-3.105&CDS=1-1224
1730	OG0001730	YGR145W	augustus_masked-scf7180000044631-processed-gene-1.147-mRNA-1_1&gene=augustus_masked-scf7180000044631-processed-gene-1.147&CDS=1-2088
1731	OG0001731	YGR147C	augustus_masked-scf7180000044556-processed-gene-0.21-mRNA-1_1&gene=augustus_masked-scf7180000044556-processed-gene-0.21&CDS=1-528
1732	OG0001732	YGR149W	snap_masked-scf7180000044556-processed-gene-0.10-mRNA-1_1&gene=snap_masked-scf7180000044556-processed-gene-0.10&CDS=1-1386
1733	OG0001733	YGR150C	augustus_masked-scf7180000044556-processed-gene-0.22-mRNA-1_1&gene=augustus_masked-scf7180000044556-processed-gene-0.22&CDS=1-2169
1734	OG0001734	YGR152C	augustus_masked-scf7180000044631-processed-gene-1.145-mRNA-1_1&gene=augustus_masked-scf7180000044631-processed-gene-1.145&CDS=1-1041
1735	OG0001735	YGR155W	augustus_masked-scf7180000044598-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-scf7180000044598-processed-gene-0.9&CDS=1-1503
1736	OG0001736	YGR157W	genemark-scf7180000044598-processed-gene-0.56-mRNA-1_1&gene=genemark-scf7180000044598-processed-gene-0.56&CDS=1-2787
1737	OG0001737	YGR158C	snap_masked-scf7180000044616-processed-gene-0.136-mRNA-1_1&gene=snap_masked-scf7180000044616-processed-gene-0.136&CDS=1-681
1738	OG0001738	YGR159C	augustus_masked-scf7180000044616-processed-gene-0.16-mRNA-1_1&gene=augustus_masked-scf7180000044616-processed-gene-0.16&CDS=1-1179
1739	OG0001739	YGR161C	augustus_masked-scf7180000044598-processed-gene-0.28-mRNA-1_1&gene=augustus_masked-scf7180000044598-processed-gene-0.28&CDS=1-855
1740	OG0001740	YGR163W	augustus_masked-scf7180000044598-processed-gene-0.12-mRNA-1_1&gene=augustus_masked-scf7180000044598-processed-gene-0.12&CDS=1-984
