	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034988_Candida_fructus
1965	OG0001965	YJR058C	augustus_masked-flattened_line_14-processed-gene-0.35-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-0.35&CDS=1-438
1966	OG0001966	YJR060W	augustus_masked-flattened_line_2-processed-gene-3.128-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-3.128&CDS=1-771
1967	OG0001967	YJR062C	maker-flattened_line_48-augustus-gene-0.148-mRNA-1_1&gene=maker-flattened_line_48-augustus-gene-0.148&CDS=1-1935
1968	OG0001968	YJR063W	augustus_masked-flattened_line_34-processed-gene-0.41-mRNA-1_1&gene=augustus_masked-flattened_line_34-processed-gene-0.41&CDS=1-369
1969	OG0001969	YJR064W	augustus_masked-flattened_line_34-processed-gene-0.40-mRNA-1_1&gene=augustus_masked-flattened_line_34-processed-gene-0.40&CDS=1-1647
1970	OG0001970	YJR065C	augustus_masked-flattened_line_34-processed-gene-0.39-mRNA-1_1&gene=augustus_masked-flattened_line_34-processed-gene-0.39&CDS=1-1260
1971	OG0001971	YJR068W	augustus_masked-flattened_line_173-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-flattened_line_173-processed-gene-0.7&CDS=1-1029
1972	OG0001972	YJR069C	augustus_masked-flattened_line_22-processed-gene-1.63-mRNA-1_1&gene=augustus_masked-flattened_line_22-processed-gene-1.63&CDS=1-573
1973	OG0001973	YJR070C	augustus_masked-flattened_line_34-processed-gene-0.16-mRNA-1_1&gene=augustus_masked-flattened_line_34-processed-gene-0.16&CDS=1-948
1974	OG0001974	YJR072C	snap_masked-flattened_line_20-processed-gene-0.15-mRNA-1_1&gene=snap_masked-flattened_line_20-processed-gene-0.15&CDS=1-1146
1975	OG0001975	YJR073C	augustus_masked-flattened_line_30-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-flattened_line_30-processed-gene-0.8&CDS=1-612
1976	OG0001976	YJR074W	augustus_masked-flattened_line_30-processed-gene-0.25-mRNA-1_1&gene=augustus_masked-flattened_line_30-processed-gene-0.25&CDS=1-543
1977	OG0001977	YJR075W	augustus_masked-flattened_line_30-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-flattened_line_30-processed-gene-0.5&CDS=1-1179
1978	OG0001978	YJR076C	augustus_masked-flattened_line_24-processed-gene-1.60-mRNA-1_1&gene=augustus_masked-flattened_line_24-processed-gene-1.60&CDS=1-1173
1979	OG0001979	YJR077C	augustus_masked-flattened_line_71-processed-gene-0.152-mRNA-1_1&gene=augustus_masked-flattened_line_71-processed-gene-0.152&CDS=1-918
1980	OG0001980	YJR078W	augustus_masked-flattened_line_65-processed-gene-0.141-mRNA-1_1&gene=augustus_masked-flattened_line_65-processed-gene-0.141&CDS=1-1344
1981	OG0001981	YJR082C	augustus_masked-flattened_line_123-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-flattened_line_123-processed-gene-0.7&CDS=1-432
1982	OG0001982	YJR084W	augustus_masked-flattened_line_141-processed-gene-0.32-mRNA-1_1&gene=augustus_masked-flattened_line_141-processed-gene-0.32&CDS=1-1233
1983	OG0001983	YJR085C	augustus_masked-flattened_line_42-processed-gene-0.237-mRNA-1_1&gene=augustus_masked-flattened_line_42-processed-gene-0.237&CDS=1-321
1984	OG0001984	YJR086W	snap_masked-flattened_line_2-processed-gene-2.95-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-2.95&CDS=1-261
1985	OG0001985	YJR088C	genemark-flattened_line_235-processed-gene-0.5-mRNA-1_1&gene=genemark-flattened_line_235-processed-gene-0.5&CDS=1-879
1986	OG0001986	YJR090C	augustus_masked-flattened_line_141-processed-gene-0.41-mRNA-1_1&gene=augustus_masked-flattened_line_141-processed-gene-0.41&CDS=1-2220
1987	OG0001987	YJR092W	maker-flattened_line_141-augustus-gene-0.2-mRNA-1_1&gene=maker-flattened_line_141-augustus-gene-0.2&CDS=1-4737
1988	OG0001988	YJR093C	augustus_masked-flattened_line_141-processed-gene-0.43-mRNA-1_1&gene=augustus_masked-flattened_line_141-processed-gene-0.43&CDS=1-726
1989	OG0001989	YJR095W	augustus_masked-flattened_line_163-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-flattened_line_163-processed-gene-0.3&CDS=1-924
1990	OG0001990	YJR096W	augustus_masked-flattened_line_79-processed-gene-0.38-mRNA-1_1&gene=augustus_masked-flattened_line_79-processed-gene-0.38&CDS=1-963
1991	OG0001991	YJR097W	augustus_masked-flattened_line_63-processed-gene-0.143-mRNA-1_1&gene=augustus_masked-flattened_line_63-processed-gene-0.143&CDS=1-456
1992	OG0001992	YJR098C	augustus_masked-flattened_line_63-processed-gene-0.120-mRNA-1_1&gene=augustus_masked-flattened_line_63-processed-gene-0.120&CDS=1-1896
1993	OG0001993	YJR099W	augustus_masked-flattened_line_14-processed-gene-1.20-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-1.20&CDS=1-705
1994	OG0001994	YJR100C	augustus_masked-flattened_line_61-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-flattened_line_61-processed-gene-0.0&CDS=1-1020
1995	OG0001995	YJR101W	augustus_masked-flattened_line_87-processed-gene-0.18-mRNA-1_1&gene=augustus_masked-flattened_line_87-processed-gene-0.18&CDS=1-759
1996	OG0001996	YJR102C	augustus_masked-flattened_line_141-processed-gene-0.39-mRNA-1_1&gene=augustus_masked-flattened_line_141-processed-gene-0.39&CDS=1-561
1997	OG0001997	YJR104C	augustus_masked-flattened_line_4-processed-gene-1.4-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-1.4&CDS=1-462
1998	OG0001998	YJR105W	augustus_masked-flattened_line_40-processed-gene-0.64-mRNA-1_1&gene=augustus_masked-flattened_line_40-processed-gene-0.64&CDS=1-1035
1999	OG0001999	YJR109C	augustus_masked-flattened_line_111-processed-gene-0.75-mRNA-1_1&gene=augustus_masked-flattened_line_111-processed-gene-0.75&CDS=1-3417
2000	OG0002000	YJR110W	augustus_masked-flattened_line_10-processed-gene-2.7-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-2.7&CDS=1-2154
2001	OG0002001	YJR111C	augustus_masked-flattened_line_10-processed-gene-2.9-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-2.9&CDS=1-1008
2002	OG0002002	YJR112W	augustus_masked-flattened_line_111-processed-gene-0.76-mRNA-1_1&gene=augustus_masked-flattened_line_111-processed-gene-0.76&CDS=1-582
2003	OG0002003	YJR113C	augustus_masked-flattened_line_121-processed-gene-0.65-mRNA-1_1&gene=augustus_masked-flattened_line_121-processed-gene-0.65&CDS=1-750
2004	OG0002004	YJR116W	augustus_masked-flattened_line_40-processed-gene-0.18-mRNA-1_1&gene=augustus_masked-flattened_line_40-processed-gene-0.18&CDS=1-816
2005	OG0002005	YJR117W	augustus_masked-flattened_line_4-processed-gene-3.126-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-3.126&CDS=1-1365
2006	OG0002006	YJR118C	augustus_masked-flattened_line_40-processed-gene-0.66-mRNA-1_1&gene=augustus_masked-flattened_line_40-processed-gene-0.66&CDS=1-492
2007	OG0002007	YJR119C	augustus_masked-flattened_line_0-processed-gene-0.122-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-0.122&CDS=1-2457
2008	OG0002008	YJR121W	maker-flattened_line_0-augustus-gene-0.50-mRNA-1_1&gene=maker-flattened_line_0-augustus-gene-0.50&CDS=1-1509
2009	OG0002009	YJR122W	augustus_masked-flattened_line_52-processed-gene-0.209-mRNA-1_1&gene=augustus_masked-flattened_line_52-processed-gene-0.209&CDS=1-1344
2010	OG0002010	YJR123W	augustus_masked-flattened_line_52-processed-gene-0.206-mRNA-1_1&gene=augustus_masked-flattened_line_52-processed-gene-0.206&CDS=1-687
2011	OG0002011	YJR124C	augustus_masked-flattened_line_52-processed-gene-0.212-mRNA-1_1&gene=augustus_masked-flattened_line_52-processed-gene-0.212&CDS=1-1341
2012	OG0002012	YJR125C	maker-flattened_line_40-augustus-gene-0.183-mRNA-1_1&gene=maker-flattened_line_40-augustus-gene-0.183&CDS=1-1260
2013	OG0002013	YJR131W	augustus_masked-flattened_line_44-processed-gene-0.82-mRNA-1_1&gene=augustus_masked-flattened_line_44-processed-gene-0.82&CDS=1-1875
2014	OG0002014	YJR133W	augustus_masked-flattened_line_32-processed-gene-0.68-mRNA-1_1&gene=augustus_masked-flattened_line_32-processed-gene-0.68&CDS=1-612
2015	OG0002015	YJR134C	augustus_masked-flattened_line_32-processed-gene-0.82-mRNA-1_1&gene=augustus_masked-flattened_line_32-processed-gene-0.82&CDS=1-2625
2016	OG0002016	YJR135W-A	augustus_masked-flattened_line_83-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-flattened_line_83-processed-gene-0.11&CDS=1-267
2017	OG0002017	YJR137C	augustus_masked-flattened_line_14-processed-gene-1.0-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-1.0&CDS=1-4254
2018	OG0002018	YJR138W	augustus_masked-flattened_line_24-processed-gene-1.63-mRNA-1_1&gene=augustus_masked-flattened_line_24-processed-gene-1.63&CDS=1-2073
2019	OG0002019	YJR139C	augustus_masked-flattened_line_24-processed-gene-1.34-mRNA-1_1&gene=augustus_masked-flattened_line_24-processed-gene-1.34&CDS=1-1074
2020	OG0002020	YJR140C	maker-flattened_line_14-snap-gene-1.97-mRNA-1_1&gene=maker-flattened_line_14-snap-gene-1.97&CDS=1-5460
2021	OG0002021	YJR141W	genemark-flattened_line_14-processed-gene-1.208-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-1.208&CDS=1-942
2022	OG0002022	YJR142W	augustus_masked-flattened_line_65-processed-gene-0.157-mRNA-1_1&gene=augustus_masked-flattened_line_65-processed-gene-0.157&CDS=1-915
2023	OG0002023	YJR143C	augustus_masked-flattened_line_14-processed-gene-1.7-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-1.7&CDS=1-2256
2024	OG0002024	YJR144W	augustus_masked-flattened_line_24-processed-gene-1.31-mRNA-1_1&gene=augustus_masked-flattened_line_24-processed-gene-1.31&CDS=1-717
2025	OG0002025	YJR148W	augustus_masked-flattened_line_111-processed-gene-0.65-mRNA-1_1&gene=augustus_masked-flattened_line_111-processed-gene-0.65&CDS=1-1176
2026	OG0002026	YJR149W	augustus_masked-flattened_line_8-processed-gene-1.29-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-1.29&CDS=1-1116
2027	OG0002027	YJR152W	augustus_masked-flattened_line_8-processed-gene-1.9-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-1.9&CDS=1-1566
2028	OG0002028	YKL001C	augustus_masked-flattened_line_91-processed-gene-0.104-mRNA-1_1&gene=augustus_masked-flattened_line_91-processed-gene-0.104&CDS=1-597
2029	OG0002029	YKL002W	augustus_masked-flattened_line_91-processed-gene-0.89-mRNA-1_1&gene=augustus_masked-flattened_line_91-processed-gene-0.89&CDS=1-678
2030	OG0002030	YKL003C	augustus_masked-flattened_line_0-processed-gene-5.20-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-5.20&CDS=1-360
2031	OG0002031	YKL004W	augustus_masked-flattened_line_0-processed-gene-5.46-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-5.46&CDS=1-1380
2032	OG0002032	YKL007W	augustus_masked-flattened_line_18-processed-gene-0.82-mRNA-1_1&gene=augustus_masked-flattened_line_18-processed-gene-0.82&CDS=1-792
2033	OG0002033	YKL009W	augustus_masked-flattened_line_4-processed-gene-2.101-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-2.101&CDS=1-693
2034	OG0002034	YKL010C	augustus_masked-flattened_line_18-processed-gene-0.81-mRNA-1_1&gene=augustus_masked-flattened_line_18-processed-gene-0.81&CDS=1-3444
2035	OG0002035	YKL013C	augustus_masked-flattened_line_89-processed-gene-0.89-mRNA-1_1&gene=augustus_masked-flattened_line_89-processed-gene-0.89&CDS=1-2364
2036	OG0002036	YKL014C	maker-flattened_line_20-augustus-gene-0.33-mRNA-1_1&gene=maker-flattened_line_20-augustus-gene-0.33&CDS=1-4953
2037	OG0002037	YKL015W	augustus_masked-flattened_line_20-processed-gene-0.91-mRNA-1_1&gene=augustus_masked-flattened_line_20-processed-gene-0.91&CDS=1-2943
2038	OG0002038	YKL016C	augustus_masked-flattened_line_46-processed-gene-0.175-mRNA-1_1&gene=augustus_masked-flattened_line_46-processed-gene-0.175&CDS=1-525
2039	OG0002039	YKL017C	augustus_masked-flattened_line_20-processed-gene-0.89-mRNA-1_1&gene=augustus_masked-flattened_line_20-processed-gene-0.89&CDS=1-2145
2040	OG0002040	YKL018W	augustus_masked-flattened_line_46-processed-gene-0.173-mRNA-1_1&gene=augustus_masked-flattened_line_46-processed-gene-0.173&CDS=1-1047
2041	OG0002041	YKL019W	augustus_masked-flattened_line_20-processed-gene-1.148-mRNA-1_1&gene=augustus_masked-flattened_line_20-processed-gene-1.148&CDS=1-864
2042	OG0002042	YKL021C	augustus_masked-flattened_line_81-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-flattened_line_81-processed-gene-0.10&CDS=1-1194
2043	OG0002043	YKL022C	augustus_masked-flattened_line_81-processed-gene-0.26-mRNA-1_1&gene=augustus_masked-flattened_line_81-processed-gene-0.26&CDS=1-2073
2044	OG0002044	YKL024C	augustus_masked-flattened_line_26-processed-gene-1.129-mRNA-1_1&gene=augustus_masked-flattened_line_26-processed-gene-1.129&CDS=1-828
2045	OG0002045	YKL025C	augustus_masked-flattened_line_26-processed-gene-1.153-mRNA-1_1&gene=augustus_masked-flattened_line_26-processed-gene-1.153&CDS=1-2016
2046	OG0002046	YKL027W	augustus_masked-flattened_line_50-processed-gene-0.71-mRNA-1_1&gene=augustus_masked-flattened_line_50-processed-gene-0.71&CDS=1-1299
2047	OG0002047	YKL028W	augustus_masked-flattened_line_0-processed-gene-1.106-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-1.106&CDS=1-1098
2048	OG0002048	YKL029C	augustus_masked-flattened_line_20-processed-gene-1.130-mRNA-1_1&gene=augustus_masked-flattened_line_20-processed-gene-1.130&CDS=1-1872
2049	OG0002049	YKL033W	augustus_masked-flattened_line_40-processed-gene-0.67-mRNA-1_1&gene=augustus_masked-flattened_line_40-processed-gene-0.67&CDS=1-3531
2050	OG0002050	YKL033W-A	augustus_masked-flattened_line_36-processed-gene-0.72-mRNA-1_1&gene=augustus_masked-flattened_line_36-processed-gene-0.72&CDS=1-687
2051	OG0002051	YKL034W	snap_masked-flattened_line_65-processed-gene-0.27-mRNA-1_1&gene=snap_masked-flattened_line_65-processed-gene-0.27&CDS=1-2175
2052	OG0002052	YKL035W	augustus_masked-flattened_line_42-processed-gene-0.197-mRNA-1_1&gene=augustus_masked-flattened_line_42-processed-gene-0.197&CDS=1-1494
2053	OG0002053	YKL040C	augustus_masked-flattened_line_50-processed-gene-0.47-mRNA-1_1&gene=augustus_masked-flattened_line_50-processed-gene-0.47&CDS=1-708
2054	OG0002054	YKL041W	maker-flattened_line_6-augustus-gene-0.79-mRNA-1_1&gene=maker-flattened_line_6-augustus-gene-0.79&CDS=1-651
2055	OG0002055	YKL043W	snap_masked-flattened_line_99-processed-gene-0.26-mRNA-1_1&gene=snap_masked-flattened_line_99-processed-gene-0.26&CDS=1-1554
2056	OG0002056	YKL045W	augustus_masked-flattened_line_50-processed-gene-0.20-mRNA-1_1&gene=augustus_masked-flattened_line_50-processed-gene-0.20&CDS=1-1482
2057	OG0002057	YKL047W	augustus_masked-flattened_line_36-processed-gene-0.37-mRNA-1_1&gene=augustus_masked-flattened_line_36-processed-gene-0.37&CDS=1-1575
2058	OG0002058	YKL051W	augustus_masked-flattened_line_16-processed-gene-0.33-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-0.33&CDS=1-867
2059	OG0002059	YKL053C-A	augustus_masked-flattened_line_89-processed-gene-0.129-mRNA-1_1&gene=augustus_masked-flattened_line_89-processed-gene-0.129&CDS=1-240
2060	OG0002060	YKL054C	augustus_masked-flattened_line_26-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-flattened_line_26-processed-gene-0.6&CDS=1-1944
2061	OG0002061	YKL055C	augustus_masked-flattened_line_89-processed-gene-0.96-mRNA-1_1&gene=augustus_masked-flattened_line_89-processed-gene-0.96&CDS=1-741
2062	OG0002062	YKL056C	augustus_masked-flattened_line_89-processed-gene-0.118-mRNA-1_1&gene=augustus_masked-flattened_line_89-processed-gene-0.118&CDS=1-507
2063	OG0002063	YKL058W	augustus_masked-flattened_line_26-processed-gene-0.31-mRNA-1_1&gene=augustus_masked-flattened_line_26-processed-gene-0.31&CDS=1-363
2064	OG0002064	YKL059C	augustus_masked-flattened_line_26-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-flattened_line_26-processed-gene-0.11&CDS=1-1344
2065	OG0002065	YKL060C	augustus_masked-flattened_line_26-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-flattened_line_26-processed-gene-0.4&CDS=1-1074
2066	OG0002066	YKL064W	maker-flattened_line_48-snap-gene-0.156-mRNA-1_1&gene=maker-flattened_line_48-snap-gene-0.156&CDS=1-2616
2067	OG0002067	YKL067W	augustus_masked-flattened_line_117-processed-gene-0.83-mRNA-1_1&gene=augustus_masked-flattened_line_117-processed-gene-0.83&CDS=1-456
2068	OG0002068	YKL069W	augustus_masked-flattened_line_4-processed-gene-2.103-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-2.103&CDS=1-513
2069	OG0002069	YKL070W	augustus_masked-flattened_line_105-processed-gene-0.111-mRNA-1_1&gene=augustus_masked-flattened_line_105-processed-gene-0.111&CDS=1-660
2070	OG0002070	YKL073W	augustus_masked-flattened_line_81-processed-gene-0.16-mRNA-1_1&gene=augustus_masked-flattened_line_81-processed-gene-0.16&CDS=1-2712
2071	OG0002071	YKL077W	augustus_masked-flattened_line_115-processed-gene-0.82-mRNA-1_1&gene=augustus_masked-flattened_line_115-processed-gene-0.82&CDS=1-1302
2072	OG0002072	YKL078W	snap_masked-flattened_line_34-processed-gene-1.116-mRNA-1_1&gene=snap_masked-flattened_line_34-processed-gene-1.116&CDS=1-2562
2073	OG0002073	YKL080W	augustus_masked-flattened_line_18-processed-gene-1.37-mRNA-1_1&gene=augustus_masked-flattened_line_18-processed-gene-1.37&CDS=1-1125
2074	OG0002074	YKL082C	augustus_masked-flattened_line_18-processed-gene-1.70-mRNA-1_1&gene=augustus_masked-flattened_line_18-processed-gene-1.70&CDS=1-1287
2075	OG0002075	YKL085W	augustus_masked-flattened_line_6-processed-gene-1.108-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-1.108&CDS=1-993
2076	OG0002076	YKL086W	snap_masked-flattened_line_107-processed-gene-0.77-mRNA-1_1&gene=snap_masked-flattened_line_107-processed-gene-0.77&CDS=1-372
2077	OG0002077	YKL087C	augustus_masked-flattened_line_4-processed-gene-1.22-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-1.22&CDS=1-714
2078	OG0002078	YKL088W	augustus_masked-flattened_line_89-processed-gene-0.115-mRNA-1_1&gene=augustus_masked-flattened_line_89-processed-gene-0.115&CDS=1-1968
2079	OG0002079	YKL089W	augustus_masked-flattened_line_4-processed-gene-2.117-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-2.117&CDS=1-1665
2080	OG0002080	YKL090W	snap_masked-flattened_line_65-processed-gene-0.45-mRNA-1_1&gene=snap_masked-flattened_line_65-processed-gene-0.45&CDS=1-1095
2081	OG0002081	YKL092C	augustus_masked-flattened_line_10-processed-gene-2.36-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-2.36&CDS=1-3579
2082	OG0002082	YKL094W	augustus_masked-flattened_line_10-processed-gene-1.125-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-1.125&CDS=1-903
2083	OG0002083	YKL095W	augustus_masked-flattened_line_36-processed-gene-0.76-mRNA-1_1&gene=augustus_masked-flattened_line_36-processed-gene-0.76&CDS=1-921
2084	OG0002084	YKL099C	augustus_masked-flattened_line_105-processed-gene-0.83-mRNA-1_1&gene=augustus_masked-flattened_line_105-processed-gene-0.83&CDS=1-747
2085	OG0002085	YKL100C	snap_masked-flattened_line_4-processed-gene-2.22-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-2.22&CDS=1-1716
2086	OG0002086	YKL104C	augustus_masked-flattened_line_93-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-flattened_line_93-processed-gene-0.11&CDS=1-2061
2087	OG0002087	YKL108W	augustus_masked-flattened_line_105-processed-gene-0.102-mRNA-1_1&gene=augustus_masked-flattened_line_105-processed-gene-0.102&CDS=1-1299
2088	OG0002088	YKL110C	augustus_masked-flattened_line_105-processed-gene-0.104-mRNA-1_1&gene=augustus_masked-flattened_line_105-processed-gene-0.104&CDS=1-870
2089	OG0002089	YKL113C	maker-flattened_line_24-augustus-gene-0.79-mRNA-1_1&gene=maker-flattened_line_24-augustus-gene-0.79&CDS=1-4104
2090	OG0002090	YKL114C	augustus_masked-flattened_line_24-processed-gene-0.87-mRNA-1_1&gene=augustus_masked-flattened_line_24-processed-gene-0.87&CDS=1-1110
2091	OG0002091	YKL116C	augustus_masked-flattened_line_99-processed-gene-0.103-mRNA-1_1&gene=augustus_masked-flattened_line_99-processed-gene-0.103&CDS=1-1542
2092	OG0002092	YKL117W	augustus_masked-flattened_line_18-processed-gene-0.100-mRNA-1_1&gene=augustus_masked-flattened_line_18-processed-gene-0.100&CDS=1-663
2093	OG0002093	YKL120W	augustus_masked-flattened_line_26-processed-gene-1.124-mRNA-1_1&gene=augustus_masked-flattened_line_26-processed-gene-1.124&CDS=1-981
2094	OG0002094	YKL122C	augustus_masked-flattened_line_38-processed-gene-0.38-mRNA-1_1&gene=augustus_masked-flattened_line_38-processed-gene-0.38&CDS=1-432
2095	OG0002095	YKL125W	maker-flattened_line_46-augustus-gene-0.149-mRNA-1_1&gene=maker-flattened_line_46-augustus-gene-0.149&CDS=1-1947
2096	OG0002096	YKL134C	augustus_masked-flattened_line_24-processed-gene-1.18-mRNA-1_1&gene=augustus_masked-flattened_line_24-processed-gene-1.18&CDS=1-2343
2097	OG0002097	YKL135C	augustus_masked-flattened_line_30-processed-gene-0.24-mRNA-1_1&gene=augustus_masked-flattened_line_30-processed-gene-0.24&CDS=1-2160
2098	OG0002098	YKL137W	augustus_masked-flattened_line_113-processed-gene-0.68-mRNA-1_1&gene=augustus_masked-flattened_line_113-processed-gene-0.68&CDS=1-351
2099	OG0002099	YKL138C	augustus_masked-flattened_line_113-processed-gene-0.67-mRNA-1_1&gene=augustus_masked-flattened_line_113-processed-gene-0.67&CDS=1-339
2100	OG0002100	YKL139W	snap_masked-flattened_line_93-processed-gene-0.57-mRNA-1_1&gene=snap_masked-flattened_line_93-processed-gene-0.57&CDS=1-2175
2101	OG0002101	YKL140W	augustus_masked-flattened_line_63-processed-gene-0.118-mRNA-1_1&gene=augustus_masked-flattened_line_63-processed-gene-0.118&CDS=1-1365
2102	OG0002102	YKL143W	augustus_masked-flattened_line_155-processed-gene-0.19-mRNA-1_1&gene=augustus_masked-flattened_line_155-processed-gene-0.19&CDS=1-1293
2103	OG0002103	YKL144C	augustus_masked-flattened_line_28-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-flattened_line_28-processed-gene-0.4&CDS=1-585
2104	OG0002104	YKL145W	augustus_masked-flattened_line_28-processed-gene-0.25-mRNA-1_1&gene=augustus_masked-flattened_line_28-processed-gene-0.25&CDS=1-1341
2105	OG0002105	YKL148C	augustus_masked-flattened_line_79-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-flattened_line_79-processed-gene-0.14&CDS=1-1887
2106	OG0002106	YKL149C	maker-flattened_line_22-augustus-gene-1.135-mRNA-1_1&gene=maker-flattened_line_22-augustus-gene-1.135&CDS=1-2520
2107	OG0002107	YKL150W	augustus_masked-flattened_line_22-processed-gene-1.43-mRNA-1_1&gene=augustus_masked-flattened_line_22-processed-gene-1.43&CDS=1-882
2108	OG0002108	YKL151C	genemark-flattened_line_22-processed-gene-1.72-mRNA-1_1&gene=genemark-flattened_line_22-processed-gene-1.72&CDS=1-1065
2109	OG0002109	YKL152C	augustus_masked-flattened_line_213-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-flattened_line_213-processed-gene-0.1&CDS=1-744
2110	OG0002110	YKL154W	augustus_masked-flattened_line_57-processed-gene-0.26-mRNA-1_1&gene=augustus_masked-flattened_line_57-processed-gene-0.26&CDS=1-846
2111	OG0002111	YKL155C	augustus_masked-flattened_line_22-processed-gene-1.48-mRNA-1_1&gene=augustus_masked-flattened_line_22-processed-gene-1.48&CDS=1-2385
2112	OG0002112	YKL160W	augustus_masked-flattened_line_4-processed-gene-2.121-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-2.121&CDS=1-345
2113	OG0002113	YKL162C	augustus_masked-flattened_line_157-processed-gene-0.24-mRNA-1_1&gene=augustus_masked-flattened_line_157-processed-gene-0.24&CDS=1-1896
2114	OG0002114	YKL165C	augustus_masked-flattened_line_71-processed-gene-0.158-mRNA-1_1&gene=augustus_masked-flattened_line_71-processed-gene-0.158&CDS=1-2886
2115	OG0002115	YKL170W	augustus_masked-flattened_line_103-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-flattened_line_103-processed-gene-0.5&CDS=1-396
2116	OG0002116	YKL171W	augustus_masked-flattened_line_0-processed-gene-5.53-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-5.53&CDS=1-2265
2117	OG0002117	YKL174C	augustus_masked-flattened_line_46-processed-gene-0.180-mRNA-1_1&gene=augustus_masked-flattened_line_46-processed-gene-0.180&CDS=1-1830
2118	OG0002118	YKL175W	augustus_masked-flattened_line_115-processed-gene-0.81-mRNA-1_1&gene=augustus_masked-flattened_line_115-processed-gene-0.81&CDS=1-2226
2119	OG0002119	YKL179C	snap_masked-flattened_line_139-processed-gene-0.25-mRNA-1_1&gene=snap_masked-flattened_line_139-processed-gene-0.25&CDS=1-1857
2120	OG0002120	YKL181W	augustus_masked-flattened_line_63-processed-gene-0.115-mRNA-1_1&gene=augustus_masked-flattened_line_63-processed-gene-0.115&CDS=1-1191
2121	OG0002121	YKL182W	augustus_masked-flattened_line_63-processed-gene-0.137-mRNA-1_1&gene=augustus_masked-flattened_line_63-processed-gene-0.137&CDS=1-6177
2122	OG0002122	YKL183W	augustus_masked-flattened_line_0-processed-gene-3.27-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-3.27&CDS=1-774
2123	OG0002123	YKL184W	snap_masked-flattened_line_0-processed-gene-3.74-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-3.74&CDS=1-1335
2124	OG0002124	YKL185W	augustus_masked-flattened_line_10-processed-gene-2.49-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-2.49&CDS=1-1350
2125	OG0002125	YKL186C	augustus_masked-flattened_line_10-processed-gene-2.25-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-2.25&CDS=1-555
2126	OG0002126	YKL188C	augustus_masked-flattened_line_36-processed-gene-0.54-mRNA-1_1&gene=augustus_masked-flattened_line_36-processed-gene-0.54&CDS=1-2697
2127	OG0002127	YKL189W	augustus_masked-flattened_line_111-processed-gene-0.82-mRNA-1_1&gene=augustus_masked-flattened_line_111-processed-gene-0.82&CDS=1-1008
2128	OG0002128	YKL190W	augustus_masked-flattened_line_36-processed-gene-0.57-mRNA-1_1&gene=augustus_masked-flattened_line_36-processed-gene-0.57&CDS=1-522
