	OrthologID	Lachancea_lanzarotensis	Saccharomyces_cerevisiae
1604	OG0001604	snap_masked-LN736362.1-processed-gene-8.104-mRNA-1_1&gene=snap_masked-LN736362.1-processed-gene-8.104&CDS=1-627	YLR251W
1605	OG0001605	augustus_masked-LN736362.1-processed-gene-8.9-mRNA-1_1&gene=augustus_masked-LN736362.1-processed-gene-8.9&CDS=1-4230	YOL015W
1606	OG0001606	augustus_masked-LN736362.1-processed-gene-8.41-mRNA-1_1&gene=augustus_masked-LN736362.1-processed-gene-8.41&CDS=1-1839	YLR173W
1607	OG0001607	snap_masked-LN736362.1-processed-gene-8.68-mRNA-1_1&gene=snap_masked-LN736362.1-processed-gene-8.68&CDS=1-894	YLR172C
1608	OG0001608	genemark-LN736362.1-processed-gene-8.148-mRNA-1_1&gene=genemark-LN736362.1-processed-gene-8.148&CDS=1-468	YLR170C
1609	OG0001609	snap_masked-LN736362.1-processed-gene-8.107-mRNA-1_1&gene=snap_masked-LN736362.1-processed-gene-8.107&CDS=1-4608	YLR247C
1610	OG0001610	augustus_masked-LN736362.1-processed-gene-8.11-mRNA-1_1&gene=augustus_masked-LN736362.1-processed-gene-8.11&CDS=1-1782	YLR248W
1611	OG0001611	snap_masked-LN736362.1-processed-gene-8.72-mRNA-1_1&gene=snap_masked-LN736362.1-processed-gene-8.72&CDS=1-3132	YNL014W
1612	OG0001612	snap_masked-LN736362.1-processed-gene-8.73-mRNA-1_1&gene=snap_masked-LN736362.1-processed-gene-8.73&CDS=1-1875	YNL012W
1613	OG0001613	snap_masked-LN736362.1-processed-gene-8.74-mRNA-1_1&gene=snap_masked-LN736362.1-processed-gene-8.74&CDS=1-693	YLR250W
1614	OG0001614	snap_masked-LN736362.1-processed-gene-8.109-mRNA-1_1&gene=snap_masked-LN736362.1-processed-gene-8.109&CDS=1-1371	YNL011C
1615	OG0001615	snap_masked-LN736362.1-processed-gene-8.75-mRNA-1_1&gene=snap_masked-LN736362.1-processed-gene-8.75&CDS=1-711	YNL010W
1616	OG0001616	snap_masked-LN736362.1-processed-gene-8.77-mRNA-1_1&gene=snap_masked-LN736362.1-processed-gene-8.77&CDS=1-1203	YCL008C
1617	OG0001617	snap_masked-LN736362.1-processed-gene-8.78-mRNA-1_1&gene=snap_masked-LN736362.1-processed-gene-8.78&CDS=1-1422	YLR175W
1618	OG0001618	snap_masked-LN736362.1-processed-gene-8.110-mRNA-1_1&gene=snap_masked-LN736362.1-processed-gene-8.110&CDS=1-1065	YNL007C
1619	OG0001619	snap_masked-LN736362.1-processed-gene-8.79-mRNA-1_1&gene=snap_masked-LN736362.1-processed-gene-8.79&CDS=1-909	YNL006W
1620	OG0001620	snap_masked-LN736362.1-processed-gene-8.111-mRNA-1_1&gene=snap_masked-LN736362.1-processed-gene-8.111&CDS=1-2571	YLR176C
1621	OG0001621	snap_masked-LN736362.1-processed-gene-8.80-mRNA-1_1&gene=snap_masked-LN736362.1-processed-gene-8.80&CDS=1-942	YNL002C
1622	OG0001622	snap_masked-LN736362.1-processed-gene-8.81-mRNA-1_1&gene=snap_masked-LN736362.1-processed-gene-8.81&CDS=1-1092	YCL018W
1623	OG0001623	augustus_masked-LN736362.1-processed-gene-8.46-mRNA-1_1&gene=augustus_masked-LN736362.1-processed-gene-8.46&CDS=1-1434	YCL017C
1624	OG0001624	snap_masked-LN736362.1-processed-gene-8.82-mRNA-1_1&gene=snap_masked-LN736362.1-processed-gene-8.82&CDS=1-822	YNL003C
1625	OG0001625	snap_masked-LN736362.1-processed-gene-8.112-mRNA-1_1&gene=snap_masked-LN736362.1-processed-gene-8.112&CDS=1-1125	YCL016C
1626	OG0001626	snap_masked-LN736362.1-processed-gene-8.83-mRNA-1_1&gene=snap_masked-LN736362.1-processed-gene-8.83&CDS=1-4461	YCL014W
1627	OG0001627	snap_masked-LN736362.1-processed-gene-8.113-mRNA-1_1&gene=snap_masked-LN736362.1-processed-gene-8.113&CDS=1-315	YCL012C
1628	OG0001628	snap_masked-LN736362.1-processed-gene-8.114-mRNA-1_1&gene=snap_masked-LN736362.1-processed-gene-8.114&CDS=1-1212	YNL004W
1629	OG0001629	snap_masked-LN736362.1-processed-gene-8.115-mRNA-1_1&gene=snap_masked-LN736362.1-processed-gene-8.115&CDS=1-729	YCL010C
1630	OG0001630	snap_masked-LN736362.1-processed-gene-8.84-mRNA-1_1&gene=snap_masked-LN736362.1-processed-gene-8.84&CDS=1-1119	YNL005C
1631	OG0001631	snap_masked-LN736362.1-processed-gene-8.116-mRNA-1_1&gene=snap_masked-LN736362.1-processed-gene-8.116&CDS=1-903	YCL009C
1632	OG0001632	snap_masked-LN736362.1-processed-gene-8.86-mRNA-1_1&gene=snap_masked-LN736362.1-processed-gene-8.86&CDS=1-1476	YCL004W
1633	OG0001633	snap_masked-LN736362.1-processed-gene-8.87-mRNA-1_1&gene=snap_masked-LN736362.1-processed-gene-8.87&CDS=1-540	YCL001W
1634	OG0001634	snap_masked-LN736362.1-processed-gene-8.88-mRNA-1_1&gene=snap_masked-LN736362.1-processed-gene-8.88&CDS=1-1161	YNL001W
1635	OG0001635	snap_masked-LN736362.1-processed-gene-8.117-mRNA-1_1&gene=snap_masked-LN736362.1-processed-gene-8.117&CDS=1-996	YCR002C
1636	OG0001636	snap_masked-LN736362.1-processed-gene-8.89-mRNA-1_1&gene=snap_masked-LN736362.1-processed-gene-8.89&CDS=1-528	YCR003W
1637	OG0001637	snap_masked-LN736362.1-processed-gene-8.118-mRNA-1_1&gene=snap_masked-LN736362.1-processed-gene-8.118&CDS=1-741	YCR004C
1638	OG0001638	snap_masked-LN736362.1-processed-gene-8.119-mRNA-1_1&gene=snap_masked-LN736362.1-processed-gene-8.119&CDS=1-1422	YNR001C
1639	OG0001639	snap_masked-LN736362.1-processed-gene-8.121-mRNA-1_1&gene=snap_masked-LN736362.1-processed-gene-8.121&CDS=1-795	YCR009C
1640	OG0001640	augustus_masked-LN736362.1-processed-gene-8.55-mRNA-1_1&gene=augustus_masked-LN736362.1-processed-gene-8.55&CDS=1-4926	YCR011C
1641	OG0001641	snap_masked-LN736362.1-processed-gene-8.92-mRNA-1_1&gene=snap_masked-LN736362.1-processed-gene-8.92&CDS=1-6441	YFR019W
1642	OG0001642	genemark-LN736362.1-processed-gene-8.201-mRNA-1_1&gene=genemark-LN736362.1-processed-gene-8.201&CDS=1-573	YGR029W
1643	OG0001643	snap_masked-LN736362.1-processed-gene-8.94-mRNA-1_1&gene=snap_masked-LN736362.1-processed-gene-8.94&CDS=1-1593	YFR021W
1644	OG0001644	snap_masked-LN736362.1-processed-gene-8.95-mRNA-1_1&gene=snap_masked-LN736362.1-processed-gene-8.95&CDS=1-2271	YOR018W
1645	OG0001645	snap_masked-LN736362.1-processed-gene-8.97-mRNA-1_1&gene=snap_masked-LN736362.1-processed-gene-8.97&CDS=1-1893	YFR023W
1646	OG0001646	snap_masked-LN736362.1-processed-gene-8.126-mRNA-1_1&gene=snap_masked-LN736362.1-processed-gene-8.126&CDS=1-1233	YHR016C
1647	OG0001647	augustus_masked-LN736362.1-processed-gene-8.35-mRNA-1_1&gene=augustus_masked-LN736362.1-processed-gene-8.35&CDS=1-1029	YHR017W
1648	OG0001648	snap_masked-LN736362.1-processed-gene-8.127-mRNA-1_1&gene=snap_masked-LN736362.1-processed-gene-8.127&CDS=1-1662	YHR019C
1649	OG0001649	snap_masked-LN736362.1-processed-gene-8.100-mRNA-1_1&gene=snap_masked-LN736362.1-processed-gene-8.100&CDS=1-2028	YHR020W
1650	OG0001650	augustus_masked-LN736362.1-processed-gene-8.58-mRNA-1_1&gene=augustus_masked-LN736362.1-processed-gene-8.58&CDS=1-987	YFR025C
1651	OG0001651	snap_masked-LN736363.1-processed-gene-0.98-mRNA-1_1&gene=snap_masked-LN736363.1-processed-gene-0.98&CDS=1-258	YGR008C
1652	OG0001652	augustus_masked-LN736363.1-processed-gene-0.19-mRNA-1_1&gene=augustus_masked-LN736363.1-processed-gene-0.19&CDS=1-2232	YGR007W
1653	OG0001653	augustus_masked-LN736363.1-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-LN736363.1-processed-gene-0.1&CDS=1-1458	YGR005C
1654	OG0001654	snap_masked-LN736363.1-processed-gene-0.125-mRNA-1_1&gene=snap_masked-LN736363.1-processed-gene-0.125&CDS=1-1728	YLR324W
1655	OG0001655	augustus_masked-LN736363.1-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-LN736363.1-processed-gene-0.2&CDS=1-711	YLR323C
1656	OG0001656	snap_masked-LN736363.1-processed-gene-0.126-mRNA-1_1&gene=snap_masked-LN736363.1-processed-gene-0.126&CDS=1-2178	YGR003W
1657	OG0001657	snap_masked-LN736363.1-processed-gene-0.101-mRNA-1_1&gene=snap_masked-LN736363.1-processed-gene-0.101&CDS=1-1383	YGR002C
1658	OG0001658	snap_masked-LN736363.1-processed-gene-0.127-mRNA-1_1&gene=snap_masked-LN736363.1-processed-gene-0.127&CDS=1-4176	YLR320W
1659	OG0001659	snap_masked-LN736363.1-processed-gene-0.102-mRNA-1_1&gene=snap_masked-LN736363.1-processed-gene-0.102&CDS=1-2043	YLR319C
1660	OG0001660	augustus_masked-LN736363.1-processed-gene-0.23-mRNA-1_1&gene=augustus_masked-LN736363.1-processed-gene-0.23&CDS=1-1833	YLR318W
1661	OG0001661	snap_masked-LN736363.1-processed-gene-0.103-mRNA-1_1&gene=snap_masked-LN736363.1-processed-gene-0.103&CDS=1-966	YLR316C
1662	OG0001662	snap_masked-LN736363.1-processed-gene-0.129-mRNA-1_1&gene=snap_masked-LN736363.1-processed-gene-0.129&CDS=1-1080	YLR321C
1663	OG0001663	maker-LN736363.1-snap-gene-0.38-mRNA-1_1&gene=maker-LN736363.1-snap-gene-0.38&CDS=1-630	YAL003W
1664	OG0001664	augustus_masked-LN736363.1-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-LN736363.1-processed-gene-0.6&CDS=1-3690	YAL002W
1665	OG0001665	snap_masked-LN736363.1-processed-gene-0.130-mRNA-1_1&gene=snap_masked-LN736363.1-processed-gene-0.130&CDS=1-1038	YGL001C
1666	OG0001666	maker-LN736363.1-snap-gene-0.42-mRNA-1_1&gene=maker-LN736363.1-snap-gene-0.42&CDS=1-723	YGR001C
1667	OG0001667	snap_masked-LN736363.1-processed-gene-0.106-mRNA-1_1&gene=snap_masked-LN736363.1-processed-gene-0.106&CDS=1-3309	YAL001C
1668	OG0001668	maker-LN736363.1-snap-gene-0.39-mRNA-1_1&gene=maker-LN736363.1-snap-gene-0.39&CDS=1-1581	YAR002W
1669	OG0001669	snap_masked-LN736363.1-processed-gene-0.108-mRNA-1_1&gene=snap_masked-LN736363.1-processed-gene-0.108&CDS=1-1347	YAR003W
1670	OG0001670	snap_masked-LN736363.1-processed-gene-0.109-mRNA-1_1&gene=snap_masked-LN736363.1-processed-gene-0.109&CDS=1-1665	YGL003C
1671	OG0001671	snap_masked-LN736363.1-processed-gene-0.134-mRNA-1_1&gene=snap_masked-LN736363.1-processed-gene-0.134&CDS=1-1884	YAR007C
1672	OG0001672	augustus_masked-LN736363.1-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-LN736363.1-processed-gene-0.10&CDS=1-774	YGL005C
1673	OG0001673	snap_masked-LN736363.1-processed-gene-0.135-mRNA-1_1&gene=snap_masked-LN736363.1-processed-gene-0.135&CDS=1-3684	YGL006W
1674	OG0001674	snap_masked-LN736363.1-processed-gene-0.111-mRNA-1_1&gene=snap_masked-LN736363.1-processed-gene-0.111&CDS=1-837	YAR008W
1675	OG0001675	snap_masked-LN736363.1-processed-gene-0.136-mRNA-1_1&gene=snap_masked-LN736363.1-processed-gene-0.136&CDS=1-693	YOR289W
1676	OG0001676	snap_masked-LN736363.1-processed-gene-0.113-mRNA-1_1&gene=snap_masked-LN736363.1-processed-gene-0.113&CDS=1-954	YOR288C
1677	OG0001677	maker-LN736363.1-augustus-gene-0.94-mRNA-1_1&gene=maker-LN736363.1-augustus-gene-0.94&CDS=1-1176	YOR287C
1678	OG0001678	augustus_masked-LN736363.1-processed-gene-0.31-mRNA-1_1&gene=augustus_masked-LN736363.1-processed-gene-0.31&CDS=1-426	YOR286W
1679	OG0001679	augustus_masked-LN736363.1-processed-gene-0.32-mRNA-1_1&gene=augustus_masked-LN736363.1-processed-gene-0.32&CDS=1-1059	YOR283W
1680	OG0001680	augustus_masked-LN736363.1-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-LN736363.1-processed-gene-0.14&CDS=1-2796	YMR224C
1681	OG0001681	snap_masked-LN736363.1-processed-gene-0.140-mRNA-1_1&gene=snap_masked-LN736363.1-processed-gene-0.140&CDS=1-1140	YMR223W
1682	OG0001682	snap_masked-LN736363.1-processed-gene-0.141-mRNA-1_1&gene=snap_masked-LN736363.1-processed-gene-0.141&CDS=1-1869	YBL054W
1683	OG0001683	snap_masked-LN736363.1-processed-gene-0.119-mRNA-1_1&gene=snap_masked-LN736363.1-processed-gene-0.119&CDS=1-2457	YNL118C
1684	OG0001684	augustus_masked-LN736363.1-processed-gene-0.36-mRNA-1_1&gene=augustus_masked-LN736363.1-processed-gene-0.36&CDS=1-1299	YNL119W
1685	OG0001685	snap_masked-LN736363.1-processed-gene-0.120-mRNA-1_1&gene=snap_masked-LN736363.1-processed-gene-0.120&CDS=1-330	YHR116W
1686	OG0001686	snap_masked-LN736363.1-processed-gene-0.121-mRNA-1_1&gene=snap_masked-LN736363.1-processed-gene-0.121&CDS=1-1815	YNL121C
1687	OG0001687	snap_masked-LN736363.1-processed-gene-1.54-mRNA-1_1&gene=snap_masked-LN736363.1-processed-gene-1.54&CDS=1-2967	YNL123W
1688	OG0001688	snap_masked-LN736363.1-processed-gene-1.55-mRNA-1_1&gene=snap_masked-LN736363.1-processed-gene-1.55&CDS=1-1296	YHR118C
1689	OG0001689	augustus_masked-LN736363.1-processed-gene-1.99-mRNA-1_1&gene=augustus_masked-LN736363.1-processed-gene-1.99&CDS=1-5772	YHR120W
1690	OG0001690	snap_masked-LN736363.1-processed-gene-1.56-mRNA-1_1&gene=snap_masked-LN736363.1-processed-gene-1.56&CDS=1-1599	YNL124W
1691	OG0001691	snap_masked-LN736363.1-processed-gene-1.80-mRNA-1_1&gene=snap_masked-LN736363.1-processed-gene-1.80&CDS=1-2457	YNL126W
1692	OG0001692	snap_masked-LN736363.1-processed-gene-1.81-mRNA-1_1&gene=snap_masked-LN736363.1-processed-gene-1.81&CDS=1-2772	YNL127W
1693	OG0001693	snap_masked-LN736363.1-processed-gene-1.82-mRNA-1_1&gene=snap_masked-LN736363.1-processed-gene-1.82&CDS=1-1302	YNL128W
1694	OG0001694	maker-LN736363.1-snap-gene-1.142-mRNA-1_1&gene=maker-LN736363.1-snap-gene-1.142&CDS=1-708	YNL129W
1695	OG0001695	snap_masked-LN736363.1-processed-gene-1.83-mRNA-1_1&gene=snap_masked-LN736363.1-processed-gene-1.83&CDS=1-453	YNL131W
1696	OG0001696	snap_masked-LN736363.1-processed-gene-1.84-mRNA-1_1&gene=snap_masked-LN736363.1-processed-gene-1.84&CDS=1-3153	YNL132W
1697	OG0001697	snap_masked-LN736363.1-processed-gene-1.60-mRNA-1_1&gene=snap_masked-LN736363.1-processed-gene-1.60&CDS=1-2031	YHR124W
1698	OG0001698	snap_masked-LN736363.1-processed-gene-1.61-mRNA-1_1&gene=snap_masked-LN736363.1-processed-gene-1.61&CDS=1-528	YNL133C
1699	OG0001699	snap_masked-LN736363.1-processed-gene-1.63-mRNA-1_1&gene=snap_masked-LN736363.1-processed-gene-1.63&CDS=1-342	YNL135C
1700	OG0001700	snap_masked-LN736363.1-processed-gene-1.86-mRNA-1_1&gene=snap_masked-LN736363.1-processed-gene-1.86&CDS=1-1101	YNL136W
1701	OG0001701	snap_masked-LN736363.1-processed-gene-1.64-mRNA-1_1&gene=snap_masked-LN736363.1-processed-gene-1.64&CDS=1-1431	YNL137C
1702	OG0001702	snap_masked-LN736363.1-processed-gene-1.87-mRNA-1_1&gene=snap_masked-LN736363.1-processed-gene-1.87&CDS=1-1635	YNL138W
1703	OG0001703	augustus_masked-LN736363.1-processed-gene-1.110-mRNA-1_1&gene=augustus_masked-LN736363.1-processed-gene-1.110&CDS=1-654	YHR127W
1704	OG0001704	augustus_masked-LN736363.1-processed-gene-1.111-mRNA-1_1&gene=augustus_masked-LN736363.1-processed-gene-1.111&CDS=1-6015	YNL139C
1705	OG0001705	snap_masked-LN736363.1-processed-gene-1.88-mRNA-1_1&gene=snap_masked-LN736363.1-processed-gene-1.88&CDS=1-687	YNL151C
1706	OG0001706	snap_masked-LN736363.1-processed-gene-1.89-mRNA-1_1&gene=snap_masked-LN736363.1-processed-gene-1.89&CDS=1-378	YNL149C
1707	OG0001707	snap_masked-LN736363.1-processed-gene-1.68-mRNA-1_1&gene=snap_masked-LN736363.1-processed-gene-1.68&CDS=1-333	YNL147W
1708	OG0001708	snap_masked-LN736363.1-processed-gene-1.69-mRNA-1_1&gene=snap_masked-LN736363.1-processed-gene-1.69&CDS=1-648	YHR128W
1709	OG0001709	snap_masked-LN736363.1-processed-gene-1.93-mRNA-1_1&gene=snap_masked-LN736363.1-processed-gene-1.93&CDS=1-2235	YHR131C
1710	OG0001710	snap_masked-LN736363.1-processed-gene-1.70-mRNA-1_1&gene=snap_masked-LN736363.1-processed-gene-1.70&CDS=1-543	YNL158W
1711	OG0001711	snap_masked-LN736363.1-processed-gene-1.95-mRNA-1_1&gene=snap_masked-LN736363.1-processed-gene-1.95&CDS=1-1320	YHR132C
1712	OG0001712	snap_masked-LN736363.1-processed-gene-1.71-mRNA-1_1&gene=snap_masked-LN736363.1-processed-gene-1.71&CDS=1-387	YHR132W-A
1713	OG0001713	snap_masked-LN736363.1-processed-gene-1.96-mRNA-1_1&gene=snap_masked-LN736363.1-processed-gene-1.96&CDS=1-786	YNL156C
1714	OG0001714	snap_masked-LN736363.1-processed-gene-1.72-mRNA-1_1&gene=snap_masked-LN736363.1-processed-gene-1.72&CDS=1-774	YHR134W
1715	OG0001715	augustus_masked-LN736363.1-processed-gene-1.117-mRNA-1_1&gene=augustus_masked-LN736363.1-processed-gene-1.117&CDS=1-834	YNL155W
1716	OG0001716	snap_masked-LN736363.1-processed-gene-1.75-mRNA-1_1&gene=snap_masked-LN736363.1-processed-gene-1.75&CDS=1-1071	YNL141W
1717	OG0001717	augustus_masked-LN736363.1-processed-gene-1.121-mRNA-1_1&gene=augustus_masked-LN736363.1-processed-gene-1.121&CDS=1-1095	YMR139W
1718	OG0001718	snap_masked-LN736363.1-processed-gene-1.78-mRNA-1_1&gene=snap_masked-LN736363.1-processed-gene-1.78&CDS=1-2565	YOR113W
1719	OG0001719	augustus_masked-LN736363.1-processed-gene-1.124-mRNA-1_1&gene=augustus_masked-LN736363.1-processed-gene-1.124&CDS=1-807	YOR114W
1720	OG0001720	snap_masked-LN736363.1-processed-gene-2.101-mRNA-1_1&gene=snap_masked-LN736363.1-processed-gene-2.101&CDS=1-753	YOR115C
1721	OG0001721	snap_masked-LN736363.1-processed-gene-2.99-mRNA-1_1&gene=snap_masked-LN736363.1-processed-gene-2.99&CDS=1-1866	YHR114W
1722	OG0001722	snap_masked-LN736363.1-processed-gene-2.100-mRNA-1_1&gene=snap_masked-LN736363.1-processed-gene-2.100&CDS=1-1800	YNL115C
1723	OG0001723	snap_masked-LN736363.1-processed-gene-2.105-mRNA-1_1&gene=snap_masked-LN736363.1-processed-gene-2.105&CDS=1-1047	YJR154W
1724	OG0001724	snap_masked-LN736363.1-processed-gene-2.106-mRNA-1_1&gene=snap_masked-LN736363.1-processed-gene-2.106&CDS=1-903	YBR176W
1725	OG0001725	augustus_masked-LN736363.1-processed-gene-2.30-mRNA-1_1&gene=augustus_masked-LN736363.1-processed-gene-2.30&CDS=1-1353	YPL103C
1726	OG0001726	snap_masked-LN736363.1-processed-gene-2.107-mRNA-1_1&gene=snap_masked-LN736363.1-processed-gene-2.107&CDS=1-1338	YPL101W
1727	OG0001727	augustus_masked-LN736363.1-processed-gene-2.14-mRNA-1_1&gene=augustus_masked-LN736363.1-processed-gene-2.14&CDS=1-1200	YPL100W
1728	OG0001728	snap_masked-LN736363.1-processed-gene-2.128-mRNA-1_1&gene=snap_masked-LN736363.1-processed-gene-2.128&CDS=1-510	YPL099C
1729	OG0001729	snap_masked-LN736363.1-processed-gene-2.129-mRNA-1_1&gene=snap_masked-LN736363.1-processed-gene-2.129&CDS=1-366	YPL098C
1730	OG0001730	maker-LN736363.1-snap-gene-2.0-mRNA-1_1&gene=maker-LN736363.1-snap-gene-2.0&CDS=1-2409	YPL097W
1731	OG0001731	maker-LN736363.1-snap-gene-2.1-mRNA-1_1&gene=maker-LN736363.1-snap-gene-2.1&CDS=1-3720	YPL093W
1732	OG0001732	augustus_masked-LN736363.1-processed-gene-2.17-mRNA-1_1&gene=augustus_masked-LN736363.1-processed-gene-2.17&CDS=1-1446	YPL091W
1733	OG0001733	maker-LN736363.1-snap-gene-2.4-mRNA-1_1&gene=maker-LN736363.1-snap-gene-2.4&CDS=1-1917	YBR182C
1734	OG0001734	snap_masked-LN736363.1-processed-gene-2.114-mRNA-1_1&gene=snap_masked-LN736363.1-processed-gene-2.114&CDS=1-957	YBR183W
1735	OG0001735	snap_masked-LN736363.1-processed-gene-2.135-mRNA-1_1&gene=snap_masked-LN736363.1-processed-gene-2.135&CDS=1-1671	YPL086C
1736	OG0001736	snap_masked-LN736363.1-processed-gene-2.116-mRNA-1_1&gene=snap_masked-LN736363.1-processed-gene-2.116&CDS=1-6873	YPL085W
1737	OG0001737	augustus_masked-LN736363.1-processed-gene-2.37-mRNA-1_1&gene=augustus_masked-LN736363.1-processed-gene-2.37&CDS=1-816	YBR185C
1738	OG0001738	snap_masked-LN736363.1-processed-gene-2.117-mRNA-1_1&gene=snap_masked-LN736363.1-processed-gene-2.117&CDS=1-2442	YPL084W
1739	OG0001739	genemark-LN736363.1-processed-gene-2.90-mRNA-1_1&gene=genemark-LN736363.1-processed-gene-2.90&CDS=1-1338	YPL083C
1740	OG0001740	snap_masked-LN736363.1-processed-gene-2.118-mRNA-1_1&gene=snap_masked-LN736363.1-processed-gene-2.118&CDS=1-1512	YBR186W
1741	OG0001741	snap_masked-LN736363.1-processed-gene-2.119-mRNA-1_1&gene=snap_masked-LN736363.1-processed-gene-2.119&CDS=1-843	YBR187W
1742	OG0001742	snap_masked-LN736363.1-processed-gene-2.137-mRNA-1_1&gene=snap_masked-LN736363.1-processed-gene-2.137&CDS=1-5649	YPL082C
1743	OG0001743	snap_masked-LN736363.1-processed-gene-2.123-mRNA-1_1&gene=snap_masked-LN736363.1-processed-gene-2.123&CDS=1-1098	YBR192W
1744	OG0001744	snap_masked-LN736363.1-processed-gene-2.138-mRNA-1_1&gene=snap_masked-LN736363.1-processed-gene-2.138&CDS=1-645	YBR193C
1745	OG0001745	augustus_masked-LN736363.1-processed-gene-2.42-mRNA-1_1&gene=augustus_masked-LN736363.1-processed-gene-2.42&CDS=1-702	YPL078C
1746	OG0001746	snap_masked-LN736363.1-processed-gene-2.140-mRNA-1_1&gene=snap_masked-LN736363.1-processed-gene-2.140&CDS=1-1317	YBR195C
1747	OG0001747	snap_masked-LN736363.1-processed-gene-2.141-mRNA-1_1&gene=snap_masked-LN736363.1-processed-gene-2.141&CDS=1-1665	YBR196C
1748	OG0001748	snap_masked-LN736363.1-processed-gene-2.142-mRNA-1_1&gene=snap_masked-LN736363.1-processed-gene-2.142&CDS=1-420	YPL077C
1749	OG0001749	snap_masked-LN736363.1-processed-gene-2.124-mRNA-1_1&gene=snap_masked-LN736363.1-processed-gene-2.124&CDS=1-825	YPL076W
1750	OG0001750	snap_masked-LN736363.1-processed-gene-2.143-mRNA-1_1&gene=snap_masked-LN736363.1-processed-gene-2.143&CDS=1-2268	YBR198C
1751	OG0001751	snap_masked-LN736363.1-processed-gene-2.125-mRNA-1_1&gene=snap_masked-LN736363.1-processed-gene-2.125&CDS=1-1953	YPL075W
1752	OG0001752	maker-LN736363.1-snap-gene-3.0-mRNA-1_1&gene=maker-LN736363.1-snap-gene-3.0&CDS=1-2025	YPL072W
1753	OG0001753	snap_masked-LN736363.1-processed-gene-3.92-mRNA-1_1&gene=snap_masked-LN736363.1-processed-gene-3.92&CDS=1-1671	YBR200W
1754	OG0001754	snap_masked-LN736363.1-processed-gene-3.95-mRNA-1_1&gene=snap_masked-LN736363.1-processed-gene-3.95&CDS=1-447	YPL071C
1755	OG0001755	snap_masked-LN736363.1-processed-gene-3.93-mRNA-1_1&gene=snap_masked-LN736363.1-processed-gene-3.93&CDS=1-1578	YPL070W
1756	OG0001756	snap_masked-LN736363.1-processed-gene-3.96-mRNA-1_1&gene=snap_masked-LN736363.1-processed-gene-3.96&CDS=1-972	YPL069C
1757	OG0001757	augustus_masked-LN736363.1-processed-gene-3.52-mRNA-1_1&gene=augustus_masked-LN736363.1-processed-gene-3.52&CDS=1-777	YBR201W
1758	OG0001758	augustus_masked-LN736363.1-processed-gene-3.54-mRNA-1_1&gene=augustus_masked-LN736363.1-processed-gene-3.54&CDS=1-1275	YPL067C
1759	OG0001759	augustus_masked-LN736363.1-processed-gene-3.55-mRNA-1_1&gene=augustus_masked-LN736363.1-processed-gene-3.55&CDS=1-4356	YBR202W
1760	OG0001760	snap_masked-LN736363.1-processed-gene-3.126-mRNA-1_1&gene=snap_masked-LN736363.1-processed-gene-3.126&CDS=1-975	YPL064C
1761	OG0001761	snap_masked-LN736363.1-processed-gene-3.101-mRNA-1_1&gene=snap_masked-LN736363.1-processed-gene-3.101&CDS=1-1413	YPL063W
1762	OG0001762	snap_masked-LN736363.1-processed-gene-3.102-mRNA-1_1&gene=snap_masked-LN736363.1-processed-gene-3.102&CDS=1-2421	YBR203W
1763	OG0001763	snap_masked-LN736363.1-processed-gene-3.127-mRNA-1_1&gene=snap_masked-LN736363.1-processed-gene-3.127&CDS=1-1008	YBR204C
1764	OG0001764	snap_masked-LN736363.1-processed-gene-3.104-mRNA-1_1&gene=snap_masked-LN736363.1-processed-gene-3.104&CDS=1-972	YGR263C
1765	OG0001765	snap_masked-LN736363.1-processed-gene-3.106-mRNA-1_1&gene=snap_masked-LN736363.1-processed-gene-3.106&CDS=1-1191	YPL060W
1766	OG0001766	snap_masked-LN736363.1-processed-gene-3.107-mRNA-1_1&gene=snap_masked-LN736363.1-processed-gene-3.107&CDS=1-1320	YBR207W
1767	OG0001767	snap_masked-LN736363.1-processed-gene-3.128-mRNA-1_1&gene=snap_masked-LN736363.1-processed-gene-3.128&CDS=1-5499	YBR208C
1768	OG0001768	snap_masked-LN736363.1-processed-gene-3.108-mRNA-1_1&gene=snap_masked-LN736363.1-processed-gene-3.108&CDS=1-411	YPL059W
1769	OG0001769	snap_masked-LN736363.1-processed-gene-3.129-mRNA-1_1&gene=snap_masked-LN736363.1-processed-gene-3.129&CDS=1-1671	YBR163W
1770	OG0001770	snap_masked-LN736363.1-processed-gene-3.130-mRNA-1_1&gene=snap_masked-LN736363.1-processed-gene-3.130&CDS=1-186	YBR162W-A
1771	OG0001771	snap_masked-LN736363.1-processed-gene-3.109-mRNA-1_1&gene=snap_masked-LN736363.1-processed-gene-3.109&CDS=1-1386	YBR162C
1772	OG0001772	snap_masked-LN736363.1-processed-gene-3.133-mRNA-1_1&gene=snap_masked-LN736363.1-processed-gene-3.133&CDS=1-888	YBR160W
1773	OG0001773	snap_masked-LN736363.1-processed-gene-3.134-mRNA-1_1&gene=snap_masked-LN736363.1-processed-gene-3.134&CDS=1-1029	YBR159W
1774	OG0001774	snap_masked-LN736363.1-processed-gene-3.136-mRNA-1_1&gene=snap_masked-LN736363.1-processed-gene-3.136&CDS=1-1512	YBR158W
