	OrthologID	Hanseniaspora_vinae	Saccharomyces_cerevisiae
2060	OG0002060	augustus_masked-JFAV02000185.1-processed-gene-0.173-mRNA-1_1&gene=augustus_masked-JFAV02000185.1-processed-gene-0.173&CDS=1-840	YDL198C
2061	OG0002061	augustus_masked-JFAV02000185.1-processed-gene-0.174-mRNA-1_1&gene=augustus_masked-JFAV02000185.1-processed-gene-0.174&CDS=1-840	YDL201W
2062	OG0002062	augustus_masked-JFAV02000185.1-processed-gene-0.211-mRNA-1_1&gene=augustus_masked-JFAV02000185.1-processed-gene-0.211&CDS=1-759	YDL202W
2063	OG0002063	snap_masked-JFAV02000185.1-processed-gene-0.100-mRNA-1_1&gene=snap_masked-JFAV02000185.1-processed-gene-0.100&CDS=1-1359	YDR229W
2064	OG0002064	augustus_masked-JFAV02000185.1-processed-gene-0.212-mRNA-1_1&gene=augustus_masked-JFAV02000185.1-processed-gene-0.212&CDS=1-615	YDR231C
2065	OG0002065	snap_masked-JFAV02000185.1-processed-gene-0.101-mRNA-1_1&gene=snap_masked-JFAV02000185.1-processed-gene-0.101&CDS=1-1512	YDL203C
2066	OG0002066	augustus_masked-JFAV02000185.1-processed-gene-0.177-mRNA-1_1&gene=augustus_masked-JFAV02000185.1-processed-gene-0.177&CDS=1-1698	YDR232W
2067	OG0002067	augustus_masked-JFAV02000185.1-processed-gene-0.178-mRNA-1_1&gene=augustus_masked-JFAV02000185.1-processed-gene-0.178&CDS=1-2889	YDR238C
2068	OG0002068	augustus_masked-JFAV02000185.1-processed-gene-0.214-mRNA-1_1&gene=augustus_masked-JFAV02000185.1-processed-gene-0.214&CDS=1-864	YDR237W
2069	OG0002069	augustus_masked-JFAV02000185.1-processed-gene-0.179-mRNA-1_1&gene=augustus_masked-JFAV02000185.1-processed-gene-0.179&CDS=1-1614	YDL207W
2070	OG0002070	augustus_masked-JFAV02000185.1-processed-gene-0.180-mRNA-1_1&gene=augustus_masked-JFAV02000185.1-processed-gene-0.180&CDS=1-585	YDR236C
2071	OG0002071	augustus_masked-JFAV02000185.1-processed-gene-0.181-mRNA-1_1&gene=augustus_masked-JFAV02000185.1-processed-gene-0.181&CDS=1-1914	YDL206W
2072	OG0002072	snap_masked-JFAV02000185.1-processed-gene-0.135-mRNA-1_1&gene=snap_masked-JFAV02000185.1-processed-gene-0.135&CDS=1-1737	YDR235W
2073	OG0002073	augustus_masked-JFAV02000185.1-processed-gene-0.216-mRNA-1_1&gene=augustus_masked-JFAV02000185.1-processed-gene-0.216&CDS=1-2109	YDR234W
2074	OG0002074	snap_masked-JFAV02000185.1-processed-gene-0.106-mRNA-1_1&gene=snap_masked-JFAV02000185.1-processed-gene-0.106&CDS=1-783	YDR233C
2075	OG0002075	snap_masked-JFAV02000185.1-processed-gene-0.138-mRNA-1_1&gene=snap_masked-JFAV02000185.1-processed-gene-0.138&CDS=1-2817	YDR239C
2076	OG0002076	snap_masked-JFAV02000185.1-processed-gene-0.139-mRNA-1_1&gene=snap_masked-JFAV02000185.1-processed-gene-0.139&CDS=1-2079	YDR240C
2077	OG0002077	augustus_masked-JFAV02000185.1-processed-gene-0.219-mRNA-1_1&gene=augustus_masked-JFAV02000185.1-processed-gene-0.219&CDS=1-465	YDL208W
2078	OG0002078	augustus_masked-JFAV02000185.1-processed-gene-0.220-mRNA-1_1&gene=augustus_masked-JFAV02000185.1-processed-gene-0.220&CDS=1-1749	YGL186C
2079	OG0002079	augustus_masked-JFAV02000185.1-processed-gene-0.183-mRNA-1_1&gene=augustus_masked-JFAV02000185.1-processed-gene-0.183&CDS=1-1059	YDL209C
2080	OG0002080	augustus_masked-JFAV02000185.1-processed-gene-0.184-mRNA-1_1&gene=augustus_masked-JFAV02000185.1-processed-gene-0.184&CDS=1-1824	YDR244W
2081	OG0002081	augustus_masked-JFAV02000185.1-processed-gene-0.185-mRNA-1_1&gene=augustus_masked-JFAV02000185.1-processed-gene-0.185&CDS=1-984	YDR245W
2082	OG0002082	snap_masked-JFAV02000185.1-processed-gene-0.110-mRNA-1_1&gene=snap_masked-JFAV02000185.1-processed-gene-0.110&CDS=1-4308	YPL016W
2083	OG0002083	augustus_masked-JFAV02000185.1-processed-gene-0.222-mRNA-1_1&gene=augustus_masked-JFAV02000185.1-processed-gene-0.222&CDS=1-3393	YPL022W
2084	OG0002084	augustus_masked-JFAV02000185.1-processed-gene-0.187-mRNA-1_1&gene=augustus_masked-JFAV02000185.1-processed-gene-0.187&CDS=1-2055	YPL023C
2085	OG0002085	snap_masked-JFAV02000185.1-processed-gene-0.144-mRNA-1_1&gene=snap_masked-JFAV02000185.1-processed-gene-0.144&CDS=1-825	YPL024W
2086	OG0002086	augustus_masked-JFAV02000185.1-processed-gene-0.188-mRNA-1_1&gene=augustus_masked-JFAV02000185.1-processed-gene-0.188&CDS=1-642	YDR246W
2087	OG0002087	augustus_masked-JFAV02000185.1-processed-gene-0.224-mRNA-1_1&gene=augustus_masked-JFAV02000185.1-processed-gene-0.224&CDS=1-777	YDR248C
2088	OG0002088	augustus_masked-JFAV02000185.1-processed-gene-0.225-mRNA-1_1&gene=augustus_masked-JFAV02000185.1-processed-gene-0.225&CDS=1-1200	YPL028W
2089	OG0002089	augustus_masked-JFAV02000185.1-processed-gene-0.226-mRNA-1_1&gene=augustus_masked-JFAV02000185.1-processed-gene-0.226&CDS=1-4026	YPL030W
2090	OG0002090	augustus_masked-JFAV02000185.1-processed-gene-0.191-mRNA-1_1&gene=augustus_masked-JFAV02000185.1-processed-gene-0.191&CDS=1-471	YPL037C
2091	OG0002091	maker-JFAV02000185.1-snap-gene-0.4-mRNA-1_1&gene=maker-JFAV02000185.1-snap-gene-0.4&CDS=1-3387	YPL040C
2092	OG0002092	augustus_masked-JFAV02000185.1-processed-gene-0.194-mRNA-1_1&gene=augustus_masked-JFAV02000185.1-processed-gene-0.194&CDS=1-2406	YPL042C
2093	OG0002093	augustus_masked-JFAV02000185.1-processed-gene-0.229-mRNA-1_1&gene=augustus_masked-JFAV02000185.1-processed-gene-0.229&CDS=1-2037	YPL043W
2094	OG0002094	snap_masked-JFAV02000185.1-processed-gene-0.152-mRNA-1_1&gene=snap_masked-JFAV02000185.1-processed-gene-0.152&CDS=1-4017	YPL045W
2095	OG0002095	augustus_masked-JFAV02000185.1-processed-gene-0.195-mRNA-1_1&gene=augustus_masked-JFAV02000185.1-processed-gene-0.195&CDS=1-309	YPL046C
2096	OG0002096	snap_masked-JFAV02000185.1-processed-gene-0.153-mRNA-1_1&gene=snap_masked-JFAV02000185.1-processed-gene-0.153&CDS=1-582	YPL047W
2097	OG0002097	augustus_masked-JFAV02000185.1-processed-gene-0.197-mRNA-1_1&gene=augustus_masked-JFAV02000185.1-processed-gene-0.197&CDS=1-609	YPL051W
2098	OG0002098	augustus_masked-JFAV02000185.1-processed-gene-0.198-mRNA-1_1&gene=augustus_masked-JFAV02000185.1-processed-gene-0.198&CDS=1-1713	YDR481C
2099	OG0002099	augustus_masked-JFAV02000185.1-processed-gene-0.234-mRNA-1_1&gene=augustus_masked-JFAV02000185.1-processed-gene-0.234&CDS=1-1167	YPL050C
2100	OG0002100	snap_masked-JFAV02000186.1-processed-gene-0.28-mRNA-1_1&gene=snap_masked-JFAV02000186.1-processed-gene-0.28&CDS=1-447	YDR482C
2101	OG0002101	augustus_masked-JFAV02000186.1-processed-gene-0.18-mRNA-1_1&gene=augustus_masked-JFAV02000186.1-processed-gene-0.18&CDS=1-2079	YBR156C
2102	OG0002102	augustus_masked-JFAV02000186.1-processed-gene-0.20-mRNA-1_1&gene=augustus_masked-JFAV02000186.1-processed-gene-0.20&CDS=1-909	YPL054W
2103	OG0002103	snap_masked-JFAV02000186.1-processed-gene-0.24-mRNA-1_1&gene=snap_masked-JFAV02000186.1-processed-gene-0.24&CDS=1-1503	YBR158W
2104	OG0002104	snap_masked-JFAV02000187.1-processed-gene-0.26-mRNA-1_1&gene=snap_masked-JFAV02000187.1-processed-gene-0.26&CDS=1-1110	YEL019C
2105	OG0002105	augustus_masked-JFAV02000187.1-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-JFAV02000187.1-processed-gene-0.2&CDS=1-1455	YCR024C
2106	OG0002106	augustus_masked-JFAV02000187.1-processed-gene-0.15-mRNA-1_1&gene=augustus_masked-JFAV02000187.1-processed-gene-0.15&CDS=1-261	YEL020W-A
2107	OG0002107	augustus_masked-JFAV02000187.1-processed-gene-0.16-mRNA-1_1&gene=augustus_masked-JFAV02000187.1-processed-gene-0.16&CDS=1-798	YEL021W
2108	OG0002108	augustus_masked-JFAV02000187.1-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-JFAV02000187.1-processed-gene-0.17&CDS=1-4302	YEL022W
2109	OG0002109	augustus_masked-JFAV02000187.1-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-JFAV02000187.1-processed-gene-0.4&CDS=1-1200	YJR032W
2110	OG0002110	augustus_masked-JFAV02000187.1-processed-gene-0.18-mRNA-1_1&gene=augustus_masked-JFAV02000187.1-processed-gene-0.18&CDS=1-4140	YJR033C
2111	OG0002111	augustus_masked-JFAV02000187.1-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-JFAV02000187.1-processed-gene-0.5&CDS=1-324	YJR034W
2112	OG0002112	augustus_masked-JFAV02000187.1-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-JFAV02000187.1-processed-gene-0.6&CDS=1-3333	YJR035W
2113	OG0002113	augustus_masked-JFAV02000187.1-processed-gene-0.19-mRNA-1_1&gene=augustus_masked-JFAV02000187.1-processed-gene-0.19&CDS=1-636	YEL024W
2114	OG0002114	augustus_masked-JFAV02000187.1-processed-gene-0.20-mRNA-1_1&gene=augustus_masked-JFAV02000187.1-processed-gene-0.20&CDS=1-381	YEL026W
2115	OG0002115	augustus_masked-JFAV02000187.1-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-JFAV02000187.1-processed-gene-0.8&CDS=1-477	YFR011C
2116	OG0002116	augustus_masked-JFAV02000187.1-processed-gene-0.21-mRNA-1_1&gene=augustus_masked-JFAV02000187.1-processed-gene-0.21&CDS=1-1542	YFR010W
2117	OG0002117	augustus_masked-JFAV02000187.1-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-JFAV02000187.1-processed-gene-0.9&CDS=1-3036	YOL021C
2118	OG0002118	augustus_masked-JFAV02000187.1-processed-gene-0.22-mRNA-1_1&gene=augustus_masked-JFAV02000187.1-processed-gene-0.22&CDS=1-2256	YFR009W
2119	OG0002119	augustus_masked-JFAV02000187.1-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-JFAV02000187.1-processed-gene-0.10&CDS=1-1329	YOL022C
2120	OG0002120	augustus_masked-JFAV02000187.1-processed-gene-0.23-mRNA-1_1&gene=augustus_masked-JFAV02000187.1-processed-gene-0.23&CDS=1-2208	YOL023W
2121	OG0002121	augustus_masked-JFAV02000187.1-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-JFAV02000187.1-processed-gene-0.11&CDS=1-1251	YCR012W
2122	OG0002122	snap_masked-JFAV02000187.1-processed-gene-0.49-mRNA-1_1&gene=snap_masked-JFAV02000187.1-processed-gene-0.49&CDS=1-2139	YCR015C
2123	OG0002123	augustus_masked-JFAV02000187.1-processed-gene-0.12-mRNA-1_1&gene=augustus_masked-JFAV02000187.1-processed-gene-0.12&CDS=1-900	YCR016W
2124	OG0002124	genemark-JFAV02000187.1-processed-gene-0.78-mRNA-1_1&gene=genemark-JFAV02000187.1-processed-gene-0.78&CDS=1-3069	YCR017C
2125	OG0002125	augustus_masked-JFAV02000187.1-processed-gene-0.25-mRNA-1_1&gene=augustus_masked-JFAV02000187.1-processed-gene-0.25&CDS=1-2100	YEL011W
2126	OG0002126	augustus_masked-JFAV02000190.1-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-JFAV02000190.1-processed-gene-0.13&CDS=1-333	YBR091C
2127	OG0002127	augustus_masked-JFAV02000190.1-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-JFAV02000190.1-processed-gene-0.0&CDS=1-2373	YBR094W
2128	OG0002128	augustus_masked-JFAV02000190.1-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-JFAV02000190.1-processed-gene-0.14&CDS=1-1533	YBR095C
2129	OG0002129	augustus_masked-JFAV02000190.1-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-JFAV02000190.1-processed-gene-0.1&CDS=1-687	YBR096W
2130	OG0002130	augustus_masked-JFAV02000190.1-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-JFAV02000190.1-processed-gene-0.2&CDS=1-1350	YPR054W
2131	OG0002131	augustus_masked-JFAV02000190.1-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-JFAV02000190.1-processed-gene-0.3&CDS=1-4341	YBR097W
2132	OG0002132	snap_masked-JFAV02000190.1-processed-gene-0.25-mRNA-1_1&gene=snap_masked-JFAV02000190.1-processed-gene-0.25&CDS=1-3060	YPR055W
2133	OG0002133	snap_masked-JFAV02000190.1-processed-gene-0.26-mRNA-1_1&gene=snap_masked-JFAV02000190.1-processed-gene-0.26&CDS=1-2013	YBR098W
2134	OG0002134	augustus_masked-JFAV02000190.1-processed-gene-0.15-mRNA-1_1&gene=augustus_masked-JFAV02000190.1-processed-gene-0.15&CDS=1-879	YBR101C
2135	OG0002135	snap_masked-JFAV02000190.1-processed-gene-0.37-mRNA-1_1&gene=snap_masked-JFAV02000190.1-processed-gene-0.37&CDS=1-2508	YBR102C
2136	OG0002136	augustus_masked-JFAV02000190.1-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-JFAV02000190.1-processed-gene-0.7&CDS=1-1848	YBR103W
2137	OG0002137	augustus_masked-JFAV02000190.1-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-JFAV02000190.1-processed-gene-0.8&CDS=1-1218	YPR056W
2138	OG0002138	snap_masked-JFAV02000190.1-processed-gene-0.30-mRNA-1_1&gene=snap_masked-JFAV02000190.1-processed-gene-0.30&CDS=1-1023	YPR057W
2139	OG0002139	augustus_masked-JFAV02000190.1-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-JFAV02000190.1-processed-gene-0.17&CDS=1-774	YPR060C
2140	OG0002140	augustus_masked-JFAV02000190.1-processed-gene-0.18-mRNA-1_1&gene=augustus_masked-JFAV02000190.1-processed-gene-0.18&CDS=1-1224	YPR061C
2141	OG0002141	augustus_masked-JFAV02000190.1-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-JFAV02000190.1-processed-gene-0.11&CDS=1-474	YPR062W
2142	OG0002142	augustus_masked-JFAV02000190.1-processed-gene-0.19-mRNA-1_1&gene=augustus_masked-JFAV02000190.1-processed-gene-0.19&CDS=1-348	YPR063C
2143	OG0002143	snap_masked-JFAV02000191.1-processed-gene-0.30-mRNA-1_1&gene=snap_masked-JFAV02000191.1-processed-gene-0.30&CDS=1-2778	YPL180W
2144	OG0002144	augustus_masked-JFAV02000191.1-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-JFAV02000191.1-processed-gene-0.17&CDS=1-3234	YGL094C
2145	OG0002145	augustus_masked-JFAV02000191.1-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-JFAV02000191.1-processed-gene-0.4&CDS=1-3009	YPL183C
2146	OG0002146	snap_masked-JFAV02000191.1-processed-gene-0.32-mRNA-1_1&gene=snap_masked-JFAV02000191.1-processed-gene-0.32&CDS=1-2508	YGL093W
2147	OG0002147	augustus_masked-JFAV02000191.1-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-JFAV02000191.1-processed-gene-0.6&CDS=1-3669	YGL092W
2148	OG0002148	augustus_masked-JFAV02000191.1-processed-gene-0.18-mRNA-1_1&gene=augustus_masked-JFAV02000191.1-processed-gene-0.18&CDS=1-975	YGL091C
2149	OG0002149	augustus_masked-JFAV02000191.1-processed-gene-0.20-mRNA-1_1&gene=augustus_masked-JFAV02000191.1-processed-gene-0.20&CDS=1-1326	YPL188W
2150	OG0002150	augustus_masked-JFAV02000191.1-processed-gene-0.21-mRNA-1_1&gene=augustus_masked-JFAV02000191.1-processed-gene-0.21&CDS=1-411	YGL087C
2151	OG0002151	augustus_masked-JFAV02000191.1-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-JFAV02000191.1-processed-gene-0.10&CDS=1-1992	YGL086W
2152	OG0002152	augustus_masked-JFAV02000191.1-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-JFAV02000191.1-processed-gene-0.11&CDS=1-855	YGL085W
2153	OG0002153	snap_masked-JFAV02000191.1-processed-gene-0.38-mRNA-1_1&gene=snap_masked-JFAV02000191.1-processed-gene-0.38&CDS=1-2565	YGL083W
2154	OG0002154	snap_masked-JFAV02000191.1-processed-gene-0.39-mRNA-1_1&gene=snap_masked-JFAV02000191.1-processed-gene-0.39&CDS=1-195	YPL189C-A
2155	OG0002155	augustus_masked-JFAV02000191.1-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-JFAV02000191.1-processed-gene-0.13&CDS=1-2157	YPL190C
2156	OG0002156	snap_masked-JFAV02000191.1-processed-gene-0.52-mRNA-1_1&gene=snap_masked-JFAV02000191.1-processed-gene-0.52&CDS=1-1515	YPL193W
2157	OG0002157	augustus_masked-JFAV02000191.1-processed-gene-0.16-mRNA-1_1&gene=augustus_masked-JFAV02000191.1-processed-gene-0.16&CDS=1-447	YGL080W
2158	OG0002158	snap_masked-JFAV02000191.1-processed-gene-0.53-mRNA-1_1&gene=snap_masked-JFAV02000191.1-processed-gene-0.53&CDS=1-2052	YPL194W
2159	OG0002159	genemark-JFAV02000191.1-processed-gene-0.79-mRNA-1_1&gene=genemark-JFAV02000191.1-processed-gene-0.79&CDS=1-3693	YPL195W
2160	OG0002160	augustus_masked-JFAV02000191.1-processed-gene-0.25-mRNA-1_1&gene=augustus_masked-JFAV02000191.1-processed-gene-0.25&CDS=1-1608	YGL078C
2161	OG0002161	augustus_masked-JFAV02000191.1-processed-gene-0.26-mRNA-1_1&gene=augustus_masked-JFAV02000191.1-processed-gene-0.26&CDS=1-1653	YGL077C
2162	OG0002162	augustus_masked-JFAV02000192.1-processed-gene-0.20-mRNA-1_1&gene=augustus_masked-JFAV02000192.1-processed-gene-0.20&CDS=1-2184	YPL072W
2163	OG0002163	augustus_masked-JFAV02000192.1-processed-gene-0.21-mRNA-1_1&gene=augustus_masked-JFAV02000192.1-processed-gene-0.21&CDS=1-1887	YBR200W
2164	OG0002164	augustus_masked-JFAV02000192.1-processed-gene-0.22-mRNA-1_1&gene=augustus_masked-JFAV02000192.1-processed-gene-0.22&CDS=1-1659	YPL070W
2165	OG0002165	augustus_masked-JFAV02000192.1-processed-gene-0.24-mRNA-1_1&gene=augustus_masked-JFAV02000192.1-processed-gene-0.24&CDS=1-1071	YPL069C
2166	OG0002166	augustus_masked-JFAV02000192.1-processed-gene-0.27-mRNA-1_1&gene=augustus_masked-JFAV02000192.1-processed-gene-0.27&CDS=1-2652	YBR203W
2167	OG0002167	maker-JFAV02000193.1-augustus-gene-0.33-mRNA-1_1&gene=maker-JFAV02000193.1-augustus-gene-0.33&CDS=1-2145	YPL063W
2168	OG0002168	augustus_masked-JFAV02000193.1-processed-gene-0.16-mRNA-1_1&gene=augustus_masked-JFAV02000193.1-processed-gene-0.16&CDS=1-1689	YPL066W
2169	OG0002169	augustus_masked-JFAV02000193.1-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-JFAV02000193.1-processed-gene-0.17&CDS=1-2580	YBR202W
2170	OG0002170	augustus_masked-JFAV02000193.1-processed-gene-0.12-mRNA-1_1&gene=augustus_masked-JFAV02000193.1-processed-gene-0.12&CDS=1-1275	YBR207W
2171	OG0002171	augustus_masked-JFAV02000193.1-processed-gene-0.18-mRNA-1_1&gene=augustus_masked-JFAV02000193.1-processed-gene-0.18&CDS=1-5559	YBR208C
2172	OG0002172	augustus_masked-JFAV02000193.1-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-JFAV02000193.1-processed-gene-0.13&CDS=1-453	YPL059W
2173	OG0002173	augustus_masked-JFAV02000193.1-processed-gene-0.19-mRNA-1_1&gene=augustus_masked-JFAV02000193.1-processed-gene-0.19&CDS=1-1797	YBR163W
2174	OG0002174	augustus_masked-JFAV02000193.1-processed-gene-0.20-mRNA-1_1&gene=augustus_masked-JFAV02000193.1-processed-gene-0.20&CDS=1-1590	YBR162C
2175	OG0002175	snap_masked-JFAV02000193.1-processed-gene-0.25-mRNA-1_1&gene=snap_masked-JFAV02000193.1-processed-gene-0.25&CDS=1-201	YBR162W-A
2176	OG0002176	augustus_masked-JFAV02000195.1-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-JFAV02000195.1-processed-gene-0.14&CDS=1-2226	YBL049W
2177	OG0002177	augustus_masked-JFAV02000195.1-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-JFAV02000195.1-processed-gene-0.4&CDS=1-1203	YJR093C
2178	OG0002178	augustus_masked-JFAV02000195.1-processed-gene-0.15-mRNA-1_1&gene=augustus_masked-JFAV02000195.1-processed-gene-0.15&CDS=1-3762	YJR092W
2179	OG0002179	augustus_masked-JFAV02000195.1-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-JFAV02000195.1-processed-gene-0.5&CDS=1-4380	YJR091C
2180	OG0002180	augustus_masked-JFAV02000195.1-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-JFAV02000195.1-processed-gene-0.6&CDS=1-3519	YJR090C
2181	OG0002181	augustus_masked-JFAV02000195.1-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-JFAV02000195.1-processed-gene-0.17&CDS=1-1212	YPR041W
2182	OG0002182	augustus_masked-JFAV02000195.1-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-JFAV02000195.1-processed-gene-0.7&CDS=1-978	YJR088C
2183	OG0002183	augustus_masked-JFAV02000195.1-processed-gene-0.18-mRNA-1_1&gene=augustus_masked-JFAV02000195.1-processed-gene-0.18&CDS=1-1161	YPR040W
2184	OG0002184	augustus_masked-JFAV02000195.1-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-JFAV02000195.1-processed-gene-0.8&CDS=1-651	YPR037C
2185	OG0002185	genemark-JFAV02000195.1-processed-gene-0.71-mRNA-1_1&gene=genemark-JFAV02000195.1-processed-gene-0.71&CDS=1-321	YJR086W
2186	OG0002186	augustus_masked-JFAV02000195.1-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-JFAV02000195.1-processed-gene-0.9&CDS=1-318	YJR085C
2187	OG0002187	augustus_masked-JFAV02000195.1-processed-gene-0.19-mRNA-1_1&gene=augustus_masked-JFAV02000195.1-processed-gene-0.19&CDS=1-1521	YJR084W
2188	OG0002188	snap_masked-JFAV02000195.1-processed-gene-0.47-mRNA-1_1&gene=snap_masked-JFAV02000195.1-processed-gene-0.47&CDS=1-1443	YPR036W
2189	OG0002189	augustus_masked-JFAV02000195.1-processed-gene-0.21-mRNA-1_1&gene=augustus_masked-JFAV02000195.1-processed-gene-0.21&CDS=1-1116	YPR035W
2190	OG0002190	maker-JFAV02000195.1-snap-gene-0.0-mRNA-1_1&gene=maker-JFAV02000195.1-snap-gene-0.0&CDS=1-1326	YPR034W
2191	OG0002191	augustus_masked-JFAV02000195.1-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-JFAV02000195.1-processed-gene-0.11&CDS=1-1494	YJR080C
2192	OG0002192	augustus_masked-JFAV02000195.1-processed-gene-0.12-mRNA-1_1&gene=augustus_masked-JFAV02000195.1-processed-gene-0.12&CDS=1-1578	YPR033C
2193	OG0002193	augustus_masked-JFAV02000195.1-processed-gene-0.23-mRNA-1_1&gene=augustus_masked-JFAV02000195.1-processed-gene-0.23&CDS=1-636	YBL107C
2194	OG0002194	maker-JFAV02000195.1-augustus-gene-0.2-mRNA-1_1&gene=maker-JFAV02000195.1-augustus-gene-0.2&CDS=1-5085	YBL104C
2195	OG0002195	augustus_masked-JFAV02000195.1-processed-gene-0.25-mRNA-1_1&gene=augustus_masked-JFAV02000195.1-processed-gene-0.25&CDS=1-1935	YPR031W
2196	OG0002196	augustus_masked-JFAV02000195.1-processed-gene-0.26-mRNA-1_1&gene=augustus_masked-JFAV02000195.1-processed-gene-0.26&CDS=1-1758	YBL103C
2197	OG0002197	augustus_masked-JFAV02000195.1-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-JFAV02000195.1-processed-gene-0.13&CDS=1-633	YBL102W
2198	OG0002198	augustus_masked-JFAV02000196.1-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-JFAV02000196.1-processed-gene-0.3&CDS=1-570	YER112W
2199	OG0002199	genemark-JFAV02000197.1-processed-gene-0.4-mRNA-1_1&gene=genemark-JFAV02000197.1-processed-gene-0.4&CDS=1-2916	YBL084C
2200	OG0002200	augustus_masked-JFAV02000197.1-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-JFAV02000197.1-processed-gene-0.3&CDS=1-3504	YER114C
2201	OG0002201	augustus_masked-JFAV02000200.1-processed-gene-0.40-mRNA-1_1&gene=augustus_masked-JFAV02000200.1-processed-gene-0.40&CDS=1-1458	YGL055W
2202	OG0002202	snap_masked-JFAV02000200.1-processed-gene-0.8-mRNA-1_1&gene=snap_masked-JFAV02000200.1-processed-gene-0.8&CDS=1-873	YBR213W
2203	OG0002203	augustus_masked-JFAV02000200.1-processed-gene-0.49-mRNA-1_1&gene=augustus_masked-JFAV02000200.1-processed-gene-0.49&CDS=1-2325	YBR212W
2204	OG0002204	augustus_masked-JFAV02000200.1-processed-gene-0.50-mRNA-1_1&gene=augustus_masked-JFAV02000200.1-processed-gene-0.50&CDS=1-405	YGL054C
2205	OG0002205	augustus_masked-JFAV02000200.1-processed-gene-0.43-mRNA-1_1&gene=augustus_masked-JFAV02000200.1-processed-gene-0.43&CDS=1-921	YGL057C
2206	OG0002206	augustus_masked-JFAV02000200.1-processed-gene-0.52-mRNA-1_1&gene=augustus_masked-JFAV02000200.1-processed-gene-0.52&CDS=1-516	YGL058W
2207	OG0002207	augustus_masked-JFAV02000200.1-processed-gene-0.53-mRNA-1_1&gene=augustus_masked-JFAV02000200.1-processed-gene-0.53&CDS=1-1458	YGL059W
2208	OG0002208	snap_masked-JFAV02000200.1-processed-gene-0.4-mRNA-1_1&gene=snap_masked-JFAV02000200.1-processed-gene-0.4&CDS=1-1656	YBR215W
2209	OG0002209	augustus_masked-JFAV02000200.1-processed-gene-0.45-mRNA-1_1&gene=augustus_masked-JFAV02000200.1-processed-gene-0.45&CDS=1-867	YBR217W
2210	OG0002210	augustus_masked-JFAV02000200.1-processed-gene-0.46-mRNA-1_1&gene=augustus_masked-JFAV02000200.1-processed-gene-0.46&CDS=1-747	YGL061C
2211	OG0002211	augustus_masked-JFAV02000200.1-processed-gene-0.55-mRNA-1_1&gene=augustus_masked-JFAV02000200.1-processed-gene-0.55&CDS=1-3528	YGL062W
2212	OG0002212	genemark-JFAV02000200.1-processed-gene-0.36-mRNA-1_1&gene=genemark-JFAV02000200.1-processed-gene-0.36&CDS=1-471	YGL127C
2213	OG0002213	snap_masked-JFAV02000200.1-processed-gene-0.6-mRNA-1_1&gene=snap_masked-JFAV02000200.1-processed-gene-0.6&CDS=1-546	YGL126W
2214	OG0002214	augustus_masked-JFAV02000200.1-processed-gene-0.56-mRNA-1_1&gene=augustus_masked-JFAV02000200.1-processed-gene-0.56&CDS=1-1749	YBR220C
2215	OG0002215	augustus_masked-JFAV02000200.1-processed-gene-0.57-mRNA-1_1&gene=augustus_masked-JFAV02000200.1-processed-gene-0.57&CDS=1-1065	YBR221C
2216	OG0002216	augustus_masked-JFAV02000201.1-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-JFAV02000201.1-processed-gene-0.0&CDS=1-2115	YGL125W
