	OrthologID	Candida_dubliniensis	Saccharomyces_cerevisiae
1972	OG0001972	snap_masked-NC_012862.1-processed-gene-17.211-mRNA-1_1&gene=snap_masked-NC_012862.1-processed-gene-17.211&CDS=1-972	YMR262W
1973	OG0001973	genemark-NC_012862.1-processed-gene-17.101-mRNA-1_1&gene=genemark-NC_012862.1-processed-gene-17.101&CDS=1-2313	YMR277W
1974	OG0001974	genemark-NC_012862.1-processed-gene-17.103-mRNA-1_1&gene=genemark-NC_012862.1-processed-gene-17.103&CDS=1-1338	YLL036C
1975	OG0001975	genemark-NC_012862.1-processed-gene-17.104-mRNA-1_1&gene=genemark-NC_012862.1-processed-gene-17.104&CDS=1-1848	YMR278W
1976	OG0001976	genemark-NC_012862.1-processed-gene-17.105-mRNA-1_1&gene=genemark-NC_012862.1-processed-gene-17.105&CDS=1-1449	YML115C
1977	OG0001977	genemark-NC_012862.1-processed-gene-17.139-mRNA-1_1&gene=genemark-NC_012862.1-processed-gene-17.139&CDS=1-1902	YOR205C
1978	OG0001978	genemark-NC_012862.1-processed-gene-17.140-mRNA-1_1&gene=genemark-NC_012862.1-processed-gene-17.140&CDS=1-861	YCR015C
1979	OG0001979	genemark-NC_012862.1-processed-gene-17.109-mRNA-1_1&gene=genemark-NC_012862.1-processed-gene-17.109&CDS=1-657	YCR016W
1980	OG0001980	augustus_masked-NC_012862.1-processed-gene-17.67-mRNA-1_1&gene=augustus_masked-NC_012862.1-processed-gene-17.67&CDS=1-1311	YMR283C
1981	OG0001981	genemark-NC_012862.1-processed-gene-17.111-mRNA-1_1&gene=genemark-NC_012862.1-processed-gene-17.111&CDS=1-2142	YER162C
1982	OG0001982	maker-NC_012862.1-snap-gene-17.7-mRNA-1_1&gene=maker-NC_012862.1-snap-gene-17.7&CDS=1-5538	YDR090C
1983	OG0001983	genemark-NC_012862.1-processed-gene-17.113-mRNA-1_1&gene=genemark-NC_012862.1-processed-gene-17.113&CDS=1-777	YHR049W
1984	OG0001984	genemark-NC_012862.1-processed-gene-17.114-mRNA-1_1&gene=genemark-NC_012862.1-processed-gene-17.114&CDS=1-1431	YBR236C
1985	OG0001985	maker-NC_012862.1-augustus-gene-17.15-mRNA-1_1&gene=maker-NC_012862.1-augustus-gene-17.15&CDS=1-3252	YCL029C
1986	OG0001986	snap_masked-NC_012862.1-processed-gene-17.223-mRNA-1_1&gene=snap_masked-NC_012862.1-processed-gene-17.223&CDS=1-606	YLR051C
1987	OG0001987	genemark-NC_012862.1-processed-gene-17.150-mRNA-1_1&gene=genemark-NC_012862.1-processed-gene-17.150&CDS=1-1437	YLR378C
1988	OG0001988	maker-NC_012862.1-augustus-gene-17.13-mRNA-1_1&gene=maker-NC_012862.1-augustus-gene-17.13&CDS=1-1296	YLR377C
1989	OG0001989	genemark-NC_012862.1-processed-gene-17.121-mRNA-1_1&gene=genemark-NC_012862.1-processed-gene-17.121&CDS=1-1314	YDL054C
1990	OG0001990	snap_masked-NC_012862.1-processed-gene-17.196-mRNA-1_1&gene=snap_masked-NC_012862.1-processed-gene-17.196&CDS=1-264	YJR135W-A
1991	OG0001991	genemark-NC_012862.1-processed-gene-17.152-mRNA-1_1&gene=genemark-NC_012862.1-processed-gene-17.152&CDS=1-1086	YDL055C
1992	OG0001992	genemark-NC_012863.1-processed-gene-0.0-mRNA-1_1&gene=genemark-NC_012863.1-processed-gene-0.0&CDS=1-2127	YLR138W
1993	OG0001993	maker-NC_012863.1-augustus-gene-0.91-mRNA-1_1&gene=maker-NC_012863.1-augustus-gene-0.91&CDS=1-1395	YER163C
1994	OG0001994	augustus_masked-NC_012863.1-processed-gene-0.101-mRNA-1_1&gene=augustus_masked-NC_012863.1-processed-gene-0.101&CDS=1-1137	YOL132W
1995	OG0001995	genemark-NC_012863.1-processed-gene-0.25-mRNA-1_1&gene=genemark-NC_012863.1-processed-gene-0.25&CDS=1-2505	YCL030C
1996	OG0001996	genemark-NC_012863.1-processed-gene-0.26-mRNA-1_1&gene=genemark-NC_012863.1-processed-gene-0.26&CDS=1-1791	YDR244W
1997	OG0001997	genemark-NC_012863.1-processed-gene-0.27-mRNA-1_1&gene=genemark-NC_012863.1-processed-gene-0.27&CDS=1-1308	YLR438W
1998	OG0001998	genemark-NC_012863.1-processed-gene-0.6-mRNA-1_1&gene=genemark-NC_012863.1-processed-gene-0.6&CDS=1-1527	YLR443W
1999	OG0001999	genemark-NC_012863.1-processed-gene-0.28-mRNA-1_1&gene=genemark-NC_012863.1-processed-gene-0.28&CDS=1-1320	YLR303W
2000	OG0002000	snap_masked-NC_012863.1-processed-gene-0.53-mRNA-1_1&gene=snap_masked-NC_012863.1-processed-gene-0.53&CDS=1-693	YPL034W
2001	OG0002001	genemark-NC_012863.1-processed-gene-0.29-mRNA-1_1&gene=genemark-NC_012863.1-processed-gene-0.29&CDS=1-1299	YDL084W
2002	OG0002002	genemark-NC_012863.1-processed-gene-0.30-mRNA-1_1&gene=genemark-NC_012863.1-processed-gene-0.30&CDS=1-822	YER023W
2003	OG0002003	genemark-NC_012863.1-processed-gene-0.8-mRNA-1_1&gene=genemark-NC_012863.1-processed-gene-0.8&CDS=1-2181	YJR119C
2004	OG0002004	genemark-NC_012863.1-processed-gene-0.9-mRNA-1_1&gene=genemark-NC_012863.1-processed-gene-0.9&CDS=1-1512	YJR121W
2005	OG0002005	genemark-NC_012863.1-processed-gene-0.10-mRNA-1_1&gene=genemark-NC_012863.1-processed-gene-0.10&CDS=1-1335	YJR117W
2006	OG0002006	genemark-NC_012863.1-processed-gene-0.32-mRNA-1_1&gene=genemark-NC_012863.1-processed-gene-0.32&CDS=1-2967	YPL016W
2007	OG0002007	augustus_masked-NC_012863.1-processed-gene-0.132-mRNA-1_1&gene=augustus_masked-NC_012863.1-processed-gene-0.132&CDS=1-1875	YDR245W
2008	OG0002008	snap_masked-NC_012863.1-processed-gene-0.84-mRNA-1_1&gene=snap_masked-NC_012863.1-processed-gene-0.84&CDS=1-279	YDR322C-A
2009	OG0002009	maker-NC_012863.1-augustus-gene-0.95-mRNA-1_1&gene=maker-NC_012863.1-augustus-gene-0.95&CDS=1-2316	YHR076W
2010	OG0002010	genemark-NC_012863.1-processed-gene-0.35-mRNA-1_1&gene=genemark-NC_012863.1-processed-gene-0.35&CDS=1-1233	YMR034C
2011	OG0002011	genemark-NC_012863.1-processed-gene-0.14-mRNA-1_1&gene=genemark-NC_012863.1-processed-gene-0.14&CDS=1-981	YMR041C
2012	OG0002012	genemark-NC_012863.1-processed-gene-0.15-mRNA-1_1&gene=genemark-NC_012863.1-processed-gene-0.15&CDS=1-435	YMR039C
2013	OG0002013	genemark-NC_012863.1-processed-gene-0.16-mRNA-1_1&gene=genemark-NC_012863.1-processed-gene-0.16&CDS=1-2400	YKL064W
2014	OG0002014	genemark-NC_012863.1-processed-gene-0.36-mRNA-1_1&gene=genemark-NC_012863.1-processed-gene-0.36&CDS=1-2427	YCR030C
2015	OG0002015	augustus_masked-NC_012863.1-processed-gene-0.138-mRNA-1_1&gene=augustus_masked-NC_012863.1-processed-gene-0.138&CDS=1-3306	YOR191W
2016	OG0002016	augustus_masked-NC_012863.1-processed-gene-0.139-mRNA-1_1&gene=augustus_masked-NC_012863.1-processed-gene-0.139&CDS=1-1809	YLR427W
2017	OG0002017	snap_masked-NC_012863.1-processed-gene-1.45-mRNA-1_1&gene=snap_masked-NC_012863.1-processed-gene-1.45&CDS=1-2919	YGL141W
2018	OG0002018	genemark-NC_012863.1-processed-gene-1.2-mRNA-1_1&gene=genemark-NC_012863.1-processed-gene-1.2&CDS=1-621	YLR009W
2019	OG0002019	genemark-NC_012863.1-processed-gene-1.3-mRNA-1_1&gene=genemark-NC_012863.1-processed-gene-1.3&CDS=1-471	YLR008C
2020	OG0002020	genemark-NC_012863.1-processed-gene-1.25-mRNA-1_1&gene=genemark-NC_012863.1-processed-gene-1.25&CDS=1-3048	YJR132W
2021	OG0002021	genemark-NC_012863.1-processed-gene-1.26-mRNA-1_1&gene=genemark-NC_012863.1-processed-gene-1.26&CDS=1-1290	YLL006W
2022	OG0002022	genemark-NC_012863.1-processed-gene-1.27-mRNA-1_1&gene=genemark-NC_012863.1-processed-gene-1.27&CDS=1-1365	YGR202C
2023	OG0002023	genemark-NC_012863.1-processed-gene-1.4-mRNA-1_1&gene=genemark-NC_012863.1-processed-gene-1.4&CDS=1-453	YGR203W
2024	OG0002024	genemark-NC_012863.1-processed-gene-1.30-mRNA-1_1&gene=genemark-NC_012863.1-processed-gene-1.30&CDS=1-507	YML055W
2025	OG0002025	genemark-NC_012863.1-processed-gene-1.31-mRNA-1_1&gene=genemark-NC_012863.1-processed-gene-1.31&CDS=1-612	YLR292C
2026	OG0002026	maker-NC_012863.1-augustus-gene-1.85-mRNA-1_1&gene=maker-NC_012863.1-augustus-gene-1.85&CDS=1-1890	YIL116W
2027	OG0002027	genemark-NC_012863.1-processed-gene-1.9-mRNA-1_1&gene=genemark-NC_012863.1-processed-gene-1.9&CDS=1-2199	YJL093C
2028	OG0002028	genemark-NC_012863.1-processed-gene-1.10-mRNA-1_1&gene=genemark-NC_012863.1-processed-gene-1.10&CDS=1-1287	YAL022C
2029	OG0002029	genemark-NC_012863.1-processed-gene-1.13-mRNA-1_1&gene=genemark-NC_012863.1-processed-gene-1.13&CDS=1-507	YBR167C
2030	OG0002030	genemark-NC_012863.1-processed-gene-1.36-mRNA-1_1&gene=genemark-NC_012863.1-processed-gene-1.36&CDS=1-738	YJR014W
2031	OG0002031	genemark-NC_012863.1-processed-gene-1.37-mRNA-1_1&gene=genemark-NC_012863.1-processed-gene-1.37&CDS=1-3207	YGR198W
2032	OG0002032	genemark-NC_012863.1-processed-gene-1.38-mRNA-1_1&gene=genemark-NC_012863.1-processed-gene-1.38&CDS=1-2139	YMR167W
2033	OG0002033	genemark-NC_012863.1-processed-gene-1.15-mRNA-1_1&gene=genemark-NC_012863.1-processed-gene-1.15&CDS=1-1128	YDL105W
2034	OG0002034	snap_masked-NC_012863.1-processed-gene-1.81-mRNA-1_1&gene=snap_masked-NC_012863.1-processed-gene-1.81&CDS=1-1320	YDL104C
2035	OG0002035	genemark-NC_012863.1-processed-gene-1.16-mRNA-1_1&gene=genemark-NC_012863.1-processed-gene-1.16&CDS=1-1089	YMR166C
2036	OG0002036	genemark-NC_012863.1-processed-gene-1.41-mRNA-1_1&gene=genemark-NC_012863.1-processed-gene-1.41&CDS=1-495	YOR104W
2037	OG0002037	genemark-NC_012863.1-processed-gene-1.19-mRNA-1_1&gene=genemark-NC_012863.1-processed-gene-1.19&CDS=1-1593	YER168C
2038	OG0002038	genemark-NC_012863.1-processed-gene-1.20-mRNA-1_1&gene=genemark-NC_012863.1-processed-gene-1.20&CDS=1-4650	YDR127W
2039	OG0002039	genemark-NC_012863.1-processed-gene-1.21-mRNA-1_1&gene=genemark-NC_012863.1-processed-gene-1.21&CDS=1-915	YMR312W
2040	OG0002040	augustus_masked-NC_012863.1-processed-gene-1.128-mRNA-1_1&gene=augustus_masked-NC_012863.1-processed-gene-1.128&CDS=1-2025	YMR313C
2041	OG0002041	snap_masked-NC_012863.1-processed-gene-2.35-mRNA-1_1&gene=snap_masked-NC_012863.1-processed-gene-2.35&CDS=1-14973	YLR106C
2042	OG0002042	genemark-NC_012863.1-processed-gene-2.71-mRNA-1_1&gene=genemark-NC_012863.1-processed-gene-2.71&CDS=1-2934	YOR048C
2043	OG0002043	genemark-NC_012863.1-processed-gene-2.86-mRNA-1_1&gene=genemark-NC_012863.1-processed-gene-2.86&CDS=1-1743	YBR132C
2044	OG0002044	genemark-NC_012863.1-processed-gene-2.87-mRNA-1_1&gene=genemark-NC_012863.1-processed-gene-2.87&CDS=1-1005	YJR107W
2045	OG0002045	augustus_masked-NC_012863.1-processed-gene-2.25-mRNA-1_1&gene=augustus_masked-NC_012863.1-processed-gene-2.25&CDS=1-267	YKL053C-A
2046	OG0002046	snap_masked-NC_012863.1-processed-gene-2.43-mRNA-1_1&gene=snap_masked-NC_012863.1-processed-gene-2.43&CDS=1-1728	YBR182C
2047	OG0002047	genemark-NC_012863.1-processed-gene-2.96-mRNA-1_1&gene=genemark-NC_012863.1-processed-gene-2.96&CDS=1-1299	YJL203W
2048	OG0002048	genemark-NC_012863.1-processed-gene-2.77-mRNA-1_1&gene=genemark-NC_012863.1-processed-gene-2.77&CDS=1-1524	YHR004C
2049	OG0002049	genemark-NC_012863.1-processed-gene-3.49-mRNA-1_1&gene=genemark-NC_012863.1-processed-gene-3.49&CDS=1-918	YCL009C
2050	OG0002050	genemark-NC_012863.1-processed-gene-3.52-mRNA-1_1&gene=genemark-NC_012863.1-processed-gene-3.52&CDS=1-1896	YBR200W
2051	OG0002051	maker-NC_012863.1-augustus-gene-3.1-mRNA-1_1&gene=maker-NC_012863.1-augustus-gene-3.1&CDS=1-3159	YLR196W
2052	OG0002052	genemark-NC_012863.1-processed-gene-3.56-mRNA-1_1&gene=genemark-NC_012863.1-processed-gene-3.56&CDS=1-1335	YLR097C
2053	OG0002053	genemark-NC_012863.1-processed-gene-3.57-mRNA-1_1&gene=genemark-NC_012863.1-processed-gene-3.57&CDS=1-2583	YMR309C
2054	OG0002054	genemark-NC_012863.1-processed-gene-3.58-mRNA-1_1&gene=genemark-NC_012863.1-processed-gene-3.58&CDS=1-1152	YGL211W
2055	OG0002055	genemark-NC_012863.1-processed-gene-3.59-mRNA-1_1&gene=genemark-NC_012863.1-processed-gene-3.59&CDS=1-804	YMR226C
2056	OG0002056	genemark-NC_012863.1-processed-gene-3.73-mRNA-1_1&gene=genemark-NC_012863.1-processed-gene-3.73&CDS=1-963	YGR060W
2057	OG0002057	maker-NC_012863.1-snap-gene-3.95-mRNA-1_1&gene=maker-NC_012863.1-snap-gene-3.95&CDS=1-1299	YOR303W
2058	OG0002058	genemark-NC_012863.1-processed-gene-3.76-mRNA-1_1&gene=genemark-NC_012863.1-processed-gene-3.76&CDS=1-1452	YKL059C
2059	OG0002059	genemark-NC_012863.1-processed-gene-3.77-mRNA-1_1&gene=genemark-NC_012863.1-processed-gene-3.77&CDS=1-1098	YMR028W
2060	OG0002060	genemark-NC_012863.1-processed-gene-3.61-mRNA-1_1&gene=genemark-NC_012863.1-processed-gene-3.61&CDS=1-387	YKL058W
2061	OG0002061	genemark-NC_012863.1-processed-gene-3.78-mRNA-1_1&gene=genemark-NC_012863.1-processed-gene-3.78&CDS=1-1359	YMR027W
2062	OG0002062	genemark-NC_012863.1-processed-gene-3.80-mRNA-1_1&gene=genemark-NC_012863.1-processed-gene-3.80&CDS=1-2226	YKL054C
2063	OG0002063	genemark-NC_012863.1-processed-gene-3.81-mRNA-1_1&gene=genemark-NC_012863.1-processed-gene-3.81&CDS=1-2097	YBR094W
2064	OG0002064	genemark-NC_012863.1-processed-gene-3.62-mRNA-1_1&gene=genemark-NC_012863.1-processed-gene-3.62&CDS=1-327	YBR091C
2065	OG0002065	genemark-NC_012863.1-processed-gene-3.82-mRNA-1_1&gene=genemark-NC_012863.1-processed-gene-3.82&CDS=1-1077	YKL060C
2066	OG0002066	genemark-NC_012863.1-processed-gene-3.63-mRNA-1_1&gene=genemark-NC_012863.1-processed-gene-3.63&CDS=1-570	YPR051W
2067	OG0002067	genemark-NC_012863.1-processed-gene-3.64-mRNA-1_1&gene=genemark-NC_012863.1-processed-gene-3.64&CDS=1-777	YBR088C
2068	OG0002068	genemark-NC_012863.1-processed-gene-3.83-mRNA-1_1&gene=genemark-NC_012863.1-processed-gene-3.83&CDS=1-948	YBR095C
2069	OG0002069	snap_masked-NC_012863.1-processed-gene-3.116-mRNA-1_1&gene=snap_masked-NC_012863.1-processed-gene-3.116&CDS=1-3513	YPR049C
2070	OG0002070	genemark-NC_012863.1-processed-gene-3.89-mRNA-1_1&gene=genemark-NC_012863.1-processed-gene-3.89&CDS=1-1299	YMR220W
2071	OG0002071	genemark-NC_012863.1-processed-gene-3.67-mRNA-1_1&gene=genemark-NC_012863.1-processed-gene-3.67&CDS=1-1323	YBR166C
2072	OG0002072	genemark-NC_012863.1-processed-gene-3.90-mRNA-1_1&gene=genemark-NC_012863.1-processed-gene-3.90&CDS=1-555	YBR164C
2073	OG0002073	genemark-NC_012863.1-processed-gene-3.91-mRNA-1_1&gene=genemark-NC_012863.1-processed-gene-3.91&CDS=1-996	YKL085W
2074	OG0002074	genemark-NC_012863.1-processed-gene-3.68-mRNA-1_1&gene=genemark-NC_012863.1-processed-gene-3.68&CDS=1-1518	YBR123C
2075	OG0002075	genemark-NC_012863.1-processed-gene-3.92-mRNA-1_1&gene=genemark-NC_012863.1-processed-gene-3.92&CDS=1-699	YPL107W
2076	OG0002076	genemark-NC_012863.1-processed-gene-4.50-mRNA-1_1&gene=genemark-NC_012863.1-processed-gene-4.50&CDS=1-1803	YBR296C
2077	OG0002077	genemark-NC_012863.1-processed-gene-4.51-mRNA-1_1&gene=genemark-NC_012863.1-processed-gene-4.51&CDS=1-873	YIL034C
2078	OG0002078	genemark-NC_012863.1-processed-gene-4.54-mRNA-1_1&gene=genemark-NC_012863.1-processed-gene-4.54&CDS=1-675	YGR167W
2079	OG0002079	snap_masked-NC_012863.1-processed-gene-4.8-mRNA-1_1&gene=snap_masked-NC_012863.1-processed-gene-4.8&CDS=1-234	YDR379C-A
2080	OG0002080	genemark-NC_012863.1-processed-gene-4.56-mRNA-1_1&gene=genemark-NC_012863.1-processed-gene-4.56&CDS=1-1896	YML042W
2081	OG0002081	genemark-NC_012863.1-processed-gene-4.58-mRNA-1_1&gene=genemark-NC_012863.1-processed-gene-4.58&CDS=1-1431	YMR020W
2082	OG0002082	genemark-NC_012863.1-processed-gene-4.59-mRNA-1_1&gene=genemark-NC_012863.1-processed-gene-4.59&CDS=1-1086	YGR187C
2083	OG0002083	genemark-NC_012863.1-processed-gene-4.73-mRNA-1_1&gene=genemark-NC_012863.1-processed-gene-4.73&CDS=1-1821	YGR186W
2084	OG0002084	maker-NC_012863.1-augustus-gene-4.129-mRNA-1_1&gene=maker-NC_012863.1-augustus-gene-4.129&CDS=1-1890	YGR195W
2085	OG0002085	genemark-NC_012863.1-processed-gene-4.63-mRNA-1_1&gene=genemark-NC_012863.1-processed-gene-4.63&CDS=1-924	YGR284C
2086	OG0002086	genemark-NC_012863.1-processed-gene-4.64-mRNA-1_1&gene=genemark-NC_012863.1-processed-gene-4.64&CDS=1-753	YKL087C
2087	OG0002087	snap_masked-NC_012863.1-processed-gene-4.34-mRNA-1_1&gene=snap_masked-NC_012863.1-processed-gene-4.34&CDS=1-273	YHR005C-A
2088	OG0002088	genemark-NC_012863.1-processed-gene-4.77-mRNA-1_1&gene=genemark-NC_012863.1-processed-gene-4.77&CDS=1-2154	YPL109C
2089	OG0002089	genemark-NC_012863.1-processed-gene-4.78-mRNA-1_1&gene=genemark-NC_012863.1-processed-gene-4.78&CDS=1-1647	YOR059C
2090	OG0002090	genemark-NC_012863.1-processed-gene-4.85-mRNA-1_1&gene=genemark-NC_012863.1-processed-gene-4.85&CDS=1-924	YGR282C
2091	OG0002091	genemark-NC_012863.1-processed-gene-4.86-mRNA-1_1&gene=genemark-NC_012863.1-processed-gene-4.86&CDS=1-1113	YMR310C
2092	OG0002092	genemark-NC_012863.1-processed-gene-4.87-mRNA-1_1&gene=genemark-NC_012863.1-processed-gene-4.87&CDS=1-1386	YOR198C
2093	OG0002093	genemark-NC_012863.1-processed-gene-4.66-mRNA-1_1&gene=genemark-NC_012863.1-processed-gene-4.66&CDS=1-852	YPL117C
2094	OG0002094	genemark-NC_012863.1-processed-gene-4.67-mRNA-1_1&gene=genemark-NC_012863.1-processed-gene-4.67&CDS=1-1158	YOR196C
2095	OG0002095	genemark-NC_012863.1-processed-gene-4.68-mRNA-1_1&gene=genemark-NC_012863.1-processed-gene-4.68&CDS=1-2139	YPL116W
2096	OG0002096	genemark-NC_012863.1-processed-gene-4.69-mRNA-1_1&gene=genemark-NC_012863.1-processed-gene-4.69&CDS=1-3396	YPL115C
2097	OG0002097	snap_masked-NC_012863.1-processed-gene-4.48-mRNA-1_1&gene=snap_masked-NC_012863.1-processed-gene-4.48&CDS=1-462	YJR104C
2098	OG0002098	genemark-NC_012863.1-processed-gene-4.70-mRNA-1_1&gene=genemark-NC_012863.1-processed-gene-4.70&CDS=1-390	YNL015W
2099	OG0002099	genemark-NC_012863.1-processed-gene-4.71-mRNA-1_1&gene=genemark-NC_012863.1-processed-gene-4.71&CDS=1-3492	YGL156W
2100	OG0002100	genemark-NC_012863.1-processed-gene-5.70-mRNA-1_1&gene=genemark-NC_012863.1-processed-gene-5.70&CDS=1-528	YLR109W
2101	OG0002101	genemark-NC_012863.1-processed-gene-5.71-mRNA-1_1&gene=genemark-NC_012863.1-processed-gene-5.71&CDS=1-777	YDR302W
2102	OG0002102	genemark-NC_012863.1-processed-gene-5.68-mRNA-1_1&gene=genemark-NC_012863.1-processed-gene-5.68&CDS=1-4260	YDR301W
2103	OG0002103	genemark-NC_012863.1-processed-gene-5.73-mRNA-1_1&gene=genemark-NC_012863.1-processed-gene-5.73&CDS=1-636	YBL040C
2104	OG0002104	genemark-NC_012863.1-processed-gene-5.87-mRNA-1_1&gene=genemark-NC_012863.1-processed-gene-5.87&CDS=1-735	YBL041W
2105	OG0002105	genemark-NC_012863.1-processed-gene-5.88-mRNA-1_1&gene=genemark-NC_012863.1-processed-gene-5.88&CDS=1-324	YGR181W
2106	OG0002106	genemark-NC_012863.1-processed-gene-5.89-mRNA-1_1&gene=genemark-NC_012863.1-processed-gene-5.89&CDS=1-4140	YDR216W
2107	OG0002107	genemark-NC_012863.1-processed-gene-5.92-mRNA-1_1&gene=genemark-NC_012863.1-processed-gene-5.92&CDS=1-1386	YDR207C
2108	OG0002108	genemark-NC_012863.1-processed-gene-5.93-mRNA-1_1&gene=genemark-NC_012863.1-processed-gene-5.93&CDS=1-1812	YER169W
2109	OG0002109	genemark-NC_012863.1-processed-gene-5.94-mRNA-1_1&gene=genemark-NC_012863.1-processed-gene-5.94&CDS=1-1557	YPL120W
2110	OG0002110	genemark-NC_012863.1-processed-gene-5.78-mRNA-1_1&gene=genemark-NC_012863.1-processed-gene-5.78&CDS=1-1167	YLR105C
2111	OG0002111	genemark-NC_012863.1-processed-gene-5.79-mRNA-1_1&gene=genemark-NC_012863.1-processed-gene-5.79&CDS=1-438	YER159C
2112	OG0002112	genemark-NC_012863.1-processed-gene-5.80-mRNA-1_1&gene=genemark-NC_012863.1-processed-gene-5.80&CDS=1-2235	YDR109C
2113	OG0002113	genemark-NC_012863.1-processed-gene-5.81-mRNA-1_1&gene=genemark-NC_012863.1-processed-gene-5.81&CDS=1-2478	YBR294W
2114	OG0002114	genemark-NC_012863.1-processed-gene-5.82-mRNA-1_1&gene=genemark-NC_012863.1-processed-gene-5.82&CDS=1-1716	YPR018W
2115	OG0002115	genemark-NC_012863.1-processed-gene-5.84-mRNA-1_1&gene=genemark-NC_012863.1-processed-gene-5.84&CDS=1-1803	YER173W
2116	OG0002116	genemark-NC_012863.1-processed-gene-5.97-mRNA-1_1&gene=genemark-NC_012863.1-processed-gene-5.97&CDS=1-960	YKL051W
2117	OG0002117	genemark-NC_012863.1-processed-gene-6.0-mRNA-1_1&gene=genemark-NC_012863.1-processed-gene-6.0&CDS=1-489	YJR055W
2118	OG0002118	genemark-NC_012863.1-processed-gene-6.4-mRNA-1_1&gene=genemark-NC_012863.1-processed-gene-6.4&CDS=1-1083	YBR053C
2119	OG0002119	genemark-NC_012863.1-processed-gene-6.5-mRNA-1_1&gene=genemark-NC_012863.1-processed-gene-6.5&CDS=1-1059	YLR215C
2120	OG0002120	genemark-NC_012863.1-processed-gene-6.1-mRNA-1_1&gene=genemark-NC_012863.1-processed-gene-6.1&CDS=1-1632	YDL143W
2121	OG0002121	genemark-NC_012863.1-processed-gene-6.6-mRNA-1_1&gene=genemark-NC_012863.1-processed-gene-6.6&CDS=1-1731	YDL153C
2122	OG0002122	genemark-NC_012863.1-processed-gene-6.2-mRNA-1_1&gene=genemark-NC_012863.1-processed-gene-6.2&CDS=1-1383	YDL150W
2123	OG0002123	genemark-NC_012863.1-processed-gene-6.3-mRNA-1_1&gene=genemark-NC_012863.1-processed-gene-6.3&CDS=1-2259	YDL154W
2124	OG0002124	genemark-NC_012863.1-processed-gene-6.26-mRNA-1_1&gene=genemark-NC_012863.1-processed-gene-6.26&CDS=1-2295	YJL033W
2125	OG0002125	genemark-NC_012863.1-processed-gene-6.27-mRNA-1_1&gene=genemark-NC_012863.1-processed-gene-6.27&CDS=1-711	YHR041C
2126	OG0002126	genemark-NC_012863.1-processed-gene-6.7-mRNA-1_1&gene=genemark-NC_012863.1-processed-gene-6.7&CDS=1-2391	YGR200C
2127	OG0002127	genemark-NC_012863.1-processed-gene-6.8-mRNA-1_1&gene=genemark-NC_012863.1-processed-gene-6.8&CDS=1-642	YMR311C
2128	OG0002128	genemark-NC_012863.1-processed-gene-6.28-mRNA-1_1&gene=genemark-NC_012863.1-processed-gene-6.28&CDS=1-1281	YGR285C
2129	OG0002129	genemark-NC_012863.1-processed-gene-6.29-mRNA-1_1&gene=genemark-NC_012863.1-processed-gene-6.29&CDS=1-771	YLR022C
2130	OG0002130	snap_masked-NC_012863.1-processed-gene-6.71-mRNA-1_1&gene=snap_masked-NC_012863.1-processed-gene-6.71&CDS=1-189	YGR183C
2131	OG0002131	snap_masked-NC_012863.1-processed-gene-6.72-mRNA-1_1&gene=snap_masked-NC_012863.1-processed-gene-6.72&CDS=1-1362	YGR189C
2132	OG0002132	genemark-NC_012863.1-processed-gene-6.9-mRNA-1_1&gene=genemark-NC_012863.1-processed-gene-6.9&CDS=1-1539	YMR171C
2133	OG0002133	genemark-NC_012863.1-processed-gene-6.11-mRNA-1_1&gene=genemark-NC_012863.1-processed-gene-6.11&CDS=1-1917	YCR088W
2134	OG0002134	genemark-NC_012863.1-processed-gene-6.31-mRNA-1_1&gene=genemark-NC_012863.1-processed-gene-6.31&CDS=1-324	YLL014W
2135	OG0002135	genemark-NC_012863.1-processed-gene-6.13-mRNA-1_1&gene=genemark-NC_012863.1-processed-gene-6.13&CDS=1-1221	YGR185C
2136	OG0002136	genemark-NC_012863.1-processed-gene-6.14-mRNA-1_1&gene=genemark-NC_012863.1-processed-gene-6.14&CDS=1-2688	YOR211C
2137	OG0002137	genemark-NC_012863.1-processed-gene-6.35-mRNA-1_1&gene=genemark-NC_012863.1-processed-gene-6.35&CDS=1-2514	YPL126W
2138	OG0002138	snap_masked-NC_012863.1-processed-gene-6.55-mRNA-1_1&gene=snap_masked-NC_012863.1-processed-gene-6.55&CDS=1-216	YOR210W
2139	OG0002139	genemark-NC_012863.1-processed-gene-6.17-mRNA-1_1&gene=genemark-NC_012863.1-processed-gene-6.17&CDS=1-804	YOR194C
2140	OG0002140	genemark-NC_012863.1-processed-gene-6.19-mRNA-1_1&gene=genemark-NC_012863.1-processed-gene-6.19&CDS=1-5268	YMR162C
2141	OG0002141	genemark-NC_012863.1-processed-gene-6.37-mRNA-1_1&gene=genemark-NC_012863.1-processed-gene-6.37&CDS=1-2697	YGR188C
2142	OG0002142	genemark-NC_012863.1-processed-gene-6.20-mRNA-1_1&gene=genemark-NC_012863.1-processed-gene-6.20&CDS=1-1869	YHR188C
2143	OG0002143	genemark-NC_012863.1-processed-gene-6.38-mRNA-1_1&gene=genemark-NC_012863.1-processed-gene-6.38&CDS=1-894	YHR187W
2144	OG0002144	augustus_masked-NC_012863.1-processed-gene-6.104-mRNA-1_1&gene=augustus_masked-NC_012863.1-processed-gene-6.104&CDS=1-3285	YMR288W
