	OrthologID	Saccharomyces_cerevisiae	Tetrapisispora_blattae
2332	OG0002332	YJR100C	genemark-NC_020185-processed-gene-25.81-mRNA-1_1&gene=genemark-NC_020185-processed-gene-25.81&CDS=1-1056
2333	OG0002333	YJR101W	augustus_masked-NC_020191-processed-gene-5.80-mRNA-1_1&gene=augustus_masked-NC_020191-processed-gene-5.80&CDS=1-723
2334	OG0002334	YJR102C	genemark-NC_020190-processed-gene-6.76-mRNA-1_1&gene=genemark-NC_020190-processed-gene-6.76&CDS=1-591
2335	OG0002335	YJR104C	genemark-NC_020191-processed-gene-5.63-mRNA-1_1&gene=genemark-NC_020191-processed-gene-5.63&CDS=1-462
2336	OG0002336	YJR105W	genemark-NC_020194-processed-gene-0.45-mRNA-1_1&gene=genemark-NC_020194-processed-gene-0.45&CDS=1-1020
2337	OG0002337	YJR106W	genemark-NC_020190-processed-gene-6.85-mRNA-1_1&gene=genemark-NC_020190-processed-gene-6.85&CDS=1-2163
2338	OG0002338	YJR107W	genemark-NC_020194-processed-gene-0.46-mRNA-1_1&gene=genemark-NC_020194-processed-gene-0.46&CDS=1-1101
2339	OG0002339	YJR109C	genemark-NC_020190-processed-gene-6.64-mRNA-1_1&gene=genemark-NC_020190-processed-gene-6.64&CDS=1-3336
2340	OG0002340	YJR110W	maker-NC_020190-snap-gene-6.134-mRNA-1_1&gene=maker-NC_020190-snap-gene-6.134&CDS=1-2151
2341	OG0002341	YJR111C	genemark-NC_020190-processed-gene-6.63-mRNA-1_1&gene=genemark-NC_020190-processed-gene-6.63&CDS=1-855
2342	OG0002342	YJR112W	augustus_masked-NC_020189-processed-gene-3.48-mRNA-1_1&gene=augustus_masked-NC_020189-processed-gene-3.48&CDS=1-555
2343	OG0002343	YJR112W-A	augustus_masked-NC_020190-processed-gene-6.38-mRNA-1_1&gene=augustus_masked-NC_020190-processed-gene-6.38&CDS=1-429
2344	OG0002344	YJR113C	genemark-NC_020190-processed-gene-6.61-mRNA-1_1&gene=genemark-NC_020190-processed-gene-6.61&CDS=1-978
2345	OG0002345	YJR116W	maker-NC_020190-snap-gene-6.132-mRNA-1_1&gene=maker-NC_020190-snap-gene-6.132&CDS=1-1602
2346	OG0002346	YJR117W	snap_masked-NC_020190-processed-gene-6.111-mRNA-1_1&gene=snap_masked-NC_020190-processed-gene-6.111&CDS=1-1404
2347	OG0002347	YJR118C	genemark-NC_020190-processed-gene-7.80-mRNA-1_1&gene=genemark-NC_020190-processed-gene-7.80&CDS=1-597
2348	OG0002348	YJR119C	genemark-NC_020194-processed-gene-0.44-mRNA-1_1&gene=genemark-NC_020194-processed-gene-0.44&CDS=1-2412
2349	OG0002349	YJR121W	genemark-NC_020190-processed-gene-7.78-mRNA-1_1&gene=genemark-NC_020190-processed-gene-7.78&CDS=1-1539
2350	OG0002350	YJR122W	genemark-NC_020194-processed-gene-0.64-mRNA-1_1&gene=genemark-NC_020194-processed-gene-0.64&CDS=1-1479
2351	OG0002351	YJR123W	genemark-NC_020194-processed-gene-0.63-mRNA-1_1&gene=genemark-NC_020194-processed-gene-0.63&CDS=1-681
2352	OG0002352	YJR124C	genemark-NC_020194-processed-gene-0.43-mRNA-1_1&gene=genemark-NC_020194-processed-gene-0.43&CDS=1-1389
2353	OG0002353	YJR125C	genemark-NC_020189-processed-gene-12.58-mRNA-1_1&gene=genemark-NC_020189-processed-gene-12.58&CDS=1-1278
2354	OG0002354	YJR126C	genemark-NC_020186-processed-gene-14.61-mRNA-1_1&gene=genemark-NC_020186-processed-gene-14.61&CDS=1-2652
2355	OG0002355	YJR129C	augustus_masked-NC_020186-processed-gene-14.91-mRNA-1_1&gene=augustus_masked-NC_020186-processed-gene-14.91&CDS=1-1149
2356	OG0002356	YJR131W	genemark-NC_020186-processed-gene-14.74-mRNA-1_1&gene=genemark-NC_020186-processed-gene-14.74&CDS=1-1740
2357	OG0002357	YJR132W	genemark-NC_020189-processed-gene-12.47-mRNA-1_1&gene=genemark-NC_020189-processed-gene-12.47&CDS=1-3291
2358	OG0002358	YJR133W	genemark-NC_020189-processed-gene-12.48-mRNA-1_1&gene=genemark-NC_020189-processed-gene-12.48&CDS=1-627
2359	OG0002359	YJR135C	augustus_masked-NC_020186-processed-gene-22.20-mRNA-1_1&gene=augustus_masked-NC_020186-processed-gene-22.20&CDS=1-702
2360	OG0002360	YJR135W-A	snap_masked-NC_020186-processed-gene-22.120-mRNA-1_1&gene=snap_masked-NC_020186-processed-gene-22.120&CDS=1-285
2361	OG0002361	YJR136C	genemark-NC_020185-processed-gene-20.35-mRNA-1_1&gene=genemark-NC_020185-processed-gene-20.35&CDS=1-1254
2362	OG0002362	YJR137C	genemark-NC_020185-processed-gene-25.107-mRNA-1_1&gene=genemark-NC_020185-processed-gene-25.107&CDS=1-4200
2363	OG0002363	YJR138W	snap_masked-NC_020189-processed-gene-12.14-mRNA-1_1&gene=snap_masked-NC_020189-processed-gene-12.14&CDS=1-5277
2364	OG0002364	YJR139C	genemark-NC_020189-processed-gene-12.63-mRNA-1_1&gene=genemark-NC_020189-processed-gene-12.63&CDS=1-1083
2365	OG0002365	YJR140C	genemark-NC_020189-processed-gene-12.64-mRNA-1_1&gene=genemark-NC_020189-processed-gene-12.64&CDS=1-5037
2366	OG0002366	YJR141W	augustus_masked-NC_020189-processed-gene-12.84-mRNA-1_1&gene=augustus_masked-NC_020189-processed-gene-12.84&CDS=1-1119
2367	OG0002367	YJR142W	genemark-NC_020185-processed-gene-25.110-mRNA-1_1&gene=genemark-NC_020185-processed-gene-25.110&CDS=1-1026
2368	OG0002368	YJR143C	genemark-NC_020185-processed-gene-25.134-mRNA-1_1&gene=genemark-NC_020185-processed-gene-25.134&CDS=1-2349
2369	OG0002369	YJR144W	genemark-NC_020185-processed-gene-25.111-mRNA-1_1&gene=genemark-NC_020185-processed-gene-25.111&CDS=1-789
2370	OG0002370	YKL001C	genemark-NC_020186-processed-gene-13.41-mRNA-1_1&gene=genemark-NC_020186-processed-gene-13.41&CDS=1-597
2371	OG0002371	YKL002W	genemark-NC_020193-processed-gene-0.18-mRNA-1_1&gene=genemark-NC_020193-processed-gene-0.18&CDS=1-687
2372	OG0002372	YKL003C	genemark-NC_020193-processed-gene-0.3-mRNA-1_1&gene=genemark-NC_020193-processed-gene-0.3&CDS=1-384
2373	OG0002373	YKL004W	genemark-NC_020188-processed-gene-12.16-mRNA-1_1&gene=genemark-NC_020188-processed-gene-12.16&CDS=1-1260
2374	OG0002374	YKL006C-A	snap_masked-NC_020186-processed-gene-13.87-mRNA-1_1&gene=snap_masked-NC_020186-processed-gene-13.87&CDS=1-279
2375	OG0002375	YKL007W	genemark-NC_020186-processed-gene-13.43-mRNA-1_1&gene=genemark-NC_020186-processed-gene-13.43&CDS=1-822
2376	OG0002376	YKL009W	genemark-NC_020186-processed-gene-13.63-mRNA-1_1&gene=genemark-NC_020186-processed-gene-13.63&CDS=1-717
2377	OG0002377	YKL010C	augustus_masked-NC_020193-processed-gene-0.40-mRNA-1_1&gene=augustus_masked-NC_020193-processed-gene-0.40&CDS=1-5361
2378	OG0002378	YKL011C	snap_masked-NC_020187-processed-gene-1.112-mRNA-1_1&gene=snap_masked-NC_020187-processed-gene-1.112&CDS=1-1356
2379	OG0002379	YKL012W	genemark-NC_020187-processed-gene-1.86-mRNA-1_1&gene=genemark-NC_020187-processed-gene-1.86&CDS=1-1974
2380	OG0002380	YKL013C	genemark-NC_020185-processed-gene-1.34-mRNA-1_1&gene=genemark-NC_020185-processed-gene-1.34&CDS=1-513
2381	OG0002381	YKL014C	augustus_masked-NC_020185-processed-gene-1.69-mRNA-1_1&gene=augustus_masked-NC_020185-processed-gene-1.69&CDS=1-5229
2382	OG0002382	YKL015W	genemark-NC_020185-processed-gene-1.13-mRNA-1_1&gene=genemark-NC_020185-processed-gene-1.13&CDS=1-3111
2383	OG0002383	YKL017C	maker-NC_020187-augustus-gene-2.2-mRNA-1_1&gene=maker-NC_020187-augustus-gene-2.2&CDS=1-2631
2384	OG0002384	YKL018C-A	augustus_masked-NC_020187-processed-gene-2.42-mRNA-1_1&gene=augustus_masked-NC_020187-processed-gene-2.42&CDS=1-273
2385	OG0002385	YKL018W	genemark-NC_020187-processed-gene-2.8-mRNA-1_1&gene=genemark-NC_020187-processed-gene-2.8&CDS=1-981
2386	OG0002386	YKL019W	genemark-NC_020185-processed-gene-1.11-mRNA-1_1&gene=genemark-NC_020185-processed-gene-1.11&CDS=1-984
2387	OG0002387	YKL021C	snap_masked-NC_020187-processed-gene-2.84-mRNA-1_1&gene=snap_masked-NC_020187-processed-gene-2.84&CDS=1-1179
2388	OG0002388	YKL022C	genemark-NC_020187-processed-gene-2.7-mRNA-1_1&gene=genemark-NC_020187-processed-gene-2.7&CDS=1-2592
2389	OG0002389	YKL024C	genemark-NC_020187-processed-gene-2.10-mRNA-1_1&gene=genemark-NC_020187-processed-gene-2.10&CDS=1-618
2390	OG0002390	YKL025C	genemark-NC_020185-processed-gene-1.29-mRNA-1_1&gene=genemark-NC_020185-processed-gene-1.29&CDS=1-2271
2391	OG0002391	YKL027W	genemark-NC_020186-processed-gene-15.98-mRNA-1_1&gene=genemark-NC_020186-processed-gene-15.98&CDS=1-1344
2392	OG0002392	YKL028W	genemark-NC_020193-processed-gene-3.27-mRNA-1_1&gene=genemark-NC_020193-processed-gene-3.27&CDS=1-1437
2393	OG0002393	YKL032C	genemark-NC_020191-processed-gene-5.59-mRNA-1_1&gene=genemark-NC_020191-processed-gene-5.59&CDS=1-1491
2394	OG0002394	YKL033W	snap_masked-NC_020193-processed-gene-3.84-mRNA-1_1&gene=snap_masked-NC_020193-processed-gene-3.84&CDS=1-3273
2395	OG0002395	YKL033W-A	genemark-NC_020191-processed-gene-6.42-mRNA-1_1&gene=genemark-NC_020191-processed-gene-6.42&CDS=1-720
2396	OG0002396	YKL034W	genemark-NC_020193-processed-gene-3.14-mRNA-1_1&gene=genemark-NC_020193-processed-gene-3.14&CDS=1-2250
2397	OG0002397	YKL038W	genemark-NC_020191-processed-gene-6.44-mRNA-1_1&gene=genemark-NC_020191-processed-gene-6.44&CDS=1-4473
2398	OG0002398	YKL039W	genemark-NC_020186-processed-gene-15.130-mRNA-1_1&gene=genemark-NC_020186-processed-gene-15.130&CDS=1-1464
2399	OG0002399	YKL040C	genemark-NC_020186-processed-gene-16.71-mRNA-1_1&gene=genemark-NC_020186-processed-gene-16.71&CDS=1-777
2400	OG0002400	YKL041W	genemark-NC_020193-processed-gene-3.31-mRNA-1_1&gene=genemark-NC_020193-processed-gene-3.31&CDS=1-681
2401	OG0002401	YKL045W	genemark-NC_020192-processed-gene-6.86-mRNA-1_1&gene=genemark-NC_020192-processed-gene-6.86&CDS=1-1485
2402	OG0002402	YKL047W	augustus_masked-NC_020190-processed-gene-9.42-mRNA-1_1&gene=augustus_masked-NC_020190-processed-gene-9.42&CDS=1-2676
2403	OG0002403	YKL048C	maker-NC_020191-snap-gene-5.1-mRNA-1_1&gene=maker-NC_020191-snap-gene-5.1&CDS=1-1620
2404	OG0002404	YKL051W	maker-NC_020191-snap-gene-5.0-mRNA-1_1&gene=maker-NC_020191-snap-gene-5.0&CDS=1-1080
2405	OG0002405	YKL053C-A	augustus_masked-NC_020192-processed-gene-6.72-mRNA-1_1&gene=augustus_masked-NC_020192-processed-gene-6.72&CDS=1-645
2406	OG0002406	YKL054C	augustus_masked-NC_020192-processed-gene-6.71-mRNA-1_1&gene=augustus_masked-NC_020192-processed-gene-6.71&CDS=1-2580
2407	OG0002407	YKL055C	augustus_masked-NC_020191-processed-gene-4.65-mRNA-1_1&gene=augustus_masked-NC_020191-processed-gene-4.65&CDS=1-936
2408	OG0002408	YKL056C	genemark-NC_020192-processed-gene-6.108-mRNA-1_1&gene=genemark-NC_020192-processed-gene-6.108&CDS=1-501
2409	OG0002409	YKL057C	snap_masked-NC_020192-processed-gene-6.36-mRNA-1_1&gene=snap_masked-NC_020192-processed-gene-6.36&CDS=1-3324
2410	OG0002410	YKL058W	genemark-NC_020192-processed-gene-6.90-mRNA-1_1&gene=genemark-NC_020192-processed-gene-6.90&CDS=1-342
2411	OG0002411	YKL059C	genemark-NC_020192-processed-gene-6.105-mRNA-1_1&gene=genemark-NC_020192-processed-gene-6.105&CDS=1-1488
2412	OG0002412	YKL061W	augustus_masked-NC_020192-processed-gene-6.62-mRNA-1_1&gene=augustus_masked-NC_020192-processed-gene-6.62&CDS=1-327
2413	OG0002413	YKL064W	augustus_masked-NC_020191-processed-gene-5.92-mRNA-1_1&gene=augustus_masked-NC_020191-processed-gene-5.92&CDS=1-3747
2414	OG0002414	YKL065C	genemark-NC_020191-processed-gene-5.45-mRNA-1_1&gene=genemark-NC_020191-processed-gene-5.45&CDS=1-645
2415	OG0002415	YKL067W	genemark-NC_020185-processed-gene-1.38-mRNA-1_1&gene=genemark-NC_020185-processed-gene-1.38&CDS=1-447
2416	OG0002416	YKL068W-A	augustus_masked-NC_020186-processed-gene-16.48-mRNA-1_1&gene=augustus_masked-NC_020186-processed-gene-16.48&CDS=1-348
2417	OG0002417	YKL073W	genemark-NC_020187-processed-gene-3.47-mRNA-1_1&gene=genemark-NC_020187-processed-gene-3.47&CDS=1-2751
2418	OG0002418	YKL074C	snap_masked-NC_020187-processed-gene-3.23-mRNA-1_1&gene=snap_masked-NC_020187-processed-gene-3.23&CDS=1-1797
2419	OG0002419	YKL075C	genemark-NC_020187-processed-gene-1.66-mRNA-1_1&gene=genemark-NC_020187-processed-gene-1.66&CDS=1-1242
2420	OG0002420	YKL078W	genemark-NC_020187-processed-gene-15.50-mRNA-1_1&gene=genemark-NC_020187-processed-gene-15.50&CDS=1-2220
2421	OG0002421	YKL079W	augustus_masked-NC_020185-processed-gene-1.55-mRNA-1_1&gene=augustus_masked-NC_020185-processed-gene-1.55&CDS=1-2409
2422	OG0002422	YKL080W	genemark-NC_020185-processed-gene-1.16-mRNA-1_1&gene=genemark-NC_020185-processed-gene-1.16&CDS=1-1179
2423	OG0002423	YKL082C	genemark-NC_020185-processed-gene-1.37-mRNA-1_1&gene=genemark-NC_020185-processed-gene-1.37&CDS=1-1434
2424	OG0002424	YKL084W	maker-NC_020187-snap-gene-1.6-mRNA-1_1&gene=maker-NC_020187-snap-gene-1.6&CDS=1-1374
2425	OG0002425	YKL085W	maker-NC_020187-augustus-gene-1.3-mRNA-1_1&gene=maker-NC_020187-augustus-gene-1.3&CDS=1-2046
2426	OG0002426	YKL086W	genemark-NC_020185-processed-gene-1.15-mRNA-1_1&gene=genemark-NC_020185-processed-gene-1.15&CDS=1-438
2427	OG0002427	YKL087C	genemark-NC_020187-processed-gene-1.67-mRNA-1_1&gene=genemark-NC_020187-processed-gene-1.67&CDS=1-570
2428	OG0002428	YKL088W	genemark-NC_020187-processed-gene-1.84-mRNA-1_1&gene=genemark-NC_020187-processed-gene-1.84&CDS=1-1947
2429	OG0002429	YKL089W	snap_masked-NC_020186-processed-gene-13.109-mRNA-1_1&gene=snap_masked-NC_020186-processed-gene-13.109&CDS=1-2670
2430	OG0002430	YKL090W	augustus_masked-NC_020193-processed-gene-0.59-mRNA-1_1&gene=augustus_masked-NC_020193-processed-gene-0.59&CDS=1-1875
2431	OG0002431	YKL092C	snap_masked-NC_020186-processed-gene-13.92-mRNA-1_1&gene=snap_masked-NC_020186-processed-gene-13.92&CDS=1-5085
2432	OG0002432	YKL094W	genemark-NC_020186-processed-gene-13.66-mRNA-1_1&gene=genemark-NC_020186-processed-gene-13.66&CDS=1-912
2433	OG0002433	YKL095W	genemark-NC_020186-processed-gene-13.67-mRNA-1_1&gene=genemark-NC_020186-processed-gene-13.67&CDS=1-684
2434	OG0002434	YKL096W	genemark-NC_020186-processed-gene-13.68-mRNA-1_1&gene=genemark-NC_020186-processed-gene-13.68&CDS=1-1149
2435	OG0002435	YKL098W	snap_masked-NC_020186-processed-gene-13.114-mRNA-1_1&gene=snap_masked-NC_020186-processed-gene-13.114&CDS=1-1302
2436	OG0002436	YKL099C	genemark-NC_020193-processed-gene-2.9-mRNA-1_1&gene=genemark-NC_020193-processed-gene-2.9&CDS=1-723
2437	OG0002437	YKL100C	genemark-NC_020186-processed-gene-13.47-mRNA-1_1&gene=genemark-NC_020186-processed-gene-13.47&CDS=1-1926
2438	OG0002438	YKL103C	snap_masked-NC_020193-processed-gene-2.96-mRNA-1_1&gene=snap_masked-NC_020193-processed-gene-2.96&CDS=1-1560
2439	OG0002439	YKL106W	genemark-NC_020193-processed-gene-2.28-mRNA-1_1&gene=genemark-NC_020193-processed-gene-2.28&CDS=1-1320
2440	OG0002440	YKL108W	snap_masked-NC_020193-processed-gene-2.117-mRNA-1_1&gene=snap_masked-NC_020193-processed-gene-2.117&CDS=1-1191
2441	OG0002441	YKL110C	genemark-NC_020193-processed-gene-2.15-mRNA-1_1&gene=genemark-NC_020193-processed-gene-2.15&CDS=1-936
2442	OG0002442	YKL112W	genemark-NC_020193-processed-gene-2.34-mRNA-1_1&gene=genemark-NC_020193-processed-gene-2.34&CDS=1-2781
2443	OG0002443	YKL113C	genemark-NC_020193-processed-gene-2.16-mRNA-1_1&gene=genemark-NC_020193-processed-gene-2.16&CDS=1-1161
2444	OG0002444	YKL114C	genemark-NC_020193-processed-gene-2.17-mRNA-1_1&gene=genemark-NC_020193-processed-gene-2.17&CDS=1-1104
2445	OG0002445	YKL116C	genemark-NC_020193-processed-gene-2.18-mRNA-1_1&gene=genemark-NC_020193-processed-gene-2.18&CDS=1-1836
2446	OG0002446	YKL117W	genemark-NC_020193-processed-gene-2.35-mRNA-1_1&gene=genemark-NC_020193-processed-gene-2.35&CDS=1-627
2447	OG0002447	YKL119C	augustus_masked-NC_020186-processed-gene-21.53-mRNA-1_1&gene=augustus_masked-NC_020186-processed-gene-21.53&CDS=1-459
2448	OG0002448	YKL120W	genemark-NC_020186-processed-gene-21.114-mRNA-1_1&gene=genemark-NC_020186-processed-gene-21.114&CDS=1-999
2449	OG0002449	YKL122C	augustus_masked-NC_020186-processed-gene-21.54-mRNA-1_1&gene=augustus_masked-NC_020186-processed-gene-21.54&CDS=1-459
2450	OG0002450	YKL124W	genemark-NC_020186-processed-gene-21.116-mRNA-1_1&gene=genemark-NC_020186-processed-gene-21.116&CDS=1-1761
2451	OG0002451	YKL125W	maker-NC_020193-snap-gene-3.0-mRNA-1_1&gene=maker-NC_020193-snap-gene-3.0&CDS=1-1980
2452	OG0002452	YKL128C	genemark-NC_020186-processed-gene-21.99-mRNA-1_1&gene=genemark-NC_020186-processed-gene-21.99&CDS=1-855
2453	OG0002453	YKL134C	genemark-NC_020193-processed-gene-1.99-mRNA-1_1&gene=genemark-NC_020193-processed-gene-1.99&CDS=1-2319
2454	OG0002454	YKL135C	genemark-NC_020186-processed-gene-21.103-mRNA-1_1&gene=genemark-NC_020186-processed-gene-21.103&CDS=1-2127
2455	OG0002455	YKL137W	genemark-NC_020186-processed-gene-21.123-mRNA-1_1&gene=genemark-NC_020186-processed-gene-21.123&CDS=1-324
2456	OG0002456	YKL138C	genemark-NC_020192-processed-gene-0.101-mRNA-1_1&gene=genemark-NC_020192-processed-gene-0.101&CDS=1-357
2457	OG0002457	YKL138C-A	snap_masked-NC_020192-processed-gene-0.32-mRNA-1_1&gene=snap_masked-NC_020192-processed-gene-0.32&CDS=1-216
2458	OG0002458	YKL139W	genemark-NC_020192-processed-gene-0.80-mRNA-1_1&gene=genemark-NC_020192-processed-gene-0.80&CDS=1-2175
2459	OG0002459	YKL140W	genemark-NC_020186-processed-gene-21.124-mRNA-1_1&gene=genemark-NC_020186-processed-gene-21.124&CDS=1-1989
2460	OG0002460	YKL142W	genemark-NC_020187-processed-gene-7.47-mRNA-1_1&gene=genemark-NC_020187-processed-gene-7.47&CDS=1-663
2461	OG0002461	YKL143W	genemark-NC_020187-processed-gene-7.46-mRNA-1_1&gene=genemark-NC_020187-processed-gene-7.46&CDS=1-1434
2462	OG0002462	YKL144C	genemark-NC_020187-processed-gene-7.62-mRNA-1_1&gene=genemark-NC_020187-processed-gene-7.62&CDS=1-615
2463	OG0002463	YKL145W	genemark-NC_020187-processed-gene-7.45-mRNA-1_1&gene=genemark-NC_020187-processed-gene-7.45&CDS=1-1404
2464	OG0002464	YKL146W	genemark-NC_020187-processed-gene-7.44-mRNA-1_1&gene=genemark-NC_020187-processed-gene-7.44&CDS=1-1569
2465	OG0002465	YKL148C	genemark-NC_020185-processed-gene-24.25-mRNA-1_1&gene=genemark-NC_020185-processed-gene-24.25&CDS=1-1887
2466	OG0002466	YKL149C	augustus_masked-NC_020187-processed-gene-7.24-mRNA-1_1&gene=augustus_masked-NC_020187-processed-gene-7.24&CDS=1-1332
2467	OG0002467	YKL150W	genemark-NC_020185-processed-gene-24.39-mRNA-1_1&gene=genemark-NC_020185-processed-gene-24.39&CDS=1-936
2468	OG0002468	YKL151C	augustus_masked-NC_020185-processed-gene-24.60-mRNA-1_1&gene=augustus_masked-NC_020185-processed-gene-24.60&CDS=1-1014
2469	OG0002469	YKL152C	genemark-NC_020187-processed-gene-7.60-mRNA-1_1&gene=genemark-NC_020187-processed-gene-7.60&CDS=1-741
2470	OG0002470	YKL154W	genemark-NC_020185-processed-gene-25.96-mRNA-1_1&gene=genemark-NC_020185-processed-gene-25.96&CDS=1-915
2471	OG0002471	YKL155C	snap_masked-NC_020187-processed-gene-7.105-mRNA-1_1&gene=snap_masked-NC_020187-processed-gene-7.105&CDS=1-2088
2472	OG0002472	YKL157W	genemark-NC_020185-processed-gene-25.123-mRNA-1_1&gene=genemark-NC_020185-processed-gene-25.123&CDS=1-2601
2473	OG0002473	YKL159C	snap_masked-NC_020185-processed-gene-25.14-mRNA-1_1&gene=snap_masked-NC_020185-processed-gene-25.14&CDS=1-606
2474	OG0002474	YKL160W	genemark-NC_020185-processed-gene-25.124-mRNA-1_1&gene=genemark-NC_020185-processed-gene-25.124&CDS=1-444
2475	OG0002475	YKL162C	augustus_masked-NC_020185-processed-gene-23.106-mRNA-1_1&gene=augustus_masked-NC_020185-processed-gene-23.106&CDS=1-1374
2476	OG0002476	YKL165C	augustus_masked-NC_020187-processed-gene-14.107-mRNA-1_1&gene=augustus_masked-NC_020187-processed-gene-14.107&CDS=1-2841
2477	OG0002477	YKL167C	snap_masked-NC_020187-processed-gene-14.29-mRNA-1_1&gene=snap_masked-NC_020187-processed-gene-14.29&CDS=1-459
2478	OG0002478	YKL171W	genemark-NC_020194-processed-gene-2.101-mRNA-1_1&gene=genemark-NC_020194-processed-gene-2.101&CDS=1-3201
2479	OG0002479	YKL172W	genemark-NC_020187-processed-gene-14.46-mRNA-1_1&gene=genemark-NC_020187-processed-gene-14.46&CDS=1-1263
2480	OG0002480	YKL173W	genemark-NC_020187-processed-gene-14.45-mRNA-1_1&gene=genemark-NC_020187-processed-gene-14.45&CDS=1-2961
2481	OG0002481	YKL174C	genemark-NC_020187-processed-gene-14.49-mRNA-1_1&gene=genemark-NC_020187-processed-gene-14.49&CDS=1-1977
2482	OG0002482	YKL175W	genemark-NC_020194-processed-gene-2.102-mRNA-1_1&gene=genemark-NC_020194-processed-gene-2.102&CDS=1-1692
2483	OG0002483	YKL176C	snap_masked-NC_020187-processed-gene-14.7-mRNA-1_1&gene=snap_masked-NC_020187-processed-gene-14.7&CDS=1-3186
2484	OG0002484	YKL178C	genemark-NC_020194-processed-gene-2.89-mRNA-1_1&gene=genemark-NC_020194-processed-gene-2.89&CDS=1-1341
2485	OG0002485	YKL179C	snap_masked-NC_020187-processed-gene-13.40-mRNA-1_1&gene=snap_masked-NC_020187-processed-gene-13.40&CDS=1-1881
2486	OG0002486	YKL182W	augustus_masked-NC_020193-processed-gene-7.175-mRNA-1_1&gene=augustus_masked-NC_020193-processed-gene-7.175&CDS=1-6276
2487	OG0002487	YKL183W	snap_masked-NC_020187-processed-gene-5.101-mRNA-1_1&gene=snap_masked-NC_020187-processed-gene-5.101&CDS=1-846
2488	OG0002488	YKL184W	augustus_masked-NC_020190-processed-gene-3.21-mRNA-1_1&gene=augustus_masked-NC_020190-processed-gene-3.21&CDS=1-1332
2489	OG0002489	YKL185W	augustus_masked-NC_020190-processed-gene-3.22-mRNA-1_1&gene=augustus_masked-NC_020190-processed-gene-3.22&CDS=1-1794
2490	OG0002490	YKL186C	genemark-NC_020193-processed-gene-7.86-mRNA-1_1&gene=genemark-NC_020193-processed-gene-7.86&CDS=1-465
2491	OG0002491	YKL188C	augustus_masked-NC_020191-processed-gene-5.99-mRNA-1_1&gene=augustus_masked-NC_020191-processed-gene-5.99&CDS=1-2982
2492	OG0002492	YKL189W	genemark-NC_020193-processed-gene-7.113-mRNA-1_1&gene=genemark-NC_020193-processed-gene-7.113&CDS=1-1188
2493	OG0002493	YKL190W	genemark-NC_020193-processed-gene-7.115-mRNA-1_1&gene=genemark-NC_020193-processed-gene-7.115&CDS=1-525
2494	OG0002494	YKL191W	genemark-NC_020193-processed-gene-7.116-mRNA-1_1&gene=genemark-NC_020193-processed-gene-7.116&CDS=1-1587
2495	OG0002495	YKL192C	genemark-NC_020189-processed-gene-11.45-mRNA-1_1&gene=genemark-NC_020189-processed-gene-11.45&CDS=1-429
2496	OG0002496	YKL193C	genemark-NC_020189-processed-gene-11.46-mRNA-1_1&gene=genemark-NC_020189-processed-gene-11.46&CDS=1-1041
2497	OG0002497	YKL194C	genemark-NC_020189-processed-gene-11.47-mRNA-1_1&gene=genemark-NC_020189-processed-gene-11.47&CDS=1-1407
2498	OG0002498	YKL195W	genemark-NC_020190-processed-gene-8.54-mRNA-1_1&gene=genemark-NC_020190-processed-gene-8.54&CDS=1-966
2499	OG0002499	YKL196C	genemark-NC_020190-processed-gene-8.38-mRNA-1_1&gene=genemark-NC_020190-processed-gene-8.38&CDS=1-600
2500	OG0002500	YKL197C	genemark-NC_020186-processed-gene-4.127-mRNA-1_1&gene=genemark-NC_020186-processed-gene-4.127&CDS=1-3093
2501	OG0002501	YKL201C	genemark-NC_020188-processed-gene-9.56-mRNA-1_1&gene=genemark-NC_020188-processed-gene-9.56&CDS=1-3222
2502	OG0002502	YKL203C	genemark-NC_020188-processed-gene-9.52-mRNA-1_1&gene=genemark-NC_020188-processed-gene-9.52&CDS=1-7398
2503	OG0002503	YKL204W	augustus_masked-NC_020188-processed-gene-9.74-mRNA-1_1&gene=augustus_masked-NC_020188-processed-gene-9.74&CDS=1-2292
2504	OG0002504	YKL205W	genemark-NC_020186-processed-gene-4.107-mRNA-1_1&gene=genemark-NC_020186-processed-gene-4.107&CDS=1-3381
2505	OG0002505	YKL206C	augustus_masked-NC_020185-processed-gene-21.61-mRNA-1_1&gene=augustus_masked-NC_020185-processed-gene-21.61&CDS=1-849
2506	OG0002506	YKL207W	genemark-NC_020185-processed-gene-21.8-mRNA-1_1&gene=genemark-NC_020185-processed-gene-21.8&CDS=1-810
2507	OG0002507	YKL209C	genemark-NC_020186-processed-gene-23.19-mRNA-1_1&gene=genemark-NC_020186-processed-gene-23.19&CDS=1-3825
2508	OG0002508	YKL210W	snap_masked-NC_020188-processed-gene-9.5-mRNA-1_1&gene=snap_masked-NC_020188-processed-gene-9.5&CDS=1-3042
2509	OG0002509	YKL211C	genemark-NC_020188-processed-gene-9.38-mRNA-1_1&gene=genemark-NC_020188-processed-gene-9.38&CDS=1-1458
2510	OG0002510	YKL212W	genemark-NC_020188-processed-gene-9.35-mRNA-1_1&gene=genemark-NC_020188-processed-gene-9.35&CDS=1-1911
2511	OG0002511	YKL213C	maker-NC_020188-augustus-gene-8.10-mRNA-1_1&gene=maker-NC_020188-augustus-gene-8.10&CDS=1-2595
2512	OG0002512	YKL215C	genemark-NC_020185-processed-gene-1.8-mRNA-1_1&gene=genemark-NC_020185-processed-gene-1.8&CDS=1-3888
