	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034614_Saturnispora_silvae
1271	OG0001271	YGL115W	snap_masked-NODE_19_length_227220_cov_17.0149_ID_37-processed-gene-0.81-mRNA-1_1&gene=snap_masked-NODE_19_length_227220_cov_17.0149_ID_37-processed-gene-0.81&CDS=1-909
1272	OG0001272	YGL119W	snap_masked-NODE_3_length_777224_cov_15.983_ID_5-processed-gene-1.83-mRNA-1_1&gene=snap_masked-NODE_3_length_777224_cov_15.983_ID_5-processed-gene-1.83&CDS=1-1737
1273	OG0001273	YGL122C	snap_masked-NODE_12_length_305955_cov_16.6075_ID_23-processed-gene-0.56-mRNA-1_1&gene=snap_masked-NODE_12_length_305955_cov_16.6075_ID_23-processed-gene-0.56&CDS=1-1491
1274	OG0001274	YGL123W	snap_masked-NODE_12_length_305955_cov_16.6075_ID_23-processed-gene-0.80-mRNA-1_1&gene=snap_masked-NODE_12_length_305955_cov_16.6075_ID_23-processed-gene-0.80&CDS=1-744
1275	OG0001275	YGL124C	augustus_masked-NODE_9_length_324180_cov_16.4412_ID_17-processed-gene-1.47-mRNA-1_1&gene=augustus_masked-NODE_9_length_324180_cov_16.4412_ID_17-processed-gene-1.47&CDS=1-1596
1276	OG0001276	YGL125W	snap_masked-NODE_3_length_777224_cov_15.983_ID_5-processed-gene-2.73-mRNA-1_1&gene=snap_masked-NODE_3_length_777224_cov_15.983_ID_5-processed-gene-2.73&CDS=1-1818
1277	OG0001277	YGL127C	snap_masked-NODE_1_length_1002083_cov_15.8003_ID_1-processed-gene-1.80-mRNA-1_1&gene=snap_masked-NODE_1_length_1002083_cov_15.8003_ID_1-processed-gene-1.80&CDS=1-612
1278	OG0001278	YGL129C	snap_masked-NODE_28_length_51954_cov_19.6716_ID_55-processed-gene-0.50-mRNA-1_1&gene=snap_masked-NODE_28_length_51954_cov_19.6716_ID_55-processed-gene-0.50&CDS=1-1350
1279	OG0001279	YGL130W	snap_masked-NODE_28_length_51954_cov_19.6716_ID_55-processed-gene-0.33-mRNA-1_1&gene=snap_masked-NODE_28_length_51954_cov_19.6716_ID_55-processed-gene-0.33&CDS=1-1398
1280	OG0001280	YGL131C	snap_masked-NODE_28_length_51954_cov_19.6716_ID_55-processed-gene-0.49-mRNA-1_1&gene=snap_masked-NODE_28_length_51954_cov_19.6716_ID_55-processed-gene-0.49&CDS=1-2322
1281	OG0001281	YGL136C	genemark-NODE_14_length_287767_cov_18.6596_ID_27-processed-gene-1.65-mRNA-1_1&gene=genemark-NODE_14_length_287767_cov_18.6596_ID_27-processed-gene-1.65&CDS=1-1035
1282	OG0001282	YGL137W	snap_masked-NODE_14_length_287767_cov_18.6596_ID_27-processed-gene-1.131-mRNA-1_1&gene=snap_masked-NODE_14_length_287767_cov_18.6596_ID_27-processed-gene-1.131&CDS=1-2565
1283	OG0001283	YGL141W	snap_masked-NODE_6_length_448691_cov_16.0604_ID_11-processed-gene-2.41-mRNA-1_1&gene=snap_masked-NODE_6_length_448691_cov_16.0604_ID_11-processed-gene-2.41&CDS=1-2445
1284	OG0001284	YGL143C	augustus_masked-NODE_6_length_448691_cov_16.0604_ID_11-processed-gene-3.242-mRNA-1_1&gene=augustus_masked-NODE_6_length_448691_cov_16.0604_ID_11-processed-gene-3.242&CDS=1-2472
1285	OG0001285	YGL148W	snap_masked-NODE_9_length_324180_cov_16.4412_ID_17-processed-gene-1.28-mRNA-1_1&gene=snap_masked-NODE_9_length_324180_cov_16.4412_ID_17-processed-gene-1.28&CDS=1-1122
1286	OG0001286	YGL150C	maker-NODE_8_length_337546_cov_16.1263_ID_15-augustus-gene-2.226-mRNA-1_1&gene=maker-NODE_8_length_337546_cov_16.1263_ID_15-augustus-gene-2.226&CDS=1-4911
1287	OG0001287	YGL153W	snap_masked-NODE_8_length_337546_cov_16.1263_ID_15-processed-gene-2.64-mRNA-1_1&gene=snap_masked-NODE_8_length_337546_cov_16.1263_ID_15-processed-gene-2.64&CDS=1-990
1288	OG0001288	YGL154C	snap_masked-NODE_12_length_305955_cov_16.6075_ID_23-processed-gene-2.200-mRNA-1_1&gene=snap_masked-NODE_12_length_305955_cov_16.6075_ID_23-processed-gene-2.200&CDS=1-735
1289	OG0001289	YGL155W	genemark-NODE_6_length_448691_cov_16.0604_ID_11-processed-gene-3.40-mRNA-1_1&gene=genemark-NODE_6_length_448691_cov_16.0604_ID_11-processed-gene-3.40&CDS=1-1044
1290	OG0001290	YGL156W	snap_masked-NODE_12_length_305955_cov_16.6075_ID_23-processed-gene-0.77-mRNA-1_1&gene=snap_masked-NODE_12_length_305955_cov_16.6075_ID_23-processed-gene-0.77&CDS=1-3303
1291	OG0001291	YGL159W	snap_masked-NODE_3_length_777224_cov_15.983_ID_5-processed-gene-2.89-mRNA-1_1&gene=snap_masked-NODE_3_length_777224_cov_15.983_ID_5-processed-gene-2.89&CDS=1-990
1292	OG0001292	YGL160W	maker-NODE_3_length_777224_cov_15.983_ID_5-snap-gene-1.158-mRNA-1_1&gene=maker-NODE_3_length_777224_cov_15.983_ID_5-snap-gene-1.158&CDS=1-1689
1293	OG0001293	YGL161C	snap_masked-NODE_4_length_499891_cov_15.9754_ID_7-processed-gene-3.155-mRNA-1_1&gene=snap_masked-NODE_4_length_499891_cov_15.9754_ID_7-processed-gene-3.155&CDS=1-879
1294	OG0001294	YGL164C	snap_masked-NODE_22_length_173672_cov_17.4769_ID_43-processed-gene-0.85-mRNA-1_1&gene=snap_masked-NODE_22_length_173672_cov_17.4769_ID_43-processed-gene-0.85&CDS=1-1290
1295	OG0001295	YGL166W	genemark-NODE_22_length_173672_cov_17.4769_ID_43-processed-gene-0.258-mRNA-1_1&gene=genemark-NODE_22_length_173672_cov_17.4769_ID_43-processed-gene-0.258&CDS=1-1617
1296	OG0001296	YGL167C	snap_masked-NODE_1_length_1002083_cov_15.8003_ID_1-processed-gene-9.100-mRNA-1_1&gene=snap_masked-NODE_1_length_1002083_cov_15.8003_ID_1-processed-gene-9.100&CDS=1-2799
1297	OG0001297	YGL169W	snap_masked-NODE_25_length_66227_cov_23.3792_ID_49-processed-gene-0.85-mRNA-1_1&gene=snap_masked-NODE_25_length_66227_cov_23.3792_ID_49-processed-gene-0.85&CDS=1-1119
1298	OG0001298	YGL171W	snap_masked-NODE_4_length_499891_cov_15.9754_ID_7-processed-gene-0.90-mRNA-1_1&gene=snap_masked-NODE_4_length_499891_cov_15.9754_ID_7-processed-gene-0.90&CDS=1-1743
1299	OG0001299	YGL172W	snap_masked-NODE_4_length_499891_cov_15.9754_ID_7-processed-gene-0.109-mRNA-1_1&gene=snap_masked-NODE_4_length_499891_cov_15.9754_ID_7-processed-gene-0.109&CDS=1-1788
1300	OG0001300	YGL173C	snap_masked-NODE_4_length_499891_cov_15.9754_ID_7-processed-gene-0.82-mRNA-1_1&gene=snap_masked-NODE_4_length_499891_cov_15.9754_ID_7-processed-gene-0.82&CDS=1-4188
1301	OG0001301	YGL174W	snap_masked-NODE_4_length_499891_cov_15.9754_ID_7-processed-gene-1.91-mRNA-1_1&gene=snap_masked-NODE_4_length_499891_cov_15.9754_ID_7-processed-gene-1.91&CDS=1-795
1302	OG0001302	YGL179C	snap_masked-NODE_8_length_337546_cov_16.1263_ID_15-processed-gene-1.87-mRNA-1_1&gene=snap_masked-NODE_8_length_337546_cov_16.1263_ID_15-processed-gene-1.87&CDS=1-3249
1303	OG0001303	YGL180W	snap_masked-NODE_9_length_324180_cov_16.4412_ID_17-processed-gene-1.25-mRNA-1_1&gene=snap_masked-NODE_9_length_324180_cov_16.4412_ID_17-processed-gene-1.25&CDS=1-2442
1304	OG0001304	YGL181W	snap_masked-NODE_9_length_324180_cov_16.4412_ID_17-processed-gene-1.26-mRNA-1_1&gene=snap_masked-NODE_9_length_324180_cov_16.4412_ID_17-processed-gene-1.26&CDS=1-1401
1305	OG0001305	YGL184C	genemark-NODE_3_length_777224_cov_15.983_ID_5-processed-gene-2.149-mRNA-1_1&gene=genemark-NODE_3_length_777224_cov_15.983_ID_5-processed-gene-2.149&CDS=1-1152
1306	OG0001306	YGL185C	augustus_masked-NODE_3_length_777224_cov_15.983_ID_5-processed-gene-4.152-mRNA-1_1&gene=augustus_masked-NODE_3_length_777224_cov_15.983_ID_5-processed-gene-4.152&CDS=1-1113
1307	OG0001307	YGL186C	snap_masked-NODE_23_length_161675_cov_16.3654_ID_45-processed-gene-0.108-mRNA-1_1&gene=snap_masked-NODE_23_length_161675_cov_16.3654_ID_45-processed-gene-0.108&CDS=1-1707
1308	OG0001308	YGL187C	augustus_masked-NODE_3_length_777224_cov_15.983_ID_5-processed-gene-4.153-mRNA-1_1&gene=augustus_masked-NODE_3_length_777224_cov_15.983_ID_5-processed-gene-4.153&CDS=1-453
1309	OG0001309	YGL190C	snap_masked-NODE_3_length_777224_cov_15.983_ID_5-processed-gene-4.71-mRNA-1_1&gene=snap_masked-NODE_3_length_777224_cov_15.983_ID_5-processed-gene-4.71&CDS=1-1401
1310	OG0001310	YGL192W	maker-NODE_3_length_777224_cov_15.983_ID_5-snap-gene-4.110-mRNA-1_1&gene=maker-NODE_3_length_777224_cov_15.983_ID_5-snap-gene-4.110&CDS=1-2142
1311	OG0001311	YGL194C	snap_masked-NODE_1_length_1002083_cov_15.8003_ID_1-processed-gene-0.29-mRNA-1_1&gene=snap_masked-NODE_1_length_1002083_cov_15.8003_ID_1-processed-gene-0.29&CDS=1-1365
1312	OG0001312	YGL195W	genemark-NODE_3_length_777224_cov_15.983_ID_5-processed-gene-4.2-mRNA-1_1&gene=genemark-NODE_3_length_777224_cov_15.983_ID_5-processed-gene-4.2&CDS=1-9678
1313	OG0001313	YGL196W	augustus_masked-NODE_15_length_281263_cov_16.0857_ID_29-processed-gene-0.82-mRNA-1_1&gene=augustus_masked-NODE_15_length_281263_cov_16.0857_ID_29-processed-gene-0.82&CDS=1-1326
1314	OG0001314	YGL198W	snap_masked-NODE_1_length_1002083_cov_15.8003_ID_1-processed-gene-7.43-mRNA-1_1&gene=snap_masked-NODE_1_length_1002083_cov_15.8003_ID_1-processed-gene-7.43&CDS=1-1023
1315	OG0001315	YGL200C	snap_masked-NODE_3_length_777224_cov_15.983_ID_5-processed-gene-6.160-mRNA-1_1&gene=snap_masked-NODE_3_length_777224_cov_15.983_ID_5-processed-gene-6.160&CDS=1-600
1316	OG0001316	YGL201C	snap_masked-NODE_4_length_499891_cov_15.9754_ID_7-processed-gene-3.236-mRNA-1_1&gene=snap_masked-NODE_4_length_499891_cov_15.9754_ID_7-processed-gene-3.236&CDS=1-2913
1317	OG0001317	YGL203C	snap_masked-NODE_3_length_777224_cov_15.983_ID_5-processed-gene-6.213-mRNA-1_1&gene=snap_masked-NODE_3_length_777224_cov_15.983_ID_5-processed-gene-6.213&CDS=1-1629
1318	OG0001318	YGL205W	snap_masked-NODE_12_length_305955_cov_16.6075_ID_23-processed-gene-1.121-mRNA-1_1&gene=snap_masked-NODE_12_length_305955_cov_16.6075_ID_23-processed-gene-1.121&CDS=1-2091
1319	OG0001319	YGL206C	snap_masked-NODE_13_length_296526_cov_17.027_ID_25-processed-gene-1.262-mRNA-1_1&gene=snap_masked-NODE_13_length_296526_cov_17.027_ID_25-processed-gene-1.262&CDS=1-4947
1320	OG0001320	YGL207W	snap_masked-NODE_3_length_777224_cov_15.983_ID_5-processed-gene-1.52-mRNA-1_1&gene=snap_masked-NODE_3_length_777224_cov_15.983_ID_5-processed-gene-1.52&CDS=1-2982
1321	OG0001321	YGL209W	genemark-NODE_20_length_198128_cov_16.8048_ID_39-processed-gene-0.255-mRNA-1_1&gene=genemark-NODE_20_length_198128_cov_16.8048_ID_39-processed-gene-0.255&CDS=1-1011
1322	OG0001322	YGL211W	snap_masked-NODE_1_length_1002083_cov_15.8003_ID_1-processed-gene-5.20-mRNA-1_1&gene=snap_masked-NODE_1_length_1002083_cov_15.8003_ID_1-processed-gene-5.20&CDS=1-1137
1323	OG0001323	YGL213C	snap_masked-NODE_5_length_484156_cov_16.2556_ID_9-processed-gene-1.113-mRNA-1_1&gene=snap_masked-NODE_5_length_484156_cov_16.2556_ID_9-processed-gene-1.113&CDS=1-1131
1324	OG0001324	YGL215W	snap_masked-NODE_19_length_227220_cov_17.0149_ID_37-processed-gene-1.132-mRNA-1_1&gene=snap_masked-NODE_19_length_227220_cov_17.0149_ID_37-processed-gene-1.132&CDS=1-927
1325	OG0001325	YGL220W	snap_masked-NODE_28_length_51954_cov_19.6716_ID_55-processed-gene-0.55-mRNA-1_1&gene=snap_masked-NODE_28_length_51954_cov_19.6716_ID_55-processed-gene-0.55&CDS=1-261
1326	OG0001326	YGL221C	snap_masked-NODE_28_length_51954_cov_19.6716_ID_55-processed-gene-0.44-mRNA-1_1&gene=snap_masked-NODE_28_length_51954_cov_19.6716_ID_55-processed-gene-0.44&CDS=1-840
1327	OG0001327	YGL224C	snap_masked-NODE_4_length_499891_cov_15.9754_ID_7-processed-gene-1.100-mRNA-1_1&gene=snap_masked-NODE_4_length_499891_cov_15.9754_ID_7-processed-gene-1.100&CDS=1-921
1328	OG0001328	YGL227W	augustus_masked-NODE_5_length_484156_cov_16.2556_ID_9-processed-gene-3.158-mRNA-1_1&gene=augustus_masked-NODE_5_length_484156_cov_16.2556_ID_9-processed-gene-3.158&CDS=1-2322
1329	OG0001329	YGL231C	augustus_masked-NODE_5_length_484156_cov_16.2556_ID_9-processed-gene-3.116-mRNA-1_1&gene=augustus_masked-NODE_5_length_484156_cov_16.2556_ID_9-processed-gene-3.116&CDS=1-522
1330	OG0001330	YGL232W	augustus_masked-NODE_7_length_405706_cov_16.1032_ID_13-processed-gene-3.129-mRNA-1_1&gene=augustus_masked-NODE_7_length_405706_cov_16.1032_ID_13-processed-gene-3.129&CDS=1-825
1331	OG0001331	YGL233W	snap_masked-NODE_5_length_484156_cov_16.2556_ID_9-processed-gene-3.57-mRNA-1_1&gene=snap_masked-NODE_5_length_484156_cov_16.2556_ID_9-processed-gene-3.57&CDS=1-2475
1332	OG0001332	YGL234W	snap_masked-NODE_8_length_337546_cov_16.1263_ID_15-processed-gene-0.35-mRNA-1_1&gene=snap_masked-NODE_8_length_337546_cov_16.1263_ID_15-processed-gene-0.35&CDS=1-6354
1333	OG0001333	YGL236C	snap_masked-NODE_14_length_287767_cov_18.6596_ID_27-processed-gene-1.193-mRNA-1_1&gene=snap_masked-NODE_14_length_287767_cov_18.6596_ID_27-processed-gene-1.193&CDS=1-1536
1334	OG0001334	YGL237C	snap_masked-NODE_14_length_287767_cov_18.6596_ID_27-processed-gene-1.192-mRNA-1_1&gene=snap_masked-NODE_14_length_287767_cov_18.6596_ID_27-processed-gene-1.192&CDS=1-540
1335	OG0001335	YGL238W	snap_masked-NODE_14_length_287767_cov_18.6596_ID_27-processed-gene-1.144-mRNA-1_1&gene=snap_masked-NODE_14_length_287767_cov_18.6596_ID_27-processed-gene-1.144&CDS=1-2874
1336	OG0001336	YGL240W	genemark-NODE_3_length_777224_cov_15.983_ID_5-processed-gene-3.120-mRNA-1_1&gene=genemark-NODE_3_length_777224_cov_15.983_ID_5-processed-gene-3.120&CDS=1-729
1337	OG0001337	YGL241W	snap_masked-NODE_1_length_1002083_cov_15.8003_ID_1-processed-gene-7.13-mRNA-1_1&gene=snap_masked-NODE_1_length_1002083_cov_15.8003_ID_1-processed-gene-7.13&CDS=1-3090
1338	OG0001338	YGL242C	snap_masked-NODE_18_length_249361_cov_17.2264_ID_35-processed-gene-1.158-mRNA-1_1&gene=snap_masked-NODE_18_length_249361_cov_17.2264_ID_35-processed-gene-1.158&CDS=1-555
1339	OG0001339	YGL243W	snap_masked-NODE_18_length_249361_cov_17.2264_ID_35-processed-gene-1.117-mRNA-1_1&gene=snap_masked-NODE_18_length_249361_cov_17.2264_ID_35-processed-gene-1.117&CDS=1-1092
1340	OG0001340	YGL244W	snap_masked-NODE_1_length_1002083_cov_15.8003_ID_1-processed-gene-6.67-mRNA-1_1&gene=snap_masked-NODE_1_length_1002083_cov_15.8003_ID_1-processed-gene-6.67&CDS=1-1458
1341	OG0001341	YGL245W	snap_masked-NODE_1_length_1002083_cov_15.8003_ID_1-processed-gene-6.66-mRNA-1_1&gene=snap_masked-NODE_1_length_1002083_cov_15.8003_ID_1-processed-gene-6.66&CDS=1-2148
1342	OG0001342	YGL246C	snap_masked-NODE_22_length_173672_cov_17.4769_ID_43-processed-gene-0.0-mRNA-1_1&gene=snap_masked-NODE_22_length_173672_cov_17.4769_ID_43-processed-gene-0.0&CDS=1-1182
1343	OG0001343	YGL247W	snap_masked-NODE_23_length_161675_cov_16.3654_ID_45-processed-gene-0.109-mRNA-1_1&gene=snap_masked-NODE_23_length_161675_cov_16.3654_ID_45-processed-gene-0.109&CDS=1-1074
1344	OG0001344	YGL248W	snap_masked-NODE_7_length_405706_cov_16.1032_ID_13-processed-gene-0.119-mRNA-1_1&gene=snap_masked-NODE_7_length_405706_cov_16.1032_ID_13-processed-gene-0.119&CDS=1-900
1345	OG0001345	YGL252C	snap_masked-NODE_1_length_1002083_cov_15.8003_ID_1-processed-gene-9.79-mRNA-1_1&gene=snap_masked-NODE_1_length_1002083_cov_15.8003_ID_1-processed-gene-9.79&CDS=1-1803
1346	OG0001346	YGL255W	snap_masked-NODE_14_length_287767_cov_18.6596_ID_27-processed-gene-1.132-mRNA-1_1&gene=snap_masked-NODE_14_length_287767_cov_18.6596_ID_27-processed-gene-1.132&CDS=1-1140
1347	OG0001347	YGR001C	augustus_masked-NODE_2_length_802642_cov_16.2871_ID_3-processed-gene-4.159-mRNA-1_1&gene=augustus_masked-NODE_2_length_802642_cov_16.2871_ID_3-processed-gene-4.159&CDS=1-699
1348	OG0001348	YGR002C	snap_masked-NODE_6_length_448691_cov_16.0604_ID_11-processed-gene-0.91-mRNA-1_1&gene=snap_masked-NODE_6_length_448691_cov_16.0604_ID_11-processed-gene-0.91&CDS=1-1671
1349	OG0001349	YGR005C	snap_masked-NODE_21_length_187636_cov_18.2367_ID_41-processed-gene-0.137-mRNA-1_1&gene=snap_masked-NODE_21_length_187636_cov_18.2367_ID_41-processed-gene-0.137&CDS=1-1263
1350	OG0001350	YGR007W	snap_masked-NODE_7_length_405706_cov_16.1032_ID_13-processed-gene-3.72-mRNA-1_1&gene=snap_masked-NODE_7_length_405706_cov_16.1032_ID_13-processed-gene-3.72&CDS=1-1044
1351	OG0001351	YGR012W	snap_masked-NODE_1_length_1002083_cov_15.8003_ID_1-processed-gene-1.96-mRNA-1_1&gene=snap_masked-NODE_1_length_1002083_cov_15.8003_ID_1-processed-gene-1.96&CDS=1-1146
1352	OG0001352	YGR014W	snap_masked-NODE_4_length_499891_cov_15.9754_ID_7-processed-gene-3.216-mRNA-1_1&gene=snap_masked-NODE_4_length_499891_cov_15.9754_ID_7-processed-gene-3.216&CDS=1-2835
1353	OG0001353	YGR020C	snap_masked-NODE_6_length_448691_cov_16.0604_ID_11-processed-gene-3.129-mRNA-1_1&gene=snap_masked-NODE_6_length_448691_cov_16.0604_ID_11-processed-gene-3.129&CDS=1-345
1354	OG0001354	YGR021W	snap_masked-NODE_6_length_448691_cov_16.0604_ID_11-processed-gene-3.164-mRNA-1_1&gene=snap_masked-NODE_6_length_448691_cov_16.0604_ID_11-processed-gene-3.164&CDS=1-789
1355	OG0001355	YGR024C	snap_masked-NODE_3_length_777224_cov_15.983_ID_5-processed-gene-4.62-mRNA-1_1&gene=snap_masked-NODE_3_length_777224_cov_15.983_ID_5-processed-gene-4.62&CDS=1-777
1356	OG0001356	YGR026W	snap_masked-NODE_25_length_66227_cov_23.3792_ID_49-processed-gene-0.70-mRNA-1_1&gene=snap_masked-NODE_25_length_66227_cov_23.3792_ID_49-processed-gene-0.70&CDS=1-750
1357	OG0001357	YGR028W	genemark-NODE_8_length_337546_cov_16.1263_ID_15-processed-gene-2.203-mRNA-1_1&gene=genemark-NODE_8_length_337546_cov_16.1263_ID_15-processed-gene-2.203&CDS=1-1071
1358	OG0001358	YGR029W	augustus_masked-NODE_13_length_296526_cov_17.027_ID_25-processed-gene-1.51-mRNA-1_1&gene=augustus_masked-NODE_13_length_296526_cov_17.027_ID_25-processed-gene-1.51&CDS=1-582
1359	OG0001359	YGR031W	augustus_masked-NODE_3_length_777224_cov_15.983_ID_5-processed-gene-2.34-mRNA-1_1&gene=augustus_masked-NODE_3_length_777224_cov_15.983_ID_5-processed-gene-2.34&CDS=1-951
1360	OG0001360	YGR033C	snap_masked-NODE_15_length_281263_cov_16.0857_ID_29-processed-gene-1.206-mRNA-1_1&gene=snap_masked-NODE_15_length_281263_cov_16.0857_ID_29-processed-gene-1.206&CDS=1-597
1361	OG0001361	YGR036C	snap_masked-NODE_11_length_314998_cov_16.4125_ID_21-processed-gene-2.115-mRNA-1_1&gene=snap_masked-NODE_11_length_314998_cov_16.4125_ID_21-processed-gene-2.115&CDS=1-696
1362	OG0001362	YGR037C	snap_masked-NODE_12_length_305955_cov_16.6075_ID_23-processed-gene-1.143-mRNA-1_1&gene=snap_masked-NODE_12_length_305955_cov_16.6075_ID_23-processed-gene-1.143&CDS=1-255
1363	OG0001363	YGR046W	maker-NODE_2_length_802642_cov_16.2871_ID_3-augustus-gene-1.3-mRNA-1_1&gene=maker-NODE_2_length_802642_cov_16.2871_ID_3-augustus-gene-1.3&CDS=1-2088
1364	OG0001364	YGR047C	snap_masked-NODE_1_length_1002083_cov_15.8003_ID_1-processed-gene-3.102-mRNA-1_1&gene=snap_masked-NODE_1_length_1002083_cov_15.8003_ID_1-processed-gene-3.102&CDS=1-3210
1365	OG0001365	YGR048W	augustus_masked-NODE_1_length_1002083_cov_15.8003_ID_1-processed-gene-3.133-mRNA-1_1&gene=augustus_masked-NODE_1_length_1002083_cov_15.8003_ID_1-processed-gene-3.133&CDS=1-1065
1366	OG0001366	YGR053C	genemark-NODE_24_length_133439_cov_21.549_ID_47-processed-gene-0.11-mRNA-1_1&gene=genemark-NODE_24_length_133439_cov_21.549_ID_47-processed-gene-0.11&CDS=1-729
1367	OG0001367	YGR054W	snap_masked-NODE_15_length_281263_cov_16.0857_ID_29-processed-gene-1.185-mRNA-1_1&gene=snap_masked-NODE_15_length_281263_cov_16.0857_ID_29-processed-gene-1.185&CDS=1-1812
1368	OG0001368	YGR057C	genemark-NODE_3_length_777224_cov_15.983_ID_5-processed-gene-4.54-mRNA-1_1&gene=genemark-NODE_3_length_777224_cov_15.983_ID_5-processed-gene-4.54&CDS=1-654
1369	OG0001369	YGR061C	snap_masked-NODE_17_length_251202_cov_17.9139_ID_33-processed-gene-1.133-mRNA-1_1&gene=snap_masked-NODE_17_length_251202_cov_17.9139_ID_33-processed-gene-1.133&CDS=1-4059
1370	OG0001370	YGR062C	snap_masked-NODE_5_length_484156_cov_16.2556_ID_9-processed-gene-3.15-mRNA-1_1&gene=snap_masked-NODE_5_length_484156_cov_16.2556_ID_9-processed-gene-3.15&CDS=1-978
1371	OG0001371	YGR063C	snap_masked-NODE_5_length_484156_cov_16.2556_ID_9-processed-gene-3.60-mRNA-1_1&gene=snap_masked-NODE_5_length_484156_cov_16.2556_ID_9-processed-gene-3.60&CDS=1-345
1372	OG0001372	YGR066C	snap_masked-NODE_14_length_287767_cov_18.6596_ID_27-processed-gene-0.76-mRNA-1_1&gene=snap_masked-NODE_14_length_287767_cov_18.6596_ID_27-processed-gene-0.76&CDS=1-543
1373	OG0001373	YGR074W	snap_masked-NODE_23_length_161675_cov_16.3654_ID_45-processed-gene-0.81-mRNA-1_1&gene=snap_masked-NODE_23_length_161675_cov_16.3654_ID_45-processed-gene-0.81&CDS=1-336
1374	OG0001374	YGR076C	snap_masked-NODE_10_length_318247_cov_16.2764_ID_19-processed-gene-2.135-mRNA-1_1&gene=snap_masked-NODE_10_length_318247_cov_16.2764_ID_19-processed-gene-2.135&CDS=1-495
1375	OG0001375	YGR078C	snap_masked-NODE_4_length_499891_cov_15.9754_ID_7-processed-gene-3.169-mRNA-1_1&gene=snap_masked-NODE_4_length_499891_cov_15.9754_ID_7-processed-gene-3.169&CDS=1-555
1376	OG0001376	YGR080W	snap_masked-NODE_6_length_448691_cov_16.0604_ID_11-processed-gene-1.121-mRNA-1_1&gene=snap_masked-NODE_6_length_448691_cov_16.0604_ID_11-processed-gene-1.121&CDS=1-1305
1377	OG0001377	YGR082W	snap_masked-NODE_1_length_1002083_cov_15.8003_ID_1-processed-gene-4.52-mRNA-1_1&gene=snap_masked-NODE_1_length_1002083_cov_15.8003_ID_1-processed-gene-4.52&CDS=1-510
1378	OG0001378	YGR083C	snap_masked-NODE_3_length_777224_cov_15.983_ID_5-processed-gene-6.142-mRNA-1_1&gene=snap_masked-NODE_3_length_777224_cov_15.983_ID_5-processed-gene-6.142&CDS=1-1371
1379	OG0001379	YGR086C	snap_masked-NODE_3_length_777224_cov_15.983_ID_5-processed-gene-6.143-mRNA-1_1&gene=snap_masked-NODE_3_length_777224_cov_15.983_ID_5-processed-gene-6.143&CDS=1-912
1380	OG0001380	YGR090W	snap_masked-NODE_8_length_337546_cov_16.1263_ID_15-processed-gene-1.81-mRNA-1_1&gene=snap_masked-NODE_8_length_337546_cov_16.1263_ID_15-processed-gene-1.81&CDS=1-3408
1381	OG0001381	YGR091W	augustus_masked-NODE_21_length_187636_cov_18.2367_ID_41-processed-gene-0.35-mRNA-1_1&gene=augustus_masked-NODE_21_length_187636_cov_18.2367_ID_41-processed-gene-0.35&CDS=1-909
1382	OG0001382	YGR094W	snap_masked-NODE_21_length_187636_cov_18.2367_ID_41-processed-gene-0.171-mRNA-1_1&gene=snap_masked-NODE_21_length_187636_cov_18.2367_ID_41-processed-gene-0.171&CDS=1-3123
1383	OG0001383	YGR095C	augustus_masked-NODE_21_length_187636_cov_18.2367_ID_41-processed-gene-0.34-mRNA-1_1&gene=augustus_masked-NODE_21_length_187636_cov_18.2367_ID_41-processed-gene-0.34&CDS=1-651
1384	OG0001384	YGR096W	snap_masked-NODE_21_length_187636_cov_18.2367_ID_41-processed-gene-0.116-mRNA-1_1&gene=snap_masked-NODE_21_length_187636_cov_18.2367_ID_41-processed-gene-0.116&CDS=1-930
1385	OG0001385	YGR098C	maker-NODE_1_length_1002083_cov_15.8003_ID_1-augustus-gene-7.137-mRNA-1_1&gene=maker-NODE_1_length_1002083_cov_15.8003_ID_1-augustus-gene-7.137&CDS=1-3975
1386	OG0001386	YGR100W	snap_masked-NODE_29_length_41474_cov_16.4673_ID_57-processed-gene-0.34-mRNA-1_1&gene=snap_masked-NODE_29_length_41474_cov_16.4673_ID_57-processed-gene-0.34&CDS=1-2895
1387	OG0001387	YGR101W	snap_masked-NODE_17_length_251202_cov_17.9139_ID_33-processed-gene-1.100-mRNA-1_1&gene=snap_masked-NODE_17_length_251202_cov_17.9139_ID_33-processed-gene-1.100&CDS=1-960
1388	OG0001388	YGR103W	genemark-NODE_17_length_251202_cov_17.9139_ID_33-processed-gene-1.200-mRNA-1_1&gene=genemark-NODE_17_length_251202_cov_17.9139_ID_33-processed-gene-1.200&CDS=1-1704
1389	OG0001389	YGR104C	snap_masked-NODE_8_length_337546_cov_16.1263_ID_15-processed-gene-2.23-mRNA-1_1&gene=snap_masked-NODE_8_length_337546_cov_16.1263_ID_15-processed-gene-2.23&CDS=1-822
1390	OG0001390	YGR105W	snap_masked-NODE_9_length_324180_cov_16.4412_ID_17-processed-gene-2.109-mRNA-1_1&gene=snap_masked-NODE_9_length_324180_cov_16.4412_ID_17-processed-gene-2.109&CDS=1-216
1391	OG0001391	YGR110W	augustus_masked-NODE_3_length_777224_cov_15.983_ID_5-processed-gene-0.145-mRNA-1_1&gene=augustus_masked-NODE_3_length_777224_cov_15.983_ID_5-processed-gene-0.145&CDS=1-1314
