	OrthologID	Saccharomyces_cerevisiae	yHAB133_Kazachstania_unispora
2787	OG0002787	YLR144C	augustus_masked-NODE_1_length_578714_cov_32.0051_ID_1-processed-gene-4.183-mRNA-1_1&gene=augustus_masked-NODE_1_length_578714_cov_32.0051_ID_1-processed-gene-4.183&CDS=1-2277
2788	OG0002788	YLR146C	augustus_masked-NODE_1_length_578714_cov_32.0051_ID_1-processed-gene-4.182-mRNA-1_1&gene=augustus_masked-NODE_1_length_578714_cov_32.0051_ID_1-processed-gene-4.182&CDS=1-960
2789	OG0002789	YLR147C	augustus_masked-NODE_1_length_578714_cov_32.0051_ID_1-processed-gene-4.181-mRNA-1_1&gene=augustus_masked-NODE_1_length_578714_cov_32.0051_ID_1-processed-gene-4.181&CDS=1-309
2790	OG0002790	YLR148W	augustus_masked-NODE_1_length_578714_cov_32.0051_ID_1-processed-gene-4.211-mRNA-1_1&gene=augustus_masked-NODE_1_length_578714_cov_32.0051_ID_1-processed-gene-4.211&CDS=1-2799
2791	OG0002791	YLR149C	augustus_masked-NODE_1_length_578714_cov_32.0051_ID_1-processed-gene-4.180-mRNA-1_1&gene=augustus_masked-NODE_1_length_578714_cov_32.0051_ID_1-processed-gene-4.180&CDS=1-2412
2792	OG0002792	YLR150W	augustus_masked-NODE_7_length_272820_cov_31.3511_ID_13-processed-gene-1.140-mRNA-1_1&gene=augustus_masked-NODE_7_length_272820_cov_31.3511_ID_13-processed-gene-1.140&CDS=1-801
2793	OG0002793	YLR151C	snap_masked-NODE_1_length_578714_cov_32.0051_ID_1-processed-gene-4.102-mRNA-1_1&gene=snap_masked-NODE_1_length_578714_cov_32.0051_ID_1-processed-gene-4.102&CDS=1-1011
2794	OG0002794	YLR152C	augustus_masked-NODE_7_length_272820_cov_31.3511_ID_13-processed-gene-1.100-mRNA-1_1&gene=augustus_masked-NODE_7_length_272820_cov_31.3511_ID_13-processed-gene-1.100&CDS=1-1887
2795	OG0002795	YLR163C	snap_masked-NODE_111_length_14074_cov_134.533_ID_221-processed-gene-0.4-mRNA-1_1&gene=snap_masked-NODE_111_length_14074_cov_134.533_ID_221-processed-gene-0.4&CDS=1-1371
2796	OG0002796	YLR166C	augustus_masked-NODE_111_length_14074_cov_134.533_ID_221-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-NODE_111_length_14074_cov_134.533_ID_221-processed-gene-0.11&CDS=1-2616
2797	OG0002797	YLR168C	augustus_masked-NODE_111_length_14074_cov_134.533_ID_221-processed-gene-0.12-mRNA-1_1&gene=augustus_masked-NODE_111_length_14074_cov_134.533_ID_221-processed-gene-0.12&CDS=1-669
2798	OG0002798	YLR170C	augustus_masked-NODE_23_length_165942_cov_33.1915_ID_45-processed-gene-0.109-mRNA-1_1&gene=augustus_masked-NODE_23_length_165942_cov_33.1915_ID_45-processed-gene-0.109&CDS=1-468
2799	OG0002799	YLR172C	augustus_masked-NODE_23_length_165942_cov_33.1915_ID_45-processed-gene-0.108-mRNA-1_1&gene=augustus_masked-NODE_23_length_165942_cov_33.1915_ID_45-processed-gene-0.108&CDS=1-900
2800	OG0002800	YLR173W	augustus_masked-NODE_23_length_165942_cov_33.1915_ID_45-processed-gene-0.142-mRNA-1_1&gene=augustus_masked-NODE_23_length_165942_cov_33.1915_ID_45-processed-gene-0.142&CDS=1-1830
2801	OG0002801	YLR175W	augustus_masked-NODE_23_length_165942_cov_33.1915_ID_45-processed-gene-0.114-mRNA-1_1&gene=augustus_masked-NODE_23_length_165942_cov_33.1915_ID_45-processed-gene-0.114&CDS=1-1437
2802	OG0002802	YLR176C	augustus_masked-NODE_11_length_247062_cov_34.077_ID_21-processed-gene-1.113-mRNA-1_1&gene=augustus_masked-NODE_11_length_247062_cov_34.077_ID_21-processed-gene-1.113&CDS=1-2697
2803	OG0002803	YLR180W	augustus_masked-NODE_37_length_106848_cov_33.8709_ID_73-processed-gene-0.66-mRNA-1_1&gene=augustus_masked-NODE_37_length_106848_cov_33.8709_ID_73-processed-gene-0.66&CDS=1-1146
2804	OG0002804	YLR181C	augustus_masked-NODE_37_length_106848_cov_33.8709_ID_73-processed-gene-0.91-mRNA-1_1&gene=augustus_masked-NODE_37_length_106848_cov_33.8709_ID_73-processed-gene-0.91&CDS=1-1149
2805	OG0002805	YLR182W	augustus_masked-NODE_37_length_106848_cov_33.8709_ID_73-processed-gene-0.67-mRNA-1_1&gene=augustus_masked-NODE_37_length_106848_cov_33.8709_ID_73-processed-gene-0.67&CDS=1-2427
2806	OG0002806	YLR183C	augustus_masked-NODE_37_length_106848_cov_33.8709_ID_73-processed-gene-0.92-mRNA-1_1&gene=augustus_masked-NODE_37_length_106848_cov_33.8709_ID_73-processed-gene-0.92&CDS=1-1287
2807	OG0002807	YLR186W	augustus_masked-NODE_10_length_257794_cov_72.1185_ID_19-processed-gene-0.49-mRNA-1_1&gene=augustus_masked-NODE_10_length_257794_cov_72.1185_ID_19-processed-gene-0.49&CDS=1-756
2808	OG0002808	YLR189C	augustus_masked-NODE_37_length_106848_cov_33.8709_ID_73-processed-gene-0.93-mRNA-1_1&gene=augustus_masked-NODE_37_length_106848_cov_33.8709_ID_73-processed-gene-0.93&CDS=1-3735
2809	OG0002809	YLR190W	augustus_masked-NODE_76_length_51295_cov_31.1061_ID_151-processed-gene-0.71-mRNA-1_1&gene=augustus_masked-NODE_76_length_51295_cov_31.1061_ID_151-processed-gene-0.71&CDS=1-2145
2810	OG0002810	YLR191W	augustus_masked-NODE_76_length_51295_cov_31.1061_ID_151-processed-gene-0.72-mRNA-1_1&gene=augustus_masked-NODE_76_length_51295_cov_31.1061_ID_151-processed-gene-0.72&CDS=1-1098
2811	OG0002811	YLR192C	maker-NODE_76_length_51295_cov_31.1061_ID_151-augustus-gene-0.4-mRNA-1_1&gene=maker-NODE_76_length_51295_cov_31.1061_ID_151-augustus-gene-0.4&CDS=1-1368
2812	OG0002812	YLR195C	augustus_masked-NODE_76_length_51295_cov_31.1061_ID_151-processed-gene-0.89-mRNA-1_1&gene=augustus_masked-NODE_76_length_51295_cov_31.1061_ID_151-processed-gene-0.89&CDS=1-1356
2813	OG0002813	YLR196W	augustus_masked-NODE_76_length_51295_cov_31.1061_ID_151-processed-gene-0.73-mRNA-1_1&gene=augustus_masked-NODE_76_length_51295_cov_31.1061_ID_151-processed-gene-0.73&CDS=1-1746
2814	OG0002814	YLR197W	augustus_masked-NODE_76_length_51295_cov_31.1061_ID_151-processed-gene-0.74-mRNA-1_1&gene=augustus_masked-NODE_76_length_51295_cov_31.1061_ID_151-processed-gene-0.74&CDS=1-1539
2815	OG0002815	YLR199C	maker-NODE_76_length_51295_cov_31.1061_ID_151-augustus-gene-0.5-mRNA-1_1&gene=maker-NODE_76_length_51295_cov_31.1061_ID_151-augustus-gene-0.5&CDS=1-894
2816	OG0002816	YLR200W	augustus_masked-NODE_76_length_51295_cov_31.1061_ID_151-processed-gene-0.75-mRNA-1_1&gene=augustus_masked-NODE_76_length_51295_cov_31.1061_ID_151-processed-gene-0.75&CDS=1-315
2817	OG0002817	YLR201C	snap_masked-NODE_76_length_51295_cov_31.1061_ID_151-processed-gene-0.34-mRNA-1_1&gene=snap_masked-NODE_76_length_51295_cov_31.1061_ID_151-processed-gene-0.34&CDS=1-822
2818	OG0002818	YLR205C	augustus_masked-NODE_25_length_158554_cov_30.6552_ID_49-processed-gene-0.109-mRNA-1_1&gene=augustus_masked-NODE_25_length_158554_cov_30.6552_ID_49-processed-gene-0.109&CDS=1-936
2819	OG0002819	YLR207W	snap_masked-NODE_25_length_158554_cov_30.6552_ID_49-processed-gene-0.219-mRNA-1_1&gene=snap_masked-NODE_25_length_158554_cov_30.6552_ID_49-processed-gene-0.219&CDS=1-2517
2820	OG0002820	YLR208W	augustus_masked-NODE_25_length_158554_cov_30.6552_ID_49-processed-gene-0.144-mRNA-1_1&gene=augustus_masked-NODE_25_length_158554_cov_30.6552_ID_49-processed-gene-0.144&CDS=1-936
2821	OG0002821	YLR209C	augustus_masked-NODE_25_length_158554_cov_30.6552_ID_49-processed-gene-0.108-mRNA-1_1&gene=augustus_masked-NODE_25_length_158554_cov_30.6552_ID_49-processed-gene-0.108&CDS=1-936
2822	OG0002822	YLR211C	augustus_masked-NODE_25_length_158554_cov_30.6552_ID_49-processed-gene-0.107-mRNA-1_1&gene=augustus_masked-NODE_25_length_158554_cov_30.6552_ID_49-processed-gene-0.107&CDS=1-648
2823	OG0002823	YLR213C	augustus_masked-NODE_25_length_158554_cov_30.6552_ID_49-processed-gene-0.105-mRNA-1_1&gene=augustus_masked-NODE_25_length_158554_cov_30.6552_ID_49-processed-gene-0.105&CDS=1-939
2824	OG0002824	YLR214W	maker-NODE_25_length_158554_cov_30.6552_ID_49-snap-gene-0.72-mRNA-1_1&gene=maker-NODE_25_length_158554_cov_30.6552_ID_49-snap-gene-0.72&CDS=1-4122
2825	OG0002825	YLR215C	augustus_masked-NODE_25_length_158554_cov_30.6552_ID_49-processed-gene-0.104-mRNA-1_1&gene=augustus_masked-NODE_25_length_158554_cov_30.6552_ID_49-processed-gene-0.104&CDS=1-1104
2826	OG0002826	YLR216C	augustus_masked-NODE_25_length_158554_cov_30.6552_ID_49-processed-gene-0.102-mRNA-1_1&gene=augustus_masked-NODE_25_length_158554_cov_30.6552_ID_49-processed-gene-0.102&CDS=1-1119
2827	OG0002827	YLR218C	augustus_masked-NODE_25_length_158554_cov_30.6552_ID_49-processed-gene-0.101-mRNA-1_1&gene=augustus_masked-NODE_25_length_158554_cov_30.6552_ID_49-processed-gene-0.101&CDS=1-303
2828	OG0002828	YLR219W	augustus_masked-NODE_2_length_468479_cov_32.2962_ID_3-processed-gene-3.133-mRNA-1_1&gene=augustus_masked-NODE_2_length_468479_cov_32.2962_ID_3-processed-gene-3.133&CDS=1-3837
2829	OG0002829	YLR220W	augustus_masked-NODE_7_length_272820_cov_31.3511_ID_13-processed-gene-1.80-mRNA-1_1&gene=augustus_masked-NODE_7_length_272820_cov_31.3511_ID_13-processed-gene-1.80&CDS=1-936
2830	OG0002830	YLR221C	augustus_masked-NODE_2_length_468479_cov_32.2962_ID_3-processed-gene-3.169-mRNA-1_1&gene=augustus_masked-NODE_2_length_468479_cov_32.2962_ID_3-processed-gene-3.169&CDS=1-606
2831	OG0002831	YLR222C	augustus_masked-NODE_2_length_468479_cov_32.2962_ID_3-processed-gene-3.170-mRNA-1_1&gene=augustus_masked-NODE_2_length_468479_cov_32.2962_ID_3-processed-gene-3.170&CDS=1-2451
2832	OG0002832	YLR223C	augustus_masked-NODE_2_length_468479_cov_32.2962_ID_3-processed-gene-3.171-mRNA-1_1&gene=augustus_masked-NODE_2_length_468479_cov_32.2962_ID_3-processed-gene-3.171&CDS=1-3210
2833	OG0002833	YLR226W	augustus_masked-NODE_2_length_468479_cov_32.2962_ID_3-processed-gene-3.135-mRNA-1_1&gene=augustus_masked-NODE_2_length_468479_cov_32.2962_ID_3-processed-gene-3.135&CDS=1-1275
2834	OG0002834	YLR229C	augustus_masked-NODE_7_length_272820_cov_31.3511_ID_13-processed-gene-1.120-mRNA-1_1&gene=augustus_masked-NODE_7_length_272820_cov_31.3511_ID_13-processed-gene-1.120&CDS=1-573
2835	OG0002835	YLR234W	augustus_masked-NODE_2_length_468479_cov_32.2962_ID_3-processed-gene-3.136-mRNA-1_1&gene=augustus_masked-NODE_2_length_468479_cov_32.2962_ID_3-processed-gene-3.136&CDS=1-1977
2836	OG0002836	YLR239C	augustus_masked-NODE_2_length_468479_cov_32.2962_ID_3-processed-gene-3.175-mRNA-1_1&gene=augustus_masked-NODE_2_length_468479_cov_32.2962_ID_3-processed-gene-3.175&CDS=1-960
2837	OG0002837	YLR240W	augustus_masked-NODE_2_length_468479_cov_32.2962_ID_3-processed-gene-3.138-mRNA-1_1&gene=augustus_masked-NODE_2_length_468479_cov_32.2962_ID_3-processed-gene-3.138&CDS=1-2619
2838	OG0002838	YLR241W	augustus_masked-NODE_2_length_468479_cov_32.2962_ID_3-processed-gene-3.139-mRNA-1_1&gene=augustus_masked-NODE_2_length_468479_cov_32.2962_ID_3-processed-gene-3.139&CDS=1-2508
2839	OG0002839	YLR242C	augustus_masked-NODE_2_length_468479_cov_32.2962_ID_3-processed-gene-3.176-mRNA-1_1&gene=augustus_masked-NODE_2_length_468479_cov_32.2962_ID_3-processed-gene-3.176&CDS=1-894
2840	OG0002840	YLR243W	augustus_masked-NODE_2_length_468479_cov_32.2962_ID_3-processed-gene-3.140-mRNA-1_1&gene=augustus_masked-NODE_2_length_468479_cov_32.2962_ID_3-processed-gene-3.140&CDS=1-813
2841	OG0002841	YLR246W	augustus_masked-NODE_111_length_14074_cov_134.533_ID_221-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-NODE_111_length_14074_cov_134.533_ID_221-processed-gene-0.13&CDS=1-1044
2842	OG0002842	YLR247C	augustus_masked-NODE_23_length_165942_cov_33.1915_ID_45-processed-gene-0.143-mRNA-1_1&gene=augustus_masked-NODE_23_length_165942_cov_33.1915_ID_45-processed-gene-0.143&CDS=1-4635
2843	OG0002843	YLR248W	augustus_masked-NODE_23_length_165942_cov_33.1915_ID_45-processed-gene-0.110-mRNA-1_1&gene=augustus_masked-NODE_23_length_165942_cov_33.1915_ID_45-processed-gene-0.110&CDS=1-1734
2844	OG0002844	YLR250W	augustus_masked-NODE_23_length_165942_cov_33.1915_ID_45-processed-gene-0.112-mRNA-1_1&gene=augustus_masked-NODE_23_length_165942_cov_33.1915_ID_45-processed-gene-0.112&CDS=1-723
2845	OG0002845	YLR253W	augustus_masked-NODE_23_length_165942_cov_33.1915_ID_45-processed-gene-0.141-mRNA-1_1&gene=augustus_masked-NODE_23_length_165942_cov_33.1915_ID_45-processed-gene-0.141&CDS=1-1764
2846	OG0002846	YLR254C	augustus_masked-NODE_23_length_165942_cov_33.1915_ID_45-processed-gene-0.107-mRNA-1_1&gene=augustus_masked-NODE_23_length_165942_cov_33.1915_ID_45-processed-gene-0.107&CDS=1-546
2847	OG0002847	YLR256W	augustus_masked-NODE_23_length_165942_cov_33.1915_ID_45-processed-gene-0.140-mRNA-1_1&gene=augustus_masked-NODE_23_length_165942_cov_33.1915_ID_45-processed-gene-0.140&CDS=1-4647
2848	OG0002848	YLR259C	augustus_masked-NODE_84_length_35638_cov_33.853_ID_167-processed-gene-0.42-mRNA-1_1&gene=augustus_masked-NODE_84_length_35638_cov_33.853_ID_167-processed-gene-0.42&CDS=1-1710
2849	OG0002849	YLR262C	augustus_masked-NODE_26_length_145914_cov_39.1298_ID_51-processed-gene-0.119-mRNA-1_1&gene=augustus_masked-NODE_26_length_145914_cov_39.1298_ID_51-processed-gene-0.119&CDS=1-696
2850	OG0002850	YLR266C	snap_masked-NODE_26_length_145914_cov_39.1298_ID_51-processed-gene-0.56-mRNA-1_1&gene=snap_masked-NODE_26_length_145914_cov_39.1298_ID_51-processed-gene-0.56&CDS=1-2148
2851	OG0002851	YLR267W	augustus_masked-NODE_12_length_234970_cov_35.404_ID_23-processed-gene-0.66-mRNA-1_1&gene=augustus_masked-NODE_12_length_234970_cov_35.404_ID_23-processed-gene-0.66&CDS=1-1854
2852	OG0002852	YLR268W	augustus_masked-NODE_26_length_145914_cov_39.1298_ID_51-processed-gene-0.121-mRNA-1_1&gene=augustus_masked-NODE_26_length_145914_cov_39.1298_ID_51-processed-gene-0.121&CDS=1-648
2853	OG0002853	YLR270W	maker-NODE_26_length_145914_cov_39.1298_ID_51-augustus-gene-0.141-mRNA-1_1&gene=maker-NODE_26_length_145914_cov_39.1298_ID_51-augustus-gene-0.141&CDS=1-1248
2854	OG0002854	YLR272C	augustus_masked-NODE_1_length_578714_cov_32.0051_ID_1-processed-gene-3.119-mRNA-1_1&gene=augustus_masked-NODE_1_length_578714_cov_32.0051_ID_1-processed-gene-3.119&CDS=1-3471
2855	OG0002855	YLR274W	maker-NODE_1_length_578714_cov_32.0051_ID_1-augustus-gene-3.141-mRNA-1_1&gene=maker-NODE_1_length_578714_cov_32.0051_ID_1-augustus-gene-3.141&CDS=1-2574
2856	OG0002856	YLR276C	augustus_masked-NODE_1_length_578714_cov_32.0051_ID_1-processed-gene-3.120-mRNA-1_1&gene=augustus_masked-NODE_1_length_578714_cov_32.0051_ID_1-processed-gene-3.120&CDS=1-1821
2857	OG0002857	YLR277C	genemark-NODE_1_length_578714_cov_32.0051_ID_1-processed-gene-3.23-mRNA-1_1&gene=genemark-NODE_1_length_578714_cov_32.0051_ID_1-processed-gene-3.23&CDS=1-2412
2858	OG0002858	YLR281C	augustus_masked-NODE_1_length_578714_cov_32.0051_ID_1-processed-gene-3.123-mRNA-1_1&gene=augustus_masked-NODE_1_length_578714_cov_32.0051_ID_1-processed-gene-3.123&CDS=1-474
2859	OG0002859	YLR283W	augustus_masked-NODE_1_length_578714_cov_32.0051_ID_1-processed-gene-3.105-mRNA-1_1&gene=augustus_masked-NODE_1_length_578714_cov_32.0051_ID_1-processed-gene-3.105&CDS=1-942
2860	OG0002860	YLR285W	augustus_masked-NODE_1_length_578714_cov_32.0051_ID_1-processed-gene-3.106-mRNA-1_1&gene=augustus_masked-NODE_1_length_578714_cov_32.0051_ID_1-processed-gene-3.106&CDS=1-756
2861	OG0002861	YLR286C	augustus_masked-NODE_1_length_578714_cov_32.0051_ID_1-processed-gene-3.125-mRNA-1_1&gene=augustus_masked-NODE_1_length_578714_cov_32.0051_ID_1-processed-gene-3.125&CDS=1-1650
2862	OG0002862	YLR287C	augustus_masked-NODE_1_length_578714_cov_32.0051_ID_1-processed-gene-3.126-mRNA-1_1&gene=augustus_masked-NODE_1_length_578714_cov_32.0051_ID_1-processed-gene-3.126&CDS=1-1089
2863	OG0002863	YLR288C	augustus_masked-NODE_1_length_578714_cov_32.0051_ID_1-processed-gene-3.127-mRNA-1_1&gene=augustus_masked-NODE_1_length_578714_cov_32.0051_ID_1-processed-gene-3.127&CDS=1-1455
2864	OG0002864	YLR289W	augustus_masked-NODE_1_length_578714_cov_32.0051_ID_1-processed-gene-3.108-mRNA-1_1&gene=augustus_masked-NODE_1_length_578714_cov_32.0051_ID_1-processed-gene-3.108&CDS=1-1881
2865	OG0002865	YLR290C	augustus_masked-NODE_1_length_578714_cov_32.0051_ID_1-processed-gene-3.128-mRNA-1_1&gene=augustus_masked-NODE_1_length_578714_cov_32.0051_ID_1-processed-gene-3.128&CDS=1-819
2866	OG0002866	YLR291C	augustus_masked-NODE_1_length_578714_cov_32.0051_ID_1-processed-gene-3.129-mRNA-1_1&gene=augustus_masked-NODE_1_length_578714_cov_32.0051_ID_1-processed-gene-3.129&CDS=1-1200
2867	OG0002867	YLR292C	augustus_masked-NODE_1_length_578714_cov_32.0051_ID_1-processed-gene-3.130-mRNA-1_1&gene=augustus_masked-NODE_1_length_578714_cov_32.0051_ID_1-processed-gene-3.130&CDS=1-582
2868	OG0002868	YLR293C	augustus_masked-NODE_1_length_578714_cov_32.0051_ID_1-processed-gene-3.131-mRNA-1_1&gene=augustus_masked-NODE_1_length_578714_cov_32.0051_ID_1-processed-gene-3.131&CDS=1-666
2869	OG0002869	YLR295C	augustus_masked-NODE_23_length_165942_cov_33.1915_ID_45-processed-gene-0.100-mRNA-1_1&gene=augustus_masked-NODE_23_length_165942_cov_33.1915_ID_45-processed-gene-0.100&CDS=1-366
2870	OG0002870	YLR298C	augustus_masked-NODE_1_length_578714_cov_32.0051_ID_1-processed-gene-3.132-mRNA-1_1&gene=augustus_masked-NODE_1_length_578714_cov_32.0051_ID_1-processed-gene-3.132&CDS=1-747
2871	OG0002871	YLR299W	snap_masked-NODE_1_length_578714_cov_32.0051_ID_1-processed-gene-3.57-mRNA-1_1&gene=snap_masked-NODE_1_length_578714_cov_32.0051_ID_1-processed-gene-3.57&CDS=1-1941
2872	OG0002872	YLR301W	augustus_masked-NODE_1_length_578714_cov_32.0051_ID_1-processed-gene-3.112-mRNA-1_1&gene=augustus_masked-NODE_1_length_578714_cov_32.0051_ID_1-processed-gene-3.112&CDS=1-720
2873	OG0002873	YLR303W	augustus_masked-NODE_63_length_63363_cov_36.8697_ID_125-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-NODE_63_length_63363_cov_36.8697_ID_125-processed-gene-0.0&CDS=1-1335
2874	OG0002874	YLR304C	augustus_masked-NODE_16_length_199774_cov_34.9417_ID_31-processed-gene-0.106-mRNA-1_1&gene=augustus_masked-NODE_16_length_199774_cov_34.9417_ID_31-processed-gene-0.106&CDS=1-2349
2875	OG0002875	YLR305C	snap_masked-NODE_63_length_63363_cov_36.8697_ID_125-processed-gene-0.36-mRNA-1_1&gene=snap_masked-NODE_63_length_63363_cov_36.8697_ID_125-processed-gene-0.36&CDS=1-5727
2876	OG0002876	YLR306W	augustus_masked-NODE_63_length_63363_cov_36.8697_ID_125-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-NODE_63_length_63363_cov_36.8697_ID_125-processed-gene-0.1&CDS=1-543
2877	OG0002877	YLR308W	augustus_masked-NODE_63_length_63363_cov_36.8697_ID_125-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-NODE_63_length_63363_cov_36.8697_ID_125-processed-gene-0.2&CDS=1-930
2878	OG0002878	YLR309C	augustus_masked-NODE_63_length_63363_cov_36.8697_ID_125-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-NODE_63_length_63363_cov_36.8697_ID_125-processed-gene-0.14&CDS=1-3060
2879	OG0002879	YLR310C	genemark-NODE_16_length_199774_cov_34.9417_ID_31-processed-gene-0.184-mRNA-1_1&gene=genemark-NODE_16_length_199774_cov_34.9417_ID_31-processed-gene-0.184&CDS=1-6402
2880	OG0002880	YLR312W-A	augustus_masked-NODE_16_length_199774_cov_34.9417_ID_31-processed-gene-0.140-mRNA-1_1&gene=augustus_masked-NODE_16_length_199774_cov_34.9417_ID_31-processed-gene-0.140&CDS=1-693
2881	OG0002881	YLR314C	augustus_masked-NODE_16_length_199774_cov_34.9417_ID_31-processed-gene-0.100-mRNA-1_1&gene=augustus_masked-NODE_16_length_199774_cov_34.9417_ID_31-processed-gene-0.100&CDS=1-1530
2882	OG0002882	YLR315W	augustus_masked-NODE_22_length_169416_cov_32.5641_ID_43-processed-gene-0.144-mRNA-1_1&gene=augustus_masked-NODE_22_length_169416_cov_32.5641_ID_43-processed-gene-0.144&CDS=1-486
2883	OG0002883	YLR316C	augustus_masked-NODE_22_length_169416_cov_32.5641_ID_43-processed-gene-0.112-mRNA-1_1&gene=augustus_masked-NODE_22_length_169416_cov_32.5641_ID_43-processed-gene-0.112&CDS=1-969
2884	OG0002884	YLR318W	snap_masked-NODE_19_length_182897_cov_34.33_ID_37-processed-gene-0.207-mRNA-1_1&gene=snap_masked-NODE_19_length_182897_cov_34.33_ID_37-processed-gene-0.207&CDS=1-2370
2885	OG0002885	YLR319C	augustus_masked-NODE_22_length_169416_cov_32.5641_ID_43-processed-gene-0.111-mRNA-1_1&gene=augustus_masked-NODE_22_length_169416_cov_32.5641_ID_43-processed-gene-0.111&CDS=1-2205
2886	OG0002886	YLR320W	augustus_masked-NODE_22_length_169416_cov_32.5641_ID_43-processed-gene-0.143-mRNA-1_1&gene=augustus_masked-NODE_22_length_169416_cov_32.5641_ID_43-processed-gene-0.143&CDS=1-2700
2887	OG0002887	YLR321C	augustus_masked-NODE_31_length_128969_cov_31.8844_ID_61-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-NODE_31_length_128969_cov_31.8844_ID_61-processed-gene-0.13&CDS=1-1392
2888	OG0002888	YLR323C	augustus_masked-NODE_22_length_169416_cov_32.5641_ID_43-processed-gene-0.108-mRNA-1_1&gene=augustus_masked-NODE_22_length_169416_cov_32.5641_ID_43-processed-gene-0.108&CDS=1-729
2889	OG0002889	YLR324W	augustus_masked-NODE_22_length_169416_cov_32.5641_ID_43-processed-gene-0.140-mRNA-1_1&gene=augustus_masked-NODE_22_length_169416_cov_32.5641_ID_43-processed-gene-0.140&CDS=1-1536
2890	OG0002890	YLR325C	augustus_masked-NODE_22_length_169416_cov_32.5641_ID_43-processed-gene-0.107-mRNA-1_1&gene=augustus_masked-NODE_22_length_169416_cov_32.5641_ID_43-processed-gene-0.107&CDS=1-234
2891	OG0002891	YLR326W	augustus_masked-NODE_22_length_169416_cov_32.5641_ID_43-processed-gene-0.139-mRNA-1_1&gene=augustus_masked-NODE_22_length_169416_cov_32.5641_ID_43-processed-gene-0.139&CDS=1-1050
2892	OG0002892	YLR329W	snap_masked-NODE_31_length_128969_cov_31.8844_ID_61-processed-gene-0.65-mRNA-1_1&gene=snap_masked-NODE_31_length_128969_cov_31.8844_ID_61-processed-gene-0.65&CDS=1-423
2893	OG0002893	YLR330W	augustus_masked-NODE_31_length_128969_cov_31.8844_ID_61-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-NODE_31_length_128969_cov_31.8844_ID_61-processed-gene-0.11&CDS=1-1788
2894	OG0002894	YLR335W	augustus_masked-NODE_31_length_128969_cov_31.8844_ID_61-processed-gene-0.19-mRNA-1_1&gene=augustus_masked-NODE_31_length_128969_cov_31.8844_ID_61-processed-gene-0.19&CDS=1-2301
2895	OG0002895	YLR336C	augustus_masked-NODE_31_length_128969_cov_31.8844_ID_61-processed-gene-0.48-mRNA-1_1&gene=augustus_masked-NODE_31_length_128969_cov_31.8844_ID_61-processed-gene-0.48&CDS=1-2985
2896	OG0002896	YLR337C	augustus_masked-NODE_31_length_128969_cov_31.8844_ID_61-processed-gene-0.49-mRNA-1_1&gene=augustus_masked-NODE_31_length_128969_cov_31.8844_ID_61-processed-gene-0.49&CDS=1-2433
2897	OG0002897	YLR340W	augustus_masked-NODE_51_length_77453_cov_34.3166_ID_101-processed-gene-0.58-mRNA-1_1&gene=augustus_masked-NODE_51_length_77453_cov_34.3166_ID_101-processed-gene-0.58&CDS=1-933
2898	OG0002898	YLR345W	augustus_masked-NODE_31_length_128969_cov_31.8844_ID_61-processed-gene-0.24-mRNA-1_1&gene=augustus_masked-NODE_31_length_128969_cov_31.8844_ID_61-processed-gene-0.24&CDS=1-1404
2899	OG0002899	YLR347C	augustus_masked-NODE_31_length_128969_cov_31.8844_ID_61-processed-gene-0.50-mRNA-1_1&gene=augustus_masked-NODE_31_length_128969_cov_31.8844_ID_61-processed-gene-0.50&CDS=1-2583
2900	OG0002900	YLR348C	augustus_masked-NODE_31_length_128969_cov_31.8844_ID_61-processed-gene-0.51-mRNA-1_1&gene=augustus_masked-NODE_31_length_128969_cov_31.8844_ID_61-processed-gene-0.51&CDS=1-903
2901	OG0002901	YLR351C	augustus_masked-NODE_31_length_128969_cov_31.8844_ID_61-processed-gene-0.52-mRNA-1_1&gene=augustus_masked-NODE_31_length_128969_cov_31.8844_ID_61-processed-gene-0.52&CDS=1-870
2902	OG0002902	YLR352W	snap_masked-NODE_31_length_128969_cov_31.8844_ID_61-processed-gene-0.81-mRNA-1_1&gene=snap_masked-NODE_31_length_128969_cov_31.8844_ID_61-processed-gene-0.81&CDS=1-2724
2903	OG0002903	YLR355C	augustus_masked-NODE_31_length_128969_cov_31.8844_ID_61-processed-gene-0.54-mRNA-1_1&gene=augustus_masked-NODE_31_length_128969_cov_31.8844_ID_61-processed-gene-0.54&CDS=1-1182
2904	OG0002904	YLR359W	augustus_masked-NODE_24_length_159570_cov_32.9521_ID_47-processed-gene-0.75-mRNA-1_1&gene=augustus_masked-NODE_24_length_159570_cov_32.9521_ID_47-processed-gene-0.75&CDS=1-1446
2905	OG0002905	YLR360W	snap_masked-NODE_24_length_159570_cov_32.9521_ID_47-processed-gene-0.8-mRNA-1_1&gene=snap_masked-NODE_24_length_159570_cov_32.9521_ID_47-processed-gene-0.8&CDS=1-1179
