	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034661_Dipodascus_albidus
1291	OG0001291	YDR292C	genemark-flattened_line_32-processed-gene-1.155-mRNA-1_1&gene=genemark-flattened_line_32-processed-gene-1.155&CDS=1-1764
1292	OG0001292	YDR293C	genemark-flattened_line_132-processed-gene-0.124-mRNA-1_1&gene=genemark-flattened_line_132-processed-gene-0.124&CDS=1-3411
1293	OG0001293	YDR294C	genemark-flattened_line_219-processed-gene-0.10-mRNA-1_1&gene=genemark-flattened_line_219-processed-gene-0.10&CDS=1-1782
1294	OG0001294	YDR296W	maker-flattened_line_233-augustus-gene-0.17-mRNA-1_1&gene=maker-flattened_line_233-augustus-gene-0.17&CDS=1-615
1295	OG0001295	YDR297W	genemark-flattened_line_60-processed-gene-0.167-mRNA-1_1&gene=genemark-flattened_line_60-processed-gene-0.167&CDS=1-933
1296	OG0001296	YDR298C	genemark-flattened_line_82-processed-gene-0.169-mRNA-1_1&gene=genemark-flattened_line_82-processed-gene-0.169&CDS=1-636
1297	OG0001297	YDR299W	genemark-flattened_line_10-processed-gene-0.105-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-0.105&CDS=1-1398
1298	OG0001298	YDR301W	snap_masked-flattened_line_20-processed-gene-1.116-mRNA-1_1&gene=snap_masked-flattened_line_20-processed-gene-1.116&CDS=1-4053
1299	OG0001299	YDR302W	genemark-flattened_line_0-processed-gene-1.7-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-1.7&CDS=1-834
1300	OG0001300	YDR305C	genemark-flattened_line_64-processed-gene-0.37-mRNA-1_1&gene=genemark-flattened_line_64-processed-gene-0.37&CDS=1-525
1301	OG0001301	YDR306C	snap_masked-flattened_line_0-processed-gene-7.195-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-7.195&CDS=1-1299
1302	OG0001302	YDR308C	genemark-flattened_line_0-processed-gene-7.0-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-7.0&CDS=1-429
1303	OG0001303	YDR311W	genemark-flattened_line_60-processed-gene-0.183-mRNA-1_1&gene=genemark-flattened_line_60-processed-gene-0.183&CDS=1-1737
1304	OG0001304	YDR316W	genemark-flattened_line_0-processed-gene-5.7-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-5.7&CDS=1-1005
1305	OG0001305	YDR320C	genemark-flattened_line_150-processed-gene-0.29-mRNA-1_1&gene=genemark-flattened_line_150-processed-gene-0.29&CDS=1-2073
1306	OG0001306	YDR320C-A	genemark-flattened_line_0-processed-gene-5.9-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-5.9&CDS=1-216
1307	OG0001307	YDR322C-A	genemark-flattened_line_16-processed-gene-1.232-mRNA-1_1&gene=genemark-flattened_line_16-processed-gene-1.232&CDS=1-267
1308	OG0001308	YDR322W	snap_masked-flattened_line_16-processed-gene-1.59-mRNA-1_1&gene=snap_masked-flattened_line_16-processed-gene-1.59&CDS=1-1077
1309	OG0001309	YDR323C	genemark-flattened_line_20-processed-gene-1.170-mRNA-1_1&gene=genemark-flattened_line_20-processed-gene-1.170&CDS=1-1860
1310	OG0001310	YDR324C	genemark-flattened_line_214-processed-gene-0.3-mRNA-1_1&gene=genemark-flattened_line_214-processed-gene-0.3&CDS=1-2208
1311	OG0001311	YDR325W	genemark-flattened_line_114-processed-gene-0.147-mRNA-1_1&gene=genemark-flattened_line_114-processed-gene-0.147&CDS=1-3135
1312	OG0001312	YDR328C	genemark-flattened_line_142-processed-gene-0.123-mRNA-1_1&gene=genemark-flattened_line_142-processed-gene-0.123&CDS=1-477
1313	OG0001313	YDR329C	snap_masked-flattened_line_142-processed-gene-0.34-mRNA-1_1&gene=snap_masked-flattened_line_142-processed-gene-0.34&CDS=1-1251
1314	OG0001314	YDR330W	genemark-flattened_line_94-processed-gene-0.24-mRNA-1_1&gene=genemark-flattened_line_94-processed-gene-0.24&CDS=1-1443
1315	OG0001315	YDR331W	genemark-flattened_line_94-processed-gene-0.25-mRNA-1_1&gene=genemark-flattened_line_94-processed-gene-0.25&CDS=1-1185
1316	OG0001316	YDR332W	genemark-flattened_line_34-processed-gene-1.130-mRNA-1_1&gene=genemark-flattened_line_34-processed-gene-1.130&CDS=1-2310
1317	OG0001317	YDR334W	maker-flattened_line_154-snap-gene-0.93-mRNA-1_1&gene=maker-flattened_line_154-snap-gene-0.93&CDS=1-4893
1318	OG0001318	YDR335W	genemark-flattened_line_112-processed-gene-0.141-mRNA-1_1&gene=genemark-flattened_line_112-processed-gene-0.141&CDS=1-3675
1319	OG0001319	YDR337W	genemark-flattened_line_2-processed-gene-1.139-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-1.139&CDS=1-852
1320	OG0001320	YDR339C	genemark-flattened_line_70-processed-gene-0.64-mRNA-1_1&gene=genemark-flattened_line_70-processed-gene-0.64&CDS=1-567
1321	OG0001321	YDR341C	genemark-flattened_line_0-processed-gene-1.24-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-1.24&CDS=1-1827
1322	OG0001322	YDR346C	genemark-flattened_line_114-processed-gene-0.150-mRNA-1_1&gene=genemark-flattened_line_114-processed-gene-0.150&CDS=1-1143
1323	OG0001323	YDR347W	genemark-flattened_line_126-processed-gene-0.111-mRNA-1_1&gene=genemark-flattened_line_126-processed-gene-0.111&CDS=1-897
1324	OG0001324	YDR353W	genemark-flattened_line_158-processed-gene-0.77-mRNA-1_1&gene=genemark-flattened_line_158-processed-gene-0.77&CDS=1-960
1325	OG0001325	YDR354W	genemark-flattened_line_104-processed-gene-0.113-mRNA-1_1&gene=genemark-flattened_line_104-processed-gene-0.113&CDS=1-1065
1326	OG0001326	YDR359C	genemark-flattened_line_104-processed-gene-0.139-mRNA-1_1&gene=genemark-flattened_line_104-processed-gene-0.139&CDS=1-2994
1327	OG0001327	YDR361C	genemark-flattened_line_104-processed-gene-0.111-mRNA-1_1&gene=genemark-flattened_line_104-processed-gene-0.111&CDS=1-855
1328	OG0001328	YDR362C	augustus_masked-flattened_line_74-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-flattened_line_74-processed-gene-0.17&CDS=1-945
1329	OG0001329	YDR363W	augustus_masked-flattened_line_12-processed-gene-0.25-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-0.25&CDS=1-1356
1330	OG0001330	YDR363W-A	snap_masked-flattened_line_94-processed-gene-0.57-mRNA-1_1&gene=snap_masked-flattened_line_94-processed-gene-0.57&CDS=1-219
1331	OG0001331	YDR364C	genemark-flattened_line_130-processed-gene-0.35-mRNA-1_1&gene=genemark-flattened_line_130-processed-gene-0.35&CDS=1-1488
1332	OG0001332	YDR365C	genemark-flattened_line_66-processed-gene-0.51-mRNA-1_1&gene=genemark-flattened_line_66-processed-gene-0.51&CDS=1-1968
1333	OG0001333	YDR367W	genemark-flattened_line_126-processed-gene-0.129-mRNA-1_1&gene=genemark-flattened_line_126-processed-gene-0.129&CDS=1-696
1334	OG0001334	YDR372C	genemark-flattened_line_210-processed-gene-0.55-mRNA-1_1&gene=genemark-flattened_line_210-processed-gene-0.55&CDS=1-1005
1335	OG0001335	YDR373W	genemark-flattened_line_52-processed-gene-0.238-mRNA-1_1&gene=genemark-flattened_line_52-processed-gene-0.238&CDS=1-570
1336	OG0001336	YDR375C	genemark-flattened_line_210-processed-gene-0.54-mRNA-1_1&gene=genemark-flattened_line_210-processed-gene-0.54&CDS=1-1407
1337	OG0001337	YDR376W	genemark-flattened_line_58-processed-gene-0.229-mRNA-1_1&gene=genemark-flattened_line_58-processed-gene-0.229&CDS=1-1416
1338	OG0001338	YDR377W	genemark-flattened_line_2-processed-gene-6.213-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-6.213&CDS=1-297
1339	OG0001339	YDR378C	maker-flattened_line_40-snap-gene-0.41-mRNA-1_1&gene=maker-flattened_line_40-snap-gene-0.41&CDS=1-252
1340	OG0001340	YDR379C-A	genemark-flattened_line_182-processed-gene-0.15-mRNA-1_1&gene=genemark-flattened_line_182-processed-gene-0.15&CDS=1-243
1341	OG0001341	YDR381W	maker-flattened_line_6-snap-gene-0.41-mRNA-1_1&gene=maker-flattened_line_6-snap-gene-0.41&CDS=1-621
1342	OG0001342	YDR386W	snap_masked-flattened_line_6-processed-gene-2.149-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-2.149&CDS=1-1716
1343	OG0001343	YDR388W	maker-flattened_line_10-augustus-gene-1.122-mRNA-1_1&gene=maker-flattened_line_10-augustus-gene-1.122&CDS=1-1335
1344	OG0001344	YDR390C	genemark-flattened_line_24-processed-gene-0.6-mRNA-1_1&gene=genemark-flattened_line_24-processed-gene-0.6&CDS=1-1845
1345	OG0001345	YDR392W	maker-flattened_line_98-augustus-gene-0.48-mRNA-1_1&gene=maker-flattened_line_98-augustus-gene-0.48&CDS=1-948
1346	OG0001346	YDR393W	genemark-flattened_line_98-processed-gene-0.133-mRNA-1_1&gene=genemark-flattened_line_98-processed-gene-0.133&CDS=1-1188
1347	OG0001347	YDR394W	genemark-flattened_line_98-processed-gene-0.109-mRNA-1_1&gene=genemark-flattened_line_98-processed-gene-0.109&CDS=1-1248
1348	OG0001348	YDR397C	genemark-flattened_line_48-processed-gene-0.63-mRNA-1_1&gene=genemark-flattened_line_48-processed-gene-0.63&CDS=1-426
1349	OG0001349	YDR398W	genemark-flattened_line_48-processed-gene-0.21-mRNA-1_1&gene=genemark-flattened_line_48-processed-gene-0.21&CDS=1-2001
1350	OG0001350	YDR400W	genemark-flattened_line_122-processed-gene-0.100-mRNA-1_1&gene=genemark-flattened_line_122-processed-gene-0.100&CDS=1-1047
1351	OG0001351	YDR402C	genemark-flattened_line_20-processed-gene-0.43-mRNA-1_1&gene=genemark-flattened_line_20-processed-gene-0.43&CDS=1-1461
1352	OG0001352	YDR404C	genemark-flattened_line_0-processed-gene-5.14-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-5.14&CDS=1-513
1353	OG0001353	YDR405W	genemark-flattened_line_8-processed-gene-0.78-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-0.78&CDS=1-831
1354	OG0001354	YDR408C	genemark-flattened_line_4-processed-gene-2.83-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-2.83&CDS=1-651
1355	OG0001355	YDR410C	genemark-flattened_line_70-processed-gene-0.30-mRNA-1_1&gene=genemark-flattened_line_70-processed-gene-0.30&CDS=1-714
1356	OG0001356	YDR411C	genemark-flattened_line_18-processed-gene-1.26-mRNA-1_1&gene=genemark-flattened_line_18-processed-gene-1.26&CDS=1-783
1357	OG0001357	YDR414C	snap_masked-flattened_line_10-processed-gene-1.58-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-1.58&CDS=1-1170
1358	OG0001358	YDR415C	genemark-flattened_line_2-processed-gene-4.8-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-4.8&CDS=1-1203
1359	OG0001359	YDR416W	genemark-flattened_line_2-processed-gene-4.20-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-4.20&CDS=1-2340
1360	OG0001360	YDR419W	genemark-flattened_line_84-processed-gene-0.3-mRNA-1_1&gene=genemark-flattened_line_84-processed-gene-0.3&CDS=1-1917
1361	OG0001361	YDR421W	genemark-flattened_line_2-processed-gene-0.113-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-0.113&CDS=1-2463
1362	OG0001362	YDR424C	augustus_masked-flattened_line_162-processed-gene-0.27-mRNA-1_1&gene=augustus_masked-flattened_line_162-processed-gene-0.27&CDS=1-276
1363	OG0001363	YDR427W	genemark-flattened_line_120-processed-gene-0.108-mRNA-1_1&gene=genemark-flattened_line_120-processed-gene-0.108&CDS=1-1155
1364	OG0001364	YDR428C	augustus_masked-flattened_line_26-processed-gene-0.49-mRNA-1_1&gene=augustus_masked-flattened_line_26-processed-gene-0.49&CDS=1-765
1365	OG0001365	YDR429C	genemark-flattened_line_58-processed-gene-0.205-mRNA-1_1&gene=genemark-flattened_line_58-processed-gene-0.205&CDS=1-801
1366	OG0001366	YDR430C	genemark-flattened_line_112-processed-gene-0.117-mRNA-1_1&gene=genemark-flattened_line_112-processed-gene-0.117&CDS=1-2985
1367	OG0001367	YDR434W	genemark-flattened_line_22-processed-gene-1.32-mRNA-1_1&gene=genemark-flattened_line_22-processed-gene-1.32&CDS=1-1329
1368	OG0001368	YDR435C	genemark-flattened_line_10-processed-gene-0.95-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-0.95&CDS=1-993
1369	OG0001369	YDR440W	genemark-flattened_line_2-processed-gene-2.119-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-2.119&CDS=1-1440
1370	OG0001370	YDR448W	genemark-flattened_line_0-processed-gene-1.30-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-1.30&CDS=1-1614
1371	OG0001371	YDR449C	genemark-flattened_line_215-processed-gene-0.35-mRNA-1_1&gene=genemark-flattened_line_215-processed-gene-0.35&CDS=1-1314
1372	OG0001372	YDR454C	maker-flattened_line_0-snap-gene-5.108-mRNA-1_1&gene=maker-flattened_line_0-snap-gene-5.108&CDS=1-1515
1373	OG0001373	YDR457W	genemark-flattened_line_2-processed-gene-0.103-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-0.103&CDS=1-10611
1374	OG0001374	YDR460W	genemark-flattened_line_132-processed-gene-0.119-mRNA-1_1&gene=genemark-flattened_line_132-processed-gene-0.119&CDS=1-972
1375	OG0001375	YDR462W	genemark-flattened_line_132-processed-gene-0.111-mRNA-1_1&gene=genemark-flattened_line_132-processed-gene-0.111&CDS=1-480
1376	OG0001376	YDR465C	genemark-flattened_line_64-processed-gene-0.11-mRNA-1_1&gene=genemark-flattened_line_64-processed-gene-0.11&CDS=1-1263
1377	OG0001377	YDR468C	genemark-flattened_line_90-processed-gene-0.24-mRNA-1_1&gene=genemark-flattened_line_90-processed-gene-0.24&CDS=1-699
1378	OG0001378	YDR469W	genemark-flattened_line_96-processed-gene-0.131-mRNA-1_1&gene=genemark-flattened_line_96-processed-gene-0.131&CDS=1-207
1379	OG0001379	YDR470C	maker-flattened_line_96-snap-gene-0.66-mRNA-1_1&gene=maker-flattened_line_96-snap-gene-0.66&CDS=1-1365
1380	OG0001380	YDR472W	genemark-flattened_line_22-processed-gene-0.99-mRNA-1_1&gene=genemark-flattened_line_22-processed-gene-0.99&CDS=1-672
1381	OG0001381	YDR473C	genemark-flattened_line_14-processed-gene-0.104-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-0.104&CDS=1-1737
1382	OG0001382	YDR479C	genemark-flattened_line_52-processed-gene-0.202-mRNA-1_1&gene=genemark-flattened_line_52-processed-gene-0.202&CDS=1-1836
1383	OG0001383	YDR482C	genemark-flattened_line_158-processed-gene-0.98-mRNA-1_1&gene=genemark-flattened_line_158-processed-gene-0.98&CDS=1-822
1384	OG0001384	YDR484W	genemark-flattened_line_86-processed-gene-0.122-mRNA-1_1&gene=genemark-flattened_line_86-processed-gene-0.122&CDS=1-1932
1385	OG0001385	YDR485C	genemark-flattened_line_64-processed-gene-0.6-mRNA-1_1&gene=genemark-flattened_line_64-processed-gene-0.6&CDS=1-1404
1386	OG0001386	YDR486C	genemark-flattened_line_64-processed-gene-0.0-mRNA-1_1&gene=genemark-flattened_line_64-processed-gene-0.0&CDS=1-642
1387	OG0001387	YDR487C	genemark-flattened_line_124-processed-gene-0.112-mRNA-1_1&gene=genemark-flattened_line_124-processed-gene-0.112&CDS=1-651
1388	OG0001388	YDR489W	maker-flattened_line_98-snap-gene-0.105-mRNA-1_1&gene=maker-flattened_line_98-snap-gene-0.105&CDS=1-492
1389	OG0001389	YDR493W	snap_masked-flattened_line_8-processed-gene-2.165-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-2.165&CDS=1-351
1390	OG0001390	YDR495C	genemark-flattened_line_60-processed-gene-0.169-mRNA-1_1&gene=genemark-flattened_line_60-processed-gene-0.169&CDS=1-2805
1391	OG0001391	YDR496C	genemark-flattened_line_60-processed-gene-0.171-mRNA-1_1&gene=genemark-flattened_line_60-processed-gene-0.171&CDS=1-1851
1392	OG0001392	YDR498C	maker-flattened_line_78-snap-gene-0.113-mRNA-1_1&gene=maker-flattened_line_78-snap-gene-0.113&CDS=1-849
1393	OG0001393	YDR502C	genemark-flattened_line_108-processed-gene-0.47-mRNA-1_1&gene=genemark-flattened_line_108-processed-gene-0.47&CDS=1-1164
1394	OG0001394	YDR510W	genemark-flattened_line_215-processed-gene-0.34-mRNA-1_1&gene=genemark-flattened_line_215-processed-gene-0.34&CDS=1-279
1395	OG0001395	YDR511W	genemark-flattened_line_142-processed-gene-0.93-mRNA-1_1&gene=genemark-flattened_line_142-processed-gene-0.93&CDS=1-387
1396	OG0001396	YDR512C	genemark-flattened_line_8-processed-gene-2.34-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-2.34&CDS=1-450
1397	OG0001397	YDR517W	genemark-flattened_line_46-processed-gene-0.229-mRNA-1_1&gene=genemark-flattened_line_46-processed-gene-0.229&CDS=1-1317
1398	OG0001398	YDR523C	genemark-flattened_line_20-processed-gene-1.198-mRNA-1_1&gene=genemark-flattened_line_20-processed-gene-1.198&CDS=1-1740
1399	OG0001399	YDR524C	maker-flattened_line_124-snap-gene-0.82-mRNA-1_1&gene=maker-flattened_line_124-snap-gene-0.82&CDS=1-3552
1400	OG0001400	YDR527W	genemark-flattened_line_80-processed-gene-0.173-mRNA-1_1&gene=genemark-flattened_line_80-processed-gene-0.173&CDS=1-1290
1401	OG0001401	YDR529C	genemark-flattened_line_82-processed-gene-0.188-mRNA-1_1&gene=genemark-flattened_line_82-processed-gene-0.188&CDS=1-387
1402	OG0001402	YDR531W	augustus_masked-flattened_line_82-processed-gene-0.107-mRNA-1_1&gene=augustus_masked-flattened_line_82-processed-gene-0.107&CDS=1-1200
1403	OG0001403	YEL002C	augustus_masked-flattened_line_196-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-flattened_line_196-processed-gene-0.8&CDS=1-1308
1404	OG0001404	YEL003W	genemark-flattened_line_108-processed-gene-0.11-mRNA-1_1&gene=genemark-flattened_line_108-processed-gene-0.11&CDS=1-360
1405	OG0001405	YEL004W	genemark-flattened_line_74-processed-gene-0.185-mRNA-1_1&gene=genemark-flattened_line_74-processed-gene-0.185&CDS=1-1095
1406	OG0001406	YEL011W	genemark-flattened_line_196-processed-gene-0.46-mRNA-1_1&gene=genemark-flattened_line_196-processed-gene-0.46&CDS=1-2058
1407	OG0001407	YEL012W	genemark-flattened_line_200-processed-gene-0.29-mRNA-1_1&gene=genemark-flattened_line_200-processed-gene-0.29&CDS=1-558
1408	OG0001408	YEL015W	genemark-flattened_line_46-processed-gene-0.217-mRNA-1_1&gene=genemark-flattened_line_46-processed-gene-0.217&CDS=1-1821
1409	OG0001409	YEL020C	genemark-flattened_line_2-processed-gene-6.180-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-6.180&CDS=1-1704
1410	OG0001410	YEL020W-A	genemark-flattened_line_6-processed-gene-2.215-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-2.215&CDS=1-267
1411	OG0001411	YEL021W	genemark-flattened_line_62-processed-gene-0.38-mRNA-1_1&gene=genemark-flattened_line_62-processed-gene-0.38&CDS=1-822
1412	OG0001412	YEL023C	genemark-flattened_line_24-processed-gene-0.26-mRNA-1_1&gene=genemark-flattened_line_24-processed-gene-0.26&CDS=1-1557
1413	OG0001413	YEL024W	genemark-flattened_line_24-processed-gene-0.0-mRNA-1_1&gene=genemark-flattened_line_24-processed-gene-0.0&CDS=1-663
1414	OG0001414	YEL026W	genemark-flattened_line_229-processed-gene-0.41-mRNA-1_1&gene=genemark-flattened_line_229-processed-gene-0.41&CDS=1-372
1415	OG0001415	YEL029C	genemark-flattened_line_86-processed-gene-0.157-mRNA-1_1&gene=genemark-flattened_line_86-processed-gene-0.157&CDS=1-1029
1416	OG0001416	YEL031W	augustus_masked-flattened_line_24-processed-gene-1.47-mRNA-1_1&gene=augustus_masked-flattened_line_24-processed-gene-1.47&CDS=1-3702
1417	OG0001417	YEL032W	genemark-flattened_line_92-processed-gene-0.10-mRNA-1_1&gene=genemark-flattened_line_92-processed-gene-0.10&CDS=1-2544
1418	OG0001418	YEL037C	genemark-flattened_line_46-processed-gene-0.215-mRNA-1_1&gene=genemark-flattened_line_46-processed-gene-0.215&CDS=1-1092
1419	OG0001419	YEL038W	genemark-flattened_line_172-processed-gene-0.104-mRNA-1_1&gene=genemark-flattened_line_172-processed-gene-0.104&CDS=1-756
1420	OG0001420	YEL042W	augustus_masked-flattened_line_60-processed-gene-0.65-mRNA-1_1&gene=augustus_masked-flattened_line_60-processed-gene-0.65&CDS=1-1443
1421	OG0001421	YEL044W	genemark-flattened_line_108-processed-gene-0.1-mRNA-1_1&gene=genemark-flattened_line_108-processed-gene-0.1&CDS=1-366
1422	OG0001422	YEL046C	genemark-flattened_line_215-processed-gene-0.31-mRNA-1_1&gene=genemark-flattened_line_215-processed-gene-0.31&CDS=1-1107
1423	OG0001423	YEL048C	genemark-flattened_line_56-processed-gene-0.26-mRNA-1_1&gene=genemark-flattened_line_56-processed-gene-0.26&CDS=1-438
1424	OG0001424	YEL050C	genemark-flattened_line_2-processed-gene-2.127-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-2.127&CDS=1-1203
1425	OG0001425	YEL051W	genemark-flattened_line_2-processed-gene-4.6-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-4.6&CDS=1-759
1426	OG0001426	YEL052W	genemark-flattened_line_20-processed-gene-0.81-mRNA-1_1&gene=genemark-flattened_line_20-processed-gene-0.81&CDS=1-1857
1427	OG0001427	YEL053C	snap_masked-flattened_line_214-processed-gene-0.30-mRNA-1_1&gene=snap_masked-flattened_line_214-processed-gene-0.30&CDS=1-2244
1428	OG0001428	YEL055C	genemark-flattened_line_36-processed-gene-0.31-mRNA-1_1&gene=genemark-flattened_line_36-processed-gene-0.31&CDS=1-2832
1429	OG0001429	YEL056W	genemark-flattened_line_14-processed-gene-1.5-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-1.5&CDS=1-1464
1430	OG0001430	YEL058W	genemark-flattened_line_28-processed-gene-0.93-mRNA-1_1&gene=genemark-flattened_line_28-processed-gene-0.93&CDS=1-1602
1431	OG0001431	YEL059C-A	augustus_masked-flattened_line_28-processed-gene-0.15-mRNA-1_1&gene=augustus_masked-flattened_line_28-processed-gene-0.15&CDS=1-375
1432	OG0001432	YEL062W	genemark-flattened_line_136-processed-gene-0.0-mRNA-1_1&gene=genemark-flattened_line_136-processed-gene-0.0&CDS=1-1569
1433	OG0001433	YEL064C	genemark-flattened_line_16-processed-gene-0.91-mRNA-1_1&gene=genemark-flattened_line_16-processed-gene-0.91&CDS=1-1530
1434	OG0001434	YER002W	genemark-flattened_line_56-processed-gene-0.52-mRNA-1_1&gene=genemark-flattened_line_56-processed-gene-0.52&CDS=1-666
1435	OG0001435	YER003C	genemark-flattened_line_56-processed-gene-0.50-mRNA-1_1&gene=genemark-flattened_line_56-processed-gene-0.50&CDS=1-1305
1436	OG0001436	YER005W	genemark-flattened_line_84-processed-gene-0.35-mRNA-1_1&gene=genemark-flattened_line_84-processed-gene-0.35&CDS=1-2151
1437	OG0001437	YER006W	genemark-flattened_line_84-processed-gene-0.1-mRNA-1_1&gene=genemark-flattened_line_84-processed-gene-0.1&CDS=1-1518
1438	OG0001438	YER007C-A	genemark-flattened_line_82-processed-gene-0.150-mRNA-1_1&gene=genemark-flattened_line_82-processed-gene-0.150&CDS=1-549
1439	OG0001439	YER007W	augustus_masked-flattened_line_82-processed-gene-0.129-mRNA-1_1&gene=augustus_masked-flattened_line_82-processed-gene-0.129&CDS=1-1542
1440	OG0001440	YER008C	maker-flattened_line_76-snap-gene-0.87-mRNA-1_1&gene=maker-flattened_line_76-snap-gene-0.87&CDS=1-2937
1441	OG0001441	YER009W	genemark-flattened_line_208-processed-gene-0.44-mRNA-1_1&gene=genemark-flattened_line_208-processed-gene-0.44&CDS=1-372
1442	OG0001442	YER010C	genemark-flattened_line_8-processed-gene-2.26-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-2.26&CDS=1-729
1443	OG0001443	YER012W	genemark-flattened_line_0-processed-gene-4.132-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-4.132&CDS=1-585
1444	OG0001444	YER013W	genemark-flattened_line_0-processed-gene-4.131-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-4.131&CDS=1-3438
1445	OG0001445	YER014W	augustus_masked-flattened_line_180-processed-gene-0.28-mRNA-1_1&gene=augustus_masked-flattened_line_180-processed-gene-0.28&CDS=1-2175
1446	OG0001446	YER015W	genemark-flattened_line_22-processed-gene-1.31-mRNA-1_1&gene=genemark-flattened_line_22-processed-gene-1.31&CDS=1-2199
1447	OG0001447	YER016W	genemark-flattened_line_223-processed-gene-0.6-mRNA-1_1&gene=genemark-flattened_line_223-processed-gene-0.6&CDS=1-1113
1448	OG0001448	YER019W	genemark-flattened_line_2-processed-gene-6.201-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-6.201&CDS=1-1239
1449	OG0001449	YER020W	genemark-flattened_line_8-processed-gene-2.45-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-2.45&CDS=1-1356
1450	OG0001450	YER021W	augustus_masked-flattened_line_186-processed-gene-0.41-mRNA-1_1&gene=augustus_masked-flattened_line_186-processed-gene-0.41&CDS=1-1410
1451	OG0001451	YER022W	genemark-flattened_line_186-processed-gene-0.74-mRNA-1_1&gene=genemark-flattened_line_186-processed-gene-0.74&CDS=1-1665
1452	OG0001452	YER023W	genemark-flattened_line_186-processed-gene-0.79-mRNA-1_1&gene=genemark-flattened_line_186-processed-gene-0.79&CDS=1-864
1453	OG0001453	YER025W	genemark-flattened_line_48-processed-gene-0.23-mRNA-1_1&gene=genemark-flattened_line_48-processed-gene-0.23&CDS=1-1554
1454	OG0001454	YER026C	genemark-flattened_line_18-processed-gene-0.8-mRNA-1_1&gene=genemark-flattened_line_18-processed-gene-0.8&CDS=1-756
1455	OG0001455	YER029C	genemark-flattened_line_100-processed-gene-0.130-mRNA-1_1&gene=genemark-flattened_line_100-processed-gene-0.130&CDS=1-468
1456	OG0001456	YER030W	genemark-flattened_line_42-processed-gene-0.98-mRNA-1_1&gene=genemark-flattened_line_42-processed-gene-0.98&CDS=1-408
1457	OG0001457	YER036C	genemark-flattened_line_0-processed-gene-5.18-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-5.18&CDS=1-1779
1458	OG0001458	YER042W	genemark-flattened_line_100-processed-gene-0.131-mRNA-1_1&gene=genemark-flattened_line_100-processed-gene-0.131&CDS=1-549
1459	OG0001459	YER043C	genemark-flattened_line_50-processed-gene-0.25-mRNA-1_1&gene=genemark-flattened_line_50-processed-gene-0.25&CDS=1-1341
1460	OG0001460	YER044C	genemark-flattened_line_132-processed-gene-0.103-mRNA-1_1&gene=genemark-flattened_line_132-processed-gene-0.103&CDS=1-435
1461	OG0001461	YER046W	genemark-flattened_line_8-processed-gene-2.52-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-2.52&CDS=1-798
1462	OG0001462	YER048W-A	augustus_masked-flattened_line_160-processed-gene-0.78-mRNA-1_1&gene=augustus_masked-flattened_line_160-processed-gene-0.78&CDS=1-246
1463	OG0001463	YER049W	genemark-flattened_line_124-processed-gene-0.97-mRNA-1_1&gene=genemark-flattened_line_124-processed-gene-0.97&CDS=1-1896
1464	OG0001464	YER050C	genemark-flattened_line_6-processed-gene-2.253-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-2.253&CDS=1-534
