	OrthologID	Saccharomyces_cerevisiae	yHMPu5000041829_Debaryomyces_fabryi
1245	OG0001245	YER077C	augustus_masked-NODE_11_length_619339_cov_14.2281_ID_2975-processed-gene-1.117-mRNA-1_1&gene=augustus_masked-NODE_11_length_619339_cov_14.2281_ID_2975-processed-gene-1.117&CDS=1-2886
1246	OG0001246	YER078C	augustus_masked-NODE_13_length_289920_cov_14.0381_ID_3657-processed-gene-0.116-mRNA-1_1&gene=augustus_masked-NODE_13_length_289920_cov_14.0381_ID_3657-processed-gene-0.116&CDS=1-1566
1247	OG0001247	YER080W	augustus_masked-NODE_1_length_1085505_cov_12.3365_ID_2412-processed-gene-3.132-mRNA-1_1&gene=augustus_masked-NODE_1_length_1085505_cov_12.3365_ID_2412-processed-gene-3.132&CDS=1-1902
1248	OG0001248	YER081W	augustus_masked-NODE_4_length_879252_cov_12.1493_ID_2583-processed-gene-7.225-mRNA-1_1&gene=augustus_masked-NODE_4_length_879252_cov_12.1493_ID_2583-processed-gene-7.225&CDS=1-1395
1249	OG0001249	YER082C	augustus_masked-NODE_4_length_879252_cov_12.1493_ID_2583-processed-gene-7.258-mRNA-1_1&gene=augustus_masked-NODE_4_length_879252_cov_12.1493_ID_2583-processed-gene-7.258&CDS=1-1584
1250	OG0001250	YER083C	augustus_masked-NODE_4_length_879252_cov_12.1493_ID_2583-processed-gene-7.221-mRNA-1_1&gene=augustus_masked-NODE_4_length_879252_cov_12.1493_ID_2583-processed-gene-7.221&CDS=1-906
1251	OG0001251	YER086W	augustus_masked-NODE_14_length_271302_cov_16.67_ID_4278-processed-gene-1.213-mRNA-1_1&gene=augustus_masked-NODE_14_length_271302_cov_16.67_ID_4278-processed-gene-1.213&CDS=1-1713
1252	OG0001252	YER087W	augustus_masked-NODE_5_length_854671_cov_13.4875_ID_2683-processed-gene-5.17-mRNA-1_1&gene=augustus_masked-NODE_5_length_854671_cov_13.4875_ID_2683-processed-gene-5.17&CDS=1-1728
1253	OG0001253	YER090W	maker-NODE_5_length_854671_cov_13.4875_ID_2683-augustus-gene-6.1-mRNA-1_1&gene=maker-NODE_5_length_854671_cov_13.4875_ID_2683-augustus-gene-6.1&CDS=1-1542
1254	OG0001254	YER091C	augustus_masked-NODE_5_length_854671_cov_13.4875_ID_2683-processed-gene-6.11-mRNA-1_1&gene=augustus_masked-NODE_5_length_854671_cov_13.4875_ID_2683-processed-gene-6.11&CDS=1-2301
1255	OG0001255	YER093C	augustus_masked-NODE_5_length_854671_cov_13.4875_ID_2683-processed-gene-3.123-mRNA-1_1&gene=augustus_masked-NODE_5_length_854671_cov_13.4875_ID_2683-processed-gene-3.123&CDS=1-3654
1256	OG0001256	YER093C-A	augustus_masked-NODE_5_length_854671_cov_13.4875_ID_2683-processed-gene-5.27-mRNA-1_1&gene=augustus_masked-NODE_5_length_854671_cov_13.4875_ID_2683-processed-gene-5.27&CDS=1-498
1257	OG0001257	YER094C	augustus_masked-NODE_11_length_619339_cov_14.2281_ID_2975-processed-gene-1.124-mRNA-1_1&gene=augustus_masked-NODE_11_length_619339_cov_14.2281_ID_2975-processed-gene-1.124&CDS=1-618
1258	OG0001258	YER095W	augustus_masked-NODE_11_length_619339_cov_14.2281_ID_2975-processed-gene-4.44-mRNA-1_1&gene=augustus_masked-NODE_11_length_619339_cov_14.2281_ID_2975-processed-gene-4.44&CDS=1-1047
1259	OG0001259	YER100W	snap_masked-NODE_5_length_854671_cov_13.4875_ID_2683-processed-gene-3.98-mRNA-1_1&gene=snap_masked-NODE_5_length_854671_cov_13.4875_ID_2683-processed-gene-3.98&CDS=1-729
1260	OG0001260	YER107C	augustus_masked-NODE_5_length_854671_cov_13.4875_ID_2683-processed-gene-7.191-mRNA-1_1&gene=augustus_masked-NODE_5_length_854671_cov_13.4875_ID_2683-processed-gene-7.191&CDS=1-1110
1261	OG0001261	YER109C	augustus_masked-NODE_5_length_854671_cov_13.4875_ID_2683-processed-gene-7.193-mRNA-1_1&gene=augustus_masked-NODE_5_length_854671_cov_13.4875_ID_2683-processed-gene-7.193&CDS=1-2088
1262	OG0001262	YER110C	snap_masked-NODE_15_length_262050_cov_12.1618_ID_9668-processed-gene-1.248-mRNA-1_1&gene=snap_masked-NODE_15_length_262050_cov_12.1618_ID_9668-processed-gene-1.248&CDS=1-4611
1263	OG0001263	YER113C	augustus_masked-NODE_7_length_751370_cov_14.0062_ID_3727-processed-gene-1.32-mRNA-1_1&gene=augustus_masked-NODE_7_length_751370_cov_14.0062_ID_3727-processed-gene-1.32&CDS=1-1977
1264	OG0001264	YER114C	augustus_masked-NODE_7_length_751370_cov_14.0062_ID_3727-processed-gene-1.30-mRNA-1_1&gene=augustus_masked-NODE_7_length_751370_cov_14.0062_ID_3727-processed-gene-1.30&CDS=1-3123
1265	OG0001265	YER116C	augustus_masked-NODE_6_length_824049_cov_12.7447_ID_4701-processed-gene-3.16-mRNA-1_1&gene=augustus_masked-NODE_6_length_824049_cov_12.7447_ID_4701-processed-gene-3.16&CDS=1-411
1266	OG0001266	YER118C	augustus_masked-NODE_6_length_824049_cov_12.7447_ID_4701-processed-gene-2.46-mRNA-1_1&gene=augustus_masked-NODE_6_length_824049_cov_12.7447_ID_4701-processed-gene-2.46&CDS=1-912
1267	OG0001267	YER120W	maker-NODE_6_length_824049_cov_12.7447_ID_4701-augustus-gene-2.5-mRNA-1_1&gene=maker-NODE_6_length_824049_cov_12.7447_ID_4701-augustus-gene-2.5&CDS=1-960
1268	OG0001268	YER122C	augustus_masked-NODE_6_length_824049_cov_12.7447_ID_4701-processed-gene-4.26-mRNA-1_1&gene=augustus_masked-NODE_6_length_824049_cov_12.7447_ID_4701-processed-gene-4.26&CDS=1-1386
1269	OG0001269	YER124C	augustus_masked-NODE_15_length_262050_cov_12.1618_ID_9668-processed-gene-1.13-mRNA-1_1&gene=augustus_masked-NODE_15_length_262050_cov_12.1618_ID_9668-processed-gene-1.13&CDS=1-1968
1270	OG0001270	YER125W	augustus_masked-NODE_15_length_262050_cov_12.1618_ID_9668-processed-gene-1.14-mRNA-1_1&gene=augustus_masked-NODE_15_length_262050_cov_12.1618_ID_9668-processed-gene-1.14&CDS=1-2346
1271	OG0001271	YER126C	augustus_masked-NODE_11_length_619339_cov_14.2281_ID_2975-processed-gene-2.140-mRNA-1_1&gene=augustus_masked-NODE_11_length_619339_cov_14.2281_ID_2975-processed-gene-2.140&CDS=1-783
1272	OG0001272	YER127W	augustus_masked-NODE_11_length_619339_cov_14.2281_ID_2975-processed-gene-2.155-mRNA-1_1&gene=augustus_masked-NODE_11_length_619339_cov_14.2281_ID_2975-processed-gene-2.155&CDS=1-1062
1273	OG0001273	YER134C	genemark-NODE_18_length_150317_cov_11.9441_ID_3603-processed-gene-0.184-mRNA-1_1&gene=genemark-NODE_18_length_150317_cov_11.9441_ID_3603-processed-gene-0.184&CDS=1-522
1274	OG0001274	YER136W	maker-NODE_7_length_751370_cov_14.0062_ID_3727-augustus-gene-5.134-mRNA-1_1&gene=maker-NODE_7_length_751370_cov_14.0062_ID_3727-augustus-gene-5.134&CDS=1-2790
1275	OG0001275	YER137C	augustus_masked-NODE_7_length_751370_cov_14.0062_ID_3727-processed-gene-2.154-mRNA-1_1&gene=augustus_masked-NODE_7_length_751370_cov_14.0062_ID_3727-processed-gene-2.154&CDS=1-528
1276	OG0001276	YER140W	augustus_masked-NODE_2_length_1055133_cov_10.9579_ID_2135-processed-gene-9.74-mRNA-1_1&gene=augustus_masked-NODE_2_length_1055133_cov_10.9579_ID_2135-processed-gene-9.74&CDS=1-2085
1277	OG0001277	YER141W	augustus_masked-NODE_2_length_1055133_cov_10.9579_ID_2135-processed-gene-9.39-mRNA-1_1&gene=augustus_masked-NODE_2_length_1055133_cov_10.9579_ID_2135-processed-gene-9.39&CDS=1-1437
1278	OG0001278	YER142C	augustus_masked-NODE_15_length_262050_cov_12.1618_ID_9668-processed-gene-1.8-mRNA-1_1&gene=augustus_masked-NODE_15_length_262050_cov_12.1618_ID_9668-processed-gene-1.8&CDS=1-1041
1279	OG0001279	YER143W	genemark-NODE_7_length_751370_cov_14.0062_ID_3727-processed-gene-5.59-mRNA-1_1&gene=genemark-NODE_7_length_751370_cov_14.0062_ID_3727-processed-gene-5.59&CDS=1-1596
1280	OG0001280	YER146W	augustus_masked-NODE_3_length_903599_cov_13.2106_ID_2211-processed-gene-5.142-mRNA-1_1&gene=augustus_masked-NODE_3_length_903599_cov_13.2106_ID_2211-processed-gene-5.142&CDS=1-297
1281	OG0001281	YER148W	augustus_masked-NODE_16_length_253375_cov_11.5577_ID_3229-processed-gene-0.110-mRNA-1_1&gene=augustus_masked-NODE_16_length_253375_cov_11.5577_ID_3229-processed-gene-0.110&CDS=1-729
1282	OG0001282	YER151C	snap_masked-NODE_5_length_854671_cov_13.4875_ID_2683-processed-gene-5.112-mRNA-1_1&gene=snap_masked-NODE_5_length_854671_cov_13.4875_ID_2683-processed-gene-5.112&CDS=1-2610
1283	OG0001283	YER152C	augustus_masked-NODE_5_length_854671_cov_13.4875_ID_2683-processed-gene-5.38-mRNA-1_1&gene=augustus_masked-NODE_5_length_854671_cov_13.4875_ID_2683-processed-gene-5.38&CDS=1-1320
1284	OG0001284	YER154W	augustus_masked-NODE_5_length_854671_cov_13.4875_ID_2683-processed-gene-7.230-mRNA-1_1&gene=augustus_masked-NODE_5_length_854671_cov_13.4875_ID_2683-processed-gene-7.230&CDS=1-1122
1285	OG0001285	YER155C	augustus_masked-NODE_5_length_854671_cov_13.4875_ID_2683-processed-gene-7.201-mRNA-1_1&gene=augustus_masked-NODE_5_length_854671_cov_13.4875_ID_2683-processed-gene-7.201&CDS=1-5367
1286	OG0001286	YER157W	augustus_masked-NODE_6_length_824049_cov_12.7447_ID_4701-processed-gene-1.14-mRNA-1_1&gene=augustus_masked-NODE_6_length_824049_cov_12.7447_ID_4701-processed-gene-1.14&CDS=1-2427
1287	OG0001287	YER159C	augustus_masked-NODE_8_length_710497_cov_13.5056_ID_2357-processed-gene-0.117-mRNA-1_1&gene=augustus_masked-NODE_8_length_710497_cov_13.5056_ID_2357-processed-gene-0.117&CDS=1-408
1288	OG0001288	YER162C	augustus_masked-NODE_2_length_1055133_cov_10.9579_ID_2135-processed-gene-1.39-mRNA-1_1&gene=augustus_masked-NODE_2_length_1055133_cov_10.9579_ID_2135-processed-gene-1.39&CDS=1-2961
1289	OG0001289	YER163C	augustus_masked-NODE_2_length_1055133_cov_10.9579_ID_2135-processed-gene-1.45-mRNA-1_1&gene=augustus_masked-NODE_2_length_1055133_cov_10.9579_ID_2135-processed-gene-1.45&CDS=1-783
1290	OG0001290	YER164W	augustus_masked-NODE_16_length_253375_cov_11.5577_ID_3229-processed-gene-0.128-mRNA-1_1&gene=augustus_masked-NODE_16_length_253375_cov_11.5577_ID_3229-processed-gene-0.128&CDS=1-4203
1291	OG0001291	YER165W	augustus_masked-NODE_16_length_253375_cov_11.5577_ID_3229-processed-gene-0.127-mRNA-1_1&gene=augustus_masked-NODE_16_length_253375_cov_11.5577_ID_3229-processed-gene-0.127&CDS=1-1887
1292	OG0001292	YER168C	augustus_masked-NODE_9_length_707241_cov_11.8917_ID_2769-processed-gene-6.127-mRNA-1_1&gene=augustus_masked-NODE_9_length_707241_cov_11.8917_ID_2769-processed-gene-6.127&CDS=1-1629
1293	OG0001293	YER169W	snap_masked-NODE_8_length_710497_cov_13.5056_ID_2357-processed-gene-0.26-mRNA-1_1&gene=snap_masked-NODE_8_length_710497_cov_13.5056_ID_2357-processed-gene-0.26&CDS=1-4281
1294	OG0001294	YER171W	maker-NODE_16_length_253375_cov_11.5577_ID_3229-snap-gene-0.133-mRNA-1_1&gene=maker-NODE_16_length_253375_cov_11.5577_ID_3229-snap-gene-0.133&CDS=1-3063
1295	OG0001295	YER172C	augustus_masked-NODE_16_length_253375_cov_11.5577_ID_3229-processed-gene-1.16-mRNA-1_1&gene=augustus_masked-NODE_16_length_253375_cov_11.5577_ID_3229-processed-gene-1.16&CDS=1-6417
1296	OG0001296	YER176W	augustus_masked-NODE_8_length_710497_cov_13.5056_ID_2357-processed-gene-5.109-mRNA-1_1&gene=augustus_masked-NODE_8_length_710497_cov_13.5056_ID_2357-processed-gene-5.109&CDS=1-3378
1297	OG0001297	YER178W	augustus_masked-NODE_16_length_253375_cov_11.5577_ID_3229-processed-gene-1.15-mRNA-1_1&gene=augustus_masked-NODE_16_length_253375_cov_11.5577_ID_3229-processed-gene-1.15&CDS=1-1194
1298	OG0001298	YER179W	maker-NODE_8_length_710497_cov_13.5056_ID_2357-augustus-gene-0.1-mRNA-1_1&gene=maker-NODE_8_length_710497_cov_13.5056_ID_2357-augustus-gene-0.1&CDS=1-990
1299	OG0001299	YER182W	augustus_masked-NODE_15_length_262050_cov_12.1618_ID_9668-processed-gene-1.91-mRNA-1_1&gene=augustus_masked-NODE_15_length_262050_cov_12.1618_ID_9668-processed-gene-1.91&CDS=1-906
1300	OG0001300	YER183C	augustus_masked-NODE_15_length_262050_cov_12.1618_ID_9668-processed-gene-1.89-mRNA-1_1&gene=augustus_masked-NODE_15_length_262050_cov_12.1618_ID_9668-processed-gene-1.89&CDS=1-630
1301	OG0001301	YER185W	augustus_masked-NODE_7_length_751370_cov_14.0062_ID_3727-processed-gene-6.206-mRNA-1_1&gene=augustus_masked-NODE_7_length_751370_cov_14.0062_ID_3727-processed-gene-6.206&CDS=1-933
1302	OG0001302	YFL001W	augustus_masked-NODE_1_length_1085505_cov_12.3365_ID_2412-processed-gene-9.204-mRNA-1_1&gene=augustus_masked-NODE_1_length_1085505_cov_12.3365_ID_2412-processed-gene-9.204&CDS=1-1341
1303	OG0001303	YFL002C	augustus_masked-NODE_1_length_1085505_cov_12.3365_ID_2412-processed-gene-9.238-mRNA-1_1&gene=augustus_masked-NODE_1_length_1085505_cov_12.3365_ID_2412-processed-gene-9.238&CDS=1-1842
1304	OG0001304	YFL005W	augustus_masked-NODE_2_length_1055133_cov_10.9579_ID_2135-processed-gene-3.150-mRNA-1_1&gene=augustus_masked-NODE_2_length_1055133_cov_10.9579_ID_2135-processed-gene-3.150&CDS=1-621
1305	OG0001305	YFL007W	augustus_masked-NODE_3_length_903599_cov_13.2106_ID_2211-processed-gene-2.19-mRNA-1_1&gene=augustus_masked-NODE_3_length_903599_cov_13.2106_ID_2211-processed-gene-2.19&CDS=1-6615
1306	OG0001306	YFL008W	maker-NODE_7_length_751370_cov_14.0062_ID_3727-augustus-gene-1.0-mRNA-1_1&gene=maker-NODE_7_length_751370_cov_14.0062_ID_3727-augustus-gene-1.0&CDS=1-5349
1307	OG0001307	YFL010C	maker-NODE_2_length_1055133_cov_10.9579_ID_2135-snap-gene-3.111-mRNA-1_1&gene=maker-NODE_2_length_1055133_cov_10.9579_ID_2135-snap-gene-3.111&CDS=1-1218
1308	OG0001308	YFL013C	augustus_masked-NODE_4_length_879252_cov_12.1493_ID_2583-processed-gene-3.22-mRNA-1_1&gene=augustus_masked-NODE_4_length_879252_cov_12.1493_ID_2583-processed-gene-3.22&CDS=1-2220
1309	OG0001309	YFL014W	augustus_masked-NODE_1_length_1085505_cov_12.3365_ID_2412-processed-gene-9.219-mRNA-1_1&gene=augustus_masked-NODE_1_length_1085505_cov_12.3365_ID_2412-processed-gene-9.219&CDS=1-363
1310	OG0001310	YFL017C	augustus_masked-NODE_4_length_879252_cov_12.1493_ID_2583-processed-gene-3.16-mRNA-1_1&gene=augustus_masked-NODE_4_length_879252_cov_12.1493_ID_2583-processed-gene-3.16&CDS=1-447
1311	OG0001311	YFL017W-A	maker-NODE_4_length_879252_cov_12.1493_ID_2583-augustus-gene-3.4-mRNA-1_1&gene=maker-NODE_4_length_879252_cov_12.1493_ID_2583-augustus-gene-3.4&CDS=1-222
1312	OG0001312	YFL018C	augustus_masked-NODE_6_length_824049_cov_12.7447_ID_4701-processed-gene-0.124-mRNA-1_1&gene=augustus_masked-NODE_6_length_824049_cov_12.7447_ID_4701-processed-gene-0.124&CDS=1-1485
1313	OG0001313	YFL022C	augustus_masked-NODE_6_length_824049_cov_12.7447_ID_4701-processed-gene-0.123-mRNA-1_1&gene=augustus_masked-NODE_6_length_824049_cov_12.7447_ID_4701-processed-gene-0.123&CDS=1-1485
1314	OG0001314	YFL023W	augustus_masked-NODE_7_length_751370_cov_14.0062_ID_3727-processed-gene-0.103-mRNA-1_1&gene=augustus_masked-NODE_7_length_751370_cov_14.0062_ID_3727-processed-gene-0.103&CDS=1-2607
1315	OG0001315	YFL024C	augustus_masked-NODE_8_length_710497_cov_13.5056_ID_2357-processed-gene-2.13-mRNA-1_1&gene=augustus_masked-NODE_8_length_710497_cov_13.5056_ID_2357-processed-gene-2.13&CDS=1-3024
1316	OG0001316	YFL025C	augustus_masked-NODE_1_length_1085505_cov_12.3365_ID_2412-processed-gene-2.120-mRNA-1_1&gene=augustus_masked-NODE_1_length_1085505_cov_12.3365_ID_2412-processed-gene-2.120&CDS=1-3093
1317	OG0001317	YFL026W	augustus_masked-NODE_5_length_854671_cov_13.4875_ID_2683-processed-gene-3.111-mRNA-1_1&gene=augustus_masked-NODE_5_length_854671_cov_13.4875_ID_2683-processed-gene-3.111&CDS=1-1332
1318	OG0001318	YFL027C	augustus_masked-NODE_2_length_1055133_cov_10.9579_ID_2135-processed-gene-7.146-mRNA-1_1&gene=augustus_masked-NODE_2_length_1055133_cov_10.9579_ID_2135-processed-gene-7.146&CDS=1-2013
1319	OG0001319	YFL028C	augustus_masked-NODE_2_length_1055133_cov_10.9579_ID_2135-processed-gene-7.127-mRNA-1_1&gene=augustus_masked-NODE_2_length_1055133_cov_10.9579_ID_2135-processed-gene-7.127&CDS=1-963
1320	OG0001320	YFL030W	augustus_masked-NODE_12_length_444481_cov_14.6249_ID_3069-processed-gene-1.4-mRNA-1_1&gene=augustus_masked-NODE_12_length_444481_cov_14.6249_ID_3069-processed-gene-1.4&CDS=1-1158
1321	OG0001321	YFL033C	genemark-NODE_7_length_751370_cov_14.0062_ID_3727-processed-gene-3.65-mRNA-1_1&gene=genemark-NODE_7_length_751370_cov_14.0062_ID_3727-processed-gene-3.65&CDS=1-5220
1322	OG0001322	YFL034C-B	augustus_masked-NODE_1_length_1085505_cov_12.3365_ID_2412-processed-gene-8.113-mRNA-1_1&gene=augustus_masked-NODE_1_length_1085505_cov_12.3365_ID_2412-processed-gene-8.113&CDS=1-888
1323	OG0001323	YFL036W	genemark-NODE_1_length_1085505_cov_12.3365_ID_2412-processed-gene-8.37-mRNA-1_1&gene=genemark-NODE_1_length_1085505_cov_12.3365_ID_2412-processed-gene-8.37&CDS=1-3933
1324	OG0001324	YFL037W	augustus_masked-NODE_1_length_1085505_cov_12.3365_ID_2412-processed-gene-8.114-mRNA-1_1&gene=augustus_masked-NODE_1_length_1085505_cov_12.3365_ID_2412-processed-gene-8.114&CDS=1-1347
1325	OG0001325	YFL038C	augustus_masked-NODE_4_length_879252_cov_12.1493_ID_2583-processed-gene-4.60-mRNA-1_1&gene=augustus_masked-NODE_4_length_879252_cov_12.1493_ID_2583-processed-gene-4.60&CDS=1-624
1326	OG0001326	YFL039C	snap_masked-NODE_15_length_262050_cov_12.1618_ID_9668-processed-gene-1.233-mRNA-1_1&gene=snap_masked-NODE_15_length_262050_cov_12.1618_ID_9668-processed-gene-1.233&CDS=1-1128
1327	OG0001327	YFL045C	augustus_masked-NODE_6_length_824049_cov_12.7447_ID_4701-processed-gene-0.128-mRNA-1_1&gene=augustus_masked-NODE_6_length_824049_cov_12.7447_ID_4701-processed-gene-0.128&CDS=1-756
1328	OG0001328	YFL046W	augustus_masked-NODE_6_length_824049_cov_12.7447_ID_4701-processed-gene-0.127-mRNA-1_1&gene=augustus_masked-NODE_6_length_824049_cov_12.7447_ID_4701-processed-gene-0.127&CDS=1-615
1329	OG0001329	YFL047W	augustus_masked-NODE_12_length_444481_cov_14.6249_ID_3069-processed-gene-1.34-mRNA-1_1&gene=augustus_masked-NODE_12_length_444481_cov_14.6249_ID_3069-processed-gene-1.34&CDS=1-2760
1330	OG0001330	YFL055W	augustus_masked-NODE_16_length_253375_cov_11.5577_ID_3229-processed-gene-0.106-mRNA-1_1&gene=augustus_masked-NODE_16_length_253375_cov_11.5577_ID_3229-processed-gene-0.106&CDS=1-1533
1331	OG0001331	YFR001W	augustus_masked-NODE_1_length_1085505_cov_12.3365_ID_2412-processed-gene-1.113-mRNA-1_1&gene=augustus_masked-NODE_1_length_1085505_cov_12.3365_ID_2412-processed-gene-1.113&CDS=1-606
1332	OG0001332	YFR002W	augustus_masked-NODE_19_length_146246_cov_13.4085_ID_3555-processed-gene-0.173-mRNA-1_1&gene=augustus_masked-NODE_19_length_146246_cov_13.4085_ID_3555-processed-gene-0.173&CDS=1-3516
1333	OG0001333	YFR005C	augustus_masked-NODE_7_length_751370_cov_14.0062_ID_3727-processed-gene-5.105-mRNA-1_1&gene=augustus_masked-NODE_7_length_751370_cov_14.0062_ID_3727-processed-gene-5.105&CDS=1-1539
1334	OG0001334	YFR009W	augustus_masked-NODE_3_length_903599_cov_13.2106_ID_2211-processed-gene-7.114-mRNA-1_1&gene=augustus_masked-NODE_3_length_903599_cov_13.2106_ID_2211-processed-gene-7.114&CDS=1-3582
1335	OG0001335	YFR010W	snap_masked-NODE_3_length_903599_cov_13.2106_ID_2211-processed-gene-7.94-mRNA-1_1&gene=snap_masked-NODE_3_length_903599_cov_13.2106_ID_2211-processed-gene-7.94&CDS=1-1461
1336	OG0001336	YFR011C	maker-NODE_3_length_903599_cov_13.2106_ID_2211-augustus-gene-7.1-mRNA-1_1&gene=maker-NODE_3_length_903599_cov_13.2106_ID_2211-augustus-gene-7.1&CDS=1-444
1337	OG0001337	YFR016C	maker-NODE_6_length_824049_cov_12.7447_ID_4701-snap-gene-1.49-mRNA-1_1&gene=maker-NODE_6_length_824049_cov_12.7447_ID_4701-snap-gene-1.49&CDS=1-2235
1338	OG0001338	YFR019W	augustus_masked-NODE_3_length_903599_cov_13.2106_ID_2211-processed-gene-7.109-mRNA-1_1&gene=augustus_masked-NODE_3_length_903599_cov_13.2106_ID_2211-processed-gene-7.109&CDS=1-8919
1339	OG0001339	YFR021W	augustus_masked-NODE_3_length_903599_cov_13.2106_ID_2211-processed-gene-7.118-mRNA-1_1&gene=augustus_masked-NODE_3_length_903599_cov_13.2106_ID_2211-processed-gene-7.118&CDS=1-1686
1340	OG0001340	YFR025C	augustus_masked-NODE_11_length_619339_cov_14.2281_ID_2975-processed-gene-2.146-mRNA-1_1&gene=augustus_masked-NODE_11_length_619339_cov_14.2281_ID_2975-processed-gene-2.146&CDS=1-963
1341	OG0001341	YFR027W	augustus_masked-NODE_7_length_751370_cov_14.0062_ID_3727-processed-gene-6.192-mRNA-1_1&gene=augustus_masked-NODE_7_length_751370_cov_14.0062_ID_3727-processed-gene-6.192&CDS=1-864
1342	OG0001342	YFR028C	augustus_masked-NODE_2_length_1055133_cov_10.9579_ID_2135-processed-gene-9.76-mRNA-1_1&gene=augustus_masked-NODE_2_length_1055133_cov_10.9579_ID_2135-processed-gene-9.76&CDS=1-1737
1343	OG0001343	YFR029W	augustus_masked-NODE_11_length_619339_cov_14.2281_ID_2975-processed-gene-3.19-mRNA-1_1&gene=augustus_masked-NODE_11_length_619339_cov_14.2281_ID_2975-processed-gene-3.19&CDS=1-2199
1344	OG0001344	YFR030W	augustus_masked-NODE_13_length_289920_cov_14.0381_ID_3657-processed-gene-1.25-mRNA-1_1&gene=augustus_masked-NODE_13_length_289920_cov_14.0381_ID_3657-processed-gene-1.25&CDS=1-3321
1345	OG0001345	YFR031C	augustus_masked-NODE_13_length_289920_cov_14.0381_ID_3657-processed-gene-1.27-mRNA-1_1&gene=augustus_masked-NODE_13_length_289920_cov_14.0381_ID_3657-processed-gene-1.27&CDS=1-3510
1346	OG0001346	YFR032C	maker-NODE_13_length_289920_cov_14.0381_ID_3657-snap-gene-1.91-mRNA-1_1&gene=maker-NODE_13_length_289920_cov_14.0381_ID_3657-snap-gene-1.91&CDS=1-1053
1347	OG0001347	YFR032C-A	snap_masked-NODE_13_length_289920_cov_14.0381_ID_3657-processed-gene-1.228-mRNA-1_1&gene=snap_masked-NODE_13_length_289920_cov_14.0381_ID_3657-processed-gene-1.228&CDS=1-189
1348	OG0001348	YFR033C	augustus_masked-NODE_1_length_1085505_cov_12.3365_ID_2412-processed-gene-6.33-mRNA-1_1&gene=augustus_masked-NODE_1_length_1085505_cov_12.3365_ID_2412-processed-gene-6.33&CDS=1-477
1349	OG0001349	YFR034C	augustus_masked-NODE_6_length_824049_cov_12.7447_ID_4701-processed-gene-5.111-mRNA-1_1&gene=augustus_masked-NODE_6_length_824049_cov_12.7447_ID_4701-processed-gene-5.111&CDS=1-1485
1350	OG0001350	YFR037C	augustus_masked-NODE_15_length_262050_cov_12.1618_ID_9668-processed-gene-1.33-mRNA-1_1&gene=augustus_masked-NODE_15_length_262050_cov_12.1618_ID_9668-processed-gene-1.33&CDS=1-1755
1351	OG0001351	YFR038W	snap_masked-NODE_5_length_854671_cov_13.4875_ID_2683-processed-gene-1.88-mRNA-1_1&gene=snap_masked-NODE_5_length_854671_cov_13.4875_ID_2683-processed-gene-1.88&CDS=1-2310
1352	OG0001352	YFR041C	augustus_masked-NODE_10_length_688114_cov_13.1864_ID_3396-processed-gene-2.32-mRNA-1_1&gene=augustus_masked-NODE_10_length_688114_cov_13.1864_ID_3396-processed-gene-2.32&CDS=1-969
1353	OG0001353	YFR042W	genemark-NODE_10_length_688114_cov_13.1864_ID_3396-processed-gene-2.121-mRNA-1_1&gene=genemark-NODE_10_length_688114_cov_13.1864_ID_3396-processed-gene-2.121&CDS=1-753
1354	OG0001354	YFR044C	augustus_masked-NODE_10_length_688114_cov_13.1864_ID_3396-processed-gene-2.22-mRNA-1_1&gene=augustus_masked-NODE_10_length_688114_cov_13.1864_ID_3396-processed-gene-2.22&CDS=1-1443
1355	OG0001355	YFR047C	augustus_masked-NODE_7_length_751370_cov_14.0062_ID_3727-processed-gene-6.165-mRNA-1_1&gene=augustus_masked-NODE_7_length_751370_cov_14.0062_ID_3727-processed-gene-6.165&CDS=1-900
1356	OG0001356	YFR048W	maker-NODE_7_length_751370_cov_14.0062_ID_3727-snap-gene-3.50-mRNA-1_1&gene=maker-NODE_7_length_751370_cov_14.0062_ID_3727-snap-gene-3.50&CDS=1-3216
1357	OG0001357	YFR049W	augustus_masked-NODE_2_length_1055133_cov_10.9579_ID_2135-processed-gene-8.33-mRNA-1_1&gene=augustus_masked-NODE_2_length_1055133_cov_10.9579_ID_2135-processed-gene-8.33&CDS=1-297
1358	OG0001358	YFR050C	snap_masked-NODE_2_length_1055133_cov_10.9579_ID_2135-processed-gene-8.94-mRNA-1_1&gene=snap_masked-NODE_2_length_1055133_cov_10.9579_ID_2135-processed-gene-8.94&CDS=1-825
1359	OG0001359	YFR051C	augustus_masked-NODE_2_length_1055133_cov_10.9579_ID_2135-processed-gene-8.60-mRNA-1_1&gene=augustus_masked-NODE_2_length_1055133_cov_10.9579_ID_2135-processed-gene-8.60&CDS=1-1650
1360	OG0001360	YFR052W	augustus_masked-NODE_4_length_879252_cov_12.1493_ID_2583-processed-gene-6.42-mRNA-1_1&gene=augustus_masked-NODE_4_length_879252_cov_12.1493_ID_2583-processed-gene-6.42&CDS=1-834
1361	OG0001361	YGL001C	augustus_masked-NODE_11_length_619339_cov_14.2281_ID_2975-processed-gene-0.113-mRNA-1_1&gene=augustus_masked-NODE_11_length_619339_cov_14.2281_ID_2975-processed-gene-0.113&CDS=1-1047
