	OrthologID	Saccharomyces_cerevisiae	yHMPu5000035037_Candida_montana
1549	OG0001549	YGL251C	augustus_masked-NODE_8_length_699131_cov_28.927_ID_15-processed-gene-1.123-mRNA-1_1&gene=augustus_masked-NODE_8_length_699131_cov_28.927_ID_15-processed-gene-1.123&CDS=1-3651
1550	OG0001550	YGL252C	augustus_masked-NODE_6_length_737178_cov_21.3816_ID_11-processed-gene-6.34-mRNA-1_1&gene=augustus_masked-NODE_6_length_737178_cov_21.3816_ID_11-processed-gene-6.34&CDS=1-1827
1551	OG0001551	YGR001C	augustus_masked-NODE_23_length_147361_cov_47.2581_ID_45-processed-gene-0.33-mRNA-1_1&gene=augustus_masked-NODE_23_length_147361_cov_47.2581_ID_45-processed-gene-0.33&CDS=1-732
1552	OG0001552	YGR002C	augustus_masked-NODE_14_length_316299_cov_39.3557_ID_27-processed-gene-2.26-mRNA-1_1&gene=augustus_masked-NODE_14_length_316299_cov_39.3557_ID_27-processed-gene-2.26&CDS=1-1458
1553	OG0001553	YGR005C	augustus_masked-NODE_5_length_745227_cov_21.5169_ID_9-processed-gene-4.86-mRNA-1_1&gene=augustus_masked-NODE_5_length_745227_cov_21.5169_ID_9-processed-gene-4.86&CDS=1-1323
1554	OG0001554	YGR006W	snap_masked-NODE_5_length_745227_cov_21.5169_ID_9-processed-gene-4.124-mRNA-1_1&gene=snap_masked-NODE_5_length_745227_cov_21.5169_ID_9-processed-gene-4.124&CDS=1-588
1555	OG0001555	YGR007W	augustus_masked-NODE_13_length_321718_cov_26.7698_ID_25-processed-gene-1.74-mRNA-1_1&gene=augustus_masked-NODE_13_length_321718_cov_26.7698_ID_25-processed-gene-1.74&CDS=1-996
1556	OG0001556	YGR009C	augustus_masked-NODE_6_length_737178_cov_21.3816_ID_11-processed-gene-4.36-mRNA-1_1&gene=augustus_masked-NODE_6_length_737178_cov_21.3816_ID_11-processed-gene-4.36&CDS=1-1392
1557	OG0001557	YGR012W	augustus_masked-NODE_5_length_745227_cov_21.5169_ID_9-processed-gene-5.47-mRNA-1_1&gene=augustus_masked-NODE_5_length_745227_cov_21.5169_ID_9-processed-gene-5.47&CDS=1-1173
1558	OG0001558	YGR013W	augustus_masked-NODE_5_length_745227_cov_21.5169_ID_9-processed-gene-5.46-mRNA-1_1&gene=augustus_masked-NODE_5_length_745227_cov_21.5169_ID_9-processed-gene-5.46&CDS=1-1599
1559	OG0001559	YGR014W	genemark-NODE_5_length_745227_cov_21.5169_ID_9-processed-gene-5.2-mRNA-1_1&gene=genemark-NODE_5_length_745227_cov_21.5169_ID_9-processed-gene-5.2&CDS=1-3000
1560	OG0001560	YGR017W	augustus_masked-NODE_7_length_704842_cov_29.3696_ID_13-processed-gene-4.89-mRNA-1_1&gene=augustus_masked-NODE_7_length_704842_cov_29.3696_ID_13-processed-gene-4.89&CDS=1-738
1561	OG0001561	YGR019W	augustus_masked-NODE_7_length_704842_cov_29.3696_ID_13-processed-gene-4.88-mRNA-1_1&gene=augustus_masked-NODE_7_length_704842_cov_29.3696_ID_13-processed-gene-4.88&CDS=1-1416
1562	OG0001562	YGR020C	augustus_masked-NODE_7_length_704842_cov_29.3696_ID_13-processed-gene-4.93-mRNA-1_1&gene=augustus_masked-NODE_7_length_704842_cov_29.3696_ID_13-processed-gene-4.93&CDS=1-357
1563	OG0001563	YGR021W	snap_masked-NODE_7_length_704842_cov_29.3696_ID_13-processed-gene-4.26-mRNA-1_1&gene=snap_masked-NODE_7_length_704842_cov_29.3696_ID_13-processed-gene-4.26&CDS=1-822
1564	OG0001564	YGR024C	augustus_masked-NODE_15_length_311180_cov_37.0353_ID_29-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-NODE_15_length_311180_cov_37.0353_ID_29-processed-gene-0.13&CDS=1-714
1565	OG0001565	YGR026W	augustus_masked-NODE_1_length_1500601_cov_22.1594_ID_1-processed-gene-6.24-mRNA-1_1&gene=augustus_masked-NODE_1_length_1500601_cov_22.1594_ID_1-processed-gene-6.24&CDS=1-987
1566	OG0001566	YGR029W	augustus_masked-NODE_18_length_257630_cov_25.7881_ID_35-processed-gene-1.162-mRNA-1_1&gene=augustus_masked-NODE_18_length_257630_cov_25.7881_ID_35-processed-gene-1.162&CDS=1-567
1567	OG0001567	YGR031W	augustus_masked-NODE_6_length_737178_cov_21.3816_ID_11-processed-gene-2.75-mRNA-1_1&gene=augustus_masked-NODE_6_length_737178_cov_21.3816_ID_11-processed-gene-2.75&CDS=1-942
1568	OG0001568	YGR033C	augustus_masked-NODE_23_length_147361_cov_47.2581_ID_45-processed-gene-0.27-mRNA-1_1&gene=augustus_masked-NODE_23_length_147361_cov_47.2581_ID_45-processed-gene-0.27&CDS=1-633
1569	OG0001569	YGR037C	augustus_masked-NODE_22_length_186515_cov_21.886_ID_43-processed-gene-0.205-mRNA-1_1&gene=augustus_masked-NODE_22_length_186515_cov_21.886_ID_43-processed-gene-0.205&CDS=1-255
1570	OG0001570	YGR042W	snap_masked-NODE_1_length_1500601_cov_22.1594_ID_1-processed-gene-8.29-mRNA-1_1&gene=snap_masked-NODE_1_length_1500601_cov_22.1594_ID_1-processed-gene-8.29&CDS=1-1635
1571	OG0001571	YGR044C	augustus_masked-NODE_8_length_699131_cov_28.927_ID_15-processed-gene-4.142-mRNA-1_1&gene=augustus_masked-NODE_8_length_699131_cov_28.927_ID_15-processed-gene-4.142&CDS=1-1149
1572	OG0001572	YGR046W	augustus_masked-NODE_11_length_385550_cov_34.4682_ID_21-processed-gene-0.123-mRNA-1_1&gene=augustus_masked-NODE_11_length_385550_cov_34.4682_ID_21-processed-gene-0.123&CDS=1-1098
1573	OG0001573	YGR047C	genemark-NODE_11_length_385550_cov_34.4682_ID_21-processed-gene-0.73-mRNA-1_1&gene=genemark-NODE_11_length_385550_cov_34.4682_ID_21-processed-gene-0.73&CDS=1-3348
1574	OG0001574	YGR048W	augustus_masked-NODE_11_length_385550_cov_34.4682_ID_21-processed-gene-0.94-mRNA-1_1&gene=augustus_masked-NODE_11_length_385550_cov_34.4682_ID_21-processed-gene-0.94&CDS=1-1056
1575	OG0001575	YGR052W	augustus_masked-NODE_8_length_699131_cov_28.927_ID_15-processed-gene-4.140-mRNA-1_1&gene=augustus_masked-NODE_8_length_699131_cov_28.927_ID_15-processed-gene-4.140&CDS=1-1014
1576	OG0001576	YGR054W	augustus_masked-NODE_23_length_147361_cov_47.2581_ID_45-processed-gene-0.28-mRNA-1_1&gene=augustus_masked-NODE_23_length_147361_cov_47.2581_ID_45-processed-gene-0.28&CDS=1-1860
1577	OG0001577	YGR055W	augustus_masked-NODE_1_length_1500601_cov_22.1594_ID_1-processed-gene-1.137-mRNA-1_1&gene=augustus_masked-NODE_1_length_1500601_cov_22.1594_ID_1-processed-gene-1.137&CDS=1-1632
1578	OG0001578	YGR057C	snap_masked-NODE_6_length_737178_cov_21.3816_ID_11-processed-gene-2.116-mRNA-1_1&gene=snap_masked-NODE_6_length_737178_cov_21.3816_ID_11-processed-gene-2.116&CDS=1-441
1579	OG0001579	YGR058W	snap_masked-NODE_6_length_737178_cov_21.3816_ID_11-processed-gene-0.91-mRNA-1_1&gene=snap_masked-NODE_6_length_737178_cov_21.3816_ID_11-processed-gene-0.91&CDS=1-909
1580	OG0001580	YGR061C	augustus_masked-NODE_1_length_1500601_cov_22.1594_ID_1-processed-gene-1.144-mRNA-1_1&gene=augustus_masked-NODE_1_length_1500601_cov_22.1594_ID_1-processed-gene-1.144&CDS=1-4035
1581	OG0001581	YGR062C	augustus_masked-NODE_1_length_1500601_cov_22.1594_ID_1-processed-gene-1.124-mRNA-1_1&gene=augustus_masked-NODE_1_length_1500601_cov_22.1594_ID_1-processed-gene-1.124&CDS=1-939
1582	OG0001582	YGR063C	maker-NODE_1_length_1500601_cov_22.1594_ID_1-augustus-gene-1.56-mRNA-1_1&gene=maker-NODE_1_length_1500601_cov_22.1594_ID_1-augustus-gene-1.56&CDS=1-294
1583	OG0001583	YGR068C	augustus_masked-NODE_1_length_1500601_cov_22.1594_ID_1-processed-gene-5.57-mRNA-1_1&gene=augustus_masked-NODE_1_length_1500601_cov_22.1594_ID_1-processed-gene-5.57&CDS=1-2658
1584	OG0001584	YGR076C	augustus_masked-NODE_12_length_325957_cov_37.5909_ID_23-processed-gene-0.41-mRNA-1_1&gene=augustus_masked-NODE_12_length_325957_cov_37.5909_ID_23-processed-gene-0.41&CDS=1-525
1585	OG0001585	YGR077C	augustus_masked-NODE_8_length_699131_cov_28.927_ID_15-processed-gene-4.146-mRNA-1_1&gene=augustus_masked-NODE_8_length_699131_cov_28.927_ID_15-processed-gene-4.146&CDS=1-1938
1586	OG0001586	YGR078C	augustus_masked-NODE_8_length_699131_cov_28.927_ID_15-processed-gene-4.147-mRNA-1_1&gene=augustus_masked-NODE_8_length_699131_cov_28.927_ID_15-processed-gene-4.147&CDS=1-570
1587	OG0001587	YGR080W	augustus_masked-NODE_2_length_1027597_cov_21.5416_ID_3-processed-gene-7.79-mRNA-1_1&gene=augustus_masked-NODE_2_length_1027597_cov_21.5416_ID_3-processed-gene-7.79&CDS=1-954
1588	OG0001588	YGR081C	maker-NODE_2_length_1027597_cov_21.5416_ID_3-augustus-gene-6.156-mRNA-1_1&gene=maker-NODE_2_length_1027597_cov_21.5416_ID_3-augustus-gene-6.156&CDS=1-546
1589	OG0001589	YGR082W	augustus_masked-NODE_2_length_1027597_cov_21.5416_ID_3-processed-gene-6.59-mRNA-1_1&gene=augustus_masked-NODE_2_length_1027597_cov_21.5416_ID_3-processed-gene-6.59&CDS=1-525
1590	OG0001590	YGR083C	augustus_masked-NODE_21_length_220971_cov_41.4188_ID_41-processed-gene-0.88-mRNA-1_1&gene=augustus_masked-NODE_21_length_220971_cov_41.4188_ID_41-processed-gene-0.88&CDS=1-1425
1591	OG0001591	YGR084C	augustus_masked-NODE_21_length_220971_cov_41.4188_ID_41-processed-gene-0.87-mRNA-1_1&gene=augustus_masked-NODE_21_length_220971_cov_41.4188_ID_41-processed-gene-0.87&CDS=1-921
1592	OG0001592	YGR089W	augustus_masked-NODE_22_length_186515_cov_21.886_ID_43-processed-gene-0.255-mRNA-1_1&gene=augustus_masked-NODE_22_length_186515_cov_21.886_ID_43-processed-gene-0.255&CDS=1-1497
1593	OG0001593	YGR090W	maker-NODE_9_length_624420_cov_24.2558_ID_17-augustus-gene-1.50-mRNA-1_1&gene=maker-NODE_9_length_624420_cov_24.2558_ID_17-augustus-gene-1.50&CDS=1-6525
1594	OG0001594	YGR091W	augustus_masked-NODE_13_length_321718_cov_26.7698_ID_25-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-NODE_13_length_321718_cov_26.7698_ID_25-processed-gene-0.7&CDS=1-1335
1595	OG0001595	YGR093W	augustus_masked-NODE_13_length_321718_cov_26.7698_ID_25-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-NODE_13_length_321718_cov_26.7698_ID_25-processed-gene-0.4&CDS=1-1488
1596	OG0001596	YGR094W	augustus_masked-NODE_13_length_321718_cov_26.7698_ID_25-processed-gene-0.23-mRNA-1_1&gene=augustus_masked-NODE_13_length_321718_cov_26.7698_ID_25-processed-gene-0.23&CDS=1-3162
1597	OG0001597	YGR095C	augustus_masked-NODE_13_length_321718_cov_26.7698_ID_25-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-NODE_13_length_321718_cov_26.7698_ID_25-processed-gene-0.6&CDS=1-666
1598	OG0001598	YGR096W	maker-NODE_13_length_321718_cov_26.7698_ID_25-augustus-gene-0.83-mRNA-1_1&gene=maker-NODE_13_length_321718_cov_26.7698_ID_25-augustus-gene-0.83&CDS=1-885
1599	OG0001599	YGR098C	augustus_masked-NODE_7_length_704842_cov_29.3696_ID_13-processed-gene-5.79-mRNA-1_1&gene=augustus_masked-NODE_7_length_704842_cov_29.3696_ID_13-processed-gene-5.79&CDS=1-4965
1600	OG0001600	YGR099W	genemark-NODE_3_length_939491_cov_21.5647_ID_5-processed-gene-3.103-mRNA-1_1&gene=genemark-NODE_3_length_939491_cov_21.5647_ID_5-processed-gene-3.103&CDS=1-2001
1601	OG0001601	YGR100W	augustus_masked-NODE_3_length_939491_cov_21.5647_ID_5-processed-gene-3.62-mRNA-1_1&gene=augustus_masked-NODE_3_length_939491_cov_21.5647_ID_5-processed-gene-3.62&CDS=1-2787
1602	OG0001602	YGR101W	augustus_masked-NODE_15_length_311180_cov_37.0353_ID_29-processed-gene-1.28-mRNA-1_1&gene=augustus_masked-NODE_15_length_311180_cov_37.0353_ID_29-processed-gene-1.28&CDS=1-855
1603	OG0001603	YGR102C	augustus_masked-NODE_15_length_311180_cov_37.0353_ID_29-processed-gene-1.51-mRNA-1_1&gene=augustus_masked-NODE_15_length_311180_cov_37.0353_ID_29-processed-gene-1.51&CDS=1-483
1604	OG0001604	YGR103W	augustus_masked-NODE_15_length_311180_cov_37.0353_ID_29-processed-gene-1.29-mRNA-1_1&gene=augustus_masked-NODE_15_length_311180_cov_37.0353_ID_29-processed-gene-1.29&CDS=1-1809
1605	OG0001605	YGR104C	genemark-NODE_15_length_311180_cov_37.0353_ID_29-processed-gene-1.107-mRNA-1_1&gene=genemark-NODE_15_length_311180_cov_37.0353_ID_29-processed-gene-1.107&CDS=1-660
1606	OG0001606	YGR105W	maker-NODE_15_length_311180_cov_37.0353_ID_29-augustus-gene-1.114-mRNA-1_1&gene=maker-NODE_15_length_311180_cov_37.0353_ID_29-augustus-gene-1.114&CDS=1-234
1607	OG0001607	YGR106C	snap_masked-NODE_15_length_311180_cov_37.0353_ID_29-processed-gene-2.130-mRNA-1_1&gene=snap_masked-NODE_15_length_311180_cov_37.0353_ID_29-processed-gene-2.130&CDS=1-195
1608	OG0001608	YGR110W	augustus_masked-NODE_11_length_385550_cov_34.4682_ID_21-processed-gene-1.81-mRNA-1_1&gene=augustus_masked-NODE_11_length_385550_cov_34.4682_ID_21-processed-gene-1.81&CDS=1-1299
1609	OG0001609	YGR111W	augustus_masked-NODE_7_length_704842_cov_29.3696_ID_13-processed-gene-4.86-mRNA-1_1&gene=augustus_masked-NODE_7_length_704842_cov_29.3696_ID_13-processed-gene-4.86&CDS=1-1089
1610	OG0001610	YGR112W	augustus_masked-NODE_4_length_770689_cov_28.8974_ID_7-processed-gene-2.17-mRNA-1_1&gene=augustus_masked-NODE_4_length_770689_cov_28.8974_ID_7-processed-gene-2.17&CDS=1-1113
1611	OG0001611	YGR116W	maker-NODE_10_length_454652_cov_34.2411_ID_19-augustus-gene-2.67-mRNA-1_1&gene=maker-NODE_10_length_454652_cov_34.2411_ID_19-augustus-gene-2.67&CDS=1-4821
1612	OG0001612	YGR117C	snap_masked-NODE_1_length_1500601_cov_22.1594_ID_1-processed-gene-10.114-mRNA-1_1&gene=snap_masked-NODE_1_length_1500601_cov_22.1594_ID_1-processed-gene-10.114&CDS=1-1440
1613	OG0001613	YGR119C	augustus_masked-NODE_1_length_1500601_cov_22.1594_ID_1-processed-gene-10.51-mRNA-1_1&gene=augustus_masked-NODE_1_length_1500601_cov_22.1594_ID_1-processed-gene-10.51&CDS=1-1419
1614	OG0001614	YGR123C	augustus_masked-NODE_10_length_454652_cov_34.2411_ID_19-processed-gene-2.170-mRNA-1_1&gene=augustus_masked-NODE_10_length_454652_cov_34.2411_ID_19-processed-gene-2.170&CDS=1-1479
1615	OG0001615	YGR124W	augustus_masked-NODE_4_length_770689_cov_28.8974_ID_7-processed-gene-2.13-mRNA-1_1&gene=augustus_masked-NODE_4_length_770689_cov_28.8974_ID_7-processed-gene-2.13&CDS=1-1707
1616	OG0001616	YGR125W	maker-NODE_3_length_939491_cov_21.5647_ID_5-snap-gene-3.0-mRNA-1_1&gene=maker-NODE_3_length_939491_cov_21.5647_ID_5-snap-gene-3.0&CDS=1-5772
1617	OG0001617	YGR127W	augustus_masked-NODE_3_length_939491_cov_21.5647_ID_5-processed-gene-3.70-mRNA-1_1&gene=augustus_masked-NODE_3_length_939491_cov_21.5647_ID_5-processed-gene-3.70&CDS=1-915
1618	OG0001618	YGR128C	augustus_masked-NODE_10_length_454652_cov_34.2411_ID_19-processed-gene-3.159-mRNA-1_1&gene=augustus_masked-NODE_10_length_454652_cov_34.2411_ID_19-processed-gene-3.159&CDS=1-1710
1619	OG0001619	YGR132C	augustus_masked-NODE_5_length_745227_cov_21.5169_ID_9-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-NODE_5_length_745227_cov_21.5169_ID_9-processed-gene-0.10&CDS=1-843
1620	OG0001620	YGR134W	augustus_masked-NODE_5_length_745227_cov_21.5169_ID_9-processed-gene-0.27-mRNA-1_1&gene=augustus_masked-NODE_5_length_745227_cov_21.5169_ID_9-processed-gene-0.27&CDS=1-2607
1621	OG0001621	YGR135W	maker-NODE_7_length_704842_cov_29.3696_ID_13-augustus-gene-5.97-mRNA-1_1&gene=maker-NODE_7_length_704842_cov_29.3696_ID_13-augustus-gene-5.97&CDS=1-759
1622	OG0001622	YGR145W	augustus_masked-NODE_4_length_770689_cov_28.8974_ID_7-processed-gene-0.22-mRNA-1_1&gene=augustus_masked-NODE_4_length_770689_cov_28.8974_ID_7-processed-gene-0.22&CDS=1-2103
1623	OG0001623	YGR147C	augustus_masked-NODE_13_length_321718_cov_26.7698_ID_25-processed-gene-2.104-mRNA-1_1&gene=augustus_masked-NODE_13_length_321718_cov_26.7698_ID_25-processed-gene-2.104&CDS=1-738
1624	OG0001624	YGR148C	genemark-NODE_13_length_321718_cov_26.7698_ID_25-processed-gene-2.129-mRNA-1_1&gene=genemark-NODE_13_length_321718_cov_26.7698_ID_25-processed-gene-2.129&CDS=1-459
1625	OG0001625	YGR149W	augustus_masked-NODE_5_length_745227_cov_21.5169_ID_9-processed-gene-3.19-mRNA-1_1&gene=augustus_masked-NODE_5_length_745227_cov_21.5169_ID_9-processed-gene-3.19&CDS=1-1365
1626	OG0001626	YGR150C	genemark-NODE_1_length_1500601_cov_22.1594_ID_1-processed-gene-11.93-mRNA-1_1&gene=genemark-NODE_1_length_1500601_cov_22.1594_ID_1-processed-gene-11.93&CDS=1-2091
1627	OG0001627	YGR152C	maker-NODE_4_length_770689_cov_28.8974_ID_7-augustus-gene-2.96-mRNA-1_1&gene=maker-NODE_4_length_770689_cov_28.8974_ID_7-augustus-gene-2.96&CDS=1-1158
1628	OG0001628	YGR155W	augustus_masked-NODE_18_length_257630_cov_25.7881_ID_35-processed-gene-1.166-mRNA-1_1&gene=augustus_masked-NODE_18_length_257630_cov_25.7881_ID_35-processed-gene-1.166&CDS=1-1467
1629	OG0001629	YGR157W	augustus_masked-NODE_7_length_704842_cov_29.3696_ID_13-processed-gene-4.73-mRNA-1_1&gene=augustus_masked-NODE_7_length_704842_cov_29.3696_ID_13-processed-gene-4.73&CDS=1-2619
1630	OG0001630	YGR158C	augustus_masked-NODE_7_length_704842_cov_29.3696_ID_13-processed-gene-4.87-mRNA-1_1&gene=augustus_masked-NODE_7_length_704842_cov_29.3696_ID_13-processed-gene-4.87&CDS=1-708
1631	OG0001631	YGR159C	augustus_masked-NODE_7_length_704842_cov_29.3696_ID_13-processed-gene-4.71-mRNA-1_1&gene=augustus_masked-NODE_7_length_704842_cov_29.3696_ID_13-processed-gene-4.71&CDS=1-1320
1632	OG0001632	YGR161C	augustus_masked-NODE_4_length_770689_cov_28.8974_ID_7-processed-gene-4.165-mRNA-1_1&gene=augustus_masked-NODE_4_length_770689_cov_28.8974_ID_7-processed-gene-4.165&CDS=1-600
1633	OG0001633	YGR163W	augustus_masked-NODE_4_length_770689_cov_28.8974_ID_7-processed-gene-4.145-mRNA-1_1&gene=augustus_masked-NODE_4_length_770689_cov_28.8974_ID_7-processed-gene-4.145&CDS=1-987
1634	OG0001634	YGR165W	augustus_masked-NODE_5_length_745227_cov_21.5169_ID_9-processed-gene-5.82-mRNA-1_1&gene=augustus_masked-NODE_5_length_745227_cov_21.5169_ID_9-processed-gene-5.82&CDS=1-1017
1635	OG0001635	YGR167W	augustus_masked-NODE_5_length_745227_cov_21.5169_ID_9-processed-gene-5.68-mRNA-1_1&gene=augustus_masked-NODE_5_length_745227_cov_21.5169_ID_9-processed-gene-5.68&CDS=1-627
1636	OG0001636	YGR169C	augustus_masked-NODE_3_length_939491_cov_21.5647_ID_5-processed-gene-8.118-mRNA-1_1&gene=augustus_masked-NODE_3_length_939491_cov_21.5647_ID_5-processed-gene-8.118&CDS=1-1020
1637	OG0001637	YGR170W	genemark-NODE_10_length_454652_cov_34.2411_ID_19-processed-gene-3.101-mRNA-1_1&gene=genemark-NODE_10_length_454652_cov_34.2411_ID_19-processed-gene-3.101&CDS=1-2661
1638	OG0001638	YGR171C	maker-NODE_10_length_454652_cov_34.2411_ID_19-augustus-gene-3.86-mRNA-1_1&gene=maker-NODE_10_length_454652_cov_34.2411_ID_19-augustus-gene-3.86&CDS=1-1599
1639	OG0001639	YGR172C	snap_masked-NODE_2_length_1027597_cov_21.5416_ID_3-processed-gene-4.130-mRNA-1_1&gene=snap_masked-NODE_2_length_1027597_cov_21.5416_ID_3-processed-gene-4.130&CDS=1-729
1640	OG0001640	YGR173W	augustus_masked-NODE_8_length_699131_cov_28.927_ID_15-processed-gene-0.82-mRNA-1_1&gene=augustus_masked-NODE_8_length_699131_cov_28.927_ID_15-processed-gene-0.82&CDS=1-1104
1641	OG0001641	YGR175C	maker-NODE_16_length_279875_cov_21.5789_ID_31-augustus-gene-1.285-mRNA-1_1&gene=maker-NODE_16_length_279875_cov_21.5789_ID_31-augustus-gene-1.285&CDS=1-1935
1642	OG0001642	YGR178C	augustus_masked-NODE_30_length_41900_cov_31.1864_ID_59-processed-gene-0.30-mRNA-1_1&gene=augustus_masked-NODE_30_length_41900_cov_31.1864_ID_59-processed-gene-0.30&CDS=1-2403
1643	OG0001643	YGR183C	augustus_masked-NODE_21_length_220971_cov_41.4188_ID_41-processed-gene-0.97-mRNA-1_1&gene=augustus_masked-NODE_21_length_220971_cov_41.4188_ID_41-processed-gene-0.97&CDS=1-204
1644	OG0001644	YGR184C	augustus_masked-NODE_21_length_220971_cov_41.4188_ID_41-processed-gene-0.80-mRNA-1_1&gene=augustus_masked-NODE_21_length_220971_cov_41.4188_ID_41-processed-gene-0.80&CDS=1-5814
1645	OG0001645	YGR185C	augustus_masked-NODE_21_length_220971_cov_41.4188_ID_41-processed-gene-0.74-mRNA-1_1&gene=augustus_masked-NODE_21_length_220971_cov_41.4188_ID_41-processed-gene-0.74&CDS=1-1209
1646	OG0001646	YGR186W	augustus_masked-NODE_21_length_220971_cov_41.4188_ID_41-processed-gene-0.93-mRNA-1_1&gene=augustus_masked-NODE_21_length_220971_cov_41.4188_ID_41-processed-gene-0.93&CDS=1-1791
1647	OG0001647	YGR187C	augustus_masked-NODE_21_length_220971_cov_41.4188_ID_41-processed-gene-0.94-mRNA-1_1&gene=augustus_masked-NODE_21_length_220971_cov_41.4188_ID_41-processed-gene-0.94&CDS=1-1104
1648	OG0001648	YGR188C	augustus_masked-NODE_24_length_139511_cov_22.8943_ID_47-processed-gene-0.87-mRNA-1_1&gene=augustus_masked-NODE_24_length_139511_cov_22.8943_ID_47-processed-gene-0.87&CDS=1-2943
1649	OG0001649	YGR189C	maker-NODE_7_length_704842_cov_29.3696_ID_13-augustus-gene-6.187-mRNA-1_1&gene=maker-NODE_7_length_704842_cov_29.3696_ID_13-augustus-gene-6.187&CDS=1-1698
1650	OG0001650	YGR193C	snap_masked-NODE_25_length_135234_cov_23.6472_ID_49-processed-gene-0.47-mRNA-1_1&gene=snap_masked-NODE_25_length_135234_cov_23.6472_ID_49-processed-gene-0.47&CDS=1-1818
1651	OG0001651	YGR194C	augustus_masked-NODE_3_length_939491_cov_21.5647_ID_5-processed-gene-8.114-mRNA-1_1&gene=augustus_masked-NODE_3_length_939491_cov_21.5647_ID_5-processed-gene-8.114&CDS=1-1764
1652	OG0001652	YGR195W	augustus_masked-NODE_22_length_186515_cov_21.886_ID_43-processed-gene-0.217-mRNA-1_1&gene=augustus_masked-NODE_22_length_186515_cov_21.886_ID_43-processed-gene-0.217&CDS=1-567
1653	OG0001653	YGR198W	snap_masked-NODE_22_length_186515_cov_21.886_ID_43-processed-gene-0.81-mRNA-1_1&gene=snap_masked-NODE_22_length_186515_cov_21.886_ID_43-processed-gene-0.81&CDS=1-2448
1654	OG0001654	YGR200C	augustus_masked-NODE_5_length_745227_cov_21.5169_ID_9-processed-gene-5.66-mRNA-1_1&gene=augustus_masked-NODE_5_length_745227_cov_21.5169_ID_9-processed-gene-5.66&CDS=1-2352
1655	OG0001655	YGR202C	augustus_masked-NODE_9_length_624420_cov_24.2558_ID_17-processed-gene-0.47-mRNA-1_1&gene=augustus_masked-NODE_9_length_624420_cov_24.2558_ID_17-processed-gene-0.47&CDS=1-1296
1656	OG0001656	YGR205W	augustus_masked-NODE_5_length_745227_cov_21.5169_ID_9-processed-gene-3.33-mRNA-1_1&gene=augustus_masked-NODE_5_length_745227_cov_21.5169_ID_9-processed-gene-3.33&CDS=1-876
1657	OG0001657	YGR207C	augustus_masked-NODE_5_length_745227_cov_21.5169_ID_9-processed-gene-3.34-mRNA-1_1&gene=augustus_masked-NODE_5_length_745227_cov_21.5169_ID_9-processed-gene-3.34&CDS=1-777
1658	OG0001658	YGR208W	augustus_masked-NODE_5_length_745227_cov_21.5169_ID_9-processed-gene-3.36-mRNA-1_1&gene=augustus_masked-NODE_5_length_745227_cov_21.5169_ID_9-processed-gene-3.36&CDS=1-969
1659	OG0001659	YGR210C	snap_masked-NODE_8_length_699131_cov_28.927_ID_15-processed-gene-4.5-mRNA-1_1&gene=snap_masked-NODE_8_length_699131_cov_28.927_ID_15-processed-gene-4.5&CDS=1-1254
1660	OG0001660	YGR211W	augustus_masked-NODE_6_length_737178_cov_21.3816_ID_11-processed-gene-1.49-mRNA-1_1&gene=augustus_masked-NODE_6_length_737178_cov_21.3816_ID_11-processed-gene-1.49&CDS=1-1431
1661	OG0001661	YGR215W	augustus_masked-NODE_6_length_737178_cov_21.3816_ID_11-processed-gene-1.52-mRNA-1_1&gene=augustus_masked-NODE_6_length_737178_cov_21.3816_ID_11-processed-gene-1.52&CDS=1-318
1662	OG0001662	YGR216C	augustus_masked-NODE_6_length_737178_cov_21.3816_ID_11-processed-gene-1.50-mRNA-1_1&gene=augustus_masked-NODE_6_length_737178_cov_21.3816_ID_11-processed-gene-1.50&CDS=1-1764
1663	OG0001663	YGR218W	augustus_masked-NODE_4_length_770689_cov_28.8974_ID_7-processed-gene-4.126-mRNA-1_1&gene=augustus_masked-NODE_4_length_770689_cov_28.8974_ID_7-processed-gene-4.126&CDS=1-3240
1664	OG0001664	YGR220C	augustus_masked-NODE_4_length_770689_cov_28.8974_ID_7-processed-gene-4.149-mRNA-1_1&gene=augustus_masked-NODE_4_length_770689_cov_28.8974_ID_7-processed-gene-4.149&CDS=1-810
1665	OG0001665	YGR223C	augustus_masked-NODE_6_length_737178_cov_21.3816_ID_11-processed-gene-0.74-mRNA-1_1&gene=augustus_masked-NODE_6_length_737178_cov_21.3816_ID_11-processed-gene-0.74&CDS=1-1143
1666	OG0001666	YGR227W	augustus_masked-NODE_6_length_737178_cov_21.3816_ID_11-processed-gene-1.55-mRNA-1_1&gene=augustus_masked-NODE_6_length_737178_cov_21.3816_ID_11-processed-gene-1.55&CDS=1-1518
1667	OG0001667	YGR229C	augustus_masked-NODE_6_length_737178_cov_21.3816_ID_11-processed-gene-1.74-mRNA-1_1&gene=augustus_masked-NODE_6_length_737178_cov_21.3816_ID_11-processed-gene-1.74&CDS=1-1413
