	OrthologID	Lachancea_waltii	Saccharomyces_cerevisiae
2064	OG0002064	snap_masked-AADM01000144.1-processed-gene-0.38-mRNA-1_1&gene=snap_masked-AADM01000144.1-processed-gene-0.38&CDS=1-660	YLR052W
2065	OG0002065	snap_masked-AADM01000144.1-processed-gene-0.39-mRNA-1_1&gene=snap_masked-AADM01000144.1-processed-gene-0.39&CDS=1-1497	YFL022C
2066	OG0002066	snap_masked-AADM01000145.1-processed-gene-0.1-mRNA-1_1&gene=snap_masked-AADM01000145.1-processed-gene-0.1&CDS=1-2121	YLR054C
2067	OG0002067	augustus_masked-AADM01000147.1-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-AADM01000147.1-processed-gene-0.1&CDS=1-2502	YFL023W
2068	OG0002068	augustus_masked-AADM01000148.1-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-AADM01000148.1-processed-gene-0.1&CDS=1-591	YFL024C
2069	OG0002069	snap_masked-AADM01000150.1-processed-gene-0.2-mRNA-1_1&gene=snap_masked-AADM01000150.1-processed-gene-0.2&CDS=1-3099	YFL025C
2070	OG0002070	snap_masked-AADM01000151.1-processed-gene-0.0-mRNA-1_1&gene=snap_masked-AADM01000151.1-processed-gene-0.0&CDS=1-1299	YFL026W
2071	OG0002071	augustus_masked-AADM01000152.1-processed-gene-0.18-mRNA-1_1&gene=augustus_masked-AADM01000152.1-processed-gene-0.18&CDS=1-1659	YGR055W
2072	OG0002072	snap_masked-AADM01000152.1-processed-gene-0.33-mRNA-1_1&gene=snap_masked-AADM01000152.1-processed-gene-0.33&CDS=1-2640	YLR357W
2073	OG0002073	snap_masked-AADM01000152.1-processed-gene-0.34-mRNA-1_1&gene=snap_masked-AADM01000152.1-processed-gene-0.34&CDS=1-1446	YLR359W
2074	OG0002074	snap_masked-AADM01000152.1-processed-gene-0.43-mRNA-1_1&gene=snap_masked-AADM01000152.1-processed-gene-0.43&CDS=1-702	YGR057C
2075	OG0002075	snap_masked-AADM01000152.1-processed-gene-0.44-mRNA-1_1&gene=snap_masked-AADM01000152.1-processed-gene-0.44&CDS=1-1674	YFR037C
2076	OG0002076	augustus_masked-AADM01000152.1-processed-gene-0.21-mRNA-1_1&gene=augustus_masked-AADM01000152.1-processed-gene-0.21&CDS=1-3753	YFR038W
2077	OG0002077	snap_masked-AADM01000152.1-processed-gene-0.45-mRNA-1_1&gene=snap_masked-AADM01000152.1-processed-gene-0.45&CDS=1-444	YER044C
2078	OG0002078	maker-AADM01000152.1-augustus-gene-0.17-mRNA-1_1&gene=maker-AADM01000152.1-augustus-gene-0.17&CDS=1-1980	YIL035C
2079	OG0002079	snap_masked-AADM01000152.1-processed-gene-0.49-mRNA-1_1&gene=snap_masked-AADM01000152.1-processed-gene-0.49&CDS=1-1119	YIL036W
2080	OG0002080	snap_masked-AADM01000152.1-processed-gene-0.39-mRNA-1_1&gene=snap_masked-AADM01000152.1-processed-gene-0.39&CDS=1-729	YER046W
2081	OG0002081	snap_masked-AADM01000152.1-processed-gene-0.41-mRNA-1_1&gene=snap_masked-AADM01000152.1-processed-gene-0.41&CDS=1-2289	YIL038C
2082	OG0002082	snap_masked-AADM01000153.1-processed-gene-0.22-mRNA-1_1&gene=snap_masked-AADM01000153.1-processed-gene-0.22&CDS=1-1422	YIL039W
2083	OG0002083	snap_masked-AADM01000153.1-processed-gene-0.23-mRNA-1_1&gene=snap_masked-AADM01000153.1-processed-gene-0.23&CDS=1-1179	YER048C
2084	OG0002084	snap_masked-AADM01000153.1-processed-gene-0.24-mRNA-1_1&gene=snap_masked-AADM01000153.1-processed-gene-0.24&CDS=1-447	YIL040W
2085	OG0002085	snap_masked-AADM01000153.1-processed-gene-0.1-mRNA-1_1&gene=snap_masked-AADM01000153.1-processed-gene-0.1&CDS=1-297	YER048W-A
2086	OG0002086	snap_masked-AADM01000153.1-processed-gene-0.2-mRNA-1_1&gene=snap_masked-AADM01000153.1-processed-gene-0.2&CDS=1-1872	YER049W
2087	OG0002087	snap_masked-AADM01000153.1-processed-gene-0.25-mRNA-1_1&gene=snap_masked-AADM01000153.1-processed-gene-0.25&CDS=1-969	YIL041W
2088	OG0002088	snap_masked-AADM01000153.1-processed-gene-0.3-mRNA-1_1&gene=snap_masked-AADM01000153.1-processed-gene-0.3&CDS=1-1107	YIL042C
2089	OG0002089	snap_masked-AADM01000153.1-processed-gene-0.26-mRNA-1_1&gene=snap_masked-AADM01000153.1-processed-gene-0.26&CDS=1-510	YER050C
2090	OG0002090	snap_masked-AADM01000153.1-processed-gene-0.4-mRNA-1_1&gene=snap_masked-AADM01000153.1-processed-gene-0.4&CDS=1-1143	YER051W
2091	OG0002091	snap_masked-AADM01000153.1-processed-gene-0.5-mRNA-1_1&gene=snap_masked-AADM01000153.1-processed-gene-0.5&CDS=1-861	YIL043C
2092	OG0002092	snap_masked-AADM01000153.1-processed-gene-0.27-mRNA-1_1&gene=snap_masked-AADM01000153.1-processed-gene-0.27&CDS=1-1566	YER052C
2093	OG0002093	snap_masked-AADM01000153.1-processed-gene-0.6-mRNA-1_1&gene=snap_masked-AADM01000153.1-processed-gene-0.6&CDS=1-819	YIL044C
2094	OG0002094	snap_masked-AADM01000153.1-processed-gene-0.8-mRNA-1_1&gene=snap_masked-AADM01000153.1-processed-gene-0.8&CDS=1-1011	YHR034C
2095	OG0002095	snap_masked-AADM01000153.1-processed-gene-0.29-mRNA-1_1&gene=snap_masked-AADM01000153.1-processed-gene-0.29&CDS=1-1263	YDR300C
2096	OG0002096	snap_masked-AADM01000153.1-processed-gene-0.9-mRNA-1_1&gene=snap_masked-AADM01000153.1-processed-gene-0.9&CDS=1-3921	YDR301W
2097	OG0002097	snap_masked-AADM01000153.1-processed-gene-0.10-mRNA-1_1&gene=snap_masked-AADM01000153.1-processed-gene-0.10&CDS=1-654	YDR302W
2098	OG0002098	snap_masked-AADM01000153.1-processed-gene-0.31-mRNA-1_1&gene=snap_masked-AADM01000153.1-processed-gene-0.31&CDS=1-636	YDR304C
2099	OG0002099	snap_masked-AADM01000153.1-processed-gene-0.32-mRNA-1_1&gene=snap_masked-AADM01000153.1-processed-gene-0.32&CDS=1-771	YHR058C
2100	OG0002100	snap_masked-AADM01000153.1-processed-gene-0.12-mRNA-1_1&gene=snap_masked-AADM01000153.1-processed-gene-0.12&CDS=1-999	YJR095W
2101	OG0002101	snap_masked-AADM01000153.1-processed-gene-0.13-mRNA-1_1&gene=snap_masked-AADM01000153.1-processed-gene-0.13&CDS=1-858	YJR096W
2102	OG0002102	snap_masked-AADM01000153.1-processed-gene-0.34-mRNA-1_1&gene=snap_masked-AADM01000153.1-processed-gene-0.34&CDS=1-1503	YOR025W
2103	OG0002103	snap_masked-AADM01000153.1-processed-gene-0.35-mRNA-1_1&gene=snap_masked-AADM01000153.1-processed-gene-0.35&CDS=1-1794	YDR477W
2104	OG0002104	snap_masked-AADM01000153.1-processed-gene-0.15-mRNA-1_1&gene=snap_masked-AADM01000153.1-processed-gene-0.15&CDS=1-633	YDR476C
2105	OG0002105	snap_masked-AADM01000153.1-processed-gene-0.18-mRNA-1_1&gene=snap_masked-AADM01000153.1-processed-gene-0.18&CDS=1-1269	YDR473C
2106	OG0002106	snap_masked-AADM01000153.1-processed-gene-0.36-mRNA-1_1&gene=snap_masked-AADM01000153.1-processed-gene-0.36&CDS=1-315	YOR020C
2107	OG0002107	snap_masked-AADM01000153.1-processed-gene-0.19-mRNA-1_1&gene=snap_masked-AADM01000153.1-processed-gene-0.19&CDS=1-213	YOR020W-A
2108	OG0002108	snap_masked-AADM01000153.1-processed-gene-0.37-mRNA-1_1&gene=snap_masked-AADM01000153.1-processed-gene-0.37&CDS=1-636	YOR021C
2109	OG0002109	maker-AADM01000153.1-augustus-gene-0.82-mRNA-1_1&gene=maker-AADM01000153.1-augustus-gene-0.82&CDS=1-4041	YOR022C
2110	OG0002110	snap_masked-AADM01000153.1-processed-gene-0.41-mRNA-1_1&gene=snap_masked-AADM01000153.1-processed-gene-0.41&CDS=1-579	YDR472W
2111	OG0002111	augustus_masked-AADM01000154.1-processed-gene-0.27-mRNA-1_1&gene=augustus_masked-AADM01000154.1-processed-gene-0.27&CDS=1-642	YHR013C
2112	OG0002112	augustus_masked-AADM01000154.1-processed-gene-0.38-mRNA-1_1&gene=augustus_masked-AADM01000154.1-processed-gene-0.38&CDS=1-1878	YHR011W
2113	OG0002113	snap_masked-AADM01000154.1-processed-gene-0.2-mRNA-1_1&gene=snap_masked-AADM01000154.1-processed-gene-0.2&CDS=1-1416	YDR470C
2114	OG0002114	snap_masked-AADM01000154.1-processed-gene-0.15-mRNA-1_1&gene=snap_masked-AADM01000154.1-processed-gene-0.15&CDS=1-264	YDR469W
2115	OG0002115	snap_masked-AADM01000154.1-processed-gene-0.3-mRNA-1_1&gene=snap_masked-AADM01000154.1-processed-gene-0.3&CDS=1-738	YDR468C
2116	OG0002116	snap_masked-AADM01000154.1-processed-gene-0.4-mRNA-1_1&gene=snap_masked-AADM01000154.1-processed-gene-0.4&CDS=1-1479	YHR009C
2117	OG0002117	snap_masked-AADM01000154.1-processed-gene-0.16-mRNA-1_1&gene=snap_masked-AADM01000154.1-processed-gene-0.16&CDS=1-1863	YDR466W
2118	OG0002118	snap_masked-AADM01000154.1-processed-gene-0.5-mRNA-1_1&gene=snap_masked-AADM01000154.1-processed-gene-0.5&CDS=1-681	YHR008C
2119	OG0002119	snap_masked-AADM01000154.1-processed-gene-0.6-mRNA-1_1&gene=snap_masked-AADM01000154.1-processed-gene-0.6&CDS=1-1275	YDR465C
2120	OG0002120	snap_masked-AADM01000154.1-processed-gene-0.7-mRNA-1_1&gene=snap_masked-AADM01000154.1-processed-gene-0.7&CDS=1-1608	YHR007C
2121	OG0002121	snap_masked-AADM01000154.1-processed-gene-0.17-mRNA-1_1&gene=snap_masked-AADM01000154.1-processed-gene-0.17&CDS=1-4464	YDR464W
2122	OG0002122	snap_masked-AADM01000154.1-processed-gene-0.18-mRNA-1_1&gene=snap_masked-AADM01000154.1-processed-gene-0.18&CDS=1-1608	YDR463W
2123	OG0002123	genemark-AADM01000154.1-processed-gene-0.65-mRNA-1_1&gene=genemark-AADM01000154.1-processed-gene-0.65&CDS=1-1116	YML038C
2124	OG0002124	genemark-AADM01000154.1-processed-gene-0.66-mRNA-1_1&gene=genemark-AADM01000154.1-processed-gene-0.66&CDS=1-438	YDR462W
2125	OG0002125	snap_masked-AADM01000154.1-processed-gene-0.8-mRNA-1_1&gene=snap_masked-AADM01000154.1-processed-gene-0.8&CDS=1-207	YDR461C-A
2126	OG0002126	snap_masked-AADM01000154.1-processed-gene-0.21-mRNA-1_1&gene=snap_masked-AADM01000154.1-processed-gene-0.21&CDS=1-1272	YML037C
2127	OG0002127	snap_masked-AADM01000154.1-processed-gene-0.9-mRNA-1_1&gene=snap_masked-AADM01000154.1-processed-gene-0.9&CDS=1-531	YML036W
2128	OG0002128	snap_masked-AADM01000154.1-processed-gene-0.22-mRNA-1_1&gene=snap_masked-AADM01000154.1-processed-gene-0.22&CDS=1-984	YDR460W
2129	OG0002129	snap_masked-AADM01000154.1-processed-gene-0.10-mRNA-1_1&gene=snap_masked-AADM01000154.1-processed-gene-0.10&CDS=1-1068	YDR459C
2130	OG0002130	snap_masked-AADM01000154.1-processed-gene-0.23-mRNA-1_1&gene=snap_masked-AADM01000154.1-processed-gene-0.23&CDS=1-2313	YML035C
2131	OG0002131	augustus_masked-AADM01000154.1-processed-gene-0.37-mRNA-1_1&gene=augustus_masked-AADM01000154.1-processed-gene-0.37&CDS=1-2163	YML034W
2132	OG0002132	snap_masked-AADM01000155.1-processed-gene-0.14-mRNA-1_1&gene=snap_masked-AADM01000155.1-processed-gene-0.14&CDS=1-9687	YDR457W
2133	OG0002133	snap_masked-AADM01000155.1-processed-gene-0.15-mRNA-1_1&gene=snap_masked-AADM01000155.1-processed-gene-0.15&CDS=1-1398	YML032C
2134	OG0002134	snap_masked-AADM01000155.1-processed-gene-0.2-mRNA-1_1&gene=snap_masked-AADM01000155.1-processed-gene-0.2&CDS=1-1581	YML031W
2135	OG0002135	snap_masked-AADM01000155.1-processed-gene-0.16-mRNA-1_1&gene=snap_masked-AADM01000155.1-processed-gene-0.16&CDS=1-1836	YDR456W
2136	OG0002136	snap_masked-AADM01000155.1-processed-gene-0.3-mRNA-1_1&gene=snap_masked-AADM01000155.1-processed-gene-0.3&CDS=1-555	YDR454C
2137	OG0002137	snap_masked-AADM01000155.1-processed-gene-0.4-mRNA-1_1&gene=snap_masked-AADM01000155.1-processed-gene-0.4&CDS=1-480	YML030W
2138	OG0002138	snap_masked-AADM01000155.1-processed-gene-0.5-mRNA-1_1&gene=snap_masked-AADM01000155.1-processed-gene-0.5&CDS=1-2400	YML029W
2139	OG0002139	augustus_masked-AADM01000155.1-processed-gene-0.33-mRNA-1_1&gene=augustus_masked-AADM01000155.1-processed-gene-0.33&CDS=1-588	YML028W
2140	OG0002140	augustus_masked-AADM01000155.1-processed-gene-0.45-mRNA-1_1&gene=augustus_masked-AADM01000155.1-processed-gene-0.45&CDS=1-2007	YDR452W
2141	OG0002141	snap_masked-AADM01000155.1-processed-gene-0.6-mRNA-1_1&gene=snap_masked-AADM01000155.1-processed-gene-0.6&CDS=1-1110	YML027W
2142	OG0002142	snap_masked-AADM01000155.1-processed-gene-0.19-mRNA-1_1&gene=snap_masked-AADM01000155.1-processed-gene-0.19&CDS=1-780	YML025C
2143	OG0002143	snap_masked-AADM01000155.1-processed-gene-0.7-mRNA-1_1&gene=snap_masked-AADM01000155.1-processed-gene-0.7&CDS=1-1335	YDR449C
2144	OG0002144	genemark-AADM01000155.1-processed-gene-0.74-mRNA-1_1&gene=genemark-AADM01000155.1-processed-gene-0.74&CDS=1-1305	YDR448W
2145	OG0002145	snap_masked-AADM01000155.1-processed-gene-0.21-mRNA-1_1&gene=snap_masked-AADM01000155.1-processed-gene-0.21&CDS=1-852	YDR446W
2146	OG0002146	snap_masked-AADM01000155.1-processed-gene-0.22-mRNA-1_1&gene=snap_masked-AADM01000155.1-processed-gene-0.22&CDS=1-1869	YDR444W
2147	OG0002147	snap_masked-AADM01000155.1-processed-gene-0.10-mRNA-1_1&gene=snap_masked-AADM01000155.1-processed-gene-0.10&CDS=1-4074	YDR443C
2148	OG0002148	snap_masked-AADM01000155.1-processed-gene-0.23-mRNA-1_1&gene=snap_masked-AADM01000155.1-processed-gene-0.23&CDS=1-1623	YML023C
2149	OG0002149	snap_masked-AADM01000155.1-processed-gene-0.11-mRNA-1_1&gene=snap_masked-AADM01000155.1-processed-gene-0.11&CDS=1-558	YML022W
2150	OG0002150	snap_masked-AADM01000155.1-processed-gene-0.24-mRNA-1_1&gene=snap_masked-AADM01000155.1-processed-gene-0.24&CDS=1-1761	YDR440W
2151	OG0002151	snap_masked-AADM01000155.1-processed-gene-0.25-mRNA-1_1&gene=snap_masked-AADM01000155.1-processed-gene-0.25&CDS=1-1002	YML021C
2152	OG0002152	snap_masked-AADM01000155.1-processed-gene-0.12-mRNA-1_1&gene=snap_masked-AADM01000155.1-processed-gene-0.12&CDS=1-1875	YML020W
2153	OG0002153	snap_masked-AADM01000155.1-processed-gene-0.26-mRNA-1_1&gene=snap_masked-AADM01000155.1-processed-gene-0.26&CDS=1-732	YDR439W
2154	OG0002154	snap_masked-AADM01000155.1-processed-gene-0.13-mRNA-1_1&gene=snap_masked-AADM01000155.1-processed-gene-0.13&CDS=1-975	YML019W
2155	OG0002155	augustus_masked-AADM01000155.1-processed-gene-0.55-mRNA-1_1&gene=augustus_masked-AADM01000155.1-processed-gene-0.55&CDS=1-1212	YML018C
2156	OG0002156	snap_masked-AADM01000156.1-processed-gene-0.8-mRNA-1_1&gene=snap_masked-AADM01000156.1-processed-gene-0.8&CDS=1-1410	YML017W
2157	OG0002157	snap_masked-AADM01000156.1-processed-gene-0.12-mRNA-1_1&gene=snap_masked-AADM01000156.1-processed-gene-0.12&CDS=1-438	YDR437W
2158	OG0002158	snap_masked-AADM01000156.1-processed-gene-0.9-mRNA-1_1&gene=snap_masked-AADM01000156.1-processed-gene-0.9&CDS=1-870	YDR435C
2159	OG0002159	snap_masked-AADM01000156.1-processed-gene-0.14-mRNA-1_1&gene=snap_masked-AADM01000156.1-processed-gene-0.14&CDS=1-1083	YML015C
2160	OG0002160	snap_masked-AADM01000156.1-processed-gene-0.16-mRNA-1_1&gene=snap_masked-AADM01000156.1-processed-gene-0.16&CDS=1-1494	YDR434W
2161	OG0002161	snap_masked-AADM01000156.1-processed-gene-0.10-mRNA-1_1&gene=snap_masked-AADM01000156.1-processed-gene-0.10&CDS=1-828	YML014W
2162	OG0002162	snap_masked-AADM01000156.1-processed-gene-0.11-mRNA-1_1&gene=snap_masked-AADM01000156.1-processed-gene-0.11&CDS=1-963	YML013W
2163	OG0002163	snap_masked-AADM01000157.1-processed-gene-0.7-mRNA-1_1&gene=snap_masked-AADM01000157.1-processed-gene-0.7&CDS=1-1089	YDR432W
2164	OG0002164	snap_masked-AADM01000157.1-processed-gene-0.5-mRNA-1_1&gene=snap_masked-AADM01000157.1-processed-gene-0.5&CDS=1-2961	YDR430C
2165	OG0002165	snap_masked-AADM01000157.1-processed-gene-0.6-mRNA-1_1&gene=snap_masked-AADM01000157.1-processed-gene-0.6&CDS=1-627	YML012W
2166	OG0002166	snap_masked-AADM01000158.1-processed-gene-0.5-mRNA-1_1&gene=snap_masked-AADM01000158.1-processed-gene-0.5&CDS=1-267	YML011C
2167	OG0002167	snap_masked-AADM01000158.1-processed-gene-0.4-mRNA-1_1&gene=snap_masked-AADM01000158.1-processed-gene-0.4&CDS=1-1629	YML010W
2168	OG0002168	genemark-AADM01000160.1-processed-gene-0.10-mRNA-1_1&gene=genemark-AADM01000160.1-processed-gene-0.10&CDS=1-1821	YDR425W
2169	OG0002169	snap_masked-AADM01000160.1-processed-gene-0.6-mRNA-1_1&gene=snap_masked-AADM01000160.1-processed-gene-0.6&CDS=1-1116	YML008C
2170	OG0002170	snap_masked-AADM01000160.1-processed-gene-0.0-mRNA-1_1&gene=snap_masked-AADM01000160.1-processed-gene-0.0&CDS=1-1752	YML007W
2171	OG0002171	snap_masked-AADM01000161.1-processed-gene-0.25-mRNA-1_1&gene=snap_masked-AADM01000161.1-processed-gene-0.25&CDS=1-927	YDR422C
2172	OG0002172	snap_masked-AADM01000161.1-processed-gene-0.33-mRNA-1_1&gene=snap_masked-AADM01000161.1-processed-gene-0.33&CDS=1-1905	YML006C
2173	OG0002173	snap_masked-AADM01000161.1-processed-gene-0.35-mRNA-1_1&gene=snap_masked-AADM01000161.1-processed-gene-0.35&CDS=1-1410	YEL052W
2174	OG0002174	snap_masked-AADM01000161.1-processed-gene-0.26-mRNA-1_1&gene=snap_masked-AADM01000161.1-processed-gene-0.26&CDS=1-2289	YEL053C
2175	OG0002175	snap_masked-AADM01000161.1-processed-gene-0.29-mRNA-1_1&gene=snap_masked-AADM01000161.1-processed-gene-0.29&CDS=1-1875	YDR419W
2176	OG0002176	snap_masked-AADM01000161.1-processed-gene-0.36-mRNA-1_1&gene=snap_masked-AADM01000161.1-processed-gene-0.36&CDS=1-2427	YDR416W
2177	OG0002177	snap_masked-AADM01000161.1-processed-gene-0.30-mRNA-1_1&gene=snap_masked-AADM01000161.1-processed-gene-0.30&CDS=1-840	YEL051W
2178	OG0002178	snap_masked-AADM01000161.1-processed-gene-0.31-mRNA-1_1&gene=snap_masked-AADM01000161.1-processed-gene-0.31&CDS=1-1140	YDR415C
2179	OG0002179	snap_masked-AADM01000161.1-processed-gene-0.37-mRNA-1_1&gene=snap_masked-AADM01000161.1-processed-gene-0.37&CDS=1-1152	YEL050C
2180	OG0002180	augustus_masked-AADM01000162.1-processed-gene-0.35-mRNA-1_1&gene=augustus_masked-AADM01000162.1-processed-gene-0.35&CDS=1-1149	YDR414C
2181	OG0002181	snap_masked-AADM01000162.1-processed-gene-0.16-mRNA-1_1&gene=snap_masked-AADM01000162.1-processed-gene-0.16&CDS=1-690	YDR412W
2182	OG0002182	augustus_masked-AADM01000162.1-processed-gene-0.36-mRNA-1_1&gene=augustus_masked-AADM01000162.1-processed-gene-0.36&CDS=1-936	YDR411C
2183	OG0002183	augustus_masked-AADM01000162.1-processed-gene-0.37-mRNA-1_1&gene=augustus_masked-AADM01000162.1-processed-gene-0.37&CDS=1-1917	YML042W
2184	OG0002184	maker-AADM01000162.1-augustus-gene-0.63-mRNA-1_1&gene=maker-AADM01000162.1-augustus-gene-0.63&CDS=1-1524	YDR410C
2185	OG0002185	snap_masked-AADM01000162.1-processed-gene-0.17-mRNA-1_1&gene=snap_masked-AADM01000162.1-processed-gene-0.17&CDS=1-2604	YOR156C
2186	OG0002186	augustus_masked-AADM01000162.1-processed-gene-0.39-mRNA-1_1&gene=augustus_masked-AADM01000162.1-processed-gene-0.39&CDS=1-633	YDR408C
2187	OG0002187	snap_masked-AADM01000162.1-processed-gene-0.18-mRNA-1_1&gene=snap_masked-AADM01000162.1-processed-gene-0.18&CDS=1-789	YOR157C
2188	OG0002188	augustus_masked-AADM01000162.1-processed-gene-0.40-mRNA-1_1&gene=augustus_masked-AADM01000162.1-processed-gene-0.40&CDS=1-3663	YDR407C
2189	OG0002189	snap_masked-AADM01000162.1-processed-gene-0.7-mRNA-1_1&gene=snap_masked-AADM01000162.1-processed-gene-0.7&CDS=1-912	YOR158W
2190	OG0002190	snap_masked-AADM01000162.1-processed-gene-0.19-mRNA-1_1&gene=snap_masked-AADM01000162.1-processed-gene-0.19&CDS=1-282	YOR159C
2191	OG0002191	snap_masked-AADM01000162.1-processed-gene-0.8-mRNA-1_1&gene=snap_masked-AADM01000162.1-processed-gene-0.8&CDS=1-2898	YOR160W
2192	OG0002192	snap_masked-AADM01000162.1-processed-gene-0.20-mRNA-1_1&gene=snap_masked-AADM01000162.1-processed-gene-0.20&CDS=1-1611	YOR161C
2193	OG0002193	snap_masked-AADM01000162.1-processed-gene-0.9-mRNA-1_1&gene=snap_masked-AADM01000162.1-processed-gene-0.9&CDS=1-1299	YOR155C
2194	OG0002194	snap_masked-AADM01000162.1-processed-gene-0.21-mRNA-1_1&gene=snap_masked-AADM01000162.1-processed-gene-0.21&CDS=1-759	YDR405W
2195	OG0002195	snap_masked-AADM01000162.1-processed-gene-0.11-mRNA-1_1&gene=snap_masked-AADM01000162.1-processed-gene-0.11&CDS=1-3660	YOR151C
2196	OG0002196	snap_masked-AADM01000162.1-processed-gene-0.22-mRNA-1_1&gene=snap_masked-AADM01000162.1-processed-gene-0.22&CDS=1-480	YOR150W
2197	OG0002197	snap_masked-AADM01000162.1-processed-gene-0.12-mRNA-1_1&gene=snap_masked-AADM01000162.1-processed-gene-0.12&CDS=1-513	YDR404C
2198	OG0002198	snap_masked-AADM01000162.1-processed-gene-0.23-mRNA-1_1&gene=snap_masked-AADM01000162.1-processed-gene-0.23&CDS=1-1551	YDR403W
2199	OG0002199	snap_masked-AADM01000162.1-processed-gene-0.13-mRNA-1_1&gene=snap_masked-AADM01000162.1-processed-gene-0.13&CDS=1-1524	YDR402C
2200	OG0002200	augustus_masked-AADM01000162.1-processed-gene-0.57-mRNA-1_1&gene=augustus_masked-AADM01000162.1-processed-gene-0.57&CDS=1-1029	YDR400W
2201	OG0002201	snap_masked-AADM01000162.1-processed-gene-0.25-mRNA-1_1&gene=snap_masked-AADM01000162.1-processed-gene-0.25&CDS=1-1437	YKL221W
2202	OG0002202	snap_masked-AADM01000162.1-processed-gene-0.26-mRNA-1_1&gene=snap_masked-AADM01000162.1-processed-gene-0.26&CDS=1-642	YDR399W
2203	OG0002203	snap_masked-AADM01000162.1-processed-gene-0.27-mRNA-1_1&gene=snap_masked-AADM01000162.1-processed-gene-0.27&CDS=1-1872	YDR398W
2204	OG0002204	snap_masked-AADM01000162.1-processed-gene-0.14-mRNA-1_1&gene=snap_masked-AADM01000162.1-processed-gene-0.14&CDS=1-483	YDR397C
2205	OG0002205	maker-AADM01000162.1-augustus-gene-0.64-mRNA-1_1&gene=maker-AADM01000162.1-augustus-gene-0.64&CDS=1-2787	YDR395W
2206	OG0002206	snap_masked-AADM01000162.1-processed-gene-0.15-mRNA-1_1&gene=snap_masked-AADM01000162.1-processed-gene-0.15&CDS=1-1524	YOR149C
2207	OG0002207	maker-AADM01000163.1-augustus-gene-0.36-mRNA-1_1&gene=maker-AADM01000163.1-augustus-gene-0.36&CDS=1-1830	YDR394W
2208	OG0002208	snap_masked-AADM01000163.1-processed-gene-0.0-mRNA-1_1&gene=snap_masked-AADM01000163.1-processed-gene-0.0&CDS=1-642	YOR148C
2209	OG0002209	augustus_masked-AADM01000163.1-processed-gene-0.29-mRNA-1_1&gene=augustus_masked-AADM01000163.1-processed-gene-0.29&CDS=1-1704	YOR147W
2210	OG0002210	snap_masked-AADM01000163.1-processed-gene-0.12-mRNA-1_1&gene=snap_masked-AADM01000163.1-processed-gene-0.12&CDS=1-672	YER004W
2211	OG0002211	snap_masked-AADM01000163.1-processed-gene-0.1-mRNA-1_1&gene=snap_masked-AADM01000163.1-processed-gene-0.1&CDS=1-813	YOR145C
2212	OG0002212	snap_masked-AADM01000163.1-processed-gene-0.2-mRNA-1_1&gene=snap_masked-AADM01000163.1-processed-gene-0.2&CDS=1-2385	YOR144C
2213	OG0002213	snap_masked-AADM01000163.1-processed-gene-0.13-mRNA-1_1&gene=snap_masked-AADM01000163.1-processed-gene-0.13&CDS=1-990	YDR392W
2214	OG0002214	snap_masked-AADM01000163.1-processed-gene-0.3-mRNA-1_1&gene=snap_masked-AADM01000163.1-processed-gene-0.3&CDS=1-933	YOR143C
2215	OG0002215	snap_masked-AADM01000163.1-processed-gene-0.14-mRNA-1_1&gene=snap_masked-AADM01000163.1-processed-gene-0.14&CDS=1-978	YOR142W
2216	OG0002216	snap_masked-AADM01000163.1-processed-gene-0.4-mRNA-1_1&gene=snap_masked-AADM01000163.1-processed-gene-0.4&CDS=1-3315	YGR134W
2217	OG0002217	snap_masked-AADM01000163.1-processed-gene-0.15-mRNA-1_1&gene=snap_masked-AADM01000163.1-processed-gene-0.15&CDS=1-1329	YPR152C
2218	OG0002218	augustus_masked-AADM01000163.1-processed-gene-0.27-mRNA-1_1&gene=augustus_masked-AADM01000163.1-processed-gene-0.27&CDS=1-1755	YGR135W
2219	OG0002219	augustus_masked-AADM01000163.1-processed-gene-0.34-mRNA-1_1&gene=augustus_masked-AADM01000163.1-processed-gene-0.34&CDS=1-531	YPR155C
2220	OG0002220	augustus_masked-AADM01000164.1-processed-gene-0.79-mRNA-1_1&gene=augustus_masked-AADM01000164.1-processed-gene-0.79&CDS=1-2490	YGR140W
2221	OG0002221	snap_masked-AADM01000164.1-processed-gene-0.2-mRNA-1_1&gene=snap_masked-AADM01000164.1-processed-gene-0.2&CDS=1-1314	YGR141W
2222	OG0002222	augustus_masked-AADM01000164.1-processed-gene-0.81-mRNA-1_1&gene=augustus_masked-AADM01000164.1-processed-gene-0.81&CDS=1-1269	YGR142W
2223	OG0002223	snap_masked-AADM01000164.1-processed-gene-0.5-mRNA-1_1&gene=snap_masked-AADM01000164.1-processed-gene-0.5&CDS=1-2118	YPR159W
2224	OG0002224	snap_masked-AADM01000164.1-processed-gene-0.6-mRNA-1_1&gene=snap_masked-AADM01000164.1-processed-gene-0.6&CDS=1-3132	YGL201C
2225	OG0002225	snap_masked-AADM01000164.1-processed-gene-0.7-mRNA-1_1&gene=snap_masked-AADM01000164.1-processed-gene-0.7&CDS=1-2733	YPR160W
2226	OG0002226	snap_masked-AADM01000164.1-processed-gene-0.8-mRNA-1_1&gene=snap_masked-AADM01000164.1-processed-gene-0.8&CDS=1-1602	YKL217W
