	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034622_Pichia_occidentalis
1699	OG0001699	YIL020C	snap_masked-NODE_4_length_364426_cov_17.2751_ID_7-processed-gene-1.92-mRNA-1_1&gene=snap_masked-NODE_4_length_364426_cov_17.2751_ID_7-processed-gene-1.92&CDS=1-873
1700	OG0001700	YIL021W	snap_masked-NODE_4_length_364426_cov_17.2751_ID_7-processed-gene-1.95-mRNA-1_1&gene=snap_masked-NODE_4_length_364426_cov_17.2751_ID_7-processed-gene-1.95&CDS=1-1032
1701	OG0001701	YIL022W	augustus_masked-NODE_31_length_125139_cov_12.901_ID_61-processed-gene-0.83-mRNA-1_1&gene=augustus_masked-NODE_31_length_125139_cov_12.901_ID_61-processed-gene-0.83&CDS=1-1221
1702	OG0001702	YIL023C	snap_masked-NODE_7_length_298980_cov_13.174_ID_13-processed-gene-1.37-mRNA-1_1&gene=snap_masked-NODE_7_length_298980_cov_13.174_ID_13-processed-gene-1.37&CDS=1-1266
1703	OG0001703	YIL024C	snap_masked-NODE_49_length_86660_cov_15.4373_ID_97-processed-gene-0.9-mRNA-1_1&gene=snap_masked-NODE_49_length_86660_cov_15.4373_ID_97-processed-gene-0.9&CDS=1-828
1704	OG0001704	YIL026C	snap_masked-NODE_12_length_279119_cov_14.1565_ID_23-processed-gene-1.202-mRNA-1_1&gene=snap_masked-NODE_12_length_279119_cov_14.1565_ID_23-processed-gene-1.202&CDS=1-3633
1705	OG0001705	YIL030C	genemark-NODE_36_length_110931_cov_16.3616_ID_71-processed-gene-0.88-mRNA-1_1&gene=genemark-NODE_36_length_110931_cov_16.3616_ID_71-processed-gene-0.88&CDS=1-3783
1706	OG0001706	YIL031W	snap_masked-NODE_31_length_125139_cov_12.901_ID_61-processed-gene-0.172-mRNA-1_1&gene=snap_masked-NODE_31_length_125139_cov_12.901_ID_61-processed-gene-0.172&CDS=1-4881
1707	OG0001707	YIL033C	snap_masked-NODE_10_length_288871_cov_13.1341_ID_19-processed-gene-1.231-mRNA-1_1&gene=snap_masked-NODE_10_length_288871_cov_13.1341_ID_19-processed-gene-1.231&CDS=1-1125
1708	OG0001708	YIL039W	snap_masked-NODE_23_length_160100_cov_17.154_ID_45-processed-gene-0.156-mRNA-1_1&gene=snap_masked-NODE_23_length_160100_cov_17.154_ID_45-processed-gene-0.156&CDS=1-1446
1709	OG0001709	YIL041W	snap_masked-NODE_20_length_173296_cov_14.6245_ID_39-processed-gene-0.49-mRNA-1_1&gene=snap_masked-NODE_20_length_173296_cov_14.6245_ID_39-processed-gene-0.49&CDS=1-1074
1710	OG0001710	YIL042C	augustus_masked-NODE_8_length_292825_cov_17.2616_ID_15-processed-gene-1.111-mRNA-1_1&gene=augustus_masked-NODE_8_length_292825_cov_17.2616_ID_15-processed-gene-1.111&CDS=1-1227
1711	OG0001711	YIL043C	snap_masked-NODE_85_length_29872_cov_17.1972_ID_169-processed-gene-0.37-mRNA-1_1&gene=snap_masked-NODE_85_length_29872_cov_17.1972_ID_169-processed-gene-0.37&CDS=1-834
1712	OG0001712	YIL046W	snap_masked-NODE_17_length_177823_cov_14.5037_ID_33-processed-gene-0.197-mRNA-1_1&gene=snap_masked-NODE_17_length_177823_cov_14.5037_ID_33-processed-gene-0.197&CDS=1-2094
1713	OG0001713	YIL048W	maker-NODE_9_length_291294_cov_14.1555_ID_17-snap-gene-1.273-mRNA-1_1&gene=maker-NODE_9_length_291294_cov_14.1555_ID_17-snap-gene-1.273&CDS=1-4353
1714	OG0001714	YIL049W	genemark-NODE_60_length_59351_cov_13.2682_ID_119-processed-gene-0.5-mRNA-1_1&gene=genemark-NODE_60_length_59351_cov_13.2682_ID_119-processed-gene-0.5&CDS=1-783
1715	OG0001715	YIL061C	snap_masked-NODE_70_length_41823_cov_16.6496_ID_139-processed-gene-0.51-mRNA-1_1&gene=snap_masked-NODE_70_length_41823_cov_16.6496_ID_139-processed-gene-0.51&CDS=1-594
1716	OG0001716	YIL063C	snap_masked-NODE_10_length_288871_cov_13.1341_ID_19-processed-gene-1.251-mRNA-1_1&gene=snap_masked-NODE_10_length_288871_cov_13.1341_ID_19-processed-gene-1.251&CDS=1-1128
1717	OG0001717	YIL064W	snap_masked-NODE_10_length_288871_cov_13.1341_ID_19-processed-gene-1.202-mRNA-1_1&gene=snap_masked-NODE_10_length_288871_cov_13.1341_ID_19-processed-gene-1.202&CDS=1-690
1718	OG0001718	YIL065C	genemark-NODE_1_length_588352_cov_13.099_ID_1-processed-gene-4.106-mRNA-1_1&gene=genemark-NODE_1_length_588352_cov_13.099_ID_1-processed-gene-4.106&CDS=1-465
1719	OG0001719	YIL066C	maker-NODE_10_length_288871_cov_13.1341_ID_19-snap-gene-0.12-mRNA-1_1&gene=maker-NODE_10_length_288871_cov_13.1341_ID_19-snap-gene-0.12&CDS=1-3111
1720	OG0001720	YIL067C	snap_masked-NODE_12_length_279119_cov_14.1565_ID_23-processed-gene-1.194-mRNA-1_1&gene=snap_masked-NODE_12_length_279119_cov_14.1565_ID_23-processed-gene-1.194&CDS=1-2019
1721	OG0001721	YIL068C	snap_masked-NODE_4_length_364426_cov_17.2751_ID_7-processed-gene-2.197-mRNA-1_1&gene=snap_masked-NODE_4_length_364426_cov_17.2751_ID_7-processed-gene-2.197&CDS=1-2340
1722	OG0001722	YIL070C	maker-NODE_34_length_122449_cov_15.1049_ID_67-snap-gene-0.139-mRNA-1_1&gene=maker-NODE_34_length_122449_cov_15.1049_ID_67-snap-gene-0.139&CDS=1-984
1723	OG0001723	YIL072W	genemark-NODE_57_length_67361_cov_26.3817_ID_113-processed-gene-0.28-mRNA-1_1&gene=genemark-NODE_57_length_67361_cov_26.3817_ID_113-processed-gene-0.28&CDS=1-1593
1724	OG0001724	YIL075C	snap_masked-NODE_42_length_95905_cov_13.8637_ID_83-processed-gene-0.18-mRNA-1_1&gene=snap_masked-NODE_42_length_95905_cov_13.8637_ID_83-processed-gene-0.18&CDS=1-2853
1725	OG0001725	YIL078W	maker-NODE_49_length_86660_cov_15.4373_ID_97-augustus-gene-0.36-mRNA-1_1&gene=maker-NODE_49_length_86660_cov_15.4373_ID_97-augustus-gene-0.36&CDS=1-3444
1726	OG0001726	YIL083C	genemark-NODE_6_length_336941_cov_13.1986_ID_11-processed-gene-1.116-mRNA-1_1&gene=genemark-NODE_6_length_336941_cov_13.1986_ID_11-processed-gene-1.116&CDS=1-1050
1727	OG0001727	YIL084C	genemark-NODE_92_length_22376_cov_13.8607_ID_183-processed-gene-0.5-mRNA-1_1&gene=genemark-NODE_92_length_22376_cov_13.8607_ID_183-processed-gene-0.5&CDS=1-1533
1728	OG0001728	YIL087C	snap_masked-NODE_12_length_279119_cov_14.1565_ID_23-processed-gene-1.189-mRNA-1_1&gene=snap_masked-NODE_12_length_279119_cov_14.1565_ID_23-processed-gene-1.189&CDS=1-447
1729	OG0001729	YIL088C	genemark-NODE_7_length_298980_cov_13.174_ID_13-processed-gene-1.222-mRNA-1_1&gene=genemark-NODE_7_length_298980_cov_13.174_ID_13-processed-gene-1.222&CDS=1-1407
1730	OG0001730	YIL090W	snap_masked-NODE_12_length_279119_cov_14.1565_ID_23-processed-gene-1.190-mRNA-1_1&gene=snap_masked-NODE_12_length_279119_cov_14.1565_ID_23-processed-gene-1.190&CDS=1-1752
1731	OG0001731	YIL091C	snap_masked-NODE_12_length_279119_cov_14.1565_ID_23-processed-gene-1.229-mRNA-1_1&gene=snap_masked-NODE_12_length_279119_cov_14.1565_ID_23-processed-gene-1.229&CDS=1-2439
1732	OG0001732	YIL093C	snap_masked-NODE_19_length_174713_cov_14.3632_ID_37-processed-gene-0.23-mRNA-1_1&gene=snap_masked-NODE_19_length_174713_cov_14.3632_ID_37-processed-gene-0.23&CDS=1-798
1733	OG0001733	YIL094C	snap_masked-NODE_7_length_298980_cov_13.174_ID_13-processed-gene-1.40-mRNA-1_1&gene=snap_masked-NODE_7_length_298980_cov_13.174_ID_13-processed-gene-1.40&CDS=1-1119
1734	OG0001734	YIL096C	snap_masked-NODE_122_length_4929_cov_14.7028_ID_243-processed-gene-0.0-mRNA-1_1&gene=snap_masked-NODE_122_length_4929_cov_14.7028_ID_243-processed-gene-0.0&CDS=1-1104
1735	OG0001735	YIL097W	snap_masked-NODE_122_length_4929_cov_14.7028_ID_243-processed-gene-0.1-mRNA-1_1&gene=snap_masked-NODE_122_length_4929_cov_14.7028_ID_243-processed-gene-0.1&CDS=1-1503
1736	OG0001736	YIL098C	snap_masked-NODE_105_length_12804_cov_14.6273_ID_209-processed-gene-0.3-mRNA-1_1&gene=snap_masked-NODE_105_length_12804_cov_14.6273_ID_209-processed-gene-0.3&CDS=1-420
1737	OG0001737	YIL099W	genemark-NODE_9_length_291294_cov_14.1555_ID_17-processed-gene-0.57-mRNA-1_1&gene=genemark-NODE_9_length_291294_cov_14.1555_ID_17-processed-gene-0.57&CDS=1-1719
1738	OG0001738	YIL103W	genemark-NODE_27_length_148224_cov_15.9955_ID_53-processed-gene-0.231-mRNA-1_1&gene=genemark-NODE_27_length_148224_cov_15.9955_ID_53-processed-gene-0.231&CDS=1-1257
1739	OG0001739	YIL104C	genemark-NODE_27_length_148224_cov_15.9955_ID_53-processed-gene-0.197-mRNA-1_1&gene=genemark-NODE_27_length_148224_cov_15.9955_ID_53-processed-gene-0.197&CDS=1-1476
1740	OG0001740	YIL106W	snap_masked-NODE_69_length_42866_cov_14.0167_ID_137-processed-gene-0.15-mRNA-1_1&gene=snap_masked-NODE_69_length_42866_cov_14.0167_ID_137-processed-gene-0.15&CDS=1-756
1741	OG0001741	YIL108W	snap_masked-NODE_16_length_190544_cov_14.457_ID_31-processed-gene-0.163-mRNA-1_1&gene=snap_masked-NODE_16_length_190544_cov_14.457_ID_31-processed-gene-0.163&CDS=1-2028
1742	OG0001742	YIL110W	snap_masked-NODE_19_length_174713_cov_14.3632_ID_37-processed-gene-0.59-mRNA-1_1&gene=snap_masked-NODE_19_length_174713_cov_14.3632_ID_37-processed-gene-0.59&CDS=1-1089
1743	OG0001743	YIL118W	snap_masked-NODE_2_length_426856_cov_13.6764_ID_3-processed-gene-0.43-mRNA-1_1&gene=snap_masked-NODE_2_length_426856_cov_13.6764_ID_3-processed-gene-0.43&CDS=1-672
1744	OG0001744	YIL124W	snap_masked-NODE_66_length_46008_cov_17.6833_ID_131-processed-gene-0.5-mRNA-1_1&gene=snap_masked-NODE_66_length_46008_cov_17.6833_ID_131-processed-gene-0.5&CDS=1-873
1745	OG0001745	YIL125W	snap_masked-NODE_14_length_241051_cov_15.2247_ID_27-processed-gene-0.70-mRNA-1_1&gene=snap_masked-NODE_14_length_241051_cov_15.2247_ID_27-processed-gene-0.70&CDS=1-3021
1746	OG0001746	YIL128W	maker-NODE_8_length_292825_cov_17.2616_ID_15-snap-gene-1.103-mRNA-1_1&gene=maker-NODE_8_length_292825_cov_17.2616_ID_15-snap-gene-1.103&CDS=1-4050
1747	OG0001747	YIL129C	snap_masked-NODE_2_length_426856_cov_13.6764_ID_3-processed-gene-3.7-mRNA-1_1&gene=snap_masked-NODE_2_length_426856_cov_13.6764_ID_3-processed-gene-3.7&CDS=1-8013
1748	OG0001748	YIL130W	maker-NODE_19_length_174713_cov_14.3632_ID_37-snap-gene-0.89-mRNA-1_1&gene=maker-NODE_19_length_174713_cov_14.3632_ID_37-snap-gene-0.89&CDS=1-4155
1749	OG0001749	YIL131C	snap_masked-NODE_19_length_174713_cov_14.3632_ID_37-processed-gene-0.35-mRNA-1_1&gene=snap_masked-NODE_19_length_174713_cov_14.3632_ID_37-processed-gene-0.35&CDS=1-2010
1750	OG0001750	YIL134W	snap_masked-NODE_21_length_167276_cov_13.7398_ID_41-processed-gene-0.176-mRNA-1_1&gene=snap_masked-NODE_21_length_167276_cov_13.7398_ID_41-processed-gene-0.176&CDS=1-945
1751	OG0001751	YIL137C	snap_masked-NODE_46_length_93283_cov_13.2941_ID_91-processed-gene-0.10-mRNA-1_1&gene=snap_masked-NODE_46_length_93283_cov_13.2941_ID_91-processed-gene-0.10&CDS=1-2748
1752	OG0001752	YIL140W	snap_masked-NODE_45_length_93823_cov_19.417_ID_89-processed-gene-0.32-mRNA-1_1&gene=snap_masked-NODE_45_length_93823_cov_19.417_ID_89-processed-gene-0.32&CDS=1-2403
1753	OG0001753	YIL142W	snap_masked-NODE_34_length_122449_cov_15.1049_ID_67-processed-gene-0.114-mRNA-1_1&gene=snap_masked-NODE_34_length_122449_cov_15.1049_ID_67-processed-gene-0.114&CDS=1-1578
1754	OG0001754	YIL143C	snap_masked-NODE_50_length_86358_cov_14.1155_ID_99-processed-gene-0.88-mRNA-1_1&gene=snap_masked-NODE_50_length_86358_cov_14.1155_ID_99-processed-gene-0.88&CDS=1-2538
1755	OG0001755	YIL144W	snap_masked-NODE_50_length_86358_cov_14.1155_ID_99-processed-gene-0.72-mRNA-1_1&gene=snap_masked-NODE_50_length_86358_cov_14.1155_ID_99-processed-gene-0.72&CDS=1-2319
1756	OG0001756	YIL145C	genemark-NODE_30_length_127291_cov_23.3968_ID_59-processed-gene-0.52-mRNA-1_1&gene=genemark-NODE_30_length_127291_cov_23.3968_ID_59-processed-gene-0.52&CDS=1-942
1757	OG0001757	YIL147C	augustus_masked-NODE_5_length_351971_cov_13.5911_ID_9-processed-gene-2.143-mRNA-1_1&gene=augustus_masked-NODE_5_length_351971_cov_13.5911_ID_9-processed-gene-2.143&CDS=1-3552
1758	OG0001758	YIL150C	genemark-NODE_5_length_351971_cov_13.5911_ID_9-processed-gene-2.173-mRNA-1_1&gene=genemark-NODE_5_length_351971_cov_13.5911_ID_9-processed-gene-2.173&CDS=1-1863
1759	OG0001759	YIL153W	snap_masked-NODE_84_length_30007_cov_20.0141_ID_167-processed-gene-0.5-mRNA-1_1&gene=snap_masked-NODE_84_length_30007_cov_20.0141_ID_167-processed-gene-0.5&CDS=1-1464
1760	OG0001760	YIL156W-B	snap_masked-NODE_33_length_122929_cov_14.7081_ID_65-processed-gene-0.15-mRNA-1_1&gene=snap_masked-NODE_33_length_122929_cov_14.7081_ID_65-processed-gene-0.15&CDS=1-222
1761	OG0001761	YIL157C	snap_masked-NODE_40_length_98049_cov_14.4109_ID_79-processed-gene-0.114-mRNA-1_1&gene=snap_masked-NODE_40_length_98049_cov_14.4109_ID_79-processed-gene-0.114&CDS=1-612
1762	OG0001762	YIL166C	snap_masked-NODE_69_length_42866_cov_14.0167_ID_137-processed-gene-0.20-mRNA-1_1&gene=snap_masked-NODE_69_length_42866_cov_14.0167_ID_137-processed-gene-0.20&CDS=1-1653
1763	OG0001763	YIR001C	snap_masked-NODE_29_length_136136_cov_17.0007_ID_57-processed-gene-0.184-mRNA-1_1&gene=snap_masked-NODE_29_length_136136_cov_17.0007_ID_57-processed-gene-0.184&CDS=1-657
1764	OG0001764	YIR004W	snap_masked-NODE_9_length_291294_cov_14.1555_ID_17-processed-gene-0.75-mRNA-1_1&gene=snap_masked-NODE_9_length_291294_cov_14.1555_ID_17-processed-gene-0.75&CDS=1-1428
1765	OG0001765	YIR005W	snap_masked-NODE_8_length_292825_cov_17.2616_ID_15-processed-gene-1.42-mRNA-1_1&gene=snap_masked-NODE_8_length_292825_cov_17.2616_ID_15-processed-gene-1.42&CDS=1-435
1766	OG0001766	YIR006C	snap_masked-NODE_1_length_588352_cov_13.099_ID_1-processed-gene-3.18-mRNA-1_1&gene=snap_masked-NODE_1_length_588352_cov_13.099_ID_1-processed-gene-3.18&CDS=1-4533
1767	OG0001767	YIR007W	genemark-NODE_31_length_125139_cov_12.901_ID_61-processed-gene-0.46-mRNA-1_1&gene=genemark-NODE_31_length_125139_cov_12.901_ID_61-processed-gene-0.46&CDS=1-2370
1768	OG0001768	YIR008C	snap_masked-NODE_69_length_42866_cov_14.0167_ID_137-processed-gene-0.10-mRNA-1_1&gene=snap_masked-NODE_69_length_42866_cov_14.0167_ID_137-processed-gene-0.10&CDS=1-1239
1769	OG0001769	YIR009W	snap_masked-NODE_6_length_336941_cov_13.1986_ID_11-processed-gene-1.30-mRNA-1_1&gene=snap_masked-NODE_6_length_336941_cov_13.1986_ID_11-processed-gene-1.30&CDS=1-411
1770	OG0001770	YIR011C	genemark-NODE_11_length_281462_cov_14.3937_ID_21-processed-gene-1.112-mRNA-1_1&gene=genemark-NODE_11_length_281462_cov_14.3937_ID_21-processed-gene-1.112&CDS=1-942
1771	OG0001771	YIR012W	snap_masked-NODE_10_length_288871_cov_13.1341_ID_19-processed-gene-0.133-mRNA-1_1&gene=snap_masked-NODE_10_length_288871_cov_13.1341_ID_19-processed-gene-0.133&CDS=1-1284
1772	OG0001772	YIR015W	snap_masked-NODE_3_length_408721_cov_12.9935_ID_5-processed-gene-3.120-mRNA-1_1&gene=snap_masked-NODE_3_length_408721_cov_12.9935_ID_5-processed-gene-3.120&CDS=1-633
1773	OG0001773	YIR022W	snap_masked-NODE_31_length_125139_cov_12.901_ID_61-processed-gene-0.127-mRNA-1_1&gene=snap_masked-NODE_31_length_125139_cov_12.901_ID_61-processed-gene-0.127&CDS=1-528
1774	OG0001774	YIR023W	snap_masked-NODE_12_length_279119_cov_14.1565_ID_23-processed-gene-1.168-mRNA-1_1&gene=snap_masked-NODE_12_length_279119_cov_14.1565_ID_23-processed-gene-1.168&CDS=1-4626
1775	OG0001775	YIR026C	genemark-NODE_54_length_70433_cov_14.1979_ID_107-processed-gene-0.19-mRNA-1_1&gene=genemark-NODE_54_length_70433_cov_14.1979_ID_107-processed-gene-0.19&CDS=1-1086
1776	OG0001776	YIR027C	augustus_masked-NODE_35_length_116319_cov_14.0214_ID_69-processed-gene-0.48-mRNA-1_1&gene=augustus_masked-NODE_35_length_116319_cov_14.0214_ID_69-processed-gene-0.48&CDS=1-1629
1777	OG0001777	YIR029W	maker-NODE_13_length_248499_cov_14.793_ID_25-snap-gene-1.212-mRNA-1_1&gene=maker-NODE_13_length_248499_cov_14.793_ID_25-snap-gene-1.212&CDS=1-2061
1778	OG0001778	YIR030C	maker-NODE_8_length_292825_cov_17.2616_ID_15-augustus-gene-1.101-mRNA-1_1&gene=maker-NODE_8_length_292825_cov_17.2616_ID_15-augustus-gene-1.101&CDS=1-2151
1779	OG0001779	YIR034C	genemark-NODE_64_length_46996_cov_12.8187_ID_127-processed-gene-0.41-mRNA-1_1&gene=genemark-NODE_64_length_46996_cov_12.8187_ID_127-processed-gene-0.41&CDS=1-1122
1780	OG0001780	YJL001W	snap_masked-NODE_11_length_281462_cov_14.3937_ID_21-processed-gene-1.46-mRNA-1_1&gene=snap_masked-NODE_11_length_281462_cov_14.3937_ID_21-processed-gene-1.46&CDS=1-648
1781	OG0001781	YJL002C	snap_masked-NODE_11_length_281462_cov_14.3937_ID_21-processed-gene-1.29-mRNA-1_1&gene=snap_masked-NODE_11_length_281462_cov_14.3937_ID_21-processed-gene-1.29&CDS=1-1473
1782	OG0001782	YJL004C	genemark-NODE_78_length_37282_cov_13.3296_ID_155-processed-gene-0.30-mRNA-1_1&gene=genemark-NODE_78_length_37282_cov_13.3296_ID_155-processed-gene-0.30&CDS=1-513
1783	OG0001783	YJL005W	augustus_masked-NODE_75_length_38447_cov_13.2427_ID_149-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-NODE_75_length_38447_cov_13.2427_ID_149-processed-gene-0.11&CDS=1-5682
1784	OG0001784	YJL006C	genemark-NODE_74_length_38753_cov_12.7262_ID_147-processed-gene-0.18-mRNA-1_1&gene=genemark-NODE_74_length_38753_cov_12.7262_ID_147-processed-gene-0.18&CDS=1-1062
1785	OG0001785	YJL008C	snap_masked-NODE_3_length_408721_cov_12.9935_ID_5-processed-gene-1.7-mRNA-1_1&gene=snap_masked-NODE_3_length_408721_cov_12.9935_ID_5-processed-gene-1.7&CDS=1-1665
1786	OG0001786	YJL010C	snap_masked-NODE_6_length_336941_cov_13.1986_ID_11-processed-gene-2.33-mRNA-1_1&gene=snap_masked-NODE_6_length_336941_cov_13.1986_ID_11-processed-gene-2.33&CDS=1-2058
1787	OG0001787	YJL011C	snap_masked-NODE_12_length_279119_cov_14.1565_ID_23-processed-gene-0.96-mRNA-1_1&gene=snap_masked-NODE_12_length_279119_cov_14.1565_ID_23-processed-gene-0.96&CDS=1-591
1788	OG0001788	YJL012C	snap_masked-NODE_67_length_45153_cov_17.7061_ID_133-processed-gene-0.7-mRNA-1_1&gene=snap_masked-NODE_67_length_45153_cov_17.7061_ID_133-processed-gene-0.7&CDS=1-2094
1789	OG0001789	YJL014W	snap_masked-NODE_80_length_34662_cov_16.1382_ID_159-processed-gene-0.33-mRNA-1_1&gene=snap_masked-NODE_80_length_34662_cov_16.1382_ID_159-processed-gene-0.33&CDS=1-1584
1790	OG0001790	YJL020C	snap_masked-NODE_23_length_160100_cov_17.154_ID_45-processed-gene-0.166-mRNA-1_1&gene=snap_masked-NODE_23_length_160100_cov_17.154_ID_45-processed-gene-0.166&CDS=1-2982
1791	OG0001791	YJL024C	augustus_masked-NODE_88_length_27557_cov_15.0037_ID_175-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-NODE_88_length_27557_cov_15.0037_ID_175-processed-gene-0.0&CDS=1-567
1792	OG0001792	YJL025W	snap_masked-NODE_45_length_93823_cov_19.417_ID_89-processed-gene-0.23-mRNA-1_1&gene=snap_masked-NODE_45_length_93823_cov_19.417_ID_89-processed-gene-0.23&CDS=1-1491
1793	OG0001793	YJL026W	snap_masked-NODE_6_length_336941_cov_13.1986_ID_11-processed-gene-1.46-mRNA-1_1&gene=snap_masked-NODE_6_length_336941_cov_13.1986_ID_11-processed-gene-1.46&CDS=1-1206
1794	OG0001794	YJL029C	snap_masked-NODE_3_length_408721_cov_12.9935_ID_5-processed-gene-1.5-mRNA-1_1&gene=snap_masked-NODE_3_length_408721_cov_12.9935_ID_5-processed-gene-1.5&CDS=1-2730
1795	OG0001795	YJL030W	genemark-NODE_74_length_38753_cov_12.7262_ID_147-processed-gene-0.19-mRNA-1_1&gene=genemark-NODE_74_length_38753_cov_12.7262_ID_147-processed-gene-0.19&CDS=1-666
1796	OG0001796	YJL031C	augustus_masked-NODE_74_length_38753_cov_12.7262_ID_147-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-NODE_74_length_38753_cov_12.7262_ID_147-processed-gene-0.10&CDS=1-1119
1797	OG0001797	YJL033W	maker-NODE_12_length_279119_cov_14.1565_ID_23-augustus-gene-1.259-mRNA-1_1&gene=maker-NODE_12_length_279119_cov_14.1565_ID_23-augustus-gene-1.259&CDS=1-8370
1798	OG0001798	YJL034W	snap_masked-NODE_8_length_292825_cov_17.2616_ID_15-processed-gene-1.96-mRNA-1_1&gene=snap_masked-NODE_8_length_292825_cov_17.2616_ID_15-processed-gene-1.96&CDS=1-2013
1799	OG0001799	YJL035C	snap_masked-NODE_32_length_125017_cov_20.7924_ID_63-processed-gene-0.18-mRNA-1_1&gene=snap_masked-NODE_32_length_125017_cov_20.7924_ID_63-processed-gene-0.18&CDS=1-717
1800	OG0001800	YJL036W	snap_masked-NODE_32_length_125017_cov_20.7924_ID_63-processed-gene-0.42-mRNA-1_1&gene=snap_masked-NODE_32_length_125017_cov_20.7924_ID_63-processed-gene-0.42&CDS=1-2058
1801	OG0001801	YJL039C	snap_masked-NODE_84_length_30007_cov_20.0141_ID_167-processed-gene-0.7-mRNA-1_1&gene=snap_masked-NODE_84_length_30007_cov_20.0141_ID_167-processed-gene-0.7&CDS=1-5319
1802	OG0001802	YJL041W	genemark-NODE_92_length_22376_cov_13.8607_ID_183-processed-gene-0.6-mRNA-1_1&gene=genemark-NODE_92_length_22376_cov_13.8607_ID_183-processed-gene-0.6&CDS=1-1986
1803	OG0001803	YJL042W	snap_masked-NODE_20_length_173296_cov_14.6245_ID_39-processed-gene-0.15-mRNA-1_1&gene=snap_masked-NODE_20_length_173296_cov_14.6245_ID_39-processed-gene-0.15&CDS=1-3855
1804	OG0001804	YJL046W	genemark-NODE_3_length_408721_cov_12.9935_ID_5-processed-gene-1.90-mRNA-1_1&gene=genemark-NODE_3_length_408721_cov_12.9935_ID_5-processed-gene-1.90&CDS=1-1752
1805	OG0001805	YJL049W	snap_masked-NODE_44_length_94838_cov_14.304_ID_87-processed-gene-0.127-mRNA-1_1&gene=snap_masked-NODE_44_length_94838_cov_14.304_ID_87-processed-gene-0.127&CDS=1-1287
1806	OG0001806	YJL050W	augustus_masked-NODE_44_length_94838_cov_14.304_ID_87-processed-gene-0.76-mRNA-1_1&gene=augustus_masked-NODE_44_length_94838_cov_14.304_ID_87-processed-gene-0.76&CDS=1-5244
1807	OG0001807	YJL053W	snap_masked-NODE_73_length_39020_cov_12.5932_ID_145-processed-gene-0.0-mRNA-1_1&gene=snap_masked-NODE_73_length_39020_cov_12.5932_ID_145-processed-gene-0.0&CDS=1-1005
1808	OG0001808	YJL054W	maker-NODE_13_length_248499_cov_14.793_ID_25-snap-gene-1.217-mRNA-1_1&gene=maker-NODE_13_length_248499_cov_14.793_ID_25-snap-gene-1.217&CDS=1-2151
1809	OG0001809	YJL055W	snap_masked-NODE_12_length_279119_cov_14.1565_ID_23-processed-gene-1.213-mRNA-1_1&gene=snap_masked-NODE_12_length_279119_cov_14.1565_ID_23-processed-gene-1.213&CDS=1-675
1810	OG0001810	YJL057C	snap_masked-NODE_6_length_336941_cov_13.1986_ID_11-processed-gene-2.49-mRNA-1_1&gene=snap_masked-NODE_6_length_336941_cov_13.1986_ID_11-processed-gene-2.49&CDS=1-2097
1811	OG0001811	YJL059W	snap_masked-NODE_9_length_291294_cov_14.1555_ID_17-processed-gene-1.230-mRNA-1_1&gene=snap_masked-NODE_9_length_291294_cov_14.1555_ID_17-processed-gene-1.230&CDS=1-1332
1812	OG0001812	YJL060W	snap_masked-NODE_27_length_148224_cov_15.9955_ID_53-processed-gene-0.54-mRNA-1_1&gene=snap_masked-NODE_27_length_148224_cov_15.9955_ID_53-processed-gene-0.54&CDS=1-1272
1813	OG0001813	YJL062W	genemark-NODE_40_length_98049_cov_14.4109_ID_79-processed-gene-0.23-mRNA-1_1&gene=genemark-NODE_40_length_98049_cov_14.4109_ID_79-processed-gene-0.23&CDS=1-2550
1814	OG0001814	YJL062W-A	snap_masked-NODE_66_length_46008_cov_17.6833_ID_131-processed-gene-0.24-mRNA-1_1&gene=snap_masked-NODE_66_length_46008_cov_17.6833_ID_131-processed-gene-0.24&CDS=1-282
1815	OG0001815	YJL063C	snap_masked-NODE_2_length_426856_cov_13.6764_ID_3-processed-gene-0.6-mRNA-1_1&gene=snap_masked-NODE_2_length_426856_cov_13.6764_ID_3-processed-gene-0.6&CDS=1-636
1816	OG0001816	YJL068C	snap_masked-NODE_39_length_100661_cov_14.0318_ID_77-processed-gene-0.3-mRNA-1_1&gene=snap_masked-NODE_39_length_100661_cov_14.0318_ID_77-processed-gene-0.3&CDS=1-882
1817	OG0001817	YJL069C	snap_masked-NODE_66_length_46008_cov_17.6833_ID_131-processed-gene-0.14-mRNA-1_1&gene=snap_masked-NODE_66_length_46008_cov_17.6833_ID_131-processed-gene-0.14&CDS=1-1767
1818	OG0001818	YJL071W	snap_masked-NODE_14_length_241051_cov_15.2247_ID_27-processed-gene-1.18-mRNA-1_1&gene=snap_masked-NODE_14_length_241051_cov_15.2247_ID_27-processed-gene-1.18&CDS=1-1863
1819	OG0001819	YJL072C	snap_masked-NODE_17_length_177823_cov_14.5037_ID_33-processed-gene-0.192-mRNA-1_1&gene=snap_masked-NODE_17_length_177823_cov_14.5037_ID_33-processed-gene-0.192&CDS=1-831
1820	OG0001820	YJL074C	maker-NODE_11_length_281462_cov_14.3937_ID_21-augustus-gene-1.90-mRNA-1_1&gene=maker-NODE_11_length_281462_cov_14.3937_ID_21-augustus-gene-1.90&CDS=1-4860
