	OrthologID	Metschnikowia_matae_maris	Saccharomyces_cerevisiae
1532	OG0001532	snap_masked-mar-_s233-processed-gene-0.36-mRNA-1_1&gene=snap_masked-mar-_s233-processed-gene-0.36&CDS=1-828	YFR052W
1533	OG0001533	snap_masked-mar-_s233-processed-gene-0.31-mRNA-1_1&gene=snap_masked-mar-_s233-processed-gene-0.31&CDS=1-1713	YGR124W
1534	OG0001534	snap_masked-mar-_s234-processed-gene-0.11-mRNA-1_1&gene=snap_masked-mar-_s234-processed-gene-0.11&CDS=1-1329	YMR208W
1535	OG0001535	snap_masked-mar-_s234-processed-gene-0.19-mRNA-1_1&gene=snap_masked-mar-_s234-processed-gene-0.19&CDS=1-984	YOR271C
1536	OG0001536	snap_masked-mar-_s234-processed-gene-0.21-mRNA-1_1&gene=snap_masked-mar-_s234-processed-gene-0.21&CDS=1-1587	YMR217W
1537	OG0001537	snap_masked-mar-_s234-processed-gene-0.14-mRNA-1_1&gene=snap_masked-mar-_s234-processed-gene-0.14&CDS=1-1353	YOR272W
1538	OG0001538	augustus_masked-mar-_s234-processed-gene-0.31-mRNA-1_1&gene=augustus_masked-mar-_s234-processed-gene-0.31&CDS=1-1590	YMR209C
1539	OG0001539	snap_masked-mar-_s234-processed-gene-0.15-mRNA-1_1&gene=snap_masked-mar-_s234-processed-gene-0.15&CDS=1-855	YKL019W
1540	OG0001540	genemark-mar-_s236-processed-gene-0.2-mRNA-1_1&gene=genemark-mar-_s236-processed-gene-0.2&CDS=1-1863	YML042W
1541	OG0001541	snap_masked-mar-_s237-processed-gene-0.47-mRNA-1_1&gene=snap_masked-mar-_s237-processed-gene-0.47&CDS=1-1032	YNR007C
1542	OG0001542	augustus_masked-mar-_s237-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-mar-_s237-processed-gene-0.1&CDS=1-2223	YNR008W
1543	OG0001543	snap_masked-mar-_s237-processed-gene-0.50-mRNA-1_1&gene=snap_masked-mar-_s237-processed-gene-0.50&CDS=1-1896	YLR429W
1544	OG0001544	augustus_masked-mar-_s237-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-mar-_s237-processed-gene-0.9&CDS=1-4728	YPL242C
1545	OG0001545	snap_masked-mar-_s237-processed-gene-0.63-mRNA-1_1&gene=snap_masked-mar-_s237-processed-gene-0.63&CDS=1-615	YJR050W
1546	OG0001546	snap_masked-mar-_s237-processed-gene-0.53-mRNA-1_1&gene=snap_masked-mar-_s237-processed-gene-0.53&CDS=1-480	YPL234C
1547	OG0001547	augustus_masked-mar-_s237-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-mar-_s237-processed-gene-0.13&CDS=1-1392	YPL235W
1548	OG0001548	augustus_masked-mar-_s237-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-mar-_s237-processed-gene-0.7&CDS=1-1155	YMR203W
1549	OG0001549	snap_masked-mar-_s237-processed-gene-0.73-mRNA-1_1&gene=snap_masked-mar-_s237-processed-gene-0.73&CDS=1-810	YPL246C
1550	OG0001550	augustus_masked-mar-_s238-processed-gene-0.27-mRNA-1_1&gene=augustus_masked-mar-_s238-processed-gene-0.27&CDS=1-2115	YMR001C
1551	OG0001551	maker-mar-_s238-snap-gene-0.38-mRNA-1_1&gene=maker-mar-_s238-snap-gene-0.38&CDS=1-360	YOL005C
1552	OG0001552	maker-mar-_s238-snap-gene-0.37-mRNA-1_1&gene=maker-mar-_s238-snap-gene-0.37&CDS=1-4467	YOL004W
1553	OG0001553	snap_masked-mar-_s238-processed-gene-0.24-mRNA-1_1&gene=snap_masked-mar-_s238-processed-gene-0.24&CDS=1-3819	YOR296W
1554	OG0001554	augustus_masked-mar-_s238-processed-gene-0.35-mRNA-1_1&gene=augustus_masked-mar-_s238-processed-gene-0.35&CDS=1-603	YOR294W
1555	OG0001555	augustus_masked-mar-_s238-processed-gene-0.36-mRNA-1_1&gene=augustus_masked-mar-_s238-processed-gene-0.36&CDS=1-1938	YAL048C
1556	OG0001556	snap_masked-mar-_s238-processed-gene-0.18-mRNA-1_1&gene=snap_masked-mar-_s238-processed-gene-0.18&CDS=1-360	YAL046C
1557	OG0001557	augustus_masked-mar-_s239-processed-gene-0.15-mRNA-1_1&gene=augustus_masked-mar-_s239-processed-gene-0.15&CDS=1-969	YGR163W
1558	OG0001558	maker-mar-_s239-augustus-gene-0.0-mRNA-1_1&gene=maker-mar-_s239-augustus-gene-0.0&CDS=1-1902	YIL099W
1559	OG0001559	snap_masked-mar-_s239-processed-gene-0.34-mRNA-1_1&gene=snap_masked-mar-_s239-processed-gene-0.34&CDS=1-1131	YJR032W
1560	OG0001560	snap_masked-mar-_s24-processed-gene-0.2-mRNA-1_1&gene=snap_masked-mar-_s24-processed-gene-0.2&CDS=1-831	YFR050C
1561	OG0001561	augustus_masked-mar-_s24-processed-gene-0.28-mRNA-1_1&gene=augustus_masked-mar-_s24-processed-gene-0.28&CDS=1-1086	YGL248W
1562	OG0001562	snap_masked-mar-_s24-processed-gene-0.14-mRNA-1_1&gene=snap_masked-mar-_s24-processed-gene-0.14&CDS=1-1785	YFR051C
1563	OG0001563	augustus_masked-mar-_s24-processed-gene-0.39-mRNA-1_1&gene=augustus_masked-mar-_s24-processed-gene-0.39&CDS=1-1401	YMR140W
1564	OG0001564	snap_masked-mar-_s244-processed-gene-0.8-mRNA-1_1&gene=snap_masked-mar-_s244-processed-gene-0.8&CDS=1-693	YNL168C
1565	OG0001565	augustus_masked-mar-_s245-processed-gene-0.45-mRNA-1_1&gene=augustus_masked-mar-_s245-processed-gene-0.45&CDS=1-1098	YER107C
1566	OG0001566	snap_masked-mar-_s245-processed-gene-0.84-mRNA-1_1&gene=snap_masked-mar-_s245-processed-gene-0.84&CDS=1-2616	YER109C
1567	OG0001567	snap_masked-mar-_s245-processed-gene-0.109-mRNA-1_1&gene=snap_masked-mar-_s245-processed-gene-0.109&CDS=1-1494	YBL082C
1568	OG0001568	snap_masked-mar-_s245-processed-gene-0.110-mRNA-1_1&gene=snap_masked-mar-_s245-processed-gene-0.110&CDS=1-2469	YOL144W
1569	OG0001569	snap_masked-mar-_s245-processed-gene-0.111-mRNA-1_1&gene=snap_masked-mar-_s245-processed-gene-0.111&CDS=1-684	YOL147C
1570	OG0001570	snap_masked-mar-_s245-processed-gene-0.85-mRNA-1_1&gene=snap_masked-mar-_s245-processed-gene-0.85&CDS=1-3348	YGL093W
1571	OG0001571	snap_masked-mar-_s245-processed-gene-0.91-mRNA-1_1&gene=snap_masked-mar-_s245-processed-gene-0.91&CDS=1-3447	YDR270W
1572	OG0001572	snap_masked-mar-_s245-processed-gene-0.114-mRNA-1_1&gene=snap_masked-mar-_s245-processed-gene-0.114&CDS=1-2874	YOR160W
1573	OG0001573	snap_masked-mar-_s245-processed-gene-0.92-mRNA-1_1&gene=snap_masked-mar-_s245-processed-gene-0.92&CDS=1-561	YDR454C
1574	OG0001574	maker-mar-_s245-augustus-gene-0.0-mRNA-1_1&gene=maker-mar-_s245-augustus-gene-0.0&CDS=1-2652	YBR160W
1575	OG0001575	snap_masked-mar-_s245-processed-gene-0.96-mRNA-1_1&gene=snap_masked-mar-_s245-processed-gene-0.96&CDS=1-1020	YBR159W
1576	OG0001576	snap_masked-mar-_s245-processed-gene-0.97-mRNA-1_1&gene=snap_masked-mar-_s245-processed-gene-0.97&CDS=1-1047	YNL007C
1577	OG0001577	snap_masked-mar-_s245-processed-gene-0.98-mRNA-1_1&gene=snap_masked-mar-_s245-processed-gene-0.98&CDS=1-984	YNL006W
1578	OG0001578	snap_masked-mar-_s245-processed-gene-0.116-mRNA-1_1&gene=snap_masked-mar-_s245-processed-gene-0.116&CDS=1-2466	YLR176C
1579	OG0001579	snap_masked-mar-_s245-processed-gene-0.99-mRNA-1_1&gene=snap_masked-mar-_s245-processed-gene-0.99&CDS=1-861	YNL002C
1580	OG0001580	snap_masked-mar-_s245-processed-gene-0.100-mRNA-1_1&gene=snap_masked-mar-_s245-processed-gene-0.100&CDS=1-1074	YCL016C
1581	OG0001581	maker-mar-_s245-snap-gene-0.42-mRNA-1_1&gene=maker-mar-_s245-snap-gene-0.42&CDS=1-816	YNL003C
1582	OG0001582	snap_masked-mar-_s245-processed-gene-0.102-mRNA-1_1&gene=snap_masked-mar-_s245-processed-gene-0.102&CDS=1-1356	YCL017C
1583	OG0001583	snap_masked-mar-_s245-processed-gene-0.103-mRNA-1_1&gene=snap_masked-mar-_s245-processed-gene-0.103&CDS=1-1110	YCL018W
1584	OG0001584	snap_masked-mar-_s245-processed-gene-0.117-mRNA-1_1&gene=snap_masked-mar-_s245-processed-gene-0.117&CDS=1-4455	YCL014W
1585	OG0001585	snap_masked-mar-_s245-processed-gene-0.119-mRNA-1_1&gene=snap_masked-mar-_s245-processed-gene-0.119&CDS=1-882	YCL010C
1586	OG0001586	snap_masked-mar-_s245-processed-gene-0.105-mRNA-1_1&gene=snap_masked-mar-_s245-processed-gene-0.105&CDS=1-1677	YCL004W
1587	OG0001587	snap_masked-mar-_s248-processed-gene-0.18-mRNA-1_1&gene=snap_masked-mar-_s248-processed-gene-0.18&CDS=1-1671	YMR297W
1588	OG0001588	snap_masked-mar-_s248-processed-gene-0.20-mRNA-1_1&gene=snap_masked-mar-_s248-processed-gene-0.20&CDS=1-3216	YJL050W
1589	OG0001589	snap_masked-mar-_s248-processed-gene-0.21-mRNA-1_1&gene=snap_masked-mar-_s248-processed-gene-0.21&CDS=1-2307	YDL234C
1590	OG0001590	augustus_masked-mar-_s248-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-mar-_s248-processed-gene-0.4&CDS=1-1326	YNL217W
1591	OG0001591	snap_masked-mar-_s248-processed-gene-0.23-mRNA-1_1&gene=snap_masked-mar-_s248-processed-gene-0.23&CDS=1-1782	YNL216W
1592	OG0001592	snap_masked-mar-_s248-processed-gene-0.36-mRNA-1_1&gene=snap_masked-mar-_s248-processed-gene-0.36&CDS=1-1068	YGR279C
1593	OG0001593	snap_masked-mar-_s248-processed-gene-0.26-mRNA-1_1&gene=snap_masked-mar-_s248-processed-gene-0.26&CDS=1-4884	YDR443C
1594	OG0001594	snap_masked-mar-_s25-processed-gene-0.32-mRNA-1_1&gene=snap_masked-mar-_s25-processed-gene-0.32&CDS=1-672	YDL046W
1595	OG0001595	genemark-mar-_s25-processed-gene-0.11-mRNA-1_1&gene=genemark-mar-_s25-processed-gene-0.11&CDS=1-2847	YGR125W
1596	OG0001596	snap_masked-mar-_s25-processed-gene-0.35-mRNA-1_1&gene=snap_masked-mar-_s25-processed-gene-0.35&CDS=1-1011	YBR046C
1597	OG0001597	snap_masked-mar-_s250-processed-gene-0.55-mRNA-1_1&gene=snap_masked-mar-_s250-processed-gene-0.55&CDS=1-972	YGR080W
1598	OG0001598	snap_masked-mar-_s250-processed-gene-0.57-mRNA-1_1&gene=snap_masked-mar-_s250-processed-gene-0.57&CDS=1-924	YGR086C
1599	OG0001599	maker-mar-_s250-snap-gene-0.71-mRNA-1_1&gene=maker-mar-_s250-snap-gene-0.71&CDS=1-3621	YOR014W
1600	OG0001600	maker-mar-_s250-snap-gene-0.72-mRNA-1_1&gene=maker-mar-_s250-snap-gene-0.72&CDS=1-1563	YML056C
1601	OG0001601	snap_masked-mar-_s250-processed-gene-0.36-mRNA-1_1&gene=snap_masked-mar-_s250-processed-gene-0.36&CDS=1-456	YOR367W
1602	OG0001602	snap_masked-mar-_s250-processed-gene-0.38-mRNA-1_1&gene=snap_masked-mar-_s250-processed-gene-0.38&CDS=1-849	YAL025C
1603	OG0001603	snap_masked-mar-_s250-processed-gene-0.42-mRNA-1_1&gene=snap_masked-mar-_s250-processed-gene-0.42&CDS=1-645	YLR293C
1604	OG0001604	snap_masked-mar-_s250-processed-gene-0.64-mRNA-1_1&gene=snap_masked-mar-_s250-processed-gene-0.64&CDS=1-405	YLR298C
1605	OG0001605	snap_masked-mar-_s250-processed-gene-0.67-mRNA-1_1&gene=snap_masked-mar-_s250-processed-gene-0.67&CDS=1-651	YLR281C
1606	OG0001606	augustus_masked-mar-_s250-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-mar-_s250-processed-gene-0.17&CDS=1-2187	YLR274W
1607	OG0001607	snap_masked-mar-_s250-processed-gene-0.54-mRNA-1_1&gene=snap_masked-mar-_s250-processed-gene-0.54&CDS=1-558	YGR078C
1608	OG0001608	snap_masked-mar-_s250-processed-gene-0.69-mRNA-1_1&gene=snap_masked-mar-_s250-processed-gene-0.69&CDS=1-1017	YOL073C
1609	OG0001609	augustus_masked-mar-_s255-processed-gene-0.35-mRNA-1_1&gene=augustus_masked-mar-_s255-processed-gene-0.35&CDS=1-765	YLR022C
1610	OG0001610	snap_masked-mar-_s255-processed-gene-0.64-mRNA-1_1&gene=snap_masked-mar-_s255-processed-gene-0.64&CDS=1-2187	YDR211W
1611	OG0001611	maker-mar-_s255-augustus-gene-0.31-mRNA-1_1&gene=maker-mar-_s255-augustus-gene-0.31&CDS=1-2730	YDL128W
1612	OG0001612	snap_masked-mar-_s255-processed-gene-0.80-mRNA-1_1&gene=snap_masked-mar-_s255-processed-gene-0.80&CDS=1-1662	YDR212W
1613	OG0001613	snap_masked-mar-_s255-processed-gene-0.68-mRNA-1_1&gene=snap_masked-mar-_s255-processed-gene-0.68&CDS=1-1305	YER061C
1614	OG0001614	snap_masked-mar-_s255-processed-gene-0.69-mRNA-1_1&gene=snap_masked-mar-_s255-processed-gene-0.69&CDS=1-2694	YDL149W
1615	OG0001615	snap_masked-mar-_s255-processed-gene-0.70-mRNA-1_1&gene=snap_masked-mar-_s255-processed-gene-0.70&CDS=1-2400	YDL148C
1616	OG0001616	snap_masked-mar-_s255-processed-gene-0.83-mRNA-1_1&gene=snap_masked-mar-_s255-processed-gene-0.83&CDS=1-684	YGR232W
1617	OG0001617	snap_masked-mar-_s255-processed-gene-0.72-mRNA-1_1&gene=snap_masked-mar-_s255-processed-gene-0.72&CDS=1-825	YDL193W
1618	OG0001618	snap_masked-mar-_s255-processed-gene-0.87-mRNA-1_1&gene=snap_masked-mar-_s255-processed-gene-0.87&CDS=1-3126	YDL190C
1619	OG0001619	augustus_masked-mar-_s255-processed-gene-0.45-mRNA-1_1&gene=augustus_masked-mar-_s255-processed-gene-0.45&CDS=1-594	YDL135C
1620	OG0001620	augustus_masked-mar-_s255-processed-gene-0.59-mRNA-1_1&gene=augustus_masked-mar-_s255-processed-gene-0.59&CDS=1-2667	YJL092W
1621	OG0001621	genemark-mar-_s255-processed-gene-0.12-mRNA-1_1&gene=genemark-mar-_s255-processed-gene-0.12&CDS=1-2823	YGR231C
1622	OG0001622	snap_masked-mar-_s255-processed-gene-0.75-mRNA-1_1&gene=snap_masked-mar-_s255-processed-gene-0.75&CDS=1-891	YCL009C
1623	OG0001623	snap_masked-mar-_s255-processed-gene-0.77-mRNA-1_1&gene=snap_masked-mar-_s255-processed-gene-0.77&CDS=1-1689	YBR200W
1624	OG0001624	snap_masked-mar-_s255-processed-gene-1.0-mRNA-1_1&gene=snap_masked-mar-_s255-processed-gene-1.0&CDS=1-1272	YLR105C
1625	OG0001625	snap_masked-mar-_s255-processed-gene-1.1-mRNA-1_1&gene=snap_masked-mar-_s255-processed-gene-1.1&CDS=1-516	YER159C
1626	OG0001626	snap_masked-mar-_s255-processed-gene-1.2-mRNA-1_1&gene=snap_masked-mar-_s255-processed-gene-1.2&CDS=1-2268	YDR109C
1627	OG0001627	snap_masked-mar-_s255-processed-gene-1.27-mRNA-1_1&gene=snap_masked-mar-_s255-processed-gene-1.27&CDS=1-1740	YKR056W
1628	OG0001628	snap_masked-mar-_s255-processed-gene-1.4-mRNA-1_1&gene=snap_masked-mar-_s255-processed-gene-1.4&CDS=1-1389	YBR162C
1629	OG0001629	snap_masked-mar-_s255-processed-gene-1.7-mRNA-1_1&gene=snap_masked-mar-_s255-processed-gene-1.7&CDS=1-1020	YDL134C
1630	OG0001630	genemark-mar-_s255-processed-gene-1.54-mRNA-1_1&gene=genemark-mar-_s255-processed-gene-1.54&CDS=1-1881	YDL185W
1631	OG0001631	snap_masked-mar-_s255-processed-gene-1.11-mRNA-1_1&gene=snap_masked-mar-_s255-processed-gene-1.11&CDS=1-1152	YDL133W
1632	OG0001632	maker-mar-_s255-snap-gene-1.40-mRNA-1_1&gene=maker-mar-_s255-snap-gene-1.40&CDS=1-4950	YDL145C
1633	OG0001633	maker-mar-_s255-augustus-gene-1.117-mRNA-1_1&gene=maker-mar-_s255-augustus-gene-1.117&CDS=1-1827	YGR123C
1634	OG0001634	snap_masked-mar-_s255-processed-gene-1.21-mRNA-1_1&gene=snap_masked-mar-_s255-processed-gene-1.21&CDS=1-1677	YBR170C
1635	OG0001635	maker-mar-_s255-snap-gene-1.41-mRNA-1_1&gene=maker-mar-_s255-snap-gene-1.41&CDS=1-2259	YMR216C
1636	OG0001636	genemark-mar-_s255-processed-gene-1.79-mRNA-1_1&gene=genemark-mar-_s255-processed-gene-1.79&CDS=1-1680	YPL086C
1637	OG0001637	snap_masked-mar-_s255-processed-gene-2.82-mRNA-1_1&gene=snap_masked-mar-_s255-processed-gene-2.82&CDS=1-876	YBR185C
1638	OG0001638	snap_masked-mar-_s255-processed-gene-2.84-mRNA-1_1&gene=snap_masked-mar-_s255-processed-gene-2.84&CDS=1-1194	YPL054W
1639	OG0001639	snap_masked-mar-_s255-processed-gene-2.85-mRNA-1_1&gene=snap_masked-mar-_s255-processed-gene-2.85&CDS=1-1779	YMR013C
1640	OG0001640	snap_masked-mar-_s255-processed-gene-2.86-mRNA-1_1&gene=snap_masked-mar-_s255-processed-gene-2.86&CDS=1-3213	YPL195W
1641	OG0001641	snap_masked-mar-_s255-processed-gene-2.87-mRNA-1_1&gene=snap_masked-mar-_s255-processed-gene-2.87&CDS=1-822	YGL079W
1642	OG0001642	snap_masked-mar-_s255-processed-gene-2.122-mRNA-1_1&gene=snap_masked-mar-_s255-processed-gene-2.122&CDS=1-2064	YIL108W
1643	OG0001643	snap_masked-mar-_s255-processed-gene-2.88-mRNA-1_1&gene=snap_masked-mar-_s255-processed-gene-2.88&CDS=1-2673	YBR223C
1644	OG0001644	snap_masked-mar-_s255-processed-gene-2.89-mRNA-1_1&gene=snap_masked-mar-_s255-processed-gene-2.89&CDS=1-3582	YJL074C
1645	OG0001645	snap_masked-mar-_s255-processed-gene-2.123-mRNA-1_1&gene=snap_masked-mar-_s255-processed-gene-2.123&CDS=1-1374	YDR023W
1646	OG0001646	snap_masked-mar-_s255-processed-gene-2.92-mRNA-1_1&gene=snap_masked-mar-_s255-processed-gene-2.92&CDS=1-1413	YDR030C
1647	OG0001647	snap_masked-mar-_s255-processed-gene-2.126-mRNA-1_1&gene=snap_masked-mar-_s255-processed-gene-2.126&CDS=1-1506	YGL160W
1648	OG0001648	snap_masked-mar-_s255-processed-gene-2.94-mRNA-1_1&gene=snap_masked-mar-_s255-processed-gene-2.94&CDS=1-513	YJL024C
1649	OG0001649	snap_masked-mar-_s255-processed-gene-2.127-mRNA-1_1&gene=snap_masked-mar-_s255-processed-gene-2.127&CDS=1-435	YGR174C
1650	OG0001650	snap_masked-mar-_s255-processed-gene-2.96-mRNA-1_1&gene=snap_masked-mar-_s255-processed-gene-2.96&CDS=1-573	YLR229C
1651	OG0001651	augustus_masked-mar-_s255-processed-gene-2.192-mRNA-1_1&gene=augustus_masked-mar-_s255-processed-gene-2.192&CDS=1-504	YBL093C
1652	OG0001652	snap_masked-mar-_s255-processed-gene-2.129-mRNA-1_1&gene=snap_masked-mar-_s255-processed-gene-2.129&CDS=1-7686	YLR454W
1653	OG0001653	snap_masked-mar-_s255-processed-gene-2.100-mRNA-1_1&gene=snap_masked-mar-_s255-processed-gene-2.100&CDS=1-393	YBL092W
1654	OG0001654	snap_masked-mar-_s255-processed-gene-2.131-mRNA-1_1&gene=snap_masked-mar-_s255-processed-gene-2.131&CDS=1-825	YML052W
1655	OG0001655	maker-mar-_s255-snap-gene-2.164-mRNA-1_1&gene=maker-mar-_s255-snap-gene-2.164&CDS=1-2469	YCR068W
1656	OG0001656	snap_masked-mar-_s255-processed-gene-2.102-mRNA-1_1&gene=snap_masked-mar-_s255-processed-gene-2.102&CDS=1-1383	YCR066W
1657	OG0001657	snap_masked-mar-_s255-processed-gene-2.103-mRNA-1_1&gene=snap_masked-mar-_s255-processed-gene-2.103&CDS=1-1470	YHL008C
1658	OG0001658	augustus_masked-mar-_s255-processed-gene-2.197-mRNA-1_1&gene=augustus_masked-mar-_s255-processed-gene-2.197&CDS=1-1848	YLR276C
1659	OG0001659	augustus_masked-mar-_s255-processed-gene-2.198-mRNA-1_1&gene=augustus_masked-mar-_s255-processed-gene-2.198&CDS=1-435	YNL281W
1660	OG0001660	snap_masked-mar-_s255-processed-gene-2.134-mRNA-1_1&gene=snap_masked-mar-_s255-processed-gene-2.134&CDS=1-2361	YDR485C
1661	OG0001661	snap_masked-mar-_s255-processed-gene-2.106-mRNA-1_1&gene=snap_masked-mar-_s255-processed-gene-2.106&CDS=1-942	YOL096C
1662	OG0001662	snap_masked-mar-_s255-processed-gene-2.136-mRNA-1_1&gene=snap_masked-mar-_s255-processed-gene-2.136&CDS=1-1587	YNL138W
1663	OG0001663	augustus_masked-mar-_s255-processed-gene-2.200-mRNA-1_1&gene=augustus_masked-mar-_s255-processed-gene-2.200&CDS=1-2322	YNL059C
1664	OG0001664	snap_masked-mar-_s255-processed-gene-2.137-mRNA-1_1&gene=snap_masked-mar-_s255-processed-gene-2.137&CDS=1-1791	YNL061W
1665	OG0001665	snap_masked-mar-_s255-processed-gene-2.108-mRNA-1_1&gene=snap_masked-mar-_s255-processed-gene-2.108&CDS=1-1431	YNL062C
1666	OG0001666	augustus_masked-mar-_s255-processed-gene-2.234-mRNA-1_1&gene=augustus_masked-mar-_s255-processed-gene-2.234&CDS=1-864	YNL063W
1667	OG0001667	augustus_masked-mar-_s255-processed-gene-2.235-mRNA-1_1&gene=augustus_masked-mar-_s255-processed-gene-2.235&CDS=1-1407	YNL137C
1668	OG0001668	snap_masked-mar-_s255-processed-gene-2.140-mRNA-1_1&gene=snap_masked-mar-_s255-processed-gene-2.140&CDS=1-1650	YEL063C
1669	OG0001669	snap_masked-mar-_s255-processed-gene-2.110-mRNA-1_1&gene=snap_masked-mar-_s255-processed-gene-2.110&CDS=1-2025	YNL124W
1670	OG0001670	maker-mar-_s255-augustus-gene-2.171-mRNA-1_1&gene=maker-mar-_s255-augustus-gene-2.171&CDS=1-2808	YHR120W
1671	OG0001671	snap_masked-mar-_s255-processed-gene-2.143-mRNA-1_1&gene=snap_masked-mar-_s255-processed-gene-2.143&CDS=1-2796	YHR119W
1672	OG0001672	snap_masked-mar-_s255-processed-gene-2.112-mRNA-1_1&gene=snap_masked-mar-_s255-processed-gene-2.112&CDS=1-2928	YNL123W
1673	OG0001673	augustus_masked-mar-_s255-processed-gene-2.241-mRNA-1_1&gene=augustus_masked-mar-_s255-processed-gene-2.241&CDS=1-3087	YCR017C
1674	OG0001674	maker-mar-_s255-snap-gene-2.163-mRNA-1_1&gene=maker-mar-_s255-snap-gene-2.163&CDS=1-1026	YBR039W
1675	OG0001675	augustus_masked-mar-_s255-processed-gene-2.242-mRNA-1_1&gene=augustus_masked-mar-_s255-processed-gene-2.242&CDS=1-1950	YER113C
1676	OG0001676	snap_masked-mar-_s255-processed-gene-2.149-mRNA-1_1&gene=snap_masked-mar-_s255-processed-gene-2.149&CDS=1-2679	YER114C
1677	OG0001677	maker-mar-_s255-augustus-gene-2.172-mRNA-1_1&gene=maker-mar-_s255-augustus-gene-2.172&CDS=1-849	YHR116W
1678	OG0001678	augustus_masked-mar-_s255-processed-gene-2.209-mRNA-1_1&gene=augustus_masked-mar-_s255-processed-gene-2.209&CDS=1-1272	YNL119W
1679	OG0001679	augustus_masked-mar-_s255-processed-gene-2.247-mRNA-1_1&gene=augustus_masked-mar-_s255-processed-gene-2.247&CDS=1-2592	YIR026C
1680	OG0001680	genemark-mar-_s255-processed-gene-2.73-mRNA-1_1&gene=genemark-mar-_s255-processed-gene-2.73&CDS=1-987	YMR123W
1681	OG0001681	augustus_masked-mar-_s255-processed-gene-2.211-mRNA-1_1&gene=augustus_masked-mar-_s255-processed-gene-2.211&CDS=1-1860	YER068W
1682	OG0001682	snap_masked-mar-_s255-processed-gene-2.158-mRNA-1_1&gene=snap_masked-mar-_s255-processed-gene-2.158&CDS=1-2895	YPL040C
1683	OG0001683	maker-mar-_s255-snap-gene-2.167-mRNA-1_1&gene=maker-mar-_s255-snap-gene-2.167&CDS=1-1386	YNR001C
1684	OG0001684	maker-mar-_s255-snap-gene-2.168-mRNA-1_1&gene=maker-mar-_s255-snap-gene-2.168&CDS=1-1776	YBR163W
1685	OG0001685	snap_masked-mar-_s26-processed-gene-0.39-mRNA-1_1&gene=snap_masked-mar-_s26-processed-gene-0.39&CDS=1-369	YLR245C
1686	OG0001686	snap_masked-mar-_s26-processed-gene-0.41-mRNA-1_1&gene=snap_masked-mar-_s26-processed-gene-0.41&CDS=1-1122	YLR244C
1687	OG0001687	augustus_masked-mar-_s26-processed-gene-0.85-mRNA-1_1&gene=augustus_masked-mar-_s26-processed-gene-0.85&CDS=1-1659	YDR188W
1688	OG0001688	snap_masked-mar-_s26-processed-gene-0.46-mRNA-1_1&gene=snap_masked-mar-_s26-processed-gene-0.46&CDS=1-1908	YDR189W
1689	OG0001689	snap_masked-mar-_s26-processed-gene-0.65-mRNA-1_1&gene=snap_masked-mar-_s26-processed-gene-0.65&CDS=1-1368	YDR190C
1690	OG0001690	snap_masked-mar-_s26-processed-gene-0.68-mRNA-1_1&gene=snap_masked-mar-_s26-processed-gene-0.68&CDS=1-828	YLR243W
1691	OG0001691	snap_masked-mar-_s26-processed-gene-0.69-mRNA-1_1&gene=snap_masked-mar-_s26-processed-gene-0.69&CDS=1-2586	YDR205W
1692	OG0001692	snap_masked-mar-_s26-processed-gene-0.47-mRNA-1_1&gene=snap_masked-mar-_s26-processed-gene-0.47&CDS=1-1275	YOR117W
1693	OG0001693	augustus_masked-mar-_s26-processed-gene-0.103-mRNA-1_1&gene=augustus_masked-mar-_s26-processed-gene-0.103&CDS=1-363	YDR363W-A
1694	OG0001694	snap_masked-mar-_s26-processed-gene-0.48-mRNA-1_1&gene=snap_masked-mar-_s26-processed-gene-0.48&CDS=1-4371	YOR116C
1695	OG0001695	snap_masked-mar-_s26-processed-gene-0.75-mRNA-1_1&gene=snap_masked-mar-_s26-processed-gene-0.75&CDS=1-1194	YER178W
1696	OG0001696	snap_masked-mar-_s26-processed-gene-0.55-mRNA-1_1&gene=snap_masked-mar-_s26-processed-gene-0.55&CDS=1-285	YBL059C-A
1697	OG0001697	genemark-mar-_s26-processed-gene-0.32-mRNA-1_1&gene=genemark-mar-_s26-processed-gene-0.32&CDS=1-576	YER094C
1698	OG0001698	snap_masked-mar-_s260-processed-gene-0.1-mRNA-1_1&gene=snap_masked-mar-_s260-processed-gene-0.1&CDS=1-2829	YDR238C
1699	OG0001699	snap_masked-mar-_s260-processed-gene-0.3-mRNA-1_1&gene=snap_masked-mar-_s260-processed-gene-0.3&CDS=1-456	YDL208W
1700	OG0001700	augustus_masked-mar-_s260-processed-gene-0.50-mRNA-1_1&gene=augustus_masked-mar-_s260-processed-gene-0.50&CDS=1-1383	YGR009C
1701	OG0001701	snap_masked-mar-_s260-processed-gene-0.9-mRNA-1_1&gene=snap_masked-mar-_s260-processed-gene-0.9&CDS=1-591	YMR264W
1702	OG0001702	snap_masked-mar-_s260-processed-gene-0.33-mRNA-1_1&gene=snap_masked-mar-_s260-processed-gene-0.33&CDS=1-2040	YML102W
