	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034654_Aciculoconidium_aculeatum
1924	OG0001924	YJL020C	augustus_masked-NODE_24_length_205090_cov_35.6791_ID_47-processed-gene-0.20-mRNA-1_1&gene=augustus_masked-NODE_24_length_205090_cov_35.6791_ID_47-processed-gene-0.20&CDS=1-3423
1925	OG0001925	YJL024C	maker-NODE_57_length_87900_cov_38.0757_ID_113-augustus-gene-0.45-mRNA-1_1&gene=maker-NODE_57_length_87900_cov_38.0757_ID_113-augustus-gene-0.45&CDS=1-528
1926	OG0001926	YJL025W	augustus_masked-NODE_76_length_61186_cov_34.9599_ID_151-processed-gene-0.15-mRNA-1_1&gene=augustus_masked-NODE_76_length_61186_cov_34.9599_ID_151-processed-gene-0.15&CDS=1-1533
1927	OG0001927	YJL026W	augustus_masked-NODE_76_length_61186_cov_34.9599_ID_151-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-NODE_76_length_61186_cov_34.9599_ID_151-processed-gene-0.5&CDS=1-1230
1928	OG0001928	YJL029C	augustus_masked-NODE_51_length_109764_cov_34.2802_ID_101-processed-gene-0.88-mRNA-1_1&gene=augustus_masked-NODE_51_length_109764_cov_34.2802_ID_101-processed-gene-0.88&CDS=1-2292
1929	OG0001929	YJL030W	augustus_masked-NODE_2_length_899148_cov_35.27_ID_3-processed-gene-4.4-mRNA-1_1&gene=augustus_masked-NODE_2_length_899148_cov_35.27_ID_3-processed-gene-4.4&CDS=1-612
1930	OG0001930	YJL031C	augustus_masked-NODE_2_length_899148_cov_35.27_ID_3-processed-gene-4.7-mRNA-1_1&gene=augustus_masked-NODE_2_length_899148_cov_35.27_ID_3-processed-gene-4.7&CDS=1-1110
1931	OG0001931	YJL033W	augustus_masked-NODE_21_length_231536_cov_32.8639_ID_41-processed-gene-1.25-mRNA-1_1&gene=augustus_masked-NODE_21_length_231536_cov_32.8639_ID_41-processed-gene-1.25&CDS=1-2247
1932	OG0001932	YJL034W	augustus_masked-NODE_17_length_317208_cov_34.3659_ID_33-processed-gene-1.33-mRNA-1_1&gene=augustus_masked-NODE_17_length_317208_cov_34.3659_ID_33-processed-gene-1.33&CDS=1-2058
1933	OG0001933	YJL035C	augustus_masked-NODE_3_length_592973_cov_34.3764_ID_5-processed-gene-1.5-mRNA-1_1&gene=augustus_masked-NODE_3_length_592973_cov_34.3764_ID_5-processed-gene-1.5&CDS=1-882
1934	OG0001934	YJL036W	augustus_masked-NODE_3_length_592973_cov_34.3764_ID_5-processed-gene-1.14-mRNA-1_1&gene=augustus_masked-NODE_3_length_592973_cov_34.3764_ID_5-processed-gene-1.14&CDS=1-1899
1935	OG0001935	YJL039C	augustus_masked-NODE_1_length_997750_cov_35.0829_ID_1-processed-gene-2.16-mRNA-1_1&gene=augustus_masked-NODE_1_length_997750_cov_35.0829_ID_1-processed-gene-2.16&CDS=1-5307
1936	OG0001936	YJL041W	augustus_masked-NODE_4_length_483234_cov_34.9916_ID_7-processed-gene-3.162-mRNA-1_1&gene=augustus_masked-NODE_4_length_483234_cov_34.9916_ID_7-processed-gene-3.162&CDS=1-1512
1937	OG0001937	YJL042W	augustus_masked-NODE_52_length_101915_cov_36.2178_ID_103-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-NODE_52_length_101915_cov_36.2178_ID_103-processed-gene-0.0&CDS=1-3747
1938	OG0001938	YJL044C	augustus_masked-NODE_52_length_101915_cov_36.2178_ID_103-processed-gene-0.23-mRNA-1_1&gene=augustus_masked-NODE_52_length_101915_cov_36.2178_ID_103-processed-gene-0.23&CDS=1-1434
1939	OG0001939	YJL046W	augustus_masked-NODE_44_length_135740_cov_34.0102_ID_87-processed-gene-0.192-mRNA-1_1&gene=augustus_masked-NODE_44_length_135740_cov_34.0102_ID_87-processed-gene-0.192&CDS=1-1368
1940	OG0001940	YJL049W	snap_masked-NODE_37_length_152874_cov_34.0814_ID_73-processed-gene-0.66-mRNA-1_1&gene=snap_masked-NODE_37_length_152874_cov_34.0814_ID_73-processed-gene-0.66&CDS=1-1092
1941	OG0001941	YJL050W	augustus_masked-NODE_73_length_69561_cov_35.2141_ID_145-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-NODE_73_length_69561_cov_35.2141_ID_145-processed-gene-0.17&CDS=1-3186
1942	OG0001942	YJL053W	augustus_masked-NODE_37_length_152874_cov_34.0814_ID_73-processed-gene-0.46-mRNA-1_1&gene=augustus_masked-NODE_37_length_152874_cov_34.0814_ID_73-processed-gene-0.46&CDS=1-903
1943	OG0001943	YJL054W	augustus_masked-NODE_53_length_101593_cov_33.893_ID_105-processed-gene-0.95-mRNA-1_1&gene=augustus_masked-NODE_53_length_101593_cov_33.893_ID_105-processed-gene-0.95&CDS=1-1398
1944	OG0001944	YJL056C	augustus_masked-NODE_21_length_231536_cov_32.8639_ID_41-processed-gene-0.79-mRNA-1_1&gene=augustus_masked-NODE_21_length_231536_cov_32.8639_ID_41-processed-gene-0.79&CDS=1-2016
1945	OG0001945	YJL059W	augustus_masked-NODE_38_length_152608_cov_30.7873_ID_75-processed-gene-0.19-mRNA-1_1&gene=augustus_masked-NODE_38_length_152608_cov_30.7873_ID_75-processed-gene-0.19&CDS=1-1149
1946	OG0001946	YJL060W	snap_masked-NODE_86_length_44803_cov_33.99_ID_171-processed-gene-0.4-mRNA-1_1&gene=snap_masked-NODE_86_length_44803_cov_33.99_ID_171-processed-gene-0.4&CDS=1-1350
1947	OG0001947	YJL062W	augustus_masked-NODE_38_length_152608_cov_30.7873_ID_75-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-NODE_38_length_152608_cov_30.7873_ID_75-processed-gene-0.9&CDS=1-2445
1948	OG0001948	YJL062W-A	augustus_masked-NODE_14_length_331226_cov_34.5996_ID_27-processed-gene-2.47-mRNA-1_1&gene=augustus_masked-NODE_14_length_331226_cov_34.5996_ID_27-processed-gene-2.47&CDS=1-258
1949	OG0001949	YJL063C	augustus_masked-NODE_41_length_145925_cov_32.5917_ID_81-processed-gene-0.33-mRNA-1_1&gene=augustus_masked-NODE_41_length_145925_cov_32.5917_ID_81-processed-gene-0.33&CDS=1-741
1950	OG0001950	YJL065C	augustus_masked-NODE_20_length_235507_cov_32.4165_ID_39-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-NODE_20_length_235507_cov_32.4165_ID_39-processed-gene-0.6&CDS=1-666
1951	OG0001951	YJL068C	augustus_masked-NODE_33_length_164750_cov_33.4327_ID_65-processed-gene-0.38-mRNA-1_1&gene=augustus_masked-NODE_33_length_164750_cov_33.4327_ID_65-processed-gene-0.38&CDS=1-849
1952	OG0001952	YJL069C	augustus_masked-NODE_14_length_331226_cov_34.5996_ID_27-processed-gene-2.48-mRNA-1_1&gene=augustus_masked-NODE_14_length_331226_cov_34.5996_ID_27-processed-gene-2.48&CDS=1-1581
1953	OG0001953	YJL071W	augustus_masked-NODE_38_length_152608_cov_30.7873_ID_75-processed-gene-0.15-mRNA-1_1&gene=augustus_masked-NODE_38_length_152608_cov_30.7873_ID_75-processed-gene-0.15&CDS=1-1578
1954	OG0001954	YJL072C	augustus_masked-NODE_38_length_152608_cov_30.7873_ID_75-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-NODE_38_length_152608_cov_30.7873_ID_75-processed-gene-0.14&CDS=1-576
1955	OG0001955	YJL074C	augustus_masked-NODE_12_length_346549_cov_34.9883_ID_23-processed-gene-2.138-mRNA-1_1&gene=augustus_masked-NODE_12_length_346549_cov_34.9883_ID_23-processed-gene-2.138&CDS=1-3465
1956	OG0001956	YJL080C	augustus_masked-NODE_5_length_419891_cov_34.8861_ID_9-processed-gene-3.153-mRNA-1_1&gene=augustus_masked-NODE_5_length_419891_cov_34.8861_ID_9-processed-gene-3.153&CDS=1-3597
1957	OG0001957	YJL081C	augustus_masked-NODE_6_length_411934_cov_33.9477_ID_11-processed-gene-1.28-mRNA-1_1&gene=augustus_masked-NODE_6_length_411934_cov_33.9477_ID_11-processed-gene-1.28&CDS=1-1434
1958	OG0001958	YJL085W	genemark-NODE_6_length_411934_cov_33.9477_ID_11-processed-gene-3.23-mRNA-1_1&gene=genemark-NODE_6_length_411934_cov_33.9477_ID_11-processed-gene-3.23&CDS=1-1800
1959	OG0001959	YJL087C	genemark-NODE_6_length_411934_cov_33.9477_ID_11-processed-gene-3.7-mRNA-1_1&gene=genemark-NODE_6_length_411934_cov_33.9477_ID_11-processed-gene-3.7&CDS=1-3057
1960	OG0001960	YJL088W	augustus_masked-NODE_44_length_135740_cov_34.0102_ID_87-processed-gene-0.161-mRNA-1_1&gene=augustus_masked-NODE_44_length_135740_cov_34.0102_ID_87-processed-gene-0.161&CDS=1-1032
1961	OG0001961	YJL090C	snap_masked-NODE_73_length_69561_cov_35.2141_ID_145-processed-gene-0.59-mRNA-1_1&gene=snap_masked-NODE_73_length_69561_cov_35.2141_ID_145-processed-gene-0.59&CDS=1-2133
1962	OG0001962	YJL091C	augustus_masked-NODE_49_length_123471_cov_34.9033_ID_97-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-NODE_49_length_123471_cov_34.9033_ID_97-processed-gene-0.9&CDS=1-1392
1963	OG0001963	YJL092W	augustus_masked-NODE_1_length_997750_cov_35.0829_ID_1-processed-gene-0.77-mRNA-1_1&gene=augustus_masked-NODE_1_length_997750_cov_35.0829_ID_1-processed-gene-0.77&CDS=1-2436
1964	OG0001964	YJL093C	maker-NODE_2_length_899148_cov_35.27_ID_3-augustus-gene-2.90-mRNA-1_1&gene=maker-NODE_2_length_899148_cov_35.27_ID_3-augustus-gene-2.90&CDS=1-1800
1965	OG0001965	YJL094C	augustus_masked-NODE_20_length_235507_cov_32.4165_ID_39-processed-gene-1.46-mRNA-1_1&gene=augustus_masked-NODE_20_length_235507_cov_32.4165_ID_39-processed-gene-1.46&CDS=1-2367
1966	OG0001966	YJL095W	augustus_masked-NODE_53_length_101593_cov_33.893_ID_105-processed-gene-0.84-mRNA-1_1&gene=augustus_masked-NODE_53_length_101593_cov_33.893_ID_105-processed-gene-0.84&CDS=1-5190
1967	OG0001967	YJL096W	genemark-NODE_53_length_101593_cov_33.893_ID_105-processed-gene-0.25-mRNA-1_1&gene=genemark-NODE_53_length_101593_cov_33.893_ID_105-processed-gene-0.25&CDS=1-459
1968	OG0001968	YJL097W	maker-NODE_53_length_101593_cov_33.893_ID_105-augustus-gene-0.73-mRNA-1_1&gene=maker-NODE_53_length_101593_cov_33.893_ID_105-augustus-gene-0.73&CDS=1-1296
1969	OG0001969	YJL100W	augustus_masked-NODE_58_length_87538_cov_35.7527_ID_115-processed-gene-0.50-mRNA-1_1&gene=augustus_masked-NODE_58_length_87538_cov_35.7527_ID_115-processed-gene-0.50&CDS=1-1728
1970	OG0001970	YJL101C	augustus_masked-NODE_24_length_205090_cov_35.6791_ID_47-processed-gene-1.14-mRNA-1_1&gene=augustus_masked-NODE_24_length_205090_cov_35.6791_ID_47-processed-gene-1.14&CDS=1-2148
1971	OG0001971	YJL102W	snap_masked-NODE_24_length_205090_cov_35.6791_ID_47-processed-gene-0.52-mRNA-1_1&gene=snap_masked-NODE_24_length_205090_cov_35.6791_ID_47-processed-gene-0.52&CDS=1-2553
1972	OG0001972	YJL104W	augustus_masked-NODE_11_length_357132_cov_34.8173_ID_21-processed-gene-2.49-mRNA-1_1&gene=augustus_masked-NODE_11_length_357132_cov_34.8173_ID_21-processed-gene-2.49&CDS=1-375
1973	OG0001973	YJL106W	augustus_masked-NODE_10_length_383627_cov_34.1544_ID_19-processed-gene-2.1-mRNA-1_1&gene=augustus_masked-NODE_10_length_383627_cov_34.1544_ID_19-processed-gene-2.1&CDS=1-1338
1974	OG0001974	YJL108C	augustus_masked-NODE_8_length_400105_cov_32.716_ID_15-processed-gene-3.165-mRNA-1_1&gene=augustus_masked-NODE_8_length_400105_cov_32.716_ID_15-processed-gene-3.165&CDS=1-3279
1975	OG0001975	YJL109C	maker-NODE_11_length_357132_cov_34.8173_ID_21-augustus-gene-2.9-mRNA-1_1&gene=maker-NODE_11_length_357132_cov_34.8173_ID_21-augustus-gene-2.9&CDS=1-5703
1976	OG0001976	YJL111W	augustus_masked-NODE_9_length_396883_cov_33.9787_ID_17-processed-gene-1.94-mRNA-1_1&gene=augustus_masked-NODE_9_length_396883_cov_33.9787_ID_17-processed-gene-1.94&CDS=1-1623
1977	OG0001977	YJL115W	augustus_masked-NODE_5_length_419891_cov_34.8861_ID_9-processed-gene-2.90-mRNA-1_1&gene=augustus_masked-NODE_5_length_419891_cov_34.8861_ID_9-processed-gene-2.90&CDS=1-798
1978	OG0001978	YJL117W	augustus_masked-NODE_35_length_157193_cov_34.9667_ID_69-processed-gene-0.56-mRNA-1_1&gene=augustus_masked-NODE_35_length_157193_cov_34.9667_ID_69-processed-gene-0.56&CDS=1-1008
1979	OG0001979	YJL121C	augustus_masked-NODE_5_length_419891_cov_34.8861_ID_9-processed-gene-1.8-mRNA-1_1&gene=augustus_masked-NODE_5_length_419891_cov_34.8861_ID_9-processed-gene-1.8&CDS=1-693
1980	OG0001980	YJL123C	augustus_masked-NODE_29_length_176402_cov_34.2484_ID_57-processed-gene-0.124-mRNA-1_1&gene=augustus_masked-NODE_29_length_176402_cov_34.2484_ID_57-processed-gene-0.124&CDS=1-1383
1981	OG0001981	YJL124C	augustus_masked-NODE_69_length_72551_cov_34.0668_ID_137-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-NODE_69_length_72551_cov_34.0668_ID_137-processed-gene-0.8&CDS=1-498
1982	OG0001982	YJL125C	augustus_masked-NODE_69_length_72551_cov_34.0668_ID_137-processed-gene-0.22-mRNA-1_1&gene=augustus_masked-NODE_69_length_72551_cov_34.0668_ID_137-processed-gene-0.22&CDS=1-1152
1983	OG0001983	YJL126W	augustus_masked-NODE_69_length_72551_cov_34.0668_ID_137-processed-gene-0.15-mRNA-1_1&gene=augustus_masked-NODE_69_length_72551_cov_34.0668_ID_137-processed-gene-0.15&CDS=1-870
1984	OG0001984	YJL127C	augustus_masked-NODE_5_length_419891_cov_34.8861_ID_9-processed-gene-1.24-mRNA-1_1&gene=augustus_masked-NODE_5_length_419891_cov_34.8861_ID_9-processed-gene-1.24&CDS=1-2484
1985	OG0001985	YJL128C	augustus_masked-NODE_2_length_899148_cov_35.27_ID_3-processed-gene-5.93-mRNA-1_1&gene=augustus_masked-NODE_2_length_899148_cov_35.27_ID_3-processed-gene-5.93&CDS=1-2499
1986	OG0001986	YJL130C	snap_masked-NODE_5_length_419891_cov_34.8861_ID_9-processed-gene-1.141-mRNA-1_1&gene=snap_masked-NODE_5_length_419891_cov_34.8861_ID_9-processed-gene-1.141&CDS=1-6627
1987	OG0001987	YJL131C	augustus_masked-NODE_85_length_47698_cov_32.9195_ID_169-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-NODE_85_length_47698_cov_32.9195_ID_169-processed-gene-0.5&CDS=1-1281
1988	OG0001988	YJL140W	augustus_masked-NODE_10_length_383627_cov_34.1544_ID_19-processed-gene-2.13-mRNA-1_1&gene=augustus_masked-NODE_10_length_383627_cov_34.1544_ID_19-processed-gene-2.13&CDS=1-561
1989	OG0001989	YJL141C	augustus_masked-NODE_10_length_383627_cov_34.1544_ID_19-processed-gene-2.12-mRNA-1_1&gene=augustus_masked-NODE_10_length_383627_cov_34.1544_ID_19-processed-gene-2.12&CDS=1-2013
1990	OG0001990	YJL143W	augustus_masked-NODE_10_length_383627_cov_34.1544_ID_19-processed-gene-2.11-mRNA-1_1&gene=augustus_masked-NODE_10_length_383627_cov_34.1544_ID_19-processed-gene-2.11&CDS=1-450
1991	OG0001991	YJL145W	augustus_masked-NODE_15_length_329958_cov_33.9237_ID_29-processed-gene-0.118-mRNA-1_1&gene=augustus_masked-NODE_15_length_329958_cov_33.9237_ID_29-processed-gene-0.118&CDS=1-948
1992	OG0001992	YJL148W	augustus_masked-NODE_59_length_86289_cov_33.4173_ID_117-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-NODE_59_length_86289_cov_33.4173_ID_117-processed-gene-0.11&CDS=1-729
1993	OG0001993	YJL153C	snap_masked-NODE_18_length_287367_cov_35.4547_ID_35-processed-gene-0.56-mRNA-1_1&gene=snap_masked-NODE_18_length_287367_cov_35.4547_ID_35-processed-gene-0.56&CDS=1-1557
1994	OG0001994	YJL154C	maker-NODE_7_length_403571_cov_37.4828_ID_13-snap-gene-3.136-mRNA-1_1&gene=maker-NODE_7_length_403571_cov_37.4828_ID_13-snap-gene-3.136&CDS=1-2781
1995	OG0001995	YJL155C	augustus_masked-NODE_88_length_43371_cov_32.8755_ID_175-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-NODE_88_length_43371_cov_32.8755_ID_175-processed-gene-0.9&CDS=1-1386
1996	OG0001996	YJL156C	maker-NODE_47_length_124665_cov_34.7406_ID_93-augustus-gene-0.49-mRNA-1_1&gene=maker-NODE_47_length_124665_cov_34.7406_ID_93-augustus-gene-0.49&CDS=1-2784
1997	OG0001997	YJL157C	augustus_masked-NODE_5_length_419891_cov_34.8861_ID_9-processed-gene-0.28-mRNA-1_1&gene=augustus_masked-NODE_5_length_419891_cov_34.8861_ID_9-processed-gene-0.28&CDS=1-2958
1998	OG0001998	YJL163C	augustus_masked-NODE_9_length_396883_cov_33.9787_ID_17-processed-gene-2.208-mRNA-1_1&gene=augustus_masked-NODE_9_length_396883_cov_33.9787_ID_17-processed-gene-2.208&CDS=1-1806
1999	OG0001999	YJL166W	augustus_masked-NODE_10_length_383627_cov_34.1544_ID_19-processed-gene-2.16-mRNA-1_1&gene=augustus_masked-NODE_10_length_383627_cov_34.1544_ID_19-processed-gene-2.16&CDS=1-282
2000	OG0002000	YJL167W	augustus_masked-NODE_10_length_383627_cov_34.1544_ID_19-processed-gene-2.33-mRNA-1_1&gene=augustus_masked-NODE_10_length_383627_cov_34.1544_ID_19-processed-gene-2.33&CDS=1-1050
2001	OG0002001	YJL168C	augustus_masked-NODE_1_length_997750_cov_35.0829_ID_1-processed-gene-6.32-mRNA-1_1&gene=augustus_masked-NODE_1_length_997750_cov_35.0829_ID_1-processed-gene-6.32&CDS=1-2178
2002	OG0002002	YJL171C	augustus_masked-NODE_17_length_317208_cov_34.3659_ID_33-processed-gene-2.35-mRNA-1_1&gene=augustus_masked-NODE_17_length_317208_cov_34.3659_ID_33-processed-gene-2.35&CDS=1-1236
2003	OG0002003	YJL176C	augustus_masked-NODE_10_length_383627_cov_34.1544_ID_19-processed-gene-2.32-mRNA-1_1&gene=augustus_masked-NODE_10_length_383627_cov_34.1544_ID_19-processed-gene-2.32&CDS=1-2268
2004	OG0002004	YJL179W	augustus_masked-NODE_74_length_64563_cov_35.4229_ID_147-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-NODE_74_length_64563_cov_35.4229_ID_147-processed-gene-0.7&CDS=1-360
2005	OG0002005	YJL180C	augustus_masked-NODE_74_length_64563_cov_35.4229_ID_147-processed-gene-0.15-mRNA-1_1&gene=augustus_masked-NODE_74_length_64563_cov_35.4229_ID_147-processed-gene-0.15&CDS=1-1023
2006	OG0002006	YJL183W	augustus_masked-NODE_74_length_64563_cov_35.4229_ID_147-processed-gene-0.23-mRNA-1_1&gene=augustus_masked-NODE_74_length_64563_cov_35.4229_ID_147-processed-gene-0.23&CDS=1-1296
2007	OG0002007	YJL184W	augustus_masked-NODE_74_length_64563_cov_35.4229_ID_147-processed-gene-0.16-mRNA-1_1&gene=augustus_masked-NODE_74_length_64563_cov_35.4229_ID_147-processed-gene-0.16&CDS=1-303
2008	OG0002008	YJL187C	augustus_masked-NODE_35_length_157193_cov_34.9667_ID_69-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-NODE_35_length_157193_cov_34.9667_ID_69-processed-gene-0.0&CDS=1-3018
2009	OG0002009	YJL189W	genemark-NODE_1_length_997750_cov_35.0829_ID_1-processed-gene-6.104-mRNA-1_1&gene=genemark-NODE_1_length_997750_cov_35.0829_ID_1-processed-gene-6.104&CDS=1-156
2010	OG0002010	YJL190C	snap_masked-NODE_1_length_997750_cov_35.0829_ID_1-processed-gene-6.47-mRNA-1_1&gene=snap_masked-NODE_1_length_997750_cov_35.0829_ID_1-processed-gene-6.47&CDS=1-390
2011	OG0002011	YJL194W	augustus_masked-NODE_32_length_166326_cov_37.3169_ID_63-processed-gene-0.138-mRNA-1_1&gene=augustus_masked-NODE_32_length_166326_cov_37.3169_ID_63-processed-gene-0.138&CDS=1-1449
2012	OG0002012	YJL197W	augustus_masked-NODE_49_length_123471_cov_34.9033_ID_97-processed-gene-0.48-mRNA-1_1&gene=augustus_masked-NODE_49_length_123471_cov_34.9033_ID_97-processed-gene-0.48&CDS=1-3804
2013	OG0002013	YJL200C	augustus_masked-NODE_52_length_101915_cov_36.2178_ID_103-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-NODE_52_length_101915_cov_36.2178_ID_103-processed-gene-0.6&CDS=1-2379
2014	OG0002014	YJL201W	genemark-NODE_61_length_81023_cov_34.3633_ID_121-processed-gene-0.48-mRNA-1_1&gene=genemark-NODE_61_length_81023_cov_34.3633_ID_121-processed-gene-0.48&CDS=1-2208
2015	OG0002015	YJL203W	augustus_masked-NODE_14_length_331226_cov_34.5996_ID_27-processed-gene-2.37-mRNA-1_1&gene=augustus_masked-NODE_14_length_331226_cov_34.5996_ID_27-processed-gene-2.37&CDS=1-1077
2016	OG0002016	YJL204C	augustus_masked-NODE_9_length_396883_cov_33.9787_ID_17-processed-gene-1.92-mRNA-1_1&gene=augustus_masked-NODE_9_length_396883_cov_33.9787_ID_17-processed-gene-1.92&CDS=1-2388
2017	OG0002017	YJL207C	augustus_masked-NODE_23_length_218239_cov_32.4129_ID_45-processed-gene-1.8-mRNA-1_1&gene=augustus_masked-NODE_23_length_218239_cov_32.4129_ID_45-processed-gene-1.8&CDS=1-6135
2018	OG0002018	YJL208C	augustus_masked-NODE_6_length_411934_cov_33.9477_ID_11-processed-gene-0.90-mRNA-1_1&gene=augustus_masked-NODE_6_length_411934_cov_33.9477_ID_11-processed-gene-0.90&CDS=1-948
2019	OG0002019	YJL212C	augustus_masked-NODE_67_length_76714_cov_33.3077_ID_133-processed-gene-0.63-mRNA-1_1&gene=augustus_masked-NODE_67_length_76714_cov_33.3077_ID_133-processed-gene-0.63&CDS=1-2280
2020	OG0002020	YJL218W	augustus_masked-NODE_2_length_899148_cov_35.27_ID_3-processed-gene-1.24-mRNA-1_1&gene=augustus_masked-NODE_2_length_899148_cov_35.27_ID_3-processed-gene-1.24&CDS=1-684
2021	OG0002021	YJR001W	augustus_masked-NODE_5_length_419891_cov_34.8861_ID_9-processed-gene-0.24-mRNA-1_1&gene=augustus_masked-NODE_5_length_419891_cov_34.8861_ID_9-processed-gene-0.24&CDS=1-1683
2022	OG0002022	YJR002W	augustus_masked-NODE_17_length_317208_cov_34.3659_ID_33-processed-gene-2.4-mRNA-1_1&gene=augustus_masked-NODE_17_length_317208_cov_34.3659_ID_33-processed-gene-2.4&CDS=1-1866
2023	OG0002023	YJR005W	augustus_masked-NODE_24_length_205090_cov_35.6791_ID_47-processed-gene-0.28-mRNA-1_1&gene=augustus_masked-NODE_24_length_205090_cov_35.6791_ID_47-processed-gene-0.28&CDS=1-3003
2024	OG0002024	YJR006W	augustus_masked-NODE_88_length_43371_cov_32.8755_ID_175-processed-gene-0.15-mRNA-1_1&gene=augustus_masked-NODE_88_length_43371_cov_32.8755_ID_175-processed-gene-0.15&CDS=1-1308
2025	OG0002025	YJR007W	augustus_masked-NODE_24_length_205090_cov_35.6791_ID_47-processed-gene-0.12-mRNA-1_1&gene=augustus_masked-NODE_24_length_205090_cov_35.6791_ID_47-processed-gene-0.12&CDS=1-906
2026	OG0002026	YJR010W	augustus_masked-NODE_84_length_48641_cov_32.8833_ID_167-processed-gene-0.34-mRNA-1_1&gene=augustus_masked-NODE_84_length_48641_cov_32.8833_ID_167-processed-gene-0.34&CDS=1-1512
2027	OG0002027	YJR013W	augustus_masked-NODE_2_length_899148_cov_35.27_ID_3-processed-gene-7.218-mRNA-1_1&gene=augustus_masked-NODE_2_length_899148_cov_35.27_ID_3-processed-gene-7.218&CDS=1-1104
2028	OG0002028	YJR014W	augustus_masked-NODE_2_length_899148_cov_35.27_ID_3-processed-gene-2.119-mRNA-1_1&gene=augustus_masked-NODE_2_length_899148_cov_35.27_ID_3-processed-gene-2.119&CDS=1-579
2029	OG0002029	YJR016C	augustus_masked-NODE_13_length_332279_cov_34.6765_ID_25-processed-gene-1.18-mRNA-1_1&gene=augustus_masked-NODE_13_length_332279_cov_34.6765_ID_25-processed-gene-1.18&CDS=1-1776
2030	OG0002030	YJR017C	augustus_masked-NODE_19_length_260818_cov_32.8456_ID_37-processed-gene-1.124-mRNA-1_1&gene=augustus_masked-NODE_19_length_260818_cov_32.8456_ID_37-processed-gene-1.124&CDS=1-522
2031	OG0002031	YJR024C	augustus_masked-NODE_16_length_320525_cov_33.7835_ID_31-processed-gene-2.119-mRNA-1_1&gene=augustus_masked-NODE_16_length_320525_cov_33.7835_ID_31-processed-gene-2.119&CDS=1-777
2032	OG0002032	YJR025C	augustus_masked-NODE_50_length_120741_cov_34.4772_ID_99-processed-gene-0.113-mRNA-1_1&gene=augustus_masked-NODE_50_length_120741_cov_34.4772_ID_99-processed-gene-0.113&CDS=1-510
2033	OG0002033	YJR032W	augustus_masked-NODE_37_length_152874_cov_34.0814_ID_73-processed-gene-0.44-mRNA-1_1&gene=augustus_masked-NODE_37_length_152874_cov_34.0814_ID_73-processed-gene-0.44&CDS=1-1110
2034	OG0002034	YJR033C	snap_masked-NODE_60_length_84120_cov_38.2063_ID_119-processed-gene-0.66-mRNA-1_1&gene=snap_masked-NODE_60_length_84120_cov_38.2063_ID_119-processed-gene-0.66&CDS=1-3624
2035	OG0002035	YJR034W	augustus_masked-NODE_60_length_84120_cov_38.2063_ID_119-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-NODE_60_length_84120_cov_38.2063_ID_119-processed-gene-0.3&CDS=1-348
2036	OG0002036	YJR035W	augustus_masked-NODE_22_length_218679_cov_35.0764_ID_43-processed-gene-0.22-mRNA-1_1&gene=augustus_masked-NODE_22_length_218679_cov_35.0764_ID_43-processed-gene-0.22&CDS=1-3459
2037	OG0002037	YJR040W	augustus_masked-NODE_26_length_186901_cov_35.17_ID_51-processed-gene-0.26-mRNA-1_1&gene=augustus_masked-NODE_26_length_186901_cov_35.17_ID_51-processed-gene-0.26&CDS=1-2265
2038	OG0002038	YJR041C	snap_masked-NODE_26_length_186901_cov_35.17_ID_51-processed-gene-0.143-mRNA-1_1&gene=snap_masked-NODE_26_length_186901_cov_35.17_ID_51-processed-gene-0.143&CDS=1-3411
2039	OG0002039	YJR042W	augustus_masked-NODE_26_length_186901_cov_35.17_ID_51-processed-gene-0.69-mRNA-1_1&gene=augustus_masked-NODE_26_length_186901_cov_35.17_ID_51-processed-gene-0.69&CDS=1-4899
2040	OG0002040	YJR044C	snap_masked-NODE_5_length_419891_cov_34.8861_ID_9-processed-gene-3.12-mRNA-1_1&gene=snap_masked-NODE_5_length_419891_cov_34.8861_ID_9-processed-gene-3.12&CDS=1-420
2041	OG0002041	YJR045C	augustus_masked-NODE_35_length_157193_cov_34.9667_ID_69-processed-gene-0.31-mRNA-1_1&gene=augustus_masked-NODE_35_length_157193_cov_34.9667_ID_69-processed-gene-0.31&CDS=1-1926
2042	OG0002042	YJR050W	augustus_masked-NODE_1_length_997750_cov_35.0829_ID_1-processed-gene-1.28-mRNA-1_1&gene=augustus_masked-NODE_1_length_997750_cov_35.0829_ID_1-processed-gene-1.28&CDS=1-804
