	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034748_Lipomyces_oligophaga
1076	OG0001076	YEL023C	maker-NODE_3_length_1505111_cov_24.9435_ID_5-augustus-gene-12.113-mRNA-1_1&gene=maker-NODE_3_length_1505111_cov_24.9435_ID_5-augustus-gene-12.113&CDS=1-1482
1077	OG0001077	YEL024W	snap_masked-NODE_3_length_1505111_cov_24.9435_ID_5-processed-gene-12.45-mRNA-1_1&gene=snap_masked-NODE_3_length_1505111_cov_24.9435_ID_5-processed-gene-12.45&CDS=1-474
1078	OG0001078	YEL026W	maker-NODE_2_length_1995911_cov_28.209_ID_3-snap-gene-3.43-mRNA-1_1&gene=maker-NODE_2_length_1995911_cov_28.209_ID_3-snap-gene-3.43&CDS=1-378
1079	OG0001079	YEL027W	augustus_masked-NODE_2_length_1995911_cov_28.209_ID_3-processed-gene-3.33-mRNA-1_1&gene=augustus_masked-NODE_2_length_1995911_cov_28.209_ID_3-processed-gene-3.33&CDS=1-489
1080	OG0001080	YEL031W	snap_masked-NODE_1_length_2488267_cov_24.9357_ID_1-processed-gene-19.119-mRNA-1_1&gene=snap_masked-NODE_1_length_2488267_cov_24.9357_ID_1-processed-gene-19.119&CDS=1-3711
1081	OG0001081	YEL032W	maker-NODE_2_length_1995911_cov_28.209_ID_3-snap-gene-12.68-mRNA-1_1&gene=maker-NODE_2_length_1995911_cov_28.209_ID_3-snap-gene-12.68&CDS=1-2718
1082	OG0001082	YEL037C	maker-NODE_1_length_2488267_cov_24.9357_ID_1-augustus-gene-3.140-mRNA-1_1&gene=maker-NODE_1_length_2488267_cov_24.9357_ID_1-augustus-gene-3.140&CDS=1-1215
1083	OG0001083	YEL040W	maker-NODE_4_length_1392634_cov_25.4388_ID_7-snap-gene-8.146-mRNA-1_1&gene=maker-NODE_4_length_1392634_cov_25.4388_ID_7-snap-gene-8.146&CDS=1-1545
1084	OG0001084	YEL042W	snap_masked-NODE_1_length_2488267_cov_24.9357_ID_1-processed-gene-12.71-mRNA-1_1&gene=snap_masked-NODE_1_length_2488267_cov_24.9357_ID_1-processed-gene-12.71&CDS=1-1677
1085	OG0001085	YEL043W	genemark-NODE_9_length_547499_cov_24.6718_ID_17-processed-gene-4.146-mRNA-1_1&gene=genemark-NODE_9_length_547499_cov_24.6718_ID_17-processed-gene-4.146&CDS=1-3195
1086	OG0001086	YEL044W	snap_masked-NODE_3_length_1505111_cov_24.9435_ID_5-processed-gene-8.81-mRNA-1_1&gene=snap_masked-NODE_3_length_1505111_cov_24.9435_ID_5-processed-gene-8.81&CDS=1-486
1087	OG0001087	YEL046C	augustus_masked-NODE_10_length_547460_cov_24.7089_ID_19-processed-gene-4.272-mRNA-1_1&gene=augustus_masked-NODE_10_length_547460_cov_24.7089_ID_19-processed-gene-4.272&CDS=1-1119
1088	OG0001088	YEL050C	snap_masked-NODE_3_length_1505111_cov_24.9435_ID_5-processed-gene-7.131-mRNA-1_1&gene=snap_masked-NODE_3_length_1505111_cov_24.9435_ID_5-processed-gene-7.131&CDS=1-1245
1089	OG0001089	YEL051W	maker-NODE_6_length_1161583_cov_24.6584_ID_11-snap-gene-6.67-mRNA-1_1&gene=maker-NODE_6_length_1161583_cov_24.6584_ID_11-snap-gene-6.67&CDS=1-780
1090	OG0001090	YEL052W	snap_masked-NODE_5_length_1291908_cov_25.0437_ID_9-processed-gene-2.5-mRNA-1_1&gene=snap_masked-NODE_5_length_1291908_cov_25.0437_ID_9-processed-gene-2.5&CDS=1-1470
1091	OG0001091	YEL053C	augustus_masked-NODE_9_length_547499_cov_24.6718_ID_17-processed-gene-0.75-mRNA-1_1&gene=augustus_masked-NODE_9_length_547499_cov_24.6718_ID_17-processed-gene-0.75&CDS=1-2133
1092	OG0001092	YEL056W	augustus_masked-NODE_3_length_1505111_cov_24.9435_ID_5-processed-gene-9.21-mRNA-1_1&gene=augustus_masked-NODE_3_length_1505111_cov_24.9435_ID_5-processed-gene-9.21&CDS=1-1311
1093	OG0001093	YEL058W	maker-NODE_1_length_2488267_cov_24.9357_ID_1-snap-gene-16.59-mRNA-1_1&gene=maker-NODE_1_length_2488267_cov_24.9357_ID_1-snap-gene-16.59&CDS=1-1647
1094	OG0001094	YEL060C	snap_masked-NODE_4_length_1392634_cov_25.4388_ID_7-processed-gene-1.8-mRNA-1_1&gene=snap_masked-NODE_4_length_1392634_cov_25.4388_ID_7-processed-gene-1.8&CDS=1-1359
1095	OG0001095	YEL062W	snap_masked-NODE_11_length_459259_cov_25.0738_ID_21-processed-gene-2.91-mRNA-1_1&gene=snap_masked-NODE_11_length_459259_cov_25.0738_ID_21-processed-gene-2.91&CDS=1-1389
1096	OG0001096	YEL064C	snap_masked-NODE_11_length_459259_cov_25.0738_ID_21-processed-gene-0.3-mRNA-1_1&gene=snap_masked-NODE_11_length_459259_cov_25.0738_ID_21-processed-gene-0.3&CDS=1-1548
1097	OG0001097	YEL065W	snap_masked-NODE_1_length_2488267_cov_24.9357_ID_1-processed-gene-0.6-mRNA-1_1&gene=snap_masked-NODE_1_length_2488267_cov_24.9357_ID_1-processed-gene-0.6&CDS=1-1917
1098	OG0001098	YER002W	maker-NODE_5_length_1291908_cov_25.0437_ID_9-snap-gene-10.48-mRNA-1_1&gene=maker-NODE_5_length_1291908_cov_25.0437_ID_9-snap-gene-10.48&CDS=1-597
1099	OG0001099	YER003C	maker-NODE_5_length_1291908_cov_25.0437_ID_9-snap-gene-10.40-mRNA-1_1&gene=maker-NODE_5_length_1291908_cov_25.0437_ID_9-snap-gene-10.40&CDS=1-1290
1100	OG0001100	YER005W	snap_masked-NODE_4_length_1392634_cov_25.4388_ID_7-processed-gene-1.28-mRNA-1_1&gene=snap_masked-NODE_4_length_1392634_cov_25.4388_ID_7-processed-gene-1.28&CDS=1-1872
1101	OG0001101	YER006W	snap_masked-NODE_3_length_1505111_cov_24.9435_ID_5-processed-gene-3.77-mRNA-1_1&gene=snap_masked-NODE_3_length_1505111_cov_24.9435_ID_5-processed-gene-3.77&CDS=1-1635
1102	OG0001102	YER007W	snap_masked-NODE_10_length_547460_cov_24.7089_ID_19-processed-gene-1.188-mRNA-1_1&gene=snap_masked-NODE_10_length_547460_cov_24.7089_ID_19-processed-gene-1.188&CDS=1-1455
1103	OG0001103	YER009W	maker-NODE_1_length_2488267_cov_24.9357_ID_1-augustus-gene-23.204-mRNA-1_1&gene=maker-NODE_1_length_2488267_cov_24.9357_ID_1-augustus-gene-23.204&CDS=1-411
1104	OG0001104	YER010C	maker-NODE_11_length_459259_cov_25.0738_ID_21-snap-gene-3.171-mRNA-1_1&gene=maker-NODE_11_length_459259_cov_25.0738_ID_21-snap-gene-3.171&CDS=1-672
1105	OG0001105	YER012W	maker-NODE_4_length_1392634_cov_25.4388_ID_7-snap-gene-10.99-mRNA-1_1&gene=maker-NODE_4_length_1392634_cov_25.4388_ID_7-snap-gene-10.99&CDS=1-591
1106	OG0001106	YER013W	maker-NODE_3_length_1505111_cov_24.9435_ID_5-snap-gene-3.6-mRNA-1_1&gene=maker-NODE_3_length_1505111_cov_24.9435_ID_5-snap-gene-3.6&CDS=1-3567
1107	OG0001107	YER014W	snap_masked-NODE_10_length_547460_cov_24.7089_ID_19-processed-gene-1.183-mRNA-1_1&gene=snap_masked-NODE_10_length_547460_cov_24.7089_ID_19-processed-gene-1.183&CDS=1-1683
1108	OG0001108	YER016W	snap_masked-NODE_6_length_1161583_cov_24.6584_ID_11-processed-gene-4.154-mRNA-1_1&gene=snap_masked-NODE_6_length_1161583_cov_24.6584_ID_11-processed-gene-4.154&CDS=1-858
1109	OG0001109	YER019W	maker-NODE_1_length_2488267_cov_24.9357_ID_1-augustus-gene-1.46-mRNA-1_1&gene=maker-NODE_1_length_2488267_cov_24.9357_ID_1-augustus-gene-1.46&CDS=1-1389
1110	OG0001110	YER021W	maker-NODE_1_length_2488267_cov_24.9357_ID_1-augustus-gene-8.36-mRNA-1_1&gene=maker-NODE_1_length_2488267_cov_24.9357_ID_1-augustus-gene-8.36&CDS=1-1458
1111	OG0001111	YER022W	maker-NODE_3_length_1505111_cov_24.9435_ID_5-snap-gene-8.61-mRNA-1_1&gene=maker-NODE_3_length_1505111_cov_24.9435_ID_5-snap-gene-8.61&CDS=1-1509
1112	OG0001112	YER023W	augustus_masked-NODE_4_length_1392634_cov_25.4388_ID_7-processed-gene-12.181-mRNA-1_1&gene=augustus_masked-NODE_4_length_1392634_cov_25.4388_ID_7-processed-gene-12.181&CDS=1-1557
1113	OG0001113	YER025W	snap_masked-NODE_8_length_612213_cov_24.9474_ID_15-processed-gene-0.10-mRNA-1_1&gene=snap_masked-NODE_8_length_612213_cov_24.9474_ID_15-processed-gene-0.10&CDS=1-1536
1114	OG0001114	YER028C	snap_masked-NODE_1_length_2488267_cov_24.9357_ID_1-processed-gene-23.61-mRNA-1_1&gene=snap_masked-NODE_1_length_2488267_cov_24.9357_ID_1-processed-gene-23.61&CDS=1-984
1115	OG0001115	YER029C	maker-NODE_4_length_1392634_cov_25.4388_ID_7-augustus-gene-3.114-mRNA-1_1&gene=maker-NODE_4_length_1392634_cov_25.4388_ID_7-augustus-gene-3.114&CDS=1-390
1116	OG0001116	YER036C	snap_masked-NODE_9_length_547499_cov_24.6718_ID_17-processed-gene-0.99-mRNA-1_1&gene=snap_masked-NODE_9_length_547499_cov_24.6718_ID_17-processed-gene-0.99&CDS=1-1791
1117	OG0001117	YER041W	snap_masked-NODE_1_length_2488267_cov_24.9357_ID_1-processed-gene-3.37-mRNA-1_1&gene=snap_masked-NODE_1_length_2488267_cov_24.9357_ID_1-processed-gene-3.37&CDS=1-2004
1118	OG0001118	YER042W	maker-NODE_1_length_2488267_cov_24.9357_ID_1-augustus-gene-10.46-mRNA-1_1&gene=maker-NODE_1_length_2488267_cov_24.9357_ID_1-augustus-gene-10.46&CDS=1-648
1119	OG0001119	YER043C	maker-NODE_2_length_1995911_cov_28.209_ID_3-snap-gene-11.95-mRNA-1_1&gene=maker-NODE_2_length_1995911_cov_28.209_ID_3-snap-gene-11.95&CDS=1-1347
1120	OG0001120	YER044C	augustus_masked-NODE_11_length_459259_cov_25.0738_ID_21-processed-gene-3.131-mRNA-1_1&gene=augustus_masked-NODE_11_length_459259_cov_25.0738_ID_21-processed-gene-3.131&CDS=1-414
1121	OG0001121	YER048W-A	snap_masked-NODE_9_length_547499_cov_24.6718_ID_17-processed-gene-4.25-mRNA-1_1&gene=snap_masked-NODE_9_length_547499_cov_24.6718_ID_17-processed-gene-4.25&CDS=1-246
1122	OG0001122	YER050C	snap_masked-NODE_7_length_759464_cov_25.2552_ID_13-processed-gene-6.239-mRNA-1_1&gene=snap_masked-NODE_7_length_759464_cov_25.2552_ID_13-processed-gene-6.239&CDS=1-897
1123	OG0001123	YER051W	genemark-NODE_2_length_1995911_cov_28.209_ID_3-processed-gene-5.29-mRNA-1_1&gene=genemark-NODE_2_length_1995911_cov_28.209_ID_3-processed-gene-5.29&CDS=1-2790
1124	OG0001124	YER052C	snap_masked-NODE_6_length_1161583_cov_24.6584_ID_11-processed-gene-1.170-mRNA-1_1&gene=snap_masked-NODE_6_length_1161583_cov_24.6584_ID_11-processed-gene-1.170&CDS=1-1644
1125	OG0001125	YER055C	maker-NODE_1_length_2488267_cov_24.9357_ID_1-snap-gene-17.38-mRNA-1_1&gene=maker-NODE_1_length_2488267_cov_24.9357_ID_1-snap-gene-17.38&CDS=1-921
1126	OG0001126	YER058W	maker-NODE_5_length_1291908_cov_25.0437_ID_9-snap-gene-1.121-mRNA-1_1&gene=maker-NODE_5_length_1291908_cov_25.0437_ID_9-snap-gene-1.121&CDS=1-240
1127	OG0001127	YER061C	snap_masked-NODE_3_length_1505111_cov_24.9435_ID_5-processed-gene-10.87-mRNA-1_1&gene=snap_masked-NODE_3_length_1505111_cov_24.9435_ID_5-processed-gene-10.87&CDS=1-1341
1128	OG0001128	YER068W	maker-NODE_2_length_1995911_cov_28.209_ID_3-augustus-gene-15.67-mRNA-1_1&gene=maker-NODE_2_length_1995911_cov_28.209_ID_3-augustus-gene-15.67&CDS=1-2022
1129	OG0001129	YER069W	snap_masked-NODE_4_length_1392634_cov_25.4388_ID_7-processed-gene-1.15-mRNA-1_1&gene=snap_masked-NODE_4_length_1392634_cov_25.4388_ID_7-processed-gene-1.15&CDS=1-2424
1130	OG0001130	YER070W	snap_masked-NODE_1_length_2488267_cov_24.9357_ID_1-processed-gene-18.41-mRNA-1_1&gene=snap_masked-NODE_1_length_2488267_cov_24.9357_ID_1-processed-gene-18.41&CDS=1-2724
1131	OG0001131	YER072W	maker-NODE_6_length_1161583_cov_24.6584_ID_11-snap-gene-4.52-mRNA-1_1&gene=maker-NODE_6_length_1161583_cov_24.6584_ID_11-snap-gene-4.52&CDS=1-369
1132	OG0001132	YER077C	augustus_masked-NODE_1_length_2488267_cov_24.9357_ID_1-processed-gene-13.144-mRNA-1_1&gene=augustus_masked-NODE_1_length_2488267_cov_24.9357_ID_1-processed-gene-13.144&CDS=1-1854
1133	OG0001133	YER078C	augustus_masked-NODE_4_length_1392634_cov_25.4388_ID_7-processed-gene-6.137-mRNA-1_1&gene=augustus_masked-NODE_4_length_1392634_cov_25.4388_ID_7-processed-gene-6.137&CDS=1-1368
1134	OG0001134	YER080W	snap_masked-NODE_2_length_1995911_cov_28.209_ID_3-processed-gene-2.129-mRNA-1_1&gene=snap_masked-NODE_2_length_1995911_cov_28.209_ID_3-processed-gene-2.129&CDS=1-1767
1135	OG0001135	YER082C	snap_masked-NODE_10_length_547460_cov_24.7089_ID_19-processed-gene-3.125-mRNA-1_1&gene=snap_masked-NODE_10_length_547460_cov_24.7089_ID_19-processed-gene-3.125&CDS=1-1563
1136	OG0001136	YER086W	snap_masked-NODE_5_length_1291908_cov_25.0437_ID_9-processed-gene-11.225-mRNA-1_1&gene=snap_masked-NODE_5_length_1291908_cov_25.0437_ID_9-processed-gene-11.225&CDS=1-1674
1137	OG0001137	YER087W	augustus_masked-NODE_7_length_759464_cov_25.2552_ID_13-processed-gene-2.63-mRNA-1_1&gene=augustus_masked-NODE_7_length_759464_cov_25.2552_ID_13-processed-gene-2.63&CDS=1-1512
1138	OG0001138	YER090W	snap_masked-NODE_2_length_1995911_cov_28.209_ID_3-processed-gene-16.10-mRNA-1_1&gene=snap_masked-NODE_2_length_1995911_cov_28.209_ID_3-processed-gene-16.10&CDS=1-1527
1139	OG0001139	YER091C	snap_masked-NODE_8_length_612213_cov_24.9474_ID_15-processed-gene-4.49-mRNA-1_1&gene=snap_masked-NODE_8_length_612213_cov_24.9474_ID_15-processed-gene-4.49&CDS=1-2301
1140	OG0001140	YER093C	maker-NODE_2_length_1995911_cov_28.209_ID_3-augustus-gene-14.57-mRNA-1_1&gene=maker-NODE_2_length_1995911_cov_28.209_ID_3-augustus-gene-14.57&CDS=1-3195
1141	OG0001141	YER093C-A	maker-NODE_2_length_1995911_cov_28.209_ID_3-augustus-gene-18.117-mRNA-1_1&gene=maker-NODE_2_length_1995911_cov_28.209_ID_3-augustus-gene-18.117&CDS=1-504
1142	OG0001142	YER094C	maker-NODE_13_length_191982_cov_25.1951_ID_25-snap-gene-0.184-mRNA-1_1&gene=maker-NODE_13_length_191982_cov_25.1951_ID_25-snap-gene-0.184&CDS=1-615
1143	OG0001143	YER095W	snap_masked-NODE_4_length_1392634_cov_25.4388_ID_7-processed-gene-1.39-mRNA-1_1&gene=snap_masked-NODE_4_length_1392634_cov_25.4388_ID_7-processed-gene-1.39&CDS=1-1035
1144	OG0001144	YER099C	augustus_masked-NODE_6_length_1161583_cov_24.6584_ID_11-processed-gene-1.107-mRNA-1_1&gene=augustus_masked-NODE_6_length_1161583_cov_24.6584_ID_11-processed-gene-1.107&CDS=1-957
1145	OG0001145	YER100W	snap_masked-NODE_4_length_1392634_cov_25.4388_ID_7-processed-gene-11.41-mRNA-1_1&gene=snap_masked-NODE_4_length_1392634_cov_25.4388_ID_7-processed-gene-11.41&CDS=1-780
1146	OG0001146	YER107C	maker-NODE_8_length_612213_cov_24.9474_ID_15-augustus-gene-4.99-mRNA-1_1&gene=maker-NODE_8_length_612213_cov_24.9474_ID_15-augustus-gene-4.99&CDS=1-1110
1147	OG0001147	YER109C	snap_masked-NODE_4_length_1392634_cov_25.4388_ID_7-processed-gene-12.332-mRNA-1_1&gene=snap_masked-NODE_4_length_1392634_cov_25.4388_ID_7-processed-gene-12.332&CDS=1-3216
1148	OG0001148	YER110C	maker-NODE_1_length_2488267_cov_24.9357_ID_1-snap-gene-14.48-mRNA-1_1&gene=maker-NODE_1_length_2488267_cov_24.9357_ID_1-snap-gene-14.48&CDS=1-3174
1149	OG0001149	YER118C	maker-NODE_4_length_1392634_cov_25.4388_ID_7-augustus-gene-11.137-mRNA-1_1&gene=maker-NODE_4_length_1392634_cov_25.4388_ID_7-augustus-gene-11.137&CDS=1-1134
1150	OG0001150	YER122C	maker-NODE_7_length_759464_cov_25.2552_ID_13-snap-gene-6.81-mRNA-1_1&gene=maker-NODE_7_length_759464_cov_25.2552_ID_13-snap-gene-6.81&CDS=1-1386
1151	OG0001151	YER125W	augustus_masked-NODE_6_length_1161583_cov_24.6584_ID_11-processed-gene-4.26-mRNA-1_1&gene=augustus_masked-NODE_6_length_1161583_cov_24.6584_ID_11-processed-gene-4.26&CDS=1-2469
1152	OG0001152	YER126C	maker-NODE_7_length_759464_cov_25.2552_ID_13-snap-gene-1.32-mRNA-1_1&gene=maker-NODE_7_length_759464_cov_25.2552_ID_13-snap-gene-1.32&CDS=1-777
1153	OG0001153	YER127W	snap_masked-NODE_7_length_759464_cov_25.2552_ID_13-processed-gene-0.21-mRNA-1_1&gene=snap_masked-NODE_7_length_759464_cov_25.2552_ID_13-processed-gene-0.21&CDS=1-1056
1154	OG0001154	YER130C	augustus_masked-NODE_5_length_1291908_cov_25.0437_ID_9-processed-gene-6.106-mRNA-1_1&gene=augustus_masked-NODE_5_length_1291908_cov_25.0437_ID_9-processed-gene-6.106&CDS=1-1485
1155	OG0001155	YER134C	maker-NODE_1_length_2488267_cov_24.9357_ID_1-augustus-gene-3.128-mRNA-1_1&gene=maker-NODE_1_length_2488267_cov_24.9357_ID_1-augustus-gene-3.128&CDS=1-621
1156	OG0001156	YER136W	maker-NODE_13_length_191982_cov_25.1951_ID_25-snap-gene-0.181-mRNA-1_1&gene=maker-NODE_13_length_191982_cov_25.1951_ID_25-snap-gene-0.181&CDS=1-1332
1157	OG0001157	YER140W	snap_masked-NODE_11_length_459259_cov_25.0738_ID_21-processed-gene-3.32-mRNA-1_1&gene=snap_masked-NODE_11_length_459259_cov_25.0738_ID_21-processed-gene-3.32&CDS=1-2235
1158	OG0001158	YER141W	snap_masked-NODE_11_length_459259_cov_25.0738_ID_21-processed-gene-3.75-mRNA-1_1&gene=snap_masked-NODE_11_length_459259_cov_25.0738_ID_21-processed-gene-3.75&CDS=1-1548
1159	OG0001159	YER142C	augustus_masked-NODE_12_length_340936_cov_24.8538_ID_23-processed-gene-2.150-mRNA-1_1&gene=augustus_masked-NODE_12_length_340936_cov_24.8538_ID_23-processed-gene-2.150&CDS=1-1137
1160	OG0001160	YER143W	maker-NODE_13_length_191982_cov_25.1951_ID_25-snap-gene-0.197-mRNA-1_1&gene=maker-NODE_13_length_191982_cov_25.1951_ID_25-snap-gene-0.197&CDS=1-1104
1161	OG0001161	YER146W	maker-NODE_1_length_2488267_cov_24.9357_ID_1-augustus-gene-10.43-mRNA-1_1&gene=maker-NODE_1_length_2488267_cov_24.9357_ID_1-augustus-gene-10.43&CDS=1-252
1162	OG0001162	YER148W	snap_masked-NODE_1_length_2488267_cov_24.9357_ID_1-processed-gene-14.30-mRNA-1_1&gene=snap_masked-NODE_1_length_2488267_cov_24.9357_ID_1-processed-gene-14.30&CDS=1-753
1163	OG0001163	YER151C	snap_masked-NODE_2_length_1995911_cov_28.209_ID_3-processed-gene-14.147-mRNA-1_1&gene=snap_masked-NODE_2_length_1995911_cov_28.209_ID_3-processed-gene-14.147&CDS=1-3618
1164	OG0001164	YER154W	snap_masked-NODE_2_length_1995911_cov_28.209_ID_3-processed-gene-8.6-mRNA-1_1&gene=snap_masked-NODE_2_length_1995911_cov_28.209_ID_3-processed-gene-8.6&CDS=1-1179
1165	OG0001165	YER155C	maker-NODE_3_length_1505111_cov_24.9435_ID_5-augustus-gene-10.32-mRNA-1_1&gene=maker-NODE_3_length_1505111_cov_24.9435_ID_5-augustus-gene-10.32&CDS=1-6333
1166	OG0001166	YER156C	maker-NODE_5_length_1291908_cov_25.0437_ID_9-snap-gene-4.64-mRNA-1_1&gene=maker-NODE_5_length_1291908_cov_25.0437_ID_9-snap-gene-4.64&CDS=1-993
1167	OG0001167	YER157W	maker-NODE_2_length_1995911_cov_28.209_ID_3-augustus-gene-11.104-mRNA-1_1&gene=maker-NODE_2_length_1995911_cov_28.209_ID_3-augustus-gene-11.104&CDS=1-1407
1168	OG0001168	YER159C	genemark-NODE_11_length_459259_cov_25.0738_ID_21-processed-gene-1.91-mRNA-1_1&gene=genemark-NODE_11_length_459259_cov_25.0738_ID_21-processed-gene-1.91&CDS=1-501
1169	OG0001169	YER161C	augustus_masked-NODE_4_length_1392634_cov_25.4388_ID_7-processed-gene-4.37-mRNA-1_1&gene=augustus_masked-NODE_4_length_1392634_cov_25.4388_ID_7-processed-gene-4.37&CDS=1-1047
1170	OG0001170	YER162C	genemark-NODE_8_length_612213_cov_24.9474_ID_15-processed-gene-5.48-mRNA-1_1&gene=genemark-NODE_8_length_612213_cov_24.9474_ID_15-processed-gene-5.48&CDS=1-3042
1171	OG0001171	YER163C	augustus_masked-NODE_6_length_1161583_cov_24.6584_ID_11-processed-gene-5.34-mRNA-1_1&gene=augustus_masked-NODE_6_length_1161583_cov_24.6584_ID_11-processed-gene-5.34&CDS=1-723
1172	OG0001172	YER164W	snap_masked-NODE_5_length_1291908_cov_25.0437_ID_9-processed-gene-11.226-mRNA-1_1&gene=snap_masked-NODE_5_length_1291908_cov_25.0437_ID_9-processed-gene-11.226&CDS=1-4614
1173	OG0001173	YER165W	snap_masked-NODE_7_length_759464_cov_25.2552_ID_13-processed-gene-0.19-mRNA-1_1&gene=snap_masked-NODE_7_length_759464_cov_25.2552_ID_13-processed-gene-0.19&CDS=1-2202
1174	OG0001174	YER166W	snap_masked-NODE_2_length_1995911_cov_28.209_ID_3-processed-gene-18.28-mRNA-1_1&gene=snap_masked-NODE_2_length_1995911_cov_28.209_ID_3-processed-gene-18.28&CDS=1-4374
1175	OG0001175	YER168C	maker-NODE_8_length_612213_cov_24.9474_ID_15-snap-gene-3.137-mRNA-1_1&gene=maker-NODE_8_length_612213_cov_24.9474_ID_15-snap-gene-3.137&CDS=1-1512
1176	OG0001176	YER169W	augustus_masked-NODE_4_length_1392634_cov_25.4388_ID_7-processed-gene-9.6-mRNA-1_1&gene=augustus_masked-NODE_4_length_1392634_cov_25.4388_ID_7-processed-gene-9.6&CDS=1-1995
1177	OG0001177	YER170W	augustus_masked-NODE_10_length_547460_cov_24.7089_ID_19-processed-gene-1.33-mRNA-1_1&gene=augustus_masked-NODE_10_length_547460_cov_24.7089_ID_19-processed-gene-1.33&CDS=1-1344
1178	OG0001178	YER171W	maker-NODE_7_length_759464_cov_25.2552_ID_13-snap-gene-6.61-mRNA-1_1&gene=maker-NODE_7_length_759464_cov_25.2552_ID_13-snap-gene-6.61&CDS=1-2436
1179	OG0001179	YER172C	augustus_masked-NODE_7_length_759464_cov_25.2552_ID_13-processed-gene-1.26-mRNA-1_1&gene=augustus_masked-NODE_7_length_759464_cov_25.2552_ID_13-processed-gene-1.26&CDS=1-6450
1180	OG0001180	YER173W	snap_masked-NODE_2_length_1995911_cov_28.209_ID_3-processed-gene-11.64-mRNA-1_1&gene=snap_masked-NODE_2_length_1995911_cov_28.209_ID_3-processed-gene-11.64&CDS=1-1761
1181	OG0001181	YER175C	snap_masked-NODE_11_length_459259_cov_25.0738_ID_21-processed-gene-3.6-mRNA-1_1&gene=snap_masked-NODE_11_length_459259_cov_25.0738_ID_21-processed-gene-3.6&CDS=1-852
1182	OG0001182	YER177W	maker-NODE_1_length_2488267_cov_24.9357_ID_1-augustus-gene-19.107-mRNA-1_1&gene=maker-NODE_1_length_2488267_cov_24.9357_ID_1-augustus-gene-19.107&CDS=1-810
1183	OG0001183	YER178W	snap_masked-NODE_4_length_1392634_cov_25.4388_ID_7-processed-gene-2.124-mRNA-1_1&gene=snap_masked-NODE_4_length_1392634_cov_25.4388_ID_7-processed-gene-2.124&CDS=1-957
1184	OG0001184	YER179W	maker-NODE_3_length_1505111_cov_24.9435_ID_5-snap-gene-14.93-mRNA-1_1&gene=maker-NODE_3_length_1505111_cov_24.9435_ID_5-snap-gene-14.93&CDS=1-984
1185	OG0001185	YFL001W	snap_masked-NODE_5_length_1291908_cov_25.0437_ID_9-processed-gene-0.122-mRNA-1_1&gene=snap_masked-NODE_5_length_1291908_cov_25.0437_ID_9-processed-gene-0.122&CDS=1-1491
1186	OG0001186	YFL002C	snap_masked-NODE_1_length_2488267_cov_24.9357_ID_1-processed-gene-3.18-mRNA-1_1&gene=snap_masked-NODE_1_length_2488267_cov_24.9357_ID_1-processed-gene-3.18&CDS=1-1902
1187	OG0001187	YFL007W	maker-NODE_2_length_1995911_cov_28.209_ID_3-snap-gene-4.91-mRNA-1_1&gene=maker-NODE_2_length_1995911_cov_28.209_ID_3-snap-gene-4.91&CDS=1-5859
1188	OG0001188	YFL008W	snap_masked-NODE_3_length_1505111_cov_24.9435_ID_5-processed-gene-4.104-mRNA-1_1&gene=snap_masked-NODE_3_length_1505111_cov_24.9435_ID_5-processed-gene-4.104&CDS=1-3708
1189	OG0001189	YFL010C	augustus_masked-NODE_1_length_2488267_cov_24.9357_ID_1-processed-gene-17.5-mRNA-1_1&gene=augustus_masked-NODE_1_length_2488267_cov_24.9357_ID_1-processed-gene-17.5&CDS=1-678
1190	OG0001190	YFL013C	augustus_masked-NODE_8_length_612213_cov_24.9474_ID_15-processed-gene-0.156-mRNA-1_1&gene=augustus_masked-NODE_8_length_612213_cov_24.9474_ID_15-processed-gene-0.156&CDS=1-2097
1191	OG0001191	YFL016C	snap_masked-NODE_5_length_1291908_cov_25.0437_ID_9-processed-gene-11.257-mRNA-1_1&gene=snap_masked-NODE_5_length_1291908_cov_25.0437_ID_9-processed-gene-11.257&CDS=1-1632
1192	OG0001192	YFL017C	maker-NODE_7_length_759464_cov_25.2552_ID_13-snap-gene-4.69-mRNA-1_1&gene=maker-NODE_7_length_759464_cov_25.2552_ID_13-snap-gene-4.69&CDS=1-519
1193	OG0001193	YFL017W-A	maker-NODE_4_length_1392634_cov_25.4388_ID_7-augustus-gene-12.120-mRNA-1_1&gene=maker-NODE_4_length_1392634_cov_25.4388_ID_7-augustus-gene-12.120&CDS=1-228
1194	OG0001194	YFL018C	maker-NODE_1_length_2488267_cov_24.9357_ID_1-snap-gene-23.101-mRNA-1_1&gene=maker-NODE_1_length_2488267_cov_24.9357_ID_1-snap-gene-23.101&CDS=1-1518
1195	OG0001195	YFL022C	snap_masked-NODE_10_length_547460_cov_24.7089_ID_19-processed-gene-2.34-mRNA-1_1&gene=snap_masked-NODE_10_length_547460_cov_24.7089_ID_19-processed-gene-2.34&CDS=1-1482
1196	OG0001196	YFL023W	augustus_masked-NODE_3_length_1505111_cov_24.9435_ID_5-processed-gene-3.118-mRNA-1_1&gene=augustus_masked-NODE_3_length_1505111_cov_24.9435_ID_5-processed-gene-3.118&CDS=1-2613
1197	OG0001197	YFL024C	maker-NODE_10_length_547460_cov_24.7089_ID_19-snap-gene-3.39-mRNA-1_1&gene=maker-NODE_10_length_547460_cov_24.7089_ID_19-snap-gene-3.39&CDS=1-1173
