	OrthologID	Pachysolen_tannophilus	Saccharomyces_cerevisiae
1661	OG0001661	augustus_masked-scaffold_2-processed-gene-20.263-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-20.263&CDS=1-1464	YBL086C
1662	OG0001662	augustus_masked-scaffold_2-processed-gene-20.264-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-20.264&CDS=1-1011	YNL080C
1663	OG0001663	augustus_masked-scaffold_2-processed-gene-20.223-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-20.223&CDS=1-363	YNL081C
1664	OG0001664	genemark-scaffold_2-processed-gene-20.174-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-20.174&CDS=1-2844	YIL137C
1665	OG0001665	augustus_masked-scaffold_2-processed-gene-20.227-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-20.227&CDS=1-612	YIL127C
1666	OG0001666	augustus_masked-scaffold_2-processed-gene-20.267-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-20.267&CDS=1-3258	YIL128W
1667	OG0001667	augustus_masked-scaffold_2-processed-gene-20.230-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-20.230&CDS=1-792	YFR050C
1668	OG0001668	augustus_masked-scaffold_2-processed-gene-20.269-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-20.269&CDS=1-1194	YGL248W
1669	OG0001669	augustus_masked-scaffold_2-processed-gene-20.231-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-20.231&CDS=1-1188	YHR123W
1670	OG0001670	augustus_masked-scaffold_2-processed-gene-20.270-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-20.270&CDS=1-468	YNL131W
1671	OG0001671	augustus_masked-scaffold_2-processed-gene-20.232-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-20.232&CDS=1-1110	YGR028W
1672	OG0001672	augustus_masked-scaffold_2-processed-gene-20.272-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-20.272&CDS=1-672	YHR122W
1673	OG0001673	snap_masked-scaffold_2-processed-gene-20.21-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-20.21&CDS=1-819	YNL129W
1674	OG0001674	augustus_masked-scaffold_2-processed-gene-20.273-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-20.273&CDS=1-3177	YNL132W
1675	OG0001675	augustus_masked-scaffold_2-processed-gene-20.274-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-20.274&CDS=1-1797	YGL125W
1676	OG0001676	augustus_masked-scaffold_2-processed-gene-20.275-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-20.275&CDS=1-2274	YHR124W
1677	OG0001677	augustus_masked-scaffold_2-processed-gene-20.277-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-20.277&CDS=1-3027	YHR120W
1678	OG0001678	augustus_masked-scaffold_2-processed-gene-20.278-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-20.278&CDS=1-3471	YHR119W
1679	OG0001679	augustus_masked-scaffold_2-processed-gene-20.235-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-20.235&CDS=1-1011	YHR118C
1680	OG0001680	augustus_masked-scaffold_2-processed-gene-20.236-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-20.236&CDS=1-3024	YNL123W
1681	OG0001681	maker-scaffold_2-augustus-gene-20.118-mRNA-1_1&gene=maker-scaffold_2-augustus-gene-20.118&CDS=1-297	YNL122C
1682	OG0001682	augustus_masked-scaffold_2-processed-gene-20.284-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-20.284&CDS=1-1152	YBR234C
1683	OG0001683	maker-scaffold_2-augustus-gene-20.120-mRNA-1_1&gene=maker-scaffold_2-augustus-gene-20.120&CDS=1-1632	YIL150C
1684	OG0001684	maker-scaffold_2-augustus-gene-20.121-mRNA-1_1&gene=maker-scaffold_2-augustus-gene-20.121&CDS=1-393	YMR074C
1685	OG0001685	snap_masked-scaffold_2-processed-gene-20.78-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-20.78&CDS=1-192	YLR262C-A
1686	OG0001686	augustus_masked-scaffold_2-processed-gene-20.244-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-20.244&CDS=1-1980	YOR181W
1687	OG0001687	augustus_masked-scaffold_2-processed-gene-20.245-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-20.245&CDS=1-2052	YML043C
1688	OG0001688	augustus_masked-scaffold_2-processed-gene-20.246-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-20.246&CDS=1-2187	YOL013C
1689	OG0001689	maker-scaffold_2-augustus-gene-20.122-mRNA-1_1&gene=maker-scaffold_2-augustus-gene-20.122&CDS=1-396	YOL012C
1690	OG0001690	augustus_masked-scaffold_2-processed-gene-20.248-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-20.248&CDS=1-1476	YGL055W
1691	OG0001691	augustus_masked-scaffold_2-processed-gene-20.250-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-20.250&CDS=1-2199	YPL072W
1692	OG0001692	augustus_masked-scaffold_2-processed-gene-20.296-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-20.296&CDS=1-1581	YBR286W
1693	OG0001693	augustus_masked-scaffold_2-processed-gene-20.297-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-20.297&CDS=1-363	YBR258C
1694	OG0001694	maker-scaffold_2-augustus-gene-20.117-mRNA-1_1&gene=maker-scaffold_2-augustus-gene-20.117&CDS=1-252	YNL211C
1695	OG0001695	augustus_masked-scaffold_2-processed-gene-20.298-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-20.298&CDS=1-2346	YNL212W
1696	OG0001696	augustus_masked-scaffold_2-processed-gene-20.254-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-20.254&CDS=1-732	YNL213C
1697	OG0001697	augustus_masked-scaffold_2-processed-gene-20.300-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-20.300&CDS=1-1785	YDL233W
1698	OG0001698	augustus_masked-scaffold_25-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-scaffold_25-processed-gene-0.0&CDS=1-1035	YDL134C
1699	OG0001699	augustus_masked-scaffold_27-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-scaffold_27-processed-gene-0.0&CDS=1-1314	YBL045C
1700	OG0001700	maker-scaffold_3-augustus-gene-0.39-mRNA-1_1&gene=maker-scaffold_3-augustus-gene-0.39&CDS=1-1764	YER022W
1701	OG0001701	augustus_masked-scaffold_3-processed-gene-0.73-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-0.73&CDS=1-1035	YJR105W
1702	OG0001702	augustus_masked-scaffold_3-processed-gene-0.74-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-0.74&CDS=1-828	YJR116W
1703	OG0001703	augustus_masked-scaffold_3-processed-gene-0.56-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-0.56&CDS=1-1998	YLL035W
1704	OG0001704	augustus_masked-scaffold_3-processed-gene-0.75-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-0.75&CDS=1-2568	YLL034C
1705	OG0001705	augustus_masked-scaffold_3-processed-gene-0.57-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-0.57&CDS=1-660	YMR077C
1706	OG0001706	augustus_masked-scaffold_3-processed-gene-0.76-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-0.76&CDS=1-1023	YGL040C
1707	OG0001707	maker-scaffold_3-augustus-gene-0.40-mRNA-1_1&gene=maker-scaffold_3-augustus-gene-0.40&CDS=1-1926	YFL030W
1708	OG0001708	augustus_masked-scaffold_3-processed-gene-0.78-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-0.78&CDS=1-2025	YGR216C
1709	OG0001709	maker-scaffold_3-augustus-gene-0.43-mRNA-1_1&gene=maker-scaffold_3-augustus-gene-0.43&CDS=1-1107	YHR012W
1710	OG0001710	augustus_masked-scaffold_3-processed-gene-0.61-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-0.61&CDS=1-312	YOR020C
1711	OG0001711	augustus_masked-scaffold_3-processed-gene-0.81-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-0.81&CDS=1-1677	YDR473C
1712	OG0001712	augustus_masked-scaffold_3-processed-gene-0.82-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-0.82&CDS=1-10392	YDR457W
1713	OG0001713	augustus_masked-scaffold_3-processed-gene-0.63-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-0.63&CDS=1-1434	YHR011W
1714	OG0001714	augustus_masked-scaffold_3-processed-gene-0.66-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-0.66&CDS=1-1608	YDR470C
1715	OG0001715	snap_masked-scaffold_3-processed-gene-0.33-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-0.33&CDS=1-750	YDR469W
1716	OG0001716	snap_masked-scaffold_3-processed-gene-0.34-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-0.34&CDS=1-1308	YDR346C
1717	OG0001717	augustus_masked-scaffold_3-processed-gene-0.84-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-0.84&CDS=1-1599	YHR009C
1718	OG0001718	augustus_masked-scaffold_3-processed-gene-0.85-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-0.85&CDS=1-702	YDR468C
1719	OG0001719	augustus_masked-scaffold_3-processed-gene-0.86-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-0.86&CDS=1-1560	YDR393W
1720	OG0001720	augustus_masked-scaffold_3-processed-gene-0.68-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-0.68&CDS=1-990	YDR392W
1721	OG0001721	augustus_masked-scaffold_3-processed-gene-1.60-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-1.60&CDS=1-837	YOR145C
1722	OG0001722	augustus_masked-scaffold_3-processed-gene-1.57-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-1.57&CDS=1-996	YOR143C
1723	OG0001723	augustus_masked-scaffold_3-processed-gene-1.58-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-1.58&CDS=1-978	YOR142W
1724	OG0001724	augustus_masked-scaffold_3-processed-gene-1.64-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-1.64&CDS=1-1776	YOR149C
1725	OG0001725	augustus_masked-scaffold_3-processed-gene-1.87-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-1.87&CDS=1-1284	YDR394W
1726	OG0001726	augustus_masked-scaffold_3-processed-gene-1.65-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-1.65&CDS=1-1374	YOR119C
1727	OG0001727	augustus_masked-scaffold_3-processed-gene-1.88-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-1.88&CDS=1-609	YHR013C
1728	OG0001728	augustus_masked-scaffold_3-processed-gene-1.66-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-1.66&CDS=1-672	YDR472W
1729	OG0001729	maker-scaffold_3-augustus-gene-1.53-mRNA-1_1&gene=maker-scaffold_3-augustus-gene-1.53&CDS=1-2940	YOR038C
1730	OG0001730	augustus_masked-scaffold_3-processed-gene-1.68-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-1.68&CDS=1-813	YOR039W
1731	OG0001731	augustus_masked-scaffold_3-processed-gene-1.69-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-1.69&CDS=1-3162	YDR270W
1732	OG0001732	augustus_masked-scaffold_3-processed-gene-1.91-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-1.91&CDS=1-1173	YDR268W
1733	OG0001733	augustus_masked-scaffold_3-processed-gene-1.71-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-1.71&CDS=1-1728	YDR386W
1734	OG0001734	augustus_masked-scaffold_3-processed-gene-1.72-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-1.72&CDS=1-927	YOR158W
1735	OG0001735	augustus_masked-scaffold_3-processed-gene-1.92-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-1.92&CDS=1-258	YOR159C
1736	OG0001736	augustus_masked-scaffold_3-processed-gene-1.73-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-1.73&CDS=1-2922	YOR160W
1737	OG0001737	augustus_masked-scaffold_3-processed-gene-1.74-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-1.74&CDS=1-1596	YOR161C
1738	OG0001738	augustus_masked-scaffold_3-processed-gene-1.76-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-1.76&CDS=1-1167	YOR063W
1739	OG0001739	augustus_masked-scaffold_3-processed-gene-1.80-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-1.80&CDS=1-2676	YJL019W
1740	OG0001740	maker-scaffold_3-snap-gene-1.51-mRNA-1_1&gene=maker-scaffold_3-snap-gene-1.51&CDS=1-597	YJR012C
1741	OG0001741	augustus_masked-scaffold_3-processed-gene-1.98-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-1.98&CDS=1-726	YGR195W
1742	OG0001742	augustus_masked-scaffold_3-processed-gene-1.99-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-1.99&CDS=1-1233	YJR013W
1743	OG0001743	augustus_masked-scaffold_3-processed-gene-1.83-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-1.83&CDS=1-1095	YGR187C
1744	OG0001744	augustus_masked-scaffold_3-processed-gene-1.100-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-1.100&CDS=1-1914	YGR186W
1745	OG0001745	augustus_masked-scaffold_3-processed-gene-1.101-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-1.101&CDS=1-2103	YOL115W
1746	OG0001746	augustus_masked-scaffold_3-processed-gene-1.84-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-1.84&CDS=1-1158	YDL237W
1747	OG0001747	augustus_masked-scaffold_3-processed-gene-1.103-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-1.103&CDS=1-321	YBL028C
1748	OG0001748	augustus_masked-scaffold_3-processed-gene-1.104-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-1.104&CDS=1-2670	YBR083W
1749	OG0001749	augustus_masked-scaffold_3-processed-gene-1.105-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-1.105&CDS=1-3318	YDR060W
1750	OG0001750	augustus_masked-scaffold_3-processed-gene-2.67-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-2.67&CDS=1-336	YDR381C-A
1751	OG0001751	augustus_masked-scaffold_3-processed-gene-2.68-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-2.68&CDS=1-996	YOR130C
1752	OG0001752	augustus_masked-scaffold_3-processed-gene-2.71-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-2.71&CDS=1-1161	YJL006C
1753	OG0001753	augustus_masked-scaffold_3-processed-gene-2.91-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-2.91&CDS=1-1026	YJL031C
1754	OG0001754	augustus_masked-scaffold_3-processed-gene-2.72-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-2.72&CDS=1-1035	YHR069C
1755	OG0001755	augustus_masked-scaffold_3-processed-gene-2.92-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-2.92&CDS=1-654	YKL142W
1756	OG0001756	augustus_masked-scaffold_3-processed-gene-2.93-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-2.93&CDS=1-897	YDR352W
1757	OG0001757	augustus_masked-scaffold_3-processed-gene-2.94-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-2.94&CDS=1-1710	YDR294C
1758	OG0001758	snap_masked-scaffold_3-processed-gene-2.32-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-2.32&CDS=1-2160	YDR295C
1759	OG0001759	augustus_masked-scaffold_3-processed-gene-2.96-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-2.96&CDS=1-1827	YML007W
1760	OG0001760	augustus_masked-scaffold_3-processed-gene-2.97-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-2.97&CDS=1-1140	YML008C
1761	OG0001761	snap_masked-scaffold_3-processed-gene-2.36-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-2.36&CDS=1-615	YDR298C
1762	OG0001762	augustus_masked-scaffold_3-processed-gene-2.78-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-2.78&CDS=1-1227	YEL050C
1763	OG0001763	augustus_masked-scaffold_3-processed-gene-2.79-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-2.79&CDS=1-1497	YDR415C
1764	OG0001764	augustus_masked-scaffold_3-processed-gene-2.100-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-2.100&CDS=1-816	YEL051W
1765	OG0001765	augustus_masked-scaffold_3-processed-gene-2.80-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-2.80&CDS=1-2478	YDR416W
1766	OG0001766	maker-scaffold_3-augustus-gene-2.50-mRNA-1_1&gene=maker-scaffold_3-augustus-gene-2.50&CDS=1-1707	YKR070W
1767	OG0001767	maker-scaffold_3-augustus-gene-2.51-mRNA-1_1&gene=maker-scaffold_3-augustus-gene-2.51&CDS=1-567	YKR068C
1768	OG0001768	augustus_masked-scaffold_3-processed-gene-2.102-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-2.102&CDS=1-1248	YOR042W
1769	OG0001769	augustus_masked-scaffold_3-processed-gene-2.103-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-2.103&CDS=1-1659	YKR069W
1770	OG0001770	augustus_masked-scaffold_3-processed-gene-2.84-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-2.84&CDS=1-1395	YOR051C
1771	OG0001771	augustus_masked-scaffold_3-processed-gene-2.104-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-2.104&CDS=1-711	YOR052C
1772	OG0001772	augustus_masked-scaffold_3-processed-gene-2.105-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-2.105&CDS=1-204	YDR276C
1773	OG0001773	snap_masked-scaffold_3-processed-gene-2.24-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-2.24&CDS=1-3048	YDR325W
1774	OG0001774	snap_masked-scaffold_3-processed-gene-2.25-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-2.25&CDS=1-831	YMR087W
1775	OG0001775	maker-scaffold_3-snap-gene-2.61-mRNA-1_1&gene=maker-scaffold_3-snap-gene-2.61&CDS=1-1722	YMR088C
1776	OG0001776	augustus_masked-scaffold_3-processed-gene-2.89-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-2.89&CDS=1-1560	YEL052W
1777	OG0001777	augustus_masked-scaffold_3-processed-gene-2.110-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-2.110&CDS=1-522	YDR462W
1778	OG0001778	augustus_masked-scaffold_3-processed-gene-3.1-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-3.1&CDS=1-2886	YOR335C
1779	OG0001779	snap_masked-scaffold_3-processed-gene-3.59-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-3.59&CDS=1-1029	YDR460W
1780	OG0001780	augustus_masked-scaffold_3-processed-gene-3.30-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-3.30&CDS=1-549	YML036W
1781	OG0001781	augustus_masked-scaffold_3-processed-gene-3.5-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-3.5&CDS=1-1401	YOL125W
1782	OG0001782	augustus_masked-scaffold_3-processed-gene-3.31-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-3.31&CDS=1-504	YKL056C
1783	OG0001783	augustus_masked-scaffold_3-processed-gene-3.32-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-3.32&CDS=1-855	YKL055C
1784	OG0001784	augustus_masked-scaffold_3-processed-gene-3.6-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-3.6&CDS=1-1500	YBR247C
1785	OG0001785	maker-scaffold_3-augustus-gene-3.56-mRNA-1_1&gene=maker-scaffold_3-augustus-gene-3.56&CDS=1-3081	YPL268W
1786	OG0001786	augustus_masked-scaffold_3-processed-gene-3.34-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-3.34&CDS=1-981	YNR003C
1787	OG0001787	augustus_masked-scaffold_3-processed-gene-3.10-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-3.10&CDS=1-1041	YJL088W
1788	OG0001788	augustus_masked-scaffold_3-processed-gene-3.35-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-3.35&CDS=1-2454	YJL087C
1789	OG0001789	augustus_masked-scaffold_3-processed-gene-3.11-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-3.11&CDS=1-1851	YJL085W
1790	OG0001790	augustus_masked-scaffold_3-processed-gene-3.36-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-3.36&CDS=1-1581	YIL153W
1791	OG0001791	augustus_masked-scaffold_3-processed-gene-3.14-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-3.14&CDS=1-5223	YJL039C
1792	OG0001792	augustus_masked-scaffold_3-processed-gene-3.40-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-3.40&CDS=1-855	YIL160C
1793	OG0001793	augustus_masked-scaffold_3-processed-gene-3.18-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-3.18&CDS=1-1665	YKR097W
1794	OG0001794	augustus_masked-scaffold_3-processed-gene-3.21-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-3.21&CDS=1-3534	YIL147C
1795	OG0001795	maker-scaffold_3-augustus-gene-3.55-mRNA-1_1&gene=maker-scaffold_3-augustus-gene-3.55&CDS=1-807	YDL086W
1796	OG0001796	augustus_masked-scaffold_3-processed-gene-3.42-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-3.42&CDS=1-474	YMR073C
1797	OG0001797	snap_masked-scaffold_3-processed-gene-3.81-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-3.81&CDS=1-1311	YCR079W
1798	OG0001798	augustus_masked-scaffold_3-processed-gene-3.43-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-3.43&CDS=1-273	YNR037C
1799	OG0001799	augustus_masked-scaffold_3-processed-gene-3.26-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-3.26&CDS=1-2064	YNR038W
1800	OG0001800	augustus_masked-scaffold_3-processed-gene-3.27-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-3.27&CDS=1-558	YNR036C
1801	OG0001801	augustus_masked-scaffold_3-processed-gene-3.28-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-3.28&CDS=1-1014	YNR035C
1802	OG0001802	augustus_masked-scaffold_3-processed-gene-3.29-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-3.29&CDS=1-963	YDR353W
1803	OG0001803	augustus_masked-scaffold_3-processed-gene-4.0-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-4.0&CDS=1-3399	YFL025C
1804	OG0001804	augustus_masked-scaffold_3-processed-gene-4.1-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-4.1&CDS=1-2619	YCR077C
1805	OG0001805	augustus_masked-scaffold_3-processed-gene-4.4-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-4.4&CDS=1-426	YCR071C
1806	OG0001806	augustus_masked-scaffold_3-processed-gene-4.3-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-4.3&CDS=1-2571	YPL147W
1807	OG0001807	augustus_masked-scaffold_3-processed-gene-4.5-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-4.5&CDS=1-729	YOR238W
1808	OG0001808	maker-scaffold_3-augustus-gene-4.52-mRNA-1_1&gene=maker-scaffold_3-augustus-gene-4.52&CDS=1-1134	YNR032W
1809	OG0001809	maker-scaffold_3-snap-gene-4.65-mRNA-1_1&gene=maker-scaffold_3-snap-gene-4.65&CDS=1-2193	YCR072C
1810	OG0001810	snap_masked-scaffold_3-processed-gene-4.98-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-4.98&CDS=1-2745	YOR217W
1811	OG0001811	augustus_masked-scaffold_3-processed-gene-4.10-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-4.10&CDS=1-1410	YOR216C
1812	OG0001812	augustus_masked-scaffold_3-processed-gene-4.12-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-4.12&CDS=1-1767	YPL129W
1813	OG0001813	augustus_masked-scaffold_3-processed-gene-4.31-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-4.31&CDS=1-1374	YOR212W
1814	OG0001814	augustus_masked-scaffold_3-processed-gene-4.32-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-4.32&CDS=1-3009	YPL128C
1815	OG0001815	maker-scaffold_3-augustus-gene-4.47-mRNA-1_1&gene=maker-scaffold_3-augustus-gene-4.47&CDS=1-1569	YMR223W
1816	OG0001816	augustus_masked-scaffold_3-processed-gene-4.34-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-4.34&CDS=1-774	YOR281C
1817	OG0001817	maker-scaffold_3-augustus-gene-4.49-mRNA-1_1&gene=maker-scaffold_3-augustus-gene-4.49&CDS=1-3351	YGL216W
1818	OG0001818	maker-scaffold_3-augustus-gene-4.50-mRNA-1_1&gene=maker-scaffold_3-augustus-gene-4.50&CDS=1-1407	YLR394W
1819	OG0001819	maker-scaffold_3-augustus-gene-4.53-mRNA-1_1&gene=maker-scaffold_3-augustus-gene-4.53&CDS=1-234	YLR395C
1820	OG0001820	snap_masked-scaffold_3-processed-gene-4.87-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-4.87&CDS=1-180	YDL067C
1821	OG0001821	augustus_masked-scaffold_3-processed-gene-4.18-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-4.18&CDS=1-2160	YLR396C
1822	OG0001822	augustus_masked-scaffold_3-processed-gene-4.19-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-4.19&CDS=1-3927	YLR384C
1823	OG0001823	augustus_masked-scaffold_3-processed-gene-4.38-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-4.38&CDS=1-477	YDL059C
1824	OG0001824	augustus_masked-scaffold_3-processed-gene-4.20-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-4.20&CDS=1-2754	YKR009C
1825	OG0001825	augustus_masked-scaffold_3-processed-gene-4.39-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-4.39&CDS=1-1023	YMR041C
1826	OG0001826	maker-scaffold_3-augustus-gene-4.51-mRNA-1_1&gene=maker-scaffold_3-augustus-gene-4.51&CDS=1-531	YMR039C
1827	OG0001827	augustus_masked-scaffold_3-processed-gene-4.40-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-4.40&CDS=1-3279	YKL064W
1828	OG0001828	augustus_masked-scaffold_3-processed-gene-4.41-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-4.41&CDS=1-2040	YMR032W
