	OrthologID	Saccharomyces_cerevisiae	yHMPu5000041693_Debaryomyces_nepalensis
1148	OG0001148	YDR482C	augustus_masked-NODE_10_length_472640_cov_12.5405_ID_2051-processed-gene-3.205-mRNA-1_1&gene=augustus_masked-NODE_10_length_472640_cov_12.5405_ID_2051-processed-gene-3.205&CDS=1-504
1149	OG0001149	YDR484W	augustus_masked-NODE_6_length_798714_cov_13.4079_ID_1713-processed-gene-6.32-mRNA-1_1&gene=augustus_masked-NODE_6_length_798714_cov_13.4079_ID_1713-processed-gene-6.32&CDS=1-2121
1150	OG0001150	YDR485C	augustus_masked-NODE_3_length_1003114_cov_11.7128_ID_1650-processed-gene-3.85-mRNA-1_1&gene=augustus_masked-NODE_3_length_1003114_cov_11.7128_ID_1650-processed-gene-3.85&CDS=1-2331
1151	OG0001151	YDR486C	augustus_masked-NODE_3_length_1003114_cov_11.7128_ID_1650-processed-gene-3.86-mRNA-1_1&gene=augustus_masked-NODE_3_length_1003114_cov_11.7128_ID_1650-processed-gene-3.86&CDS=1-651
1152	OG0001152	YDR487C	augustus_masked-NODE_1_length_1979145_cov_16.84_ID_2150-processed-gene-7.39-mRNA-1_1&gene=augustus_masked-NODE_1_length_1979145_cov_16.84_ID_2150-processed-gene-7.39&CDS=1-609
1153	OG0001153	YDR489W	augustus_masked-NODE_6_length_798714_cov_13.4079_ID_1713-processed-gene-6.41-mRNA-1_1&gene=augustus_masked-NODE_6_length_798714_cov_13.4079_ID_1713-processed-gene-6.41&CDS=1-750
1154	OG0001154	YDR493W	augustus_masked-NODE_12_length_401645_cov_13.8051_ID_2448-processed-gene-0.95-mRNA-1_1&gene=augustus_masked-NODE_12_length_401645_cov_13.8051_ID_2448-processed-gene-0.95&CDS=1-357
1155	OG0001155	YDR495C	snap_masked-NODE_6_length_798714_cov_13.4079_ID_1713-processed-gene-6.334-mRNA-1_1&gene=snap_masked-NODE_6_length_798714_cov_13.4079_ID_1713-processed-gene-6.334&CDS=1-3138
1156	OG0001156	YDR496C	augustus_masked-NODE_5_length_855293_cov_13.274_ID_3467-processed-gene-4.112-mRNA-1_1&gene=augustus_masked-NODE_5_length_855293_cov_13.274_ID_3467-processed-gene-4.112&CDS=1-2061
1157	OG0001157	YDR498C	augustus_masked-NODE_6_length_798714_cov_13.4079_ID_1713-processed-gene-1.111-mRNA-1_1&gene=augustus_masked-NODE_6_length_798714_cov_13.4079_ID_1713-processed-gene-1.111&CDS=1-1029
1158	OG0001158	YDR499W	augustus_masked-NODE_2_length_1047957_cov_13.0036_ID_1457-processed-gene-2.27-mRNA-1_1&gene=augustus_masked-NODE_2_length_1047957_cov_13.0036_ID_1457-processed-gene-2.27&CDS=1-2205
1159	OG0001159	YDR502C	augustus_masked-NODE_2_length_1047957_cov_13.0036_ID_1457-processed-gene-2.15-mRNA-1_1&gene=augustus_masked-NODE_2_length_1047957_cov_13.0036_ID_1457-processed-gene-2.15&CDS=1-1149
1160	OG0001160	YDR510W	snap_masked-NODE_2_length_1047957_cov_13.0036_ID_1457-processed-gene-2.119-mRNA-1_1&gene=snap_masked-NODE_2_length_1047957_cov_13.0036_ID_1457-processed-gene-2.119&CDS=1-279
1161	OG0001161	YDR511W	augustus_masked-NODE_1_length_1979145_cov_16.84_ID_2150-processed-gene-5.91-mRNA-1_1&gene=augustus_masked-NODE_1_length_1979145_cov_16.84_ID_2150-processed-gene-5.91&CDS=1-363
1162	OG0001162	YDR512C	augustus_masked-NODE_5_length_855293_cov_13.274_ID_3467-processed-gene-3.63-mRNA-1_1&gene=augustus_masked-NODE_5_length_855293_cov_13.274_ID_3467-processed-gene-3.63&CDS=1-456
1163	OG0001163	YDR523C	augustus_masked-NODE_2_length_1047957_cov_13.0036_ID_1457-processed-gene-3.33-mRNA-1_1&gene=augustus_masked-NODE_2_length_1047957_cov_13.0036_ID_1457-processed-gene-3.33&CDS=1-1380
1164	OG0001164	YDR524C	augustus_masked-NODE_2_length_1047957_cov_13.0036_ID_1457-processed-gene-3.34-mRNA-1_1&gene=augustus_masked-NODE_2_length_1047957_cov_13.0036_ID_1457-processed-gene-3.34&CDS=1-2904
1165	OG0001165	YDR525W-A	snap_masked-NODE_2_length_1047957_cov_13.0036_ID_1457-processed-gene-3.114-mRNA-1_1&gene=snap_masked-NODE_2_length_1047957_cov_13.0036_ID_1457-processed-gene-3.114&CDS=1-246
1166	OG0001166	YDR527W	augustus_masked-NODE_2_length_1047957_cov_13.0036_ID_1457-processed-gene-3.29-mRNA-1_1&gene=augustus_masked-NODE_2_length_1047957_cov_13.0036_ID_1457-processed-gene-3.29&CDS=1-1455
1167	OG0001167	YDR529C	maker-NODE_2_length_1047957_cov_13.0036_ID_1457-augustus-gene-7.114-mRNA-1_1&gene=maker-NODE_2_length_1047957_cov_13.0036_ID_1457-augustus-gene-7.114&CDS=1-378
1168	OG0001168	YDR531W	augustus_masked-NODE_11_length_447738_cov_14.2922_ID_1511-processed-gene-1.48-mRNA-1_1&gene=augustus_masked-NODE_11_length_447738_cov_14.2922_ID_1511-processed-gene-1.48&CDS=1-1515
1169	OG0001169	YDR533C	augustus_masked-NODE_2_length_1047957_cov_13.0036_ID_1457-processed-gene-5.19-mRNA-1_1&gene=augustus_masked-NODE_2_length_1047957_cov_13.0036_ID_1457-processed-gene-5.19&CDS=1-729
1170	OG0001170	YDR538W	augustus_masked-NODE_1_length_1979145_cov_16.84_ID_2150-processed-gene-0.64-mRNA-1_1&gene=augustus_masked-NODE_1_length_1979145_cov_16.84_ID_2150-processed-gene-0.64&CDS=1-768
1171	OG0001171	YDR539W	augustus_masked-NODE_1_length_1979145_cov_16.84_ID_2150-processed-gene-0.83-mRNA-1_1&gene=augustus_masked-NODE_1_length_1979145_cov_16.84_ID_2150-processed-gene-0.83&CDS=1-1539
1172	OG0001172	YEL001C	augustus_masked-NODE_16_length_178454_cov_13.9814_ID_3020-processed-gene-0.24-mRNA-1_1&gene=augustus_masked-NODE_16_length_178454_cov_13.9814_ID_3020-processed-gene-0.24&CDS=1-708
1173	OG0001173	YEL002C	augustus_masked-NODE_17_length_143923_cov_18.8303_ID_3205-processed-gene-0.67-mRNA-1_1&gene=augustus_masked-NODE_17_length_143923_cov_18.8303_ID_3205-processed-gene-0.67&CDS=1-1731
1174	OG0001174	YEL009C	augustus_masked-NODE_16_length_178454_cov_13.9814_ID_3020-processed-gene-0.67-mRNA-1_1&gene=augustus_masked-NODE_16_length_178454_cov_13.9814_ID_3020-processed-gene-0.67&CDS=1-831
1175	OG0001175	YEL011W	augustus_masked-NODE_11_length_447738_cov_14.2922_ID_1511-processed-gene-3.200-mRNA-1_1&gene=augustus_masked-NODE_11_length_447738_cov_14.2922_ID_1511-processed-gene-3.200&CDS=1-2130
1176	OG0001176	YEL012W	augustus_masked-NODE_10_length_472640_cov_12.5405_ID_2051-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-NODE_10_length_472640_cov_12.5405_ID_2051-processed-gene-0.4&CDS=1-579
1177	OG0001177	YEL013W	augustus_masked-NODE_9_length_569813_cov_13.4912_ID_3159-processed-gene-2.82-mRNA-1_1&gene=augustus_masked-NODE_9_length_569813_cov_13.4912_ID_3159-processed-gene-2.82&CDS=1-1686
1178	OG0001178	YEL019C	augustus_masked-NODE_9_length_569813_cov_13.4912_ID_3159-processed-gene-1.56-mRNA-1_1&gene=augustus_masked-NODE_9_length_569813_cov_13.4912_ID_3159-processed-gene-1.56&CDS=1-864
1179	OG0001179	YEL021W	augustus_masked-NODE_6_length_798714_cov_13.4079_ID_1713-processed-gene-6.2-mRNA-1_1&gene=augustus_masked-NODE_6_length_798714_cov_13.4079_ID_1713-processed-gene-6.2&CDS=1-801
1180	OG0001180	YEL024W	maker-NODE_3_length_1003114_cov_11.7128_ID_1650-snap-gene-3.46-mRNA-1_1&gene=maker-NODE_3_length_1003114_cov_11.7128_ID_1650-snap-gene-3.46&CDS=1-639
1181	OG0001181	YEL026W	augustus_masked-NODE_3_length_1003114_cov_11.7128_ID_1650-processed-gene-3.77-mRNA-1_1&gene=augustus_masked-NODE_3_length_1003114_cov_11.7128_ID_1650-processed-gene-3.77&CDS=1-378
1182	OG0001182	YEL027W	augustus_masked-NODE_3_length_1003114_cov_11.7128_ID_1650-processed-gene-3.92-mRNA-1_1&gene=augustus_masked-NODE_3_length_1003114_cov_11.7128_ID_1650-processed-gene-3.92&CDS=1-480
1183	OG0001183	YEL029C	augustus_masked-NODE_13_length_346614_cov_12.9166_ID_3081-processed-gene-2.184-mRNA-1_1&gene=augustus_masked-NODE_13_length_346614_cov_12.9166_ID_3081-processed-gene-2.184&CDS=1-963
1184	OG0001184	YEL031W	augustus_masked-NODE_13_length_346614_cov_12.9166_ID_3081-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-NODE_13_length_346614_cov_12.9166_ID_3081-processed-gene-0.14&CDS=1-3624
1185	OG0001185	YEL032W	augustus_masked-NODE_5_length_855293_cov_13.274_ID_3467-processed-gene-2.84-mRNA-1_1&gene=augustus_masked-NODE_5_length_855293_cov_13.274_ID_3467-processed-gene-2.84&CDS=1-2577
1186	OG0001186	YEL036C	augustus_masked-NODE_16_length_178454_cov_13.9814_ID_3020-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-NODE_16_length_178454_cov_13.9814_ID_3020-processed-gene-0.1&CDS=1-1344
1187	OG0001187	YEL037C	maker-NODE_11_length_447738_cov_14.2922_ID_1511-augustus-gene-1.111-mRNA-1_1&gene=maker-NODE_11_length_447738_cov_14.2922_ID_1511-augustus-gene-1.111&CDS=1-1080
1188	OG0001188	YEL038W	augustus_masked-NODE_11_length_447738_cov_14.2922_ID_1511-processed-gene-1.43-mRNA-1_1&gene=augustus_masked-NODE_11_length_447738_cov_14.2922_ID_1511-processed-gene-1.43&CDS=1-738
1189	OG0001189	YEL042W	augustus_masked-NODE_9_length_569813_cov_13.4912_ID_3159-processed-gene-3.51-mRNA-1_1&gene=augustus_masked-NODE_9_length_569813_cov_13.4912_ID_3159-processed-gene-3.51&CDS=1-1704
1190	OG0001190	YEL044W	augustus_masked-NODE_16_length_178454_cov_13.9814_ID_3020-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-NODE_16_length_178454_cov_13.9814_ID_3020-processed-gene-0.2&CDS=1-414
1191	OG0001191	YEL050C	augustus_masked-NODE_12_length_401645_cov_13.8051_ID_2448-processed-gene-0.71-mRNA-1_1&gene=augustus_masked-NODE_12_length_401645_cov_13.8051_ID_2448-processed-gene-0.71&CDS=1-1083
1192	OG0001192	YEL051W	augustus_masked-NODE_13_length_346614_cov_12.9166_ID_3081-processed-gene-1.30-mRNA-1_1&gene=augustus_masked-NODE_13_length_346614_cov_12.9166_ID_3081-processed-gene-1.30&CDS=1-789
1193	OG0001193	YEL053C	augustus_masked-NODE_8_length_604693_cov_13.7067_ID_1552-processed-gene-1.89-mRNA-1_1&gene=augustus_masked-NODE_8_length_604693_cov_13.7067_ID_1552-processed-gene-1.89&CDS=1-2361
1194	OG0001194	YEL055C	maker-NODE_10_length_472640_cov_12.5405_ID_2051-augustus-gene-0.111-mRNA-1_1&gene=maker-NODE_10_length_472640_cov_12.5405_ID_2051-augustus-gene-0.111&CDS=1-3357
1195	OG0001195	YEL056W	maker-NODE_4_length_882405_cov_13.2916_ID_4850-augustus-gene-1.95-mRNA-1_1&gene=maker-NODE_4_length_882405_cov_13.2916_ID_4850-augustus-gene-1.95&CDS=1-1878
1196	OG0001196	YEL058W	augustus_masked-NODE_7_length_741361_cov_11.406_ID_2867-processed-gene-2.76-mRNA-1_1&gene=augustus_masked-NODE_7_length_741361_cov_11.406_ID_2867-processed-gene-2.76&CDS=1-1608
1197	OG0001197	YEL061C	maker-NODE_12_length_401645_cov_13.8051_ID_2448-augustus-gene-0.55-mRNA-1_1&gene=maker-NODE_12_length_401645_cov_13.8051_ID_2448-augustus-gene-0.55&CDS=1-4500
1198	OG0001198	YEL062W	augustus_masked-NODE_12_length_401645_cov_13.8051_ID_2448-processed-gene-0.66-mRNA-1_1&gene=augustus_masked-NODE_12_length_401645_cov_13.8051_ID_2448-processed-gene-0.66&CDS=1-1749
1199	OG0001199	YEL064C	augustus_masked-NODE_2_length_1047957_cov_13.0036_ID_1457-processed-gene-1.134-mRNA-1_1&gene=augustus_masked-NODE_2_length_1047957_cov_13.0036_ID_1457-processed-gene-1.134&CDS=1-1488
1200	OG0001200	YEL065W	snap_masked-NODE_5_length_855293_cov_13.274_ID_3467-processed-gene-4.29-mRNA-1_1&gene=snap_masked-NODE_5_length_855293_cov_13.274_ID_3467-processed-gene-4.29&CDS=1-1953
1201	OG0001201	YEL072W	augustus_masked-NODE_8_length_604693_cov_13.7067_ID_1552-processed-gene-5.73-mRNA-1_1&gene=augustus_masked-NODE_8_length_604693_cov_13.7067_ID_1552-processed-gene-5.73&CDS=1-813
1202	OG0001202	YER002W	augustus_masked-NODE_10_length_472640_cov_12.5405_ID_2051-processed-gene-2.124-mRNA-1_1&gene=augustus_masked-NODE_10_length_472640_cov_12.5405_ID_2051-processed-gene-2.124&CDS=1-630
1203	OG0001203	YER003C	augustus_masked-NODE_10_length_472640_cov_12.5405_ID_2051-processed-gene-2.122-mRNA-1_1&gene=augustus_masked-NODE_10_length_472640_cov_12.5405_ID_2051-processed-gene-2.122&CDS=1-1320
1204	OG0001204	YER004W	augustus_masked-NODE_3_length_1003114_cov_11.7128_ID_1650-processed-gene-1.89-mRNA-1_1&gene=augustus_masked-NODE_3_length_1003114_cov_11.7128_ID_1650-processed-gene-1.89&CDS=1-672
1205	OG0001205	YER006W	augustus_masked-NODE_8_length_604693_cov_13.7067_ID_1552-processed-gene-2.36-mRNA-1_1&gene=augustus_masked-NODE_8_length_604693_cov_13.7067_ID_1552-processed-gene-2.36&CDS=1-3591
1206	OG0001206	YER007C-A	augustus_masked-NODE_8_length_604693_cov_13.7067_ID_1552-processed-gene-2.10-mRNA-1_1&gene=augustus_masked-NODE_8_length_604693_cov_13.7067_ID_1552-processed-gene-2.10&CDS=1-537
1207	OG0001207	YER007W	augustus_masked-NODE_8_length_604693_cov_13.7067_ID_1552-processed-gene-2.35-mRNA-1_1&gene=augustus_masked-NODE_8_length_604693_cov_13.7067_ID_1552-processed-gene-2.35&CDS=1-1566
1208	OG0001208	YER008C	augustus_masked-NODE_8_length_604693_cov_13.7067_ID_1552-processed-gene-2.37-mRNA-1_1&gene=augustus_masked-NODE_8_length_604693_cov_13.7067_ID_1552-processed-gene-2.37&CDS=1-4065
1209	OG0001209	YER009W	genemark-NODE_10_length_472640_cov_12.5405_ID_2051-processed-gene-3.259-mRNA-1_1&gene=genemark-NODE_10_length_472640_cov_12.5405_ID_2051-processed-gene-3.259&CDS=1-1200
1210	OG0001210	YER010C	augustus_masked-NODE_10_length_472640_cov_12.5405_ID_2051-processed-gene-3.162-mRNA-1_1&gene=augustus_masked-NODE_10_length_472640_cov_12.5405_ID_2051-processed-gene-3.162&CDS=1-765
1211	OG0001211	YER012W	augustus_masked-NODE_8_length_604693_cov_13.7067_ID_1552-processed-gene-4.12-mRNA-1_1&gene=augustus_masked-NODE_8_length_604693_cov_13.7067_ID_1552-processed-gene-4.12&CDS=1-582
1212	OG0001212	YER014W	maker-NODE_10_length_472640_cov_12.5405_ID_2051-augustus-gene-3.15-mRNA-1_1&gene=maker-NODE_10_length_472640_cov_12.5405_ID_2051-augustus-gene-3.15&CDS=1-5010
1213	OG0001213	YER016W	augustus_masked-NODE_8_length_604693_cov_13.7067_ID_1552-processed-gene-4.30-mRNA-1_1&gene=augustus_masked-NODE_8_length_604693_cov_13.7067_ID_1552-processed-gene-4.30&CDS=1-831
1214	OG0001214	YER019W	augustus_masked-NODE_2_length_1047957_cov_13.0036_ID_1457-processed-gene-7.78-mRNA-1_1&gene=augustus_masked-NODE_2_length_1047957_cov_13.0036_ID_1457-processed-gene-7.78&CDS=1-1305
1215	OG0001215	YER020W	augustus_masked-NODE_1_length_1979145_cov_16.84_ID_2150-processed-gene-1.24-mRNA-1_1&gene=augustus_masked-NODE_1_length_1979145_cov_16.84_ID_2150-processed-gene-1.24&CDS=1-1317
1216	OG0001216	YER021W	augustus_masked-NODE_10_length_472640_cov_12.5405_ID_2051-processed-gene-0.32-mRNA-1_1&gene=augustus_masked-NODE_10_length_472640_cov_12.5405_ID_2051-processed-gene-0.32&CDS=1-1458
1217	OG0001217	YER022W	maker-NODE_10_length_472640_cov_12.5405_ID_2051-augustus-gene-0.114-mRNA-1_1&gene=maker-NODE_10_length_472640_cov_12.5405_ID_2051-augustus-gene-0.114&CDS=1-1746
1218	OG0001218	YER023W	augustus_masked-NODE_3_length_1003114_cov_11.7128_ID_1650-processed-gene-8.128-mRNA-1_1&gene=augustus_masked-NODE_3_length_1003114_cov_11.7128_ID_1650-processed-gene-8.128&CDS=1-825
1219	OG0001219	YER025W	augustus_masked-NODE_13_length_346614_cov_12.9166_ID_3081-processed-gene-0.34-mRNA-1_1&gene=augustus_masked-NODE_13_length_346614_cov_12.9166_ID_3081-processed-gene-0.34&CDS=1-1587
1220	OG0001220	YER026C	augustus_masked-NODE_17_length_143923_cov_18.8303_ID_3205-processed-gene-0.33-mRNA-1_1&gene=augustus_masked-NODE_17_length_143923_cov_18.8303_ID_3205-processed-gene-0.33&CDS=1-816
1221	OG0001221	YER027C	augustus_masked-NODE_6_length_798714_cov_13.4079_ID_1713-processed-gene-4.146-mRNA-1_1&gene=augustus_masked-NODE_6_length_798714_cov_13.4079_ID_1713-processed-gene-4.146&CDS=1-1068
1222	OG0001222	YER029C	augustus_masked-NODE_11_length_447738_cov_14.2922_ID_1511-processed-gene-2.86-mRNA-1_1&gene=augustus_masked-NODE_11_length_447738_cov_14.2922_ID_1511-processed-gene-2.86&CDS=1-432
1223	OG0001223	YER030W	augustus_masked-NODE_11_length_447738_cov_14.2922_ID_1511-processed-gene-2.68-mRNA-1_1&gene=augustus_masked-NODE_11_length_447738_cov_14.2922_ID_1511-processed-gene-2.68&CDS=1-468
1224	OG0001224	YER036C	augustus_masked-NODE_1_length_1979145_cov_16.84_ID_2150-processed-gene-2.74-mRNA-1_1&gene=augustus_masked-NODE_1_length_1979145_cov_16.84_ID_2150-processed-gene-2.74&CDS=1-1827
1225	OG0001225	YER041W	snap_masked-NODE_2_length_1047957_cov_13.0036_ID_1457-processed-gene-6.96-mRNA-1_1&gene=snap_masked-NODE_2_length_1047957_cov_13.0036_ID_1457-processed-gene-6.96&CDS=1-2448
1226	OG0001226	YER042W	augustus_masked-NODE_8_length_604693_cov_13.7067_ID_1552-processed-gene-0.126-mRNA-1_1&gene=augustus_masked-NODE_8_length_604693_cov_13.7067_ID_1552-processed-gene-0.126&CDS=1-555
1227	OG0001227	YER043C	augustus_masked-NODE_1_length_1979145_cov_16.84_ID_2150-processed-gene-15.23-mRNA-1_1&gene=augustus_masked-NODE_1_length_1979145_cov_16.84_ID_2150-processed-gene-15.23&CDS=1-1347
1228	OG0001228	YER046W	snap_masked-NODE_6_length_798714_cov_13.4079_ID_1713-processed-gene-6.274-mRNA-1_1&gene=snap_masked-NODE_6_length_798714_cov_13.4079_ID_1713-processed-gene-6.274&CDS=1-480
1229	OG0001229	YER047C	augustus_masked-NODE_12_length_401645_cov_13.8051_ID_2448-processed-gene-2.79-mRNA-1_1&gene=augustus_masked-NODE_12_length_401645_cov_13.8051_ID_2448-processed-gene-2.79&CDS=1-2343
1230	OG0001230	YER048C	maker-NODE_12_length_401645_cov_13.8051_ID_2448-augustus-gene-2.50-mRNA-1_1&gene=maker-NODE_12_length_401645_cov_13.8051_ID_2448-augustus-gene-2.50&CDS=1-1611
1231	OG0001231	YER049W	augustus_masked-NODE_5_length_855293_cov_13.274_ID_3467-processed-gene-3.54-mRNA-1_1&gene=augustus_masked-NODE_5_length_855293_cov_13.274_ID_3467-processed-gene-3.54&CDS=1-1851
1232	OG0001232	YER050C	augustus_masked-NODE_8_length_604693_cov_13.7067_ID_1552-processed-gene-5.103-mRNA-1_1&gene=augustus_masked-NODE_8_length_604693_cov_13.7067_ID_1552-processed-gene-5.103&CDS=1-576
1233	OG0001233	YER051W	augustus_masked-NODE_11_length_447738_cov_14.2922_ID_1511-processed-gene-3.187-mRNA-1_1&gene=augustus_masked-NODE_11_length_447738_cov_14.2922_ID_1511-processed-gene-3.187&CDS=1-1506
1234	OG0001234	YER052C	augustus_masked-NODE_5_length_855293_cov_13.274_ID_3467-processed-gene-3.68-mRNA-1_1&gene=augustus_masked-NODE_5_length_855293_cov_13.274_ID_3467-processed-gene-3.68&CDS=1-1596
1235	OG0001235	YER053C	augustus_masked-NODE_10_length_472640_cov_12.5405_ID_2051-processed-gene-2.136-mRNA-1_1&gene=augustus_masked-NODE_10_length_472640_cov_12.5405_ID_2051-processed-gene-2.136&CDS=1-1008
1236	OG0001236	YER055C	maker-NODE_8_length_604693_cov_13.7067_ID_1552-augustus-gene-4.107-mRNA-1_1&gene=maker-NODE_8_length_604693_cov_13.7067_ID_1552-augustus-gene-4.107&CDS=1-912
1237	OG0001237	YER058W	augustus_masked-NODE_8_length_604693_cov_13.7067_ID_1552-processed-gene-4.7-mRNA-1_1&gene=augustus_masked-NODE_8_length_604693_cov_13.7067_ID_1552-processed-gene-4.7&CDS=1-264
1238	OG0001238	YER061C	snap_masked-NODE_16_length_178454_cov_13.9814_ID_3020-processed-gene-0.257-mRNA-1_1&gene=snap_masked-NODE_16_length_178454_cov_13.9814_ID_3020-processed-gene-0.257&CDS=1-1311
1239	OG0001239	YER063W	augustus_masked-NODE_10_length_472640_cov_12.5405_ID_2051-processed-gene-2.147-mRNA-1_1&gene=augustus_masked-NODE_10_length_472640_cov_12.5405_ID_2051-processed-gene-2.147&CDS=1-555
1240	OG0001240	YER065C	augustus_masked-NODE_8_length_604693_cov_13.7067_ID_1552-processed-gene-5.107-mRNA-1_1&gene=augustus_masked-NODE_8_length_604693_cov_13.7067_ID_1552-processed-gene-5.107&CDS=1-1638
1241	OG0001241	YER068W	augustus_masked-NODE_4_length_882405_cov_13.2916_ID_4850-processed-gene-5.152-mRNA-1_1&gene=augustus_masked-NODE_4_length_882405_cov_13.2916_ID_4850-processed-gene-5.152&CDS=1-2019
1242	OG0001242	YER069W	snap_masked-NODE_3_length_1003114_cov_11.7128_ID_1650-processed-gene-4.20-mRNA-1_1&gene=snap_masked-NODE_3_length_1003114_cov_11.7128_ID_1650-processed-gene-4.20&CDS=1-2547
1243	OG0001243	YER071C	genemark-NODE_1_length_1979145_cov_16.84_ID_2150-processed-gene-3.97-mRNA-1_1&gene=genemark-NODE_1_length_1979145_cov_16.84_ID_2150-processed-gene-3.97&CDS=1-597
1244	OG0001244	YER072W	snap_masked-NODE_1_length_1979145_cov_16.84_ID_2150-processed-gene-3.3-mRNA-1_1&gene=snap_masked-NODE_1_length_1979145_cov_16.84_ID_2150-processed-gene-3.3&CDS=1-345
1245	OG0001245	YER074W-A	augustus_masked-NODE_1_length_1979145_cov_16.84_ID_2150-processed-gene-3.136-mRNA-1_1&gene=augustus_masked-NODE_1_length_1979145_cov_16.84_ID_2150-processed-gene-3.136&CDS=1-273
1246	OG0001246	YER078C	augustus_masked-NODE_16_length_178454_cov_13.9814_ID_3020-processed-gene-0.19-mRNA-1_1&gene=augustus_masked-NODE_16_length_178454_cov_13.9814_ID_3020-processed-gene-0.19&CDS=1-1566
1247	OG0001247	YER080W	augustus_masked-NODE_8_length_604693_cov_13.7067_ID_1552-processed-gene-3.41-mRNA-1_1&gene=augustus_masked-NODE_8_length_604693_cov_13.7067_ID_1552-processed-gene-3.41&CDS=1-1896
1248	OG0001248	YER081W	augustus_masked-NODE_10_length_472640_cov_12.5405_ID_2051-processed-gene-3.135-mRNA-1_1&gene=augustus_masked-NODE_10_length_472640_cov_12.5405_ID_2051-processed-gene-3.135&CDS=1-1395
1249	OG0001249	YER082C	augustus_masked-NODE_10_length_472640_cov_12.5405_ID_2051-processed-gene-3.171-mRNA-1_1&gene=augustus_masked-NODE_10_length_472640_cov_12.5405_ID_2051-processed-gene-3.171&CDS=1-1584
1250	OG0001250	YER083C	augustus_masked-NODE_10_length_472640_cov_12.5405_ID_2051-processed-gene-3.133-mRNA-1_1&gene=augustus_masked-NODE_10_length_472640_cov_12.5405_ID_2051-processed-gene-3.133&CDS=1-909
1251	OG0001251	YER086W	augustus_masked-NODE_14_length_288750_cov_16.578_ID_2395-processed-gene-1.108-mRNA-1_1&gene=augustus_masked-NODE_14_length_288750_cov_16.578_ID_2395-processed-gene-1.108&CDS=1-1716
1252	OG0001252	YER087W	augustus_masked-NODE_6_length_798714_cov_13.4079_ID_1713-processed-gene-2.81-mRNA-1_1&gene=augustus_masked-NODE_6_length_798714_cov_13.4079_ID_1713-processed-gene-2.81&CDS=1-1728
1253	OG0001253	YER090W	snap_masked-NODE_6_length_798714_cov_13.4079_ID_1713-processed-gene-2.97-mRNA-1_1&gene=snap_masked-NODE_6_length_798714_cov_13.4079_ID_1713-processed-gene-2.97&CDS=1-4806
1254	OG0001254	YER091C	snap_masked-NODE_6_length_798714_cov_13.4079_ID_1713-processed-gene-2.95-mRNA-1_1&gene=snap_masked-NODE_6_length_798714_cov_13.4079_ID_1713-processed-gene-2.95&CDS=1-2301
1255	OG0001255	YER093C	augustus_masked-NODE_6_length_798714_cov_13.4079_ID_1713-processed-gene-4.158-mRNA-1_1&gene=augustus_masked-NODE_6_length_798714_cov_13.4079_ID_1713-processed-gene-4.158&CDS=1-3513
1256	OG0001256	YER093C-A	augustus_masked-NODE_6_length_798714_cov_13.4079_ID_1713-processed-gene-2.70-mRNA-1_1&gene=augustus_masked-NODE_6_length_798714_cov_13.4079_ID_1713-processed-gene-2.70&CDS=1-501
1257	OG0001257	YER094C	augustus_masked-NODE_9_length_569813_cov_13.4912_ID_3159-processed-gene-4.117-mRNA-1_1&gene=augustus_masked-NODE_9_length_569813_cov_13.4912_ID_3159-processed-gene-4.117&CDS=1-618
1258	OG0001258	YER095W	augustus_masked-NODE_9_length_569813_cov_13.4912_ID_3159-processed-gene-1.65-mRNA-1_1&gene=augustus_masked-NODE_9_length_569813_cov_13.4912_ID_3159-processed-gene-1.65&CDS=1-1047
1259	OG0001259	YER100W	snap_masked-NODE_6_length_798714_cov_13.4079_ID_1713-processed-gene-4.25-mRNA-1_1&gene=snap_masked-NODE_6_length_798714_cov_13.4079_ID_1713-processed-gene-4.25&CDS=1-726
1260	OG0001260	YER107C	snap_masked-NODE_6_length_798714_cov_13.4079_ID_1713-processed-gene-1.5-mRNA-1_1&gene=snap_masked-NODE_6_length_798714_cov_13.4079_ID_1713-processed-gene-1.5&CDS=1-1110
1261	OG0001261	YER109C	maker-NODE_6_length_798714_cov_13.4079_ID_1713-snap-gene-1.66-mRNA-1_1&gene=maker-NODE_6_length_798714_cov_13.4079_ID_1713-snap-gene-1.66&CDS=1-1962
1262	OG0001262	YER110C	maker-NODE_7_length_741361_cov_11.406_ID_2867-augustus-gene-1.2-mRNA-1_1&gene=maker-NODE_7_length_741361_cov_11.406_ID_2867-augustus-gene-1.2&CDS=1-4479
1263	OG0001263	YER112W	maker-NODE_11_length_447738_cov_14.2922_ID_1511-augustus-gene-0.55-mRNA-1_1&gene=maker-NODE_11_length_447738_cov_14.2922_ID_1511-augustus-gene-0.55&CDS=1-456
1264	OG0001264	YER113C	augustus_masked-NODE_4_length_882405_cov_13.2916_ID_4850-processed-gene-5.148-mRNA-1_1&gene=augustus_masked-NODE_4_length_882405_cov_13.2916_ID_4850-processed-gene-5.148&CDS=1-3990
