	OrthologID	Candida_auris	Saccharomyces_cerevisiae
1308	OG0001308	snap_masked-LGST01000018.1-processed-gene-0.15-mRNA-1_1&gene=snap_masked-LGST01000018.1-processed-gene-0.15&CDS=1-987	YGR163W
1309	OG0001309	snap_masked-LGST01000018.1-processed-gene-0.16-mRNA-1_1&gene=snap_masked-LGST01000018.1-processed-gene-0.16&CDS=1-909	YGR060W
1310	OG0001310	snap_masked-LGST01000018.1-processed-gene-0.34-mRNA-1_1&gene=snap_masked-LGST01000018.1-processed-gene-0.34&CDS=1-375	YIL027C
1311	OG0001311	snap_masked-LGST01000018.1-processed-gene-0.35-mRNA-1_1&gene=snap_masked-LGST01000018.1-processed-gene-0.35&CDS=1-1593	YIL099W
1312	OG0001312	snap_masked-LGST01000018.1-processed-gene-0.17-mRNA-1_1&gene=snap_masked-LGST01000018.1-processed-gene-0.17&CDS=1-807	YNL036W
1313	OG0001313	snap_masked-LGST01000018.1-processed-gene-0.37-mRNA-1_1&gene=snap_masked-LGST01000018.1-processed-gene-0.37&CDS=1-669	YJL055W
1314	OG0001314	snap_masked-LGST01000018.1-processed-gene-0.19-mRNA-1_1&gene=snap_masked-LGST01000018.1-processed-gene-0.19&CDS=1-810	YAL014C
1315	OG0001315	snap_masked-LGST01000018.1-processed-gene-0.38-mRNA-1_1&gene=snap_masked-LGST01000018.1-processed-gene-0.38&CDS=1-420	YJR044C
1316	OG0001316	snap_masked-LGST01000018.1-processed-gene-0.39-mRNA-1_1&gene=snap_masked-LGST01000018.1-processed-gene-0.39&CDS=1-951	YJL066C
1317	OG0001317	augustus_masked-LGST01000018.1-processed-gene-0.99-mRNA-1_1&gene=augustus_masked-LGST01000018.1-processed-gene-0.99&CDS=1-1539	YOL033W
1318	OG0001318	snap_masked-LGST01000018.1-processed-gene-0.40-mRNA-1_1&gene=snap_masked-LGST01000018.1-processed-gene-0.40&CDS=1-3240	YOL034W
1319	OG0001319	maker-LGST01000018.1-augustus-gene-0.0-mRNA-1_1&gene=maker-LGST01000018.1-augustus-gene-0.0&CDS=1-426	YGL106W
1320	OG0001320	snap_masked-LGST01000018.1-processed-gene-0.23-mRNA-1_1&gene=snap_masked-LGST01000018.1-processed-gene-0.23&CDS=1-1464	YBR241C
1321	OG0001321	snap_masked-LGST01000018.1-processed-gene-0.24-mRNA-1_1&gene=snap_masked-LGST01000018.1-processed-gene-0.24&CDS=1-447	YGL103W
1322	OG0001322	augustus_masked-LGST01000018.1-processed-gene-0.102-mRNA-1_1&gene=augustus_masked-LGST01000018.1-processed-gene-0.102&CDS=1-1152	YGR029W
1323	OG0001323	snap_masked-LGST01000018.1-processed-gene-1.0-mRNA-1_1&gene=snap_masked-LGST01000018.1-processed-gene-1.0&CDS=1-2709	YJL187C
1324	OG0001324	snap_masked-LGST01000018.1-processed-gene-1.4-mRNA-1_1&gene=snap_masked-LGST01000018.1-processed-gene-1.4&CDS=1-3849	YER008C
1325	OG0001325	snap_masked-LGST01000018.1-processed-gene-1.27-mRNA-1_1&gene=snap_masked-LGST01000018.1-processed-gene-1.27&CDS=1-645	YBR171W
1326	OG0001326	snap_masked-LGST01000018.1-processed-gene-1.29-mRNA-1_1&gene=snap_masked-LGST01000018.1-processed-gene-1.29&CDS=1-777	YPL051W
1327	OG0001327	snap_masked-LGST01000018.1-processed-gene-1.7-mRNA-1_1&gene=snap_masked-LGST01000018.1-processed-gene-1.7&CDS=1-2352	YDL116W
1328	OG0001328	snap_masked-LGST01000018.1-processed-gene-1.30-mRNA-1_1&gene=snap_masked-LGST01000018.1-processed-gene-1.30&CDS=1-1275	YDL097C
1329	OG0001329	snap_masked-LGST01000018.1-processed-gene-1.8-mRNA-1_1&gene=snap_masked-LGST01000018.1-processed-gene-1.8&CDS=1-1338	YDR316W
1330	OG0001330	snap_masked-LGST01000018.1-processed-gene-1.31-mRNA-1_1&gene=snap_masked-LGST01000018.1-processed-gene-1.31&CDS=1-315	YDL110C
1331	OG0001331	snap_masked-LGST01000018.1-processed-gene-1.9-mRNA-1_1&gene=snap_masked-LGST01000018.1-processed-gene-1.9&CDS=1-1191	YGL143C
1332	OG0001332	snap_masked-LGST01000018.1-processed-gene-1.10-mRNA-1_1&gene=snap_masked-LGST01000018.1-processed-gene-1.10&CDS=1-351	YIR009W
1333	OG0001333	augustus_masked-LGST01000018.1-processed-gene-1.125-mRNA-1_1&gene=augustus_masked-LGST01000018.1-processed-gene-1.125&CDS=1-4560	YER014W
1334	OG0001334	snap_masked-LGST01000018.1-processed-gene-1.35-mRNA-1_1&gene=snap_masked-LGST01000018.1-processed-gene-1.35&CDS=1-2415	YIL075C
1335	OG0001335	snap_masked-LGST01000018.1-processed-gene-1.17-mRNA-1_1&gene=snap_masked-LGST01000018.1-processed-gene-1.17&CDS=1-4218	YDL112W
1336	OG0001336	snap_masked-LGST01000018.1-processed-gene-1.39-mRNA-1_1&gene=snap_masked-LGST01000018.1-processed-gene-1.39&CDS=1-867	YDL111C
1337	OG0001337	augustus_masked-LGST01000018.1-processed-gene-1.114-mRNA-1_1&gene=augustus_masked-LGST01000018.1-processed-gene-1.114&CDS=1-2214	YDL090C
1338	OG0001338	snap_masked-LGST01000018.1-processed-gene-1.41-mRNA-1_1&gene=snap_masked-LGST01000018.1-processed-gene-1.41&CDS=1-372	YDL092W
1339	OG0001339	snap_masked-LGST01000018.1-processed-gene-1.23-mRNA-1_1&gene=snap_masked-LGST01000018.1-processed-gene-1.23&CDS=1-1518	YMR155W
1340	OG0001340	snap_masked-LGST01000018.1-processed-gene-1.42-mRNA-1_1&gene=snap_masked-LGST01000018.1-processed-gene-1.42&CDS=1-2658	YBR179C
1341	OG0001341	snap_masked-LGST01000018.1-processed-gene-1.24-mRNA-1_1&gene=snap_masked-LGST01000018.1-processed-gene-1.24&CDS=1-639	YIR032C
1342	OG0001342	snap_masked-LGST01000018.1-processed-gene-1.43-mRNA-1_1&gene=snap_masked-LGST01000018.1-processed-gene-1.43&CDS=1-795	YFR043C
1343	OG0001343	snap_masked-LGST01000018.1-processed-gene-1.25-mRNA-1_1&gene=snap_masked-LGST01000018.1-processed-gene-1.25&CDS=1-2616	YGL233W
1344	OG0001344	snap_masked-LGST01000018.1-processed-gene-1.26-mRNA-1_1&gene=snap_masked-LGST01000018.1-processed-gene-1.26&CDS=1-429	YJR082C
1345	OG0001345	snap_masked-LGST01000018.1-processed-gene-1.45-mRNA-1_1&gene=snap_masked-LGST01000018.1-processed-gene-1.45&CDS=1-414	YDR462W
1346	OG0001346	snap_masked-LGST01000018.1-processed-gene-2.53-mRNA-1_1&gene=snap_masked-LGST01000018.1-processed-gene-2.53&CDS=1-2949	YBL104C
1347	OG0001347	maker-LGST01000018.1-augustus-gene-2.150-mRNA-1_1&gene=maker-LGST01000018.1-augustus-gene-2.150&CDS=1-2034	YBL105C
1348	OG0001348	snap_masked-LGST01000018.1-processed-gene-2.73-mRNA-1_1&gene=snap_masked-LGST01000018.1-processed-gene-2.73&CDS=1-3096	YDR060W
1349	OG0001349	snap_masked-LGST01000018.1-processed-gene-2.55-mRNA-1_1&gene=snap_masked-LGST01000018.1-processed-gene-2.55&CDS=1-1392	YDR403W
1350	OG0001350	snap_masked-LGST01000018.1-processed-gene-2.74-mRNA-1_1&gene=snap_masked-LGST01000018.1-processed-gene-2.74&CDS=1-1176	YPL138C
1351	OG0001351	snap_masked-LGST01000018.1-processed-gene-2.57-mRNA-1_1&gene=snap_masked-LGST01000018.1-processed-gene-2.57&CDS=1-504	YGL231C
1352	OG0001352	snap_masked-LGST01000018.1-processed-gene-2.77-mRNA-1_1&gene=snap_masked-LGST01000018.1-processed-gene-2.77&CDS=1-888	YGL232W
1353	OG0001353	snap_masked-LGST01000018.1-processed-gene-2.78-mRNA-1_1&gene=snap_masked-LGST01000018.1-processed-gene-2.78&CDS=1-891	YMR314W
1354	OG0001354	snap_masked-LGST01000018.1-processed-gene-2.60-mRNA-1_1&gene=snap_masked-LGST01000018.1-processed-gene-2.60&CDS=1-1317	YGR254W
1355	OG0001355	snap_masked-LGST01000018.1-processed-gene-2.79-mRNA-1_1&gene=snap_masked-LGST01000018.1-processed-gene-2.79&CDS=1-1359	YLR231C
1356	OG0001356	augustus_masked-LGST01000018.1-processed-gene-2.112-mRNA-1_1&gene=augustus_masked-LGST01000018.1-processed-gene-2.112&CDS=1-522	YJL024C
1357	OG0001357	snap_masked-LGST01000018.1-processed-gene-2.80-mRNA-1_1&gene=snap_masked-LGST01000018.1-processed-gene-2.80&CDS=1-435	YGR174C
1358	OG0001358	snap_masked-LGST01000018.1-processed-gene-2.63-mRNA-1_1&gene=snap_masked-LGST01000018.1-processed-gene-2.63&CDS=1-573	YLR229C
1359	OG0001359	snap_masked-LGST01000018.1-processed-gene-2.64-mRNA-1_1&gene=snap_masked-LGST01000018.1-processed-gene-2.64&CDS=1-1662	YDR212W
1360	OG0001360	snap_masked-LGST01000018.1-processed-gene-2.85-mRNA-1_1&gene=snap_masked-LGST01000018.1-processed-gene-2.85&CDS=1-1233	YDL128W
1361	OG0001361	maker-LGST01000018.1-snap-gene-2.103-mRNA-1_1&gene=maker-LGST01000018.1-snap-gene-2.103&CDS=1-3576	YGR175C
1362	OG0001362	snap_masked-LGST01000018.1-processed-gene-2.65-mRNA-1_1&gene=snap_masked-LGST01000018.1-processed-gene-2.65&CDS=1-462	YHR175W
1363	OG0001363	snap_masked-LGST01000018.1-processed-gene-2.66-mRNA-1_1&gene=snap_masked-LGST01000018.1-processed-gene-2.66&CDS=1-1278	YDR449C
1364	OG0001364	augustus_masked-LGST01000018.1-processed-gene-2.139-mRNA-1_1&gene=augustus_masked-LGST01000018.1-processed-gene-2.139&CDS=1-2049	YDR448W
1365	OG0001365	snap_masked-LGST01000018.1-processed-gene-2.91-mRNA-1_1&gene=snap_masked-LGST01000018.1-processed-gene-2.91&CDS=1-1374	YHR009C
1366	OG0001366	snap_masked-LGST01000018.1-processed-gene-2.92-mRNA-1_1&gene=snap_masked-LGST01000018.1-processed-gene-2.92&CDS=1-924	YHR101C
1367	OG0001367	snap_masked-LGST01000018.1-processed-gene-2.93-mRNA-1_1&gene=snap_masked-LGST01000018.1-processed-gene-2.93&CDS=1-1386	YHR113W
1368	OG0001368	snap_masked-LGST01000018.1-processed-gene-2.94-mRNA-1_1&gene=snap_masked-LGST01000018.1-processed-gene-2.94&CDS=1-1482	YBL103C
1369	OG0001369	snap_masked-LGST01000018.1-processed-gene-2.96-mRNA-1_1&gene=snap_masked-LGST01000018.1-processed-gene-2.96&CDS=1-1386	YOR119C
1370	OG0001370	snap_masked-LGST01000018.1-processed-gene-2.68-mRNA-1_1&gene=snap_masked-LGST01000018.1-processed-gene-2.68&CDS=1-720	YDR367W
1371	OG0001371	augustus_masked-LGST01000018.1-processed-gene-2.120-mRNA-1_1&gene=augustus_masked-LGST01000018.1-processed-gene-2.120&CDS=1-3966	YDR365C
1372	OG0001372	augustus_masked-LGST01000018.1-processed-gene-2.121-mRNA-1_1&gene=augustus_masked-LGST01000018.1-processed-gene-2.121&CDS=1-639	YHR110W
1373	OG0001373	augustus_masked-LGST01000018.1-processed-gene-2.122-mRNA-1_1&gene=augustus_masked-LGST01000018.1-processed-gene-2.122&CDS=1-1320	YHR111W
1374	OG0001374	snap_masked-LGST01000018.1-processed-gene-2.99-mRNA-1_1&gene=snap_masked-LGST01000018.1-processed-gene-2.99&CDS=1-627	YBL102W
1375	OG0001375	snap_masked-LGST01000018.1-processed-gene-2.100-mRNA-1_1&gene=snap_masked-LGST01000018.1-processed-gene-2.100&CDS=1-456	YDL125C
1376	OG0001376	snap_masked-LGST01000018.1-processed-gene-3.52-mRNA-1_1&gene=snap_masked-LGST01000018.1-processed-gene-3.52&CDS=1-2286	YLR176C
1377	OG0001377	snap_masked-LGST01000018.1-processed-gene-3.50-mRNA-1_1&gene=snap_masked-LGST01000018.1-processed-gene-3.50&CDS=1-798	YNL002C
1378	OG0001378	snap_masked-LGST01000018.1-processed-gene-3.51-mRNA-1_1&gene=snap_masked-LGST01000018.1-processed-gene-3.51&CDS=1-1854	YNL003C
1379	OG0001379	snap_masked-LGST01000018.1-processed-gene-3.53-mRNA-1_1&gene=snap_masked-LGST01000018.1-processed-gene-3.53&CDS=1-1401	YCL017C
1380	OG0001380	augustus_masked-LGST01000018.1-processed-gene-3.14-mRNA-1_1&gene=augustus_masked-LGST01000018.1-processed-gene-3.14&CDS=1-1104	YCL018W
1381	OG0001381	augustus_masked-LGST01000018.1-processed-gene-3.29-mRNA-1_1&gene=augustus_masked-LGST01000018.1-processed-gene-3.29&CDS=1-3942	YCL014W
1382	OG0001382	snap_masked-LGST01000018.1-processed-gene-3.72-mRNA-1_1&gene=snap_masked-LGST01000018.1-processed-gene-3.72&CDS=1-786	YCL010C
1383	OG0001383	snap_masked-LGST01000018.1-processed-gene-3.56-mRNA-1_1&gene=snap_masked-LGST01000018.1-processed-gene-3.56&CDS=1-1677	YCL004W
1384	OG0001384	snap_masked-LGST01000018.1-processed-gene-3.57-mRNA-1_1&gene=snap_masked-LGST01000018.1-processed-gene-3.57&CDS=1-1128	YNL005C
1385	OG0001385	snap_masked-LGST01000018.1-processed-gene-3.75-mRNA-1_1&gene=snap_masked-LGST01000018.1-processed-gene-3.75&CDS=1-216	YOR210W
1386	OG0001386	augustus_masked-LGST01000018.1-processed-gene-3.19-mRNA-1_1&gene=augustus_masked-LGST01000018.1-processed-gene-3.19&CDS=1-2610	YPL126W
1387	OG0001387	snap_masked-LGST01000018.1-processed-gene-3.76-mRNA-1_1&gene=snap_masked-LGST01000018.1-processed-gene-3.76&CDS=1-2472	YOR211C
1388	OG0001388	snap_masked-LGST01000018.1-processed-gene-3.78-mRNA-1_1&gene=snap_masked-LGST01000018.1-processed-gene-3.78&CDS=1-321	YDL130W
1389	OG0001389	augustus_masked-LGST01000018.1-processed-gene-3.21-mRNA-1_1&gene=augustus_masked-LGST01000018.1-processed-gene-3.21&CDS=1-891	YGR101W
1390	OG0001390	augustus_masked-LGST01000018.1-processed-gene-3.38-mRNA-1_1&gene=augustus_masked-LGST01000018.1-processed-gene-3.38&CDS=1-627	YFR001W
1391	OG0001391	maker-LGST01000018.1-augustus-gene-3.2-mRNA-1_1&gene=maker-LGST01000018.1-augustus-gene-3.2&CDS=1-4074	YLR143W
1392	OG0001392	augustus_masked-LGST01000018.1-processed-gene-3.40-mRNA-1_1&gene=augustus_masked-LGST01000018.1-processed-gene-3.40&CDS=1-4899	YLR382C
1393	OG0001393	snap_masked-LGST01000018.1-processed-gene-3.83-mRNA-1_1&gene=snap_masked-LGST01000018.1-processed-gene-3.83&CDS=1-1161	YGL213C
1394	OG0001394	snap_masked-LGST01000018.1-processed-gene-3.85-mRNA-1_1&gene=snap_masked-LGST01000018.1-processed-gene-3.85&CDS=1-1275	YLR116W
1395	OG0001395	snap_masked-LGST01000018.1-processed-gene-3.86-mRNA-1_1&gene=snap_masked-LGST01000018.1-processed-gene-3.86&CDS=1-660	YDR140W
1396	OG0001396	snap_masked-LGST01000018.1-processed-gene-3.67-mRNA-1_1&gene=snap_masked-LGST01000018.1-processed-gene-3.67&CDS=1-3501	YPR010C
1397	OG0001397	augustus_masked-LGST01000018.1-processed-gene-3.45-mRNA-1_1&gene=augustus_masked-LGST01000018.1-processed-gene-3.45&CDS=1-4326	YGL119W
1398	OG0001398	augustus_masked-LGST01000018.1-processed-gene-3.46-mRNA-1_1&gene=augustus_masked-LGST01000018.1-processed-gene-3.46&CDS=1-714	YOR095C
1399	OG0001399	snap_masked-LGST01000018.1-processed-gene-4.54-mRNA-1_1&gene=snap_masked-LGST01000018.1-processed-gene-4.54&CDS=1-1821	YHR114W
1400	OG0001400	snap_masked-LGST01000018.1-processed-gene-4.53-mRNA-1_1&gene=snap_masked-LGST01000018.1-processed-gene-4.53&CDS=1-1863	YNL094W
1401	OG0001401	maker-LGST01000018.1-augustus-gene-4.157-mRNA-1_1&gene=maker-LGST01000018.1-augustus-gene-4.157&CDS=1-9156	YIL129C
1402	OG0001402	snap_masked-LGST01000018.1-processed-gene-4.57-mRNA-1_1&gene=snap_masked-LGST01000018.1-processed-gene-4.57&CDS=1-3186	YIL128W
1403	OG0001403	snap_masked-LGST01000018.1-processed-gene-4.82-mRNA-1_1&gene=snap_masked-LGST01000018.1-processed-gene-4.82&CDS=1-597	YIL127C
1404	OG0001404	snap_masked-LGST01000018.1-processed-gene-4.83-mRNA-1_1&gene=snap_masked-LGST01000018.1-processed-gene-4.83&CDS=1-1176	YGL004C
1405	OG0001405	snap_masked-LGST01000018.1-processed-gene-4.59-mRNA-1_1&gene=snap_masked-LGST01000018.1-processed-gene-4.59&CDS=1-747	YGL005C
1406	OG0001406	snap_masked-LGST01000018.1-processed-gene-4.84-mRNA-1_1&gene=snap_masked-LGST01000018.1-processed-gene-4.84&CDS=1-3525	YGL006W
1407	OG0001407	snap_masked-LGST01000018.1-processed-gene-4.60-mRNA-1_1&gene=snap_masked-LGST01000018.1-processed-gene-4.60&CDS=1-1194	YAL012W
1408	OG0001408	snap_masked-LGST01000018.1-processed-gene-4.61-mRNA-1_1&gene=snap_masked-LGST01000018.1-processed-gene-4.61&CDS=1-855	YOR065W
1409	OG0001409	snap_masked-LGST01000018.1-processed-gene-4.85-mRNA-1_1&gene=snap_masked-LGST01000018.1-processed-gene-4.85&CDS=1-375	YKL086W
1410	OG0001410	snap_masked-LGST01000018.1-processed-gene-4.66-mRNA-1_1&gene=snap_masked-LGST01000018.1-processed-gene-4.66&CDS=1-2154	YLR117C
1411	OG0001411	snap_masked-LGST01000018.1-processed-gene-4.68-mRNA-1_1&gene=snap_masked-LGST01000018.1-processed-gene-4.68&CDS=1-795	YGR024C
1412	OG0001412	snap_masked-LGST01000018.1-processed-gene-4.69-mRNA-1_1&gene=snap_masked-LGST01000018.1-processed-gene-4.69&CDS=1-1908	YJR052W
1413	OG0001413	snap_masked-LGST01000018.1-processed-gene-4.86-mRNA-1_1&gene=snap_masked-LGST01000018.1-processed-gene-4.86&CDS=1-2157	YML046W
1414	OG0001414	snap_masked-LGST01000018.1-processed-gene-4.70-mRNA-1_1&gene=snap_masked-LGST01000018.1-processed-gene-4.70&CDS=1-1650	YGR013W
1415	OG0001415	snap_masked-LGST01000018.1-processed-gene-4.87-mRNA-1_1&gene=snap_masked-LGST01000018.1-processed-gene-4.87&CDS=1-3285	YGR014W
1416	OG0001416	snap_masked-LGST01000018.1-processed-gene-4.73-mRNA-1_1&gene=snap_masked-LGST01000018.1-processed-gene-4.73&CDS=1-339	YKL138C
1417	OG0001417	snap_masked-LGST01000018.1-processed-gene-4.88-mRNA-1_1&gene=snap_masked-LGST01000018.1-processed-gene-4.88&CDS=1-639	YMR117C
1418	OG0001418	snap_masked-LGST01000018.1-processed-gene-4.74-mRNA-1_1&gene=snap_masked-LGST01000018.1-processed-gene-4.74&CDS=1-363	YKL137W
1419	OG0001419	snap_masked-LGST01000018.1-processed-gene-4.75-mRNA-1_1&gene=snap_masked-LGST01000018.1-processed-gene-4.75&CDS=1-2262	YGL023C
1420	OG0001420	snap_masked-LGST01000018.1-processed-gene-4.76-mRNA-1_1&gene=snap_masked-LGST01000018.1-processed-gene-4.76&CDS=1-2229	YGL022W
1421	OG0001421	augustus_masked-LGST01000018.1-processed-gene-4.129-mRNA-1_1&gene=augustus_masked-LGST01000018.1-processed-gene-4.129&CDS=1-588	YGL010W
1422	OG0001422	augustus_masked-LGST01000018.1-processed-gene-4.146-mRNA-1_1&gene=augustus_masked-LGST01000018.1-processed-gene-4.146&CDS=1-1527	YGL192W
1423	OG0001423	snap_masked-LGST01000018.1-processed-gene-4.93-mRNA-1_1&gene=snap_masked-LGST01000018.1-processed-gene-4.93&CDS=1-3792	YBL007C
1424	OG0001424	snap_masked-LGST01000018.1-processed-gene-4.94-mRNA-1_1&gene=snap_masked-LGST01000018.1-processed-gene-4.94&CDS=1-1095	YGL185C
1425	OG0001425	snap_masked-LGST01000018.1-processed-gene-4.95-mRNA-1_1&gene=snap_masked-LGST01000018.1-processed-gene-4.95&CDS=1-489	YGL187C
1426	OG0001426	snap_masked-LGST01000018.1-processed-gene-4.78-mRNA-1_1&gene=snap_masked-LGST01000018.1-processed-gene-4.78&CDS=1-1551	YGL190C
1427	OG0001427	snap_masked-LGST01000018.1-processed-gene-4.96-mRNA-1_1&gene=snap_masked-LGST01000018.1-processed-gene-4.96&CDS=1-411	YGL191W
1428	OG0001428	snap_masked-LGST01000018.1-processed-gene-4.98-mRNA-1_1&gene=snap_masked-LGST01000018.1-processed-gene-4.98&CDS=1-1404	YGL017W
1429	OG0001429	snap_masked-LGST01000018.1-processed-gene-4.79-mRNA-1_1&gene=snap_masked-LGST01000018.1-processed-gene-4.79&CDS=1-1173	YGR005C
1430	OG0001430	genemark-LGST01000018.1-processed-gene-4.50-mRNA-1_1&gene=genemark-LGST01000018.1-processed-gene-4.50&CDS=1-951	YLR325C
1431	OG0001431	augustus_masked-LGST01000018.1-processed-gene-4.133-mRNA-1_1&gene=augustus_masked-LGST01000018.1-processed-gene-4.133&CDS=1-1404	YLR324W
1432	OG0001432	augustus_masked-LGST01000018.1-processed-gene-4.155-mRNA-1_1&gene=augustus_masked-LGST01000018.1-processed-gene-4.155&CDS=1-3507	YFR031C
1433	OG0001433	augustus_masked-LGST01000018.1-processed-gene-4.134-mRNA-1_1&gene=augustus_masked-LGST01000018.1-processed-gene-4.134&CDS=1-1389	YEL036C
1434	OG0001434	snap_masked-LGST01000019.1-processed-gene-0.22-mRNA-1_1&gene=snap_masked-LGST01000019.1-processed-gene-0.22&CDS=1-1446	YLR359W
1435	OG0001435	snap_masked-LGST01000019.1-processed-gene-0.23-mRNA-1_1&gene=snap_masked-LGST01000019.1-processed-gene-0.23&CDS=1-348	YBR233W-A
1436	OG0001436	snap_masked-LGST01000019.1-processed-gene-0.5-mRNA-1_1&gene=snap_masked-LGST01000019.1-processed-gene-0.5&CDS=1-1134	YBR234C
1437	OG0001437	augustus_masked-LGST01000019.1-processed-gene-0.85-mRNA-1_1&gene=augustus_masked-LGST01000019.1-processed-gene-0.85&CDS=1-2010	YBR196C
1438	OG0001438	snap_masked-LGST01000019.1-processed-gene-0.9-mRNA-1_1&gene=snap_masked-LGST01000019.1-processed-gene-0.9&CDS=1-465	YIL062C
1439	OG0001439	snap_masked-LGST01000019.1-processed-gene-0.10-mRNA-1_1&gene=snap_masked-LGST01000019.1-processed-gene-0.10&CDS=1-954	YHR104W
1440	OG0001440	augustus_masked-LGST01000019.1-processed-gene-0.88-mRNA-1_1&gene=augustus_masked-LGST01000019.1-processed-gene-0.88&CDS=1-1830	YFL027C
1441	OG0001441	snap_masked-LGST01000019.1-processed-gene-0.29-mRNA-1_1&gene=snap_masked-LGST01000019.1-processed-gene-0.29&CDS=1-1923	YLR055C
1442	OG0001442	snap_masked-LGST01000019.1-processed-gene-0.30-mRNA-1_1&gene=snap_masked-LGST01000019.1-processed-gene-0.30&CDS=1-453	YKL067W
1443	OG0001443	snap_masked-LGST01000019.1-processed-gene-0.31-mRNA-1_1&gene=snap_masked-LGST01000019.1-processed-gene-0.31&CDS=1-966	YFL028C
1444	OG0001444	snap_masked-LGST01000019.1-processed-gene-0.32-mRNA-1_1&gene=snap_masked-LGST01000019.1-processed-gene-0.32&CDS=1-2868	YMR125W
1445	OG0001445	snap_masked-LGST01000019.1-processed-gene-0.33-mRNA-1_1&gene=snap_masked-LGST01000019.1-processed-gene-0.33&CDS=1-1794	YCR061W
1446	OG0001446	snap_masked-LGST01000019.1-processed-gene-0.34-mRNA-1_1&gene=snap_masked-LGST01000019.1-processed-gene-0.34&CDS=1-2256	YNL161W
1447	OG0001447	snap_masked-LGST01000019.1-processed-gene-0.15-mRNA-1_1&gene=snap_masked-LGST01000019.1-processed-gene-0.15&CDS=1-924	YJR142W
1448	OG0001448	snap_masked-LGST01000019.1-processed-gene-0.18-mRNA-1_1&gene=snap_masked-LGST01000019.1-processed-gene-0.18&CDS=1-2277	YJL094C
1449	OG0001449	snap_masked-LGST01000019.1-processed-gene-0.21-mRNA-1_1&gene=snap_masked-LGST01000019.1-processed-gene-0.21&CDS=1-804	YLR290C
1450	OG0001450	snap_masked-LGST01000019.1-processed-gene-0.39-mRNA-1_1&gene=snap_masked-LGST01000019.1-processed-gene-0.39&CDS=1-2769	YGL167C
1451	OG0001451	snap_masked-LGST01000019.1-processed-gene-0.40-mRNA-1_1&gene=snap_masked-LGST01000019.1-processed-gene-0.40&CDS=1-1134	YGL169W
1452	OG0001452	snap_masked-LGST01000019.1-processed-gene-0.41-mRNA-1_1&gene=snap_masked-LGST01000019.1-processed-gene-0.41&CDS=1-3114	YGL241W
1453	OG0001453	snap_masked-LGST01000019.1-processed-gene-1.3-mRNA-1_1&gene=snap_masked-LGST01000019.1-processed-gene-1.3&CDS=1-3069	YDR104C
1454	OG0001454	snap_masked-LGST01000019.1-processed-gene-1.4-mRNA-1_1&gene=snap_masked-LGST01000019.1-processed-gene-1.4&CDS=1-1356	YJL123C
1455	OG0001455	snap_masked-LGST01000019.1-processed-gene-1.46-mRNA-1_1&gene=snap_masked-LGST01000019.1-processed-gene-1.46&CDS=1-960	YJL126W
1456	OG0001456	snap_masked-LGST01000019.1-processed-gene-1.7-mRNA-1_1&gene=snap_masked-LGST01000019.1-processed-gene-1.7&CDS=1-1278	YLR191W
1457	OG0001457	augustus_masked-LGST01000019.1-processed-gene-1.199-mRNA-1_1&gene=augustus_masked-LGST01000019.1-processed-gene-1.199&CDS=1-1212	YLL002W
1458	OG0001458	snap_masked-LGST01000019.1-processed-gene-1.9-mRNA-1_1&gene=snap_masked-LGST01000019.1-processed-gene-1.9&CDS=1-948	YGR017W
1459	OG0001459	augustus_masked-LGST01000019.1-processed-gene-1.164-mRNA-1_1&gene=augustus_masked-LGST01000019.1-processed-gene-1.164&CDS=1-726	YPL127C
1460	OG0001460	augustus_masked-LGST01000019.1-processed-gene-1.165-mRNA-1_1&gene=augustus_masked-LGST01000019.1-processed-gene-1.165&CDS=1-612	YOR236W
1461	OG0001461	snap_masked-LGST01000019.1-processed-gene-1.12-mRNA-1_1&gene=snap_masked-LGST01000019.1-processed-gene-1.12&CDS=1-513	YOR215C
1462	OG0001462	snap_masked-LGST01000019.1-processed-gene-1.13-mRNA-1_1&gene=snap_masked-LGST01000019.1-processed-gene-1.13&CDS=1-1977	YPL129W
1463	OG0001463	snap_masked-LGST01000019.1-processed-gene-1.52-mRNA-1_1&gene=snap_masked-LGST01000019.1-processed-gene-1.52&CDS=1-1176	YOR212W
1464	OG0001464	snap_masked-LGST01000019.1-processed-gene-1.53-mRNA-1_1&gene=snap_masked-LGST01000019.1-processed-gene-1.53&CDS=1-2112	YPL128C
1465	OG0001465	maker-LGST01000019.1-snap-gene-1.226-mRNA-1_1&gene=maker-LGST01000019.1-snap-gene-1.226&CDS=1-1185	YPR011C
1466	OG0001466	augustus_masked-LGST01000019.1-processed-gene-1.203-mRNA-1_1&gene=augustus_masked-LGST01000019.1-processed-gene-1.203&CDS=1-816	YGR021W
1467	OG0001467	snap_masked-LGST01000019.1-processed-gene-1.17-mRNA-1_1&gene=snap_masked-LGST01000019.1-processed-gene-1.17&CDS=1-372	YGR020C
1468	OG0001468	augustus_masked-LGST01000019.1-processed-gene-1.204-mRNA-1_1&gene=augustus_masked-LGST01000019.1-processed-gene-1.204&CDS=1-1602	YLR330W
1469	OG0001469	snap_masked-LGST01000019.1-processed-gene-1.56-mRNA-1_1&gene=snap_masked-LGST01000019.1-processed-gene-1.56&CDS=1-1836	YAL013W
